"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
129,"DARASGAH ISLAMIYA SCHOOL LADDAWALA PURV KI LINE KA KAMRA",455,298,0,753,265,176,0,441,441,0,373,6,46,2,0,1,1,1,0,1,0,0,1,0,0,4,3,1,0,1,441
130,"PAL DHRAMSHALA ROORKI ROADK N 1",539,452,0,991,370,310,0,680,676,0,152,8,33,474,3,0,1,1,2,1,0,0,0,1,0,1,0,0,2,1,680
131,"PAL DHRAMSHALA ROORKI ROADK N 2",518,440,0,958,270,352,0,622,622,0,29,16,8,543,4,0,0,0,1,4,0,2,2,2,0,3,0,0,0,8,622
132,"PAL DHRAMSHALA ROORKI ROADK N 5",514,459,0,973,479,225,0,704,704,0,38,14,20,626,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,704
133,"PAL DHRAMSHALA ROORKI ROAD RASOI GHAR K 1",587,497,0,1084,350,316,0,666,661,0,54,12,5,584,2,0,0,4,0,1,0,0,1,0,1,0,0,0,0,2,666
134,"PAL DHRAMSHALA ROORKI ROADK N 6",416,344,0,760,291,230,0,521,521,0,18,9,7,484,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,521
135,"VISHKARMA BAL SIKSHA NIKETAN RAMPURI K N 1 PASCHIM ME",637,555,1,1193,431,370,0,801,795,0,24,11,7,737,3,1,0,0,0,7,1,0,1,1,1,5,1,0,1,0,801
136,"VISHKARMA BAL SIKSHA NIKETAN RAMPURI K N 3 PURVA ME",643,542,0,1185,418,349,0,767,763,0,121,30,32,551,1,1,2,0,2,11,0,3,2,0,2,3,1,0,0,5,767
137,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 11 RAMPURI",543,455,0,998,356,286,0,642,642,0,34,17,2,584,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,642
138,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 12 RAMPURI",374,326,0,700,245,242,0,487,462,0,8,11,3,443,0,0,0,2,1,3,0,0,0,0,0,3,0,0,2,11,487
139,"RAJ KANYA INTER COLLEGE PASCHIM ME KAMRA NO 1 RAMPURI",519,401,0,920,338,271,0,609,609,0,14,8,4,570,2,0,0,0,0,5,0,0,0,0,1,2,0,0,0,3,609
140,"RAJ KANYA INTER COLLEGE PASCHIM ME KAMRA NO 2 RAMPURI",514,423,0,937,388,267,0,655,631,0,18,10,3,608,4,0,1,1,0,2,0,0,1,1,0,3,0,0,0,3,655
141,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 13 RAMPURI",823,680,0,1503,598,479,0,1077,1076,0,18,29,8,1015,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,1077
142,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 8 RAMPURI",647,533,0,1180,385,312,0,697,697,0,70,11,3,608,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,697
143,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 15 RAMPURI",915,740,0,1655,562,474,0,1036,1030,0,43,4,3,906,2,0,1,4,1,5,0,1,0,0,3,7,1,0,1,54,1036
144,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 10 RAMPURI",722,458,1,1181,426,282,0,708,700,0,591,11,30,56,2,1,1,2,0,0,0,0,0,0,0,0,9,1,2,2,708
145,"SHIVRAJ SINGH INTER COLLEGE KAMRA N 9 RAMPURI",577,359,0,936,292,213,0,505,494,0,428,8,35,22,1,0,0,1,2,1,0,1,1,1,0,3,0,0,1,0,505
146,"JILA CHIKITSALYA GAIRAJ N 1",567,512,0,1079,460,297,0,757,750,0,34,33,12,652,4,0,0,0,0,5,1,1,1,0,1,1,3,1,0,8,757
147,"ZILA CHIKITSALYA GAIRAJ N 4",425,348,1,774,328,226,0,554,348,0,140,21,28,348,1,0,1,5,0,0,0,1,1,0,1,2,1,0,0,4,554
148,"ZILA CHIKITSALYA GAIRAJ N 2",425,401,0,826,322,277,0,599,599,0,314,11,24,240,3,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,599
149,"ZILA CHIKITSALYA GAIRAJ N 3",361,316,0,677,301,254,0,555,541,0,44,12,2,480,2,0,1,2,1,1,0,1,3,0,1,2,0,0,0,3,555
150,"ISLAUL KHWATIN JUNIOR HIGHSCHOOL LADDAWAL K N 1",748,621,0,1369,527,396,0,923,871,0,352,18,59,484,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,923
151,"ISLAUL KHWATIN JUNIOR HIGHSCHOOL LADDAWAL K N 2",825,696,0,1521,553,440,0,993,989,0,346,30,38,559,4,2,0,1,0,1,0,0,1,0,2,1,1,0,1,6,993
152,"JANTA KANYA VIDHYALA KAVELPURI K N 3",546,484,0,1030,407,336,0,743,726,0,30,11,4,677,2,0,1,1,1,3,0,0,2,0,1,1,0,0,3,6,743
153,"JANTA KANYA VIDHYALA KAVELPURI K N 6",412,344,0,756,254,215,0,469,446,0,159,8,47,233,2,0,0,1,0,0,0,0,1,0,1,4,2,0,3,8,469
154,"JANTA KANYA VIDHYALA KAVELPURI K N 5",682,578,0,1260,515,372,0,887,820,0,295,25,98,445,2,0,1,2,0,5,0,0,0,0,2,0,4,0,2,6,887
155,"PRATHMIK VIDHYALA MALHUPURA K N 1",568,440,0,1008,334,268,0,602,524,0,294,8,80,207,2,0,1,3,0,1,0,0,0,1,1,2,1,1,0,0,602
156,"KANYA PRATHMIK VIDHYALA MALHUPURA ATIRIKT KAKSH",556,419,0,975,293,225,0,518,487,0,283,19,71,134,2,0,0,3,0,0,0,0,0,1,0,1,3,0,0,1,518
157,"PRATHMIK VIDHYALA MALHUPURA K N 2",508,411,0,919,312,238,0,550,550,0,420,13,55,49,1,0,0,1,0,1,0,0,0,0,0,0,7,0,2,1,550
158,"KANYA PRATHMIK VIDHYALA NAYA BHAWAN MALHUPURA",475,371,0,846,339,239,0,578,555,0,492,12,65,1,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0,1,578
159,"KANYA PRATHMIK VIDHYALA MALHUPURA K N 1",680,533,0,1213,485,367,0,852,847,0,618,18,184,13,0,0,0,1,0,2,0,0,0,0,0,2,10,1,1,2,852
160,"KANYA PRATHMIK VIDHYALA MALHUPURA K N 3",690,542,1,1233,404,302,0,706,616,0,490,22,77,107,0,0,0,1,1,0,0,1,0,0,0,3,2,0,0,2,706
161,"PAL DHRAMSHALA ANANDPURI K N 1",819,741,0,1560,550,518,0,1068,1068,0,8,19,11,967,5,1,1,7,1,9,1,1,5,0,2,4,6,0,4,16,1068
162,"PAL DHRAMSHALA ANANDPURI K N 2",549,460,0,1009,369,318,0,687,681,0,7,17,5,627,1,0,2,2,0,9,2,0,2,2,0,4,2,0,1,4,687
163,"PAL DHRAMSHALA ANANDPURI K N 4",439,391,0,830,316,271,0,587,587,0,3,10,9,552,0,1,0,2,0,2,0,2,2,0,1,0,0,0,0,3,587
164,"PAL DHRAMSHALA ANANDPURI K N 3",585,519,2,1106,333,310,0,643,634,0,8,18,12,598,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,643
165,"SD CONVENT PUBLIC SCHOOL INDRA COLONY K N 1 RAM LILA GROUND WALI GALI ME",540,470,0,1010,422,331,0,753,750,0,2,12,15,714,2,0,0,3,0,2,0,0,0,0,1,0,0,1,0,1,753
166,"VISHKARMA DHRAMSHALA INDRA COLONY K N 1",509,465,0,974,337,293,0,630,630,0,6,18,6,583,2,0,0,3,0,2,0,0,1,1,2,0,0,0,0,6,630
167,"VISHKARMA DHRAMSHALA INDRA COLONY K N 2",408,367,0,775,288,245,0,533,522,0,14,25,1,482,0,1,0,2,0,2,0,0,1,0,0,0,0,1,0,4,533
168,"RAJ SIKSHA SADAN ROORKI ROAD K N 1",798,693,0,1491,602,480,0,1082,765,0,30,10,35,988,0,0,0,2,1,4,5,0,1,0,1,0,0,0,0,5,1082
169,"RAJ SIKSHA SADAN ROORKI ROAD K N 2",438,381,0,819,344,295,0,639,634,0,6,8,1,605,3,1,0,1,0,4,0,1,2,1,1,0,0,0,0,5,639
170,"RAJ SIKSHA SADAN ROORKI ROAD K N 3",502,431,0,933,419,338,0,757,545,0,13,12,8,715,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,757
171,"ISLAMIYA SCHOOL SARWAT K N 1",713,468,0,1181,404,293,0,697,694,0,408,5,269,4,0,0,0,0,1,1,0,0,1,1,0,5,1,0,1,0,697
172,"ISLAMIYA SCHOOL SARWAT K N 7",501,408,0,909,301,249,0,550,546,0,237,10,291,0,0,0,1,1,0,0,0,1,1,0,0,4,1,0,1,2,550
173,"ISLAMIYA SCHOOL SARWAT K N 2",575,378,0,953,303,245,0,548,457,0,276,7,244,2,0,0,1,0,0,0,1,1,0,1,2,4,3,0,3,3,548
174,"ISLAMIYA SCHOOL SARWAT K N 8",660,451,0,1111,396,283,0,679,667,0,235,8,220,198,1,0,0,0,0,1,0,0,0,0,1,0,4,0,7,4,679
175,"ISLAMIYA SCHOOL SARWAT K N 3",625,433,0,1058,324,242,0,566,548,0,97,7,117,309,1,1,1,0,0,4,0,0,1,2,0,0,5,2,5,14,566
176,"ISLAMIYA SCHOOL SARWAT",649,460,0,1109,305,249,0,554,549,0,71,12,131,323,3,0,0,2,0,3,0,0,2,1,0,3,0,0,0,3,554
177,"SS PAL MEMORIAL JUNIOR HIGH SCHOOL K N 1 JANKPURI",660,464,0,1124,376,275,0,651,603,0,158,5,113,332,2,0,1,3,2,4,0,1,2,0,1,4,4,2,4,13,651
178,"SS PAL MEMORIAL JUNIOR HIGH SCHOOL K N 2 JANKPURI",546,409,0,955,278,207,0,485,450,0,78,10,90,299,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,1,485
179,"SHRI ARVIND PUBLIC SCHOOL TYAGI COLONY JANAKPURI K N 1",671,493,0,1164,446,328,0,774,701,0,17,9,10,723,0,0,1,3,0,4,1,2,3,0,0,0,0,0,0,1,774
180,"SHRI ARVIND PUBLIC SCHOOL TYAGI COLONY JANAKPURI K N 2",502,378,0,880,322,235,0,557,422,0,30,11,4,482,2,0,0,1,1,6,1,5,2,2,0,5,2,0,1,2,557
181,"SHRI ARVIND PUBLIC SCHOOL TYAGI COLONY JANAKPURI K N 3",677,559,0,1236,337,321,0,658,658,0,71,13,12,539,2,0,0,1,2,4,1,0,1,1,0,4,2,0,0,5,658
182,"SHRI ARVIND PUBLIC SCHOOL TYAGI COLONY JANAKPURI K N 4",821,626,0,1447,466,372,0,838,821,0,76,5,6,732,2,1,1,2,0,2,0,0,2,2,0,2,0,2,1,2,838
183,"KUNWAR JAGDISH PRASAD SANATAN DHRAM JUNIOR HIGH SCHOOL BAGKESHODAS K N 1",527,441,0,968,363,297,0,660,518,0,179,26,16,427,0,0,0,2,0,2,0,0,2,1,0,2,2,0,0,1,660
184,"KUNWAR JAGDISH PRASAD SANATAN DHRAM JUNIOR HIGH SCHOOL BAGKESHODAS K N 4",362,303,0,665,227,188,0,415,404,0,20,17,2,361,1,0,0,3,0,6,0,0,0,0,0,2,0,0,0,3,415
185,"KUNWAR JAGDISH PRASAD SANATAN DHRAM JUNIOR HIGH SCHOOL BAGKESHODAS K N 2",500,475,0,975,352,312,0,664,466,0,2,33,3,615,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,5,664
186,"KUNWAR JAGDISH PRASAD SANATAN DHRAM JUNIOR HIGH SCHOOL BAGKESHODAS K N 3",424,373,1,798,281,221,0,502,466,0,7,42,5,435,2,0,0,7,0,0,1,0,0,0,0,0,1,0,0,2,502
187,"MADAN MOHAN MALVIYA INTER COLLEGE PASCHIM ME K N 27",484,422,0,906,295,271,0,566,549,0,11,45,15,484,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,566
188,"MADAN MOHAN MALVIYA INTER COLLEGE UTTAR ME K N 9",339,329,1,669,246,216,0,462,462,0,27,19,3,408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,462
189,"MADAN MOHAN MALVIYA INTER COLLEGE PASCHIM ME K N 28",734,616,0,1350,392,312,0,704,690,0,79,38,17,551,0,0,0,8,1,1,0,0,1,0,0,1,0,2,0,5,704
190,"MADAN MOHAN MALVIYA INTER COLLEGE PASCHIM ME K N 29",794,697,0,1491,362,489,0,851,851,0,237,39,1,551,3,0,0,9,0,2,0,0,1,0,1,1,1,0,1,4,851
191,"MADAN MOHAN MALVIYA INTER COLLEGE PASCHIM ME K N 30",824,774,0,1598,530,418,0,948,700,0,9,35,21,870,2,0,0,7,0,1,0,0,0,0,0,1,0,0,0,2,948
192,"NAGAR PALIKA KANYA INTER COLLEGE K N 1",723,667,0,1390,412,377,0,789,741,0,125,56,61,530,1,1,0,2,1,1,1,0,2,0,0,0,1,0,1,6,789
193,"NAGAR PALIKA KANYA INTER COLLEGE K N 2",371,344,0,715,245,208,0,453,420,0,64,23,12,350,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,453
194,"NAGAR PALIKA KANYA INTER COLLEGE K N 4",435,394,0,829,333,282,0,615,555,0,38,18,3,548,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,3,615
195,"MADAN MOHAN MALVIYA INTER NAYA BHAWAN K N 31",452,402,0,854,322,258,0,580,580,0,217,16,16,325,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,580
196,"MADAN MOHAN MALVIYA INTER COLLEGE NAYA BHAWAN K N 32",401,384,1,786,288,235,0,523,523,0,49,37,4,428,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,523
197,"MADAN MOHAN MALVIYA INTER COLLEGE NAYA BHAWAN  K N 33",470,461,0,931,352,312,0,664,664,0,66,39,9,542,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,664
198,"MADAN MOHAN MALVIYA INTER COLLEGE NAYA BHAWAN UTTAR ME K N 10",344,305,0,649,267,190,0,457,457,0,13,26,5,402,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,457
199,"MADAN MOHAN MALIVIYA INTER COLLEGE NAYA BHAWAN K N 34",429,439,0,868,287,262,0,549,495,0,12,36,18,474,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,549
200,"NAGAR PALIKA KANYA INTER COLLEGE K N 5",494,422,0,916,342,286,0,628,599,0,358,17,4,242,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,628
201,"NAGAR PALIKA KANYA INTER COLLEGE K N 8",440,411,0,851,293,256,0,549,506,0,258,26,10,246,3,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,549
202,"NAGAR PALIKA KANYA INTER COLLEGE K N 6",341,312,0,653,226,193,0,419,419,0,105,24,14,273,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,419
203,"NAGAR PALIKA KANYA INTER COLLEGE K N 7",387,318,0,705,265,200,0,465,460,0,285,14,45,114,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,465
204,"SD GIRLS INTER COLLEGE K N 1",571,549,0,1120,457,374,0,831,823,0,74,41,20,686,0,0,0,4,0,0,0,0,0,0,1,1,1,0,1,2,831
205,"SD GIRLS INTER COLLEGE K N 2",666,620,0,1286,461,398,0,859,851,0,17,59,6,761,1,0,0,10,0,1,1,0,0,1,0,2,0,0,0,0,859
206,"SD GIRLS INTER COLLEGE K N 3",411,385,2,798,322,289,0,611,272,0,6,27,0,572,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,611
207,"VAIDIK PUTRI PATSHALA NAI MANDI UTTAR KI LINE K N 8",362,364,0,726,294,237,0,531,529,0,4,36,1,485,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,531
208,"VAIDIK PUTRI PATSHALA NAI MANDI PASCHIM ME K N 9",290,262,0,552,228,198,0,426,389,0,1,24,4,391,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,426
209,"VAIDIK PUTRI PATSHALA NAI MANDI PASCHIM ME K N 10",604,552,0,1156,494,396,0,890,890,0,4,41,2,825,1,0,0,8,0,0,0,0,0,0,0,1,0,0,1,7,890
210,"VAIDIK PUTRI PATSHALA NAI MANDIPASCHIM ME K N 11",565,503,0,1068,436,322,0,758,732,0,25,35,11,679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,758
211,"DEEPCHAND GREN CHAMBER INTER COLLEGE NAI MANDI DAFTAR SE MILA KAMRA",461,473,0,934,349,311,0,660,654,0,7,42,5,602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,660
212,"RAJVANSHI DHRAMSHALA LAKSHMAN VIHAR K N 1",745,640,1,1386,542,449,0,991,810,0,8,37,7,898,3,0,6,6,0,13,0,2,0,1,0,1,1,0,1,7,991
213,"NEW HORIJAN PUBLIC SCHOOL AGRESEN BIHAR K N 2",611,563,0,1174,386,363,0,749,730,0,4,42,6,686,3,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,749
214,"NEW HORIJAN PUBLIC SCHOOL AGRESEN BIHAR K N 3",848,743,0,1591,545,463,0,1008,983,0,15,35,14,913,4,0,0,3,1,6,0,0,1,2,0,5,0,0,2,7,1008
215,"NEW HORIJAN PUBLIC SCHOOL AGRESEN BIHAR K N 6",565,477,0,1042,349,307,0,656,630,0,19,22,9,594,1,1,0,2,0,4,0,0,0,0,0,2,0,0,0,2,656
216,"NEW HORIJAN PUBLIC SCHOOL AGRESEN BIHAR K N 12",378,326,0,704,227,196,0,423,420,0,2,32,0,377,3,0,0,1,0,3,2,1,0,0,0,1,0,0,0,1,423
217,"NEW HORIJAN PUBLIC SCHOOL AGRESEN BIHAR K N 7",590,508,0,1098,367,336,0,703,699,0,9,21,2,657,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,4,703
218,"NEW HORIJAN PUBLIC SCHOOL AGRESEN BIHAR NARSARI WALA KAMRA",312,230,0,542,254,207,0,461,461,0,6,11,4,437,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,461
219,"DEEPCHAND GREN CHAMBER INTER COLLEGE K N 7",650,593,0,1243,559,447,0,1006,1004,0,83,31,2,878,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,3,1006
220,"DEEPCHAND GREN CHAMBER INTER COLLEGE K N 10",324,291,0,615,249,225,0,474,474,0,21,17,0,434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,474
221,"DEEPCHAND GREN CHAMBER INTER COLLEGE K N 8",518,464,0,982,436,359,0,795,793,0,2,37,7,731,1,0,1,13,1,0,0,0,0,0,0,0,0,0,0,2,795
222,"DEEPCHAND GREN CHAMBER INTER COLLEGE K N 11",379,376,0,755,321,290,0,611,610,0,13,13,5,574,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,611
223,"DEEPCHAND GREN CHAMBER INTER COLLEGE K N 9",836,779,0,1615,479,457,0,936,800,0,26,33,14,848,3,0,0,3,0,1,0,0,0,1,0,2,0,0,1,4,936
224,"G C PUBLIC SCHOOL NAI MANDI K N 5",434,444,0,878,387,344,0,731,645,0,22,34,4,665,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,731
225,"G C PUBLIC SCHOOL NAI MANDI K N 8",483,416,0,899,309,274,0,583,559,0,7,38,7,518,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,3,583
226,"G C PUBLIC SCHOOL NAI MANDI K N 6",555,523,0,1078,413,355,0,768,764,0,4,29,10,714,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,3,768
227,"G C PUBLIC SCHOOL NAI MANDI K N 10",365,320,0,685,286,242,0,528,528,0,6,23,2,492,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,528
228,"G C PUBLIC SCHOOL NAI MANDI K N 7",865,708,0,1573,551,464,0,1015,1001,0,125,24,10,843,0,0,1,3,1,2,0,0,0,0,0,1,0,0,3,2,1015
229,"G C PUBLIC SCHOOL NAI MANDI K N 9",719,615,0,1334,455,401,0,856,856,0,15,26,4,801,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,4,856
230,"SD PUBLIC SCHOOL BHOPA ROAD K N 1",415,390,1,806,341,304,0,645,624,0,10,23,2,604,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,645
231,"SD PUBLIC SCHOOL BHOPA ROAD K N 2",409,394,0,803,307,257,0,564,564,0,3,21,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,564
232,"SD PUBLIC SCHOOL BHOPA ROAD K N 3",467,408,0,875,357,319,0,676,632,0,2,21,3,644,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,676
233,"JAIN KANYA INTER COLLEGE NAI MANDI KAMRA NO 3",421,376,0,797,308,247,0,555,450,0,4,18,1,521,2,1,0,2,0,1,0,1,0,1,0,3,0,0,0,0,555
234,"JAIN KANYA INTER COLLEGE NAI MANDI KAMRA NO 4",530,487,0,1017,386,333,0,719,714,0,7,28,1,666,2,0,0,1,0,1,1,0,0,1,1,2,1,0,0,7,719
235,"JAIN KANYA INTER COLLEGE NAI MANDI KAMRA NO 5",472,432,0,904,413,326,0,739,739,0,4,17,5,708,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,739
236,"JAIN KANYA INTER COLLEGE NAI MANDI UTTAR KI LINE ME K N 6",408,356,0,764,360,297,0,657,657,0,15,17,2,618,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,657
237,"JAIN KANYA INTER COLLEGE NAI MANDI UTTAR KI LINE ME K N 7",493,487,0,980,319,285,0,604,599,0,9,20,21,549,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,604
238,"VAIDIK PUTRI PATSHALA NAI MANDI K N 5",701,568,0,1269,541,371,0,912,828,0,9,35,13,829,4,0,0,5,0,3,2,0,0,0,0,2,0,1,0,9,912
239,"VAIDIK PUTRI PATSHALA NAI MANDI K N 6",422,390,0,812,306,259,0,565,528,0,3,29,0,522,1,0,0,1,0,2,0,0,0,0,0,0,1,1,4,1,565
240,"PRATHMIK VIDHYALA DWARIKAPURI K N 1",519,467,0,986,394,334,0,728,728,0,1,66,6,646,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,728
241,"PRATHMIK VIDHYALA DWARIKAPURI K N 2",517,446,0,963,339,283,0,622,560,0,1,21,2,588,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,3,622
242,"SD GIRLS INTER COLLEGE GANDHI COLONY",802,740,0,1542,618,536,0,1154,1114,0,8,32,21,1076,3,0,0,8,1,1,2,0,0,0,0,2,0,0,0,0,1154
243,"SD GIRLS INTER COLLEGE GANDHI COLONY  K N 2",465,431,0,896,318,309,0,627,625,0,4,21,2,597,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,627
244,"SD GIRLS INTER COLLEGE GANDHI COLONY  K N 3",388,354,0,742,277,230,0,507,474,0,2,20,0,477,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,507
245,"SD GIRLS INTER COLLEGE GANDHI COLONY  K N 5",451,405,0,856,368,283,0,651,642,0,1,17,3,618,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,651
246,"SD GIRLS INTER COLLEGE GANDHI COLONY  K N 6",432,427,0,859,311,295,0,606,601,0,0,11,2,583,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,606
247,"GURU GOVIND SINGH PUBLIC SCHOOL GANDHI COLONY K N 2",479,445,0,924,348,276,0,624,622,0,3,18,4,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,624
248,"GURU GOVIND SINGH PUBLIC SCHOOL GANDHI COLONY K N 3",442,421,0,863,312,305,0,617,611,0,21,11,2,574,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,617
249,"GURU GOVIND SINGH PUBLIC SCHOOL GANDHI COLONY K N 4",487,446,0,933,332,321,0,653,635,0,3,25,6,606,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,2,653
250,"SD GIRLS INTER COLLEGE GANDHI COLONY K N 11",429,375,0,804,291,224,0,515,485,0,3,10,7,490,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,515
251,"MOLANA MOHD ALI JOHAR JUNIOR HIGH MAHMOOD SARWAT K N 1",813,682,0,1495,468,416,0,884,698,0,290,15,31,516,2,0,0,4,0,7,2,3,1,0,0,4,3,0,1,5,884
252,"MOLANA MOHD ALI JOHAR JUNIOR HIGH MAHMOOD SARWAT K N 2",596,459,0,1055,379,298,0,677,677,0,414,22,67,166,0,0,0,3,0,2,1,0,0,0,0,1,0,0,1,0,677
253,"SARASWATI SISHU MANDIR BASANT BIHAR K N 1",494,394,0,888,251,196,0,447,432,0,213,15,8,201,0,0,0,1,0,2,0,0,0,1,1,2,2,0,0,1,447
254,"SARASWATI SISHU MANDIR BASANT BIHAR K N 3",534,445,0,979,313,278,0,591,148,0,310,6,3,248,0,1,3,0,1,2,0,0,1,1,1,5,3,0,1,5,591
255,"SARASWATI SISHU MANDIR BASANT BIHAR K N 2",607,487,0,1094,416,337,0,753,748,0,146,35,9,543,2,0,0,3,1,3,0,2,2,1,0,5,0,0,0,1,753
256,"SARASWATI SISHU MANDIR BASANT BIHAR K N 4",550,460,0,1010,360,304,0,664,659,0,145,27,36,443,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,6,664
257,"MOLANA MOHD ALI JOHAR JUNIOR HIGH MAHMOOD SARWAT K N 3",754,641,0,1395,498,408,0,906,865,0,448,7,353,81,2,0,0,5,0,1,1,0,1,0,0,2,3,0,1,1,906
258,"TYAGI SABHA BHAWAN FRENDS COLONY K N 2",618,445,0,1063,395,296,0,691,659,0,287,12,378,1,1,1,1,0,1,0,1,0,1,1,1,2,0,0,2,1,691
259,"TYAGI SABHA BHAWAN FRENDS COLONYHAL KAMRA",576,387,0,963,352,211,0,563,553,0,339,5,196,8,1,0,0,0,1,0,1,0,0,1,0,2,7,1,0,1,563
260,"JANTA KANYA VIDHYALA KAVELPURI K N 1",454,406,0,860,353,323,0,676,676,0,71,31,47,511,2,1,1,2,0,3,0,0,2,0,0,3,0,0,0,2,676
261,"JANTA KANYA VIDHYALA KEWALPURI BARAMDA JHULEWALA",524,427,1,952,358,311,0,669,667,0,279,6,32,337,3,1,0,1,0,0,1,1,1,1,0,4,1,0,0,1,669
262,"EVERGREEN PUBLIC JUNIOR HIGH SCHOOL MALHUPRA K N 1",448,354,0,802,276,230,0,506,456,0,415,8,67,4,0,0,1,3,0,1,0,2,0,0,0,2,3,0,0,0,506
263,"EVERGREEN PUBLIC JUNIOR HIGH SCHOOL MALHUPRA K N 2",403,291,0,694,242,193,0,435,435,0,353,11,51,3,3,0,0,1,0,1,0,0,0,0,0,3,4,1,3,1,435
264,"PRATHMIK V KUKRA N 2 KAMRA N 2",651,508,0,1159,493,363,0,856,841,0,431,12,38,309,1,1,0,2,2,10,0,0,2,1,0,5,23,3,2,14,856
265,"PRATHMIK VIDHYALA KUKRA N 1",694,562,0,1256,480,334,0,814,781,0,154,8,15,617,2,0,0,5,0,1,0,0,0,0,0,1,1,0,1,9,814
