"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
160,BARAI,848,694,0,1542,536,337,0,873,873,0,71,307,320,14,3,5,7,2,4,2,3,3,2,0,5,11,4,4,3,4,99,0,0,873
161,CHILSARA,830,715,0,1545,466,332,0,798,798,0,52,166,208,330,3,4,0,0,1,1,1,0,3,0,1,1,0,5,0,4,18,0,0,798
162,CHILSARA,697,595,0,1292,344,223,0,567,565,0,142,139,149,104,0,3,1,0,1,0,1,1,3,1,0,1,3,4,2,1,10,0,1,567
163,CHILSARA,188,152,0,340,95,62,0,157,157,0,5,53,85,1,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,3,1,0,157
164,SUTHADI,303,243,0,546,198,171,0,369,326,0,117,142,23,59,0,0,0,0,0,0,0,1,2,1,1,5,0,1,0,2,15,0,0,369
165,"NAGLA NAN",412,343,0,755,243,195,0,438,394,0,156,220,35,4,0,0,2,0,0,1,0,0,0,1,2,2,1,2,0,0,10,1,1,438
166,BAIRAMPUR,385,302,0,687,209,155,0,364,364,0,93,239,9,0,0,1,0,0,0,0,1,0,0,0,4,2,3,0,1,0,9,1,1,364
167,ASGARPUR,438,387,0,825,314,205,0,519,327,0,44,330,50,14,0,1,3,1,2,1,1,0,0,2,1,2,0,1,1,3,60,1,1,519
168,"KALUAPUR SANI",645,492,0,1137,351,285,0,636,476,0,134,280,44,83,7,5,3,3,6,2,3,0,1,0,3,9,2,5,2,1,39,1,3,636
169,"AMLAIYA ASHANAND",527,455,0,982,302,225,0,527,466,0,72,339,30,59,1,2,2,3,0,0,1,1,0,2,1,5,1,1,0,0,6,0,1,527
170,"MILK SULTAN",454,356,0,810,313,200,0,513,513,0,20,5,334,7,1,0,5,1,2,0,0,1,2,2,1,4,1,3,0,1,119,2,2,513
171,KHAGAU,402,277,0,679,283,173,0,456,450,0,1,13,345,3,2,0,1,20,2,0,0,1,0,1,0,3,0,0,2,2,60,0,0,456
172,BHAGAU,375,286,0,661,244,184,0,428,422,0,40,346,10,9,1,0,0,0,0,6,1,0,0,0,0,0,0,4,0,0,11,0,0,428
173,BAKSURI,371,324,0,695,312,236,0,548,434,0,39,39,334,4,5,2,8,1,7,1,0,1,4,4,3,2,1,2,5,3,82,0,1,548
174,"GADANPUR CHAIN",476,397,0,873,251,232,0,483,474,0,96,347,17,2,0,2,0,1,2,0,0,0,1,0,0,3,0,3,1,1,6,0,1,483
175,LOHAPANI,415,355,0,770,291,168,0,459,426,0,6,198,86,2,1,0,3,0,2,0,0,1,0,0,2,2,3,3,3,1,145,1,0,459
176,NATVARA,339,244,1,584,220,118,0,338,258,0,26,147,101,2,1,0,3,2,0,1,2,1,1,1,2,4,1,0,3,1,37,1,1,338
177,BUDANPUR,617,518,0,1135,387,211,0,598,591,0,56,26,377,5,0,0,5,0,1,1,0,0,0,0,0,1,1,0,2,3,119,1,0,598
178,"NAGLA KALAR",689,544,0,1233,434,262,0,696,696,0,60,134,160,22,8,1,5,1,6,0,0,0,3,0,4,4,5,2,1,4,273,1,2,696
179,"HARSHINGPUR GOA",634,503,0,1137,577,295,0,872,766,0,28,13,763,1,1,0,3,2,4,0,1,0,1,2,0,0,1,0,0,0,51,1,0,872
180,"HARSHINGPUR GOA",298,238,0,536,265,203,0,468,468,0,0,6,433,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,468
181,KHINMINI,549,486,0,1035,347,277,0,624,624,0,71,214,28,240,4,2,4,0,1,1,0,1,0,1,2,7,1,3,0,0,42,2,0,624
182,KHINMINI,793,612,0,1405,461,310,0,771,623,0,76,240,190,99,4,3,4,4,2,3,2,3,2,3,1,4,2,0,0,2,124,0,3,771
183,"CHORAHIYA MAZRA KHINMINI",675,655,0,1330,417,321,0,738,738,0,130,466,52,27,2,1,3,1,2,2,3,0,1,1,2,1,2,4,2,1,35,0,0,738
184,KHUMARPUR,269,213,0,482,230,171,0,401,316,0,5,314,24,5,0,1,2,0,1,0,0,1,4,1,3,3,0,1,1,1,33,0,1,401
185,TURKIPUR,508,400,0,908,335,299,0,634,324,0,35,37,246,157,6,0,1,1,1,0,1,1,2,0,0,1,0,3,4,2,135,1,0,634
186,"MILK MUJMULLA",358,277,0,635,292,217,0,509,499,0,12,459,10,7,0,2,0,0,1,0,0,0,1,1,3,1,1,1,0,0,9,1,0,509
187,SADIKPUR,488,417,0,905,254,268,0,522,522,0,44,374,49,5,0,0,0,3,2,0,0,1,4,2,6,2,3,3,0,0,22,0,2,522
188,"MAHMADPUR KAMRAJ",313,245,0,558,269,151,0,420,140,0,0,4,132,5,1,3,5,0,1,0,0,0,2,0,0,3,1,1,0,1,256,3,2,420
189,BAGHUNA,478,390,0,868,308,254,0,562,562,0,225,66,98,3,1,2,6,0,2,0,2,0,0,1,0,4,2,3,1,0,142,1,3,562
190,BAGHUNA,535,444,0,979,373,271,0,644,344,0,152,57,134,23,1,1,3,1,1,0,2,0,3,1,1,6,2,3,0,1,244,4,4,644
191,GUSRAPUR,527,407,1,935,273,235,0,508,501,0,138,255,23,10,0,1,3,3,1,0,1,0,1,4,2,4,1,2,0,3,53,0,3,508
192,SUKRULLAPUR,438,386,0,824,222,172,0,394,394,0,60,230,43,8,1,0,1,0,1,0,0,1,0,0,3,5,0,2,0,2,37,0,0,394
193,BACHHLAIYA,803,622,0,1425,492,310,0,802,802,0,222,284,47,17,5,4,2,1,3,1,3,1,5,3,4,8,6,6,0,1,176,2,1,802
194,"BALIPUR BHAGBAN",720,572,0,1292,484,373,0,857,756,0,6,79,501,2,1,2,9,4,4,2,1,0,2,4,2,3,2,2,5,4,217,2,3,857
195,ROSHANABAD,911,671,0,1582,478,384,0,862,862,0,315,264,42,167,2,1,2,1,2,6,1,1,2,1,4,9,4,4,1,4,26,1,2,862
196,ROSHANABAD,516,430,0,946,280,208,0,488,470,0,39,367,35,17,0,0,1,2,0,1,2,0,0,1,2,2,1,0,0,0,17,0,1,488
197,HAJHIPUR,229,193,0,422,148,125,0,273,273,0,97,128,18,2,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,21,0,0,273
198,"KHUDHAN BAD",516,433,0,949,344,235,0,579,425,0,37,376,92,22,1,0,1,0,2,1,0,0,1,1,3,1,0,1,0,1,37,1,1,579
199,"MAHAMADPUR DEHANI",304,276,0,580,227,186,0,413,352,0,54,222,87,1,2,1,5,0,2,0,2,0,0,1,2,0,0,1,2,0,30,1,0,413
200,MANJHANA,663,527,0,1190,370,266,0,636,635,0,66,252,248,15,2,1,4,1,1,1,1,1,0,1,2,5,1,1,1,0,30,0,2,636
201,MANJHANA,594,478,0,1072,328,228,0,556,556,0,113,218,109,10,0,2,4,2,2,1,0,3,0,0,2,7,3,8,1,2,67,0,2,556
202,"BHARTNAGAR MAZRA MANJHANA",488,432,0,920,301,246,0,547,529,0,158,197,51,35,2,1,2,1,2,1,3,2,3,3,0,5,2,4,0,2,68,2,3,547
203,"GANGLAU PARAMNAGAR",606,513,0,1119,392,277,0,669,668,0,11,50,315,5,1,1,12,0,3,1,1,2,4,0,1,4,0,0,1,2,247,2,6,669
204,DHUDHIPUR,193,159,0,352,138,121,0,259,161,0,2,39,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,133,1,0,259
205,KANDHIMAI,482,365,0,847,316,251,0,567,409,0,28,181,135,6,1,1,3,0,5,0,0,0,1,1,1,1,1,1,0,2,198,1,0,567
206,SONAJANKIPUR,267,242,0,509,167,152,0,319,319,0,6,104,132,0,0,4,2,1,0,0,0,4,1,0,1,1,0,0,1,0,61,0,1,319
207,SONAJANKIPUR,456,355,0,811,346,244,0,590,585,0,35,507,17,11,0,1,0,0,0,0,0,0,1,2,2,1,2,0,1,0,10,0,0,590
208,SONAJANKIPUR,452,390,0,842,281,222,0,503,503,0,85,293,87,3,1,0,1,1,0,0,0,0,2,3,2,3,1,1,0,1,19,0,0,503
209,"HUSANPUR BANGAR",444,359,0,803,275,212,0,487,277,0,119,185,66,5,2,0,2,0,1,0,1,0,1,0,1,2,3,1,0,1,94,1,2,487
210,BEG,563,459,0,1022,380,221,0,601,493,0,7,147,302,4,6,1,6,1,2,0,1,0,2,2,2,1,1,2,3,0,110,0,1,601
211,BHGURA,441,373,0,814,229,170,0,399,380,0,74,199,40,32,1,1,1,1,0,1,1,0,0,0,0,3,0,2,1,0,39,2,1,399
212,RAYPUR,489,380,0,869,315,222,0,537,500,0,70,226,211,6,0,1,0,0,1,1,0,1,0,2,1,4,1,0,0,0,10,0,2,537
213,CHANDPUR,432,344,0,776,199,153,0,352,262,0,100,182,25,16,2,0,1,2,0,1,0,2,0,1,2,4,2,2,2,0,7,1,0,352
214,"SALAMPUR MAZRA BARTAL",719,537,0,1256,435,286,0,721,629,0,341,213,98,8,0,2,4,1,3,2,1,2,0,1,3,10,4,3,1,0,21,1,2,721
215,BARTAL,840,663,0,1503,422,325,0,747,735,0,181,337,99,76,0,1,1,1,1,1,1,1,1,1,1,9,2,2,1,0,27,2,1,747
216,BARTAL,543,392,0,935,285,156,0,441,339,0,12,304,42,20,1,3,0,0,0,0,0,0,0,0,4,1,0,1,1,1,51,0,0,441
217,BARTAL,473,388,0,861,207,161,0,368,367,0,22,199,60,21,0,1,0,0,3,0,1,0,1,0,4,1,1,0,0,0,52,1,1,368
218,"GANIPUR JOGPUR",479,410,0,889,259,210,0,469,400,0,187,66,46,103,2,0,1,0,4,1,0,0,0,0,1,2,2,0,1,0,49,3,1,469
219,"GANIPUR JOGPUR",604,454,0,1058,316,198,0,514,436,0,79,234,40,69,1,3,0,0,2,1,0,0,1,0,0,2,1,0,0,1,78,1,1,514
220,"GANIPUR JOGPUR",512,385,0,897,252,163,0,415,376,0,3,278,30,60,1,2,2,0,1,1,0,2,0,1,2,0,1,7,0,0,24,0,0,415
221,"GANIPUR JOGPUR",572,425,0,997,312,217,0,529,529,0,13,322,56,61,0,0,1,0,3,0,1,0,0,0,0,0,1,1,0,0,67,0,3,529
222,"GANIPUR JOGPUR",600,492,0,1092,318,234,0,552,500,0,37,388,24,33,0,0,1,0,0,0,0,1,0,2,4,5,1,2,0,1,51,2,0,552
223,"GANIPUR JOGPUR",474,423,0,897,208,160,0,368,368,0,35,219,34,36,0,1,1,1,0,2,1,1,0,2,1,1,0,1,0,0,32,0,0,368
224,"GANIPUR JOGPUR",692,521,2,1215,269,185,0,454,454,0,36,124,48,191,2,2,0,1,0,0,1,0,0,0,0,6,1,2,0,1,37,1,1,454
225,"GANIPUR JOGPUR",616,517,0,1133,364,295,0,659,393,0,35,450,46,43,1,2,2,1,3,0,0,0,0,2,3,1,0,3,0,0,62,1,4,659
226,"SIRMAURA BANGAR",582,473,0,1055,389,302,0,691,600,0,155,177,184,38,1,3,5,1,4,1,1,3,1,3,4,5,2,2,1,1,97,2,0,691
227,"NAGLA HEERA SINGH",361,340,0,701,342,282,0,624,621,0,51,562,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,624
228,KAKYAULI,595,472,0,1067,359,276,0,635,635,0,141,326,37,47,0,1,1,0,0,1,0,0,1,0,4,3,6,16,2,4,43,0,2,635
229,UMMARPUR,753,588,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,PATYORA,549,446,0,995,274,199,0,473,450,0,130,108,27,52,9,2,6,1,6,3,0,0,1,0,2,3,2,1,1,1,117,1,0,473
231,MERAPUR,853,641,0,1494,440,293,0,733,715,0,90,225,191,53,4,3,7,1,4,3,1,0,2,1,3,2,0,1,2,2,132,0,6,733
232,MERAPUR,523,395,0,918,293,190,0,483,483,0,8,180,116,30,6,1,4,2,0,1,1,0,1,0,4,6,2,1,1,1,116,0,2,483
233,MERAPUR,411,263,0,674,322,201,0,523,518,0,2,3,38,2,2,2,4,0,2,0,0,0,0,0,0,0,2,0,1,1,462,2,0,523
234,DEVSANI,617,436,0,1053,512,336,0,848,848,0,14,777,8,4,1,0,3,1,1,0,1,0,0,0,4,2,0,11,0,0,19,0,2,848
235,DEVSANI,463,323,0,786,408,249,0,657,654,0,11,590,3,15,1,0,1,0,1,0,1,0,0,0,3,2,1,2,3,1,18,0,4,657
236,DHAHILIYA,677,485,0,1162,389,322,0,711,705,0,20,14,125,6,1,2,8,0,2,1,0,0,0,1,0,3,3,2,5,2,507,5,4,711
237,UNASI,725,561,0,1286,493,386,0,879,879,0,75,53,266,1,7,1,20,3,5,1,0,0,4,2,2,8,1,0,1,3,425,1,0,879
238,BARKHIRIYA,571,468,0,1039,381,305,0,686,600,0,2,10,106,5,11,1,13,0,6,0,0,0,2,0,0,2,0,0,3,2,519,3,1,686
239,BARKHIRIYA,422,309,0,731,288,192,0,480,480,0,3,7,152,21,3,0,4,1,4,0,0,0,2,2,1,1,0,0,0,1,274,2,2,480
240,ACHRAUDA,779,596,0,1375,530,348,0,878,878,0,47,434,26,3,6,3,12,2,13,0,1,2,4,1,1,0,1,6,0,1,311,2,2,878
241,BAKARPUR,634,494,0,1128,378,291,0,669,669,0,132,237,26,1,1,2,8,2,6,2,2,1,1,4,6,12,5,4,1,2,209,1,4,669
242,"PAKHNA HAMEER KHEDA",534,416,0,950,346,258,0,604,604,0,54,24,41,4,9,3,11,1,6,0,2,0,2,1,2,3,0,0,0,3,435,2,1,604
243,PUNPALPUR,701,567,0,1268,520,415,0,935,715,0,9,751,52,7,0,4,3,0,2,1,2,2,2,2,1,7,3,7,6,5,67,1,1,935
244,"IMADPUR KESAR",261,185,0,446,173,148,0,321,289,0,155,51,26,5,0,0,0,1,1,0,0,1,0,1,2,2,3,1,1,1,68,1,1,321
245,"SANKISA BASANTPUR",821,682,0,1503,378,267,0,645,600,0,14,207,94,54,5,1,9,3,4,1,1,1,3,1,0,7,2,1,1,1,235,0,0,645
246,"SANKISA BASANTPUR",780,561,0,1341,419,273,0,692,692,0,62,435,21,46,2,2,5,0,3,2,1,0,2,0,3,3,1,6,0,2,93,2,1,692
247,SITHOLI,682,520,0,1202,471,313,0,784,415,0,34,197,6,6,3,2,7,4,4,0,2,2,1,1,0,4,0,4,1,4,494,5,3,784
248,PAMARKHIRIYA,485,389,0,874,234,186,0,420,360,0,19,41,41,4,6,1,13,2,8,0,1,0,2,0,1,5,1,2,0,2,264,5,2,420
249,PAMARKHIRIYA,602,444,0,1046,307,227,0,534,534,0,0,28,109,2,6,0,8,0,7,1,0,0,1,0,0,1,0,0,1,0,369,1,0,534
250,PAMARKHIRIYA,681,544,0,1225,446,286,0,732,495,0,88,9,242,4,7,2,7,1,6,0,1,0,3,1,0,3,5,1,3,1,344,2,2,732
251,ARJUNPUR,486,391,0,877,267,158,0,425,385,0,60,111,22,19,2,2,6,0,1,1,1,0,0,0,1,0,4,0,1,2,191,0,1,425
252,ARJUNPUR,466,343,0,809,207,110,0,317,315,0,12,185,28,27,2,1,2,2,1,0,1,1,0,1,1,1,0,0,0,0,51,1,0,317
253,PAKHANA,769,585,0,1354,594,391,0,985,985,0,1,10,41,3,3,1,4,1,8,1,2,0,0,1,1,1,1,0,0,2,894,9,1,985
254,PAKHANA,384,274,0,658,308,190,0,498,498,0,3,9,36,0,2,2,6,0,1,0,0,1,2,0,1,2,1,1,0,1,423,3,4,498
255,PAKHANA,481,336,0,817,270,178,0,448,314,0,18,79,87,5,1,0,3,1,1,1,0,0,2,2,1,5,1,3,3,2,231,2,0,448
256,PAKHANA,300,190,0,490,132,98,0,230,174,0,57,34,58,8,1,0,3,1,3,0,1,1,0,0,1,1,0,3,2,1,55,0,0,230
257,PAKHANA,482,308,0,790,317,201,0,518,414,0,3,27,250,3,2,0,7,4,2,1,1,0,1,0,1,0,1,1,0,2,208,3,1,518
258,PAKHANA,461,356,0,817,296,235,0,531,331,0,68,92,133,59,0,1,7,2,2,0,1,0,0,1,1,3,0,1,2,1,157,0,0,531
259,MADAYAN,203,171,0,374,119,116,0,235,195,0,97,65,3,2,2,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,58,2,0,235
260,PAKHANA,185,160,0,345,123,105,0,228,214,0,7,49,72,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,91,0,1,228
261,"KUBERPUR JUNNARDAR",641,527,0,1168,400,300,0,700,698,0,51,345,51,24,2,1,14,2,2,4,1,2,4,1,2,7,2,6,2,0,172,1,4,700
262,ROOPNAGAR,621,475,0,1096,327,163,0,490,490,0,2,3,169,3,6,0,5,2,1,0,2,2,3,2,0,2,1,2,0,1,282,1,1,490
263,ROOPNAGAR,592,394,0,986,354,159,0,513,428,0,62,30,180,15,5,2,8,2,6,5,1,1,4,0,2,1,0,1,2,1,183,1,1,513
264,MURAN,815,653,0,1468,336,299,0,635,600,0,113,321,85,6,1,1,2,0,2,0,5,0,1,0,3,5,1,5,1,0,78,3,2,635
265,DULLAMAI,524,461,0,985,315,283,0,598,400,0,217,64,50,1,1,4,7,0,2,1,0,1,2,1,0,2,4,2,0,4,233,1,1,598
266,"NAGLA SUDAN",537,417,0,954,303,225,0,528,527,0,51,238,28,25,1,2,13,1,0,1,1,0,1,1,4,3,3,1,1,3,147,0,3,528
267,"IMADPUR HEERAMAN",186,140,0,326,141,102,0,243,228,0,39,126,13,5,2,0,0,0,1,0,1,1,0,0,1,1,1,2,0,0,50,0,0,243
268,SINGTUIYA,465,354,0,819,252,167,0,419,320,0,81,42,33,66,4,2,4,3,7,0,0,2,0,0,0,1,0,1,2,0,168,2,1,419
269,SINGTUIYA,501,369,0,870,330,239,0,569,529,0,1,1,93,2,3,0,9,1,7,1,1,1,1,1,2,0,1,0,0,1,441,1,1,569
270,NEEVKARORI,535,431,0,966,303,198,0,501,490,0,81,229,35,62,0,2,1,2,2,1,0,0,0,1,1,1,0,1,2,4,73,2,1,501
271,NEEVKARORI,402,297,0,699,202,140,0,342,328,0,12,157,26,25,2,0,5,1,3,0,0,2,1,1,2,0,1,2,3,2,95,1,1,342
272,NEEVKARORI,464,382,0,846,299,218,0,517,517,0,18,196,41,9,0,0,3,2,2,1,0,0,0,2,1,4,0,2,1,0,229,2,4,517
273,NEEVKARORI,522,414,0,936,367,261,0,628,628,0,3,222,34,2,9,4,4,4,5,0,0,1,1,0,0,1,2,0,0,3,332,1,0,628
274,NEEVKARORI,510,400,0,910,306,218,0,524,524,0,8,55,169,2,3,2,0,1,5,0,1,0,0,3,1,2,0,0,1,2,265,0,4,524
275,"SITVANPUR PISU",489,351,0,840,297,178,0,475,315,0,51,15,123,39,3,0,7,1,6,2,2,1,2,2,0,5,1,0,1,3,204,5,2,475
276,DHURIHAR,529,425,0,954,382,270,0,652,652,0,26,15,393,4,1,3,5,1,5,0,0,1,4,5,3,5,1,1,3,5,167,1,3,652
277,"SITVANPUR PISU",218,160,0,378,125,88,0,213,200,0,2,36,58,1,1,0,0,1,2,1,1,0,1,1,0,0,1,1,2,1,102,1,0,213
278,"NAGLA CHANDAN",345,245,0,590,224,152,0,376,353,0,0,1,110,4,4,3,4,1,6,0,0,1,1,0,2,0,0,1,0,1,233,3,1,376
279,"SITVANPUR PITHU",432,289,0,721,311,206,0,517,505,0,35,203,113,5,1,1,4,1,0,0,0,1,0,0,1,0,0,2,0,2,147,0,1,517
280,"SITVANPUR PITHU",316,258,1,575,237,140,0,377,302,0,103,77,48,9,2,2,2,0,2,0,0,1,1,3,1,5,0,1,0,0,120,0,0,377
281,"SITVANPUR PITHU",238,182,0,420,167,88,0,255,240,0,14,129,27,9,1,4,0,1,4,0,0,0,0,0,1,0,1,0,0,0,64,0,0,255
282,NADAURA,706,519,0,1225,455,330,0,785,470,0,42,33,504,0,9,4,4,0,3,0,0,0,13,0,0,1,1,0,1,2,167,0,1,785
283,NADAURA,335,225,0,560,245,140,0,385,385,0,7,26,275,2,1,2,5,0,4,0,1,0,1,1,0,2,1,0,0,0,55,2,0,385
284,"DARIYAPUR HEERAMAN",360,254,0,614,270,185,0,455,445,0,0,328,82,1,0,3,0,1,3,0,0,0,0,2,2,0,0,0,0,1,31,1,0,455
285,BARAKESAV,616,470,0,1086,428,244,0,672,672,0,75,20,268,2,0,0,5,0,2,1,2,1,4,2,3,1,0,0,1,0,284,0,1,672
286,BARAKESAV,505,424,0,929,269,215,0,484,484,0,69,128,119,52,1,1,4,1,4,1,1,1,0,1,1,3,0,1,3,4,88,1,0,484
287,BARAKESAV,499,380,0,879,282,230,0,512,400,0,101,170,39,34,2,1,6,1,5,0,0,0,1,3,2,1,0,1,1,0,144,0,0,512
288,BARAKESAV,504,377,0,881,303,185,0,488,328,0,21,105,42,7,6,2,9,2,6,0,0,1,2,1,0,8,3,3,1,3,262,2,2,488
289,PUTHRI,466,374,0,840,233,167,0,400,400,0,38,145,81,2,4,1,2,2,1,0,1,1,3,3,4,5,1,0,0,2,102,1,1,400
290,MAMREJPUR,287,235,0,522,214,158,0,372,350,0,40,283,9,1,0,2,1,4,0,1,0,1,0,5,0,2,1,1,1,1,18,0,1,372
291,"SHIKANDAR NAGLA VINAYAK",522,419,0,941,307,181,0,488,390,0,45,90,81,17,2,3,5,1,8,0,0,4,1,1,1,4,1,3,2,1,214,3,1,488
292,PUTHRI,650,516,0,1166,299,197,0,496,493,0,51,215,40,68,3,5,10,2,5,1,0,1,0,1,2,1,1,3,2,0,84,0,1,496
293,PUTHRI,565,417,0,982,303,186,0,489,469,0,52,206,19,5,1,1,8,1,3,2,1,0,0,1,2,2,1,0,0,3,173,4,4,489
294,UKHRA,634,486,0,1120,366,269,0,635,518,0,181,243,47,15,1,2,3,1,2,1,0,1,1,2,0,4,0,2,2,0,122,2,3,635
295,UKHRA,524,402,0,926,346,245,0,591,500,0,114,74,158,10,2,1,3,0,1,0,0,0,1,2,0,3,5,0,1,2,208,4,2,591
296,"KARANPUR MAZRA BANSMAI",477,377,0,854,287,217,0,504,504,0,304,125,23,3,0,2,0,1,0,0,2,1,2,1,2,9,1,0,0,0,27,0,1,504
297,"BEESALPUR BANGAR",602,446,0,1048,329,225,0,554,300,0,187,80,73,14,2,3,6,3,8,3,3,0,2,1,2,8,4,2,2,1,146,0,4,554
298,"KALAULI MAHMULLAPUR",493,410,0,903,326,235,0,561,561,0,82,156,144,20,3,2,6,0,1,2,1,4,2,1,3,3,2,2,0,0,125,1,1,561
299,BANSMAI,340,308,0,648,228,182,0,410,410,0,110,247,15,2,0,2,0,0,1,0,0,1,1,1,2,1,6,2,0,0,16,0,3,410
300,SHIRAULI,375,283,0,658,193,139,0,332,332,0,39,209,28,13,0,4,2,0,2,0,0,0,0,2,2,1,1,2,2,0,23,2,0,332
301,SHIRAULI,629,489,1,1119,408,222,0,630,630,0,53,64,124,7,4,1,3,0,5,0,1,0,2,0,1,2,0,0,3,1,355,3,1,630
302,SHIRAULI,568,416,0,984,304,200,0,504,504,0,101,163,51,15,0,1,0,7,3,0,0,3,2,2,0,0,1,1,0,1,149,0,4,504
303,SHIRAULI,481,383,0,864,288,205,0,493,480,0,5,230,62,147,1,3,2,0,4,1,1,0,0,2,0,6,1,1,1,1,23,0,2,493
304,SHIRAULI,398,345,0,743,205,163,0,368,368,0,21,130,125,13,2,1,4,0,2,0,0,0,1,1,2,4,0,1,2,0,57,0,2,368
305,JASMAPUR,361,245,0,606,289,212,0,501,340,0,15,476,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,501
306,PAHADPUR,742,606,0,1348,537,373,0,910,860,0,157,356,219,7,0,0,3,1,1,0,0,0,1,4,2,2,1,2,1,1,150,1,1,910
307,NAVADA,532,451,0,983,321,309,0,630,546,0,106,230,40,22,4,5,5,3,5,0,3,3,3,1,2,0,3,9,1,1,180,0,4,630
308,NAVADA,487,378,0,865,316,236,0,552,547,0,68,139,79,6,3,2,3,2,5,0,0,0,1,1,1,3,4,3,1,3,218,5,5,552
309,KHEDA,358,329,0,687,200,187,0,387,387,0,39,281,8,11,0,1,0,2,1,0,0,1,1,1,0,0,0,2,0,0,37,1,1,387
310,"THIURIYA MAZRA SHIRAULI",357,310,0,667,233,144,0,377,377,0,45,50,164,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,109,0,0,377
311,DANIYAPUR,799,615,0,1414,495,379,0,874,872,0,188,532,16,41,3,1,3,0,3,0,3,2,2,1,15,13,5,4,1,2,36,1,2,874
312,DANIYAPUR,544,390,0,934,356,219,0,575,355,0,71,316,43,100,1,1,0,1,1,0,1,1,1,0,0,3,1,5,1,4,20,1,3,575
313,DANIYAPUR,390,291,0,681,236,195,0,431,242,0,32,122,69,128,3,2,3,1,1,0,1,1,2,4,0,1,0,3,0,1,56,1,0,431
314,KANHUYAKUBPUR,742,643,0,1385,486,336,0,822,608,0,149,488,50,58,1,1,4,6,0,0,0,0,0,1,2,4,1,0,2,1,53,0,1,822
315,KANHUYAKUBPUR,656,481,0,1137,531,344,0,875,535,0,71,749,13,9,0,1,0,0,0,1,1,0,0,2,2,2,3,5,0,0,16,0,0,875
316,"JANAIYA SITHIYA",607,478,0,1085,431,340,0,771,605,0,41,648,39,7,0,1,0,1,1,1,2,0,1,2,5,2,0,4,0,1,13,2,0,771
317,"SITHUPUR KURMI",270,216,0,486,204,141,0,345,345,0,77,197,15,4,1,0,2,0,1,0,1,0,0,0,0,1,2,0,1,0,43,0,0,345
318,CHAKARPATTI,299,273,0,572,225,193,0,418,418,0,265,57,47,4,2,0,3,0,0,0,0,0,1,0,1,3,3,1,0,0,30,0,1,418
