"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR AHMAD DUMPY","2 - OM PRAKASH","3 - KIRTI VARDHAN SINGH","4 - NANDITA SHUKLA","5 - BENI PRASAD VERMA","6 - AJAY  KUMAR  PRABHAKAR","7 - PREM KUMAR","8 - MASOOD ALAM KHAN","9 - MAHESH KUMAR","10 - MASHOOQ AHMAD","11 - RAJENDRA PRASAD","12 - RAJESH  KUMAR  MAURYA","13 - SATYA PRAKASH","14 - TILAK RAM","15 - BRIJNANDAN TIWARI","16 - None of the Above","Total Votes Secured"
163,"P.P. AMAHWA",573,437,0,1010,279,180,0,459,459,0,56,12,243,114,15,2,1,2,0,1,1,0,2,2,0,8,459
164,"P.P. NARAYANPUR ROOM NO. 1",667,472,0,1139,278,187,0,465,465,0,15,18,201,117,66,1,1,28,1,2,4,0,3,2,3,3,465
165,"P.P. NARAYANPUR ROOM NO. -2",483,353,0,836,193,178,0,371,371,0,31,11,92,112,97,2,0,9,0,4,0,0,2,2,4,5,371
166,"P.P. MAGAIPUR NORTH",764,553,0,1317,252,217,0,469,466,0,79,17,200,72,86,0,1,5,0,2,0,0,1,4,1,1,469
167,"P.P. MAGAIPUR SOUTH",739,615,0,1354,319,231,0,550,548,0,115,17,165,112,108,2,1,4,1,5,1,0,1,3,5,10,550
168,"P.P. DHAURAHRA EAST",469,388,0,857,178,169,0,347,347,0,57,6,26,52,173,2,1,12,3,9,2,0,0,0,1,3,347
169,"P.P. DHAURAHRA WEST",466,442,0,908,129,144,0,273,243,0,12,2,6,27,27,1,0,7,1,178,5,1,0,1,2,3,273
170,"P.P. BHITWARIYA K0N0-1",404,360,0,764,127,96,0,223,188,0,20,4,75,65,18,0,2,3,2,25,2,0,3,3,0,1,223
171,"P.P. BHITWARIYA K0 N0-2",253,249,0,502,95,130,0,225,225,0,51,4,11,128,18,0,1,3,0,3,0,0,3,0,0,3,225
172,"P.P. TEDWA NAWABAD EAST",844,661,0,1505,314,336,0,650,650,0,104,24,199,36,255,2,2,4,1,3,1,3,5,3,1,7,650
173,"P.P. TEDWA NAWABAD WEST",377,289,0,666,100,69,0,169,169,0,6,7,25,9,104,2,0,9,0,4,1,0,0,0,0,2,169
174,"P.P. AJGARI",311,258,0,569,139,150,0,289,119,0,14,5,93,79,73,4,3,1,1,7,0,4,1,1,1,2,289
175,"P.P. PIDIYA KHURD",241,214,0,455,118,116,0,234,192,0,95,3,13,63,42,0,1,12,0,1,0,0,1,0,0,3,234
176,"P.P. HASIMPARA",470,346,0,816,286,188,0,474,474,0,16,9,286,120,25,0,1,11,1,1,0,0,2,2,0,0,474
177,"P.P. KAITHOLIYA SALEMPUR",560,454,0,1014,264,272,0,536,536,0,71,6,127,223,67,2,0,26,1,1,0,2,5,2,1,2,536
178,"ANGANBADI KENDRA PIDIYA BUJURG",579,494,0,1073,258,272,0,530,530,0,56,14,238,67,92,7,0,32,3,9,3,1,2,2,1,3,530
179,"P.P. CHHITARPARA EAST",559,445,0,1004,224,208,0,432,420,0,14,11,201,74,89,1,1,31,2,2,0,0,2,3,0,1,432
180,"P.P. CHHITARPARA WEST",467,323,0,790,184,158,0,342,322,0,27,20,153,50,63,2,0,15,2,6,1,1,0,2,0,0,342
181,"P.P. PIRAILA MAFI",712,559,0,1271,301,293,0,594,586,0,134,7,205,55,66,1,3,98,2,3,2,4,8,0,1,5,594
182,"BEEJ GODAM PIRAILA MAFI",535,377,0,912,177,97,0,274,200,0,77,6,68,18,74,0,0,23,0,3,0,0,2,2,0,1,274
183,"P.P. BADAHRI",486,382,0,868,173,168,0,341,341,0,26,13,132,106,42,2,0,9,0,2,1,3,1,2,0,2,341
184,"P.P. DUMARIYA",686,507,0,1193,263,197,0,460,438,0,55,14,127,147,101,0,0,5,0,2,1,0,1,3,1,3,460
185,"P.P. BADAYA BHAISAHI",625,480,0,1105,225,219,0,444,426,0,114,17,53,80,140,2,0,33,0,1,0,0,3,0,0,1,444
186,"J. H. SHCOOL NAGWA",739,553,0,1292,306,255,0,561,561,0,168,9,209,102,42,2,0,8,1,6,0,1,2,7,1,3,561
187,"P.P. NANDAURI",597,410,0,1007,322,185,0,507,481,0,103,14,288,20,50,0,1,2,0,2,1,1,7,10,2,6,507
188,"P.P. BARWALIYA",408,355,0,763,97,161,0,258,258,0,11,9,3,21,184,2,0,22,0,0,0,1,0,1,1,3,258
189,"P.P. CHHITJOT",362,276,0,638,107,116,0,223,200,0,7,9,44,42,88,1,1,28,0,1,1,0,1,0,0,0,223
190,"P.P. MAJHARI TAPPA BANK",674,536,0,1210,271,194,0,465,465,0,71,13,116,63,164,4,1,9,1,2,1,2,7,4,2,5,465
191,"P.P. PURAINA BULAND NORTH",668,572,0,1240,377,277,0,654,650,0,39,24,317,73,172,1,0,11,1,6,0,0,5,2,0,3,654
192,"P.P. PURAINA BULAND SOUTH",598,454,0,1052,221,148,0,369,369,0,42,18,108,76,100,0,0,8,0,2,0,1,3,6,1,4,369
193,"P.P. PRANPUR",618,481,1,1100,245,202,0,447,447,0,195,12,38,71,108,1,3,9,0,1,0,3,0,0,1,5,447
194,"P.P. KANCHANPUR (GOBARDHANPUR) K0 N0-1",247,184,0,431,108,73,0,181,181,0,46,5,84,20,8,0,0,9,1,6,0,2,0,0,0,0,181
195,"P.P. KANCHANPUR (GOBARDHANPUR) K0 N0-2",371,261,0,632,154,112,0,266,266,0,17,8,56,45,46,1,1,51,2,33,1,0,2,2,0,1,266
196,"P.P. DUDAHIYA MASJIDIYA",864,618,0,1482,276,225,0,501,501,0,107,17,109,35,90,1,6,123,2,2,0,1,4,2,0,2,501
197,"P.P. BANK BHAWANIPUR NORTH",792,624,0,1416,404,293,0,697,616,0,85,13,452,66,16,4,1,28,4,0,1,2,6,5,2,12,697
198,"P.P. BANK BHAWANIPUR SOUTH",666,522,0,1188,308,268,0,576,370,0,111,14,189,139,27,3,3,73,2,1,1,2,2,1,2,6,576
199,"P.P. TEDWA TAPPA BANK EAST",762,526,0,1288,278,182,0,460,458,0,94,8,109,67,119,3,1,32,3,8,0,3,3,1,5,4,460
200,"P.P. TEDWA TAPPA BANKWEST",829,642,0,1471,300,257,0,557,507,0,74,8,45,70,93,1,3,243,1,5,1,0,5,2,4,2,557
201,"J. H. SHCOOL TEDWA TAPPA BANK EAST",903,745,0,1648,374,323,0,697,697,0,22,4,99,76,68,0,2,399,2,1,0,2,5,5,2,10,697
202,"J. H. SHCOOL TEDWA TAPPA BANK WEST",957,678,0,1635,294,248,0,542,542,0,91,9,87,49,120,1,4,164,2,5,1,0,1,0,1,7,542
203,"P.P. BAUDIHAR EAST",929,663,0,1592,337,281,0,618,318,0,5,1,4,7,3,2,5,10,246,2,9,63,140,6,5,110,618
204,"P.P. BAUDIHAR WEST",755,612,0,1367,276,255,0,531,331,0,98,12,61,127,50,3,0,164,1,1,1,0,5,3,1,4,531
205,"P.P. BAUDIHAR KHAS ALIGANJ",816,645,0,1461,321,287,0,608,608,0,150,11,49,197,32,0,2,141,0,11,0,0,6,2,1,6,608
206,"P.P. RASOOLABAD",565,411,0,976,277,208,0,485,485,0,113,11,279,55,9,1,1,11,0,1,0,0,0,1,1,2,485
207,"P.P. MOHAMMADPUR BANJRHA EAST",769,619,0,1388,300,273,0,573,573,0,102,6,208,6,118,0,1,120,1,2,2,0,1,3,3,0,573
208,"P.P. MOHAMMADPUR BANJRHA WEST",674,517,0,1191,226,174,0,400,400,0,3,2,2,2,0,0,1,1,40,0,1,98,53,68,5,124,400
209,"P.P. CHICHUDI SAHANGIYA  NORTH",560,395,0,955,236,220,0,456,456,0,93,8,163,114,51,1,4,10,1,4,0,1,0,2,3,1,456
210,"P.P. CHICHUDI SAHANGIYA SOUTH",559,483,0,1042,215,192,0,407,400,0,58,8,114,127,73,1,0,14,1,2,2,1,1,3,0,2,407
211,"P.P. SISAHANA",857,672,0,1529,390,284,0,674,624,0,84,21,249,56,102,3,2,137,2,3,0,0,4,3,1,7,674
212,"P.P. SHAHPUR TAPPA BANK K0N0-1",460,394,0,854,241,223,0,464,444,0,79,14,227,60,45,0,0,25,0,2,0,0,1,3,1,7,464
213,"P.P. SHAHPUR TAPPA BANK K0N0-2",629,478,0,1107,278,208,0,486,108,0,55,16,215,61,112,0,1,2,1,21,0,0,0,0,1,1,486
214,"J. H. SHCOOL GADRAHIYA EAST",547,415,0,962,212,152,0,364,300,0,123,10,44,122,27,2,2,23,0,0,1,0,3,0,0,7,364
215,"J. H. SHCOOL GADRAHIYA WEST",490,309,0,799,220,26,0,246,220,0,78,2,48,84,22,0,0,3,0,4,0,0,1,1,0,3,246
216,"P.P. GADRAHIYA MIDIAM",580,428,0,1008,169,178,0,347,347,0,55,7,58,171,17,0,1,27,0,3,2,0,3,0,2,1,347
217,"P.P. GADRAHIYA NORTH",533,371,0,904,160,119,0,279,274,0,11,2,12,97,13,0,0,128,1,1,2,1,4,1,2,4,279
218,"P.P. GADRAHIYA EAST",967,599,0,1566,274,166,0,440,437,0,68,15,99,161,45,2,6,24,1,5,1,0,1,4,2,6,440
219,"P.P. GADRAHIYA EAST MIDIAM",584,447,0,1031,208,179,0,387,387,0,73,14,185,76,16,2,1,4,4,3,1,1,4,3,0,0,387
220,"P.P. GADRAHIYA WEST MIDIAM",500,334,0,834,167,144,0,311,311,0,69,8,85,101,21,0,0,2,0,5,6,2,3,4,1,4,311
221,"KANYA P.P. CHETIHWA KATHAR EASTI BAG",921,710,0,1631,383,268,0,651,651,0,109,22,283,98,103,1,4,17,3,3,1,2,2,1,2,0,651
222,"KANYA P.P. CHETIHWA KATHARI BAG WEST",765,544,0,1309,373,85,0,458,95,0,69,13,215,64,88,2,0,2,0,1,0,2,0,2,0,0,458
223,"RAJKIYA H.S. SCHOOL ITAI RAMPUR EAST",822,592,0,1414,298,244,0,542,542,0,148,34,145,108,77,4,1,3,1,0,2,5,4,5,1,4,542
224,"RAJKIYA H.S. SCHOOL ITAI RAMPUR WEST",762,631,0,1393,266,181,0,447,444,0,29,16,142,84,135,6,1,18,2,4,0,1,2,4,1,2,447
225,"P.P. ITAIRAMPURKHAS EAST",852,677,0,1529,336,273,0,609,597,0,177,20,76,73,170,2,2,84,3,1,0,0,1,0,0,0,609
226,"P.P. ITAIRAMPURKHAS WEST",843,654,0,1497,294,237,0,531,531,0,94,12,80,190,114,5,1,8,0,1,3,4,3,3,2,11,531
227,"P.P. GAJPUR GIRANT WEST",801,608,0,1409,244,247,0,491,491,0,103,26,134,90,111,2,1,9,1,0,0,4,4,3,2,1,491
228,"P.P. GAJPUR GIRANT EAST",628,537,0,1165,298,216,0,514,514,0,65,5,261,92,56,3,0,6,0,0,2,1,7,3,4,9,514
229,"KANYA P.P. GAJPUR GIRANT NORTH",710,513,0,1223,240,181,0,421,421,0,31,19,112,128,103,2,1,8,0,1,2,3,3,1,0,7,421
230,"KANYA P.P. GAJPUR GIRANT SOUTH",701,521,0,1222,272,229,0,501,485,0,83,16,259,96,32,2,2,3,0,0,1,1,5,1,0,0,501
231,"J. H. SHCOOL GAJPUR GIRANT",675,473,0,1148,212,190,0,402,380,0,200,8,111,42,30,0,0,0,1,0,0,1,0,2,2,5,402
232,"P.P. BADAYA FAREED KHAN",751,623,0,1374,427,311,0,738,738,0,18,12,279,283,126,1,1,7,0,1,1,3,1,2,2,1,738
233,"P.P. BADAYA FAREED KHAN WEST",418,318,0,736,225,171,0,396,396,0,28,13,204,34,98,3,2,4,0,0,2,2,2,3,0,1,396
234,"P.P. BADAYA FAREED KHAN EXTA ROOM",513,371,0,884,209,119,0,328,328,0,15,4,78,188,27,0,0,14,0,0,0,1,0,0,0,1,328
235,"P.P. BHAIRWA",869,677,0,1546,455,343,0,798,798,0,41,19,374,202,149,0,1,7,0,0,0,0,1,3,0,1,798
236,"P.P. UDAYPUR",717,559,0,1276,408,290,0,698,698,0,23,15,358,65,189,4,3,1,1,3,6,4,7,10,3,6,698
237,"P.P. RUDHAULI BUJURG NORTH",467,385,0,852,341,259,0,600,400,0,10,17,262,166,129,2,1,2,1,0,1,1,5,0,0,3,600
238,"P.P. RUDHAULI BUJURG EXTRA  ROOM",529,410,0,939,266,189,0,455,455,0,21,7,121,204,83,1,1,1,2,0,0,2,5,3,0,4,455
239,"P.P. SONAPAR NORTH",493,443,0,936,225,200,0,425,425,0,37,5,163,190,14,0,0,1,0,3,0,2,3,3,1,3,425
240,"P.P. SONAPAR SOUTH",603,460,0,1063,303,241,0,544,531,0,17,5,187,287,34,0,1,1,0,0,1,1,3,2,1,4,544
241,"P.P. BASAWAN BANKAT EAST",755,585,0,1340,369,333,0,702,679,0,17,25,433,163,20,2,1,3,4,1,3,1,9,9,5,6,702
242,"P.P. BASAWAN BANKAT WEST",749,548,0,1297,413,180,0,593,590,0,51,20,279,90,135,5,0,2,1,1,1,0,4,3,0,1,593
243,"P.P. KIRTAPUR",777,652,0,1429,419,318,0,737,737,0,23,16,265,265,107,1,3,41,0,0,1,2,5,3,2,3,737
244,"J. H. SHCOOL KISHUNPUR GIRANT K0N0-1",367,271,0,638,180,140,0,320,299,0,8,17,181,73,12,2,0,3,2,1,0,2,5,9,2,3,320
245,"J. H. SHCOOL KISHUNPUR GIRANT K0N0-2",604,431,0,1035,254,175,0,429,429,0,13,16,258,95,27,0,1,2,4,1,0,2,3,3,0,4,429
246,"J. H. SHCOOL KISHUNPUR GIRANT K0N0-3",497,360,0,857,283,212,0,495,494,0,3,20,196,189,42,1,1,7,4,3,2,2,8,7,2,8,495
247,"P.P. KISHUNPUR GIRANT NORTH",721,521,0,1242,356,216,0,572,560,0,37,27,225,151,109,2,2,3,0,1,0,0,5,5,1,4,572
248,"P.P. KISHUNPUR GIRANT SOUTH",781,598,0,1379,347,270,0,617,617,0,29,11,181,251,117,3,1,2,0,1,2,2,3,4,5,5,617
249,"P.P. NAWWAKOOL",572,477,0,1049,347,256,0,603,603,0,29,15,331,95,110,1,0,1,0,3,4,2,5,4,2,1,603
250,"P.P. DEWARI KHERA EAST",581,453,0,1034,313,245,0,558,493,0,24,14,326,88,74,4,1,1,1,0,2,0,6,5,3,9,558
251,"P.P. DEWARI KHERA WEST",585,520,0,1105,273,189,0,462,462,0,17,11,282,43,83,4,0,3,1,1,1,3,1,4,1,7,462
252,"P.P. BANJARIYA HUSAIN MAHADEWA EAST",683,529,0,1212,260,200,0,460,440,0,48,7,97,178,110,3,0,4,0,0,1,1,1,2,4,4,460
253,"P.P. BANJARIYA HUSAIN MAHADEWA WEST",507,453,0,960,253,205,0,458,458,0,23,4,150,196,67,2,0,11,0,0,2,0,1,0,0,2,458
254,"P.P. JUWARA",758,607,0,1365,482,396,0,878,878,0,24,24,283,96,401,8,5,3,3,0,3,7,6,4,2,9,878
255,"P.P. ACHALPUR ROOP",472,395,0,867,304,257,0,561,16,0,26,7,225,173,103,2,1,18,0,0,0,1,1,2,1,1,561
256,"P.P. GHOGHRA",285,228,0,513,194,148,0,342,247,0,33,11,166,40,87,0,0,1,0,0,0,0,2,0,0,2,342
257,"J. H. SHCOOL REHRA",882,714,0,1596,500,371,0,871,100,0,30,9,304,284,221,4,3,5,0,3,0,1,3,2,0,2,871
258,"B.P.S. INTER COLLEGE ADHINPUR K0N0-1",468,337,0,805,250,175,0,425,415,0,12,8,139,233,12,0,1,11,0,1,0,1,3,1,1,2,425
259,"B.P.S. INTER COLLEGE ADHINPUR K0N0-2",469,450,0,919,255,204,0,459,408,0,5,1,164,255,20,0,0,8,0,0,0,0,2,1,0,3,459
260,"B.P.S. INTER COLLEGE ADHINPUR K0N0-3",618,528,0,1146,381,337,0,718,718,0,26,3,222,403,38,0,1,5,0,2,1,0,6,4,4,3,718
261,"P.P. KERADEEH",774,665,0,1439,412,265,0,677,498,0,44,16,277,289,18,0,0,3,4,2,1,1,3,9,3,7,677
262,"P. P. RATANPUR",362,271,0,633,270,180,0,450,450,0,23,7,205,173,31,1,1,1,0,0,1,0,3,2,0,2,450
263,"P. P. SOMRAHA EAST",254,235,0,489,142,111,0,253,253,0,4,4,81,126,34,0,0,1,0,0,0,0,0,2,1,0,253
264,"P. P. SOMRAHA WEST",681,546,0,1227,414,312,0,726,726,0,20,12,251,362,40,4,2,30,0,0,0,0,3,2,0,0,726
265,"P. P. ITWA EAST",529,410,0,939,308,270,0,578,578,0,30,17,290,193,17,1,3,3,3,0,0,1,6,6,3,5,578
266,"P. P. ITWA WEST",621,474,0,1095,436,297,0,733,733,0,50,25,483,121,32,3,2,1,1,1,1,4,3,3,0,3,733
267,"P. P. AHIRAULI BUJURG EAST",670,541,0,1211,368,273,0,641,641,0,85,11,206,159,139,2,1,19,0,0,2,2,1,7,1,6,641
268,"P. P. AHIRAULI BUJURG WEST",233,211,0,444,126,95,0,221,221,0,30,5,168,7,10,0,0,0,0,0,0,0,1,0,0,0,221
269,"P. P. KHAMHARIYA",352,223,0,575,224,156,0,380,377,0,8,11,74,45,231,1,0,0,0,0,2,1,1,2,2,2,380
270,"P. P. GWALIAR GIRANT EAST",628,477,0,1105,379,236,0,615,615,0,7,5,58,471,34,0,2,22,1,0,0,2,2,4,1,6,615
271,"P. P. GWALIAR GIRANT WEST",564,397,0,961,313,208,0,521,504,0,14,6,61,358,27,1,0,49,2,0,1,0,2,0,0,0,521
272,"P. P. GWALIAR GIRANT EAST MIDIAM",425,316,0,741,225,145,0,370,370,0,12,7,52,243,20,1,1,21,0,0,0,1,3,2,2,5,370
273,"P. P. MAHUWA",483,361,0,844,227,160,0,387,112,0,31,8,147,71,122,0,2,3,1,0,0,0,0,1,1,0,387
274,"P.P. VIJAYPUR GIRANT",521,416,0,937,304,219,0,523,372,0,65,11,132,194,100,3,0,3,1,0,2,3,2,1,1,5,523
275,"P.P. BHAGWANPUR GIRANT",711,571,0,1282,413,350,0,763,763,0,72,7,141,359,157,7,1,4,0,1,0,2,4,4,1,3,763
276,"P.P. BAIRIYA SURJANPUR EAST",473,379,0,852,278,194,0,472,412,0,26,10,250,86,88,0,3,0,0,0,1,1,4,3,0,0,472
277,"P.P. BAIRIYA SURJANPUR WEST MIDIAM",427,317,0,744,281,160,0,441,430,0,16,6,214,94,106,0,2,1,0,0,1,0,0,0,1,0,441
278,"P.P. BAIRIYA SURJANPUR WEST",854,595,0,1449,452,279,0,731,710,0,23,4,171,391,78,3,1,43,1,1,0,0,2,6,1,6,731
279,"P.P. PIPRA GIRANT",861,646,0,1507,427,335,0,762,375,0,94,19,179,232,160,2,5,52,1,1,2,3,7,2,0,3,762
280,"P.P. GOKULA BUJURG EAST",792,612,0,1404,394,356,0,750,750,0,83,8,317,222,108,3,0,6,0,0,1,0,0,0,1,1,750
281,"P.P. GOKULA BUJURG WEST",212,172,0,384,114,117,0,231,229,0,34,5,79,34,75,0,0,2,0,0,0,0,1,1,0,0,231
282,"P.P. KHANPUR",258,196,0,454,152,120,0,272,265,0,81,4,137,13,29,0,1,5,0,0,0,0,1,1,0,0,272
283,"P.P. MUBARAKPUR NORTH",603,514,0,1117,296,279,0,575,375,0,91,17,220,204,20,2,0,9,0,0,0,1,3,2,1,5,575
284,"P.P. MUBARAKPUR SOUTH",650,532,0,1182,302,245,0,547,365,0,64,16,260,159,25,0,2,6,2,0,0,0,4,4,1,4,547
285,"P.P. SAHJAURA EAST",786,600,0,1386,430,348,0,778,380,0,147,9,178,319,100,1,0,5,1,1,0,3,4,6,1,3,778
286,"P.P. SAHJAURA WEST",254,198,0,452,143,98,0,241,157,0,4,6,95,77,50,0,0,0,0,0,0,1,0,3,1,4,241
287,"P.P. NATHAIPUR KUNWAR",656,543,0,1199,356,332,0,688,680,0,45,9,172,283,159,2,0,4,0,1,0,3,4,2,1,3,688
288,"P.P. SARAIKHAS  EAST",700,544,0,1244,361,259,0,620,620,0,28,19,406,63,68,4,1,6,1,2,2,2,7,3,2,6,620
289,"P.P. SARAIKHAS WEST",849,664,0,1513,426,349,0,775,680,0,159,8,211,214,136,3,2,30,1,2,1,1,4,1,0,2,775
290,"KANYA P.P. SARAIKHAS",173,138,0,311,88,70,0,158,158,0,37,7,54,47,9,1,0,2,0,0,0,0,1,0,0,0,158
291,"J. H. SCHOOL SARAIKHAS CHHITLUPUR",500,418,0,918,319,259,0,578,316,0,161,14,186,159,16,0,1,25,0,1,0,1,4,5,1,4,578
292,"P. P. NAYA NAGAR EAST",766,608,0,1374,452,305,0,757,529,0,9,17,466,178,74,3,1,1,2,1,1,0,0,2,1,1,757
293,"P. P. NAYA NAGAR WEST",630,507,0,1137,236,221,0,457,187,0,11,13,124,121,179,4,0,3,0,0,0,1,0,0,0,1,457
294,"P.P. KANCHAR ASRAFPUR",253,205,0,458,184,150,0,334,334,0,13,3,124,14,169,2,2,0,0,1,1,0,0,2,0,3,334
295,"J.H. SCHOOL BUDHIPUR",497,430,0,927,238,215,0,453,453,0,26,6,84,288,7,0,1,28,2,2,0,1,1,3,1,3,453
296,"J.H. SCHOOL BUDHIPUR EXTRA ROOM",407,292,0,699,213,141,0,354,294,0,5,9,245,70,6,0,2,7,1,0,1,2,1,3,0,2,354
297,"P.P. BUDHIPUR NORTH",729,539,0,1268,367,285,0,652,651,0,50,24,368,146,31,3,2,6,1,4,1,0,6,3,2,5,652
298,"P.P. BUDHIPUR SOUTH",850,645,0,1495,397,305,0,702,508,0,63,21,370,177,22,2,4,7,5,2,1,2,1,8,7,10,702
299,"P.P. DATLUPUR CHOBIDEEH NORTH",677,456,0,1133,301,269,0,570,570,0,145,8,117,201,18,1,6,60,0,1,1,0,1,2,1,8,570
300,"P.P. DATLUPUR CHOBIDEEH  SOUTH",742,620,0,1362,378,327,0,705,705,0,261,5,144,215,24,2,0,35,1,3,1,1,5,3,1,4,705
301,"P.P. JAKHAULI",581,491,0,1072,274,296,0,570,388,0,26,25,322,163,12,1,2,5,0,6,0,0,1,3,1,3,570
302,"P.P. ITAI ABDULLA",754,629,0,1383,309,302,0,611,501,0,161,16,197,157,7,4,0,43,0,4,2,2,1,4,4,9,611
303,"P.P. LAUKIYA TAHIR",594,408,0,1002,350,151,0,501,480,0,30,10,170,217,54,3,0,8,0,0,0,2,1,2,3,1,501
304,"P.P. MANIGARHA NORTH",600,484,0,1084,329,256,0,585,585,0,173,18,151,168,37,6,3,5,4,0,1,1,2,3,3,10,585
305,"P.P. MANIGARHA SOUTH",372,266,0,638,174,126,0,300,300,0,76,12,103,71,19,1,0,5,2,1,0,0,1,3,1,5,300
306,"P. P. RAMPUR GIRANT NORTH",805,655,1,1461,352,267,0,619,619,0,26,21,441,118,6,0,1,1,0,0,0,1,3,1,0,0,619
307,"P. P. RAMPUR GIRANT SOUTH",847,630,0,1477,361,319,0,680,680,0,48,17,274,210,69,2,7,2,3,2,0,7,10,11,7,11,680
308,"PANCHAYAT BHAWAN RAMPUR GIRANT",800,578,0,1378,372,217,0,589,589,0,41,17,325,133,20,2,2,9,0,2,3,3,6,12,2,12,589
309,"ANGANBADI KENDRA TENDUWA",560,422,0,982,240,229,0,469,469,0,59,9,168,162,50,3,0,9,0,1,0,2,0,3,2,1,469
310,"P.P. RAMPUR ARNA EAST",621,469,0,1090,232,259,0,491,341,0,87,5,183,158,11,0,0,27,1,1,0,0,4,6,1,7,491
311,"P.P. RAMPUR ARNA WEST",765,608,0,1373,336,277,0,613,613,0,43,8,302,219,18,1,0,16,1,0,1,0,1,1,0,2,613
312,"P.P. DEWARIYA INAYAT",873,673,0,1546,364,284,0,648,648,0,55,4,177,371,18,1,1,9,1,3,2,0,3,0,0,3,648
313,"P.P. BHIRWA ROOM NO -1",416,344,0,760,201,182,0,383,363,0,24,11,213,105,23,1,2,2,1,0,0,0,1,0,0,0,383
314,"P.P. BHIRWA K0N0-2",449,360,0,809,198,146,0,344,344,0,27,12,149,146,7,0,1,1,0,0,1,0,0,0,0,0,344
315,"P.P. NEWADA EAST",846,709,0,1555,306,358,0,664,664,0,244,4,24,285,7,1,2,81,1,1,0,2,2,3,2,5,664
316,"P.P. NEWADA EAST",917,817,0,1734,323,395,0,718,618,0,356,12,16,212,14,0,1,84,1,1,1,0,6,2,4,8,718
317,"P.P. BIREPUR VISAMBHARPUR",798,695,0,1493,374,305,0,679,679,0,71,20,290,137,115,0,1,1,1,2,2,3,7,5,3,21,679
318,"P.P. PATKARPUR",311,262,0,573,191,152,0,343,335,0,39,4,194,44,52,2,0,1,1,0,0,0,2,0,1,3,343
319,"P.P. NATHAIPUR KANOONGO",555,527,0,1082,280,298,0,578,578,0,160,22,222,81,52,0,3,14,1,1,0,1,3,8,1,9,578
320,"P.P. VISHUNPUR KHARHANA EAST",687,580,0,1267,311,334,0,645,645,0,122,5,136,262,66,0,0,45,0,0,0,2,0,5,0,2,645
321,"P.P. VISHUNPUR KHARHANA WEST",791,661,0,1452,378,346,0,724,690,0,55,15,253,361,18,0,0,5,0,2,3,1,7,4,0,0,724
322,"J.H. SCHOOL ACHALPUR CHAUDHARY WEST",563,495,0,1058,322,269,0,591,591,0,82,4,308,169,11,1,0,1,1,1,2,2,2,3,1,3,591
323,"J.H. SCHOOL ACHALPUR CHAUDHARY EAST",293,228,0,521,110,89,0,199,199,0,63,3,97,29,3,0,1,1,0,0,1,1,0,0,0,0,199
324,"P.P MANUWAGARH EAST",837,686,0,1523,327,265,0,592,592,0,27,16,244,266,15,0,1,4,0,1,0,2,4,2,3,7,592
325,"P.P MANUWAGARH WEST",396,269,0,665,138,91,0,229,229,0,3,8,95,105,15,0,1,2,0,0,0,0,0,0,0,0,229
326,"P.P KURUTHWA",510,382,0,892,239,170,0,409,409,0,14,9,164,162,42,0,2,2,1,0,1,3,2,3,1,3,409
327,"P.P. MADDHOGHAT",911,720,0,1631,536,410,0,946,942,0,32,21,550,288,31,0,1,2,0,1,2,1,2,4,2,9,946
328,"P.P. JIGNI EAST",597,488,0,1085,254,161,0,415,415,0,55,6,136,134,70,3,0,2,0,1,1,0,1,3,0,3,415
329,"P.P. JIGNI WEST",904,664,0,1568,321,266,0,587,587,0,117,13,185,140,115,0,0,3,1,1,0,2,1,4,3,2,587
330,"P.P. DEWARIYA ADAM EAST",542,388,1,931,206,183,0,389,389,0,69,5,99,173,16,4,0,5,1,0,0,0,3,2,2,10,389
331,"P.P. DEWARIYA ADAM WEST",544,392,0,936,202,197,0,399,399,0,203,2,61,93,21,0,0,8,0,0,1,0,0,6,1,3,399
332,"P.P. KATHRAHA  EWAJPUR EAST",530,412,0,942,196,124,0,320,291,0,43,6,89,134,39,0,0,1,0,0,0,0,1,1,3,3,320
333,"P.P. KATHRAHA  EWAJPUR WEST",544,419,0,963,230,186,0,416,416,0,12,10,252,105,23,1,0,1,1,1,0,3,0,3,1,3,416
334,"P.P. RAHMATPUR",720,558,0,1278,336,317,0,653,653,0,146,15,233,154,58,5,2,11,1,0,3,1,2,9,1,12,653
335,ATRAURA,374,298,0,672,194,170,0,364,357,0,35,8,178,127,8,1,0,0,0,0,0,0,2,0,2,3,364
336,"P.P. ZAFARPUR",653,572,0,1225,389,351,0,740,695,0,78,13,478,123,6,16,0,5,0,2,2,2,1,9,2,3,740
337,"P.P. OBRIDEEH ROOM NO.1",419,377,0,796,149,233,0,382,382,0,81,4,37,156,63,1,0,30,1,1,1,0,4,0,0,3,382
338,"P.P. OBRIDEEH ROOM NO.3",553,456,0,1009,186,209,0,395,395,0,36,2,98,199,46,1,0,9,0,0,0,2,0,0,0,2,395
339,"P.P. OBRIDEEH ROOM NO.2",515,451,0,966,209,191,0,400,397,0,35,8,95,214,20,1,1,13,4,1,2,0,1,1,1,3,400
