"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
125,"RAJA KAMLAKAR INTER COLLEGE SHANKARGARH WEST",612,475,1,1088,291,209,0,500,488,0,110,120,189,51,4,4,0,1,0,1,1,1,2,2,3,6,0,0,1,0,0,0,1,3,500
126,"RAJA KAMLAKAR INTER COLLEGE SHANKARGARH MIDDLE",498,386,0,884,277,201,0,478,433,0,20,112,248,65,2,4,0,0,0,0,5,1,1,1,4,5,0,1,1,1,1,2,1,3,478
127,"RAJA KAMLAKAR INTER COLLEGE SHANKARGARH SOUTH",508,409,0,917,292,135,0,427,427,0,63,61,172,99,2,3,1,0,1,0,1,1,1,1,0,7,3,0,8,2,0,0,0,1,427
128,"RAJKIYA BALIKA INTER COLLEGE SHANKARGARH EAST",911,684,0,1595,536,324,0,860,713,0,136,175,334,181,1,4,2,2,2,1,1,2,1,2,3,1,4,0,3,3,0,1,0,1,860
129,"RAJKIYA BALIKA INTER COLLEGE SHANKARGARH WEST",998,808,0,1806,525,404,0,929,921,0,79,250,332,217,6,7,0,0,2,1,4,3,5,4,3,7,2,1,0,1,0,1,1,3,929
130,"ZILA PARISHAD PRA0 PA0 SHANKARGARH NORTH",846,636,0,1482,421,284,0,705,705,0,221,101,287,67,2,3,0,0,1,0,2,1,1,3,2,7,1,1,0,1,2,0,0,2,705
131,"ZILA PARISHAD PRA0 PA0 SHANKARGARG SOUTH",761,676,0,1437,385,328,0,713,650,0,200,191,179,81,2,3,0,3,2,1,0,2,3,5,3,15,6,3,3,4,2,1,0,4,713
132,"ZILA PARISHAD PRA0 PA0 TALAPAR TA0 TA0 LAKHANPUR",320,266,0,586,221,183,0,404,401,0,146,104,110,6,0,0,0,1,2,1,3,0,0,3,6,14,2,1,1,0,0,0,3,1,404
133,"ZILA PARISHAD PRA0 PA0 JORVAT",537,446,0,983,332,235,0,567,567,0,184,62,173,130,2,0,0,1,0,0,1,0,1,3,1,3,2,0,0,0,0,2,0,2,567
134,"ZILA PARISHAD PRA0 PA0 BERUI",205,158,0,363,136,83,0,219,219,0,21,17,22,147,3,1,1,0,0,0,2,0,1,0,0,1,0,3,0,0,0,0,0,0,219
135,"ZILA PARISHAD PRA0 PA0 BADAIYA",213,177,0,390,139,116,0,255,163,0,145,18,44,44,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,255
136,"ZILA PARISHAD PRA0 PA0 PAGUVAR",673,549,0,1222,399,300,0,699,699,0,433,75,104,50,4,2,0,1,2,1,0,1,3,1,2,11,3,0,0,1,0,0,0,5,699
137,"ZILA PARISHAD PRA0 PA0 KAPARI",778,635,0,1413,456,330,0,786,786,0,139,47,191,357,11,0,1,1,3,2,1,2,2,1,1,12,3,2,1,5,0,0,1,3,786
138,"ZILA PARISHAD PRA0 PA0 BEBARA EAST",571,481,0,1052,363,276,0,639,639,0,374,107,52,78,3,7,2,1,0,0,0,0,2,0,1,6,4,0,0,1,0,0,1,0,639
139,"ZILA PARISHAD PRA0 PA0 BEBARA WEST",384,320,0,704,224,169,0,393,393,0,113,46,143,62,1,0,2,3,1,0,0,4,0,3,3,2,2,1,0,1,0,0,3,3,393
140,"ZILA PARISHAD PRA0 PA0 KHANSEMRA",720,291,0,1011,382,180,0,562,562,0,86,228,158,59,3,2,0,1,0,1,2,0,1,1,1,9,5,1,1,1,1,0,0,1,562
141,"ZILA PARISHAD PRA0 PA0 BANDHVA",440,366,0,806,267,217,0,484,484,0,262,75,75,43,1,0,0,2,5,0,2,0,1,3,1,5,3,1,0,2,1,0,0,2,484
142,"ZILA PARISHAD PRA0 PA0 LOHGARA EAST",866,729,0,1595,570,376,0,946,880,0,358,32,180,345,4,2,0,1,1,2,1,0,1,2,0,9,3,0,2,0,0,0,2,1,946
143,"ZILA PARISHAD PRA0 PA0 LOHGARA WEST",575,521,0,1096,346,268,0,614,614,0,300,74,9,191,7,2,0,0,2,1,1,1,1,2,0,15,2,2,0,0,1,1,0,2,614
144,"ZILA PARISHAD PRA0 PA0 NIBI NORTH",657,531,0,1188,356,319,0,675,672,0,137,121,144,218,2,2,0,1,4,1,0,2,1,1,5,15,4,0,0,5,2,1,2,7,675
145,"RANJIT PANDIT INTER COLLEGE LOHGARA EAST",565,429,0,994,319,229,0,548,545,0,185,141,72,90,3,0,2,1,3,4,2,1,2,2,4,15,6,4,1,0,3,0,3,4,548
146,"RANJIT PANDIT INTER COLLEGE LOHGARA WEST",659,513,0,1172,355,275,0,630,630,0,115,198,136,129,7,13,2,1,2,0,2,1,2,1,4,5,3,1,1,1,2,0,2,2,630
147,"RANJIT PANDIT INTER COLLEGE LOHGARA MIDDLE",829,630,0,1459,433,296,0,729,729,0,199,308,113,67,5,1,0,2,3,0,1,1,2,0,8,9,2,1,0,0,1,0,0,6,729
148,"ZILA PARISHAD PRA0 PA0 CHANDRA LONIYAN",445,362,0,807,326,246,0,572,572,0,106,24,217,185,3,1,1,0,0,1,2,0,0,1,0,4,7,3,2,8,2,2,2,1,572
149,"ZILA PARISHAD PRA0 PA0 BHODI",431,382,0,813,315,274,0,589,587,0,260,97,192,19,0,0,0,0,2,1,2,0,0,1,3,4,4,0,1,0,1,0,0,2,589
150,"ZILA PARISHAD PRA0 PA0 KANCHANPUR",350,259,0,609,172,140,0,312,312,0,28,92,16,155,3,0,0,0,0,0,0,1,1,0,3,1,1,2,5,2,0,0,2,0,312
151,"ZILA PARISHAD PRA0 PA0 SUNDARPUR",515,402,0,917,294,230,0,524,524,0,144,156,105,69,0,0,0,0,3,2,0,4,4,5,9,11,5,0,0,2,1,0,1,3,524
152,"ZILA PARISHAD PRA0 PA0 BAVANDHAR",674,551,0,1225,407,347,0,754,754,0,211,128,218,157,5,0,0,2,3,0,1,1,3,1,2,11,0,1,1,6,1,1,0,1,754
153,"ZILA PARISHAD PRA0 PA0 SEHUDA",644,529,0,1173,413,341,0,754,753,0,63,167,224,245,2,3,0,1,1,1,1,2,1,3,4,9,4,1,5,2,1,1,10,3,754
154,"ZILA PARISHAD PRA0 PA0 BARAKHAS EAST",740,613,0,1353,393,297,0,690,686,0,84,104,238,236,4,0,1,0,2,1,0,1,1,4,3,3,1,0,0,0,0,1,2,4,690
155,"ZILA PARISHAD PRA0 PA0 BARAKHAS WEST",569,442,0,1011,326,207,0,533,533,0,80,81,287,66,2,6,2,0,2,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,533
156,"JUNIOR HIGH SCHOOL GHURAMI",383,289,0,672,238,183,0,421,421,0,121,29,57,171,5,1,0,1,1,0,2,0,6,0,1,7,3,1,5,8,1,1,0,0,421
157,"ZILA PARISHAD PRA0 PA0 PIPRAON",466,403,0,869,326,282,0,608,608,0,63,193,81,202,6,2,0,1,1,1,3,1,4,0,1,3,7,17,3,11,3,0,2,3,608
158,"ZILA PARISHAD PRA0 PA0 ASARVAI",649,535,0,1184,427,356,0,783,783,0,181,252,60,204,4,2,2,0,3,22,2,4,0,2,3,15,4,7,1,3,2,1,2,7,783
159,"ZILA PARISHAD PRA0 PA0 ASARVAI WEST",294,238,0,532,227,163,0,390,390,0,21,93,24,234,6,0,0,1,1,2,0,0,0,0,2,2,3,1,0,0,0,0,0,0,390
160,"ZILA PARISHAD PRA0 PA0 BAIJALA",688,574,0,1262,382,245,0,627,625,0,57,164,178,169,6,4,1,0,5,12,0,1,0,1,0,0,4,8,7,4,0,2,1,3,627
161,"J.L.N.SMARAK INTER COLLEGE  JARI NORTH",489,478,0,967,264,203,0,467,467,0,20,51,210,140,4,0,1,0,3,0,2,2,1,0,1,4,2,2,9,9,2,3,1,0,467
162,"J.L.N.SMARAK INTER COLLEGE  JARI MIDDLE",459,354,0,813,257,150,0,407,405,0,50,51,205,86,0,3,0,0,3,0,0,0,1,0,0,3,1,0,0,0,0,0,1,3,407
163,"J.L.N.SMARAK INTER COLLEGE  JARI EAST",492,366,0,858,239,165,0,404,404,0,26,53,176,141,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,404
164,"J.L.N.SMARAK INTER COLLEGE  JARI WEST",530,396,0,926,272,178,0,450,436,0,95,69,196,69,0,3,0,0,2,1,2,1,1,2,0,3,0,1,1,0,0,2,1,1,450
165,"J.L.N.SMARAK INTER COLLEGE  JARI SOUTH",733,586,0,1319,440,309,0,749,749,0,51,122,355,171,5,2,1,1,3,1,4,2,2,4,6,8,4,1,0,2,0,1,2,1,749
166,"ZILA PARISHAD PRA0 PA0 BARETHIYA",186,178,0,364,139,121,0,260,260,0,65,74,29,78,1,4,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,3,0,0,260
167,"ZILA PARISHAD PRA0 PA0 DAGVA",377,329,0,706,242,204,0,446,446,0,43,69,185,103,2,2,1,1,1,6,2,0,1,6,3,4,0,0,1,2,0,14,0,0,446
168,"ZILA PARISHAD PRA0 PA0 LOTADH",460,384,0,844,297,261,0,558,558,0,177,43,224,87,1,0,0,1,3,1,0,1,0,4,1,8,2,0,2,0,1,1,1,0,558
169,"ZILA PARISHAD PRA0 PA0 PURE LOTADH",245,213,0,458,175,146,0,321,321,0,13,40,58,189,6,1,1,0,1,1,1,0,0,2,2,2,1,1,0,1,0,0,0,1,321
170,"ZILA PARISHAD PRA0 PA0 BHISKURI",735,637,0,1372,470,367,0,837,837,0,310,58,257,138,9,5,1,3,6,9,6,1,1,2,4,6,4,0,0,3,2,2,4,6,837
171,"ZILA PARISHAD PRA0 PA0 KHUJHI",487,440,0,927,300,245,0,545,545,0,209,27,203,83,1,0,1,0,0,0,0,1,0,5,1,3,5,1,1,0,0,0,0,4,545
172,"ZILA PARISHAD PRA0 PA0 RAIPURA KALA",343,283,0,626,204,176,0,380,380,0,138,68,80,72,1,0,0,0,3,0,3,2,0,2,1,7,1,1,0,1,0,0,0,0,380
173,"ZILA PARISHAD PRA0 PA0 KHAURIYA",442,357,0,799,296,202,0,498,448,0,136,25,194,115,3,4,1,0,0,0,0,0,1,0,2,7,5,1,1,1,1,0,0,1,498
174,"SHIVA JI MADHYAMIK VIDYALAY KHERHATKALA EAST",533,494,0,1027,313,291,0,604,587,0,164,132,111,158,1,10,0,1,6,0,0,2,2,3,3,4,2,0,1,0,2,0,0,2,604
175,"SHIVA JI MADHYAMIK VIDYALAY KHERHATKALA WEST",556,427,0,983,330,224,0,554,549,0,67,110,161,172,3,4,0,2,0,2,4,1,3,4,4,7,2,0,1,3,0,1,2,1,554
176,"ZILA PARISHAD PRA0 PA0 GAUHANI",336,296,0,632,230,173,0,403,403,0,35,83,93,179,2,0,1,0,1,0,0,1,0,1,0,5,0,0,2,0,0,0,0,0,403
177,"ZILA PARISHAD PRA0 PA0 MAIDA",504,405,0,909,357,255,0,612,612,0,124,108,147,210,0,1,0,1,0,0,0,0,0,2,4,4,4,1,1,2,1,0,0,2,612
178,"ZILA PARISHAD PRA0 PA0 RAMPUR",447,400,0,847,250,206,0,456,456,0,162,28,108,128,0,0,4,0,3,1,1,0,1,3,3,5,4,0,2,0,0,0,1,2,456
179,"KRISHAK INTER COLLEGE GADAIYAKALA NORTH",835,720,0,1555,585,393,0,978,978,0,115,125,524,170,1,2,1,0,3,6,0,5,2,2,3,6,1,1,0,0,1,6,1,3,978
180,"KRISHAK INTER COLLEGE GADAIYAKALA MIDDLE",345,308,0,653,238,217,0,455,455,0,135,59,92,127,0,3,8,1,2,3,1,3,1,1,3,9,0,0,0,0,2,1,1,3,455
181,"ZILA PARISHAD PRA0 PA0 GADAIYA KHURD",841,735,0,1576,514,398,0,912,900,0,167,116,340,204,1,0,5,1,2,1,2,2,4,9,5,13,5,3,5,5,3,6,4,9,912
182,"ZILA PARISHAD PRA0 PA0 ATARSUIYA",581,484,0,1065,395,283,0,678,662,0,115,26,391,97,1,0,2,0,0,2,0,0,3,5,2,11,2,1,6,0,1,10,1,2,678
183,"ZILA PARISHAD PRA0 PA0 GEEJ",709,593,0,1302,296,216,0,512,512,0,66,87,139,184,2,0,0,1,0,0,2,1,0,1,5,10,0,1,0,3,2,2,2,4,512
184,"ZILA PARISHAD PRA0 PA0 CHAMU NORTH",672,527,0,1199,401,276,0,677,677,0,164,99,202,147,2,1,1,0,1,1,3,2,2,4,2,7,5,3,6,3,5,13,1,3,677
185,"ZILA PARISHAD PRA0 PA0 CHAMU SOUTH",361,296,0,657,205,131,0,336,336,0,44,34,35,199,3,1,1,0,0,0,2,0,1,0,3,5,2,0,0,1,0,1,1,3,336
186,"ZILA PARISHAD PRA0 PA0 BHADILAVA",219,184,0,403,141,115,0,256,256,0,51,59,56,80,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,3,0,1,256
187,"ZILA PARISHAD PRA0 PA0 BHELAV",654,557,0,1211,453,355,0,808,808,0,369,13,136,248,3,2,0,1,1,0,1,5,1,1,6,10,4,0,5,0,1,0,0,1,808
188,"ZILA PARISHAD PRA0 PA0 LALAI",631,479,0,1110,370,266,0,636,600,0,108,113,121,249,2,2,3,2,6,0,0,0,2,2,3,3,2,4,4,1,0,4,2,3,636
189,"ZILA PARISHAD PRA0 PA0 OSHA",530,423,0,953,319,266,0,585,554,0,36,71,174,238,4,6,0,1,5,0,2,1,1,7,1,5,2,2,5,3,2,15,3,1,585
190,"ZILA PARISHAD PRA0 PA0 SONVARSA",560,465,0,1025,310,273,0,583,580,0,163,95,174,122,2,3,0,0,1,1,0,0,1,2,4,5,1,1,0,3,0,0,2,3,583
191,"ZILA PARISHAD PRA0 PA0 TELGHANA",424,377,0,801,264,201,0,465,465,0,131,58,129,118,4,2,2,1,0,1,1,0,0,4,0,4,3,0,0,5,0,0,0,2,465
192,"ZILA PARISHAD PRA0 PA0 KUDI",562,529,0,1091,353,261,0,614,614,0,301,54,167,75,3,2,1,0,0,0,0,0,0,0,2,2,2,0,1,0,1,1,2,0,614
193,"ZILA PARISHAD PRA0 PA0 SIDHTIKAT EAST",666,541,0,1207,397,278,0,675,675,0,317,12,105,199,5,7,0,0,1,0,0,1,1,1,3,16,4,1,1,0,0,0,1,0,675
194,"ZILA PARISHAD PRA0 PA0 SIDHTIKAT SOUTH",381,306,0,687,179,128,0,307,304,0,129,21,45,91,1,2,0,0,1,0,1,3,0,1,0,5,2,0,0,2,1,0,1,1,307
195,"ZILA PARISHAD PRA0 PA0 JUHI",694,565,0,1259,425,305,0,730,730,0,154,60,265,196,4,2,0,2,1,1,1,2,1,1,4,8,11,3,3,4,0,0,2,5,730
196,"ZILA PARISHAD PRA0 PA0 AKAURIYA",733,623,0,1356,441,267,0,708,705,0,157,112,191,169,1,11,0,5,8,1,0,2,2,1,3,0,5,1,2,2,2,0,30,3,708
197,"ZILA PARISHAD PRA0 PA0 PUREBAGHEL",475,402,0,877,287,232,0,519,518,0,157,77,219,40,1,3,0,0,2,0,1,0,1,2,3,7,1,0,0,2,0,0,1,2,519
198,"ZILA PARISHAD PRA0 PA0 KALYANPUR",588,555,0,1143,389,322,0,711,711,0,179,208,141,136,3,3,0,0,2,2,2,3,0,1,5,7,6,1,2,2,0,1,2,5,711
199,"ZILA PARISHAD PRA0 PA0 KARIYAKHURD",503,410,0,913,341,251,0,592,592,0,306,59,79,118,3,1,0,1,0,1,2,0,1,0,2,6,7,1,0,0,0,1,1,3,592
200,"ZILA PARISHAD PRA0 PA0 MAVAIYARAKSEL",518,459,0,977,311,254,0,565,564,0,221,166,50,74,2,2,0,0,2,1,3,2,1,3,5,13,6,4,3,0,0,0,4,3,565
201,"ZILA PARISHAD PRA0 PA0 KUBARIBHADIVAR",361,307,0,668,255,199,0,454,454,0,304,42,55,38,0,3,0,0,0,0,0,1,0,2,2,4,1,0,0,1,1,0,0,0,454
202,"ZILA PARISHAD PRA0 PA0 GADAMAR",232,193,0,425,177,160,0,337,337,0,268,3,34,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,337
203,"ZILA PARISHAD PRA0 PA0 BHADIVAR",623,538,0,1161,381,332,0,713,713,0,268,33,104,271,4,0,1,0,1,0,1,1,4,1,3,11,7,0,0,2,0,0,0,1,713
204,"ZILA PARISHAD PRA0 PA0 TENDUVA",288,241,0,529,171,126,0,297,297,0,176,8,34,64,2,0,0,0,1,0,1,0,1,1,0,2,2,0,3,0,0,1,0,1,297
205,"ZILA PARISHAD PRA0 PA0 KARITYAKALA",556,454,0,1010,305,203,0,508,503,0,298,56,75,37,1,2,0,2,0,2,0,1,1,1,4,10,1,0,0,1,0,0,13,3,508
206,"ZILA PARISHAD PRA0 PA0 PURABHATTU",297,254,0,551,173,161,0,334,334,0,151,81,30,38,1,0,0,0,1,1,1,1,0,0,4,4,5,3,1,0,0,0,10,2,334
207,"ZILA PARISHAD PRA0 PA0 BASAHARAUPARHAR",721,634,0,1355,456,374,0,830,830,0,273,196,132,174,1,3,0,0,1,1,3,2,4,2,4,10,4,1,2,2,2,1,9,3,830
208,"KRISHAK INTER COLLEGE KASAUTA",485,398,0,883,312,246,0,558,558,0,131,80,284,20,0,4,6,1,1,0,1,2,1,6,2,1,2,1,5,3,2,3,0,2,558
209,"ZILA PARISHAD PRA0 PA0 JIGANA",416,343,0,759,195,235,0,430,420,0,181,30,116,70,4,0,0,0,2,0,1,0,0,1,5,4,4,1,5,2,1,0,2,1,430
210,"ZILA PARISHAD PRA0 PA0 DEVARI BENI",370,312,0,682,231,178,0,409,409,0,193,24,90,69,0,4,0,0,5,1,0,2,0,1,4,8,4,2,0,0,0,0,1,1,409
211,"ZILA PARISHAD PRA0 PA0 PAHADI KHURD",453,379,0,832,259,194,0,453,448,0,205,23,104,80,0,9,0,1,0,0,2,1,3,2,1,7,5,1,1,0,4,2,0,2,453
212,"ZILA PARISHAD PRA0 PA0 PAHADIKALA",385,294,0,679,241,183,0,424,424,0,224,41,101,42,0,1,0,0,0,0,2,1,0,0,4,0,0,1,0,1,0,0,1,5,424
213,"ZILA PARISHAD PRA0 PA0 NEVRIYA",284,227,0,511,17,5,0,22,22,0,16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22
214,"ZILA PARISHAD PRA0 PA0 SINGHPUR",338,290,0,628,218,173,0,391,391,0,204,48,76,30,1,1,1,0,0,0,1,0,1,3,5,13,3,0,0,0,1,0,3,0,391
215,"ZILA PARISHAD PRA0 PA0 NAUDIYAUPARHAR",828,656,0,1484,442,372,0,814,774,0,245,145,203,147,6,3,1,1,0,1,2,0,4,2,5,15,11,4,9,2,3,1,2,2,814
216,"ZILA PARISHAD PRA0 PA0 GADAIYA LONIPAR",321,297,0,618,232,193,0,425,425,0,170,28,64,134,1,3,0,1,2,0,0,2,0,0,1,7,4,1,1,3,0,0,2,1,425
217,"ZILA PARISHAD PRA0 PA0 JHAJHARAPANDEY",652,560,0,1212,389,286,0,675,675,0,210,81,194,134,6,2,2,1,1,0,3,4,2,2,3,10,4,0,2,4,1,0,3,6,675
218,"ZILA PARISHAD PRA0 PA0 KAPDAURA",440,387,0,827,259,223,0,482,482,0,108,61,89,174,1,0,11,3,4,1,1,2,5,2,1,3,3,3,3,2,0,1,2,2,482
219,"ZILA PARISHAD PRA0 PA0 DEVARA",507,449,0,956,305,241,0,546,546,0,56,62,47,340,3,3,0,0,3,1,3,3,2,1,5,5,3,1,0,2,0,0,2,4,546
220,"ZILA PARISHAD PRA0 PA0 DEVARA MIDDLE",397,343,0,740,229,232,0,461,461,0,135,28,123,153,2,2,1,1,1,0,0,0,0,0,2,2,2,0,4,2,1,0,2,0,461
221,"ZILA PARISHAD PRA0 PA0 DEVRA WEST",802,746,0,1548,383,323,0,706,706,0,221,68,223,148,1,8,1,0,1,1,1,1,3,4,3,8,5,2,0,2,0,2,2,1,706
222,"ZILA PARISHAD PRA0 PA0 LONIPAR",508,451,0,959,354,290,0,644,644,0,50,111,262,175,4,5,0,3,0,0,4,2,1,5,2,5,2,0,5,1,1,1,1,4,644
223,"ZILA PARISHAD PRA0 PA0 SATPURA",726,605,0,1331,390,307,0,697,696,0,121,70,229,205,3,3,0,0,0,0,2,1,3,3,5,5,8,6,5,13,3,3,3,6,697
224,"JUNIOR HIGH SCHOOL LOHARA EAST",548,463,0,1011,264,198,0,462,462,0,21,89,228,94,0,0,0,0,1,0,1,3,0,1,3,6,1,3,3,3,0,1,0,4,462
225,"JUNIOR HIGH SCHOOL LOHARA WEST",425,343,0,768,238,190,0,428,419,0,159,125,58,64,1,1,1,0,0,0,0,2,3,0,2,8,2,1,0,1,0,0,0,0,428
226,"ZILA PARISHAD PRA0 PA0 GAURA",561,484,0,1045,305,255,0,560,560,0,116,84,131,196,4,5,0,3,0,2,2,2,0,4,0,6,1,0,0,0,0,1,0,3,560
227,"ZILA PARISHAD PRA0 PA0 JHAJHARACHAUBE",407,330,0,737,272,218,0,490,490,0,37,44,305,84,2,0,4,0,2,0,0,1,1,1,0,3,1,0,0,3,0,0,0,2,490
228,"ZILA PARISHAD PRA0 PA0 NARIBARI",526,449,0,975,335,272,0,607,607,0,80,85,204,208,2,2,2,0,0,0,2,3,2,1,3,2,2,0,1,1,5,0,1,1,607
229,"ZILA PARISHAD PRA0 PA0 SURAVAL CHANDEL",768,606,0,1374,407,316,0,723,723,0,54,123,297,220,4,2,1,0,1,1,0,0,1,0,0,3,2,0,1,3,2,0,0,8,723
230,"ZILA PARISHAD PRA0 PA0 SURAVAL SAHANI",849,698,0,1547,490,405,0,895,894,0,266,97,220,203,11,5,3,1,6,3,7,2,3,8,8,14,7,1,4,6,2,5,4,9,895
231,"JUNIOR HIGH SCHOOL KOHDIYA",820,678,0,1498,515,397,0,912,912,0,431,85,163,169,6,2,0,0,4,1,3,3,3,1,6,21,8,2,2,0,0,0,1,1,912
232,"SARDAR PATEL INTER COLLEGE ROOM",519,405,0,924,292,204,0,496,496,0,169,26,107,152,7,3,1,1,0,0,0,3,1,3,0,9,3,1,1,1,1,0,5,2,496
233,"ZILA PARISHAD PRA0 PA0 BANSI",456,394,0,850,256,201,0,457,457,0,198,58,83,66,1,3,4,2,0,1,3,2,2,6,6,11,3,2,0,2,0,0,0,4,457
234,"JUNIOR HIGH SCHOOL HARRO SOUTH",558,452,0,1010,331,222,0,553,553,0,140,80,128,149,0,5,3,0,0,1,3,1,3,9,6,9,0,0,0,2,1,11,1,1,553
235,"JUNIOR HIGH SCHOOL HARRO NORTH",459,411,0,870,264,235,0,499,491,0,98,145,114,87,3,1,5,1,3,2,2,1,1,6,4,8,2,1,2,2,0,2,4,5,499
236,"ZILA PARISHAD PRA0 PA0 BANBIHARIYA",247,200,0,447,176,156,0,332,332,0,125,16,90,86,2,0,0,0,0,0,0,0,3,2,2,1,2,0,0,0,0,0,0,3,332
237,"ZILA PARISHAD PRA0 PA0 DERA",625,519,0,1144,384,364,0,748,748,0,76,168,144,321,5,2,1,2,0,2,2,0,1,6,4,5,0,2,0,1,0,2,3,1,748
238,"ZILA PARISHAD PRA0 PA0 JARKHORI",414,362,0,776,325,244,0,569,569,0,35,162,68,266,6,2,2,0,0,2,1,0,1,0,4,6,0,1,1,3,5,3,1,0,569
239,"JUNIOR HIGH SCHOOL BAIRIYA SALAIYA",508,406,0,914,300,203,0,503,503,0,92,82,115,162,1,0,0,4,0,1,3,3,0,4,2,5,1,1,1,2,0,0,23,1,503
240,"ZILA PARISHAD PRA0 PA0 SALAIYA KHURD",245,218,0,463,165,130,0,295,286,0,12,49,180,43,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,1,1,0,1,0,295
241,"ZILA PARISHAD PRA0 PA0 CHATARGARH",430,353,0,783,239,200,0,439,439,0,179,82,54,92,3,0,0,0,2,3,1,1,2,1,7,6,1,0,0,0,1,1,1,2,439
242,"ZILA PARISHAD PRA0 PA0 BAJADDI",407,354,0,761,271,206,0,477,446,0,42,119,91,181,4,1,1,2,1,1,3,1,2,3,3,7,5,1,1,1,0,0,2,5,477
243,"ZILA PARISHAD PRA0 PA0 MAVAIYAKALA",742,671,0,1413,451,387,0,838,838,0,44,382,193,138,1,2,2,1,1,0,2,1,1,0,9,4,4,18,5,3,2,2,19,4,838
244,"JUNIOR HIGH SCHOOL FULTARA",509,408,0,917,307,274,0,581,575,0,123,120,78,227,4,2,3,0,0,0,0,2,1,0,6,2,5,2,0,1,3,1,0,1,581
245,"PRATHMIK VIDYALAYA   UMARI TA. PURVA ROOM NO. 1",677,623,0,1300,422,360,0,782,778,0,327,12,94,297,2,1,1,2,6,1,3,2,1,4,2,19,1,0,0,1,1,1,0,4,782
246,"GANDI SHASTRI NIKETN HAIGH SCHOOL PURVI BHAG",733,665,0,1398,480,375,0,855,853,0,278,126,224,167,7,22,0,1,7,1,2,0,0,1,5,6,0,1,0,3,0,0,4,0,855
247,"GANDI SHASTRI NIKETN HAIGH SCHOOL PAVARI MADHY BHAG",597,581,0,1178,386,301,0,687,686,0,152,44,146,279,4,3,2,2,3,3,8,0,1,3,4,18,2,1,2,4,0,0,4,2,687
248,"PRATHMIK VIDYALAYA RAJAPUR ROOM NO 1",484,387,0,871,287,222,0,509,484,0,89,16,205,155,2,7,0,2,3,1,7,0,2,1,3,5,2,1,1,3,0,2,2,0,509
249,"PRATHMIK VIDYALAYA  PAVAR UTTARI BHAG",621,502,0,1123,354,253,0,607,607,0,69,39,199,257,4,6,0,0,1,2,0,1,1,2,3,12,2,0,0,6,0,0,1,2,607
250,"PRATHMIK VIDYALAYA  PAVAR DAKSHENI BHAG",785,709,0,1494,430,404,0,834,430,0,243,86,378,52,1,3,1,5,3,2,7,1,3,6,3,7,3,0,7,9,2,7,3,2,834
251,"PRATHMIK VIDYALAYA  BARI BAJAHIYA PURVI BHAG",690,538,0,1228,421,293,0,714,714,0,90,14,398,117,8,1,4,3,5,3,9,2,3,6,4,15,4,0,4,12,3,4,2,3,714
252,"PRATHMIK VIDYALAYA  BARI BAJAHIYA PASHACHEMI BHAG",688,529,0,1217,410,294,0,704,670,0,128,21,274,195,6,0,0,0,1,0,5,1,2,2,0,11,10,1,20,14,2,2,3,6,704
253,"PRATHMIK VIDYALAYA   MAJHIGVA ROOM NO 1",664,590,0,1254,395,346,0,741,738,0,137,24,367,160,4,2,0,1,2,4,1,0,2,2,0,4,4,3,4,8,3,2,2,5,741
254,"PRATHMIK VIDYALAYA   NCHNA ROOM NO 1",483,378,0,861,285,233,0,518,518,0,98,36,259,94,1,0,1,0,3,2,1,0,3,1,4,2,4,0,2,2,0,0,4,1,518
255,"PRATHMIK VIDYALAYA   GAURA TALUKA PURVA PURAVI BHAG",642,538,1,1181,401,274,0,675,670,0,240,24,247,109,2,4,1,1,3,6,0,1,3,5,5,9,3,1,0,2,0,6,2,1,675
