"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR HUSAIN","2 - NAWAB KAZIM ALI KHAN","3 - NASEER AHMAD KHAN","4 - DR. NEPAL SINGH","5 - JANNAT NISHA","6 - VIJENDRA SINGH","7 - SYED SALMAN ALI","8 - AKBAR MASOOD","9 - JAGDISH SARAN SAGAR","10 - JAGMOHAN","11 - TEJPAL SINGH","12 - NAVED MIAN","13 - None of the Above","Total Votes Secured"
138,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-2 TOPKHANA",600,517,0,1117,303,152,0,455,455,0,2,114,327,6,0,0,2,1,0,1,0,0,2,455
139,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-3 TOPKHANA",543,478,0,1021,242,137,0,379,373,0,1,72,292,12,1,0,0,0,0,0,0,1,0,379
140,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-4 TOPKHANA",408,339,0,747,233,153,0,386,379,0,9,46,228,94,0,0,3,0,0,0,1,0,5,386
141,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-5 TOPKHANA",758,757,0,1515,386,278,0,664,661,0,1,139,505,3,1,0,0,0,0,0,5,4,6,664
142,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-6 TOPKHANA",571,509,1,1081,308,266,0,574,545,0,3,60,108,395,1,2,1,0,0,1,0,0,3,574
143,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-7 TOPKHANA",668,615,0,1283,336,238,0,574,555,0,9,60,279,209,1,0,1,0,4,4,1,2,4,574
144,"GOVT. SHARIRIK PRISHIKSHAN PG COLLEGE ROOM NO-8 TOPKHANA",669,585,0,1254,385,223,0,608,608,0,5,96,279,214,3,2,0,0,1,1,3,1,3,608
145,"ABDUL SALAM JUNIOR HIGH SCHOOL ROOM NO-1 SARAI GATE",616,571,0,1187,281,211,0,492,490,0,1,79,171,234,0,1,3,0,1,0,0,2,0,492
146,"ABDUL SALAM JUNIOR HIGH SCHOOL ROOM NO-2 SARAI GATE",333,272,0,605,147,120,0,267,257,0,0,20,46,197,0,0,0,0,1,0,0,1,2,267
147,"ABDUL SALAM JUNIOR HIGH SCHOOL ROOM NO-3 SARAI GATE",627,556,0,1183,385,345,0,730,729,0,7,110,601,6,0,0,0,0,0,0,4,0,2,730
148,"ALIGARH JUNIOR HIGH SCHOOL ROOM NO-1 BARIYAN",616,577,0,1193,327,237,0,564,516,2,2,100,447,2,1,1,4,0,0,0,0,1,6,564
149,"ALIGARH JUNIOR HIGH SCHOOL ROOM NO-2 BARIYAN",590,501,0,1091,365,247,0,612,612,0,2,114,427,62,0,1,3,0,0,0,0,0,3,612
150,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-1 GANDHI PARK",486,466,0,952,270,209,0,479,479,0,2,134,155,180,0,0,4,0,0,0,0,1,3,479
151,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-2 GANDHI PARK",573,541,0,1114,265,191,0,456,456,0,1,108,190,147,1,0,3,1,0,0,1,0,4,456
152,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-3 GANDHI PARK",646,578,0,1224,361,252,0,613,609,0,1,56,52,480,9,0,3,1,1,2,1,3,4,613
153,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-4 GANDHI PARK",471,427,0,898,253,182,0,435,435,0,6,55,97,267,4,2,1,0,0,1,1,0,1,435
154,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-5 GANDHI PARK",626,559,0,1185,323,238,0,561,561,0,11,179,232,129,1,1,0,0,1,0,1,1,5,561
155,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-6 GANDHI PARK",722,566,0,1288,397,260,0,657,640,0,0,201,395,48,0,0,0,0,2,2,3,3,3,657
156,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-7 GANDHI PARK",556,468,0,1024,277,180,0,457,157,0,0,150,295,3,1,0,0,0,2,0,0,0,6,457
157,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-8 GANDHI PARK",418,441,0,859,181,145,0,326,317,0,1,111,184,24,0,1,2,1,0,0,1,1,0,326
158,"NAGAR PALIKA NEHRU GIRLS INTER COLLEGE ROOM NO-9 GANDHI PARK",520,500,0,1020,225,145,0,370,370,0,1,103,228,34,1,0,0,2,0,0,0,0,1,370
159,"HADI ACADEMY SCHOOL ROOM NO-1 SHAHBAD GATE",663,626,0,1289,324,235,0,559,559,0,7,148,387,11,0,0,2,0,0,0,0,1,3,559
160,"HADI ACADEMY SCHOOL ROOM NO-2 SHAHBAD GATE",487,408,0,895,251,187,0,438,430,0,2,122,301,6,0,0,3,0,0,0,1,0,3,438
161,"HADI ACADEMY SCHOOL ROOM NO-3 SHAHBAD GATE",676,599,0,1275,334,225,0,559,550,0,3,212,336,1,0,0,2,1,1,0,0,1,2,559
162,"OFFICE NAGAR PALIKA PARISHAD ROOM NO-1 KOTWALI ROAD",562,470,0,1032,240,186,0,426,426,0,20,163,236,4,0,0,1,0,0,0,0,0,2,426
163,"OFFICE NAGAR PALIKA PARISHAD ROOM NO-2 KOTWALI ROAD",681,588,0,1269,268,173,0,441,425,0,1,144,247,38,3,1,3,0,0,0,1,0,3,441
164,"OFFICE NAGAR PALIKA PARISHAD ROOM NO-3  KOTWALI ROAD",534,462,0,996,247,182,0,429,422,0,3,171,229,18,0,0,3,0,0,0,2,2,1,429
165,"JAWAHAR JUNIOR HIGH SCHOOL BAZARIYA KADU",856,767,0,1623,474,380,0,854,850,0,7,375,427,20,0,1,4,0,1,4,7,3,5,854
166,"RAMPUR CONVENT SCHOOL ROOM NO-1 CHAH KHAJAN KHAN",906,722,0,1628,423,305,0,728,715,0,6,206,499,4,0,0,3,1,0,0,1,3,5,728
167,"RAMPUR CONVENT SCHOOL ROOM NO-2 CHAH KHAJAN KHAN",476,427,0,903,194,141,0,335,335,0,0,135,176,12,0,2,3,0,0,0,2,1,4,335
168,"RAMPUR CONVENT SCHOOL ROOM NO-3 CHAH KHAJAN KHAN",522,395,0,917,207,153,0,360,343,0,2,144,201,12,0,0,0,1,0,0,0,0,0,360
169,"RAMPUR CONVENT SCHOOL ROOM NO-4 CHAH KHAJAN KHAN",861,700,0,1561,383,190,0,573,572,0,9,137,417,2,0,0,3,0,0,1,1,1,2,573
170,"RAMPUR CONVENT SCHOOL ROOM NO-5 CHAH KHAJAN KHAN",463,435,0,898,195,108,0,303,301,0,6,91,195,3,1,1,1,1,0,0,1,0,3,303
171,"RAMPUR CONVENT SCHOOL ROOM NO-6 CHAH KHAJAN KHAN",408,429,0,837,180,140,0,320,211,0,2,100,210,6,0,0,1,0,0,0,0,0,1,320
172,"MADARSA DARUL ULOOM GULSHANE BAGDAD ROOM NO-1 MAJAR BAGDADI SAHAB",618,512,0,1130,263,206,0,469,469,0,2,153,303,2,0,0,1,0,0,1,2,3,2,469
173,"MADARSA DARUL ULOOM GULSHANE BAGDAD ROOM NO-2 MAJAR BAGDADI SAHAB",836,697,0,1533,378,253,0,631,631,0,4,204,403,7,1,1,4,0,2,0,0,1,4,631
174,"MADARSA DARUL ULOOM GULSHANE BAGDAD ROOM NO-3 MAJAR BAGDADI SAHAB",560,464,0,1024,200,182,0,382,381,0,2,113,259,3,1,0,1,0,0,0,2,1,0,382
175,"MADARSA DARUL ULOOM GULSHANE BAGDAD ROOM NO-4  MAJAR BAGDADI SAHAB",481,467,0,948,256,175,0,431,428,0,2,192,234,1,0,0,1,0,0,1,0,0,0,431
176,"MADARSA DARUL ULOOM GULSHANE BAGDAD ROOM NO-5  MAJAR BAGDADI SAHAB",463,453,0,916,198,366,0,564,557,0,4,147,381,21,1,0,1,0,0,1,1,3,4,564
177,"MADARSA DARUL ULOOM GULSHANE BAGDAD ROOM NO-6  MAJAR BAGDADI SAHAB",499,455,0,954,222,156,0,378,372,0,1,106,264,1,1,0,3,0,0,0,1,1,0,378
178,"SHOKAT MAMORIAL SCHOOL ROOM NO-1 MASJID ZAHURUDDIN KHAN",575,472,0,1047,232,137,0,369,267,0,0,90,267,5,1,0,1,0,1,0,1,1,2,369
179,"SHOKAT MAMORIAL SCHOOL ROOM NO-2 MASJID ZAHURUDDIN KHAN",656,538,1,1195,231,112,0,343,340,0,7,86,242,2,0,0,3,0,0,1,0,1,1,343
180,"BAL VIDHYA MANDIR MONTESORY SCHOOL ROOM NO-3 MASJID ZAHURUDDIN KHAN",476,434,0,910,230,167,0,397,392,0,1,139,248,3,0,0,4,0,1,0,0,0,1,397
181,"BAL VIDHYA MANDIR MONTESORY SCHOOL ROOM NO-4 MASJID ZAHURUDDIN KHAN",742,532,0,1274,316,180,0,496,450,0,0,158,327,1,0,0,1,1,0,0,2,3,3,496
182,"BAL VIDHYA MANDIR MONTESORY SCHOOL ROOM NO-5 MASJID ZAHURUDDIN KHAN",770,593,0,1363,361,198,0,559,559,0,2,222,318,1,1,2,1,0,2,0,1,2,7,559
183,"BAL VIDHYA MANDIR MONTESORY SCHOOL ROOM NO-6 MASJID ZAHURUDDIN KHAN",621,489,0,1110,260,125,0,385,385,0,1,105,272,3,1,0,1,0,0,0,0,0,2,385
184,"GOVT PRIMARY SCHOOL ROOM NO-1 GHER SALAWAT KHAN",653,530,0,1183,319,189,0,508,508,0,1,87,405,0,0,2,2,0,0,2,2,0,7,508
185,"GOVT PRIMARY SCHOOL ROOM NO-2 GHER SALAWAT KHAN",581,525,0,1106,262,153,0,415,413,0,1,89,306,3,0,0,0,1,3,1,0,1,10,415
186,"EAST WEST PUBLIC SCHOOL ROOM NO-1 KHATKAN",573,504,0,1077,281,212,0,493,485,0,4,160,318,6,0,0,3,0,1,0,0,0,1,493
187,"EAST WEST PUBLIC SCHOOL ROOM NO-2 KHATKAN",585,468,0,1053,303,200,0,503,503,0,2,125,290,82,0,0,0,1,1,0,0,0,2,503
188,"EAST WEST PUBLIC SCHOOL ROOM NO-3 KHATKAN",699,670,0,1369,325,219,0,544,525,0,1,157,376,2,0,0,3,0,0,0,2,1,2,544
189,"GOVT. MURTAZA INTER COLLEGE ROOM NO-1 MOLANA MOHAMMAD ALI JOHAR MARG",521,405,0,926,241,182,0,423,419,0,10,14,55,325,9,3,1,0,1,2,0,0,3,423
190,"GOVT. MURTAZA INTER COLLEGE ROOM NO-2 MOLANA MOHAMMAD ALI JOHAR MARG",562,454,0,1016,301,220,0,521,521,0,8,13,42,447,4,2,0,0,1,1,2,1,0,521
191,"GOVT. MURTAZA INTER COLLEGE ROOM NO-3 MOLANA MOHAMMAD ALI JOHAR MARG",510,438,0,948,153,136,0,289,275,0,2,41,55,182,1,0,3,0,1,0,0,0,4,289
192,"GOVT. MURTAZA INTER COLLEGE ROOM NO-4 MOLANA MOHAMMAD ALI JOHAR MARG",625,533,0,1158,286,229,0,515,504,0,8,68,104,319,2,0,2,3,0,1,0,1,7,515
193,"GOVT. MURTAZA INTER COLLEGE ROOM NO-5 MOLANA MOHAMMAD ALI JOHAR MARG",497,458,0,955,217,185,0,402,400,0,4,49,75,266,0,0,4,1,0,0,0,0,3,402
194,"GOVT. MURTAZA INTER COLLEGE ROOM NO-6 MOLANA MOHAMMAD ALI JOHAR MARG",517,490,0,1007,265,230,0,495,485,0,15,44,70,362,1,0,1,0,0,0,0,0,2,495
195,"OFFICE ZILA PARISHAD ROOM NO-1MOLANA MOHAMMAD ALI JOHAR MARG",755,640,0,1395,312,266,0,578,578,0,2,158,114,295,0,1,6,0,0,0,1,1,0,578
196,"OFFICE ZILA PARISHAD ROOM NO-2 MOLANA MOHAMMAD ALI JOHAR MARG",444,434,0,878,207,190,0,397,391,0,25,96,96,171,0,1,7,0,0,0,0,0,1,397
197,"OFFICE ZILA PARISHAD ROOM NO-3 MOLANA MOHAMMAD ALI JOHAR MARG",617,519,0,1136,173,172,0,345,345,0,23,37,40,241,1,0,0,0,0,0,0,0,3,345
198,"OFFICE ZILA PARISHAD ROOM NO-4 MOLANA MOHAMMAD ALI JOHAR MARG",640,536,0,1176,251,199,0,450,448,0,17,21,31,369,1,2,0,0,2,0,0,1,6,450
199,"OFFICE ZILA KRISHI ADHIKARI ROOM NO-1 MOLANA MOHAMMAD ALI JOHAR MARG",510,390,0,900,270,203,0,473,454,0,2,11,8,431,10,2,0,1,1,0,2,1,4,473
200,"OFFICE ZILA KRISHI ADHIKARI ROOM NO-2 MO",,,,,,,,,,,,,,,,,,,,,,,,
