"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
177,"P.V. RAUTPAR .R.N. 2",496,416,0,912,263,226,0,489,489,0,295,121,44,1,5,0,0,1,1,3,2,1,1,3,2,9,489
178,"J.H.S. VARUADIH",445,329,0,774,250,192,0,442,442,0,220,105,94,12,1,0,0,0,4,1,0,0,0,0,0,5,442
179,"P.V. KUSHMAUNI",520,392,0,912,260,215,0,475,475,0,297,68,5,72,3,4,1,2,0,3,2,2,2,3,3,8,475
180,"J.H.S. BAIKUNTHPUR .R.N. 1",808,648,0,1456,431,362,0,793,793,0,320,180,48,124,23,1,2,8,7,9,7,11,7,7,9,30,793
181,"J.H.S. BAIKUNTHPUR .R.N. 2",651,515,0,1166,381,312,0,693,693,0,477,143,38,24,2,0,0,0,0,5,1,0,0,0,0,3,693
182,"P.V. BHAWANIPUR",312,234,0,546,168,133,0,301,301,0,84,64,145,4,0,1,0,1,0,1,1,0,0,0,0,0,301
183,"P.V. KULKULA ISTHAN BARIYARPUR .R.N. 1",775,683,0,1458,422,383,0,805,805,0,86,191,472,42,3,0,2,3,3,1,0,0,0,2,0,0,805
184,"P.V. KULKULA ISTHAN BARIYARPUR .R.N. 2",234,199,0,433,126,104,0,230,230,0,45,42,139,1,0,0,0,0,0,1,0,1,0,0,1,0,230
185,"N.P.SHAHI .I.C. BARIYARPUR .R.N.1",822,590,0,1412,450,365,0,815,815,428,428,192,140,14,3,1,0,3,5,3,2,4,5,2,4,9,815
186,"N.P.SHAHI .I.C. BARIYARPUR .R.N.2",726,567,0,1293,361,336,0,697,679,0,322,163,150,10,1,0,2,33,3,5,0,0,1,2,1,4,697
187,"N.P.SHAHI .I.C. BARIYARPUR .R.N.3",469,408,0,877,238,229,0,467,467,0,191,131,119,5,0,1,3,1,3,6,0,0,2,1,1,3,467
188,"N.P.SHAHI .I.C. BARIYARPUR .R.N.4",491,364,0,855,236,156,0,392,392,0,195,45,117,11,2,2,1,1,3,4,0,0,3,2,2,4,392
189,"P.V. BADHARA TOLA BARIYARPUR .R.N.1",707,537,0,1244,347,329,0,676,676,0,468,75,51,9,2,2,2,2,9,11,0,2,21,2,5,15,676
190,"P.V. BADHARA TOLA BARIYARPUR .R.N.2",585,502,0,1087,304,270,0,574,574,0,165,150,170,62,2,0,1,1,3,9,1,0,2,3,1,4,574
191,"P.V. BHADSARA TOLA BARIYARPUR .R.N.1",609,490,0,1099,320,284,0,604,604,0,244,91,234,12,4,2,0,3,5,1,1,0,4,3,0,0,604
192,"P.V. BHADSARA TOLA BARIYARPUR .R.N.2",553,430,0,983,247,242,0,489,489,0,222,157,65,9,1,0,1,6,6,2,1,1,8,4,1,5,489
193,"P.V. BARAITHA",743,623,0,1366,392,393,0,785,785,0,422,196,88,28,2,0,2,3,3,9,3,1,1,2,7,18,785
194,"P.V. AMGHAT",471,436,0,907,228,255,0,483,483,0,267,137,58,8,0,0,1,1,0,1,0,0,0,3,1,6,483
195,"P.V. BELVANIYA URF HASIMCHAK .R.N. 1",631,550,0,1181,371,318,0,689,689,0,254,316,70,8,29,0,1,1,4,3,0,1,0,0,1,1,689
196,"P.V. BELVANIYA URF HASIMCHAK .R.N. 2",327,235,0,562,184,147,0,331,331,0,152,113,51,5,2,1,0,0,2,0,1,1,0,1,0,2,331
197,"P.V. SISVA",691,550,0,1241,333,301,0,634,634,0,491,59,35,12,3,2,4,3,7,7,1,0,1,0,4,5,634
198,"YOHIRAJ.D.B.J.H.S. SARAURA .R.N.1",612,513,0,1125,331,319,0,650,650,0,411,86,73,24,3,0,2,2,6,9,2,2,3,6,8,13,650
199,"YOHIRAJ.D.B.J.H.S. SARAURA .R.N.2",753,595,1,1349,384,370,0,754,754,0,205,249,239,21,3,1,2,0,4,4,2,1,5,5,5,8,754
200,"P.V. MAHUI",675,628,0,1303,344,284,0,628,628,0,208,43,339,15,3,0,1,2,2,1,1,1,4,4,1,3,628
201,"P.V. KARAUNDI",898,623,0,1521,437,372,0,809,809,0,445,62,201,31,3,3,3,2,8,9,2,2,2,8,6,22,809
202,"P.V. MADHOPUR .R.N. 1",613,542,0,1155,296,309,0,605,605,0,446,40,31,36,1,0,2,0,3,8,0,2,4,1,5,26,605
203,"P.V. MADHOPUR .R.N. 2",511,404,0,915,283,237,0,520,520,0,103,205,145,12,3,2,3,3,4,6,1,0,5,9,10,9,520
204,"P.V. PARASIYA KARKATHI .R.N. 1",751,627,0,1378,416,364,0,780,780,0,193,375,159,14,2,3,3,5,3,7,0,1,1,2,5,7,780
205,"P.V. PARASIYA KARKATHI .R.N. 2",724,614,0,1338,366,316,0,682,682,0,332,149,128,31,5,1,1,1,5,7,1,5,4,3,2,7,682
206,"P.V.KHAJURI KARAUTA .R.N.1",147,119,0,266,73,67,0,140,140,0,67,63,1,1,0,0,0,0,1,0,1,0,0,1,0,5,140
207,"J.H.S. KHAJURI KARAUTA R.N.2",437,334,0,771,220,183,0,403,403,0,72,44,263,12,0,0,0,1,2,1,0,1,1,2,1,3,403
208,"J.H.S. KHAJURI KARAUTA R.N.3",463,398,0,861,227,216,0,443,443,0,211,35,154,17,1,2,0,0,8,6,2,0,1,1,1,4,443
209,"P.V.NOONKHAR .R.N.1",470,394,0,864,220,183,0,403,403,0,154,19,194,25,1,0,0,0,3,1,1,0,0,0,0,5,403
210,"P.V. NOONKHAR .R.N.2",426,361,0,787,221,208,0,429,429,0,321,17,44,25,1,2,0,0,0,5,2,1,1,0,2,8,429
211,"J.H.S. NOONKHAR .R.N. 1",390,305,0,695,230,196,0,426,426,0,223,147,32,11,0,0,0,2,4,0,0,0,1,1,1,4,426
212,"J.H.S. NOONKHAR .R.N. 2",546,398,0,944,291,215,0,506,506,0,448,16,17,14,1,0,0,0,0,2,0,0,0,1,3,4,506
213,"J.H.S. NOONKHAR .R.N. 3",647,549,0,1196,203,368,0,571,571,0,276,180,60,15,3,2,3,3,8,7,2,1,0,0,1,10,571
214,"P.V. BASDILA .R.N. 1",669,510,0,1179,361,314,0,675,675,0,329,288,16,15,4,1,1,1,2,5,3,0,5,1,1,3,675
215,"P.V. BASDILA .R.N. 2",855,638,0,1493,352,328,0,680,680,0,470,149,10,18,8,2,1,2,5,4,1,4,1,0,1,4,680
216,"J.H.S. NARAULI SANGRAM",148,134,0,282,84,80,0,164,164,0,95,62,3,4,0,0,0,0,0,0,0,0,0,0,0,0,164
217,"P.V. NARAULI BHIKHAM",324,285,0,609,173,173,0,346,346,0,120,72,139,7,2,0,0,2,2,1,0,0,0,0,0,1,346
218,P.V.TENUA,554,441,0,995,371,248,0,619,619,0,257,188,132,14,4,0,1,1,1,7,4,0,1,3,1,5,619
219,"K.P.V. BHAWANI CHHAPRA",591,491,0,1082,338,311,0,649,649,0,371,186,35,16,7,0,2,4,1,4,1,0,2,1,5,14,649
220,"P.V. KHUKHUNDU .R.N.1",388,291,0,679,173,136,0,309,309,0,176,82,21,18,3,0,0,1,0,1,0,1,0,2,1,3,309
221,"P.V.KHUKHUNDU .R.N. 2",582,480,0,1062,266,247,0,513,513,0,280,112,42,40,3,0,1,1,1,7,1,0,3,3,4,15,513
222,"P.V. KHUKHUNDU .R.N.3",498,403,0,901,264,224,0,488,488,0,395,39,10,29,3,1,1,1,0,5,0,0,0,0,1,3,488
223,"J.H.S. KHUKHUNDU .R.N. 1",607,521,0,1128,361,306,0,667,667,0,369,143,62,52,8,1,2,2,7,7,1,1,0,2,3,7,667
224,"J.H.S. KHUKHUNDU .R.N. 2",582,488,0,1070,289,266,0,555,555,0,133,282,41,41,6,0,4,1,9,4,1,5,2,5,7,14,555
225,"J.H.S. KHUKHUNDU .R.N. 3",387,301,0,688,209,120,0,329,329,1047,104,142,49,18,0,0,2,3,5,2,1,0,1,0,0,2,329
226,"P.V. KHIRSAR",465,367,0,832,245,230,0,475,475,0,173,133,129,20,2,0,0,0,2,3,2,1,4,1,1,4,475
227,"P.V. SISVAR",318,242,0,560,151,153,0,304,304,0,188,13,84,8,0,0,1,0,1,3,0,0,0,0,3,3,304
228,"P.V. SURHA",555,432,0,987,285,235,0,520,520,0,333,132,18,10,2,0,0,1,1,5,0,1,2,1,8,6,520
229,"P.V. SAJHVAR .R.N. 1",191,166,0,357,85,84,0,169,169,0,108,35,9,6,5,1,0,0,2,0,0,0,0,2,0,1,169
230,"P.V. SAJHVAR .R.N. 2",294,227,0,521,168,153,0,321,321,0,203,75,5,24,1,1,0,0,2,1,0,0,0,0,2,7,321
231,"J.H.S. JAITPURA .R.N.1",354,297,0,651,270,226,0,496,496,0,7,468,11,6,2,0,0,0,1,1,0,0,0,0,0,0,496
232,"J.H.S. JAITPURA .R.N.2",565,504,0,1069,347,359,0,706,706,0,41,639,15,4,3,0,0,0,3,1,0,0,0,0,0,0,706
233,"J.H.S. MAGHRAICH .R.N.1",243,204,0,447,155,98,0,253,253,0,0,226,7,5,1,1,1,0,2,0,1,1,1,3,4,0,253
234,"J.H.S. MAGHRAICH .R.N.2",900,725,0,1625,422,389,0,811,811,0,471,196,35,15,4,2,2,33,7,9,2,4,3,4,7,17,811
235,"P.V. DHANAUTI",356,285,0,641,154,142,0,296,296,0,119,55,87,10,0,0,3,4,1,2,1,1,1,2,4,6,296
236,"P.V. SISAI",787,645,0,1432,412,345,0,757,757,0,492,144,77,22,0,3,0,0,2,8,3,0,0,0,1,5,757
237,"P.V. BARDIHA",783,597,0,1380,285,398,0,683,683,0,264,227,128,30,2,1,0,2,8,5,5,1,2,1,4,3,683
238,"P.V. PAVANAR .R.N.1",511,421,0,932,262,204,0,466,466,0,111,175,156,15,1,0,0,0,1,0,0,0,2,3,2,0,466
239,"P.V. PAVANAR .R.N.2",443,361,0,804,193,200,0,393,393,0,227,110,23,12,7,0,0,1,2,3,0,1,2,0,3,2,393
240,"P.V. PIPRA SHIKLA",773,629,0,1402,393,314,0,707,707,0,473,67,114,24,2,0,0,0,1,4,1,1,5,1,4,10,707
241,"P.V. RUPAI",851,719,0,1570,498,395,0,893,893,0,635,184,10,29,3,1,1,0,3,6,0,1,2,2,5,11,893
242,"HARIJAN .P.V. SATHIYAVAN .R.N.1",533,429,0,962,291,255,0,546,546,0,378,84,10,57,4,0,1,0,1,3,0,0,0,0,3,5,546
243,"HARIJAN .P.V. SATHIYAVAN .R.N.2",463,382,0,845,211,179,0,390,390,0,245,71,41,24,3,0,0,0,3,2,0,0,0,0,0,1,390
244,"P.V. AHIRAULI .R.N.1",735,613,0,1348,358,331,0,689,689,0,446,97,36,71,1,2,1,0,2,1,0,1,21,0,2,8,689
245,"P.V. AHIRAULI .R.N.2",592,468,0,1060,316,248,0,564,564,0,306,87,78,51,3,2,1,4,9,1,8,0,9,0,3,2,564
246,"P.V. AGHILA",517,445,0,962,272,227,0,499,499,124,124,20,329,10,8,0,0,0,1,2,0,1,1,2,0,1,499
247,"P.V. PIPRA DEVRAJ",685,591,2,1278,339,316,0,655,655,0,386,146,58,40,3,0,0,2,6,5,0,1,0,1,0,7,655
248,"P.V. JIRASO",585,487,0,1072,290,259,0,549,549,0,331,53,120,25,0,0,0,3,2,8,0,0,1,3,2,1,549
249,"P.V. BELWA BABU",593,476,1,1070,276,227,0,503,503,0,332,86,39,22,2,0,0,1,0,5,1,1,1,2,3,8,503
250,P.V.AMVA,514,415,0,929,302,322,0,624,624,0,345,218,38,17,0,0,0,0,2,2,0,0,0,0,2,0,624
251,"P.V. PURNA CHHAPRA",665,520,0,1185,348,270,0,618,618,0,452,94,26,26,0,0,1,0,0,2,1,3,0,3,1,9,618
252,"P.V. PARSAUNI",704,589,0,1293,392,336,0,728,728,0,188,100,397,14,0,0,2,1,2,3,6,1,0,2,2,10,728
253,"P.V. SALLAHPUR .R.N.1",815,671,0,1486,391,327,0,718,718,0,312,101,235,22,7,2,0,3,3,9,3,1,5,0,4,11,718
254,"P.V. SALLAHPUR .R.N.2",367,315,0,682,173,148,0,321,321,1489,148,64,87,8,0,0,0,2,3,1,0,0,2,2,1,3,321
255,"P.V. DEORIA",303,277,0,580,169,177,0,346,346,0,192,44,88,8,0,1,1,0,0,3,0,1,1,1,2,4,346
256,"P.V. FATHEHPUR",504,439,0,943,271,251,0,522,522,0,195,146,137,25,8,0,0,2,0,3,0,2,2,0,0,2,522
257,"P.V. TEGHRA",432,382,0,814,246,224,0,470,470,0,257,92,108,6,1,0,0,0,2,0,0,0,0,1,0,3,470
258,"P.V. KHORIBARI .R.N.1",524,409,0,933,279,217,0,496,496,0,160,156,134,11,4,0,1,1,3,8,2,1,2,2,2,9,496
259,"P.V. KHORIBARI .R.N.2",763,673,0,1436,337,313,0,650,650,0,380,176,15,36,3,2,2,0,2,1,2,0,7,6,5,13,650
260,"P.V. LAXMIPUR",754,641,0,1395,310,305,0,615,615,0,309,142,77,18,0,1,0,1,8,10,3,1,7,5,9,24,615
261,"P.V. MAHURAVN",585,463,0,1048,261,254,0,515,515,0,297,83,98,10,8,1,0,2,4,8,0,0,1,0,1,2,515
262,"P.V. RAMPUR .R.N.1",685,573,0,1258,317,307,0,624,624,0,167,170,237,24,3,2,3,1,7,3,0,0,1,1,5,0,624
263,"P.V. RAMPUR .R.N.2",776,687,0,1463,355,300,0,655,655,0,309,126,181,22,2,1,0,0,5,2,1,0,0,5,1,0,655
264,"P.V. CHAKAUR TIWARI",397,344,0,741,170,172,0,342,342,0,97,91,139,5,1,0,1,0,2,0,0,0,1,1,0,4,342
265,"P.V. VANKATA SHIV",825,691,0,1516,340,315,0,655,655,0,281,68,168,62,12,2,1,0,3,10,9,6,6,4,6,17,655
266,"P.V. BAIDH MISHRAULI",385,319,0,704,245,216,0,461,461,0,291,44,93,9,2,0,0,2,4,5,2,0,0,0,1,8,461
267,"J.H.S. DUMARI",561,449,0,1010,309,257,0,566,566,0,396,43,42,7,1,0,2,54,2,9,1,0,1,0,2,6,566
268,"P.V. PIPRA DIXIT",644,510,0,1154,300,275,0,575,575,0,317,161,55,14,3,1,0,1,1,2,3,0,3,3,3,8,575
269,"P.V. JIGNA DITXIT .R.N.1",181,146,0,327,85,59,0,144,144,0,88,2,39,4,0,0,0,7,1,1,0,1,0,0,1,0,144
270,"P.V. JIGNA DITXIT .R.N.2",651,557,0,1208,416,300,0,716,716,0,412,104,126,37,9,3,2,5,2,8,0,0,1,1,2,4,716
271,"P.V. MISHRAULI DIXIT .R.N.1",253,213,0,466,107,105,0,212,212,0,147,43,6,5,4,0,1,0,0,2,1,0,1,0,1,1,212
272,"P.V. MISHRAULI DIXIT .R.N.2",632,582,0,1214,335,262,0,597,597,0,367,147,35,14,8,0,2,0,4,4,1,3,3,2,2,5,597
273,"P.V. RAMPUR KHURHURIYA",734,570,0,1304,302,273,0,575,575,0,440,54,8,54,2,0,1,1,3,0,4,1,2,1,1,3,575
274,"JAL NIGAM OFFICE BHATNI .R.N.1",621,513,0,1134,246,160,0,406,406,0,139,70,153,34,2,0,1,0,1,0,1,0,0,2,2,1,406
275,"JAL NIGAM OFFICE BHATNI R.N.2",233,146,0,379,124,71,0,195,195,0,148,24,8,14,1,0,0,0,0,0,0,0,0,0,0,0,195
276,"SUBASH .I.C.BHATNI. R.N.1",489,401,0,890,247,212,0,459,459,0,213,169,48,13,2,0,1,2,0,1,0,0,0,3,3,4,459
277,"SUBASH .I.C.BHATNI. R.N.2",764,623,0,1387,448,326,0,774,774,0,612,100,28,18,3,1,1,0,0,2,1,1,0,0,0,7,774
278,"SUBASH .I.C.BHATNI. R.N.3",661,521,0,1182,408,282,0,690,690,0,602,39,23,12,4,1,0,0,0,1,1,0,1,0,0,6,690
279,"SUBASH .I.C.BHATNI. R.N.4",526,468,0,994,342,268,0,610,610,0,290,5,251,13,8,2,0,15,2,9,0,1,2,3,4,5,610
280,"SUBASH .I.C.BHATNI. R.N.5",778,593,0,1371,400,318,0,718,718,0,319,193,141,36,6,3,1,1,3,4,0,0,1,2,3,5,718
281,"SUBASH .I.C.BHATNI. R.N.6",456,387,0,843,243,282,0,525,525,0,428,71,14,4,0,0,0,0,1,1,1,0,0,0,2,3,525
282,"P.V. HATVA NAKHANI .R.N.1",283,210,0,493,135,113,0,248,248,0,97,120,7,11,0,0,0,0,1,2,0,0,0,2,4,4,248
283,"P.V. HATVA NAKHANI .R.N.2",815,683,0,1498,435,341,0,776,776,0,486,79,111,62,4,1,1,1,1,3,6,3,2,3,1,12,776
284,"P.V BIRSINGHPUR",601,494,0,1095,282,280,0,562,562,0,429,27,59,34,0,0,0,0,1,3,0,0,0,0,1,8,562
285,H.S.EKDANGA,341,270,0,611,161,129,0,290,290,0,212,45,5,10,3,0,0,0,1,0,1,0,0,1,3,9,290
286,"P.V. SISVA",369,329,0,698,191,158,0,349,349,0,232,6,56,52,0,0,0,0,0,1,0,0,0,0,0,2,349
287,"K.P.V. SAHOPAR .R.N.1",333,257,1,591,207,161,0,368,368,0,55,269,22,11,1,1,1,2,4,1,0,0,0,1,0,0,368
288,"K.P.V. SAHOPAR .R.N.2",541,431,0,972,275,247,0,522,522,0,167,79,228,23,3,0,5,4,0,5,1,0,1,2,1,3,522
289,"P.V. SAHOPAR TOLA MAHADEVA 1",767,606,0,1373,363,309,0,672,672,0,389,152,24,60,4,0,2,0,5,7,3,3,3,3,6,11,672
290,"P.V. SAHOPAR TOLA MAHADEVA TOLA  2",136,117,0,253,63,63,0,126,126,0,69,44,7,0,2,0,0,0,1,0,0,0,0,0,1,2,126
291,"P.V. BARSATH",781,629,0,1410,406,340,0,746,746,0,392,94,202,14,3,1,0,6,7,3,2,1,1,4,5,11,746
292,"P.V. RAJAVAL .R.N.1",673,516,1,1190,297,260,0,557,557,0,212,106,194,14,2,0,2,0,4,5,1,2,0,3,1,11,557
293,"P.V. RAJAVAL .R.N.2",323,239,0,562,140,146,0,286,286,0,148,110,10,8,0,0,0,0,2,1,1,1,0,0,4,1,286
294,"P.V. BAHORVA",434,367,0,801,235,218,0,453,453,0,324,86,26,12,0,0,0,0,0,0,0,0,0,2,1,2,453
295,"P.V. MUJURI KHURAD",498,401,0,899,311,277,0,588,588,0,280,100,183,14,4,0,0,2,2,0,0,0,0,1,1,1,588
296,"J.H.S. KAMHARIYA .R.N.1",646,553,0,1199,347,337,0,684,684,0,292,200,126,30,5,1,0,0,2,6,3,1,2,3,1,12,684
297,"J.H.S. KAMHARIYA .R.N.2",307,273,0,580,151,161,0,312,312,0,110,135,37,6,0,2,0,1,2,1,1,2,3,6,1,5,312
298,"P.V. BAIDAULI",529,442,0,971,196,181,0,377,377,0,291,43,20,8,1,1,1,0,3,1,0,0,1,4,1,2,377
299,"P.V MANGRAICHI",246,206,0,452,162,150,0,312,312,0,127,110,48,9,1,0,0,0,0,7,0,0,1,1,0,8,312
300,"P.V. PADARI PANDAY R.N.1",699,620,0,1319,345,320,0,665,665,0,281,307,35,14,0,1,4,0,2,0,0,0,5,3,0,13,665
301,"P.V. PADARI PANDAY R.N.2",594,498,0,1092,289,262,0,551,551,0,263,131,117,17,4,1,2,0,3,3,0,0,2,2,3,3,551
302,"P.V. KOLA",867,707,0,1574,434,397,0,831,831,0,520,149,107,19,4,3,2,3,3,9,1,0,0,2,3,6,831
303,"P.V. PADARI JHHLIPAR",735,654,0,1389,394,365,0,759,759,0,547,140,19,19,2,0,1,5,3,6,1,0,1,0,4,11,759
304,"P.V. BHARAULI",374,321,0,695,224,188,0,412,412,0,266,42,73,9,1,1,2,1,5,2,2,1,0,0,3,4,412
305,"P.V. DUBAULI",360,296,0,656,187,191,0,378,378,0,164,191,6,5,1,0,0,0,2,1,2,0,0,1,1,4,378
306,"P.V. MAJHVALIYA R.N. 1",388,311,0,699,209,159,0,368,368,0,201,30,124,1,1,0,0,0,0,0,1,1,1,1,1,6,368
307,"P.V. MAJHVALIYA R.N. 2",768,600,1,1369,295,227,0,522,522,0,312,44,97,34,2,0,1,26,0,1,0,0,0,1,0,4,522
308,"P.V. MAHUAI PANDAY",465,395,0,860,234,249,0,483,483,296,296,33,57,51,2,0,1,7,4,11,3,5,6,0,0,7,483
309,"P.V. PADARI WANMALI",265,225,0,490,126,123,0,249,249,0,155,50,30,2,1,0,0,0,1,3,0,1,0,2,3,1,249
310,"P.V. GHUSARI",375,316,0,691,225,193,0,418,418,0,285,80,11,33,2,2,1,0,0,2,0,0,0,0,0,2,418
311,"P.V. SEMARA",240,191,0,431,123,104,0,227,227,0,147,32,24,15,0,1,0,0,0,1,0,0,1,1,2,3,227
312,"P.V. KODRA THAKUR",332,295,0,627,153,168,0,321,321,0,151,30,97,14,0,1,3,4,2,5,0,3,1,0,2,8,321
313,"P.V. KODRA DIRGAH",396,336,0,732,191,205,0,396,396,0,174,43,75,11,2,0,0,69,1,4,0,1,2,4,4,6,396
314,"J.H.S. SEMRA GHUSARI",174,158,0,332,89,96,0,185,185,0,21,2,157,1,2,0,0,0,1,0,0,0,0,1,0,0,185
315,"J.H.S BADPURVA .R.N.1",565,497,0,1062,257,282,0,539,539,0,151,288,73,11,0,0,0,0,5,4,1,0,1,0,1,4,539
316,"J.H.S.BADPURVA .R.N.2",307,227,0,534,159,105,0,264,264,0,134,12,94,4,1,1,0,14,1,1,0,0,0,0,0,2,264
317,"P.V.KHURDHAR KHOR",587,501,0,1088,281,336,0,617,617,0,422,118,17,23,1,2,1,0,1,4,4,1,4,2,4,13,617
318,"SHREE BHAGWAN L.M.V  MUJURI BUJURAG",409,382,0,791,286,251,0,537,537,0,168,135,212,9,3,1,0,0,4,0,1,1,1,0,2,0,537
319,"P.V. CHANDPAR .R.N.1",502,361,1,864,250,208,0,458,458,0,219,182,22,17,3,0,0,3,1,1,1,0,2,3,0,4,458
320,"P.V. CHANDPAR .R.N.2",391,323,0,714,195,149,0,344,344,0,240,22,47,9,3,1,1,1,3,5,1,1,2,0,2,6,344
321,"P.V. MISHRAULI",314,241,0,555,178,113,0,291,291,0,128,51,75,23,2,0,0,2,1,4,1,0,1,2,1,0,291
322,"P.V. SAKARAPAR",551,473,0,1024,269,255,0,524,524,0,322,12,118,11,0,1,0,43,3,4,0,3,1,0,1,5,524
323,"P.V. DEVGHAT",662,519,0,1181,328,252,0,580,580,0,353,25,175,11,5,0,0,1,3,2,0,0,0,1,3,1,580
324,"P.V. CHHAPIYA JAIDEV .R.N.1",140,115,0,255,93,68,0,161,161,0,140,1,5,5,0,0,1,0,1,0,0,0,0,0,0,8,161
325,"P.V. CHHAPIYA JAIDEV .R.N.2",726,599,0,1325,398,341,0,739,739,0,434,111,112,34,6,1,1,1,6,5,2,3,1,2,7,13,739
326,"P.V. JIGNA MISHRA .R.N.1",437,368,0,805,223,173,0,396,396,0,315,5,2,65,1,0,1,0,1,1,1,0,0,0,1,3,396
327,"P.V. JIGNA MISHRA .R.N.2",473,391,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"P.V. KURMAUTH THAKUR",589,513,0,1102,295,228,0,523,523,0,254,146,76,15,3,0,0,2,4,5,0,1,4,0,3,10,523
329,"P.V. GAUNARIYA",156,147,0,303,97,97,0,194,194,0,146,2,30,7,1,0,0,0,0,1,0,0,1,0,3,3,194
330,"P.V. CHHAVANI TOLA .R.N. 1 BHARAHECHAURA",826,669,0,1495,394,278,0,672,672,0,417,58,106,38,0,0,1,1,6,6,4,1,6,3,6,19,672
331,"P.V. CHHAVANI TOLA .R.N. 2 BHARAHECHAURA",805,626,0,1431,298,240,0,538,538,0,357,92,10,21,9,2,3,0,3,18,4,1,3,4,6,5,538
332,"K.P.V. BHARHECHAURA .R.N.1",796,658,0,1454,312,291,0,603,603,0,220,206,98,36,6,1,2,2,7,7,0,0,3,0,4,11,603
333,"K.P.V. BHARHECHAURA .R.N.2",436,378,0,814,185,165,0,350,350,0,142,91,78,22,3,1,1,0,1,0,0,0,4,0,2,5,350
334,"P.V. CHANDAULI",270,219,0,489,125,114,0,239,239,0,138,19,65,8,2,0,0,0,2,3,0,0,0,1,0,1,239
335,"P.V. BEHARADAVAR .R.N. 1",611,497,0,1108,258,212,0,470,470,0,207,126,102,8,1,0,0,2,6,5,1,1,2,0,2,7,470
336,"P.V. BEHARADAVAR .R.N. 2",526,423,0,949,292,220,0,512,512,0,293,136,30,10,2,0,1,2,4,4,0,3,2,1,6,18,512
337,"P.V. USKA .R.N.1",572,500,0,1072,259,172,0,431,431,0,241,86,38,34,2,0,2,8,1,8,0,2,0,2,2,5,431
338,"P.V. USKA .R.N.2",407,360,0,767,172,155,0,327,327,0,223,72,11,8,1,0,0,3,1,0,0,0,4,1,0,3,327
339,"P.V. USKA .R.N. 3",445,381,0,826,164,136,0,300,300,0,179,9,81,9,4,2,0,1,0,4,2,1,1,2,1,4,300
340,"J.H.S. BHARTOLI USKA",187,150,0,337,92,82,0,174,174,0,29,2,9,4,1,1,1,114,1,4,0,0,1,0,0,7,174
341,"P.V. SAVREJI .R.N.1",619,457,0,1076,293,241,0,534,534,0,208,58,179,62,4,0,1,2,2,1,0,1,0,1,5,10,534
342,"P.V. SAVREJI .R.N.2",439,362,0,801,218,198,0,416,416,0,348,6,12,15,3,0,0,1,0,10,0,2,2,0,3,14,416
343,"P.V. SAVREJI .R.N.3",522,450,0,972,255,180,0,435,435,0,155,196,26,22,5,1,0,1,4,3,1,0,4,1,5,11,435
344,"J.H.S. DANAUR .R.N.1",590,456,0,1046,249,197,0,446,446,0,165,10,212,29,3,2,3,1,3,4,1,1,0,4,1,7,446
345,"J.H.S. DANAUR .R.N.2",360,312,0,672,163,93,0,256,256,0,207,25,11,2,0,0,0,0,2,3,1,2,1,0,0,2,256
346,"J.H.S. DANAUR .R.N.3",380,281,0,661,200,177,0,377,377,0,175,147,39,4,3,0,0,1,4,1,0,0,0,0,3,0,377
347,"M.I.C. NONAPAR .R.N.1",534,456,0,990,197,163,0,360,360,0,264,30,36,19,1,0,0,1,1,1,2,1,0,0,1,3,360
348,"M.I.C. NONAPAR .R.N.2",437,363,0,800,167,162,0,329,329,0,287,18,10,6,2,2,0,1,1,0,0,0,0,0,0,2,329
349,"M.I.C. NONAPAR .R.N.3",551,429,0,980,221,199,0,420,420,0,332,47,5,20,9,1,0,0,0,1,0,0,0,1,0,4,420
350,"M.I.C. NONAPAR .R.N.4",713,565,0,1278,298,206,0,504,504,0,432,12,31,11,1,0,0,1,0,7,0,0,0,2,2,5,504
351,"P.V. BHATNI KHAS",497,395,0,892,244,230,0,474,474,0,16,285,3,0,1,2,3,131,9,4,2,0,2,5,3,8,474
352,"P.V. SINGHI DIHA",747,571,0,1318,318,304,0,622,622,0,163,117,128,17,3,2,4,139,7,8,2,5,6,6,7,8,622
353,"J.H.S. BABHANAULI KALA .R.N.1",562,529,0,1091,316,224,0,540,540,0,309,115,75,11,2,0,1,5,2,4,0,1,2,1,1,11,540
354,"J.H.S. BABHANAULI KALA .R.N.2",358,291,0,649,211,144,0,355,355,0,116,136,72,5,0,0,0,19,2,1,0,1,1,0,1,1,355
355,"P.V. VINDWALIYA MISHRA .R.N.1",671,534,0,1205,317,285,0,602,602,0,426,35,92,31,3,1,1,3,3,2,0,1,1,0,0,3,602
