"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
178,"P.V. PUWENA",206,201,0,407,148,126,0,274,274,0,95,160,1,0,0,9,1,0,0,0,2,0,2,2,2,274
179,"P.V. MUJAHIDPUR",671,564,0,1235,431,413,0,844,844,0,144,373,288,2,1,0,0,0,1,23,2,1,2,5,2,844
180,"P.V. MOHD. TAKIPUR GHASI",397,387,0,784,297,281,0,578,578,0,45,493,23,0,3,6,0,0,0,0,1,0,1,2,4,578
181,"P.V. GOPALPUR",723,648,0,1371,506,421,0,927,927,0,437,398,54,2,1,9,1,0,0,2,0,2,2,1,18,927
182,"P.V. DARIYAPUR ROOM-1",628,535,0,1163,414,360,0,774,774,0,97,381,238,1,3,36,0,0,0,2,2,3,3,4,4,774
183,"P.V. DARIYAPUR ROOM-2",271,219,0,490,215,180,0,395,395,0,175,8,200,0,0,2,0,0,0,2,0,2,0,1,5,395
184,"P.V. DHELI AHIR",207,205,0,412,143,147,0,290,290,0,160,78,48,0,0,1,0,0,0,0,0,0,0,0,3,290
185,"P.V. DHELA AHIR",540,488,0,1028,333,304,0,637,637,0,195,130,194,4,1,1,0,0,0,76,29,0,3,1,3,637
186,"DEVTA INTER COLLEGE MORNA ROOM-1",472,403,0,875,257,236,0,493,493,0,24,344,110,5,0,1,0,0,0,5,1,1,0,1,1,493
187,"DEVTA INTER COLLEGE MORNA ROOM-3",404,374,0,778,237,239,0,476,476,0,128,199,133,0,0,0,0,0,0,9,2,0,1,1,3,476
188,"DEVTA INTER COLLEGE MORNA ROOM-2",429,424,0,853,242,258,0,500,500,0,29,325,134,2,1,1,0,0,0,5,0,0,1,1,1,500
189,"DEVTA INTER COLLEGE MORNA ROOM-4",434,386,0,820,264,250,0,514,514,0,78,353,71,1,3,0,1,0,0,0,0,1,3,1,2,514
190,"P.V. MORNA",412,377,0,789,228,223,0,451,451,0,218,145,71,1,1,0,0,0,0,6,3,0,1,1,4,451
191,"P.V. SHANAJARPUR KOTT",245,229,0,474,195,185,0,380,380,0,187,176,11,0,0,0,1,0,1,0,0,1,0,0,3,380
192,"P.V. ATHAI AHIR",527,461,0,988,301,275,0,576,576,0,147,216,173,3,0,15,0,1,0,8,2,1,4,3,3,576
193,"P.V. AFJALPUR BALDANI",347,319,0,666,209,210,0,419,419,0,99,82,209,3,3,1,1,2,0,14,0,0,2,0,3,419
194,"P.V. SHAHADPUR GULAL",498,414,0,912,391,324,0,715,715,0,257,328,119,3,1,1,0,1,0,0,1,1,0,2,1,715
195,"U.. MA. VIDHLEY IBRAHIMPUR",373,314,0,687,250,177,0,427,427,0,1,245,163,0,3,2,1,0,0,0,6,0,6,0,0,427
196,"P.V. BAKHARABAD URF KHATAI",497,447,0,944,317,300,0,617,617,0,253,293,24,3,0,1,1,0,0,34,2,1,1,1,3,617
197,"PANCHAYAT GHAR TANDERA",802,642,0,1444,399,411,0,810,810,0,124,199,125,6,2,7,3,2,4,315,5,3,5,5,5,810
198,"P.V. BIRBALPUR",596,523,0,1119,396,375,0,771,771,0,251,446,25,5,4,3,4,5,1,2,0,3,4,9,9,771
199,"P.V. MIRJAPUR DHIKLI",488,483,0,971,356,351,0,707,707,0,167,503,11,2,1,4,1,2,0,0,2,2,2,5,5,707
200,"P.V. BEDA",707,616,0,1323,475,427,0,902,902,0,435,116,319,4,1,0,1,0,0,11,2,2,8,2,1,902
201,"P.V. ROSHANPUR JAGIR ROOM-1",606,501,0,1107,403,366,0,769,769,0,312,388,52,1,1,3,0,0,2,0,0,0,2,5,3,769
202,"P.V. ROSHANPUR JAGIR ROOM-2",642,549,0,1191,380,401,0,781,781,0,32,431,303,3,1,0,0,0,1,0,0,2,3,4,1,781
203,"K.PA. HASUPURA HARKISHANPUR ROOM-1",440,390,0,830,292,238,0,530,530,0,21,399,94,1,1,2,0,0,0,0,0,0,5,5,2,530
204,"K.PA. HASUPURA HARKISHANPUR ROOM-3",467,422,0,889,309,281,0,590,590,0,11,259,260,1,1,38,1,1,1,0,1,2,5,6,3,590
205,"K.PA. HASUPURA HARKISHANPUR ROOM-2",562,510,0,1072,307,300,0,607,607,0,26,545,17,0,2,3,0,0,1,0,0,4,8,1,0,607
206,"K.PA. HASUPURA HARKISHANPUR ROOM-4",427,374,0,801,242,231,0,473,473,0,395,55,11,0,2,2,0,1,0,0,0,1,0,1,5,473
207,"P.V. NOORPUR DEHAT",568,448,0,1016,390,335,0,725,725,0,291,212,131,2,0,65,0,3,1,1,1,5,3,4,6,725
208,"NAGAR PALIKA JUNIOR HIGH SCHOOL NOORPUR RROM-1",657,562,0,1219,319,272,0,591,591,0,36,488,47,0,1,2,0,0,0,6,8,1,0,1,1,591
209,"NAGAR PALIKA JUNIOR HAIGH SCHOOL NOORPUR RROM-2",736,618,0,1354,397,324,0,721,721,0,141,401,141,3,4,2,2,0,0,19,2,0,2,2,2,721
210,"NAGAR PALIKA JUNIOR HIGH SCHOOL NOORPUR RROM-3",459,421,0,880,221,207,0,428,428,0,85,244,85,1,3,1,0,0,0,2,1,0,0,2,4,428
211,"NAGAR PALIKA JUNIOR HIGH SCHOOL NOORPUR RROM-4",436,389,0,825,241,225,0,466,466,0,18,377,52,1,0,0,1,0,0,0,11,0,0,3,3,466
212,"NAGAR PALIKA JUNIOR HIGH SCHOOL NOORPUR RROM-5",658,502,0,1160,278,231,0,509,509,0,114,26,352,2,0,0,0,0,1,4,2,1,0,0,7,509
213,"NAGAR PALIKA JUNIOR HIGH SCHOOL NOORPUR RROM-6",430,406,0,836,194,207,0,401,401,0,63,93,225,2,0,1,1,0,0,3,3,2,2,1,5,401
214,"NAGAR PALIKA PARISHAD P. SHAHID SCHOOL NOORPUR ROOM-1",721,597,0,1318,307,251,0,558,558,0,55,52,361,4,2,4,2,0,0,71,0,2,3,1,1,558
215,"N.PA.PARI.P. SHAHID V. NOORPUR ROOM-2",716,617,0,1333,295,293,0,588,588,0,99,93,340,2,0,1,0,0,0,44,4,2,2,0,1,588
216,"N.PA.PARI.P. SHAHID SCHOOL NOORPUR ROOM-3",619,504,0,1123,251,242,0,493,493,0,104,19,340,2,1,4,0,1,2,10,1,3,5,0,1,493
217,"NAGAR PALIKA PARISHAD P. SHAHID SCHOOL  NOORPUR RROM-4",636,504,0,1140,283,255,0,538,538,0,60,32,404,0,0,1,1,0,0,32,3,0,4,0,1,538
218,"N.PA.PARI. BLOCK A. NOORPUR ROOM-1",852,701,0,1553,400,362,0,762,762,0,376,93,263,1,0,3,0,2,0,14,0,0,1,2,7,762
219,"N.PA.PARI. BLOCK A. NOORPUR ROOM-2",603,525,0,1128,302,284,0,586,586,0,115,344,114,0,0,2,0,0,0,2,1,0,1,5,2,586
220,"N.PA.PARI.P.V.1ST NOORPUR ROOM-1",669,604,0,1273,302,294,0,596,596,0,50,334,168,0,2,3,0,0,0,29,4,2,0,4,0,596
221,"N.PA.PARI.P.V.1ST NOORPUR ROOM-2",643,502,0,1145,210,203,0,413,413,0,38,173,177,0,1,1,0,1,0,18,2,1,1,0,0,413
222,"N.P.PARI.P.V. 1ST NOORPUR ROOM-3",744,642,0,1386,268,319,0,587,587,0,65,398,97,2,2,0,0,0,0,11,0,0,0,3,9,587
223,"N.PA.PARI.P.V. 2ND NOORPUR ROOM-1",600,525,0,1125,385,293,0,678,678,0,239,80,337,1,0,1,1,0,0,11,0,2,1,2,3,678
224,"N.PA.PARI.P.V. 2ND NOORPUR ROOM-2",876,737,0,1613,491,425,0,916,916,0,76,480,293,1,2,0,1,0,3,41,6,4,2,2,5,916
225,"KHALSA INTER COLLEGE NOORPUE ROOM-1",714,585,0,1299,276,280,0,556,556,0,57,203,256,3,1,6,1,0,2,19,1,1,2,1,3,556
226,"KHALSA INTER COLLEGE NOORPUE ROOM-2",411,375,0,786,233,212,0,445,445,0,23,334,67,0,1,8,0,0,0,5,2,0,0,4,1,445
227,"KHALSA INTER COLLEGE NOORPUE ROOM-3",607,507,0,1114,320,248,0,568,568,0,69,109,324,2,1,1,1,0,0,44,4,3,1,4,5,568
228,"KHALSA INTER COLLEGE NOORPUE ROOM-5",515,470,0,985,246,242,0,488,488,0,61,46,346,1,0,0,2,0,0,27,1,0,1,1,2,488
229,"KHALSA INTER COLLEGE NOORPUE ROOM-4",530,450,0,980,261,239,0,500,500,0,90,58,304,2,0,0,0,0,0,40,3,1,1,1,0,500
230,"KHALSA INTER COLLEGE NOORPUE ROOM-6",462,415,0,877,212,206,0,418,418,0,72,28,240,5,2,1,0,0,0,63,2,0,4,1,0,418
231,"N.PA.SEH.GANNA SAMITI NOORPUR ROOM-1",578,530,0,1108,239,286,0,525,525,0,118,332,64,0,0,0,0,0,0,3,7,0,1,0,0,525
232,"N.PA.SEH.GANNA SAMITI NOORPUR ROOM-2",333,311,0,644,179,179,0,358,358,0,81,242,33,0,0,0,0,0,0,2,0,0,0,0,0,358
233,"P.V. MANDORA",620,548,0,1168,459,376,0,835,835,0,77,456,231,2,3,44,3,2,1,3,0,0,4,5,4,835
234,"P.V. ASADPUR DHAMROLI",235,198,0,433,172,155,0,327,327,0,16,180,122,1,0,0,0,1,0,1,0,1,1,2,2,327
235,"P.V. DHOLAGAD",435,386,0,821,312,257,0,569,569,0,154,260,142,2,3,0,0,0,0,0,0,0,3,5,0,569
236,"P.V. LUTFIPUR",344,296,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"P.V. BALDANA SHAFIPUR",728,632,0,1360,475,453,0,928,928,0,183,251,465,5,2,0,1,0,0,3,0,0,4,10,4,928
238,".V. KUNDA KHURD ROOM-1",751,646,0,1397,510,443,0,953,953,0,351,216,328,3,2,1,0,0,0,41,1,1,4,1,4,953
239,"P.V. KUNDA KHURD ROOM-2",273,233,0,506,187,132,0,319,319,0,56,13,220,1,1,1,0,0,0,19,0,1,3,1,3,319
240,"P.V. DAVKHEDI MEW",210,192,0,402,188,154,0,342,342,0,22,295,11,0,0,1,0,0,0,0,1,0,1,7,4,342
241,"P.V. PANIYALA ROOM-1",712,609,0,1321,453,433,0,886,886,0,283,185,370,4,1,2,2,1,0,15,0,2,3,5,13,886
242,"P.V. PANIYALA ROOM-2",567,484,0,1051,317,320,0,637,637,0,161,5,384,4,0,0,1,1,0,72,2,1,4,1,1,637
243,"P.V. MAHDUD NASHO",602,544,0,1146,325,302,0,627,627,0,229,8,376,0,1,0,0,1,0,7,2,0,0,2,1,627
244,"P.V. SHUJATPUR TIKAR AHIRPURA ROOM-1",554,525,0,1079,367,319,0,686,686,0,64,301,302,7,0,0,0,0,1,0,0,0,4,7,0,686
245,"P.V. SHUJATPUR TIKAR 'AHIRPURA' ROOM-3",385,331,0,716,259,222,0,481,481,0,231,182,49,0,0,1,1,0,0,0,2,2,1,7,5,481
246,"P.V. SHUJATPUR TIKAR AHIRPURA ROOM-2",346,286,0,632,162,159,0,321,321,0,63,59,179,2,0,0,0,1,0,2,0,4,2,2,7,321
247,"P.V. KHAJURI",524,461,0,985,377,301,0,678,678,0,47,495,111,0,1,4,2,1,0,3,1,1,2,6,4,678
248,"P.V. KHASPURA ROOM-1",577,522,0,1099,357,343,0,700,700,0,206,406,69,2,2,2,0,1,0,4,0,0,3,1,4,700
249,"P.V. KHASPURA ROOM-2",599,506,1,1106,256,287,0,543,543,0,14,479,19,4,2,5,3,1,2,0,1,2,1,6,4,543
250,"P.V. BAMNOLA",521,446,0,967,353,344,0,697,697,0,505,71,67,1,0,18,4,0,1,13,2,1,2,4,8,697
251,"P.V. ATHAI JAMRUDDIN ROOM-1",697,559,0,1256,270,273,0,543,543,0,14,479,19,4,2,5,3,1,2,0,1,2,1,6,4,543
252,"P.V. ATHAI JAMRUDDIN ROOM-2",146,114,0,260,70,80,0,150,150,0,34,25,86,0,0,0,0,1,0,0,0,3,1,0,0,150
253,"KR.JANTA INTER COLLEGE MAHAMDABAD ROOM-2",787,625,0,1412,482,402,0,884,884,0,165,473,204,4,4,3,0,0,4,3,3,3,5,8,5,884
254,"KR.JANTA INTER COLLEGE MAHMDABAD ROOM-2",643,536,0,1179,279,263,0,542,542,0,137,116,232,2,7,0,1,0,0,35,3,0,2,2,5,542
255,"P.V. PAIJANIYA ROOM-1",596,546,0,1142,387,353,0,740,740,0,152,516,25,1,3,4,0,0,2,2,2,2,3,17,11,740
256,"P.V. PAIJANIYA ROOM-2",553,490,0,1043,260,275,0,535,535,0,63,332,123,1,1,3,0,1,0,2,3,0,0,5,1,535
257,"P.V. PAIJANIYA ROOM-3",520,446,0,966,326,268,0,594,594,0,198,342,26,0,1,4,0,1,2,5,0,1,2,6,6,594
258,"P.V. PAIJANIYA ROOM-4",524,461,0,985,311,302,0,613,613,0,232,259,107,1,0,1,0,0,0,1,1,1,2,2,6,613
259,"P.V. FAJALPUR DHAKI ROOM-1",472,476,0,948,288,319,0,607,607,0,239,9,342,2,0,0,0,0,0,9,0,1,2,1,2,607
260,"P.V. FAJALPUR DHAKI ROOM-2",444,425,0,869,253,285,0,538,538,0,183,37,309,1,0,1,1,0,0,0,0,0,3,1,2,538
261,"P.V. AULIYAPUR",724,568,0,1292,438,388,0,826,826,0,177,527,90,2,2,2,0,2,2,1,3,2,6,4,6,826
262,"P.V. UMRI BADI",622,592,0,1214,293,369,0,662,662,0,215,362,59,1,1,3,1,2,0,2,3,0,1,4,8,662
263,"P.V. GAJIPUR",305,272,0,577,251,218,0,469,469,0,152,309,3,0,1,0,0,0,0,0,0,0,0,3,1,469
264,"P.V. SADANPUR",628,526,0,1154,288,316,0,604,604,0,72,177,324,2,1,1,0,0,0,16,2,0,2,5,2,604
265,"P.V. KASHMIRPUR GADI",324,284,0,608,235,223,0,458,458,0,437,13,1,2,0,1,0,0,0,2,0,0,0,1,1,458
266,"P.V. MANGOLPURA",371,318,0,689,262,242,0,504,504,0,193,147,152,2,3,0,1,1,1,0,0,0,0,2,2,504
267,"P.V. NAYAK NANGLA",522,444,0,966,412,348,0,760,760,0,52,550,150,0,2,0,0,1,0,0,1,0,3,0,1,760
268,"P.V. NASIRPUR MANSUKH",306,282,0,588,224,197,0,421,421,0,57,304,47,2,4,1,0,0,0,0,0,0,0,3,3,421
269,"P.V. CHEHLA ROOM-1",835,706,0,1541,535,409,0,944,944,0,366,228,314,5,1,1,0,1,0,6,0,2,4,7,9,944
270,"P.V. CHEHLA ROOM-2",280,229,0,509,217,169,0,386,386,0,330,36,14,0,0,0,0,0,0,0,0,2,1,0,3,386
271,"P.V. RAEPUR BIJJU",253,239,0,492,183,187,0,370,370,0,170,112,82,0,0,1,0,0,1,0,1,1,1,0,1,370
272,"P.V. CHAJJUPURA",578,522,0,1100,453,422,0,875,875,0,687,164,1,0,0,4,1,1,0,3,0,1,4,2,7,875
273,"P.V. MADARIPUR KAKRALA",602,541,0,1143,439,391,0,830,830,0,289,517,10,1,1,1,1,0,0,1,0,0,4,1,4,830
274,"P.V. DHAMROLA",623,606,0,1229,472,420,0,892,892,0,347,304,101,5,0,114,0,4,0,2,1,4,3,2,5,892
275,"P.V. RAHU NANGLI ROOM-1",608,542,0,1150,209,274,0,483,483,0,199,193,42,0,1,31,1,0,1,12,0,1,0,1,1,483
276,"P.V. RAHU NANGLI ROOM-2",696,611,0,1307,483,417,0,900,900,0,81,641,47,6,6,102,0,1,0,5,0,2,2,2,5,900
277,"PURV. MA. VIDHLEY RAHUNANGLI FROM ROSHANPUR",361,315,0,676,130,171,0,301,301,0,15,108,161,2,1,0,0,0,1,5,2,1,2,0,3,301
278,"JUNIOR HIGH SCHOOL PIPLA JAGEER ROOM-1",632,530,1,1163,395,417,0,812,812,0,148,43,553,5,0,2,1,2,1,28,8,2,7,5,7,812
279,"JUNIOR HIGH SCHOOL PIPLA JAGEER ROOM-2",801,701,0,1502,395,417,0,812,812,0,148,43,553,5,0,2,1,2,1,28,8,2,7,5,7,812
280,"P.V. FATEHABAD",345,319,0,664,232,225,0,457,457,0,6,433,12,0,0,0,0,0,0,0,2,0,0,2,2,457
281,"P.V. VIJAY NANGLA",330,309,0,639,243,242,0,485,485,0,8,449,3,1,3,17,0,0,0,0,0,0,2,1,1,485
282,P.V.JHEERAN,730,635,0,1365,637,419,0,1056,1056,0,214,795,26,0,3,2,1,1,0,2,2,1,1,3,5,1056
283,"P.V. PURENA ABDUL REHMANPUR ROOM-1",542,473,0,1015,398,323,0,721,721,0,132,524,23,2,5,9,3,4,2,1,1,1,1,10,3,721
284,"P.V. PURENA ABDUL REHMANPUR ROOM-2",400,346,0,746,314,256,0,570,570,0,183,349,16,0,2,8,1,0,0,1,2,3,0,3,2,570
285,"P.V. DURVESHPUR",639,553,0,1192,427,398,0,825,825,0,220,479,66,1,3,1,1,1,0,41,2,1,1,5,3,825
286,"P.V. CHANGI PUR",720,617,0,1337,479,448,0,927,927,0,259,319,186,4,4,1,2,2,3,126,1,4,4,6,6,927
287,"P.V. MORMAKDUMPUR",399,339,0,738,301,258,0,559,559,0,93,419,24,0,0,5,2,0,0,1,5,1,1,4,4,559
288,"P.V. RAHTI JAGIR",669,598,0,1267,467,403,0,870,870,0,189,598,54,3,3,4,0,1,2,0,1,2,4,6,3,870
289,"P.V. NAZARPUR BILLOCH",333,282,0,615,164,200,0,364,364,0,102,54,193,2,0,0,0,1,0,2,1,0,5,1,3,364
290,"P.V. SELA ROOM-1",578,496,0,1074,442,367,0,809,809,0,184,436,162,4,6,1,0,1,0,10,0,0,2,0,3,809
291,"P.V. SELA ROOM-2",662,531,0,1193,486,393,0,879,879,0,256,15,560,6,0,3,1,0,0,31,0,0,4,1,2,879
292,"P.V. SEH",654,598,0,1252,406,414,0,820,820,0,111,450,176,5,3,6,1,0,0,58,4,1,4,1,0,820
293,"P.V. SARFUDDINPUR URF KAIMRY",243,217,0,460,208,178,0,386,386,0,12,308,65,0,0,0,0,0,0,0,0,0,1,0,0,386
294,"P.V. MALWA",375,340,0,715,308,269,0,577,577,0,59,240,266,4,0,0,1,0,0,0,0,0,3,3,1,577
295,"P.V. BER",460,386,0,846,331,,,,,,,,,,,,,,,,,,,,,
