"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
133,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-4",424,403,0,827,306,271,0,577,577,0,27,16,17,502,2,0,0,0,0,11,0,0,0,0,0,2,577
134,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-5",312,320,0,632,197,196,0,393,393,0,19,31,12,312,0,0,0,0,1,14,0,0,0,0,0,4,393
135,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-6",311,307,0,618,208,185,0,393,393,0,34,9,3,337,1,0,0,0,0,4,1,0,2,1,0,1,393
136,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-7",526,473,1,1000,365,306,0,671,659,0,26,16,15,585,0,0,1,0,0,17,1,1,1,0,1,7,671
137,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-8",603,509,0,1112,372,275,0,647,580,0,35,191,33,374,1,0,0,0,0,7,2,0,1,0,0,3,647
138,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-9",455,426,0,881,297,249,0,546,500,0,25,24,111,373,0,0,0,0,0,9,0,0,1,0,0,3,546
139,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-1",474,375,0,849,311,209,0,520,505,0,11,169,23,294,2,0,0,0,2,8,0,0,3,1,2,5,520
140,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-2",526,381,0,907,386,263,0,649,544,0,24,390,21,201,0,0,0,1,0,5,1,0,1,3,0,2,649
141,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-3",514,369,0,883,309,184,0,493,472,0,13,235,62,167,0,0,0,1,0,1,5,1,1,1,4,2,493
142,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-4",558,439,0,997,371,245,0,616,616,0,22,343,47,195,2,0,1,0,0,1,1,1,2,0,1,0,616
143,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-5",624,564,0,1188,452,375,0,827,806,0,23,329,31,412,2,0,0,0,0,9,4,0,6,4,4,3,827
144,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-6",551,445,0,996,393,278,0,671,665,0,13,97,19,519,2,3,0,0,0,4,2,2,5,0,3,2,671
145,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-7",506,424,0,930,372,301,0,673,335,0,10,420,6,221,1,1,1,0,0,4,1,1,1,1,2,3,673
146,"RATANMUNI JAIN GIRLS IN.CO.LOHAMANDI AGRA R.NO-8",707,519,0,1226,501,307,0,808,802,0,22,533,17,219,3,0,0,0,2,5,0,0,2,2,1,2,808
147,"MANIK CHAND VEER SIKSHAN SANSTHAN KHATAINA R.NO-1",447,391,0,838,302,214,0,516,516,0,30,148,15,296,4,0,1,0,0,1,2,0,6,6,2,5,516
148,"MANIK CHAND VEER SIKSHAN SANSTHAN KHATAINA R.NO-2",485,321,0,806,337,209,0,546,476,0,16,286,95,137,3,0,0,0,0,0,0,0,2,0,4,3,546
149,"MANIK CHAND VEER SIKSHAN SANSTHAN KHATAINA R.NO-3",509,386,0,895,338,207,0,545,308,0,20,336,90,77,4,1,0,1,0,2,2,0,4,1,3,4,545
150,"MANIK CHAND VEER SIKSHAN SANSTHAN KHATAINA R.NO-4",455,353,0,808,345,239,0,584,133,0,13,403,80,73,0,0,0,4,0,2,1,0,2,3,1,2,584
151,"MANIK CHAND VEER SIKSHAN SANSTHAN KHATAINA R.NO-5",476,397,0,873,360,267,0,627,200,0,15,360,38,189,2,0,1,4,1,1,0,1,7,1,4,3,627
152,"MANIK CHAND VEER SIKSHAN SANSTHAN KHATAINA R.NO-6",641,467,0,1108,504,292,0,796,210,0,22,381,74,294,0,1,0,0,1,3,5,2,2,4,2,5,796
153,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-1",396,319,0,715,267,166,0,433,421,0,11,228,19,163,1,0,0,0,0,2,1,0,2,2,1,3,433
154,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-2",530,410,0,940,281,183,0,464,406,0,16,190,27,223,0,0,0,1,0,5,0,0,0,0,0,2,464
155,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-3",528,364,0,892,236,136,0,372,372,0,39,246,17,64,1,0,0,0,0,0,0,0,4,1,0,0,372
156,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-4",401,309,0,710,210,175,0,385,377,0,11,139,15,212,0,0,0,1,0,1,1,0,2,1,0,2,385
157,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-5",325,285,0,610,236,190,0,426,426,0,24,86,14,292,1,0,0,0,0,8,0,0,0,1,0,0,426
158,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-6",586,445,0,1031,348,179,0,527,300,0,19,247,39,211,1,1,1,1,0,4,0,0,0,1,0,2,527
159,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-7",391,328,0,719,277,213,0,490,60,0,12,142,6,321,0,0,0,0,1,6,0,0,1,1,0,0,490
160,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-8",604,428,0,1032,321,166,0,487,430,0,15,334,72,59,2,0,0,1,1,0,0,0,0,0,2,1,487
161,"FATEH CHAND INTER COLLEGE MALVIYA KUNJ AGRA R.NO-9",479,287,0,766,280,108,0,388,190,0,19,309,47,9,1,0,0,0,0,3,0,0,0,0,0,0,388
162,"NAGAR PALIKA JU.HAI.SCHOOL MALVIYA KUNJ AGRA R.NO-1",445,371,0,816,335,251,0,586,549,0,21,25,14,510,1,0,0,0,0,2,2,1,2,2,2,4,586
163,"NAGAR PALIKA JU.HAI.SCHOOL MALVIYA KUNJ AGRA R.NO-2",761,569,0,1330,477,300,0,777,777,0,18,72,37,603,3,2,0,1,2,2,2,2,11,6,6,10,777
164,"NAGAR PALIKA JU.HAI.SCHOOL MALVIYA KUNJ AGRA R.NO-3",501,352,0,853,313,177,0,490,469,0,8,286,94,84,3,1,0,1,1,4,2,0,0,4,1,1,490
165,"NAGAR PALIKA JU.HAI.SCHOOL MALVIYA KUNJ AGRA R.NO-4",430,306,0,736,298,132,0,430,430,0,5,258,111,40,3,1,0,0,0,1,2,1,1,2,2,3,430
166,"HOME SCIENCE INSTITUTE KHANDARI R.NO-1",405,308,0,713,257,170,0,427,427,0,20,207,27,158,0,0,0,1,0,9,4,0,1,0,0,0,427
167,"HOME SCIENCE INSTITUTE KHANDARI R.NO-2",600,427,0,1027,403,273,0,676,676,0,14,453,10,170,3,1,0,0,0,2,3,1,1,6,9,3,676
168,"HOME SCIENCE INSTITUTE KHANDARI R.NO-3",472,371,0,843,258,189,0,447,298,0,10,238,25,151,2,1,0,1,0,1,4,4,0,3,3,4,447
169,"HOME SCIENCE INSTITUTE KHANDARI R.NO-4",594,503,0,1097,310,272,0,582,412,0,23,36,31,467,5,1,0,0,3,13,0,0,0,1,0,2,582
170,"HOME SCIENCE INSTITUTE KHANDARI R.NO-5",375,335,0,710,172,151,0,323,265,0,9,12,22,269,0,0,1,0,0,7,1,0,0,0,0,2,323
171,"HOME SCIENCE INSTITUTE KHANDARI R.NO-6",735,603,0,1338,417,324,0,741,475,0,38,141,36,510,0,0,0,0,1,7,0,0,2,2,1,3,741
172,"HOME SCIENCE INSTITUTE KHANDARI R.NO-7",605,552,0,1157,367,323,0,690,512,0,34,275,33,315,5,1,2,1,2,5,3,0,0,3,1,10,690
173,"HOME SCIENCE INSTITUTE KHANDARI R.NO-8",735,580,0,1315,440,332,0,772,614,0,22,551,35,132,3,0,3,2,1,3,5,0,4,6,2,3,772
174,"HOME SCIENCE INSTITUTE KHANDARI R.NO-9",855,761,0,1616,469,451,0,920,810,0,50,141,30,688,0,0,0,0,0,5,0,0,0,2,2,2,920
175,"NAGAR MAHAPALIKA PRA.PA. MAU R.NO-1",757,553,0,1310,401,236,0,637,369,0,15,450,6,142,2,0,0,2,1,3,1,0,3,6,4,2,637
176,"NAGAR MAHAPALIKA PRA.PA. MAU R.NO-2",204,191,0,395,119,105,0,224,224,0,15,48,3,153,0,0,0,0,0,1,0,1,1,0,0,2,224
177,"NAGAR MAHAPALIKA PRA.PA. MAU R.NO-3",783,561,0,1344,415,262,0,677,620,0,14,529,12,97,0,1,0,0,0,0,2,3,3,4,4,8,677
178,"NAGAR MAHAPALIKA PRA.PA. MAU R.NO-4",529,380,0,909,260,177,0,437,403,0,21,118,7,262,4,2,1,0,0,3,3,1,7,5,0,3,437
179,"NAGAR MAHAPALIKA PRA.PA. MAU R.NO-5",592,486,0,1078,319,229,0,548,500,0,7,443,8,72,2,1,0,0,0,1,0,1,3,5,2,3,548
180,"NATIONAL MODREN HA.SE.SCHOOL J.P NAGAR MAU R.NO-1",758,529,0,1287,415,263,0,678,620,0,29,88,17,518,3,1,0,1,0,10,1,0,5,2,0,3,678
181,"NATIONAL MODREN HA.SE.SCHOOL J.P NAGAR MAU R.NO-2",913,685,1,1599,552,386,0,938,850,0,28,168,49,666,2,0,1,0,2,12,2,0,0,2,2,4,938
182,"NATIONAL MODREN HA.SE.SCHOOL J.P NAGAR MAU R.NO-3",566,454,0,1020,269,171,0,440,340,0,7,186,15,222,3,1,0,0,1,0,1,0,0,1,2,1,440
183,"NATIONAL MODREN HA.SE.SCHOOL J.P NAGAR MAU R.NO-4",773,618,0,1391,524,235,0,759,740,0,17,204,31,487,2,0,0,0,2,10,0,0,1,2,1,2,759
184,"NATIONAL MODREN HA.SE.SCHOOL J.P NAGAR MAU R.NO-5",719,531,0,1250,331,250,0,581,581,0,15,68,34,448,0,0,0,0,2,8,0,0,0,2,0,4,581
185,"NATIONAL MODREN HA.SE.SCHOOL J.P NAGAR MAU R.NO-6",831,616,0,1447,460,326,0,786,666,0,26,203,55,476,5,0,1,0,0,15,0,1,0,0,0,4,786
186,"NAGAR MAHAPALIKA PRA.VI. NAGLA BUDI R.NO-1",796,638,0,1434,570,393,0,963,930,0,19,845,4,78,0,1,2,0,0,1,1,0,1,6,3,2,963
187,"NAGAR MAHAPALIKA PRA.VI. NAGLA BUDI R.NO-2",552,440,0,992,370,264,0,634,630,0,7,547,16,51,0,1,0,0,1,2,0,0,1,4,2,2,634
188,"NAGAR MAHAPALIKA PRA.VI. NAGLA BUDI R.NO-3",580,437,0,1017,287,227,0,514,514,0,4,389,5,84,1,1,0,1,1,3,4,1,4,6,4,6,514
189,"KAILASH SMARAK JU.HAI.SCHOOL BHAGWATI KUNJ AGRA R.NO-1",384,310,0,694,226,190,0,416,316,0,17,3,10,377,1,0,2,0,0,2,0,0,1,0,0,3,416
190,"KAILASH SMARAK JU.HAI.SCHOOL BHAGWATI KUNJ AGRA R.NO-2",510,397,0,907,327,246,0,573,573,0,29,10,17,503,0,0,0,0,0,1,2,1,3,1,2,4,573
191,"KAILASH SMARAK JU.HAI.SCHOOL BHAGWATI KUNJ AGRA R.NO-3",602,450,0,1052,346,223,0,569,469,0,17,12,16,505,3,0,0,0,0,5,1,1,4,2,2,1,569
192,"KAILASH SMARAK JU.HAI.SCHOOL BHAGWATI KUNJ AGRA R.NO-4",512,424,0,936,384,284,0,668,668,0,20,470,2,150,4,0,1,1,0,6,2,0,2,2,5,3,668
193,"KAILASH SMARAK JU.HAI.SCHOOL BHAGWATI KUNJ AGRA R.NO-5",840,665,1,1506,558,405,0,963,903,0,46,447,5,428,19,2,0,1,0,5,0,1,2,4,3,0,963
194,"RADHA KRISHAN GIRLS HAISCHOOL LOWYERS COLONY BYPASS ROAD AGRA R.NO-1",678,587,0,1265,399,341,0,740,740,0,48,47,50,575,1,0,0,0,0,13,0,1,0,0,0,5,740
195,"RADHA KRISHAN GIRLS HAISCHOOL LOWYERS COLONY BYPASS ROAD AGRA R.NO-2",604,547,0,1151,405,363,0,768,703,0,41,119,20,567,1,0,0,0,0,14,0,1,0,0,0,5,768
196,"RADHA KRISHAN GIRLS HAISCHOOL LOWYERS COLONY BYPASS ROAD AGRA R.NO-3",487,430,0,917,337,278,0,615,615,0,26,164,12,394,3,0,0,0,1,4,0,0,0,0,1,10,615
197,"BHUDEVI KANYA IN.CO.JAGESHWER NAGAR R.NO-1",415,340,0,755,272,194,0,466,433,0,13,210,15,220,0,0,0,0,0,5,1,0,0,0,2,0,466
198,"BHUDEVI KANYA IN.CO.JAGESHWER NAGAR R.NO-2",477,399,0,876,296,236,0,532,500,0,12,90,10,387,2,1,0,0,1,10,0,0,1,4,0,14,532
199,"BHUDEVI KANYA IN.CO.JAGESHWER NAGAR R.NO-3",855,719,0,1574,537,414,0,951,629,0,26,266,21,612,0,2,1,0,1,8,1,3,0,2,3,5,951
200,"BHUDEVI KANYA IN.CO.JAGESHWER NAGAR R.NO-4",763,565,0,1328,459,304,0,763,763,0,21,11,25,690,2,2,0,0,0,6,2,1,0,0,0,3,763
201,"MURARI LAL AGARWAL JU.HAI.SCHOOL VIDHYANAGAR NAGLA PADI R.NO-1",492,411,0,903,291,233,0,524,499,0,10,107,8,375,4,1,0,0,1,8,0,1,2,2,2,3,524
202,"MURARI LAL AGARWAL JU.HAI.SCHOOL VIDHYANAGAR NAGLA PADI R.NO-2",470,380,0,850,256,193,0,449,353,0,16,101,4,314,1,0,1,0,0,5,0,2,0,1,1,3,449
203,"MURARI LAL AGARWAL JU.HAI.SCHOOL VIDHYANAGAR NAGLA PADI R.NO-3",451,356,0,807,280,214,0,494,494,0,18,13,16,416,1,0,0,0,1,2,5,1,6,6,2,7,494
204,"MURARI LAL AGARWAL JU.HAI.SCHOOL VIDHYANAGAR NAGLA PADI R.NO-4",463,356,0,819,293,194,0,487,444,0,32,18,24,401,3,0,0,1,0,0,3,0,2,2,0,1,487
205,"B.K. AGARWAL JU.HAI. SCHOOL VIDHYANAGAR NAGLA PADI R.NO-1",622,475,0,1097,430,298,0,728,725,0,21,32,20,620,2,1,0,1,1,6,2,2,6,3,2,9,728
206,"B.K. AGARWAL JU.HAI. SCHOOL VIDHYANAGAR NAGLA PADI R.NO-2",560,407,0,967,394,257,0,651,651,0,23,35,22,549,4,1,3,0,1,3,0,3,1,2,0,4,651
207,"B.K. AGARWAL JU.HAI. SCHOOL VIDHYANAGAR NAGLA PADI R.NO-3",649,482,1,1132,415,270,0,685,675,0,33,32,27,564,3,2,1,0,0,4,3,2,2,3,1,8,685
208,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-1",473,406,0,879,248,214,0,462,458,0,19,34,11,377,4,1,0,0,0,11,0,0,0,2,1,2,462
209,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-2",390,336,0,726,196,174,0,370,200,0,14,35,3,290,1,0,0,0,0,21,1,0,1,2,1,1,370
210,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-3",774,574,0,1348,408,308,0,716,498,0,31,50,16,584,3,2,0,0,0,20,2,0,0,1,2,5,716
211,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-4",500,429,0,929,253,242,0,495,225,0,28,4,27,419,0,0,1,1,0,9,1,1,1,0,1,2,495
212,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-5",472,390,0,862,230,188,0,418,142,0,15,6,24,363,0,1,0,0,0,6,0,0,0,0,0,3,418
213,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-6",443,406,0,849,211,197,0,408,408,0,15,15,15,349,1,0,1,0,0,11,0,0,0,0,0,1,408
214,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-7",720,619,0,1339,399,338,0,737,700,0,17,35,31,624,1,1,0,0,0,26,0,0,0,0,0,2,737
215,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-8",399,323,0,722,161,151,0,312,298,0,8,20,9,260,0,0,0,0,0,14,0,0,0,0,0,1,312
216,"CHAUDHARI BIRI SINGH IN.CO.BIR NAGAR AGRA R.NO-9",675,586,0,1261,369,326,0,695,690,0,33,58,13,559,2,0,0,0,0,18,0,0,3,0,1,8,695
217,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-1",430,388,0,818,192,160,0,352,352,0,47,6,15,271,1,0,0,1,0,3,0,1,2,1,0,4,352
218,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-2",443,405,0,848,202,198,0,400,297,0,25,7,9,344,0,0,1,0,0,12,1,0,0,0,0,1,400
219,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-3",557,460,0,1017,381,202,0,583,583,0,31,18,27,484,0,0,0,0,0,12,1,0,0,0,0,10,583
220,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-4",452,394,0,846,277,219,0,496,480,0,46,73,9,336,0,0,2,0,1,25,1,0,1,0,0,2,496
221,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-5",763,646,0,1409,345,293,0,638,538,0,87,32,36,446,2,0,1,0,0,21,2,0,3,1,0,7,638
222,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-6",496,459,0,955,203,188,0,391,300,0,20,20,18,326,1,0,0,0,0,4,0,0,0,0,0,2,391
223,"RADHA BALLABH IN.CO. DAYALBAGH R.NO-7",377,293,0,670,209,166,0,375,334,0,23,24,14,300,1,0,0,0,0,9,0,0,0,0,0,4,375
224,"R.E.I IN.CO. DAYALBAGH R.NO-1",493,430,0,923,188,351,0,539,500,0,51,29,21,417,2,0,0,0,0,15,1,0,0,0,0,3,539
225,"R.E.I IN.CO. DAYALBAGH R.NO-2",542,459,0,1001,284,225,0,509,427,0,22,40,28,393,3,0,0,0,0,14,4,0,1,0,0,4,509
226,"R.E.I IN.CO. DAYALBAGH R.NO-3",635,684,0,1319,432,444,0,876,866,0,292,13,9,523,1,0,0,0,0,22,2,1,3,1,2,7,876
227,"R.E.I IN.CO. DAYALBAGH R.NO-4",358,354,0,712,214,196,0,410,409,0,28,16,7,342,0,0,0,2,0,10,0,0,1,0,0,4,410
228,"R.E.I IN.CO. DAYALBAGH R.NO-5",428,395,0,823,269,240,0,509,382,0,29,31,9,404,1,1,0,1,0,29,0,0,1,1,0,2,509
229,"SUN FLOWER PUBLIC SCHOOL ELORA ENCLAVE  DAYALBAGH R.NO-1",482,463,0,945,258,265,0,523,523,0,33,18,8,426,2,0,0,0,0,30,0,0,0,0,0,6,523
230,"SUN FLOWER PUBLIC SCHOOL ELORA ENCLAVE  DAYALBAGH R.NO-2",361,331,0,692,243,192,0,435,429,0,14,11,12,385,3,0,0,0,0,5,0,0,0,0,0,5,435
231,"SUN FLOWER PUBLIC SCHOOL ELORA ENCLAVE  DAYALBAGH R.NO-3",595,555,0,1150,396,366,0,762,757,0,30,14,21,662,0,0,0,0,0,23,0,0,1,2,0,9,762
232,"SUN FLOWER PUBLIC SCHOOL ELORA ENCLAVE  DAYALBAGH R.NO-4",502,397,0,899,264,193,0,457,194,0,30,24,12,376,1,0,0,0,0,8,0,0,2,0,0,4,457
233,"SUN FLOWER PUBLIC SCHOOL ELORA ENCLAVE  DAYALBAGH R.NO-5",821,665,0,1486,443,374,0,817,805,0,48,39,16,692,1,1,0,0,0,15,0,2,1,0,0,2,817
234,"NAGAR MAHAPALIKA PRA.PA. JAGANPUR R.NO-1",756,644,0,1400,571,489,0,1060,1048,0,57,312,112,527,4,1,0,1,1,12,4,2,8,11,4,4,1060
235,"NAGAR MAHAPALIK PRA.PA. JAGANPUR R.NO-2",395,335,0,730,237,200,0,437,436,0,32,56,30,300,4,0,0,0,0,7,1,0,2,2,0,3,437
236,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-1",430,381,1,812,302,245,0,547,413,0,25,24,35,435,11,0,0,1,0,2,2,1,2,5,1,3,547
237,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-2",625,530,0,1155,414,350,0,764,764,0,33,278,30,396,3,1,2,1,0,2,3,1,3,8,2,1,764
238,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-3",301,312,0,613,137,131,0,268,255,0,14,9,2,227,1,1,0,0,1,9,0,0,1,0,0,3,268
239,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-4",750,663,0,1413,350,294,0,644,634,0,40,66,22,506,2,1,0,0,0,0,0,0,0,2,2,3,644
240,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-5",401,308,0,709,233,185,0,418,399,0,19,9,25,355,1,0,0,0,0,9,0,0,0,0,0,0,418
241,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-6",372,299,0,671,141,105,0,246,246,0,9,12,8,207,1,1,0,0,0,8,0,0,0,0,0,0,246
242,"SWAMI BAGH U.MA.VI. DAYALBAGH R.NO-7",318,249,0,567,118,85,0,203,201,0,11,15,5,155,1,0,0,0,0,11,1,1,1,0,0,2,203
243,"BALIKA JU.HAI.SCHOOL NEW AGRA R.NO-1",552,466,0,1018,331,253,0,584,504,0,31,11,24,496,2,0,0,1,1,7,0,0,2,8,0,1,584
244,"BALIKA JU.HAI.SCHOOL NEW AGRA R.NO-2",557,428,0,985,335,236,0,571,148,0,24,21,41,473,0,0,0,0,0,7,1,1,0,2,0,1,571
245,"BALIKA JU.HAI.SCHOOL NEW AGRA R.NO-3",470,410,0,880,319,252,0,571,551,0,14,12,24,500,3,0,0,0,0,12,1,0,1,2,1,1,571
246,"BALIKA JU.HAI.SCHOOL NEW AGRA R.NO-4",394,363,0,757,228,169,0,397,358,0,13,5,23,336,2,1,0,2,1,6,0,0,0,2,1,5,397
247,"CHANDRVATI BALIKA IN.COLLEGE NEW AGRA R.NO-1",510,444,0,954,326,271,0,597,577,0,40,14,4,505,0,0,0,0,0,25,0,0,0,0,0,9,597
248,"CHANDRVATI BALIKA IN.COLLEGE NEW AGRA R.NO-2",452,413,0,865,320,288,0,608,275,0,32,15,15,526,0,0,0,0,0,14,0,0,0,0,1,5,608
249,"CHANDRVATI BALIKA IN.COLLEGE NEW AGRA R.NO-3",695,623,0,1318,503,420,0,923,923,0,56,47,36,762,2,0,2,0,0,11,2,0,0,0,0,5,923
250,"CHANDRVATI BALIKA IN.COLLEGE NEW AGRA R.NO-4",513,437,0,950,263,160,0,423,323,0,42,312,31,15,2,0,1,0,1,3,1,1,3,4,3,4,423
251,"CHANDRVATI BALIKA IN.COLLEGE NEW AGRA R.NO-5",1078,808,0,1886,515,308,0,823,818,0,163,453,128,39,4,0,1,2,0,5,3,2,3,5,8,7,823
252,"CHANDRVATI BALIKA IN.COLLEGE NEW AGRA R.NO-6",702,542,0,1244,366,215,0,581,405,0,73,345,72,64,1,2,0,0,0,6,1,0,9,2,3,3,581
253,"KARYALAY ADHISASHI ABHIYANTA JAL SANSTHAN JONE PRATHAM SURYNAGAR AGRA R.NO-1",616,544,0,1160,379,281,0,660,600,0,25,49,45,525,1,0,1,0,0,9,2,0,1,0,0,2,660
254,"KARYALAY ADHISASHI ABHIYANTA JAL SANSTHAN JONE PRATHAM SURYNAGAR AGRA R.NO-2",229,203,0,432,140,130,0,270,240,0,3,3,6,246,0,0,0,0,0,7,0,0,0,0,0,5,270
255,"KARYALAY ADHISASHI ABHIYANTA JAL SANSTHAN JONE PRATHAM SURYNAGAR AGRA R.NO-3",442,385,0,827,270,244,0,514,510,0,37,48,24,391,1,1,0,0,1,6,1,1,0,1,0,2,514
256,"BANT MAP KARAYLAY M.G. ROAD AGRA R.NO-1",567,483,0,1050,244,227,0,471,310,0,24,46,19,367,0,0,0,0,0,12,1,0,0,0,0,2,471
257,"NAGAR MAHAPALIKA M.G. ROAD R.NO-1",656,631,0,1287,421,358,0,779,435,0,27,19,2,704,7,0,0,0,1,13,1,0,0,0,0,5,779
258,"NAGAR MAHAPALIKA M.G. ROAD R.NO-2",711,674,0,1385,520,435,0,955,492,0,42,15,6,868,3,0,1,0,1,14,0,0,1,0,0,4,955
259,"KARYALAY APAR NIDESHAK SWA.&PARIWAR KALYAN VIBHAG R.NO-1",582,548,0,1130,263,393,0,656,619,0,25,20,5,589,0,0,0,0,0,15,0,0,0,0,0,2,656
260,"DURGAPRASAD VIDHYALAY JU.HAI.SCHOOL NEAR BAIRO MANDIR NA.BAINI PRASAD R.NO-1",644,574,0,1218,350,267,0,617,617,0,21,430,11,116,16,2,0,0,0,2,2,3,3,2,4,5,617
261,"DURGAPRASAD VIDHYALAY JU.HAI.SCHOOL NEAR BAIRO MANDIR NA.BAINI PRASAD R.NO-2",676,502,0,1178,439,308,0,747,510,0,50,113,16,550,3,0,1,0,1,4,0,1,4,2,2,0,747
262,"DURGAPRASAD VIDHYALAY JU.HAI.SCHOOL NEAR BAIRO MANDIR NA.BAINI PRASAD R.NO-3",834,684,0,1518,604,420,0,1024,1017,0,38,52,37,874,6,0,0,0,0,11,1,0,2,1,1,1,1024
263,"JU.HAI.SCHOOL WAZIRPURA R.NO-1",408,270,0,678,259,136,0,395,389,0,27,222,22,115,2,0,1,0,0,1,0,0,1,2,1,1,395
264,"JU.HAI.SCHOOL WAZIRPURA R.NO-2",736,563,0,1299,404,208,0,612,170,0,28,438,23,98,0,0,0,1,0,4,0,0,15,3,1,1,612
265,"JU.HAI.SCHOOL WAZIRPURA R.NO-3",368,300,0,668,225,162,0,387,351,0,7,230,9,128,0,0,1,1,1,6,0,0,1,1,0,2,387
266,"JU.HAI.SCHOOL WAZIRPURA R.NO-4",425,347,0,772,305,224,0,529,529,0,47,133,35,271,3,0,3,14,0,7,4,2,4,1,0,5,529
267,"KAMLA VIDHYA MANDIR HOLI WALA CHAURAHA WAZIRPURA R.NO-1",439,396,0,835,334,222,0,556,316,0,51,96,7,351,3,2,1,10,2,14,0,3,5,3,0,8,556
268,"KAMLA VIDHYA MANDIR HOLI WALA CHAURAHA WAZIRPURA R.NO-2",495,353,0,848,284,189,0,473,400,0,23,150,13,269,0,0,0,0,0,10,0,0,5,1,1,1,473
269,"KAMLA VIDHYA MANDIR HOLI WALA CHAURAHA WAZIRPURA R.NO-3",479,361,0,840,286,165,0,451,442,0,28,230,23,139,1,2,0,0,0,8,1,0,11,0,3,5,451
270,"AGRA PUBLIC JU.HAI. SCHOOL OLD VIJAY NAGAR COLONY R.NO-1",469,471,0,940,294,311,0,605,540,0,30,6,3,533,3,0,0,0,0,21,2,0,2,1,1,3,605
271,"AGRA PUBLIC JU.HAI. SCHOOL OLD VIJAY NAGAR COLONY R.NO-2",529,505,0,1034,334,307,0,641,512,0,27,12,11,566,1,0,0,0,0,0,16,2,0,0,0,6,641
272,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-1",543,447,0,990,310,234,0,544,530,0,32,26,29,433,1,1,0,0,0,12,2,1,0,2,1,4,544
273,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-2",385,351,0,736,245,211,0,456,426,456,20,34,5,389,0,0,0,0,0,4,1,0,1,0,0,2,456
