"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
269,"RASIK PRIMARY SCHOOL SADARBAZAR R.N.2",458,323,0,781,303,196,0,499,449,0,21,180,11,245,10,0,0,2,0,2,0,2,3,1,5,3,6,4,0,3,1,499
270,"GADTANTIRA PRIMARY SCHOOL SADARBAZAR R.N. 1",474,361,0,835,355,270,0,625,563,0,3,31,7,534,9,2,0,1,0,1,1,3,2,0,1,1,1,13,1,13,1,625
271,"GADTANTIRA PRIMARY SCHOOL SADARBAZAR R.N.2",521,458,0,979,376,324,0,700,630,0,5,55,3,622,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,700
272,"ADARSH DHARM SAMAJ J.H. SCHOOL R.N. 1",719,591,0,1310,422,253,0,675,608,0,66,223,3,348,4,2,0,0,2,2,0,1,1,1,3,2,3,1,1,6,6,675
273,"ADARSH DHARM SAMAJ J.H. SCHOOL R.N.2",854,722,0,1576,514,416,0,930,837,0,13,87,15,767,20,1,3,0,4,0,3,1,1,0,1,1,4,0,7,1,1,930
274,"ADARSH DHARM SAMAJ J.H. SCHOOL R.N.3",840,691,0,1531,546,396,0,942,848,0,27,200,14,634,20,2,1,1,1,6,0,0,1,1,1,4,11,0,2,15,1,942
275,"ADARSH DHARM SAMAJ J.H. SCHOOL R.N. 4",478,400,0,878,283,263,0,546,491,0,4,100,7,411,9,0,1,1,0,0,0,1,0,0,0,0,4,2,0,6,0,546
276,"ADARSH DHARM SAMAJ J.H. SCHOOL R.N.5",546,451,1,998,316,252,0,568,511,0,23,207,106,199,5,2,0,1,0,6,0,0,0,2,3,0,6,0,4,3,1,568
277,"ADARSH DHARM SAMAJ J.H. SCHOOL R.N. 6",595,491,0,1086,391,258,0,649,584,0,23,60,138,382,9,2,2,0,4,2,4,3,3,0,3,9,1,0,0,2,2,649
278,"PRIMARY SCHOOL KATAK PALIKA R.N. 1",685,589,0,1274,375,306,0,681,613,0,90,183,14,358,21,2,0,0,0,0,0,1,1,0,0,1,2,0,0,3,5,681
279,"PRIMARY SCHOOL KATAK PALIKA R.N. 2",663,577,0,1240,435,353,0,788,709,0,9,76,74,535,25,0,2,0,1,2,2,1,0,0,2,4,9,1,6,29,10,788
280,"PRIMARY SCHOOL KATAK PALIKA R.N. 3",643,511,0,1154,409,320,0,729,656,0,50,113,57,460,14,1,0,4,1,1,0,1,2,1,1,2,8,1,1,7,4,729
281,"PRIMARY SCHOOL POLICE LINE R.N. 1",287,228,0,515,182,146,0,328,295,0,33,40,39,203,7,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,328
282,"PRIMARY SCHOOL POLICE LINE R.N. 2",221,61,0,282,31,4,0,35,4,0,2,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
283,"TEACHERS GUEST HOUSE VATRNERY COLLEGE",344,276,0,620,187,167,0,354,319,0,5,23,11,294,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,354
284,"DISTRICT SOLBIER BOARD MATHURAR.N.1",824,687,0,1511,474,335,0,809,728,0,25,157,37,545,28,0,1,3,0,0,0,0,0,2,0,1,2,0,0,7,1,809
285,"DISTRICT SOLBIER BOARD MATHURAR.N.2",360,317,0,677,164,176,0,340,306,0,8,38,39,245,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,340
286,"DISTRICT SOLBIER BOARD MATHURAR.N.3",146,46,0,192,52,2,0,54,49,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
287,"DISTRICT SOLBIER BOARD MATHURAR.N.4",198,77,0,275,59,7,0,66,59,0,1,2,2,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66
288,"PRIMARY SCHOOL TANTUR MATHURA R.N.1",771,625,0,1396,371,321,0,692,623,0,26,113,3,537,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,692
289,"PRIMARY SCHOOL TANTUR MATHURA R.N.2",618,512,0,1130,337,277,0,614,553,0,4,168,21,410,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,614
290,"PRIMARY SCHOOL TANTUR MATHURA R.N.3",748,571,0,1319,397,307,0,704,634,0,12,191,51,426,9,1,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,704
291,"PRIMARY SCHOOL TANTUR MATHURA R.N.4",813,635,0,1448,413,360,0,773,696,0,5,176,5,562,6,0,1,0,0,1,0,0,2,1,1,0,2,0,0,9,2,773
292,"PRIMARY SCHOOL TANTUR MATHURA R.N.5",654,531,0,1185,372,327,0,699,629,0,1,181,9,496,5,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,0,699
293,"PRIMARY SCHOOL DAMODDAR PURA R.N. 1",752,613,0,1365,526,400,0,926,833,0,22,45,6,626,8,6,164,5,1,6,4,1,5,1,2,5,4,2,3,7,3,926
294,"PRIMARY SCHOOL DAMODDAR PURA R.N. 2",807,700,0,1507,479,401,0,880,792,0,13,90,224,499,11,0,23,0,1,1,0,0,1,0,0,1,4,0,1,8,3,880
295,"PRIMARY SCHOOL DAMODDAR PURA R.N. 3",581,476,0,1057,432,314,0,746,671,0,6,56,201,329,7,1,100,4,2,11,1,2,3,3,5,2,4,0,1,6,2,746
296,"PRIMARY SCHOOL AURANGABAD R.N. 1",874,747,1,1622,525,428,0,953,858,0,25,115,83,654,5,1,27,2,1,0,0,0,2,2,1,13,5,2,1,11,3,953
297,"PRIMARY SCHOOL AURANGABAD R.N. 2",426,317,0,743,252,180,0,432,389,0,8,92,83,179,26,0,0,1,1,1,1,1,3,1,3,5,13,0,4,10,0,432
298,"PRIMARY SCHOOL AURANGABAD R.N. 3",781,643,0,1424,540,365,0,905,815,0,13,79,221,536,13,2,1,1,2,3,0,0,7,3,2,3,4,1,3,7,4,905
299,"PRIMARY SCHOOL AURANGABAD R.N. 4",615,519,0,1134,393,315,0,708,637,0,10,73,186,395,6,0,0,1,0,0,0,0,2,2,1,3,8,2,3,15,1,708
300,"ACHAYRA CHRAN MAHAPRABHU H.M.S. CHAMPABAGH AURANGABAD R.N.1",732,571,0,1303,491,332,0,823,741,0,19,239,41,470,7,2,2,1,2,9,1,2,1,1,0,1,8,0,0,16,1,823
301,"ACHAYRA CHRAN MAHAPRABHU H.M.S. CHAMPABAGH AURANGABAD R.N.2",931,745,1,1677,445,312,0,757,681,0,5,313,25,370,8,1,0,0,1,5,2,0,0,2,0,1,11,3,2,7,1,757
302,"ACHAYRA CHRAN MAHAPRABHU H.M.S. CHAMPABAGH AURANGABAD R.N.3",558,449,0,1007,333,242,0,575,518,0,12,239,23,272,7,1,0,1,0,2,1,0,1,1,0,2,4,1,0,8,0,575
303,"ACHAYRA CHRAN MAHAPRABHU H.M.S. CHAMPABAGH AURANGABAD R.N.4",512,438,4,954,271,236,0,507,461,0,7,91,110,278,3,0,2,0,0,1,1,0,2,0,3,0,6,0,0,2,1,507
304,"ACHAYRA CHRAN MAHAPRABHU H.M.S. CHAMPABAGH AURANGABAD R.N.5",671,553,2,1226,318,287,0,605,545,0,10,197,47,332,12,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,0,605
305,"PRIMARY SCHOOL AJAMPUR",493,394,0,887,356,247,0,603,543,0,3,57,27,499,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,603
306,"PRIMARY SCHOOL NAGLA BHOJPUR BHAG GIRDHARPUR",933,790,0,1723,445,309,0,754,679,0,6,48,264,417,13,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,754
307,"PRIMARY SCHOOL GIRDHARPUR R.N.1",514,401,0,915,260,208,0,468,421,0,5,101,264,82,1,0,0,1,0,3,0,0,0,3,1,1,1,1,1,3,0,468
308,"PRIMARY SCHOOL GIRDHARPUR R.N.2",669,507,0,1176,366,248,0,614,553,0,6,82,357,150,3,0,0,0,1,4,0,0,0,0,0,0,6,0,2,3,0,614
309,"POORV PRIMARY SCHOOL GIRDHARPUR R.N.1",693,533,3,1229,349,218,0,567,510,0,12,97,196,242,3,0,0,1,2,2,0,0,0,1,1,1,4,0,2,3,0,567
310,"POORV PRIMARY SCHOOL GIRDHARPUR R.N.2",572,407,0,979,284,162,0,446,401,0,12,149,218,56,1,1,0,0,1,1,0,0,1,1,2,0,1,0,0,2,0,446
311,"PRIMARY SCHOOL NAUGAO  R.N.1",620,506,2,1128,505,382,0,887,798,0,4,53,472,336,4,1,0,1,1,0,0,0,1,0,1,0,4,0,4,4,1,887
312,"PRIMARY SCHOOL NAUGAO  R.N.2",564,450,1,1015,416,347,0,763,687,0,4,189,240,295,3,1,0,1,1,0,1,1,0,0,4,2,6,0,2,11,2,763
313,"PRIMARY SCHOOL MAHOLI R.N.1",673,545,0,1218,569,317,0,886,797,0,4,24,3,786,11,0,0,0,1,0,0,0,7,1,3,10,3,0,2,28,3,886
314,"PRIMARY SCHOOL MAHOLI R.N.2",458,379,0,837,377,253,0,630,567,0,10,14,4,586,1,2,0,0,0,0,0,1,0,1,0,5,0,0,1,3,2,630
315,"MADHUVAN H.M.S. MAHOLI R.N.1",801,678,0,1479,513,353,0,866,780,0,6,32,193,594,6,0,0,1,0,2,0,1,1,1,3,3,4,0,4,14,1,866
316,"MADHUVAN H.M.S. MAHOLI R.N.2",763,593,0,1356,391,215,0,606,545,0,22,142,24,405,6,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,606
317,"MADHUVAN H.M.S. MAHOLI R.N.3",286,163,0,449,108,50,0,158,142,0,34,10,2,107,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,158
318,"MADHUVAN H.M.S. MAHOLI R.N.4",608,384,0,992,354,170,0,524,472,0,16,153,131,204,5,0,0,0,0,0,0,0,0,1,0,1,3,2,0,6,2,524
319,"MADHUVAN H.M.S. MAHOLI R.N.5",777,561,0,1338,380,248,0,628,565,0,15,98,11,469,9,2,0,0,0,1,0,2,0,0,1,3,2,0,0,12,3,628
320,"PRIMARY SCHOOL PALIKHERA",861,681,0,1542,628,464,0,1092,983,0,21,132,218,658,4,5,0,2,0,0,1,1,1,2,3,3,11,6,7,14,3,1092
321,"CHARANLAL INTER COLLEGE MENSATEELA R.N. 1",891,694,0,1585,553,409,0,962,866,0,24,136,38,704,13,0,1,0,1,2,1,2,2,2,1,2,9,1,1,21,1,962
322,"CHARANLAL INTER COLLEGE MENSATEELA R.N. 2",906,632,0,1538,512,356,0,868,779,0,6,99,247,495,4,0,0,0,0,2,0,0,1,0,2,1,2,2,0,6,1,868
323,"CHARANLAL INTER COLLEGE MENSATEELA R.N. 3",402,315,0,717,203,166,0,369,332,0,2,56,25,278,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,369
324,"CHARANLAL INTER COLLEGE MENSATEELA R.N. 4",674,585,4,1263,424,327,0,751,676,0,8,102,61,551,14,0,0,1,0,0,0,0,1,0,2,2,3,1,0,4,1,751
325,"PRIMARY SCHOOL NAVADA",569,483,0,1052,417,345,0,762,686,0,24,21,545,152,4,0,0,1,0,0,1,1,2,2,3,2,0,0,1,2,1,762
326,"POORV MADHYAMIK VIDYALAYA  NAVADA R.N.1",840,747,3,1590,472,443,0,915,824,0,8,138,192,540,16,3,0,0,0,1,1,1,1,0,0,1,5,0,0,7,1,915
327,"POORV MADHYAMIK VIDYALAYA NAVADA R.N.2",607,497,1,1105,266,286,0,552,497,0,9,57,163,307,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,552
328,"JUNIAR HIGHSCHOOL NARHOLI R.N. 1",883,686,0,1569,566,453,0,1019,917,0,10,33,518,431,2,1,1,1,0,1,0,0,2,0,2,1,0,1,3,12,0,1019
329,"JUNIAR HIGHSCHOOL NARHOLI R.N. 2",410,326,0,736,206,169,0,375,338,0,4,86,2,268,5,0,0,0,0,3,0,1,0,0,1,0,1,0,2,2,0,375
330,"JUNIAR HIGHSCHOOL NARHOLI R.N. 3",650,496,0,1146,424,309,0,733,660,0,3,19,561,124,3,0,1,1,2,1,0,0,0,0,1,2,1,1,8,5,0,733
331,"SAINT PAUL SCHOOL  CHANDRAPURI R.N. 1",477,401,0,878,265,254,0,519,467,0,7,108,3,376,10,0,0,0,0,0,0,1,0,0,3,1,3,0,0,7,0,519
332,"SAINT PAUL SCHOOL  CHANDRAPURI R.N. 2",662,575,0,1237,389,341,0,730,657,0,17,175,9,491,26,0,0,0,0,1,0,0,1,0,0,1,0,5,2,2,0,730
333,"SAINT PAUL SCHOOL  CHANDRAPURI R.N. 3",300,259,0,559,189,141,0,330,297,0,2,108,7,211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
334,"SAINT PAUL SCHOOL  CHANDRAPURI R.N. 4",494,443,0,937,344,314,0,658,592,0,12,184,3,440,3,1,0,0,0,1,0,0,1,0,1,0,3,1,8,0,0,658
335,"SECRAT HEART SENIOR SEC. SCHOOL MOTIKUNJ R.N. 1",841,768,1,1610,521,464,0,985,887,0,3,182,28,740,16,0,1,0,0,1,0,1,1,0,1,1,2,1,0,4,3,985
336,"SECRAT HEART SENIOR SEC. SCHOOL MOTIKUNJ R.N. 2",217,197,0,414,131,119,0,250,225,0,2,29,14,189,6,0,0,1,0,0,0,0,1,0,0,0,2,0,0,5,1,250
337,"SECRAT HEART SENIOR SEC. SCHOOL MOTIKUNJ R.N. 3",750,628,0,1378,455,360,0,815,734,0,3,101,2,678,11,0,1,0,0,1,0,0,1,0,0,0,4,0,0,12,1,815
338,"SECRAT HEART SENIOR SEC. SCHOOL MOTIKUNJ R.N. 4",601,518,0,1119,393,304,0,697,627,0,9,166,33,456,12,1,0,0,0,1,0,1,0,0,1,3,1,2,2,6,3,697
339,"SECRAT HEART SENIOR SEC. SCHOOL MOTIKUNJ R.N. 5",747,684,0,1431,445,419,0,864,778,0,15,146,64,580,36,0,0,0,0,1,0,0,0,0,1,1,3,0,0,13,4,864
340,"SECRAT HEART SENIOR SEC. SCHOOL MOTIKUNJ R.N. 6",573,536,0,1109,328,317,0,645,581,0,4,96,46,455,30,0,0,0,0,2,0,0,0,0,0,0,1,1,0,8,2,645
341,"SHANTIDEVI H.S.SCHOOL CHANDANVAN R.N.1",632,588,0,1220,353,334,0,687,618,0,11,101,166,364,14,0,0,0,0,0,0,1,1,0,0,1,0,1,2,24,1,687
342,"SHANTIDEVI H.S.SCHOOL CHANDANVAN R.N.2",333,267,0,600,192,176,0,368,331,0,9,51,44,246,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,368
343,"SHANTIDEVI H.S.SCHOOL CHANDANVAN R.N.3",719,647,0,1366,417,408,0,825,743,0,9,131,166,465,23,0,0,1,0,0,0,3,0,0,2,2,5,0,2,13,3,825
344,"SHANTIDEVI H.S.SCHOOL CHANDANVAN R.N.4",456,349,0,805,223,180,0,403,363,0,5,50,251,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,403
345,"SHANTIDEVI H.S.SCHOOL CHANDANVAN R.N.5",617,523,0,1140,325,308,0,633,570,0,13,77,276,248,9,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,3,633
346,"PRIMARY SCHOOL BIRJAPUR",829,602,0,1431,570,337,0,907,816,0,2,4,832,42,3,2,0,0,0,2,0,0,0,1,1,2,1,0,11,1,3,907
347,"POORV MADHYAMIK VIDYALAYA BIRJAPUR R.N. 1",534,442,0,976,350,265,0,615,554,0,4,5,548,49,0,0,0,0,0,0,0,1,3,1,0,0,2,0,2,0,0,615
348,"POORV MADHYAMIK VIDYALAYA BIRJAPUR R.N. 2",513,388,0,901,291,209,0,500,450,0,4,19,315,131,12,0,1,0,1,2,0,3,2,2,2,3,2,0,1,0,0,500
349,"POORV MADHYAMIK VIDYALAYA BIRJAPUR R.N. 3",828,639,0,1467,465,335,0,800,720,0,8,110,318,321,5,2,0,1,1,5,1,3,3,0,1,5,6,1,3,5,1,800
350,"PRIMARY SCHOOL ADUKI R.N. 1",695,602,1,1298,515,362,0,877,789,0,28,43,522,243,3,5,0,2,0,2,1,4,1,4,0,1,2,1,5,9,1,877
351,"PRIMARY SCHOOL ADUKI R.N. 2",365,334,0,699,286,246,0,532,479,0,0,6,365,141,2,1,0,0,0,2,0,0,2,3,0,3,0,0,3,2,2,532
352,"PRIMARY SCHOOL ADUKI R.N. 3",499,416,0,915,379,276,0,655,590,0,14,14,3,613,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,4,1,655
353,"POORV MADHYAMIK VIDYALAYA MOHANPUR",485,365,0,850,398,277,0,675,608,0,6,31,11,617,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,675
354,"JUNIAR HIGHSCHOOL DHANGAO  R.N. 1",599,521,0,1120,415,296,0,711,640,0,95,16,223,357,3,0,0,0,0,0,1,0,5,2,2,0,0,0,3,3,1,711
355,"JUNIAR HIGHSCHOOL DHANGAO  R.N. 2",579,452,0,1031,431,280,0,711,640,0,15,8,118,530,7,0,0,4,0,0,0,5,6,1,0,2,0,0,1,14,0,711
356,"PRIMARY SCHOOL MUDESI",642,550,0,1192,469,380,0,849,764,0,1,43,312,458,8,0,0,0,1,0,1,2,2,0,3,2,2,1,2,10,1,849
357,"JUNIAR HIGHSCHOOL LAXMINAGAR PURANA BHATTA YAMUNAPAR R.N. 1",779,681,0,1460,524,438,0,962,866,0,8,146,142,639,1,0,0,1,4,0,0,0,1,5,6,2,1,1,0,4,1,962
358,"JUNIAR HIGHSCHOOL LAXMINAGAR PURANA BHATTA YAMUNAPAR R.N. 2",533,430,1,964,270,216,0,486,437,0,4,76,16,334,15,0,0,2,0,3,1,0,1,0,3,2,6,1,1,21,0,486
359,"JUNIAR HIGHSCHOOL LAXMINAGAR PURANA BHATTA YAMUNAPAR R.N. 3",754,643,0,1397,449,310,0,759,683,0,6,116,160,434,0,1,2,0,2,1,1,2,1,3,2,6,2,4,6,2,8,759
360,"DR.PANNILAL H.M.S. LAXMINAGAR R.N. 1",538,478,0,1016,354,291,0,645,581,0,12,63,301,247,2,1,0,0,0,1,2,1,2,3,2,3,0,0,1,4,0,645
361,"DR.PANNILAL H.M.S. LAXMINAGAR R.N. 2",577,473,0,1050,352,296,0,648,583,0,4,61,348,214,4,0,0,0,0,0,0,1,3,0,2,2,2,1,0,2,4,648
362,"DR.PANNILAL H.M.S. LAXMINAGAR R.N. 3",587,423,1,1011,274,215,0,489,440,0,2,47,201,218,6,1,0,1,2,1,1,1,0,2,1,1,1,0,0,0,3,489
363,"DR.PANNILAL H.M.S. LAXMINAGAR R.N. 4",507,377,0,884,283,207,0,490,441,0,1,55,44,370,6,0,0,3,0,1,0,0,0,0,2,1,0,0,2,5,0,490
364,"PRIMARY SCHOOLYAMUNAPAR PANTH MATHURA NEW BULDING  R.N. 1",858,662,1,1521,489,308,0,797,717,0,8,258,17,483,10,2,0,3,1,2,2,1,0,0,2,2,2,0,0,3,1,797
365,"PRIMARY SCHOOLYAMUNAPAR PANTH MATHURA NEW BULDING  R.N. 2",494,421,0,915,298,218,0,516,464,0,10,106,17,358,9,0,0,0,0,0,0,1,2,0,6,0,0,5,0,1,1,516
366,"DEEPPCHAND MAMORIYAL PUBLIC SCHOOL RASKHANNAGRI LAXMINAGAR R.N. 1",466,331,0,797,346,199,0,545,491,0,6,21,109,380,0,1,2,2,1,1,1,1,2,1,1,4,1,0,1,8,2,545
367,"DEEPPCHAND MAMORIYAL PUBLIC SCHOOL RASKHANNAGRI LAXMINAGAR R.N. 2",291,244,0,535,200,140,0,340,306,0,1,61,13,250,4,1,0,0,1,0,0,1,1,0,0,1,2,1,0,3,0,340
