"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
124,"P.P.BAHINGAWAN JOGIPUR PURVI KAKSH",213,179,0,392,96,101,0,197,197,0,26,49,1,107,2,0,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0,2,1,0,2,0,197
125,"P.P.ARMA PURVI  KAKSH",402,358,0,760,221,235,0,456,456,0,135,57,6,211,6,3,2,2,0,2,1,2,2,0,1,3,12,2,0,3,0,0,1,1,4,0,456
126,"J.H.S. SARAIYA HARDO PURVI  KAKSH",356,319,0,675,242,201,0,443,440,0,57,112,9,117,1,1,4,1,4,4,1,8,3,0,4,2,101,1,0,2,1,3,0,1,2,4,443
127,"P.P.GOHNARPUR PURVI KAKSH",492,451,0,943,291,333,0,624,615,0,125,175,2,83,1,0,3,1,0,2,0,29,41,0,2,7,121,3,3,8,1,10,3,2,2,0,624
128,"J.H.S. LAKHANIPATTI DAKSHINI KAKSH",800,647,0,1447,392,334,0,726,726,0,180,58,20,384,3,2,1,2,0,3,0,0,6,1,1,9,26,2,2,3,2,2,2,8,5,4,726
129,"P.P.LADILAPUR PURVI KAKSH",768,644,0,1412,392,403,0,795,795,0,157,127,9,347,8,3,1,4,1,6,1,9,70,2,4,9,11,0,2,1,1,5,1,3,4,9,795
130,"P.P. MAHESHPUR MANDAP UTTARI KAKSH",846,716,0,1562,431,446,0,877,877,0,112,305,12,208,23,1,2,6,3,9,4,30,25,5,2,9,78,1,4,8,0,11,2,10,6,1,877
131,"P.P.THATTHAPUR DAKSHINI KAKSH",676,545,0,1221,354,372,0,726,720,0,93,224,12,308,12,0,1,0,0,3,2,21,28,0,3,1,2,4,1,1,2,0,1,3,3,1,726
132,"PANCHAYAT BHAWAN NAGDAHA",249,213,0,462,119,133,0,252,243,0,104,48,3,80,2,0,0,1,0,2,0,2,1,1,2,1,1,0,0,0,1,0,1,0,0,2,252
133,"S.V.K.V. TAPSINAGAR SEKHAULIYA UTTARI KAKSH",185,168,0,353,131,120,0,251,251,0,47,8,5,187,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,251
134,"P.P.MADUANA UTTARI KAKSH",306,283,0,589,163,169,0,332,332,0,78,59,7,172,2,0,0,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,2,0,332
135,"P.P.LAKHANDEEH PASHCHIMI KAKSH",492,468,0,960,298,283,0,581,581,0,97,56,6,182,5,1,2,2,2,1,4,118,81,3,1,4,4,0,0,1,0,0,1,1,3,6,581
136,"P.P.LAKHANDEEH PURVI KAKSH",779,674,0,1453,433,380,0,813,813,0,322,104,10,278,19,1,0,1,1,2,8,28,9,3,2,5,3,0,1,4,1,1,0,3,7,0,813
137,"P.P.HUSENPUR KHURD UTTARI KAKSH",417,389,0,806,217,237,0,454,420,0,44,155,4,225,0,0,0,0,0,1,0,4,7,0,1,0,2,1,0,2,0,1,0,2,1,4,454
138,"P.P.HUSENPUR KHURD DAKSHINI KAKSH",405,382,0,787,196,192,0,388,388,0,55,101,2,189,7,1,1,2,0,1,2,11,1,1,0,1,1,0,0,2,1,1,2,0,3,3,388
139,"P.P. ANNAPUR PURVI KAKSH",504,481,0,985,316,327,0,643,643,0,53,155,10,345,4,1,0,0,1,1,1,53,3,0,0,0,2,3,1,1,1,0,0,0,5,3,643
140,"RAMNARESH J.B.V. SUTHARPARA  (PARMESHARAPUR)UTTARI KAKSH",590,549,0,1139,351,387,0,738,738,0,329,246,7,102,1,1,0,0,0,2,2,20,7,3,3,5,3,0,0,1,0,0,0,1,2,3,738
141,"RAMNARESH J.B.V. SUTHARPARA  (PARMESHRAPUR)MADHYA KAKSH",301,252,0,553,172,186,0,358,347,0,103,99,3,127,2,1,0,1,1,1,2,1,4,2,1,5,0,1,0,0,0,0,1,0,0,3,358
142,"RAMNARESH J.B.V. SUTHARPARA (PARMESRAPUR) DAKSHINI KAKSH",154,122,0,276,91,77,0,168,168,0,7,31,3,120,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,168
143,"P.P.PARSAULI UTTARI KAKSH",271,228,0,499,143,154,0,297,294,0,86,149,7,43,0,0,0,0,1,3,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,297
144,"P.P.ITAHUVASUNDARPUR PURVI KAKSH",562,470,0,1032,272,293,0,565,565,0,121,126,14,247,5,0,1,3,2,2,0,11,9,1,2,6,1,2,1,1,0,1,0,1,3,5,565
145,P.P.GADANPUR,398,351,0,749,272,233,0,505,505,0,324,66,5,82,8,0,0,3,0,1,1,3,2,0,0,1,0,2,0,0,2,1,1,1,0,2,505
146,"P.P.BIDHAR KHAS UTTARI KAKSH",827,704,0,1531,426,471,0,897,897,0,83,365,31,314,5,0,1,1,2,4,13,30,20,2,1,4,3,2,1,3,2,0,1,1,2,6,897
147,"J.H. BIDHARKHAS  PURVI KAKSH",393,350,0,743,164,159,0,323,323,0,142,31,6,108,3,0,0,1,1,1,0,11,4,1,3,2,0,0,0,0,1,1,2,0,4,1,323
148,"J.H.BIDHAR KHAS PASHCHIM  KAKSH",355,280,0,635,171,150,0,321,321,0,123,13,6,144,5,7,1,2,0,1,1,2,0,2,0,4,1,1,0,0,0,0,0,3,2,3,321
149,"P.P.MANSOORGANJ PASHCHIMI KAKSH",528,470,0,998,277,323,0,600,600,0,50,85,10,317,6,0,0,1,4,4,0,5,102,0,4,1,1,1,0,1,0,0,0,4,0,4,600
150,"P.P.DURGUPUR PASHCHIMI KAKSH",747,595,0,1342,380,354,0,734,734,0,190,180,9,265,5,3,0,3,2,6,3,43,3,1,2,5,0,3,1,0,0,3,0,1,2,4,734
151,"K.P.P.JAMALOOPUR DAKSHINI KAKSH",340,276,0,616,202,181,0,383,358,0,112,89,3,155,6,0,0,0,0,1,4,3,7,0,0,0,0,0,0,0,0,1,0,1,1,0,383
152,"P.P.MADARMAU PASHCHIMI KAKSH",712,610,0,1322,369,371,0,740,720,0,143,162,8,315,6,0,3,1,2,2,2,11,43,1,3,6,7,3,1,4,0,2,0,3,4,8,740
153,"P.P.MADARMAU PURVI KAKSH",899,717,0,1616,485,402,0,887,887,0,293,153,6,323,3,0,2,2,1,3,6,6,53,3,3,9,5,2,1,1,2,1,1,4,2,2,887
154,"P.P.RAMKOLA UTTARI KAKSH",290,269,0,559,170,167,0,337,337,0,177,77,0,32,3,0,0,0,0,1,0,42,0,0,1,0,0,1,2,0,0,0,0,0,0,1,337
155,P.P.HATHINALALA,475,408,0,883,236,246,0,482,482,0,34,177,2,233,5,1,0,1,1,0,0,16,1,1,1,2,0,3,0,1,0,0,1,1,1,0,482
156,"P.P.KHARGUPUR PURVI KAKSH",607,499,0,1106,333,337,0,670,670,0,99,256,6,112,2,3,2,3,1,6,2,16,134,0,1,3,2,1,0,1,3,4,3,2,8,0,670
157,"P.P.CHAKPURVA (DHARMPUR KARMAITEPUR)",760,609,0,1369,411,416,0,827,827,0,202,118,30,271,6,1,3,3,4,4,7,15,128,3,5,3,4,0,0,2,4,3,0,3,5,3,827
158,"P.P.CHANDANPUR PURVI KAKSH",260,205,0,465,126,137,0,263,251,0,62,86,2,97,1,0,0,0,0,0,0,3,6,0,1,2,0,2,0,0,0,0,0,0,1,0,263
159,"P.P.GANPATPUR NAYABHAWAN PURVI KAKSH",874,691,0,1565,513,408,0,921,921,0,152,365,8,10,2,2,3,3,0,2,1,12,322,6,5,6,3,5,0,2,0,4,1,2,2,3,921
160,"P.P.GANPATPUR NAYABHAWAN PASHCHIMI KAKSH",774,670,0,1444,513,415,0,928,928,0,169,54,3,4,4,1,1,0,1,2,0,1,667,1,1,6,1,1,0,0,2,0,0,5,1,3,928
161,"P.P.GANPATPUR PURVI KAKSH",759,607,1,1367,489,352,1,842,842,0,39,183,15,335,6,3,1,0,0,2,4,15,199,5,3,6,3,1,2,3,2,0,3,3,5,4,842
162,"J.H. VISHAVANATHPUR UTTARI KAKSH",550,439,0,989,316,290,0,606,602,0,35,109,7,366,6,0,0,1,0,0,0,1,72,1,1,0,0,1,0,1,0,1,0,0,0,4,606
163,"P.P FATTEPUR KHAS PURVI KAKSH",775,633,0,1408,466,403,0,869,869,0,175,263,6,364,17,1,1,1,1,4,0,14,7,1,0,4,1,0,0,1,0,0,0,3,1,4,869
164,"P.P.FATTEPUR KHAS PASHCHIMI KAKSH",499,415,0,914,302,286,0,588,588,0,153,190,8,173,8,0,0,1,0,0,1,8,10,1,1,0,9,3,0,7,2,2,1,2,6,2,588
165,"P.P.JAGDEESHPUR PURVI KAKSH",391,356,0,747,230,220,0,450,450,0,183,82,1,157,1,0,0,0,0,0,0,4,15,1,0,1,1,1,0,1,0,1,0,0,1,0,450
166,"P.P.MAMPUR UTTARI KAKSH",678,570,0,1248,464,381,0,845,845,0,57,274,9,388,3,1,0,1,0,0,1,0,92,1,2,2,1,0,2,0,0,0,2,0,4,5,845
167,"J.H.JAHANGIRGANJ UTTARI. PASHCHIMI.KAKSH",875,703,0,1578,513,410,0,923,897,0,228,264,7,358,2,0,1,1,0,2,2,2,26,3,4,4,6,2,0,2,0,1,1,1,2,4,923
168,"J,H. JAHANGIRGANJ DAKSHINI  KAKH",843,661,0,1504,481,357,0,838,800,0,106,87,13,514,4,0,2,2,2,2,4,3,86,0,0,1,1,1,1,0,2,0,0,4,3,0,838
169,"P.P.JAHANGIRGANJ PRATHAM SIMA NAVAGAWON PURVI",460,365,0,825,288,256,0,544,544,0,17,48,4,277,3,0,0,0,1,0,0,2,182,0,2,1,0,0,1,1,0,1,0,3,0,1,544
170,"P.P.JAHANGIRGANJ  PRATHAM  SIMA NAVA GAON PASHCHIMI",405,358,0,763,269,242,0,511,511,0,83,21,0,8,1,0,0,1,1,0,0,3,388,0,0,1,2,0,0,0,1,0,0,0,0,1,511
171,"KANYA P.P.NARIYAON  UTTARI KAKSH",436,395,0,831,250,280,0,530,530,0,76,223,3,143,1,0,1,0,1,0,0,6,58,1,0,1,2,1,0,4,0,2,0,3,4,0,530
172,"K.P.P.NARIYA0N ATIRIKT KAKHS",458,410,0,868,296,275,0,571,570,0,64,152,8,276,5,0,0,2,1,1,0,4,35,2,1,5,0,3,2,2,1,0,0,1,3,3,571
173,"K.P.P.NARIYAON DAKSHINI KAKSH",702,538,0,1240,416,347,0,763,763,0,144,79,2,109,4,4,0,1,1,2,0,3,389,3,1,6,2,1,0,2,0,0,3,4,3,0,763
174,"K.P.P.NARIYAVAN DAKSHINI PASHCHIMI KAKSH",439,373,0,812,271,273,0,544,544,0,30,5,0,61,1,1,1,0,1,0,1,6,432,1,0,1,0,0,0,0,0,0,0,2,1,0,544
175,"K.P.P.NARIYAON  ATIRIKAT  KAKSH",350,269,0,619,205,161,0,366,366,0,50,0,6,151,0,0,0,1,0,0,0,3,150,0,0,3,0,0,0,1,0,0,0,0,1,0,366
176,"P.P. MAKHDOOMPUR  PASHCHIMI KAKSH",681,586,1,1268,474,384,0,858,858,0,60,253,2,184,2,2,0,1,1,5,1,8,310,1,2,10,2,3,0,1,0,1,2,4,1,2,858
177,"P.P. TILAKTANDA",819,720,0,1539,457,489,0,946,931,0,339,338,10,119,3,0,4,2,2,4,0,12,87,3,3,3,6,1,0,2,1,1,1,2,2,1,946
178,"P.P.AKTHARANARAYANPUR PURVI KAKSH",554,444,0,998,302,273,0,575,565,0,14,93,4,325,5,3,0,1,4,5,1,3,66,0,8,8,3,2,2,3,3,2,1,3,6,10,575
179,"P.P.SAHASA PASHCHMI KAKSH",428,384,0,812,244,247,0,491,490,0,32,217,7,218,3,0,0,0,1,4,1,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,491
180,"P.P.SINGHPUR UTTARI KAKSH",473,365,0,838,267,258,0,525,525,0,59,256,9,171,3,0,1,0,0,1,0,1,6,2,3,3,2,2,0,1,1,1,0,0,0,3,525
181,"P.P.KAKARAPAR PURVI KAKSH",537,455,0,992,304,248,0,552,542,0,65,183,20,243,6,1,1,2,2,0,1,1,8,1,0,1,1,1,2,0,3,1,2,2,5,0,552
182,"P.P.BAIRI BUJURG PASHCHIMI KAKSH",647,586,0,1233,363,362,0,725,725,0,103,185,8,390,5,0,0,3,2,3,1,3,3,1,2,1,2,1,1,1,0,1,1,0,5,3,725
183,"P.P.NASEERPUR JAMEEN ASNARA PASHCHMI KAKSH",302,265,0,567,190,165,0,355,355,0,32,95,3,69,0,0,0,0,1,4,1,1,0,0,0,1,122,6,1,7,0,6,0,0,5,1,355
184,"P.P.ASNARA UTTARI KAKSH",855,685,0,1540,488,378,0,866,815,0,213,246,30,342,7,1,0,0,2,4,2,0,6,2,1,1,2,0,1,2,1,1,0,0,1,1,866
185,"P.P.ASNARA DAKSHINI KAKSH",461,413,0,874,241,230,0,471,471,0,116,135,17,182,0,0,1,2,1,1,0,1,3,2,1,3,0,1,1,3,0,0,0,1,0,0,471
186,"P.P. SAYAMPUR ALAUPUR  UTTARIKAKSH",611,536,0,1147,347,327,0,674,673,0,57,166,7,365,7,4,1,1,3,2,4,8,1,0,2,5,19,0,0,5,0,1,3,3,4,6,674
187,"P.P.KESHARPUR UTTARI KAKSH",167,143,0,310,85,91,0,176,176,0,29,53,3,73,1,0,0,0,0,1,0,2,0,2,3,2,2,2,0,3,0,0,0,0,0,0,176
188,"P.P. SUJAWALPUR",802,619,1,1422,430,383,0,813,813,0,127,262,11,280,5,3,1,2,6,1,0,27,50,1,2,1,8,4,0,4,2,3,0,6,4,3,813
189,"P.P.HARDIHA JALAL (UMARI JALAL)",707,596,0,1303,369,380,0,749,749,0,171,270,5,239,9,2,0,0,2,0,3,1,1,1,3,4,5,7,0,7,3,3,2,2,5,4,749
190,"P.P. NASEERPUR CHHITAUNA PURVI KAKSH",471,382,0,853,247,264,0,511,510,0,38,181,9,237,1,0,0,0,0,1,1,8,15,1,0,0,4,0,0,6,1,1,1,0,5,1,511
191,"P.P.ADAMPUR UTTARI KAKSH",461,389,0,850,235,245,0,480,470,0,13,212,3,227,2,1,0,1,1,1,1,2,2,0,5,2,0,1,0,1,0,0,1,1,3,0,480
192,"P.P. GOLAHAIPUR",797,604,0,1401,410,374,0,784,784,0,176,277,6,153,4,4,5,1,1,7,5,31,73,3,7,8,2,0,1,2,1,0,3,4,8,2,784
193,"P.P.HARIHARPUR UTTARI KAKSH",773,649,0,1422,430,410,0,840,840,0,145,173,8,322,5,0,2,0,0,2,2,135,2,0,1,2,8,1,0,1,1,1,1,4,19,5,840
194,"P.P.HARIHARPUR DAKSHINI KAKSH",108,93,0,201,71,60,0,131,131,0,3,15,0,104,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,131
195,"P.P. BEERKHET",753,624,0,1377,374,378,0,752,752,0,183,232,6,291,4,1,1,2,0,2,1,1,5,0,1,1,6,0,1,1,1,1,0,2,7,2,752
196,"P.P.TETARIYA UTTARI KAKSH",839,679,0,1518,431,387,0,818,818,0,147,184,8,340,7,1,1,7,2,3,3,31,33,3,3,5,4,2,2,2,1,1,1,6,14,7,818
197,"P.P.RAMBAG (UDAYCHANDPUR)",357,328,0,685,159,173,0,332,332,0,84,17,1,67,1,0,0,2,0,0,3,105,37,0,0,0,2,0,2,1,1,2,2,2,2,1,332
198,"P.P. BARAGAON PURVI KAKSH",591,539,0,1130,259,289,0,548,548,0,104,129,13,47,2,0,2,5,1,1,0,11,212,1,2,3,0,1,0,1,1,1,0,2,1,8,548
199,"P.P.RAYPUR BELWADARI PURVI KAKSH",645,531,0,1176,348,355,0,703,703,0,62,184,26,304,7,16,2,2,3,10,2,8,43,2,3,5,0,1,3,0,1,3,1,4,8,3,703
200,"P.P.KINHUPUR PURVI KAKSH",542,429,0,971,254,265,0,519,519,0,20,200,10,249,4,0,1,2,1,0,1,2,1,7,2,5,0,1,0,0,0,1,1,1,6,4,519
201,"P.P.KINHUPUR PASHCHMI KAKSH",713,580,0,1293,356,332,0,688,670,0,143,127,9,246,12,3,1,2,2,2,4,4,8,0,2,9,36,3,1,11,8,6,7,14,19,9,688
202,"P.P.AINWAN PURVI KAKSH",637,514,0,1151,294,284,0,578,575,0,227,39,8,208,7,0,1,0,5,7,0,2,45,2,1,6,3,2,0,2,0,0,1,3,1,8,578
203,"P.P.AINWAN ATIRIKT KAKSH",357,274,1,632,122,151,0,273,273,0,44,94,5,4,0,2,1,0,0,2,2,3,105,2,0,2,2,0,0,1,0,1,0,1,2,0,273
204,"P.P.AINWAN PASHCHMI KAKSH",817,661,0,1478,389,366,0,755,755,0,82,283,12,295,9,1,1,1,1,1,1,4,17,0,2,8,11,1,0,0,1,2,5,6,7,4,755
205,"P.P.KOTIYA ASHARAFPUR",433,358,0,791,238,215,0,453,453,0,211,87,8,97,4,0,0,1,0,1,0,13,2,0,0,1,11,4,2,5,1,1,1,0,3,0,453
206,"P.P.SONDAU  SAMAISA PURVI KAKSH",402,323,0,725,188,220,0,408,408,0,29,99,9,242,8,1,2,0,1,3,2,3,0,1,0,0,1,0,0,0,0,0,1,3,1,2,408
207,"P.P.JAITEE UTTARI KAKSH",343,297,0,640,178,191,0,369,369,0,33,140,3,173,1,0,0,1,0,0,2,4,1,0,2,1,0,1,0,1,0,0,1,2,1,2,369
208,P.P.KARMANPUR,304,253,0,557,260,170,0,430,430,0,4,60,4,346,5,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,1,1,0,0,1,430
209,"P.P. BANGALPUR UTTTARI KAKSH",429,340,0,769,277,195,0,472,472,0,17,63,6,211,11,2,2,1,0,2,1,13,105,1,3,6,13,0,1,4,0,0,3,1,2,4,472
210,P.P.KABOOLPUR,682,536,0,1218,277,309,0,586,586,0,64,260,8,200,0,0,2,4,1,2,2,6,6,0,4,7,2,6,1,5,0,0,1,0,5,0,586
211,"P.P.CHARIPUR KALA  PURVI KAKSH",858,672,0,1530,438,410,0,848,847,0,42,394,8,294,8,1,1,1,1,5,3,6,63,1,3,1,3,1,0,0,1,1,0,2,6,2,848
212,"P.P.CHARIPUR KALA PASHCHMI KAKSH",425,355,0,780,236,228,0,464,464,0,68,204,5,147,0,0,0,0,1,2,0,0,0,0,1,0,4,3,2,6,0,2,0,1,14,4,464
213,"P.P.CHARIPUR KALA ATIRIKT KAKSH",477,411,0,888,263,264,0,527,527,0,109,217,5,169,3,0,1,1,1,3,1,7,1,1,1,3,0,1,0,0,0,0,0,1,2,0,527
214,P.P.KAMHARIYA,794,614,0,1408,471,405,0,876,876,0,45,276,30,217,3,3,3,7,4,13,3,1,172,5,8,16,16,3,2,7,1,8,3,7,15,8,876
215,"P.P.MADAINIYA .  KAMRA.N.1",666,548,0,1214,292,317,0,609,609,0,72,172,25,218,2,4,4,0,0,3,2,3,73,0,6,3,13,0,0,0,0,0,1,3,4,1,609
216,"P.P.ITAURA DHOLIPUR PURVI KAKSH",610,523,0,1133,335,314,0,649,649,0,40,187,29,208,6,1,0,3,0,3,1,21,120,4,4,7,3,2,2,2,1,1,0,0,4,0,649
217,"P.P.KATHMORVA(SARAY HANKAR)",276,217,0,493,151,133,0,284,284,0,41,90,10,61,1,0,2,0,0,3,6,0,47,2,3,0,3,1,1,2,1,2,0,1,5,2,284
218,"P.P.KATHMORVA  UTTARI KAKSH",395,312,0,707,193,186,0,379,375,0,16,163,9,165,0,1,0,0,1,0,0,5,6,0,0,1,1,0,2,2,0,1,0,0,4,2,379
219,"P.P.GARHWAL PASHCHIMI KAKSH",690,595,0,1285,322,320,0,642,642,0,34,265,8,274,1,3,2,1,4,5,4,2,12,2,4,3,5,1,0,2,0,0,1,1,8,0,642
220,"P.P.SEMRA TAPPA HAVELI",255,236,0,491,164,140,0,304,304,0,70,45,6,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
221,"J.H. AHIRAULI RANIMAU  PURVI KAKSH",795,665,1,1461,430,372,0,802,802,0,43,184,27,506,3,0,0,1,1,4,2,2,6,0,3,1,1,2,0,6,0,1,1,2,4,2,802
222,"J.H.AHIRAULI RANIMAU MADHAYA KAKSH",310,244,0,554,155,149,0,304,302,0,32,119,4,129,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,1,1,0,3,304
223,"P.P.FULWARIYA MAHARAMPUR",459,373,0,832,213,205,0,418,418,0,144,81,32,122,5,0,0,1,0,0,2,2,5,1,2,1,5,1,0,3,1,1,0,5,4,0,418
224,"P.P. DASHVATPUR ITAHIYA PURVI KAKSH",261,213,0,474,137,130,0,267,267,0,101,26,1,136,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,267
225,"P.P.KAYAMPUR UTTARI KAKSH",568,484,0,1052,285,257,0,542,520,0,60,139,6,276,6,1,3,3,1,5,1,5,6,2,3,4,3,3,0,3,0,1,2,2,5,2,542
226,"P.P.KAYAMPUR DAKSHINI KAKSH",596,512,0,1108,264,254,0,518,518,0,56,174,8,216,2,1,2,1,0,1,0,0,24,3,3,1,1,3,1,1,0,2,1,2,7,8,518
227,"P.P.NARVAPITAMBARPUR  PASHCHIMI KAKSH",400,301,0,701,217,175,0,392,392,0,7,80,8,283,5,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,392
228,"P.P. NARAPITAMBARPUR PURVI KAKSH",516,434,0,950,304,267,0,571,571,0,9,267,3,261,3,0,0,0,0,2,0,0,9,0,0,2,1,5,0,3,0,0,0,0,3,3,571
229,P.P.UNCHEYPUER,548,478,0,1026,267,311,0,578,578,0,16,75,6,410,12,1,0,2,0,1,0,9,18,2,2,4,1,1,0,3,2,1,1,2,6,3,578
230,"P.P.KEDARUPUR PURVI KAKSH",906,744,0,1650,404,391,0,795,795,0,119,382,10,244,8,0,0,0,0,2,0,2,3,2,10,4,0,2,0,0,0,0,1,1,3,2,795
231,"P.P.KEDARUPUR PASHCHIMI KAKSH",247,245,0,492,150,149,0,299,299,0,103,46,2,133,3,0,1,1,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,299
232,"P.P. KADRUPUR ATIRIKT KAKSH",577,487,0,1064,296,308,0,604,604,0,30,195,5,328,4,0,1,2,0,2,0,5,15,0,4,2,0,1,1,2,0,0,0,1,2,4,604
233,"P.P.SHAHABUDDEENPUR UTTARI KAKSH",476,400,0,876,212,205,0,417,417,0,32,29,5,329,8,0,0,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,2,2,3,417
234,"P.P.SAHABUDDEENPUR DAKSHINI KAKSH",433,336,0,769,211,223,0,434,434,0,2,364,2,46,1,1,1,1,1,3,0,0,0,0,3,3,0,2,0,0,0,0,0,0,2,2,434
235,"P.P.KARAUDEERAMDEEN SINGH PASHCHIMI KAKSH",162,155,0,317,85,103,0,188,185,0,24,8,0,132,2,0,0,1,0,0,1,1,8,0,0,1,0,1,2,1,1,1,0,2,1,1,188
236,"P.P.GADAIPATTI (SHIVRAJPATTI)",545,436,0,981,234,242,0,476,460,0,8,129,7,278,20,1,1,2,3,1,1,1,2,0,7,5,0,0,1,0,0,0,0,1,5,3,476
237,"P.P.MUVARKPUR ANJAN PURVI KAKSH",270,226,0,496,145,160,0,305,305,0,38,124,9,99,6,0,0,0,0,1,1,0,3,2,7,5,3,1,1,1,1,0,0,1,0,2,305
238,"P.P.ITAURI BUJURG (ITAURI KHURD)",644,559,0,1203,307,346,0,653,653,0,58,150,5,398,8,0,0,1,1,1,2,1,1,1,4,2,2,3,1,2,0,0,1,3,4,4,653
239,"P.P.DEVARIYA PANDIT PURVI KAKSH",560,471,0,1031,303,282,0,585,585,0,248,99,5,196,0,1,0,2,1,1,1,1,7,0,2,5,2,2,0,1,1,1,1,2,2,4,585
240,"P.P.DEVARIYA LALA UTTARI KAKSH",677,506,1,1184,380,217,0,597,597,0,65,217,12,211,2,3,1,4,2,4,2,1,40,1,4,2,1,1,2,5,0,2,1,3,7,4,597
241,"J.H.DEVARIYA UTTARI KAKSH",830,696,0,1526,434,423,0,857,857,0,112,262,15,371,8,0,1,1,3,2,0,5,13,2,3,1,31,1,0,5,0,3,1,5,11,1,857
242,"J.H. DEVKARIYA DAKSHINI  KAKSH",615,519,0,1134,358,320,0,678,678,0,161,188,10,214,2,0,1,2,0,1,3,2,59,1,1,4,1,0,0,0,1,2,3,6,8,8,678
243,"P.P. DEVIRIYA BUJURG DUTIYE",258,221,0,479,124,147,0,271,271,0,7,122,4,114,0,1,0,0,0,2,1,8,1,1,1,0,1,0,0,1,0,1,0,1,4,1,271
244,"P.P.JAGDEESHPUR KANDIPUR  PURVI KAKSH",459,420,0,879,263,272,0,535,535,0,141,200,15,138,2,2,1,0,2,1,0,4,2,1,2,1,1,2,0,3,0,0,0,5,7,5,535
245,P.P.ALAUDDINPUR,371,356,0,727,198,213,0,411,411,0,11,199,9,162,0,0,1,0,1,2,1,3,0,0,2,0,1,5,0,4,2,2,1,0,3,2,411
246,"P.P.SAMDEEH PURVI KAKSH",727,562,0,1289,411,330,0,741,741,0,342,44,10,279,11,0,3,1,3,4,3,3,5,3,5,4,2,1,0,4,0,1,2,4,3,4,741
247,"P.P.SAMDEEHMADHAYA KAKSHA",247,193,0,440,136,110,0,246,246,0,12,93,3,119,3,0,0,0,1,0,0,0,0,0,1,2,1,1,0,5,0,2,0,1,1,1,246
248,"P.P.SAMDEEH PASHCHIMI KAKSH",825,654,0,1479,440,384,0,824,824,0,232,311,9,174,1,2,2,1,0,4,2,1,19,0,2,6,26,1,1,2,0,3,2,1,18,4,824
249,"P.P.KHARUVAON PURVI KAKSH",734,623,0,1357,392,385,0,777,777,0,87,272,17,358,6,1,1,3,3,3,2,0,2,3,3,5,5,2,0,1,1,1,0,0,1,0,777
250,"P.P,KHARUVAON PASHCHIMI KAKSH",398,327,0,725,216,241,0,457,454,0,42,31,7,130,1,1,0,1,6,5,2,1,10,1,7,23,124,1,7,12,2,23,3,5,4,8,457
251,P.P.KARAUDIMISHR,563,493,0,1056,276,267,0,543,541,0,41,187,11,267,4,0,0,0,0,0,0,10,1,0,1,1,2,2,2,2,1,0,0,0,11,0,543
252,"P.P.TENDUAI KURD PURVI KAKSH",131,115,0,246,99,96,0,195,195,0,1,53,4,134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,195
253,"P.P. TENDUAI KALA",597,509,1,1107,329,329,0,658,658,0,137,196,11,279,3,0,0,4,0,3,2,11,2,0,1,2,0,0,0,0,0,1,1,1,4,0,658
254,"P.P.KARAULI LATHAURI PURVI KAKSH",609,492,0,1101,335,289,0,624,624,0,95,143,11,277,18,1,1,1,4,6,2,28,3,1,5,3,3,1,2,3,0,1,1,2,7,5,624
