"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
130,"KISAN MAZDOOR INTER COLLEGE KAMRA NO 16 JASOI",520,434,0,954,380,332,0,712,712,0,36,2,13,644,1,0,0,0,0,5,1,0,2,0,2,2,2,0,0,2,712
131,"KISAN MAZDOOR INTER COLLEGE KAMRA NO 21 JASOI",419,375,0,794,276,246,0,522,522,0,171,1,13,324,3,0,0,0,1,0,0,0,2,0,0,0,3,0,0,4,522
132,"PRATHMIK VIDYALAYA NO 1 KAMRA NO. 1 JASOI",708,578,0,1286,379,342,0,721,719,0,413,4,9,258,0,0,0,1,1,2,0,0,0,0,0,2,24,1,1,5,721
133,"PRATHMIK VIDYALAYA NO 1 KAMRA NO. 2 JASOI",494,466,0,960,322,344,0,666,655,0,311,1,10,339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,666
134,"PRATHMIK VIDYALAYA GUJJARHEDI",657,482,0,1139,453,370,0,823,823,0,178,2,20,603,0,0,0,0,0,5,0,0,2,0,0,1,1,0,1,10,823
135,"PRATHMIK VIDYALAYA PURVI KAMRA NO 1 NAGLA PITHAURA NAGLA PITHAURA",863,640,0,1503,681,463,0,1144,1124,0,92,1,10,1001,5,0,0,0,1,3,0,1,2,0,2,0,11,0,4,11,1144
136,"PRATHMIK VIDYALAYA BEECH KA KAMRA NO 2 NAGLA PITHAURA",757,614,0,1371,676,510,0,1186,1186,0,15,5,7,1124,1,1,1,1,1,3,1,4,3,2,2,3,1,1,1,9,1186
137,"PRATHMIK VIDYALAYA PASHCHMI BHAG KA KAMRA NO. 3 NAGLA PITHAURA",504,395,0,899,432,326,0,758,758,0,20,5,5,726,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758
138,"PRATHMIK VIDYALAYA UTTARI BHAG PIPALHEDA",573,463,0,1036,468,383,0,851,851,0,8,2,20,811,0,0,0,0,0,3,0,0,2,0,1,2,2,0,0,0,851
139,"PRATHMIK VIDYALAYA DAKSHINI BHAG PIPALHEDA",631,566,0,1197,425,369,0,794,794,0,150,4,24,610,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,794
140,"PRATHMIK VIDYALAYA PURVI BHAG CHATELA",846,663,0,1509,604,419,0,1023,1022,0,680,10,275,15,1,1,0,1,0,2,0,0,1,3,1,8,24,1,0,0,1023
141,"PRATHMIK VIDYALAYA PASHCHIMI BHAG CHATELA",688,562,0,1250,455,366,0,821,806,0,563,7,158,70,1,0,0,1,0,1,0,0,2,2,1,13,1,0,0,1,821
142,"PRATHMIK VIDYALAYA POORVI BHAG SOHJANI",690,549,0,1239,523,370,0,893,892,0,23,16,8,817,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,22,893
143,"PRATHMIK VIDYALAYA PASHCHMI  BHAG SOHJANI",532,372,0,904,153,112,0,265,265,0,180,1,1,72,0,0,0,0,0,1,0,1,1,0,1,3,2,0,0,2,265
144,"PRATHMIK VIDYALAYA NO 2 SOHJANI",766,555,0,1321,552,401,0,953,890,0,68,11,8,836,2,2,0,0,0,13,0,1,1,1,0,6,1,1,0,2,953
145,"PRATHMIK VIDYALAYA NO 1 NAYA BHAWAN POORVI  BHAG LALUKHEDI",510,419,0,929,428,295,0,723,723,0,8,29,4,651,0,0,0,0,1,3,1,0,3,3,1,0,3,0,1,15,723
146,"PRATHMIK VIDYALAYA NO 1PASHCHMI KAMRA LALUKHEDI",509,387,0,896,303,206,0,509,499,0,63,49,1,387,1,1,0,0,0,2,1,0,0,0,0,0,2,0,0,2,509
147,"HARIJAN CHOPAL ALIPUR KALAN",521,375,0,896,449,294,0,743,312,0,217,21,6,495,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,743
148,"PRATHMIK VIDYALAYA NO 1 NAYA BHAWAN POORVI BHAG ALIPUR KALAN",537,390,0,927,481,272,0,753,753,0,216,7,3,517,1,0,0,0,0,2,0,0,0,0,0,2,3,0,0,2,753
149,"PRATHMIK VIDYALAYA NO 1 NAYA BHAWAN PASHCHMI BHAG ALIPUR KALAN",530,391,0,921,385,257,0,642,642,0,50,4,2,571,1,0,0,0,0,5,0,2,0,0,0,1,2,0,1,3,642
150,"JUNIOR HIGH SCHOOL R0 NO. 1 SALHAKHEDI",537,431,0,968,476,376,0,852,842,0,17,2,4,827,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,852
151,"PRATHMIK VIDYALAYA R0 NO. 1 SALHAKHEDI",443,360,0,803,381,304,0,685,200,0,5,5,3,662,1,2,0,0,0,4,0,0,0,0,0,1,0,0,0,2,685
152,"PRATHMIK VIDYALAYA PASHCHMI BHAG KA KAMRA SALHAKHEDI",394,391,0,785,366,304,0,670,670,0,3,7,4,636,1,0,0,3,0,6,0,0,0,0,0,1,0,0,4,5,670
153,"KANYA POORVE MADHYAMIK VIDHYALAY UTTARI BHAG KAMRA NO 1 MOHD PUR MADAN",535,423,0,958,401,381,0,782,279,0,1,4,3,764,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,782
154,"PRATHMIK VIDYALAYA NAYA BHAWAN POORVI BHAG MOHD PUR MADAN",473,350,0,823,338,249,0,587,585,0,10,4,0,562,1,0,0,2,0,3,0,1,1,0,0,0,0,0,0,3,587
155,"PRATHMIK VIDYALAYA NAYA BHAWAN PASHCHMI  BHAG MOHD PUR MADAN",512,357,0,869,275,203,0,478,458,0,36,4,3,427,1,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,478
156,"PRATHMIK VIDYALAYA CHAROLI NIWADA",620,491,0,1111,446,320,0,766,405,0,93,9,2,651,0,0,1,1,0,4,0,0,0,1,0,1,1,0,0,2,766
157,"PRATHMIK VIDYALAYA ATALI",739,581,0,1320,507,391,0,898,877,0,16,9,6,848,0,0,2,0,1,8,0,1,0,0,0,0,0,1,2,4,898
158,"PRATHMIK VIDYALAYA WARTMAN KAMRA POORVI BHAG BUDINA KALAN",480,352,0,832,369,298,0,667,663,0,305,3,0,348,2,0,0,0,0,1,0,0,0,1,0,2,2,1,0,2,667
159,"PRATHMIK VIDYALAYA NO.2 ATIRIKT KAKSH NO.1 BUDINA KALAN",381,325,0,706,342,259,0,601,598,0,0,7,1,588,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,601
160,"PRATHMIK VIDYALAYA NO. 2 PASHCHMI BHAG KA KAMRA BUDINA KALAN",447,375,0,822,423,293,0,716,713,0,6,0,3,693,1,0,1,0,0,4,0,0,2,0,0,2,0,0,1,3,716
161,"PRATHMIK VIDYALAYA  NO. 2 PASHCHMI BHAG BUDINA KALAN",405,327,0,732,356,279,0,635,635,0,1,5,13,601,2,0,0,0,0,2,0,0,2,0,1,2,1,1,0,4,635
162,"PRATHMIK VIDYALAYA NO.1 PASHCHMI BHAG BUDINA KALAN",693,586,0,1279,591,468,0,1059,1059,0,19,8,8,1011,2,0,0,0,1,5,1,0,0,0,0,0,1,0,0,3,1059
163,"PRATHMIK VIDYALAYA DOLDI",647,506,0,1153,565,372,0,937,937,0,115,2,2,791,8,0,1,0,0,8,0,0,1,1,1,1,1,0,0,5,937
164,"PRATHMIK VIDYALAYA KAMRA NO. 1 LAKHAN",473,401,0,874,375,290,0,665,665,0,51,2,4,604,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,665
165,"PRATHMIK VIDYALAYA KAMRA NO. 3 LAKHAN",411,335,0,746,320,231,0,551,551,0,121,3,6,417,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,551
166,"PRATHMIK VIDYALAYA KAMRA NO. 1 LAKHAN",466,382,0,848,389,261,0,650,650,0,254,1,5,386,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,650
167,"PRATHMIK VIDYALAYA KAMRA NO. 4 LAKHAN",464,415,0,879,364,355,0,719,719,0,22,0,23,670,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,719
168,"PRATHMIK VIDYALAYA POORVI BHAG NUNAKHEDA",707,565,0,1272,690,524,0,1214,1206,0,0,2,6,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1214
169,"UCCH PRATHMIK VIDYALAYA NOONAKHERA",859,673,0,1532,681,539,0,1220,1220,0,6,0,0,1210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1220
170,"KANYA PATSHALA K. N. 1 DHINDAWALI",598,445,0,1043,504,294,0,798,736,0,17,0,3,776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,798
171,"PRATHMIK VIDYALAYA PURVI BHAG DHINDAWALI",534,428,0,962,493,342,0,835,707,0,6,4,1,815,3,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,835
172,"PRATHMIK VIDYALAYA PASHCHIMI BHAG DHINDAWALI",540,416,0,956,483,319,0,802,802,0,1,3,2,784,4,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,802
173,"KANYA POORVE MADHYAMIK VIDHYALAY UTTAR  PASHCHIM KA  KAMRA DHINDAWALI",648,478,0,1126,515,310,0,825,821,0,2,0,8,799,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2,7,825
174,"PRA. KANYA PATHSHALA POORVI BHAG KUTBA",471,366,0,837,391,330,0,721,662,0,0,0,7,704,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,5,721
175,"PRA.KANYA PATHSHALA BEECH KA KAMRA KUTBA",488,361,0,849,309,212,0,521,521,0,0,1,5,512,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,521
176,"PRA.KANYA PATHSHALA PASHCHMI  KAMRA KUTBA",482,358,0,840,377,238,0,615,611,0,0,1,41,571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615
177,"PRA.KANYA PATHSHALA ATIRIKT  KAMRA KUTBA",389,291,0,680,330,244,0,574,569,0,0,1,2,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,574
178,"POORV MADHYAMIK KANYA VIDYALAYA PASHCHIMI BHAG KUTBI",568,455,0,1023,532,365,0,897,232,0,0,0,2,894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897
179,"POORV MADHYAMIK KANYA VIDYALAYA BEECH KA KAMRA KUTBI",591,471,0,1062,420,332,0,752,752,0,0,0,2,749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,752
180,"PRATHMIK PATHSHALA NO.1 KAMRA NO. 2 MUKANDPUR",576,441,0,1017,475,319,0,794,734,0,1,26,26,719,2,0,0,0,1,1,1,0,0,0,0,1,0,0,4,12,794
181,"UCCH PRATHMIK VIDYALAYA MUKUNDPUR",504,410,0,914,376,264,0,640,636,0,5,0,14,609,1,0,0,2,0,3,1,1,0,0,0,0,1,0,0,3,640
182,"PRATHMIK VIDYALAYA NO.1 KAMRA NO. 1 MUKANDPUR",623,478,0,1101,398,302,0,700,132,0,22,1,45,620,4,1,0,0,0,0,0,0,3,0,1,2,0,0,0,1,700
183,"PRATHMIK VIDYALAYA HAIDERNAGAR JALALPUR  NO 2 ATIRIKT KAKSH",806,652,0,1458,528,481,0,1009,1000,0,10,0,4,990,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1009
184,"UCCH PRATHMIK VIDYALAYA HAIDERNAGAR JALALPUR",722,556,0,1278,620,392,0,1012,1012,0,17,7,7,978,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1012
185,"PRATHMIK VIDYALAYA PEERBAR MAJRA BAGHRA",261,214,0,475,171,182,0,353,331,0,4,1,4,317,2,0,0,0,0,8,0,4,1,0,0,1,1,0,1,9,353
186,"KALYANKARI INTER COLLEGE UTTARI PASHCHIMI BHAG KA  KAMRA NO. 2 BAGHRA",562,424,0,986,312,210,0,522,519,0,90,4,305,93,2,0,0,2,1,3,1,0,0,1,1,4,0,4,6,5,522
187,"KALYANKARI INTER COLLEGE KAMRA NO.6 BAGHRA",451,352,0,803,218,179,0,397,393,0,74,7,82,207,1,0,1,0,1,6,1,0,3,2,1,4,1,0,3,3,397
188,"KALYANKARI INTER COLLEGE UTTARI PASHCHIMI BHAG KA  KAMRA NO. 3 BAGHRA",551,428,0,979,297,207,0,504,504,0,78,6,373,34,0,0,1,0,0,0,0,1,0,1,1,3,1,1,4,0,504
189,"KALYANKARI INTER COLLEGE KAMRA NO.1 BAGHRA",367,256,0,623,199,119,0,318,318,0,52,1,213,45,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,0,318
190,"KALYANKARI INTER COLLEGE UTTAR PASHCHIM BHAG KA KAMRA NO.4 BAGHRA",519,390,0,909,229,171,0,400,350,0,152,3,235,4,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,400
191,"KALYANKARI INTER COLLEGE KAMRA NO.6 BAGHRA",507,382,0,889,290,211,0,501,446,0,124,6,224,129,0,0,0,3,1,3,0,0,1,0,0,2,2,1,2,3,501
192,"SWAMI KALYANDEV DIGREE COLLOGE KAMRA NO.1  BAGHRA",485,360,0,845,296,217,0,513,505,0,81,4,103,314,0,0,0,1,2,1,1,2,2,1,0,0,0,1,0,0,513
193,"SWAMI KALYANDEV DIGREE COLLOGE KAMRA NO.4 BAGHRA",476,371,0,847,270,211,0,481,478,0,42,3,153,259,2,1,0,2,0,6,1,0,0,0,0,4,1,0,0,7,481
194,"SWAMI KALYANDEV DIGREE COLLOGE KAMRA NO.2 BAGHRA",623,385,0,1008,315,199,0,514,502,0,147,3,360,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,514
195,"SWAMI KALYANDEV DIGREE COLLOGE KAMRA NO.5 BAGHRA",465,331,0,796,185,121,0,306,295,0,37,3,250,10,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,306
196,"SWAMI KALYANDEV DIGREE COLLOGE KAMRA NO.3 BAGHRA",518,397,1,916,310,236,0,546,500,0,24,5,8,480,2,0,0,0,0,5,2,0,4,1,2,1,1,0,0,11,546
197,"SWAMI KALYANDEV DIGREE COLLOGE KAMRA NO.6 BAGHRA",534,415,0,949,399,324,0,723,722,0,18,0,8,692,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,723
198,"PRATHMIK VIDYALAYA  MURADPURA MAJRA BAGHRA KAMRA NO 1",320,248,0,568,203,173,0,376,376,0,53,0,155,163,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,376
199,"PRATHMIK VIDYALAYA MURADPURA MAJRA BAGRA KAMRA NO.  2",581,447,0,1028,389,311,0,700,500,0,77,5,336,266,4,0,0,1,1,1,0,0,0,1,1,0,2,1,2,2,700
200,"PRATHMIK VIDYALAYA GARHI DESHRAJ MAJRA BAGHRA",459,367,0,826,392,330,0,722,720,0,13,0,12,694,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,722
201,"PRATHMIK VIDYALAYA PASHCHMI BHAG SAIDPUR KHURD",571,482,0,1053,419,345,0,764,762,0,41,3,30,657,2,0,0,0,3,3,1,0,7,0,0,1,3,2,0,11,764
202,"PRATHMIK VIDYALAYA POORVI BHAG SAIDPUR KHURD",694,596,0,1290,496,415,0,911,911,0,290,73,79,438,3,0,1,2,2,8,1,0,0,1,4,6,1,0,0,2,911
203,"KANYA PRATHMIK VIDHYALAY MANDI NO. 2 DAKSHINI BHAG",574,476,0,1050,547,374,0,921,921,0,0,3,1,907,1,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,921
204,"KANYA PRATHMIK VIDHYALAY MANDI NO. 2 UTTARI  BHAG ATIRIKT KAKSH",639,529,0,1168,398,324,0,722,722,0,196,3,266,231,0,0,0,14,2,3,0,1,1,1,1,3,0,0,0,0,722
205,"PRATHMIK VIDYALAYA MANDI 1 DAKSHINI BHAG",777,609,1,1387,569,318,0,887,885,0,263,9,300,292,2,1,0,1,1,4,0,0,1,0,1,4,2,1,1,4,887
206,"PRATHMIK VIDYALAYA MANDI NO 1 ATIRIKT KAKSH",641,467,0,1108,426,279,0,705,705,0,70,1,52,563,1,0,1,1,0,6,0,1,2,0,0,1,2,1,0,3,705
207,"PRATHMIK VIDYALAYA KARWADA",575,446,0,1021,448,314,0,762,747,0,26,28,10,661,1,0,1,1,0,4,1,0,1,2,1,0,5,1,2,17,762
208,"KANYA PATSHALA KARWADA",597,461,0,1058,262,247,0,509,508,0,278,3,7,194,3,0,0,0,0,3,1,1,2,1,0,4,6,0,2,4,509
209,"PRATHMIK VIDYALAYA PURVI BHAG KHATULA",654,565,0,1219,298,210,0,508,506,0,124,4,296,71,0,0,0,0,0,1,0,1,1,1,0,3,4,0,1,1,508
210,"PRATHMIK VIDYALAYA PASHCHIMI BHAG KHATULA",585,551,0,1136,366,363,0,729,700,0,473,4,239,1,0,0,0,0,0,0,0,0,1,1,2,5,1,0,2,0,729
211,"PRATHMIK VIDYALAYA KABIRPUR",510,464,0,974,380,250,0,630,630,0,437,1,118,49,1,0,1,0,0,0,0,0,0,0,2,1,17,0,1,2,630
212,"PRATHMIK VIDYALAYA KAMRA NO. 1 HARSAULI",523,421,0,944,427,310,0,737,720,0,7,2,1,719,3,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,737
213,"PRATHMIK VIDYALAYA KAMRA NO. 2 HARSAULI",414,305,0,719,306,225,0,531,531,0,14,2,17,473,0,1,0,1,1,5,1,1,4,0,3,0,0,0,1,7,531
214,"PRATHMIK VIDYALAYA KAMRA NO. 3 HARSAULI",444,282,0,726,291,171,0,462,459,0,82,3,13,346,0,0,0,0,0,3,1,0,0,1,0,1,4,1,1,6,462
215,"PRATHMIK VIDYALAYA HARSAULI",491,377,0,868,332,261,0,593,593,0,186,2,164,226,1,1,0,0,1,1,0,2,0,0,0,1,2,0,1,5,593
216,"JANTA INTER COLLEGE KUTESRA KAMRA NO.5 HARSAULI",493,403,0,896,345,240,0,585,580,0,117,2,446,12,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4,0,585
217,"JAI  HIND INTER COLLEGE R0 NO. 3 HARSAULI",454,340,0,794,290,227,0,517,514,0,197,2,179,124,1,1,0,2,0,2,0,1,1,1,0,1,3,2,0,0,517
218,"JAI  HIND INTER COLLEGE R0 NO. 6 HARSAULI",497,355,0,852,340,235,0,575,560,0,104,2,325,119,0,0,0,0,1,3,0,1,0,2,0,0,6,0,8,4,575
219,"JAI  HIND INTER COLLEGE R0 NO. 4 HARSAULI",685,516,0,1201,431,325,0,756,749,0,227,6,461,27,0,0,0,7,0,3,0,0,1,1,3,4,8,0,5,3,756
220,"PRATHMIK VIDYALAYA BHUMIAWALA BARWALA",528,395,0,923,428,290,0,718,713,0,2,1,31,667,1,0,0,2,1,9,0,0,1,0,0,1,1,0,0,1,718
221,"PRATHMIK VIDYALAYA BHUMIAWALA KAMRA NO 3 BARWALA",616,421,0,1037,484,339,0,823,823,0,5,5,51,743,2,1,1,0,1,1,1,0,3,1,0,2,1,1,1,3,823
222,"GRAM UTHTHAN JUNIOR HIGH SCHOOL DAKSHINI BHAG KAMRA NO 3 BARWALA",756,561,0,1317,643,454,0,1097,1007,0,3,4,6,1065,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,12,1097
223,"GRAM UTHTHAN JUNIOR HIGH SCHOOL DAKSHINI BHAG KAMRA NO 5 BARWALA",502,398,0,900,443,318,0,761,758,0,0,0,12,737,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,761
224,"PRATHMIK VIDYALAYA BHUMIAWALA KAMRA NO 1 BARWALA",483,363,0,846,361,248,0,609,560,0,23,0,472,105,0,0,0,1,0,0,0,0,0,0,1,0,1,2,3,1,609
225,"PRATHMIK VIDYALAYA BHUMIAWALA BARWALA",610,451,0,1061,375,255,0,630,630,0,180,12,265,156,4,0,0,2,2,4,0,0,0,0,0,1,0,0,4,0,630
226,"PRATHMIK VIDYALAYA KAMRA NO. 1 TAWLI",550,385,0,935,341,243,0,584,559,0,204,2,286,52,2,0,0,1,0,3,0,0,0,0,0,2,8,1,12,11,584
227,"PRATHMIK VIDYALAYA KAMRA NO. 3 TAWLI",490,404,0,894,276,235,0,511,511,0,274,5,196,18,1,0,0,1,0,1,0,0,1,2,1,5,5,0,1,0,511
228,"PRATHMIK VIDYALAYA KAMRA NO. 2  TAWLI",529,399,0,928,264,231,0,495,488,0,219,8,157,90,1,0,1,1,1,1,0,0,2,2,1,2,2,1,3,3,495
229,"ISLAMIA SCHOOL KAMRA NO. 3 TAWLI",705,501,0,1206,389,295,0,684,612,0,267,3,310,81,1,0,0,8,0,3,0,0,1,1,0,0,6,1,1,1,684
230,"ISLAMIA SCHOOL KAMRA NO. 4 TAWLI",782,607,0,1389,467,365,0,832,832,0,417,16,308,60,1,0,1,5,0,0,0,0,2,4,1,7,6,0,1,3,832
231,"ISLAMIA SCHOOL KAMRA NO. 5 TAWLI",492,407,0,899,348,223,0,571,529,0,205,2,237,101,4,0,0,0,1,2,0,0,1,1,3,6,4,0,3,1,571
232,"ISLAMIA SCHOOL KAMRA NO. 2 TAWLI",346,256,0,602,215,135,0,350,334,0,212,6,115,3,0,0,1,0,0,0,1,0,1,0,1,6,2,1,1,0,350
233,"PRATHMIK VIDYALAYA UTTARI BHAG NIRMANI",687,516,0,1203,467,363,0,830,728,0,111,5,49,648,3,0,0,0,0,1,0,0,1,1,0,4,1,1,1,4,830
234,"PRATHMIK VIDYALAYA DAKSHINI BHAG NIRMANI",455,344,0,799,300,247,0,547,523,0,139,2,334,60,0,0,0,2,0,1,0,0,0,0,0,1,1,0,2,5,547
235,"PRATHMIK VIDYALAYA KAMRA NO. 1 NIRMANI",392,297,0,689,205,162,0,367,347,0,184,2,69,99,0,0,0,0,0,1,0,1,0,0,0,4,4,3,0,0,367
236,"JUNIOR HIGH SCHOOL UTTARI BHAG NIRMANA",600,502,0,1102,414,352,0,766,750,0,18,3,60,671,0,0,0,1,1,3,0,0,2,0,0,1,1,1,1,3,766
237,"JUNIOR HIGH SCHOOL DAKSHINI BHAG NIRMANA",684,541,0,1225,409,297,0,706,673,0,205,9,57,406,2,1,0,0,2,8,1,1,0,1,3,3,5,0,0,2,706
238,"PRATHMIK VIDYALAYA GADHI DURGANPUR",544,427,0,971,393,336,0,729,602,0,253,14,111,335,0,0,0,0,0,4,1,1,1,0,0,2,1,1,1,4,729
239,"PRATHMIK VIDYALAYA KAMRA NO. 1 MOLAHEDI",482,384,0,866,458,306,0,764,764,0,34,2,14,708,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,764
240,"PRATHMIK VIDYALAYA KAMRA NO. 2 MOLAHEDI",423,351,0,774,378,276,0,654,654,0,70,4,14,552,3,0,0,0,0,2,0,0,1,0,0,5,2,0,1,0,654
241,"PRATHMIK VIDYALAYA KAMRA NO. 1 LACHEDA",712,576,0,1288,657,493,0,1150,1150,0,2,3,20,1116,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1150
242,"PRATHMIK VIDYALAYA KAMRA NO. 2  LACHEDA",705,559,0,1264,526,368,0,894,893,0,203,6,14,634,6,0,1,0,0,8,2,1,2,2,1,6,6,1,0,1,894
243,"PRATHMIK VIDYALAYA KAMRA NO 3 LACHEDA",662,554,0,1216,532,426,0,958,938,0,1,3,7,929,1,0,0,0,0,6,0,0,1,0,0,3,0,0,0,7,958
244,"PRATHMIK VIDYALAYA SIMLI",574,435,0,1009,457,324,0,781,716,0,330,5,10,423,2,0,1,1,0,3,2,0,0,0,0,2,0,0,1,1,781
245,"PRATHMIK VIDYALAYA MEERAPUR",556,452,0,1008,513,398,0,911,534,0,12,3,9,880,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,911
246,"PRATHMIK VIDYALAYA MANDHEDA",879,703,0,1582,575,471,0,1046,998,0,667,2,3,343,3,0,0,1,0,1,1,2,2,0,1,10,8,0,0,2,1046
247,"MADARSA FAIZUL ISLAM KAMRA NO. 1 SUJDU",889,638,0,1527,535,385,0,920,744,0,679,9,122,81,0,1,0,1,2,2,0,1,1,2,0,6,7,2,0,4,920
248,"MADARSA FAIZUL ISLAM KAMRA NO. 2 SUJDU",693,511,0,1204,419,313,0,732,730,0,618,3,56,35,1,2,0,0,1,3,1,1,0,1,1,3,5,0,0,1,732
249,"MADARSA FAIZUL ISLAM KAMRA NO. 3 SUJDU",538,426,0,964,363,257,0,620,617,0,492,5,93,17,1,0,0,0,0,0,2,0,1,0,0,4,3,0,0,2,620
250,"MADARSA FAIZUL ISLAM KAMRA NO. 4 SUJDU",541,397,0,938,383,240,0,623,604,0,580,7,31,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,623
251,"MADARSA FAIZUL ISLAM KAMRA NO. 5 SUJDU",661,566,1,1228,505,446,0,951,949,0,865,4,71,2,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,951
252,"MADARSA FAIZUL ISLAM KAMRA NO. 6 SUJDU",643,407,0,1050,566,194,0,760,760,0,642,9,71,23,0,0,0,0,1,0,0,0,0,0,1,4,8,0,1,0,760
253,"JUNIOR HIGH SCHOOL R0 NO. 1 SUJDU",704,482,0,1186,520,343,0,863,863,0,765,9,73,1,0,0,0,1,0,2,0,0,1,0,0,3,7,0,0,1,863
254,"JUNIOR HIGH SCHOOL R0 NO. 2 SUJDU",735,536,0,1271,494,356,0,850,847,0,628,7,161,50,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,850
255,"PRATHMIK VIDYALAYA NO. 1KAMRA NO. 2 SUJRU",685,517,0,1202,464,340,0,804,799,0,512,24,146,96,2,1,0,2,0,2,2,0,4,2,1,0,5,1,1,3,804
256,"PRATHMIK VIDYALAYA NO. 1KAMRA NO. 1 SUJRU",554,394,0,948,375,271,0,646,576,0,214,4,11,393,0,1,0,0,1,3,1,0,2,2,1,7,2,0,2,2,646
257,"PRATHMIK VIDYALAYA NO 1 KAMRA NO. 3 SUJRU",395,294,0,689,265,191,0,456,444,0,203,3,79,156,1,0,0,5,0,4,1,0,0,0,0,2,1,0,0,1,456
258,"BALIKA UCCH PRATHMIK VIDHYALAY KAMRA NO. 1 SUJDU",710,563,0,1273,526,390,0,916,675,0,730,6,133,4,0,0,0,9,0,2,0,0,2,1,1,12,12,1,1,2,916
259,"BALIKA UCCH PRATHMIK VIDHYALAY KAMRA NO. 2 SUJDU",842,636,0,1478,553,410,0,963,502,0,788,11,115,19,2,0,1,6,1,3,1,0,2,0,0,6,6,0,0,2,963
260,"BALIKA UCCH PRATHMIK VIDHYALAY KAMRA NO. 3 SUJDU",645,496,0,1141,468,385,0,853,851,0,649,4,18,162,0,0,1,1,2,2,0,1,1,1,0,1,6,0,0,4,853
261,"BALIKA UCCH PRATHMIK VIDYALAYA R0 NO. 4 SUJDU",713,524,0,1237,470,367,0,837,557,0,681,8,67,55,2,2,0,1,0,1,0,0,0,1,1,9,5,0,3,1,837
262,"PRATHMIK VIDYALAYA PASHCHAMI BHAG VAHALNA",819,668,0,1487,654,505,0,1159,1156,0,419,12,64,634,2,2,0,2,0,5,1,2,1,1,2,8,3,0,0,1,1159
