"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
177,"P.P. EAST PART KHUBARIYAPUR",229,173,0,402,115,72,0,187,186,0,41,18,113,5,0,0,0,0,0,5,0,0,5,187
178,"P.P. NAGLA MAHUA",415,297,0,712,301,198,0,499,104,0,134,0,352,3,1,2,1,0,0,0,2,0,4,499
179,"P.P. BHANPUR",302,248,0,550,207,126,0,333,181,0,120,2,204,3,0,1,0,0,0,0,1,1,1,333
180,"P.P. PRATHVIPUR KHUBARIYAPUR EAST PART",295,256,0,551,174,139,0,313,23,0,138,24,143,2,0,0,0,0,1,0,0,2,3,313
181,"P.P. PRATHVIPUR KHUBARIYAPUR WEST PART",313,243,0,556,151,135,0,286,27,0,73,76,118,2,0,0,0,0,2,5,4,2,4,286
182,"P.P. MANIKAPUR",278,213,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"P.P. NAGLA BHAUSE",227,164,0,391,168,120,0,288,282,0,27,12,245,0,0,0,0,0,1,0,1,0,2,288
184,"J.H.S. HARIBALLABHPUR NORTH PART",475,352,0,827,305,225,0,530,530,0,76,47,393,3,0,0,0,0,0,2,2,2,5,530
185,"J.H.S. HARIBALLABHPUR",530,507,0,1037,360,344,0,704,100,0,76,7,600,5,0,0,0,0,0,1,7,1,7,704
186,"P.P. KUNARPUR JANU",797,617,0,1414,490,373,0,863,198,0,227,213,404,4,3,0,1,1,0,1,1,4,4,863
187,"P.P. PATKULIYA",366,281,0,647,238,214,0,452,402,0,175,84,183,0,0,1,0,1,0,0,3,2,3,452
188,"P.P. NORTH PART VISHUNPUR HASILPUR",789,604,0,1393,605,336,0,941,42,0,487,20,406,1,1,0,0,1,2,1,9,3,10,941
189,"P.P. SOUTH PART VISHUNPUR HASILPUR",815,683,0,1498,570,406,0,976,216,0,621,121,192,3,2,0,4,1,1,1,10,2,18,976
190,"P.P. ATIRAJPUR",757,585,0,1342,507,381,0,888,22,0,183,29,657,6,0,0,1,0,0,1,4,2,5,888
191,"G.P.P. MADARPUR",373,319,0,692,284,229,0,513,25,0,82,58,361,3,0,0,1,1,2,2,0,1,2,513
192,"P.P. KAPOORPUR",715,652,0,1367,581,434,0,1015,342,0,938,28,24,3,0,2,0,0,0,3,3,3,11,1015
193,"P.P. JASUAMAI",619,473,0,1092,406,252,0,658,57,0,169,28,438,5,1,0,1,0,3,4,4,1,4,658
194,"P.P. RAYPUR",204,180,0,384,164,132,0,296,18,0,137,90,61,2,0,0,0,0,0,0,4,1,1,296
195,"P.P. SALEMPUR",384,341,0,725,275,234,0,509,1,0,128,125,239,2,0,1,2,0,1,2,2,5,2,509
196,"G.P.P. AKBARPUR ROOM NO.1",681,555,0,1236,447,337,0,784,44,0,248,20,501,2,1,0,0,0,1,2,4,1,4,784
197,"G.P.P. AKBARPUR ROOM NO.2",730,585,0,1315,389,338,0,727,22,0,357,18,329,3,0,0,0,0,1,1,3,0,15,727
198,"NATIONAL VIDHYA MANDIR INTER COLLEGE AKBARPUR",589,508,0,1097,409,327,0,736,53,0,504,26,194,0,0,0,0,2,0,3,2,0,5,736
199,"P.P. SARAI SUNDAR",336,290,0,626,258,203,0,461,67,0,73,2,381,1,0,0,0,0,0,0,3,0,1,461
200,"P.P. MAHOI",708,561,0,1269,464,365,0,829,100,0,43,127,639,0,0,1,1,0,4,2,2,5,5,829
201,"RASAL SINGH H.S.S. MADHYA PART NAULI MAHOI",310,252,0,562,268,173,0,441,47,0,46,5,380,3,0,0,0,0,2,1,2,0,2,441
202,"P.P. KASIYA NANDPUR",574,430,0,1004,418,292,0,710,14,0,593,31,72,2,0,0,0,1,1,1,3,0,6,710
203,"P.P. NAULI EAST PART",514,444,0,958,360,282,0,642,2,0,243,39,349,1,1,1,0,0,0,1,0,2,5,642
204,"P.P. NAULI WEST PART",771,587,0,1358,455,342,0,797,590,0,227,139,405,4,0,0,0,1,0,0,5,5,11,797
205,"P.P. NORTH PART JAGATPUR",717,590,0,1307,417,387,0,804,5,0,306,174,290,3,0,0,1,1,0,0,7,3,19,804
206,"P.P. SOUTH PARTH JAGATPUR",585,499,0,1084,390,304,0,694,13,0,165,62,426,2,1,0,2,1,1,6,10,4,14,694
207,"PANCHAYAT GHAR ALHA",404,315,0,719,268,191,0,459,250,0,215,10,222,4,0,0,0,0,0,1,2,2,3,459
208,"P.P. NAGLA SADARI",415,360,0,775,267,229,0,496,6,0,136,187,160,1,1,1,0,0,0,0,7,1,2,496
209,"J.H.S. KARMULLAPUR",319,267,0,586,209,162,0,371,300,0,205,48,107,3,0,0,1,0,0,0,3,2,2,371
210,"P.P. SAHJAHANPUR",641,520,0,1161,360,342,0,702,21,0,443,26,218,4,0,0,0,1,1,1,5,2,1,702
211,"P.P. RATANPUR",682,519,0,1201,434,285,0,719,42,0,264,48,380,3,1,0,0,1,3,3,2,5,9,719
212,"B.S.S.INTER COLLEGE SIKANDARPUR ROOM NO.1",715,605,0,1320,303,260,0,563,82,0,315,31,205,1,1,1,0,1,0,3,2,1,2,563
213,"B.S.S.INTER COLLEGE ROOM NO.2",588,504,0,1092,289,212,0,501,121,0,241,11,242,0,2,0,0,0,0,0,1,2,2,501
214,"B.S.S. INTER COLLEGE SIKANDARPUR ROOM NO.3",703,581,0,1284,305,213,0,518,40,0,214,64,228,2,1,0,0,0,1,1,5,1,1,518
215,"B.S.S INTER COLLEGE SIKANDARPUR ROOM NO.4",622,506,0,1128,248,164,0,412,350,0,182,36,182,4,0,0,0,0,0,0,3,3,2,412
216,"H.S.S. SIKANDARPUR",282,265,0,547,170,156,0,326,101,0,74,7,237,1,0,0,1,1,2,0,2,0,1,326
217,"B.S.S. INTER COLLEGE SIKANDARPUR ROOM NO.6",835,666,0,1501,447,308,0,755,588,0,238,95,386,7,0,1,2,0,1,3,10,0,12,755
218,"P.P. SINGHPUR",501,458,0,959,346,282,0,628,5,0,258,77,281,1,0,0,0,0,1,2,4,1,3,628
219,"P.P. SOUTH PART RAURI",318,231,0,549,216,124,0,340,152,0,164,12,153,4,0,0,1,0,1,0,1,1,3,340
220,"P.P. HASANPUR SANI",413,358,0,771,278,217,0,495,400,0,120,119,230,4,3,2,2,0,1,1,4,4,5,495
221,"P.P. JAYSINGHPUR",528,421,0,949,343,285,0,628,4,0,224,99,280,2,0,2,0,1,2,2,5,4,7,628
222,"U.P.S. HARI NAGAR",533,424,0,957,350,260,0,610,3,0,357,52,188,1,0,0,0,1,1,1,3,1,5,610
223,"PQNCHAYAT GHAR UDHRANPUR DHINGPUR",378,316,0,694,351,274,0,625,601,0,86,16,518,1,0,1,0,0,0,0,2,0,1,625
224,"P.P. HAYAT NAGAR",408,327,1,736,271,202,0,473,6,0,166,90,198,3,1,0,0,0,0,2,6,2,5,473
225,"P.P. ROOPPUR",234,208,0,442,212,158,0,370,70,0,328,36,1,0,0,0,0,1,0,0,0,1,3,370
226,"P.P. ACHNAKAPUR",393,298,0,691,218,190,0,408,242,0,99,13,289,2,2,0,0,0,0,0,1,1,1,408
227,"P.P. NAVEEN ASEH",669,541,0,1210,390,308,0,698,1,0,214,79,384,0,2,0,1,1,0,3,7,0,7,698
228,"P.P. EAST PART NARUYA",478,386,0,864,358,258,0,616,616,0,549,11,50,2,0,0,0,1,0,0,2,0,1,616
229,"P.P.EAST PART NARUIYA",760,635,0,1395,509,403,0,912,2,0,620,69,214,3,1,0,1,0,0,1,0,0,3,912
230,"P.P. ALMAPUR GAHLOT",293,253,0,546,191,182,0,373,2,0,115,114,131,1,0,1,0,2,0,1,4,1,3,373
231,"P.P. EAST PART NAYA BHAVAN RANUA",563,458,0,1021,324,243,0,567,5,0,206,59,281,3,1,1,0,1,0,5,7,0,3,567
232,"P.P. WEST PART RANUA",592,473,0,1065,418,288,0,706,1,0,260,12,416,1,0,1,0,0,1,6,6,0,3,706
233,"P.P. NORTH PART DURGAGANJ ADAMPUR",347,300,0,647,235,192,0,427,122,0,116,7,297,3,1,0,0,0,0,0,1,0,2,427
234,"P.P. AYOOBPUR",362,304,0,666,282,179,0,461,85,0,62,75,311,3,1,0,0,0,0,1,3,1,4,461
235,"P.P. UMARPUR",393,362,0,755,300,274,0,574,305,0,152,3,398,7,0,0,1,0,1,3,0,2,7,574
236,"P.P. HAJIRPUR",178,151,0,329,147,127,0,274,130,0,42,0,214,3,0,0,0,1,0,7,3,0,4,274
237,"P.P. TYOR",682,550,0,1232,440,330,0,770,61,0,146,50,530,7,1,0,0,0,0,9,16,2,9,770
238,"P.P. BIRIYAN NAGLA",226,164,0,390,176,112,0,288,8,0,153,7,109,3,1,9,0,1,0,1,0,1,3,288
239,"J.H.S. MACHRIYA",311,236,0,547,266,206,0,472,185,0,455,1,8,1,0,0,0,1,0,0,0,0,6,472
240,"P.P. NORTH PART GADHAIYA USAR BAMRAULI",489,387,0,876,343,257,0,600,1,0,364,3,218,2,0,0,0,0,0,0,3,1,9,600
241,"P.P.SOUTH PART GADHAIYA USAR BAMRAULI",339,245,0,584,225,170,0,395,1,0,92,19,275,2,1,0,0,0,0,0,3,0,3,395
242,"P.P. KISANPUR",471,386,0,857,293,242,0,535,4,0,292,102,121,2,1,0,0,0,0,0,4,2,11,535
243,"P.P. EAST PART SILUAPUR",578,498,0,1076,363,286,0,649,200,0,440,71,123,0,1,0,0,2,0,1,5,2,4,649
244,"P.P. EAST PART SILUAPUR",299,250,0,549,201,161,0,362,58,0,159,7,187,0,0,1,0,2,0,1,2,0,3,362
245,"P.P. BALIDASPUR",234,191,0,425,187,145,0,332,274,0,50,45,220,3,0,0,1,1,0,1,7,1,3,332
246,"J.H.S. NORTH PART ROHLI",650,510,0,1160,433,322,0,755,36,0,131,213,369,2,2,0,1,1,2,12,8,4,10,755
247,"P.P. PIDARI KHERA",671,543,0,1214,460,351,0,811,4,0,252,117,417,3,1,0,0,3,1,0,4,2,11,811
248,"P.P. BIRAULI",551,496,0,1047,447,275,0,722,1,0,437,23,246,2,0,0,0,2,0,1,1,2,8,722
249,"P.P. NORTH PART NIKVA MUNDALA",628,511,0,1139,485,407,0,892,892,0,742,4,132,2,0,0,2,0,1,0,3,1,5,892
250,"P.P. ATRAULI",424,354,0,778,274,212,0,486,80,0,209,9,257,3,0,0,0,0,0,2,4,1,1,486
251,"P.P. MAYA PURVA",404,372,0,776,282,244,0,526,33,0,127,0,385,2,1,0,0,0,0,1,4,2,4,526
252,"P.P. NORTH PART NARMAU",514,439,0,953,397,266,0,663,22,0,508,25,116,1,1,0,1,0,0,0,0,0,11,663
253,"P.P. BANIYANI",437,332,0,769,402,288,0,690,19,0,651,5,27,0,0,0,0,0,0,0,2,0,5,690
254,"P.P. SOUTH PART NARMAU",572,479,0,1051,461,311,0,772,120,0,530,43,186,2,0,1,0,0,1,2,3,1,3,772
255,"P.P. VISHAMBHARPUR NAYA BHAVAN",630,535,0,1165,424,322,0,746,46,0,244,97,383,6,1,1,0,1,1,3,6,0,3,746
256,"J.H.S. SABHAPUR",233,186,0,419,214,156,0,370,369,0,360,1,8,0,0,0,0,0,0,0,1,0,0,370
257,"P.P. NORTH PART PANGAVAN",525,424,0,949,252,188,0,440,440,0,80,20,313,1,2,1,0,2,2,3,8,1,7,440
258,"P.P. SOUTH PART PANGAVAN",559,447,0,1006,280,249,0,529,3,0,181,55,286,3,0,0,0,0,1,0,2,0,1,529
259,"P.P. EAST PART TISAULI",672,548,0,1220,488,423,0,911,2,0,221,25,616,8,2,1,0,1,0,5,12,2,18,911
260,"P.P. ADMAPUR",566,424,0,990,483,395,0,878,462,0,775,69,25,0,0,0,0,0,2,0,2,3,2,878
261,"P.P. NORTH PART ISMAILPUR",543,454,0,997,331,268,0,599,120,0,165,50,372,2,0,0,1,0,0,2,2,2,3,599
262,"P.P. MIDIEAL PART ISMAILPUR",737,600,0,1337,390,486,0,876,286,0,704,70,84,2,1,1,0,3,0,1,3,2,5,876
263,"P.P. SOUTH PART ISMAILPUR",856,637,0,1493,500,428,0,928,1,0,818,18,79,1,0,0,0,0,1,0,6,0,5,928
264,"P.P. EAST PART  UNCHA",811,666,0,1477,481,366,0,847,247,0,548,35,232,3,0,0,1,1,1,1,6,3,16,847
265,"P.P. WEST PART UNCHA",355,286,0,641,242,207,0,449,13,0,265,3,158,1,1,0,0,0,0,0,3,6,12,449
266,"J.H.S. BANIYANI ROOM NO.1",430,345,0,775,194,166,0,360,24,0,136,27,186,5,0,0,0,0,2,0,0,2,2,360
267,"J.H.S. BANIYANI ROOM NO.2",637,551,0,1188,341,245,0,586,1,0,175,52,326,3,0,0,1,2,1,2,3,9,12,586
268,"P.P. PALTEPURVA",245,195,0,440,217,152,0,369,300,0,366,0,1,0,0,0,0,0,0,0,1,0,1,369
269,"P.P. RASOOLPUR",592,485,0,1077,415,311,0,726,1,0,323,16,372,4,0,1,0,0,0,1,3,0,6,726
270,"P.P. EAST PART TERARABBU",622,514,0,1136,410,333,0,743,4,0,74,266,379,2,2,0,2,6,0,0,5,1,6,743
271,"P.P. WEST PART  TERARABBU",616,473,0,1089,374,280,0,654,125,0,162,92,376,4,0,1,0,0,0,3,3,5,8,654
272,"J.H.S.EAST PART BARGAVAN",798,657,0,1455,432,355,0,787,6,0,177,76,501,4,0,1,1,1,1,1,9,3,12,787
273,"J.H.S. WEST PART BARGAVAN",358,287,0,645,253,189,0,442,250,0,354,7,74,0,0,0,0,0,1,1,2,1,2,442
274,"P.P. BHAVANIYAPUR",273,232,0,505,235,199,0,434,245,0,101,1,327,2,0,0,0,0,0,0,2,0,1,434
275,"P.P. SAKARHANI",677,534,0,1211,439,340,0,779,1,0,138,209,396,8,1,2,2,0,2,5,7,4,5,779
276,"P.P. YADAV NAGAR  GYANPUR",514,424,0,938,377,325,0,702,1,0,503,19,147,1,2,1,1,1,1,2,4,1,19,702
277,"J.H.S. GYANPUR",269,224,0,493,180,163,0,343,342,0,128,41,154,2,0,0,0,3,1,0,4,1,9,343
278,"P.P. EAST PART AMOLAR",895,697,0,1592,442,368,0,810,416,0,255,84,430,3,1,1,2,1,6,5,9,1,12,810
279,"P.P. WEST PART AMOLAR",694,539,0,1233,412,288,0,700,50,0,138,258,288,2,0,0,0,1,1,2,7,0,3,700
280,"J.H.S. DALAPURVA",380,271,0,651,265,171,0,436,14,0,81,23,320,0,0,0,1,1,0,0,2,1,7,436
281,"P.P. BICHPURVA",347,274,0,621,270,202,0,472,245,0,214,31,203,4,0,0,0,1,0,1,7,5,6,472
282,P.P.MAVAI,362,319,0,681,333,258,0,591,399,0,538,10,36,0,0,0,0,0,0,2,1,0,4,591
283,"P.P. MAJHAI",264,215,0,479,225,175,0,400,15,0,21,1,360,3,1,0,0,0,0,2,4,0,8,400
284,"P.P. GADNAPUR KAJI",598,537,0,1135,478,348,0,826,410,0,229,13,558,7,3,0,0,0,0,1,11,1,3,826
285,"P.P. MADHONAGAR WEST PART",687,625,0,1312,387,339,0,726,6,0,276,24,401,4,2,0,0,3,0,1,8,2,5,726
286,"P.P. KUSULPURVA",520,426,0,946,351,265,0,616,80,0,210,89,308,2,0,0,1,1,0,1,2,0,2,616
287,"P.P. KALKATTAPURVA",633,469,0,1102,525,366,0,891,770,0,67,13,780,14,0,0,0,0,2,3,3,1,8,891
288,"P.P. SOUTH PART RASULABAD",548,405,0,953,311,253,0,564,22,0,412,33,105,2,0,0,0,0,0,0,5,0,7,564
289,"J.H.S. RASULABAD",475,422,0,897,265,231,0,496,203,0,375,41,70,1,0,0,0,0,1,1,2,2,3,496
