"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
145,"PRAIMARY SCHOOLROOM 2  GAJHEDAALAM  1",407,335,0,742,294,231,0,525,504,0,3,2,79,293,127,0,0,1,0,0,0,3,3,3,3,1,3,0,4,525
146,"PRAIMARY SCHOOL LONGIKHURD",780,706,0,1486,551,494,0,1045,1040,0,4,20,179,512,286,4,1,2,1,2,10,1,3,4,8,5,0,1,2,1045
147,"PRAIMARY SCHOOL FOLADPUR",577,523,0,1100,425,318,0,743,603,0,3,26,18,203,462,2,2,3,1,2,3,0,2,2,2,7,0,3,2,743
148,"PRAIMARY SCHOOL RAGHUNATHPUR",231,216,0,447,199,171,0,370,265,0,0,2,24,296,41,2,0,0,0,0,0,0,1,1,1,1,0,0,1,370
149,"PRAIMARY SCHOOL ASLEMPUR",648,553,0,1201,482,423,0,905,899,0,3,7,26,524,306,3,1,1,0,0,2,1,6,2,2,2,0,2,17,905
150,"PRAIMARY SCHOOLROOM 1 LONGIKALA",620,525,0,1145,491,346,0,837,837,0,3,2,257,371,173,1,1,1,1,0,6,1,3,5,3,3,3,1,2,837
151,"PRAIMARY SCHOOL ROOM 2 LONGIKALA",506,472,0,978,355,306,0,661,659,0,0,6,180,211,236,3,1,0,0,0,5,4,1,4,6,0,0,0,4,661
152,"PRAIMARY SCHOOL ROOM 1 SARKADAKAREEM",763,564,0,1327,505,375,0,880,741,0,3,4,438,176,220,4,0,1,0,1,3,3,2,12,4,0,2,2,5,880
153,"PRAIMARY SCHOOL ROOM 2 SARKADA KREEM",517,419,1,937,354,232,0,586,529,0,2,1,144,329,82,2,0,3,1,1,0,3,1,3,5,3,1,0,5,586
154,"J.H.SCHOOL ROOM 1 SULTANPUR DOST",511,447,0,958,438,366,0,804,684,0,0,1,69,666,60,1,0,0,0,1,0,2,2,0,2,0,0,0,0,804
155,"J.H.SCHOOL ROOM 2 SULTANPUR DOST",492,425,0,917,450,330,0,780,600,0,1,1,18,561,197,0,0,1,0,0,0,1,0,0,0,0,0,0,0,780
156,"PRAIMARY SCHOOL ROOM 1USMANPUR",651,555,0,1206,469,417,0,886,886,0,4,3,83,558,208,3,0,1,0,1,6,5,4,2,7,1,0,0,0,886
157,"PRAIMARY SCHOOL ROOM 1 BAHADURGANJ",650,538,0,1188,507,428,0,935,933,0,0,6,39,127,736,3,0,1,1,0,17,0,0,1,0,0,1,1,2,935
158,"PRAIMARY SCHOOL ROOM1 NAKHUNKA",586,525,0,1111,465,365,0,830,828,0,5,24,174,112,456,1,2,2,0,3,24,0,2,6,4,7,0,0,8,830
159,"PRAIMARY SCHOOL ROOM2 NAKHUNKA",238,218,0,456,171,176,0,347,13,0,1,3,14,87,223,1,2,1,0,0,10,0,1,0,0,3,0,1,0,347
160,"J. H. SCHOOL NAKHUNKA ROOM 1",498,416,0,914,351,300,0,651,50,0,2,34,28,173,395,1,0,0,0,1,7,1,0,1,4,2,1,0,1,651
161,"PRAIMARY SCHOOLROOM 1 LALPUR CHOUHAN",212,192,0,404,183,151,0,334,328,0,0,0,1,307,21,2,0,1,0,0,0,0,0,0,2,0,0,0,0,334
162,"J.H.SCHOOL ROOM 1 KAKARKHEDA",624,478,0,1102,504,369,0,873,873,0,2,4,188,68,585,5,1,0,2,0,2,0,1,2,2,5,0,2,4,873
163,"J. H. SCHOOL ROOM 2 KAKNRKHEDA",616,517,0,1133,449,395,0,844,842,0,3,15,3,4,691,10,2,1,1,0,89,1,0,3,0,8,2,2,9,844
164,"PRAIMARY SCHOOL ROOM 1 ALAMPUR",622,516,0,1138,484,352,0,836,300,0,2,12,89,401,309,0,1,0,0,1,2,1,4,1,5,3,3,1,1,836
165,"PRAIMARY SCHOOLROOM 1 SUMALKHEDA",810,677,0,1487,603,472,0,1075,1075,0,1,14,71,32,856,8,4,4,1,0,69,5,0,0,3,1,0,2,4,1075
166,"PRAIMARY SCHOOL ROOM 1 JATPURA",743,628,0,1371,568,479,0,1047,1043,0,2,2,156,626,234,0,2,0,0,2,1,1,2,7,2,3,2,1,4,1047
167,"PRAIMARY SCHOOL ROOM 2 JATPURA",487,427,0,914,365,308,0,673,660,0,0,6,31,62,556,4,0,0,0,0,3,3,1,2,0,3,1,0,1,673
168,"J.H.SCHOOL ROOM 1 LODHIPUR PATTI",309,285,0,594,276,237,0,513,512,0,0,1,65,442,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,513
169,"PRAIMARY SCHOOL ROOM1 JALALPUR KHALSA",605,529,0,1134,441,385,0,826,644,0,0,8,125,511,166,2,0,0,0,1,3,2,1,4,0,1,0,1,1,826
170,"PRAIMARY SCHOOL ROOM 1 FONDAPUR",284,244,0,528,225,209,0,434,430,0,1,1,161,230,24,0,0,1,0,1,0,0,3,1,1,1,1,0,8,434
171,"J.H.SCHOOL ROOM 1 ROSANPUR",417,365,0,782,357,305,0,662,662,0,0,2,2,194,447,5,0,0,0,0,2,1,1,1,1,0,3,1,2,662
172,"PRAIMARY SCHOOL ROOM 1 FREEDPUR HAJI",561,492,0,1053,386,342,0,728,428,0,2,9,230,135,249,4,1,1,1,1,64,2,3,5,1,1,1,2,16,728
173,"PRAIMARY SCHOOL ROOM 1 ELAR",539,465,0,1004,408,373,0,781,781,0,1,3,95,474,177,3,1,1,1,4,7,1,5,0,3,2,1,0,2,781
174,"PRAIMARY SCHOOL ROOM 1 GAJROLAJAYSINGH",442,392,0,834,333,296,0,629,629,0,2,15,195,163,238,0,1,0,0,0,5,0,1,1,3,2,0,1,2,629
175,"J.H.SCHOOL ROOM 1 RAJPUR KESARIYA",654,567,0,1221,429,350,0,779,779,0,4,31,8,193,512,0,0,1,0,0,3,15,2,0,2,3,1,1,3,779
176,"J.H.SCHOOL ROOM 3 RAJPUR KESARIYA",422,362,0,784,282,250,0,532,532,0,1,9,2,144,357,1,1,0,2,0,6,0,0,1,3,3,1,0,1,532
177,"J.H.SCHOOL ROOM 2 RAJPUR KESARIYA",700,599,0,1299,457,373,0,830,830,0,2,4,17,467,308,2,3,1,2,2,3,0,4,1,6,5,2,0,1,830
178,"PRAIMARY SCHOOL ROOM 1 TATARPUR",476,404,0,880,365,319,0,684,684,0,0,8,3,204,447,5,0,0,0,0,5,2,1,1,4,0,1,0,3,684
179,"PRAIMARY SCHOOL ROOM 1 NANGLATAHAR",611,526,0,1137,417,395,0,812,812,0,1,18,36,417,323,2,0,1,0,0,2,5,1,1,1,2,1,0,1,812
180,"PRAIMARY SCHOOL ROOM 1 SARKADA PRAMPUR MAFI",558,489,0,1047,354,346,0,700,696,0,2,0,111,295,262,4,1,0,0,5,4,1,1,4,6,1,1,0,2,700
181,"PRAIMARY SCHOOL ROOM 3 SARKADA PRAMPUR MAFI",512,362,0,874,356,254,0,610,610,0,0,3,40,302,242,7,0,1,0,1,0,0,3,1,2,3,2,2,1,610
182,"PRAIMARY SCHOOL ROOM 2 SARKADA PRAMPUR MAFI",249,225,0,474,159,144,0,303,3,0,0,4,94,176,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,303
183,"PRAIMARY SCHOOL ROOM 1 JAFRABAD",288,248,0,536,217,224,0,441,436,0,0,0,4,85,308,2,0,0,0,1,37,1,1,0,0,1,1,0,0,441
184,"PRAIMARY SCHOOL ROOM 1 RAJPUR MILAK",622,554,0,1176,472,393,0,865,831,0,3,3,110,334,396,1,1,2,0,1,0,1,2,3,3,2,0,1,2,865
185,"PRAIMARY SCHOOL ROOM1 SHIVNAGAR",624,547,0,1171,489,402,0,891,93,0,1,6,11,488,355,3,0,2,0,0,2,2,4,3,6,5,0,3,0,891
186,"PRAIMARY SCHOOLROOM 1 KISANPUR GAWDI",655,613,0,1268,521,485,0,1006,744,0,3,5,93,554,306,4,2,2,1,4,8,1,4,3,6,1,2,4,3,1006
187,"J .I.COLLEGE.ROOM(1) GOPIWALA",756,649,0,1405,546,501,0,1047,1047,0,1,9,70,152,773,4,1,1,1,0,3,6,3,1,0,7,0,3,12,1047
188,"J .I.COLLEGE.ROOM(2) GOPIWALA",629,548,0,1177,442,436,0,878,878,0,1,2,32,307,508,6,2,0,0,0,10,1,2,2,2,2,0,0,1,878
189,"PRAIMARY SCHOOL ROOM (1) BOBADWALA",661,552,0,1213,466,374,0,840,840,0,2,12,129,432,237,2,3,2,1,0,0,1,6,4,2,4,0,2,1,840
190,"PRAIMARY SCHOOL ROOM 2 BOVADWALA",534,434,0,968,398,316,0,714,711,0,2,0,6,323,337,1,1,2,1,1,0,4,1,3,7,2,2,3,18,714
191,"J.H.SCHOOL ROOM 1 PASIYAPURA PADHARTH",726,658,0,1384,529,461,0,990,987,0,5,2,122,578,253,4,2,0,1,1,1,2,4,1,8,2,2,0,2,990
192,"PRAIMARY SCHOOL ROOM(1) NIRMALPUR",443,376,0,819,364,293,0,657,657,0,0,5,65,404,172,1,1,0,1,0,0,0,1,0,1,3,1,0,2,657
193,"PRAIMARY SCHOOL ROOM(1)PANDITPUR",362,302,0,664,318,223,0,541,537,0,3,12,79,350,76,1,1,1,2,1,1,0,2,0,8,1,0,0,3,541
194,"PRAIMARY SCHOOL ROOM 1 BANKAWALA",604,523,0,1127,437,394,0,831,616,0,1,2,273,164,353,3,0,0,1,0,2,20,1,3,1,1,1,2,3,831
195,"PRAIMARY SCHOOL ROOM 2 BANKAWALA",479,388,0,867,320,286,0,606,602,0,0,0,1,145,432,2,0,1,1,0,3,13,2,1,1,2,1,0,1,606
196,"PRAIMARY SCHOOL ROOM 1 SUNDAR NAGAR",362,325,0,687,286,241,0,527,527,0,2,1,14,342,149,1,0,0,0,1,6,0,2,1,3,1,2,0,2,527
197,"PRAIMARY SCHOOL ROOM 1 CHAUPURA",291,237,1,529,212,198,0,410,407,0,2,1,23,186,194,0,0,0,0,1,0,0,1,0,2,0,0,0,0,410
198,"J.H.SCHOOL ROOM 1 MASOOMPUR",610,473,0,1083,421,325,0,746,742,0,0,8,130,183,392,2,0,0,2,3,8,0,1,1,3,2,3,1,7,746
199,"J.H.SCHOOL ROOM 3 MASOOMPUR",339,248,0,587,191,140,0,331,316,0,1,21,28,15,229,2,0,0,1,1,22,3,1,0,2,3,0,1,1,331
200,"J. H. SCHOOL ROOM 2 MASOOMPUR",533,461,0,994,350,293,0,643,640,0,0,26,12,11,536,4,1,0,0,1,43,1,0,1,0,4,2,0,1,643
201,"J. H. SCHOOL ROOM 4 MASOOMPUR",374,326,1,701,226,216,0,442,423,0,0,2,25,202,194,0,0,1,0,0,10,0,1,1,2,2,0,0,2,442
202,"KISAN I. COLLEGE ROOM(1)JAHAGEERPUR",211,199,0,410,182,151,0,333,329,0,0,0,1,306,16,0,0,0,0,0,0,7,2,1,0,0,0,0,0,333
203,"PRAIMARY SCHOOL ROOM (1) HANSUPURA",362,265,0,627,262,201,0,463,463,0,1,0,27,372,48,1,0,0,0,1,1,9,1,0,2,0,0,0,0,463
204,"PRAIMARY SCHOOL ROOM (1) GULADIYA MURAD",262,242,0,504,219,219,0,438,438,0,0,1,91,171,170,1,0,0,0,1,1,0,0,0,1,0,0,1,0,438
205,"PRAIMARY SCHOOL ROOM 1 SIDHAWALA",496,434,0,930,365,344,0,709,709,0,4,4,170,278,234,1,1,0,0,0,1,4,1,1,3,2,1,2,2,709
206,"PRAIMARY SCHOOL ROOM (1) KOORI",459,389,0,848,307,267,0,574,574,0,3,24,183,230,87,1,0,0,0,1,32,0,2,2,2,4,2,0,1,574
207,"PRAIMARY SCHOOLROOM 1 FATANPUR",319,273,0,592,268,195,0,463,463,0,2,1,56,382,11,2,0,1,1,0,0,0,0,1,0,0,1,1,4,463
208,"PRAIMARY SCHOOL ROOM (1) TANGALI",358,304,0,662,281,232,0,513,513,0,1,3,38,291,161,2,0,0,1,1,0,1,2,1,3,0,0,2,6,513
209,"PRAIMARY SCHOOL ROOM (1) SIODASHPUR",731,610,0,1341,515,395,0,910,908,0,2,60,54,337,428,3,3,0,5,1,1,2,0,1,3,5,1,3,1,910
210,"PRAIMARY SCHOOL ROOM (1) NOORPUR",198,164,0,362,129,129,0,258,258,0,1,1,150,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
211,"PRAIMARY SCHOOL ROOM 1 KAMALPURI",297,267,0,564,209,193,0,402,402,0,1,3,98,187,107,0,0,1,0,1,0,0,1,0,0,1,0,1,1,402
212,"J.H.SCHOOL ROOM 1 TUMDIYA KALA",641,546,0,1187,472,373,0,845,813,0,0,20,101,62,596,3,1,1,0,0,46,0,1,1,4,5,0,0,4,845
213,"J.H.SCHOOL ROOM 2 TUMDIYA KALA",240,212,0,452,194,174,0,368,368,0,0,0,5,128,203,2,1,0,1,0,26,0,1,0,0,1,0,0,0,368
214,"PRAIMARY SCHOOL ROOM (2) TUMADIYA KALA",821,684,0,1505,598,532,0,1130,1130,0,4,9,24,76,981,9,1,0,1,3,14,1,1,0,1,2,0,2,1,1130
215,"PRAIMARY SCHOOL ROOM (1) NAVADA",546,459,0,1005,411,402,0,813,813,0,0,7,112,407,276,2,1,0,0,1,0,0,1,0,3,1,1,0,1,813
216,"PRAIMARY SCHOOL JIYAUDDINPUR",513,411,0,924,334,307,0,641,641,0,1,2,46,359,215,1,0,0,0,0,1,4,1,1,5,2,0,0,3,641
217,"PRAIMARY SCHOOLROOM 1 AKBARPUR",588,521,0,1109,411,376,0,787,787,0,4,101,31,143,468,6,1,0,2,0,5,3,4,3,8,5,0,2,1,787
218,"PRAIMARY SCHOO LROOM 2 AKBARPUR",340,296,0,636,233,224,0,457,457,0,1,43,2,103,299,0,0,0,0,0,1,0,2,1,2,2,1,0,0,457
219,"PRAIMARY SCHOOLROOM 1  JAMSHEDPUR",408,345,0,753,254,299,0,553,549,0,2,6,99,264,169,3,0,0,0,4,1,0,0,0,0,1,1,1,2,553
220,"PRAIMARY SCHOOLROOM 1 DOLAWALA",303,286,0,589,257,243,0,500,500,0,2,2,13,232,240,1,1,0,0,1,1,1,0,0,1,0,2,0,3,500
221,"PRAIMARY SCHOOLROOM 1  ALHEPUR",438,384,0,822,371,314,0,685,685,0,0,0,297,335,34,1,0,0,1,1,1,2,5,4,1,2,0,0,1,685
222,"PRAIMARY SCHOOL ROOM  SULTANPUR MUNDA",506,441,0,947,391,344,0,735,730,0,3,3,11,459,242,0,0,1,1,1,3,1,1,3,4,1,1,0,0,735
223,"PRAIMARY SCHOOL ROOM 2 SULTANPUR MUNDA",341,304,0,645,250,213,0,463,463,0,1,10,4,44,370,2,0,1,0,2,21,2,1,2,1,2,0,0,0,463
224,"PRAIMARY SCHOOL ROOM (1) SARKD AKHAS",490,410,0,900,386,315,0,701,699,0,1,0,4,523,163,1,0,0,0,2,0,1,0,2,3,0,0,0,1,701
225,"PRAIMARY SCHOOL ROOM (2) SARKDA KHAS",399,343,0,742,325,250,0,575,575,0,0,0,4,544,15,1,0,0,2,0,0,1,0,1,4,0,0,0,3,575
226,"PRAIMARY SCHOOLROOM 1  BAMANYAPATTI",504,460,0,964,360,337,0,697,697,0,1,9,16,401,256,2,0,1,0,1,0,1,1,2,1,0,0,1,4,697
227,"PRAIMARY SCHOOL ROOM 1  JOGPURA",371,332,0,703,288,245,0,533,528,0,1,0,9,38,480,2,0,0,0,0,1,0,0,0,0,1,0,0,1,533
228,"PRAIMARY SCHOOLROOM 1 NEW BULIDING DHINGARPUR",859,699,0,1558,540,537,0,1077,1069,0,4,3,38,206,798,4,4,3,0,0,4,5,2,1,2,3,0,0,0,1077
229,"PRAIMARY SCHOOL NEW BULIDING ROOM-2 DHINGARPUR",356,297,0,653,263,221,0,484,474,0,1,4,4,195,263,2,0,4,2,0,0,0,3,0,2,3,0,0,1,484
230,"SARVODAY I.C ROOM 1DILARI CHANGERI",569,482,0,1051,420,334,0,754,754,0,7,9,245,163,305,3,1,0,0,0,4,4,4,3,4,1,0,0,1,754
231,"SARVODAY I.C ROOM 2 DILARI CHANGERI",362,291,0,653,287,235,0,522,522,0,1,4,6,257,245,0,0,0,1,2,0,1,0,0,3,1,1,0,0,522
232,"SARVODAY I.C ROOM 4 DILARI CHANGERI",682,597,0,1279,499,426,0,925,925,0,2,8,7,709,179,0,2,1,0,1,3,2,3,1,2,1,0,0,4,925
233,"SARVODAY I.C ROOM 3 DILARI CHANGERI",647,488,0,1135,457,343,0,800,800,0,13,9,5,589,164,1,0,2,0,0,0,6,2,1,1,2,0,1,4,800
234,"PRAIMARY SCHOOL ROOM 1 HOSPURA",317,271,0,588,236,205,0,441,438,0,1,4,291,97,40,1,0,0,0,0,0,1,0,2,0,0,0,0,4,441
235,"PRAIMARY SCHOOL ROOM 1 JULDHAKIA",322,252,0,574,228,204,0,432,432,0,1,4,2,80,328,2,1,1,2,0,2,2,0,2,1,3,0,0,1,432
236,"PRAIMARY SCHOOL ROOM 1  SEJNI MUST.",443,405,0,848,317,309,0,626,622,0,6,10,304,158,111,2,2,1,0,1,0,2,1,5,6,6,7,0,4,626
237,"PRAIMARY SCHOOLROOM 1 MEHMOODPUR LAL",539,472,0,1011,354,339,0,693,693,0,7,2,43,332,296,2,1,1,1,0,0,2,0,2,0,0,0,0,4,693
238,"PRAIMARY SCHOOL ROOM-2 MEHMOODPUR LAL",365,307,0,672,230,203,0,433,433,0,3,0,189,48,180,2,0,0,0,0,2,0,0,2,0,1,0,1,5,433
239,"PRAIMARY SCHOOL ROOM 1  FREEDPUR KASAM",402,341,0,743,311,265,0,576,576,0,1,5,10,269,272,0,0,0,0,1,7,1,3,1,1,2,0,1,2,576
240,"PRAIMARY SCHOOL ROOM (1) DHKIAJATT",797,614,0,1411,564,400,0,964,962,0,2,63,70,123,678,4,0,0,0,1,5,3,3,1,5,5,0,1,0,964
241,"PRAIMARY SCHOOL ROOM 2 DHAKIYAJAT",816,641,0,1457,642,365,0,1007,1007,0,0,19,58,46,866,3,0,0,0,0,2,2,1,1,1,6,0,2,0,1007
242,"PRAIMARY SCHOOL ROOM 3 DHAKIYAJAT",350,303,0,653,248,197,0,445,445,0,0,18,10,6,393,6,2,0,0,0,1,2,0,2,1,3,1,0,0,445
243,"MDARSHA ISLAMIYA ROOM 1 DHAKIYAJAT",597,525,1,1123,325,278,0,603,599,0,5,1,29,32,509,3,0,1,0,3,2,4,1,2,5,2,1,1,2,603
244,"MDARSHA ISLAMIYA ROOM 2 DHAKIYAJAT",416,301,0,717,256,184,0,440,2,0,1,5,32,18,374,4,1,0,0,1,0,2,0,0,1,1,0,0,0,440
245,"PRAIMARY SCHOOL ROOM (1) DHAKIYAPIRU",615,512,0,1127,348,374,0,722,722,0,6,20,2,24,653,3,0,0,0,0,0,2,2,1,1,5,1,1,1,722
246,"PRAIMARY SCHOOL ROOM (2) DHAKIYAPIRU",357,297,0,654,193,199,0,392,385,0,2,15,18,6,338,10,1,0,0,0,1,0,0,0,0,1,0,0,0,392
247,"PRAIMARY SCHOOL SECOND  ROOM 1 DHAKIYAPIRU",658,598,0,1256,408,363,0,771,771,0,2,27,66,66,593,4,0,1,0,0,2,0,1,2,3,3,0,0,1,771
248,"PRAIMARY SCHOOL SECOND ROOM 2 DHAKIYAPIRU",286,241,0,527,172,163,0,335,333,0,1,35,3,13,263,3,0,1,0,0,2,0,0,2,2,4,3,0,3,335
249,"J.H.SCHOOL ROOM 1 DHAKIYAPIRU",709,607,0,1316,381,358,0,739,323,0,3,50,92,28,536,1,0,2,2,1,3,1,3,2,2,6,1,2,4,739
250,"J.H.SCHOOL ROOM 2 DHAKIYAPIRU",345,299,0,644,174,149,0,323,323,0,0,23,80,6,211,0,0,0,0,0,0,0,0,1,0,1,0,0,1,323
251,"PRAIMARY SCHOOLSECOND  ROOM (3) DHAKIYAPIRU",757,604,0,1361,444,362,0,806,800,0,1,63,29,43,637,4,1,0,2,1,8,1,2,2,1,6,2,1,2,806
252,"PRAIMARY SCHOOLSECOND ROOM (4) DHAKIYAPIRU",368,275,0,643,223,138,0,361,300,0,0,12,26,13,281,3,1,1,0,2,12,1,1,1,2,3,1,1,0,361
253,"PRAIMARY SCHOOL ROOM (1) CHANDKHEDI",684,615,0,1299,514,455,0,969,969,0,0,14,28,94,786,7,1,1,1,0,8,0,5,5,6,2,3,1,7,969
254,"PRAIMARY SCHOOL ROOM (2) CHANDKHEDI",810,697,0,1507,530,509,0,1039,1039,0,13,7,30,82,811,7,4,3,4,4,21,8,5,6,10,13,1,1,9,1039
255,"K.S.N.ROOM 1 SEHASPURI",855,671,0,1526,561,407,0,968,921,0,6,5,153,446,311,5,1,5,2,3,12,4,1,0,4,6,1,2,1,968
256,"K.S.N.ROOM 2 SEHASPURI",551,464,0,1015,437,358,0,795,795,0,8,7,34,586,126,2,1,1,0,2,1,0,1,2,9,5,2,3,5,795
257,"PRAIMARY SCHOOL ROOM 1 NARAYANPUR  TEJU",181,161,1,343,134,111,0,245,245,0,0,4,1,144,91,0,0,0,1,0,0,0,0,0,1,0,0,0,3,245
258,"J.H.SCHOOL ROOM 1 EGHRAH",323,277,0,600,254,220,0,474,470,0,3,2,5,210,236,0,0,1,0,0,3,1,1,1,5,3,2,0,1,474
259,"PRAIMARY SCHOOL ROOM 1 TIKHUTI",528,504,0,1032,440,389,0,829,820,0,5,4,21,289,457,3,0,1,0,1,26,1,3,3,5,0,2,0,8,829
260,"JANTAJ.H.SCHOOL ROOM 1REHTAMAFI",654,537,0,1191,387,418,0,805,100,0,1,5,6,141,614,8,2,0,0,1,5,4,0,3,2,7,0,0,6,805
261,"JANTAJ.H.SCHOOL ROOM 2  REHTAMAFI",682,611,0,1293,529,413,0,942,940,0,2,7,68,701,120,1,2,0,1,11,3,1,2,3,13,6,0,0,1,942
262,"JANTAJ.H.SCHOOL ROOM 3 REHTAMAFI",657,544,0,1201,446,370,0,816,814,0,2,3,46,582,167,4,0,1,0,2,0,0,2,1,3,2,0,0,1,816
263,"PRAIMARY SCHOOLROOM 1  SALARPUR",691,610,0,1301,475,423,0,898,898,0,3,12,33,644,177,6,2,1,3,3,1,4,0,0,3,1,2,2,1,898
264,"G.I.C ROOM 1 ADALPUR",596,495,0,1091,387,360,0,747,740,0,1,76,8,99,554,2,0,0,0,0,1,0,0,2,2,1,0,0,1,747
265,"G.I. C ROOM 2 ADALPUR",493,457,0,950,323,324,0,647,647,0,5,11,83,295,236,2,2,0,0,0,4,1,2,2,2,2,0,0,0,647
266,"PRAIMARY SCHOOLROOM 1  KARANPUR",800,669,0,1469,568,472,0,1040,1040,0,2,5,28,628,298,2,1,1,0,1,19,37,1,1,4,7,0,0,5,1040
267,"PRAIMARY SCHOOL ROOM 1  BHOD",321,291,0,612,255,222,0,477,477,0,0,4,73,265,115,2,2,0,0,1,0,4,0,0,1,1,1,1,7,477
268,"J.H.S ROOM 1BUDANPUR",679,613,0,1292,424,407,0,831,830,0,2,3,9,94,667,8,0,1,1,2,9,0,3,3,8,11,1,4,5,831
269,"J. H. SCHOOLROOM 2  BUDHANPUR",196,193,0,389,153,153,0,306,306,0,0,1,7,57,217,3,1,0,1,1,13,2,1,0,0,1,1,0,0,306
270,"PRAIMARY SCHOOL ROOM 1 HAJI NAGLA",755,662,0,1417,574,465,0,1039,1039,0,3,3,94,544,351,3,3,2,3,2,2,4,3,5,8,4,0,1,4,1039
271,"PRAIMARY SCHOOL ROOM 1 CHANDUPURA",606,514,0,1120,494,335,0,829,826,0,3,1,47,471,210,3,1,0,2,3,3,11,5,7,4,4,12,19,23,829
272,"PRAIMARY SCHOOL ROOM (1) ALIYABAD MUST.",751,644,0,1395,527,454,0,981,861,0,2,4,139,527,257,6,0,0,0,2,6,3,2,1,6,7,0,0,19,981
273,"PRAIMARY SCHOOL ROOM (2) ALIYABAD MUST.",695,555,0,1250,465,396,0,861,861,0,2,3,6,454,361,5,0,0,1,1,1,2,1,2,4,5,4,5,4,861
274,"J.H.SCHOOL ROOM 1 MALAKPUR SEMLI",593,533,0,1126,410,359,0,769,769,0,2,12,150,198,275,2,3,0,1,0,4,107,2,3,1,3,1,1,4,769
275,"J.H.SCHOOL ROOM 2 MALAKPUR SEMLI",725,590,0,1315,445,355,0,800,800,0,3,15,37,363,347,2,0,0,2,0,1,13,3,1,9,1,1,0,2,800
276,"PRAIMARY SCHOOL ROOM 1  CHABAD MUST.",305,266,0,571,227,192,0,419,419,0,0,3,1,370,31,0,1,2,1,0,1,4,0,1,1,0,0,1,2,419
277,"PRAIMARY SCHOOLROOM 1 SULTANPUR KHADDAR",513,414,0,927,415,321,0,736,736,0,3,6,86,570,34,1,3,0,1,1,0,0,0,1,9,3,1,1,16,736
278,"PRAIMARY SCHOOLROOM 1 PAYANDAPUR",392,361,0,753,340,292,0,632,623,0,2,3,10,585,21,0,0,2,1,1,3,1,1,0,1,0,0,0,1,632
279,"PRIMARY SCHOOL VEERPUR FATEHULLAPUR",742,673,0,1415,561,486,0,1047,1047,0,5,26,215,395,369,1,2,0,1,2,1,3,1,4,6,6,3,2,5,1047
280,"PRIMARY SCHOOL CHAK LOHARA",352,326,0,678,272,245,0,517,517,0,1,4,6,21,477,3,1,1,0,0,0,0,0,0,0,0,1,0,2,517
281,"RIMARY SCHOOL BAHADUPUR PATTI",151,133,0,284,135,126,0,261,261,0,0,0,0,252,3,0,0,0,0,0,0,0,0,0,2,1,2,1,0,261
282,"PRIMARY SCHOOL PIPAL GAON",622,553,0,1175,469,413,0,882,882,0,3,10,114,440,291,1,0,1,0,0,13,3,0,1,3,0,1,0,1,882
283,"SARVJANIK I. C CHATARPUR NAYAK",881,719,0,1600,679,521,0,1200,1200,0,11,13,187,751,186,3,2,2,3,1,4,3,4,4,4,1,3,3,15,1200
284,"RIMARY SCHOOL BHAVANIPUR",293,267,0,560,228,215,0,443,61,0,2,11,26,318,77,0,1,0,0,1,0,1,1,1,2,1,0,0,1,443
285,"PRIMARY SCHOOLROOM 1 BUDANPUR ROOM",578,510,0,1088,401,342,0,743,743,0,5,9,36,494,161,5,2,2,0,2,2,1,1,2,12,3,0,0,6,743
286,"PRIMARY SCHOOL BUDANPUR ROOM 2",497,429,0,926,293,242,0,535,533,0,0,29,11,70,407,1,0,0,0,0,8,0,0,7,1,1,0,0,0,535
287,"PRIMARY SCHOOL BUDANPUR ROOM 3",653,508,0,1161,428,302,0,730,231,0,4,9,79,231,368,3,0,3,0,3,5,0,6,5,9,2,1,0,2,730
288,"PRIMARY SCHOOL BUDANPUR ROOM 4",622,551,0,1173,408,300,0,708,66,0,2,25,190,151,315,1,1,0,1,0,2,1,5,2,3,3,2,1,3,708
289,"KANYA PRIMARY PATHSHALA VILABALA",736,625,0,1361,571,431,0,1002,900,0,6,10,86,639,215,5,2,3,2,4,2,8,1,0,3,5,3,3,5,1002
290,"PRIMARY PATHSHALA BADPURA MAJHRA KURI",695,545,0,1240,543,383,0,926,800,0,2,9,303,550,51,0,0,3,0,2,0,0,0,1,4,1,0,0,0,926
