"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
181,"P.S. CHILLASHABAJI EAST  PART",393,321,0,714,232,209,0,441,441,0,8,221,147,31,3,6,1,1,3,1,3,16,441
182,"P.S. DANIYALPUR",433,372,0,805,236,234,0,470,423,0,49,130,132,137,6,4,4,3,1,1,2,1,470
183,"P.S. RASOOLABAD URF KOILAHA EAST PART",553,499,0,1052,318,272,0,590,587,0,18,233,281,26,6,2,4,3,5,1,0,11,590
184,"P.S. RASOOLABAD URF KOILAHA WEST PART",561,501,0,1062,356,301,0,657,17,0,17,464,53,61,11,18,1,3,4,4,3,18,657
185,"P.S. PIPRI MAJRA CHARWA NORTH PART",789,669,0,1458,500,372,0,872,871,0,14,550,197,54,6,7,11,2,5,6,11,9,872
186,"P.S. PIPRI MAJRA CHARWA NORTH PART 1",808,618,0,1426,447,277,0,724,57,0,25,460,61,125,4,14,2,4,5,5,12,7,724
187,"P.S. PIPRI MAJRA CHARWA CENTER PART",682,533,0,1215,422,312,0,734,734,0,18,453,55,171,5,7,9,3,1,3,5,4,734
188,"P.S. POORE AYODHYA CHARWA WEST PART",796,605,0,1401,447,273,0,720,293,0,4,178,387,111,4,7,3,8,2,2,10,4,720
189,"P.S. POORE AYODHYA CHARWA CENTER PART",969,722,0,1691,530,352,0,882,872,0,25,518,217,83,5,6,7,7,0,4,7,3,882
190,"P.S. DHAMSEDA CHARWA EAST PART",884,679,0,1563,507,296,0,803,196,0,22,193,457,87,6,3,3,2,6,5,7,12,803
191,"P.S. DHAMSEDA CHARWA WEST PART",864,619,0,1483,362,252,0,614,392,0,14,350,38,165,7,6,2,2,2,6,12,10,614
192,"ADARSH I C CHARWA EAST PART",548,435,0,983,273,181,0,454,444,0,23,117,21,246,7,2,4,1,4,4,7,18,454
193,"ADARSH I C CHARWA EAST PART 1",588,391,0,979,293,157,0,450,450,0,13,224,60,115,5,5,3,4,3,3,9,6,450
194,"ADRASH I C CAHRWA EAST PART 2",639,560,0,1199,375,353,0,728,701,0,21,245,31,340,16,8,2,4,7,2,15,37,728
195,"ADARSH I C CHARWA EAST PART 3",523,412,0,935,289,238,0,527,427,0,22,345,15,121,2,4,2,2,1,1,5,7,527
196,"ADARSH I C CAHRWA EAST PART 4",862,642,0,1504,402,292,0,694,694,0,28,368,95,173,4,5,3,3,5,2,1,7,694
197,"P.S. RAIYADEHMAFI",470,393,0,863,268,240,0,508,508,0,6,191,113,117,7,7,40,3,4,4,3,13,508
198,"P.S JALALPUR SHANA EAST PART",815,613,0,1428,393,298,0,691,566,0,10,270,245,107,16,5,7,9,1,8,9,4,691
199,"P.S JALALPUR SHANA WEST PART",757,583,0,1340,315,239,0,554,540,0,14,158,113,241,4,8,3,3,2,1,3,4,554
200,"P.S. SHANA NIBI",497,414,0,911,266,213,0,479,479,0,17,159,76,167,10,6,8,2,3,4,6,21,479
201,"P.S CHAKBADSHAHPUR",451,359,0,810,295,231,0,526,226,0,2,305,79,101,3,8,2,1,2,11,4,8,526
202,"P.S. HARDUAJOT NORTH PART",221,192,0,413,120,137,0,257,170,0,5,132,35,69,0,3,1,0,0,3,3,6,257
203,"P.S. HARDUAJOT SOUTH PART",493,408,0,901,185,278,0,463,294,0,8,212,41,145,8,7,4,3,7,5,7,16,463
204,"SAMUDAYIK BHAVAN HASIMPUR CHHABILEPUR",506,416,0,922,337,220,0,557,362,0,17,316,46,142,1,6,1,12,2,5,2,7,557
205,"ASTHAYI NIRMAN KHANPUR SATWAN GRAM KE UTTAR PURVA ESTHIT MANDIR KE PASS",64,58,0,122,52,41,0,93,1,0,2,81,6,3,0,1,0,0,0,0,0,0,93
206,"P.S. BILASPUR",609,471,0,1080,384,282,0,666,661,0,21,297,55,272,6,2,1,3,1,2,1,5,666
207,"P.S. BHOJPUR",290,226,0,516,144,75,0,219,217,0,6,118,32,50,1,4,1,0,0,1,1,5,219
208,"P.S. MAKHAUPUR EAST PART",747,606,0,1353,355,254,0,609,609,0,14,215,169,153,7,8,3,1,1,8,12,18,609
209,"P.S. MAKHAUPUR WEST PART",716,515,0,1231,332,215,0,547,354,0,24,191,190,114,4,3,0,2,2,1,6,10,547
210,"P.S PERAI EAST PART",553,423,0,976,416,293,0,709,600,0,10,561,33,85,1,9,1,2,2,0,1,4,709
211,"P.S PERAI EAST PART 1",454,404,0,858,278,232,0,510,510,0,8,387,31,69,2,1,0,3,1,1,1,6,510
212,"P.S. DARIYAPUR",672,505,0,1177,328,315,0,643,643,0,16,423,25,111,6,14,2,7,7,8,17,7,643
213,"P.S. KHAPRA",361,302,0,663,207,176,0,383,337,0,12,131,117,98,2,4,2,3,1,4,6,3,383
214,"P.S. SIKANDARPUR AIMA",639,561,0,1200,319,363,0,682,70,0,7,201,228,194,6,4,6,5,3,7,6,15,682
215,"P.S GHOORI",604,437,0,1041,342,276,0,618,518,0,19,132,325,118,5,2,3,1,4,2,6,1,618
216,"P.S KAUDIYA",378,305,0,683,219,167,0,386,386,0,7,212,7,141,2,6,1,1,2,1,3,3,386
217,"P.S BAIRAMAD KARARI NORTH PART",590,506,0,1096,230,280,0,510,510,0,10,189,20,261,3,1,5,4,2,3,6,6,510
218,"P.S. BAIRAMAD KARARI SOUTH PART",551,472,0,1023,259,244,0,503,501,0,14,250,62,166,1,0,3,0,1,1,1,4,503
219,"P.S LOHI",323,290,0,613,180,169,0,349,49,0,11,182,16,119,1,1,6,0,0,2,8,3,349
220,"P.S BARAULAHA",567,473,0,1040,325,279,0,604,200,0,14,131,281,140,6,4,2,2,0,8,3,13,604
221,"P.S RAMPUR TA. BASUHAR",558,404,0,962,215,232,0,447,447,0,7,52,37,251,8,2,69,2,4,5,6,4,447
222,"P.S BARIYAWAN",694,575,0,1269,352,277,0,629,37,0,8,276,137,141,11,12,5,7,2,9,14,7,629
223,"P.S BASUHAR EAST PART",538,442,0,980,280,238,0,518,518,0,19,369,34,69,5,1,3,2,1,1,5,9,518
224,"P.S BASUHAR EAST PART 1",511,432,0,943,299,241,0,540,225,0,15,402,68,38,3,3,3,0,0,0,2,6,540
225,"UPS BASUHAR NORTH PART",229,202,0,431,95,84,0,179,179,0,16,57,15,71,5,1,1,0,0,2,6,5,179
226,"UPS KATAINI ROOM NO. 1",873,731,0,1604,425,422,0,847,547,0,20,359,315,84,11,8,4,2,1,3,6,34,847
227,"P.S BAIRAGIPUR",691,602,0,1293,311,258,0,569,565,0,21,221,199,89,3,6,2,7,1,4,5,11,569
228,"P.S KHARSEN KA PURA",209,194,0,403,124,114,0,238,2,0,7,151,11,58,2,3,2,0,0,0,4,0,238
229,"P.S MOHIUDDINNAGAR URF BAHUGARI",433,331,0,764,239,205,0,444,442,0,16,241,19,126,4,10,12,3,2,6,2,3,444
230,"P.S ICHCHNA EAST PART",456,380,0,836,286,270,0,556,554,0,18,151,6,346,6,10,2,1,1,3,5,7,556
231,"P.S. ICHCHANA WEST PART",468,405,0,873,216,190,0,406,406,0,11,307,6,70,1,3,0,0,2,0,5,1,406
232,"P.S GHOSIYA NORTH PART",445,358,0,803,202,184,0,386,167,0,13,36,188,107,0,2,15,1,0,17,2,5,386
233,"P.S GHOSIYA CENTER PART",653,537,0,1190,280,266,0,546,543,0,43,71,214,182,6,5,7,2,2,3,3,8,546
234,"P.S GHOSIYA SOUTH PART",609,463,0,1072,288,197,0,485,139,0,57,210,63,132,1,0,14,1,1,2,1,3,485
235,"P.S CHITTAPUR NORTH PART",688,503,0,1191,340,281,0,621,240,0,20,325,12,193,9,4,35,4,1,3,10,5,621
236,"P.S CHITTAPUR SOUTH PART",480,376,1,857,270,210,0,480,480,0,11,280,9,90,3,4,67,2,1,4,3,6,480
237,"P.S. BHAGWANPUR BAHUGARA EAST PART",659,494,0,1153,264,218,0,482,478,0,41,273,13,127,1,4,4,1,1,5,4,8,482
238,"P.S. BHAGWANPUR BAHUGARA WEST CENTER PART",415,324,0,739,164,126,0,290,288,0,9,169,5,93,2,1,7,0,0,1,1,2,290
239,"P.S BHAGWANPUR BAHUGARA WEST PART",712,502,0,1214,300,205,0,505,10,0,48,217,117,89,2,0,26,0,0,0,4,2,505
240,"P.S CHADUPUR AMRAYAN",774,654,0,1428,427,362,0,789,789,0,14,400,97,217,14,7,6,0,0,3,8,23,789
241,"P.S KOORA TA. BASUHAR",374,318,0,692,199,192,0,391,137,0,14,258,34,66,4,2,3,0,1,2,3,4,391
242,"BRAMHACHARI I C TILHAPUR",787,715,0,1502,448,360,0,808,15,0,15,272,221,216,9,9,26,6,2,8,12,12,808
243,"P.S GOVINDPUR TA. BASHUHAR EAST PART",500,396,0,896,240,181,0,421,16,0,9,216,42,133,2,0,2,5,2,1,3,6,421
244,"P.S GOVINDPUR TA. BASHUHAR WEST PART",433,339,0,772,233,171,0,404,11,0,9,205,53,113,3,0,5,3,0,3,5,5,404
245,"P.S HASIMPUR KINAR",612,516,0,1128,325,280,0,605,405,0,26,326,139,67,2,3,5,4,3,6,8,16,605
246,"HARIJAN SAMAJ P.S JAWAHARGANJ",460,366,0,826,237,207,0,444,20,0,18,224,55,106,2,4,9,7,0,1,8,10,444
247,"P.S JAITPUR POORE HAJARI",414,315,0,729,258,192,0,450,377,0,18,160,111,95,0,1,48,5,4,1,3,4,450
248,"P.S MUSTAFABAD SOUTH PART",428,377,0,805,178,159,0,337,290,0,35,62,105,105,5,4,4,3,2,1,4,7,337
249,"P.S MUSTAFABAD SOUTH PART 1",533,421,0,954,263,221,0,484,443,0,43,64,187,162,3,0,14,0,0,2,1,8,484
250,"P.S MUSTAFABAD SOUTH PART 2",538,436,0,974,190,185,0,375,375,0,17,130,79,135,0,3,1,1,0,0,5,4,375
251,"P.S AMIRSA",872,685,0,1557,484,304,0,788,788,0,16,518,69,134,0,2,23,4,0,7,6,9,788
252,"P.S DAHIYA",700,584,0,1284,369,262,0,631,600,0,23,416,38,130,1,1,11,1,0,3,3,4,631
253,"P.S BARAI SARAI AKIL",535,367,0,902,235,174,0,409,387,0,18,223,10,131,4,4,6,1,0,3,3,6,409
254,"ADARSH I C SARAI AKIL SOUTH PART",708,573,1,1282,319,237,0,556,502,0,46,183,76,221,5,3,1,7,2,3,5,4,556
255,"ADARSH I C SARAIAKIL NORTH PART",839,729,0,1568,476,375,0,851,751,0,26,496,283,19,5,2,2,0,2,5,4,7,851
256,"ADARSH I C SARAIAKIL NORTH PART 1",539,464,0,1003,320,242,0,562,345,0,6,485,26,22,0,4,1,3,0,2,2,11,562
257,"ADARSH I C SARAIAKIL NORTH PART 2",942,724,0,1666,483,365,0,848,828,0,9,445,306,61,5,4,3,5,1,1,3,5,848
258,"SARDAR PATEL HA SE SCHOOL SARAI AKIL EAST PART",719,538,0,1257,374,257,0,631,550,0,23,375,138,72,1,3,0,2,2,3,2,10,631
259,"SARDAR PATEL HA SE SCHOOL SARAIAKIL EAST PART",711,551,0,1262,348,269,0,617,608,0,23,301,67,189,2,0,3,3,2,3,4,20,617
260,"SARDAR PATEL HA SE SCHOOL SARAIAKIL EAST PART 1",478,395,0,873,297,201,0,498,488,0,5,450,20,16,0,1,0,1,0,0,2,3,498
261,"SARDAR PATEL HA SE SCHOOL SARAIAKIL EAST CENTER PART",425,392,0,817,273,190,0,463,450,0,6,411,32,8,1,0,0,1,0,1,0,3,463
262,"ADARSH I C SARAIAKIL EAST PART",806,638,0,1444,387,272,0,659,659,0,17,380,121,122,3,0,2,0,0,3,6,5,659
263,"ADARSH I C SARAIAKIL EAST PART 1",596,474,0,1070,271,230,0,501,501,0,16,204,206,59,1,1,1,0,0,3,2,8,501
264,"ADARSH I C SARAIAKIL EAST PART 2",577,478,0,1055,223,202,0,425,425,0,8,125,209,68,2,0,1,3,2,0,1,6,425
265,"ADARSH I C SARAIAKIL WEST PART",885,666,0,1551,334,232,0,566,554,0,22,292,190,48,1,1,1,3,0,3,0,5,566
266,"P.S RASOOLPUR TAPPA",780,656,0,1436,391,426,0,817,407,0,10,152,333,274,7,2,5,5,6,4,8,11,817
267,"P.S KHOPA EAST PART",654,472,0,1126,292,205,0,497,497,0,12,343,54,73,4,4,0,1,0,0,2,4,497
268,"P.S KHOPA WEST PART",491,406,0,897,206,173,0,379,20,0,7,134,148,62,2,3,5,2,3,1,3,9,379
269,"P.S KHOPA WEST PART 1",492,363,0,855,226,190,0,416,3,0,18,87,149,121,0,3,24,1,1,1,5,6,416
270,"P.S PURANA KHOPA",337,288,0,625,178,142,0,320,47,0,3,34,50,224,3,2,1,1,1,0,0,1,320
271,"P.S PANARAGOPALPUR EAST PART",583,446,0,1029,281,239,0,520,19,0,22,264,22,180,1,5,2,0,2,2,6,14,520
272,"P.S PANARAGOPALPUR EAST PART 1",538,435,0,973,247,208,0,455,2,0,60,103,38,222,7,1,3,2,2,6,4,7,455
273,"P.S. DARIYAV KA PURA ROOM NO. 1",573,472,0,1045,300,236,0,536,536,0,16,183,112,183,4,5,3,2,1,7,7,13,536
274,"P.S DARIYAV KA PURA ROOM NO. 2",456,317,0,773,197,137,0,334,333,0,8,134,27,122,3,2,1,0,5,1,13,18,334
275,"P.S USMANPUR BIGHARA",406,330,0,736,243,224,0,467,467,0,17,65,96,268,5,3,4,1,0,2,2,4,467
276,"P.S KHANPUR KHAS",618,549,0,1167,320,311,0,631,630,0,17,193,224,153,4,7,4,1,0,3,13,12,631
277,"P.S SARAI YOUSHUF",430,352,0,782,241,227,0,468,466,0,4,132,115,192,5,2,1,1,3,2,6,5,468
278,"P.S BANTHARI",511,414,0,925,237,212,0,449,407,0,32,221,47,125,4,3,1,3,2,3,4,4,449
279,"P.S AKBARABAD EAST PART",493,377,0,870,253,197,0,450,400,0,10,172,88,143,5,4,7,1,2,2,7,9,450
280,"P.S AKBARABAD WEST PART",426,409,0,835,166,163,0,329,329,0,5,98,67,136,3,2,4,0,0,4,3,7,329
281,"P.S CHAKPINHA",306,243,0,549,176,138,0,314,314,0,13,121,99,64,3,4,2,1,0,1,2,4,314
282,"P.S SIHORVA",246,223,0,469,119,109,0,228,228,0,3,0,167,50,1,0,0,0,0,3,1,3,228
283,"P.S KATAIYA",908,706,0,1614,484,310,0,794,790,0,14,81,314,316,7,9,3,5,8,7,10,20,794
284,"P.S BENPUR TA. PURKHAS",306,287,0,593,177,173,0,350,350,0,26,146,34,121,2,3,6,0,0,0,8,4,350
285,"P.S MOHAMMADABAD",460,328,0,788,258,200,0,458,6,0,20,367,18,28,5,4,2,3,0,0,2,9,458
286,"P.S NANDA KA PURA YOUSHUFPUR",403,364,0,767,231,221,0,452,452,0,16,254,13,130,8,13,5,3,2,1,4,3,452
287,"P.S SHYAMPUR URF MALHIPUR",646,623,0,1269,357,291,0,648,520,0,23,207,16,346,9,11,5,3,3,3,7,15,648
288,"UPS PURKHAS EAST PART",489,424,0,913,251,207,0,458,11,0,17,184,136,98,4,7,6,0,0,1,3,2,458
289,"UPS PURKHAS EAST PART 1",524,440,0,964,279,246,0,525,525,0,26,111,174,175,4,2,6,2,3,5,4,13,525
290,"UPS PURKHAS WEST PART",357,266,0,623,136,147,0,283,203,0,5,60,146,63,1,1,0,3,1,0,1,2,283
291,"UPS PURKHAS WEST PART 1",488,446,0,934,181,178,0,359,185,0,13,50,161,124,2,0,1,0,2,3,1,2,359
292,"UPS PURKHAS NORTH PART 1",567,452,1,1020,286,219,0,505,490,0,16,178,177,108,3,3,2,3,2,1,2,10,505
293,"UPS PURKHAS NORTH PART 2",546,438,0,984,238,149,0,387,287,0,17,91,74,168,3,9,1,4,2,2,8,8,387
294,"UPS PURKHAS NORTH PART 3",598,450,0,1048,237,163,0,400,400,0,17,103,105,145,5,4,1,3,1,5,2,9,400
295,"P.S KISHUNPUR AMBARI EAST PART",657,530,0,1187,342,330,0,672,82,0,14,313,228,64,4,7,9,0,5,6,10,12,672
296,"P.S KISHUNPUR AMBARI WEST PART",705,534,0,1239,282,234,0,516,16,0,27,71,222,174,4,2,1,2,0,2,6,5,516
297,"P.S CHIRARI",467,357,0,824,289,246,0,535,528,0,14,239,21,212,10,2,3,3,8,1,11,11,535
298,"P.S BIRNER",734,634,0,1368,401,360,0,761,760,0,19,446,123,109,6,16,4,1,2,7,17,11,761
299,"P.S HASANPUR",767,601,0,1368,423,333,0,756,756,0,16,357,164,181,5,5,6,3,0,4,6,9,756
300,"P.S DHARUPUR",370,316,0,686,169,186,0,355,156,0,15,63,95,154,5,0,10,1,0,0,4,8,355
301,"P.S UMARVAL",627,498,0,1125,322,221,0,543,532,0,42,242,74,167,3,2,2,6,1,1,1,2,543
302,"P.S PIPARHATA",377,342,1,720,230,169,0,399,86,0,18,75,76,195,8,3,6,1,0,2,6,9,399
303,"PS JAWAI",735,552,0,1287,434,233,0,667,434,0,45,251,143,191,4,3,2,4,2,8,4,10,667
304,"P.S BIGHARA USMANPUR NORTH PART",435,359,0,794,296,230,0,526,103,0,35,407,17,50,1,2,0,1,3,2,5,3,526
305,"P.S BIGHARA USMANPUR SOUTH PART",427,404,0,831,211,188,0,399,100,0,87,192,36,62,0,1,0,1,1,1,5,13,399
306,"P.S TILHAPUR NORTH PART",753,654,0,1407,429,357,0,786,784,0,33,261,77,283,9,9,76,3,8,4,3,20,786
307,"UPS TILHAPUR",676,564,0,1240,341,199,0,540,535,0,41,214,33,207,12,1,6,0,1,0,6,19,540
308,"P.S TILHAPUR CENTER PART",773,542,0,1315,384,272,0,656,653,0,49,251,97,224,5,3,1,1,6,3,6,10,656
309,"P.S DURGAPUR EAST PART",533,421,0,954,247,223,0,470,470,0,9,198,177,74,0,3,0,1,0,0,2,6,470
310,"P.S DURGAPUR EAST PART 1",473,363,0,836,212,157,0,369,369,0,6,195,138,14,1,3,1,1,0,2,4,4,369
311,"P.S DURGAPUR WEST PART",184,159,0,343,96,75,0,171,134,0,1,64,30,71,1,0,0,1,1,1,0,1,171
312,"P.S KADIRPUR NEVADA NORTH PART",498,410,0,908,267,227,0,494,494,0,19,192,128,118,2,3,5,8,3,2,5,9,494
313,"P.S KADIRPUR NEVADA SOUTH PART",525,392,0,917,277,197,0,474,474,0,9,311,98,36,4,2,1,5,0,0,2,6,474
314,"P.S AMVAN",603,485,1,1089,376,293,0,669,650,0,10,478,26,138,4,0,0,0,2,7,1,3,669
315,"P.S LODHAUR",765,600,2,1367,408,338,0,746,746,0,23,267,78,311,5,9,7,3,8,6,17,12,746
316,"P.S KOTIYA EAST PART",552,423,0,975,310,240,0,550,549,0,21,439,15,33,5,6,2,1,3,8,3,14,550
317,"P.S KOTIYA WEST PART",497,446,0,943,274,241,0,515,14,0,17,247,32,166,6,7,4,1,3,4,14,14,515
318,"P.S KOTIYA WEST PART 1",134,104,0,238,78,33,0,111,9,0,3,88,2,13,1,2,0,0,0,0,0,2,111
319,"P.S KHIJIRPUR KAILAYI EAST PART",750,571,0,1321,384,282,0,666,666,0,15,569,10,48,1,3,1,0,0,2,8,9,666
320,"P.S KHIJIRPUR KAILAYI WEST PART",565,486,0,1051,276,247,0,523,523,0,14,261,22,182,7,2,3,3,5,5,4,15,523
321,"P.S GAURA",790,678,0,1468,417,385,0,802,802,0,21,258,42,429,3,5,7,2,5,3,5,22,802
322,"P.S TARNA",546,455,0,1001,322,270,0,592,165,0,15,371,33,114,2,11,20,1,3,9,9,4,592
323,"UPS TARNI",242,219,0,461,147,123,0,270,152,0,7,217,18,7,5,3,5,1,0,2,3,2,270
324,"P.S PADUMNATHPUR SURSENI",593,529,0,1122,390,333,0,723,705,0,13,639,46,17,0,2,0,0,0,0,2,4,723
325,"P.S SURSENA",311,262,0,573,150,153,0,303,301,0,5,8,193,77,2,3,4,1,1,2,3,4,303
326,"P.S TILGODI",764,643,0,1407,441,382,0,823,823,0,42,433,108,168,14,6,2,4,6,7,16,17,823
327,"P.S JARAINI",523,411,0,934,308,245,0,553,253,0,7,298,151,67,4,5,2,4,4,1,5,5,553
328,"P.S AHLADPUR",288,220,0,508,142,117,0,259,259,0,7,94,66,81,0,4,0,0,0,1,2,4,259
329,"P.S SHAHPUR PERVA",513,397,0,910,337,257,0,594,569,0,24,273,56,192,6,6,3,4,2,4,8,16,594
330,"P.S BARETHI KAMALPUR",581,500,0,1081,269,219,0,488,487,0,57,154,170,68,6,8,3,6,1,1,9,5,488
331,"P.S ALAMPUR",471,376,0,847,260,248,0,508,508,0,37,145,64,222,4,7,1,2,2,2,4,18,508
332,"P.S BOONDA",722,614,0,1336,390,339,0,729,229,0,35,187,143,318,9,6,2,7,1,0,7,14,729
333,"P.S RASOOLPUR VYOR EAST PART",497,424,0,921,208,154,0,362,350,0,4,203,22,115,5,2,2,0,0,0,1,8,362
334,"P.S RASOOLPUR VYOR WEST PART",559,444,0,1003,252,211,0,463,4,0,6,179,65,185,4,3,9,0,2,4,2,4,463
335,"P.S AUDHAN EAST PART",600,440,0,1040,254,189,0,443,390,0,45,107,29,217,2,7,5,1,3,5,6,16,443
336,"P.S AUDHAN EAST PART 1",548,458,0,1006,234,168,0,402,401,0,10,86,33,230,2,10,2,2,1,2,8,16,402
337,"P.S AUDHAN EAST PART 2",647,502,0,1149,360,225,0,585,500,0,18,357,45,130,2,2,7,2,3,2,6,11,585
338,"P.S NOORPUR HAJIPUR",744,576,0,1320,344,263,0,607,282,0,52,285,94,130,3,5,3,3,2,3,6,21,607
339,"P.S REHI",466,321,0,787,282,185,0,467,466,0,14,254,132,46,6,4,2,1,1,3,3,1,467
340,"P.S BALHEPUR",378,299,0,677,242,188,0,430,430,0,8,140,131,116,3,8,2,1,3,4,6,8,430
341,"P.S MAKHDOOMPUR KHAS",767,620,0,1387,401,319,0,720,715,0,14,110,283,296,5,2,2,0,0,0,5,3,720
342,"P.S IBRAHIMPUR URF DULHAPUR",580,440,0,1020,302,203,0,505,306,0,9,304,85,91,2,5,3,1,0,0,5,0,505
343,"P.S SEVDHA EAST PART",742,534,0,1276,398,279,0,677,677,0,14,235,90,288,8,4,6,1,5,4,10,12,677
344,"P.S SEVDHA WEST PART",640,556,0,1196,343,293,0,636,100,0,18,291,53,210,6,10,5,6,4,3,3,27,636
345,"P.S SHERGARH",626,490,0,1116,330,222,0,552,552,0,51,165,104,205,3,2,4,2,2,1,6,7,552
346,"P.S NASIRPUR TA. IBRAHIMPUR",491,433,0,924,310,253,0,563,17,0,40,182,101,207,7,5,6,0,2,4,3,6,563
347,"P.S BHOPATPUR EAST PART",475,369,0,844,298,179,0,477,477,0,14,244,56,126,5,2,12,2,4,3,4,5,477
348,"P.S BHOPATPUR WEST PART",461,370,0,831,269,167,0,436,402,0,13,342,14,31,2,5,2,0,0,3,10,14,436
349,"P.S. JALALPUR BHARTI NORTH PART",491,403,0,894,291,179,0,470,4,0,9,185,90,133,6,14,2,2,2,0,7,20,470
350,"P.S. JALALPUR BHARTI SOUTH PART",524,405,0,929,260,139,0,399,397,0,15,234,58,73,6,1,0,2,0,0,5,5,399
