"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
182,"A.G.V.L.M.V BARWANMIRCHHAPAR R.N-3",747,648,0,1395,376,343,0,719,719,0,297,303,69,21,2,1,1,1,7,2,1,1,1,3,4,5,719
183,"P.V PAUHARI CHHAPAR",382,330,0,712,222,208,0,430,430,0,283,82,41,9,1,0,0,0,3,2,1,1,0,3,2,2,430
184,"P.V SEMARI",567,523,0,1090,346,229,0,575,575,0,142,277,120,5,1,0,1,0,2,1,2,1,2,4,9,8,575
185,"P.V MUSAHARI R.N-1",559,467,0,1026,327,224,0,551,551,0,305,108,81,27,1,1,0,3,3,4,2,1,1,4,7,3,551
186,"P.V MUSAHARI R.N-2",409,345,0,754,183,181,0,364,364,0,267,39,24,17,1,0,2,0,4,3,0,1,1,0,1,4,364
187,"H.P.V TAWAKLAPUR",443,378,0,821,214,210,0,424,424,0,263,52,67,20,1,0,1,2,1,2,1,0,2,1,4,7,424
188,"P.V DWARIKA",337,285,0,622,184,185,0,369,369,0,254,40,66,4,0,0,0,0,1,1,0,1,0,0,0,2,369
189,"P.V ASSITOLA URF MAINPUR",719,608,0,1327,402,395,0,797,797,0,321,243,166,15,3,2,0,1,4,8,0,2,1,9,10,12,797
190,"J.H.S TARKULWA",527,411,0,938,288,265,0,553,553,0,399,34,84,19,1,0,2,1,2,4,0,2,1,0,1,3,553
191,"J.H.S TARKULWA R.N-2",407,339,0,746,226,208,0,434,434,0,248,29,113,25,0,2,1,0,0,6,0,0,0,0,1,9,434
192,"J.H.S TARKULWA R.N-3",495,390,0,885,302,240,0,542,542,0,345,90,75,22,1,0,0,1,2,2,2,0,0,0,1,1,542
193,"J.H.S TARKULWA R.N-4",487,414,0,901,242,224,0,466,466,0,119,207,106,6,2,0,0,0,5,2,2,1,8,1,3,4,466
194,"J.H.S TARKULWA R.N-5",538,448,0,986,293,288,0,581,581,0,149,257,149,8,0,1,1,0,2,2,1,2,4,2,1,2,581
195,"P.V BALPUR SHRINAGAR R.N-1",640,487,0,1127,276,269,0,545,545,0,341,45,98,14,7,0,1,1,0,6,2,0,4,5,2,19,545
196,"P.V BALPUR SHRINAGAR R.N-2",295,250,0,545,162,173,0,335,335,0,214,48,34,11,5,0,2,0,0,6,2,0,1,1,3,8,335
197,"P.V ALKHICHHAPAR URF LACKHMIPUR",468,368,0,836,227,219,0,446,446,0,232,170,17,8,4,0,2,0,1,1,0,0,2,2,6,1,446
198,"P.V BARWAN SEMARA",618,532,0,1150,366,345,0,711,711,0,309,234,108,12,0,1,2,4,3,5,3,0,3,4,8,15,711
199,"P.V RAMPUR JAGDISH URF BRINDAWAN",768,651,0,1419,404,381,0,785,785,0,299,280,142,11,2,1,3,1,7,11,1,1,3,6,4,13,785
200,"P.V KONHWALIYA BABURAI",650,580,0,1230,352,338,0,690,690,0,273,261,100,37,8,0,1,1,2,3,0,0,0,0,1,3,690
201,"P.V KONHWALIYA BHARATHRAI",719,582,0,1301,394,371,0,765,765,0,465,97,130,23,3,0,1,1,7,12,3,3,5,2,4,9,765
202,"P.V BHISHWA R.N-1",533,412,1,946,284,205,0,489,489,0,248,78,106,19,3,1,1,5,3,3,2,1,2,2,5,10,489
203,"P.V BHISHWA R.N-2",495,396,0,891,274,256,0,530,530,0,188,127,156,11,4,1,3,2,5,6,3,4,5,0,4,11,530
204,"P.V MAHUAWA BAJRATAR R.N-1",515,464,0,979,270,247,0,517,517,0,265,101,87,12,4,0,2,1,6,8,1,3,3,4,5,15,517
205,"P.V MAHUAWA BAJRATAR R.N-2",672,512,0,1184,301,251,0,552,552,0,413,52,59,10,1,3,2,0,0,4,0,1,0,3,1,3,552
206,"P.V MAHUAWA BAJRATAR R.N-3",809,659,0,1468,451,307,0,758,758,0,471,103,115,12,3,0,2,1,6,4,5,3,3,4,8,18,758
207,"N.I.C RAMPUR KHAS R.N-1",469,446,0,915,271,215,0,486,486,0,211,224,23,7,10,0,0,1,0,2,0,0,2,1,3,2,486
208,"N.I.C RAMPUR KHAS R.N-2",455,392,0,847,199,158,0,357,357,0,255,60,24,4,5,0,0,0,0,1,0,0,2,0,4,2,357
209,"N.I.C RAMPUR KHAS R.N-3",578,469,0,1047,283,211,0,494,494,0,227,163,66,12,2,3,3,0,2,3,0,3,1,1,1,7,494
210,"N.I.C RAMPUR KHAS R.N-4",705,570,0,1275,220,201,0,421,421,0,239,131,24,4,2,0,0,0,1,0,1,0,0,3,5,11,421
211,"P.V MUNDERA R.N-1",612,635,0,1247,297,235,0,532,532,0,256,216,32,7,4,1,2,1,4,3,0,0,1,1,2,2,532
212,"P.V MUNDERA R.N-2",727,683,0,1410,341,331,0,672,672,0,358,220,46,8,6,1,0,1,2,6,1,0,4,1,9,9,672
213,"P.V PIPRAHIYAN",447,382,0,829,255,281,0,536,536,0,285,66,136,16,0,1,1,1,4,3,3,2,3,3,3,9,536
214,"P.V DEURAWA",438,313,0,751,211,188,0,399,399,0,172,50,154,2,1,0,0,0,3,2,2,1,0,5,4,3,399
215,"P.V PAHADPUR",299,271,0,570,142,167,0,309,309,0,134,76,72,5,3,0,0,1,2,1,0,1,3,1,2,8,309
216,"GANDHI.I.C MAHUAPATAN R.N-1",550,464,0,1014,331,236,0,567,567,0,343,140,30,27,1,0,1,0,7,2,2,2,0,2,3,7,567
217,"GANDHI.I.C MAHUAPATAN R.N-2",381,328,0,709,224,201,0,425,425,0,186,197,18,11,2,0,0,0,1,1,0,0,2,1,2,4,425
218,"P.V MAHUARI",269,233,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"J.H.S MATHIYARATTI R.N-1",455,435,0,890,234,240,0,474,474,0,181,185,68,9,1,2,0,0,4,0,0,0,0,5,8,11,474
220,"J.H.S MATHIYARATTI R.N-2",396,358,0,754,158,141,0,299,299,0,113,106,56,3,1,1,0,0,4,2,0,1,1,2,3,6,299
221,"P.V BHARAUTA",608,531,0,1139,364,324,0,688,688,0,268,136,244,11,1,1,2,0,3,3,1,2,3,0,4,9,688
222,"P.V SISAWAN",502,397,0,899,240,151,0,391,391,0,164,109,93,9,1,1,0,3,1,7,1,0,0,0,0,2,391
223,"P.V SISAWAN R.N-2",445,347,0,792,196,155,0,351,351,0,172,36,103,6,0,1,1,0,6,3,2,1,1,5,3,11,351
224,"P.V MATHIYA MAHAWAL",679,581,0,1260,348,340,0,688,688,0,488,123,24,25,1,0,0,2,0,4,1,0,0,1,5,14,688
225,"J.H.S NARAYANPUR R.N-1",543,434,0,977,272,241,0,513,513,0,159,191,114,9,4,2,0,0,4,6,0,0,3,5,4,12,513
226,"J.H.S NARAYANPUR R.N-2",454,337,0,791,196,188,0,384,384,0,203,117,53,2,0,0,0,0,1,4,0,0,1,1,1,1,384
227,"J.H.S NARAYANPUR R.N-3",563,383,0,946,260,230,0,490,490,0,245,119,74,5,1,2,0,3,2,5,0,0,4,5,6,19,490
228,"J.H.S NARAYANPUR R.N-4",444,356,0,800,213,201,0,414,414,0,223,83,89,3,0,0,1,0,3,6,2,0,0,1,2,1,414
229,"P V SOHANARIYA R.N-1",464,352,1,817,169,165,0,334,334,0,249,19,42,10,3,0,0,1,2,0,0,0,2,1,1,4,334
230,"P V SOHANARIYA R.N-2",737,543,0,1280,322,209,0,531,531,0,330,82,92,7,4,0,1,2,3,3,0,0,1,1,1,4,531
231,"P.V AMAWA",392,337,0,729,195,209,0,404,404,0,273,50,41,12,0,0,0,0,1,1,1,0,2,3,2,18,404
232,"P.V HARAIYAN R.N-1",637,548,0,1185,312,255,0,567,567,0,322,153,45,18,2,0,0,1,3,1,2,0,2,2,4,12,567
233,"P.V HARAIYAN R.N-2",394,330,0,724,205,198,0,403,403,0,188,40,130,20,1,0,0,1,0,4,0,3,1,5,2,8,403
234,"P.V JALUA",481,406,0,887,264,262,0,526,526,0,317,86,72,11,2,1,1,1,5,3,1,0,9,0,4,13,526
235,"P.V MAHUAWA BASANTPUR",292,280,0,572,147,127,0,274,274,0,159,58,27,9,9,1,0,1,1,1,0,1,0,0,2,5,274
236,"P.V BASANTPUR BASANTPUR",441,399,0,840,213,199,0,412,412,0,254,102,25,3,6,5,0,0,1,5,1,2,0,2,1,5,412
237,"P.V SONHULA RAMNAGAR R.N-1",823,681,0,1504,436,301,0,737,737,0,460,169,28,32,3,0,1,2,4,5,5,2,5,4,7,10,737
238,"P.V SONHULA RAMNAGAR R.N-2",884,733,0,1617,433,410,0,843,843,0,311,392,57,38,4,2,1,1,7,5,2,1,3,1,7,11,843
239,"P.V BARTHAHI",274,207,0,481,130,121,0,251,251,0,90,4,132,21,2,0,0,0,0,0,0,0,1,0,0,1,251
240,"P.V JAMUNI R.N-1",507,393,0,900,259,248,0,507,507,0,288,128,43,18,1,0,2,0,3,4,1,0,3,4,1,11,507
241,"P.V JAMUNI R.N-2",469,375,0,844,274,224,0,498,498,0,215,116,127,19,1,0,3,2,2,1,2,1,2,2,2,3,498
242,"P.V PARSAUNI",401,318,0,719,220,218,0,438,438,0,250,45,90,26,2,1,2,2,1,5,0,1,0,0,3,10,438
243,"P.V KANAKPURA R.N-1",696,600,0,1296,308,299,0,607,607,0,454,63,42,15,0,1,3,1,2,3,5,2,0,2,4,10,607
244,"P.V KANAKPURA R.N-2",673,591,0,1264,360,302,0,662,662,0,381,100,33,83,10,1,2,3,8,7,1,1,2,2,10,18,662
245,"P.V KANAKPURA R.N-3",716,596,0,1312,316,310,0,626,626,0,314,103,46,113,6,0,1,1,6,7,3,2,5,3,3,13,626
246,"P.V KAWALACHAK PRATHAM",582,533,0,1115,328,281,0,609,609,0,91,334,120,39,4,0,3,1,2,4,1,0,0,5,2,3,609
247,"P.V BANRAHANAHARHARPATTI",422,345,0,767,228,224,0,452,452,0,322,51,36,20,0,1,0,0,1,3,1,1,1,2,2,11,452
248,"P.V SARAINI",351,300,0,651,188,144,0,332,332,0,223,75,18,10,0,1,1,0,1,1,0,0,1,0,1,0,332
249,"P.V BABUPATTI R.N-1",486,419,0,905,257,232,0,489,489,0,195,220,23,19,2,2,1,0,2,1,3,1,1,5,7,7,489
250,"P.V BABUPATTI R.N-2",319,240,0,559,165,149,0,314,314,0,42,230,9,13,2,0,0,1,0,1,0,1,1,6,3,5,314
251,"P.V SITAPATTI",418,373,0,791,203,269,0,472,472,0,5,350,99,2,2,0,0,0,1,1,0,0,10,1,1,0,472
252,"P.V BELAHI",674,525,0,1199,318,311,0,629,629,0,254,62,279,15,4,1,0,3,0,4,0,2,1,0,1,3,629
253,"P.V PAGARA",502,399,0,901,241,211,0,452,452,0,302,37,107,2,1,0,0,0,0,0,0,0,0,0,0,3,452
254,"P.V RAMPUR DHAUTAL",692,587,0,1279,440,301,0,741,741,0,93,390,191,6,3,2,2,2,8,3,0,5,1,11,15,9,741
255,"P.V BARAI PATTI",719,608,0,1327,374,333,0,707,707,0,244,369,35,17,0,1,3,0,2,2,4,2,1,5,8,14,707
256,"P.V SAKUTAI",740,590,0,1330,397,310,0,707,707,0,302,302,70,9,1,0,1,0,4,1,0,0,1,2,6,8,707
257,"P.V SAKATUA BUJURG",558,448,0,1006,297,241,0,538,538,0,336,100,84,2,1,0,0,1,1,1,0,0,2,1,3,6,538
258,"P.V FARENDAHA",501,395,0,896,222,255,0,477,477,0,240,112,92,4,0,1,0,1,1,4,0,0,0,1,5,16,477
259,"P.V VRIKCHHAPATTI",511,438,0,949,248,243,0,491,491,0,200,159,88,5,0,1,1,1,2,5,0,1,4,5,8,11,491
260,"N.V.V PATHERDEVA R.N-1",789,613,0,1402,444,335,0,779,779,0,600,36,109,6,2,0,1,2,2,3,1,1,2,3,0,11,779
261,"N.V.V PATHERDEVA R.N-2",622,545,0,1167,305,277,0,582,582,0,468,56,29,15,0,3,0,0,0,0,0,1,0,2,2,6,582
262,"N.V.V PATHERDEVA R.N-3",509,395,0,904,270,238,0,508,508,0,408,52,21,13,0,0,0,0,2,1,0,1,2,1,2,5,508
263,"N.V.V PATHERDEVA R.N-4",585,454,0,1039,365,301,0,666,666,0,405,194,20,14,1,1,1,2,4,1,2,1,1,5,4,10,666
264,"N.V.V PATHERDEVA R.N-5",638,505,0,1143,374,314,0,688,688,0,464,184,10,5,3,0,0,1,0,1,0,1,3,1,4,11,688
265,"P.V BHELIPATTI R.N-1",515,482,0,997,345,219,0,564,564,0,322,105,99,10,2,1,2,0,1,4,0,1,2,2,4,9,564
266,"P.V BHELIPATTI R.N-2",461,433,0,894,257,281,0,538,538,0,115,227,164,10,1,1,0,0,5,3,0,1,0,0,0,11,538
267,"J.H.S SINDHAWE R.N-1",443,372,0,815,236,201,0,437,437,0,201,127,56,7,2,0,2,1,6,6,3,2,1,4,2,17,437
268,"J.H.S SINDHAWE R.N-2",423,363,0,786,199,177,0,376,376,0,181,147,21,7,3,1,2,0,1,0,0,0,0,2,5,6,376
269,"J.H.S SINDHAWE R.N-3",638,485,2,1125,298,271,0,569,569,0,244,174,66,19,8,1,6,1,10,5,1,2,7,6,8,11,569
270,"P.V DHARMAGATPATTI",345,303,0,648,210,191,0,401,401,0,288,99,9,1,0,0,1,0,1,0,0,0,0,0,0,2,401
271,"P.V CHHITAUNI",507,446,0,953,229,211,0,440,440,0,315,32,64,6,3,0,1,0,2,1,1,1,0,0,3,11,440
272,"P.V DEWGHAT",706,593,0,1299,349,333,0,682,682,0,498,66,67,11,5,0,1,0,2,2,5,0,2,5,3,15,682
273,"P.V PIPRADAUD",496,459,0,955,267,241,0,508,508,0,204,112,162,8,0,1,1,0,4,0,0,1,0,2,6,7,508
274,"P.V GHUDI KUND KHURD",688,585,0,1273,374,383,0,757,757,0,376,204,132,14,7,2,2,0,2,3,1,1,0,3,1,9,757
275,"P.V GHUDI KUND KALA R.N-1",685,613,0,1298,416,371,0,787,787,0,456,197,68,8,4,0,0,3,3,3,0,2,1,5,8,29,787
276,"P.V KUCHAYA",330,261,0,591,201,183,0,384,384,0,234,120,11,6,1,0,0,1,0,1,0,0,2,2,2,4,384
277,"J.U.M.V MAHUARI",742,647,0,1389,423,368,0,791,791,0,346,343,58,6,4,0,0,4,8,2,0,0,9,2,3,6,791
278,"P.V MACHHAILA",522,508,0,1030,350,224,0,574,574,0,264,164,91,21,1,2,2,0,8,1,1,4,2,3,6,4,574
279,"P.V KURMI PATTI",628,523,0,1151,316,299,0,615,615,0,188,148,250,5,1,1,0,3,1,5,0,1,3,4,1,4,615
280,"P.V KOYARPATTI",381,338,0,719,203,198,0,401,401,0,279,63,34,4,2,0,0,2,2,2,1,1,1,0,3,7,401
281,"P.B DEORIA DHOOS",324,266,0,590,184,155,0,339,339,0,194,115,15,2,0,0,1,1,0,0,0,0,0,2,3,6,339
282,"P.V OLIPATTI",357,281,0,638,190,168,0,358,358,0,250,41,47,2,3,0,0,1,2,1,0,1,1,1,2,6,358
283,"P.V DHATMCHAURA",272,231,0,503,150,150,0,300,300,0,217,42,22,3,4,0,0,0,1,0,0,0,0,3,4,4,300
284,"P.V KHAIRAT",813,675,0,1488,424,305,0,729,729,0,366,117,211,10,1,1,2,1,3,4,2,1,0,1,2,7,729
285,"P.V HARPUR",466,382,0,848,345,259,0,604,604,0,471,77,9,34,1,0,0,1,1,0,0,0,1,0,3,6,604
286,"J.H.S BANJARIYA R.N-1",724,591,0,1315,336,298,0,634,634,0,276,210,111,4,1,1,2,0,4,2,3,3,3,3,6,5,634
287,"J.H.S BANJARIYA R.N-2",652,567,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"J.H.S BANJARIYA R.N-3",646,546,0,1192,332,310,0,642,642,0,397,196,19,3,3,1,0,1,3,2,2,0,0,2,3,10,642
289,"J.H.S BANJARIYA R.N-4",815,557,1,1373,337,333,0,670,670,0,124,380,85,27,2,0,1,1,5,3,0,2,5,6,16,13,670
290,"P.V BASDILLA JADDUDHURI",652,539,0,1191,331,310,0,641,641,0,338,108,158,1,2,2,0,1,2,3,0,3,5,2,4,12,641
291,"P.V TURKPATTI",498,437,0,935,280,249,0,529,529,0,325,162,26,4,1,0,0,0,2,0,1,0,0,1,0,7,529
292,"J.H.S BASDILA MAINUDDIN R.N-1",761,647,0,1408,411,400,0,811,811,0,292,305,123,18,2,1,0,1,10,12,1,2,3,9,9,23,811
293,"J.H.S BASDILA MAINUDDIN R.N-2",634,524,0,1158,345,331,0,676,676,0,150,377,109,3,1,1,3,1,5,0,2,3,3,4,5,9,676
294,"P.V MOTIPUR",769,607,0,1376,345,314,0,659,659,0,97,347,196,5,1,0,1,4,3,0,0,0,0,3,2,0,659
295,"P.V AMAWA HIRAMAN DUBE",349,312,0,661,198,176,0,374,374,0,180,128,53,2,1,0,1,1,2,0,0,1,0,2,1,2,374
296,"P.V MEDIPATTI",818,739,0,1557,393,389,0,782,782,0,201,350,197,9,1,0,2,0,5,1,3,2,2,3,2,4,782
297,"P.V NONIYA PATTI",526,445,0,971,216,272,0,488,488,0,254,70,137,4,2,0,1,0,0,3,1,1,0,1,4,10,488
298,"P.V MALSI KHAS R.N1",589,521,0,1110,281,261,0,542,542,0,116,143,251,8,2,1,0,1,0,1,0,0,3,6,3,7,542
299,"P.V MALSI KHAS R.N-2",390,327,0,717,202,178,0,380,380,0,234,16,104,10,0,0,0,0,1,0,1,0,4,2,2,6,380
300,"J.H.S KANTHIPATTI R.N-1",425,354,0,779,219,215,0,434,434,0,205,66,131,2,1,3,2,0,2,3,0,1,2,3,4,9,434
301,"J.H.S KANTHIPATTI R.N-2",467,389,0,856,256,219,0,475,475,0,285,49,123,3,3,1,0,1,0,4,0,2,0,1,0,3,475
302,"P.V MURARCHHAPAR",518,448,0,966,290,281,0,571,571,0,333,163,63,1,1,1,0,1,1,0,0,0,1,1,2,3,571
303,"P.V NERUARI",588,491,0,1079,358,291,0,649,649,0,245,169,205,2,1,1,0,0,0,1,2,1,5,6,2,9,649
304,"P.V SHAHPUR SHUKLA",646,572,0,1218,335,292,0,627,627,0,389,101,103,13,2,0,1,0,0,1,0,0,3,1,3,10,627
305,"P.V  SHAHPUR BHIKHAM",309,269,0,578,153,148,0,301,301,0,207,23,61,1,4,0,0,1,0,0,0,1,2,0,0,1,301
306,"P.V GURMIHA",476,403,0,879,250,212,0,462,462,0,230,138,40,26,3,0,0,1,3,2,1,2,1,1,3,11,462
307,"P.V POKHARBHINDA",590,522,0,1112,322,301,0,623,623,0,261,125,153,38,0,2,1,2,3,3,0,1,2,10,6,16,623
308,"P.V MASJIDIYA R.N-1",482,422,0,904,228,212,0,440,440,0,242,85,77,5,2,1,2,2,3,2,1,1,4,0,1,12,440
309,"P.V MASJIDIYA R.N-2",396,309,0,705,200,188,0,388,388,0,143,139,63,8,3,1,0,1,2,4,1,0,1,4,10,8,388
310,"P V DULARPATTI",523,422,0,945,256,219,0,475,475,0,217,53,186,7,0,1,0,0,5,2,0,0,1,1,0,2,475
311,"P V DULARPATTI R.N-2",552,472,0,1024,273,255,0,528,528,0,246,21,205,14,2,1,0,2,4,4,0,3,4,5,5,12,528
312,"P.V GHORTAP URF ANANDNAGAR",570,557,0,1127,299,291,0,590,590,0,312,108,92,17,1,1,1,1,8,6,1,2,3,8,8,21,590
313,"P.V VINDAHI",763,617,0,1380,382,310,0,692,692,0,391,65,171,15,2,0,1,0,6,4,3,2,2,16,6,8,692
314,"P.V PAKADIYAR R.N-1",660,542,0,1202,350,215,0,565,565,0,307,166,46,8,2,1,2,0,3,3,1,0,2,6,6,12,565
315,"P.V PAKADIYAR R.N-2",676,531,0,1207,317,295,0,612,612,0,234,184,142,6,14,0,0,2,3,2,2,0,1,5,4,13,612
316,"J.H.S RAMPUR MAHUABARI R.N-1",817,704,0,1521,341,311,0,652,652,0,184,393,34,7,2,1,1,0,4,1,0,1,2,3,12,7,652
317,"J.H.S RAMPUR MAHUABARI R.N-2",807,660,0,1467,351,340,0,691,691,0,293,218,130,11,4,0,3,1,6,2,3,1,2,3,3,11,691
318,"J.H.S RAMPUR MAHUABARI R.N-3",852,689,0,1541,351,310,0,661,661,0,146,245,227,10,2,1,3,3,5,1,1,1,0,7,5,4,661
319,"J.H.S RAMPUR MAHUABARI R.N-4",805,722,0,1527,353,377,0,730,730,0,146,339,191,11,3,1,3,3,14,3,2,1,4,2,5,2,730
320,"J.H.S RAMPUR MAHUABARI R.N-5",645,569,0,1214,309,251,0,560,560,0,30,408,70,25,1,0,1,2,6,0,1,1,5,0,8,2,560
321,"P.V MEHAHARHANGPUR R.N-1",777,620,0,1397,368,376,0,744,744,0,38,423,241,4,1,0,0,0,5,0,2,2,11,4,10,3,744
322,"P.V MEHAHARHANGPUR R.N-2",517,498,1,1016,318,305,0,623,623,0,137,270,183,9,0,1,1,1,2,2,2,0,5,3,5,2,623
323,"P.V SEMARI R.N-1",563,450,0,1013,333,228,0,561,561,0,124,208,210,2,2,0,1,0,2,1,2,1,0,1,3,4,561
324,"P.V SEMARI R.N-2",624,521,0,1145,368,333,0,701,701,0,443,144,57,15,5,0,1,3,9,2,1,0,2,3,4,12,701
325,"P.V BAGHUCHGHAT R.N-1",574,458,0,1032,268,268,0,536,536,0,353,89,36,12,2,0,3,0,2,8,4,4,0,2,7,14,536
326,"P.V BAGHUCHGHAT R.N-2",406,304,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"P.V BAGHUCHGHAT R.N-3",633,475,0,1108,253,249,0,502,502,0,296,67,118,2,0,0,1,0,0,1,0,0,2,6,1,8,502
328,"P.V BAGHUCHGHAT R.N-4",417,348,0,765,216,205,0,421,421,0,92,157,150,6,1,0,0,1,3,2,0,1,2,1,3,2,421
329,"P.V SAKHANI R.N-1",447,438,1,886,293,188,0,481,481,0,222,111,110,11,3,1,1,2,2,2,1,1,2,5,6,1,481
330,"P.V SAKHANI R.N-2",435,342,0,777,208,201,0,409,409,0,262,46,81,8,1,0,1,1,0,0,0,0,1,1,3,4,409
331,"P.V KOTAWA R.N-1",469,446,0,915,237,229,0,466,466,0,214,156,80,5,0,0,0,1,3,0,0,1,1,0,1,4,466
332,"P.V KOTAWA R.N-2",441,356,0,797,246,254,0,500,500,0,210,162,92,7,4,1,2,1,4,4,0,0,0,2,5,6,500
333,"P.V PANDEYPU R.N-1",480,372,1,853,230,221,0,451,451,0,343,53,26,7,1,0,0,0,0,3,1,1,2,2,1,11,451
334,"P.V PANDEYPU R.N-2",466,381,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"P.V SUNDARPUR R.N-1",499,404,0,903,239,265,0,504,504,0,262,51,160,3,1,0,0,2,4,7,1,2,3,1,5,2,504
336,"P.V SUNDARPUR R.N-2",327,313,0,640,195,162,0,357,357,0,144,12,167,7,1,0,0,1,3,1,1,0,5,3,3,9,357
337,"P.V KOIRI PATTI",841,695,0,1536,405,395,0,800,800,0,528,85,127,15,2,0,2,11,7,8,1,1,2,2,1,8,800
338,"P.V HARIMAHUAWA",708,605,0,1313,314,301,0,615,615,0,374,66,147,2,1,0,1,1,4,0,1,0,0,5,4,9,615
339,"P.B TIRMA SAHUN R.N-1",728,607,0,1335,438,336,0,774,774,0,402,184,89,40,2,4,1,2,5,7,1,4,4,6,5,18,774
340,"P.V TIRMA SAHUN R.N-2",738,584,0,1322,340,318,0,658,658,0,426,106,71,10,2,0,0,3,6,1,1,1,6,6,4,15,658
341,"P.V MALWABAR R.N-1",582,472,0,1054,318,277,0,595,595,0,320,138,66,8,1,2,0,1,2,4,3,2,5,6,5,32,595
342,"P.V MALWABAR R.N-2",535,466,0,1001,294,299,0,593,593,0,328,115,105,20,3,1,2,1,3,0,2,0,2,2,3,6,593
343,"P.V MALWABAR R.N-3",589,513,0,1102,335,230,0,565,565,0,348,79,71,22,3,0,1,1,5,2,0,2,4,5,5,17,565
344,"P.V RAMNAGAR R.N-1",642,546,0,1188,301,300,0,601,601,0,281,136,130,10,2,1,0,1,6,4,4,1,3,3,4,15,601
345,"P.V RAMNAGAR R.N-2",642,516,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"P.V KOILASWA KHURD",777,647,0,1424,367,378,0,745,745,0,469,37,178,26,2,0,2,0,3,5,1,0,2,2,2,16,745
347,"P.V PAKAHAN R.N-1",854,710,0,1564,361,368,0,729,729,0,286,82,303,23,2,1,0,2,7,3,1,0,6,9,1,3,729
348,"P.V PAKAHAN R.N-2",737,635,0,1372,382,355,0,737,737,342,342,96,246,10,3,2,0,8,7,1,2,3,1,5,2,9,737
349,"P.V PAKAHAN R.N-3",756,586,1,1343,329,248,0,577,577,0,304,73,111,15,28,2,1,2,3,8,2,3,1,2,8,14,577
