"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
164,"P.V.MAHESHWARIJAT ROOM NO 2",598,545,0,1143,394,375,0,769,769,0,156,358,233,1,2,1,0,2,0,3,3,1,2,4,3,769
165,"P.V.MAHESHWARIJAT ROOM NO 3",460,392,0,852,355,266,0,621,621,0,67,424,105,3,0,2,0,0,0,1,1,2,1,2,13,621
166,P.V.NOORALIPURBHAGWANT,801,728,0,1529,470,520,0,990,990,0,283,383,280,4,6,1,2,1,1,5,1,3,2,4,14,990
167,"P.V.KIRTO MAMGLI",657,580,0,1237,380,392,0,772,772,0,184,311,222,5,3,2,0,0,0,35,4,0,0,3,3,772
168,P.V.RASULPURJAGAN,414,341,0,755,293,251,0,544,544,0,119,349,67,1,0,1,0,0,0,0,0,0,2,2,3,544
169,P.V.BANKHALA,219,194,0,413,157,160,0,317,317,0,26,150,128,0,1,0,1,0,0,1,1,1,2,4,2,317
170,P.V.MALAKPURDEHRI,415,401,0,816,299,313,0,612,612,0,152,391,37,3,1,1,1,1,0,0,9,2,1,4,9,612
171,P.V.CHANDUPURANASEEBPIRKANNA,245,249,0,494,151,171,0,322,322,0,11,205,90,1,0,3,1,0,1,2,0,0,1,3,4,322
172,P.V.KHURRAMPURKADAK,393,365,1,759,246,263,0,509,509,0,77,301,57,3,2,1,1,2,1,45,0,0,5,6,8,509
173,P.V.MASURI,580,496,0,1076,373,343,0,716,716,0,304,355,33,0,1,2,1,0,3,3,0,1,1,6,6,716
174,P.V.GARABPUR,387,370,0,757,188,277,0,465,465,0,10,173,200,3,1,3,0,1,0,67,0,1,2,4,0,465
175,"P.V.ALIPURMAN URF KHERA",537,472,0,1009,347,332,0,679,679,0,462,148,51,2,2,2,0,0,1,5,0,2,1,2,1,679
176,"DAYANAND INTER COLLEGE ROOM NO 1",632,600,0,1232,262,358,0,620,620,0,143,60,298,3,2,1,2,1,1,81,3,3,3,4,15,620
177,"DAYANAND INTER COLLEGE ROOM NO 2",425,411,0,836,241,229,0,470,470,0,258,5,165,1,7,0,0,0,0,5,26,0,0,0,3,470
178,"DAYANAND INTER COLLEGE ROOM NO3",705,601,0,1306,337,318,0,655,655,0,91,257,264,4,1,0,2,3,1,25,1,0,1,2,3,655
179,"DAYAND INTER COLLEGE ROOM NO 4",629,537,0,1166,231,251,0,482,482,0,196,15,186,4,0,0,0,1,0,74,1,1,0,1,3,482
180,"JANTA INTER COLLEGE ROOM NO 1",718,598,0,1316,284,299,0,583,583,0,177,60,244,3,5,3,4,0,1,69,6,1,2,2,6,583
181,"JANTA INTER COLLEGE ROOM NO 2",683,559,0,1242,293,261,0,554,554,0,230,19,167,2,4,1,0,0,0,110,1,2,6,1,11,554
182,"JANTA INTER COLLEGE ROOM NO 3",755,606,1,1362,258,269,0,527,526,0,107,57,186,4,7,2,0,1,0,148,1,3,5,2,4,527
183,"P.V.ROSHANPUR PRATAP",767,716,0,1483,518,486,0,1004,1004,0,389,538,24,3,11,1,2,3,1,3,3,6,4,6,10,1004
184,"P.V.SHEKHPURATURK ROOM NO 1",612,539,0,1151,318,351,0,669,669,0,155,355,52,4,5,1,0,1,1,73,4,0,3,4,11,669
185,"P.V.SHEKHPURA TURK",374,338,0,712,130,156,0,286,286,0,4,15,97,2,1,1,1,0,0,157,2,2,1,2,1,286
186,"P.V.SHEKHPURATURK ROOM NO 3",332,297,0,629,183,184,0,367,367,0,209,5,143,0,1,0,0,0,0,2,0,2,3,1,1,367
187,"P.V.SAHLIPUR ASHA ROOM NO 1",786,693,0,1479,378,455,0,833,833,0,190,297,266,0,4,1,4,1,2,45,1,4,2,6,10,833
188,"P.V.SAHLIPUR ASHA ROOM NO 2",557,502,0,1059,246,284,0,530,530,0,98,7,389,4,1,0,0,0,0,24,0,1,2,2,2,530
189,"P.V.TAKIPUR NAROTTAM URF DHARAMPURA",519,475,0,994,357,369,0,726,726,0,685,12,0,0,0,0,0,2,0,13,0,0,3,0,11,726
190,"P.V.MALAKPUR ABDULLA",647,577,0,1224,369,401,0,770,770,0,463,104,171,3,2,0,1,0,0,4,0,2,4,4,12,770
191,"P.V.KHUSHALPURMATHERI ROOM NO 1",648,590,0,1238,327,393,0,720,720,0,320,193,151,5,1,0,0,1,0,29,0,0,2,6,12,720
192,"P.V.KHUSHALPURMATHERI ROOM NO 2",416,341,0,757,202,222,0,424,424,0,18,218,166,0,0,2,0,0,0,5,1,0,6,3,5,424
193,P.V.KHANPUR,284,260,0,544,216,206,0,422,422,0,69,315,14,4,2,1,1,0,0,0,1,1,1,5,8,422
194,P.V.HARVANSHPURDHARAM,593,556,0,1149,376,397,0,773,773,0,273,386,76,7,1,3,1,0,0,12,0,1,4,4,5,773
195,"P.V.SUFIPUR ANGAD",330,292,0,622,211,197,0,408,408,0,219,128,23,2,0,1,1,0,0,23,1,1,1,3,5,408
196,"P.V.KAJIPUR IMMAA",346,321,0,667,192,232,0,424,424,0,64,129,199,0,7,2,3,0,0,10,2,0,3,4,1,424
197,"P.V.MOHDASHIKPURKAMALNAIN URF BELDI",254,225,0,479,176,190,0,366,366,0,350,7,6,0,0,0,0,0,0,0,0,0,0,1,2,366
198,P.V.ALAHDADPUR,515,444,0,959,357,347,0,704,704,0,380,165,125,3,0,2,0,1,0,12,2,0,0,4,10,704
199,P.V.RAMPURCHAJMAL,436,406,0,842,254,279,0,533,533,0,171,272,38,3,0,2,3,0,4,31,0,2,1,3,3,533
200,P.V.NOORMOHAMMADPUR,192,184,0,376,131,137,0,268,268,0,94,121,39,0,1,0,0,0,0,8,2,0,1,0,2,268
201,"JANTA J.H.S.BHOGLI ROOM NO 1",752,667,0,1419,472,412,0,884,884,0,375,392,90,1,3,3,1,2,0,4,4,2,3,2,2,884
202,"JANTA J.H.S.BHOGLI ROOM NO 2",621,539,1,1161,376,300,0,676,676,0,175,404,71,3,8,1,2,3,0,4,0,1,1,2,1,676
203,"PANCHAYATGHAR KAMALPURBHOGA",245,225,0,470,170,171,0,341,341,0,159,139,42,1,0,0,0,0,0,0,0,0,0,0,0,341
204,P.V.MALAKPURLAKHMAN,324,297,0,621,251,246,0,497,497,0,404,77,6,0,0,1,0,0,0,0,0,0,1,3,5,497
205,P.V.MALAKPURSEHSU,294,243,0,537,221,204,0,425,425,0,410,12,0,0,1,0,0,0,0,0,0,0,0,0,2,425
206,"P.V.CHAMRAWAL URF SAHMUZAFFARPUR ROOM NO 1",639,542,0,1181,366,322,0,688,688,0,561,84,23,1,0,0,0,1,1,5,0,0,0,2,10,688
207,"P.V.CHAMRAWAL URF SAHMUZAFFARPUR ROOM NO 2",238,198,0,436,143,126,0,269,269,0,162,45,55,2,0,0,0,1,0,2,0,0,1,0,1,269
208,"ABHINAV .P.V.HEERAWALI MAHESHPUR",700,641,1,1342,386,388,0,774,774,0,228,380,136,4,4,0,1,0,0,9,1,3,1,2,5,774
209,"P.V.HAKIKATPUR MUTHRA",472,451,0,923,342,338,0,680,680,0,215,424,6,3,1,1,1,1,1,0,0,1,4,10,12,680
210,"P.M.V.KAJIWALA URF SHARIFULMALAKPUR ROOM NO 1",468,399,0,867,265,235,0,500,500,0,117,256,113,2,1,2,0,0,0,1,1,2,0,2,3,500
211,"P.M.V.KAJIWALA URF SHARIFULMALAKPUR ROOM NO 2",396,332,0,728,282,254,0,536,536,0,472,44,2,0,1,0,0,0,0,8,1,0,0,0,8,536
212,P.V.KHIJARPURJAGGU,533,474,0,1007,385,406,0,791,791,0,317,374,69,4,2,1,0,1,1,5,3,1,3,1,9,791
213,"P.V.TUKHMAPURHARVANSH ROOM NO 1",838,698,0,1536,465,445,0,910,910,0,93,280,358,18,3,1,1,4,1,119,3,2,7,5,15,910
214,"P.V.TUKHMAPURHARVANSH ROOM NO 2",287,242,0,529,182,161,0,343,343,0,325,15,0,1,0,0,0,1,0,0,0,0,0,0,1,343
215,"P.V. BUDHAWALA",668,574,0,1242,470,456,0,926,926,0,580,310,5,2,5,0,1,4,0,1,0,1,1,3,13,926
216,P.V.KHAIRULLAPUR,590,525,0,1115,335,376,0,711,711,0,241,258,119,4,4,0,3,1,2,25,28,1,5,5,15,711
217,"P.V.KASBA SECOND NAGINA",736,593,0,1329,427,409,0,836,836,0,46,342,412,1,1,0,0,0,0,16,7,0,6,3,2,836
218,"PURANI MUNSAFI NAGINA ROOM NO 1",522,469,0,991,252,247,0,499,499,0,222,3,230,2,0,0,0,0,0,35,1,2,2,0,2,499
219,"PURANI MUNSAFI NAGINA ROOM NO 2",337,297,0,634,203,163,0,366,366,0,6,154,175,3,0,0,0,0,1,16,3,1,1,3,3,366
220,"PURANI MUNSAFI NAGINA ROOM NO 3",752,658,0,1410,354,361,0,715,715,0,45,22,398,5,1,1,0,1,0,226,5,2,3,0,6,715
221,"MADARSARAFIYATURREHMA ROOM NO 1",651,574,0,1225,338,356,0,694,694,0,349,100,70,2,0,2,0,2,1,153,2,2,2,4,5,694
222,"MADARSARAFIYATURREHMA ROOM NO 2",463,397,0,860,162,171,0,333,333,0,20,1,124,3,0,0,3,0,0,171,1,3,3,1,3,333
223,"MH.BAL VIDYA MANDIR NAGINA MO JATI NAGINA ROOM NO 1",819,750,0,1569,442,455,0,897,897,0,78,258,473,1,0,1,0,1,1,73,4,0,2,4,1,897
224,"MH.BAL VIDYA MANDIR NAGINA MO JATI NAGINA ROOM NO 2",475,423,0,898,316,275,0,591,591,0,23,366,87,6,0,0,1,0,3,94,4,1,2,1,3,591
225,"I.T.I.NAGINA ROOM NO 1",243,249,0,492,144,154,0,298,298,0,7,123,53,1,0,1,0,0,3,104,0,2,0,1,3,298
226,"I.T.I.NAGINA ROOM NO 2",600,551,0,1151,303,251,0,554,554,0,111,51,264,2,1,0,1,0,0,117,3,0,1,1,2,554
227,"I.T.I.NAGINA ROOM NO 3",512,451,0,963,261,234,0,495,495,0,111,4,284,0,2,1,0,0,0,88,0,0,3,1,1,495
228,"DAYANAND VAIDIK KANYA INTER COLLEGE NAGINA ROOM NO 1",487,418,0,905,283,235,0,518,518,0,12,289,87,3,0,0,0,1,0,120,3,0,0,0,3,518
229,"DAYANAND VAIDIK KANYA INTER COLLEGE NAGINA ROOM NO 2",335,303,0,638,228,185,0,413,413,0,15,161,113,0,0,0,0,0,0,121,1,1,0,0,1,413
230,"DAYANAND VAIDIK KANYA INTER COLLEGE NAGINA ROOM NO 3",571,496,1,1068,301,254,0,555,555,0,125,13,299,0,2,0,1,0,1,109,0,1,3,0,1,555
231,"DAYANAND VAIDIK KANYA INTER COLLEGE NAGINA ROOM NO 4",358,278,0,636,175,146,0,321,321,0,14,3,249,5,0,0,0,0,1,44,1,2,0,1,1,321
232,"DAYANAND VAIDIK KANYA INTER COLLEGE NAGINA ROOM NO 5",503,451,0,954,277,240,0,517,517,0,74,151,162,2,0,1,1,1,0,109,4,1,3,3,5,517
233,"DAYANAND VAIDIK KANYA INTER COLLEGE NAGINA ROOM NO 6",362,314,0,676,184,159,0,343,343,0,83,45,176,2,0,0,0,0,0,30,2,0,1,0,4,343
234,"FLORENCE NIGHT ANGLE J.H.S. KAYASTSARAI NAGINA ROOM NO 1",605,544,1,1150,347,351,0,698,698,0,66,413,88,4,0,1,3,1,0,104,4,1,1,6,6,698
235,"FLORENCE NIGHT ANGLE J.H.S. KAYASTSARAI NAGINA ROOM NO 2",304,286,0,590,140,143,0,283,283,0,15,161,60,0,0,0,0,0,0,42,1,0,0,2,2,283
236,"NAVEEN SIKSHA SADAN VISHNOI SARAI NAGINA ROOM NO 1",827,714,0,1541,557,492,0,1049,1049,0,20,856,153,1,0,1,0,2,0,7,1,1,0,4,3,1049
237,"NAVEEN SIKSHA SADAN VISHNOI SARAI NAGINA ROOM NO 2",440,370,0,810,315,263,0,578,578,0,9,510,30,1,0,2,3,0,0,4,3,1,1,8,6,578
238,"NAVEEN SIKSHA SADAN VISHNOI SARAI NAGINA ROOM NO 3",575,532,0,1107,345,331,0,676,676,0,231,402,22,1,0,0,0,0,0,2,1,2,3,3,9,676
239,"NATIONAL J.H.S. NAGINA ROOM NO 1",507,428,2,937,240,229,0,469,469,0,26,4,319,1,1,0,0,0,1,104,5,1,2,3,2,469
240,"NATIONAL J.H.S. NAGINA ROOM NO 2",368,349,0,717,173,205,0,378,378,0,67,6,259,3,0,1,0,1,1,32,2,0,1,2,3,378
241,"K.G.DEGREE COLLEGE NAGINA ROOM NO1",862,712,0,1574,446,406,0,852,852,0,227,33,424,6,0,0,1,0,2,142,3,2,3,2,7,852
242,"K.G.DEGREE COLLEGE NAGINA ROOM NO2",459,450,0,909,200,247,0,447,447,0,26,81,140,2,1,1,0,0,0,182,3,0,3,5,3,447
243,"KAJI M.ALI.MEMORIAL GIRLS J.H.S.NAGINA ROOM NO 1",788,706,0,1494,441,388,0,829,829,0,147,17,541,2,2,2,1,0,3,84,20,1,5,2,2,829
244,"KAJI M.ALI.MEMORIAL GIRLS J.H.S.NAGINA ROOM NO 2",473,409,0,882,241,223,0,464,464,0,104,8,294,2,1,1,0,0,1,51,1,0,0,1,0,464
245,"KAJI M.ALI.MEMORIAL GIRLS J.H.S.NAGINA ROOM NO 3",641,534,0,1175,281,322,0,603,603,0,96,4,395,7,0,0,0,1,1,87,6,2,1,0,3,603
246,"MADARSA FAIZUL KURANNAGINA ROOM NO 1",567,457,0,1024,260,242,0,502,502,0,50,4,404,0,0,1,0,0,0,33,6,1,1,1,1,502
247,"MADARSA FAIZUL KURANNAGINA ROOM NO 2",361,360,0,721,151,175,0,326,326,0,34,1,244,1,0,0,0,0,1,37,0,2,2,1,3,326
248,"BHAGWANDAS MANGULALSARASWATI SISHU MANDIR NAGINA ROOM NO 1",775,672,0,1447,453,424,0,877,877,0,38,214,559,1,0,1,0,0,0,46,4,2,3,3,6,877
249,"BHAGWANDAS MANGULALSARASWATI SISHU MANDIR NAGINA ROOM NO21",546,466,0,1012,280,279,0,559,559,0,64,10,412,5,1,0,1,0,1,53,7,0,3,0,2,559
250,"BHAGWANDAS MANGULALSARASWATI SISHU MANDIR NAGINA ROOM NO31",426,425,0,851,217,246,0,463,463,0,54,18,321,4,0,1,0,0,0,50,8,1,1,1,4,463
251,"P.V. LOHARI SARAI ROOM NO 1",424,362,2,788,274,202,0,476,476,0,19,3,392,1,0,0,1,0,0,52,2,2,2,0,2,476
252,"P.V.LUHARI SARAI ROOM NO 2",442,383,0,825,306,239,0,545,545,0,17,4,492,3,0,0,0,0,0,24,2,1,0,1,1,545
253,"M.M.I.COLLEGE NAGINA ROOM NO 1",576,508,0,1084,331,271,0,602,602,0,41,3,483,3,1,0,0,0,0,65,1,0,3,0,2,602
254,"M.M.I.COLLEGE NAGINA ROOM NO 2",302,241,0,543,140,127,0,267,267,0,17,2,232,2,2,0,0,1,0,6,1,0,2,1,1,267
255,"M.M.I.COLLEGE NAGINA ROOM NO 3",432,392,0,824,189,211,0,400,400,0,46,9,333,0,0,0,0,0,0,4,1,0,3,1,3,400
256,"M.M.I.COLLEGE NAGINA ROOM NO 4",660,612,0,1272,371,268,0,639,639,0,56,65,486,3,0,1,0,0,0,16,7,0,1,0,4,639
257,"M.M.I.COLLEGE NAGINA ROOM NO 5",465,412,0,877,282,257,0,539,539,0,22,222,280,0,0,0,1,0,0,9,1,0,0,2,2,539
258,"M.M.I.COLLEGE NAGINA ROOM NO 6",398,356,0,754,248,213,0,461,461,0,61,99,269,2,0,1,0,0,0,20,0,2,0,2,5,461
259,"M.M.I.COLLEGE NAGINA ROOM NO 7",497,403,0,900,355,266,0,621,621,0,38,366,167,3,2,0,0,0,1,30,2,2,2,4,4,621
260,"M.M.I.COLLEGE NAGINA ROOM NO8",305,298,0,603,173,170,0,343,343,0,49,96,172,1,0,0,1,0,0,14,7,0,2,0,1,343
261,"M.M.I.COLLEGE NAGINA ROOM NO 9",604,518,0,1122,311,309,0,620,620,0,81,58,421,2,0,0,0,0,1,42,4,0,6,3,2,620
262,"M.M.I.COLLEGE NAGINA ROOM NO 10",416,393,0,809,269,239,0,508,508,0,5,451,45,0,0,0,0,0,0,2,1,0,0,1,3,508
263,"OFFICE NAGAR PALIKA PARISHAD NAGINA ROOM NO1",408,348,0,756,232,199,0,431,431,0,109,10,243,0,0,0,0,1,0,63,1,1,1,0,2,431
264,"OFFICE NAGAR PALIKA PARISHAD NAGINA ROOM NO 2",414,387,0,801,213,180,0,393,393,0,77,55,221,4,0,0,0,1,0,33,2,0,0,0,0,393
265,"HINDU.I.COLLEGE NAGINA ROOM NO 1",595,504,0,1099,308,259,0,567,567,0,68,152,315,1,2,1,0,0,0,20,3,0,0,1,4,567
266,"HINDU.I.COLLEGE NAGINA ROOM NO 1",329,278,0,607,224,188,0,412,412,0,193,205,5,0,1,0,0,0,0,0,2,0,0,0,6,412
267,"HINDU.I.COLLEGE NAGINA ROOM NO 3",641,551,0,1192,313,283,0,596,596,0,145,385,41,4,0,4,0,0,0,0,2,0,1,5,9,596
268,"HINDU.I.COLLEGE NAGINA ROOM NO 4",489,460,0,949,237,214,0,451,451,0,82,329,32,1,0,0,0,0,0,0,4,0,0,1,2,451
269,"HINDU.I.COLLEGE NAGINA ROOM NO 5",602,558,0,1160,267,297,0,564,564,0,89,70,270,1,0,2,0,2,4,103,2,3,2,7,9,564
270,"HINDU.I.COLLEGE NAGINA ROOM NO 6",353,310,0,663,203,168,0,371,371,0,263,44,38,1,0,5,0,1,0,11,3,0,1,1,3,371
271,"HINDU.I.COLLEGE NAGINA ROOM NO 7",734,714,0,1448,463,424,0,887,887,0,40,532,257,2,1,0,1,0,1,40,3,3,2,3,2,887
272,"HINDU.I.COLLEGE NAGINA ROOM NO 8",714,662,0,1376,369,306,0,675,675,0,35,529,80,2,2,2,1,0,1,7,3,0,3,5,5,675
273,"HINDU.I.COLLEGE NAGINA ROOM NO 9",773,706,0,1479,413,390,0,803,803,0,109,630,30,2,4,3,0,2,2,3,5,2,2,4,5,803
274,"P.V.RAMPURDASS ROOM NO1",609,515,0,1124,360,359,0,719,719,0,255,249,197,1,0,2,3,0,2,0,0,0,0,2,8,719
275,"P.V.RAMPURDASS ROOM NO2",721,627,0,1348,369,417,0,786,786,0,105,245,381,5,1,0,0,0,0,36,2,1,4,4,2,786
276,"P.V.MIRZALIPUR BHARA",464,436,0,900,347,308,0,655,655,0,121,467,14,2,0,3,3,1,1,18,4,5,3,5,8,655
277,"P.V. KARONDA CHODHAR ROOM NO1",658,562,0,1220,276,345,0,621,621,0,27,34,262,5,4,2,5,5,4,260,4,1,2,3,3,621
278,"P.V.KARONDA CHODHAR ROOM NO 2",499,438,0,937,330,323,0,653,653,0,251,261,53,5,4,0,1,1,0,65,0,1,2,3,6,653
279,"P.V. KARONDA PACHDU ROOM NO 1",482,402,0,884,168,220,0,388,388,0,118,15,115,4,1,1,2,2,0,118,7,0,1,4,0,388
280,"PV.KARONDA PACHDU ROOM NO2",433,355,0,788,254,256,0,510,510,0,400,4,71,2,0,0,1,0,0,20,1,1,2,3,5,510
281,"P.V.KARONDA PACHDU ROOM NO 3",723,682,0,1405,254,390,0,644,644,0,121,112,295,4,1,0,1,3,2,95,3,1,1,2,3,644
282,"P.V.SAHBAZPUR URF HINDUPUR ROOM NO 1",636,543,0,1179,354,376,0,730,730,0,61,30,559,9,0,2,1,0,0,55,1,1,8,2,1,730
283,"P.V.PITTAHANHEDIJIYA ROOM NO 1",585,553,0,1138,297,293,0,590,590,0,75,62,422,0,0,0,1,1,0,14,2,2,6,1,4,590
284,"P.V.PITTAHANHEDIJIYA ROOM NO 2",523,498,0,1021,223,281,0,504,504,0,35,228,156,2,1,2,0,0,1,71,3,1,0,1,3,504
285,"P.V. JHALRI",694,611,0,1305,483,451,0,934,934,0,157,720,27,3,2,4,2,4,0,1,1,0,1,8,4,934
286,P.V.JAGANNATHPUR,457,397,0,854,374,338,0,712,712,0,169,453,49,2,1,1,0,0,0,33,0,1,1,1,1,712
287,"P.V. MEHMUDPUR BHAWTA ROOM NO 1",482,414,0,896,278,285,0,563,563,0,154,240,143,1,3,0,0,0,1,11,0,1,1,6,2,563
288,"P.V.MEHMUDPURBHAWTA ROOM NO2",341,286,0,627,201,218,0,419,419,0,88,282,29,3,1,1,1,0,0,7,0,0,0,5,2,419
289,"P.V. MEHMUDPUR NARAYAN ROOM NO 1",403,383,0,786,238,264,0,502,502,0,44,1,440,3,0,0,0,0,0,9,1,0,2,0,2,502
290,"P.V.MEHMUDPURBHAWTA ROOM NO2",484,434,0,918,237,292,0,529,529,0,39,5,467,1,0,0,0,0,0,12,5,0,0,0,0,529
291,P.V.MOJAMPURDAYAL,317,270,0,587,188,210,0,398,398,0,126,171,75,2,1,2,0,0,0,9,0,0,3,3,6,398
292,"PV.SHERNAGAR NARAINI",650,611,0,1261,453,440,0,893,893,0,277,342,237,7,4,3,0,0,0,4,2,2,1,7,7,893
293,"P.V. BHAWANPUR KALA",168,164,0,332,139,151,0,290,290,0,206,79,2,0,1,0,0,0,0,0,0,0,0,0,2,290
294,"P.V. ANANDKHERI",251,239,0,490,169,185,0,354,354,0,172,167,3,1,3,0,1,1,0,0,0,0,1,1,4,354
295,"P.V. NAINPURA ROOM NO 1",424,369,0,793,255,258,0,513,513,0,392,29,85,1,0,0,0,1,0,0,1,0,1,1,2,513
296,"P.V. NAIPURA ROOM NO 2",755,565,0,1320,329,348,0,677,677,0,88,6,540,5,1,1,1,1,0,15,4,4,10,0,1,677
297,"P.V. BEGAMPUR CHAIMAL",259,237,0,496,211,187,0,398,398,0,69,298,4,0,2,15,1,0,0,0,0,2,1,3,3,398
298,"P.V.KIRATPUR ROOM NO1",719,643,0,1362,370,447,0,817,817,0,469,243,82,4,3,0,1,1,1,3,0,0,2,3,5,817
299,"P.V.KIRATPUR ROOM NO2",289,262,0,551,175,185,0,360,360,0,190,156,2,1,1,0,1,1,0,0,1,0,0,3,4,360
300,"P.V.KIRATPUR ROOM NO 3",291,274,0,565,160,175,0,335,335,0,243,5,62,0,0,0,1,0,0,19,0,0,0,1,4,335
301,"P.V.HARGAONCHANDAN ROOM NO 1",475,428,0,903,132,239,0,371,371,0,12,31,277,4,0,0,0,0,1,40,2,0,1,0,3,371
302,"P.V.HARGAONCHANDAN ROOM NO 2",468,429,0,897,260,290,0,550,550,0,55,392,86,4,3,0,0,0,0,3,1,0,2,2,2,550
303,P.V.KALAKHERI,799,718,0,1517,506,515,0,1021,1021,0,306,580,89,4,1,4,2,1,0,28,2,0,0,2,2,1021
304,"P.V. ALEYALIPUR",419,397,0,816,181,228,0,409,409,0,232,8,101,3,1,1,0,5,0,56,1,0,0,1,0,409
305,"P.V.DHARAMSA NANGLI ROOM NO",386,353,0,739,246,243,0,489,489,0,328,47,99,0,1,4,0,0,0,3,2,0,0,0,5,489
306,"P.V.DHARAMSANANGLI ROOM NO 2",463,417,0,880,350,326,0,676,676,0,257,337,48,2,2,18,2,0,0,0,3,0,1,3,3,676
307,"P.V.MUSTAFAPUR CHAKSAID JAMAL",714,678,0,1392,393,437,0,830,830,0,150,448,45,9,2,22,3,1,2,118,8,4,4,7,7,830
308,"P.V.MUTHRAPUR URF KALUWALA",288,260,0,548,158,166,0,324,324,0,89,191,19,0,1,16,0,0,0,2,0,1,1,0,4,324
309,"P.V.JAFARPUR MAMRAJPUR",821,674,0,1495,451,452,0,903,903,0,289,315,265,4,3,0,0,1,0,15,2,1,3,3,2,903
310,"P.V. BAGHALA GYANPUR",524,426,0,950,300,291,0,591,591,0,159,313,94,1,0,0,1,0,0,15,0,0,1,3,4,591
311,P.V.PAKHANPUR,856,711,0,1567,481,500,0,981,981,0,82,533,282,2,0,0,0,0,0,77,1,3,1,0,0,981
312,"P.U.M.V.PAKHANPUR GANGWALI",466,417,0,883,297,293,0,590,590,0,183,324,73,0,0,0,0,0,1,4,1,0,0,1,3,590
313,"P.V.HAKIKATPURGANGWALI ROOM NO 1",511,425,0,936,144,246,0,390,390,0,2,8,333,6,1,2,0,0,0,30,0,0,3,0,5,390
314,"P.V.HAKIKATPUR GANGWALI ROOM NO 2",245,223,0,468,147,123,0,270,270,0,17,235,6,1,1,0,0,2,1,2,0,0,0,3,2,270
315,"P.V.HAKIKATPURGANGWALI ROOM NO 3",644,552,0,1196,358,336,0,694,694,0,198,290,50,6,2,1,2,1,0,115,4,4,2,11,8,694
316,P.V.SAIDPURIMAHICHAND,574,487,1,1062,366,353,0,719,719,0,220,469,13,1,0,6,0,1,1,0,1,0,2,1,4,719
317,"P.V.SAIDPURA GAJJU",461,376,0,837,246,245,0,491,491,0,160,259,58,0,0,1,0,0,0,2,0,0,1,5,5,491
318,"P.V. JAMALPUR BANGAR",596,551,0,1147,242,285,0,527,527,0,83,150,222,3,1,1,4,0,2,56,1,1,1,1,1,527
319,"P.V. BEGAMPUR HARREY",842,689,0,1531,509,451,0,960,960,0,405,390,94,4,3,2,2,2,0,41,1,3,1,8,4,960
320,P.V.ABDULAZIZPUR,294,283,0,577,212,221,0,433,433,0,156,200,64,0,0,5,1,1,1,0,0,1,3,0,1,433
321,"P.V. SAIDKHERI",364,300,0,664,222,209,0,431,431,0,207,210,9,0,1,0,1,0,0,0,1,0,0,2,0,431
322,"P.V.HASANLIPURBHOGAN ROOM NO 1",353,306,0,659,308,272,0,580,580,0,127,435,9,0,0,0,0,0,0,0,1,0,1,3,4,580
323,"P.V.HASANLIPURBHOGAN ROOM NO 2",487,419,0,906,310,279,0,589,589,0,524,48,0,0,1,0,0,0,0,0,7,0,1,1,7,589
324,"P.V.KAMALPUR PURAINI",506,441,0,947,351,322,0,673,673,0,246,380,18,3,2,2,2,1,2,6,2,1,0,1,7,673
325,"P.V.KASBA KOTRA ROOM NO 1",575,521,0,1096,223,327,0,550,550,0,22,179,79,7,2,0,3,0,3,248,3,0,0,2,2,550
326,"P.V.KASBA KOTRA ROOM NO 2",335,282,0,617,144,188,0,332,332,0,84,19,93,2,0,0,0,0,1,124,3,1,1,0,4,332
327,"P.V. KASBA KOTRA ROOM NO 3",316,268,0,584,227,209,0,436,436,0,357,68,1,0,0,0,4,1,0,1,0,1,1,0,2,436
328,"P.V.MAHAPUR MOHD ALI",213,210,0,423,181,180,0,361,361,0,15,337,3,1,1,0,1,0,0,0,0,1,0,2,0,361
