"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
290,"PRIMARY SCHOOL DANGAULI",748,638,0,1386,467,402,0,869,869,0,6,46,422,348,3,2,1,0,3,1,1,3,2,3,2,4,2,2,4,11,3,869
291,"PRIMARY SCHOOL PANIGAON R.NO.1",803,615,0,1418,527,353,0,880,880,0,4,286,240,299,5,3,2,3,0,6,0,2,5,2,2,4,4,3,3,3,4,880
292,"PRIMARY SCHOOL PANIGAON R.NO. 2",823,604,0,1427,531,285,0,816,816,0,1,208,353,209,3,1,0,1,1,5,0,4,3,6,5,4,1,1,3,7,0,816
293,"PRIMARY SCHOOL BHOOTIYA",656,498,0,1154,572,308,0,880,880,0,4,392,269,177,0,1,0,0,0,2,0,3,1,5,15,0,4,3,1,2,1,880
294,"PRIMARY SCHOOL POKHAR HIRDAYA",434,374,0,808,359,312,0,671,671,0,3,347,138,170,1,1,0,0,0,1,1,1,0,1,0,0,2,1,0,2,2,671
295,"PRIMARY SCHOOL GUDDAR KHAND SAURA",432,368,0,800,344,248,0,592,592,0,108,100,59,314,1,0,0,1,0,1,0,1,2,0,0,0,3,0,0,2,0,592
296,"PRIMARY SCHOOL BALDEVGARH",264,237,0,501,212,188,0,400,400,0,0,159,2,221,0,0,1,2,0,1,0,1,0,0,1,0,3,2,1,5,1,400
297,"PRIMARY SCHOOL KOOPGARH",55,49,0,104,41,35,0,76,76,0,0,16,54,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,76
298,"PRIMARY SCHOOL PIPARAULI",189,158,0,347,124,83,0,207,207,0,0,1,12,173,1,0,2,0,0,0,0,0,0,0,0,1,0,0,5,10,2,207
299,"PRIMARY SCHOOL NAGLA HANSI",292,251,0,543,225,175,0,400,400,0,3,175,91,116,2,0,0,0,0,0,0,0,1,3,3,1,4,0,1,0,0,400
300,"PANCHAYATGHAR NAGLA AMBU",359,292,0,651,295,246,0,541,541,0,3,330,50,135,0,0,0,1,1,3,1,0,2,1,0,0,4,5,1,4,0,541
301,"PRIMARY SCHOOL SARADARGARH",634,474,0,1108,495,371,0,866,866,0,2,498,35,303,7,1,1,0,0,0,0,1,0,1,1,0,2,4,4,5,1,866
302,"BARAT GHAR ANT NAGARIYA",204,169,0,373,151,134,0,285,285,0,2,118,156,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,285
303,"J.H.SCHOOL LOHAGARH",641,513,0,1154,372,320,0,692,692,0,2,356,97,219,0,1,0,0,0,3,0,0,0,1,2,2,3,3,0,1,2,692
304,"PANCHAYATGHAR NAGLA SIRIYA",593,462,0,1055,416,283,0,699,699,0,4,468,81,115,1,0,0,0,2,5,2,0,1,0,0,0,4,7,2,7,0,699
305,"PRIMARY SCHOOL NAGLA GANGA BHAG KAKARARI",158,130,0,288,102,74,0,176,176,0,1,59,29,78,1,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,176
306,"PRIMARY SCHOOL NAGLA MAHARU",452,381,0,833,303,245,0,548,548,0,1,203,32,301,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,548
307,"PRIMARY SCHOOL SURRAKA",522,454,0,976,312,279,0,591,591,0,1,289,271,15,0,1,0,1,0,4,0,1,0,0,1,0,3,1,2,1,0,591
308,"PRIMARY SCHOOL NAGLA DEHA",230,200,0,430,212,151,0,363,363,0,0,328,3,27,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,363
309,"PRIMARY SCHOOL NAGLA HIMAYUN",277,228,0,505,175,148,0,323,323,0,1,173,117,18,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,1,0,323
310,"PRIMARY SCHOOL DUNAITIYA",389,322,0,711,245,209,0,454,454,0,3,172,42,205,1,1,0,0,1,2,0,0,1,2,2,0,5,5,0,11,1,454
311,"SHRIMATI URMILADEVI J.H.SCHOOL UDHAR",599,493,0,1092,345,283,0,628,628,0,5,312,8,248,3,3,2,0,1,6,2,1,4,1,6,1,12,2,1,9,1,628
312,"ADARSH UCCHATR MADHYAMIK VIDHYALAYA AYARAKHEDA R.NO1",499,420,0,919,284,236,0,520,520,0,3,69,73,358,2,0,0,0,0,1,0,6,0,0,0,0,0,1,2,5,0,520
313,"ADARSH UCCHATR MADHYAMIK VIDHYALAYA AYARAKHEDA R.NO2",685,546,0,1231,407,324,0,731,731,0,2,193,15,476,4,3,0,2,1,3,0,5,2,0,8,3,6,0,0,6,2,731
314,"ADARSH UCCHATR MADHYAMIK VIDHYALAYA AYARAKHEDA R.NO3",705,571,0,1276,382,291,0,673,673,0,7,230,216,181,6,1,1,0,0,2,1,3,2,5,1,3,5,5,1,3,0,673
315,"ADARSH UCCHATR MADHYAMIK VIDHYALAYA AYARAKHEDA R.N. 4",383,334,0,717,234,195,0,429,429,0,1,8,91,269,20,0,1,0,6,0,0,1,0,2,0,1,1,1,2,20,5,429
316,"PRIMARY SCHOOL BHAINSARA",477,404,0,881,278,248,0,526,526,0,4,137,12,354,1,0,0,0,0,1,0,0,2,0,2,0,4,3,0,4,2,526
317,"PRIMARY SCHOOL BHANKARPUR BASELA",632,480,0,1112,504,308,0,812,812,0,9,564,47,161,3,0,0,2,0,5,1,2,2,0,3,1,3,4,2,2,1,812
318,"PRIMARY SCHOOL PANNAPUR",236,190,0,426,185,143,0,328,328,0,1,130,1,191,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,328
319,"KANYA J.H.SCHOOL MANINABALU",563,461,0,1024,360,226,0,586,586,0,2,342,97,132,1,0,0,0,0,1,0,2,1,4,1,0,2,0,0,1,0,586
320,"PRIMARY SCHOOL NAGLA SAMPATI",272,225,0,497,190,121,0,311,311,0,0,219,2,69,2,0,0,0,0,0,0,0,1,0,0,0,0,2,6,5,5,311
321,"PRIMARY SCHOOL SUTHARIYA",675,535,0,1210,395,364,0,759,759,0,10,304,113,293,4,2,0,3,1,3,0,2,0,1,1,1,8,0,4,9,0,759
322,"PRIMARY SCHOOL LALPUR MAHAVAN",380,309,0,689,261,204,0,465,465,0,1,214,5,230,1,1,0,0,0,0,0,1,1,1,1,0,3,3,1,2,0,465
323,"PRIMARY SCHOOL BHOODASANI",537,448,1,986,366,272,0,638,638,0,10,412,42,154,0,0,0,0,1,5,0,0,2,0,2,1,4,1,0,4,0,638
324,"PRIMARY SCHOOL NAGLA CHIKAN",192,163,0,355,133,118,0,251,251,0,1,183,4,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,251
325,"PRIMARY SCHOOL SHERANI",363,325,0,688,262,202,0,464,464,0,0,247,98,112,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,464
326,"PRIMARY SCHOOL NAGARIYA",212,183,0,395,170,134,0,304,304,0,1,141,44,111,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,304
327,"PRIMARY SCHOOL BHADHAUN",779,578,0,1357,564,385,0,949,949,0,1,541,130,241,4,1,0,0,0,0,0,0,4,0,3,1,14,4,2,3,0,949
328,"PRIMARY SCHOOL DHAKPURA",315,248,0,563,249,169,0,418,418,0,3,300,0,98,0,1,0,0,0,0,1,0,1,0,1,1,3,4,0,4,1,418
329,"PRIMARY SCHOOL JOGPURA",248,212,0,460,187,150,0,337,337,0,0,270,5,58,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,337
330,"PRIMARY SCHOOL GAIYARA",617,507,0,1124,462,320,0,782,782,0,2,400,138,206,3,0,0,0,2,1,0,5,1,2,1,0,10,1,3,5,2,782
331,"PRIMARY SCHOOL DHAGOI",586,443,0,1029,458,329,0,787,787,0,7,449,195,128,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,1,787
332,"PRIMARY SCHOOL KHARBA",777,677,1,1455,568,433,0,1001,1001,0,9,627,135,166,3,3,1,0,0,3,1,2,5,0,2,1,12,15,8,6,2,1001
333,"PRIMARY SCHOOL NAGLA GANGA",339,294,0,633,295,255,0,550,550,0,1,30,273,236,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,4,0,550
334,"NAVEEN PRIMARY SCHOOL KESHOPUR",256,214,0,470,176,140,0,316,316,0,2,34,14,244,3,1,1,1,0,2,1,4,1,2,0,0,0,0,0,6,0,316
335,"KARYALAY GRAM PANCHAYAT THANA AMARSINGH",520,444,0,964,474,381,0,855,855,0,1,693,72,71,2,0,0,1,0,1,0,0,0,0,0,1,2,7,0,2,2,855
336,"PRIMARY SCHOOL KOYAL",476,422,0,898,342,264,0,606,606,0,7,129,34,389,8,0,0,6,1,2,1,0,1,0,1,4,5,3,2,13,0,606
337,"PRIMARY SCHOOL NAGLA AMARUA",232,196,0,428,137,120,0,257,257,0,1,14,205,29,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,1,0,257
338,"PRIMARY SCHOOL NAGLA PIRASUA",276,227,0,503,167,145,0,312,312,0,1,5,291,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,312
339,"PRIMARY SCHOOL PIRASUA",630,518,0,1148,439,363,0,802,802,0,12,49,17,680,5,1,1,0,1,0,1,1,3,1,0,3,4,0,1,17,5,802
340,"PRIMARY SCHOOL BISAWALI",835,687,0,1522,549,444,0,993,993,0,29,547,60,320,1,1,0,1,0,0,0,0,2,0,5,3,12,3,3,6,0,993
341,"PRIMARY SCHOOL SIMANA",479,396,0,875,342,259,0,601,601,0,9,247,114,204,2,0,1,0,0,1,0,4,0,0,3,1,5,3,2,5,0,601
342,"PRIMARY SCHOOL BIRAHANA",592,498,0,1090,391,344,0,735,735,0,6,437,22,233,4,0,0,0,0,4,0,1,1,0,1,2,5,8,1,8,2,735
343,"PRIMARY SCHOOL CHIMALA",275,226,0,501,204,131,0,335,335,0,2,8,104,212,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,335
344,"PRIMARY SCHOOL ETAURA",179,139,0,318,112,97,0,209,209,0,2,103,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,209
345,"PRIMARY SCHOOL KUMHAN R.N. 1",529,423,0,952,346,258,0,604,604,0,8,317,26,226,4,0,0,1,0,0,1,2,2,0,2,1,4,1,0,5,4,604
346,"PRIMARY SCHOOL KUMHAN R.N. 2",392,346,0,738,284,224,0,508,508,0,1,302,1,178,3,0,0,1,0,3,0,0,4,0,4,1,5,2,0,2,1,508
347,"PRIMARY SCHOOL GHARHI HARIYA",472,392,1,865,298,247,0,545,545,0,3,304,19,202,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,10,545
348,"PRIMARY SCHOOL NAYAWAS",385,326,0,711,228,179,0,407,407,0,1,23,20,338,0,0,0,0,0,0,0,0,1,0,2,1,3,0,2,16,0,407
349,"PRIMARY SCHOOL NAGLA KARANA",263,214,0,477,214,149,0,363,363,0,0,90,214,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,363
350,"NAVEEN PRIMARY SCHOOL GAJOO",916,687,0,1603,680,379,0,1059,1059,0,11,494,7,480,7,0,3,2,0,12,0,1,3,0,3,3,13,6,0,9,5,1059
351,"PRIMARY SCHOOL AYERA",500,393,0,893,316,209,0,525,525,0,48,154,34,255,2,0,0,2,0,1,0,3,1,2,1,0,7,1,0,13,1,525
352,"PRIMARY SCHOOL SAROOPA",393,327,0,720,249,217,0,466,466,0,3,162,84,195,2,0,0,1,1,1,1,1,0,0,0,2,4,4,0,2,3,466
353,"PRIMARY SCHOOL MISHRI",295,248,0,543,158,131,0,289,289,0,0,20,166,87,0,0,0,0,0,2,0,4,1,0,0,1,1,0,5,1,1,289
354,"PRIMARY SCHOOL PARSAGHARHI",324,278,0,602,210,176,0,386,386,0,0,42,245,78,2,0,0,0,0,2,0,0,0,0,0,1,1,0,7,5,3,386
355,"PRIMARY SCHOOL SAUNAI DWITIYA BALIKA",779,650,0,1429,431,367,0,798,798,0,5,108,305,338,3,0,1,2,0,2,0,7,4,2,1,1,5,2,4,6,2,798
356,"J.H.S. SAUNAI R.N. 1",643,532,0,1175,386,324,0,710,710,0,4,145,6,510,5,0,1,0,0,1,0,2,7,0,7,2,5,2,4,8,1,710
357,"J.H.S. SAUNAI R.N. 2",345,269,1,615,183,153,0,336,336,0,10,72,24,198,0,0,0,0,0,1,0,1,2,0,1,1,3,2,1,17,3,336
358,"PRIMARY SCHOOL KHOJIYA",510,447,0,957,311,291,0,602,602,0,5,154,29,385,1,0,0,1,0,1,0,4,2,1,1,3,3,0,0,11,1,602
359,"PRIMARY SCHOOL SAUNAI PRATHAM LADKO WALI",520,433,1,954,319,294,0,613,613,0,8,268,30,272,1,0,0,1,0,0,1,3,2,0,2,0,4,7,1,9,4,613
360,"PRIMARY SCHOOL BHOODARI",214,182,1,397,128,120,0,248,248,0,2,81,6,153,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,248
361,"PRIMARY SCHOOL NAGLA JANGALI",667,550,0,1217,413,298,0,711,711,0,3,477,16,196,1,0,0,0,0,3,0,1,1,0,2,0,6,1,0,4,0,711
