"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
301,"P.V. JAN RAMGARH URF RAJAHI ROOM NO.1",793,604,0,1397,518,377,0,895,83,0,13,301,216,331,3,2,2,2,0,2,0,1,6,3,4,9,895
302,"P.V. JAN RAMGARH URF RAJAHI ROOM NO.2",799,568,0,1367,416,279,0,695,37,0,16,360,148,111,2,1,4,0,0,22,5,9,1,4,3,9,695
303,"J.H.SCHOOL JAN RAMGARH URF RAJAHI ROOM NO 1",736,531,0,1267,461,297,0,758,62,0,14,327,165,199,1,1,1,0,0,13,2,11,4,3,6,11,758
304,"J.H.SCHOOL JAN RAMGARH URF RAJAHI ROOM NO 2",530,418,0,948,297,242,0,539,539,0,6,123,86,289,1,1,4,1,4,5,1,0,11,1,1,5,539
305,"P.V. KHORABAR URF SUBABAZAR ROOM NO.1",654,530,0,1184,416,303,0,719,32,0,33,495,82,92,0,1,3,0,0,2,1,2,2,1,1,4,719
306,"P.V. KHORABAR URF SUBABAZAR ROOM NO.2",622,535,0,1157,388,292,0,680,211,0,32,456,52,109,0,2,3,0,1,8,2,5,1,2,2,5,680
307,"P.V. KHORABAR URF SUBABAZAR ROOM NO.3",522,416,0,938,258,208,0,466,419,0,17,281,51,97,5,0,4,0,2,4,0,0,1,1,2,1,466
308,"P.M.V.KHORABAR URF SUBABAZAR ROOM N01",595,473,0,1068,374,291,0,665,20,0,14,181,51,399,2,0,4,1,0,2,0,2,2,0,2,5,665
309,"PANCHAYATBHAWAN KHORABAR URF SUBABAZAR ROOM NO.1",596,478,0,1074,328,289,0,617,15,0,21,337,34,159,2,5,13,0,0,21,0,3,6,2,8,6,617
310,"PANCHAYATBHAWAN KHORABAR URF SUBABAZAR ROOM NO.2",639,528,0,1167,384,308,0,692,665,0,34,260,49,316,2,3,7,2,1,4,2,2,2,0,2,6,692
311,"P.V. SIKTAUR ROOM NO.1",853,705,0,1558,510,493,0,1003,100,0,16,328,276,308,6,5,12,1,4,7,5,1,10,6,5,13,1003
312,"P.V. SIKTAUR ROOM NO.2",560,454,1,1015,358,338,0,696,691,0,30,280,73,264,8,1,11,1,1,5,2,3,9,0,2,6,696
313,"DAYANAND INTER COLLAGE JAN. SIKARI URF KHORABAR ROOM N0 1",573,425,0,998,346,232,0,578,378,0,14,284,135,127,4,2,5,0,0,0,0,0,2,2,2,1,578
314,"DAYANAND INTER COLLAGE JAN. SIKARI URF KHORABAR ROOM N0 2",605,472,0,1077,305,238,0,543,190,0,20,315,65,127,2,0,1,1,0,4,1,1,3,0,1,2,543
315,"DAYANAND INTER COLLAGE JAN. SIKARI URF KHORABAR ROOM N0 3",733,573,0,1306,413,321,0,734,705,0,33,472,79,110,5,2,3,0,0,9,2,1,6,3,3,6,734
316,"DAYANAND INTER COLLAGE JAN. SIKARI URF KHORABAR ROOM N0 4",511,392,0,903,327,249,0,576,376,0,13,177,116,230,12,2,5,1,1,4,2,0,7,2,3,1,576
317,"DAYANAND INTER COLLAGE JAN. SIKARI URF KHORABAR ROOM N0 5",527,456,1,984,299,254,0,553,6,0,24,196,123,184,2,1,3,1,0,1,1,1,7,2,2,5,553
318,"P.V. TALKANDALA ROOM N0.1",397,297,0,694,244,187,0,431,431,0,17,179,90,125,2,0,1,2,1,4,0,0,3,0,2,5,431
319,"P.V.JAN. AYODHYA PRASAD ROOM N01",637,470,0,1107,275,354,0,629,29,0,29,127,162,268,4,2,8,3,1,5,1,0,8,2,2,7,629
320,"P.M.V. JAN. AYODHYA PRASAD ROOM NO.1",615,466,0,1081,363,262,0,625,26,0,19,191,167,225,3,0,5,0,0,4,0,0,5,3,0,3,625
321,"U.M.V.MAHIMATH ROOM N0.1",793,592,0,1385,466,407,0,873,473,0,16,232,109,479,5,0,3,0,0,3,3,2,5,3,6,7,873
322,"J.H.SCHOOL BABHANI ROOM N0 1",1007,833,0,1840,539,517,0,1056,436,0,24,349,520,119,4,1,2,0,1,7,1,3,7,7,2,9,1056
323,"P.V. MIRJAPUR ROOM NO.1",147,123,0,270,84,87,0,171,101,0,3,48,55,61,0,0,0,0,0,1,0,0,1,1,1,0,171
324,"P.V. DANGIPAR ROOM N0 1",447,331,0,778,227,189,0,416,44,0,16,339,12,34,1,0,0,0,0,2,0,1,0,2,7,2,416
325,"P.V. DANGIPAR ROOM N0 2",503,344,0,847,261,183,0,444,248,0,10,289,19,115,0,0,1,0,0,0,0,4,2,2,0,2,444
326,"P.V. DANGIPAR ROOM N0 3",375,286,0,661,195,174,0,369,3,0,8,292,19,34,0,1,2,0,1,4,0,1,0,2,2,3,369
327,"P.V. HAKKABAD ROOM NO 1",558,399,0,957,373,276,0,649,11,0,7,230,274,118,1,0,3,1,2,2,3,0,3,1,0,4,649
328,"P.V.KONI ROOM N0 1",347,268,0,615,237,184,0,421,43,0,9,306,37,62,0,0,0,0,0,1,0,1,0,3,1,1,421
329,"P.V. PATPAR ROOM NO.1",327,256,0,583,225,160,0,385,185,0,6,31,228,109,0,0,3,2,0,0,1,0,3,1,0,1,385
330,"P.V. PATPAR ROOM NO.2",544,446,0,990,345,291,0,636,336,0,5,65,277,255,1,1,12,2,0,0,2,1,2,5,2,6,636
331,"J.H. SCHOOL LALPUR TIKAR ROOM NO.1",352,270,0,622,187,163,0,350,250,0,6,109,77,139,1,1,2,1,0,6,1,1,2,1,2,1,350
332,"J.H. SCHOOL LALPUR TIKAR ROOM NO.2",479,368,0,847,260,211,0,471,72,0,7,153,97,182,2,0,3,0,1,6,1,2,6,3,4,4,471
333,"J.H. SCHOOL LALPUR TIKAR ROOM NO.3",786,534,1,1321,393,309,0,702,3,0,12,324,58,233,2,1,6,0,2,1,41,1,8,4,4,5,702
334,"J.H. SCHOOL LALPUR TIKAR ROOM NO.4",751,580,0,1331,463,383,0,846,346,0,15,227,67,438,6,2,8,1,3,1,46,6,8,4,6,8,846
335,"PANCHAYATBHAWAN DUHIYA ROOM NO.1",535,425,0,960,325,289,0,614,414,0,14,302,105,171,6,0,2,0,0,6,0,0,3,0,1,4,614
336,"P.V. VISHUNPUR BUJURG",390,301,0,691,206,205,0,411,27,0,9,174,102,108,1,0,7,1,0,0,0,1,1,3,2,2,411
337,"PANCHAYATBHAWAN SANAHA ROOM NO 1",428,349,1,778,220,230,0,450,350,0,18,95,195,118,0,1,5,1,5,3,1,2,1,3,1,1,450
338,"P.V. SANAHA ROOM NO.1",498,399,0,897,247,269,0,516,17,0,16,163,49,264,3,1,2,0,3,2,0,0,3,1,6,3,516
339,"P.V. CHAFA ROOM NO1",339,241,0,580,175,174,0,349,50,0,15,107,112,95,1,1,1,0,4,0,1,0,3,2,1,6,349
340,"P.V. VISHUNPUR KHURD ROOM NO.1",297,289,0,586,153,157,0,310,5,0,2,115,136,41,1,0,1,0,1,1,6,0,1,2,1,2,310
341,"J.H. SCHOOL JAN RAMGARH URF CHAWARI ROOM NO1",754,598,0,1352,465,413,0,878,115,0,20,159,143,495,2,2,13,1,2,7,2,2,9,4,3,14,878
342,"J.H.SCHOOL JAN RAMGARH URF CHAWARI ROOM NO 2",318,263,0,581,194,178,0,372,19,0,5,72,77,198,0,1,6,0,0,0,0,2,3,4,3,1,372
343,"J.H. SCHOOL JAN RAMGARH URF CHAWARI ROOM NO3",505,383,0,888,315,260,0,575,49,0,13,104,100,339,3,0,1,1,0,1,2,0,2,4,1,4,575
344,"J.H. SCHOOL JAN RAMGARH URF CHAWARI ROOM NO4",645,556,0,1201,389,348,0,737,31,0,12,157,132,409,1,2,3,2,3,3,1,0,8,1,0,3,737
345,"P.V. JAN RAMGARH URF CHAWARI ROOM NO.1",642,510,0,1152,416,311,0,727,10,0,18,201,185,295,3,0,5,1,0,1,2,2,5,3,0,6,727
346,"P.V. JAN RAMGARH URF CHAWARI ROOM NO.2",639,563,0,1202,372,360,0,732,332,0,12,74,258,339,2,2,7,1,0,1,3,7,4,4,1,17,732
347,"P.V.RAYGANJ ROOM NO1",520,397,0,917,281,240,0,521,321,0,16,219,44,221,1,1,1,1,0,3,2,1,5,2,2,2,521
348,"P.V.RAYGANJ ROOM NO2",633,458,0,1091,381,282,0,663,165,0,30,164,108,310,3,0,9,2,0,6,2,4,8,6,4,7,663
349,"P.V.RAYGANJ ROOM NO3",637,464,0,1101,333,267,0,600,595,0,16,254,135,170,2,0,2,1,0,5,1,1,5,1,1,6,600
350,"P.M.V.RAYGANJ ROOM NO 1",455,301,0,756,199,134,0,333,12,0,25,104,71,103,2,1,2,0,1,3,0,0,9,1,4,7,333
351,"P.M.V.RAYGANJ ROOM NO 2",518,374,0,892,234,163,0,397,38,0,15,198,130,37,1,0,1,0,0,0,1,0,1,1,4,8,397
352,"ADARSH INTER COLLAGE JAN.BELWAR UTTAR ROOM NO.1",564,478,0,1042,321,315,0,636,6,0,26,79,210,276,3,1,9,1,5,3,1,5,3,6,1,7,636
353,"ADARSH INTER COLLAGE JAN.BELWAR UTTAR ROOM NO.2",654,556,0,1210,413,392,0,805,18,0,14,288,291,170,1,1,7,0,2,11,0,4,3,2,5,6,805
354,"P.V. JAN. KEVTALIYA EAST ROOM NO 1",621,465,0,1086,315,286,0,601,401,0,20,113,254,184,2,0,3,0,2,0,1,2,6,3,6,5,601
355,"P.V.JAN. KEVTALIYA WEST ROOM NO.2",542,421,0,963,296,297,0,593,593,0,29,171,188,170,0,1,6,1,0,1,1,2,7,3,4,9,593
356,"P.V. JAN RAMLAKHNA EAST ROOM N0.1",779,535,0,1314,438,295,0,733,433,0,26,244,208,221,0,1,2,1,2,2,2,4,10,5,3,2,733
357,"P.V.JAN. RAMLAKHANA WEST ROOM NO.2",489,388,0,877,271,272,0,543,343,0,23,319,143,36,0,0,0,2,3,1,0,4,3,2,4,3,543
358,"P.V. JAN. RAMLAKHANA NORTH ROOM NO 3",631,508,0,1139,309,341,0,650,650,0,19,333,118,153,2,1,4,0,0,4,1,0,2,2,6,5,650
359,"P.M.V. TARKULAHI ROOM NO.1",508,430,0,938,298,288,0,586,14,0,17,154,172,213,5,0,4,0,3,1,1,0,4,1,5,6,586
360,"P.M.V. TARKULAHI ROOM NO.2",478,383,0,861,241,230,0,471,371,0,16,110,87,217,2,2,1,0,2,2,4,6,11,4,2,5,471
361,"P.M.V. TARKULAHI ROOM NO.3",824,663,0,1487,384,361,0,745,445,0,36,296,85,279,4,1,5,5,2,2,4,0,6,9,5,6,745
362,"P.V. POCHHIYA BRAHMSTHAN ROOM NO. 1",604,435,0,1039,337,262,0,599,399,0,10,158,28,373,2,0,4,0,0,4,0,3,11,1,1,4,599
363,"P.V. POCHHIYA BRAHMSTHAN ROOM NO. 2",470,342,0,812,231,196,0,427,412,0,11,98,140,153,7,0,1,3,0,4,2,1,3,0,2,2,427
364,"P.V. RAMPUR ROOM NO.1",838,632,0,1470,522,434,0,956,919,0,38,420,120,320,0,1,10,0,6,7,2,2,10,5,8,7,956
365,"P.V. RAMPUR ROOM NO 2",726,573,2,1301,327,371,0,698,543,0,26,337,58,229,1,1,6,3,2,12,2,2,3,3,4,9,698
366,"P.V. ADDA MOTIRAM ROOM NO.1",830,642,0,1472,490,372,0,862,862,0,29,412,68,322,0,3,8,3,1,3,0,1,3,4,1,4,862
367,"P.V. ADDA MOTIRAM ROOM NO.2",293,218,0,511,186,128,0,314,113,0,8,226,51,13,1,0,2,0,0,1,1,0,1,3,6,1,314
368,"P.V. ADDA MOTIRAM ROOM NO.3",398,311,0,709,254,213,0,467,467,0,7,243,83,107,3,1,3,0,2,2,1,1,3,3,4,4,467
369,"P.V. ADDA MOTIRAM ROOM NO.4",686,509,0,1195,330,311,0,641,5,0,38,104,290,177,3,6,6,0,1,3,3,0,3,1,0,6,641
370,"P.V. SHIVPUR ROOM NO. 1",571,453,0,1024,357,314,0,671,80,0,15,277,51,295,0,1,4,2,0,5,0,2,6,7,1,5,671
371,"P.V. SHIVPUR ROOM NO. 2",477,371,0,848,276,241,0,517,494,0,12,262,71,151,0,0,1,0,2,5,0,1,2,3,0,7,517
372,"P.V. GAHIRA ROOM NO 1",503,361,0,864,315,230,0,545,48,0,23,139,68,295,2,0,1,0,1,2,1,4,4,2,1,2,545
373,"P.V. GAHIRA ROOM NO 2",586,447,0,1033,288,221,0,509,17,0,18,285,161,24,1,0,1,0,1,1,0,3,0,0,7,7,509
374,"P.V. GAHIRA ROOM NO 3",789,573,0,1362,355,347,0,702,25,0,30,277,111,253,1,1,1,0,1,2,1,2,9,4,4,5,702
375,"KANYA P.V. GAHIRA ROOM NO.1",804,536,0,1340,384,326,0,710,10,0,36,275,96,238,3,0,8,3,3,18,2,0,8,5,6,9,710
376,"KANYA P.V. GAHIRA ROOM NO.2",823,604,0,1427,433,317,0,750,746,0,26,360,128,187,3,3,11,1,0,6,1,1,8,4,3,8,750
377,"KANYA P.V. GAHIRA ROOM NO.3",494,381,0,875,252,202,0,454,2,0,25,167,54,181,2,1,5,0,2,3,0,1,5,1,1,6,454
378,"P.V. SONWE ROOM NO 1",602,471,0,1073,318,351,0,669,233,0,12,138,171,333,4,0,3,0,0,0,2,1,3,0,1,1,669
379,"P.V. SONWE ROOM NO 2",441,343,0,784,264,249,0,513,25,0,14,86,52,322,5,1,4,1,0,1,3,1,9,4,5,5,513
380,"EK KAKSHIY BHAWAN P.V. SONWE ROOM NO 3",904,668,0,1572,499,389,0,888,778,0,28,364,113,345,2,0,7,3,2,4,1,0,7,4,1,7,888
381,"P.V.AKOLAHI ROOM N0 1",551,415,0,966,306,267,0,573,143,0,16,126,373,34,0,0,2,0,2,3,0,0,7,5,1,4,573
382,"P.V.AKOLAHI ROOM N0 2",474,343,0,817,248,200,0,448,40,0,8,211,109,99,1,0,2,0,1,1,0,1,5,4,2,4,448
383,"FALAD SECTER NAUVA AVVAL ROOM NO.1",572,472,0,1044,199,277,0,476,71,0,18,175,115,139,0,0,5,1,1,1,1,2,3,5,7,3,476
384,"FALAD SECTER NAUVA AVVAL ROOM NO.2",743,520,0,1263,391,352,0,743,9,0,12,187,112,342,3,5,30,4,6,11,4,2,13,5,3,4,743
385,"PANCHAYAT BHAWAN DUMARI ROOM NO.1",576,422,0,998,265,283,0,548,14,0,14,288,79,141,1,1,7,0,0,2,0,3,3,2,2,5,548
386,"PANCHAYAT BHAWAN DUMARI ROOM NO.2",660,493,1,1154,354,290,0,644,6,0,28,333,35,191,1,0,8,1,7,6,0,3,4,5,10,12,644
387,"P.V.GAURI MANGALPUR ROOM NO.1",1028,724,0,1752,392,380,0,772,492,0,29,268,197,222,2,6,5,1,2,6,1,5,11,4,3,10,772
388,"P.V. GAUR ROOM  NO.1",740,593,0,1333,416,355,0,771,371,0,57,283,118,267,3,1,6,1,3,6,0,1,8,5,5,7,771
389,"P. V. CHHAPRA ROOM NO.1",595,479,0,1074,356,294,0,650,450,0,19,258,157,182,1,3,3,0,3,1,2,1,4,5,5,6,650
390,"J.H.SCHOOL SEMARA MANIK CHAUK EAST ROOM NO 1",681,532,0,1213,303,273,0,576,22,0,10,226,107,199,2,0,1,1,1,4,5,2,5,2,5,6,576
391,"J.H. SCHOOL SEMARA MANIK CHAUK EAST ROOM NO 2",384,272,0,656,145,116,0,261,161,0,10,96,128,8,2,0,0,3,0,5,1,1,0,2,3,2,261
392,"P.V. PYASI ROOM N0 1",594,448,0,1042,301,250,0,551,251,0,5,207,139,170,3,2,7,1,0,3,1,2,8,2,0,1,551
393,"SADHANA SAHKARI SAMITI KUI ROOM NO 1",515,391,0,906,251,188,0,439,7,0,18,194,171,28,1,0,2,4,1,11,2,1,2,2,0,2,439
394,"SADHANA SAHKARI SAMITI KUI ROOM NO 2",487,390,0,877,239,213,0,452,7,0,14,103,224,81,0,0,2,0,1,10,1,1,6,2,1,6,452
395,"P.V. CHAKDEIYA ROOM N0 1",215,205,0,420,102,102,0,204,104,0,4,92,97,1,1,1,0,0,0,0,0,0,1,2,3,2,204
