"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
114,"PRAIMARI SCHOOL ROOM N0.2 BHASANA ROOM N0. 2",506,413,0,919,395,305,0,700,700,0,37,5,128,512,0,0,0,0,1,5,0,1,2,1,2,3,0,0,0,3,700
115,"PRAIMARI SCHOOL ROOM N0. 1 CHANDHERI",483,397,0,880,322,285,0,607,597,0,9,6,146,423,3,1,0,0,1,6,1,2,2,0,0,2,0,0,1,4,607
116,"PRAIMARI SCHOOL ROOM N0. 2 CHANDHERI",398,332,0,730,249,200,0,449,440,0,224,2,69,139,0,1,0,0,0,0,0,0,1,0,1,6,6,0,0,0,449
117,"PRAIMARI PATSHALA UKAVALI",657,591,0,1248,475,413,0,888,873,0,10,5,134,705,3,0,1,0,1,7,1,0,2,2,0,2,0,1,2,12,888
118,"PRAIMARI PATHSHALA BADKATA",634,576,0,1210,334,352,0,686,669,0,12,2,193,469,3,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,686
119,"JAI JAWALA PURV MADHYAKMIK  VIDHLAYA ROOM NO. 1 KURTHAL",592,481,0,1073,450,334,0,784,196,0,2,1,50,719,1,0,0,0,0,3,1,0,3,2,0,0,0,0,2,0,784
120,"JAI JAWALA PURV MADHYAKMIK  VIDHLAYA ROOM NO.2 KURTHAL",675,503,0,1178,373,281,0,654,653,0,108,5,35,467,7,0,1,0,1,7,1,1,0,5,2,4,3,0,0,7,654
121,"JAI JAWALA PURV MADHYAKMIK  VIDHLAYA ROOM NO.4 KURTHAL",761,611,0,1372,575,412,0,987,800,0,16,3,201,745,0,0,0,0,0,11,1,0,1,1,0,5,0,0,0,3,987
122,"PRATHMIK SCHOOL  KUTUBPUR DATIYANA",537,435,0,972,431,386,0,817,816,0,1,3,12,798,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,817
123,"PRATHMIK SCHOOL, ROOM NO, 3 MALALJANA",341,296,0,637,270,234,0,504,308,0,82,1,238,175,1,0,0,0,0,0,1,0,2,1,0,0,1,0,1,1,504
124,"PRAIMARI SCHOOL ATALI",793,692,0,1485,746,491,0,1237,1237,0,7,4,37,1180,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1237
125,"PRAIMARI SCHOOL N0. 1 NAGAVA",611,489,0,1100,439,296,0,735,230,0,23,1,8,687,1,1,0,1,0,6,0,2,1,0,0,2,0,1,0,1,735
126,"PRAIMARI SCHOOL  ROOM NO. 2 NAGAVA",449,385,0,834,355,293,0,648,643,0,14,7,39,579,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,4,648
127,"PRAIMARI PATSHALA ROOM NO.1 AVALAVALPUR",404,332,0,736,255,190,0,445,427,0,56,6,8,366,0,0,0,1,0,3,0,0,1,0,0,2,0,0,0,2,445
128,"PRAIMARI PATHSHALA ROOM NO.2 ALAWALPUR",255,208,0,463,195,169,0,364,364,0,123,1,1,228,0,0,0,0,0,4,0,1,1,0,0,2,1,0,0,2,364
129,"KANYA PRA.PATSHALA MUNDHABAR",637,477,0,1114,525,380,0,905,904,0,2,1,28,846,2,0,0,0,0,6,2,1,1,2,0,1,3,0,0,10,905
130,"PRIMARY SCHOOL NAYA BHAVAN MUNDHABAR",543,383,0,926,434,297,0,731,329,0,30,4,55,634,0,0,0,0,1,4,0,1,1,0,0,1,0,0,0,0,731
131,"JUNIOR HIGH SCHOOL MUNDHABAR",380,276,0,656,305,198,0,503,503,0,37,0,19,435,0,0,0,1,0,3,1,0,0,4,0,2,0,0,0,1,503
132,"D.A.V. INTER COLLEGE ROOM NO. 1 SISUALI",548,407,0,955,424,296,0,720,713,0,3,2,6,701,3,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,720
133,"D.A.V. INTER COLLEGE ROOM N0.3 SISUALI",470,405,0,875,438,302,0,740,740,0,0,16,2,715,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,740
134,"D.A.V. INTER COLLEGE ROOM N0.2 SISUALI",512,420,0,932,398,301,0,699,3,0,7,6,7,663,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,699
135,"D.A.V. INTER COLLEGE ROOM N0.4 SISUALI",329,243,0,572,267,191,0,458,137,0,21,1,1,428,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,458
136,"D.A.V. INTER COLLEGE ROOM N0.6 SISUALI",678,484,0,1162,575,326,0,901,898,0,15,14,38,822,0,0,0,0,1,8,0,0,0,0,1,0,1,0,1,0,901
137,"D.A.V. INTER COLLEGE ROOM N0.7 SISUALI",860,668,0,1528,736,487,0,1223,1179,0,57,6,38,1098,8,0,0,1,0,10,0,1,1,0,0,2,1,0,0,0,1223
138,"PRATHMIK  VIDYALAY NO. 2 ROOM NO. 1 SISUALI",438,348,0,786,433,150,0,583,341,0,28,11,6,531,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,583
139,"PRATHMIK VIDYALAY ROOM NO. 1 SISUALI",403,337,0,740,294,217,0,511,396,0,12,15,4,472,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,511
140,"PRATHMIK VIDYALAY NO.2 ROOM NO.1 SISUALI",652,493,0,1145,551,356,0,907,903,0,11,7,81,806,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,907
141,"AMBADAKAR BHAVAN U. BHAG SISUALI",436,329,0,765,204,173,0,377,330,0,125,0,2,208,1,2,0,0,0,21,0,0,1,1,3,4,3,2,1,3,377
142,"AMBADAKAR BHAVAN D. BHAG SISUALI",540,412,0,952,261,205,0,466,459,0,114,5,15,309,0,1,0,0,0,6,1,1,3,2,2,1,2,0,1,3,466
143,"PRAIMARI SCHOOL  KHADI SUNDIYAN",678,559,0,1237,584,380,0,964,724,0,0,4,2,951,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,964
144,"JUNIOR  HIGH SCHOOL ROOM NO. 1 SAWTU",533,462,0,995,383,320,0,703,703,0,428,3,4,248,2,0,0,2,0,0,0,0,1,0,2,9,3,1,0,0,703
145,"JUNIOR  HIGH SCHOOL ROOM NO. 2 SAWTU",510,406,0,916,461,340,0,801,697,0,2,1,1,786,2,0,0,2,0,1,0,0,1,0,0,1,0,1,0,3,801
146,"PRATHMIK VIDYALAY ROOM NO. 1 SWATU",495,372,0,867,321,196,0,517,497,0,69,2,4,415,1,0,0,1,0,7,0,0,4,0,1,4,1,0,1,7,517
147,"PRAIMARI SCHOOL HALOLLI",612,477,0,1089,449,351,0,800,800,0,7,10,5,747,7,0,0,1,0,5,1,1,7,0,0,3,1,0,0,5,800
148,"PRAIMARI SCHOOL NAYA BHAVAN",589,496,0,1085,446,375,0,821,821,0,9,1,5,790,3,1,1,1,0,3,0,0,2,0,0,0,1,0,2,2,821
149,"PRAIMARI SCHOOL SADRUDDINNAGAR",627,495,0,1122,579,449,0,1028,1022,0,0,0,2,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028
150,"HARIJAN CHOPAL SADDRUDDINNAGAR",298,226,0,524,263,180,0,443,423,0,4,2,3,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,443
151,"NAYA PRIMARY SCHOOL GRAM KE PURAB MAIN ROOM NO. 1 BHOORAKHURAD",746,626,0,1372,503,423,0,926,776,0,0,0,4,915,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2,926
152,"NAYA PRIMARY SCHOOL GRAM KE PURAB MAIN ROOM NO. 2 BHOORAKHURAD",659,564,0,1223,540,402,0,942,942,0,0,5,2,931,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,942
153,"HARIJAN CHOPAL BHORAKHURAD",239,199,0,438,214,170,0,384,380,0,12,2,1,363,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,384
154,"PRAIMARI SCHOOL PO. BHAG BHOORAKANLAN",787,616,0,1403,586,427,0,1013,793,0,1,0,32,976,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1013
155,"PRAIMARI SCHOOL PASCHIMI. BHAG BHORAKALAN",689,567,0,1256,538,388,0,926,634,0,2,3,1,904,2,0,0,7,0,4,0,0,2,1,0,0,0,0,0,0,926
156,"PURVI MADHYAMIK VIDHLAYA ROOM NO. 1 BHORAKALAN",675,519,0,1194,619,395,0,1014,998,0,0,3,27,957,4,0,3,8,0,3,0,2,3,0,1,2,0,0,0,1,1014
157,"PURAV MADHYAMIK VIDHLAYA ROOM NO. 2 BHORAKALAN",563,487,0,1050,484,411,0,895,223,0,0,0,37,853,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,895
158,"BEEAJ GODAM BHORAKALAN",397,275,0,672,149,103,0,252,236,0,121,1,10,106,0,0,0,0,3,0,0,1,1,1,0,5,0,0,0,3,252
159,"PRAIMARI SCHOOL  ROOM NO. 1 SHIKARPUR",838,675,0,1513,618,514,0,1132,1132,0,162,3,108,829,3,0,0,1,1,8,2,2,2,0,2,5,2,0,0,2,1132
160,"PRAIMARI  SCHOOL  ROOM NO. 2 SHIKARPUR",486,349,0,835,336,267,0,603,590,0,443,9,50,70,1,0,0,1,0,3,0,1,1,0,0,9,8,2,4,1,603
161,"PRAIMARI SCHOOL  ROOM NO. 3 SHIKARPUR",513,347,0,860,275,222,0,497,491,0,253,5,58,142,2,0,0,1,0,10,0,4,5,1,2,7,5,0,0,2,497
162,"PRAIMARI SCHOOL PURANA GARHINOABAD",664,527,0,1191,594,428,0,1022,1022,0,1,38,4,959,1,0,0,3,0,3,0,0,5,0,0,0,1,0,0,7,1022
163,"PRAIMARI SCHOOL NAYA ROOM NO. 1 GARHINOABAD",649,501,0,1150,571,414,0,985,985,0,0,25,2,957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985
164,"PRAIMARI SCHOOL NAYA ROOM NO. 2 GARHIN0ABAD",491,367,0,858,391,290,0,681,680,0,35,14,26,602,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,681
165,"PRAIMARI KANYA. PATSHALA GARHINOABAD",547,408,0,955,367,235,0,602,598,0,49,7,8,529,0,1,0,0,0,1,0,1,4,0,0,2,0,0,0,0,602
166,"PRIMARY SCHOOL R NO 2 JAITPUR",509,391,0,900,291,387,0,678,678,0,77,3,9,577,1,0,0,0,0,4,0,0,2,0,0,1,2,0,0,2,678
167,"KISHAN INTER COLLEGE  ROOM NO. 1 KHARAD",684,539,0,1223,625,452,0,1077,1077,0,0,3,1,1059,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1077
168,"KISHAN INTER COLLEGE ROOM NO. 2 KHARAD",661,493,0,1154,561,408,0,969,919,0,0,2,3,950,2,0,0,0,0,4,0,0,1,0,0,1,1,0,2,3,969
169,"KISHAN INTER COLLEGE ROOM NO.3 KHARAD",660,502,0,1162,515,355,0,870,869,0,0,1,56,805,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,870
170,"PRATHMIK VIDYALAY ROOM NO. 1 KHARAD",686,531,0,1217,501,375,0,876,875,0,53,1,149,625,3,0,2,0,0,9,0,0,2,1,0,3,6,0,6,16,876
171,"HARIJAN CHOPAL KHARAD",642,472,0,1114,414,274,0,688,688,0,106,3,43,506,4,0,4,0,14,0,0,1,2,0,3,1,0,1,0,0,688
172,"PRIMARY SCHOOL NEW BUILDING RNO-1 KURAVA",741,576,0,1317,537,410,0,947,947,0,52,1,5,880,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,5,947
173,"PRIMARY SCHOOL NEW BUILDING RNO-2 KURAVA",752,597,0,1349,550,351,0,901,901,0,6,0,11,869,2,1,0,0,1,0,1,1,0,1,0,0,2,0,4,2,901
174,"PRIMARY SCHOOL GADMALPUR",435,389,0,824,416,340,0,756,756,0,0,0,11,744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,756
175,"PRAIMARI SCHOOL RAIPUR ATERANA",550,476,0,1026,415,336,0,751,751,0,14,0,5,720,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,6,751
176,"PRATHMIK VIDYALAY ROOM NO. 1 SARAI",825,685,0,1510,586,500,0,1086,1085,0,140,3,189,730,1,0,0,1,0,3,0,1,7,1,0,4,4,0,0,2,1086
177,"ISLAIMAYA SCHOOL ROOM NO. 1 MANDHWARA",675,574,0,1249,451,397,0,848,847,0,433,9,336,49,1,0,0,1,0,1,0,0,1,0,1,9,4,0,3,0,848
178,"ISLAMIYA SCHOOL ROOM NO. 2 MANDWARA",586,531,0,1117,355,335,0,690,690,0,167,7,462,5,0,1,1,0,0,0,0,0,3,3,2,11,11,0,15,2,690
179,"PRAIMARI  SCHOOL LUHSANA",684,510,0,1194,445,321,0,766,732,0,74,3,67,578,2,1,2,0,2,9,0,0,3,4,2,8,2,0,2,7,766
180,"BHARAT SAVAK SAMAJ INTER COLLEGE ROOM NO. 1 LUCHANA",816,727,0,1543,618,546,0,1164,1103,0,63,4,12,1068,2,1,0,2,0,4,0,1,2,1,1,0,0,0,1,2,1164
181,"PRATHMIK VIDYALAY ROOM NO. 1 HABIBPUR SIKARI",562,468,0,1030,409,349,0,758,580,0,10,6,121,596,1,1,2,1,0,2,0,0,1,0,0,5,2,0,5,5,758
182,"PRATHMIK VIDYALAYROOM NO.2 HABIBPUR SIKARI",649,487,0,1136,366,341,0,707,69,0,85,1,337,270,1,0,0,0,0,1,0,0,0,0,2,1,3,2,3,1,707
183,"PRAIMARI SCHOOL KHERIGANI",717,578,0,1295,515,365,0,880,300,0,16,1,61,788,5,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,880
184,"JUNIOR  HIGH SCHOOL ROOM NO. 1 MOHAMMADPUR RAISINGH",615,475,0,1090,521,367,0,888,886,0,1,6,6,873,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,888
185,"JUNIOR  HIGH SCHOOL ROOM NO. 2 MOHAMMADPUR RAISINGH",651,557,0,1208,548,418,0,966,886,0,4,5,2,929,2,0,0,0,0,6,0,1,5,0,1,1,0,0,1,9,966
186,"PRIMARY SCHOOL MOHD.PUR RAI SINGH",712,568,0,1280,510,362,0,872,871,0,13,2,0,843,3,0,0,0,0,1,0,1,1,0,0,0,1,2,0,5,872
187,"PRAIMARI SCHOOL PURANA BAHRAMGARH",640,472,0,1112,512,389,0,901,901,0,204,3,56,606,1,0,0,0,2,6,1,3,6,2,1,3,4,1,0,2,901
188,"PRIMARY SCHOOL KHANPUR",382,285,0,667,280,234,0,514,484,0,81,0,66,351,2,0,0,2,1,5,0,2,1,0,0,1,0,0,0,2,514
189,"PRAIMARI SCHOOL AMBEDKAR BHAWAN KE PAS ROOM NO. 1 UMARPUR",535,429,0,964,285,272,0,557,550,0,102,1,12,427,0,0,0,0,0,4,0,1,3,0,1,1,1,1,1,2,557
190,"PRAIMARI SCHOOL AMBEDKAR BHAWAN KE PAS ROOM NO. 3 UMARPUR",518,459,0,977,358,272,0,630,630,0,12,1,67,537,3,1,0,0,0,2,0,1,1,0,0,1,1,0,0,3,630
191,"PRAIMARI SCHOOL AMBEDKAR BHAWAN KE PAS ROOM NO. 2 UMARPUR",452,375,0,827,350,161,0,511,350,0,70,0,123,314,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,511
192,"PRAIMARI SCHOOL   AMBDKAR BHAWAN KE PAS ROOM NO. 4 UMARPUR",450,295,0,745,215,167,0,382,377,0,55,0,292,25,0,0,0,0,2,1,0,0,1,2,0,1,0,0,2,1,382
193,"PRAIMARI SCHOOL NAYA ROOM NO. 1 UMARPUR",761,604,0,1365,375,310,0,685,400,0,87,5,429,141,5,0,1,2,1,2,0,0,0,1,2,1,3,1,1,3,685
194,"PRAIMARI SCHOOLNAYA ROOM NO. 2 UMARPUR",433,394,0,827,243,239,0,482,457,0,101,1,264,100,3,0,0,0,0,1,0,0,0,3,1,2,1,0,3,2,482
195,"PRAIMARI SCHOOL NAYA ROOM NO. 3 UMARPUR",447,369,0,816,225,206,0,431,223,0,57,3,245,107,3,0,0,1,0,1,0,0,1,5,0,4,1,1,2,0,431
196,"PRAIMARI SCHOOL DHINDHAWALI",653,564,0,1217,455,428,0,883,758,0,316,1,38,503,1,0,0,1,0,4,1,0,2,0,2,3,4,0,2,5,883
197,"PRAIMARI SCHOOL  UTTARI BHAG AADAMPUR",641,524,0,1165,405,418,0,823,376,0,7,2,362,425,2,0,0,0,2,2,0,0,9,0,1,2,0,1,5,3,823
198,"PRIMARY SCHOOL DAKSHINI BHAG AADAMPRU",595,451,0,1046,364,326,0,690,638,0,44,5,407,220,1,0,0,0,0,2,0,0,0,0,1,1,2,0,4,3,690
199,"PRAIMARI SCHOOL ROOM NO.1 KAMALPUR",722,584,0,1306,531,379,0,910,910,0,221,3,66,593,1,0,0,0,0,2,2,2,3,1,0,5,6,0,0,5,910
200,"PRAIMARI SCHOOL ROOM NO. 2 KAMALPUR",442,403,0,845,321,281,0,602,602,0,91,0,3,491,2,0,0,0,1,3,0,1,3,0,2,1,1,0,0,3,602
201,"PRAIMARI SCHOOL PASCHIMI BHAG DULHERA",706,556,0,1262,583,455,0,1038,1036,0,4,6,62,937,2,0,0,0,1,3,1,4,6,2,0,2,0,0,0,8,1038
202,"PRAIMARI SCHOOL  PURVI BAGH DULHERA",350,270,0,620,307,233,0,540,540,0,20,4,19,477,2,0,0,2,0,3,0,0,5,1,1,1,0,0,0,5,540
203,"PRAIMARI SCHOOL UTTARI BAHG BAHADARPUR GARHI",641,513,0,1154,599,430,0,1029,1029,0,0,2,3,1019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1029
204,"PRAIMARI SCHOOL DAKSHINI BAHG BAHADARPUR GARHI",239,200,0,439,217,155,0,372,372,0,3,0,1,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
205,"PANCHYAT  GHAR UTTAR BAHG KAKARA",653,546,0,1199,592,456,0,1048,1047,0,0,14,1,1020,3,0,0,3,0,2,0,0,1,0,0,0,0,0,0,4,1048
206,"PANCHAYAT GHAR DAKSHINI BAGH KAKRA",627,516,0,1143,497,466,0,963,962,0,5,8,3,918,2,0,1,5,0,4,1,3,4,2,0,3,1,0,0,3,963
207,"ADARSH JUNIOR BASIC  VIDHALIYA ROOM NO. 1 KAKARA",647,540,0,1187,521,403,0,924,924,0,2,4,9,901,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,924
208,"ADARSH JUNIOR BASIC  VIDHALIYA ROOM NO. 2 KAKARA",671,495,0,1166,535,391,0,926,925,0,4,0,10,901,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,926
209,"ADARSH JUNIOR BASIC  VIDHALIYA ROOM NO. 3 KAKARA",446,388,0,834,339,261,0,600,523,0,4,1,19,565,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,6,600
210,"ADARSH JUNIOR BASIC  VIDHALIYA ROOM NO. 4 KAKARA",374,282,0,656,261,175,0,436,436,0,12,0,48,361,0,0,0,0,1,2,0,0,4,1,1,1,0,0,1,4,436
211,"PRAIMARI SCHOOL RASULPUR JATAN",677,532,0,1209,668,504,0,1172,950,0,0,0,5,1160,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1172
212,"PANCHAYAT GHAR RASULPUR JATAN",495,378,0,873,457,332,0,789,748,0,0,0,2,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789
213,"PRAIMARI SCHOOL CHANDPUR",651,591,0,1242,543,475,0,1018,1018,0,76,2,13,922,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1018
214,"KANYA INTER COLLEGE ROOM NO. 3 SHAHPUR",611,533,0,1144,382,316,0,698,557,0,310,3,362,8,0,1,0,1,0,0,2,0,0,0,0,3,2,0,4,2,698
215,"KANYA INTER COLLEGE ROOM NO. 3 SHAHPUR",554,457,0,1011,317,266,0,583,442,0,254,2,314,5,1,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0,583
216,"KANYA INTER COLLEGE ROOM NO. 6 SHAHPUR",1042,782,0,1824,642,528,0,1170,1170,0,413,5,605,133,3,0,0,0,0,0,0,2,0,1,2,2,2,0,2,0,1170
217,"KANYA INTER COLLEGE ROOM NO. 5 SHAHPUR",417,362,0,779,218,198,0,416,416,0,264,2,96,45,0,0,0,0,0,0,0,2,0,0,0,1,5,1,0,0,416
218,"KANYA INTER COLLEGE ROOM NO. 11 SHAHPUR",637,565,0,1202,419,322,0,741,721,0,243,11,287,181,0,0,0,1,0,2,0,0,1,0,0,1,4,0,7,3,741
219,"JUNIOR HIGH SCHOOL GOKALPUR ROOM NO. 1 SHAHPUR",869,728,0,1597,643,453,0,1096,1059,0,44,7,105,928,2,0,0,0,0,1,0,0,1,0,0,3,1,0,1,3,1096
220,"JUNIOR HIGH SCHOOL GOKALPUR ROOM NO. 2 SHAHPUR",705,552,0,1257,467,366,0,833,735,0,10,1,18,772,3,0,1,0,0,7,0,2,6,0,3,4,0,0,1,5,833
221,"JUNIOR HIGH SCHOOL GOKALPUR ROOM NO. 4 SHAHPUR",338,328,0,666,261,259,0,520,509,0,37,6,19,451,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,520
222,"JUNIOR HIGH SCHOOL GOKALPUR ROOM NO. 3 SHAHPUR",538,429,0,967,384,300,0,684,679,0,121,6,62,478,0,0,0,0,0,3,0,0,0,0,0,1,4,1,4,4,684
223,"KASTURBA GANDHI BALIKA ADARSH VIDYALAY ROOM N0. 3 SHAHPUR",592,533,0,1125,383,347,0,730,730,0,380,4,276,51,0,0,0,1,1,2,1,0,0,0,1,3,4,1,3,2,730
224,"ADARSH JUNIOR BASIC VIDHLAIYA ROOM NO. 1 SHAHPUR",475,462,0,937,367,359,0,726,718,0,0,7,20,682,1,0,0,0,0,3,0,3,4,0,0,1,1,0,0,4,726
225,"ADARSH JUNIOR BASIC VIDHLAIYA ROOM NO. 2 SHAHPUR",668,601,0,1269,499,442,0,941,937,0,243,4,101,577,2,0,0,1,0,2,2,0,2,0,0,0,2,0,2,3,941
226,"PRATHMIK VIDYALAY  DAKSHINI BHAG PALDA",425,339,0,764,286,257,0,543,543,0,65,2,169,293,1,0,1,0,0,1,2,0,1,1,0,2,3,0,0,2,543
227,"PRATHMIK VIDYALAYUTTARI BHAG PALDA",608,440,0,1048,370,335,0,705,658,0,40,11,322,303,5,0,0,0,2,4,0,1,2,4,1,4,0,1,0,5,705
228,"PRATHMIK VIDYALAY ROOM NO. 1 BASIKALAN",497,385,0,882,375,269,0,644,644,0,13,1,578,35,0,0,1,1,0,0,0,1,2,3,0,0,2,1,5,1,644
229,"PRATHMIK VIDYALAY ROOM NO.2  BASIKALAN",463,402,0,865,289,264,0,553,530,0,24,1,375,141,0,0,0,0,0,1,0,0,3,3,0,2,1,0,1,1,553
230,"PRATHMIK VIDYALAY ROOM NO. 3 BASIKALAN",503,377,0,880,362,247,0,609,609,0,68,3,521,4,2,0,0,0,0,0,0,0,1,2,1,3,0,1,1,2,609
231,"PRATHMIK VIDYALAY  ROOM NO. 4 BASIKALAN",505,362,0,867,401,278,0,679,679,0,79,1,581,6,2,0,0,0,0,0,0,0,0,2,0,1,1,0,5,1,679
232,"PRAIMARI SCHOOL NO.1 ROOM NO. 1 PALRI",470,369,0,839,248,210,0,458,451,0,206,3,89,146,0,2,1,0,0,3,0,0,1,0,0,1,3,0,1,2,458
233,"PRAIMARI SCHOOL  NO.1 ROOM NO. 3 PALRI",461,389,0,850,235,235,0,470,463,0,200,8,46,201,1,0,0,0,0,1,0,0,2,0,0,3,5,0,0,3,470
234,"PRAIMARI SCHOOL  NO. 1 ROOM NO. 2 PALRI",523,446,0,969,358,324,0,682,678,0,107,0,289,258,2,0,0,0,0,3,0,0,1,1,1,4,3,3,7,3,682
235,"PRAIMARI SCHOOL  NO. 1 ROOM NO. 4 PALRI",479,389,0,868,361,275,0,636,631,0,70,1,48,501,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,7,636
236,"PRAIMARI SCHOOL  NO. 2 ROOM NO. 1 PALRI",535,441,0,976,335,290,0,625,625,0,126,0,491,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,625
237,"PRAIMARI SCHOOL NO. 2 ROOM NO. 2 PALRI",558,468,0,1026,270,252,0,522,522,0,95,2,409,3,0,0,0,0,0,0,0,2,0,3,2,2,0,0,2,2,522
238,"PRAIMARI SCHOOL NAYA BHAWAN ROOM NO.1 SHORO",502,447,0,949,419,347,0,766,761,0,114,4,64,570,0,0,0,1,0,3,0,0,2,0,1,1,2,0,0,4,766
239,"PRAIMARI SCHOOL NAYA BHAWAN ROOM NO.2  SHORO",491,357,0,848,285,212,0,497,497,0,338,5,41,95,0,0,0,0,0,0,0,0,1,1,0,2,9,0,2,3,497
240,"PRAIMARI SCHOOL  NAYA BHAWAN ROOM NO. 3 SHORO",516,404,0,920,336,248,0,584,508,0,114,5,46,405,0,0,0,2,0,3,0,0,6,2,0,1,0,0,0,0,584
241,"PRAIMARI SCHOOL NAYA BHAWAN ROOM NO. 4 SHORO",440,350,0,790,318,250,0,568,568,0,67,3,25,450,1,0,0,0,0,2,0,0,0,0,0,5,1,0,2,12,568
242,"PRAIMARI SCHOOL  PURANA BHAWAN UTTAR BHAG SHORO",444,408,0,852,247,256,0,503,496,0,371,7,79,42,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,503
243,"PRAIMARI SCHOOL PURANA BHAWAN DAKSHINI BHAG SHORO",419,338,0,757,278,244,0,522,522,0,173,0,75,254,1,0,1,8,0,1,0,0,1,0,1,6,1,0,0,0,522
244,"PRAIMARI SCHOOL PURANA BHAVAN EXTRA ROOM SHORON",858,655,0,1513,551,449,0,1000,522,0,329,8,94,523,4,1,1,6,1,7,1,5,2,1,3,8,3,0,2,1,1000
245,"CHOPAL PATTI HARSARIY DAKSHANI BHAG SHORO",400,370,0,770,302,268,0,570,550,0,6,1,2,546,1,1,1,0,0,0,0,0,2,0,0,0,2,0,4,4,570
246,"CHOPAL PATTI HARSARIY UTTARI BHAG SHORO",420,355,0,775,352,257,0,609,550,0,60,0,3,538,3,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,609
247,"CHOPAL CHAMARAN PATTI HARSARI SHORO",597,424,0,1021,376,254,0,630,628,0,52,6,45,517,3,0,0,1,0,2,0,0,0,0,1,1,0,0,1,1,630
248,"CHOPAL PATTI PEERBHADASH SHORO",673,560,0,1233,481,359,0,840,628,0,74,5,3,741,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,10,840
249,"PRATHMIK VIDYALAY NO. 2 SHAHDABBAR",791,592,0,1383,510,416,0,926,926,0,12,4,10,895,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,926
250,"PRATHMIK VIDYALAY NO.1 SHAHDABBAR",556,437,0,993,491,350,0,841,623,0,2,6,1,831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841
251,"PRAIMARI SCHOOL KHIJARPUR",600,495,0,1095,483,392,0,875,849,0,16,1,159,656,3,0,2,0,0,4,1,2,12,2,2,4,2,1,3,5,875
