"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
155,MANIKAURA,692,556,0,1248,339,294,0,633,633,0,170,100,260,30,2,35,4,11,1,2,2,4,1,1,3,0,3,4,633
156,"KHAIRHANIYA URF BANRAHI",260,245,0,505,145,145,0,290,290,0,55,97,61,40,3,5,2,0,2,3,1,2,1,4,6,5,1,2,290
157,BAIDAULI,419,366,0,785,220,221,0,441,441,0,192,61,92,45,4,3,1,5,0,1,2,7,2,1,3,4,11,7,441
158,"ROMANDEI (P)",503,370,0,873,272,242,0,514,514,0,190,47,95,32,7,86,6,6,3,0,2,11,0,5,6,13,3,2,514
159,"ROMANDEI (P)",531,391,0,922,202,197,0,399,399,0,37,22,94,15,1,203,2,6,0,0,1,5,2,1,5,2,0,3,399
160,"KHAIREY URF JHUNGAHWA",509,455,0,964,300,266,0,566,566,0,233,114,57,18,4,23,2,6,25,9,5,19,6,7,5,15,6,12,566
161,"KHAIREY URF JHUNGAHWA",438,401,0,839,225,222,0,447,447,0,180,8,26,14,8,3,1,6,93,71,4,13,4,2,3,7,2,2,447
162,TAULIHWA,676,554,0,1230,436,272,0,708,708,0,184,336,96,9,3,5,3,2,9,6,3,11,3,4,5,14,10,5,708
163,"RAJAKOHA URF PRATAPPUR",152,119,0,271,94,92,0,186,186,0,47,26,106,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,186
164,"DHANAURA KASHIPRASAD",327,254,0,581,172,157,0,329,329,0,145,52,75,6,2,0,2,1,0,2,1,8,3,4,1,12,9,6,329
165,KHAIRA,463,392,0,855,255,236,0,491,491,0,93,64,204,83,2,2,0,2,0,3,2,7,1,4,3,14,2,5,491
166,BASHAIYA,830,688,0,1518,492,338,0,830,830,0,549,87,57,83,4,4,5,1,5,2,4,16,4,3,3,0,2,1,830
167,BASHAIYA,531,392,0,923,297,232,0,529,529,0,295,34,109,13,5,2,0,5,2,3,4,18,3,5,7,15,8,1,529
168,"IMALIYA JANUBI",359,298,0,657,202,208,0,410,410,0,150,124,92,12,1,1,1,6,0,4,0,4,1,0,1,0,7,6,410
169,"GOLAHAURA MUSTAHKAM",707,600,0,1307,430,304,0,734,734,0,271,131,125,27,10,118,1,1,0,3,4,17,4,2,6,6,2,6,734
170,HALAURA,280,253,0,533,195,153,0,348,348,0,211,41,48,14,2,2,2,2,1,1,1,4,0,1,3,8,5,2,348
171,CHAMPAPUR,677,545,0,1222,342,325,0,667,667,0,174,183,201,18,7,16,3,10,3,2,1,6,6,13,12,3,4,5,667
172,"KHADKUNIYA NANKAR",690,602,0,1292,408,388,0,796,796,0,306,137,128,69,29,44,5,10,2,5,2,15,4,8,6,7,11,8,796
173,NIBI,376,309,0,685,203,165,0,368,368,0,154,77,43,49,3,19,1,1,2,0,0,3,5,1,3,4,1,2,368
174,"PARSHOHIYA NANKAR",436,374,0,810,254,210,0,464,464,0,130,166,81,30,3,26,1,3,0,0,0,7,0,0,1,6,7,3,464
175,NIBI,523,465,0,988,331,309,0,640,640,0,333,106,99,28,8,14,2,7,1,0,5,11,4,8,2,5,3,4,640
176,"BHAD MUSTAHKAM",775,629,0,1404,381,343,0,724,724,0,95,138,192,31,7,177,5,6,2,4,4,11,5,5,4,27,6,5,724
177,"DOHARIYA KHURD",634,586,0,1220,407,300,0,707,707,0,286,126,64,161,7,4,6,3,2,4,3,9,4,5,2,10,5,6,707
178,"DOHARIYA BUZURG",425,369,0,794,218,244,0,462,462,0,144,94,123,43,3,7,3,1,1,1,1,4,2,7,2,15,4,7,462
179,SHEMRA,358,312,0,670,234,204,0,438,438,0,70,201,36,116,2,0,0,0,1,0,0,0,2,3,2,2,1,2,438
180,"RAMWAPUR TIWARI",716,646,0,1362,432,360,0,792,792,0,299,276,101,33,3,2,1,3,4,6,4,10,5,8,9,9,12,7,792
181,BAGAHAWA,344,303,0,647,166,152,0,318,318,0,127,12,46,95,6,7,3,7,1,1,2,1,1,2,1,0,3,3,318
182,KHUNUWA,642,534,0,1176,365,305,0,670,670,0,348,62,109,63,3,38,1,2,4,0,4,8,3,8,3,11,2,1,670
183,ATHKONIYA,457,398,0,855,222,229,0,451,451,0,110,241,32,21,4,14,2,1,1,1,0,6,1,1,2,6,5,3,451
184,GUJRAULIYA,378,283,0,661,198,155,0,353,353,0,81,36,38,88,6,73,3,0,2,2,2,5,2,2,3,9,0,1,353
185,KARAHIYA,501,417,0,918,262,220,0,482,482,0,182,117,103,24,1,23,3,2,2,5,1,5,0,5,3,4,0,2,482
186,MAHLI,626,509,0,1135,320,308,0,628,628,0,251,60,82,164,4,6,3,6,4,3,2,8,5,6,3,13,5,3,628
187,"MADRAHNA JANUBI",455,376,0,831,228,176,0,404,404,0,157,62,151,4,2,7,1,5,0,0,0,1,1,3,2,2,5,1,404
188,MAHLA,367,332,0,699,189,169,0,358,358,0,119,105,51,19,2,24,2,2,1,2,1,9,1,2,3,11,2,2,358
189,"MADRAHNA URF RAMNAGAR",352,299,0,651,211,176,0,387,387,0,143,77,55,66,2,7,0,4,2,2,1,5,1,2,1,8,7,4,387
190,BAJAHA,785,622,0,1407,343,317,0,660,660,0,135,161,72,60,2,143,2,2,1,0,4,10,4,9,6,27,13,9,660
191,BAJAHA,489,428,0,917,229,232,0,461,461,0,84,60,45,39,4,172,5,2,0,3,3,12,9,4,4,6,4,5,461
192,"PAKRI URF MUDILA",408,332,0,740,164,173,0,337,337,0,17,18,36,50,4,196,0,1,2,0,0,4,1,2,1,4,0,1,337
193,BHATAULI,404,318,0,722,194,200,0,394,394,0,125,37,131,28,3,18,2,5,1,0,2,6,0,5,4,3,12,12,394
194,"AGAYA KHURD",545,455,0,1000,290,284,0,574,574,0,162,41,143,8,4,141,5,5,1,2,2,32,1,2,1,9,6,9,574
195,JAMUHAWA,648,541,0,1189,303,301,0,604,604,0,121,62,117,42,2,227,3,6,2,3,0,3,3,3,2,6,1,1,604
196,JAMUHAWA,533,422,0,955,219,223,0,442,442,0,88,34,22,11,3,260,3,0,2,2,2,1,1,2,1,4,5,1,442
197,"RAMWAPUR TOLA MUSAHARWA",715,580,0,1295,391,279,0,670,670,0,167,197,99,47,4,119,7,0,2,2,3,5,5,4,2,5,1,1,670
198,"RAMWAPUR TOLA MUSAHARWA",775,654,0,1429,337,255,0,592,592,0,208,122,55,80,1,76,1,1,0,3,4,10,0,5,5,12,5,4,592
199,SURYAKUDIYA,490,467,0,957,258,256,0,514,514,0,156,87,67,12,1,151,6,1,1,2,3,6,0,1,3,5,7,5,514
200,SURYAKUDIYA,484,443,0,927,244,210,0,454,454,0,187,77,53,25,0,71,1,1,2,2,3,8,0,3,4,10,6,1,454
201,PALTADEVI,592,510,0,1102,358,261,0,619,619,0,289,102,94,32,6,72,0,3,1,3,0,0,1,2,0,8,4,2,619
202,PALTADEVI,526,406,0,932,212,166,0,378,378,0,79,116,61,20,0,71,0,4,1,1,0,2,3,3,2,3,8,4,378
203,MAKANPUR,676,643,0,1319,279,276,0,555,555,0,123,127,157,40,4,86,2,3,0,1,1,3,0,1,0,2,3,2,555
204,"SITARAMPUR TOLA BHAGWANPUR",641,556,0,1197,314,296,0,610,610,0,139,131,88,77,3,137,3,5,0,0,1,4,3,4,2,5,5,3,610
205,CHAKAIJOT,582,482,0,1064,310,264,0,574,574,0,303,110,41,18,0,36,19,4,1,2,2,13,0,2,4,7,9,3,574
206,CHAKAIJOT,552,453,0,1005,302,235,0,537,537,0,173,137,108,21,3,44,3,5,3,0,1,9,3,2,8,12,2,3,537
207,"MAHADEVA MISHRA",159,134,0,293,120,101,0,221,221,0,192,20,0,2,0,0,0,0,0,0,0,0,2,0,1,0,4,0,221
208,AHIRAULI,217,188,0,405,132,118,0,250,250,0,108,25,84,1,3,8,1,1,0,0,2,7,0,0,1,7,2,0,250
209,"PARSA MUTALIKA ALIDAPUR",815,616,0,1431,413,293,0,706,706,0,283,88,148,25,5,84,2,7,3,4,3,12,7,8,4,11,7,5,706
210,PARSA,453,361,0,814,205,217,0,422,422,0,19,44,47,265,8,21,0,0,1,0,0,2,3,2,2,4,2,2,422
211,PARSA,469,408,0,877,225,186,0,411,411,0,165,46,88,39,3,56,0,4,0,0,0,3,1,0,0,1,4,1,411
212,ALIDAPUR,739,600,0,1339,370,245,0,615,615,0,198,142,110,32,1,88,2,5,3,1,1,8,5,2,3,7,4,3,615
213,ALIDAPUR,717,623,0,1340,312,281,0,593,593,0,160,98,96,22,4,181,2,3,0,3,0,9,3,1,0,3,4,4,593
214,"MARWATIYA KURMI",223,185,0,408,112,101,0,213,213,0,94,23,47,12,0,29,1,1,0,1,0,0,0,2,1,0,1,1,213
215,GAAYGHAT,751,610,0,1361,309,322,0,631,631,0,220,139,133,13,5,81,2,4,0,4,3,11,0,2,4,6,1,3,631
216,"BHEDHAR GRANT",596,546,0,1142,292,304,0,596,596,0,304,77,91,61,3,9,2,5,4,4,1,4,2,5,4,7,11,2,596
217,"KAPIYA BUKNIHA GRANT",318,287,0,605,120,113,0,233,233,0,116,86,4,5,2,1,0,1,1,0,0,4,0,0,0,4,7,2,233
218,"KAPIYA  GRANT",710,576,0,1286,282,221,0,503,503,0,248,99,41,61,4,21,1,2,2,0,1,6,1,0,1,3,5,7,503
219,"KAPIYA KHALSA",302,269,0,571,181,189,0,370,370,0,162,16,136,21,2,2,1,5,1,0,1,5,2,3,1,5,5,2,370
220,BARGO,654,588,0,1242,376,387,0,763,763,0,134,340,200,31,3,3,5,7,2,1,0,3,3,3,5,7,7,9,763
221,RAKSHA,394,348,0,742,161,167,0,328,328,0,61,59,140,26,1,23,0,3,1,0,1,2,1,0,2,2,3,3,328
222,KARAUTI,340,276,0,616,154,152,0,306,306,0,127,142,13,7,0,0,0,0,0,0,1,0,0,0,1,7,6,2,306
223,LUCHUIYA,278,251,0,529,172,185,0,357,357,0,175,61,84,18,2,1,0,5,1,0,0,3,2,2,1,1,1,0,357
224,DUBAULIYA,324,277,0,601,176,193,0,369,369,0,133,33,95,57,2,29,0,4,0,3,0,6,0,1,2,1,2,1,369
225,BELWA,673,569,0,1242,378,363,0,741,741,0,265,34,75,158,4,130,4,4,3,5,1,23,4,8,5,7,6,5,741
226,MAHDEVA,556,514,0,1070,332,306,0,638,638,0,258,19,210,89,1,7,0,7,7,6,1,9,2,5,2,5,3,7,638
227,UDAIRAJGANG,575,512,0,1087,345,327,0,672,672,0,404,56,113,53,1,6,1,3,0,0,1,6,0,4,5,11,2,6,672
228,SENDURI,471,379,0,850,231,191,0,422,422,0,170,53,54,81,2,0,1,3,3,1,0,6,3,1,10,7,17,10,422
229,"MUDILA BUZURG",588,504,0,1092,284,266,0,550,550,0,255,69,68,76,8,21,1,2,4,4,3,13,2,5,5,11,1,2,550
230,CHILIHIYA,723,648,0,1371,390,363,0,753,753,0,322,196,80,50,7,60,6,1,2,1,0,3,2,1,2,11,6,3,753
231,CHILIHIYA,665,642,0,1307,358,331,0,689,689,0,224,116,210,40,3,21,1,3,4,3,2,7,3,12,9,23,4,4,689
232,"GUJRAULIYA GRANT",736,693,0,1429,400,305,0,705,705,0,364,55,166,25,3,2,1,8,4,2,3,7,7,12,10,14,10,12,705
233,KAUAUA,378,336,0,714,224,197,0,421,421,0,141,90,155,14,1,0,0,0,0,0,2,3,2,3,2,5,2,1,421
234,"MUDILA KHURD",456,376,0,832,256,262,0,518,518,0,88,130,124,122,4,2,4,5,1,2,1,6,2,5,2,9,3,8,518
235,TEKNAAR,536,491,0,1027,285,273,0,558,558,0,151,178,127,56,6,1,2,2,0,0,1,8,5,3,4,12,1,1,558
236,"MADRAHNA URF DUTTPUR",756,612,0,1368,433,312,0,745,745,0,288,183,139,78,7,25,1,3,3,0,2,4,1,4,2,0,4,1,745
237,CHORAR,504,401,0,905,274,223,0,497,497,0,181,117,121,39,4,2,2,4,3,1,1,4,2,3,4,6,2,1,497
238,NIYAW,335,273,0,608,221,174,0,395,395,0,117,83,89,58,3,1,3,4,3,3,3,5,4,3,2,9,3,2,395
239,BHADAW,149,131,0,280,87,86,0,173,173,0,109,17,4,31,2,4,0,1,0,1,0,0,1,1,0,2,0,0,173
240,CHITRA,543,431,2,976,269,242,0,511,511,0,45,46,133,134,8,107,1,2,2,4,0,4,3,0,5,8,6,3,511
241,CHETRA,562,475,0,1037,235,207,0,442,442,0,34,145,73,125,9,37,5,1,0,1,0,2,1,2,1,4,0,2,442
242,KARMA,538,492,0,1030,308,272,0,580,580,0,177,219,84,55,4,7,0,4,1,1,1,3,0,3,4,11,3,3,580
243,NARAURA,330,238,0,568,174,137,0,311,311,0,117,61,65,48,1,2,1,1,0,1,0,1,2,0,1,4,3,3,311
244,BABHNI,354,300,0,654,181,185,0,366,366,0,87,34,89,69,6,59,1,2,1,0,1,5,2,1,0,6,3,0,366
245,SIYAWNANKAR,401,377,0,778,231,234,0,465,465,0,211,61,106,52,3,1,0,2,2,2,3,5,2,5,1,3,4,2,465
246,"RAMAWA NANKAR",641,576,0,1217,441,304,0,745,745,0,259,128,132,167,5,7,1,1,2,0,1,9,5,5,2,9,4,8,745
247,LUCHUIYA,280,261,0,541,189,189,0,378,378,0,130,168,54,16,2,0,0,2,0,0,0,1,0,0,0,2,2,1,378
248,"MAHADEVA NANKAR",653,571,0,1224,327,305,0,632,632,0,217,82,234,39,6,15,0,4,0,0,1,10,2,5,2,5,5,5,632
249,MAKRAUR,595,527,0,1122,327,308,0,635,635,0,256,86,116,99,5,4,1,5,3,2,3,13,2,4,7,15,7,7,635
250,BAGULAHWA,773,724,0,1497,294,442,0,736,736,0,69,387,53,61,5,128,1,4,3,2,2,7,3,1,1,3,3,3,736
251,MAHTHA,435,366,0,801,294,269,0,563,563,0,231,77,131,68,4,22,0,0,0,1,1,8,0,3,4,7,5,1,563
252,MALGAVA,293,253,0,546,171,151,0,322,322,0,161,13,65,53,5,5,1,2,1,2,2,6,1,0,0,3,2,0,322
253,MADWA,611,453,0,1064,373,268,0,641,641,0,354,133,43,59,3,3,1,2,2,4,0,9,1,4,3,12,5,3,641
254,GAJRAHRA,505,433,0,938,267,262,0,529,529,0,164,185,12,12,8,128,1,0,1,0,1,8,0,0,3,4,2,0,529
255,"LEDWA MAFI",442,393,0,835,286,264,0,550,550,0,311,60,54,29,2,20,2,8,5,1,3,6,3,5,3,11,22,5,550
256,PARIGAVA,573,460,0,1033,309,275,0,584,584,0,230,99,91,117,5,2,1,6,6,1,1,6,1,4,2,6,2,4,584
257,NAKTHAR,268,222,0,490,144,141,0,285,285,0,42,62,85,22,5,36,1,3,0,2,0,2,1,1,2,5,6,10,285
258,KOIRIDIHA,356,323,0,679,228,227,0,455,455,0,120,79,117,113,2,1,0,1,0,2,2,3,1,3,1,3,4,3,455
259,CHHATHARI,576,500,0,1076,340,310,0,650,650,0,237,36,140,169,5,15,2,7,3,1,0,4,4,4,6,8,7,2,650
260,NIBI,653,599,0,1252,385,381,0,766,766,0,479,73,103,50,4,4,1,3,4,3,2,7,2,6,2,16,3,4,766
261,NIBI,608,543,1,1152,345,369,0,714,714,0,443,122,72,38,1,8,1,1,3,1,1,6,1,1,1,7,5,2,714
262,GARAKUL,865,738,0,1603,486,400,0,886,886,0,442,122,190,48,7,44,1,2,0,0,2,6,3,3,0,8,7,1,886
263,GARAKUL,483,378,0,861,295,238,0,533,533,0,277,113,62,50,6,1,2,1,5,2,1,2,1,1,0,2,3,4,533
264,GARAKUL,399,342,0,741,216,173,0,389,389,0,238,85,11,31,0,13,0,1,1,0,0,3,1,0,0,1,3,1,389
265,CHHATHARA,463,394,0,857,285,255,0,540,540,0,231,46,131,90,5,1,1,3,4,1,0,8,2,4,2,8,2,1,540
266,SHOHRATGARH,708,657,0,1365,392,306,0,698,698,0,406,239,23,14,0,7,0,0,0,0,1,0,0,0,0,0,1,7,698
267,SHOHRATGARH,654,537,0,1191,374,250,0,624,624,0,490,89,14,16,0,0,0,1,1,0,1,2,0,0,2,1,4,3,624
268,SHOHRATGARH,554,458,0,1012,303,223,0,526,526,0,278,166,42,8,1,7,0,1,0,0,0,3,0,0,2,6,9,3,526
269,SHOHRATGARH,560,490,0,1050,358,295,0,653,653,0,318,279,20,13,1,9,0,1,0,0,0,0,0,1,3,5,3,0,653
270,SHOHRATGARH,491,447,0,938,282,267,0,549,549,0,353,140,21,13,2,4,1,0,1,0,0,3,0,4,2,3,1,1,549
271,SHOHRATGARH,613,510,0,1123,442,307,0,749,749,0,496,196,15,12,2,9,0,2,0,0,0,2,0,3,1,8,3,0,749
272,PARSIYA,682,559,0,1241,375,353,0,728,728,0,320,133,130,75,9,14,1,2,4,4,2,6,2,3,2,7,9,5,728
273,DAHIYAR,338,308,0,646,192,194,0,386,386,0,108,49,149,31,0,1,0,2,2,13,1,3,3,2,4,12,3,3,386
274,PAKRI,733,609,2,1344,410,355,0,765,765,0,201,103,249,151,8,3,4,0,4,3,2,7,5,5,3,7,4,6,765
275,BUDHAPAR,312,277,0,589,182,167,0,349,349,0,156,20,63,76,5,2,1,2,1,0,0,7,1,3,2,6,3,1,349
276,MEHNAULI,462,364,0,826,209,203,0,412,412,0,131,111,27,111,3,4,1,1,1,1,1,1,3,1,2,4,6,3,412
277,AGAYA,514,444,0,958,287,259,0,546,546,0,302,26,91,73,3,7,1,1,1,2,2,10,3,4,5,8,7,0,546
278,CHAUHATTA,289,276,0,565,190,187,0,377,377,0,181,19,124,28,1,1,0,1,1,0,0,3,1,4,1,2,8,2,377
279,KHARGWAR,409,370,0,779,232,241,0,473,473,0,172,54,112,98,3,1,3,4,1,0,1,5,1,4,2,7,4,1,473
280,"DAFRA NANKAR",660,574,0,1234,313,274,0,587,587,0,182,129,59,148,7,2,2,6,5,1,5,4,4,6,2,19,1,5,587
281,"MAHMUDWA GRANT",855,660,0,1515,427,331,0,758,758,0,278,88,96,58,6,170,2,4,10,3,3,20,3,4,2,3,8,0,758
282,"MAHMUDWA GRANT",645,585,0,1230,236,234,0,470,470,0,69,36,18,53,3,267,2,1,0,2,0,11,3,1,2,1,1,0,470
283,"MAHMUDWA GRANT",463,333,0,796,184,155,0,339,339,0,49,44,0,13,3,224,1,1,0,2,1,0,1,0,0,0,0,0,339
284,ANTRI,517,478,0,995,252,298,0,550,550,0,56,13,120,11,4,315,2,3,0,2,4,4,0,3,5,6,2,0,550
285,RAMAPUR,458,344,0,802,210,202,0,412,412,0,52,15,135,21,3,171,4,1,0,2,0,0,2,1,0,2,2,1,412
286,NADWALIYA,503,388,0,891,215,221,0,436,436,0,85,50,64,17,4,191,3,3,0,0,2,4,0,4,1,6,0,2,436
287,NADWALIYA,630,516,0,1146,291,259,0,550,550,0,82,122,67,39,5,187,3,3,2,5,3,5,5,6,4,8,1,3,550
288,RAMAPUR,256,207,0,463,125,115,0,240,240,0,126,25,7,6,1,52,0,2,1,0,3,0,2,3,1,3,6,2,240
289,BAIDAULI,403,311,0,714,206,201,0,407,407,0,68,39,91,77,3,75,3,5,0,1,6,10,2,6,6,6,5,4,407
290,"KOTIA DEEGAR",394,336,0,730,224,204,0,428,428,0,85,56,63,152,5,27,1,5,3,4,3,4,3,3,0,5,5,4,428
291,BELBHARIYA,274,230,0,504,160,141,0,301,301,0,126,6,51,88,3,1,0,3,0,1,2,2,3,0,1,1,10,3,301
292,JAKHAULIYA,681,649,0,1330,356,370,0,726,726,0,233,41,150,240,7,5,3,9,5,1,4,10,4,3,2,3,5,1,726
293,JAKHAULIYA,248,211,0,459,111,112,0,223,223,0,37,11,38,81,3,32,1,2,2,0,1,3,7,1,1,3,0,0,223
294,PAKRI,739,649,0,1388,362,338,0,700,700,0,204,69,138,204,10,13,4,8,0,6,1,10,8,3,4,12,4,2,700
295,PAKRI,434,389,0,823,236,215,0,451,451,0,118,130,104,72,5,0,2,4,0,1,3,0,1,1,0,5,3,2,451
296,"SIRSIYA MISHR",417,349,0,766,237,217,0,454,454,0,102,191,47,70,5,0,1,6,1,6,1,4,2,3,1,5,6,3,454
297,DHANGARIHIYA,511,457,0,968,266,312,0,578,578,0,135,46,9,326,11,4,1,1,4,1,6,6,0,3,1,3,10,11,578
298,ANKRA,378,341,0,719,228,224,0,452,452,0,155,39,191,51,2,0,0,2,1,0,0,3,1,2,3,1,1,0,452
299,JAMIHIRIYA,510,406,0,916,280,260,0,540,540,0,61,153,96,159,4,1,3,3,4,11,4,8,2,5,8,8,4,6,540
300,JAMIHIRIYA,506,445,0,951,326,302,0,628,628,0,127,62,171,191,10,3,4,9,4,2,1,10,4,6,5,14,3,2,628
301,BAIJNATHA,571,489,0,1060,326,277,0,603,603,0,212,49,52,222,8,3,3,5,1,4,2,11,6,7,3,7,6,2,603
302,BAIJNATHA,374,303,0,677,202,203,0,405,405,0,124,39,153,53,4,1,1,3,0,3,0,2,1,4,1,7,6,3,405
303,"SIRSHIYA RAJA",298,240,0,538,111,140,0,251,251,0,6,89,12,95,13,24,1,2,0,2,1,0,0,2,0,1,2,1,251
304,BARAINIYA,709,546,0,1255,321,354,0,675,675,0,70,140,88,119,8,174,5,5,4,4,5,15,7,7,6,11,3,4,675
305,NAKAHI,575,483,0,1058,316,280,0,596,596,0,106,45,44,240,11,32,4,4,6,3,9,15,12,11,8,12,15,19,596
306,BHAPSI,785,680,0,1465,354,439,0,793,793,0,252,230,82,138,3,22,2,7,1,1,4,7,2,8,2,9,10,13,793
307,BABHNI,307,234,0,541,113,102,0,215,215,0,15,146,10,9,1,18,1,0,1,2,1,2,1,1,1,2,1,3,215
308,BABHNI,846,582,0,1428,363,358,0,721,721,0,137,137,100,57,7,226,2,6,4,4,3,8,5,6,3,8,6,2,721
309,PARSHOHIYA,695,594,0,1289,219,395,0,614,614,0,140,35,311,57,3,20,2,8,8,2,3,4,0,8,2,6,3,2,614
310,PARSHOHIYA,215,185,0,400,103,106,0,209,209,0,81,8,44,30,4,29,0,4,2,0,0,2,0,1,1,3,0,0,209
311,"CHHAPIYA GANGWA",375,294,0,669,158,146,0,304,304,0,23,40,107,20,3,85,2,8,0,3,0,1,1,5,0,0,2,4,304
312,"KHETWAL MISHR",652,539,0,1191,312,307,0,619,619,0,75,271,112,70,4,26,1,1,1,3,2,6,4,2,5,16,7,13,619
313,DABRA,777,637,0,1414,312,294,0,606,606,0,154,50,108,212,5,40,4,0,5,3,2,0,2,2,2,4,8,5,606
314,KULAGWAPUR,546,417,0,963,255,227,0,482,482,0,225,66,75,23,2,51,2,3,5,1,4,9,1,3,2,9,0,1,482
315,KULAGWAPUR,504,409,0,913,230,217,0,447,447,0,108,63,42,80,9,4,3,6,5,85,6,10,4,8,2,7,1,4,447
316,NAGPARA,525,400,0,925,214,210,0,424,424,0,198,105,21,20,9,8,0,1,7,4,0,13,2,6,3,14,9,4,424
317,NAGPARA,337,256,0,593,128,118,0,246,246,0,52,13,28,48,5,59,1,0,1,23,0,6,0,0,3,4,3,0,246
318,PIPRAHWA,225,188,0,413,107,106,0,213,213,0,140,18,30,14,3,0,0,2,2,0,0,3,0,0,0,1,0,0,213
319,MAJHWAN,497,427,0,924,193,176,0,369,369,0,82,20,64,41,6,125,0,3,3,4,3,5,1,4,1,4,2,1,369
320,MAJHWAN,471,385,0,856,189,166,0,355,355,0,29,74,31,77,8,98,1,1,1,1,3,14,2,3,3,3,2,4,355
321,SHAHA,665,594,0,1259,345,331,0,676,676,0,324,70,101,62,4,61,3,7,6,1,2,1,2,6,6,12,5,3,676
322,LAKHANPARA,773,658,0,1431,333,339,0,672,672,0,266,97,50,164,7,57,2,2,4,1,1,7,1,0,2,2,6,3,672
323,SABUAI,561,470,0,1031,273,308,0,581,581,0,165,108,77,156,16,1,4,7,3,2,3,6,4,3,10,13,1,2,581
324,JUDIKUIYA,354,306,0,660,169,168,0,337,337,0,80,73,137,17,1,18,0,1,1,0,0,0,0,2,0,4,1,2,337
325,KOILIGHAAT,301,296,0,597,148,183,0,331,331,0,88,72,85,44,4,29,1,2,0,1,1,1,1,1,0,1,0,0,331
326,TADIYA,554,496,0,1050,356,285,0,641,641,0,241,86,76,120,14,20,2,1,8,1,2,5,4,4,7,9,20,21,641
327,JOGIBAARI,793,670,0,1463,321,371,0,692,692,0,128,100,160,182,9,48,4,9,3,4,3,10,1,4,3,9,5,10,692
328,MASJIDIYA,474,381,0,855,249,215,0,464,464,0,184,80,48,84,5,5,1,5,1,2,4,13,2,6,7,10,6,1,464
329,MASJIDIYA,458,382,1,841,252,205,0,457,457,0,215,57,40,85,3,2,0,0,2,0,2,14,5,6,1,13,2,10,457
330,"EKDEGWA BHAWPUR GRANT",662,595,0,1257,338,377,0,715,715,0,127,272,104,135,6,9,1,1,4,2,1,8,2,3,1,5,15,19,715
331,BELGADA,327,286,0,613,193,160,0,353,353,0,70,32,41,147,11,26,2,2,4,1,3,1,3,0,0,6,4,0,353
332,JAJARGATHIYA,365,316,0,681,156,200,0,356,356,0,79,37,49,165,4,2,0,1,2,1,0,3,0,1,0,5,6,1,356
333,SANTORA,811,688,0,1499,454,412,0,866,866,0,306,361,115,49,0,4,0,4,0,0,2,9,2,2,4,5,2,1,866
334,JAMUNI,719,630,1,1350,420,398,0,818,818,0,194,282,118,140,6,30,5,2,2,3,1,4,0,0,3,2,8,18,818
335,"MAHDEVA GANGARAM",523,437,0,960,294,261,0,555,555,0,238,103,97,68,1,12,2,5,4,1,2,3,2,5,0,3,4,5,555
336,KATAYA,309,258,0,567,190,149,0,339,339,0,217,27,55,17,0,1,0,0,2,0,0,1,0,1,2,3,5,8,339
337,KANUADEEH,296,258,0,554,162,141,0,303,303,0,168,79,6,18,0,23,0,0,0,0,1,0,1,0,1,5,0,1,303
338,PARASPINDA,542,465,1,1008,294,239,0,533,533,0,177,60,157,80,3,5,1,3,5,2,0,9,2,8,6,11,3,1,533
339,SEHURA,468,418,0,886,241,246,0,487,487,0,160,173,59,46,3,6,2,3,0,3,1,5,0,5,8,12,0,1,487
340,BABHNI,426,369,0,795,185,192,0,377,377,0,137,83,67,68,1,0,0,2,1,0,1,3,2,1,2,6,2,1,377
341,CHANRGADDI,292,256,0,548,171,161,0,332,332,0,130,23,46,97,5,5,0,1,1,3,1,5,1,0,2,6,1,5,332
342,MAHLA,404,417,0,821,188,208,0,396,396,0,124,44,133,45,4,5,1,5,7,2,2,1,3,3,7,8,0,2,396
343,"KARAUDA NANKAR",336,274,0,610,201,171,0,372,372,0,265,34,31,27,0,0,0,0,0,0,1,3,1,1,0,4,3,2,372
344,KHUHURIYA,792,626,0,1418,401,295,0,696,696,0,373,65,111,78,8,3,0,12,2,4,4,6,4,4,3,2,9,8,696
345,BARGADWA,304,277,0,581,178,152,0,330,330,0,190,37,44,17,2,11,2,1,1,0,1,5,0,1,3,4,6,5,330
346,BASTHA,337,294,0,631,222,189,0,411,411,0,208,24,25,113,6,1,3,1,2,1,1,6,3,2,2,8,4,1,411
347,"DHUSURI BUZURG",479,417,0,896,269,224,0,493,493,0,174,58,126,86,2,2,0,6,2,1,2,4,3,7,7,7,1,5,493
