"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
127,"PRATHMIK VIDYALYA LAKAHAN ROOM NO 2",524,455,0,979,423,334,0,757,757,0,56,2,682,3,0,1,0,1,0,0,0,0,0,4,6,2,757
128,"PRATHMIK VIDYALYA BHOVAPUR ROOM NO 1",505,457,0,962,355,392,0,747,747,0,356,11,353,14,0,1,0,1,0,0,0,0,1,1,5,4,747
129,"PRATHMIK VIDYALYA HINDALPUR ROOM NO 1",711,641,0,1352,572,365,0,937,937,0,42,16,837,33,0,3,0,0,0,0,0,0,1,1,3,1,937
130,"PRATHMIK VIDYALYA MDAPUR MUSTAFABAD ROOM NO 1",804,717,0,1521,609,467,0,1076,1076,0,108,261,31,650,5,2,0,2,0,1,0,0,2,1,9,4,1076
131,"PRATHMIK VIDYALYA SHIKHERA NO 1 ROOM NO 1",750,683,1,1434,691,348,0,1039,1039,0,168,77,732,50,1,3,0,0,0,0,0,0,0,4,2,2,1039
132,"PRATHMIK VIDYALYA SHIKHERA NO 1 ROOM NO 2",693,609,0,1302,520,419,0,939,939,0,125,65,429,305,1,0,0,1,0,2,0,2,1,0,4,4,939
133,"PRATHMIK VIDYALYA SHIKHERA NO 2 ROOM NO 1",549,463,0,1012,386,322,0,708,708,0,35,29,4,620,1,0,0,0,0,1,1,0,2,5,2,8,708
134,"PRATHMIK VIDYALYA SHIKHERA NO 2 ROOM NO 2",427,342,1,770,332,216,0,548,548,0,158,91,3,288,1,4,0,0,0,0,0,0,0,1,2,0,548
135,"PRATHMIK VIDYALYA HAWAL ROOM NO 1",703,618,0,1321,584,437,0,1021,1021,0,36,401,9,559,0,3,0,0,0,1,0,3,2,0,3,4,1021
136,"PRATHMIK VIDYALYA KANDOLA NO 1 ROOM NO 1",549,481,0,1030,388,287,0,675,675,0,40,11,595,12,0,0,1,0,0,0,0,0,1,5,6,4,675
137,"PRATHMIK VIDYALYA KANDOLA  NO 1 ROOM NO 2",438,376,0,814,302,224,0,526,526,0,99,10,392,11,0,2,0,0,0,0,1,0,1,2,4,4,526
138,"PRATHMIK VIDYALYA KANDOLA NO 2 ROOM NO 1",683,547,0,1230,439,307,0,746,746,0,226,11,471,25,0,1,1,0,0,0,1,0,2,2,3,3,746
139,"PRATHMIK VIDYALYA KANDOLE",421,339,0,760,278,186,0,464,464,0,45,19,312,71,1,7,0,0,1,0,1,0,0,2,4,1,464
140,"PRATHMIK VIDYALYA AAJMPUR ROOM NO 1",511,426,0,937,303,220,0,523,523,0,34,100,15,363,0,9,0,0,0,0,0,0,0,0,1,1,523
141,"PRATHMIK VIDYALYA AAJMPUR ROOM NO 2",559,396,0,955,371,229,0,600,600,0,42,40,6,487,1,16,0,0,1,0,0,1,1,1,1,3,600
142,"PRATHMIK VIDYALYA AAJMPUR ROOM NO 3",476,352,0,828,304,191,0,495,495,0,29,26,1,414,1,17,0,0,0,0,0,1,2,1,0,3,495
143,"PRATHMIK VIDYALYA HIMMATNAGER",937,708,0,1645,578,349,0,927,927,0,212,250,24,391,2,30,1,0,0,2,1,1,0,2,4,7,927
144,"BAPA RAWAL HAYER  SECONDRY SCHOOL SAHAPUR FAGOTA ROOM NO 1",485,420,0,905,375,288,0,663,663,0,38,6,570,24,0,13,0,0,0,0,0,0,1,4,3,4,663
145,"BAPA RAWAL HAYER SECONDRY SCHOOL SAHAPUR FAGOTA ROOM NO 2",545,449,0,994,391,299,0,690,690,0,224,1,397,53,1,1,0,0,0,0,0,1,0,2,5,5,690
146,"PRATHMIK VIDYALYA NO. 1 SAHAPUR PHAGOTA  ROOM NO. 1",495,424,0,919,302,206,0,508,508,0,21,17,402,51,1,9,0,0,0,2,0,0,1,1,3,0,508
147,"PRATHMIK VIDYALYA NO 1 SAHAPUR PHAGOTA  ROOM NO. 2",402,353,0,755,263,221,0,484,484,0,2,3,341,103,0,23,0,0,0,0,2,0,0,3,6,1,484
148,"PRATHMIK VIDYALYA KARANPUR JATT ROOM NO 1",476,404,0,880,324,215,0,539,539,0,48,105,306,61,0,0,2,0,0,1,0,0,1,9,5,1,539
149,"PRATHMIK VIDYALYA KARANPUR JATT ROOM NO 2",340,291,0,631,252,199,0,451,451,0,191,20,204,27,0,1,1,0,0,0,0,0,0,2,2,3,451
150,"PURV PRATHMIK VIDYALYA KARANPUR JATT ROOM NO 1",276,241,0,517,174,133,0,307,307,0,15,10,223,44,0,0,0,0,0,0,1,0,0,2,11,1,307
151,"PRATHMIK VIDYALYA NATO KI MADHIYA KARANPUR JATT ROOM  NO 1",138,139,0,277,115,118,0,233,233,0,0,1,203,25,1,0,0,0,0,0,0,0,0,1,1,1,233
152,"PRATHMIK VIDYALYA NANDPUR ROOM NO 1",685,572,0,1257,525,337,0,862,862,0,71,18,659,94,1,0,1,1,0,0,1,0,1,7,4,4,862
153,"PRATHMIK VIDYALYA SHIVAYA ROOM NO 1",505,436,0,941,333,267,0,600,600,0,129,4,424,27,0,4,1,0,0,0,0,0,1,4,2,4,600
154,"PRATHMIK VIDYALYA SHIVAYA  ROOM NO 2",265,205,0,470,180,135,0,315,315,0,97,6,197,11,0,1,1,0,0,0,0,0,0,1,1,0,315
155,"PRATHMIK VIDYALYA KARIMPUR BHAIPUR ROOM NO 1",632,574,0,1206,449,368,0,817,817,0,25,2,577,206,0,2,0,0,0,0,0,0,1,3,1,0,817
156,"PRATHMIK VIDYALYA NARAYANPUR BANSKA ROOM NO 1",779,712,0,1491,509,413,0,922,922,0,128,24,328,422,1,3,0,0,0,0,0,0,3,3,5,5,922
157,"PRATHMIK VIDYALYA NARAYANPUR BANSKA ROOM NO  2",519,475,0,994,380,325,0,705,705,0,173,4,158,346,7,0,0,0,0,0,1,0,4,1,4,7,705
158,"PRATHMIK VIDYALYA KAPURPUR ROOM NO 1",668,597,0,1265,509,387,0,896,896,0,97,3,765,13,0,1,0,0,0,0,0,0,3,7,4,3,896
159,"PRATHMIK VIDYALYA NO 2 SAPNAWAT ROOM NO 1",576,503,0,1079,418,314,0,732,732,0,11,9,634,50,0,13,0,0,0,1,1,0,1,4,6,2,732
160,"PRATHMIK VIDYALYA NO 2 SAPNAWAT ROOM NO 2",428,357,0,785,260,187,0,447,447,0,45,12,365,8,0,4,0,0,2,1,0,0,1,3,1,5,447
161,"PRATHMIK VIDYALYA NO 1 SAPNAWAT ROOOM NO 1",429,400,0,829,284,248,0,532,532,0,57,2,396,58,0,5,0,1,1,0,0,1,0,4,4,3,532
162,"PRATHMIK VIDYALYA NO 1 SAPNAWAT ROOM N 2",516,461,0,977,375,287,0,662,662,0,71,10,377,183,2,1,1,0,0,1,0,0,2,4,5,5,662
163,"UDAY PRATAP INTER COLLEGE SAPNAWAT ROOM NO 1",353,337,0,690,266,214,0,480,480,0,15,3,446,6,2,1,0,0,0,1,0,0,0,1,3,2,480
164,"UDAY PRATAP INTER COLLEGE SAPNAWAT ROOM NO 2",435,370,0,805,336,228,0,564,564,0,8,7,511,17,0,4,0,0,0,1,0,0,2,3,9,2,564
165,"UDAY PRATAP INTER COLLEGE SAPNAWAT ROOM NO 3",432,367,0,799,329,255,0,584,584,0,32,7,529,8,0,0,0,1,0,1,0,0,1,0,2,3,584
166,"UDAY PRATAP INTER COLLEGE SAPNAWAT ROOM NO 4",340,298,0,638,276,216,0,492,492,0,0,1,478,4,0,3,0,0,0,0,0,0,0,4,1,1,492
167,"PRATHMIK VIDYALYA LATIFPUR MAZRA SAPNAWAT ROOM NO 1",173,129,0,302,151,103,0,254,254,0,2,3,210,34,0,0,1,0,0,1,0,0,0,3,0,0,254
168,"PRATHMIK VIDYALYA NARAINA ROOM NO 1",620,560,0,1180,417,385,0,802,802,0,401,3,356,38,0,0,0,0,0,0,0,1,0,1,0,2,802
169,"PRATHMIK VIDYALYA DAHIRPUR RAJJAKPUR ROOM NO 1",641,541,0,1182,450,348,0,798,798,0,255,28,450,55,0,2,0,0,0,0,0,0,2,1,2,3,798
170,"PRATHMIK VIDYALYA BHUDIYA ROOM NO 1",487,409,0,896,357,298,0,655,655,0,94,8,484,56,2,1,1,0,0,0,0,0,1,2,1,5,655
171,"PRATHMIK VIDYALYA BAHAWA ROOM NO 1",561,493,0,1054,338,254,0,592,592,0,6,42,519,21,0,1,0,0,0,0,0,0,2,1,0,0,592
172,"PRATHMIK VIDYALYA KIRPANAGER URF BHEGAPUR ROOM NO 1",619,542,0,1161,470,277,0,747,747,0,131,12,546,48,3,0,0,0,0,0,0,0,0,4,3,0,747
173,"PRATHMIK VIDYALYA PARPA 1",612,544,0,1156,331,253,0,584,584,0,61,6,488,13,1,2,1,0,0,0,0,0,1,5,6,0,584
174,"PRATHMIK VIDYALYA PARPA ROOM NO 2",563,499,0,1062,434,315,0,749,749,0,6,27,690,8,1,0,1,0,0,0,0,1,0,9,5,1,749
175,"PRATHMIK VIDYALYA PARPA  MADHIYA NEHAR PAR ROOM NO 1",151,132,0,283,108,96,0,204,204,0,69,0,131,0,0,0,0,0,0,0,0,0,0,1,1,2,204
176,"PRATHMIK VIDYALYA NAGLA GAJJU ROOM NO 1",455,400,0,855,255,220,0,475,475,0,100,8,343,13,2,1,1,0,1,0,1,0,0,4,1,0,475
177,"B. R. INTER COLLAGE SAMANA ROOM NO 1",679,513,0,1192,438,336,0,774,774,0,142,19,573,24,0,1,1,1,0,0,1,1,2,3,5,1,774
178,"B. R. INTER COLLAGE SAMANA ROOM NO -2",555,483,0,1038,350,258,0,608,608,0,4,9,581,9,0,1,0,0,0,0,0,0,1,1,2,0,608
179,"PRATHMIK VIDYALYA SUKHDEVPUR 1",532,467,0,999,334,280,0,614,614,0,160,5,431,3,0,0,0,0,0,0,1,0,0,8,2,4,614
180,"PRATHMIK VIDYALYA IKLEIDI ROOM NO 1",594,515,0,1109,473,381,0,854,854,0,656,2,146,34,0,2,0,1,0,0,0,0,0,3,1,9,854
181,"PRATHMIK VIDYALYA IKLENDI ROOM NO 2",580,505,1,1086,426,360,0,786,786,0,20,5,621,127,0,1,0,0,0,0,1,1,1,5,3,1,786
182,"PRATHMIK VIDYALYA BAJHERA KALA ROOM  NO 1",699,534,0,1233,368,245,0,613,613,0,95,127,3,374,4,3,0,1,0,2,0,1,0,0,0,3,613
183,"PRATHMIK VIDYALYA BAJHERA KALA ROOM NO 2",655,569,0,1224,402,305,0,707,707,0,167,59,8,445,6,3,2,1,0,0,2,3,0,1,1,9,707
184,"PRATHMIK VIDYALYA BAJHERA KALA ROOM  NO 3",693,563,0,1256,415,250,0,665,665,0,122,134,28,366,1,5,0,0,1,1,0,0,0,1,3,3,665
185,"PRATHMIK VIDYALYA BAJHERA KALA ROOM NO 4",527,449,0,976,268,238,0,506,506,0,76,65,16,338,4,3,0,1,0,0,0,1,1,0,1,0,506
186,"PURV MADHMIK VIDYALYA BAJEDHAKALA ROOM NO 1",604,429,0,1033,316,211,0,527,527,0,229,39,11,236,2,8,0,0,0,0,0,0,0,0,0,2,527
187,"PURV MADHMIK VIDYALYA BAJEDHA KALA ROOM NO 2",511,446,0,957,279,262,0,541,541,0,361,15,5,143,0,10,0,0,0,0,0,0,0,1,1,5,541
188,"PURV MADHMIK VIDYALYA BAJEDHAKALA ROOM NO 3",628,510,0,1138,370,278,0,648,648,0,341,37,9,251,1,3,0,0,0,0,0,0,0,0,1,5,648
189,"PURV MADHMIK VIDYALYA BAJEDHA  KALA ROOM NO 4",716,529,0,1245,411,284,0,695,695,0,350,21,32,276,2,8,0,0,0,0,1,0,1,1,1,2,695
190,"PURV MADHMIK VIDYALYA BAJEDHA KALA ROOM NO 5",585,503,0,1088,339,306,0,645,645,0,171,53,12,394,3,7,0,0,0,1,0,2,0,0,0,2,645
191,"PRATHMIK VIDYALYA DOMATIKRI ROOM NO 1",398,353,0,751,303,255,0,558,558,0,298,5,237,5,1,1,0,0,1,0,0,0,1,2,3,4,558
192,"PRATHMIK VIDYALYA KAMRUDDIN NAGER ROOM NO 1",526,434,0,960,372,282,0,654,654,0,24,7,562,45,0,0,0,0,0,0,1,0,2,5,5,3,654
193,"PRATHMIK VIDYALYA KAMRUDDIN NAGER ROOM NO 2",462,344,0,806,305,214,0,519,519,0,130,9,323,47,1,2,0,0,1,0,0,0,1,2,2,1,519
194,"PURV MADHYAMIK VIDYALYA BASATPUR ROOM NO 1",406,370,0,776,322,279,0,601,601,0,69,11,499,10,0,0,0,0,1,0,1,0,0,2,5,3,601
195,"PURV MADHYAMIK VIDYALYA BASATPUR ROOM NO 2",456,404,0,860,322,278,0,600,600,0,87,3,438,54,0,1,0,0,1,1,0,0,0,6,6,3,600
196,"PRATHMIK VIDYALYA NAGLA KASHI ROOM NO 1",622,510,0,1132,412,356,0,768,768,0,13,3,727,21,0,1,0,0,0,0,0,1,0,0,2,0,768
197,"PRATHMIK VIDYALYA NAGLA CHAJJU ROOM NO 1",330,308,0,638,260,230,0,490,490,0,93,5,353,18,10,2,0,0,0,0,0,0,0,5,1,3,490
198,"PRATHMIK VIDYALYA LALPUR ROOM NO 1",692,545,0,1237,431,436,0,867,867,0,49,11,8,781,5,1,0,0,1,1,1,1,1,1,2,4,867
199,"PRATHMIK VIDYALYA LALPUR ROOM NO 2",587,483,0,1070,365,292,0,657,657,0,115,18,110,404,1,0,1,0,0,1,0,0,2,2,1,2,657
200,"PRATHMIK VIDYALYA SHOLANA ROOM NO 1",782,641,0,1423,532,417,0,949,949,0,9,33,875,17,0,0,0,0,0,0,0,1,1,2,9,2,949
201,"PRATHMIK VIDYALYA SHOLANA ROOM NO 2",738,595,0,1333,556,384,0,940,940,0,120,23,721,48,3,6,1,0,0,0,1,2,3,1,5,6,940
202,"PURV MADHYAMIK VIDYALYA NIDHAWALI ROOM NO 1",726,606,0,1332,529,409,0,938,938,0,527,25,282,82,0,4,2,0,0,1,0,2,0,3,0,10,938
203,"SADHAN SAHKARI SAMITI DAULATPUR DHIKRI ROOM NO 1",694,592,0,1286,537,323,0,860,860,0,291,27,445,82,1,0,1,0,1,3,0,0,2,4,2,1,860
204,"RSS INTER COLLEGE DHOULANA ROOM NO 1",519,434,0,953,309,219,0,528,528,0,134,32,13,342,2,1,0,0,0,0,0,0,0,1,2,1,528
205,"RSS INTER COLLEGE DHOULANA ROOM NO 2",511,414,0,925,339,278,0,617,617,0,569,5,12,14,6,0,0,0,0,0,0,0,0,0,0,11,617
206,"PRATHMIK VIDYALYA DHOLANA NO 3 ROOM NO 1",528,426,0,954,329,274,0,603,603,0,108,31,160,283,0,7,0,0,0,1,0,0,1,6,3,3,603
207,"PATEL SMARAK INTER COLLEGE DHOLANA ROOM NO 1",509,432,0,941,327,261,0,588,588,0,185,24,181,189,1,4,0,0,0,0,0,0,0,0,1,3,588
208,"PATEL SMARAK INTER COLLEGE DHOLANA ROOM NO 2",614,504,0,1118,425,326,0,751,751,0,57,43,180,447,8,8,0,0,1,0,0,0,0,1,3,3,751
209,"PRATHMIK VIDYALYA DHOLANA NO 2 ROOM NO 1",590,494,0,1084,388,319,0,707,707,0,63,25,509,99,0,3,0,0,0,1,0,0,1,1,4,1,707
210,"PRATHMIK VIDYALYA DHOLANA NO 2 ROOM NO 2",572,506,0,1078,387,294,0,681,681,0,33,13,586,33,0,5,0,2,1,0,0,0,1,4,2,1,681
211,"PRATHMIK VIDYALYA DHOLANA NO 1 ROOM NO 1",605,510,0,1115,351,274,0,625,625,0,140,39,331,100,0,3,1,0,0,1,0,0,0,4,5,1,625
212,"PRATHMIK VIDYALYA DHOLANA NO 1 ROOM NO 2",772,660,0,1432,533,425,0,958,958,0,459,26,383,69,6,4,0,0,0,0,0,0,0,1,3,7,958
213,"PRATHMIK VIDYALYA KAKRANA ROOM NO 1",532,427,0,959,408,295,0,703,703,0,129,24,540,1,0,1,0,0,0,0,0,0,0,4,3,1,703
214,"PRATHMIK VIDYALYA KAKRANA  ROOM NO 2",547,496,0,1043,462,346,0,808,808,0,122,12,651,1,2,1,0,0,0,0,2,0,1,9,4,3,808
215,"PURV MADHYAMIK VIDYALYA KAKRANA ROOM NO 1",226,203,1,430,220,150,0,370,370,0,1,12,354,2,0,1,0,0,0,0,0,0,0,0,0,0,370
216,"PRATHMIK VIDYALYA BAJHERA KHURD ROOM NO 1",525,454,0,979,388,322,0,710,710,0,48,34,566,45,2,3,0,0,0,1,0,1,0,6,2,2,710
217,"PRATHMIK VIDYALYA BAJHERA KHURD ROOM NO 2",530,473,0,1003,377,300,0,677,677,0,90,31,523,25,0,0,0,0,0,0,1,0,1,0,6,0,677
218,"PURV MADHYMIK VIDYALYA BAJHERA KHURD ROOM NO 1",591,528,0,1119,472,353,0,825,825,0,8,28,774,3,0,1,0,0,0,0,1,0,2,5,1,2,825
219,"PRATHMIK VIDYALYA JADOPUR ROOM NO 1",409,377,0,786,293,261,0,554,554,0,239,41,255,4,0,1,1,2,1,0,0,0,2,2,4,2,554
220,"PARISHADIYE JUNIOR HIGH SCHOOL DHERA ROOM NO 1",1027,822,0,1849,635,375,0,1010,1010,0,125,288,75,498,6,2,2,0,0,1,0,0,0,1,4,8,1010
221,"PARISHADIYE JUNIOR HIGH SCHOOL DHERA ROOM NO 2",818,687,0,1505,520,372,0,892,892,0,147,149,29,549,3,8,0,0,0,0,0,1,1,1,0,4,892
222,"PRATHMIK VIDLAYA GAJIRIYA DEHRA ROOM NO 1",591,480,0,1071,496,227,0,723,723,0,2,49,18,647,4,1,0,0,0,0,0,0,0,0,1,1,723
223,"PRATHMIK VIDLAYA GAJIRIYA DEHRA ROOM NO 2",667,563,0,1230,427,299,0,726,726,0,35,21,34,621,2,0,1,0,0,0,0,3,3,1,3,2,726
224,"PRATHMIK VIDYALYA DHERA ROOM NO 1",637,525,0,1162,516,274,0,790,790,0,59,55,9,644,4,4,0,1,1,0,0,2,3,2,0,6,790
225,"PRATHMIK VIDYALYA DHERA ROOM NO 2",872,745,0,1617,580,429,0,1009,1009,0,173,110,8,699,6,2,0,0,0,1,0,4,3,0,0,3,1009
226,"PRATHMIK VIDYALYA GALAND ROOM NO 1",512,453,0,965,380,325,0,705,705,0,11,37,623,24,0,2,0,0,1,2,0,0,0,0,2,3,705
227,"PRATHMIK VIDYALYA GALAND ROOM NO 2",603,549,0,1152,469,381,0,850,850,0,67,107,594,69,0,3,0,0,0,0,0,2,2,3,2,1,850
228,"PRATHMIK VIDYALYA GALAND ROOM NO 3",613,509,0,1122,498,382,0,880,880,0,303,15,547,3,0,0,1,0,0,1,0,0,1,5,1,3,880
229,"PRATHMIK VIDYALYA GALAND ROOM NO 4",357,370,0,727,255,231,0,486,486,0,141,4,337,1,0,0,0,0,0,0,0,0,0,1,1,1,486
230,"PRA. VI. N0 2 GALAND ROOM NO 1",821,701,0,1522,655,507,0,1162,1162,0,679,7,444,3,0,8,0,0,1,0,0,0,1,2,6,11,1162
231,"PRA. VI. N0. 2 GALAND ROOM NO 2",712,600,0,1312,532,463,0,995,995,0,193,15,689,67,0,3,0,0,1,1,0,2,0,9,6,9,995
232,"NEHRU JAI JAWAN JAI KISAN JUNIOR HIGH SCHOOL GALAND ROOM NO 1",935,284,0,1219,453,106,0,559,559,0,10,15,502,6,1,14,0,1,0,0,0,0,1,2,6,1,559
233,"PRATHMIK VIDYALYA PIPLEHRA ROOM NO 1",609,530,0,1139,440,324,0,764,764,0,258,51,88,341,0,3,0,0,1,1,0,1,0,7,5,8,764
234,"PRATHMIK VIDYALYA PIPLEHRA ROOM NO 2",574,488,0,1062,426,281,0,707,707,0,35,19,12,627,2,2,1,0,0,0,0,0,2,2,1,4,707
235,"PRATHMIK VIDYALYA PIPLEHRA ROOM NO 3",823,688,0,1511,632,472,0,1104,1104,0,69,89,5,915,3,4,1,0,0,1,0,2,4,1,2,8,1104
236,"PURV MADHYMIK VIDLYA PIPLHERA ROOM NO 1",700,572,0,1272,465,338,0,803,803,0,62,95,3,602,8,21,3,0,0,1,2,1,2,1,1,1,803
237,"PURV MADHYMIK VIDLYA PIPLHERA ROOM NO 2",1062,809,1,1872,605,439,0,1044,1044,0,60,231,8,687,6,33,2,1,1,0,0,0,5,5,2,3,1044
238,"PRATHMIK VIDYALYA SAIKHPUR KHIRA ROOM NO 1",703,533,0,1236,459,290,0,749,749,0,75,26,28,595,6,5,1,1,0,1,1,2,0,2,0,6,749
239,"PRATHMIK VIDYALYA SHEKPUR KHICRA ROOM NO 2",666,537,0,1203,479,312,0,791,791,0,84,59,18,600,8,12,0,1,0,0,0,2,0,1,0,6,791
240,"PURV MADHYMIK SHEKPUR KICHRA ROOM NO 1",649,496,0,1145,496,339,0,835,835,0,194,55,5,571,1,2,1,0,0,0,0,1,2,0,1,2,835
241,"PRATHMIK VIDYALYA UDAYRAMPUR NAGLA ROOM NO 1",575,453,0,1028,435,279,0,714,714,0,21,73,562,42,1,6,0,1,0,0,0,0,1,4,1,2,714
242,"PURV MADHYMIK VIDLYA HASANPUR ROOM NO 1",616,526,0,1142,502,364,0,866,866,0,8,19,821,10,0,2,0,0,0,0,0,0,0,2,4,0,866
243,"PURV MADHYMIK VIDLYA HASANPUR ROOM NO 2",722,611,0,1333,619,419,0,1038,1038,0,220,11,731,72,0,0,0,0,0,0,0,0,0,0,2,2,1038
244,"PRIMARY SCHOOL KANAUJA",517,398,0,915,450,266,0,716,716,0,14,38,440,207,3,2,0,0,0,0,0,3,0,6,1,2,716
245,"PRIMARY SCHOOL KANAUJA",394,266,0,660,321,176,0,497,497,0,7,29,434,20,0,1,0,0,0,0,0,0,1,3,1,1,497
246,"PURV MADYAMIK VIDYALAY KANAUJA",470,336,0,806,342,229,0,571,571,0,101,22,414,23,0,1,0,0,0,1,0,2,0,0,4,3,571
247,"PURV MADYAMIK VIDYALAY KANAUJA",392,243,0,635,323,163,0,486,486,0,5,24,436,14,1,0,0,0,0,0,0,1,0,1,2,2,486
248,"PRIMARY SCHOOL MATIYALA",451,371,0,822,350,276,0,626,626,0,298,7,303,4,0,6,0,0,0,0,0,1,0,3,2,2,626
249,"KHRISTRAJA SENTPAUL SCHOOL MASOORI",670,425,0,1095,415,223,0,638,638,0,19,199,111,292,4,9,0,0,0,1,0,1,0,1,0,1,638
250,"KHRISTRAJA SENTPAUL SCHOOL MASOORI",727,520,0,1247,413,345,0,758,758,0,208,125,33,381,0,2,2,0,1,0,0,1,2,0,1,2,758
251,"KHRISTRAJA SENTPAUL SCHOOL MASOORI",746,567,0,1313,467,322,0,789,789,0,168,150,45,415,1,5,0,0,0,0,1,0,1,0,2,1,789
252,"KHRISTRAJA SENTPAUL SCHOOL MASOORI",540,398,0,938,340,221,0,561,561,0,20,150,21,359,0,5,1,0,0,1,1,0,0,1,0,2,561
253,"KHRISTRAJA SENTPAUL SCHOOL MASOORI",452,314,0,766,270,192,0,462,462,0,12,179,21,234,0,14,0,0,1,0,1,0,0,0,0,0,462
254,"PURV MADYAMIK VIDYALEY  MASOORI",639,483,0,1122,417,273,0,690,690,0,69,145,18,430,0,11,2,0,0,4,0,1,2,3,1,4,690
255,"JUNIOR HIGH SCHOOL MASOORI",658,514,0,1172,447,279,0,726,726,0,22,287,11,374,0,21,2,0,0,0,0,1,0,1,1,6,726
256,"JUNIOR HIGH SCHOOL MASOORI",575,416,0,991,350,243,0,593,593,0,26,178,22,339,3,20,0,0,0,0,0,2,0,1,0,2,593
257,"JUNIOR HIGH SCHOOL MASOORI",487,383,0,870,306,215,0,521,521,0,20,169,10,296,1,21,0,0,0,0,0,0,0,0,3,1,521
258,"JUNIOR HIGH SCHOOL MASOORI",506,368,0,874,284,202,0,486,486,0,8,153,20,285,7,7,1,0,0,0,0,1,0,2,1,1,486
259,"JUNIOR HIGH SCHOOL MASOORI",559,416,0,975,322,229,0,551,551,0,28,117,9,368,0,15,1,0,0,0,0,2,3,3,1,4,551
260,"PURV MADYAMIK VIDYALEY  MASOORI",636,476,0,1112,405,254,0,659,659,0,21,183,5,436,2,2,0,0,1,2,1,1,0,0,0,5,659
261,"PRIMARY SCHOOL KUSHLIYA",453,328,0,781,332,220,0,552,552,0,11,99,189,237,2,3,1,0,1,0,0,0,0,3,3,3,552
262,"PRIMARY SCHOOL KUSHLIYA",481,389,0,870,350,259,0,609,609,0,294,134,60,92,0,16,1,2,1,1,0,0,0,1,2,5,609
263,"PRIMARY SCHOOL KUSHLIYA",512,360,0,872,328,189,0,517,517,0,6,136,124,230,0,18,0,0,0,0,0,0,1,1,0,1,517
264,"PRIMARY SCHOOL KUSHLIYA",457,369,0,826,298,214,0,512,512,0,18,288,72,104,1,15,0,0,1,1,1,1,3,1,3,3,512
265,"PRIMARY SCHOOL NO.-1 JALALABAD",717,515,0,1232,486,286,0,772,772,0,9,102,605,49,0,3,0,0,0,1,0,0,0,1,2,0,772
266,"PRIMARY SCHOOL NO.-1 JALALABAD",930,728,0,1658,598,448,0,1046,1046,0,34,115,812,46,2,11,0,2,1,2,2,3,0,4,7,5,1046
267,"PRIMARY SCHOOL NO.-1 JALALABAD",795,595,0,1390,534,317,0,851,851,0,150,206,437,33,0,5,0,1,1,0,1,0,1,6,6,4,851
268,"PRIMARY SCHOOL NO.-2 JALALABAD(RAJWAHE K KINARE)",629,444,0,1073,350,218,0,568,568,0,234,185,122,12,0,3,0,1,1,0,0,1,1,2,3,3,568
269,"JUNIOR HIGH SCHOOL NOORPUR",535,398,0,933,351,184,0,535,535,0,5,69,343,99,0,8,3,0,0,0,1,0,0,3,3,1,535
270,"JUNIOR HIGH SCHOOL NOORPUR",574,432,0,1006,378,256,0,634,634,0,8,40,352,205,0,10,1,1,1,3,2,1,1,1,6,2,634
271,"PURV MADYAMIK VIDYALEY  NOORPUR",580,429,0,1009,464,217,0,681,681,0,321,58,208,72,0,4,0,0,1,1,0,0,2,2,5,7,681
272,"PRIMARY SCHOOL DIDWARI URWF CHITAUDA",662,555,0,1217,436,255,0,691,691,0,27,67,494,89,2,6,0,0,0,0,0,0,0,2,3,1,691
273,"JANTA SHIKSHA SADAN MADHYAMIK VIDHYALAY SAMAYPUR",397,288,0,685,289,203,0,492,492,0,285,3,177,6,0,12,0,0,0,0,1,0,1,5,2,0,492
274,"PRIMARY SCHOOL KARIMNAGAR KATIYAR URF AKALPUR",192,163,0,355,150,123,0,273,273,0,78,2,179,3,0,3,1,0,0,0,0,0,0,4,2,1,273
275,"PRIMARY VIDYALEY  NO.2 (MADAIYA WALI)",646,478,0,1124,484,343,0,827,827,0,55,46,12,695,1,3,1,0,0,3,1,0,3,0,2,5,827
276,"PRIMARY SCHOOL NO.2 NAHAL (MADAIYA WALI)",559,440,0,999,455,340,0,795,795,0,21,30,18,709,2,0,0,1,1,2,0,0,2,1,4,4,795
277,"PRIMARY SCHOOL NO.2 NAHAL (MADAIYA WALI)",491,400,0,891,414,310,0,724,724,0,3,51,8,652,3,2,0,0,2,0,0,0,1,0,0,2,724
278,"PRIMARY SCHOOL NO.2 NAHAL (MADAIYA WALI)",466,368,0,834,364,280,0,644,644,0,9,21,20,578,2,1,0,0,0,1,2,3,1,0,0,6,644
279,"PRIMARY VIDHYALEY  NO.1 NAHAL (BUS STAND K PASS)",582,479,0,1061,472,304,0,776,776,0,59,33,6,662,3,1,1,0,1,1,0,0,3,0,1,5,776
