"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NEERAJ SHEKHAR","2 - BHARAT SINGH","3 - VIRENDRA KUMAR PATHAK","4 - SUDHA RAI","5 - AFZAL ANSARI","6 - AVADHESH VERMA","7 - COL RETD. BHARAT SINGH SHAURYA CHAKRA","8 - MANNU YADAV","9 - RAMJI","10 - RAMROOP","11 - SUCHIT GOND","12 - BHOLA NATH","13 - MANISH","14 - MANOJ","15 - SHESHNATH","16 - None of the Above","Total Votes Secured"
174,"P.P.GOTHAHULI,EAST",701,524,0,1225,403,281,0,684,684,0,71,343,95,26,111,0,3,1,1,3,4,0,9,5,2,10,684
175,"P.P.GOTHAHULI,WEST",598,495,0,1093,369,291,0,660,660,0,64,321,97,5,144,2,2,0,2,4,4,3,7,2,1,2,660
176,"P.P.SHANKARPUR,EAST",701,553,0,1254,495,301,0,796,796,0,247,288,186,6,36,0,2,0,0,1,0,1,5,10,2,12,796
177,"P.P.SHANKARPUR,WEST",369,268,0,637,221,159,0,380,380,0,70,266,34,0,0,0,2,0,0,0,0,0,3,1,1,3,380
178,I.C.MAJHAULI,603,442,0,1045,362,245,0,607,607,0,135,340,56,8,54,1,3,0,0,0,1,0,0,3,2,4,607
179,P.P.BAJAHA,336,287,0,623,197,157,0,354,354,0,134,153,27,10,26,0,0,0,0,1,0,1,0,0,1,1,354
180,P.P.SONPURWAKALA,429,387,0,816,243,260,0,503,503,0,156,279,37,7,5,0,1,0,1,0,0,3,1,3,2,8,503
181,"TAGHARAULI,EAST",549,446,0,995,372,248,0,620,620,0,227,238,107,5,24,0,0,0,0,0,0,0,4,8,1,6,620
182,"TAGHARAULI,WEST",535,409,0,944,289,222,0,511,511,0,131,180,53,7,124,1,0,1,0,6,0,0,0,1,1,6,511
183,"P.P.CHHODAHAR,EAST",582,465,0,1047,317,254,0,571,571,0,174,263,47,8,56,2,1,0,0,2,3,2,4,4,2,3,571
184,"P.P.CHHODAHAR,WEST",333,281,0,614,171,135,0,306,306,0,54,131,48,4,56,0,0,0,0,4,1,1,1,2,1,3,306
185,P.P.NAWANAGAR,406,329,0,735,230,176,0,406,406,0,91,185,71,3,10,0,1,2,0,5,37,0,0,1,0,0,406
186,P.P.GAJIAPUR,417,336,0,753,268,233,0,501,501,0,214,233,6,1,26,1,1,0,0,0,4,1,3,3,1,7,501
187,"KANYA P.P.SHRIPUR",558,458,0,1016,329,256,0,585,585,0,151,345,5,10,54,2,1,1,0,1,0,1,6,4,4,0,585
188,P.P.BHIKHPUR,589,491,0,1080,361,310,0,671,671,0,219,361,7,8,44,0,1,1,3,4,0,2,7,5,4,5,671
189,P.P.PARASPUR,349,291,0,640,195,175,0,370,370,0,96,155,72,2,29,1,0,0,0,1,5,0,3,4,2,0,370
190,JR.H.S.SLEMPUR,638,576,0,1214,369,325,0,694,694,0,204,375,27,4,66,0,1,0,0,1,2,1,1,7,3,2,694
191,P.P.DUBAULI,338,266,0,604,152,153,0,305,305,0,93,117,71,10,7,1,0,0,0,0,0,2,1,2,0,1,305
192,P.P.GHAGHARAULI,588,488,0,1076,357,337,0,694,694,0,343,285,18,8,24,1,2,0,1,2,0,4,1,5,0,0,694
193,"P.P.DUMARI,WEST",528,396,0,924,316,240,0,556,556,0,84,312,73,5,34,0,1,0,0,2,3,3,11,14,2,12,556
194,"P.P.DUMARI,MIDDLE",488,417,0,905,258,246,0,504,504,0,133,218,33,5,93,2,4,0,0,4,0,0,4,5,1,2,504
195,"P.P.DUMARI,MIDDLE",220,169,0,389,90,123,0,213,213,0,65,111,7,3,15,1,1,0,1,1,0,1,2,5,0,0,213
196,"P.P.DUMARI,MIDDLE",301,258,0,559,160,175,0,335,335,0,80,205,7,3,12,1,0,3,2,4,1,0,5,3,3,6,335
197,"P.P.SARAYA,EAST",661,551,0,1212,314,303,0,617,617,0,165,281,43,3,90,3,0,0,1,9,0,2,6,7,1,6,617
198,"P.P.SARAYA,WEST",247,210,0,457,175,147,0,322,322,0,109,147,24,4,33,0,2,0,0,1,0,0,0,2,0,0,322
199,P.P.FULWARIA,436,402,0,838,205,194,0,399,399,0,35,260,50,29,2,0,3,0,2,1,1,0,5,9,2,0,399
200,P.P.FULWARIA,505,424,0,929,225,176,0,401,401,0,59,295,14,16,1,1,0,1,1,2,0,0,3,4,2,2,401
201,"P.V.BABHANAULI NEW BUILDING",480,438,0,918,299,232,0,531,531,0,129,324,64,1,2,0,1,0,0,2,0,0,0,7,0,1,531
202,"PANCHAYAT BHAWAN NARAINPUR",605,516,0,1121,327,246,0,573,573,0,230,258,17,7,28,0,0,1,0,0,0,0,7,10,6,9,573
203,"H.S.SCHOOL AMAGHAT",415,381,0,796,238,214,0,452,452,0,218,169,18,4,28,1,1,0,2,0,0,0,3,3,3,2,452
204,"H.S.SCHOOL AMAGHAT",415,338,0,753,224,173,0,397,397,0,193,153,34,1,3,0,0,0,0,0,0,1,4,1,3,4,397
205,P.P.BRAHMDEVATA,551,462,0,1013,285,268,0,553,553,0,182,305,39,6,1,1,1,0,0,1,0,1,6,6,3,1,553
206,P.P.SEMARI,633,517,0,1150,332,262,0,594,594,0,196,277,64,4,7,3,2,0,1,2,2,1,8,11,4,12,594
207,P.P.SEMARI,238,208,0,446,150,120,0,270,270,0,105,80,65,3,6,2,0,0,0,0,0,0,2,3,2,2,270
208,P.P.DEAULI,566,538,0,1104,298,277,0,575,575,0,143,269,101,5,38,3,1,0,0,0,1,0,4,6,3,1,575
209,"H.S.SCHOOL,CHHATA,NORTH",705,564,0,1269,311,217,0,528,528,0,147,314,21,9,7,0,0,1,2,1,1,2,7,7,3,6,528
210,"H.S.SCHOOL,CHHATA,SOUTH",456,403,0,859,216,168,0,384,384,0,68,245,43,6,7,2,0,0,0,1,1,0,2,6,2,1,384
211,"P.P.CHHATA,OLD BHAWAN",458,344,0,802,227,209,0,436,436,0,131,241,13,7,16,0,0,1,0,1,1,3,4,3,8,7,436
212,P.P.HARIPUR,688,575,0,1263,325,276,0,601,601,0,108,300,123,11,33,0,6,1,2,4,3,0,3,4,1,2,601
213,P.P.RUSTAMPUR,575,458,0,1033,314,296,0,610,610,0,115,323,139,5,16,3,1,0,0,2,0,0,5,0,0,1,610
214,"P.P.KUNWAR JASHAON",597,437,0,1034,403,232,0,635,635,0,409,163,7,3,32,1,0,1,0,1,2,1,2,4,5,4,635
215,P.P.BAGHAULI,394,335,0,729,208,142,0,350,350,0,89,195,31,3,21,0,1,1,0,0,0,0,1,4,2,2,350
216,P.P.BAGHAULI,386,300,0,686,254,181,0,435,435,0,90,186,131,6,12,1,0,1,0,0,0,0,2,1,2,3,435
217,P.P.MADHOPUR,573,477,0,1050,333,248,0,581,581,0,140,322,48,11,35,2,1,0,0,1,1,1,6,6,1,6,581
218,P.P.PRATAPPUR,592,476,0,1068,367,264,0,631,631,0,182,270,145,9,8,0,0,1,1,0,1,2,4,3,1,4,631
219,"P.P.MANIYARI JASHAON",521,453,0,974,287,313,0,600,600,0,112,366,62,7,17,1,3,0,1,6,0,4,8,9,3,1,600
220,P.P.UDHODAWANI,432,336,0,768,240,144,0,384,384,0,230,115,8,0,12,1,0,0,0,0,0,0,7,5,3,3,384
221,"JR.H.S.SHITAL DAWANI,EAST",560,400,0,960,273,180,0,453,453,0,158,262,11,1,2,1,0,0,0,1,2,1,3,3,5,3,453
222,"JR.H.S.SHITAL DAWANI,WEST",634,532,0,1166,285,247,0,532,532,0,150,223,144,2,2,0,2,1,1,0,0,0,1,2,2,2,532
223,P.P.CHANDRAPURA,730,558,0,1288,390,312,0,702,702,0,170,342,161,4,9,0,0,1,0,2,0,0,2,7,1,3,702
224,"P.P.TIWARI BARAHATA",510,421,0,931,273,215,0,488,488,0,300,129,29,1,4,1,0,1,0,0,2,1,2,8,4,6,488
225,P.P.BHUILI,721,573,0,1294,300,235,0,535,535,0,196,252,23,28,6,1,3,1,0,0,2,3,5,6,3,6,535
226,P.P.SARANK,465,377,0,842,239,191,0,430,430,0,46,196,34,21,94,2,3,1,2,4,3,4,7,6,0,7,430
227,P.P.BALIPUR,619,490,0,1109,350,256,0,606,606,0,229,205,152,3,4,0,1,1,0,1,0,1,1,3,1,4,606
228,P.P.MISHRAULI,381,265,0,646,176,112,0,288,288,0,62,194,16,2,1,0,0,0,0,0,0,1,3,5,3,1,288
229,"P.P.SHER,WEST",676,556,0,1232,308,264,0,572,572,0,130,330,50,6,24,5,2,0,0,1,2,2,5,8,4,3,572
230,"P.P.SHER,MIDDLE",776,572,0,1348,414,318,0,732,732,0,205,347,107,13,14,6,0,2,4,3,2,0,9,10,3,7,732
231,"P.P.SHER,EAST",567,463,0,1030,278,223,0,501,501,0,177,153,110,1,33,0,0,0,0,3,2,1,6,6,2,7,501
232,"P.P.PATHAKAULI TA. SHER",325,238,0,563,157,121,0,278,278,0,53,184,20,3,10,0,0,0,0,1,0,1,1,3,2,0,278
233,P.P.SOHILPUR,282,229,0,511,154,158,0,312,312,0,3,23,0,4,275,0,0,0,0,2,0,2,1,0,0,2,312
234,P.P.CHANDWAK,277,222,0,499,110,101,0,211,211,0,54,112,16,3,15,0,0,0,1,0,0,0,3,4,1,2,211
235,"P.P.PURAS,NORTH",760,610,1,1371,336,266,0,602,602,0,148,322,57,8,42,6,2,1,0,2,2,0,4,2,2,4,602
236,"P.P.PURAS,SOUTH",677,542,0,1219,335,217,0,552,552,0,109,280,105,1,32,1,0,1,1,4,0,2,6,7,2,1,552
237,"P.P.ROHUWA,EAST",664,525,0,1189,261,243,0,504,504,0,183,251,16,6,25,5,4,0,2,3,0,1,4,2,1,1,504
238,"P.P.ROHUWA,MIDDLE",692,513,0,1205,290,226,0,516,516,0,116,241,24,17,90,2,1,0,4,2,3,2,2,5,2,5,516
239,"P.P.ROHUWA,WEST",543,454,0,997,275,218,0,493,493,0,164,210,40,21,41,0,2,0,1,1,1,1,3,5,0,3,493
240,P.P.BASUNDHARPAH,491,388,0,879,265,186,0,451,451,0,26,310,79,14,6,0,1,0,0,0,1,1,3,3,1,6,451
241,P.P.PINDARI,551,456,0,1007,325,284,0,609,609,0,277,142,117,5,46,1,1,1,0,1,1,1,1,5,5,5,609
242,"GOVT.KANYA B.V.RAMPUR TITIHI,EAST",824,706,0,1530,398,338,0,736,736,0,284,239,163,4,6,2,1,0,1,0,2,1,8,9,5,11,736
243,"GOVT.KANYA B.V.RAMPUR TITIHI,WEST",843,682,0,1525,375,307,0,682,682,0,100,367,180,5,2,0,1,0,2,1,0,0,6,8,6,4,682
244,P.P.CHHAPARA,959,696,0,1655,348,235,0,583,583,0,238,188,40,4,38,0,2,0,4,41,0,0,8,7,4,9,583
245,"P.P.DADA KE CHHAPARA,EAST",578,461,0,1039,295,213,0,508,508,0,166,159,69,6,79,0,2,1,0,4,2,1,2,9,5,3,508
246,"P.P.DADA KE CHHAPARA,WEST",532,394,0,926,257,204,0,461,461,0,61,314,53,2,23,0,0,0,1,0,0,0,2,3,2,0,461
247,"JR.H.S.AKHAR,EAST",491,412,0,903,274,227,0,501,501,0,208,179,3,0,90,2,3,0,0,1,1,0,4,4,2,4,501
248,"JR.H.S.AKHAR,WEST",790,620,0,1410,420,272,0,692,692,0,210,414,28,6,12,0,0,0,0,3,1,1,3,7,4,3,692
249,P.P.AKHAR,642,534,0,1176,291,226,0,517,517,0,107,272,87,7,18,1,3,0,0,3,0,1,2,9,1,6,517
250,P.P.PIPARA,548,474,0,1022,266,226,0,492,492,0,187,193,82,5,5,1,0,0,0,0,0,3,5,5,3,3,492
251,"P.P.SAWARUBANDH,EAST",551,449,0,1000,243,182,0,425,425,0,111,206,15,5,74,0,1,0,1,1,0,0,2,6,2,1,425
252,"P.P.SAWARUBANDH,EAST",438,393,0,831,227,205,0,432,432,0,74,136,25,5,178,2,1,0,0,2,0,3,0,1,0,5,432
253,"P.P.SAWARUBANDH,WEST",778,646,0,1424,441,326,0,767,767,0,200,248,168,19,82,0,2,1,1,6,2,3,7,8,5,15,767
254,"P.P.UDAYPURA,NORTH",537,440,0,977,302,250,0,552,552,0,99,240,21,9,163,1,1,2,0,2,1,3,1,2,2,5,552
255,"P.P.UDAYPURA,SOUTH",433,377,0,810,236,225,0,461,461,0,22,150,34,8,219,0,0,0,0,7,1,5,3,4,1,7,461
256,"P.P.JAMUA,SOUTH",626,501,0,1127,349,234,0,583,583,0,50,425,56,4,3,0,1,2,0,1,5,5,8,14,3,6,583
257,"P.P.JAMUA,MIDDLE",798,662,0,1460,436,369,0,805,805,0,104,425,58,4,176,6,5,2,0,6,2,3,5,6,1,2,805
258,"P.P.JAMUA,EAST",737,598,0,1335,380,316,0,696,696,0,115,361,167,8,30,0,4,1,0,2,1,0,2,4,0,1,696
259,JJR.H.S.JAMUA,548,489,0,1037,314,236,0,550,550,0,147,335,30,13,0,0,3,0,0,0,7,1,4,4,3,3,550
260,P.P.SAHARASPALI,702,610,0,1312,396,336,0,732,732,0,114,319,236,4,33,3,1,0,5,2,0,0,3,6,1,5,732
261,P.P.SAHARASPALI,678,541,0,1219,372,268,0,640,640,0,152,324,90,2,6,0,6,1,2,1,14,3,10,12,6,11,640
262,P.P.BANDHUCHAK,528,398,0,926,223,142,0,365,365,0,59,226,26,3,25,0,1,1,0,4,11,1,1,3,1,3,365
263,P.P.BANDHUCHAK,318,269,0,587,179,161,0,340,340,0,62,124,128,4,16,0,1,1,0,0,1,0,1,1,0,1,340
264,"P.P.PANDEYPUR,EAST",443,346,0,789,184,149,0,333,333,0,18,194,69,15,27,2,2,0,0,1,0,0,0,1,0,4,333
265,"P.P.PANDEYPUR,WEST",659,513,0,1172,255,241,0,496,496,0,57,402,13,4,9,0,2,0,0,0,1,0,1,4,0,3,496
266,"P.P.MOHAN CCHAPARA,NORTH",679,540,0,1219,340,250,0,590,590,0,55,432,57,7,16,0,1,0,1,2,0,1,2,10,2,4,590
267,"P.P.MOHAN CCHAPARA,SOUTH",481,374,0,855,260,222,0,482,482,0,44,228,39,5,128,1,3,1,1,5,17,1,2,4,2,1,482
268,"P.P.MOHAN CCHAPARA,SOUTH",526,418,0,944,259,207,0,466,466,0,31,364,40,1,8,1,0,0,0,0,10,1,4,5,0,1,466
269,"P.P.GHODAHARA,EAST",636,437,0,1073,272,191,0,463,463,0,124,269,31,7,5,0,0,0,0,0,1,1,9,7,2,7,463
270,"P.P.GHODAHARA,WEST",430,361,0,791,231,199,0,430,430,0,13,187,201,4,2,2,0,1,1,1,0,1,3,8,0,6,430
271,"JR.H.S.GHODAHARA,NORTH",907,665,0,1572,444,371,0,815,815,0,141,163,20,5,442,4,0,0,0,5,2,6,11,8,3,5,815
272,"JR.H.S.GHODAHARA,SOUTH",597,482,0,1079,330,280,0,610,610,0,70,214,282,8,21,0,0,0,0,1,1,0,2,4,4,3,610
273,"P.P.SHIVPUR DIYAR NEW BASTI,EAST",412,344,0,756,179,176,0,355,355,0,89,219,19,4,7,0,1,0,0,2,0,1,1,5,4,3,355
274,"KANYA P.P.SHIVPUR DIYAR NEW BASTI,WEST",601,472,0,1073,286,241,0,527,527,0,101,306,46,10,39,0,3,1,0,1,1,1,4,9,3,2,527
275,"KANYA P.P.SHIVPUR DIYAR NEW BASTI,MIDDLE",334,257,0,591,181,134,0,315,315,0,66,181,22,3,38,0,0,0,0,1,0,0,0,1,2,1,315
276,"KANYA P.P.SHIVPUR DIYAR NEW BASTI",593,461,0,1054,278,214,0,492,492,0,129,221,17,6,108,1,0,0,0,0,3,1,2,0,1,3,492
277,"KANYA P.P.SHIVPUR DIYAR NEW BASTI",523,418,0,941,206,201,0,407,407,0,86,195,83,3,22,3,1,0,0,0,0,2,3,5,2,2,407
278,"P.P.SHIVPUR DIYAR NEW BASTI JANARI,WEST",385,350,0,735,169,126,0,295,295,0,86,178,9,0,2,2,0,0,0,1,1,1,1,4,1,9,295
279,"P.P.SHIVPUR DIYAR NEW BASTI JANARI,WEST",465,374,0,839,200,163,0,363,363,0,36,291,9,3,1,5,0,0,0,0,0,1,3,7,3,4,363
280,"P.P.SHIVPUR DIYAR NEW BASTI JANARI,MIDDLE",509,424,0,933,207,196,0,403,403,0,182,194,11,3,5,1,1,0,0,0,0,0,1,1,2,2,403
281,"P.P.SHIVPUR DIYAR NEW BASTI JANARI,MIDDLE",500,407,0,907,231,193,0,424,424,0,41,134,33,3,185,0,1,0,1,6,1,2,4,8,0,5,424
282,"P.P.MAFI DUBAHAD",299,275,0,574,141,124,0,265,265,0,64,102,94,3,0,0,0,0,0,0,0,0,0,1,0,1,265
283,"S.M.P.I.C NAGWA,WEST",808,624,0,1432,407,333,0,740,740,0,152,337,168,8,60,0,0,0,1,1,2,0,2,5,1,3,740
284,"S.M.P.I.C NAGWA,EAST",666,523,0,1189,282,212,0,494,494,0,171,156,99,11,35,1,8,0,0,1,2,1,4,2,2,1,494
285,"S.M.P.I.C NAGWA,EAST",280,207,0,487,134,98,0,232,232,0,38,66,110,1,7,0,0,1,0,1,2,0,1,4,0,1,232
286,"P.P. NAGWA,SOUTH",843,623,0,1466,396,254,0,650,650,0,36,331,118,11,106,1,6,1,1,6,4,4,5,11,5,4,650
287,"P.P. NAGWA,NORTH",617,467,0,1084,288,184,0,472,472,0,146,242,46,4,16,0,2,2,1,1,2,2,1,4,2,1,472
288,"P.P.JANARI,EAST",550,466,0,1016,262,203,0,465,465,0,65,280,57,2,30,3,1,0,0,3,2,3,3,8,1,7,465
289,"P.P.JANARI,WEST",641,476,0,1117,261,199,0,460,460,0,87,137,41,7,150,1,1,0,2,10,0,4,8,5,3,4,460
290,"KANYA P.P.JANADI,EAST",538,431,0,969,294,199,0,493,493,0,118,264,41,8,37,0,0,0,0,1,0,1,7,10,3,3,493
291,"KANYA P.P.JANADI,WEST",421,414,0,835,199,179,0,378,378,0,59,259,25,3,6,0,2,1,0,3,3,2,3,4,1,7,378
292,"I.C.DUBAHAD,WEST-SOUTH",555,451,0,1006,220,116,0,336,336,0,97,181,50,3,0,0,0,0,0,1,1,0,0,2,1,0,336
293,"I.C.DUBAHAD,EAST-SOUTH",550,412,0,962,253,201,0,454,454,0,36,240,159,9,3,0,1,0,1,0,0,0,1,4,0,0,454
294,"I.C.DUBAHAD,WEST-SOUTH",513,394,0,907,222,171,0,393,393,0,97,239,35,9,1,0,0,0,2,0,2,0,3,2,2,1,393
295,"RAMSINGHASAN DEGREE COLLEGE DUBAHAD,WEST",683,527,0,1210,221,167,0,388,388,0,37,246,88,5,2,0,0,0,0,0,0,0,0,6,2,2,388
296,"RAMSINGHASAN DEGREE COLLEGE DUBAHAD,MIDDLE",680,454,0,1134,230,157,0,387,387,0,73,242,40,3,3,0,0,1,1,0,1,1,5,7,5,5,387
297,"RAMSINGHASAN DEGREE COLLEGE DUBAHAD,EAST",710,546,0,1256,287,214,0,501,501,0,163,291,13,8,8,0,1,0,0,0,0,0,6,5,3,3,501
298,"P.P.DUBAHAD,EAST",659,533,0,1192,256,198,0,454,454,0,135,231,63,3,14,0,0,0,0,0,1,1,2,1,2,1,454
299,"P.P.DUBAHAD,WEST",804,642,0,1446,332,310,0,642,642,0,132,370,81,12,24,0,1,2,0,1,2,2,3,7,3,2,642
300,"JR.H.S.SHIVPUR DIYAR NUMBARI DERA KESHAV SINGH,EAST",701,449,0,1150,261,144,0,405,405,0,137,227,10,3,12,0,0,0,1,0,1,2,0,4,5,3,405
301,"JR.H.S.SHIVPUR DIYAR NUMBARI DERA KESHAV SINGH,MIDDLE",638,450,0,1088,254,132,0,386,386,0,123,242,7,5,0,0,3,0,0,1,0,0,1,4,0,0,386
302,"JR.H.S.SHIVPUR DIYAR NUMBARI DERA KESHAV SINGH,WEST",629,483,0,1112,250,169,0,419,419,0,152,210,11,5,18,0,1,0,0,1,3,0,2,8,3,5,419
303,"P.P.SHIVPUR DIYAR NO. DERA RAMDHANI SINGH,NORTH",442,323,0,765,185,123,0,308,308,0,177,115,0,0,4,1,0,0,0,0,0,0,3,2,2,4,308
304,"P.P.SHIVPUR DIYAR NO. DERA RAMDHANI SINGH,SOUTH",405,303,0,708,174,106,0,280,280,0,167,96,5,1,3,0,0,0,1,2,0,1,0,3,0,1,280
305,"P.P.SHIVPUR DIYAR SOMALI(PRANPUR)",675,504,0,1179,421,230,0,651,651,0,382,142,75,2,17,1,3,1,0,1,3,1,4,5,4,10,651
306,"P.P.SHIVPUR DIYAR NO. DERA KRIPA RAI,NORTH",753,612,0,1365,305,187,0,492,492,0,350,110,1,2,20,0,2,1,1,0,0,2,1,1,1,0,492
307,"P.P.SHIVPUR DIYAR NO. DERA KRIPA RAI,SOUTH",696,533,0,1229,326,295,0,621,621,0,259,62,217,7,39,4,2,0,1,4,5,1,1,8,4,7,621
308,"P.P.SHIVPUR DIYAR NO. DERA DEVI RAI",631,434,0,1065,330,194,0,524,524,0,186,290,18,1,6,0,3,0,0,2,0,1,1,5,4,7,524
309,"P.P.OJHAWALIA,EAST",695,610,0,1305,319,302,0,621,621,0,123,373,59,11,27,2,0,0,1,1,0,1,4,5,4,10,621
310,"P.P.OJHAWALIA,WEST",550,422,0,972,252,230,0,482,482,0,121,170,97,6,70,0,0,0,0,2,0,2,2,8,4,0,482
311,"JR.H.S.BASARIKPAH,NORTH",526,420,0,946,261,214,0,475,475,0,165,200,73,9,5,0,0,0,2,1,0,1,1,5,1,12,475
312,"JR.H.S.BASARIKPAH,SOUTH",411,337,0,748,219,207,0,426,426,0,97,189,106,2,17,3,0,0,2,1,0,2,4,2,0,1,426
313,"P.P.BASARIKPAH,EAST",467,353,0,820,205,181,0,386,386,0,94,205,44,1,18,1,0,1,0,1,1,2,6,9,1,2,386
314,"P.P.BASARIKPAH,WEST",478,402,0,880,277,235,0,512,512,0,186,196,25,6,70,3,0,0,3,3,0,2,7,3,2,6,512
315,"KANYA H.S.SNATH PANDEY KE CHHAPARA,EAST",716,545,0,1261,308,266,0,574,574,0,110,212,213,10,8,1,1,0,0,1,0,4,2,6,4,2,574
316,"KANYA H.S.SNATH PANDEY KE CHHAPARA,WEST",463,344,0,807,238,181,0,419,419,0,41,180,115,10,60,0,0,1,1,1,0,0,2,6,2,0,419
317,"P.P.DOPAHI,EAST",530,394,0,924,238,178,0,416,416,0,52,267,67,7,4,0,0,0,0,2,2,2,1,5,5,2,416
318,"P.P.DOPAHI,WEST",631,434,0,1065,268,194,0,462,462,0,139,258,49,9,4,0,0,0,0,0,0,1,0,1,0,1,462
319,"P.P.NIROOPUR,EAST",787,585,0,1372,313,221,0,534,534,0,139,316,59,9,2,1,1,0,0,1,0,1,1,3,0,1,534
320,"P.P.NIROOPUR,WEST",866,714,0,1580,412,365,0,777,777,0,133,436,111,12,36,1,3,0,0,3,2,4,2,14,9,11,777
321,"U.M.V.NIROOPUR,NORTH",566,444,0,1010,280,183,0,463,463,0,23,182,162,10,66,2,0,0,0,3,2,2,1,6,1,3,463
322,"U.M.V.NIROOPUR,SOUTH",673,511,0,1184,357,232,0,589,589,0,64,381,124,8,3,0,0,0,1,0,0,1,0,3,2,2,589
323,P.P.REPURA,434,350,0,784,215,170,0,385,385,0,89,228,7,7,41,0,1,0,1,1,1,1,1,6,0,1,385
324,"P.P.REPURA, ADDITIONAL ROOM",467,325,0,792,220,130,0,350,350,0,36,277,4,7,26,0,0,0,0,0,0,0,0,0,0,0,350
325,"P.P.REPURA,WEST",639,529,0,1168,300,275,0,575,575,0,62,204,120,18,126,3,0,2,0,3,2,7,8,9,6,5,575
326,"KANYA P.P.REPURA",429,336,0,765,160,137,0,297,297,0,30,183,8,4,46,5,1,0,2,1,0,1,3,7,3,3,297
327,"KANYA P.P.REPURA",415,366,0,781,172,147,0,319,319,0,21,236,10,7,27,0,0,0,1,0,0,0,2,0,5,10,319
328,"P.P.HARIHARPUR GRAM- REPURA",709,536,0,1245,358,238,0,596,596,0,81,448,34,20,0,0,0,0,1,0,0,0,3,7,1,1,596
329,"P.P.RAJPUR BADAKIBARI AKAUNA",703,563,0,1266,258,213,0,471,417,0,148,236,52,9,14,0,3,1,0,1,1,1,4,1,0,0,471
330,"P.P.UDAWAN CHHAPARA,EAST",494,398,1,893,228,173,0,401,401,0,86,263,30,3,4,0,2,1,0,2,2,0,3,1,3,1,401
331,"P.P.UDAWAN CHHAPARA,WEST",372,286,0,658,153,102,0,255,255,0,108,83,38,16,5,0,0,0,2,0,0,0,0,2,1,0,255
332,"U.M.V.JAWAHI,EAST",739,463,0,1202,213,138,0,351,351,0,113,145,35,1,18,0,1,0,1,1,0,4,3,11,4,14,351
333,"U.M.V.JAWAHI,MIDDLE",727,531,0,1258,340,155,0,495,495,0,246,229,6,0,2,0,2,0,0,1,0,1,2,3,1,2,495
334,"U.M.V.JAWAHI,WEST",507,368,0,875,199,108,0,307,307,0,183,111,0,1,3,1,0,0,1,1,0,0,0,3,1,2,307
335,"P.P.BAJARAHA,NORTH",357,323,0,680,129,125,0,254,254,0,30,148,60,5,2,2,0,0,0,0,0,1,2,3,1,0,254
336,"P.P.BAJARAHA,SOUTH",422,359,0,781,183,142,0,325,325,0,140,148,15,2,0,2,0,0,0,0,2,0,1,6,2,7,325
337,"P.P.PARSIYA NO.1, EAST GRAM-SINGHAKUND",524,392,0,916,180,282,0,462,462,0,111,248,43,18,19,1,1,0,0,1,1,1,2,3,5,8,462
338,"P.P.PARSIYA NO.1, EAST GRAM-SINGHAKUND",656,493,0,1149,180,282,0,462,462,0,111,248,43,18,19,1,1,0,0,1,1,1,2,3,5,8,462
339,"P.P.PARSIYA NO.1, EAST GRAM-SINGHAKUND",662,526,0,1188,301,214,0,515,515,0,37,258,50,10,123,1,1,0,2,1,2,4,3,11,3,9,515
340,"P.P.PARSIYA NO.2,EAST",540,414,0,954,234,206,0,440,440,0,126,264,8,6,13,0,0,0,0,0,3,1,4,2,6,7,440
341,"P.P.PARSIYA NO.2,WEST",574,425,0,999,242,190,0,432,432,0,69,224,114,10,6,1,1,1,0,0,0,2,1,2,0,1,432
342,P.P.SULTANPUR,529,429,0,958,261,180,0,441,441,0,57,214,134,15,7,0,0,1,0,0,0,0,2,4,1,6,441
343,P.P.SULTANPUR,485,361,0,846,251,178,0,429,429,0,44,203,127,4,29,1,2,0,0,1,0,0,4,7,3,4,429
344,"P.P.BHARSAUTA,EAST",701,531,0,1232,405,329,0,734,734,0,98,447,62,8,97,1,0,1,1,2,0,1,5,3,5,3,734
345,"P.P.BHARSAUTA,WEST",493,392,0,885,243,200,0,443,443,0,50,274,33,6,44,3,1,0,3,0,0,2,6,6,3,12,443
346,"P.P.NANDPUR,EAST",461,437,0,898,183,130,0,313,313,0,21,165,91,4,6,1,2,1,3,0,0,4,4,4,4,3,313
347,"P.P.NANDPUR,WEST",398,354,0,752,165,140,0,305,305,0,21,224,31,5,13,0,1,0,0,0,1,1,1,3,0,4,305
348,"P.P.HALDI,WEST",533,434,0,967,252,170,0,422,422,0,81,240,5,6,76,1,2,0,0,3,1,0,1,3,2,1,422
349,"P.P.HALDI,MIDDLE",661,535,0,1196,273,222,0,495,495,0,126,323,25,4,0,0,1,0,0,0,1,0,4,3,4,4,495
350,"P.P.HALDI,EAST",812,626,0,1438,400,291,0,691,691,0,108,339,19,6,193,3,2,0,1,1,3,2,4,3,6,1,691
351,"P.P.HALDI,EAST",795,598,0,1393,384,232,0,616,616,0,127,397,18,5,39,0,0,0,1,3,4,3,4,10,3,2,616
352,"P.P.HALDI,SOUTH-EAST",669,497,0,1166,285,193,0,478,478,0,87,307,9,3,66,1,0,0,0,0,0,1,0,0,1,3,478
