"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
157,"PURANI PRAI MARI PATHSHALA ROOM NO 2  RAJHAD",676,480,0,1156,502,322,0,824,802,0,143,90,200,379,3,0,0,2,1,2,2,2,824
158,"PRAIMARI PATHSHALA KHEDKI",669,492,0,1161,381,302,0,683,683,0,20,175,173,308,4,0,0,1,0,1,0,1,683
159,"PRAI MARI PATHSHALA HASANPUR",687,550,0,1237,515,424,0,939,13,0,15,2,274,634,3,1,1,1,5,2,0,1,939
160,"LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL ROOM NO1  GARHI PURKHTA",901,643,1,1545,528,367,0,895,882,0,7,93,496,291,5,0,0,0,0,0,1,2,895
161,"LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL ROOM NO 2 GARHI PURKHTA",780,441,0,1221,500,279,0,779,770,0,1,5,763,7,0,0,0,0,0,1,0,2,779
162,"LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL DKSHINI BHAG  ROOM NO3 GARHI PURKHTA",566,442,0,1008,320,209,0,529,526,0,2,26,494,6,0,1,0,0,0,0,0,0,529
163,"LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL DKSHINI BHAG  ROOM NO 5 GARHI PURKHTA",528,385,0,913,317,217,0,534,525,0,5,5,352,160,2,0,1,0,0,3,1,5,534
164,"LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL DKSHINI BHAG  ROOM NO 6  GARHI PURKHTA",363,283,0,646,205,176,0,381,362,0,1,4,254,109,7,0,0,0,0,0,1,5,381
165,"SARV HITKARI KANYA INTER COLLEGE ROOM NO 2   GARHIPUKHTA",537,401,0,938,414,319,0,733,729,0,5,2,86,617,12,1,0,0,3,1,4,2,733
166,"SARV HITKARI KANYA INTER COLLEGE ROOM NO 3 GARHIPUKHTA",398,298,0,696,332,241,0,573,550,0,1,0,121,444,1,0,1,0,5,0,0,0,573
167,"SARV HITKARI KANYA INTER COLLEGE ROOM NO 4  GARHIPUKHTA",462,384,0,846,394,256,0,650,520,0,227,0,19,399,1,0,0,0,2,0,1,1,650
168,"PRAIMARI PATHSHALA PURVI BHAG PURMAFI",673,573,0,1246,420,362,0,782,782,0,145,5,62,553,8,0,1,0,3,2,0,3,782
169,"PRAIMARI PATHSHALA PASCHIMI BHAG  PURMAFI",614,485,0,1099,404,302,0,706,640,0,23,13,110,548,3,1,0,2,1,1,1,3,706
170,"KANYA PRAIMARI SCHOOL ROOM NO1  NONAGALI",709,545,0,1254,378,298,0,676,676,0,169,50,36,414,4,0,0,0,0,1,1,1,676
171,"KANYA PRAIMARI SCHOOL ROOM NO 2   NONAGALI",248,215,0,463,136,116,0,252,249,0,73,2,26,149,1,0,0,0,1,0,0,0,252
172,"PRAIMARI PATHSHALA CHONDAHEDI",356,289,0,645,232,220,0,452,451,0,104,1,9,321,3,1,1,2,3,1,1,5,452
173,"PRAIMARI PATHSHALA ROOM NO 1  DARGAAHPUR",812,696,0,1508,477,391,0,868,868,0,243,43,19,532,11,2,2,3,3,4,4,2,868
174,"JUNIOR HIGH SCHOOL  ROOM NO1  TANA",465,355,0,820,312,202,0,514,514,0,59,2,92,352,1,0,3,0,0,0,0,5,514
175,"JUNIOR HIGH SCHOOL  ROOM NO 3   TANA",451,333,0,784,281,221,0,502,502,0,121,4,59,309,4,0,0,0,1,3,1,0,502
176,"JUNIOR HIGH SCHOOL  ROOM NO 2  TANA",496,376,0,872,335,197,0,532,532,0,212,9,11,289,3,1,0,1,1,2,1,2,532
177,"JUNIOR HIGH SCHOOL  ROOM NO 4  TANA",439,302,0,741,289,165,0,454,434,0,52,282,4,103,3,1,3,0,1,1,3,1,454
178,"PRAIMARI PATHSHSALA  ROOM NO1  PELKHA",515,377,0,892,401,237,0,638,638,0,80,35,59,439,5,0,0,12,3,0,2,3,638
179,"PRAIMARI PATHSHSALA  ROOM NO2  PELKHA",484,349,0,833,327,238,0,565,555,0,37,257,7,249,2,1,0,8,0,0,2,2,565
180,"PRAIMARI PAHTSHALA ODRI",341,261,0,602,193,142,0,335,335,0,2,253,21,44,1,0,0,0,10,1,3,0,335
181,"PRAI MARI PATHSHALA JANDHEDI",475,427,0,902,339,293,0,632,632,0,166,4,16,424,11,1,4,1,4,0,1,0,632
182,"JUNIOR HIGH SCHOOL  UTTARI BHAG  BHAINSWAL",598,457,0,1055,423,286,0,709,690,0,237,5,43,416,4,0,1,0,1,1,0,1,709
183,"JUNIOR HIGH SCHOOL DAKSHINI BHAG  BHAINSWAL",759,630,0,1389,490,359,0,849,802,0,143,16,40,632,12,2,1,0,1,0,1,1,849
184,"JUNIOR HIGH SCHOOL UTTARI BHAG  ROOM NO - 3  BHAINSWAL",797,652,0,1449,522,455,0,977,879,0,237,5,23,702,6,0,0,0,2,1,0,1,977
185,"PRAIMARI PATHSHALA PURVI BHAG  BHAINSWAL",472,366,0,838,200,170,0,370,242,0,9,267,14,70,1,1,0,0,1,3,2,2,370
186,"PRAIMARI PATHSHALA  PASCHIMI BHAG  BHAINSWAL",500,349,0,849,207,140,0,347,195,0,9,112,95,108,5,0,1,0,2,3,4,8,347
187,"JANTA ADARSH INTER COLLEGE ROOM NO - 1  MALENDI",547,436,0,983,301,265,0,566,552,0,117,34,96,311,3,0,0,1,0,2,0,2,566
188,"JANTA ADARSH INTER COLLEGE ROOM NO - 2  MALENDI",476,354,0,830,296,232,0,528,347,0,38,3,89,393,2,0,0,0,2,0,0,1,528
189,"JANTA ADARSH INTER COLLEGE ROOM NO - 3  MALENDI",485,346,0,831,284,191,0,475,452,0,86,48,11,317,4,0,0,0,3,2,3,1,475
190,"JANTA ADARSH INTER COLLEGE ROOM NO - 4  MALENDI",476,348,0,824,284,191,0,475,452,0,86,48,11,317,4,0,0,0,3,2,3,1,475
191,"JANTA ADARSH INTER COLLEGE ROOM NO - 5  MALENDI",478,381,0,859,259,220,0,479,471,0,89,95,23,260,2,0,2,1,3,0,1,3,479
192,"JANTA ADARSH INTER COLLEGE ROOM NO - 6 MALENDI",445,347,1,793,207,291,0,498,22,0,15,136,52,288,2,1,0,0,1,1,1,1,498
193,"PARIMARI PATHSHALA PEERKHEDA",628,501,0,1129,470,397,0,867,867,0,99,38,110,614,1,1,0,0,1,0,1,2,867
194,"KANAYA PRAIMARI PATHSHALA ROOM NO - 1   LAPRANA",542,455,0,997,394,308,0,702,400,0,29,83,42,532,13,0,0,0,1,0,2,0,702
195,"KANAYA PRAIMARI PATHSHALA ROOM NO - 2  LAPRANA",470,383,0,853,371,276,0,647,550,0,64,32,7,535,4,1,0,2,0,0,0,2,647
196,"PRATHMIK VIDYALAY ROOM NO - 1 GUJJARPUR",273,247,0,520,212,200,0,412,5,0,21,66,284,36,3,0,0,0,1,0,0,1,412
197,"टपराना	PRATHMIK VIDYALAY ROOM NO - 1  SEWAPUR",314,243,0,557,182,229,0,411,381,0,3,121,10,258,3,2,1,4,3,1,0,5,411
198,"PRATHMIK VIDYALAY NAYA GANV MAJRA TAPRANA",560,463,0,1023,421,297,0,718,710,0,67,3,56,573,8,1,3,0,1,1,0,5,718
199,"PRAI MARI PATHSALA  UTTARI BHAG TAPRANA",799,610,0,1409,616,440,0,1056,905,0,7,54,925,61,3,1,1,1,0,2,0,1,1056
200,"PRAI MARI PATHSALA ANGDIPUR BEECH KA ROOM TAPRANA",612,452,0,1064,461,325,0,786,779,0,2,20,524,227,4,0,2,1,4,1,0,1,786
201,"PRAI MARI PATHSALA DHKSHINI KA ROOM TAPRANA",558,375,1,934,454,271,0,725,489,0,2,79,601,35,1,0,0,1,1,2,1,2,725
202,"PRAI MARI PATHSALA ANGDIPUR",332,282,0,614,245,210,0,455,454,0,0,4,36,388,7,0,19,0,0,0,0,1,455
203,"PURV MADHYAMIK VIDYALAY ROOM NO.1  KASERWA KHURD",688,549,0,1237,429,460,0,889,884,0,262,2,56,558,6,0,2,0,1,1,0,1,889
204,"PRAIMARI PATHSHALA  DKSHINI BHAG  KASERWA KHURD",867,691,0,1558,611,495,0,1106,1090,0,49,6,253,761,10,2,0,3,8,3,2,9,1106
205,"PRATHMIK VIDYALAY NO. 2  PASCHIMI BHAG ROOM KASERWA KALA",883,650,0,1533,650,446,0,1096,1096,0,350,9,38,680,9,1,1,2,3,1,0,2,1096
206,"PRAIMARI PATHSHALA ROOM NO 1 KASERVA KALAN",281,241,1,523,192,176,0,368,335,0,109,23,125,103,2,0,0,3,0,2,0,1,368
207,"PRAIMARI PATHSHALA ROOM NO 2 KASERVA KALAN",750,563,0,1313,462,300,0,762,685,0,179,62,76,419,12,1,1,0,2,3,2,5,762
208,"PRAIMARI PATHSHALA ROOM NO 1 TITAULI",802,701,1,1504,738,454,0,1192,1192,0,70,5,143,952,10,1,1,1,4,2,0,3,1192
209,"PRAIMARI PATHSHALA ROOM NO2 TITAULI",759,660,0,1419,566,439,0,1005,985,0,134,13,288,554,3,1,0,1,5,2,1,3,1005
210,"HARIJAN CHOPAL TITAULI",275,228,0,503,144,123,0,267,249,0,1,146,0,112,2,0,0,1,2,1,0,2,267
211,"PRAIMARI PATHSHALA ROOM NO 1 MUNDET",706,582,0,1288,537,389,0,926,926,0,79,3,6,827,4,1,0,1,3,0,0,2,926
212,"PRAIMARI PATHSHALA ROOM NO 2 MUNDET",780,664,0,1444,580,467,0,1047,749,0,18,50,81,864,15,3,1,1,4,1,1,8,1047
213,"PURV MADHYAMIK VIDYALAY ROOM NO 1 BADHEV KANNUKHERA",614,483,0,1097,366,278,0,644,642,0,107,1,74,450,4,0,0,0,4,0,2,2,644
214,"PURV MADHYAMIK VIDYALAY ROOM NO 2 BADHEV KANNUKHERA",396,324,0,720,266,232,0,498,440,0,47,1,80,364,0,1,0,0,1,1,1,2,498
215,"HARIJAN CHOPAL PATTI KHUAN BADHEV KANNUKHERA",515,332,0,847,283,208,0,491,491,0,4,129,54,296,0,0,2,0,1,3,0,2,491
216,"HARIJAN CHOPAL PATTHI BHOOT  KANNUKHERA",477,329,0,806,297,217,0,514,512,0,22,90,84,303,6,1,1,0,2,3,0,2,514
217,"PRAIMARI PATHSHALA GOHRNI",744,629,0,1373,499,366,0,865,865,0,184,10,27,588,47,0,0,1,6,0,0,2,865
218,"HARIJAN CHOPAL GOHRNI",577,435,1,1013,334,266,0,600,270,0,6,198,28,221,132,4,0,3,3,1,2,2,600
219,"HARIJAN CHOPAL ROOM NO 2 GOHRNI",323,260,0,583,179,140,0,319,316,0,7,148,70,90,0,0,0,1,1,2,0,0,319
220,"PRATHMIK VIDYALAY ROOM NO 2 RAMGARH",218,173,0,391,173,131,0,304,304,0,0,2,0,295,3,1,0,1,0,0,1,1,304
221,"JUNIOR HIGH SCHOOL KARODI",554,492,0,1046,330,292,0,622,450,0,135,223,24,209,6,1,1,7,5,6,1,4,622
222,"PRAIMARI PATHSHALA MARHAMPUR",416,355,0,771,272,235,0,507,505,0,3,174,129,187,2,0,1,1,2,4,2,2,507
223,"PRAI MARI PATHSALA DAKSHINI BHAG SILAVAR",735,559,2,1296,380,290,0,670,666,0,40,143,90,383,8,0,1,2,0,1,0,2,670
224,"PRAI MARI PATHSALA UTTARI BHAG SILAVAR",603,474,0,1077,394,296,0,690,684,0,76,202,14,376,5,0,0,1,13,0,1,2,690
225,"KANYA PATHSHALA UTTARI BHAG  SILAVAR",732,575,0,1307,478,358,0,836,836,0,184,35,1,607,3,0,1,1,2,0,0,2,836
226,"KANYA PATHSHALA DHKSHINI BHAG  SILAVAR",686,539,0,1225,463,280,0,743,509,0,205,9,49,461,11,1,0,0,2,3,0,2,743
227,"PRAIMAIR PATHSHALA NAYA BHWAN DHANAINA",730,572,0,1302,549,407,0,956,953,0,142,38,73,685,4,4,1,3,2,3,0,1,956
228,"PRAIMARI PATHASHALA PASCHIMI BHAG SIKKA",747,647,0,1394,489,437,0,926,918,0,6,27,286,592,12,0,2,0,0,0,1,0,926
229,"PRAIMARI PATHASHALA PURVI BHAG  SIKKA",457,398,0,855,340,253,0,593,593,0,5,103,109,361,6,1,1,0,2,2,1,2,593
230,"PRAIMARI PATHASHALA PASCHIMI BHAG ROOM NO 3 SIKKA",461,419,0,880,323,320,0,643,643,0,1,55,74,507,1,1,1,1,1,0,0,1,643
231,"PRAI MARI PATHSALA GOMTIPUR MAJRA SIKKA",519,429,0,948,384,330,0,714,690,0,28,25,28,605,14,1,3,3,2,0,2,3,714
232,"PRAIMARI PATHSHALA MAHAVATPUR",693,580,0,1273,481,360,0,841,700,0,5,107,25,693,5,0,0,0,1,1,0,4,841
233,"PRAI MARI PATHSALA ROOM NO 1  JALALPUR",683,497,0,1180,385,306,0,691,600,0,30,200,3,446,7,0,0,1,2,2,0,0,691
234,"PRAI MARI PATHSALA ROOM NO 2 JALALPUR",230,179,0,409,125,118,0,243,243,0,9,0,1,223,2,0,2,0,2,0,1,3,243
235,"PRAI MARI PATHSALA SAMASPUR",305,246,0,551,225,182,0,407,407,0,14,25,5,354,6,1,0,0,1,1,0,0,407
236,"PRAIMARI PATHSHALA ROOM NO 1 KEDI",455,376,1,832,335,301,0,636,635,0,2,10,166,449,4,0,1,0,0,2,1,1,636
237,"PRAIMARI PATHSHALA ROOM NO-2 KEDI",400,322,1,723,276,228,0,504,400,0,4,0,14,472,0,8,3,1,0,0,1,1,504
238,"PRAIMARI PATHSHALA ROOM NO-3  KEDI",521,394,0,915,352,286,0,638,637,0,2,106,27,493,2,0,1,2,0,1,3,1,638
239,"PRAIMARI PATHSHALA ROOM NO-4  KEDI",417,318,1,736,202,181,0,383,383,0,3,246,79,48,1,0,1,1,0,1,1,2,383
240,"PRAI MARI PATHSALA NO-2 ROOM NO-1  KEDI",452,333,0,785,283,222,0,505,505,0,1,1,139,344,8,1,1,0,4,2,1,3,505
241,"PRAI MARI PATHSALA NO-2 ROOM NO-2 KEDI",485,367,0,852,302,236,0,538,538,0,5,42,181,294,6,0,2,0,1,4,1,2,538
242,"PRAI MARI PATHSALA NO-2  ROOM NO-3 KEDI",446,363,1,810,228,222,0,450,450,0,0,27,229,188,0,1,0,0,0,2,2,1,450
243,"PRAI MARI PATHSALA NO-2 ROOM NO-4  KEDI",479,355,0,834,344,221,0,565,565,0,65,35,89,366,8,0,0,1,0,1,0,0,565
244,"PRIMARI PATHSHALA  UTTARI BHAG  SONTA RASULPUR",437,392,0,829,384,338,0,722,722,0,3,30,544,129,6,0,2,0,0,3,3,2,722
245,"PRIMARI PATHSHALA PURANA BHAWAN   ROOM NO 2 SONTA RASULLPUR",404,351,0,755,324,303,0,627,627,0,2,128,395,95,0,0,1,0,5,0,0,1,627
246,"PRIMARI PATHSHALA DKSHINI BHAG SONTA RASULLPUR",486,471,0,957,448,347,0,795,700,0,1,34,745,13,2,0,0,0,0,0,0,0,795
247,"PRIMARI PATHSHALA ROOM NO 4  SONTA RASULLPUR",429,410,0,839,384,345,0,729,729,0,0,54,673,2,0,0,0,0,0,0,0,0,729
248,"PRIMARI PATHSHALA BEECH KA ROOM SONTA RASULLPUR",719,669,0,1388,670,539,0,1209,1209,0,1,29,1062,97,6,0,2,2,0,7,2,1,1209
249,"PRAIMARI PATHSHALA RAIPUR",774,700,2,1476,481,435,0,916,650,0,5,209,280,401,11,1,1,1,2,2,1,2,916
250,"PRATHMIK PATHASALA ROOM NO 1  TITTARSI",747,542,0,1289,588,402,0,990,990,0,1,34,42,897,10,1,1,0,0,2,0,2,990
251,"PRATHMIK PATHASALA ROOM NO 1  ABDULLAPUR URF MORMAJRA",689,576,0,1265,532,436,0,968,965,0,28,67,83,773,8,1,7,1,0,0,0,0,968
252,"PRAIMARI PATHASHALA PURVI BHAG KUTBGARH",556,472,0,1028,376,312,0,688,462,0,1,248,14,417,6,0,0,0,0,0,2,0,688
253,"PRAIMARI PATHASHALA  PASCHIMI BHAG KUTBGARH",424,375,0,799,337,256,0,593,282,0,6,11,17,546,5,0,3,0,1,1,0,3,593
254,"SHRI DHARMNATH JUNIOR HIGH SCHOOL UTTARI BHAG GOGVAN JALALPUR",762,545,0,1307,659,466,0,1125,1122,0,4,32,114,969,4,1,0,0,0,0,0,1,1125
255,"SHRI DHARMNATH JUNIOR HIGH SCHOOL  DKSHINI BHAG GOGVAN JALALPUR",838,594,0,1432,672,469,0,1141,1072,0,1,7,101,1017,11,0,0,1,0,3,0,0,1141
256,"JUNIOR HIGH SCHOOL UTTARI BHAG  LADOMAJRI",240,213,0,453,205,174,0,379,369,0,1,2,11,360,2,0,1,0,1,0,1,0,379
257,"PRAIMARI PATHASHALA PURVI BHAG  HIRANVADA",730,540,1,1271,511,371,0,882,557,0,3,163,72,619,12,2,2,1,1,1,3,3,882
258,"PRAIMARI PATHASHALA PURVI BHAG  HIRANVADA",477,380,0,857,419,296,0,715,712,0,0,1,3,704,3,0,0,0,0,1,0,3,715
259,"PRAIMARI PATHASHALA PASCHIMI BHAG HIRANVADA",705,562,0,1267,567,460,0,1027,1027,0,3,4,111,886,6,0,0,2,3,5,0,7,1027
260,"PRAIMARI PATHSHALA  PURVI BHAG BHANDAUDA",699,521,0,1220,615,441,0,1056,1056,0,14,2,50,975,8,0,0,1,1,2,0,3,1056
261,"PRAIMARI PATHSHALA PASCHIMI BHAG BHANDAUDA",617,475,0,1092,481,353,0,834,825,0,12,12,5,792,6,0,0,1,1,2,0,3,834
262,"JATNA INTER COLLAGEPURVI BHAG  ROOM NO 1 BABRI",576,461,0,1037,259,211,0,470,449,0,2,295,2,161,3,3,1,0,1,0,1,1,470
263,"JATNA INTER COLLAGE PURVI BHAG ROOM NO 2 BABRI",450,358,0,808,265,233,0,498,497,0,2,58,291,142,1,0,0,1,1,1,0,1,498
264,"JATNA INTER COLLAGE PURVI BHAG ROOM NO 3 BABRI",541,425,0,966,380,287,0,667,645,0,0,2,447,204,7,1,1,1,1,1,0,2,667
265,"JATNA INTER COLLAGE PURVI BHAG ROOM NO 4 BABRI",601,467,0,1068,436,327,0,763,548,0,2,4,324,415,5,0,1,0,2,2,3,5,763
266,"JATNA INTER COLLAGE  PASCHIMI BHAG ROOM NO 1 BABRI",641,470,0,1111,411,336,0,747,605,0,6,1,282,440,4,0,1,0,4,2,1,6,747
267,"JATNA INTER COLLAGE  PASCHIMI BHAG ROOM NO 2 BABRI",512,427,1,940,353,290,0,643,623,0,2,5,176,449,5,1,1,1,0,2,0,1,643
268,"JATNA INTER COLLAGE  PASCHIMI BHAG ROOM NO 3 BABRI",541,446,0,987,381,313,0,694,673,0,6,3,72,603,7,0,0,1,0,1,1,0,694
269,"JATNA INTER COLLAGE  PASCHIMI BHAG ROOM NO 4 BABRI",270,227,0,497,225,197,0,422,422,0,0,3,28,386,3,1,0,0,0,0,0,1,422
270,"PRATHMIK VIDYALAY ROOM NO 1 RAGHUNATHPUR MAJRA BABRI",255,240,0,495,173,164,0,337,334,0,0,27,2,304,2,1,0,0,1,0,0,0,337
271,"PANCHAYAT GHAR ROOM NO 1 BANTIKHERA",574,476,0,1050,445,333,0,778,700,0,2,29,566,165,5,0,2,1,1,3,0,4,778
272,"PANCHAYAT GHAR ROOM NO 2 BANTIKHERA",487,408,0,895,400,314,0,714,600,0,2,12,556,132,4,0,1,0,1,3,1,2,714
273,"PANCHAYAT GHAR ROOM NO 3 BANTIKHERA",594,436,0,1030,360,261,0,621,61,0,49,93,98,373,4,0,0,0,1,2,0,1,621
274,"PRIMARY PATHSHALA PURVI BHAG ROOM NO 3  BANTIKHEDA",570,424,0,994,356,292,0,648,540,0,18,10,349,259,2,0,2,0,2,6,0,0,648
275,"NAVEEN KANYA PATHSALA ROOM NO 1  BANTIKHEDA",859,636,0,1495,660,423,0,1083,1040,0,24,18,509,489,12,5,2,1,3,7,2,11,1083
276,"NAVEEN KANYA PATHSALA ROOM NO 2  BANTIKHEDA",790,657,0,1447,648,505,0,1153,1151,0,148,26,9,959,8,0,1,0,1,0,1,0,1153
277,"PRIMARY PATHASHALA ROOM NO 1 FATEHPUR",590,499,0,1089,379,326,0,705,705,0,121,54,33,484,5,0,0,0,5,0,1,2,705
278,"PRAIMARI PATHASHALA KHEDI BAIRAGI",453,385,0,838,314,273,0,587,307,0,131,146,12,288,1,0,0,0,7,0,0,2,587
279,"PRAI MARI PATHSALA ROOM NO 1 BHIKKI DEH",186,167,0,353,169,147,0,316,316,0,45,1,2,263,2,0,1,0,0,1,0,1,316
280,"PRAI MARI PATHSALA ROOM NO 1 GOHARPUR",378,335,0,713,327,293,0,620,550,0,180,126,11,299,1,0,0,0,1,0,0,2,620
281,"PRAIMARI PATHSHALA JAMALPUR NANGLI",261,200,0,461,186,134,0,320,318,0,65,0,1,251,2,0,0,0,1,0,0,0,320
282,"PRAIMARI PATHSHALA KHANPUR TALVA MAJRA",709,533,0,1242,357,307,0,664,660,0,220,42,8,388,3,0,0,0,2,0,1,0,664
283,"JH. HIGH SCHOOL ROOM NO 1 KARAUDA HATHI",824,566,0,1390,364,266,0,630,598,0,110,98,98,298,5,2,0,8,1,1,3,6,630
284,"JH. HIGH SCHOOL ROOM NO 2 KARAUDA HATHI",732,589,0,1321,512,416,0,928,903,0,312,8,25,540,9,4,5,4,7,5,3,6,928
285,"PRIMARI PATHSHALA ROOM NO.1 KARAUDA HATHI",680,534,0,1214,420,334,0,754,751,0,142,15,25,561,5,1,1,0,0,2,0,2,754
286,"PRIMARY PATHSHALA PURVI BHAG BUTRADA",523,420,1,944,413,295,0,708,708,0,82,19,22,579,2,1,0,1,0,1,0,1,708
287,"PRAIMARI PATHSHALA PASCHMI BHAG BUTRADA",659,535,0,1194,419,364,0,783,783,0,41,65,28,635,7,0,1,0,2,0,4,0,783
288,"PRAIMARI PATHSHALA NO 3  ROOM NO-2 BUTRADA",743,593,0,1336,480,380,0,860,535,0,2,84,676,88,2,1,0,1,0,4,0,2,860
289,"PRAIMARI PATHSHALA NO 3 ROOM NO-3  BUTRADA",904,759,0,1663,607,519,0,1126,1126,0,5,134,864,106,1,0,0,1,2,8,0,5,1126
290,"PRAIMARI PATHSHALA  PASCHMI BHAG  KHANPUR",607,493,0,1100,350,312,0,662,658,0,109,30,221,293,5,0,0,1,1,0,0,2,662
291,"PRAIMARI PATHSHALA PURVI BHAG  KHANPUR",395,330,0,725,275,216,0,491,491,0,93,5,83,307,2,0,1,0,0,0,0,0,491
292,"PRAIMARI PATHSHALA KASAMPUR",557,448,0,1005,402,326,0,728,727,0,101,22,4,593,6,0,1,0,0,0,1,0,728
293,"PRAIMARI PATHSHALASONTA",675,527,1,1203,390,293,0,683,682,0,248,2,2,416,4,0,0,2,3,3,1,2,683
294,"JUNIOR KANYA PATHSHALA SONTA",629,429,0,1058,303,210,0,513,266,0,135,90,2,270,3,0,1,2,3,3,1,3,513
295,"PRAIMARI PATHSHALABHANERA JAT",690,551,0,1241,411,335,0,746,11,0,52,112,149,400,11,2,0,13,1,3,1,2,746
296,"JUNIYAR HIGH SCHOOL BHANERA JAT",589,493,0,1082,381,329,0,710,655,0,48,29,235,387,7,0,0,0,1,1,0,2,710
