"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
115,"DHAROU PRIMARY SCHOOL R NO. 1",611,539,0,1150,401,317,0,718,718,0,84,425,5,161,1,4,1,0,1,1,2,7,0,1,10,1,1,5,0,1,2,0,1,2,2,718
116,"DHAROU PRIMARY SCHOOL R NO. 2",259,246,0,505,175,157,0,332,332,0,28,156,1,130,0,5,0,1,0,1,0,4,1,0,3,0,1,0,0,0,0,0,0,0,1,332
117,"DENOL PRIMARY SCHOOL R NO. 1",451,403,0,854,332,302,0,634,634,0,11,297,4,304,0,2,0,0,0,0,0,6,1,1,1,2,0,2,1,0,0,0,1,1,0,634
118,"DENOL PRIMARY SCHOOL R NO. 2",470,412,0,882,344,308,0,652,652,0,58,548,3,5,0,1,1,2,0,0,0,7,1,0,4,11,2,5,0,0,0,1,0,0,3,652
119,"UMRALA PRIMARY SCHOOL",324,275,0,599,262,180,0,442,442,0,28,282,2,122,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,3,442
120,"BARTOLI PRIMARY SCHOOL",740,692,0,1432,424,389,0,813,813,0,262,317,7,196,2,1,0,0,0,2,1,5,0,2,3,5,1,1,0,3,1,1,0,1,2,813
121,"KHALSIYA CHUHARPUR PRIMARY SCHOOL",569,489,0,1058,417,323,0,740,740,0,270,377,3,58,1,2,1,0,0,0,2,2,1,2,2,7,2,3,1,0,0,0,1,1,4,740
122,"DHARPA CHUHARPUR PRIMARY SCHOOL R NO. 1",489,417,0,906,310,266,0,576,576,0,59,481,1,20,0,5,0,1,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,1,1,576
123,"DHARPA CHUHARPUR PRIMARY SCHOOL R NO. 2",460,387,0,847,268,255,0,523,523,0,26,182,1,303,2,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,523
124,"ACHHEJA KHURD JANTA SCHOOL",508,424,0,932,333,274,0,607,607,0,34,306,3,248,1,0,0,1,0,1,0,3,2,0,2,3,0,0,1,1,0,0,0,0,1,607
125,"AGARWAL PRIMARY SCHOOL",634,594,1,1229,445,358,0,803,803,0,477,116,6,138,2,2,1,1,0,0,1,6,0,1,1,8,17,6,2,3,5,1,1,2,6,803
126,"KIRRA PRIMARY SCHOOL R NO. 1",567,498,0,1065,348,291,0,639,639,0,63,436,4,127,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,639
127,"KIRRA PRIMARY SCHOOL R NO. 2",568,525,0,1093,403,375,0,778,778,0,5,45,5,712,1,0,0,0,1,0,0,2,1,0,0,3,1,0,0,0,0,0,0,1,1,778
128,"MACHHIPUR PRIMARY SCHOOL",475,376,0,851,364,350,0,714,714,0,11,4,1,672,6,1,0,0,0,0,0,2,4,0,1,2,0,0,1,5,1,0,0,0,3,714
129,"HASANGARH PRIMARY SCHOOL R NO. 1",763,644,0,1407,509,373,0,882,882,0,720,43,3,86,3,7,0,0,0,0,1,4,0,0,0,4,6,1,0,0,1,0,0,0,3,882
130,"ISALAMABAD PRIMARY SCHOOL R NO. 1",584,527,0,1111,429,312,0,741,741,0,683,6,1,16,0,3,0,0,0,0,2,2,2,1,1,15,7,2,0,0,0,0,0,0,0,741
131,"ISALAMABAD PRIMARY SCHOOL R NO. 2",642,572,0,1214,427,297,0,724,724,0,643,11,9,24,1,3,0,1,0,0,0,2,3,2,1,12,6,2,0,1,0,0,0,1,2,724
132,"HAJRATPUR PRIMARY SCHOOL",718,615,0,1333,496,448,0,944,944,0,33,641,11,217,2,2,0,3,0,1,0,7,3,1,7,4,2,4,1,0,0,1,0,2,2,944
133,"CHITI PRIMARY SCHOOL",242,205,0,447,147,142,0,289,289,0,31,205,1,49,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,289
134,"NAGLA CHITI PRIMARY SCHOOL",265,218,0,483,219,181,0,400,400,0,3,363,3,22,1,1,0,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,400
135,"MUNDA KHERA KANAYA PATHSHALA R NO. 1",815,744,0,1559,517,432,0,949,949,0,404,483,1,26,1,0,0,0,0,0,1,4,0,0,2,5,8,7,3,0,0,0,0,2,2,949
136,"MUNDA KHERA KANAYA PATHSHALA R NO. 2",741,640,0,1381,509,396,0,905,905,0,361,196,4,309,1,2,2,1,1,0,1,1,3,0,0,8,4,3,0,0,0,0,2,1,5,905
137,"MUNDA KHERA PANCHAYTA GHAR R NO.1",489,415,0,904,303,271,0,574,574,0,256,129,0,172,2,0,1,1,0,0,1,2,0,0,0,2,4,2,1,0,0,0,0,1,0,574
138,"MUNDA KHERA PANCHAYTA GHAR R NO.2",449,385,0,834,294,243,0,537,537,0,77,254,2,189,0,0,0,0,1,0,0,2,2,1,1,1,1,1,0,0,0,1,1,2,1,537
139,"TALIBPUR PRIMARY SCHOOL",315,252,0,567,258,206,0,464,464,0,6,25,5,416,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,464
140,"LALPUR CHITOLA PRIMARY SCHOOL",479,421,0,900,386,187,0,573,573,0,261,82,7,205,1,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,0,2,2,2,573
141,"BOROLI PRIMARY SCHOOL R NO. 1",846,684,1,1531,541,403,0,944,944,0,165,653,6,93,2,2,0,0,2,1,1,5,2,1,0,6,1,0,1,0,0,0,0,2,1,944
142,"BOROLI PRIMARY SCHOOL R NO. 2",498,465,0,963,305,244,0,549,549,0,197,200,7,126,0,0,1,0,0,0,1,1,2,1,0,1,6,2,1,0,1,2,0,0,0,549
143,"BOROLI PRIMARY SCHOOL R NO. 3",371,338,0,709,201,170,0,371,371,0,194,55,5,85,0,0,1,0,1,0,2,2,2,0,1,6,6,3,1,4,0,1,0,0,2,371
144,"NAGALA KUTHI PRIMARY SCHOOL",560,499,0,1059,370,298,0,668,668,0,327,193,3,114,0,2,1,0,2,1,1,6,1,0,1,7,1,1,1,0,1,1,0,2,2,668
145,"ABADA NAGAR PRIMARY SCHOOL",426,396,0,822,288,215,0,503,503,0,204,213,10,47,1,2,0,2,1,0,0,5,0,0,1,8,2,4,0,1,0,1,0,0,1,503
146,"KHURJA J.S. INTER COLLEGE R NO. 1, EASTERN PART",665,612,0,1277,492,407,0,899,899,0,32,813,12,4,0,11,0,6,0,0,1,4,1,0,0,2,0,7,1,0,0,0,0,1,4,899
147,"KHURJA J.S. INTER COLLEGE R NO. 2, EASTERN PART",773,715,0,1488,547,418,0,965,965,0,265,598,17,55,0,3,0,0,0,0,0,1,1,1,3,4,4,8,1,1,0,1,0,0,2,965
148,"KHURJA J.S. INTER COLLEGE R NO. 3, EASTERN PART",279,270,0,549,212,189,0,401,401,0,17,373,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,401
149,"KHURJA J.S. INTER COLLEGE R NO. 4, EASTERN PART",499,498,0,997,346,321,0,667,667,0,97,533,7,7,0,3,0,0,0,0,0,1,0,0,0,1,4,6,0,1,0,0,2,1,4,667
150,"KHURJA J.S. INTER COLLEGE R NO. 1, WESTERN PART",731,610,0,1341,486,316,0,802,802,0,539,187,6,31,1,8,0,1,0,0,0,0,0,0,0,5,6,4,0,0,0,1,2,1,10,802
151,"KHURJA J.S. INTER COLLEGE R NO. 2, WESTERN PART",699,649,0,1348,463,398,0,861,861,0,24,672,16,118,0,6,2,2,0,0,1,4,0,0,6,1,1,1,1,2,0,0,0,1,3,861
152,"KHURJA J.S. INTER COLLEGE R NO. 3, WESTERN PART",418,385,0,803,266,240,0,506,506,0,47,265,8,148,0,2,2,0,0,0,4,8,3,0,7,5,1,2,1,1,0,1,0,1,0,506
153,"KHURJA KASTURBA KANYA JUNIOR HIGH SCHOOL R NO. 1",463,404,0,867,356,272,0,628,628,0,421,165,3,26,0,2,0,0,0,0,1,1,0,0,0,1,3,1,0,0,2,0,1,1,0,628
154,"KHURJA KASTURBA KANYA JUNIOR HIGH SCHOOL R NO. 4",208,175,0,383,149,96,0,245,245,0,228,3,2,8,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,245
155,"KHURJA KASTURBA KANYA JUNIOR HIGH SCHOOL R NO. 2",775,694,0,1469,519,398,0,917,917,0,606,257,6,24,0,1,0,2,0,2,1,4,0,0,1,4,3,2,0,0,1,0,1,0,2,917
156,"KHURJA M.I.S.MAU. BALIKA VIDHYALAYA",504,419,1,924,295,157,0,452,452,0,339,5,3,88,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,5,0,1,0,1,452
157,"KHURJA BRAHMAN MAHA SABHA DHARAMSHALA SUBHASH ROAD R NO. 1",587,496,0,1083,448,351,0,799,799,0,38,726,10,5,0,3,0,2,0,0,0,3,0,0,2,0,2,2,1,0,0,0,1,0,4,799
158,"KHURJA BRAHMAN MAHA SABHA DHARAMSHALA SUBHASH ROAD R NO. 2",555,490,0,1045,403,363,0,766,766,0,92,646,5,6,0,5,0,2,0,0,0,2,1,0,0,0,0,4,1,0,0,0,0,0,2,766
159,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 1 EARSTERN PART",700,583,0,1283,478,375,0,853,853,0,595,201,6,23,1,4,1,3,0,2,0,1,2,2,0,5,3,3,0,0,0,0,0,0,1,853
160,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 2 EARSTERN PART",610,548,0,1158,404,269,0,673,673,0,625,2,7,17,2,1,0,2,0,1,0,4,1,0,0,4,3,0,0,0,0,0,0,3,1,673
161,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 4 EARSTERN PART",523,452,0,975,356,238,0,594,594,0,512,7,5,27,0,4,0,0,1,2,2,2,2,3,4,6,3,5,1,1,1,1,1,2,2,594
162,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 3 EARSTERN PART",486,422,0,908,291,234,0,525,525,0,270,196,3,35,0,1,0,3,1,0,0,2,1,0,0,1,4,5,0,1,0,1,0,1,0,525
163,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 6 EARSTERN PART",383,326,0,709,248,203,0,451,451,0,21,358,4,45,1,2,0,2,0,1,0,0,0,1,2,2,0,5,1,2,0,1,1,1,1,451
164,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 1 WESTERN PART",563,498,0,1061,398,332,0,730,730,0,121,531,9,56,1,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,3,730
165,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 2 WESTERN PART",453,385,0,838,304,248,0,552,552,0,26,481,6,7,1,4,1,1,1,0,0,6,3,1,6,3,1,3,0,0,0,0,0,1,0,552
166,"KHURJA RAMA MURTI HAR SWAROOP BALIKA VIDHYA MANDIR R NO. 3 WESTERN PART",446,392,0,838,303,262,0,565,565,0,23,510,5,11,0,3,0,3,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,565
167,"KHURJA PRIMARY PATHASALA NO.-10 R-NO.1",603,532,0,1135,371,318,0,689,689,0,451,188,4,20,1,1,0,1,1,0,0,6,1,0,2,6,2,1,2,0,0,0,0,0,2,689
168,"KHURJA PRIMARY PATHASALA NO.-10 R-NO.2",389,311,0,700,242,194,0,436,436,0,109,186,6,101,1,1,1,2,0,0,0,2,0,0,0,1,2,8,5,5,1,1,2,0,2,436
169,"KHURJA RIFAH-E-AAM INTER COLLEGE SOUTHERN PART R NO. 3",502,433,0,935,336,201,0,537,537,0,387,8,6,83,2,18,0,4,0,3,3,0,0,0,1,4,5,2,2,1,0,0,1,3,4,537
170,"KHURJA RIFAH-E-AAM INTER COLLEGE SOUTHERN PART R NO. 7",446,379,1,826,294,204,0,498,498,0,397,5,7,47,0,6,2,2,0,0,0,10,0,0,0,17,0,1,0,0,1,0,0,1,2,498
171,"KHURJA RIFAH-E-AAM INTER COLLEGE SOUTHERN PART R NO. 4",476,401,0,877,293,194,0,487,487,0,356,6,7,69,0,8,3,1,0,0,1,24,0,2,0,6,2,0,0,1,0,0,0,0,1,487
172,"KHURJA RIFAH-E-AAM INTER COLLEGE SOUTHERN PART R NO. 1",456,407,0,863,288,232,0,520,520,0,439,6,1,46,0,2,0,1,0,0,0,4,2,0,1,3,3,2,0,1,0,0,1,2,6,520
173,"KHURJA RIFAH-E-AAM INTER COLLEGE SOUTHERN PART R NO. 5",518,386,0,904,314,161,0,475,475,0,398,13,2,46,0,7,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,475
174,"KHURJA RIFAH-E-AAM INTER COLLEGE SOUTHERN PART R NO. 6",829,727,0,1556,582,386,0,968,968,0,692,119,4,129,1,3,0,1,0,1,1,5,0,0,1,4,4,3,0,0,0,0,0,0,0,968
175,"KHURJA RIFAH-E-AAM INTER COLLEGENOUTHERN PART R NO.1",641,532,0,1173,481,348,0,829,829,0,414,353,5,15,1,6,1,1,0,2,4,5,0,1,1,1,3,3,1,2,1,3,1,1,4,829
176,"KHURJA RIFAH-E-AAM INTER COLLEGENOUTHERN PART R NO.2",189,185,0,374,108,90,0,198,198,0,26,162,4,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,198
177,"KHURJA RIFAH-E-AAM INTER COLLEGENOUTHERN PART R NO.4",906,670,0,1576,550,365,0,915,915,0,151,661,12,39,2,4,1,0,0,0,1,8,1,2,3,6,3,9,1,0,0,1,2,5,3,915
178,"KHURJA RIFAH-E-AAM INTER COLLEGENOUTHERN PART R NO.3",795,690,0,1485,422,268,0,690,690,0,561,11,3,78,0,14,0,0,0,0,0,1,0,0,1,7,3,5,1,0,0,0,0,2,3,690
179,"KHURJA PRIMARY SCHOOL NO. 10 R NO.3",497,404,0,901,315,251,0,566,566,0,368,151,9,27,0,3,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,566
180,"KHURJA PRIMARY SCHOOL NO. 10 R NO.4",384,370,0,754,263,210,0,473,473,0,235,209,3,8,0,5,0,2,0,0,0,2,0,0,1,0,1,1,1,1,0,4,0,0,0,473
181,"KHURJA RIFAH-E-AAM INTER COLLEGE NORTHERN PART R NO. 5",425,346,0,771,271,203,0,474,474,0,294,149,13,8,0,1,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,474
182,"KHURJA RIFAH-E-AAM INTER COLLEGE NORTHERN PART R NO. 7",455,406,0,861,268,239,0,507,507,0,220,248,11,13,1,2,0,2,1,0,0,1,0,0,1,0,0,1,4,0,0,1,0,1,0,507
183,"KHURJA RIFAH-E-AAM INTER COLLEGE NORTHERN PART R NO. 6",906,781,1,1688,590,481,0,1071,1071,0,283,662,12,84,2,3,1,5,2,1,0,2,0,0,7,0,3,3,0,0,0,0,0,1,0,1071
184,"KHURJA S.M.J. INTER COLLEGE R NO. 1",521,453,0,974,338,254,0,592,592,0,19,540,8,14,0,4,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,592
185,"KHURJA S.M.J. INTER COLLEGE R NO. 5",403,362,0,765,276,222,0,498,498,0,31,433,4,16,1,7,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,498
186,"KHURJA S.M.J. INTER COLLEGE R NO. 2",644,590,0,1234,472,345,0,817,817,0,25,759,5,7,0,10,0,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,2,817
187,"KHURJA S.M.J. INTER COLLEGE R NO. 3",788,724,0,1512,568,467,0,1035,1035,0,42,944,8,14,0,8,1,2,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,8,1035
188,"KHURJA S.M.J. INTER COLLEGE R NO. 4",490,434,0,924,335,262,0,597,597,0,13,537,12,4,1,4,2,1,0,0,2,10,2,2,5,2,0,0,0,0,0,0,0,0,0,597
189,"KHURJA S.M.J. INTER COLLEGE R NO. 6",411,361,1,773,275,212,0,487,487,0,14,451,4,5,0,2,2,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,2,487
190,"KHURJA H.R. MADHYAMIK VIDHYALAYA",572,505,0,1077,523,325,0,848,848,0,793,9,4,20,0,9,0,0,1,0,0,0,0,0,0,3,2,2,0,0,1,0,2,1,1,848
191,"KHURJA DAYANAND SCHOOL R NO.1",732,621,0,1353,442,344,0,786,786,0,91,470,20,173,0,13,0,2,0,2,0,2,0,1,1,3,0,2,0,0,0,1,2,0,3,786
192,"KHURJA DAYANAND SCHOOL R NO.2",523,476,0,999,295,268,0,563,563,0,24,484,3,29,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,563
193,"KHURJA J.A.S. INTER COLLEGE R.NO04 WESTREN PART",292,266,0,558,169,166,0,335,335,0,14,289,2,15,0,2,0,3,0,0,0,1,0,1,1,0,0,4,1,0,0,0,0,0,2,335
194,"KHURJA NORMAL SCHOOL R NO. 1",729,662,0,1391,584,480,0,1064,1064,0,33,972,7,30,1,7,1,2,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,2,1064
195,"KASTURBA GANDHI BALIKA AVASIYA VIDHYALAYA R NO. 1",582,486,0,1068,399,295,0,694,694,0,11,295,3,367,4,4,0,2,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,3,694
196,"KASTURBA GANDHI BALIKA AVASIYA VIDHYALAYA R NO. 2",495,398,0,893,312,263,0,575,575,0,12,128,3,415,4,2,0,1,0,0,1,0,1,1,2,4,0,0,1,0,0,0,0,0,0,575
197,"KHURJA NORMAL SCHOOL R NO. 3",647,559,0,1206,414,319,0,733,733,0,20,305,11,365,3,8,0,2,1,0,0,2,0,2,0,4,2,2,0,5,1,0,0,0,0,733
198,"KHURJA NORMAL SCHOOL R NO. 5",532,450,1,983,350,315,0,665,665,0,39,470,5,123,1,5,1,0,0,2,0,9,0,1,3,2,0,2,0,1,0,0,0,0,1,665
199,"KHURJA S.M.J. INTER COLLEGE  NORTHREN PART R NO. 2",549,462,0,1011,286,259,0,545,545,0,17,394,3,112,0,2,0,0,0,1,0,2,0,1,2,3,2,2,2,0,1,0,0,0,1,545
200,"KHURJA S.M.J. INTER COLLEGE  NORTHREN PART R NO. 3",527,445,0,972,245,194,0,439,439,0,19,276,2,133,2,1,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,439
201,"KHURJA LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL R NO. 1",479,459,0,938,344,305,0,649,649,0,63,548,5,8,0,3,0,1,0,0,1,7,0,1,0,1,1,3,0,0,0,0,1,1,5,649
202,"KHURJA LAL BAHADUR SHASTRI JUNIOR HIGH SCHOOL R NO. 2",770,685,0,1455,468,422,0,890,890,0,85,636,12,119,1,11,0,2,1,0,1,5,1,1,3,3,0,3,0,1,0,2,1,1,1,890
203,"KHURJA H.R JUNIOR HIGH SCHOOL, MOHALLA KOT R NO. 1",452,380,0,832,308,230,0,538,538,0,493,6,0,28,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,538
204,"KHURJA H.R JUNIOR HIGH SCHOOL, MOHALLA KOT R NO. 2",417,344,0,761,248,160,0,408,408,0,283,63,5,45,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,2,408
205,"KHURJA H.R JUNIOR HIGH SCHOOL, MOHALLA KOT R NO. 3",778,652,0,1430,462,344,0,806,806,0,729,11,7,38,1,8,0,1,0,0,1,0,1,0,0,3,2,2,0,0,0,0,0,0,2,806
206,"KHURJA ARYA KANYA DEGREE COLLEGE R NO.1",737,673,0,1410,479,412,0,891,891,0,27,768,11,50,1,13,1,1,0,1,0,6,0,0,5,2,0,0,0,0,0,1,0,0,4,891
207,"KHURJA ARYA KANYA DEGREE COLLEGE R NO.2",801,762,0,1563,564,498,0,1062,1062,0,31,915,7,101,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1062
208,"KHURJA ARYA KANYA DEGREE COLLEGE R NO.3",786,695,0,1481,446,414,0,860,860,0,45,728,5,47,2,14,1,1,1,0,1,5,1,0,2,3,0,2,0,1,0,0,0,0,1,860
209,"KHURJA ARYA KANYA DEGREE COLLEGE R NO.4",387,358,0,745,229,200,0,429,429,0,15,386,0,13,0,8,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,429
210,"KHURJA ARYA KANYA DEGREE COLLEGE R NO.5",497,446,0,943,283,254,0,537,537,0,28,451,7,37,0,8,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,537
211,"KHURJA NAGAR PALIKA OFFICE R NO.1",481,412,0,893,253,196,0,449,449,0,375,4,1,48,1,4,0,3,0,0,0,2,1,0,3,1,2,0,0,0,1,0,0,1,2,449
212,"KHURJA NAGAR PALIKA OFFICE R NO.4",409,379,0,788,214,196,0,410,410,0,375,2,2,19,0,3,0,0,0,0,0,3,1,0,0,1,4,0,0,0,0,0,0,0,0,410
213,"KHURJA NAGAR PALIKA OFFICE R NO.2",425,396,0,821,290,216,0,506,506,0,201,233,8,38,1,2,1,3,1,0,1,4,1,2,1,2,3,0,1,0,0,1,0,0,2,506
214,"KHURJA NAGAR PALIKA OFFICE R NO.5",448,391,0,839,239,139,0,378,378,0,286,25,0,53,0,0,0,1,0,0,1,0,0,1,0,4,2,1,0,0,0,0,0,1,3,378
215,"KHURJA NAGAR PALIKA OFFICE R NO.3",663,628,0,1291,380,254,0,634,634,0,562,1,7,42,1,2,0,1,1,1,0,1,0,0,0,5,6,2,0,0,0,0,0,0,2,634
216,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.1",781,704,0,1485,417,437,0,854,854,0,195,452,8,164,0,3,0,4,0,1,2,4,0,0,6,2,5,3,0,1,1,1,1,0,1,854
217,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.5",562,507,0,1069,292,262,0,554,554,0,41,307,3,173,2,1,0,0,3,1,0,3,0,2,3,7,1,1,0,0,0,2,1,1,2,554
218,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.9",370,323,0,693,225,196,0,421,421,0,11,366,4,29,0,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,4,421
219,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.2",535,457,0,992,310,267,0,577,577,0,34,440,9,70,2,4,0,1,1,0,0,8,0,0,1,2,1,1,0,0,2,1,0,0,0,577
220,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.10",521,425,0,946,301,229,0,530,530,0,67,220,1,215,1,6,1,1,1,0,0,2,2,1,2,4,1,1,0,0,1,0,0,0,3,530
221,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.6",890,760,0,1650,451,415,0,866,866,0,41,673,8,121,1,10,0,0,0,1,1,1,0,0,1,3,0,3,0,1,1,0,0,0,0,866
222,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.3",664,580,1,1245,330,290,0,620,620,0,17,483,0,106,0,6,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,620
223,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.7",885,760,0,1645,468,387,0,855,855,0,38,765,9,25,0,4,0,0,0,0,0,2,0,0,0,1,0,3,4,1,1,0,1,0,1,855
224,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.4",634,562,0,1196,285,313,0,598,598,0,23,461,3,98,1,7,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,598
225,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.8",635,564,0,1199,360,308,0,668,668,0,13,617,11,19,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,668
226,"KHURJA SH. SETH GANGA SAGAR JATIA POLYTECHNIC R NO.11",491,516,0,1007,308,293,0,601,601,0,34,443,0,109,2,3,0,2,0,0,1,1,0,0,1,0,2,2,1,0,0,0,0,0,0,601
227,"KHURJA PRIMARY SCHOOL NO 2 NEAR WATER TANK R NO.1",170,153,0,323,93,102,0,195,195,0,14,162,1,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195
228,"KHURJA PRIMARY SCHOOL NO 2 NEAR WATER TANK R NO.4",653,550,0,1203,460,309,0,769,769,0,232,327,7,177,3,3,0,4,0,1,1,1,0,0,2,3,2,1,0,2,0,1,1,0,1,769
229,"KHURJA PRIMARY SCHOOL NO 2 NEAR WATER TANK R NO.2",432,403,0,835,258,240,0,498,498,0,42,169,6,268,0,5,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,498
230,"KHURJA PRIMARY SCHOOL NO 2 NEAR WATER TANK R NO.3",408,359,0,767,227,199,0,426,426,0,22,356,5,29,1,6,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,426
231,"KHURJA PRIMARY SCHOOL BEHIND WATER TANK",598,532,0,1130,424,311,0,735,735,0,246,295,12,161,2,8,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,4,735
232,"NEHRUPUR PRIMARY SCHOOL R NO.1",704,616,0,1320,511,419,0,930,930,0,8,67,6,830,2,0,1,0,0,1,0,3,0,0,1,3,0,0,0,3,1,2,0,0,2,930
233,"NEHRUPUR PRIMARY SCHOOL R NO.2",564,504,0,1068,403,338,0,741,741,0,11,70,4,617,4,9,1,0,1,1,0,3,1,2,2,3,4,2,1,1,0,0,0,0,4,741
234,"NEHRUPUR PRIMARY SCHOOL R NO.3",373,313,0,686,256,226,0,482,482,0,5,63,8,370,3,2,2,1,1,0,0,2,0,0,1,1,1,5,0,5,2,2,1,5,2,482
235,"KILA MABAI PRIMARY SCHOOL R NO.1",535,436,0,971,335,275,0,610,610,0,14,264,13,297,1,5,1,4,2,1,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,610
236,"KILA MABAI PRIMARY SCHOOL R NO.2",578,497,0,1075,325,235,0,560,560,0,11,339,3,195,3,0,0,1,0,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,1,560
237,"KILA MABAI PRIMARY SCHOOL R NO.3",484,403,0,887,318,235,0,553,553,0,11,269,4,236,0,7,0,1,0,0,0,1,0,0,0,0,1,6,1,1,2,5,2,5,1,553
238,"KILA MABAI PRIMARY SCHOOL R NO.4",497,462,0,959,340,295,0,635,635,0,8,195,5,398,0,9,0,1,0,0,1,2,1,0,0,0,1,2,0,4,0,3,1,4,0,635
239,"LAKHAWATI MIRJAPUR PRIMARY SCHOOL R NO.1",503,452,0,955,321,297,0,618,618,0,250,112,3,240,0,3,0,0,0,1,0,0,2,1,0,2,1,1,0,0,0,0,0,0,2,618
