"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
240,"LAKHAWATI MIRJAPUR PRIMARY SCHOOL R NO.2",491,443,0,934,286,283,0,569,569,0,161,310,1,41,0,1,0,1,0,0,0,2,2,3,6,6,5,11,2,1,3,4,2,2,5,569
241,"GAWAN PRIMARY SCHOOL",527,465,0,992,399,277,0,676,676,0,55,544,0,68,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,676
242,"KALENA PRIMARY SCHOOL",514,438,0,952,450,312,0,762,762,0,20,716,1,18,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762
243,"BADA PRIMARY SCHOOL R NO.1",486,431,0,917,281,274,0,555,555,0,91,311,8,121,0,1,1,2,1,0,1,7,0,2,2,3,1,3,0,0,0,0,0,0,0,555
244,"BADA PRIMARY SCHOOL R NO.2",496,432,0,928,312,309,0,621,621,0,11,0,0,594,3,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,0,3,0,1,2,621
245,"BADSHAHPUR PACHGAI GANDHI INTER COLLEGE R NO.1",435,378,0,813,257,242,0,499,499,0,48,377,3,52,1,1,0,0,0,1,0,5,0,0,4,1,1,1,2,1,0,0,0,0,1,499
246,"BADSHAHPUR PACHGAI GANDHI INTER COLLEGE R NO.2",456,378,0,834,273,239,0,512,512,0,27,283,3,166,2,1,1,0,1,0,0,4,4,0,6,5,0,3,0,3,1,2,0,0,0,512
247,"BADSHAHPUR PACHGAI GANDHI INTER COLLEGE R NO.3",328,287,0,615,207,209,0,416,416,0,72,322,0,4,0,0,0,0,0,0,0,2,2,0,1,6,0,2,1,0,0,1,3,0,0,416
248,"HAMIRPUR PRIMARY SCHOOL",618,599,0,1217,422,388,0,810,810,0,140,525,4,96,1,7,1,1,1,0,1,5,2,0,3,5,2,10,0,1,0,2,0,1,2,810
249,"VAHANPUR PRIMARY SCHOOL",500,462,0,962,419,319,0,738,738,0,25,683,2,4,0,14,0,0,2,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,738
250,"KALAKHURI PRIMARY SCHOOL",529,452,0,981,330,285,0,615,615,0,20,303,3,256,0,15,2,3,0,0,0,3,0,0,5,1,1,0,0,2,0,0,1,0,0,615
251,"SENDA FARIDPUR PRIMARY SCHOOL R NO.1",459,387,0,846,250,226,0,476,476,0,12,386,10,27,0,1,0,1,1,0,1,5,1,1,10,3,3,7,3,2,0,0,0,2,0,476
252,"SENDA FARIDPUR PRIMARY SCHOOL R NO.2",511,476,0,987,294,305,0,599,599,0,6,202,10,328,5,12,3,1,2,1,1,3,8,3,3,3,0,1,1,1,2,1,0,0,2,599
253,"BAGRAI KANYA PATHSHALA R NO.1",545,488,0,1033,410,325,0,735,735,0,69,108,3,523,5,3,0,3,0,0,0,4,1,2,0,4,2,4,0,0,0,0,0,0,4,735
254,"BAGRAI KANYA PATHSHALA R NO.2",253,230,0,483,174,153,0,327,327,0,16,186,2,113,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,1,1,1,0,0,327
255,"BAGRAI KALAN PRIMARY SCHOOL",807,730,0,1537,642,476,0,1118,1118,0,385,535,6,169,0,4,2,2,0,1,0,3,1,1,2,0,0,1,0,0,0,1,1,0,4,1118
256,"BIJLIPUR PRIMARY SCHOOL",266,224,0,490,210,191,0,401,401,0,19,334,4,34,0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,401
257,"NIMAYATABAD PRIMARY SCHOOL",296,261,0,557,216,177,0,393,393,0,8,314,3,39,2,1,0,1,0,0,0,1,0,0,4,0,2,7,1,4,0,2,0,1,3,393
258,"RAM NAGAR MAJRA DEVRALA PRIMARY SCHOOL",193,174,0,367,182,128,0,310,310,0,1,301,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,310
259,"DEVRALA PRIMARY SCHOOL",520,464,0,984,333,285,0,618,618,0,12,574,1,12,0,2,0,2,0,0,0,5,0,0,6,1,0,3,0,0,0,0,0,0,0,618
260,"DEVRALA JUNIOR HIGH SCHOOL",741,641,1,1383,466,391,0,857,857,0,65,601,4,160,7,3,0,3,0,0,0,1,0,1,4,1,2,2,0,1,0,1,0,1,0,857
261,"RAMWAS MAJRA DEVRALA PRIMARY SCHOOL",596,522,0,1118,476,421,0,897,897,0,20,771,2,94,1,0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,1,0,0,0,0,897
262,"RAIPUR MOAZZAMPUR PRIMARY SCHOOL R NO.1",587,525,0,1112,362,358,0,720,720,0,135,522,3,36,0,1,0,1,0,0,0,4,0,0,8,5,0,1,0,1,0,0,0,0,3,720
263,"RAIPUR MOAZZAMPUR PRIMARY SCHOOL R NO.2",627,564,0,1191,424,353,0,777,777,0,46,521,9,189,2,1,0,1,0,0,1,0,0,0,1,3,0,1,0,1,0,0,0,1,0,777
264,"PALRA BEEJ GODOWN",727,642,0,1369,450,413,0,863,863,0,80,648,7,98,1,3,0,0,1,0,0,0,1,1,2,2,3,11,1,2,0,0,0,0,2,863
265,"SHAHBAZPUR DAULAT PRIMARY SCHOOL",657,568,0,1225,425,368,0,793,793,0,32,631,4,104,0,0,0,0,1,1,0,2,2,0,3,4,2,4,0,0,0,2,0,0,1,793
266,"AGAURA AMEERPUR PRIMARY SCHOOL R NO.1",442,376,0,818,282,198,0,480,480,0,255,141,3,39,1,4,0,4,1,1,1,3,2,0,2,2,9,7,0,0,0,0,1,1,3,480
267,"AGAURA AMEERPUR PRIMARY SCHOOL R NO.2",415,379,0,794,295,279,0,574,574,0,460,43,1,54,1,0,0,0,1,0,0,3,0,0,1,4,3,0,0,2,0,0,0,1,0,574
268,"AGAURA AMEERPUR PRIMARY SCHOOL R NO.3",418,362,0,780,326,245,0,571,571,0,374,65,2,114,1,3,0,1,0,0,0,1,1,0,0,3,1,3,0,0,0,0,0,0,2,571
269,"AGAURA AMEERPUR PRIMARY SCHOOL R NO.4",430,407,1,838,287,255,0,542,542,0,395,95,0,31,0,0,0,0,0,1,0,0,0,1,1,7,6,4,0,0,0,0,0,0,1,542
270,"JHAMKA PRIMARY SCHOOL R NO.1",486,442,0,928,335,259,0,594,594,0,8,548,8,3,0,6,0,0,0,2,0,7,1,1,2,1,1,2,0,0,0,1,1,1,1,594
271,"JHAMKA PRIMARY SCHOOL R NO.2",476,429,0,905,335,275,0,610,610,0,24,450,6,84,2,7,1,7,0,2,1,6,3,3,6,3,0,3,0,0,0,0,0,1,1,610
272,"WAZIDPUR PRIMARY SCHOOL R.NO.-1",411,394,0,805,325,280,0,605,605,0,543,21,2,11,2,0,0,0,0,0,0,1,0,0,1,9,8,4,0,0,1,0,2,0,0,605
273,"WAZIDPUR PRIMARY SCHOOL R.NO.-2",437,424,0,861,304,283,0,587,587,0,290,77,3,176,5,2,0,1,2,0,0,1,3,3,1,7,7,1,1,2,1,0,0,0,4,587
274,"USAMAPUR PRIMARY SCHOOL R NO.1",635,510,0,1145,435,314,0,749,749,0,6,302,9,399,7,0,1,1,0,1,1,3,3,0,2,8,0,1,0,3,2,0,0,0,0,749
275,"USAMAPUR PRIMARY SCHOOL R NO.2",570,474,0,1044,412,292,0,704,704,0,13,649,4,4,0,4,0,0,0,0,0,3,1,0,4,8,1,8,0,0,0,0,0,1,4,704
276,"NAGLA SHEKHU PRIMARY SCHOOL R NO.1",691,621,0,1312,511,455,0,966,966,0,9,868,5,37,2,2,2,0,0,1,0,10,1,0,6,1,2,11,1,1,1,1,0,1,4,966
277,"NAGLA SHEKHU PRIMARY SCHOOL R NO.2",560,523,0,1083,431,387,0,818,818,0,4,611,4,184,0,2,0,1,0,0,0,1,1,0,2,0,0,1,0,3,1,2,0,1,0,818
278,"YUSUFPUR MALGAUSHA PRIMARY SCHOOL",792,721,0,1513,563,480,0,1043,1043,0,847,20,1,74,0,3,0,3,0,0,0,1,2,4,2,25,37,5,2,2,1,0,0,4,10,1043
279,"HAJRATPUR POOTHARI PRIMARY SCHOOL",533,479,0,1012,369,314,0,683,683,0,13,397,3,237,2,3,0,0,0,0,0,9,0,0,0,1,0,4,0,9,1,1,0,1,2,683
280,"MEERPUR PRIMARY SCHOOL R NO.1",470,427,0,897,325,297,0,622,622,0,275,104,3,213,2,0,1,2,0,1,1,4,1,1,1,7,1,0,1,1,0,0,2,1,0,622
281,"MEERPUR PRIMARY SCHOOL R NO.2",554,494,0,1048,372,305,0,677,677,0,408,121,5,120,1,3,0,0,0,0,1,1,0,2,2,6,0,3,0,0,0,0,0,1,3,677
282,"BALRAO PRIMARY SCHOOL R.NO.-1",471,419,0,890,301,257,0,558,558,0,64,148,5,314,0,0,0,1,1,0,2,8,0,2,3,1,1,2,0,1,0,2,1,1,1,558
283,"BALRAO PRIMARY SCHOOL R.NO.-2",461,379,0,840,295,233,0,528,528,0,254,50,3,206,2,2,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,1,0,0,1,528
284,"MANSOORPUR PRIMARY SCHOOL",597,523,0,1120,407,360,0,767,767,0,15,578,6,145,0,1,0,1,0,0,0,7,0,0,2,1,0,5,0,2,0,0,1,1,2,767
285,"ROHINDA PRIMARY SCHOOL R NO.1",687,575,0,1262,431,373,0,804,804,0,472,221,6,24,0,1,0,1,1,1,2,3,7,3,11,32,3,2,2,2,0,1,0,3,6,804
286,"ROHINDA PRIMARY SCHOOL R NO.2",579,501,0,1080,400,330,0,730,730,0,269,192,7,226,1,2,0,2,1,1,1,4,3,1,4,7,4,1,1,0,1,0,0,1,1,730
287,"KAMALPUR MAJRA NAISAR PRIMARY SCHOOL",666,575,0,1241,537,440,0,977,977,0,703,81,4,144,1,4,1,1,0,0,1,0,1,1,0,8,17,0,0,3,0,1,1,2,3,977
288,"NAYA VAS MAJRA NAISAR PRIMARY SCHOOL R NO.1",504,451,0,955,338,274,0,612,612,0,122,278,1,179,6,4,0,0,0,1,1,7,1,0,3,4,0,1,0,1,1,0,0,0,2,612
289,"NAYA VAS MAJRA NAISAR PRIMARY SCHOOL R NO.2",500,452,0,952,370,322,0,692,692,0,4,295,1,367,4,1,0,0,0,0,2,0,3,0,3,2,0,1,2,2,1,0,0,2,2,692
290,"SHERPUR MAJRA NAISAR PRIMARY SCHOOL",496,441,0,937,342,289,0,631,631,0,4,263,5,333,3,2,0,2,0,1,0,2,1,2,3,2,1,2,0,0,0,1,1,1,2,631
291,"THAHGORA PRIMARY SCHOOL",224,183,0,407,177,150,0,327,327,0,117,102,1,88,0,5,0,1,0,1,0,0,3,0,1,0,3,3,1,0,0,0,0,0,1,327
292,"HAIDER NAGAR MADKOLA PRIMARY SCHOOL",201,215,0,416,123,135,0,258,258,0,177,44,0,31,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,258
293,"NAGLA KAT PRIMARY SCHOOL",386,337,0,723,313,271,0,584,584,0,36,477,1,58,1,1,0,3,0,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,584
294,"DABAR PRIMARY SCHOOL",860,717,0,1577,634,475,0,1109,1109,0,242,565,8,265,3,1,1,2,0,1,0,3,1,0,5,2,1,7,1,0,0,0,0,1,0,1109
295,"RUKHANPUR PRIMARY SCHOOL",638,582,0,1220,401,383,0,784,784,0,157,445,7,135,0,0,1,1,1,2,0,10,1,2,3,5,1,4,1,2,0,1,1,1,3,784
296,"BADOLI PRIMARY SCHOOL",841,765,0,1606,465,456,0,921,921,0,512,323,1,62,0,1,0,0,0,0,1,4,1,0,5,2,0,4,0,1,0,1,1,0,2,921
297,"JAWAL SHANKAR DEV ADARSH VIDHYALAYA",828,687,0,1515,578,471,0,1049,1049,0,153,540,8,308,1,2,0,4,2,1,2,6,3,0,4,4,0,3,2,0,0,3,0,1,2,1049
298,"ESHANPUR PRIMARY SCHOOL",400,371,0,771,315,274,0,589,589,0,24,468,0,87,0,3,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,589
299,"DUSSEHERA KHERLI PRIMARY SCHOOL",408,372,0,780,358,255,0,613,613,0,109,329,4,162,2,3,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,613
300,"DUSSEHRI MAJRA DUSSEHERA KHERLI PRIMARY SCHOOL",371,324,0,695,274,242,0,516,516,0,97,407,4,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,516
301,"MOHAMADPUR MAJRA BADAGAON PRIMARY SCHOOL",322,303,0,625,239,210,0,449,449,0,30,280,6,102,0,14,0,1,0,1,1,4,2,1,2,2,0,0,0,1,0,2,0,0,0,449
302,"RASOOLPUR PRIMARY SCHOOL",327,288,0,615,213,201,0,414,414,0,54,125,4,194,0,24,0,1,0,0,0,0,3,0,1,2,1,0,1,2,0,2,0,0,0,414
303,"JAHANPUR PRIMARY SCHOOL",383,319,0,702,318,216,0,534,534,0,57,419,11,20,0,5,0,0,1,0,1,2,0,0,1,2,2,7,0,2,0,0,0,0,4,534
304,"NAIFAL ALIAS UNCHAGAON PRIMARY SCHOOL",699,593,0,1292,423,368,0,791,791,0,113,400,4,255,0,2,1,3,0,0,0,3,1,0,2,2,0,0,2,1,1,0,1,0,0,791
305,"ARNIYA KHURD PRIMARY SCHOOL",817,682,0,1499,469,394,0,863,863,0,110,569,10,143,1,5,3,1,0,0,0,5,2,0,3,1,3,4,0,0,0,0,0,0,3,863
306,"KAHROLA VED RAM INTER COLLEGE",852,722,0,1574,617,495,0,1112,1112,0,340,465,6,275,0,1,0,2,0,0,1,0,1,1,1,5,1,5,1,2,1,1,1,1,1,1112
307,"KYAULI KHURD PRIMARY SCHOOL R NO.1",700,582,0,1282,398,321,0,719,719,0,128,358,2,212,1,0,0,0,0,0,0,4,0,0,4,4,2,2,0,1,0,0,0,0,1,719
308,"KYAULI KHURD PRIMARY SCHOOL R NO.2",519,453,0,972,341,296,0,637,637,0,106,333,2,172,0,1,1,3,0,0,0,2,0,2,1,5,2,3,0,0,0,1,0,0,3,637
309,"KHURIYAWALI PRIMARY SCHOOL",615,565,0,1180,398,373,0,771,771,0,235,370,5,123,3,5,0,4,1,0,0,3,1,1,4,1,5,4,0,2,0,1,1,2,0,771
310,"NAGAR PRIMARY SCHOOL",677,623,0,1300,442,426,0,868,868,0,260,481,0,90,0,1,2,0,1,0,1,5,1,2,4,7,3,4,0,1,2,0,1,1,1,868
311,"GHATAAL PRIMARY SCHOOL",551,476,0,1027,347,278,0,625,625,0,105,368,1,117,1,4,0,3,0,0,0,1,2,0,6,3,1,6,1,1,0,2,0,3,0,625
312,"NAGALIA UDAI BHAN PRIMARY SCHOOL R NO.1",444,382,0,826,277,223,0,500,500,0,18,455,0,17,0,0,0,0,0,0,0,1,0,0,3,1,0,3,1,0,0,0,0,0,1,500
313,"NAGALIA UDAI BHAN PRIMARY SCHOOL R NO.2",463,407,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"BADA GAON JUNIOR HIGH SCHOOL R NO.1",519,452,0,971,315,232,0,547,547,0,86,357,3,80,0,1,0,0,1,0,2,2,0,1,2,1,2,2,1,1,1,1,1,2,0,547
315,"BADA GAON JUNIOR HIGH SCHOOL R NO.2",573,506,0,1079,375,312,0,687,687,0,10,611,8,27,0,1,1,2,0,1,0,5,1,0,7,4,0,6,0,0,0,1,1,0,1,687
316,"GWAUROLI BHOJGARHI NEHRU UCHCHTAR MADHMICK VIDHYALAYA R.NO .1",524,491,0,1015,329,266,0,595,595,0,66,225,4,241,2,9,1,4,0,2,0,4,1,1,2,3,4,4,0,12,1,2,1,1,5,595
317,"GWAUROLI BHOJGARHI NEHRU UCHCHTAR MADHMICK VIDHYALAYA R.NO .2",624,553,0,1177,443,343,0,786,786,0,56,701,2,9,0,6,0,1,0,0,0,2,0,0,1,1,0,6,0,1,0,0,0,0,0,786
318,"KHUTENA PRIMARY SCHOOL",337,285,0,622,182,183,0,365,365,0,42,264,5,35,0,1,0,1,1,0,0,5,1,1,2,3,0,2,0,0,0,1,0,1,0,365
319,"HABIBPUR PRIMARY SCHOOL",356,312,0,668,277,238,0,515,515,0,139,46,3,310,4,0,0,0,0,0,0,1,3,0,1,0,0,6,1,0,0,0,0,0,1,515
320,"GANGAWALI PRIMARY SCHOOL R NO.1",580,492,0,1072,373,319,0,692,692,0,69,423,5,152,2,4,0,2,1,0,1,6,2,1,3,7,3,7,0,1,1,1,0,0,1,692
321,"GANGAWALI PRIMARY SCHOOL R NO.2",434,384,0,818,250,249,0,499,499,0,58,310,1,91,1,3,1,2,0,0,1,9,2,1,9,4,1,3,0,0,0,1,0,0,1,499
322,"FARKANA GANGA GARHI JUNIOR HIGH SCHOOL R NO.1",738,603,0,1341,481,414,0,895,895,0,513,81,9,255,1,2,1,1,0,1,0,4,2,0,1,7,2,1,1,2,0,2,0,4,5,895
323,"FARKANA GANGA GARHI JUNIOR HIGH SCHOOL R NO.2",573,470,0,1043,363,344,0,707,707,0,89,435,4,153,2,0,0,1,0,0,0,0,0,5,3,1,3,4,0,1,0,0,3,1,2,707
324,"HEERAPUR PRIMARY SCHOOL",419,368,0,787,298,264,0,562,562,0,4,101,3,439,0,0,1,1,0,0,0,6,1,0,0,0,0,0,1,1,1,1,0,0,2,562
325,"NAGLA JAGAT PRIMARY SCHOOL",337,299,0,636,228,216,0,444,444,0,5,26,0,402,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,0,1,1,1,444
326,"ACHALPUR PRIMARY SCHOOL",396,364,0,760,252,221,0,473,473,0,73,307,2,73,0,2,0,0,0,0,0,2,1,1,0,2,1,4,0,1,0,2,0,1,1,473
327,"SALEMPUR PAHADGARHI PRIMARY SCHOOL",475,422,0,897,356,317,0,673,673,0,4,343,6,292,2,4,1,0,0,2,0,2,1,0,3,3,0,4,0,2,2,0,1,0,1,673
328,"NAGALIA TAKKAR PRIMARY SCHOOL",593,517,0,1110,405,374,0,779,779,0,121,540,8,79,1,5,1,0,0,0,0,3,0,2,3,2,3,6,0,2,1,1,0,1,0,779
329,"KARORA INTER COLLEGE R NO.1",808,669,0,1477,488,410,0,898,898,0,266,293,5,296,3,4,0,1,1,0,1,5,4,0,2,6,4,4,0,1,0,0,0,0,2,898
330,"KARORA INTER COLLEGE R NO.2",806,681,0,1487,487,426,0,913,913,0,162,407,3,272,1,3,1,3,0,1,1,1,4,2,12,13,4,6,1,4,2,2,3,3,2,913
331,"KARORA INTER COLLEGE R NO.3",443,391,0,834,294,255,0,549,549,0,66,395,5,47,0,1,0,0,1,0,2,3,2,1,10,8,2,4,0,0,0,1,0,1,0,549
332,"KARORA INTER COLLEGE R NO.4",417,355,0,772,248,238,0,486,486,0,113,347,3,8,0,2,0,3,0,0,0,2,1,1,1,2,0,2,0,0,0,0,0,0,1,486
333,"BAGHAU PRIMARY SCHOOL",636,563,0,1199,391,350,0,741,741,0,193,352,3,141,6,5,0,1,0,1,0,11,1,3,7,4,2,2,0,0,0,3,1,3,2,741
334,"PILKHANHARI ALIAS SHABITGARH LAL BAHADUR SHASTRI ISMARAK SCHOOL R NO.1",577,509,0,1086,347,316,0,663,663,0,73,464,4,92,0,4,0,2,0,0,0,0,0,0,1,2,10,6,3,0,0,1,0,1,0,663
335,"PILKHANHARI ALIAS SHABITGARH LAL BAHADUR SHASTRI ISMARAK SCHOOL R NO.2",472,416,0,888,282,271,0,553,553,0,131,361,3,29,0,2,1,2,0,1,2,2,1,0,5,7,1,1,0,0,0,1,0,0,3,553
336,"ATERNA PRIMARY SCHOOL R NO.1",582,506,0,1088,317,296,0,613,613,0,73,322,6,139,3,6,2,4,0,0,1,3,4,0,5,6,1,19,2,1,2,2,0,3,9,613
337,"ATERNA PRIMARY SCHOOL R NO.2",633,549,0,1182,383,317,0,700,700,0,68,521,6,77,0,4,0,3,1,0,0,4,0,1,3,4,4,1,0,1,0,0,0,0,2,700
338,"JATOLA PRIMARY SCHOOL",783,653,0,1436,472,389,0,861,861,0,39,579,5,172,1,33,0,7,0,0,1,5,1,0,3,0,1,6,0,0,2,1,3,0,2,861
339,"KHERA PRIMARY SCHOOL",674,565,0,1239,337,297,0,634,634,0,25,343,8,234,2,1,0,0,1,0,0,1,0,4,6,4,1,3,0,0,0,0,0,1,0,634
340,"NAGALA KHERA PRIMARY SCHOOL",488,414,0,902,344,282,0,626,626,0,339,28,1,220,7,0,0,1,0,0,0,3,2,0,0,6,6,4,3,1,1,0,0,2,2,626
341,"PALA PRIMARY SCHOOL",664,590,0,1254,452,362,0,814,814,0,51,196,7,510,4,2,1,1,0,1,0,5,1,0,1,2,1,10,3,9,0,5,0,0,4,814
342,"HISHOUTI PRIMARY SCHOOL",439,388,0,827,337,304,0,641,641,0,26,202,0,397,2,0,0,0,1,0,0,1,0,0,2,4,0,2,0,2,0,0,1,0,1,641
343,"HISHARA PRIMARY SCHOOL",634,536,0,1170,385,344,0,729,729,0,73,559,8,71,1,2,0,0,0,0,0,6,2,1,1,1,0,1,0,0,0,2,0,0,1,729
344,"SURJAWALI S.B. INTER COLLEGE R NO.1",445,397,0,842,315,260,0,575,575,0,134,418,2,8,0,4,0,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,1,0,0,575
345,"SURJAWALI S.B. INTER COLLEGE R NO.2",541,464,0,1005,319,280,0,599,599,0,79,330,1,160,1,3,0,7,0,1,0,1,1,1,5,1,1,3,2,1,0,1,0,0,0,599
346,"SURATPUR PRIMARY SCHOOL",179,153,0,332,113,112,0,225,225,0,74,117,3,25,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,225
347,"SURATPUR KALA PRIMARY SCHOOL",396,330,0,726,241,209,0,450,450,0,79,330,3,13,1,3,0,1,0,0,0,5,0,0,0,2,4,6,0,1,0,1,0,0,1,450
348,"SAARSOL PRIMARY SCHOOL",492,420,0,912,452,360,0,812,812,0,792,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812
349,"MUNI K.L. SHASTRI INTER COLLEGE R NO. 1",595,527,0,1122,389,322,0,711,711,0,67,563,5,41,0,4,0,1,1,0,1,7,1,0,7,4,2,1,0,1,0,1,1,1,2,711
350,"MUNI K.L. SHASTRI INTER COLLEGE R NO. 2",444,377,0,821,266,220,0,486,486,0,46,386,4,14,0,5,0,2,1,0,0,6,0,1,4,4,2,6,0,0,0,3,1,0,1,486
351,"NAGALIYA MUNI PRIMARY SCHOOL NO02",529,447,0,976,344,297,0,641,641,0,13,304,5,297,2,1,3,1,0,0,0,3,0,1,1,2,0,2,0,3,3,0,0,0,0,641
352,"AHMADPUR HALPURA PRIMARY SCHOOL",263,259,0,522,138,150,0,288,288,0,54,129,0,96,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,288
353,"DHAKPURA PRIMARY SCHOOL",237,201,0,438,161,143,0,304,304,0,31,220,1,44,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,304
354,"RANIYAWALI PRIMARY SCHOOL",548,500,0,1048,301,287,0,588,588,0,64,286,2,178,1,28,1,1,0,0,0,1,1,1,0,4,1,6,3,4,1,0,0,1,4,588
355,"ROODARI PRIMARY SCHOOL",406,357,0,763,315,253,0,568,568,0,25,449,0,61,0,3,0,1,0,0,2,5,2,1,2,2,1,6,1,1,0,1,0,2,3,568
356,"SHAHPUR PAHASU PRIMARY SCHOOL",456,388,0,844,267,255,0,522,522,0,63,347,3,86,0,2,0,2,0,0,1,7,0,1,3,1,1,3,0,0,0,1,0,1,0,522
357,"LAKHANWARA PRIMARY SCHOOL",319,277,0,596,213,178,0,391,391,0,84,243,2,47,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,2,0,3,0,0,0,391
358,"BHOGPUR PRIMARY SCHOOL",585,502,0,1087,421,368,0,789,789,0,320,326,2,85,2,3,0,0,0,1,0,5,0,0,0,6,10,13,2,2,10,1,0,1,0,789
359,"PAHADPUR PRIMARY SCHOOL",233,218,0,451,172,150,0,322,322,0,40,236,1,24,1,0,0,0,1,0,0,5,0,2,2,2,0,0,0,0,0,0,2,1,5,322
360,"ZARARA JUNIOR HIGH SCHOOL R NO.1",600,538,0,1138,286,251,0,537,537,0,137,270,3,27,1,8,6,2,1,0,1,8,1,1,3,10,14,24,2,1,2,7,2,3,3,537
361,"ZARARA JUNIOR HIGH SCHOOL R NO.2",376,324,0,700,220,180,0,400,400,0,62,266,4,37,0,1,1,1,0,0,0,8,0,0,4,5,2,5,0,0,0,1,0,3,0,400
362,"BHULLANGARHI PRIMARY SCHOOL",306,282,0,588,209,213,0,422,422,0,400,7,1,3,2,0,0,2,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,422
363,"NARAYANPUR PRIMARY SCHOOL",332,297,0,629,180,194,0,374,374,0,62,164,1,129,2,0,0,0,0,0,0,4,2,0,2,3,2,0,1,0,0,0,0,1,1,374
364,"KAMALPUR PAHASU PRIMARY SCHOOL",271,229,0,500,215,153,0,368,368,0,150,186,1,10,0,4,0,0,0,0,0,1,0,0,2,3,6,5,0,0,0,0,0,0,0,368
365,"NAGALIA NARAYANPUR PRIMARY SCHOOL",296,272,0,568,232,214,0,446,446,0,425,3,1,2,0,0,0,0,0,1,0,0,1,0,1,4,4,1,0,1,0,0,0,0,2,446
366,"MEERPUR PAHASU PRIMARY SCHOOL",377,314,0,691,257,207,0,464,464,0,56,258,3,119,0,10,1,1,0,1,0,3,0,0,1,3,1,3,0,2,0,2,0,0,0,464
367,"NAGAL PRIMARY SCHOOL",353,321,0,674,235,208,0,443,443,0,81,239,1,89,0,0,0,2,0,0,1,3,1,1,0,0,6,7,0,1,0,2,3,6,0,443
