"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
100,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-6",885,806,0,1691,469,447,0,916,911,0,30,30,574,237,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,916
101,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-7",691,664,0,1355,391,393,0,784,756,0,29,71,502,129,43,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,784
102,"LITTLE ANGELS SCHOOL INDIRA NAGAR SE-8 ROOM NO-1",509,429,0,938,255,232,0,487,473,0,14,56,336,52,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,487
103,"LITTLE ANGELS SCHOOL INDIRA NAGAR SE-8 ROOM NO-2",464,408,0,872,213,183,0,396,379,0,16,34,233,90,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,396
104,"LITTLE ANGELS SCHOOL INDIRA NAGAR SE-8 ROOM NO-3",750,641,0,1391,402,360,0,762,752,0,35,73,494,125,25,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,762
105,"RANI LUXMI BAI MEMORIYAL SCHOOL PATEL NAGAR INDIRA NAGAR ROOM NO-1",612,552,0,1164,334,295,0,629,604,0,21,86,396,90,31,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,629
106,"RANI LUXMI BAI MEMORIYAL SCHOOL PATEL NAGAR INDIRA NAGAR ROOM NO-2",813,701,0,1514,468,410,0,878,857,0,38,66,594,128,42,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,878
107,"RANI LUXMI BAI MEMORIYAL SCHOOL PATEL NAGAR INDIRA NAGAR ROOM NO-3",495,465,0,960,239,234,0,473,473,0,7,18,342,74,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,473
108,"RANI LUXMI BAI MEMORIYAL SCHOOL PATEL NAGAR INDIRA NAGAR ROOM NO-4",355,355,0,710,201,193,0,394,383,0,12,43,241,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,394
109,"LUCKNOW MODERN PUBLIC I.COLLEGE INSAF NAGAR PANIGAON ROOM NO-1",411,311,0,722,241,200,0,441,437,0,29,18,146,219,20,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,441
110,"LUCKNOW MODERN PUBLIC I.COLLEGE INSAF NAGAR PANIGAON ROOM NO-2",609,518,0,1127,374,260,0,634,626,0,118,63,238,192,6,0,1,0,0,0,1,1,0,3,1,1,4,0,0,1,0,0,0,0,0,2,0,1,0,1,634
111,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-1",638,581,0,1219,340,346,0,686,686,0,11,70,438,130,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,686
112,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-2",516,455,0,971,266,233,0,499,464,0,13,24,336,99,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,499
113,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-3",376,303,0,679,209,153,0,362,267,0,16,13,267,44,4,0,2,2,0,0,0,1,1,0,0,2,1,0,1,0,1,0,1,0,2,0,1,2,0,1,362
114,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-4",532,517,0,1049,284,276,0,560,515,0,17,39,403,75,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,560
115,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-5",469,448,0,917,279,248,0,527,523,0,5,22,384,78,23,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,9,527
116,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-6",694,646,0,1340,367,316,0,683,648,0,18,27,470,118,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,683
117,"SARASWATI BALIKA I. COLLEGE NEAR MUNSHI PULIYA RING ROAD D-BLOCK INDIRA NAGAR ROOM NO-7",741,729,0,1470,356,369,0,725,708,0,11,41,552,87,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,725
118,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-1",447,403,0,850,267,217,0,484,469,0,16,9,330,107,16,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,484
119,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-2",403,388,0,791,222,215,0,437,437,0,8,8,340,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,437
120,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-3",657,645,0,1302,398,356,0,754,754,0,20,21,531,133,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,754
121,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-4",554,531,0,1085,315,280,0,595,548,0,14,16,433,89,35,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,595
122,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-5",455,421,0,876,259,232,0,491,483,0,18,15,349,70,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,5,491
123,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-6",425,379,0,804,301,197,0,498,490,0,21,15,360,77,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,498
124,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-7",378,414,0,792,243,245,0,488,481,0,7,24,354,78,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,488
125,"DEBLE COLLEGE SE.15 INDIRA NAGAR ROOM NO-8",465,471,0,936,286,289,0,575,575,0,8,13,432,86,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,575
126,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-1",744,703,0,1447,420,401,0,821,800,0,6,14,631,102,58,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,821
127,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-2",672,633,0,1305,397,352,0,749,734,0,11,29,557,86,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,749
128,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-3",551,530,0,1081,337,275,0,612,247,0,9,32,438,92,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,612
129,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-4",538,534,0,1072,343,292,0,635,635,0,17,16,466,106,18,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8,635
130,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-5",471,406,0,877,276,220,0,496,376,0,19,9,375,74,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,496
131,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-6",547,554,0,1101,296,305,0,601,601,0,3,10,489,60,28,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,601
132,"R.L.B.SCHOOL C BLOCK INDIRA NAGAR ROOM NO-7",281,306,0,587,166,157,0,323,319,0,13,6,251,31,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,323
133,"ERAM GIRLS DIGREE COLLEGE B BLOCK INDIRA NAGAR ROOM NO-1",556,528,0,1084,321,310,0,631,631,0,9,24,463,90,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,631
134,"ERAM GIRLS DIGREE COLLEGE B BLOCK INDIRA NAGAR ROOM NO-2",488,491,0,979,272,265,0,537,537,0,24,38,372,69,25,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,537
135,"ERAM GIRLS DIGREE COLLEGE B BLOCK INDIRA NAGAR ROOM NO-3",783,753,0,1536,425,403,0,828,789,0,24,36,594,120,43,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,828
136,"ERAM GIRLS DIGREE COLLEGE B BLOCK INDIRA NAGAR ROOM NO-4",813,763,0,1576,479,440,0,919,909,0,26,29,682,125,48,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,919
137,"ERAM GIRLS DIGREE COLLEGE B BLOCK INDIRA NAGAR ROOM NO-5",595,518,0,1113,363,282,0,645,643,0,38,46,308,208,18,0,0,0,0,0,1,1,1,2,1,5,2,0,1,0,0,0,1,1,1,0,1,0,2,7,645
138,"ERAM GIRLS DIGREE COLLEGE B BLOCK INDIRA NAGAR ROOM NO-6",605,475,0,1080,363,212,0,575,520,0,30,31,343,140,8,0,1,0,1,0,1,0,0,3,2,4,0,0,2,0,0,0,0,1,0,1,1,0,1,5,575
139,"RAJKIYA POLITECHNIC FAIZABAD ROAD ROOM NO-1",700,578,0,1278,350,347,0,697,680,0,25,82,451,88,45,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,697
140,"RAJKIYA POLITECHNIC FAIZABAD ROAD ROOM NO-2",606,557,0,1163,244,322,0,566,520,0,21,36,381,77,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,566
141,"PRA.VIDYALAYA BASTAULI ROOM NO-1",490,431,0,921,261,202,0,463,463,0,62,64,178,138,6,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,2,463
142,"PRA.VIDYALAYA BASTAULI ROOM NO-2",424,395,0,819,254,226,0,480,477,0,23,83,253,97,5,0,0,0,0,2,0,0,1,2,2,1,0,1,2,2,1,0,1,2,0,0,0,0,1,1,480
143,"PRA.VIDYALAYA BASTAULI ROOM NO-3",613,578,0,1191,413,354,0,767,767,0,19,51,281,382,18,3,0,0,0,0,1,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,4,767
144,"PRA.VIDYALAYA BASTAULI ROOM NO-4",597,535,0,1132,373,314,0,687,510,0,97,116,294,143,10,1,1,0,3,0,0,1,0,1,1,2,0,1,0,1,1,0,3,1,0,1,3,2,1,3,687
145,"PRA.VIDYALAYA BASTAULI ROOM NO-5",428,365,0,793,266,196,0,462,462,0,69,21,277,69,16,0,0,0,2,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,462
146,"GURUKUL ACADEMY B BLOCK INDIRA NAGAR ROOM NO-1",732,724,0,1456,401,390,0,791,778,0,18,26,611,96,33,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,791
147,"GURUKUL ACADEMY B BLOCK INDIRA NAGAR ROOM NO-2",739,700,0,1439,373,347,0,720,710,0,21,28,529,85,50,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,720
148,"GURUKUL ACADEMY B BLOCK INDIRA NAGAR ROOM NO-3",783,767,0,1550,417,428,0,845,825,0,28,28,655,97,24,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,845
149,"GURUKUL ACADEMY B BLOCK INDIRA NAGAR ROOM NO-4",692,606,0,1298,407,340,0,747,715,0,19,28,505,140,45,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,747
150,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-1",725,626,0,1351,413,349,0,762,752,0,29,50,490,145,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,7,762
151,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-2",680,648,0,1328,404,331,0,735,730,0,24,28,512,121,40,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,735
152,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-3",560,466,0,1026,267,217,0,484,460,0,13,39,320,94,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,484
153,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-4",652,586,0,1238,410,346,0,756,590,0,25,75,353,258,27,0,0,0,0,1,1,1,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,8,756
154,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-5",551,464,0,1015,309,255,0,564,521,0,11,90,329,100,23,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,564
155,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-6",637,527,0,1164,255,386,0,641,641,0,31,86,381,109,21,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,4,0,1,0,0,1,2,641
156,"SARASWATI SHISHU MANDIR A BLOCK INDIRA NAGAR ROOM NO-7",686,463,0,1149,344,235,0,579,570,0,75,137,144,193,5,0,0,0,1,0,1,0,1,2,2,4,3,0,1,0,0,1,1,2,0,0,3,1,0,2,579
157,"SHRI VERDHMAN I.COLLEGE B BLOCK AMRAPALI BAZAR NI.JAIN MANDIR INDIRA NAGAR ROOM NO-1",593,451,0,1044,348,240,0,588,488,0,83,86,180,204,12,2,0,0,2,1,0,2,1,4,0,3,0,0,0,1,1,2,1,0,1,0,0,0,1,1,588
158,"SHRI VERDHMAN I.COLLEGE B BLOCK AMRAPALI BAZAR NI.JAIN MANDIR INDIRA NAGAR ROOM NO-2",938,734,2,1674,573,395,0,968,932,0,148,218,243,296,18,1,0,1,2,1,2,0,2,3,2,1,6,1,4,1,0,2,0,0,0,0,2,3,2,9,968
159,"SHRI VERDHMAN I.COLLEGE B BLOCK AMRAPALI BAZAR NI.JAIN MANDIR INDIRA NAGAR ROOM NO-3",257,206,0,463,140,108,0,248,243,0,15,41,102,74,6,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,248
160,"SPRINGDELL SCHOOL A BLOCK INDIRA NAGAR ROOM NO-1",588,524,0,1112,324,278,0,602,505,0,16,59,410,69,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,602
161,"SPRINGDELL SCHOOL A BLOCK INDIRA NAGAR ROOM NO-2",507,451,0,958,245,210,0,455,414,0,13,23,310,84,19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,455
162,"SPRINGDELL SCHOOL A BLOCK INDIRA NAGAR ROOM NO-3",581,519,0,1100,311,256,0,567,534,0,17,37,358,118,25,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,567
163,"SPRINGDELL SCHOOL A BLOCK INDIRA NAGAR ROOM NO-4",539,481,0,1020,265,223,0,488,466,0,27,8,329,98,17,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,488
164,"SPRINGDELL SCHOOL A BLOCK INDIRA NAGAR  ROOM NO-5",518,476,0,994,272,236,0,508,502,0,22,18,334,106,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,508
165,"SPRINGDELL SCHOOL A BLOCK INDIRA NAGAR ROOM NO-6",594,509,0,1103,267,237,0,504,496,0,19,19,335,103,23,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,504
166,"RAJAT GIRLS DEGREE COLLEGE, SHAKTI NAGAR HAL-1",576,536,0,1112,350,307,0,657,657,0,34,44,472,67,24,0,0,0,2,0,1,0,1,1,1,2,0,1,0,0,0,0,0,2,0,1,0,0,0,4,657
167,"RAJAT GIRLS DEGREE COLLEGE, SHAKTI NAGAR HAL-2",486,395,0,881,275,239,0,514,483,0,18,27,363,74,23,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,514
168,"RAJAT GIRLS DEGREE COLLEGE, SHAKTI NAGAR HAL-3",411,356,0,767,236,188,0,424,418,0,24,21,280,76,10,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,5,424
169,"RAJAT GIRLS DEGREE COLLEGE, SHAKTI NAGAR HAL-4",735,620,0,1355,422,342,0,764,610,0,39,15,479,179,43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,764
170,"SAMPURNANAND ACADEMY SCHOOL SHAKTINAGAR ROOM NO-1",794,699,0,1493,399,364,0,763,742,0,33,28,487,174,32,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,763
171,"SAMPURNANAND ACADEMY SCHOOL SHAKTINAGAR ROOM NO-2",592,555,0,1147,281,271,0,552,329,0,12,18,431,72,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,552
172,"SAMPURNANAND ACADEMY SCHOOL SHAKTINAGAR ROOM NO-3",743,600,0,1343,376,313,0,689,684,0,10,20,545,75,28,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,2,689
173,"MOUNTFORDE INTER COLLEGE MAHANAGAR ROOM NO-1",385,379,0,764,217,171,0,388,376,0,31,39,182,110,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,388
174,"MOUNTFORDE INTER COLLEGE MAHANAGAR ROOM NO-2",710,853,0,1563,419,471,0,890,879,0,20,13,649,138,55,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,890
175,"MOUNTFORDE INTER COLLEGE MAHANAGAR ROOM NO-3",757,715,0,1472,412,374,0,786,786,0,28,38,567,110,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,786
176,"MOUNTFORDE INTER COLLEGE MAHANAGAR ROOM NO-4",650,562,0,1212,293,254,0,547,527,0,24,77,329,85,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,547
177,"HIWET POLITECHNIC MAHANAGAR ROOM NO-1",581,451,0,1032,282,219,0,501,495,0,20,19,324,123,9,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
178,"HIWET POLITECHNIC MAHANAGAR ROOM NO-2",375,311,0,686,231,158,0,389,389,0,18,17,218,122,4,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,389
179,"HIWET POLITECHNIC MAHANAGAR ROOM NO-3",726,568,0,1294,336,251,0,587,572,0,34,40,375,112,16,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,587
180,"HIWET POLITECHNIC MAHANAGAR ROOM NO-4",663,530,0,1193,340,275,0,615,615,0,21,19,411,137,21,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,615
181,"R.L.B.SARVODAY NAGAR ROOM NO-1",714,620,0,1334,350,261,0,611,603,0,28,30,320,208,13,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,3,611
182,"R.L.B.SARVODAY NAGAR ROOM NO-2",796,678,0,1474,450,349,0,799,799,0,17,29,477,248,20,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,2,799
183,"R.L.B.SARVODAY NAGAR ROOM NO-3",618,486,0,1104,350,269,0,619,619,0,29,8,264,296,14,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,619
184,"R.L.B.SARVODAY NAGAR ROOM NO-4",442,351,0,793,248,196,0,444,444,0,13,11,199,183,24,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,444
185,"R.L.B.SARVODAY NAGAR ROOM NO-5",738,632,0,1370,406,298,0,704,704,0,25,18,289,335,29,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,704
186,"R.L.B.SARVODAY NAGAR ROOM NO-6",418,336,0,754,190,173,0,363,363,0,7,11,265,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,363
187,"R.L.B.SARVODAY NAGAR ROOM NO-7",318,280,0,598,186,150,0,336,336,0,7,12,255,43,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,336
188,"R.L.B.SARVODAY NAGAR ROOM NO-8",586,493,0,1079,319,276,0,595,595,0,10,25,448,84,23,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,595
189,"R.L.B.SARVODAY NAGAR ROOM NO-9",486,431,0,917,277,263,0,540,540,0,17,28,426,55,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,540
190,"RANI LUXMI BAI MEMORIYAL SCHOOL KUKRAIL BANDHEY KE PAS ROOM NO-1",668,468,0,1136,327,242,0,569,569,0,65,65,351,68,10,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,569
191,"RANI LUXMI BAI MEMORIYAL SCHOOL KUKRAIL BANDHEY KE PAS ROOM NO-2",624,308,0,932,305,143,0,448,448,0,52,53,256,72,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,448
192,"ADERSH MONTESSARY SCHOOL RAHIM NAGAR KUKRAIL BANDHA KE PAS ROOM NO-1",855,690,0,1545,489,314,0,803,803,0,45,42,532,125,29,1,1,0,0,1,0,0,1,1,1,3,4,0,2,3,1,0,2,2,0,1,1,1,0,4,803
193,"ADERSH MONTESSARY SCHOOL RAHIM NAGAR KUKRAIL BANDHA KE PAS ROOM NO-2",381,331,0,712,212,166,0,378,378,0,15,62,215,69,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,378
194,"ADERSH MONTESSARY SCHOOL RAHIM NAGAR KUKRAIL BANDHA KE PAS ROOM NO-3",806,686,0,1492,441,356,0,797,797,0,26,24,589,112,26,0,0,1,0,0,0,2,0,0,1,0,4,1,1,0,0,0,0,0,1,1,0,0,0,8,797
195,"ADERSH MONTESSARY SCHOOL RAHIM NAGAR KUKRAIL BANDHA KE PAS ROOM NO-4",459,372,0,831,295,215,0,510,510,0,18,31,369,64,19,1,0,2,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,510
196,"ADERSH MONTESSARY SCHOOL RAHIM NAGAR KUKRAIL BANDHA KE PAS ROOM NO-5",425,410,0,835,258,231,0,489,489,0,19,19,347,75,18,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,3,489
197,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-1",753,656,0,1409,421,342,0,763,763,0,10,11,381,334,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,763
198,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-2",843,676,0,1519,425,328,0,753,753,0,25,28,244,431,16,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,753
199,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-3",749,644,0,1393,435,322,0,757,757,0,14,6,226,468,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,757
200,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-4",720,659,0,1379,340,277,0,617,617,0,13,17,277,268,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,2,617
201,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-5",465,407,0,872,261,201,0,462,462,0,15,16,204,202,18,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,462
202,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-6",553,512,0,1065,291,303,0,594,594,0,7,6,353,186,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,594
203,"SHRI SHIVCHANDRA PUBLIC INTER COLLEGE PANCHWATI KHURRAMNAGAR ROOM NO-7",337,291,0,628,203,162,0,365,365,0,16,5,159,166,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365
