"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMBIKA SINGH","2 - BRIJ KISHOR SINGH","3 - RAM PRASAD CHAUDHARY","4 - HARISH CHANDRA  ALIAS  HARISH DWIVEDI","5 - ANAND RAJPAL","6 - PURUSHOTTAM PANDEY","7 - BHAGWANDAS","8 - RAM KARAN ALIAS R.K. GAUTAM","9 - SHIVPOOJAN RAJBHAR","10 - SITA RAM","11 - ARUN KUMAR","12 - KRISHNA  KUMAR UPADHYAY ADVOCATE","13 - RAM SHANKAR GUPTA","14 - None of the Above","Total Votes Secured"
179,"P.S. AKARI",582,517,1,1100,370,324,0,694,684,0,29,342,157,148,2,1,0,0,2,0,3,1,2,7,694
180,"P.S. AKELA KUBERPUR",624,509,0,1133,422,350,0,772,772,0,18,381,33,310,8,3,2,1,0,2,3,1,4,6,772
181,"P.S. SUKRAULI",667,594,1,1262,385,339,0,724,724,0,9,214,290,173,7,4,4,2,1,1,3,7,3,6,724
182,"P.S. MADHWAPUR EAST",561,475,0,1036,343,296,0,639,605,0,11,234,107,258,9,1,0,1,0,2,1,2,1,12,639
183,"P.S. MADHWAPUR WEST",312,261,2,575,159,123,0,282,282,0,3,45,104,117,1,0,0,0,2,0,2,2,3,3,282
184,"P.S. JAGARNATHPUR",687,561,0,1248,372,341,0,713,709,0,15,255,113,300,7,3,0,3,1,0,3,4,4,5,713
185,"P.S. GONAR",561,486,0,1047,311,314,0,625,625,0,13,281,57,248,7,2,1,1,2,0,4,1,4,4,625
186,"P.S. MASURIHA",292,281,1,574,190,167,0,357,324,0,9,231,40,73,2,0,1,1,0,0,0,0,0,0,357
187,"P.S. MEHADAUNA",859,674,0,1533,470,399,0,869,866,0,15,149,123,498,16,0,5,14,7,2,10,6,4,20,869
188,"P.S. TIGHARA",384,339,2,725,227,214,0,441,439,0,10,88,159,160,10,0,1,1,1,0,1,0,1,9,441
189,"P.S. KANSARI MISHRA",525,397,0,922,297,245,0,542,447,0,5,126,263,133,3,1,0,2,3,0,1,3,0,2,542
190,"P.S. HATHIYAUN KALA EAST",520,453,1,974,322,314,0,636,614,0,5,154,163,272,9,0,4,1,2,2,6,9,2,7,636
191,"P.S. HATHIYAUN KALA WEST",449,408,0,857,251,242,0,493,462,0,8,87,216,151,1,0,1,2,1,2,5,3,6,10,493
192,"P.S. BHAKTOOPUR",549,350,0,899,287,229,0,516,512,0,21,134,191,154,2,0,4,2,0,0,1,1,4,2,516
193,"P.S. RAMPUR",592,537,0,1129,324,292,0,616,606,0,12,204,82,281,23,1,2,0,0,0,4,3,1,3,616
194,"P.S. TIUATHA",223,196,0,419,95,118,0,213,197,0,3,5,101,97,2,1,1,1,0,0,0,0,0,2,213
195,"P.S. GAURA ROHARI",706,640,0,1346,410,390,0,800,800,0,26,230,157,361,3,0,4,1,3,2,0,5,3,5,800
196,"GRUSARAJU PAL I.C.GAYGHAT EAST",642,562,0,1204,422,369,0,791,790,0,5,116,76,538,14,5,1,1,1,6,6,5,4,13,791
197,"GRUSARAJU PAL I.C.GAYGHAT WEST",445,375,0,820,279,239,0,518,300,0,11,210,24,269,1,1,0,0,1,0,1,0,0,0,518
198,"GRUSARAJU PAL I.C.GAYGHAT MIDDLE",827,734,0,1561,502,497,0,999,999,0,24,333,167,446,5,4,3,0,1,1,0,1,7,7,999
199,"J.H.S. GANA",777,658,0,1435,444,380,0,824,800,0,13,135,221,404,3,16,3,1,0,2,5,10,2,9,824
200,"P.S. JANAWAL",300,284,0,584,145,167,0,312,1,0,15,144,76,53,6,7,1,1,0,1,1,1,4,2,312
201,"P.S. DEWARIYA",236,184,1,421,125,119,0,244,207,0,4,53,118,50,4,1,3,0,0,3,1,4,0,3,244
202,"P.S. MADANPUR",266,234,0,500,198,174,0,372,369,0,2,18,93,258,1,0,0,0,0,0,0,0,0,0,372
203,"P.S. RAJPUR BAIRIHAWA",674,611,0,1285,369,400,0,769,119,0,15,38,126,510,9,5,1,2,58,2,1,0,0,2,769
204,"P.S. PAU",812,753,1,1566,472,486,0,958,958,0,20,190,255,421,12,3,1,1,9,1,3,8,7,27,958
205,"P.S. BHAGURA",614,529,0,1143,346,346,0,692,592,0,9,207,203,223,14,1,1,0,16,2,2,1,5,8,692
206,"P.S. LONAHA",540,482,0,1022,302,286,0,588,587,0,7,57,303,186,8,3,2,2,2,1,1,6,3,7,588
207,"P.S. DOPHNA EAST",655,542,0,1197,387,347,0,734,620,0,11,112,337,231,4,1,2,4,2,3,2,7,7,11,734
208,"P.S. DOPHANA WEST",455,390,0,845,239,249,0,488,486,0,11,66,169,195,3,3,0,0,35,1,0,2,3,0,488
209,"P.S. AILIYA",454,418,0,872,218,253,0,471,471,0,13,86,156,199,2,2,1,0,1,1,2,3,4,1,471
210,"P.S. SEMARA CHIGAN",496,445,0,941,259,247,0,506,480,0,7,74,153,243,7,4,4,2,1,1,2,4,2,2,506
211,"P.S. NAULI",715,620,0,1335,411,399,0,810,810,0,18,167,236,329,13,4,5,6,4,2,8,3,5,10,810
212,"P.S. BHAUWAPAR",444,389,0,833,241,235,0,476,476,0,22,77,139,222,1,4,2,2,1,0,0,1,2,3,476
213,"P.S. KANAILA KHAS",852,716,0,1568,445,406,0,851,20,0,29,67,306,425,5,4,4,0,3,1,0,1,0,6,851
214,"ANGANWANI KENDRA UMARIYA",438,389,0,827,210,210,0,420,324,0,4,11,178,210,0,1,1,2,0,0,2,3,3,5,420
215,"P.S. KACHUR",453,371,0,824,253,247,0,500,462,0,9,84,142,243,3,0,4,1,2,2,2,1,1,6,500
216,"P.S. INTAILI",250,214,0,464,177,151,0,328,325,0,4,111,118,90,0,0,1,0,0,1,0,1,0,2,328
217,"P.S. GOVINDAPUR",666,540,0,1206,296,356,0,652,647,0,33,374,108,118,2,3,2,1,3,1,1,2,1,3,652
218,"P.S. JALALPUR",254,212,0,466,160,141,0,301,261,0,13,100,88,88,6,1,0,0,0,0,0,0,0,5,301
219,"P.S. BAHADURPUR EAST",563,447,0,1010,267,268,0,535,525,0,18,202,86,200,5,1,1,2,3,3,2,3,5,4,535
220,"P.S. BAHADURPUR EAST",591,531,0,1122,274,299,0,573,573,0,16,228,136,181,3,1,0,0,1,0,2,3,1,1,573
221,"P.S. BAHADURPUR WEST",468,411,0,879,247,245,0,492,82,0,8,132,106,229,3,0,2,1,1,0,2,0,3,5,492
222,"P.S. MATERA",641,578,0,1219,344,377,0,721,721,0,13,398,138,147,4,0,1,1,1,1,1,7,5,4,721
223,"P.S. KANHAULI",760,698,0,1458,420,458,0,878,878,0,24,348,206,261,4,3,5,2,18,0,3,2,1,1,878
224,"P.S. KEWACH",492,444,0,936,273,255,0,528,525,0,7,90,165,248,5,0,1,2,3,3,0,2,1,1,528
225,"ANGANWANI KENDRA AKSANA",239,209,0,448,136,151,0,287,255,0,6,118,103,52,1,1,1,3,0,0,1,0,0,1,287
226,"P.S. CHCHBAILA",195,149,0,344,180,122,0,302,150,0,1,249,12,38,0,0,1,1,0,0,0,0,0,0,302
227,"P.S. BEILI",756,666,0,1422,394,412,0,806,800,0,26,388,223,143,1,3,3,4,1,1,4,3,1,5,806
228,"P.S. MUSTAPHABAD",643,573,0,1216,388,392,0,780,779,0,8,286,311,150,2,2,4,0,2,2,2,3,2,6,780
229,"P.S. DARIDIHA",627,532,0,1159,356,373,0,729,723,0,24,129,91,429,23,2,3,0,0,7,6,5,3,7,729
230,P.S.AMILAHA,468,405,1,874,238,285,0,523,523,0,11,323,171,6,0,1,0,0,0,0,3,2,2,4,523
231,P.S.AMILAHA,494,387,1,882,280,192,0,472,472,0,17,188,128,116,6,2,1,0,2,2,0,1,1,8,472
232,"P.S. KHALIL PATTI EAST",323,277,0,600,207,178,0,385,384,0,9,20,155,187,6,1,1,0,2,1,1,0,2,0,385
233,"P.S. KHALIL PATTI WEST",299,260,0,559,191,166,0,357,357,0,5,43,147,142,9,1,2,0,0,0,2,3,1,2,357
234,"P.M.V. KHALIL PATTK (BABURHIYA)",352,280,0,632,225,205,0,430,300,0,4,85,225,99,0,1,0,0,1,1,2,5,2,5,430
235,"J.B.C. GAUSPUR",577,494,0,1071,336,284,0,620,620,0,8,161,151,281,5,0,1,1,1,0,2,2,3,4,620
236,"J.B.C. GAUSPUR",449,380,0,829,269,199,0,468,170,0,6,63,174,203,2,1,3,6,1,0,1,1,2,5,468
237,"P.S. PHETAWA",411,321,0,732,236,205,0,441,441,0,9,19,167,238,2,0,0,0,0,1,1,0,2,2,441
238,"P.S. DAULAT CHAK",366,325,0,691,243,244,0,487,407,0,8,72,290,100,1,1,1,2,1,0,2,3,1,5,487
239,"P.S. DUBAULI",487,425,0,912,271,271,0,542,241,0,11,135,206,165,9,4,4,0,1,0,1,2,0,4,542
240,"P.S. BAISAHATI",275,254,0,529,150,162,0,312,292,0,2,69,92,142,2,0,2,0,0,0,0,1,0,2,312
241,"P.S. LAUWANA",482,412,0,894,304,279,0,583,448,0,6,38,278,231,8,2,1,1,4,3,2,2,1,6,583
242,"P.S. KARMI BUJURG",507,452,0,959,263,272,0,535,535,0,8,153,214,121,3,7,7,0,2,2,2,4,3,9,535
243,"P.S. SAIPHABAD",769,623,0,1392,456,398,0,854,700,0,15,218,174,343,9,5,7,6,4,7,11,22,14,19,854
244,"P.S. MAJHA KHURD",510,414,0,924,268,260,0,528,528,0,7,169,81,227,6,2,4,2,4,0,1,4,3,18,528
245,"P.S. KALWARI AHATMALI",452,408,0,860,284,197,0,481,480,0,13,229,93,112,4,2,3,3,2,1,1,4,4,10,481
246,"P.S. GOVINADAPUR",423,358,0,781,323,271,0,594,594,0,19,344,93,113,4,0,2,5,1,2,0,2,2,7,594
247,"P.S. DHOBAHAT",490,373,0,863,320,234,0,554,480,0,10,206,168,130,3,2,3,4,2,2,1,4,6,13,554
248,"P.S. KAMHARIYA EAST",494,422,1,917,237,276,0,513,492,0,15,299,167,23,1,3,1,0,1,0,1,2,0,0,513
249,"P.S. KAMHARIYA WEST",612,499,0,1111,269,277,0,546,410,0,23,455,38,8,2,11,1,0,1,0,0,0,4,3,546
250,"JHINKU LAL I.C. KALWARI",512,433,0,945,268,232,0,500,411,0,2,104,149,231,5,1,0,0,1,0,1,2,1,3,500
251,"P.S. KANAILA KHURD",562,484,0,1046,266,290,0,556,556,0,10,167,189,119,2,45,1,2,1,0,1,5,5,9,556
252,"P.S. PAKDI CHCHABBAR EAST",588,529,0,1117,295,332,0,627,600,0,15,152,142,301,2,3,1,2,1,1,1,3,0,3,627
253,"P.S. PAKDI CHCHABBAR WEST",643,576,0,1219,265,321,0,586,505,0,16,403,97,5,2,34,2,1,2,4,6,3,3,8,586
254,"P.S. KUSAURA",439,369,0,808,294,248,0,542,541,0,5,166,80,267,0,0,4,0,1,2,0,3,2,12,542
255,"P.S. KUSAURA",447,431,0,878,272,262,0,534,534,0,6,111,211,180,5,1,1,2,1,3,0,0,2,11,534
256,"P.S. SONBARASA",624,523,0,1147,317,326,0,643,547,0,21,409,112,87,5,2,0,0,2,0,0,1,1,3,643
257,"P.S. SHEKHPURA",270,233,0,503,165,175,0,340,325,0,8,55,89,174,2,2,1,1,1,0,1,1,1,4,340
258,"P.S. PADARI",692,600,3,1295,361,364,0,725,724,0,10,161,226,303,5,0,1,5,1,2,2,3,0,6,725
259,"P.S. KORAMA",267,236,0,503,164,162,0,326,326,0,3,30,107,152,6,0,1,0,12,2,2,1,6,4,326
260,"P.S. TURKAULIYA",207,178,0,385,119,130,0,249,248,0,3,22,101,114,2,0,1,0,0,1,0,2,1,2,249
261,"P.S. SIGAHI",369,300,0,669,211,182,0,393,393,0,3,100,147,128,7,1,2,1,0,0,0,0,0,4,393
262,"P.S. MANAUWA",206,180,0,386,130,121,0,251,251,0,2,27,134,74,6,2,2,0,0,1,0,0,0,3,251
263,"J.H. CHAKDAHA",643,571,0,1214,361,375,0,736,210,0,29,70,210,384,5,1,2,3,6,5,7,2,5,7,736
264,"P.S. VAISHNOPUR EAST",490,413,0,903,264,241,0,505,495,0,8,140,169,169,0,0,0,1,1,2,0,2,6,7,505
265,"P.S. VAISHNOPUR WEST",491,332,0,823,250,175,0,425,330,0,14,122,86,184,2,1,2,1,4,0,2,3,1,3,425
266,"P.S. PHOOLPUR",453,373,1,827,249,221,0,470,457,0,9,171,134,135,3,1,1,0,4,0,2,0,1,9,470
267,"P.S. ATARPALIYA,(IN) VILLAGE  BENIPUR",525,421,0,946,330,289,0,619,590,0,6,115,267,145,8,4,0,3,45,4,4,6,2,10,619
268,"J.H.S. KALWARI MUSTAHKAM EAST",584,512,0,1096,382,318,0,700,700,0,10,213,93,350,3,1,3,2,2,3,3,5,3,9,700
269,"J.H.S. KALWARI MUSTAHKAM WEST",505,447,0,952,304,283,0,587,268,0,6,65,162,304,13,0,2,9,1,4,3,4,2,12,587
270,"P.S.KALWARI MUSTAHKAM NORTH",685,568,0,1253,363,299,0,662,343,0,29,116,78,401,5,5,1,5,3,0,1,2,4,12,662
271,"P.S.KALWARI MUSTAHKAM NORTH",824,707,0,1531,442,332,0,774,652,0,17,170,249,304,3,4,3,2,3,0,1,2,3,13,774
272,"PART RAMCHANDRA U.M.V. KALWARIMUSTAHKAM AGAUNA",301,272,0,573,182,185,0,367,362,0,15,58,63,207,9,1,0,0,0,0,2,1,3,8,367
273,"P.S. AGAUNA",773,679,0,1452,492,436,0,928,927,0,6,469,165,249,2,17,2,5,0,2,2,2,3,4,928
274,"P.S. BIJAURA",550,456,0,1006,304,281,0,585,585,0,12,277,109,48,2,1,4,2,101,1,3,5,9,11,585
275,"P.S. BHOYAR",719,615,0,1334,485,390,0,875,875,0,23,199,385,209,8,3,4,3,17,1,5,7,2,9,875
276,"P.S. MISHRAULIYA",759,645,0,1404,427,378,0,805,14,0,34,294,178,232,4,2,3,5,12,6,6,6,9,14,805
277,"J.H.S. CHARKAILA EAST",519,480,0,999,302,306,0,608,121,0,19,342,53,131,3,16,1,2,36,0,0,3,1,1,608
278,"J.H.S. CHARKAILA WEST",613,548,0,1161,428,406,0,834,56,0,21,435,159,149,4,1,6,3,35,2,4,5,2,8,834
279,"P.S. PAKARDAN",569,455,0,1024,331,316,0,647,647,0,16,154,191,222,1,10,3,2,6,3,7,3,3,26,647
280,"P.S. GANGAPUR",697,521,0,1218,447,295,0,742,695,0,7,176,91,407,8,4,6,3,4,6,2,7,6,15,742
281,"P.S. GAUSINGHPUR",676,572,0,1248,424,374,0,798,798,0,13,192,327,227,3,3,0,2,2,2,6,5,4,12,798
282,"P.S. MAHUAPAR KALA",574,516,0,1090,346,290,0,636,636,0,18,305,96,153,2,18,4,4,2,1,4,7,7,15,636
283,"P.S. BAIDARI MUSTAHKAM EAST",645,451,0,1096,377,279,0,656,400,0,25,132,136,334,8,3,3,2,1,1,3,3,2,3,656
284,"P.S. BAIDARI MUSTAHKAM WEST",487,393,0,880,264,267,0,531,510,0,26,237,49,192,1,5,3,0,0,2,3,4,1,8,531
285,"P.S. BHEDAWA",609,489,0,1098,306,285,0,591,589,0,19,97,216,234,4,0,3,3,1,3,4,4,2,1,591
286,"P.S. BAIDARIAHATAMALI",649,523,0,1172,412,275,0,687,80,0,20,213,129,273,6,0,2,2,7,2,6,5,13,9,687
287,"P.S. DELHAWA",478,411,0,889,289,242,0,531,531,0,8,95,108,259,8,0,4,4,32,0,2,3,4,4,531
288,"P.S. UMARIYA",555,489,0,1044,376,347,0,723,723,0,20,296,245,149,0,1,1,0,1,0,1,5,0,4,723
289,"P.S. SUARAHA",703,668,0,1371,372,348,0,720,720,0,26,147,152,197,5,1,9,8,140,4,6,10,3,12,720
290,"P.S. PIYAREPUR",726,632,0,1358,350,421,0,771,771,0,21,149,240,311,4,5,3,2,2,3,3,5,5,18,771
291,"P.S. SIKANDARPUR",720,594,0,1314,470,408,0,878,800,0,16,289,213,318,10,2,1,1,12,1,4,2,5,4,878
292,"P.S. IJARGANDH",447,385,0,832,315,277,0,592,592,0,6,340,143,99,1,0,0,1,0,1,1,0,0,0,592
293,"P.S. BAGAHI ALISE BENIPUR",267,245,0,512,165,171,0,336,280,0,3,148,53,37,1,0,1,2,78,1,1,1,3,7,336
294,"P.S. RAGHUPUR",738,633,0,1371,461,385,0,846,846,0,18,270,259,250,9,2,3,3,3,1,7,1,9,11,846
295,"P.S. SHIVPUR",344,277,0,621,214,195,0,409,14,0,11,56,127,195,5,0,1,0,1,1,2,1,1,8,409
296,"P.S. CHCHARDAHI",875,708,0,1583,633,403,0,1036,1033,0,39,407,203,355,5,2,2,4,1,1,2,2,4,9,1036
297,"P.S. JIBHIYAW",544,392,0,936,315,244,0,559,507,0,17,157,191,133,7,23,4,1,1,3,3,8,3,8,559
298,"P.S. JIBHIYAW",486,413,0,899,150,290,0,440,302,0,13,259,44,70,1,43,0,3,0,0,1,0,2,4,440
299,"P.S. BAGAHI",534,443,0,977,327,288,0,615,614,0,7,69,388,130,2,0,0,0,0,0,1,3,3,12,615
300,"P.S. PARSAW",587,458,0,1045,388,335,0,723,700,0,26,316,175,164,3,3,4,2,2,2,4,6,5,11,723
301,"P.S. PARMESHWARPUR",542,439,0,981,418,333,0,751,751,0,9,288,332,109,3,2,4,0,0,0,0,0,2,2,751
302,"P.S. RASULPUR",524,475,0,999,294,264,0,558,555,0,6,141,259,134,4,2,0,1,2,0,1,4,3,1,558
303,"P.S. SELHARA",837,693,0,1530,603,471,0,1074,1074,0,13,434,281,301,12,2,3,3,1,3,2,5,5,9,1074
304,"P.S. SUARAHA KALA",182,150,0,332,104,106,0,210,187,0,7,86,86,25,0,0,0,0,0,0,1,0,0,5,210
305,"P.S. CHILAWANIYA",707,523,0,1230,430,326,0,756,756,0,22,335,93,166,5,8,4,3,86,5,5,5,7,12,756
306,"P.S. BAISIYA KALA",533,437,0,970,446,348,0,794,794,0,13,482,154,127,4,2,0,1,1,0,2,1,4,3,794
307,"P.S. PIPARPATI AHATMALI",422,363,0,785,266,235,0,501,460,0,26,230,188,32,0,1,1,1,3,5,3,0,4,7,501
308,"P.S. PAREVA",742,668,1,1411,436,481,0,917,912,0,13,191,447,112,4,0,2,4,108,1,4,10,5,16,917
309,"P.S. HARKHOLIYA ALIGE MATIYARIYA",365,320,0,685,247,215,0,462,443,0,8,203,42,132,4,0,2,4,51,1,4,2,3,6,462
310,"P.S. TAGRITYA RAZA",623,544,0,1167,413,392,0,805,805,0,10,190,225,28,2,3,3,1,335,2,0,2,2,2,805
311,"J.H.S. KUDARAHA EAST",829,698,0,1527,499,349,0,848,822,0,9,171,243,296,9,6,6,4,70,2,5,4,5,18,848
312,"J.H.S. KUDARAHA WEST",662,519,0,1181,415,309,0,724,419,0,5,210,196,240,3,0,1,2,54,4,1,3,0,5,724
313,"P.S. LALGANJ EAST",582,484,0,1066,249,399,0,648,648,0,9,187,71,370,3,1,1,0,1,1,0,1,0,3,648
314,"P.S. LALGANJ WEST",641,543,0,1184,337,327,0,664,664,0,9,382,74,171,10,6,4,1,0,0,3,1,0,3,664
315,"P.S. KOP",558,498,0,1056,348,314,0,662,422,0,17,130,311,143,8,9,7,4,4,1,8,6,4,10,662
316,"J.H.S. CHAUBAH",555,504,0,1059,327,310,0,637,523,0,6,130,267,203,7,3,1,2,1,1,4,2,3,7,637
317,"P.S. BARIGHAT",460,407,0,867,287,290,0,577,577,0,16,117,285,130,7,1,2,1,0,1,3,3,0,11,577
318,"P.S. BARTANIYA",624,573,0,1197,333,377,0,710,710,0,16,187,99,369,13,5,1,5,2,0,3,7,1,2,710
319,"P.S. AMAIPAR",374,337,1,712,218,211,0,429,421,0,16,148,80,160,9,1,3,0,2,1,1,1,1,6,429
320,"P.S. JANJAN KHURD",634,581,0,1215,365,367,0,732,410,0,6,150,182,368,7,2,2,0,2,2,3,5,1,2,732
321,"P.S. MANJHARIYA",669,591,0,1260,375,371,0,746,746,0,10,185,399,119,7,1,1,3,3,2,1,3,4,8,746
322,"P.S. KABARA KHAS",565,414,0,979,367,293,0,660,658,0,7,177,182,271,6,6,2,2,2,1,1,2,0,1,660
323,"P.S. THOKAWA",684,599,0,1283,400,398,0,798,726,0,27,220,215,293,16,5,2,0,2,0,3,3,3,9,798
324,"P.S. SISAI PANDIT",608,484,0,1092,390,355,0,745,652,0,25,255,150,275,0,4,3,1,1,4,4,7,5,11,745
325,"P.S. BANGOKHAS",807,694,0,1501,504,472,0,976,976,0,13,82,527,309,8,2,2,1,2,1,4,8,3,14,976
326,"P.S. TENUAA",587,511,0,1098,475,313,0,788,788,0,7,686,55,32,3,0,0,0,1,1,0,1,1,1,788
327,"P.S. NEWARI EAST",774,618,0,1392,421,391,0,812,703,0,11,278,103,363,12,5,4,3,1,3,7,9,6,7,812
328,"P.S. NEWARI WEST",680,601,0,1281,368,300,0,668,668,0,18,200,140,284,2,1,2,2,1,1,1,3,1,12,668
329,"D.N.U.M.V. DHAURUKHOR EAST",627,532,0,1159,382,311,0,693,480,0,11,217,226,206,5,0,4,2,10,0,0,3,2,7,693
330,"D.N.U.M.V. DHAURUKHOR WEST",422,376,0,798,306,236,0,542,348,0,14,259,145,89,1,1,3,1,14,1,0,3,2,9,542
331,"P.S. BAKHARIYA",447,392,1,840,285,279,0,564,564,0,3,90,119,317,3,1,4,1,18,0,3,0,3,2,564
332,"PANCHAYATBHAWAN KANEHATI",251,209,0,460,179,149,0,328,300,0,8,171,78,67,2,0,1,0,0,0,0,0,1,0,328
333,"P.S. BAIJIPUR",311,288,0,599,167,169,0,336,330,0,10,77,83,138,2,1,3,0,11,1,2,2,4,2,336
334,"PANCHAYATBHAWAN MAHANTHA",341,307,0,648,177,231,0,408,375,0,5,218,73,98,3,5,0,0,1,0,3,0,0,2,408
335,"P.S. KHARAKA",696,649,1,1346,420,422,0,842,800,0,20,119,407,256,4,4,1,3,1,1,2,4,7,13,842
336,"P.S. KANJA AJAMATPUR",333,309,0,642,199,210,0,409,409,0,13,108,141,132,3,2,0,1,0,1,2,2,1,3,409
337,"P.S. KHAIRATI",441,416,0,857,285,299,0,584,584,0,15,251,141,144,12,1,0,1,1,1,0,3,8,6,584
338,"P.S. GHUGHASA",397,344,0,741,251,247,0,498,498,0,22,33,251,178,4,1,2,0,0,1,0,3,0,3,498
339,"P.S. KHARWANIYA",539,476,0,1015,373,289,0,662,660,0,12,79,335,189,9,0,2,2,2,2,6,8,5,11,662
340,"P.S. MAKDUMPUR",657,576,0,1233,435,340,0,775,775,0,9,152,451,118,10,0,0,0,3,2,3,4,4,19,775
341,"P.S. RAUTAPAR",807,722,0,1529,479,475,0,954,854,0,15,151,463,265,9,2,6,3,4,5,4,10,4,13,954
342,"P.S. BAGHAPAR",734,661,0,1395,509,394,0,903,810,0,10,250,280,315,6,3,4,3,18,2,1,4,2,5,903
343,"P.S. MATHAULI",733,674,1,1408,431,445,0,876,350,0,9,347,263,229,1,4,3,0,1,2,2,3,1,11,876
344,"P.S. DEAISAN EAST",641,519,0,1160,403,291,0,694,527,0,12,184,300,138,1,3,5,3,2,1,3,16,3,23,694
345,"P.S. DEAISAN WEST",409,329,0,738,216,195,0,411,409,0,5,195,88,92,9,3,1,0,0,1,2,1,3,11,411
346,"P.S. DEAISAN WEST",421,437,0,858,236,216,0,452,449,0,3,76,57,300,6,2,0,1,0,1,0,2,0,4,452
347,"P.S. SAJAHARA",758,625,0,1383,427,406,0,833,833,0,10,206,339,254,6,0,1,1,0,2,5,4,1,4,833
348,"P.S. RAUTA",224,198,0,422,122,134,0,256,254,0,2,43,126,73,0,0,2,0,2,1,0,1,1,5,256
349,"P.S. DUBAULI KALA",400,367,0,767,234,220,0,454,452,0,5,64,173,181,7,0,0,1,2,1,8,7,2,3,454
350,"P.S. KATHARUAA",139,125,0,264,70,74,0,144,144,0,2,40,35,63,0,0,0,0,0,0,1,0,2,1,144
351,"P.S. PASDA EAST",767,675,0,1442,411,406,0,817,813,0,45,192,318,187,7,2,9,6,2,9,8,7,10,15,817
352,"P.S. PASANA WEST",395,309,0,704,194,164,0,358,339,0,9,11,111,191,4,1,7,1,1,0,2,5,2,13,358
353,"P.S. BANPUR EAST",659,515,0,1174,343,360,0,703,703,0,53,110,386,91,8,2,4,3,4,3,5,13,5,16,703
354,"P.S. BANPUR WEST",368,323,0,691,182,213,0,395,395,0,49,40,168,105,7,0,1,1,0,4,2,3,4,11,395
355,"J.H.S. BANPUR",806,644,0,1450,450,413,0,863,859,0,40,133,419,174,19,1,3,7,9,4,4,21,10,19,863
356,"P.S. DHADHAURA",716,562,0,1278,391,324,0,715,715,0,20,67,277,288,8,6,8,6,3,2,6,9,5,10,715
357,"P.S. SISAI BABU",389,299,0,688,212,178,0,390,388,0,11,74,153,141,4,0,1,0,0,0,0,2,0,4,390
358,"P.S. KACHANI",365,314,0,679,215,214,0,429,381,0,17,148,146,87,4,1,2,5,1,1,4,5,1,7,429
359,"P.M. PIPARPATI MUSTAHKAM",788,665,0,1453,501,373,0,874,625,0,18,575,194,82,0,1,1,0,0,0,0,0,0,3,874
360,"P.S. DIHUKPURA ALIES SHUKULPURA",618,450,0,1068,298,284,0,582,582,0,16,164,112,237,3,26,3,0,1,1,1,5,3,10,582
361,"P.S. AILIYA",407,338,0,745,273,270,0,543,520,0,3,106,340,78,3,0,0,1,0,0,0,3,4,5,543
362,"P.S. CHHIBARA",671,485,0,1156,350,264,0,614,614,0,24,187,227,149,9,0,1,1,0,1,2,4,2,7,614
363,"P.S. CHAKIYA",676,556,0,1232,398,328,0,726,700,0,12,278,298,68,1,40,3,3,2,1,2,5,5,8,726
