"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
191,BANSI,301,256,0,557,195,131,0,326,320,0,86,48,127,31,4,3,0,2,3,0,0,0,3,4,2,11,0,2,326
192,GANGULI,712,600,0,1312,328,294,0,622,615,0,212,72,105,143,2,52,1,6,1,2,0,5,0,2,3,0,9,7,622
193,GAURI,648,613,2,1263,419,380,0,799,785,0,320,113,156,93,8,7,2,5,2,5,2,9,6,2,5,15,23,26,799
194,"KOLHUWA KHURD",258,223,0,481,184,163,0,347,335,0,34,5,258,43,1,0,0,2,0,0,0,0,1,0,1,1,0,1,347
195,GAURA,303,262,0,565,189,193,0,382,375,0,87,57,185,33,2,0,1,2,0,1,1,0,0,5,3,4,1,0,382
196,BARGDWA,294,269,0,563,167,153,0,320,310,0,133,38,93,33,1,0,1,1,1,0,0,1,1,1,0,7,3,6,320
197,"KATSARYA KALA",249,236,0,485,167,144,0,311,305,0,53,12,150,81,2,0,0,2,0,2,1,0,3,1,0,2,1,1,311
198,SAMOGRA,815,635,0,1450,464,418,0,882,875,0,268,22,251,146,5,94,3,6,3,2,5,9,1,14,8,22,15,8,882
199,BAJARDEEH,474,414,0,888,202,221,0,423,415,0,159,50,51,75,6,63,2,1,1,2,0,6,3,0,0,2,1,1,423
200,"पिपरा भैया",601,553,0,1154,262,281,0,543,535,0,104,101,95,83,7,109,0,3,1,3,4,9,2,5,3,3,7,4,543
201,"KAJI RUDHAULI",516,444,0,960,263,245,0,508,489,0,116,17,96,223,10,26,0,3,0,1,0,2,1,1,0,8,2,2,508
202,MAHOKHAWA,591,574,0,1165,293,363,0,656,652,0,198,114,101,172,8,27,0,2,2,1,2,3,0,6,4,13,3,0,656
203,MAHOKHAWA,376,378,0,754,141,159,0,300,292,0,8,31,69,165,1,20,0,0,0,0,1,0,1,1,3,0,0,0,300
204,KOLHUI,714,606,1,1321,337,324,0,661,653,0,74,46,107,80,9,306,18,3,0,1,2,3,1,3,5,2,1,0,661
205,"KAPIYA SHUKLA",413,324,0,737,160,175,0,335,331,0,110,8,63,37,4,95,0,1,0,2,4,1,0,4,1,3,1,1,335
206,"MARWATIYA CHAINPUR",521,486,0,1007,207,266,0,473,465,0,102,27,138,42,5,132,2,6,0,1,1,3,0,3,2,2,7,0,473
207,"DANDWAR SHUKLA",215,175,0,390,118,92,0,210,202,0,88,29,58,14,1,1,2,1,1,0,0,0,0,1,1,2,9,2,210
208,BHATAULI,258,268,0,526,141,165,0,306,301,0,137,24,52,76,4,1,0,2,0,1,0,3,0,1,1,3,1,0,306
209,SIHAWAL,383,296,0,679,145,134,0,279,252,0,77,29,11,131,0,16,0,1,0,1,1,5,4,1,0,1,1,0,279
210,SIHAWAL,546,426,0,972,202,210,0,412,402,0,21,50,26,189,5,106,1,1,0,0,2,1,4,1,2,0,0,3,412
211,SONKHAR,572,479,0,1051,220,246,0,466,460,0,100,126,77,69,2,65,5,2,1,0,2,2,2,4,4,3,1,1,466
212,NEUSA,445,364,0,809,264,212,0,476,463,0,236,20,161,35,1,0,0,2,1,0,3,4,0,3,0,4,3,3,476
213,SONWALIYA,283,231,0,514,154,131,0,285,276,0,154,17,77,23,2,0,0,2,0,1,1,0,0,0,1,2,4,1,285
214,BHAWPUR,477,396,1,874,243,212,0,455,441,0,166,33,88,96,1,40,3,2,7,0,1,2,2,0,1,5,3,5,455
215,SEKHUYI,763,550,0,1313,295,263,0,558,546,0,104,52,178,38,3,137,1,3,1,1,2,8,3,4,5,4,7,7,558
216,RITHIYA,563,464,0,1027,245,230,0,475,463,0,119,68,72,109,1,57,3,5,2,2,3,9,3,4,0,6,5,7,475
217,RITHIYA,269,234,0,503,90,92,0,182,172,0,8,48,26,25,3,68,0,1,0,0,0,1,0,0,0,0,0,2,182
218,PIPRAPADARUPUR,667,520,0,1187,288,315,0,603,596,0,54,120,52,60,6,268,3,0,1,3,4,8,4,4,7,6,1,2,603
219,MISHRAULIYA,363,332,0,695,138,208,0,346,336,0,37,155,75,29,5,16,2,5,1,1,1,2,0,3,4,5,3,2,346
220,ROHUWA,372,302,0,674,179,130,0,309,301,0,96,47,50,81,1,16,1,4,0,0,0,1,1,2,2,6,0,1,309
221,"BANKTA PRATHAM",567,461,0,1028,305,272,0,577,563,0,254,18,103,37,4,121,0,3,1,0,3,11,5,2,3,8,4,0,577
222,NAGWA,574,475,0,1049,289,258,0,547,531,0,235,82,128,47,1,3,1,2,1,1,3,6,4,3,2,12,9,7,547
223,"SUHAI KANPURWA",472,374,0,846,233,200,0,433,421,0,314,43,12,29,2,8,0,1,1,0,0,3,1,6,2,5,5,1,433
224,"SUHAI KANPURWA",485,391,0,876,246,232,0,478,463,0,132,88,140,31,6,30,4,5,3,2,2,7,1,5,6,11,0,5,478
225,BARANWAR,573,516,0,1089,303,300,0,603,596,0,177,159,57,141,6,21,4,0,3,4,2,5,2,1,1,12,3,5,603
226,PACHMOHANI,757,685,0,1442,359,363,0,722,702,0,132,243,84,105,1,113,4,1,0,3,1,7,2,0,7,10,4,5,722
227,PACHMOHANI,607,505,0,1112,270,244,0,514,501,0,152,116,83,43,7,17,7,7,2,4,8,8,2,10,13,17,9,9,514
228,MAHUWA,682,524,0,1206,338,322,0,660,642,0,152,131,168,23,9,143,3,4,1,6,3,3,2,1,5,1,3,2,660
229,BAKAINIYA,445,392,0,837,235,221,0,456,443,0,112,80,154,23,0,63,0,5,0,0,1,2,2,5,2,2,3,2,456
230,PIPRA,705,619,0,1324,325,334,0,659,643,0,179,83,212,62,10,52,1,2,0,5,3,8,3,9,8,13,5,4,659
231,SAWADAD,334,300,0,634,170,162,0,332,323,0,149,69,71,21,2,0,0,5,2,1,1,1,1,1,1,2,1,4,332
232,BATSA,547,485,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,KHESRAHA,220,209,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,PGAR,462,410,0,872,192,211,0,403,391,0,78,22,67,14,2,171,1,3,4,23,1,9,2,1,1,2,2,0,403
235,"BELWA LAGUNAHI",623,519,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"BELWA LAGUNAHI",570,502,0,1072,290,313,0,603,583,0,75,53,331,22,2,96,1,11,0,0,0,3,2,1,2,2,1,1,603
237,"BELWA LAGUNAHI",634,509,0,1143,325,288,0,613,601,0,290,43,104,31,0,122,3,3,0,2,0,1,1,1,3,4,3,2,613
238,KADJAHAR,301,268,0,569,147,153,0,300,296,0,165,34,39,9,1,43,1,2,1,0,0,2,1,0,0,0,2,0,300
239,BELAUKH,449,372,1,822,206,173,0,379,353,0,230,30,18,42,3,12,6,0,0,1,0,1,0,1,3,2,19,11,379
240,BELAUKH,590,516,0,1106,233,268,0,501,496,0,54,12,228,17,2,133,6,7,1,3,2,5,3,8,2,15,0,3,501
241,BHAINSA,344,308,0,652,161,181,0,342,340,0,81,8,53,46,1,20,90,3,0,2,1,4,1,5,15,9,1,2,342
242,DEURI,481,424,0,905,216,221,0,437,421,0,7,13,63,4,6,328,3,3,2,2,1,4,0,0,0,0,1,0,437
243,DEURI,641,542,0,1183,253,251,0,504,496,0,77,29,132,10,2,207,8,2,0,1,6,8,1,3,7,6,5,0,504
244,DHUDANI,393,367,0,760,186,196,0,382,352,0,81,11,125,8,0,124,9,1,0,2,0,2,1,0,4,7,4,3,382
245,"MANJHARIYA SHIV GULAM",264,228,0,492,148,168,0,316,301,0,14,4,107,18,2,4,125,8,1,0,1,0,0,5,21,5,1,0,316
246,MARWATIYA,703,554,0,1257,355,280,0,635,601,0,339,52,117,67,3,1,19,0,1,1,3,2,1,4,12,6,4,3,635
247,DEURGANWA,549,412,0,961,254,217,0,471,461,0,191,82,84,66,2,6,1,5,0,1,1,7,2,6,3,9,2,3,471
248,KASEHRA,239,233,0,472,165,158,0,323,320,0,166,23,112,8,0,0,0,0,0,0,0,0,0,1,1,5,5,2,323
249,KASEHRA,462,425,0,887,184,234,0,418,401,0,83,207,76,17,2,19,1,1,0,0,0,2,1,0,1,0,4,4,418
250,"BANUHIYA BUJURG",670,558,0,1228,296,292,0,588,543,0,221,152,145,32,3,14,0,6,0,0,0,2,1,2,1,1,7,1,588
251,LAHRI,214,163,0,377,103,93,0,196,185,0,116,25,7,29,1,4,0,0,0,0,0,0,1,1,1,6,3,2,196
252,GAIDAKHOR,525,444,0,969,227,248,0,475,465,0,112,71,86,185,7,2,4,0,1,0,0,0,0,0,0,0,5,2,475
253,TIQUIYA,540,447,0,987,251,248,0,499,485,0,206,47,115,44,0,38,1,2,1,2,5,9,7,4,3,6,5,4,499
254,BASDILA,779,649,0,1428,395,408,0,803,795,0,331,135,165,42,4,66,28,3,0,1,2,5,0,8,8,1,3,1,803
255,MIRWAPUR,226,172,0,398,105,108,0,213,205,0,81,13,81,8,2,15,0,1,0,2,0,6,0,1,1,1,1,0,213
256,DHADHAURA,724,601,1,1326,280,387,0,667,655,0,34,277,18,38,8,265,2,1,3,1,2,4,4,2,2,2,1,3,667
257,BHUSAULA,700,529,0,1229,308,264,0,572,565,0,105,14,110,71,2,244,1,6,1,1,0,6,1,2,2,2,4,0,572
258,"MUGDAR BUJURG",497,410,0,907,216,181,0,397,385,0,146,25,51,69,8,31,2,1,2,1,2,6,4,3,4,8,16,18,397
259,"MUGDAR BUJURG",318,271,0,589,118,113,0,231,225,0,4,55,13,7,5,134,2,0,0,0,0,2,2,0,1,2,0,4,231
260,PIPRA,473,372,0,845,252,204,0,456,445,0,208,71,75,69,2,5,1,0,0,0,0,3,0,5,4,5,6,2,456
261,SISHANIYA,555,489,0,1044,270,289,0,559,249,0,178,82,47,159,14,2,2,8,2,2,2,5,3,4,2,14,20,13,559
262,"VISHUNPUR MUSTAHKAM",874,690,0,1564,509,432,0,941,935,0,145,117,326,262,10,24,8,7,6,1,5,7,5,6,1,6,2,3,941
263,"ZUDIYA BUJURG",288,193,0,481,115,102,0,217,205,0,88,18,8,66,1,25,1,0,1,1,0,2,1,0,0,3,2,0,217
264,GONHATAL,532,419,0,951,290,268,0,558,545,0,149,76,82,193,8,9,3,5,4,2,1,6,1,0,2,10,3,4,558
265,LAMUYI,505,406,0,911,260,240,0,500,495,0,74,82,65,181,3,3,54,2,6,2,0,4,0,5,6,8,3,2,500
266,KUSHALPUR,422,324,0,746,207,188,0,395,385,0,153,15,23,175,2,2,1,0,2,0,1,4,2,1,1,4,8,1,395
267,GONHADEEH,832,717,0,1549,435,475,0,910,805,0,79,56,134,482,16,33,31,5,3,3,4,12,11,7,6,20,2,6,910
268,MATIYARIYA,525,407,0,932,265,266,0,531,525,0,205,41,138,112,4,4,2,2,2,1,1,2,1,0,1,5,5,5,531
269,HASWAPAR,700,546,0,1246,364,307,0,671,665,0,155,64,109,145,6,13,141,3,3,1,1,9,1,2,11,2,1,4,671
270,CHARTHARI,718,583,0,1301,369,341,0,710,700,0,253,200,108,102,4,0,0,1,1,2,2,4,1,4,7,8,3,10,710
271,MASINA,330,273,0,603,184,174,0,358,345,0,41,14,15,52,1,0,177,11,4,0,3,1,1,2,23,7,5,1,358
272,UDAIPUR,437,362,0,799,192,199,0,391,385,0,25,168,46,26,3,39,54,6,1,0,1,3,1,4,8,3,2,1,391
273,LAHRA,442,418,0,860,206,240,0,446,435,0,92,87,57,63,3,132,1,0,1,0,1,4,0,0,2,2,0,1,446
274,BHARTHANA,672,474,0,1146,218,290,0,508,495,0,79,100,38,165,2,89,0,2,0,2,0,9,1,3,1,6,2,9,508
275,TELAURA,516,397,0,913,281,234,0,515,500,0,229,26,178,46,1,1,0,1,0,0,2,3,1,1,2,15,6,3,515
276,USKA,244,199,0,443,128,124,0,252,245,0,203,3,18,21,1,0,0,0,0,0,0,0,1,0,1,1,2,1,252
277,"NARHI BUJURG",761,611,0,1372,388,326,0,714,705,0,398,113,33,128,3,1,1,2,1,1,1,5,5,2,3,8,7,2,714
278,"GORWA PAKAR",228,170,0,398,118,82,0,200,195,0,86,52,15,15,1,14,0,1,1,0,1,1,0,0,1,6,2,4,200
279,KHUTAHNA,276,236,0,512,186,160,0,346,335,0,167,29,101,31,0,0,0,1,3,0,0,0,1,1,1,3,6,2,346
280,DEORIA,639,528,0,1167,293,285,0,578,565,0,194,180,104,71,1,3,3,4,0,0,2,3,2,2,1,5,1,2,578
281,USKI,263,210,0,473,131,126,0,257,245,0,95,26,51,75,2,0,1,1,0,0,0,2,0,2,0,0,1,1,257
282,MIRGA,327,281,0,608,195,180,0,375,365,0,224,29,28,65,1,1,0,2,1,0,1,3,1,2,2,9,4,2,375
283,JIWA,597,495,0,1092,295,332,0,627,615,0,246,60,139,136,5,3,1,1,2,3,2,5,1,5,3,7,3,5,627
284,MAHDEWA,543,430,0,973,302,202,0,504,225,0,48,103,100,43,1,188,5,3,0,0,1,2,1,5,2,1,0,1,504
285,MAHDEWA,347,313,0,660,214,195,0,409,395,0,138,86,70,32,2,64,3,1,0,0,1,3,0,0,1,4,1,3,409
286,BHARMA,709,524,0,1233,362,292,0,654,645,0,218,95,152,126,4,32,2,1,1,1,2,3,4,2,1,10,0,0,654
287,GOHAR,772,632,0,1404,404,403,0,807,795,0,158,40,113,137,6,4,273,6,1,1,2,3,5,7,44,4,1,2,807
288,UPRAUTA,649,486,0,1135,269,263,0,532,525,0,72,31,79,98,10,136,78,0,1,1,1,1,1,0,9,5,5,4,532
289,KUDARAN,497,408,0,905,287,271,0,558,545,0,194,52,159,70,3,24,1,7,0,2,2,3,4,4,6,11,9,7,558
290,BAHBOL,445,363,0,808,221,246,0,467,655,0,118,75,118,16,1,105,2,2,1,0,0,3,1,3,1,4,2,15,467
291,BAHBOL,400,350,0,750,199,196,0,395,385,0,180,48,47,29,7,66,2,2,0,0,1,5,0,1,1,3,2,1,395
292,BANSI,470,387,0,857,232,170,0,402,395,0,231,19,42,92,1,9,1,0,1,1,0,0,0,0,0,4,1,0,402
293,BANSI,753,606,0,1359,402,304,0,706,695,0,359,116,88,71,1,55,0,0,1,2,0,1,2,1,2,3,3,1,706
294,BANSI,912,683,0,1595,420,318,0,738,725,0,439,113,63,76,3,21,1,2,1,1,0,1,3,1,3,5,2,3,738
295,BANSI,603,500,0,1103,362,258,0,620,615,0,359,36,118,83,0,17,1,2,1,0,0,0,0,0,0,3,0,0,620
296,BANSI,465,399,0,864,242,193,0,435,415,0,203,82,36,84,1,22,0,0,3,2,0,0,0,0,0,0,2,0,435
297,BANSI,575,491,0,1066,250,176,0,426,410,0,178,90,75,61,1,10,0,0,2,0,0,1,1,3,2,1,0,1,426
298,CHANGERA,709,559,1,1269,389,304,0,693,685,0,310,124,104,109,0,22,0,4,2,0,0,3,4,0,2,5,3,1,693
299,BANSI,747,611,0,1358,434,343,0,777,675,0,500,31,127,63,1,15,2,0,1,0,2,0,0,1,1,3,21,9,777
300,BANSI,594,537,0,1131,344,285,0,629,621,0,201,115,196,76,4,17,1,5,0,0,1,1,1,0,3,5,2,1,629
301,SONARI,782,635,0,1417,367,302,0,669,656,0,228,141,66,99,4,88,1,2,2,4,2,7,3,3,3,12,4,0,669
302,SONARI,755,577,0,1332,406,325,0,731,723,0,166,84,304,85,2,66,4,5,0,0,2,1,1,1,0,5,3,2,731
303,NARKATHA,782,556,0,1338,333,296,0,629,621,0,52,97,45,391,8,16,3,0,1,2,0,3,1,2,2,6,0,0,629
304,NARKATHA,719,630,0,1349,340,304,0,644,633,0,65,143,72,277,4,57,0,2,0,0,4,1,3,4,2,7,3,0,644
305,NARKATHA,653,564,0,1217,306,309,0,615,611,0,25,154,36,239,4,143,1,0,0,2,1,0,2,0,0,4,2,2,615
306,NARKATHA,714,595,0,1309,386,320,0,706,701,0,181,106,118,236,11,33,2,3,1,0,1,0,0,2,1,6,0,5,706
307,NARKATHA,742,553,0,1295,481,276,0,757,747,0,157,76,226,257,10,14,1,2,1,2,0,1,0,1,0,6,1,2,757
308,NARKATHA,663,504,0,1167,373,229,0,602,599,0,218,22,69,244,7,2,1,3,1,1,2,5,0,4,5,11,5,2,602
309,NARKATHA,575,398,0,973,208,157,0,365,355,0,128,63,8,140,1,12,0,0,0,1,0,2,1,1,1,4,2,1,365
310,NARKATHA,694,525,0,1219,361,258,0,619,602,0,238,97,45,210,3,10,2,1,4,0,0,0,1,2,0,2,4,0,619
311,BELBANWA,731,543,0,1274,308,327,0,635,611,0,98,198,87,188,14,5,3,2,1,0,2,4,6,7,2,10,3,5,635
312,HARRIYA,650,512,0,1162,311,296,0,607,601,0,97,160,108,43,2,153,4,7,2,1,2,3,2,6,3,3,5,6,607
313,MUDEHRA,602,487,0,1089,309,288,0,597,566,0,170,58,134,17,5,167,1,2,2,4,3,4,2,3,3,6,5,11,597
314,EKDENGWA,382,321,0,703,185,118,0,303,297,0,107,44,72,66,1,0,0,0,0,0,0,2,2,1,1,4,3,0,303
315,PIPRADOYAM,416,359,0,775,220,201,0,421,411,0,219,70,77,10,0,6,1,4,2,0,0,2,5,3,4,5,10,3,421
316,CHITAUNI,495,425,0,920,257,247,0,504,492,0,143,80,166,41,5,0,29,7,0,1,1,1,2,4,7,13,1,3,504
317,"CHAURI KHURD BUJURG",595,500,0,1095,316,287,0,603,566,0,224,108,114,119,9,1,0,3,4,1,3,6,2,1,1,2,3,2,603
318,MASAICHA,818,671,0,1489,404,345,0,749,711,0,183,246,158,44,7,60,3,1,3,0,2,4,0,0,0,2,14,22,749
319,"BARAINIYA KALA",398,344,0,742,216,205,0,421,411,0,159,72,32,125,4,2,3,1,2,0,1,4,2,1,3,6,1,3,421
320,BASKHORIYA,392,347,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,PURANJOOT,343,313,0,656,186,204,0,390,279,0,63,37,10,48,6,1,191,10,2,1,0,1,1,0,16,0,1,2,390
322,"TIKARI PAKARIYA",662,561,0,1223,366,338,0,704,701,0,205,136,142,65,10,81,1,4,7,6,1,15,4,4,4,10,4,5,704
323,DUBHARA,704,669,0,1373,349,370,0,719,710,0,159,24,235,54,3,208,4,2,2,1,5,8,1,8,1,4,0,0,719
324,DADIYA,644,477,0,1121,229,234,0,463,461,0,119,35,120,40,10,101,5,4,2,16,0,4,1,1,0,2,2,1,463
325,PIDWA,497,385,0,882,329,275,0,604,601,0,124,91,132,169,7,37,7,8,1,0,1,5,3,0,1,12,1,5,604
326,"ASHNAR KHAS",600,501,0,1101,291,273,0,564,562,0,149,19,142,74,6,136,4,5,6,1,3,6,1,4,1,2,3,2,564
327,"ASHNAR KHAS",551,430,0,981,265,233,0,498,491,0,215,38,108,56,4,48,0,0,1,1,0,3,3,3,2,5,8,3,498
328,IMILIYA,218,182,0,400,98,114,0,212,201,0,140,16,32,15,1,0,0,3,1,0,0,0,1,1,0,1,1,0,212
329,BANKEGANW,419,404,0,823,207,247,0,454,451,0,39,119,114,15,2,141,2,2,1,0,0,2,4,0,3,2,2,6,454
330,BANKEGANW,507,420,0,927,189,231,0,420,401,0,12,164,22,11,3,203,2,0,0,0,0,0,0,0,0,0,1,2,420
331,BHALUHA,550,472,0,1022,292,260,0,552,541,0,220,20,77,119,5,17,62,2,1,2,1,9,0,3,5,4,4,1,552
332,"DADWAR BHATT",455,364,0,819,192,211,0,403,386,0,125,17,51,58,7,88,3,1,0,4,3,6,3,3,6,10,6,12,403
333,KUNAUNA,485,376,0,861,202,225,0,427,411,0,54,36,32,19,4,238,4,3,2,5,2,14,0,1,3,6,1,3,427
334,KURTHIYA,647,500,0,1147,322,285,0,607,601,0,108,146,180,56,2,51,6,6,1,1,2,4,4,8,8,18,2,4,607
335,KATHMORWA,801,613,2,1416,424,267,0,691,681,0,107,140,320,56,5,2,3,9,1,1,2,4,2,5,5,18,4,7,691
336,GOSIYARI,636,516,0,1152,372,266,0,638,622,0,418,64,60,65,3,1,6,3,1,1,1,4,3,0,2,0,4,2,638
337,GOSIYARI,426,347,0,773,212,166,0,378,366,0,136,30,90,63,9,2,1,2,0,4,2,6,4,6,2,9,6,6,378
338,KAPIYWA,640,480,0,1120,310,257,0,567,561,0,177,14,59,121,6,6,149,5,0,0,1,4,1,1,5,0,11,7,567
339,DHAMAURA,609,526,0,1135,289,237,0,526,511,0,169,87,121,57,7,15,7,4,4,1,4,9,2,7,9,15,2,6,526
340,BADURGAHNA,627,533,0,1160,311,336,0,647,636,0,236,95,124,99,4,1,50,6,2,0,3,4,2,5,12,3,0,1,647
341,JAMDEEH,446,389,0,835,178,208,0,386,376,0,40,36,89,77,9,19,15,9,3,5,2,4,2,6,8,10,12,40,386
342,NIKHORIYA,732,580,0,1312,315,294,0,609,601,0,183,106,60,69,9,118,4,3,2,1,9,16,5,6,5,6,1,6,609
343,MAKNAKHOR,321,256,0,577,157,143,0,300,286,0,59,39,113,38,4,12,2,4,1,0,0,5,3,4,2,6,1,7,300
344,BHUPATJOOT,614,504,0,1118,339,225,0,564,563,0,199,24,198,74,5,5,16,5,2,0,2,4,2,3,6,9,4,6,564
345,PALA,583,479,0,1062,350,257,0,607,583,0,174,68,95,43,5,3,147,7,4,4,0,12,1,3,30,5,5,1,607
346,CHITAHI,797,685,0,1482,446,371,0,817,802,0,279,78,254,95,5,3,47,11,2,2,5,6,2,1,8,3,11,5,817
347,CHIUTAHA,514,447,0,961,229,243,0,472,469,0,9,67,126,7,2,250,3,0,1,0,1,2,0,0,2,0,1,1,472
348,BAUDIHAR,366,295,0,661,193,179,0,372,365,0,71,28,125,30,2,0,82,8,1,1,1,1,1,2,12,4,3,0,372
349,DUBAYI,361,307,0,668,195,186,0,381,375,0,73,76,106,86,1,27,0,2,1,0,0,4,0,2,1,1,0,1,381
350,KASDEEH,349,281,0,630,143,162,0,305,295,0,84,51,85,24,3,44,0,0,1,1,0,1,0,2,2,0,4,3,305
351,MUJDEEH,324,278,0,602,163,178,0,341,325,0,110,20,142,19,1,41,0,2,0,1,1,1,0,0,0,1,1,1,341
352,NASIRGUNJ,496,426,0,922,186,225,0,411,401,0,54,37,140,14,1,136,3,7,1,1,2,3,1,2,2,5,2,0,411
353,NASIRGUNJ,637,511,0,1148,251,250,0,501,493,0,217,26,93,19,6,112,1,2,2,2,3,3,0,7,2,2,3,1,501
354,NASIRGUNJ,486,406,0,892,221,198,0,419,405,0,126,89,100,34,4,21,0,3,0,0,2,5,2,9,7,7,7,3,419
355,BHATHAURA,282,264,0,546,158,137,0,295,284,0,161,29,69,14,2,0,0,4,1,1,0,3,0,2,1,4,4,0,295
356,BHALUHA,672,620,0,1292,400,319,0,719,701,0,227,117,217,73,5,3,16,7,6,1,3,2,2,9,6,13,6,6,719
357,MEHNUWA,292,235,1,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,VISHUNPURWA,645,529,0,1174,279,294,0,573,565,0,106,38,190,74,3,122,0,6,5,3,3,1,4,1,2,2,6,7,573
359,MADRAHANA,563,447,0,1010,243,285,0,528,514,0,94,138,83,99,8,88,0,2,0,0,0,2,4,3,0,5,0,2,528
360,KESWAR,667,512,0,1179,230,255,0,485,475,0,136,50,36,113,11,117,1,3,1,0,0,5,0,2,1,3,3,3,485
361,SUPAULI,549,467,0,1016,323,296,0,619,601,0,88,66,163,161,4,80,3,3,2,4,3,10,6,3,5,11,1,6,619
362,SIHORWA,428,380,0,808,294,254,0,548,535,0,30,201,80,71,5,32,98,7,3,2,0,0,1,3,10,2,2,1,548
363,BHENDAUHA,755,641,1,1397,299,324,0,623,615,0,36,448,25,43,2,25,15,1,0,0,0,2,0,1,3,5,2,15,623
364,BHENDAUHA,567,427,0,994,232,236,0,468,456,0,18,269,136,18,0,2,0,3,1,1,0,0,1,2,0,5,0,12,468
365,BANKTA,474,407,0,881,259,269,0,528,516,0,198,48,85,32,3,3,94,9,2,2,0,10,2,4,22,8,4,2,528
366,MARWATIYA,458,365,0,823,219,216,0,435,426,0,58,63,203,48,4,11,14,6,1,4,1,4,0,7,4,4,1,2,435
367,KADNJA,717,570,0,1287,365,359,0,724,714,0,197,48,179,76,7,49,129,4,3,1,0,5,3,6,10,4,2,1,724
368,KADNJA,695,598,0,1293,337,364,0,701,694,0,245,135,141,70,1,77,21,3,1,0,0,3,0,0,2,1,0,1,701
369,AKHOLHI,645,521,0,1166,256,249,0,505,496,0,117,55,115,26,4,161,3,5,1,0,0,6,2,0,2,2,5,1,505
370,AKHOLHI,330,253,0,583,141,144,0,285,275,0,37,51,26,5,2,151,2,1,0,1,1,4,0,2,0,0,0,2,285
371,DEOGAH,259,216,0,475,110,105,0,215,201,0,113,63,30,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,215
372,ARJI,546,528,0,1074,215,309,0,524,514,0,68,129,72,15,4,216,2,2,1,1,1,6,1,2,2,1,0,1,524
373,BAISAR,382,323,0,705,193,189,0,382,374,0,104,32,57,14,1,19,105,6,2,2,1,7,0,5,15,5,5,2,382
374,BHAKHA,303,255,0,558,177,174,0,351,346,0,35,11,83,51,3,2,106,11,1,0,2,3,2,5,18,7,4,7,351
375,PATHARA,325,301,0,626,165,170,0,335,328,0,135,6,123,26,1,18,4,2,0,1,0,3,1,4,1,5,2,3,335
376,SAPTINANKAR,563,453,0,1016,304,255,0,559,547,0,76,19,195,72,4,10,136,10,3,0,1,2,1,1,16,6,2,5,559
377,EKDENGWA,381,335,0,716,168,189,0,357,348,0,28,66,127,20,5,93,1,0,0,0,0,1,0,1,0,2,5,8,357
378,KARMA,510,408,0,918,294,266,0,560,554,0,211,34,169,80,2,6,19,2,2,4,2,4,1,4,7,5,3,5,560
379,"SIRSIYA CHAUBEY",680,569,0,1249,303,314,0,617,216,157,216,157,129,14,2,56,2,4,6,1,1,8,3,2,3,4,6,3,617
