"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
307,"RAMAWATI PRIMARY SCHOOL JAIPRAKASH NAGAR",465,436,0,901,272,233,0,505,505,0,14,37,430,7,0,13,0,0,0,0,0,0,1,0,3,0,505
308,"RAMAWATI PRIMARY SCHOOL JAIPRAKASH NAGAR",548,391,0,939,296,179,0,475,435,0,115,149,144,26,0,39,0,0,0,0,1,0,0,0,0,1,475
309,"RAMAWATI PRIMARY SCHOOL JAIPRAKASH NAGAR",805,562,0,1367,334,243,0,577,564,0,321,47,180,9,0,10,0,0,1,0,0,0,1,0,1,7,577
310,"RAMAWATI PRIMARY SCHOOL JAIPRAKASH NAGAR",824,605,0,1429,446,304,0,750,385,0,24,89,582,15,0,35,0,0,0,0,1,0,1,1,1,1,750
311,"JINDAL PUBLIC SCHOOL B BLOCK 335 PANCHWATI",564,481,0,1045,359,276,0,635,552,0,14,53,522,13,0,28,0,0,0,1,1,0,0,1,0,2,635
312,"JINDAL PUBLIC SCHOOL B BLOCK 335 PANCHWATI",880,571,0,1451,438,286,0,724,638,0,153,128,406,6,0,16,1,1,0,3,1,0,2,0,4,3,724
313,"JINDAL PUBLIC SCHOOL B BLOCK 335 PANCHWATI",506,440,0,946,336,254,0,590,524,0,6,35,493,10,0,43,0,0,0,0,0,0,0,0,0,3,590
314,"JINDAL PUBLIC SCHOOL B BLOCK 335 PANCHWATI",729,545,0,1274,391,301,0,692,670,0,57,27,572,14,0,16,0,0,0,0,1,0,0,1,1,3,692
315,"JINDAL PUBLIC SCHOOL B BLOCK 335 PANCHWATI",448,258,0,706,199,129,0,328,327,0,127,26,159,3,0,9,0,0,1,0,0,0,0,0,0,3,328
316,"JINDAL PUBLIC SCHOOL B BLOCK 335 PANCHWATI",774,437,0,1211,306,170,0,476,410,0,113,49,278,8,0,22,0,0,0,0,0,0,0,2,2,2,476
317,"TAIGOR PUBLIC SCHOOL BHATIA MOD",237,204,0,441,182,154,0,336,317,0,59,10,248,3,0,8,0,0,0,1,0,0,0,1,2,4,336
318,"TAIGOR PUBLIC SCHOOL BHATIA MOD",1021,700,0,1721,511,349,0,860,860,0,205,95,487,33,1,24,1,0,0,3,1,0,1,2,7,0,860
319,"MAHANAD MISHAN DIGRI COLLGE",520,408,0,928,348,242,0,590,571,0,50,57,425,35,1,15,1,1,1,1,0,0,1,1,1,0,590
320,"MAHANAD MISHAN DIGRI COLLGE",959,409,0,1368,415,148,0,563,560,0,156,29,299,50,0,5,0,0,4,2,0,1,0,5,4,8,563
321,"MAHANAD MISHAN DIGRI COLLGE",1012,785,0,1797,533,337,0,870,870,0,459,59,300,21,2,15,1,0,0,0,1,0,0,1,2,9,870
322,"MAHANAD MISHAN DIGRI COLLGE",913,605,0,1518,507,315,0,822,700,0,192,57,476,44,1,35,1,0,2,0,2,1,1,4,3,3,822
323,"MAHANAD MISHAN DIGRI COLLGE",527,370,0,897,258,150,0,408,370,0,33,34,307,8,1,15,1,0,0,1,0,1,2,2,1,2,408
324,"MAHANAD MISHAN DIGRI COLLGE",885,688,0,1573,543,372,0,915,870,0,66,75,724,15,0,33,0,0,0,1,0,0,0,0,1,0,915
325,"MAHANAD MISHAN DIGRI COLLGE",784,521,0,1305,487,329,0,816,785,0,89,65,588,20,0,42,0,0,1,0,1,0,0,1,4,5,816
326,"SUSHILA INTER COLLEGE GHAZIABAD",497,456,0,953,302,268,0,570,510,0,9,51,463,14,0,30,0,0,0,0,0,0,2,0,0,1,570
327,"SUSHILA INTER COLLEGE GHAZIABAD",303,280,0,583,191,154,0,345,30,0,20,46,241,5,0,30,0,0,0,0,0,0,0,2,0,1,345
328,"SUSHILA INTER COLLEGE GHAZIABAD",729,670,0,1399,452,363,0,815,620,0,20,62,662,12,1,50,0,1,0,0,0,0,0,2,0,5,815
329,"SUSHILA INTER COLLEGE GHAZIABAD",250,263,0,513,180,158,0,338,304,0,4,26,273,3,0,28,0,0,0,0,0,1,0,0,0,3,338
330,"SUSHILA INTER COLLEGE GHAZIABAD",657,599,0,1256,458,351,0,809,527,0,14,85,612,38,0,53,0,0,0,0,0,1,0,0,1,5,809
331,"SUSHILA INTER COLLEGE GHAZIABAD",629,612,0,1241,440,376,0,816,774,0,22,83,647,11,0,47,1,0,1,0,1,0,2,0,0,1,816
332,"SUSHILA INTER COLLEGE GHAZIABAD",460,398,0,858,365,278,0,643,179,0,50,85,465,10,1,24,1,0,0,0,0,0,0,1,1,5,643
333,"PRIMARY SCHOOL NASIRPUR-01",192,149,0,341,126,80,0,206,179,0,39,12,135,6,0,7,0,1,2,0,0,0,0,0,1,3,206
334,"PRIMARY SCHOOL NASIRPUR-01",847,630,0,1477,489,339,0,828,808,0,210,78,444,57,0,21,2,1,0,1,1,1,2,3,4,3,828
335,"PRIMARY SCHOOL NASIRPUR-01",337,221,0,558,189,124,0,313,141,0,59,16,199,26,0,6,1,1,0,1,0,1,0,1,0,2,313
336,"PRIMARY SCHOOL NASIRPUR-01",681,502,0,1183,463,299,0,762,514,0,498,14,196,27,0,8,2,2,1,4,0,0,1,2,1,6,762
337,"PRIMARY SCHOOL NASIRPUR-01",382,329,0,711,286,202,0,488,450,0,12,27,396,15,0,32,0,0,0,0,0,0,0,0,0,6,488
338,"PRIMARY SCHOOL NASIRPUR-01",472,463,0,935,471,178,0,649,500,0,34,74,469,11,0,52,2,0,0,0,0,0,0,0,1,6,649
339,"PRIMARY SCHOOL NASIRPUR-01",660,625,0,1285,449,421,0,870,709,0,21,40,732,14,0,55,1,0,0,0,0,0,0,0,0,7,870
340,"PRIMARY SCHOOL NASIRPUR-01",780,689,1,1470,493,379,0,872,741,0,25,65,676,35,0,63,0,0,0,0,1,0,0,0,1,6,872
341,"PRIMERY SCHOOL NASIRPRU-02",494,452,0,946,369,327,0,696,668,0,22,49,558,15,1,44,0,0,0,0,0,1,0,0,1,5,696
342,"PRIMERY SCHOOL NASIRPRU-02",366,367,0,733,237,210,0,447,366,0,3,28,357,20,0,35,0,0,0,0,0,0,0,0,0,4,447
343,"PRIMERY SCHOOL NASIRPRU-02",210,222,0,432,160,153,0,313,313,0,6,31,238,4,0,33,0,0,0,0,1,0,0,0,0,0,313
344,"PRIMERY SCHOOL NASIRPRU-02",446,388,0,834,324,252,0,576,501,0,21,55,467,13,1,15,0,0,0,0,0,0,0,0,1,3,576
345,"GANDHI IDEAL SCHOOL SCHOOL RAKESH MARG",710,489,0,1199,406,257,0,663,558,0,12,60,524,27,2,15,0,1,0,2,2,2,2,3,5,6,663
346,"GANDHI IDEAL SCHOOL SCHOOL RAKESH MARG",630,402,0,1032,365,239,0,604,570,0,10,26,528,8,0,18,0,0,1,0,0,1,2,2,6,2,604
347,"SAMUDAYIK KENDRA NEHRUNAGAR",474,411,0,885,242,207,0,449,140,0,12,28,357,20,0,28,0,0,0,0,0,0,0,0,0,4,449
348,"SAMUDAYIK KENDRA NEHRUNAGAR",406,376,0,782,220,198,0,418,398,0,20,25,329,14,0,26,0,0,0,0,0,0,0,0,1,3,418
349,"MANAV SASKARAN CANTER VIVEKANAD NAGAR",743,597,0,1340,433,321,0,754,678,0,32,80,551,23,1,56,0,0,0,1,0,0,0,1,2,7,754
350,"MANAV SASKARAN CANTER VIVEKANAD NAGAR",366,324,0,690,251,191,0,442,433,0,5,50,341,15,1,24,0,0,0,4,0,0,0,0,0,2,442
351,"MANAV SASKARAN CANTER VIVEKANAD NAGAR",662,506,0,1168,395,313,0,708,696,0,29,87,546,4,0,40,1,0,0,0,0,0,0,1,0,0,708
352,"MANAV SASKARAN CANTER VIVEKANAD NAGAR",730,550,0,1280,391,287,0,678,587,0,36,54,529,11,0,40,0,0,0,4,0,1,0,0,2,1,678
353,"MANAV SASKARAN CANTER VIVEKANAD NAGAR",634,528,0,1162,380,320,0,700,635,0,20,42,577,15,0,28,1,3,0,0,0,0,2,1,2,9,700
354,"MANAV SASKARAN CANTER VIVEKANAD NAGAR",464,387,0,851,290,227,0,517,503,0,16,69,374,21,0,33,0,0,0,1,0,0,0,1,0,2,517
355,"COMMUNITY CENTER VIVEKANAND NAGAR",763,530,0,1293,370,284,0,654,642,0,44,77,444,37,0,40,0,0,1,1,0,0,1,1,8,0,654
356,"COMMUNITY CENTER VIVEKANAND NAGAR",940,478,0,1418,391,202,0,593,561,0,65,66,294,143,0,20,0,0,0,0,0,2,0,0,1,2,593
