"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMBIKA SINGH","2 - BRIJ KISHOR SINGH","3 - RAM PRASAD CHAUDHARY","4 - HARISH CHANDRA  ALIAS  HARISH DWIVEDI","5 - ANAND RAJPAL","6 - PURUSHOTTAM PANDEY","7 - BHAGWANDAS","8 - RAM KARAN ALIAS R.K. GAUTAM","9 - SHIVPOOJAN RAJBHAR","10 - SITA RAM","11 - ARUN KUMAR","12 - KRISHNA  KUMAR UPADHYAY ADVOCATE","13 - RAM SHANKAR GUPTA","14 - None of the Above","Total Votes Secured"
194,"P.S. DAGDIOWA",442,372,0,814,263,251,0,514,453,0,8,100,268,117,4,3,1,1,1,1,5,0,3,2,514
195,"P.S. AKDEGWA",399,303,0,702,255,196,0,451,243,0,4,52,171,214,1,0,0,1,0,1,1,0,2,4,451
196,"P.M.V. JATA",368,298,0,666,239,208,0,447,320,0,6,143,175,108,3,7,2,0,0,1,0,1,1,0,447
197,"P.S. KARMA",240,177,0,417,138,133,0,271,242,0,7,117,63,71,1,1,0,1,2,0,2,1,2,3,271
198,"P.S. SISWA BARUAAR EAST",741,668,0,1409,404,374,0,778,758,0,22,183,301,231,2,6,6,3,1,3,2,5,3,10,778
199,"P.S. SISWA BARUAAR WEST",227,200,0,427,143,117,0,260,260,0,2,25,132,70,9,1,0,16,0,0,1,1,1,2,260
200,"P.S. BADYA SARDAHA",218,195,0,413,77,89,0,166,163,0,14,94,32,1,0,23,0,0,0,0,0,1,0,1,166
201,"P.S. BASDILA",515,436,0,951,308,270,0,578,145,0,9,80,216,217,5,1,1,1,31,1,2,6,2,6,578
202,"P.S. CHANVATIYA",517,423,0,940,267,255,0,522,345,0,14,192,201,95,3,2,1,0,1,0,0,3,2,8,522
203,"P.S. MUDVARA",661,572,0,1233,399,369,0,768,350,0,25,92,377,243,5,3,3,5,3,3,2,3,2,2,768
204,"P.S. SEHMO",340,315,0,655,213,222,0,435,255,0,7,243,121,39,0,10,2,4,0,0,1,3,4,1,435
205,"P.S. DAEDIHA",222,201,0,423,124,117,0,241,2,0,6,37,71,112,2,1,1,3,0,1,1,1,3,2,241
206,"P.M.V. RANGEE",800,630,0,1430,424,379,0,803,798,0,42,106,351,261,4,0,2,3,2,1,3,5,5,18,803
207,"P.S. KOILSA",710,603,0,1313,329,346,0,675,671,0,25,143,215,261,4,6,4,4,1,0,1,4,1,6,675
208,"P.S. PARSA KHAL",367,315,0,682,208,216,0,424,347,0,3,54,204,141,1,2,2,1,2,1,4,3,1,5,424
209,"P.S. KANETHU BUJURG",712,595,0,1307,430,380,0,810,340,0,13,61,286,425,4,0,2,3,4,1,2,4,0,5,810
210,"P.S. KHARHARA JAPTI",670,553,0,1223,337,345,0,682,673,0,51,246,147,191,5,12,3,1,0,4,1,6,4,11,682
211,"P.M.V. SALTAUAA GOPALPUR  EAST",775,694,0,1469,404,310,0,714,198,0,16,249,83,342,5,5,2,1,3,0,1,0,0,7,714
212,"P.M.V. SALTAUAA GOPALPUR WEST",634,497,0,1131,335,257,0,592,149,0,10,53,177,333,6,0,1,0,0,0,3,1,1,7,592
213,"P.M.V. JOGIYA JUDIKUNIYA (KARMA PATHUK)",454,399,0,853,258,269,0,527,120,0,9,99,184,207,3,2,2,1,3,1,0,3,2,11,527
214,"P.S. SIHBARA",354,310,0,664,127,143,0,270,265,0,4,173,52,18,0,20,1,0,0,1,1,0,0,0,270
215,"P.S. SIHBARA",437,368,0,805,193,201,0,394,388,0,9,189,165,11,1,13,1,0,1,0,0,1,1,2,394
216,"P.S. PARSA PURAIE",260,209,0,469,158,148,0,306,80,0,8,28,70,198,1,0,0,0,0,0,0,0,0,1,306
217,"P.S. MUGRAHA",349,295,0,644,196,199,0,395,358,0,16,155,121,69,1,14,3,1,1,2,2,4,3,3,395
218,"P.S. BARGADWA",227,163,0,390,114,92,0,206,193,0,4,17,62,115,2,0,0,0,0,0,2,1,2,1,206
219,"P.S. BAHADURPUR",351,276,0,627,198,201,0,399,290,0,16,91,179,100,1,0,1,0,2,1,3,2,1,2,399
220,"P.S. VISUNPUR EAST",568,500,0,1068,333,307,0,640,640,0,24,163,276,153,1,17,0,0,0,0,1,1,3,1,640
221,"P.S. VISUNPUR WEST",454,405,0,859,250,218,0,468,466,0,17,138,201,84,3,12,1,0,1,3,2,2,2,2,468
222,"P.S. KADHI",240,219,0,459,157,137,0,294,250,0,1,52,202,34,1,0,0,0,0,0,0,3,0,1,294
223,"P.S. HATWA",362,293,0,655,255,211,0,466,300,0,2,177,251,30,0,0,1,0,0,0,1,1,0,3,466
224,"P.S. PADRIYA CHET SINGH",430,400,0,830,199,223,0,422,422,0,4,153,206,49,2,5,0,0,0,0,1,0,1,1,422
225,"P.S. MADWAPUR",708,580,0,1288,377,353,0,730,675,0,12,165,337,194,5,2,2,0,1,5,1,1,2,3,730
226,"P.S. MAGHAUAA BAIKUNTH",325,300,0,625,195,182,0,377,120,0,1,84,151,122,3,4,1,0,0,1,4,1,1,4,377
227,"P.S. MUNIYAW",761,676,0,1437,386,410,0,796,795,0,11,99,249,192,1,213,8,3,3,1,1,4,6,5,796
228,"P.S. UMRA KHAS",880,696,0,1576,560,437,0,997,750,0,20,415,144,371,7,8,4,2,3,4,2,1,4,12,997
229,"P.S. PARSA DAMYA EAST",652,545,0,1197,368,320,0,688,688,0,20,357,99,166,1,0,2,3,18,3,2,5,3,9,688
230,"P.S. PARSA DAMYA WEST",586,530,0,1116,300,321,0,621,621,0,31,183,174,143,4,71,3,0,1,1,2,1,3,4,621
231,"P.S. DASIYA EAST",953,797,0,1750,511,405,0,916,893,0,22,313,301,255,5,5,1,1,0,2,2,2,2,5,916
232,"P.S. DASIYA WEST",839,718,0,1557,416,401,0,817,817,0,15,342,236,176,11,7,3,5,4,3,1,4,1,9,817
233,"P.S. KAUAA JAPTI",653,532,1,1186,350,346,0,696,650,0,22,200,223,234,6,0,0,1,0,0,2,2,4,2,696
234,P.M.V.BASDILA,260,220,0,480,138,130,0,268,182,0,7,87,56,105,3,3,2,0,1,0,1,1,0,2,268
235,"P.S. BASDILIYA",527,454,0,981,233,274,0,507,507,0,8,191,117,21,0,142,2,3,5,3,3,3,4,5,507
236,"P.S. DADWA",514,433,0,947,277,310,0,587,586,0,10,230,214,102,6,8,2,2,1,1,1,3,4,3,587
237,"P.M.V. BICHHIYA GANJ",460,391,0,851,236,265,0,501,180,0,6,104,238,104,2,32,5,0,3,2,1,2,2,0,501
238,"P.S. PURAINA EAST",511,449,0,960,226,301,0,527,193,0,11,272,197,30,0,3,0,0,2,0,3,2,4,3,527
239,"P.S. PURAINA WEST",627,494,0,1121,246,255,0,501,471,0,28,256,43,144,6,4,0,1,2,5,1,1,6,4,501
240,"P.S. SISWARI",624,565,0,1189,307,329,0,636,636,0,17,282,165,119,6,37,1,2,0,0,0,2,3,2,636
241,"P.S. SUBHAIE",523,427,0,950,300,272,0,572,317,0,11,234,140,168,3,5,1,2,2,0,2,1,1,2,572
242,"P.S. MAGHAUAA KHAJURI EAST",512,401,1,914,258,225,0,483,248,0,14,130,239,85,5,1,1,1,0,0,1,3,2,1,483
243,"P.S. MAGHA KHAGURI WEST",235,205,0,440,88,144,0,232,94,0,12,143,60,16,0,1,0,0,0,0,0,0,0,0,232
244,"P.S. VISUNPUR EAST",708,634,0,1342,354,301,0,655,346,0,13,93,237,289,7,1,1,1,0,3,0,1,2,7,655
245,"P.S. VISUNPUR WEST",388,351,0,739,180,171,0,351,347,0,13,142,125,65,0,0,2,0,0,1,1,0,2,0,351
246,"P.S. BELAHSA",656,566,0,1222,382,261,0,643,632,0,15,93,235,263,8,3,5,2,1,0,2,4,2,10,643
247,"P.S. JINVA EAST",645,534,0,1179,343,310,0,653,653,0,39,142,70,355,5,2,3,2,5,2,8,4,7,9,653
248,"P.S. JINVA WEST",201,188,0,389,118,132,0,250,240,0,8,22,152,62,2,3,0,1,0,0,0,0,0,0,250
249,"P.S. BARHUAA",228,186,0,414,152,138,0,290,290,0,0,49,115,113,0,1,1,0,1,3,0,2,1,4,290
250,"P.S. LAXIMANPUR",542,426,0,968,353,291,0,644,644,0,9,155,359,98,2,4,1,8,0,1,1,1,0,5,644
251,"P.S. BAHRAMPUR",397,332,0,729,219,183,0,402,305,0,9,57,108,195,8,1,4,1,3,1,1,2,3,9,402
252,"P.S. BAHRAMPUR",465,371,0,836,273,233,0,506,453,0,13,184,144,156,2,0,0,0,1,1,1,0,0,4,506
253,"P.S. KALYANPUR",378,321,0,699,226,193,0,419,415,0,6,18,306,55,14,0,2,2,2,0,0,3,3,8,419
254,"P.S. BHADI KHURD",847,696,0,1543,504,433,0,937,830,0,36,153,357,351,6,6,8,3,2,3,0,1,4,7,937
255,"H.S.S. MANGHERIYA",553,484,0,1037,330,274,0,604,604,0,14,27,257,269,13,0,5,2,1,0,1,2,5,8,604
256,P.S.THARAULI,620,566,0,1186,340,352,0,692,692,0,23,179,58,384,3,23,0,2,1,0,2,3,8,6,692
257,"KANYA P.S. MIDIYAR",636,587,0,1223,383,396,0,779,775,0,43,254,160,282,2,6,1,0,3,2,5,6,5,10,779
258,"P.S. MUDIYAR",472,411,0,883,251,237,0,488,5,0,13,104,67,275,5,1,2,0,1,1,4,1,3,11,488
259,"P.S. MUDIYAR",453,366,0,819,213,232,0,445,200,0,20,73,150,189,3,2,2,2,0,0,1,3,0,0,445
260,"P.S. RUDRANAGAR",632,523,0,1155,371,300,0,671,668,0,26,272,74,279,0,3,0,3,0,2,2,1,0,9,671
261,"P.S. RUDRANAGAR",908,817,0,1725,470,413,0,883,871,0,19,274,159,412,6,5,0,0,2,1,1,0,1,3,883
262,D.I.C.RUDHAULI,600,502,0,1102,384,259,0,643,563,0,13,87,138,376,5,4,3,2,1,1,3,3,3,4,643
263,D.I.C.RUDHAULI,506,426,0,932,263,184,0,447,442,0,12,76,76,263,6,2,0,1,0,1,2,3,0,5,447
264,"P.S.RUDHAULI KALA",812,683,0,1495,502,407,0,909,909,0,14,152,154,545,15,5,0,2,1,1,5,3,5,7,909
265,"P.M.V.RUDHAULI KALA",639,569,0,1208,434,326,0,760,270,0,21,138,232,349,5,1,1,1,2,0,0,2,2,6,760
266,"P.M.V.RUDHAULI KALA",593,483,0,1076,307,243,0,550,412,0,11,142,77,299,8,5,2,0,0,2,0,1,0,3,550
267,"P.M.V.RUDHAULI KALA",801,639,2,1442,385,325,0,710,710,0,25,216,181,222,4,31,4,2,1,3,3,3,5,10,710
268,"RAMENDRA VIKRAM K.I.COLLAG ADHDMA",100,81,0,181,69,49,0,118,117,0,1,2,3,105,1,1,0,0,0,0,2,2,0,1,118
269,P.S.BHARAULI,611,487,2,1100,322,333,0,655,130,0,7,58,201,346,10,1,1,6,1,1,5,4,5,9,655
270,P.S.DHANSA,722,610,0,1332,353,314,0,667,667,0,52,105,161,291,3,19,7,1,1,1,3,3,7,13,667
271,P.M.V.GIDHAR,465,412,0,877,299,282,0,581,581,0,15,119,226,196,6,1,3,0,1,3,0,4,4,3,581
272,P.S.CHANDHRABHANPUR,472,381,0,853,207,232,0,439,438,0,6,212,86,28,1,95,3,0,2,1,1,1,0,3,439
273,P.S.ARDA,617,538,0,1155,336,358,0,694,694,0,23,200,327,111,5,10,2,1,3,1,1,5,3,2,694
274,P.S.BHITEHRA,661,627,0,1288,403,390,0,793,335,0,16,238,299,176,5,22,3,4,1,3,2,6,3,15,793
275,P.S.PACHARIKURDH,453,428,0,881,279,265,0,544,544,0,12,102,220,199,0,2,2,0,0,0,1,3,0,3,544
276,P.S.CHATRIYA,545,512,0,1057,289,295,0,584,39,0,14,106,221,170,7,31,5,3,3,1,4,5,5,9,584
277,P.S.KUCHRUWA,301,245,0,546,168,159,0,327,327,0,3,35,120,160,1,1,2,0,0,0,2,2,1,0,327
278,P.S.MUDILAAVVAL,586,511,0,1097,349,295,0,644,163,0,12,73,192,298,1,2,2,2,38,0,3,2,5,14,644
279,P.M.V.GANWARIYAKLA,535,480,0,1015,313,332,0,645,347,0,13,103,294,203,9,2,2,2,0,2,3,5,2,5,645
280,P.S.LADWA,189,163,0,352,110,94,0,204,96,0,8,39,54,93,3,0,0,1,1,1,1,1,1,1,204
281,P.S.NATAIKALA,350,319,0,669,184,182,0,366,310,0,6,111,89,142,2,4,0,0,0,1,4,0,3,4,366
282,P.S.MUNGRHA,736,657,1,1394,371,369,0,740,381,0,24,180,391,90,1,28,2,1,3,0,2,3,5,10,740
283,P.S.MAINI,589,471,0,1060,383,288,0,671,595,0,8,483,76,84,1,15,0,1,0,1,0,1,0,1,671
284,"P.S.MAINI EXTRA ROOM",265,221,0,486,127,141,0,268,220,0,3,55,79,109,4,9,1,1,1,1,1,2,0,2,268
285,P.S.PURAINA,581,512,0,1093,344,323,0,667,667,0,17,70,330,223,8,3,1,0,1,0,3,2,4,5,667
286,"SARVODAY U.M.V.NEWADA",274,237,0,511,168,135,0,303,296,0,6,26,147,113,3,2,0,0,0,0,2,1,0,3,303
287,P.S.BARGADWA,474,407,0,881,246,248,0,494,280,0,17,123,121,219,2,2,2,0,1,0,2,2,1,2,494
288,P.S.AMILIYA,313,283,0,596,193,186,0,379,378,0,20,143,128,70,1,8,3,0,0,1,0,2,1,2,379
289,P.S.PAIDIA,511,444,0,955,222,227,0,449,328,0,16,107,149,130,3,36,0,1,0,1,0,3,2,1,449
290,P.S.CHONGRI,570,475,0,1045,264,275,0,539,532,0,12,41,152,199,10,23,3,3,83,0,4,3,2,4,539
291,"P.S.KUDIYA BAZAR PACHARIKALA",857,743,0,1600,406,401,0,807,807,0,31,252,240,227,3,19,2,2,5,1,4,10,3,8,807
292,"P.M.V.KUDIYA BAZAR PACHARIKALA",254,202,0,456,199,59,0,258,254,0,5,133,62,46,2,1,1,1,1,0,0,0,3,3,258
293,P.S.KHAMBHA,627,482,0,1109,308,270,0,578,578,0,9,161,346,39,3,13,2,0,0,1,0,1,0,3,578
294,P.S.PIPARTATIKUHRD,312,255,0,567,141,157,0,298,298,0,2,129,72,58,3,27,0,0,1,0,1,1,2,2,298
295,P.S.KOHARA,490,427,0,917,258,268,0,526,506,0,16,175,93,225,1,4,2,1,0,0,1,0,0,8,526
296,P.M.V.KOHRA,223,214,0,437,141,141,0,282,280,0,4,20,87,158,1,3,0,0,8,0,1,0,0,0,282
297,P.S.DHANGHATA,722,607,0,1329,287,336,0,623,570,0,6,349,113,84,2,53,2,1,0,0,3,5,2,3,623
298,P.M.V.ANDEURI,572,517,1,1090,307,265,0,572,100,0,14,134,96,282,9,5,2,0,8,3,1,2,4,12,572
299,P.M.V.ANDEURI,251,223,0,474,153,134,0,287,260,0,10,24,110,132,2,0,3,0,0,0,1,2,0,3,287
300,P.S.MADRAHNA,281,223,0,504,138,127,0,265,1,0,6,8,25,215,5,0,0,2,0,0,0,0,1,3,265
301,P.M.V.MALHWAR,713,548,0,1261,375,353,0,728,719,0,9,229,190,85,7,186,2,1,3,0,1,6,2,7,728
302,P.S.DEURA,512,502,0,1014,296,329,0,625,625,0,20,271,156,117,4,32,4,2,1,0,3,5,3,7,625
303,P.S.BAHADUROUR,607,567,1,1175,328,296,0,624,624,0,7,205,143,227,2,10,2,2,0,1,6,4,5,10,624
304,"P.S. BARIJOT",276,233,0,509,164,134,0,298,103,0,17,83,20,158,0,1,3,2,2,2,2,1,1,6,298
305,P.M.V.KUDI,828,671,0,1499,429,285,0,714,703,0,23,151,196,301,3,4,2,3,4,5,3,8,5,6,714
306,"P.S. BAKHRIYA",351,393,0,744,167,247,0,414,399,0,12,155,64,94,1,80,2,0,1,2,0,1,1,1,414
307,"P.S. BAKHRIYA",622,554,0,1176,341,388,0,729,500,0,31,240,61,204,6,161,4,3,1,5,2,5,3,3,729
308,P.S.ATHDEURA,703,572,0,1275,451,308,0,759,50,0,15,172,242,284,5,15,2,1,0,1,4,8,4,6,759
309,P.S.PADRIYA,532,424,0,956,283,229,0,512,358,0,27,43,181,241,3,0,0,2,1,4,1,3,2,4,512
310,P.S.BAGHADEEHA,422,366,0,788,273,178,0,451,403,0,3,65,123,244,3,2,2,1,1,1,1,0,0,5,451
311,P.S.BHITHAKLA,321,287,1,609,176,165,0,341,323,0,4,43,188,91,0,4,0,1,0,3,0,2,1,4,341
312,P.S.HANUMANGANJ,569,507,0,1076,274,250,0,524,524,0,12,266,31,204,1,4,3,0,0,1,0,0,1,1,524
313,"P.S. HANAUMANGANJ",458,360,0,818,244,196,0,440,439,0,10,111,147,159,0,3,0,0,3,0,4,1,1,1,440
314,P.S.HANUMANGANJ,600,535,0,1135,302,288,0,590,590,0,17,298,105,136,3,8,0,3,4,1,1,3,9,2,590
315,P.S.PARSIYA,467,421,0,888,248,229,0,477,476,0,13,103,147,188,5,3,0,4,1,2,4,0,3,4,477
316,"DAYA VADIYA MANDIR U.M.V.DAYANAGAR",518,443,0,961,248,268,0,516,490,0,6,161,181,138,4,11,2,0,2,1,3,2,0,5,516
317,P.M.V.BHUSUDIURFRAINAGAR,483,491,0,974,361,356,0,717,716,0,8,596,70,20,1,9,0,0,2,1,1,2,4,3,717
318,"P.S.LOHRAULI AUWAL",605,511,1,1117,326,320,0,646,643,0,30,173,187,230,3,3,3,1,0,0,3,5,4,4,646
319,"P.S.MAJHAUWA KALA",441,391,0,832,271,273,0,544,15,0,4,111,232,169,3,4,2,9,0,0,5,1,4,0,544
320,P.S.PAKRISOYAM,471,373,0,844,274,222,0,496,490,0,6,111,239,102,3,0,2,2,22,0,0,2,2,5,496
321,P.S.PAKRISOYAM,400,381,0,781,213,212,0,425,212,0,7,186,162,32,1,7,2,3,19,1,3,2,0,0,425
322,P.S.SEHUDAKALA,488,421,0,909,271,249,0,520,457,0,9,108,105,285,1,0,4,0,0,0,2,2,1,3,520
323,P.S.SEHUDAKALA,559,531,0,1090,284,273,0,557,20,0,42,122,121,228,3,32,3,0,1,0,2,0,1,2,557
324,P.S.KERAUNA,453,378,0,831,238,219,0,457,457,0,11,49,228,158,1,2,0,1,0,0,1,3,1,2,457
325,P.S.NAKHA,755,673,0,1428,406,405,0,811,811,0,9,214,289,268,7,7,2,0,2,0,0,1,4,8,811
326,"KISAN I.K.RAYADH",628,478,0,1106,415,265,0,680,680,0,49,131,177,290,6,1,2,0,1,3,4,4,4,8,680
327,P.S.VIJALPUR,897,717,0,1614,371,349,0,720,2,0,35,185,189,265,7,13,1,3,2,3,7,3,2,5,720
328,P.S.DADWAPANDEY,364,319,0,683,169,198,0,367,367,0,7,12,218,118,1,1,2,4,0,0,0,2,0,2,367
329,P.S.DADWAPANDEY,341,263,0,604,167,148,0,315,300,0,7,86,49,162,0,0,0,0,0,2,0,2,2,5,315
330,"AANGAN BADI KENDRA MAHUAA",270,236,0,506,170,155,0,325,299,0,10,24,109,164,5,1,1,3,0,2,1,2,2,1,325
331,P.M.V.PIPRAKHURD,802,740,0,1542,393,488,0,881,881,0,19,263,205,319,11,11,2,17,5,0,6,9,5,9,881
332,P.S.CHAPIYA,604,556,0,1160,354,304,0,658,658,0,7,75,168,372,8,4,1,1,3,2,3,1,4,9,658
333,P.S.CHAPIYA,420,405,0,825,221,211,0,432,340,0,8,142,55,202,4,4,1,9,0,2,0,2,0,3,432
334,P.S.MAHUWAR,770,622,1,1393,482,394,0,876,3,0,25,108,253,451,6,2,3,2,2,2,5,7,2,8,876
335,P.S.MAHUWAR,452,442,0,894,217,242,0,459,459,0,16,45,172,191,4,0,2,2,3,0,2,1,3,18,459
336,P.M.V.PADRI,693,628,0,1321,410,380,0,790,745,0,27,102,158,429,7,4,6,5,6,3,10,5,6,22,790
337,P.S.DADWATIWARI,575,508,0,1083,335,280,0,615,65,0,11,206,181,193,3,5,3,2,0,1,2,1,0,7,615
338,P.S.SURWARKALA,702,640,0,1342,358,384,0,742,709,0,25,195,192,287,6,6,0,3,0,2,1,2,3,20,742
339,P.S.SURWARKALA,467,382,1,850,243,225,0,468,468,0,29,161,86,160,6,2,5,0,2,1,1,6,2,7,468
340,P.S.VIJHARDUHA,698,656,0,1354,407,401,0,808,808,0,25,180,164,403,11,1,2,4,1,6,3,3,2,3,808
341,P.S.KARMAKALA,700,608,0,1308,397,349,0,746,389,0,23,163,294,177,8,1,6,37,3,4,6,5,4,15,746
342,P.S.BASKHOREKALA,521,500,0,1021,220,283,0,503,62,0,28,140,166,86,4,58,2,1,2,2,4,6,3,1,503
343,P.S.BASKHOREKALA,437,398,0,835,261,216,0,477,477,0,8,122,55,272,1,2,2,4,1,2,0,0,2,6,477
344,"AANGAN BADI KENDRA BASKHOREKHURD",530,475,0,1005,223,315,0,538,523,0,14,172,120,205,9,1,3,0,2,1,3,0,4,4,538
345,P.S.JIGNA,472,415,0,887,305,265,0,570,274,0,13,179,195,160,5,1,3,1,3,2,0,2,3,3,570
346,P.S.DUVAULIYA,119,104,0,223,49,67,0,116,115,0,7,43,30,30,0,3,0,0,0,1,1,0,0,1,116
347,P.S.HASNI,470,403,0,873,245,263,0,508,508,0,17,272,112,75,3,19,1,2,0,0,0,0,1,6,508
348,P.S.HASNI,584,580,2,1166,190,211,0,401,401,0,9,225,43,97,5,15,0,1,0,0,0,1,3,2,401
349,P.S.SISWARIKHURD,610,513,0,1123,316,308,0,624,600,0,7,126,127,345,3,4,0,1,2,0,2,3,1,3,624
350,P.S.BABHNI,743,649,0,1392,360,373,0,733,240,0,15,203,187,240,10,44,2,3,1,4,5,9,3,7,733
351,P.S.GOTHWA,493,421,0,914,244,228,0,472,472,0,13,137,187,101,2,18,3,2,1,1,0,2,1,4,472
352,P.S.KATHAKPURWA,682,686,0,1368,349,388,0,737,735,0,14,116,138,57,6,377,4,1,4,3,1,1,1,14,737
353,"P.M.V.GOTHWA KESHAVPUR",713,651,0,1364,387,441,0,828,828,0,48,225,230,242,6,45,5,2,2,2,7,4,3,7,828
354,"P.M.V.GOTHWA KESHAVPUR",530,427,0,957,299,249,0,548,50,0,13,203,121,194,4,0,1,1,1,1,2,1,2,4,548
355,P.M.V.PADRI,476,384,0,860,213,221,0,434,384,0,8,276,26,41,3,60,1,0,1,2,1,3,4,8,434
356,P.M.V.PADRI,296,257,0,553,164,162,0,326,295,0,4,100,97,102,1,13,2,1,0,0,0,1,2,3,326
357,P.S.KHARDEURA,282,296,0,578,164,192,0,356,202,0,6,83,69,194,2,0,0,0,0,0,0,0,1,1,356
358,P.S.HATWA,565,449,0,1014,265,310,0,575,575,0,11,465,17,30,1,41,1,1,0,1,1,0,0,6,575
359,P.S.HATWA,503,505,0,1008,299,356,0,655,655,0,8,427,168,14,0,26,0,1,0,1,0,1,3,6,655
360,K.P.M.V.HATWA,261,230,0,491,184,137,0,321,311,0,1,212,11,84,0,10,1,0,0,0,2,0,0,0,321
361,P.S.RAUNAKALA,539,508,0,1047,251,300,0,551,187,0,13,199,69,195,1,58,2,0,3,3,1,1,3,3,551
362,"P.S.RAUNA KALA",484,405,0,889,247,210,0,457,457,0,23,147,151,104,0,24,1,0,0,1,0,1,3,2,457
363,P.S.RAUNAHIYA,790,684,1,1475,372,408,0,780,776,0,14,247,336,122,5,35,1,2,3,1,2,3,1,8,780
364,P.S.SISWARIMUGAL,707,590,0,1297,289,343,0,632,520,0,9,179,168,209,4,28,5,0,1,2,5,2,9,11,632
365,P.S.DUMRI,834,785,0,1619,486,434,0,920,920,0,24,410,277,143,6,24,1,4,1,3,4,4,6,13,920
366,"P.S.MAJHAUWA KALA",455,444,0,899,293,290,0,583,583,0,22,122,148,231,5,32,2,1,3,4,2,6,2,3,583
367,P.S.AAMBARI,542,488,0,1030,291,251,0,542,491,0,6,95,150,265,6,3,1,1,0,2,0,5,1,7,542
368,"P.S.MUDEEHA KALA",342,262,0,604,209,178,0,387,360,0,4,20,204,149,3,0,2,1,0,0,0,4,0,0,387
369,"P.S. NAGHARI",733,632,0,1365,400,416,0,816,671,0,11,209,312,241,5,3,4,0,2,0,5,8,5,11,816
370,P.S.BHITIKYAKALA,691,584,0,1275,355,344,0,699,90,0,12,151,270,242,3,5,2,0,0,1,2,4,4,3,699
371,P.S.BHITARAMSEN,603,526,1,1130,331,344,0,675,273,0,21,281,208,115,3,25,4,0,1,0,3,3,4,7,675
372,P.S.BADHYARAJA,529,491,0,1020,434,215,0,649,45,0,14,160,192,239,11,0,0,0,8,1,2,7,6,9,649
373,P.S.SEMRA,630,579,0,1209,339,331,0,670,669,0,27,205,121,254,5,21,3,1,20,0,3,4,4,2,670
374,P.S.PAKRIJAI,450,369,0,819,250,226,0,476,435,0,8,120,169,166,0,0,1,1,1,0,5,1,2,2,476
375,P.S.PAKRIJAI,356,320,0,676,224,188,0,412,395,0,3,51,259,73,3,1,0,9,1,2,0,3,1,6,412
376,P.S.CHAPIYASHIVBARAN,470,444,0,914,280,258,0,538,207,0,12,101,265,137,6,1,1,3,0,0,3,2,1,6,538
377,P.S.CHITHIPRAHLAD,353,302,0,655,222,192,0,414,400,0,2,124,159,116,5,0,1,0,0,0,1,0,3,3,414
378,P.S.DUDRAKSH,563,434,0,997,300,260,0,560,242,0,14,148,247,118,1,5,2,2,2,1,5,4,2,9,560
379,P.S.DUDRACHA,352,389,0,741,192,227,0,419,419,0,14,41,153,180,4,4,1,1,7,1,1,4,2,6,419
380,P.S.DUDRACHA,454,372,0,826,243,228,0,471,469,0,12,102,187,150,7,4,0,1,0,0,4,0,3,1,471
381,P.S.TARETA,550,494,0,1044,326,328,0,654,602,0,16,231,219,133,7,14,2,3,3,2,4,7,5,8,654
382,P.S.TARETA,568,532,0,1100,330,343,0,673,356,0,5,121,312,200,6,4,3,0,2,1,4,5,3,7,673
383,P.S.TALIYADEH,456,368,0,824,244,258,0,502,460,0,5,153,188,100,4,28,0,0,1,1,3,4,6,9,502
384,P.S.BHATRENHAVA,354,280,1,635,209,169,0,378,352,0,7,126,135,86,8,9,2,0,0,0,0,1,1,3,378
385,P.S.PARSALALSASHI,670,578,0,1248,359,335,0,694,694,0,11,308,185,150,0,18,5,1,4,1,1,0,3,7,694
386,P.S.BELBHARIYA,466,422,0,888,291,270,0,561,184,0,4,41,153,354,3,1,1,1,1,1,0,0,0,1,561
387,P.M.V.PAKRIADHEEN,442,385,0,827,253,249,0,502,482,0,15,46,237,184,1,2,2,0,1,3,1,5,1,4,502
388,P.S.MAJHAUAAMEER,510,454,0,964,269,256,0,525,103,0,14,235,129,88,1,47,1,1,0,1,1,2,0,5,525
389,P.S.MAJHAUAAMEER,738,555,0,1293,384,396,0,780,770,0,29,604,50,33,2,47,0,0,2,1,1,1,5,5,780
390,"KANYA P.M.V.JAMDASHAHI",612,512,0,1124,243,313,0,556,556,0,25,407,67,23,2,21,3,0,1,0,0,2,3,2,556
391,K.P.M.V.JAMDASAHI,604,518,0,1122,258,270,0,528,528,0,21,390,62,27,2,12,1,0,1,2,0,3,1,6,528
392,P.S.JAMDASHAHI,812,739,0,1551,329,428,0,757,757,0,15,354,301,16,4,45,2,2,0,1,0,3,5,9,757
393,"P.S.GANDHRIYA FAIZ",538,391,0,929,241,201,0,442,388,0,9,270,70,81,0,4,0,1,2,0,1,2,1,1,442
394,"P.S.GANDHRIYA FAIZ",464,429,1,894,179,196,0,375,373,0,7,172,108,42,1,33,0,0,1,0,1,3,2,5,375
395,P.S.GANDHRIYAGAJRAJ,363,302,0,665,249,211,0,460,392,0,9,172,58,196,2,2,1,0,2,1,1,4,4,8,460
396,P.S.GANDHRIYAGAJRAJ,599,497,0,1096,296,307,0,603,603,0,13,223,232,64,1,45,0,1,0,0,0,7,8,9,603
