"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
154,"PRIMARY SCHOOL PARSAONI",736,588,0,1324,414,382,0,796,91,0,513,169,83,6,1,0,1,1,2,3,1,0,2,1,6,7,796
155,"PRIMARY SCHOOL SULTANPUR",584,458,0,1042,355,184,0,539,134,0,238,139,97,15,2,0,2,2,3,2,1,2,13,3,6,14,539
156,"PRIMARY SCHOOL VISHUNPURA",439,372,0,811,180,197,0,377,153,0,230,12,106,18,3,0,0,0,1,2,0,0,0,2,1,2,377
157,"PRIMARY SCHOOL AHALADPUR ROOM NO. 1",622,528,1,1151,293,344,0,637,112,0,186,315,82,31,2,2,1,1,0,4,0,0,4,0,5,4,637
158,"PRIMARY SCHOOL AHALADPUR ROOM NO. 2",214,163,0,377,144,126,0,270,23,0,8,214,34,1,0,1,1,0,0,0,0,0,2,1,5,3,270
159,"PRIMARY SCHOOL MAHUAWA NORTH KHAND",760,708,0,1468,302,316,0,618,167,0,441,82,36,26,3,0,0,0,0,4,0,2,2,2,6,14,618
160,"PRIMARY SCHOOL MAHUAWA SOUTH KHAND",430,343,0,773,166,151,0,317,85,0,213,40,36,14,6,1,0,0,0,0,0,0,2,0,0,5,317
161,"PRIMARY SCHOOL SENDURIYA BUJURG",748,674,0,1422,461,414,0,875,500,0,334,230,254,28,1,1,0,1,5,4,0,1,7,3,3,3,875
162,"PRIMARY SCHOOL MOGALPURA",731,611,0,1342,402,395,0,797,400,0,336,325,59,16,3,1,0,2,5,7,4,1,5,7,10,16,797
163,"PRIMARY SCHOOL KARMAINI NORTH KHAND ROOM NO. 1",771,600,0,1371,381,372,0,753,450,0,332,288,72,30,0,0,0,3,4,5,3,2,3,2,3,6,753
164,"PRIMARY SCHOOL KARMAINI SOUT KHAND ROOM NO. 2",669,599,0,1268,379,305,0,684,255,0,28,473,148,13,1,0,2,0,9,1,0,0,4,1,2,2,684
165,"JUNIAR HAIGSCHOOL CHANDOTA",514,502,0,1016,262,298,0,560,220,0,232,150,140,6,2,1,0,0,4,4,1,1,4,1,5,9,560
166,"PRIMARY SCHOOL CHANDROTA",551,431,0,982,263,263,0,526,116,0,294,118,75,19,6,1,4,1,3,2,0,0,0,0,1,2,526
167,"PRIMARY SCHOOL CHANDROTA",164,138,0,302,69,58,0,127,27,0,69,33,18,4,1,0,0,0,0,1,0,0,0,0,0,1,127
168,"PRIMARY SCHOOL BHELAYA",693,535,0,1228,354,301,0,655,203,0,486,78,51,19,1,0,2,1,3,1,1,0,3,2,3,4,655
169,"PRIMARY SCHOOL TIRMA SAHUN",837,611,0,1448,408,400,0,808,300,0,344,236,170,20,2,1,3,3,6,3,6,2,4,1,3,4,808
170,"PRIMARY SCHOOL KORYA BHRLHI",389,328,0,717,220,184,0,404,401,0,278,88,15,15,3,0,0,0,1,2,0,0,0,0,1,1,404
171,"JUNIAR HIGHSCHOOL SONDIYA BUJURG ROOM NO. 1",486,414,0,900,271,267,0,538,536,0,176,145,175,22,1,0,0,2,1,1,1,2,1,2,4,5,538
172,"JUNIAR HIGHSCHOOL SONDIYA BUJURG ROOM NO. 2",434,369,0,803,199,218,0,417,103,0,207,128,62,9,4,0,1,0,0,1,0,1,0,1,0,3,417
173,"PRIMARY SCHOOL BATARAOLI",344,289,0,633,168,182,0,350,68,0,268,36,29,4,2,0,2,1,0,0,0,0,0,0,4,4,350
174,"PRIMARY SCHOOL SAPAHA ROOM NO. 1",618,488,0,1106,310,291,0,601,104,0,238,206,128,4,0,1,2,2,1,1,1,0,2,5,3,7,601
175,"PRIMARY SCHOOL BHALUHI",427,413,0,840,231,218,0,449,350,0,88,95,245,12,1,1,0,0,0,1,0,1,1,2,1,1,449
176,"PRIMARY SCHOOL KISHUNDASH PATTI",589,475,0,1064,308,315,0,623,475,0,245,297,52,2,4,0,0,0,3,1,0,1,1,3,6,8,623
177,"PRIMARY SCHOOL MAHUAWA KHRUD ROOM NO. 1",567,473,1,1041,268,281,0,549,149,0,273,177,72,5,3,0,1,1,1,1,0,1,3,3,3,5,549
178,"PRIMARY SCHOOL MAHUAWA KHURD ROOM NO. 2",522,453,0,975,301,264,0,565,185,0,361,105,63,4,1,0,2,1,5,1,2,1,5,1,3,10,565
179,"PRIMARY SCHOOL MAHUAWA KHURD ROOM NO. 3",244,193,0,437,113,118,0,231,38,0,145,46,29,2,0,0,0,0,2,0,1,0,1,1,1,3,231
180,"PRIMARY SCHOOL GANGITIKAR",614,506,0,1120,317,299,0,616,195,0,307,188,86,8,4,3,1,1,2,3,1,0,1,4,3,4,616
181,"PRIMARY SCHOOL PADARI",380,295,0,675,146,144,0,290,290,0,142,62,73,5,0,0,0,0,3,1,0,0,0,2,2,0,290
182,"PRIMARY SCHOOL DEWPOKHAR ROOM NO. 1",614,534,1,1149,311,293,0,604,224,0,387,83,95,5,2,0,0,3,1,4,1,0,9,4,1,9,604
183,"PRIMARY SCHOOL DEWPOKHAR ROOM NO. 2",360,281,1,642,130,134,0,264,251,0,192,32,29,9,0,0,0,0,0,1,0,0,0,0,1,0,264
184,"PRIMARY SCHOOL LAWAKUSH PURAB PATTI",370,324,0,694,211,190,0,401,101,0,237,103,21,23,3,0,2,0,3,3,0,1,2,0,1,2,401
185,"JUNIAR HIGHSCHOOL MAHUAWA BUJURG ROOM N0. 1",559,439,0,998,268,240,0,508,188,0,315,104,40,18,5,0,0,0,1,4,1,3,1,2,6,8,508
186,"JUNIAR HIGHSCHOOL MAHUAWA BUJURG ROOM N0. 2",489,403,0,892,218,200,0,418,81,0,178,133,51,24,3,1,0,2,3,6,2,0,2,3,4,6,418
187,"JUNIAR HIGHSCHOOL MAHUAWA BUJURG ROOM N0. 3",567,455,0,1022,279,192,0,471,163,0,269,53,35,82,1,1,1,0,9,2,1,1,8,0,2,6,471
188,"PRIMARY SCHOOL MAHUAWA BUJURG UTTRI KHAND",590,478,0,1068,299,271,0,570,193,0,350,73,52,33,4,0,2,1,7,6,7,5,8,5,8,9,570
189,"PRIMARY SCHOOL MAHUAWA BUJURG SOUTH KHAND",541,436,1,978,275,245,0,520,149,0,400,32,47,12,2,0,1,1,0,7,1,1,1,1,5,9,520
190,"PRIMARY SCHOOL SHREERAM PATTI",306,243,0,549,190,171,0,361,63,0,306,15,15,13,5,0,1,0,1,0,0,0,0,1,1,3,361
191,S.V.K.TURKPATTI,407,350,0,757,248,238,0,486,96,0,372,69,14,11,0,1,1,1,2,3,2,2,2,2,3,1,486
192,"PRIMARY SCHOOL KORYA NORTH KHAND",917,677,0,1594,421,361,0,782,318,0,411,98,153,57,8,0,1,3,8,8,1,1,6,8,4,15,782
193,"PRIMARY SCHOOL KORYA SOUTH KHAND",183,143,0,326,82,84,0,166,140,0,107,18,14,11,0,0,1,2,0,5,0,0,1,1,1,5,166
194,"PRIMARY SCHOOL PARSAONI KHURD",573,449,0,1022,296,300,0,596,110,0,390,121,20,36,15,1,2,2,4,3,0,0,0,0,1,1,596
195,"PRIMARY SCHOOL TEJWALIYA",530,445,0,975,324,325,0,649,121,0,322,178,103,18,4,0,2,0,3,12,1,1,2,0,0,3,649
196,"PRIMARY SCHOOL NAKATHA BASDILA ROOM NO. 1",480,374,0,854,274,259,0,533,140,0,247,138,48,38,3,1,1,4,9,4,3,5,11,4,5,12,533
197,"PRIMARY SCHOOL NAKATHA BASDILA ROOM NO. 2",447,334,0,781,204,205,0,409,109,0,232,100,31,25,6,2,1,1,4,2,1,0,2,0,0,2,409
198,"KANYA JUNIAR HAISCHOOL AMAWA BUJUAG",717,528,0,1245,290,284,0,574,213,0,344,75,81,30,15,1,2,1,3,2,1,2,1,2,3,11,574
199,"PRIMARY SCHOOL AMAWA BUURG",673,481,1,1155,268,300,0,568,146,0,201,110,174,41,11,3,0,1,4,1,4,1,4,7,0,6,568
200,"PRIMARY SCHOOL SINGHA",391,281,0,672,175,172,0,347,153,0,285,26,5,13,5,0,0,1,0,2,0,2,2,1,1,4,347
201,"PRIMARY SCHOOL JAMUNIYA MAHUAWA",378,331,0,709,191,200,0,391,391,0,113,150,77,21,0,3,2,2,3,1,0,1,2,5,1,10,391
202,"PRIMARY SCHOOL DHANOJI",446,391,0,837,247,243,0,490,182,0,255,102,74,36,4,0,1,3,1,4,0,0,2,3,1,4,490
203,"PRIMARY SCHOOL SIRPATKHAD",284,219,0,503,226,214,0,440,411,0,320,32,47,12,2,0,1,1,0,7,1,1,1,1,5,9,440
204,"PRIMARY SCHOOL KURMOTA",286,211,0,497,150,124,0,274,247,0,145,57,56,11,0,0,0,1,0,1,0,0,0,1,0,2,274
205,"PRIMARY SCHOOL RUDAWALIYA ROOM NO. 1",681,502,0,1183,404,390,0,794,183,0,532,78,108,20,5,2,0,2,6,7,3,1,1,8,2,19,794
206,"PRIMARY SCHOOL RUDAWALIYA ROOM NO. 2",531,408,0,939,293,270,0,563,142,0,264,74,179,21,4,2,0,1,5,0,0,2,0,5,2,4,563
207,"PRIMARY SCHOOL AMAWA DUBE",527,427,0,954,261,281,0,542,183,0,100,241,170,10,0,1,1,2,4,2,0,0,1,0,10,0,542
208,"PRIMARY SCHOOL BELWA KHURD",371,309,0,680,194,218,0,412,311,0,233,89,41,25,0,0,0,0,5,2,1,1,1,4,1,9,412
209,"PRIMARY SCHOOL CHAHU ROOM NO. 1",864,637,0,1501,360,444,0,804,144,0,287,160,294,14,3,0,3,2,5,3,5,2,5,5,7,9,804
210,"PRIMARY SCHOOL CHAHU ROOM NO. 2",685,584,0,1269,330,335,0,665,132,0,392,80,146,17,4,1,1,1,4,3,0,1,2,1,3,9,665
211,"PRIMARY SCHOOL JHANKOL ROOM NO. 1",598,552,0,1150,235,314,0,549,549,0,68,203,204,43,12,0,1,0,2,1,1,1,5,1,1,6,549
212,"PRIMARY SCHOOL JHANKOL ROOM NO.2",350,314,0,664,147,190,0,337,310,0,155,83,57,7,11,0,0,0,1,3,1,0,1,7,2,9,337
213,"PRIMARY SCHOOL TENUA",337,240,0,577,149,148,0,297,297,0,132,71,34,43,0,0,0,1,4,2,0,0,1,2,3,4,297
214,"PRIMARY SCHOOL RAUTPAR",576,510,0,1086,291,287,0,578,183,0,240,226,52,28,2,0,2,1,3,5,2,1,0,4,4,8,578
215,"JUNIAR HAISCHOOL BASDILA ROOM NO. 1",581,478,0,1059,280,294,0,574,72,0,192,141,186,31,1,3,1,0,4,1,0,0,1,2,3,8,574
216,"JUNIAR HAISCHOOL BASDILA ROOM NO. 2",341,291,0,632,192,162,0,354,354,0,158,75,85,13,2,0,0,2,2,5,2,0,2,3,1,4,354
217,"PRIMARY SCHOOL BARWA SUKDEW",566,487,0,1053,273,278,0,551,551,0,313,88,61,58,3,0,1,3,0,3,2,1,2,3,3,10,551
218,"PRIMARY SCHOOL BELWA BUJURG ROOM NO. 1",744,538,0,1282,349,263,0,612,570,0,285,104,188,11,1,0,0,2,2,2,1,3,2,3,2,6,612
219,"PRIMARY SCHOOL BELWA BUJURG ROOM NO. 2",253,210,0,463,119,112,0,231,226,0,150,27,47,6,0,0,0,0,1,0,0,0,0,0,0,0,231
220,"PRIMARY SCHOOL FURSATPUR",343,282,0,625,133,146,0,279,279,0,161,62,43,6,2,0,0,0,0,1,0,1,0,0,1,2,279
221,"PRIMARY SCHOOL MAHASON ROOM NO. 1",800,667,0,1467,350,347,0,697,118,0,236,309,108,22,3,0,2,2,4,2,3,0,2,2,1,1,697
222,"PRIMARY SCHOOL MAHASON ROOM NO. 2",655,515,0,1170,250,257,0,507,505,0,331,53,68,21,7,2,2,2,3,6,0,1,1,1,2,7,507
223,"PRIMARY SCHOOL MAHUAWA BUJURG ROOM NO. 1",931,650,0,1581,369,338,0,707,142,0,322,169,169,14,1,3,1,0,8,2,1,0,1,1,4,11,707
224,"PRIMARY SCHOOL MAHUAWA BUJURG ROOM NO. 2",674,557,0,1231,407,400,0,807,185,0,311,123,300,25,1,1,1,4,7,8,3,3,6,2,7,5,807
225,"PRIMARY SCHOOL PURANDARPUR",365,285,0,650,177,146,0,323,323,0,183,65,55,13,0,0,1,0,1,0,0,1,0,2,1,1,323
226,"PRIMARY SCHOOL LAVKUSH P PATTI",734,590,0,1324,385,370,0,755,742,0,399,211,72,27,3,0,2,2,3,4,3,5,2,7,3,12,755
227,"PRIMARY SCHOOL HATA",491,406,0,897,263,270,0,533,450,0,212,206,78,20,2,0,1,1,2,2,0,0,0,3,3,3,533
228,"PRIMARY SCHOOL GAOWAKHOR",745,644,0,1389,329,367,0,696,295,0,353,159,126,25,2,3,2,3,6,3,2,1,2,2,5,2,696
229,"PRIMARY SCHOOL GURWALIYA ROOM NO. 1",853,652,0,1505,401,346,0,747,337,0,384,224,71,28,0,2,1,2,4,5,2,2,3,2,4,13,747
230,"PRIMARY SCHOOL GURWALIYA ROOM NO. 2",738,584,0,1322,355,370,0,725,672,0,195,389,68,23,0,3,3,0,3,5,3,0,8,5,12,8,725
231,"PRIMARY SCHOOL DEHAWA PATTI",509,498,0,1007,271,319,0,590,90,0,359,152,17,26,4,2,1,1,2,2,1,0,2,4,3,14,590
232,"PRIMARY SCHOOL KRIPA PATTI",373,331,0,704,183,170,0,353,351,0,215,54,61,4,6,0,1,0,0,0,0,2,4,1,3,2,353
233,"PRIMARY SCHOOL DHUNWALIYA",698,599,0,1297,442,300,0,742,581,0,424,70,187,19,6,2,0,1,6,3,2,0,4,4,5,9,742
234,"JUNIAR HAISCHOOL SOHANG ROOM NO. 1",627,470,0,1097,240,274,0,514,311,0,236,128,107,18,0,0,1,0,0,7,1,0,2,2,7,5,514
235,"JUNIAR HAISCHOOL SOHANG ROOM NO. 2",613,475,0,1088,250,247,0,497,497,0,253,166,45,9,1,0,1,0,2,3,1,1,2,2,4,7,497
236,"PRIMARY SCHOOL JOKWA KURD",415,372,1,788,237,224,0,461,461,0,133,228,86,7,0,1,1,0,3,0,0,1,0,0,0,1,461
237,"PRIMARY SCHOOL GADHIYA",930,729,0,1659,471,432,0,903,188,0,600,112,157,16,2,1,1,5,1,3,1,0,1,0,2,1,903
238,"JUNIAR HAISCHOOL BAIRAGI PATTI",347,261,1,609,158,174,0,332,332,0,185,74,62,3,1,0,1,0,0,0,0,0,0,1,3,2,332
239,"PRIMARY SCHOOL AORWA SOFIGANG",786,643,1,1430,324,343,0,667,522,0,295,161,169,6,2,2,2,2,1,0,2,2,2,4,5,12,667
240,"PRIMARY SCHOOL KUCHYA",585,435,0,1020,251,277,0,528,390,0,210,221,61,14,1,0,0,0,2,4,0,2,3,3,1,6,528
241,"PRIMARY SCHOOL KUCHYA",683,528,0,1211,320,326,0,646,643,0,48,407,118,27,5,3,2,4,10,4,0,0,9,4,4,1,646
242,"PRIMARY SCHOOL KUCHYA",926,656,0,1582,383,415,0,798,696,0,178,410,129,36,2,4,2,1,13,8,2,2,1,1,3,6,798
243,"PRIMARY SCHOOL DHANOJI KALA",494,396,0,890,199,255,0,454,454,0,182,208,43,12,2,0,0,0,3,0,1,0,0,0,1,2,454
244,"JUNIAR HAISCHOOL DHANOJI KALA",721,512,0,1233,316,280,0,596,596,0,26,469,39,21,0,1,2,1,4,0,2,1,5,6,14,5,596
245,"PANCHYAT BHAWAN BELAWA CHITU URF KAJIPUR ROOM NO. 1",534,405,0,939,225,243,0,468,468,0,157,80,190,15,1,0,0,1,0,5,3,1,0,1,5,9,468
246,"PANCHYAT BHAWAN BELAWA CHITU URF KAJIPUR ROOM NO. 2",475,357,0,832,245,152,0,397,397,0,152,76,137,14,2,0,1,0,3,2,0,0,3,2,3,2,397
247,"JUNIAR HAISCHOOL FAZILNAGAR ROOM NO. 1",656,537,0,1193,345,217,0,562,531,0,306,158,32,41,1,0,1,1,1,5,2,0,3,2,2,7,562
248,"JUNIAR HAISCHOOL FAZILNAGAR ROOM NO. 2",577,472,0,1049,336,233,0,569,522,0,349,122,58,20,6,1,0,0,3,1,1,1,1,1,2,3,569
249,"JUNIAR HAISCHOOL FAZILNAGAR ROOM 3",714,560,0,1274,350,347,0,697,197,0,544,86,17,22,7,1,0,1,3,11,0,2,0,0,0,3,697
250,"JUNIAR HAISCHOOL FAZILNAGAR ROOM NO. 4",826,594,0,1420,384,238,0,622,341,0,501,62,34,17,2,0,0,0,0,0,0,1,1,1,2,1,622
251,"PRIMARY SCHOOL SATHIYAW ROOM NO. 1",606,450,0,1056,276,249,0,525,225,0,293,152,44,7,0,4,2,0,2,4,2,1,0,1,5,8,525
252,"PRIMARY SCHOOL SATHIYAW ROOM NO. 2",497,427,1,925,253,248,0,501,501,0,390,37,34,9,3,0,0,3,1,5,0,3,4,1,3,8,501
253,"PRIMARY SCHOOL SATHIYAW ROOM NO.3",504,389,0,893,236,180,0,416,416,0,256,71,65,12,1,0,0,0,2,3,0,0,0,1,2,3,416
254,"PRIMARY SCHOOL PIPARA RAJJAB ROOMNO. 1",221,173,0,394,86,93,0,179,179,0,55,81,37,1,0,0,0,0,2,0,0,0,1,1,1,0,179
255,"PRIMARY SCHOOL PIPARA RAJJAB ROOM NO. 2",730,570,3,1303,336,343,0,679,287,0,136,409,105,13,1,0,1,2,6,1,1,0,1,0,1,2,679
256,"PRIMARY SCHOOL PATKHOLI",640,548,0,1188,332,300,0,632,502,0,340,206,63,11,1,0,0,1,4,3,0,0,0,1,1,1,632
257,"PRIMARY SCHOOL AMAWA",623,523,0,1146,335,312,0,647,231,0,452,89,72,19,0,0,1,3,2,1,0,0,1,2,2,3,647
258,"PRIMARY SCHOOL JOKAWA BUJURG",755,678,0,1433,469,456,0,925,373,0,683,48,163,2,2,1,2,2,3,5,1,2,1,1,1,8,925
259,"PRIMARY SCHOOL MADHURIYA",717,638,0,1355,385,415,0,800,242,0,412,54,248,40,6,1,0,0,0,6,7,3,4,6,7,6,800
260,"PRIMARY SCHOOL DAHARI PATTI",823,708,0,1531,473,485,0,958,621,0,447,215,196,22,4,3,3,3,5,6,3,5,6,11,7,22,958
261,"PRIMARY SCHOOL SARAIYA MAHNATH PATTI ROOM NO. 1",628,463,0,1091,341,266,0,607,602,0,404,84,82,22,4,0,1,1,2,2,0,0,1,0,0,4,607
262,"PRIMARY SCHOOL SARAIYA MAHNATH PATTI ROOM NO. 2",424,324,0,748,220,164,0,384,384,0,295,43,10,21,2,0,0,0,0,0,0,1,6,1,1,4,384
263,"PRIMARY SCHOOL SARAIYA MAHNATH PATTI ROOM NO. 3",596,436,3,1035,235,334,0,569,312,0,349,74,41,76,6,0,0,1,3,5,0,2,3,1,1,7,569
264,"PRIMARY SCHOOL DHORAHARA ROOM NO. 1",871,654,0,1525,423,356,0,779,512,0,392,129,189,24,8,0,0,6,3,7,1,0,2,3,3,12,779
265,"PRIMARY SCHOOL DHORAHARA ROOM NO. 2",461,374,0,835,225,220,0,445,344,0,281,106,27,7,1,0,3,2,2,1,1,1,0,0,3,10,445
266,"PRIMARY SCHOOL DHORAHARA ROOM NO. 3",457,324,0,781,174,170,0,344,344,0,196,60,61,14,0,0,0,0,3,2,0,0,2,1,1,4,344
267,"PRIMARY SCHOOL KOTAWA",460,372,2,834,263,249,0,512,261,0,332,79,41,45,3,0,1,1,2,1,2,0,1,1,1,2,512
268,"PRIMARY SCHOOL KAJARHI",304,271,0,575,163,153,0,316,316,0,169,89,37,6,2,0,0,2,2,4,0,0,1,1,1,2,316
269,"H. PRIMARY SCHOOL",669,533,0,1202,305,294,0,599,599,0,309,192,59,7,1,1,3,1,0,7,1,2,5,6,2,3,599
270,"PRIMARY SCHOOL RAHASUJANUBI PATTI ROOM NO. 1",845,700,0,1545,470,481,0,951,520,0,428,279,178,18,4,3,1,3,5,0,3,1,0,3,8,17,951
271,"PRIMARY SCHOOL RAHASUJANUBI PATTI ROOM NO. 2",818,628,0,1446,426,331,0,757,625,0,467,78,173,8,4,0,0,1,4,5,3,2,0,4,6,2,757
272,"PRIMARY SCHOOL RAHASU  SUMSLIPATTI",458,460,0,918,187,280,0,467,460,0,291,52,102,3,2,2,2,1,3,0,1,1,2,1,2,2,467
273,"PRIMARY SCHOOL KANAORA",751,562,0,1313,398,391,0,789,628,0,267,198,263,12,2,2,6,3,8,9,4,0,2,6,0,7,789
274,"PRIMARY SCHOOL VISHUNPURA",606,507,0,1113,334,287,0,621,167,0,316,252,17,4,13,0,0,0,0,2,1,1,1,2,5,7,621
275,"JUNIAR HAIGSCHOOL JAORA MANRAKHAN ROOM NO. 1",745,581,0,1326,364,340,0,704,664,0,424,102,120,9,2,1,2,4,4,3,3,2,10,5,4,9,704
276,"PRIMARY SCHOOL JAORA MANRAKHAN",203,160,0,363,123,119,0,242,242,0,190,25,14,3,1,1,0,0,0,2,2,0,1,0,2,1,242
277,"JUNIAR HAIGSCHOOL JAORA MANRAKHAN ROOM NO.2",780,602,0,1382,397,339,0,736,716,0,475,88,110,12,2,1,0,1,7,7,0,2,3,6,5,17,736
278,"PRIMARY SCHOOL NONIYA PATTI ROOM NO. 1",555,459,0,1014,300,300,0,600,588,0,126,61,383,7,1,0,1,0,3,3,2,0,2,6,1,4,600
279,"PRIMARY SCHOOL NONIYA PATTI ROOM NO. 2",593,414,0,1007,323,281,0,604,595,0,294,31,241,3,0,0,1,1,5,0,2,1,2,10,4,9,604
280,"PRIMARY SCHOOL PARASONI",704,509,1,1214,428,268,0,696,695,0,360,258,53,6,6,1,1,2,3,1,0,0,0,1,3,1,696
281,"PRIMARY SCHOOL AMAWA DUBE",360,314,0,674,211,220,0,431,402,0,317,69,29,6,0,0,0,0,2,0,1,0,1,2,2,2,431
282,"PRIMARY SCHOOL DHANAHA",605,478,0,1083,340,288,0,628,280,0,351,112,145,7,1,0,0,0,2,1,2,1,0,1,3,2,628
283,"PRIMARY SCHOOL BEILI",382,310,0,692,200,195,0,395,395,0,205,85,69,16,4,0,2,1,0,2,0,0,2,2,3,4,395
284,"PRIMARY SCHOOL MATIHANIYA",311,275,0,586,127,156,0,283,283,0,174,53,54,0,0,1,0,0,0,0,0,0,0,1,0,0,283
285,"PRIMARY SCHOOL LAKCHMIPUR",807,553,0,1360,265,271,0,536,528,0,250,130,98,20,6,0,0,1,3,3,0,2,5,4,6,8,536
286,"PRIMARY SCHOOL BAKULHAR KALA",318,258,0,576,151,161,0,312,310,0,139,84,75,2,2,0,0,0,1,0,0,0,3,3,0,3,312
287,"PRIMARY SCHOOL BAKULHAR KHURD",268,223,0,491,128,139,0,267,162,0,186,49,27,2,0,2,0,1,0,0,0,0,0,0,0,0,267
288,"PRIMARY SCHOOL MAHUAWA",407,355,2,764,185,220,0,405,345,0,150,179,29,23,3,0,1,1,3,3,0,1,3,3,3,3,405
289,"PRIMARY SCHOOL NADAWA VISHUNPUR ROOM NO. 1",664,626,0,1290,342,329,0,671,250,0,444,120,73,4,6,0,0,1,2,1,0,0,3,1,3,13,671
290,"PRIMARY SCHOOL NADAWA VISHUNPUR ROOM NO. 2",734,632,0,1366,359,325,0,684,622,0,460,77,124,7,1,1,0,1,1,5,2,1,2,1,1,0,684
291,"PRIMARY SCHOOL MADHOPUR",609,503,0,1112,288,301,0,589,528,0,279,160,103,3,1,1,0,0,3,2,1,0,5,7,12,12,589
292,"PRIMARY SCHOOL BASDILA DURJAN",299,209,1,509,152,126,0,278,278,0,230,21,12,5,0,0,1,0,0,0,1,0,0,1,1,6,278
293,"PRIMARY SCHOOL DHEKULIYA URF DUBOLI",409,289,0,698,162,162,0,324,224,0,112,141,49,11,1,0,0,0,2,1,0,0,2,2,2,1,324
294,"PRIMARY SCHOOL DEBICHAK",381,307,0,688,227,184,0,411,300,0,339,41,12,8,2,2,0,0,1,2,0,0,0,0,1,3,411
295,"PRIMARY SCHOOL ASHOGWA BUJURG ROOM NO. 1",683,547,0,1230,347,295,0,642,607,0,422,134,34,24,3,0,1,1,2,2,1,3,2,0,6,7,642
296,"PRIMARY SCHOOL ASHOGWA BUJURG ROOM NO. 2",402,345,0,747,209,215,0,424,407,0,118,236,51,9,6,0,0,0,0,0,0,0,1,1,0,2,424
297,"JUNIAR HAIGSCHOOL BADAHARA",700,627,0,1327,378,424,0,802,313,0,403,172,123,65,8,0,2,2,4,4,1,0,4,1,3,10,802
298,"PRIMARY SCHOOL BARDAHA BAJAR",574,520,0,1094,341,319,0,660,660,0,396,154,63,33,2,2,2,0,1,0,0,0,0,0,2,5,660
299,"S.S.S. VISHUNPUR RAJA",505,465,0,970,272,289,0,561,131,0,283,93,113,26,1,0,0,1,4,2,1,0,1,2,11,23,561
300,"PRIMARY SCHOOL BELWA KALA",611,549,0,1160,299,343,0,642,530,0,385,154,44,19,1,1,0,1,3,3,3,2,12,1,6,7,642
301,"PRIMARY SCHOOL BELWA KHURD",600,525,0,1125,301,317,0,618,601,0,346,151,56,14,2,1,2,0,3,4,2,1,22,2,3,9,618
302,"S.I.C KATYA MAINUDDIN",644,504,0,1148,316,266,0,582,519,0,249,176,111,12,4,1,0,0,6,5,2,1,5,1,4,5,582
303,"PRIMARY SCHOOL POKHARBHINDA",422,354,0,776,259,228,0,487,460,0,297,95,79,6,0,0,0,0,1,3,0,0,1,0,1,4,487
304,"PRIMARY SCHOOL TARUWANWA ROOM NO. 1",726,633,0,1359,323,356,0,679,487,0,439,89,82,18,2,0,0,2,5,4,1,0,5,2,3,27,679
305,"PRIMARY SCHOOL TARUWANWA ROOM NO. 2",769,548,0,1317,348,298,0,646,603,0,402,54,149,16,2,0,0,0,5,2,0,3,0,4,3,6,646
306,"PRIMARY SCHOOL TARUWANWA ROOM NO. 3",814,687,0,1501,378,366,0,744,691,0,315,46,334,15,1,1,0,3,4,1,1,5,3,3,2,10,744
307,"PRIMARY SCHOOL BHATWALIYA",293,236,0,529,193,153,0,346,270,0,270,64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,346
308,"PRIMARY SCHOOL CHAORA RAM TAWAKAL SHAHI",504,417,0,921,257,249,0,506,501,0,160,238,82,4,0,2,2,1,2,1,1,0,9,0,2,2,506
309,"PRIMARY SCHOOL CHAORA KHAS",362,291,0,653,201,190,0,391,382,0,272,72,45,1,0,0,0,0,0,0,0,0,0,0,0,1,391
310,"PRIMARY SCHOOL PATKHAOLI",654,533,0,1187,414,355,0,769,713,0,528,167,41,17,1,1,1,0,2,3,0,1,1,2,0,4,769
311,"PRIMARY SCHOOL KASTURBA",530,412,0,942,292,272,0,564,503,0,160,134,208,17,2,3,1,1,8,2,0,2,9,8,4,5,564
312,"PRIMARY SCHOOL PACHRUKHIYA ROOM NO. 1",847,655,0,1502,406,411,0,817,803,0,473,131,143,18,3,1,3,1,6,6,1,3,1,5,4,18,817
313,"PRIMARY SCHOOL PACHRUKHIYA ROOM NO. 2",843,677,0,1520,388,403,0,791,323,0,252,246,240,16,3,1,0,1,3,4,2,2,2,0,7,12,791
314,"PRIMARY SCHOOL PACHRUKHIYA ROOM NO. 3",227,189,0,416,119,82,0,201,201,0,81,66,46,3,0,1,0,3,0,0,1,0,0,0,0,0,201
315,"PRIMARY SCHOOL BHADSARWA",530,401,0,931,277,275,0,552,85,0,363,78,90,6,3,2,2,0,0,0,0,0,1,0,0,7,552
