"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
139,"PRA 0PA0  UMARPUR BHAKHTAURI",449,404,1,854,252,161,0,413,322,0,45,128,2,206,0,0,0,2,5,0,0,2,1,1,0,7,2,3,3,2,2,2,413
140,"PRA 0PA0  DARAPUR",628,481,0,1109,313,274,0,587,500,0,52,226,2,206,2,3,1,6,50,4,1,5,4,2,3,8,0,0,2,5,3,2,587
141,"PRA 0PA0  DARIYAPUR",450,340,0,790,259,217,0,476,357,0,249,65,1,102,0,0,0,1,49,0,1,2,0,0,0,2,0,1,0,1,1,1,476
142,"PRA 0PA0  CHATRAPUR",487,396,0,883,354,269,0,623,558,0,38,49,6,464,0,3,5,6,21,4,0,6,3,3,1,2,0,1,3,6,2,0,623
143,"PRA 0PA0  HASANPUR SAGAUDA",386,275,0,661,290,206,0,496,356,0,13,19,4,417,1,0,2,7,12,2,4,1,2,0,0,2,0,1,3,5,0,1,496
144,"JU0 HA0 SCHOOL UTTAR SAIPUR SAGAUDA",223,185,0,408,88,83,0,171,154,0,3,85,2,45,1,0,1,1,15,2,2,2,1,0,1,3,1,0,2,3,0,1,171
145,"JU0 HA0 SCHOOL DAKSHIN SAIPUR SAGAUDA",605,465,0,1070,369,293,0,662,546,0,15,8,9,545,1,2,1,8,42,2,0,9,0,1,2,1,2,3,3,4,1,3,662
146,"PRA 0PA0 JAMUNIHA BANGER",601,479,0,1080,446,315,0,761,642,0,12,204,2,495,2,3,1,4,18,0,0,3,1,1,2,2,0,2,3,6,0,0,761
147,"JHO0HA0 SCHOOL KAMRA NO 1 MADARNAGAR",573,481,0,1054,369,317,0,686,404,0,251,35,3,210,5,2,0,10,147,0,0,2,1,1,8,1,2,0,2,3,1,2,686
148,"JU0 HA0 SCHOOL  KAMRA NO 2 MADAR NAGAR",596,464,0,1060,452,255,0,707,403,0,160,7,9,400,0,0,1,6,96,5,1,3,3,2,1,0,0,1,3,7,0,2,707
149,"JU0 HA0 SCHOOL KAMRA NO3 MADAR NAGAR",371,303,0,674,282,205,0,487,372,0,112,2,1,342,1,0,2,2,4,1,0,4,1,0,1,1,0,3,1,8,0,1,487
150,"PRA 0PA0  LATIFPUR",782,610,0,1392,532,390,0,922,752,0,257,82,3,402,1,2,3,8,110,0,1,10,2,3,4,6,1,3,1,9,3,11,922
151,"KARYA VIKRYA SAMITI KASHYA SA0 1 BANGERMAU SAHARI",702,639,0,1341,343,271,0,614,326,0,106,34,1,13,0,0,0,5,443,0,0,0,0,0,1,0,6,1,1,1,1,1,614
152,"KARYA VIKRYA SAMITI KASHYA SA0 4 BANGERMAU SAHARI",504,481,1,986,271,206,0,477,355,0,47,22,1,6,1,0,0,0,392,1,0,0,1,0,0,1,4,0,0,1,0,0,477
153,"SAHKARI SANGH LIMITED BANGERMAU SAHARI",794,675,0,1469,409,313,0,722,507,0,124,37,1,136,0,1,1,4,393,5,1,0,3,0,2,0,3,1,3,4,0,3,722
154,"SADHAN SAHKARI SIMITNEWAL   BANGERMAU SAHARI  UTTAR",495,433,0,928,300,243,0,543,401,0,8,11,1,444,1,0,0,3,67,0,1,1,0,1,1,1,0,0,0,2,1,0,543
155,"SADHAN SAHKARI SIMITNEWAL   BANGERMAU SAHARI  DAKSHIN",391,347,0,738,206,184,0,390,350,14,14,15,0,180,0,0,2,1,167,4,0,1,0,0,0,0,2,0,4,0,0,0,390
156,"MAHRSHI DAYANAD VIDHYALYA PURVA BANGERMAU SAHARI",527,456,0,983,284,209,0,493,452,0,39,30,0,152,0,0,0,1,262,3,0,1,0,0,0,0,3,1,0,1,0,0,493
157,"MAHRSHI DAYANAD VIDHYALYA UTTAR  BANGERMAU SAHARI",426,344,0,770,197,167,0,364,267,0,19,24,1,187,0,0,0,3,124,2,0,0,0,1,0,0,2,0,0,0,1,0,364
158,"MAHRSHI DAYANAD VIDHYALYA PASHIM BANGERMAU SAHARI",665,537,0,1202,387,282,0,669,516,0,23,36,1,302,0,0,1,3,290,3,1,1,1,1,1,0,0,2,3,0,0,0,669
159,"MAHRSHI DAYANAD VIDHYALYA MADHYA UTTAR  BANGERMAU SAHARI",403,299,0,702,278,183,0,461,305,0,14,27,1,289,0,1,2,4,110,1,0,1,0,1,0,0,4,1,0,3,0,2,461
160,"PRA PA0 MADHYA PURVA BANGERMAU SAHARI",563,478,0,1041,330,300,0,630,444,0,17,9,1,222,0,0,1,4,358,0,1,2,0,0,1,1,2,2,3,2,0,4,630
161,"PRA 0PA0  MADHYA PASHIM  BANGERMAU SAHARI",776,676,0,1452,440,352,0,792,592,0,41,32,1,468,0,1,0,2,232,1,0,3,2,1,2,2,0,1,0,2,0,1,792
162,"DURGESHWER VIDHYA MANDIR PURVA BANGERMAU SAHARI",615,535,0,1150,296,298,0,594,384,0,22,15,1,336,1,1,2,3,195,0,0,1,3,0,0,2,7,0,1,1,1,2,594
163,"DURGESHWER VIDHYA MANDIR PASHIM  BANGERMAU SAHARI",418,342,0,760,244,207,0,451,321,0,3,210,6,203,1,0,0,3,13,0,1,2,0,1,0,4,1,0,0,2,0,1,451
164,"DURGESHWER VIDHYA MANDIR UTTAR  BANGERMAU SAHARI",699,571,0,1270,309,288,0,597,597,0,39,35,1,465,2,2,2,7,25,0,0,3,1,0,2,1,0,1,1,5,2,3,597
165,"DURGESHWER VIDHYA MANDIR DAKSHIN  BANGERMAU SAHARI",815,686,1,1502,365,343,0,708,678,0,38,54,3,465,0,0,2,2,127,1,0,2,0,0,1,2,2,0,2,1,3,3,708
166,"NAGARPALIKA BHWAN BANGERMAU SAHARI",601,520,0,1121,353,260,0,613,360,0,53,8,0,185,0,0,1,3,352,1,1,0,1,0,3,0,1,1,0,2,0,1,613
167,"TAKUR JASHA SING ESMARAK PURVA BANGERMAU SAHARI",591,525,0,1116,316,251,0,567,342,0,28,25,1,184,0,3,1,1,306,0,0,1,0,1,1,2,3,2,1,2,1,4,567
168,"TAKUR JASHA SING ESMARAK PASHIM  BANGERMAU SAHARI",253,211,0,464,172,140,0,312,209,0,2,8,0,264,0,0,0,2,34,1,0,0,0,0,0,0,0,0,0,0,0,1,312
169,"TAKUR JASHA SING ESMARAK UTTAR  BANGERMAU SAHARI",715,659,0,1374,454,317,0,771,514,0,68,9,2,199,0,0,0,2,480,0,0,2,0,0,0,0,3,2,1,2,0,1,771
170,"TAKUR JASHA SING ESMARAK DAKSHIN   BANGERMAU SAHARI",527,408,0,935,342,230,0,572,346,0,68,11,0,255,0,0,0,3,224,0,0,2,1,0,1,0,4,0,0,1,0,2,572
171,"SUBHASH INTER COLLAGE KASH SANKHYA 1 BANGERMAU SAHARI",857,671,0,1528,445,306,0,751,445,0,30,34,0,608,0,0,0,0,73,1,0,1,0,1,0,0,0,0,1,1,0,1,751
172,"SUBHASH INTER COLLAGE KASH SANKHYA 2 BANGERMAU SAHARI",652,553,0,1205,266,253,0,519,493,0,19,30,0,438,0,1,0,1,22,1,0,1,0,0,0,2,1,0,0,3,0,0,519
173,"SUBHASH INTER COLLAGE KASH SANKHYA 5 BANGERMAU SAHARI",327,255,0,582,126,85,0,211,171,0,6,13,1,178,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,0,1,211
174,"SUBHASH INTER COLLAGE KASH SANKHYA 3 BANGERMAU SAHARI",703,579,0,1282,328,279,0,607,574,0,24,41,1,486,0,0,0,1,37,2,0,1,2,1,0,1,2,0,2,2,0,4,607
175,"SUBHASH INTER COLLAGE KASH SANKHYA 4 BANGERMAU SAHARI",570,488,0,1058,373,243,0,616,492,0,60,57,0,222,0,1,0,0,268,1,0,1,0,0,1,2,1,0,0,0,0,2,616
176,"PRA 0PA0   KARIMUDEENPUR M0 BANGERMAU GRAMEEN",392,310,0,702,253,207,0,460,351,0,3,398,3,29,3,1,1,3,9,0,1,0,0,1,2,4,1,0,0,0,0,1,460
177,"MANDI SAMIT MEETING HAAL BANGERMAU SAHARI",447,386,0,833,247,197,0,444,338,0,124,64,0,148,0,1,0,2,98,2,0,1,0,2,0,0,1,1,0,0,0,0,444
178,"MANDI SAMIT MEETING HAAL DAKSHIN  BANGERMAU SAHARI",559,459,0,1018,199,195,0,394,289,0,29,10,0,106,1,0,1,2,242,0,0,1,0,0,1,0,0,1,0,0,0,0,394
179,"MANDI SAMIT  BANK BHAWAN PURVA UTTAR BANGERMAU SAHARI",546,443,0,989,214,167,0,381,276,0,44,61,0,155,0,0,0,1,111,1,0,1,1,0,0,1,3,0,0,1,0,1,381
180,"MANDI SAMAIT BANK BHAWAN PURVA DAKSHIN BANGERMAU SAHARI",799,678,0,1477,433,358,0,791,652,0,31,236,1,464,1,2,2,3,33,3,1,3,0,2,1,2,0,1,0,4,0,1,791
181,"MANDI SAMAIT BANK BHAWAN PASHIM UTTAR  BANGERMAU SAHARI",547,482,0,1029,242,200,0,442,426,0,43,20,1,238,0,0,0,0,128,8,1,0,0,0,0,0,0,0,0,2,0,1,442
182,"MANDI SAMAIT BANK BHAWAN PASHIM DAKSHIN BANGERMAU SAHARI",528,400,0,928,218,145,0,363,290,0,69,20,0,72,0,0,0,0,199,0,0,0,0,0,1,0,0,0,2,0,0,0,363
183,"MANDI SAMAIT BANK BHAWAN PASHIM DAKSHIN 1 BANGERMAU SAHARI",464,358,0,822,166,138,0,304,202,0,22,23,0,22,1,0,0,4,223,0,1,0,0,0,0,4,1,0,0,1,0,2,304
184,"PRA 0PA0   AALAMPUR  RETWA",384,336,0,720,231,214,0,445,341,0,8,247,0,120,1,2,0,1,44,0,0,0,1,0,3,9,0,1,2,2,2,2,445
185,"PRA 0PA0  BHIKHARIPUR RULLA",630,601,0,1231,415,355,0,770,706,0,186,109,12,346,3,1,4,13,49,2,1,2,3,1,8,10,4,1,4,6,1,4,770
186,"PRA 0PA0  MAU",585,524,0,1109,323,295,0,618,518,0,218,185,1,96,1,1,0,3,97,2,0,2,2,0,0,2,1,2,1,3,1,0,618
187,"PRA 0PA0  CHAKPEER NAGER",396,332,0,728,269,243,0,512,498,0,1,6,1,457,1,1,1,1,18,2,1,6,3,0,1,1,0,0,3,6,1,1,512
188,"KANYA UCHAA PRATHMIK VIDHYALYA NEWALAPUR",649,506,0,1155,343,225,0,568,481,0,56,118,5,293,6,5,4,9,38,1,0,8,1,2,2,6,3,0,2,1,3,5,568
189,"PRA 0PA0  UTTAR HAPHIZABAD",698,576,0,1274,479,257,0,736,498,0,243,161,1,215,3,2,1,4,70,2,1,3,5,1,3,3,1,6,2,5,3,1,736
190,"PRA 0PA0  DAKSHIN HAPHIZABAD",510,406,0,916,316,223,0,539,413,0,119,189,5,163,2,1,1,3,38,1,0,7,0,1,0,5,0,1,0,2,0,1,539
191,"PRA 0PA0  HEERAPUR",404,324,0,728,296,220,0,516,391,0,261,41,2,126,0,0,2,5,59,3,1,1,0,1,0,2,3,3,1,0,2,3,516
192,"PRA 0PA0  MUSTFABAD",847,671,0,1518,493,372,0,865,845,0,105,148,1,509,2,0,5,7,34,3,3,3,4,3,8,8,3,1,4,4,2,8,865
193,"PRA 0PA0  PURVA HARIYAWAR",704,601,0,1305,370,331,0,701,562,0,47,127,8,299,1,0,5,12,172,0,1,8,2,2,4,1,2,0,1,4,3,2,701
194,"PRA 0PA0 PASHIM HARIYAVAR",490,424,0,914,298,201,0,499,395,0,42,88,2,308,4,2,1,7,12,1,0,11,0,3,4,2,0,1,1,7,3,0,499
195,"UCHHA PRATHMIK VIDAYALYA GODARI",644,521,0,1165,352,310,0,662,631,0,247,95,2,219,1,1,2,7,47,0,12,2,3,3,2,7,0,1,1,4,2,4,662
196,"PRA 0PA0  DADIYA SUNAURA",568,479,0,1047,302,275,0,577,464,0,135,164,2,145,3,1,1,8,81,1,6,3,3,1,5,4,4,1,0,6,2,1,577
197,"PRA 0PA0  UTMANPUR",439,366,1,806,275,179,0,454,298,0,129,37,2,176,1,1,0,3,92,0,0,3,0,0,2,0,2,2,0,3,1,0,454
198,"PRA 0PA0 SELAPUR",356,301,0,657,265,218,0,483,311,0,17,47,2,340,6,0,3,5,25,1,0,15,2,4,0,6,2,0,1,3,2,2,483
199,"PRA 0PA0  SADULLAPUR",357,309,0,666,268,208,0,476,442,0,8,28,8,332,2,0,3,4,55,0,0,2,3,0,4,1,1,3,11,9,0,2,476
200,"JU0 HA0 SCHOOL KATHIGARA",531,427,0,958,342,280,0,622,514,0,239,139,4,151,2,2,1,4,56,1,0,2,2,1,2,3,1,1,2,2,3,4,622
201,"PRA 0PA0  UTTAR SAITA",536,415,0,951,258,242,0,500,352,0,198,100,0,40,2,1,1,7,126,2,0,0,3,0,4,3,4,1,0,4,1,3,500
202,"PRA 0PA0  DAKSHIN SAITA",546,431,0,977,267,223,0,490,325,0,248,47,2,36,1,0,0,5,136,2,0,0,0,1,3,3,1,1,0,1,1,2,490
203,"JU0 HA0 SCHOOL UTTAR   SAITA",570,470,0,1040,288,243,0,531,341,0,255,69,0,63,0,0,0,1,121,2,0,1,0,1,1,4,1,3,2,6,1,0,531
204,"JU0 HA0 SCHOOL DAKSHIN SAITA",579,446,0,1025,277,151,0,428,301,0,81,135,1,134,0,0,0,3,46,0,0,5,3,0,0,10,2,1,1,4,1,1,428
205,"PRA 0PA0  PURVA SAKURABAD",527,438,0,965,309,252,0,561,398,0,34,90,8,319,3,1,4,9,65,1,1,7,1,1,1,6,0,1,0,2,4,3,561
206,"PRA 0PA0  PASHIM SAKURABAD",437,341,0,778,284,142,0,426,321,0,27,158,2,209,1,1,0,3,17,1,1,2,0,0,0,2,0,1,1,0,0,0,426
207,"PRA 0PA0  PATTI USMAN",828,681,0,1509,426,353,0,779,554,0,70,60,5,389,4,1,3,16,196,1,1,12,2,1,2,2,2,1,2,1,3,5,779
208,"PRA 0PA0  PURVA HUSSAIN NAGAR PATTI PERSURAM",637,512,0,1149,350,318,0,668,521,0,64,37,7,417,5,3,4,11,86,4,1,7,0,1,2,5,4,2,4,1,2,1,668
209,"PRA 0PA0  HUSSAIN NAGAR PATTI PERSURAM",569,433,0,1002,308,241,0,549,318,0,206,31,2,147,2,1,0,1,146,4,0,1,1,1,1,0,1,0,1,1,2,0,549
210,"PRA 0PA0  KUDEENA",484,385,0,869,252,199,0,451,311,0,37,77,2,234,4,1,2,5,55,4,2,1,2,0,3,7,1,4,1,6,0,3,451
211,"PRA 0PA0  RAJJAKPUR",506,454,0,960,293,268,0,561,389,0,19,24,0,413,0,0,1,1,86,6,0,1,1,0,1,1,1,2,0,4,0,0,561
212,"KANYA PRA0 PA0 DARAULI",749,659,0,1408,422,384,0,806,516,0,116,87,2,549,3,1,4,4,18,2,0,1,1,2,2,1,0,1,1,8,3,0,806
213,"JU0 HA0 SCHOOL KASHA SANKHYA 1DARAULI",432,373,0,805,259,262,0,521,289,0,144,224,2,42,1,0,2,1,45,1,2,0,0,47,1,6,0,0,0,1,1,1,521
214,"JU0 HA0 SCHOOLKASHA SANKHYA 2  DARAULI",449,390,0,839,248,254,0,502,428,0,328,37,0,59,1,0,0,2,67,1,1,2,0,1,0,1,0,1,0,1,0,0,502
215,"JU0 HA0 SCHOOL JASARA",503,380,0,883,257,263,0,520,476,0,29,55,3,302,2,1,2,7,92,0,1,2,1,0,1,8,3,1,5,1,2,2,520
216,"PRA 0PA0  KAKRAURA",892,690,0,1582,448,371,0,819,698,0,221,102,2,296,2,0,2,3,170,2,0,2,2,1,1,3,2,2,0,4,1,1,819
217,"PRA 0PA0  SARAYA AKHTAYARPUR",893,763,0,1656,493,444,0,937,837,0,136,92,2,441,0,2,1,4,239,1,0,5,0,1,0,1,2,1,0,6,2,1,937
218,"PANCHAYAT GHER AHAMADABAD MATHER",600,515,0,1115,353,299,0,652,542,0,49,279,5,202,2,3,1,11,62,1,2,3,3,3,3,7,3,1,1,6,3,2,652
219,"PRA 0PA0  BANSH KHERA MO0 AHAMDABAD MATHER",484,401,0,885,345,280,0,625,516,0,36,11,2,482,0,3,2,10,49,1,0,13,3,1,1,2,1,1,0,4,1,2,625
220,"PRA 0PA0  JUJHARPUR",212,177,0,389,157,135,0,292,236,0,102,56,0,84,2,0,1,4,27,0,0,3,0,3,1,4,3,1,0,1,0,0,292
221,"PANCHAYAT GHER DEWARIYA",224,194,0,418,176,163,0,339,218,0,153,86,0,56,2,3,0,0,22,1,0,1,3,0,0,3,2,0,1,4,1,1,339
222,"PRA 0PA0  RAIPUR NEWADA",361,263,0,624,260,165,0,425,318,0,171,39,2,161,1,0,1,0,20,1,1,2,1,1,1,2,3,8,6,2,2,0,425
223,"JAWAHAR LAL NEHRU INTER COLLAGE PURVA PHTEHPUR CHAURSHI SAHARI",845,633,0,1478,467,359,0,826,642,0,195,59,1,380,3,0,1,6,154,2,0,4,3,1,0,2,1,1,2,7,2,2,826
224,"JAWAHAR LAL NEHRU INTER COLLAGE PASHIM  PHTEHPUR CHAURSHI SAHARI",980,785,1,1766,513,506,0,1019,900,0,201,101,2,561,0,0,1,4,115,2,1,11,0,2,1,2,2,3,1,6,1,2,1019
225,"JAWAHAR LAL NEHRU INTER COLLAGE MADHYA   PHTEHPUR CHAURSHI SAHARI",625,503,0,1128,332,253,0,585,414,0,47,133,0,318,2,0,1,1,66,0,0,2,2,0,3,4,2,0,1,3,0,0,585
226,"PRA 0PA0  UTTAR PHATEHPUR CHAURASHI GRAMEEN",587,480,0,1067,320,282,0,602,451,0,38,73,3,366,1,3,2,15,47,4,1,7,3,4,2,9,0,1,2,8,9,4,602
227,"PRA 0PA0  DAKHIN PHATEHPUR CHAURASHI GRAMEEN",646,510,1,1157,375,319,0,694,506,0,47,349,0,223,3,2,2,3,28,2,0,6,0,2,5,9,1,2,2,2,3,3,694
228,"PRA 0PA0  KAJIPUR BANGER",271,274,1,546,162,160,0,322,189,0,28,37,2,195,0,0,2,3,42,1,1,3,0,0,1,3,1,0,0,1,2,0,322
229,"PRA 0PA0  AHAMDABAD SEN NAGAR",323,283,0,606,218,193,0,411,358,0,17,206,1,126,6,0,0,5,19,0,0,2,2,2,1,13,3,1,3,2,0,2,411
230,"PRA 0PA0  TADA SATAN",699,551,0,1250,423,331,0,754,700,0,312,92,2,249,3,39,0,3,23,0,1,3,4,2,0,7,1,3,2,3,1,4,754
231,"PRA 0PA0  UTTER DOSTPUR SHIVLI",656,546,0,1202,410,294,0,704,601,0,53,134,0,374,1,1,2,14,94,0,2,9,1,3,1,7,0,1,1,3,1,2,704
232,"PRA 0PA0  DAKSHIN DOSTPUR SHIVLI",216,168,0,384,118,92,0,210,151,0,3,4,0,191,0,0,0,0,5,1,0,0,1,0,0,1,0,1,2,1,0,0,210
233,"PRA 0PA0  TALIBPUR RAHALI ESTHIT BAURIHA",309,271,0,580,189,188,0,377,365,0,27,38,4,254,1,4,1,2,27,0,0,4,2,1,3,1,1,1,2,2,0,2,377
234,"PRA 0PA0  JAMRUDEENPUR",642,549,0,1191,366,295,0,661,501,0,45,61,5,446,5,3,3,9,34,10,3,11,1,1,3,5,0,0,3,8,3,2,661
235,"PRA 0PA0  MAJHRIYA KHURD",173,128,0,301,105,99,0,204,165,0,29,42,0,113,0,3,0,1,8,0,0,1,1,0,1,1,0,0,1,1,1,1,204
236,"JU0 HA0 SCHOOL  MAJHRIYA KALAN",625,482,0,1107,316,232,0,548,514,0,62,72,0,223,2,23,0,5,132,1,1,5,0,1,1,4,4,1,4,2,1,4,548
237,"PRA 0PA0  PAPRI",384,312,0,696,227,204,0,431,324,0,65,125,0,85,1,3,1,6,134,2,0,0,0,0,2,2,2,0,1,1,0,1,431
238,"PRA 0PA0  HAYASH PUR",432,388,0,820,303,247,0,550,432,0,230,186,1,74,1,1,0,2,35,3,0,3,1,1,0,6,2,2,0,1,1,0,550
239,"PRA 0PA0  GORIMAU",363,298,0,661,208,185,0,393,242,0,146,80,3,125,3,0,0,1,16,0,1,1,1,1,2,6,1,0,3,1,2,0,393
240,"JU0 HA0 GANGADASH PUR",398,345,0,743,257,228,0,485,377,0,66,83,0,243,1,0,1,6,73,0,0,0,0,0,2,1,1,0,1,2,2,3,485
241,"PRA 0PA0  AKHTAYARPUR",427,365,0,792,252,222,0,474,438,0,45,172,2,163,1,0,0,1,71,1,0,4,0,0,2,6,0,0,1,3,2,0,474
242,"PRA 0PA0  PITHNAHARA",436,319,0,755,238,188,0,426,245,0,154,149,6,73,2,1,0,3,10,5,0,2,1,1,4,6,0,2,0,4,0,3,426
243,"PRA 0PA0 SHERPUR ACHHIRCHA",591,472,0,1063,314,229,0,543,425,0,129,84,1,212,1,0,1,1,71,0,0,2,6,1,3,11,4,6,5,0,0,5,543
244,"PRA 0PA0  GAJAPHERPUR PAISARA",542,417,0,959,305,238,0,543,445,0,78,155,2,194,1,0,3,5,75,4,0,1,0,0,5,9,4,0,3,2,0,2,543
245,"JU0 HA0 SCHOOLBHERSAR NAUSAHARA",801,616,0,1417,460,369,0,829,645,0,42,109,6,550,1,0,0,7,83,1,1,8,1,2,2,6,0,0,3,5,0,2,829
246,"PRA 0PA0  BHADSAR  NAUSAHARA",960,728,0,1688,526,283,0,809,741,0,251,200,3,252,2,1,3,12,29,9,4,10,1,1,2,10,0,4,3,4,2,6,809
247,"KANYA PURVA MADHAYMIK VIDAYALYA BHADSAR NAUSAHARA",340,230,0,570,188,127,0,315,198,0,3,40,0,188,0,0,2,2,69,0,0,4,0,1,0,0,0,0,2,4,0,0,315
248,"PRA 0PA0  DASAHRI",828,688,0,1516,391,332,0,723,578,0,75,305,2,269,4,2,2,11,28,1,1,2,1,2,3,6,1,3,0,2,2,1,723
249,"PRA 0PA0  PHAKHRAPUR",875,698,0,1573,447,370,0,817,603,0,77,360,5,271,6,2,6,5,39,2,4,2,1,5,7,5,0,3,1,9,5,2,817
250,"PRA 0PA0  DAULATPUR",656,507,0,1163,411,302,0,713,587,0,216,130,4,324,4,1,1,1,10,2,1,1,2,2,2,2,2,1,2,1,2,2,713
251,"PRA 0PA0  KASHA SANKHYA1 DHANNA KHER M0 SAKRAULI",473,388,0,861,255,156,0,411,314,0,149,85,1,146,3,1,0,4,12,0,1,1,1,0,2,0,0,1,0,2,2,0,411
252,"PRA 0PA0  KASHA SANKHYA 2DHANNA KHERA MO0 SAKRAULI",482,456,0,938,278,232,0,510,385,0,159,141,4,146,0,0,0,2,27,3,1,2,2,0,1,14,1,1,1,3,0,2,510
253,"PRA 0PA0  BAYAN  MADHAPUR",697,588,0,1285,342,279,0,621,486,0,47,195,2,288,5,0,1,3,51,5,0,5,2,1,0,6,0,0,1,6,1,2,621
254,"PRA 0PA0  DAYAN MADHAPUR",642,542,0,1184,242,374,0,616,489,0,227,103,4,193,2,0,4,4,48,2,2,2,3,3,4,5,1,1,2,4,1,1,616
255,"PRA 0PA0  SHIVPURI",675,535,0,1210,425,340,0,765,715,0,237,250,3,210,6,1,2,3,12,0,2,4,0,6,1,7,1,4,3,5,1,7,765
256,"PRA 0PA0  KASHA SANKHYA 1 BARUAA GHAT",746,577,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"PRA 0PA0  KASHA SANKHYA 2 BARUAA GHAT",199,163,0,362,114,81,0,195,157,0,7,91,1,76,0,0,0,1,3,4,0,1,0,0,0,6,1,1,0,3,0,0,195
258,"PRA 0PA0  KHANPUR KURAULI",709,517,0,1226,422,303,0,725,613,0,34,149,5,459,3,1,0,2,12,2,2,7,11,0,1,19,5,5,2,2,0,4,725
259,"PRA 0PA0  SAHPUR KHURD",399,362,0,761,222,207,0,429,320,0,28,77,5,186,1,0,1,3,116,0,1,2,2,1,0,1,1,1,0,0,2,1,429
260,"HAIR SECANDRY SCHOOL LONARPUR MAJARA SAHPUR BUJURG",400,320,1,721,193,185,0,378,219,0,16,103,0,125,1,0,1,4,106,0,0,3,1,0,3,5,3,1,1,2,1,2,378
261,"PRA 0PA0  PHARDAPUR",472,332,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"PRA 0PA0  BULAPUR HASANAPUR",365,305,0,670,214,126,0,340,226,0,4,114,1,144,4,2,1,1,50,3,0,3,2,2,1,6,0,0,1,0,1,0,340
263,"PRA 0PA0  JHULUMAU",777,563,0,1340,428,287,0,715,586,0,95,286,0,218,3,3,1,17,43,1,5,2,3,1,4,13,2,3,2,4,3,6,715
264,"PRA 0PA0  KAJIPUR KACHHA",286,226,0,512,199,155,0,354,236,0,68,83,1,149,0,0,1,2,41,0,0,3,1,1,0,0,0,2,1,1,0,0,354
265,"PRA 0PA0  KHAIRA GADA",256,184,0,440,152,121,0,273,201,0,81,90,4,66,1,1,0,1,12,0,0,1,0,1,3,4,1,2,1,1,2,1,273
266,"PRA 0PA0  MANIKPUR",281,209,0,490,175,146,0,321,286,0,9,174,1,97,2,0,1,5,8,0,1,4,1,0,2,7,1,1,4,2,0,1,321
267,"JU0 HA0 SCHOOL DAYAN RAJEPUR",617,452,0,1069,263,202,0,465,385,0,92,100,2,223,1,0,1,6,22,0,0,2,2,1,0,5,0,1,1,1,3,2,465
268,"JU0 HA0 SCHOOL BAYAN RAJEPUR",602,474,0,1076,339,202,0,541,481,0,121,90,4,251,1,4,1,4,24,1,0,9,3,0,1,6,1,6,5,2,2,5,541
269,"JU0 HA0 SCHOOL KAMLAPUR",691,542,0,1233,391,322,0,713,511,0,260,110,2,284,4,2,0,6,19,0,0,4,1,1,0,7,0,2,4,4,2,1,713
270,"PRA 0PA0  PERSURAMPUR",1031,710,0,1741,350,462,0,812,482,0,144,131,9,418,1,1,1,2,80,0,1,4,1,1,1,7,0,1,1,1,4,3,812
271,"PRA 0PA0  JAMAD",579,461,0,1040,300,384,0,684,576,0,13,299,3,272,4,1,2,3,15,1,1,8,2,0,6,32,5,6,7,0,2,2,684
272,"PRA 0PA0  MALHAPUR",487,403,0,890,326,242,0,568,500,0,88,88,1,340,0,0,3,2,28,0,0,2,2,2,0,3,0,0,1,2,3,3,568
273,"PRA 0PA0  CHAHALHA",675,523,0,1198,462,363,0,825,684,0,457,21,3,269,2,3,2,6,13,0,0,11,4,1,6,1,1,10,3,4,4,4,825
274,"PRA 0PA0 BHIKHARIPUR KASBA",636,558,0,1194,437,340,0,777,572,0,43,127,3,515,5,4,2,10,14,0,2,8,0,4,1,9,3,4,11,2,4,6,777
275,"PRA 0PA0  PURHANIYA MO JIRIKPUR",525,406,0,931,342,255,0,597,423,0,72,116,3,340,4,1,1,4,19,1,0,6,3,0,4,7,2,2,3,7,1,1,597
276,"PRA 0PA0  JIRIKPUR",723,547,0,1270,349,261,0,610,471,0,101,182,4,264,4,1,0,8,24,1,0,1,0,2,1,3,1,2,2,7,2,0,610
277,"PRA 0PA0  SAHWAJPUR",287,246,0,533,156,150,0,306,203,0,6,109,1,172,1,0,0,1,5,0,1,4,0,0,0,2,0,1,2,1,0,0,306
