"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
117,"PRA. VI. SUNHARA R. N. 1",315,290,0,605,229,167,0,396,396,0,6,236,50,89,2,0,1,0,0,0,2,0,2,0,1,0,0,2,0,1,0,0,0,0,0,2,2,0,0,396
118,"SHRI MAHATMA KAPILDEV IN. CO. ARHERA R. N. 1",753,560,0,1313,561,320,0,881,881,0,11,525,195,119,0,0,0,0,1,1,0,0,1,9,0,2,1,3,0,2,1,0,2,1,0,2,1,2,2,881
119,"PRA. VI. JAJAU R. N. 1",781,599,0,1380,517,384,0,901,901,0,17,448,121,265,0,0,2,3,2,0,2,1,1,5,4,1,1,4,1,9,2,0,1,4,0,0,3,1,3,901
120,"PRA. VI. JAJAU R. N. 2",521,408,0,929,331,241,0,572,572,0,4,464,50,21,0,0,1,0,1,0,1,1,0,3,6,2,0,2,1,1,1,0,4,0,0,2,4,0,3,572
121,"SHRI PYARE LAL SHASTRI U.M.V. JAJAU R. N. 1",394,322,0,716,249,168,0,417,417,0,8,271,56,53,0,0,0,0,0,0,0,1,2,6,4,3,0,1,4,0,0,0,4,1,1,1,0,1,0,417
122,"KISHAN INTER COLLEGE KORAI R. N. 1",546,455,0,1001,382,298,0,680,680,0,1,161,74,391,6,0,0,0,0,0,0,0,2,0,2,0,0,6,1,21,0,0,2,3,1,0,4,2,3,680
123,"KISHAN INTER COLLEGE KORAI R. N. 2",567,473,0,1040,364,216,0,580,580,0,4,252,137,151,1,0,1,2,0,0,0,1,2,4,2,5,0,7,1,3,0,1,1,1,2,1,1,0,0,580
124,"PRA. VI. NAGLA UMRAV R. N. 1",246,213,0,459,203,163,0,366,366,0,23,127,7,197,2,0,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,1,1,0,0,0,1,0,366
125,"PRA. VI. NAGLA KESRIYA R. N. 1",93,86,0,179,89,73,0,162,162,0,17,42,62,33,1,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,162
126,"PRA. VI. SINGARPUR R. N. 1",408,347,0,755,276,216,0,492,492,0,4,203,60,200,1,0,0,1,0,0,1,0,1,7,3,1,0,1,1,1,0,0,0,1,0,1,4,1,0,492
127,"PRA. VI. NAGLA KORAI R. N. 1",454,380,0,834,376,316,0,692,692,0,7,528,45,91,1,0,0,1,0,0,1,1,3,4,3,0,0,3,1,1,0,1,0,0,0,0,1,0,0,692
128,"PRA. VI. MALIKPUR R. N. 1",520,424,0,944,416,314,0,730,730,0,22,543,52,52,1,0,0,1,0,0,2,0,8,3,3,0,4,16,4,3,0,3,1,0,1,2,4,3,2,730
129,"PRA. VI. SANTHA R. N. 1",801,706,0,1507,521,415,0,936,936,0,10,303,389,187,2,0,1,2,0,0,0,0,3,7,1,6,0,6,6,0,0,1,1,0,2,1,2,2,4,936
130,"PRA. VI. NAGLA SAMANTA R. N. 1",111,98,0,209,70,66,0,136,136,0,0,42,44,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,136
131,"PRA. VI. TAJPUR NAGRIYA R. N. 1",460,397,0,857,327,218,0,545,545,0,3,425,62,42,0,0,0,1,0,0,2,0,1,2,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,545
132,"PRA. VI. TAJPUR R. N. 1",191,170,0,361,120,109,0,229,229,0,1,109,35,58,0,1,0,0,4,0,0,1,0,3,0,2,0,2,0,2,0,0,2,3,0,2,3,0,1,229
133,"PRA. VI. BAHRAWATI KHAS R. N. 1",169,144,0,313,138,100,0,238,238,0,10,138,40,30,1,0,0,0,0,0,0,1,0,3,2,2,0,3,0,0,0,0,4,2,0,1,1,0,0,238
134,"PRA. VI. NAYABANS R. N. 1",504,434,0,938,316,273,0,589,589,0,2,195,133,236,0,1,1,3,1,1,1,0,2,2,2,2,0,1,0,2,0,1,1,0,0,1,0,1,0,589
135,"PRA. VI. DOULTABAD R. N. 1",685,572,0,1257,490,377,0,867,867,0,4,464,94,231,3,1,1,0,0,1,0,0,3,4,5,3,2,16,0,11,1,0,3,8,0,4,1,4,3,867
136,"PRA. VI. BYARA R. N. 1",612,553,0,1165,411,304,0,715,715,0,10,517,116,30,2,0,1,4,1,1,2,1,3,6,6,4,2,1,1,1,0,0,1,1,0,1,1,2,0,715
137,"PU. MA. VI. BYARA R. N. 1",804,724,0,1528,561,481,0,1042,1000,0,8,450,117,390,3,19,1,2,2,1,2,2,3,2,3,4,0,7,1,4,1,0,3,5,2,1,1,3,5,1042
138,"PRA. VI. TURKIYA R. N. 1",317,288,0,605,237,198,0,435,435,0,26,372,3,21,2,0,0,1,0,0,1,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,2,0,0,435
139,"PRA. VI. KIRYA R. N. 1",358,309,0,667,249,206,0,455,455,0,5,89,205,139,0,0,0,2,0,0,1,0,1,2,1,0,0,0,2,1,1,0,0,1,0,1,2,1,1,455
140,"PRA. VI. GADI CHANDRAMAN R. N. 1",378,331,0,709,266,230,0,496,496,0,4,223,73,185,0,1,1,0,1,0,1,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,496
141,"PRA. VI. MADOULI R. N. 1",697,531,0,1228,421,308,0,729,729,0,6,443,41,199,0,0,1,5,0,0,1,1,0,4,4,2,1,4,3,3,0,3,1,1,1,0,1,2,2,729
142,"PRA. VI. JHAROTHI R. N. 1",416,357,0,773,352,299,0,651,651,0,49,495,74,15,0,0,0,1,0,0,0,1,0,1,0,1,2,10,1,0,0,0,0,0,0,1,0,0,0,651
143,"PRA. VI. SUROTHI R. N. 1",427,381,0,808,308,264,0,572,572,0,43,444,41,21,1,0,0,0,1,1,1,0,0,2,1,2,0,4,2,0,0,0,0,0,1,0,3,3,1,572
144,"SETH GIRDHARI LAL IN. CO. GOBRA R. N. 1",701,622,0,1323,556,402,0,958,958,0,11,702,23,142,1,0,1,4,1,3,0,1,3,15,8,6,3,5,3,3,0,0,3,4,2,3,5,2,4,958
145,"PRA. VI. BHADIRI R. N. 1",284,253,0,537,240,171,0,411,411,0,6,309,55,31,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,411
146,"PRA.VI. TRIPURI R. N. 1",128,117,0,245,111,90,0,201,201,0,6,141,9,29,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,2,1,1,0,1,3,201
147,"PRA. VI. HASELA R. N. 1",749,615,0,1364,495,354,0,849,849,0,8,447,154,202,1,0,0,3,0,0,0,0,2,7,4,3,1,2,2,3,1,1,1,0,1,0,1,4,1,849
148,"PRA. VI. HASELA R. N. 2",417,338,0,755,311,244,0,555,555,0,4,251,50,211,4,0,0,1,0,0,1,1,1,10,8,5,0,4,2,0,0,0,0,0,0,0,0,0,2,555
149,"PU. MA. VI. HASELA R. N. 1",434,367,0,801,228,169,0,397,397,0,8,289,22,59,1,0,0,3,1,0,2,1,0,1,3,0,0,2,1,1,0,0,1,0,0,0,1,1,0,397
150,"PRA. VI. GADIMA R. N. 1",809,628,0,1437,532,379,0,911,911,0,31,696,38,120,2,1,1,1,0,0,0,0,0,5,1,1,0,4,0,0,0,0,0,1,1,0,4,1,3,911
151,"PRA. VI. SANDHAN R. N. 1",713,599,0,1312,472,302,0,774,774,0,12,350,332,29,1,0,1,3,2,0,0,0,2,2,4,4,0,4,4,2,0,3,2,0,1,1,3,6,6,774
152,"PRA. VI. SANDHAN R. N. 2",547,484,0,1031,320,238,0,558,558,0,8,174,298,49,2,0,0,1,0,0,5,2,1,3,3,1,0,1,0,0,0,0,0,1,1,2,1,0,5,558
153,"PU. MA. VI. SANDHAN R. N. 1",515,366,0,881,278,183,0,461,461,0,1,87,262,82,1,0,0,1,0,0,2,1,1,4,0,3,0,1,4,1,0,1,2,1,0,2,3,1,0,461
154,"PU. MA. VI. SANDHAN R. N. 2",663,567,0,1230,471,335,0,806,806,0,1,84,617,74,0,1,0,1,0,1,0,0,4,3,0,11,0,1,1,3,0,0,0,1,0,1,0,1,1,806
155,"PU. MA. VI. SANDHAN R. N. 3",440,384,0,824,302,220,0,522,522,0,3,22,468,13,0,0,0,0,0,0,1,0,1,5,0,3,0,0,0,0,0,0,0,1,0,0,1,3,1,522
156,"PRA. VI. KHEDASANDHAN R. N. 1",632,557,0,1189,453,353,0,806,806,0,4,513,161,92,1,0,0,3,1,1,0,0,0,8,2,4,1,5,2,1,1,2,0,1,1,1,1,0,0,806
157,"PRA. VI. FATEHPURA R. N. 1",687,492,0,1179,425,218,0,643,643,0,11,452,102,11,4,0,0,7,0,0,0,2,2,10,4,7,0,7,4,2,0,0,1,2,0,1,7,3,4,643
158,"PRA. VI. BASAIY RAJPOOT R. N. 1",462,378,0,840,324,220,0,544,544,0,3,295,223,9,0,0,0,2,0,1,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,3,1,544
159,"PRA. VI. MANGROL JAAT R. N. 1",819,666,0,1485,492,337,0,829,829,0,19,731,39,25,0,0,1,2,0,0,0,0,1,2,2,3,0,2,1,0,0,0,1,0,0,0,0,0,0,829
160,"PRA. VI. MANGROL JAAT R. N. 2",606,454,0,1060,442,298,0,740,740,0,5,80,14,607,1,0,1,2,1,0,2,0,6,3,0,3,0,0,1,4,0,0,1,3,0,0,3,0,3,740
161,"PRA. VI. ARRUA KHAS R. N. 1",601,496,0,1097,415,334,0,749,749,0,3,260,84,371,2,0,1,1,1,0,0,1,6,3,3,0,0,1,0,1,0,0,3,0,1,1,3,1,2,749
162,"PRA. VI. ARRUA KHAS R. N. 2",321,279,0,600,228,163,0,391,391,0,3,250,47,76,0,1,0,1,0,0,1,1,0,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,391
163,"PRA. VI. NAGLA ARRUA R. N. 1",721,629,0,1350,517,404,0,921,921,0,3,583,109,180,3,0,0,0,0,1,2,1,8,5,4,1,0,7,1,1,1,0,0,1,0,4,1,1,4,921
164,"PRA. VI. ARDAYA R. N. 1",543,451,0,994,419,367,0,786,786,0,15,532,3,224,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,3,0,0,0,0,0,0,1,0,2,786
165,"PRA. VI. ARDAYA R. N. 2",340,311,0,651,273,236,0,509,509,0,13,101,25,353,2,0,0,1,1,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,1,1,2,1,0,509
166,"PRA. VI. ARDAYA R. N. 3",502,442,0,944,414,356,0,770,770,0,67,678,12,1,1,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,770
167,"PRA. VI. ARDAYA R. N. 4",568,488,0,1056,450,352,0,802,802,0,21,338,12,407,2,0,1,0,0,0,0,0,1,0,1,7,0,1,1,2,1,0,0,2,2,0,2,0,1,802
168,"PRA. VI. NAGLA BAHRAWATI R. N. 1",620,576,0,1196,474,404,0,878,878,0,37,499,42,280,0,0,0,0,0,0,1,0,1,3,8,2,1,0,0,0,0,0,0,1,0,0,1,1,1,878
169,"PRA. VI. NINWAYA R. N. 1",612,529,0,1141,419,283,0,702,702,0,25,476,5,162,0,0,0,3,1,0,0,1,1,3,4,1,0,3,1,1,0,1,3,2,1,1,1,3,3,702
170,"PU. MA. VI. PURAMANA R. N. 1",706,581,0,1287,550,426,0,976,976,0,21,772,26,132,1,1,0,1,0,0,0,0,3,5,6,1,0,1,0,0,0,0,1,1,0,2,1,1,0,976
171,"PU. MA. VI. PURAMANA R. N. 2",408,316,0,724,314,212,0,526,526,0,1,47,23,442,1,0,0,0,0,0,0,1,2,0,1,4,0,1,0,1,0,0,0,0,1,1,0,0,0,526
172,"PRA. VI. NAGLA TODU (PURAMANA) R. N. 1",115,69,0,184,90,53,0,143,143,0,2,39,1,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
173,"PRA. VI. DHANOLI R. N. 1",656,571,0,1227,547,409,0,956,956,0,5,339,12,539,6,0,0,0,2,1,0,1,2,5,8,5,3,4,1,8,5,0,1,1,0,0,4,1,3,956
174,"PRA. VI. KIRAOLI R. N. 1",569,440,0,1009,351,210,0,561,561,0,25,371,104,42,0,0,0,2,0,0,1,0,1,1,2,1,3,0,2,0,0,0,0,0,0,1,1,1,3,561
175,"PRA. VI. KIRAOLI R. N. 2",420,396,0,816,259,191,0,450,450,0,17,242,110,50,1,1,0,1,0,1,1,0,3,1,0,3,0,2,6,0,0,0,0,1,2,1,3,0,4,450
176,"PRA. VI. KIRAOLI R. N. 3",786,629,0,1415,456,301,0,757,757,0,31,350,160,180,0,0,0,0,0,0,0,1,2,3,2,1,1,7,0,5,2,1,1,2,0,1,2,2,3,757
177,"PRA. VI. KIRAOLI R. N. 4",583,497,0,1080,339,249,0,588,588,0,8,344,87,121,0,0,0,0,1,0,2,1,2,2,3,2,1,1,0,3,0,1,2,2,0,1,4,0,0,588
178,"KANYA PU. MA. VI. KIRAOLI R. N. 1",616,506,0,1122,422,275,0,697,697,0,30,257,321,59,1,0,0,0,0,0,1,0,2,3,6,4,0,0,0,1,1,0,0,0,2,0,3,0,6,697
179,"KANYA PU. MA. VI. KIRAOLI R. N. 2",563,444,0,1007,261,311,0,572,572,0,27,104,348,70,2,2,0,0,0,1,1,1,2,2,1,2,1,0,3,0,0,0,0,1,0,0,1,2,1,572
180,"KANYA PU. MA. VI. KIRAOLI R. N. 3",681,503,0,1184,441,237,0,678,678,0,27,113,424,56,2,1,1,0,0,0,0,0,1,8,3,2,0,3,8,2,2,1,5,3,5,1,4,3,3,678
181,"KANYA PU. MA. VI. KIRAOLI R. N. 4",536,410,0,946,303,182,0,485,485,0,14,162,219,52,1,0,1,1,0,0,2,1,0,5,4,6,0,2,2,4,0,0,0,3,1,1,3,0,1,485
182,"PRA. VI. ABHUAPURA R. N. 1",466,365,0,831,276,186,0,462,462,0,37,188,16,189,4,0,0,3,0,0,1,1,2,1,2,3,0,2,1,1,0,0,1,3,1,2,1,0,3,462
183,"PRA. VI. ABHUAPURA R. N. 2",422,327,0,749,282,188,0,470,470,0,75,337,27,16,0,0,0,2,0,1,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,470
184,"PRA. VI. ABHUAPURA R. N. 3",497,352,0,849,285,166,0,451,451,0,61,303,38,34,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,1,0,1,1,3,451
185,"PRA. VI. ABHUAPURA R. N. 4",509,372,0,881,288,193,0,481,481,0,63,345,45,15,0,0,0,1,0,0,1,0,2,3,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,481
186,"GANDHI SMARAK KISAN IN. CO. KIRAOLI R. N. 1",649,484,0,1133,332,191,0,523,523,0,24,153,24,300,3,1,1,0,1,0,1,0,2,2,1,2,1,0,1,1,0,0,1,0,0,3,1,0,0,523
187,"GANDHI SMARAK KISAN IN. CO. KIRAOLI R. N. 2",774,572,0,1346,485,291,0,776,776,0,59,346,29,323,4,1,0,0,0,0,0,2,1,3,2,0,0,0,1,2,0,0,0,2,1,0,0,0,0,776
188,"GANDHI SMARAK KISAN IN. CO. KIRAOLI R. N. 3",593,473,0,1066,362,229,0,591,591,0,46,260,64,193,1,1,1,1,0,0,1,1,2,3,2,1,0,1,3,0,0,1,0,0,1,2,1,1,4,591
189,"PRA. VI. ABHAIDONPURA R. N. 1",434,346,0,780,318,175,0,493,493,0,102,288,52,18,1,0,1,2,1,0,5,1,1,5,1,1,2,2,1,0,0,0,0,2,0,1,4,1,1,493
190,"PRA. VI. ABHAIDONPURA R. N. 2",579,472,0,1051,375,274,0,649,649,0,85,324,79,113,1,0,0,0,2,0,0,0,0,2,1,0,3,5,13,3,1,4,2,2,1,2,2,1,3,649
191,"PRA. VI. ABHAIDONPURA R. N. 3",526,396,0,922,362,249,0,611,611,0,54,162,34,342,4,0,1,2,0,0,0,1,0,1,1,2,0,0,0,3,0,0,0,2,1,0,0,0,1,611
192,"PRA. VI. VIDHYAPUR R. N. 1",434,373,0,807,341,263,0,604,604,0,18,138,157,257,1,0,0,1,0,0,9,1,5,1,2,3,1,3,0,2,0,1,1,0,0,0,1,1,1,604
193,"PRA. VI. BHARANGARPUR R. N. 1",243,210,0,453,188,168,0,356,356,0,0,1,2,345,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,356
194,"PRA. VI. KHEDAVAKANDA R. N. 1",546,419,0,965,402,280,0,682,682,0,11,250,49,343,2,1,0,3,0,0,3,0,0,3,3,2,0,0,0,5,0,0,1,0,1,2,0,3,0,682
195,"PRA. VI. BAKANDAKHAS R. N. 1",418,325,0,743,309,200,0,509,509,0,12,392,76,11,0,0,0,0,0,0,0,0,5,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,3,509
196,"PRA. VI. GUDA R. N. 1",232,196,0,428,183,138,0,321,321,0,4,148,39,114,1,1,1,0,1,0,0,2,1,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,2,321
197,"PRA. VI. SARSA R. N. 1",580,497,0,1077,413,339,0,752,752,0,11,410,173,131,0,0,0,1,1,0,0,0,2,3,0,0,0,6,1,8,0,0,1,1,0,0,2,1,0,752
198,"PRA. VI. SARSA R. N. 2",430,369,0,799,284,237,0,521,521,0,13,347,112,18,1,1,0,1,1,0,1,0,1,6,6,2,1,3,0,0,0,1,1,1,1,0,2,0,1,521
199,"PRA. VI. ROJHOLI R. N. 1",630,483,0,1113,409,270,0,679,679,0,145,317,96,103,2,0,0,0,0,0,0,0,0,2,5,1,0,1,1,1,0,1,0,0,1,0,1,1,1,679
200,"PRA. VI. ROJHOLI R. N. 2",531,403,0,934,366,226,0,592,592,0,37,442,55,42,1,0,0,1,0,0,0,1,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,592
201,"PU. MA. VI. BAIMAN R. N. 1",729,568,0,1297,419,286,0,705,705,0,234,311,123,10,0,1,1,1,0,1,0,0,0,3,3,6,3,1,2,1,1,0,1,0,1,1,0,0,0,705
202,"PU. MA. VI. BAIMAN R. N. 2",594,520,0,1114,366,318,0,684,684,0,81,202,107,263,3,0,0,1,0,1,2,1,0,2,6,3,2,0,0,1,0,1,2,1,0,2,2,0,1,684
203,"PRA. VI. TIKRI R. N. 1",419,330,0,749,306,245,0,551,551,0,3,304,215,11,0,0,1,2,0,0,0,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,2,1,0,551
204,"PRA. VI. TIKRI R. N. 2",439,364,0,803,307,251,0,558,558,0,2,176,40,315,1,1,0,0,1,0,1,1,3,5,5,0,1,0,0,2,0,0,0,0,0,0,1,2,1,558
205,"PRA. VI. DORAUTHA R. N. 1",384,329,0,713,277,224,0,501,501,0,59,262,121,32,1,0,0,1,0,0,2,1,1,3,3,1,3,2,0,0,0,0,1,2,0,3,0,3,0,501
206,"PRA. VI. DORAUTHA R. N. 2",408,373,0,781,320,253,0,573,573,0,1,88,340,131,0,0,0,6,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,573
207,"PRA. VI. NAGLA PARAMSUKH R. N. 1",201,197,0,398,188,191,0,379,379,0,0,24,333,14,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,379
208,"PRA. VI. BAGHA R. N. 1",698,518,0,1216,456,292,0,748,748,0,58,522,74,52,1,0,0,0,1,1,1,1,5,8,4,3,0,3,2,1,1,0,1,1,1,3,2,1,1,748
209,"PRA. VI. BAHA R. N. 1",410,320,0,730,302,272,0,574,574,0,23,322,29,186,0,1,1,0,0,0,1,0,2,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,574
210,"PRA. VI. BAHA R. N. 2",620,487,0,1107,437,349,0,786,786,0,140,470,61,89,0,0,0,0,1,0,1,0,5,7,2,2,2,3,2,0,0,0,0,0,0,0,0,1,0,786
211,"PRA. VI. BANPUR SECOND R. N. 1",142,123,0,265,125,106,0,231,231,0,1,220,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
212,"PRA. VI. BANPUR FIRST STHIT GRAM NAGLA HIRAMAN",392,357,0,749,284,254,0,538,538,0,7,213,118,189,2,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,538
213,"PRA. VI. NARAUL R. N. 1",469,384,0,853,288,251,0,539,539,0,9,176,125,211,0,0,0,0,1,0,2,1,3,0,0,1,0,1,1,3,0,0,2,1,1,0,1,0,0,539
214,"PRA. VI. IKRAMNAGAR R. N. 1",733,632,0,1365,464,404,0,868,868,0,101,404,155,192,1,0,0,0,0,0,0,0,0,1,3,2,0,1,1,1,0,1,1,1,0,2,1,0,0,868
215,"PRA. VI. BASAIRI CHAHAR R. N. 1",708,528,0,1236,435,298,0,733,733,0,135,361,141,51,2,0,1,2,0,3,0,1,4,7,11,4,1,1,2,1,0,0,0,1,1,1,1,0,1,733
216,"PRA. VI. BASAIRI CHAHAR R. N. 2",164,127,0,291,104,85,0,189,189,0,9,89,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,189
217,"PRA. VI. LORIYA R. N. 1",483,431,0,914,331,260,0,591,591,0,171,310,47,38,1,0,0,2,0,0,0,0,0,2,7,4,1,1,0,2,0,0,0,0,0,2,1,2,0,591
218,"GANDI SMARAK IN. CO. JAINGARA R. N. 1",833,680,0,1513,490,375,0,865,865,0,60,418,63,273,2,1,1,1,0,0,2,0,7,1,9,5,2,4,1,2,2,1,1,2,1,0,2,2,2,865
219,"GANDI SMARAK IN. CO. JAINGARA R. N. 2",331,268,0,599,189,129,0,318,318,0,32,151,36,91,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,318
220,"PRA. VI. MASELYA R. N. 1",410,332,0,742,264,200,0,464,464,0,140,271,15,27,0,0,0,1,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,464
221,"PRA. VI. SALEMABAD R. N. 1",522,445,0,967,322,259,0,581,581,0,86,321,75,81,3,0,0,1,0,0,1,0,2,2,4,0,0,1,1,1,0,0,0,0,0,0,1,1,0,581
222,"PRA. VI. JINDPURA R. N. 1",750,588,0,1338,509,376,0,885,885,0,80,451,48,254,1,0,0,0,0,0,0,3,5,5,11,4,1,5,0,3,0,0,2,2,2,3,2,1,2,885
223,"PRA. VI. CHAINKORA R. N. 1",621,524,0,1145,405,313,0,718,718,0,115,428,22,120,2,1,1,4,0,0,1,1,1,3,9,3,0,1,0,0,0,0,1,0,1,0,2,0,2,718
224,"PRA. VI. BAMANPURA R. N. 1",396,313,0,709,265,189,0,454,454,0,166,136,4,123,2,1,1,2,0,0,2,1,1,2,3,1,2,0,0,1,1,1,1,0,2,0,1,0,0,454
225,"PRA. VI. GOPAU R. N. 1",442,353,0,795,351,262,0,613,613,0,1,236,19,325,2,0,0,3,1,2,0,1,3,3,4,1,0,2,0,1,0,0,0,0,1,2,3,1,2,613
226,"PRA. VI. GOPAU R. N. 2",433,365,0,798,313,234,0,547,547,0,5,337,117,75,2,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,1,0,1,1,1,547
227,"PRA. VI. GOPAU R. N. 3",269,233,0,502,183,127,0,310,310,0,3,244,32,15,0,1,0,0,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,1,0,2,4,0,1,310
228,"PRA. VI. NAGLA MANSA R. N. 1",275,220,0,495,194,130,0,324,324,0,2,231,50,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,324
229,"PRA. VI. NAGLA KHUSHIYALI R. N. 1",490,420,0,910,412,323,0,735,735,0,1,715,9,1,0,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,735
230,"PRA. VI. NAGLA LALDAS R. N. 1",498,455,0,953,348,226,0,574,574,0,28,307,59,131,2,0,0,2,0,0,7,0,2,2,6,6,2,0,0,0,2,0,0,4,2,3,1,2,6,574
231,"PRA. VI. NAGLA LALDAS R. N. 2",562,487,0,1049,375,300,0,675,675,0,29,476,40,78,2,0,0,4,2,0,2,3,3,5,10,5,0,4,0,1,0,0,1,2,0,2,1,0,5,675
232,"PRA. VI. NAGLA LALDAS R. N. 3",642,588,0,1230,486,375,0,861,861,0,5,376,247,184,1,0,0,1,1,1,19,2,2,3,1,2,0,3,0,2,0,0,2,0,0,1,4,2,2,861
233,"PRA. VI. RAYBHA R. N. 1",357,323,0,680,249,147,0,396,396,0,8,283,82,14,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,396
234,"PRA. VI. RAYBHA R. N. 2",793,709,0,1502,538,416,0,954,954,0,5,593,223,98,1,0,0,1,2,0,0,0,0,4,5,5,2,3,3,1,1,1,1,0,1,2,0,1,1,954
235,"PU. MA. VI. RAYBHA R. N. 1",386,366,0,752,229,164,0,393,393,0,9,255,35,63,1,0,1,2,1,1,0,0,1,4,4,2,0,0,2,1,0,0,2,1,4,0,3,1,0,393
236,"PU. MA. VI. RAYBHA R. N. 2",509,425,0,934,337,234,0,571,571,0,15,326,69,122,0,1,0,4,0,0,1,1,4,1,9,4,0,0,1,0,0,1,1,2,1,0,2,3,3,571
237,"PU. MA. VI. RAYBHA R. N. 3",446,376,0,822,245,170,0,415,415,0,11,259,17,103,1,0,0,0,1,0,0,2,1,0,1,5,0,2,0,3,0,0,1,0,2,1,3,0,2,415
238,"PU. MA. VI. RAYBHA R. N. 4",433,368,0,801,279,183,0,462,462,0,12,203,85,115,3,0,0,0,0,1,2,0,15,1,1,3,0,1,3,2,0,1,2,3,5,1,0,1,2,462
239,"PRA. VI. NAGLA POORANA R. N. 1",206,196,0,402,178,166,0,344,344,0,4,240,78,2,0,0,0,3,0,0,0,0,3,1,0,3,0,1,4,0,0,0,0,0,0,1,1,0,3,344
240,"PU. MA. VI. SAHTA R. N. 1",386,344,0,730,265,208,0,473,473,0,4,260,80,75,1,0,0,1,1,0,34,1,1,1,3,1,0,3,1,2,1,0,1,0,0,0,1,0,1,473
241,"PRA. VI. RASULPUR SADAR R. N. 1",302,237,0,539,238,180,0,418,418,0,18,245,116,12,1,0,0,0,1,0,3,1,2,5,3,1,1,1,1,1,0,1,0,0,0,0,2,0,3,418
242,"PRA. VI. THAPI R. N. 1",210,208,0,418,175,172,0,347,347,0,1,273,8,36,1,1,0,0,0,0,0,0,0,1,5,1,1,7,0,0,0,0,2,1,0,0,4,3,2,347
