"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
181,"P.S.BHANDRI R.N.2",474,376,0,850,388,192,0,580,445,0,385,1,5,181,1,0,0,1,1,0,0,0,0,0,2,3,580
182,"P.S. JAHANGIRPUR",462,344,0,806,406,301,0,707,279,0,689,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,707
183,"P.S.AAMUR NAGLA JEEWEN R.N.1",528,450,0,978,390,288,0,678,339,0,275,3,194,183,1,0,1,0,0,1,9,0,4,0,3,4,678
184,"P.S.AAMUR NAGLA JEEWEN R.N.2",499,408,0,907,391,280,0,671,223,0,600,1,23,35,1,0,0,0,0,1,4,1,0,1,1,3,671
185,"P.S.SHAYAM NAGAR",199,167,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,P.S.AHAMADPUR,480,423,0,903,321,272,0,593,575,0,237,3,84,252,2,0,2,1,1,1,1,0,1,0,2,6,593
187,"P.S.UMARI R.N.1",530,393,0,923,372,237,0,609,570,0,147,7,65,372,3,0,2,2,0,1,0,0,4,0,1,5,609
188,"P.S.UMARI R.N.2",403,342,0,745,273,193,0,466,389,0,61,2,112,274,3,1,1,0,0,1,0,2,3,1,2,3,466
189,"P.S.MALAHPUR SAHJAHAN PUR",648,537,0,1185,416,361,0,777,132,0,380,3,103,269,5,1,1,0,0,0,0,1,3,3,4,4,777
190,"J.H.S.SARAY BHARTHRA R.N.1",473,403,0,876,421,309,0,730,346,0,549,4,60,106,2,0,0,0,0,0,0,0,2,0,3,4,730
191,"J.H.S.SARAY BHARTHRA R.N.2",663,564,0,1227,519,383,0,902,901,0,486,9,48,337,5,0,1,0,0,0,1,0,11,0,1,3,902
192,"P.S. SARAY BHARTHARA",719,500,0,1219,538,313,0,851,807,0,394,3,107,328,5,1,1,0,0,0,0,3,5,1,1,2,851
193,"P.S.NAGLA MADARI",362,269,0,631,243,177,0,420,91,0,54,0,350,13,0,0,0,1,0,0,0,0,0,2,0,0,420
194,P.S.ASHWAI,408,359,0,767,310,208,0,518,159,0,108,1,62,340,1,1,1,0,0,0,0,1,0,0,1,2,518
195,P.S.DHARMAI,532,440,0,972,392,307,0,699,78,0,178,0,241,252,9,0,0,0,2,1,2,0,3,3,0,8,699
196,"P.S.SHARAI HAIWATPUR",373,330,0,703,284,245,0,529,492,0,187,3,13,319,0,1,0,0,0,0,0,0,1,1,2,2,529
197,P.S.KABIRPUR,401,346,0,747,298,276,0,574,81,0,286,2,6,269,2,0,0,1,0,0,0,1,4,1,1,1,574
198,P.S.KITHAUT,403,321,0,724,286,211,0,497,318,0,41,0,132,311,3,0,0,0,0,0,1,1,1,5,1,1,497
199,"P.S NAGLA BUDHUA",226,220,0,446,204,191,0,395,95,0,92,0,5,292,2,0,0,0,0,0,0,3,0,0,0,1,395
200,"P.S.SARAI LUKMAAN",263,196,0,459,169,143,0,312,267,0,127,1,8,159,3,1,1,0,0,0,0,1,7,1,1,2,312
201,P.S.SAINAWALI,647,571,0,1218,445,333,0,778,750,0,196,6,137,422,4,0,1,0,0,0,1,1,2,5,1,2,778
202,"P.S.MHAIBULLAPUR KAIRAWALI",454,369,0,823,292,224,0,516,516,0,237,1,11,259,0,0,0,1,0,1,0,1,0,0,3,2,516
203,"JANSHAKTI J.H.S.KARHARA R.N.1",428,360,0,788,245,160,0,405,328,0,109,2,13,276,0,0,0,0,1,0,0,0,0,0,0,4,405
204,"JANSHAKTI J.H.S.KARHARA R.N.2",712,576,0,1288,457,336,0,793,584,0,195,2,132,445,3,0,3,2,0,0,0,2,3,1,3,2,793
205,"P.S.NAGLA KHUSHALI",384,309,0,693,218,162,0,380,378,0,78,2,41,246,5,1,0,0,0,0,0,0,1,1,2,3,380
206,"P.S.KISHRAAW R.N.1",673,542,0,1215,518,427,0,945,944,0,838,2,71,28,0,1,1,3,0,0,0,0,0,0,0,1,945
207,"P.S.KISHRAAW R.N.2",398,306,0,704,358,237,0,595,329,0,400,2,132,46,1,0,0,10,0,0,0,0,0,0,1,3,595
208,"P.S.NAGLA BHAJORI",256,205,0,461,224,176,0,400,385,0,16,2,377,2,0,0,0,0,0,0,0,0,0,0,1,2,400
209,"K.I.C.SIRSAGANJ R.N.1",563,448,0,1011,336,228,0,564,392,0,283,9,65,193,3,0,0,6,0,0,0,0,0,1,1,3,564
210,"K.I.C.SIRSAGANJ R.N.2",608,538,0,1146,384,283,0,667,660,0,110,7,435,106,0,0,0,0,0,0,0,0,1,2,2,4,667
211,"K.I.C.SIRSAGANJ R.N.3",679,591,0,1270,385,275,0,660,650,0,122,1,19,497,2,0,2,5,2,0,3,1,3,0,1,2,660
212,"K.I.C.SIRSAGANJ R.N.4",532,417,0,949,346,223,0,569,400,0,317,9,0,237,2,0,1,0,0,0,0,0,0,0,0,3,569
213,"K.I.C.SIRSAGANJ R.N.5",498,432,0,930,366,202,0,568,562,0,131,7,9,411,2,0,0,4,0,0,3,0,1,0,0,0,568
214,"K.I.C.SIRSAGANJ R.N. 6",561,461,0,1022,317,252,0,569,447,0,128,1,2,425,2,1,0,0,0,0,1,0,2,0,3,4,569
215,"K.I.C.SIRSAGANJ R.N. 7",644,547,0,1191,285,365,0,650,556,0,170,5,11,452,1,0,1,7,0,0,2,0,0,0,1,0,650
216,"K.I.C.SIRSAGANJ R.N. 8",683,613,0,1296,350,283,0,633,569,0,195,1,6,413,1,2,0,6,2,0,1,2,1,0,0,3,633
217,"K.I.C.SIRSAGANJ R.N. 9",609,540,0,1149,380,291,0,671,543,0,187,9,7,446,6,1,1,1,1,0,4,1,1,0,2,4,671
218,"K.I.C.SIRSAGANJ R.N.10",623,575,0,1198,358,274,0,632,594,0,96,4,66,447,2,0,2,0,1,0,6,0,0,0,2,6,632
219,"K.I.C.SIRSAGANJ R.N.11",425,377,0,802,215,181,0,396,395,0,92,8,15,273,0,0,1,0,0,0,0,2,3,0,0,2,396
220,"K.I.C.SIRSAGANJ R.N.13",406,382,0,788,191,167,0,358,302,0,62,2,23,263,2,0,0,1,1,0,1,0,0,0,0,3,358
221,"K.I.C.SIRSAGANJ R.N.12",616,554,0,1170,395,313,0,708,262,0,193,7,13,483,2,1,0,3,0,0,1,1,0,0,1,3,708
222,"M.D.JAIN I.C.SIRSAGANJ R.N.1",504,476,0,980,333,259,0,592,50,0,137,7,4,438,0,0,1,3,0,0,0,0,1,0,1,0,592
223,"M.D.JAIN I.C.SIRSAGANJ R.N.2",499,400,0,899,399,267,0,666,458,0,236,5,2,415,2,0,0,5,0,0,0,0,0,0,1,0,666
224,"M.D.JAIN I.C.SIRSAGANJ R.N.3",523,460,0,983,322,289,0,611,604,0,147,10,19,410,8,3,1,3,2,0,2,0,1,0,2,3,611
225,"M.D.JAIN I.C.SIRSAGANJ R.N.4",654,586,0,1240,429,371,0,800,800,0,290,7,17,472,4,0,2,4,0,0,2,0,1,0,1,0,800
226,"M.D.JAIN I.C.SIRSAGANJ R.N.5",495,407,0,902,343,241,0,584,582,0,110,3,4,454,0,0,0,12,1,0,0,0,0,0,0,0,584
227,G.I.C.SIRSAGANJ.R.N.1,781,632,0,1413,531,367,0,898,892,0,230,10,231,396,11,2,3,0,0,1,0,1,3,1,4,5,898
228,G.I.C.SIRSAGANJ.R.N.2,519,399,0,918,326,254,0,580,578,0,218,8,212,128,0,2,0,2,0,1,0,0,2,0,4,3,580
229,"P.S.NAGLA BHUPAL",773,645,0,1418,597,435,0,1032,1032,0,924,5,47,37,1,0,0,2,0,0,0,0,0,3,2,11,1032
230,"P.S.AFJALPUR EMALIA",290,225,0,515,253,187,0,440,82,0,329,3,24,81,0,0,0,0,0,0,1,0,0,0,1,1,440
231,P.S.JAGMUDI,274,251,0,525,214,174,0,388,50,0,90,0,99,194,3,0,0,1,0,0,1,0,0,0,0,0,388
232,"P.S.NAGLA KOTHI R.N.1",199,174,0,373,137,113,0,250,236,0,115,3,119,9,0,0,0,2,0,0,0,0,0,1,0,1,250
233,"P.S.NAGLA KOTHI R.N.2",400,338,0,738,266,214,0,480,403,0,82,1,21,357,3,0,0,3,0,2,6,0,0,1,1,3,480
234,"P.S.NAGLA MURALIKHEDA",278,181,0,459,249,133,0,382,344,0,285,1,5,89,0,0,0,0,0,0,0,1,0,0,0,1,382
235,"P.S. SIRSA KHAS R.N.1",735,608,0,1343,402,374,0,776,504,0,578,13,13,150,0,0,2,3,2,2,0,1,2,0,1,9,776
236,"P.S. SIRSA KHAS R.N.2",718,590,0,1308,432,311,0,743,614,0,364,13,9,312,4,3,2,4,0,1,8,1,5,3,5,9,743
237,"J.H.S. NAGLA FAUJI",464,355,0,819,335,216,0,551,400,0,388,6,26,122,1,0,0,0,0,0,4,0,1,0,1,2,551
238,"P.S. NAGLA MADHEY R.N.2",449,342,0,791,321,226,0,547,140,0,78,3,325,136,0,0,0,2,0,0,0,0,1,1,1,0,547
239,"ADARSH GURUKUL VIDHYALAY BHAWLI",623,585,0,1208,467,373,0,840,810,0,409,3,16,392,5,2,2,1,1,0,0,2,0,2,2,3,840
240,"J.H.S. SIGEMAI R.N.1",567,454,0,1021,396,277,0,673,478,0,252,4,71,326,1,0,0,2,0,0,3,0,2,4,2,6,673
241,"J.H.S. SIGEMAI R.N.2",647,558,0,1205,438,358,0,796,718,0,196,5,53,521,0,2,2,0,1,0,2,0,4,2,4,4,796
242,"P.S. LUDHAWALI",319,296,0,615,290,255,0,545,525,0,197,1,8,334,2,0,1,0,0,0,0,0,1,0,1,0,545
243,"P.S. SARAI MURLIDHAR",344,318,0,662,326,254,0,580,500,0,390,3,41,137,1,1,1,0,0,0,1,0,0,0,1,4,580
244,"P.S. SENDALPUR",632,461,0,1093,406,350,0,756,756,0,532,2,13,201,2,1,0,0,0,0,0,0,0,0,1,4,756
245,"J.H.S. KHORHAI",555,465,0,1020,519,392,0,911,195,0,807,3,19,73,0,0,1,1,1,0,0,0,0,2,1,3,911
246,"P.S. NAGLA PREMSINGH",187,160,0,347,169,135,0,304,288,0,292,0,5,4,0,0,0,1,0,0,0,0,0,0,0,2,304
247,"P.S. SARAKH",665,562,0,1227,506,396,0,902,17,0,350,8,77,429,4,1,2,1,0,0,1,3,5,4,7,10,902
248,"P.S. NAGLA BAG",327,307,0,634,297,239,0,536,222,0,460,2,3,45,0,0,0,15,0,0,0,3,0,0,4,4,536
249,"J.H.S. NAGLA ATIYA",535,428,0,963,502,346,0,848,238,0,790,0,7,46,2,0,0,0,0,0,0,0,0,0,1,2,848
250,"P.S. SOTHRA R.N.1",568,478,0,1046,351,241,0,592,567,0,65,3,36,472,1,0,1,0,0,0,1,3,1,1,1,7,592
251,"P.S. SOTHRA R.N.2",645,549,0,1194,435,330,0,765,752,0,260,4,28,453,2,1,0,1,0,1,9,0,0,2,2,2,765
252,"P.S. DARIGAPUR BHAROL",529,419,0,948,464,360,0,824,819,0,755,2,1,63,2,1,0,0,0,0,0,0,0,0,0,0,824
253,"P.S. AKBARPUR SARAI",412,360,0,772,336,216,0,552,462,0,357,2,104,66,1,0,1,17,0,0,0,0,0,0,0,4,552
254,"P.S. GURAIYA SOYALPUR",650,544,0,1194,435,310,0,745,386,0,278,1,14,438,1,1,0,4,0,1,0,2,4,0,1,0,745
255,"P.S. LADHUPURA",477,377,0,854,347,237,0,584,583,0,83,3,10,478,2,0,0,1,0,0,0,1,0,1,3,2,584
256,"P.S. ATAPUR",185,166,0,351,136,112,0,248,224,0,53,1,4,189,0,0,0,0,0,0,0,0,0,0,0,1,248
257,"P.S. BAHADURPUR",514,394,0,908,402,247,0,649,583,0,268,4,106,257,4,1,2,0,0,0,2,0,2,0,1,2,649
258,"P.S. PURA",443,360,0,803,375,263,0,638,510,0,221,2,4,399,3,1,1,0,0,2,0,0,2,0,2,1,638
259,"P.S. KARIKHERHA",471,424,0,895,400,303,0,703,420,0,301,7,48,329,4,1,1,1,0,0,0,1,2,2,1,5,703
260,"P.S. NAGLA KHANDARI",491,422,0,913,410,308,0,718,642,0,479,3,7,226,2,0,0,0,0,0,0,0,0,1,0,0,718
261,"P.S. SHEKHUPUR",364,266,0,630,296,188,0,484,159,0,78,2,61,334,1,1,1,1,0,0,1,0,0,1,2,1,484
262,"P.S. DHAKPURA",308,268,0,576,222,164,0,386,325,0,164,1,1,212,5,0,0,0,0,1,0,0,1,0,0,1,386
263,"P.S. FAKKARPUR",210,193,0,403,190,150,0,340,303,0,215,1,0,120,0,1,1,1,0,0,0,0,0,0,0,1,340
264,"P.S. GHURHIYA TIKUR",541,422,0,963,323,249,0,572,310,0,190,6,51,305,0,2,0,0,1,0,1,3,2,3,3,5,572
265,"J.H.SCHOOL.UKHRAND R.N.1",565,388,0,953,300,198,0,498,277,0,209,4,8,259,2,0,1,1,0,0,1,0,3,1,5,4,498
266,"J.H.SCHOOL.UKHRAND R.N.2",723,547,0,1270,429,312,0,741,678,0,176,7,184,357,3,0,0,0,1,1,1,3,2,1,2,3,741
267,"J.H.SCHOOL.NAGLA HIMAU",237,234,0,471,237,209,0,446,5,0,436,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,446
268,P.S.TONDSHI,411,338,0,749,359,262,0,621,616,0,354,6,1,251,0,0,1,0,0,1,0,0,3,1,2,1,621
269,"PANCHAYATGHAR N.WALI",366,302,0,668,203,189,0,392,278,0,39,2,14,318,8,1,1,1,0,0,1,1,3,0,1,2,392
270,"P.S.AARON KHURDA",673,548,0,1221,634,447,0,1081,35,0,885,3,52,127,4,1,0,0,0,0,1,0,1,2,1,4,1081
271,P.S.RUDHEMAI,407,342,0,749,267,239,0,506,357,0,27,4,185,270,3,1,2,0,0,2,2,2,3,2,1,2,506
272,"P.S.NAGLA HARBANSH",180,145,0,325,153,113,0,266,142,0,78,1,0,180,1,0,1,0,0,1,0,0,1,0,2,1,266
273,"P.S.NAGLA BALLA",348,279,0,627,325,179,0,504,24,0,473,3,1,20,0,1,0,1,0,0,0,0,1,0,0,4,504
274,"P.S.NAGLA THODE",235,196,0,431,210,146,0,356,200,0,184,2,91,74,0,0,0,0,0,1,0,1,0,2,1,0,356
275,P.S.JAIMAI,551,421,0,972,531,310,0,841,630,0,812,0,14,11,0,0,0,0,0,0,0,0,1,0,1,2,841
276,"J.H.SCHOOL JAIMAI",462,371,0,833,420,292,0,712,712,0,687,0,14,6,0,0,0,1,0,0,0,0,0,0,1,3,712
277,"P.S.NAGLA DILSHAH",492,417,0,909,465,361,0,826,326,0,796,5,2,18,0,0,0,4,0,0,0,0,0,0,0,1,826
278,P.S.UJARAI,250,215,0,465,172,148,0,320,201,0,143,1,31,142,0,0,0,0,0,0,1,0,1,0,1,0,320
279,"P.S.SURAJPUR DUGMAI",812,684,0,1496,660,461,0,1121,101,0,972,7,28,85,5,0,1,15,0,0,0,0,0,1,5,2,1121
280,P.S.TILIYANI,513,456,0,969,379,262,0,641,640,0,235,11,76,286,8,1,1,1,0,9,0,0,4,1,3,5,641
281,P.S.MAAHADPUR,392,335,0,727,225,209,0,434,424,0,173,1,39,202,2,0,0,0,1,1,0,1,2,4,4,4,434
282,"J.H.S.KURARA R.N.1",577,481,0,1058,434,304,0,738,300,0,157,1,68,502,2,1,0,0,0,2,2,0,1,0,2,0,738
283,"J.H.S.KURARA R.N.2",589,505,0,1094,354,471,0,825,696,0,792,4,1,15,0,0,0,2,0,0,0,1,1,0,3,6,825
284,"INTER COLLEGE MUJJAFARPUR",501,450,0,951,476,409,0,885,515,0,778,2,3,73,0,1,1,8,1,1,1,0,0,1,4,11,885
285,J.H.S.NAYAN,684,591,0,1275,547,426,0,973,902,0,655,5,39,253,5,0,1,1,0,0,1,0,2,0,3,8,973
286,"P.S.WALIPUR R.N.1",580,465,0,1045,556,414,0,970,419,0,917,2,6,40,1,0,0,2,0,0,0,0,0,0,0,2,970
287,"P.S.WALIPUR R.N.2",514,409,0,923,474,348,0,822,12,0,792,0,0,25,0,0,0,0,0,0,0,0,0,0,2,3,822
288,"P.S.FATEHPUR CHANDARI",567,441,0,1008,558,353,0,911,406,0,841,3,7,46,1,0,1,2,0,0,0,0,0,0,2,8,911
289,"P.S.JHANABAD VIRAI R.N.1",537,404,0,941,506,361,0,867,34,0,731,10,24,96,0,0,1,3,0,0,0,0,0,0,1,1,867
290,"P.S. JAHANABAD BIRAI R. NO. 2",526,412,0,938,495,370,0,865,458,0,829,0,12,17,0,0,0,1,0,0,0,0,0,0,2,4,865
291,"P.S. PARIHARMAU",554,418,0,972,391,282,0,673,72,0,460,5,58,139,1,1,0,0,0,0,1,0,0,1,1,6,673
292,"P.S. VACHHEMAI R. NO.1",560,423,0,983,536,399,0,935,700,0,899,1,6,23,0,0,0,4,0,0,0,0,0,0,0,2,935
293,"P.S. BACHHEMAI R. NO. 2",387,323,0,710,385,273,0,658,9,0,643,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,658
294,"P.S. CHIRHULI",631,528,0,1159,390,250,0,640,614,0,80,0,424,124,1,0,1,0,0,1,0,1,2,2,1,3,640
295,"A.I.C. CHIRHULI R.NO.1",394,321,0,715,297,207,0,504,356,0,260,3,18,216,1,0,2,0,0,0,0,0,2,0,2,0,504
296,"A.I.C. CHIRHULI R.NO.2",380,316,0,696,312,200,0,512,4,0,273,23,3,210,0,0,0,0,0,0,0,0,1,1,0,1,512
297,"A.I.C. CHIRHULI R.NO.3",377,318,0,695,297,186,0,483,482,0,457,2,0,23,0,0,0,0,0,0,0,0,0,0,0,1,483
298,"P.S. NAGLA MUKUND",299,239,0,538,211,165,0,376,125,0,76,3,51,238,2,1,0,0,0,0,0,0,1,2,1,1,376
299,"P.S SUJANIPUR",532,408,1,941,316,208,0,524,423,0,211,2,78,223,4,1,0,1,2,0,0,0,1,0,0,1,524
300,"P.S. GALPURA",520,439,0,959,380,291,0,671,471,0,379,3,49,212,3,1,0,13,2,1,1,0,0,1,4,2,671
301,"P.S. NAI GADI",614,508,0,1122,371,272,0,643,469,0,163,1,48,414,1,0,0,0,0,0,1,1,5,1,4,4,643
302,"P.S. NAGLA TAL",331,290,0,621,211,177,0,388,292,0,209,2,8,144,1,0,2,1,0,1,0,1,4,0,5,10,388
303,"J.H.S. BHADAN R. NO. 1",779,598,0,1377,569,388,0,957,75,0,656,7,44,224,5,0,0,0,0,0,1,0,4,0,7,9,957
304,"J.H.S. BHADAN R. NO. 2",519,422,0,941,318,211,0,529,217,0,330,3,3,176,2,0,1,0,0,0,0,1,1,2,6,4,529
305,"P.S. BHADAN R. NO. 1",582,443,0,1025,363,239,0,602,443,1,345,2,37,197,3,0,0,1,0,0,0,1,1,1,2,12,602
306,"P.S. BHADAN R. NO. 2",337,248,0,585,217,104,0,321,263,0,45,0,11,258,1,1,0,0,0,0,0,0,4,1,0,0,321
307,"P.S. GURAU R. NO. 1",489,388,0,877,271,202,0,473,458,0,157,3,64,229,5,0,1,2,0,1,2,1,2,2,2,2,473
308,"P.S. GURAU R. NO. 2",476,392,0,868,314,236,0,550,170,0,199,3,4,328,2,0,1,0,0,1,0,0,7,0,0,5,550
309,"P.S. SEMARA ATIKABAD",338,231,0,569,173,108,0,281,201,0,113,0,15,141,1,0,1,0,0,0,1,1,2,1,2,3,281
310,"P.S. ELAMPUR",306,264,0,570,193,148,0,341,22,0,79,2,28,216,1,1,1,1,0,0,0,0,1,4,3,4,341
311,"P.S. KATHFORI R. NO. 1",662,564,0,1226,611,414,0,1025,132,0,894,3,8,101,2,0,0,5,0,0,0,0,0,1,3,8,1025
312,"P.S. KATHFORI R. NO. 2",546,434,0,980,440,293,0,733,402,0,672,2,7,47,0,0,0,0,0,0,0,1,0,2,0,2,733
313,"J.H.S. BACHHELA BACHHELI",800,626,0,1426,521,411,0,932,818,0,441,16,76,371,3,0,4,2,0,0,0,3,4,1,3,8,932
314,"PANCHAYATGHAR KHEDA KHURD",502,418,0,920,280,191,0,471,463,0,151,2,108,203,0,2,0,0,0,0,0,0,1,0,2,2,471
315,"P.S. NAGLA MOTI",409,333,0,742,277,221,0,498,307,0,175,3,2,309,1,2,0,2,0,0,0,1,1,0,1,1,498
316,"P.S. KAURARI",456,373,0,829,293,234,0,527,406,0,279,4,106,118,1,1,0,3,3,0,0,1,0,1,2,8,527
317,"P.S. NAGLA PARIHAR",202,172,0,374,145,131,0,276,55,0,246,1,0,26,2,0,0,0,0,0,0,0,0,0,0,1,276
318,"P.S. KHAURAI AJANAURA",416,363,0,779,331,263,0,594,594,0,311,4,42,218,1,2,1,0,0,0,0,0,5,4,2,4,594
319,"P.S. GANPATIPUR",268,220,0,488,209,135,0,344,341,0,202,2,59,70,1,0,0,0,0,0,0,0,1,0,1,8,344
320,"P.S. GADOKHAR",384,302,0,686,183,131,0,314,235,0,126,4,7,172,1,0,0,0,0,0,0,0,0,0,2,2,314
321,"P.S. NAGLA MAHASUKH",245,194,0,439,204,100,0,304,181,0,124,4,1,163,1,0,0,2,0,1,0,0,5,0,2,1,304
322,"P.S. MAI KHAS",422,346,0,768,296,190,0,486,307,0,409,2,8,54,1,1,0,0,0,0,0,1,0,2,4,4,486
323,"P.S. NAGLA JORE",460,342,0,802,370,222,0,592,592,0,553,0,8,24,0,0,0,0,0,0,0,0,0,1,0,6,592
324,"P.S. RUCHANMANIKPUR",547,403,0,950,302,220,0,522,299,0,121,3,4,382,1,2,2,1,0,0,0,1,2,0,0,3,522
325,"P.S. NAGLA KESHARI",319,280,0,599,276,193,0,469,201,0,188,7,3,247,3,3,3,0,0,1,0,3,4,3,2,2,469
326,"J.H.S. NAGLA DANI",535,443,0,978,232,214,0,446,372,0,139,0,7,287,4,0,0,0,0,0,1,1,2,2,1,2,446
327,"P.S. RURIYA",683,536,0,1219,441,278,0,719,220,0,296,3,17,373,5,2,0,0,0,1,0,2,5,1,6,8,719
328,"P.S. SARUPPUR",405,294,0,699,195,108,0,303,226,0,166,2,3,119,2,1,0,2,0,0,0,0,0,3,1,4,303
329,"P.S. NAGLA DULI",654,487,0,1141,499,295,0,794,551,0,634,1,50,104,2,0,0,0,0,0,0,0,0,1,1,1,794
330,"P.S. NAGLA PAIJ",459,374,0,833,277,207,0,484,484,0,241,2,4,229,2,0,0,0,0,0,0,0,0,1,1,4,484
331,"P.S. NAGLA DHANPAL",253,192,0,445,227,164,0,391,300,0,374,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,391
332,"GIRLS P.S. NAGLA KHANGAR",764,585,0,1349,555,438,0,993,9,0,839,2,6,128,5,1,0,0,0,0,0,0,2,0,2,8,993
333,"SADHAN SAHAKARI SAMITI VIKAS BAJAR NAGLA KHANGAR",636,499,0,1135,450,302,0,752,43,0,594,1,1,132,3,1,0,6,0,1,0,1,0,2,3,7,752
334,"P.S. LAHARAU",597,494,0,1091,525,351,0,876,876,0,821,3,0,44,0,0,0,1,1,0,0,0,0,0,1,5,876
335,"P.S. MADAI",349,269,0,618,254,162,0,416,76,0,335,1,5,65,0,1,1,0,0,0,0,0,0,0,4,4,416
336,"P.S. BADAURA",311,237,0,548,243,188,0,431,23,0,424,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,431
