"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
203,"P.S. HATEESAA N.02 R.N.02",313,303,0,616,216,179,0,395,164,0,12,15,300,62,0,1,0,3,0,2,395
204,"P.S.BHAGVANTPUR N.01",611,490,0,1101,365,258,0,623,11,0,94,88,336,90,3,2,2,1,1,6,623
205,"RAM, BAG INTER COLLAGE HATHRAS R.N.01",833,584,0,1417,390,262,0,652,35,0,31,176,388,39,2,1,3,3,1,8,652
206,"RAM, BAG INTER COLLAGE HATHRAS R.N.06",281,199,0,480,146,112,0,258,258,0,9,27,191,26,0,1,2,0,1,1,258
207,"RAM, BAG INTER COLLAGE HATHRAS R.N.02",651,463,0,1114,324,227,0,551,551,0,29,84,399,25,6,1,0,1,3,3,551
208,"RAM, BAG INTER COLLAGE HATHRAS R.N.07",580,453,0,1033,203,163,0,366,39,0,20,143,177,21,3,1,0,0,0,1,366
209,"RAM, BAG INTER COLLAGE HATHRAS R.N.03",853,745,0,1598,477,359,0,836,356,0,12,43,690,75,8,2,2,0,1,3,836
210,"RAM, BAG INTER COLLAGE HATHRAS R.N.04",678,531,0,1209,313,193,0,506,1,0,14,95,294,94,3,0,3,0,2,1,506
211,"RAM, BAG INTER COLLAGE HATHRAS R.N.08",686,451,0,1137,345,180,0,525,525,0,13,64,395,42,2,3,1,3,0,2,525
212,"RAM, BAG INTER COLLAGE HATHRAS R.N.05",620,490,2,1112,356,260,1,617,616,0,30,109,264,190,10,0,2,3,2,7,617
213,"RAM, BAG INTER COLLAGE HATHRAS R.N.09",654,500,0,1154,328,198,0,526,262,0,33,52,367,74,0,0,0,0,0,0,526
214,"AKROOR INTER COLLAGE HATHRAS",609,520,0,1129,317,239,0,556,224,0,11,90,274,172,1,2,2,2,1,1,556
215,"MAHAATMA GANDHEE KANYA INTER COLLAGE MURSAN GATE HATHRAS R.N.01",212,136,0,348,129,71,0,200,224,0,2,53,115,26,2,0,1,1,0,0,200
216,"MAHAATMA GANDHEE KANYA INTER COLLAGE MURSAN GATE HATHRAS R.N.02",421,386,0,807,279,218,0,497,23,0,12,51,399,24,6,1,0,1,0,3,497
217,"MAHAATMA GANDHEE KANYA INTER COLLAGE MURSAN GATE HATHRAS R.N.03",392,276,0,668,282,149,0,431,167,0,15,222,11,180,0,1,0,1,0,1,431
218,"MAHAATMA GANDHEE KANYA INTER COLLAGE MURSAN GATE HATHRAS R.N.04",672,470,0,1142,398,228,0,626,139,0,6,309,131,173,1,0,0,1,2,3,626
219,"SETH HARCHARANLAL GIRLS INTER COLLAGE HATHRAS R.N.01",881,618,0,1499,473,265,0,738,142,0,25,8,652,39,3,2,0,2,2,5,738
220,"SETH HARCHARANLAL GIRLS INTER COLLAGE HATHRAS R.N.02",694,571,0,1265,477,333,0,810,416,0,21,14,660,105,4,1,0,1,3,1,810
221,"SETH HARCHARANLAL GIRLS INTER COLLAGE HATHRAS R.N.03",323,265,0,588,227,168,0,395,378,0,2,4,300,88,0,1,0,0,0,0,395
222,"SETH HARCHARANLAL GIRLS INTER COLLAGE HATHRAS R.N.04",510,390,0,900,341,203,0,544,46,0,9,11,404,114,3,1,0,0,0,2,544
223,"SETH HARCHARANLAL GIRLS INTER COLLAGE HATHRAS R.N.05",589,462,0,1051,418,252,0,670,670,0,6,9,619,21,5,1,0,2,0,7,670
224,"PRIMARY SCHOOL CHAHBURJ R.N. 01",710,576,0,1286,423,311,0,734,734,0,18,20,632,53,1,2,1,2,0,5,734
225,"PRIMARY SCHOOL CHAHBURJ R.N. 02",616,431,0,1047,323,209,0,532,518,0,9,61,376,80,1,1,2,0,2,0,532
226,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.01",612,426,0,1038,340,222,0,562,562,0,21,36,466,21,8,1,3,2,0,4,562
227,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.08",399,317,0,716,269,190,0,459,161,0,9,54,347,39,1,3,2,0,0,4,459
228,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.02",869,742,0,1611,500,352,0,852,21,0,25,187,489,136,6,1,2,2,1,3,852
229,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.03",600,516,0,1116,305,267,0,572,11,0,11,11,461,72,8,1,0,1,0,7,572
230,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.07",565,494,0,1059,304,258,0,562,300,0,9,148,361,34,2,1,4,1,1,1,562
231,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.04",665,535,0,1200,362,267,0,629,20,0,15,132,412,34,25,2,3,1,2,3,629
232,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.05",696,511,0,1207,394,258,0,652,67,0,16,18,523,59,29,1,0,2,2,2,652
233,"CHOTELAL RAMNARYAN SEKSARIYA HIGHER SECONDARY SCHOOL HATHRAS R.N.06",470,368,0,838,289,179,0,468,468,0,16,25,379,39,4,0,0,4,1,0,468
234,"BAGLA INTER COLLAGE HATHRAS R.N.01",533,452,0,985,275,234,0,509,2,0,26,22,409,46,4,0,0,0,0,2,509
235,"BAGLA INTER COLLAGE HATHRAS R.N.02",654,503,0,1157,314,254,0,568,328,0,9,39,497,15,6,0,0,1,1,0,568
236,"BAGLA INTER COLLAGE HATHRAS R.N.03",457,362,0,819,256,197,0,453,10,0,11,6,418,13,4,0,0,0,0,1,453
237,"BAGLA INTER COLLAGE HATHRAS004",607,499,0,1106,317,253,0,570,37,0,21,11,504,20,6,0,0,2,0,6,570
238,"BAGLA INTER COLLAGE HATHRAS R.N.010",624,547,0,1171,358,283,0,641,641,0,14,27,549,39,3,2,1,4,0,2,641
239,"BAGLA INTER COLLAGE HATHRAS R.N.05",834,723,0,1557,467,369,0,836,188,0,16,19,742,42,10,2,2,0,1,2,836
240,"BAGLA INTER COLLAGE HATHRASR.N.06",581,428,0,1009,328,217,0,545,545,0,6,419,99,14,1,0,0,0,1,5,545
241,"BAGLA INTER COLLAGE HATHRAS",632,531,0,1163,365,289,0,654,639,0,17,71,515,40,6,1,1,2,0,1,654
242,"BAGLA INTER COLLAGE HATHRAS R.N.09",709,568,0,1277,398,274,0,672,672,0,15,266,280,102,1,2,0,1,0,5,672
243,"BAGLA INTER COLLAGE HATHRAS R.N.01",934,749,0,1683,445,387,0,832,832,0,26,115,643,29,9,1,1,3,1,4,832
244,"BAGLA INTER COLLAGE HATHRAS R.N.08",139,85,0,224,57,35,0,92,92,0,0,1,71,16,3,0,0,0,0,1,92
245,"KENDRIYA VIDHYALAY HATHRAS  R.N. 01",661,537,0,1198,382,261,0,643,120,0,24,102,463,19,24,3,2,3,0,3,643
246,"KENDRIYA VIDHYALAY HATHRAS  R.N. 02",238,174,0,412,169,92,0,261,261,0,2,3,231,24,1,0,0,0,0,0,261
247,"KENDRIYA VIDHYALAY HATHRAS  R.N. 03",513,402,0,915,333,216,0,549,549,0,19,10,495,20,2,0,0,0,0,3,549
248,"KENDRIYA VIDHYALAY HATHRAS  R.N. 04",829,635,0,1464,559,341,0,900,900,0,27,22,817,21,9,1,0,1,0,2,900
249,"KENDRIYA VIDHYALAY HATHRAS  R.N. 05",515,411,0,926,337,215,0,552,552,0,26,14,498,9,0,0,0,0,0,5,552
250,"RAMCHANDRA KANYA VIDHYALAY HATHRASR.N.01",378,344,0,722,245,232,0,477,477,0,5,4,419,38,7,0,0,0,0,4,477
251,"RAMCHANDRA KANYA VIDHYALAY HATHRASR.N.02",528,452,0,980,344,247,0,591,591,0,13,14,522,30,6,1,1,2,0,2,591
252,"RAMCHANDRA KANYA VIDHYALAY HATHRASR.N.03",738,639,0,1377,509,392,0,901,901,0,11,65,715,80,6,2,3,7,3,9,901
253,"PRIMARY SCHOOL JAGSHWAR R.N. 01",642,471,0,1113,321,263,0,584,584,0,14,25,513,21,8,1,0,0,1,1,584
254,"PRIMARY SCHOOL JAGSHWAR R.N. 02",412,324,0,736,258,160,0,418,418,0,16,33,342,21,2,0,0,0,0,4,418
255,"PRIMARY SCHOOL JAGSHWAR R.N. 03",464,372,0,836,320,219,0,539,122,0,23,10,480,12,9,2,0,0,1,2,539
256,"VIDHYAPATI POORV MAA0 VI0 VIDHYAPATI NAGAR HATHRAS R.N. 01",900,755,0,1655,555,432,0,987,987,0,29,22,872,39,14,2,2,3,0,4,987
257,"VIDHYAPATI POORV MAA0 VI0 VIDHYAPATI NAGAR HATHRAS R.N. 02",437,393,0,830,260,166,0,426,426,0,5,24,333,54,9,0,0,0,0,1,426
258,"VIDHYAPATI POORV MAA0 VI0 VIDHYAPATI NAGAR HATHRAS R.N. 03",534,435,0,969,271,213,0,484,111,0,41,7,414,12,4,2,1,0,0,3,484
259,"RAMCHANDRA KANYA VIDHYALAY HATHRASR.N.04",419,377,0,796,302,194,0,496,444,0,8,6,430,44,4,1,0,1,0,2,496
260,"RAMCHANDRA KANYA VIDHYALAY HATHRASR.N.05",647,557,0,1204,443,298,0,741,98,0,11,15,689,17,5,0,1,0,1,2,741
261,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 01",869,700,0,1569,420,241,0,661,648,0,8,82,317,233,5,4,1,1,1,9,661
262,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 02",507,384,0,891,273,162,0,435,408,0,18,49,220,139,4,0,0,3,0,2,435
263,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 08",538,388,0,926,242,148,0,390,113,0,2,69,134,178,4,1,1,1,0,0,390
264,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 03",783,576,0,1359,350,242,0,592,132,0,18,85,412,68,4,0,1,1,0,3,592
265,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 04",762,644,0,1406,337,282,0,619,79,0,22,62,509,14,5,1,1,2,0,3,619
266,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 05",646,484,0,1130,341,205,0,546,509,0,16,106,389,19,4,4,0,2,2,4,546
267,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 06",631,487,0,1118,316,217,0,533,530,0,11,40,419,43,8,1,2,1,4,4,533
268,"SURJOBAI VA0 INTER COLLAGE HATHRAS R.N. 07",785,632,0,1417,367,287,0,654,500,0,9,18,565,58,0,0,1,1,0,2,654
269,"RAMESHWARDAS GIRLS DIGREE COLLEGE HATHRAS R.N.01",600,461,0,1061,321,219,0,540,353,0,4,68,185,266,9,0,0,0,1,7,540
270,"RAMESHWARDAS GIRLS DIGREE COLLEGE HATHRAS R.N.04",577,432,0,1009,290,194,0,484,242,0,7,91,280,72,20,6,1,1,1,5,484
271,"RAMESHWARDAS GIRLS DIGREE COLLEGE HATHRAS R.N.02",900,685,0,1585,503,383,0,886,445,0,4,690,133,46,3,1,1,4,1,3,886
272,"RAMESHWARDAS GIRLS DIGREE COLLEGE HATHRAS R.N.03",819,621,0,1440,409,276,0,685,44,0,6,273,290,108,3,1,0,1,2,1,685
273,"AADARSH INTER COLLEGE HATHRAS",439,327,0,766,251,139,0,390,31,0,6,126,151,46,52,1,2,1,1,4,390
274,"GANDHI INTER COLLEGE HATHRAS R.N.01",561,441,0,1002,346,277,0,623,420,0,6,77,342,179,11,0,2,2,0,4,623
275,"GANDHI INTER COLLEGE HATHRAS R.N.04",820,580,0,1400,422,249,0,671,671,0,10,330,66,243,9,0,3,0,1,9,671
276,"GANDHI INTER COLLEGE HATHRAS R.N.02",565,434,0,999,298,212,0,510,510,0,2,290,79,134,1,1,0,1,0,2,510
277,"GANDHI INTER COLLEGE HATHRAS R.N.03",746,594,0,1340,462,322,0,784,106,0,26,47,465,221,12,3,1,2,1,6,784
278,"P.S. (GRILS) ODHPURA HATHRAS R.N.01",714,566,0,1280,402,282,0,684,390,0,3,422,151,95,1,1,2,1,3,5,684
279,"P.S. (BOYS) ODHPURA HATHRAS R.N.01",685,501,0,1186,383,255,0,638,30,0,5,351,244,18,0,3,0,5,6,6,638
280,"P.S. (BOYS) ODHPURA HATHRAS R.N.02",493,433,0,926,289,221,0,510,508,0,20,59,401,25,1,1,0,0,1,2,510
281,"P.S. (BOYS) ODHPURA HATHRAS R.N.03",489,407,0,896,300,236,0,536,20,0,6,295,188,43,0,1,0,0,2,1,536
282,"P.S. (BOYS) ODHPURA HATHRAS R.N.04",581,425,0,1006,371,241,0,612,6,0,62,77,400,43,15,4,2,0,0,9,612
283,"P.S. (BOYS) ODHPURA HATHRAS R.N.05",494,408,0,902,283,201,0,484,484,0,41,26,332,75,1,2,0,3,1,3,484
284,"P.S. (BOYS) ODHPURA HATHRAS R.N.06",515,455,0,970,333,255,0,588,11,0,33,58,379,104,2,1,0,1,2,8,588
285,"PRIMARY SCHOOL KACHPURA",1002,747,0,1749,693,466,0,1159,4,0,24,355,238,523,5,3,1,4,1,5,1159
286,"PRIMARY SCHOOL LALDIGGEE HATHRAS R.N.01",797,628,0,1425,485,287,0,772,560,0,21,54,645,27,7,3,1,2,2,10,772
287,"PRIMARY SCHOOL LALDIGGEE HATHRAS R.N.02",538,434,0,972,278,197,0,475,90,0,55,18,371,24,1,1,1,1,1,2,475
288,"PRIMARY SCHOOL LALDIGGEE HATHRAS R.N.03",644,547,0,1191,408,276,0,684,20,0,14,18,549,96,1,1,0,0,0,5,684
289,"KANYA PRIMARY SCHOOL LALDIGGEE HATHRAS R.N.01",782,612,0,1394,457,304,0,761,21,0,41,95,503,100,10,1,0,6,2,3,761
290,"KANYA PRIMARY SCHOOL LALDIGGEE HATHRAS R.N.02",452,414,0,866,355,210,0,565,175,0,5,9,536,9,3,1,0,0,0,2,565
291,"AHIYAAPUR KHURD VA KALAN ANSHIK",710,635,0,1345,348,263,0,611,560,0,6,123,422,30,8,5,3,5,4,5,611
292,"D.R.B. INTER COLLEGE HATHRAS  R.N.07",479,388,0,867,254,200,0,454,150,0,12,88,326,14,8,0,0,0,1,5,454
293,"D.R.B. INTER COLLEGE HATHRAS  R.N.02",733,550,0,1283,452,287,0,739,2,0,8,420,245,48,6,3,1,2,1,5,739
294,"D.R.B. INTER COLLEGE HATHRAS  R.N.08",219,166,0,385,100,83,0,183,183,0,8,47,123,2,2,0,1,0,0,0,183
295,"D.R.B. INTER COLLEGE HATHRAS  R.N.03",779,631,0,1410,378,295,0,673,673,0,10,254,352,46,2,4,1,0,1,3,673
296,"D.R.B. INTER COLLEGE HATHRAS  R.N.026",413,328,0,741,225,178,0,403,403,0,24,18,319,28,10,1,0,0,2,1,403
297,"D.R.B. INTER COLLEGE HATHRAS  R.N.09",852,737,0,1589,446,417,0,863,149,0,31,57,715,43,10,0,0,1,2,4,863
298,"D.R.B. INTER COLLEGE HATHRAS  R.N.04",714,560,0,1274,349,251,0,600,450,0,8,326,175,84,1,0,0,2,2,2,600
299,"D.R.B. INTER COLLEGE HATHRAS  R.N.05",642,530,0,1172,318,267,0,585,405,0,27,29,473,38,6,1,1,2,3,5,585
300,"SARASWATI INTER COLLEGE HATHRAS R.N.01",752,659,0,1411,426,391,0,817,370,0,5,717,53,21,7,5,0,1,1,7,817
301,"SARASWATI INTER COLLEGE HATHRAS R.N.05",203,183,0,386,140,93,0,233,8,0,10,9,199,12,2,0,0,0,0,1,233
302,"SARASWATI INTER COLLEGE HATHRAS R.N.02",407,333,0,740,269,216,0,485,15,0,1,468,8,3,0,1,0,1,2,1,485
303,"SARASWATI INTER COLLEGE HATHRAS R.N.06",553,414,0,967,323,236,0,559,559,0,10,160,340,35,3,2,1,6,1,1,559
304,"SARASWATI INTER COLLEGE HATHRAS R.N.03",892,665,0,1557,456,314,0,770,215,0,28,99,568,53,10,2,0,6,1,3,770
305,"SARASWATI INTER COLLEGE HATHRAS R.N.07",243,195,0,438,142,105,0,247,21,0,2,44,184,10,3,1,1,0,0,2,247
306,"SARASWATI INTER COLLEGE HATHRAS R.N.04",475,362,0,837,246,146,0,392,244,0,3,112,183,84,3,2,0,1,1,3,392
307,"SARASWATI INTER COLLEGE HATHRAS R.N.08",411,328,0,739,209,136,0,345,8,0,4,182,118,38,1,0,0,0,0,2,345
308,"PRIMARY SCHOOL NAGLA ALGARJEE R.N.01",539,418,0,957,345,272,0,617,617,0,6,418,146,38,1,2,1,1,1,3,617
309,"PRIMARY SCHOOL NAGLA ALGARJEE R.N.02",649,483,0,1132,412,292,0,704,704,0,8,424,212,54,0,0,1,1,0,4,704
310,"KANYA PRIMARY SCHOOL DHAKPURA ROAD R.N.01",593,506,0,1099,382,320,0,702,698,0,42,209,359,76,9,0,2,3,1,1,702
311,"PRIMARY SCHOOL NAGLA RAANEE R.N. 03",338,323,0,661,193,170,0,363,17,0,22,12,305,18,5,0,0,0,0,1,363
312,"KANYA PRIMARY SCHOOL DHAKPURA ROAD R.N.02",716,542,0,1258,428,248,0,676,342,0,9,30,544,80,0,0,2,2,2,7,676
313,"PRIMARY SCHOOL NAGLA RAANEE",365,324,0,689,251,229,0,480,38,0,1,436,27,11,3,0,0,1,1,0,480
314,"PRIMARY SCHOOL SOKHNA R.N.01",784,659,0,1443,507,381,0,888,26,0,11,22,759,71,6,5,3,3,1,7,888
315,"SPRIMARY SCHOOL SOKHNA R.N.03",129,116,0,245,72,64,0,136,136,0,3,3,125,5,0,0,0,0,0,0,136
316,"PRIMARY SCHOOL SOKHNA R.N.02",673,528,0,1201,424,328,0,752,18,0,7,402,249,80,3,2,1,2,4,2,752
317,"P.S. RATANGARHI",545,417,0,962,365,297,0,662,662,0,4,214,307,126,1,0,3,2,0,5,662
318,"PANCHAYATGHAR SEER MAJRA SOKHNA",459,367,0,826,326,248,0,574,4,0,12,4,523,18,4,3,1,3,0,6,574
319,"ISLAMIYAN JUNIOR HIGH SCHOOL MENDU R.N. 01",494,395,0,889,277,228,0,505,210,0,39,120,211,106,5,9,2,4,2,7,505
320,"ISLAMIYAN JUNIOR HIGH SCHOOL MENDU R.N. 04",473,373,0,846,278,219,0,497,22,0,141,60,196,92,5,1,0,1,0,1,497
321,"ISLAMIYAN JUNIOR HIGH SCHOOL MENDU R.N. 02",694,550,0,1244,382,254,0,636,636,0,11,47,547,9,3,4,4,3,2,6,636
322,"ISLAMIYAN JUNIOR HIGH SCHOOL MENDU R.N. 05",265,205,0,470,156,111,0,267,88,0,0,135,34,96,1,0,0,1,0,0,267
323,"ISLAMIYAN JUNIOR HIGH SCHOOL MENDU R.N. 03",852,713,0,1565,503,461,0,964,654,0,117,445,308,56,18,4,2,3,3,8,964
324,"NEHROO INTER COLLEGE MENDU R.N.01",836,694,0,1530,628,348,0,976,348,0,34,530,241,127,21,4,2,4,6,7,976
325,"NEHROO INTER COLLEGE MENDU R.N.02",486,393,0,879,286,225,0,511,258,0,17,120,297,67,1,4,2,0,0,3,511
326,"NEHROO INTER COLLEGE MENDU R.N.03",755,566,0,1321,376,226,0,602,602,0,16,24,528,14,5,2,2,3,4,4,602
327,"NEHROO INTER COLLEGE MENDU R.N.04",442,318,0,760,192,128,0,320,320,0,33,20,259,3,0,1,2,1,1,0,320
328,"PRIMARY SCHOOL NAGLA KHARAG",607,455,0,1062,423,281,0,704,14,0,2,9,641,39,4,2,2,5,0,0,704
329,"PRIMARY SCHOOL NAGLA DHAURPUR",511,410,0,921,336,246,0,582,430,0,15,140,375,42,1,1,0,3,3,2,582
330,"PRIMARY SCHOOL DEVINAGAR",736,593,0,1329,436,354,0,790,716,0,5,124,606,42,7,1,0,1,1,3,790
331,"AADARSH VIDHYA DEVINAGAR  R.N.01",891,729,0,1620,479,400,0,879,850,0,9,51,547,248,14,2,2,1,1,4,879
332,"AADARSH VIDHYA DEVINAGAR  R.N.02",740,588,0,1328,439,310,0,749,749,0,11,202,419,106,3,2,1,4,0,1,749
333,"PRIMARY SCHOOL NAGLA KESHO",545,437,0,982,308,262,0,570,117,0,1,277,260,18,1,3,3,2,3,2,570
334,"PRIMARY SCHOOL MAUHARI",395,336,0,731,274,209,0,483,483,0,0,42,259,171,4,0,0,1,2,4,483
335,"PRIMARY SCHOOL BARAULI",646,505,0,1151,440,373,0,813,813,0,5,184,550,65,0,2,1,2,1,3,813
336,"PRIMARY SCHOOL VAHANPUR R.N.01",497,377,0,874,307,233,0,540,14,0,6,56,413,55,3,4,0,1,1,1,540
337,"PRIMARY SCHOOL VAHANPUR R.N.02",555,456,0,1011,317,291,0,608,48,0,46,290,245,21,0,0,1,0,0,5,608
338,"PRIMARY SCHOOL NAGLA TAJNAA",151,124,0,275,133,102,0,235,121,0,0,76,138,18,0,0,1,1,0,1,235
339,"PRIMARY SCHOOL KAILORA",869,701,0,1570,473,400,0,873,866,0,54,229,503,74,4,1,0,3,2,3,873
340,"PRIMARY SCHOOL BHADAAMAI",513,406,0,919,332,254,0,586,412,0,81,24,389,86,5,1,0,0,0,0,586
341,"PRIMARY SCHOOL HAJIPUR",442,378,0,820,280,220,0,500,49,0,19,78,371,29,3,0,0,0,0,0,500
342,RADAVALI,358,287,0,645,259,182,0,441,15,0,244,73,109,8,0,1,1,1,0,4,441
343,"PRIMARY SCHOOL PAHARPUR",556,459,0,1015,350,292,0,642,18,0,46,183,291,111,3,4,1,2,1,0,642
344,"PRIMARY SCHOOL PAVLOI",797,672,0,1469,539,400,0,939,939,0,9,315,466,129,7,2,0,3,2,6,939
345,"PRIMARY SCHOOL BHOGAUNV NAGLA JAYAS",453,373,0,826,279,227,0,506,231,0,22,100,355,14,0,3,2,3,0,7,506
346,"PRIMARY SCHOOL BHOGAUNV NAGLA JAYAS",397,325,0,722,269,221,0,490,12,0,64,25,351,45,4,0,0,0,0,1,490
347,MITANPUR,389,301,0,690,246,210,0,456,56,0,3,15,367,68,2,1,0,0,0,0,456
348,"PRIMARY SCHOOL BAGHAOO",462,362,0,824,256,186,0,442,219,0,4,131,233,62,6,2,0,2,1,1,442
349,"KANYA JUNIOR HIGH SCHOOL RAJPUR",668,482,0,1150,422,314,0,736,736,0,53,391,231,42,3,3,0,0,9,4,736
350,"PRIMARY SCHOOL ANURUDDHPUR",444,334,0,778,240,178,0,418,127,0,5,222,171,12,0,2,0,2,2,2,418
351,"PRIMARY SCHOOL NAGLA IMALIYA",473,383,0,856,303,272,0,575,573,0,2,63,410,94,0,1,1,1,0,3,575
352,"MANIKCHANDRA UCCHTAR MAA0 VIDH0 LAADPUR R.N.01",859,666,0,1525,610,451,0,1061,43,0,26,140,777,98,2,3,0,5,3,7,1061
353,"MANIKCHANDRA UCCHTAR MAA0 VIDH0 LAADPUR R.N.02",778,610,0,1388,544,406,0,950,14,0,22,335,489,90,4,2,0,2,3,3,950
354,"PRIMARY SCHOOL SIKANDARPUR",315,231,0,546,202,148,0,350,336,0,1,93,231,15,0,3,1,2,1,3,350
355,"PRIMARY SCHOOL SITHRAULEE",528,354,0,882,367,261,0,628,628,0,98,41,266,206,2,3,0,1,2,9,628
356,"KANYA JUNIOR HIGH SCHOOL JALALPUR TA. SHAHAJADPUR R.N. 01",721,522,0,1243,421,280,0,701,51,0,182,87,272,137,1,1,0,3,3,15,701
357,"KANYA JUNIOR HIGH SCHOOL JALALPUR TA. SHAHAJADPUR R.N. 02",696,484,1,1181,409,261,0,670,360,0,49,160,394,60,1,1,0,1,2,2,670
358,"P.S. GANGCHAULI",762,618,0,1380,504,372,0,876,3,0,4,61,792,11,0,2,0,3,1,2,876
359,"P.S.NAGLA ALIYA",764,571,0,1335,455,310,0,765,176,0,6,111,585,37,2,5,2,5,4,8,765
360,P.S.RAMANAGALA,404,296,0,700,275,208,0,483,28,0,7,280,180,9,1,0,1,1,3,1,483
361,"P.S ,DADANPUR DAKPURA R.N. 01",489,437,0,926,323,228,0,551,550,0,23,23,479,18,3,3,0,2,0,0,551
362,"P.S ,DADANPUR DAKPURA R.N. 02",486,405,0,891,305,248,0,553,9,0,12,334,180,4,9,2,1,5,1,5,553
363,"P.S.TIPARAS R.N. 01",498,437,0,935,285,219,0,504,6,0,88,21,365,15,1,1,1,3,2,7,504
364,"P.S.TIPARAS R.N. 02",338,269,0,607,187,116,0,303,303,0,79,24,186,10,0,1,0,0,1,2,303
365,"P.S.NAGLA KHAN",326,255,0,581,212,164,0,376,83,0,0,322,5,46,0,1,0,0,0,2,376
366,"P.S.GADHI GIRDHARA",303,251,0,554,200,175,0,375,46,0,2,325,41,2,1,0,0,0,1,3,375
367,"P.S.GADI JAINI",218,173,0,391,164,130,0,294,294,0,4,113,171,5,0,0,0,0,0,1,294
368,P.S.KAIMAR,688,527,0,1215,504,306,0,810,388,0,31,255,468,35,4,1,4,6,2,4,810
369,"P.S. PAIKABADA",573,459,0,1032,406,290,0,696,3,0,4,142,475,34,35,0,0,3,2,1,696
370,P.S.KUMHARAI,649,555,0,1204,416,326,0,742,640,0,3,83,172,470,2,3,1,1,1,6,742
371,P.S.SHAHAJADPUR,711,537,0,1248,398,279,0,677,204,0,57,76,522,15,1,1,1,0,3,1,677
372,"P.S.NAYAVANS SURANGPURA",869,655,0,1524,506,371,0,877,28,0,24,184,480,156,7,5,2,4,4,11,877
373,"JUNIOR HIGH SCHOOL NAYAVANS",694,525,0,1219,357,234,0,591,591,0,20,77,463,19,7,0,0,0,1,4,591
374,"TP.S. TARFARA R.N. 01",444,322,0,766,210,113,0,323,22,0,41,85,155,29,11,1,0,1,0,0,323
375,"P.S. TARFARA RN. 02",951,606,0,1557,420,254,0,674,674,0,44,137,257,223,2,2,1,1,1,6,674
376,"P.S.KASHIRAM TOWNSHIP R.N0 01",799,728,0,1527,483,421,0,904,22,0,22,438,354,77,2,4,0,1,1,5,904
377,"P.S.KASHIRAM TOWNSHIP R.N0 02",891,830,0,1721,511,475,0,986,228,0,22,458,396,79,8,5,0,5,5,8,986
378,"P.S.KALVAREE R.N. 01",696,523,0,1219,408,304,0,712,420,0,23,105,472,106,0,1,1,1,0,3,712
379,"P.S.KALVAREE R.N. 02",254,180,0,434,126,87,0,213,213,0,6,26,123,55,0,2,0,0,0,1,213
380,"JUNIOR HIGH SCHOOL NAGALA BHIM BHAG KALVARI",669,497,0,1166,376,274,0,650,650,0,51,8,268,313,1,0,1,1,2,5,650
381,"KASHATIYA DEVELOPMENT OFFICE GIJARAULI R R.N. 01",727,602,0,1329,478,310,0,788,752,0,42,204,443,76,5,6,2,2,3,5,788
382,"KASHATIYA DEVELOPMENT OFFICE GIJARAULI R R.N. 02",616,453,0,1069,306,256,0,562,562,0,32,216,268,38,0,2,1,2,1,2,562
383,P.S.PAPARI,461,363,0,824,340,296,0,636,161,0,5,408,191,27,1,0,1,1,1,1,636
384,"JAWAHAR ISMARAK INTER COLLEGE MEETAI",648,466,0,1114,351,247,0,598,20,0,32,8,517,29,3,0,2,2,0,5,598
385,"JAWAHAR ISMARAK INTER COLLEGE MEETAI  R.N.01",473,379,0,852,290,204,0,494,45,0,12,386,60,25,1,1,0,2,2,5,494
386,"JUNIOR HIGH SCHOOL MEETAI",805,578,0,1383,508,300,0,808,350,0,56,75,645,20,1,1,0,0,1,9,808
387,P.S.BOOLGADI,276,254,0,530,239,218,0,457,448,0,3,64,350,36,0,1,0,0,1,2,457
388,P.S.CHANDAPA,577,500,0,1077,375,308,0,683,674,0,25,227,343,77,4,1,2,2,2,0,683
