"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
149,"PRIMARY PATHSHALA NIRYAWALI",775,751,0,1526,604,556,0,1160,1160,0,579,393,2,153,1,2,0,1,0,4,0,0,3,1,7,14,1160
150,"PRIMARY PATHSHALA BHANSARI",295,256,0,551,231,195,0,426,426,0,207,114,1,100,2,1,0,0,0,0,0,0,0,0,0,1,426
151,"PRIMARY PATHSHALA PASUA NAGLA",516,462,0,978,412,430,0,842,842,0,794,1,1,40,0,0,0,1,1,1,0,0,2,0,0,1,842
152,"PRIMARY PATHSHALA KHAILIYA KHALSA",499,483,0,982,394,365,0,759,459,0,449,174,0,131,0,0,0,0,1,1,0,0,1,0,0,2,759
153,"PRIMARY PATHSHALA KHAILIYA PATTI",376,390,0,766,290,298,0,588,588,0,167,96,4,285,7,0,0,0,1,3,2,2,5,1,2,13,588
154,"PRIMARY PATHSHALA KHURTIYA",666,567,0,1233,557,458,0,1015,1015,0,683,238,2,52,1,2,1,2,1,3,3,1,1,1,1,23,1015
155,"PRIMARY PATHSHALA DAURARA",835,727,1,1563,548,513,0,1061,1061,0,398,342,4,286,2,2,1,1,5,1,1,0,6,3,5,4,1061
156,"GIRAMODYA INTER COLLEGE GANGESWARI KAKSH 1",622,567,0,1189,347,322,0,669,669,0,531,7,3,102,0,1,0,0,1,5,1,0,0,0,2,16,669
157,"GIRAMODYA INTER COLLEGE GANGESWARI KAKSH 2",860,728,0,1588,523,431,0,954,954,0,364,383,5,173,4,1,0,0,2,0,0,0,2,1,8,11,954
158,"GIRAMODYA INTER COLLEGE GANGESWARI KAKSH 3",415,306,0,721,288,213,0,501,501,0,471,7,0,15,0,0,0,1,0,0,0,0,1,0,0,6,501
159,"PRIMARY PATHSHALA KHANORA",338,318,0,656,267,261,0,528,528,0,206,273,7,34,1,2,0,0,0,0,0,0,0,1,1,3,528
160,"PRIMARY PATHSHALA PATHARA MUSTKAM KAKSH 1",772,687,0,1459,489,564,0,1053,1053,0,846,13,2,173,2,2,2,0,1,1,0,0,1,1,1,8,1053
161,"PRIMARY PATHSHALA PATHARA MUSTKAM KAKSH 2",280,255,0,535,197,185,0,382,382,0,304,8,0,67,1,0,0,0,0,1,0,0,0,0,0,1,382
162,"PRIMARY PATHSHALA PATHARA ATMALI KAKSH 1",702,603,0,1305,527,450,0,977,977,0,375,398,5,152,1,0,2,1,3,2,2,0,3,3,10,20,977
163,"PRIMARY PATHSHALA PATHARA ATMALI KAKSH 2",291,226,0,517,194,147,0,341,341,0,268,24,1,36,0,0,0,1,0,0,0,0,3,0,0,8,341
164,"PRIMARY PATHSHALA NANAI LISDA MUSTKAM",299,212,0,511,204,164,0,368,368,0,335,25,3,3,0,0,0,0,0,0,0,1,0,0,0,1,368
165,"PRIMARY PATHSHALA NANAI LISDA ATMALI KAKSH 1",758,617,0,1375,618,410,0,1028,1028,0,635,82,2,271,2,2,1,0,0,1,2,1,4,2,3,20,1028
166,"PRIMARY PATHSHALA NANAI LISDA ATMALI KAKSH 2",255,215,0,470,187,160,0,347,347,0,71,201,1,62,0,0,1,1,0,0,0,0,2,3,2,3,347
167,"PRIMARY PATHSHALA UKAWALI MUSTKAM HAL",463,402,0,865,403,338,0,741,741,0,233,299,6,185,2,2,0,0,0,1,0,1,3,0,1,8,741
168,"PRIMARY PATHSHALA BIHARIPUR ATMALI",592,574,0,1166,410,457,0,867,867,0,379,385,6,71,2,0,0,0,0,1,0,0,3,1,8,11,867
169,"PRIMARY PATHSHALA PAURARA MUSTKAM KAKSH 1",838,636,0,1474,597,442,0,1039,1039,0,585,14,8,393,3,0,3,0,1,1,2,2,5,2,1,19,1039
170,"PRIMARY PATHSHALA PAURARA MUSTKAM KAKSH 2",830,643,0,1473,441,550,0,991,991,0,664,49,4,246,4,1,0,1,1,3,2,0,2,2,1,11,991
171,"PANCHAYAT GHAR PAURARA MUSTKAM",832,686,0,1518,517,410,0,927,927,0,195,656,9,16,1,1,2,0,0,2,1,0,2,4,22,16,927
172,"PRIMARY PATHSHALA BHAWLI KAKSH 1",514,447,0,961,411,356,0,767,767,0,596,18,2,131,3,2,0,2,0,0,0,1,2,0,2,8,767
173,"PRIMARY PATHSHALA BHAWLI KAKSH 2",352,359,0,711,266,235,0,501,501,0,164,282,0,47,0,0,0,0,0,0,0,0,2,0,3,3,501
174,"PRIMARY PATHSHALA KAI MUSTKAM KAKSH 1",884,722,0,1606,549,502,0,1051,1051,0,541,351,9,117,4,2,1,0,0,1,1,1,3,2,5,13,1051
175,"PRIMARY PATHSHALA KAI MUSTKAM KAKSH 2",389,345,0,734,244,205,0,449,449,0,215,55,3,161,1,1,0,0,0,1,1,0,2,0,1,8,449
176,"PRIMARY PATHSHALA SIRSHA KALAN ATMALI",578,412,0,990,373,235,0,608,608,0,390,19,6,159,3,1,3,0,1,3,0,1,1,2,3,16,608
177,"PRIMARY PATHSHALA JIVPUR MUSTKAM",527,495,0,1022,387,336,0,723,723,0,597,1,13,77,2,1,1,0,0,2,0,0,3,1,3,22,723
178,"PRIMARY PATHSHALA HAZIPUR KHADAR",255,233,0,488,231,200,0,431,431,0,207,172,2,44,1,1,1,0,0,1,0,0,0,0,1,1,431
179,"PRIMARY PATHSHALA MARORA",618,571,0,1189,416,366,0,782,782,0,577,83,8,84,2,0,1,1,0,0,1,1,1,3,3,17,782
180,"PRIMARY PATHSHALA SALARA",594,577,0,1171,452,388,0,840,840,0,393,311,12,114,1,1,0,1,0,0,0,0,0,0,1,6,840
181,"PRIMARY PATHSHALA DEHRI KHADAR KAKSH 1",648,564,0,1212,425,401,0,826,826,0,685,34,3,75,3,0,2,1,0,0,2,1,3,1,2,14,826
182,"PRIMARY PATHSHALA DEHRI KHADAR KAKSH 2",215,177,0,392,118,129,0,247,247,0,192,5,0,38,0,0,0,1,0,1,0,1,3,2,1,3,247
183,"PRIMARY PATHSHALA GURAITHA",502,441,0,943,346,272,0,618,618,0,459,54,9,68,4,2,0,3,0,2,2,0,2,1,3,9,618
184,"PRIMARY PATHSHALA KARANPUR KHADAR",456,426,0,882,366,328,0,694,694,0,638,4,3,27,0,1,0,0,0,1,1,1,1,1,2,14,694
185,"PRIMARY PATHSHALA SATERA DADIYAL KAKSH 1",809,682,0,1491,451,434,0,885,885,0,466,274,24,101,3,0,0,0,1,1,3,0,1,0,5,6,885
186,"PRIMARY PATHSHALA DADIYAL KAKSH 2",679,625,0,1304,449,419,0,868,868,0,574,17,6,254,3,1,0,0,1,1,0,0,5,1,0,5,868
187,"PRIMARY PATHSHALA CHACHORA KAKSH 1",697,620,1,1318,458,465,0,923,923,0,145,454,9,297,1,1,0,0,0,0,3,0,1,1,10,1,923
188,"PRIMARY PATHSHALA CHACHORA KAKSH 2",337,284,0,621,260,221,0,481,481,0,281,88,5,85,2,0,1,1,1,0,0,0,0,2,4,11,481
189,"PRIMARY PATHSHALA KHARPARI",821,674,0,1495,504,441,0,945,945,0,504,230,5,166,4,1,0,0,0,2,6,1,4,3,2,17,945
190,"PRIMARY PATHSHALA BHUVRA",559,504,1,1064,418,375,0,793,793,0,525,131,5,110,3,1,0,0,0,3,0,0,2,6,2,5,793
191,"PRIMARY PATHSHALA TALABARA",776,669,0,1445,425,329,0,754,754,0,282,20,22,393,6,0,0,0,0,1,1,4,8,3,1,13,754
192,"PRIMARY PATHSHALA BAHADARPUR MISRR",816,685,0,1501,609,575,0,1184,1184,0,940,19,7,197,4,1,2,0,0,0,0,1,4,4,2,3,1184
193,"PRIMARY PATHSHALA IMRATPUR",680,631,0,1311,493,430,0,923,923,0,591,37,5,249,6,1,1,1,1,3,1,1,1,2,5,18,923
194,"PRIMARY PATHSHALA SUBRA",343,298,0,641,287,236,0,523,523,0,463,9,1,22,2,1,1,1,1,0,0,1,2,2,2,15,523
195,"PRIMARY PATHSHALA KHARAGRANI KAKSH 1",672,654,0,1326,504,424,0,928,928,0,261,205,7,426,8,3,0,2,1,2,1,2,5,0,2,3,928
196,"PRIMARY PATHSHALA KHARAGRANI KAKSH 2",116,105,0,221,108,73,0,181,181,0,36,0,0,142,2,0,0,0,1,0,0,0,0,0,0,0,181
197,"PRIMARY PATHSHALA SHAHWAZPUR DHOLA KAKSH 1",737,632,0,1369,496,404,0,900,900,0,594,170,5,121,1,0,0,1,0,1,1,0,2,0,1,3,900
198,"PRIMARY PATHSHALA SHAHWAZPUR DHOLA KAKSH 2",377,338,0,715,278,241,0,519,519,0,431,8,2,66,0,1,2,1,0,0,0,1,0,0,1,6,519
199,"PRIMARY PATHSHALA BIJHALPUR KAKSH 1",511,413,0,924,405,327,0,732,732,0,583,38,1,98,1,0,0,1,0,1,0,0,1,1,2,5,732
200,"PRIMARY PATHSHALA BIJHALPUR KAKSH 2",531,453,0,984,339,290,0,629,629,0,528,36,0,52,3,0,0,0,0,0,0,0,0,1,2,7,629
201,"PRIMARY PATHSHALA REHRAI KAKSH 1",738,647,0,1385,381,624,0,1005,1005,0,649,16,3,313,6,4,1,0,2,0,1,0,3,0,1,6,1005
202,"PRIMARY PATHSHALA REHRAI KAKSH 2",382,330,0,712,202,170,0,372,372,0,178,71,1,103,1,1,3,0,1,1,0,1,0,0,4,7,372
203,"PRIMARY PATHSHALA DHENKLA",460,406,0,866,291,216,0,507,507,0,106,18,3,330,7,4,4,3,2,0,0,0,6,3,3,18,507
204,"PRIMARY PATHSHALA REHRA KAKSH 1",838,659,0,1497,519,394,0,913,913,0,559,36,6,292,2,1,1,0,1,0,0,1,8,3,0,3,913
205,"PRIMARY PATHSHALA REHRA KAKSH 2",871,714,0,1585,576,459,0,1035,1035,0,637,209,5,162,1,1,0,1,1,0,0,0,1,2,0,15,1035
206,"PRIMARY PATHSHALA CHAKFERI KAKSH 1",696,602,0,1298,540,446,0,986,986,0,845,5,10,92,1,0,1,2,1,1,1,1,3,5,4,14,986
207,"PRIMARY PATHSHALA CHAKFERI KAKSH 2",435,362,0,797,280,233,0,513,513,0,407,4,2,75,3,0,1,1,0,0,4,0,2,1,3,10,513
208,"PRIMARY PATHSHALA SIMTHALA",849,694,0,1543,601,488,0,1089,1089,0,766,87,4,211,7,0,1,1,0,1,2,0,1,0,1,7,1089
209,"PRIMARY PATHSHALA ADAMPUR KAKSH 1",785,739,0,1524,523,461,0,984,984,0,750,133,6,28,2,2,2,3,4,4,4,0,2,3,8,33,984
210,"PRIMARY PATHSHALA ADAMPUR KAKSH 2",251,197,0,448,199,159,0,358,358,0,339,6,0,2,0,1,0,1,1,0,1,0,1,0,1,5,358
211,"PRIMARY PATHSHALA ADAMPUR KAKSH 3",844,651,0,1495,597,458,0,1055,1055,0,955,11,8,49,0,0,3,0,1,1,3,1,1,1,4,17,1055
212,"PRIMARY PATHSHALA ADAMPUR KAKSH 4",343,249,0,592,261,163,0,424,424,0,334,4,1,78,1,0,0,1,0,2,0,0,0,0,0,3,424
213,"JUNIOR HIGH SCHOOL ADAMPUR KAKSH 1",743,641,0,1384,486,454,0,940,940,0,349,23,2,522,8,2,0,1,0,1,1,4,5,5,0,17,940
214,"JUNIOR HIGH SCHOOL ADAMPUR KAKSH 2",762,578,0,1340,472,373,0,845,845,0,123,129,14,561,1,0,1,1,0,2,0,2,4,2,0,5,845
215,"PRIMARY PATHSHALA DAMGARA",471,436,0,907,377,346,0,723,723,0,608,7,3,85,0,2,1,0,0,2,0,0,0,3,1,11,723
216,"PRIMARY PATHSHALA PURSAL",360,294,0,654,312,247,0,559,556,0,368,1,1,178,4,0,0,0,1,0,1,0,1,0,1,3,559
217,"PRIMARY PATHSHALA SITALA SARAI",613,582,0,1195,437,379,0,816,816,0,655,37,2,96,4,0,0,1,2,2,1,1,1,0,5,9,816
218,"PRIMARY PATHSHALA SIKANDRABAD",571,553,0,1124,457,391,0,848,848,0,787,7,0,31,1,0,2,0,0,2,0,0,2,1,5,10,848
219,"PRIMARY PATHSHALA OGARPUR",446,345,0,791,300,255,0,555,555,0,411,17,3,115,0,0,0,0,0,1,0,1,0,1,1,5,555
220,"PRIMARY PATHSHALA KOKAPUR",489,450,0,939,389,321,0,710,710,0,642,4,0,47,1,0,0,0,0,0,0,2,2,1,1,10,710
221,"PRIMARY PATHSHALA TIGARIYA NADIRSHAH",804,756,0,1560,595,481,0,1076,1076,0,932,39,5,84,4,1,0,1,0,2,0,0,1,0,1,6,1076
222,"PRIMARY PATHSHALA CHANDAN KOTA",763,730,0,1493,576,512,0,1088,1088,0,661,232,12,157,6,0,0,1,1,0,2,3,2,1,2,8,1088
223,"PRIMARY PATHSHALA DARIYAPUR TUGAN",504,463,0,967,410,360,0,770,770,0,645,18,0,96,1,1,0,0,0,0,2,0,2,1,0,4,770
224,"PRIMARY PATHSHALA BUKHARIPUR",272,262,0,534,204,202,0,406,406,0,294,19,0,85,0,0,0,0,0,0,0,0,2,0,0,6,406
225,"PRIMARY PATHSHALA FAIYAZ NAGAR",607,495,0,1102,417,327,0,744,744,0,496,134,1,101,2,0,0,0,0,1,0,0,1,0,1,7,744
226,"PRIMARY PATHSHALA SINKARI BHUR",294,266,0,560,234,214,0,448,448,0,401,17,1,18,0,0,0,0,0,0,0,0,1,0,1,9,448
227,"PRIMARY PATHSHALA PANDALI",564,498,0,1062,468,350,0,818,818,0,418,240,5,141,2,1,0,0,1,2,0,0,2,0,3,3,818
228,"PRIMARY PATHSHALA SAKATPUR KARANPUR KAKSH 1",738,670,0,1408,624,430,0,1054,1054,0,690,124,4,200,3,1,1,1,0,2,1,0,3,2,1,21,1054
229,"PRIMARY PATHSHALA SAKATPUR KARANPUR KAKSH 2",729,612,0,1341,561,406,0,967,967,0,688,11,7,216,3,1,3,0,2,1,0,0,3,5,3,24,967
230,"PRIMARY PATHSHALA CHAK GULAM AMBIYA",214,201,0,415,166,156,0,322,322,0,87,218,1,7,0,0,0,0,0,0,0,0,2,0,4,3,322
231,"PRIMARY PATHSHALA CHOKUNI",491,429,0,920,390,345,0,735,735,0,552,47,5,111,1,2,0,0,0,1,0,0,0,4,3,9,735
232,"PRIMARY PATHSHALA KHARSOLI",543,521,0,1064,406,404,0,810,810,0,524,35,6,213,2,0,0,0,0,5,0,0,10,1,2,12,810
233,"PRIMARY PATHSHALA GARAVPUR URF RUSTAMPUR",680,586,0,1266,463,405,0,868,868,0,395,223,8,221,2,0,0,0,0,0,1,0,3,2,2,11,868
234,"PRIMARY PATHSHALA SAHDARA MILAK",310,250,0,560,184,160,0,344,344,0,130,140,1,67,2,0,0,0,0,0,0,1,1,1,0,1,344
235,"NEHRU MEMORIAL INTER COLLEGE DHAVARSI KAKSH 1",639,563,0,1202,432,419,0,851,851,0,26,44,1,764,7,0,1,0,0,0,0,0,2,0,1,5,851
236,"NEHRU MEMORIAL INTER COLLEGE DHAVARSI KAKSH 2",350,324,0,674,248,225,0,473,473,0,42,11,0,402,3,1,2,0,0,0,2,2,3,2,0,3,473
237,"NEHRU MEMORIAL INTER COLLEGE DHAVARSI KAKSH 3",622,540,0,1162,433,367,0,800,800,0,538,46,1,182,0,0,0,0,1,0,6,2,3,1,2,18,800
238,"NEHRU MEMORIAL INTER COLLEGE DHAVARSI KAKSH 4",674,572,0,1246,485,405,0,890,890,0,654,117,6,91,0,0,1,0,1,1,0,0,0,2,4,13,890
239,"PRIMARY PATHSHALA DULHAPUR AHIR",405,355,0,760,317,277,0,594,594,0,450,42,1,93,0,0,1,0,0,2,2,1,0,0,0,2,594
240,"PRIMARY PATHSHALA FATEHPUR ADHEK",405,422,0,827,336,311,0,647,647,0,569,2,3,61,3,0,2,0,0,1,3,0,0,0,0,3,647
241,"PRIMARY PATHSHALA SANTHALPUR KAKSH 1",693,624,0,1317,444,352,0,796,796,0,378,370,5,9,1,0,0,1,0,1,0,2,2,5,7,15,796
242,"PRIMARY PATHSHALA SANTHALPUR KAKSH 2",351,278,0,629,211,119,0,330,330,0,149,164,3,11,0,0,0,0,0,0,0,0,0,0,1,2,330
243,"PRIMARY PATHSHALA SANTHALPUR KAKSH 3",565,486,0,1051,426,354,0,780,780,0,559,49,3,148,1,1,0,0,0,1,4,0,2,1,3,8,780
244,"PRIMARY PATHSHALA OGPURA",528,524,0,1052,417,363,0,780,780,0,613,12,2,122,1,1,1,0,0,2,0,0,0,2,2,22,780
245,"PRIMARY PATHSHALA BAGARPUR MUNJABTA",436,380,0,816,368,306,0,674,674,0,481,77,1,103,0,0,1,0,0,1,0,0,1,1,1,7,674
246,"PRIMARY PATHSHALA RUPA NAGAL",307,305,0,612,286,260,0,546,546,0,478,2,1,54,0,1,0,0,0,0,0,0,0,2,0,8,546
247,"PRIMARY PATHSHALA SULTAN BHIMA KAKSH 1",589,498,0,1087,423,343,0,766,766,0,648,5,2,93,2,0,0,0,0,3,2,1,0,1,1,8,766
248,"PRIMARY PATHSHALA SULTAN BHIMA KAKSH 2",382,336,0,718,216,257,0,473,473,0,267,99,0,100,0,0,0,0,0,0,1,0,0,0,2,4,473
249,"PRIMARY PATHSHALA SOHAT KAKSH 1",701,627,0,1328,523,491,0,1014,1014,0,386,367,8,215,1,0,1,0,1,2,1,5,2,6,10,9,1014
250,"PRIMARY PATHSHALA SOHAT KAKSH 2",612,566,1,1179,437,390,0,827,827,0,465,230,8,92,0,1,4,0,0,0,0,1,4,2,5,15,827
251,"PRIMARY PATHSHALA JUJHARPUR",304,282,0,586,253,209,0,462,462,0,258,138,1,59,2,0,0,0,0,0,0,0,1,0,2,1,462
252,"PRIMARY PATHSHALA CHAMAR PATEI",253,201,0,454,207,176,0,383,383,0,329,5,0,46,1,0,0,0,0,0,0,0,0,0,0,2,383
253,"PRIMARY PATHSHALA FATEHPUR KHADAR",673,558,0,1231,513,438,0,951,951,0,345,228,7,357,4,1,0,0,1,0,0,1,1,0,0,6,951
254,"PRIMARY PATHSHALA BIJNORA",657,521,0,1178,514,413,0,927,927,0,465,358,5,66,0,0,0,1,0,0,0,0,6,5,4,17,927
255,"PRIMARY PATHSHALA HUSAINPUR",383,302,0,685,294,236,0,530,530,0,495,29,1,3,0,0,0,0,0,0,0,0,1,0,0,1,530
256,"PRIMARY PATHSHALA SUTARI",848,701,0,1549,629,496,0,1125,1125,0,898,95,0,121,1,1,1,0,0,0,1,0,0,1,2,4,1125
257,"PRIMARY PATHSHALA PANDKA",371,357,0,728,289,265,0,554,554,0,127,355,2,54,0,1,0,0,0,0,0,0,5,2,3,5,554
258,"PRIMARY PATHSHALA DAMGARI",559,502,0,1061,432,408,0,840,840,0,437,244,1,146,4,0,0,0,0,1,1,1,1,0,1,3,840
259,"PRIMARY PATHSHALA KUADALI",402,384,0,786,302,299,0,601,601,0,429,21,4,131,0,0,0,0,0,2,0,0,2,0,1,11,601
260,"PRIMARY PATHSHALA PUTSAL",432,336,0,768,355,292,0,647,647,0,508,2,3,126,1,0,0,0,0,0,0,0,2,0,0,5,647
261,"JUNIOR HIGH SCHOOL UJHARI KAKSH 1",644,537,0,1181,419,389,0,808,808,0,213,79,1,498,2,1,0,1,0,2,0,0,2,0,3,6,808
262,"JUNIOR HIGH SCHOOL UJHARI KAKSH 2",256,234,0,490,215,171,0,386,386,0,97,29,2,248,1,2,0,1,0,1,0,0,0,0,1,4,386
263,"PRIMARY PATHSHALA SADAT UJHARI KAKSH 1",824,658,0,1482,542,433,0,975,975,0,224,61,2,667,5,0,0,0,0,1,1,2,5,1,4,2,975
264,"PRIMARY PATHSHALA SADAT UJHARI KAKSH 2",731,624,0,1355,554,511,0,1065,1065,0,9,29,1,1011,5,2,0,0,0,0,1,0,5,1,1,0,1065
265,"PRIMARY PATHSHALA UJHARI KAKSH 1",530,506,0,1036,392,351,0,743,743,0,106,140,1,487,1,0,1,0,0,1,1,0,2,0,1,2,743
266,"PRIMARY PATHSHALA UJHARI KAKSH 2",438,391,0,829,288,283,0,571,571,0,66,55,5,434,1,1,0,1,0,1,1,0,3,1,1,1,571
267,"KANYA PRIMARY PATHSHALA UJHARI KAKSH 1",626,590,0,1216,423,375,0,798,798,0,63,167,3,544,1,1,2,0,0,0,5,1,4,3,0,4,798
268,"KANYA PRIMARY PATHSHALA UJHARI KAKSH 2",808,617,0,1425,434,359,0,793,793,0,55,80,3,626,3,2,1,0,0,2,10,1,3,0,0,7,793
269,"KANYA PRIMARY PATHSHALA UJHARI KAKSH 3",237,193,0,430,137,97,0,234,232,0,5,16,0,210,0,0,0,0,0,0,2,0,0,0,0,1,234
270,"MUSLIM JUNIUR HIGH SCHOOL UJHARI KAKSH 1",836,712,0,1548,568,520,0,1088,1088,0,211,133,3,722,5,2,1,0,2,0,1,1,2,2,0,3,1088
271,"MUSLIM JUNIUR HIGH SCHOOL UJHARI KAKSH 2",548,444,0,992,454,364,0,818,818,0,97,60,3,635,2,1,0,0,1,1,0,1,4,12,0,1,818
272,"MUSLIM JUNIUR HIGH SCHOOL UJHARI KAKSH 3",408,362,0,770,324,290,0,614,614,0,39,28,1,534,0,0,1,0,0,0,3,0,1,4,0,3,614
273,"MUSLIM JUNIUR HIGH SCHOOL UJHARI KAKSH 4",537,492,0,1029,368,288,0,656,656,0,38,126,2,470,5,0,0,2,0,0,3,2,4,1,1,2,656
274,"JUNIOR HIGH SCHOOL BHIM NAGAR UJHARI KAKSH 1",667,578,0,1245,498,425,0,923,923,0,92,69,2,747,1,1,0,0,0,1,0,1,1,0,1,7,923
275,"JUNIOR HIGH SCHOOL BHIM NAGAR UJHARI KAKSH 2",531,416,0,947,376,309,0,685,685,0,221,223,7,218,6,0,0,0,0,1,0,0,3,1,3,2,685
276,"PRIMARY PATHSHALA TARARA KAKSH 1",691,652,0,1343,552,448,0,1000,1000,0,473,372,4,137,3,0,1,0,0,4,0,2,0,2,0,2,1000
277,"PRIMARY PATHSHALA TARARA KAKSH 2",357,330,0,687,306,254,0,560,560,0,464,6,2,68,3,0,1,1,0,1,1,0,0,3,2,8,560
278,"PRIMARY PATHSHALA KAINETA KAKSH 1",610,594,0,1204,518,492,0,1010,1010,0,530,16,1,454,3,0,0,0,0,0,1,0,0,0,1,4,1010
279,"PRIMARY PATHSHALA KAINETA KAKSH 2",600,535,0,1135,466,392,0,858,858,0,480,125,5,220,2,0,0,1,0,0,0,0,3,3,3,16,858
280,"PRIMARY PATHSHALA PAHADPUR BAKKAL",498,455,0,953,429,376,0,805,805,0,705,58,1,25,4,0,1,1,0,0,0,0,0,0,1,9,805
281,"PRIMARY PATHSHALA SUNGATHER",445,384,0,829,321,297,0,618,618,0,490,39,2,78,1,0,2,1,0,1,0,0,1,1,0,2,618
282,"PRIMARY PATHSHALA BAHANPUR",479,455,0,934,436,349,0,785,785,0,377,351,1,47,1,0,0,0,0,0,0,0,0,1,2,5,785
283,"PRIMARY PATHSHALA JHUNDI MAFI",456,459,0,915,398,368,0,766,766,0,668,7,2,82,2,1,0,0,0,1,0,0,1,0,0,2,766
284,"PRIMARY PATHSHALA FHULPUR BIJHALPUR",552,526,0,1078,448,416,0,864,864,0,794,6,2,47,2,3,3,1,0,0,1,0,0,1,1,3,864
285,"PRIMARY PATHSHALA KALAKHERA KAKSH 1",692,655,0,1347,533,517,0,1050,1050,0,28,287,10,695,2,3,0,0,1,0,1,1,3,2,10,7,1050
286,"PRIMARY PATHSHALA KALAKHERA KAKSH 2",524,539,1,1064,409,456,0,865,865,0,114,401,7,316,1,1,1,0,0,1,2,1,2,4,4,10,865
287,"PRIMARY PATHSHALA SULTANPUR VIRAN",209,178,0,387,128,126,0,254,254,0,1,72,4,169,2,0,0,0,0,0,4,1,0,0,0,1,254
288,"JUNIOR HIGH SCHOOL BHIKANPUR SARKI",377,331,0,708,309,270,0,579,579,0,499,15,1,50,1,0,0,0,1,0,0,0,0,0,2,10,579
289,"PRIMARY PATHSHALA HAIBATPUR BANJARA KAKSH 1",658,574,0,1232,534,495,0,1029,1029,0,0,12,2,1012,1,0,0,0,0,0,0,0,1,0,0,1,1029
290,"PRIMARY PATHSHALA HAIBATPUR BANJARA KAKSH 2",366,344,0,710,319,286,0,605,605,0,2,12,1,585,2,0,0,0,0,0,1,0,0,1,1,0,605
291,"PRIMARY PATHSHALA ISHAPUR SARKI",377,354,0,731,321,303,0,624,624,0,476,81,0,61,0,0,0,0,0,1,0,1,0,0,0,4,624
292,"PRIMARY PATHSHALA BHATAULA SHARKI",530,469,0,999,446,391,0,837,837,0,685,26,8,93,0,0,0,0,0,1,1,0,3,2,3,15,837
293,"PRIMARY PATHSHALA GALSUA",621,585,0,1206,515,531,0,1046,1046,0,3,78,2,954,5,0,2,0,0,1,0,0,1,0,0,0,1046
294,"PRIMARY PATHSHALA DAKKA KAKSH 1",563,527,0,1090,334,345,0,679,679,0,1,115,6,549,2,0,0,1,0,0,0,2,0,0,0,3,679
295,"KANYA PRIMARY PATHSHALA DAKKA KAKSH 2",325,261,0,586,199,195,0,394,394,0,5,101,0,284,1,0,1,0,1,0,0,0,1,0,0,0,394
296,"JUNIOR HIGH SCHOOL DAKKA KAKSH 1",721,589,1,1311,432,368,0,800,800,0,5,49,1,734,4,0,1,0,0,1,1,1,0,2,0,1,800
297,"JUNIOR HIGH SCHOOL DAKKA KAKSH 2",348,319,0,667,215,178,0,393,393,0,4,7,1,376,1,0,0,0,0,0,0,2,2,0,0,0,393
298,"JUNIOR HIGH SCHOOL DAKKA KAKSH 3",848,747,0,1595,508,464,0,972,972,0,36,208,9,705,4,1,0,0,0,0,2,0,3,0,1,3,972
299,"JUNIOR HIGH SCHOOL DAKKA KAKSH 4",808,693,0,1501,515,476,0,991,991,0,11,31,1,926,3,0,2,1,2,1,2,2,4,3,1,1,991
300,"SAGHAN SAHKARI SAMITI DAKKA",620,563,1,1184,376,390,0,766,766,0,96,113,5,520,9,0,3,1,1,3,0,2,1,0,3,9,766
301,"JUNIOR HIGH SCHOOL ALLIPUR BHUR SHARKI",647,489,0,1136,398,410,0,808,808,0,25,18,9,733,5,0,0,0,0,0,8,2,3,1,1,3,808
302,"PRIMARY PATHSHALA KAKRUA",107,89,0,196,106,80,0,186,186,0,168,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,186
303,"PRIMARY PATHSHALA FIROZABAD",215,198,0,413,182,165,0,347,347,0,170,138,4,27,0,0,0,0,0,0,0,1,0,0,2,5,347
304,"DAYANAND INTER COLLEGE SAID NAGLI KAKSH 1",834,706,1,1541,576,480,0,1056,1056,0,677,300,2,51,1,2,0,1,1,1,4,1,5,2,1,7,1056
305,"DAYANAND INTER COLLEGE SAID NAGLI KAKSH 2",714,667,0,1381,526,469,0,995,995,0,389,10,6,569,1,2,0,0,2,0,10,0,3,0,1,2,995
306,"DAYANAND INTER COLLEGE SAID NAGLI KAKSH 3",809,699,0,1508,592,482,0,1074,1074,0,158,84,14,801,3,0,1,0,0,0,3,2,5,1,1,1,1074
307,"DAYANAND JUNIOUR HIGH SCHOOL SAID NAGLI KAKSH 1",765,619,0,1384,546,432,0,978,978,0,57,1,4,894,2,1,0,0,1,0,9,0,3,1,1,4,978
308,"DAYANAND JUNIOUR HIGH SCHOOL SAID NAGLI KAKSH 2",744,655,0,1399,633,426,0,1059,1059,0,61,15,4,957,5,0,2,1,3,1,2,0,4,0,1,3,1059
