"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
151,"PRATHMIK VIDYALYA DHANWAR(PACCHIMI PART)",357,299,0,656,213,166,0,379,379,0,33,86,69,137,13,3,6,4,2,0,1,4,7,1,13,379
152,"PRATHMIK VIDYALYA MACHABAN‍DHVA(POORVI PART)",657,624,0,1281,382,326,0,708,708,0,22,182,58,132,255,3,10,4,2,4,9,2,8,1,16,708
153,"PRATHMIK VIDYALYA CHAINPUR",863,724,0,1587,544,394,0,938,938,0,98,539,122,103,46,0,5,5,0,2,1,1,2,5,9,938
154,"PRATHMIK VIDYALYA TIRKATVA S‍THIT CHAKABAGADRI",228,218,0,446,148,109,0,257,257,0,19,133,25,28,12,2,2,1,4,1,2,2,7,2,17,257
155,"PRATHMIK VIDYALYA  CHAKABAGADRI SANI",245,224,0,469,145,101,0,246,246,0,10,143,36,41,2,2,3,0,2,0,0,2,0,2,3,246
156,"PRATHMIK VIDYALYA  MUNGADIH",151,136,0,287,109,85,0,194,194,0,7,95,34,11,0,1,1,2,0,0,1,2,5,8,27,194
157,"PRATHMIK VIDYALYA RAHRIYADAD (POKHRA),(UTTARI PART)",562,522,0,1084,386,311,0,697,697,0,28,335,107,136,25,4,2,0,5,3,9,7,10,9,17,697
158,"PRATHMIK VIDYALYA RAHRIYADAD (POKHRA), (SOUTH PART)",409,355,0,764,316,230,0,546,546,0,39,301,15,113,5,6,6,4,1,0,4,2,9,12,29,546
159,"PRATHMIK VIDYALYA PARSATOLA",261,255,0,516,190,167,0,357,357,0,9,98,62,74,58,4,2,3,2,3,4,7,7,5,19,357
160,"PRATHMIK VIDYALYA BARAVEN",501,396,0,897,254,203,0,457,457,0,38,225,42,72,37,7,6,3,4,4,4,1,3,4,7,457
161,"PRATHMIK VIDYALYA KHAIRADIH",355,293,0,648,201,166,0,367,367,0,32,127,41,55,50,3,9,5,2,2,8,6,10,5,12,367
162,"PRATHMIK VIDYALYA GHAGHRA",806,713,0,1519,488,404,0,892,892,0,43,467,64,125,47,3,14,8,7,9,7,9,22,21,46,892
163,"PRATHMIK VIDYALYA CHAUNA",701,564,0,1265,358,320,0,678,678,0,46,427,31,61,39,3,19,6,5,3,5,3,15,8,7,678
164,"PRATHMIK VIDYALYA BAHERADOL",357,314,0,671,230,211,0,441,441,0,27,273,38,7,42,1,3,2,2,3,3,2,7,15,16,441
165,"PRATHMIK VIDYALYA KUDRI (UTTARI PART)",475,427,0,902,322,284,0,606,606,0,30,247,34,180,34,3,5,8,4,5,10,4,10,7,25,606
166,"PRATHMIK VIDYALYA KUDRI (SOUTH PART)",641,536,0,1177,299,203,0,502,502,0,38,171,23,165,21,2,4,4,3,3,15,3,10,13,27,502
167,"PRATHMIK VIDYALYA JOORA",388,364,0,752,206,199,0,405,405,0,18,140,12,131,61,3,4,1,0,4,5,4,8,4,10,405
168,"PRATHMIK VIDYALYA KONGA(UTTARI PART)",820,695,0,1515,475,387,0,862,862,0,49,514,86,51,15,2,4,2,7,3,19,8,41,17,44,862
169,"PRATHMIK VIDYALYA DHANKHOR",534,465,0,999,328,221,0,549,549,0,45,279,63,55,68,3,5,2,5,4,3,5,2,3,7,549
170,"PRATHMIK VIDYALYA TEN‍DUL",225,199,0,424,160,123,0,283,283,0,6,219,24,10,5,0,1,0,0,0,0,1,4,11,2,283
171,"PRATHMIK VIDYALYA BAINA",559,473,0,1032,373,277,0,650,650,0,15,327,180,19,80,2,1,2,3,0,1,0,8,5,7,650
172,"PRATHMIK VIDYALYA SAGOBANDHA, ROOM N0-1",483,408,0,891,286,222,0,508,508,0,24,330,52,32,40,8,3,2,0,4,1,2,5,1,4,508
173,"PRATHMIK VIDYALYA SAGOBANDHA, ROOM N0-2",445,370,0,815,282,184,0,466,466,0,27,285,48,28,15,1,0,2,1,1,2,3,9,12,32,466
174,"PRATHMIK VIDYALYA FARIPAN",398,372,0,770,262,243,0,505,505,0,42,153,105,125,24,3,9,2,2,4,5,4,7,7,13,505
175,"PRATHMIK VIDYALYA AHIRBUDHVA",569,523,0,1092,375,356,0,731,731,0,25,127,314,91,91,3,2,7,4,2,7,4,15,11,28,731
176,"PRATHMIK VIDYALYA KOODHPAN",444,395,0,839,277,199,0,476,476,0,33,168,89,87,17,5,4,7,9,4,9,11,9,5,19,476
177,"PRATHMIK VIDYALYA GOHDHA",678,517,0,1195,463,340,0,803,803,0,40,471,112,44,22,9,2,1,5,3,7,6,16,14,51,803
178,"PRATHMIK VIDYALYA LAMBI",357,310,0,667,213,156,0,369,369,0,26,174,64,6,13,1,2,2,3,4,6,6,17,14,31,369
179,"PRATHMIK VIDYALYA KORCHI (PURVI PART)",457,388,0,845,290,259,0,549,549,0,44,316,50,52,60,1,5,3,3,1,3,2,2,2,5,549
180,"PRATHMIK VIDYALYA LAMBI (PACCHMI PART)",460,392,0,852,278,247,0,525,525,0,42,246,33,36,121,9,6,2,0,4,3,2,8,5,8,525
181,"PRATHMIK VIDYALYA DEVHAR POORVI",254,262,0,516,131,127,0,258,258,0,23,63,82,54,14,1,3,4,2,0,1,0,3,2,6,258
182,"PRATHMIK VIDYALYA KHAIRTIYA",217,192,0,409,149,118,0,267,267,0,16,34,17,161,5,4,1,1,1,2,0,2,5,4,14,267
183,"PRATHMIK VIDYALYA NAUDIHA(UTTARI PART)",797,680,0,1477,460,361,0,821,821,0,33,434,77,147,28,6,2,1,3,2,4,8,21,14,41,821
184,"PRATHMIK VIDYALYA MADHUVN S‍THIT GRAM BARAHPAN",359,312,0,671,175,142,0,317,317,0,15,124,43,52,22,0,7,3,4,3,11,4,5,3,21,317
185,"KARCHATOLA S‍THIT GRAM MADHUVAN",373,344,0,717,260,220,0,480,480,0,17,38,64,172,117,3,3,4,5,4,2,7,10,5,29,480
186,"PRATHMIK VIDYALYA BHISUR",493,423,0,916,341,230,0,571,571,0,48,325,102,25,19,7,15,6,3,4,1,3,5,4,4,571
187,"PRATHMIK PATHSHALA SUNDRI (PRATHAM PART)",736,553,0,1289,380,294,0,674,674,0,45,333,125,53,31,3,2,2,2,1,3,7,9,15,43,674
188,"PRATHMIK PATHSHALA SUNDRI (SECOND PART)",433,326,0,759,232,186,0,418,418,0,18,178,119,13,44,2,5,1,0,1,2,3,8,2,22,418
189,"PRATHMIK VIDYALYA SUGWAMAN",191,172,0,363,133,119,0,252,252,0,20,152,12,0,27,0,1,1,1,2,1,1,10,10,14,252
190,"PRATHMIK VIDYALYA AMVAR",968,816,0,1784,424,378,0,802,802,0,28,341,57,12,287,2,21,3,3,4,1,3,13,4,23,802
191,"PRATHMIK VIDYALYA NAVIN BHAVAN NAGAVAN, KA.N0-1",553,519,0,1072,316,234,0,550,550,0,46,359,32,29,29,2,4,2,0,4,6,6,12,3,16,550
192,"PRATHMIK VIDYALYA NAVIN BHAVAN NAGAVAN, KA.N0-2",592,507,0,1099,293,279,0,572,572,0,54,348,42,25,9,1,5,0,1,3,5,6,11,6,56,572
193,"PRATHMIK VIDYALYA BAGHADHOO (UTTARI PART)",488,454,0,942,288,252,0,540,540,0,66,181,27,199,27,3,3,4,4,4,9,1,3,3,6,540
194,"PRATHMIK VIDYALYA BAGHADHOO (SOUTH PART)",696,617,0,1313,348,283,0,631,631,0,50,234,67,109,68,8,13,7,9,6,11,13,9,7,20,631
195,"POORV MADH‍YMIK VIDYALYA BAGHADHOO (UTTARI PART)",597,531,0,1128,281,262,0,543,543,0,11,106,49,147,159,2,3,5,0,4,7,3,14,5,28,543
196,"POORV MADH‍YMIK VIDYALYA BAGHADHOO ( SOUTH PART)",634,575,0,1209,322,280,0,602,602,0,31,162,58,159,70,3,7,5,4,7,8,12,18,18,40,602
197,"PRATHMIK VIDYALYA RANNU (UTTARI PART",415,354,0,769,248,186,0,434,434,0,21,78,16,176,59,4,3,3,2,4,2,4,11,15,36,434
198,"PRATHMIK VIDYALYA RANNU (SOUTH PART",422,389,0,811,253,188,0,441,441,0,33,234,37,77,14,3,3,1,1,2,4,1,10,8,13,441
199,"PRATHMIK VIDYALYA TURRIDIH",508,466,0,974,319,239,0,558,558,0,23,111,116,160,65,4,3,5,4,4,7,6,9,7,34,558
200,"PRATHMIK VIDYALYA MAHUARIYA (PURVI PART)",530,492,0,1022,331,289,0,620,620,0,20,143,150,133,81,3,1,4,6,3,3,7,18,14,34,620
201,"PRATHMIK VIDYALYA MAHUARIYA (PACCHMI PART)",457,381,0,838,281,221,0,502,502,0,10,103,69,28,245,3,2,2,2,0,7,5,4,3,19,502
202,"PRATHMIK VIDYALYA SARDIHA",414,352,0,766,250,211,0,461,461,0,22,214,145,10,34,1,2,2,2,1,3,2,5,5,13,461
203,"PRATHMIK VIDYALYA BANVASI SEVA AASHRAM MANBASA",543,472,0,1015,316,262,0,578,578,0,21,131,20,194,141,2,0,1,7,1,9,4,10,9,28,578
204,"PRATHMIK VIDYALYA KARAMDADH",220,211,0,431,172,160,0,332,332,0,29,136,14,125,8,1,1,1,1,0,2,4,3,4,3,332
205,"PRATHMIK VIDYALYA KATAUDHI(PURVI PART)",444,383,0,827,229,221,0,450,450,0,29,75,27,229,29,5,0,6,11,1,5,4,9,6,14,450
206,"PRATHMIK VIDYALYA KATAUDHI (PACCHIMI PART)",407,374,0,781,258,226,0,484,484,0,20,126,17,190,29,4,8,4,4,2,12,12,12,11,33,484
207,"POORV MADH‍YMIK VIDYALYA  KATAULI",743,668,0,1411,460,392,0,852,852,0,74,117,33,310,225,8,8,7,1,6,9,11,11,10,22,852
208,"PRATHMIK VIDYALYA MAJHAULI, ROOM NO-1",356,319,0,675,226,192,0,418,418,0,36,122,71,100,23,1,4,3,6,5,6,4,6,5,26,418
209,"PRATHMIK VIDYALYA MAJHAULI, ROOM NO-2",702,608,0,1310,407,365,0,772,772,0,24,338,37,237,22,5,6,7,6,1,9,9,13,11,47,772
210,"PRATHMIK VIDYALYA KADAL",397,349,0,746,247,209,0,456,456,0,17,257,39,82,31,2,1,0,2,0,2,2,3,5,13,456
211,"PRATHMIK VIDYALYA JHAROKLA",808,672,0,1480,474,411,0,885,885,0,51,195,26,302,234,12,7,2,9,5,8,10,4,7,13,885
212,"PRATHMIK VIDYALYA JHAROKHURD (UTTARI PART)",514,459,0,973,322,269,0,591,591,0,25,194,78,105,112,5,4,4,3,6,3,8,12,10,22,591
213,"PRATHMIK VIDYALYA JHAROKHURD (SOUTH PART)",469,440,0,909,295,240,0,535,535,0,18,123,91,153,82,9,4,4,3,6,8,6,8,10,10,535
214,"PRATHMIK VIDYALYA DUMARDEEHA (PURVI PART)",677,629,0,1306,395,286,0,681,681,0,24,392,86,85,39,4,1,1,4,2,1,2,13,9,18,681
215,"PRATHMIK VIDYALYA DUMARDEEHA (PACCHIMI PART)",724,616,0,1340,368,284,0,652,652,0,35,281,64,167,79,6,4,1,4,1,1,1,2,3,3,652
216,"PRATHMIK VIDYALYA GULALJHARIYA",579,531,0,1110,373,282,0,655,655,0,58,162,35,303,43,8,9,7,4,4,4,4,2,5,7,655
217,"PRATHMIK VIDYALYA DHANAURA (PURVI PART)",797,674,0,1471,451,381,0,832,832,0,17,484,30,19,211,13,6,4,1,2,8,4,7,11,15,832
218,"PRATHMIK VIDYALYA DHANAURA (PACCHIM PART)",603,505,0,1108,250,212,0,462,462,0,23,209,62,77,41,3,1,2,2,2,2,5,7,11,15,462
219,"PRATHMIK VIDYALYA JAPLA",333,251,0,584,189,150,0,339,339,0,13,129,68,87,6,1,0,0,1,2,2,5,6,9,10,339
220,"PRATHMIK VIDYALYA KHAJURI",840,722,0,1562,519,432,0,951,951,0,25,451,137,72,184,1,4,8,5,6,7,3,19,10,19,951
221,"PRATHMIK VIDYALYA DIGHUL (PURVI PART)",588,520,0,1108,332,330,0,662,662,0,13,101,217,52,200,6,5,4,1,2,3,6,14,7,31,662
222,"PRATHMIK VIDYALYA DIGHUL (PACCHIM PART)",636,562,0,1198,400,346,0,746,746,0,22,143,344,35,106,4,2,2,4,2,4,7,13,15,43,746
223,"PRATHMIK VIDYALYA TEDHA",742,591,0,1333,425,326,0,751,751,0,40,296,218,102,9,8,10,3,3,3,4,0,19,5,31,751
224,"PRATHMIK VIDYALYA NIMIYADIH",494,412,0,906,276,192,0,468,468,0,12,66,92,93,171,2,0,5,2,0,4,3,5,2,11,468
225,"PRATHMIK VIDYALYA SHAHPUR",247,201,0,448,148,128,0,276,276,0,18,160,24,25,10,1,7,1,0,1,1,3,4,9,12,276
226,"PRATHMIK VIDYALYA PIPRDIH",296,266,0,562,181,187,0,368,368,0,24,129,10,135,6,3,2,1,0,5,5,11,7,10,20,368
227,"PRATHMIK VIDYALYA JABAR ROOM NO -02",445,352,0,797,275,217,0,492,492,0,21,299,45,56,13,2,2,5,3,4,4,4,6,10,18,492
228,"PRATHMIK VIDYALYA DUDDHI (PACCHIMI PART)",657,584,0,1241,358,305,0,663,663,0,12,360,84,165,22,2,0,2,4,0,0,2,2,0,8,663
229,"PRATHMIK VIDYALYA DUDDHI (UTTARI PART)",606,517,0,1123,325,281,0,606,606,0,8,358,82,116,25,2,1,0,3,0,1,1,1,4,4,606
230,"PRATHMIK VIDYALYA DUDDHI (PURVI PART)",391,340,0,731,201,183,0,384,384,0,5,246,25,85,13,0,1,0,4,1,2,0,0,2,0,384
231,"POORV MADH‍YMIK  VIDYALYA  DUDDHI (PURVI PART)",452,370,0,822,264,207,0,471,471,0,6,253,33,32,127,3,0,1,1,0,2,1,6,0,6,471
232,"POORV MADH‍YMIK VIDYALYA DUDDHI (PACCHIM PART)",778,672,0,1450,395,363,0,758,758,0,8,413,102,182,17,3,0,1,7,2,1,3,5,6,8,758
233,"RAJKIYA KAN‍YA IN‍TAR KALEJ DUDDHI, ROOM NO-1",723,609,0,1332,425,320,0,745,745,0,17,623,48,21,19,0,0,0,5,1,0,2,1,2,6,745
234,"RAJKIYA KAN‍YA IN‍TAR KALEJ DUDDHI, ROOM NO-2",603,517,0,1120,345,263,0,608,608,0,7,397,12,24,147,1,1,2,5,2,3,1,0,1,5,608
235,"RAJKIYA KAN‍YA IN‍TAR KALEJ DUDDHI, ROOM NO-3",633,608,0,1241,398,271,0,669,669,0,6,366,155,121,7,1,0,0,6,0,0,1,3,1,2,669
236,"PRATHMIK VIDYALYA MAL‍DEVA",735,718,0,1453,408,429,0,837,837,0,31,326,89,249,78,1,1,3,8,7,4,6,8,8,18,837
237,"PRATHMIK VIDYALYA BARAIDADH",258,202,0,460,146,119,0,265,265,0,14,41,16,142,24,0,2,3,1,2,4,4,3,3,6,265
238,"PRATHMIK VIDYALYA BIDAR (PURVI PART)",714,608,0,1322,267,394,0,661,661,0,20,245,61,146,152,6,4,2,2,3,1,1,8,3,7,661
239,"PRATHMIK VIDYALYA BIDAR (PACCHIM PART)",601,525,0,1126,333,287,0,620,620,0,21,432,54,37,20,2,3,1,12,2,1,1,7,15,12,620
240,"PANCHAYT BHAVAN BIDHR",576,542,0,1118,327,298,0,625,625,0,22,257,35,64,188,5,3,4,5,1,6,6,4,7,18,625
241,"DUDDHI S‍TET PRA0 PA0 RAJAKHADH (PURVI PART)",727,660,0,1387,416,382,0,798,798,0,50,244,84,168,163,7,5,6,6,8,10,8,10,10,19,798
242,"DUDDHI S‍TET PRA0 PA0 RAJAKHADH (PACCHIMI PART)",778,630,1,1409,440,363,0,803,803,0,46,557,81,69,9,5,3,3,3,1,4,6,5,1,10,803
243,"PRATHMIK VIDYALYA DUM‍HAN (UTTARI PART)",503,440,0,943,318,285,0,603,603,0,17,204,97,162,42,3,5,3,5,1,1,8,14,6,35,603
244,"PRATHMIK VIDYALYA DUM‍HAN (SOUTH PART)",633,597,0,1230,398,337,0,735,735,0,31,373,51,148,42,1,1,3,3,2,8,12,13,12,35,735
245,"PRATHMIK VIDYALYA HATHVANI S‍THIT SAUDIH",467,417,0,884,301,282,0,583,583,0,49,226,88,32,79,8,4,4,4,4,13,6,12,18,36,583
246,"PRATHMIK VIDYALYA HATHVANI (EAST)",210,189,0,399,163,130,0,293,293,0,20,185,8,16,13,0,1,1,1,0,4,5,10,9,20,293
247,"PRATHMIK VIDYALYA DALAPIPAR",208,189,0,397,158,127,0,285,285,0,29,157,47,20,14,1,6,1,1,0,0,1,4,1,3,285
248,"PRATHMIK VIDYALYA BAHERADOL",222,202,0,424,152,132,0,284,284,0,19,53,157,14,20,2,2,3,1,0,3,3,4,0,3,284
249,"PRATHMIK VIDYALYA GADHADARVA",412,353,0,765,281,224,0,505,505,0,21,182,154,34,51,1,2,0,2,3,5,7,7,9,27,505
250,"PRATHMIK VIDYALYA NAVIN BHAVAN KHOKHA",234,204,0,438,147,138,0,285,285,0,16,146,82,9,6,1,0,0,2,0,0,1,7,7,8,285
251,"PRATHMIK VIDYALYA AURADADH",240,199,0,439,177,161,0,338,338,0,29,85,14,117,52,2,2,2,2,2,2,5,3,7,14,338
252,"PRATHMIK VIDYALYA DHARANVA",87,82,0,169,65,63,0,128,128,0,7,98,4,5,4,1,0,0,0,1,3,1,2,1,1,128
253,"PRATHMIK VIDYALYA GHICHORWA",85,72,0,157,43,37,0,80,80,0,4,5,22,15,26,0,1,0,0,0,3,0,1,1,2,80
254,"PRATHMIK VIDYALYA KARHIYA",588,510,0,1098,306,366,0,672,672,0,49,104,210,77,111,6,6,6,3,4,8,10,14,19,45,672
255,"PRATHMIK VIDYALYA BODHADIH",270,239,0,509,200,139,0,339,339,0,8,62,124,66,23,3,1,0,1,4,2,8,14,5,18,339
256,"PRATHMIK VIDYALYA NAVATOLA",212,203,0,415,134,132,0,266,266,0,13,79,5,92,24,2,0,1,2,4,5,3,3,3,30,266
257,"PRATHMIK VIDYALYA JORKHOO",135,113,0,248,84,83,0,167,167,0,5,60,48,16,16,3,1,0,0,0,1,1,1,5,10,167
258,"DUDDHI S‍TET PRATHMIK VIDYALYA KORGI",570,554,0,1124,393,400,0,793,793,0,36,380,51,82,154,5,4,5,3,9,6,10,9,9,30,793
259,"PRATHMIK VIDYALYA POLVA S‍THIT GRAM HIRACHAK",311,289,0,600,213,194,0,407,407,0,16,182,17,15,130,3,2,1,1,2,2,3,6,10,17,407
260,"POORV MADH‍YMIK VIDYALYA MAHULI STHIT GRAM POLVA, (SOUTH PART)",387,353,0,740,160,172,0,332,332,0,7,130,42,51,41,0,2,1,20,2,1,3,8,5,19,332
261,"POORV MADH‍YMIK VIDYALYA MAHULI STHIT GRAM POLVA, (UTTARI PART)",693,597,0,1290,380,276,0,656,656,0,14,253,75,64,149,3,4,8,49,3,4,4,5,3,18,656
262,"POORV MADH‍YMIK VIDYALYA MAHULI STHIT GRAM POLVA, (MADHYA PART)",722,697,0,1419,422,407,0,829,829,0,27,244,134,182,167,6,2,2,7,5,7,8,10,7,21,829
263,"PRATHMIK VIDYALYA PATRIHA (UTTARI PART )",522,472,0,994,315,293,0,608,608,0,43,400,42,13,16,2,4,2,8,1,9,4,17,17,30,608
264,"PRATHMIK VIDYALYA PATRIHA (SOUTH PART )",467,412,0,879,300,256,0,556,556,0,33,379,55,24,44,4,2,1,3,1,1,1,4,1,3,556
265,"PRATHMIK VIDYALYA PHULWAR",793,723,0,1516,495,413,0,908,908,0,30,439,75,46,231,5,4,2,11,13,6,8,7,11,20,908
266,"PRATHMIK VIDYALYA JOROOKHADH (PURVI PART)",636,579,0,1215,424,404,0,828,828,0,25,125,165,167,265,6,7,2,7,1,7,5,11,9,26,828
267,"PRATHMIK VIDYALYA JOROOKHADH (PACCHIM PART)",475,428,0,903,311,262,0,573,573,0,18,163,154,52,155,5,5,2,4,3,1,3,4,0,4,573
268,"PRATHMIK VIDYALYA SUICHATTAN",344,323,0,667,249,228,0,477,477,0,21,177,179,18,39,4,4,1,4,1,1,3,7,4,14,477
269,"PRATHMIK VIDYALYA GHIVHI (UTTARI PART)",758,546,0,1304,336,240,0,576,576,0,27,313,91,17,84,4,3,3,2,2,11,1,4,3,11,576
270,"PRATHMIK VIDYALYA GHIVHI (PURVI PART)",473,388,0,861,260,201,0,461,461,0,21,179,115,33,24,1,5,4,8,6,20,7,11,11,16,461
271,"PRATHMIK VIDYALYA HARNAKCHHAR  (UTTARI PART)",531,417,0,948,341,269,0,610,610,0,32,391,56,10,55,6,3,2,1,1,8,10,9,6,20,610
272,"PRATHMIK VIDYALYA HARNAKCHHAR  (SOUTH PART)",498,428,0,926,323,291,0,614,614,0,25,274,115,47,71,3,5,1,5,6,12,6,14,12,18,614
273,"PRATHMIK VIDYALYA SALAIYADIH  (PURVI0 PART)",453,405,0,858,289,267,0,556,556,0,27,329,73,9,67,7,2,6,3,6,6,2,9,6,4,556
274,"PRATHMIK VIDYALYA SALAIYADIH  (ATIRIK‍T KAKSHA)",420,367,0,787,252,209,0,461,461,0,18,212,117,10,56,1,4,3,4,1,1,4,11,5,14,461
275,"PRATHMIK VIDYALYA SALAIYADIH  (PACCHIMI PART)",874,753,0,1627,453,400,0,853,853,0,35,570,75,104,18,1,3,6,2,4,2,2,8,11,12,853
276,"UCH‍CHATAR MADH‍YMIK VIDYALYA VIN‍DHAMAGANJ S‍THIT BUTBEDHVA (PURVI PART)",739,616,0,1355,381,307,0,688,688,0,26,338,97,30,124,0,6,4,3,4,3,3,13,16,21,688
277,"UCH‍CHATAR MADH‍YMIK VIDYALYA VIN‍DHAMAGANJ S‍THIT BUTBEDHVA (PACCHIMI PART)",663,582,0,1245,384,253,0,637,637,0,7,495,49,51,7,0,1,0,3,2,3,4,3,6,6,637
278,"PRATHMIK VIDYALYA DHARTIDOLVA",451,399,0,850,275,259,0,534,534,0,34,268,90,12,65,5,3,6,4,7,8,4,11,2,15,534
279,"PRATHMIK VIDYALYA MUDHISEMR (PURVI PART)",613,543,0,1156,408,374,0,782,782,0,54,417,109,57,104,5,8,6,8,3,0,4,3,1,3,782
280,"PRATHMIK VIDYALYA MUDHISEMR (PACCHIMI PART)",680,591,0,1271,449,393,0,842,842,0,79,572,71,22,22,8,4,5,5,4,4,2,18,9,17,842
281,"POORV MADH‍YMIK VIDYALYA KEVAL (UTTARI PART)",742,641,1,1384,443,347,0,790,790,0,28,139,204,70,276,4,7,6,5,4,14,9,9,4,11,790
282,"POORV MADH‍YMIK VIDYALYA KEVAL (SOUTH PART)",403,321,0,724,214,178,0,392,392,0,7,77,81,10,176,9,2,0,1,1,1,2,4,5,16,392
283,"PRATHMIK VIDYALYA KOLINDOOBA",542,443,0,985,319,251,0,570,570,0,19,227,136,8,119,6,2,2,9,0,5,6,7,7,17,570
284,"PRATHMIK VIDYALYA PARASPANI",172,163,0,335,117,117,0,234,234,0,9,72,39,36,39,2,3,1,7,3,0,6,5,4,8,234
285,"PRATHMIK VIDYALYA DHOOMA (PURVI PART)",657,587,0,1244,306,283,0,589,589,0,32,120,149,59,176,7,4,1,31,0,1,1,3,2,3,589
286,"PRATHMIK VIDYALYA DHOOMA (PACCHIMI PART)",574,518,0,1092,283,266,0,549,549,0,19,160,145,26,108,3,2,1,0,8,6,10,10,5,46,549
287,"PRATHMIK VIDYALYA MEDNIKHADH",582,507,0,1089,378,323,0,701,701,0,33,304,50,67,183,2,5,3,12,2,3,2,7,4,24,701
288,"PRATHMIK VIDYALYA SUKHDHA",529,483,0,1012,377,375,0,752,752,0,13,206,319,60,68,3,7,4,7,6,5,8,11,8,27,752
289,"PRATHMIK VIDYALYA CHHATARPUR",267,253,0,520,158,158,0,316,316,0,47,141,61,21,32,1,3,0,3,1,1,1,2,0,2,316
290,"PRATHMIK VIDYALYA JAMPANI",375,355,0,730,237,239,0,476,476,0,16,112,251,14,27,2,7,3,2,3,4,9,6,7,13,476
291,"PRATHMIK VIDYALYA JATAJUAAN",538,462,0,1000,396,268,0,664,664,0,23,194,254,19,109,5,5,4,2,2,5,4,12,9,17,664
292,"PRATHMIK VIDYALYA BAGHAMAN‍DVA S‍THIT GRAM DAYODHI",267,233,0,500,168,141,0,309,309,0,17,143,44,25,31,3,2,2,1,1,13,5,7,4,11,309
293,"PRATHMIK VIDYALYA PAKRI",449,421,0,870,301,279,0,580,580,0,15,130,141,58,164,2,4,2,4,1,21,6,10,6,16,580
294,"PRATHMIK VIDYALYA BOOM",754,737,0,1491,540,502,0,1042,1042,0,21,144,302,61,398,15,6,3,4,10,18,13,17,11,19,1042
295,"PRATHMIK VIDYALYA HUMELDOHAR",206,203,0,409,148,138,0,286,286,0,9,31,103,21,95,1,4,1,2,0,0,2,4,0,13,286
296,"PRATHMIK VIDYALYA DHORPA",401,369,0,770,264,242,0,506,506,0,21,289,52,52,9,5,1,2,2,4,5,4,17,12,31,506
297,"PRATHMIK VIDYALYA HARPURA, ROOM NO-1",652,614,0,1266,385,359,0,744,744,0,33,372,151,60,39,6,3,2,4,4,3,5,11,10,41,744
298,"PRATHMIK VIDYALYA HARPURA, ROOM NO-2",257,215,0,472,160,137,0,297,297,0,19,111,67,46,12,7,3,2,5,0,2,1,3,5,14,297
299,"PRATHMIK VIDYALYA BAIRKHADH",662,611,0,1273,405,388,0,793,793,0,44,261,166,54,158,3,12,6,5,4,15,8,13,10,34,793
300,"PRATHMIK VIDYALYA KUDRI",156,133,0,289,87,84,0,171,171,0,14,81,35,8,10,0,0,0,1,0,1,3,5,3,10,171
301,"PRATHMIK VIDYALYA BARKHOHRA",374,325,0,699,277,209,0,486,486,0,30,247,107,7,30,0,3,4,1,5,2,7,16,7,20,486
