"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMEETA SINGH","2 - PAWAN PANDEY","3 - FEROZE VARUN GANDHI","4 - SHAKEEL AHMED","5 - GIRISH LAL","6 - DR. NAFEES AHMAD","7 - PITAMBAR NISHAD","8 - RAM MILAN","9 - MOHD SHAMIM","10 - SHIV SHANKAR","11 - SHAILENDRA PRATAP SINGH","12 - SARTAJ KHAN","13 - BRIJESH KUMAR","14 - VARUN GANDHI","15 - VIJAY","16 - None of the Above","Total Votes Secured"
156,"P.P. BANGARKHURD KATCH NO. 2",342,329,0,671,156,169,0,325,194,0,66,87,120,36,0,2,0,0,4,0,0,2,1,3,1,3,325
157,"P.P. GAJAIENPUR",771,644,0,1415,336,370,0,706,706,0,87,133,364,58,5,5,2,2,2,2,6,4,6,23,2,5,706
158,"UTTCHATAR MADHYAMIK SCHOOL RAWANIYA KATCH NO. 1",251,224,0,475,147,142,0,289,195,0,8,141,112,14,1,2,0,0,2,0,1,0,1,4,2,1,289
159,"UTTCHATAR MADHYAMIK SCHOOL RAWANIYA KATCH NO. 2",488,397,0,885,345,257,0,602,602,0,41,122,415,3,0,1,0,1,1,0,6,2,2,7,0,1,602
160,"P.P. AMILIYA",358,311,0,669,295,255,0,550,540,0,52,182,271,39,1,0,0,0,0,0,2,0,1,0,2,0,550
161,"P.P. AMNIKPUR",582,488,0,1070,320,267,0,587,587,0,16,171,356,9,0,2,2,1,0,1,4,2,0,14,4,5,587
162,"P.P. SALARPUR",207,187,0,394,104,108,0,212,212,0,10,88,83,18,0,2,0,0,0,0,2,2,0,2,4,1,212
163,"KANYA P.P. DASGARPARA KATCH NO. 1",613,514,0,1127,258,327,0,585,500,0,21,332,176,29,2,3,0,1,1,2,2,0,2,9,2,3,585
164,"KANYA P.P. DASGARPARA KATCH NO. 2",503,453,0,956,240,293,0,533,533,0,18,76,416,7,1,0,0,1,0,0,3,0,4,4,2,1,533
165,"P.P. RAMPUR DUBAYAL KATCH NO. 1",782,692,0,1474,366,346,0,712,712,0,41,177,437,22,2,2,0,1,2,1,2,1,3,15,2,4,712
166,"P.P. RAMPUR DUBAYAL KATCH NO. 2",395,354,0,749,187,189,0,376,376,0,12,265,75,5,0,1,0,1,0,0,0,0,0,8,6,3,376
167,"P.P. KEKARCHAUR",590,485,0,1075,269,264,0,533,533,0,21,161,321,11,0,3,0,1,1,0,1,2,6,2,2,1,533
168,"P.P. BANGARKALA KATCH NO. 1",467,435,0,902,231,252,0,483,483,0,58,166,191,32,0,0,1,0,1,0,2,2,0,16,6,8,483
169,"P.P. BANGARKALA KATCH NO. 2",549,455,0,1004,311,332,0,643,643,0,83,215,239,48,1,0,0,0,2,0,2,0,8,17,10,18,643
170,"P.P. UDHARANPUR",373,300,0,673,164,168,0,332,332,0,3,137,177,7,0,1,0,0,0,0,0,0,1,5,1,0,332
171,"P.P. HAJIPUR BARUWAAR",473,400,0,873,270,257,0,527,527,0,34,240,175,42,0,2,2,0,1,1,1,2,6,14,6,1,527
172,"P.P. PARASRAMPUR",680,607,0,1287,393,344,0,737,737,0,17,299,377,3,2,1,3,0,0,0,8,1,5,9,7,5,737
173,"J.H.S. BAUDIYABALMAU",501,446,0,947,284,297,0,581,581,0,18,210,245,86,5,1,0,3,2,0,2,1,0,4,1,3,581
174,"P.P. CHATURBHUJPUR KATCH NO. 1",577,498,0,1075,338,270,0,608,608,0,11,258,272,52,2,1,0,1,0,0,3,1,1,2,4,0,608
175,"P.P. CHATURBHUJPUR KATCH NO. 2",426,364,0,790,226,234,0,460,450,0,8,97,138,177,4,2,1,1,1,1,2,3,7,10,3,5,460
176,"P.P. NARAYANPUR NAGNATHPUR",444,386,0,830,218,242,0,460,460,0,14,177,207,39,2,1,1,2,0,1,1,1,6,4,4,0,460
177,"P.P. GANGAPUR KALA",337,333,0,670,190,204,0,394,298,0,5,59,134,171,0,0,0,1,0,1,3,0,4,8,5,3,394
178,"P.P. MEVPUR BARCHAULI KATCH NO. 1",650,588,0,1238,374,329,0,703,703,0,24,250,349,51,1,4,0,1,3,1,1,1,5,6,4,2,703
179,"P.P. MEVPUR BARCHAULI KATCH NO. 2",380,316,0,696,209,226,0,435,423,0,13,210,90,104,0,0,0,1,0,0,0,8,2,2,4,1,435
180,"P.P. KASHIPUR",423,313,0,736,203,203,0,406,381,0,16,115,210,51,1,0,0,0,0,1,1,2,1,5,3,0,406
181,"P.P. MAGARSANDKALA",562,517,0,1079,362,359,0,721,721,0,19,277,361,11,1,2,2,0,3,3,2,2,7,19,5,7,721
182,"PURV MADHYAMIK SCHOOL SAMDA",304,286,0,590,184,193,0,377,376,0,14,221,113,8,2,0,0,0,0,1,0,2,3,10,2,1,377
183,"P.P. GOPALPUR SARAYKHOJA",867,735,0,1602,418,420,0,838,838,0,31,251,443,62,1,2,2,2,3,2,6,2,7,16,3,5,838
184,"P.P. KHALISPUR GOPALPUR KATCH NO. 1",519,487,0,1006,285,262,0,547,515,0,10,59,113,337,4,1,1,2,0,0,1,2,3,7,4,3,547
185,"P.P. KHALISPUR GOPALPUR KATCH NO. 2",460,383,0,843,237,215,0,452,452,0,8,173,157,91,7,0,0,0,0,0,1,0,0,5,7,3,452
186,"P.P. GAURATIKARI KATCH NO. 2",813,696,0,1509,421,390,0,811,804,0,38,166,379,156,1,8,2,1,2,1,2,2,15,20,9,9,811
187,"P.P. GAURATIKARI KATCH NO. 2",602,451,0,1053,282,234,0,516,506,0,4,239,219,21,2,0,0,1,0,0,6,2,0,9,7,6,516
188,"P.P. POKHARDAHA",680,622,0,1302,320,363,0,683,683,0,24,241,321,71,1,1,1,1,0,0,1,2,2,5,7,5,683
189,"P.P. VIJATHIARAJAPUR KATCH NO. 1",535,470,0,1005,349,273,0,622,490,0,13,225,285,37,0,2,0,1,0,1,17,4,2,16,11,8,622
190,"P.P. VIJATHIARAJAPUR KATCH NO. 2",794,715,0,1509,443,428,0,871,871,0,29,369,362,74,4,2,0,2,2,2,8,1,4,5,5,2,871
191,"P.P. BHATPUR NARAYANPUR",307,295,0,602,162,178,0,340,340,0,12,109,193,16,0,1,0,0,0,0,0,0,3,3,2,1,340
192,"P.P. BHOOPATIPUR KATCH NO. 1",625,545,0,1170,270,221,0,491,491,0,10,47,338,53,2,3,2,0,3,2,5,4,1,17,2,2,491
193,"P.P. BHOOPATIPUR KATCH NO. 2",622,522,0,1144,309,286,0,595,595,0,21,379,160,16,1,1,0,1,3,0,4,0,0,4,2,3,595
194,"P.P. KALIKAPUR",476,420,0,896,245,210,0,455,450,0,9,135,126,160,4,0,1,1,1,1,3,0,4,6,2,2,455
195,"P.P. LEDUA",285,272,0,557,161,184,0,345,345,0,16,171,119,27,0,1,0,0,0,0,3,0,1,4,1,2,345
196,"P.P. MAGRAVA",677,581,0,1258,364,344,0,708,708,0,26,265,272,129,3,0,0,0,0,0,2,0,4,3,2,2,708
197,"P.P. SARAIYA KAMAURA",390,348,0,738,230,222,0,452,452,0,11,81,294,37,2,4,0,1,1,1,5,0,5,7,1,2,452
198,"P.P. KHANDAURA",496,427,0,923,261,296,0,557,552,0,9,166,98,249,4,2,2,5,2,1,2,0,4,6,4,3,557
199,"P.P. TAWAKKALPURNAGRA  KATCH NO. 1",733,660,0,1393,432,388,0,820,800,0,11,339,303,107,1,5,4,3,3,2,6,0,5,13,8,10,820
200,"P.P. TAWAKKALPURNAGRA  KATCH NO. 2",791,622,0,1413,425,317,0,742,708,0,29,135,480,73,2,1,1,2,1,1,9,1,0,6,1,0,742
201,"P.P. BHAWANIPUR",513,428,0,941,261,337,0,598,598,0,11,66,400,100,3,0,0,1,1,1,3,0,2,9,0,1,598
202,"P.P. KUMAHI HAMJAPUR",412,367,0,779,235,225,0,460,420,0,15,154,165,102,2,5,1,1,0,1,2,2,3,3,1,3,460
203,"P.P. BHITI PAHADPUR",474,390,0,864,248,248,0,496,493,0,22,131,204,111,3,4,4,1,0,0,2,1,3,9,1,0,496
204,"P.P. KAMRAVA",601,550,0,1151,360,363,0,723,723,0,29,307,282,50,3,3,4,0,3,1,2,3,4,14,7,11,723
205,"P.P. MAJHGAVAN KATCH NO. 1",658,558,0,1216,353,357,0,710,710,0,19,186,307,151,4,4,1,1,0,2,4,3,7,14,5,2,710
206,"P.P. MAJHGAVAN KATCH NO. 2",636,571,0,1207,360,398,0,758,750,0,72,336,260,40,2,6,1,1,5,1,5,2,7,15,2,3,758
207,"PANCHAYAT BHAWAN HAJIPUR BIRI",826,730,0,1556,404,435,0,839,696,0,21,243,375,124,19,10,2,1,1,0,4,1,5,18,4,11,839
208,"P.P. HAJIPUR BIRI",599,529,0,1128,349,345,0,694,514,0,35,304,233,73,2,1,0,2,0,1,0,4,7,14,12,6,694
209,"P.P. MISIRPUR JALALPUR",739,611,0,1350,389,308,0,697,697,0,34,150,423,49,1,5,0,1,0,2,4,2,3,16,4,3,697
210,"P.P. HASANPUR TAINI",641,517,0,1158,353,308,0,661,626,0,14,121,292,181,4,2,1,1,0,4,6,4,5,20,2,4,661
211,"P.P. MARUIKISUNDASPUR KATCH NO. 1",516,464,0,980,305,298,0,603,603,0,14,320,163,66,3,0,1,1,1,0,1,1,6,15,7,4,603
212,"P.P. MARUIKISUNDASPUR KATCH NO. 2",362,324,0,686,245,211,0,456,456,0,18,165,179,24,2,9,1,1,2,2,10,5,7,20,3,8,456
213,"SRASWATI INTER COLLAGE UMARI",794,737,0,1531,387,446,0,833,833,0,63,236,354,108,1,4,2,3,3,5,4,5,10,18,10,7,833
214,"P.P. ANURUDDHPUR",538,441,0,979,308,267,0,575,321,0,7,172,352,11,1,3,0,0,1,0,3,1,8,11,4,1,575
215,"P.P. LOSDA",223,219,0,442,155,152,0,307,307,0,55,34,165,35,1,1,0,0,1,0,2,0,3,3,2,5,307
216,"P.P. PAUDHANRAMPUR KATCH NO. 1",624,561,0,1185,351,346,0,697,400,0,33,379,157,49,3,4,5,1,2,2,32,1,8,10,7,4,697
217,"P.P. PAUDHANRAMPUR KATCH NO. 2",434,376,0,810,234,230,0,464,464,0,155,49,148,49,0,2,2,0,2,0,39,0,3,5,2,8,464
218,"P.P. BALUA",516,456,0,972,238,220,0,458,458,0,29,159,243,14,1,0,1,0,1,0,4,0,3,1,1,1,458
219,"P.P. MUDILADEEH KATCH NO. 1",663,577,0,1240,392,371,0,763,753,0,27,125,421,128,0,4,3,2,1,2,3,4,6,23,4,10,763
220,"P.P. MUDILADEEH KATCH NO. 2",640,586,0,1226,401,383,0,784,784,0,187,190,215,151,2,3,3,1,2,1,1,2,2,12,3,9,784
221,"P.P. BACCHIYA",234,205,0,439,136,137,0,273,201,0,1,106,70,88,1,0,0,0,0,1,5,0,1,0,0,0,273
222,"P.P. UDURI KATCH NO. 1",706,620,0,1326,356,348,0,704,704,0,13,210,248,196,2,1,1,2,2,2,4,2,7,9,1,4,704
223,"P.P. UDURI KATCH NO. 2",205,157,0,362,107,107,0,214,214,0,1,4,6,1,0,0,0,0,1,0,1,2,58,39,97,4,214
224,"P.P. HAMEEDPUR",572,514,0,1086,301,348,0,649,640,0,41,181,377,15,1,0,1,0,0,0,4,4,5,13,5,2,649
225,"P.P. VARI",534,489,0,1023,315,310,0,625,600,0,57,246,234,66,4,5,1,0,0,0,1,0,3,4,4,0,625
226,"P.P. PAHARPUR VASHYA KATCH NO. 1",412,375,0,787,267,294,0,561,486,0,17,198,287,12,0,4,1,1,1,0,3,2,8,14,4,9,561
227,"P.P. PAHARPUR VASHYA KATCH NO. 2",481,414,0,895,291,333,0,624,582,0,172,151,163,92,3,12,2,4,2,2,4,1,3,8,4,1,624
228,"P.P. DOMAPUR",690,614,0,1304,404,425,0,829,829,0,65,137,452,129,3,4,1,2,1,1,14,4,2,12,1,1,829
229,"P.P. RAMPUR JARIYA",432,366,0,798,255,252,0,507,450,0,17,180,170,99,3,6,1,1,0,2,4,2,6,6,1,9,507
230,"P.P. PALIYA DEVAPUR KATCH NO. 1",519,482,0,1001,302,354,0,656,656,0,7,229,277,91,5,3,1,1,1,3,4,5,7,12,2,8,656
231,"P.P. PALIYA DEVAPUR ATIRIKT KATCH NO. 2",352,308,0,660,237,225,0,462,462,0,25,162,204,42,0,1,2,1,0,1,2,1,4,10,3,4,462
232,"HAYAR SECONDERY SCHOOL KUMHI KATCH NO. 1",821,748,0,1569,496,463,0,959,729,0,36,278,355,236,9,7,2,3,3,0,7,2,4,11,3,3,959
233,"HAYAR SECONDERY SCHOOL KUMHI KATCH NO. 2",790,655,0,1445,441,404,0,845,845,0,117,107,460,98,2,2,2,4,2,0,9,3,4,24,3,8,845
234,"P.P. HARTHUA BABHANPUR",671,589,0,1260,349,359,0,708,700,0,30,335,263,43,2,1,0,3,1,2,3,2,5,9,6,3,708
235,"P.P. JAUNRA",511,464,0,975,304,249,0,553,553,0,34,159,210,112,2,3,0,3,4,1,8,2,5,5,5,0,553
236,"P.P. MAUNA",205,179,0,384,130,123,0,253,253,0,5,135,88,8,0,0,0,0,1,0,1,0,2,9,3,1,253
237,"P.P. SARAIYA MUBARAKPUR",509,451,0,960,309,317,0,626,625,0,9,172,265,157,1,7,0,0,0,0,2,0,2,7,4,0,626
238,"P.P. BIRAIPUR BHATPUR KATCH NO. 1",619,570,0,1189,321,340,0,661,600,0,187,159,172,119,0,3,3,2,0,1,5,0,0,2,3,5,661
239,"P.P. BIRAIPUR BHATPUR KATCH NO. 2",320,259,0,579,178,186,0,364,360,0,28,202,93,32,1,0,0,0,1,0,2,0,0,0,2,3,364
240,"P.P. TAJUDDINPUR KATCH NO. 1",641,587,0,1228,360,344,0,704,704,0,23,214,267,144,3,1,0,2,3,2,5,4,12,16,4,4,704
241,"P.P. TAJUDDINPUR KATCH NO. 2",787,688,0,1475,439,415,0,854,841,0,16,407,300,84,3,1,1,3,2,0,6,2,11,8,7,3,854
242,"P.P. LOKNATHPUR BALCHANDPATTI KATCH NO. 1",591,498,0,1089,351,329,0,680,680,0,10,296,315,39,2,1,0,1,0,1,3,1,4,3,2,2,680
243,"P.P. LOKNATHPUR BALCHANDPATTI KATCH NO. 2",410,373,0,783,254,223,0,477,477,0,8,168,261,12,3,1,0,0,1,0,2,0,2,10,4,5,477
244,"P.P. MASURAN KATCH NO. 1",773,683,0,1456,387,450,0,837,837,0,11,186,222,396,4,3,0,0,0,0,4,0,3,6,1,1,837
245,"P.P. MASURAN KATCH NO. 2",497,458,0,955,253,257,0,510,508,0,7,111,55,315,2,1,1,1,0,1,2,1,1,2,7,3,510
246,"P.P. KAITHI JALALPUR KATCH NO. 1",583,539,0,1122,368,355,0,723,710,0,8,173,457,42,1,2,1,0,0,0,2,1,6,17,8,5,723
247,"P.P. KAITHI JALALPUR KATCH NO. 2",472,442,0,914,294,273,0,567,567,0,10,225,286,7,2,0,1,0,3,0,0,3,4,12,7,7,567
248,"P.P. SANSARPUR",505,481,0,986,342,339,0,681,481,0,58,149,374,42,5,9,3,3,3,1,9,2,8,14,0,1,681
249,"P.P. BAHORAPUR",523,491,1,1015,307,303,0,610,600,0,33,167,331,57,0,2,0,0,1,0,0,0,5,9,2,3,610
250,"P.P. PRATAPPUR KATCH NO. 1",293,236,0,529,153,138,0,291,291,0,3,115,151,6,0,0,0,0,0,0,1,0,4,5,1,5,291
251,"P.P. PRATAPPUR KATCH NO. 2",504,424,0,928,265,219,0,484,470,0,6,112,306,29,5,3,1,0,0,0,2,1,1,12,3,3,484
252,"P.P. KOHARA",342,287,0,629,239,190,0,429,375,0,13,74,289,15,29,3,0,0,1,1,0,1,1,1,0,1,429
253,"P.P. BAMHRAULI",336,309,0,645,199,201,0,400,400,0,138,59,188,3,1,0,0,0,1,0,1,1,3,4,0,1,400
254,"PANCHAYAT BHAWAN BADAULI",757,666,0,1423,434,414,0,848,848,0,71,295,313,133,2,2,2,1,1,2,6,0,0,14,3,3,848
255,"INTER COLLAGE PAHARPUR BASTIPUR KATCH NO. 1",658,565,0,1223,365,378,0,743,743,0,10,73,339,275,3,2,3,1,0,2,5,2,4,22,0,2,743
256,"INTER COLLAGE PAHARPUR BASTIPUR KATCH NO.2",423,376,0,799,259,227,0,486,486,0,8,164,114,177,1,2,0,0,0,0,2,2,4,5,2,5,486
257,"INTER COLLAGE PAHARPUR BASTIPUR KATCH NO. 3",494,446,0,940,257,247,0,504,412,0,13,202,187,82,0,0,0,1,0,0,0,1,0,8,9,1,504
258,"INTER COLLAGE PAHARPUR BASTIPUR KATCH NO. 4",444,384,0,828,268,266,0,534,532,0,22,144,253,60,1,10,2,1,2,2,0,4,7,16,8,2,534
259,"P.P. GORAI",650,599,0,1249,419,402,0,821,809,0,189,201,241,114,5,2,5,2,2,1,7,4,3,21,7,17,821
260,"P.P. NARAYANPUR KALA",718,629,0,1347,320,408,0,728,700,0,36,351,254,54,1,1,0,1,1,0,2,1,3,12,9,2,728
261,"P.P. DADUPUR",273,246,0,519,173,167,0,340,340,0,6,146,168,7,0,2,0,0,0,0,4,0,2,2,3,0,340
262,"P.P. PASIYAPARA KATCH NO. 1",504,459,0,963,201,269,0,470,470,0,6,118,173,149,1,5,0,1,0,0,1,3,5,4,2,2,470
263,"P.P. PASIYAPARA KATCH NO. 2",484,409,0,893,270,265,0,535,535,0,7,190,193,111,4,2,0,3,1,0,1,2,6,7,5,3,535
264,"P.P. KUNDABHAIROPUR KATCH NO. 1",515,485,0,1000,284,315,0,599,599,0,51,173,265,71,2,1,1,2,0,1,10,3,3,8,3,5,599
265,"P.P. KUNDABHAIROPUR KATCH NO. 2",449,385,0,834,270,277,0,547,547,0,22,311,103,96,0,2,0,2,1,1,1,1,1,2,3,1,547
266,"P.P. SELHUPARA",440,382,0,822,341,202,0,543,543,0,10,191,104,203,4,1,1,1,1,0,3,4,8,4,2,6,543
267,"P.P BAKSRA",385,357,0,742,221,203,0,424,424,0,7,95,221,76,0,1,0,2,1,0,4,1,1,11,4,0,424
268,"SADHAN SAHKARI SAMITI RATANPUR",431,377,0,808,331,190,0,521,138,0,6,350,135,7,1,0,0,0,1,1,2,2,1,5,5,5,521
269,"P.P. PHAREEDPUR KATCH NO.1",752,650,0,1402,370,427,0,797,797,0,11,336,344,73,2,5,0,5,0,1,5,0,3,6,3,3,797
270,"P.P. PHAREEDPUR KATCH NO.2",669,539,0,1208,357,367,0,724,724,0,50,204,196,226,8,0,0,3,1,3,3,3,7,5,11,4,724
271,"P.P. PHAREEDPUR KATCH NO.3",264,227,0,491,139,149,0,288,131,0,7,173,80,19,0,0,0,0,0,0,2,0,2,3,1,1,288
272,"P.P. DHARMAPUR",346,297,0,643,201,208,0,409,409,0,15,196,154,29,1,1,0,2,1,1,0,0,3,4,0,2,409
273,"P.P. KALYANPUR",421,339,0,760,251,244,0,495,495,0,5,180,233,43,1,0,1,2,0,0,1,3,2,17,5,2,495
274,"P.P. VARI SAHIJAN",491,438,0,929,291,290,0,581,581,0,48,223,239,18,6,7,1,0,2,0,1,4,11,11,7,3,581
275,"P.P. NAGRI KATCH NO. 1",642,534,0,1176,404,393,0,797,500,0,6,378,259,113,5,3,2,0,1,2,0,3,2,8,8,7,797
276,"P.P. NAGRI KATCH NO. 2",303,280,0,583,164,172,0,336,260,0,4,31,247,30,1,1,2,1,0,3,2,0,2,7,1,4,336
277,"J.H.S. HAKEEMPUR",409,344,0,753,255,200,0,455,445,0,17,103,245,46,0,3,0,0,0,0,3,2,1,25,2,8,455
278,"P.P. BANGAVANDEEH",880,728,0,1608,404,390,0,794,784,0,17,153,394,144,2,8,3,4,0,4,5,5,13,29,9,4,794
279,"PANCHAYAT BHAWAN BANGAWANDEEH",577,469,0,1046,365,319,0,684,684,0,6,255,327,44,2,2,4,2,0,2,8,3,4,16,3,6,684
280,"P.P. LORPUR",555,500,0,1055,315,340,0,655,635,0,54,251,179,147,2,1,0,2,1,0,7,1,2,5,1,2,655
281,"P.P. DASAUPUR KATCH NO. 1",609,544,0,1153,391,350,0,741,605,0,11,148,131,434,4,0,0,2,1,0,3,1,2,2,1,1,741
282,"P.P. DASAUPUR KATCH NO. 2",259,243,0,502,146,183,0,329,329,0,6,173,112,27,1,0,0,1,2,0,0,0,1,2,4,0,329
283,"P.P. GOPALPUR",262,239,0,501,182,162,0,344,280,0,10,157,91,68,1,3,0,0,0,0,1,1,1,7,2,2,344
284,"J.H.S. BEHARABHARI  KATCH NO. 1",574,498,0,1072,320,308,0,628,604,0,9,320,238,24,6,2,1,1,0,0,3,0,3,10,7,4,628
285,"J.H.S. BEHARABHARI KATCH NO. 2",411,370,0,781,254,218,0,472,472,0,4,50,241,159,1,1,0,0,1,0,1,0,2,6,2,4,472
286,"P.P. JAHIRUDDINPUR",148,134,0,282,88,84,0,172,172,0,30,18,51,67,0,0,0,0,1,0,1,0,1,3,0,0,172
287,"P.P. ALAUDDINPUR",560,459,0,1019,307,318,0,625,603,0,14,291,251,35,2,5,1,2,3,1,3,2,2,9,4,0,625
288,"P.P. JAGDISHPUR",439,403,0,842,257,283,0,540,520,0,22,146,259,78,0,4,0,2,6,0,4,0,5,8,3,3,540
289,"P.P. ALIMUDDINPUR",643,585,0,1228,268,322,0,590,500,0,21,153,345,45,2,3,1,0,1,0,4,1,1,9,3,1,590
290,"P.P. HAJIPUR",185,163,0,348,121,122,0,243,243,0,2,166,64,1,0,0,0,1,0,0,0,0,1,4,0,4,243
291,"P.P. ALIPUR KAPA",797,712,0,1509,456,467,0,923,923,0,114,358,320,49,3,2,1,3,2,1,5,2,8,22,20,13,923
292,"P.P. GIDHAUNA",499,460,0,959,295,291,0,586,586,0,53,129,307,61,2,6,0,1,1,0,5,1,2,16,0,2,586
293,"P.P. BAHAUDDINPUR",341,298,0,639,190,204,0,394,291,0,25,95,180,81,0,2,0,0,0,0,2,1,1,1,3,3,394
294,"P.P. SARAWAN",716,636,0,1352,377,414,0,791,691,0,40,300,323,51,1,4,0,7,2,2,7,3,6,18,18,9,791
295,"P.P. MISIRPUR DHEKAHA",512,456,0,968,242,281,0,523,523,0,27,170,274,23,3,0,1,1,2,1,0,1,4,6,4,6,523
296,"P.P. BHAIROPUR DUBEY",257,223,0,480,161,141,0,302,302,0,9,136,144,2,1,0,0,0,0,0,1,0,2,4,2,1,302
297,"P.P. TIKARI",361,326,0,687,224,212,0,436,436,0,89,78,166,57,3,4,0,2,1,2,5,2,8,12,2,5,436
298,"P.P. AHIRIFIROJPUR KATCH NO. 1",498,457,0,955,249,266,0,515,515,0,15,174,252,44,3,2,0,1,2,0,1,0,5,6,4,6,515
299,"P.P. AHIRIFIROJPUR KATCH NO. 2",600,563,0,1163,365,392,0,757,754,0,22,449,121,146,2,0,1,0,0,0,3,0,2,2,4,5,757
300,"P.P. UNURKH KATCH NO. 1",601,539,0,1140,290,263,0,553,545,0,11,128,367,20,1,3,1,0,0,2,5,1,0,9,2,3,553
301,"P.P. UNURKH KATCH NO. 2",501,426,0,927,252,250,0,502,400,0,27,261,173,8,0,2,0,1,3,0,2,1,1,8,9,6,502
302,"P.P. MAHMADPUR",800,640,0,1440,390,379,0,769,691,0,14,278,415,35,0,1,0,2,1,0,2,2,3,10,4,2,769
303,"P.P. PIPARIPATTI",593,553,0,1146,289,354,0,643,550,0,51,372,160,25,0,3,0,0,1,0,4,4,3,8,7,5,643
304,"P.P. JAMALPUR",366,338,0,704,167,194,0,361,351,0,90,58,197,3,2,0,0,0,1,1,3,0,0,4,1,1,361
305,"P.P. JAGDISHPUR",359,335,0,694,222,239,0,461,461,0,8,125,270,41,0,0,0,0,0,0,15,0,0,0,2,0,461
306,"P.P. BRAHIMPUR KATCH NO. 1",522,468,0,990,267,234,0,501,260,0,13,302,137,21,1,2,0,0,0,1,0,1,1,11,11,0,501
307,"P.P. BRAHIMPUR  KATCH NO. 2",461,427,1,889,263,267,0,530,500,0,39,191,237,30,2,1,1,1,1,1,6,1,7,3,4,5,530
308,"P.P. PATJUPAHARPUR  KATCH NO. 1",680,604,0,1284,371,315,0,686,383,0,23,174,343,91,1,4,4,0,0,1,11,1,10,11,6,6,686
309,"P.P. PATJUPAHARPUR  KATCH NO. 2",404,352,0,756,226,190,0,416,416,0,6,163,93,132,2,3,1,2,0,1,1,1,1,2,6,2,416
310,"P.P. SEKHAULI",223,179,0,402,102,116,0,218,142,0,27,34,135,7,0,2,0,1,1,1,3,0,1,4,2,0,218
311,"P.P. NARWARI",667,515,0,1182,450,334,0,784,674,0,86,199,381,75,2,3,0,1,3,6,3,1,3,15,5,1,784
312,"P.P. PARABASUPUR",460,401,0,861,243,263,0,506,506,0,20,169,294,11,1,0,0,0,0,0,4,1,1,5,0,0,506
313,"P.P. PRANNATHPUR BACCHEDIYA  KATCH NO. 1",586,482,0,1068,328,333,0,661,661,0,43,211,308,64,2,4,1,2,3,0,3,1,2,10,3,4,661
314,"P.P. PRANNATHPUR BACCHEDIYA  KATCH NO. 2",392,338,0,730,231,211,0,442,432,0,8,156,232,21,1,1,0,1,1,1,4,0,1,10,2,3,442
315,"P.P. PASNA",339,315,0,654,200,196,0,396,396,0,46,155,109,64,3,3,0,0,1,1,3,0,1,6,3,1,396
316,"P.P. BADAURAKHOJAPUR  KATCH NO. 1",591,524,0,1115,348,321,0,669,669,0,18,258,104,269,0,3,3,1,0,0,4,2,0,6,1,0,669
317,"P.P. BADAURAKHOJAPUR  KATCH NO. 2",459,388,0,847,220,231,0,451,451,0,11,83,106,239,1,0,1,1,0,1,1,0,1,1,2,3,451
318,"P.P. RUPAIPUR  KATCH NO. 1",615,574,0,1189,290,375,0,665,652,0,35,253,240,102,4,3,2,1,1,1,1,2,5,7,5,3,665
319,"P.P. RUPAIPUR  KATCH NO. 2",527,453,0,980,294,277,0,571,571,0,57,136,290,23,27,3,1,1,3,0,15,1,4,3,5,2,571
320,"P.P. KHUSAMADPUR",326,282,1,609,187,212,0,399,399,0,13,228,100,43,1,0,1,2,0,0,3,0,1,2,3,2,399
321,"J.H.S. KHANPUR PILAI",631,540,0,1171,350,346,0,696,576,0,12,333,247,64,0,2,0,1,0,0,5,1,3,10,8,10,696
322,"P.P. SAHATPUR",550,503,0,1053,256,327,0,583,500,0,36,158,297,19,28,9,2,2,5,2,2,2,4,13,0,4,583
323,"P.P. PATARKHAS  KATCH NO. 1",711,614,0,1325,340,396,0,736,736,0,20,373,287,26,1,2,2,4,1,0,3,3,5,3,5,1,736
324,"P.P. PATARKHAS  KATCH NO. 2",270,246,0,516,179,152,0,331,331,0,11,163,132,9,2,0,0,0,1,0,6,0,1,4,2,0,331
325,"P.P. GHATAMPUR",459,407,0,866,212,214,0,426,426,0,17,94,206,41,26,3,4,2,2,0,4,1,3,19,2,2,426
326,"P.P. HARPUR KATCH NO. 1",641,532,0,1173,309,280,0,589,589,0,25,103,303,104,8,6,0,1,2,1,4,3,3,16,4,6,589
327,"P.P. HARPUR KATCH NO. 2",671,604,0,1275,322,387,0,709,709,0,23,392,100,160,2,1,3,1,1,1,6,1,3,4,11,0,709
328,"P.P. KALWARI BANDH",139,116,0,255,82,85,0,167,167,0,6,6,107,32,0,0,0,0,0,0,10,0,1,3,1,1,167
329,"J.H.S. SAJAMPUR",633,486,0,1119,363,266,0,629,580,0,32,102,319,135,4,3,1,1,2,2,2,3,5,15,2,1,629
330,"P.P. BANBAHASIRKHINPUR",644,558,0,1202,302,386,0,688,492,0,26,290,275,3,43,3,1,3,1,0,6,2,7,12,9,7,688
331,"P.P. PAILIPUR BANBAHASIRKHINPUR",709,609,0,1318,361,376,0,737,737,0,11,284,280,86,6,5,0,1,3,2,10,7,9,18,12,3,737
