"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
255,"PRA.VI.HIRODA K.N.3",682,548,0,1230,430,313,0,743,330,0,1,182,285,242,1,0,1,1,0,0,0,0,1,2,0,1,1,1,1,6,0,0,5,5,0,2,3,1,1,743
256,"PRA.VI.MUKHRAI K.N.1",301,256,0,557,204,159,0,363,360,0,3,121,127,99,0,0,1,0,1,1,0,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,0,1,1,363
257,"PRA.VI.MUKHRAI K.N.2",571,458,0,1029,367,191,0,558,543,0,2,209,53,272,4,0,0,1,0,0,1,2,1,4,0,2,0,1,1,1,0,0,0,2,0,1,0,0,1,558
258,PRA.VI.RAMPURA,522,412,0,934,332,296,0,628,528,0,5,83,154,340,3,1,2,0,0,0,0,4,2,4,1,2,0,2,1,6,0,0,2,6,0,3,3,0,4,628
259,"SHANKARLAL RA. INTER COLLAGE LADUKHEDA  K.N.1PURVI BHAG",468,370,0,838,312,210,0,522,487,0,10,302,105,87,0,0,0,1,0,0,0,0,0,0,0,2,3,5,0,5,0,0,0,1,0,1,0,0,0,522
260,"SHANKARLAL RA.INTER COLLAGE LADUKHEDA  K.N.2 PURVI BHAG",600,499,0,1099,385,259,0,644,606,0,4,241,231,140,0,0,1,1,0,1,1,0,3,4,2,1,1,2,0,0,0,0,0,1,0,7,1,0,2,644
261,"SHANKARLAL RA.INTER COLLAGE LADUKHEDA  K.N.3 PASHCHIMI BHAG",427,367,0,794,299,217,0,516,516,0,5,233,99,154,0,1,0,3,1,0,1,0,3,4,0,4,0,0,1,0,0,0,1,2,0,1,1,0,2,516
262,PRA.VI.LACHCHHIPURA,513,426,0,939,373,246,0,619,66,0,2,218,348,38,0,1,0,0,0,0,0,1,2,3,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,619
263,PRA.VI.AMARUPURA,510,409,0,919,333,248,0,581,579,0,4,265,64,215,5,0,2,1,1,0,0,0,2,5,3,4,0,3,1,0,0,0,1,1,1,1,1,0,1,581
264,"PRA.VI.NAGLA MAUHARE",584,445,0,1029,385,242,0,627,627,0,0,325,18,245,3,0,1,3,0,0,5,0,0,8,1,3,0,3,1,1,0,1,0,2,0,0,5,0,2,627
265,PRA.VI.MAI,364,268,0,632,274,176,0,450,165,0,8,284,15,116,3,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,1,4,3,4,0,4,0,1,450
266,"PRA.VI.GARHI GADSAN",175,115,0,290,151,104,0,255,255,0,2,67,156,19,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,2,255
267,"PRA.VI.GADSAN K.N.1",405,352,0,757,299,256,0,555,555,0,3,67,174,286,2,0,0,1,0,0,0,4,3,0,1,1,1,1,1,3,0,0,1,1,1,1,3,0,0,555
268,"PRA.VI.GADSAN K.N.2",520,408,0,928,395,261,0,656,656,0,5,326,184,109,1,1,0,3,0,1,0,2,0,4,2,3,1,2,0,0,0,0,1,0,2,3,6,0,0,656
269,PRA.VI.RAJPURA,756,607,0,1363,485,319,0,804,180,0,5,338,213,217,3,0,1,0,0,0,1,2,0,1,3,4,1,2,0,2,0,0,1,2,1,1,2,2,2,804
270,"PRA.VI.SHAHPUR NADIM",416,340,0,756,300,256,0,556,20,0,2,195,205,121,2,0,1,0,0,0,1,1,1,4,2,3,0,3,1,1,0,0,4,1,0,2,3,2,1,556
271,"PRA.VI.SIRODH PURA",315,260,0,575,210,164,0,374,374,0,2,125,57,171,3,1,1,0,0,0,0,0,0,1,0,3,0,0,2,2,0,1,0,2,1,1,0,0,1,374
272,"PRA.VI.NADIM K.N.1",751,593,0,1344,493,334,0,827,826,0,1,356,199,200,3,2,2,1,2,1,1,2,4,9,3,7,0,3,3,1,1,2,2,7,1,4,3,5,2,827
273,"PRA.VI.NADIM K.N.2",803,606,0,1409,465,334,0,799,799,0,7,243,217,270,4,0,1,3,0,0,4,1,3,7,1,4,4,5,1,4,0,0,3,4,2,4,4,0,3,799
274,"CHANDAN SINGH.JU.HA.SCHOOL CHHITAPURA MOTIPURA K.N.1",545,467,0,1012,390,275,0,665,249,0,2,44,432,181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,665
275,"CHANDAN SINGH.JU.HA.SCHOOL CHHITAPURA MOTIPURA K.N.2",455,345,0,800,295,198,0,493,493,0,0,163,244,64,1,0,0,1,0,1,0,2,1,3,2,1,0,1,0,4,1,0,1,1,1,0,0,0,1,493
276,"PRA.VI.NAGLA IANAMI",525,454,0,979,398,279,0,677,672,0,4,498,42,81,3,1,0,1,0,0,3,1,1,9,6,4,0,2,4,3,0,0,2,0,0,2,5,2,3,677
277,"PRA.VI.JHILARA SYARMAU",697,529,0,1226,387,365,0,752,752,0,5,419,108,190,3,0,0,3,1,0,0,0,1,2,3,2,0,3,1,3,0,0,0,4,0,1,1,0,2,752
278,PRA.VI.RAGUPURA,443,361,0,804,295,205,0,500,486,0,2,273,32,175,1,0,0,0,0,0,1,0,1,1,1,2,0,4,1,0,0,0,1,0,0,0,2,2,1,500
279,PRA.VI.AHIRPURA,388,330,0,718,333,239,0,572,572,0,1,133,126,300,1,0,0,0,0,0,0,0,1,3,2,0,0,1,1,0,0,1,0,0,0,0,1,1,0,572
280,PRA.VI.AARI,231,185,0,416,156,146,0,302,202,0,1,207,27,37,2,0,0,0,0,0,2,0,0,8,3,3,1,1,0,0,0,2,1,1,1,2,0,1,2,302
281,PRA.VI.NAUHRIKA,510,397,0,907,365,253,0,618,618,0,1,242,179,183,1,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,1,1,1,0,2,0,0,618
282,"PRA.VI.NAGLA SHEKHUPUR",273,240,0,513,189,141,0,330,176,0,1,124,53,121,3,0,1,0,0,0,2,2,2,5,4,2,0,2,2,0,1,0,0,2,0,0,2,0,1,330
283,"PRA.VI.MAHAV K.N.1",313,268,0,581,207,131,0,338,55,0,2,209,15,89,0,1,0,0,1,0,0,1,0,7,1,2,1,0,3,1,0,0,0,0,0,1,1,1,2,338
284,"PRA.VI.MAHAV K.N.2",533,422,0,955,410,134,0,544,544,0,4,309,31,166,1,1,0,3,0,0,1,2,2,7,2,1,1,3,4,3,0,0,0,1,0,1,0,0,1,544
285,"PRA.VI.MAHAV K.N.3",402,355,0,757,274,219,0,493,493,0,4,146,7,304,1,1,0,0,2,1,2,0,2,2,2,2,0,1,2,1,2,1,3,3,0,2,0,1,1,493
286,PRA.VI.MOHANPUR,403,344,0,747,280,210,0,490,490,0,0,221,15,215,2,2,1,0,0,1,0,1,1,1,2,3,0,3,1,13,0,0,2,0,0,1,0,4,1,490
287,PRA.VI.VANVARIYAPURA,357,269,0,626,268,189,0,457,46,0,3,408,24,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
288,"PRA.VI.VRATHALA K.N.1",819,583,0,1402,478,310,0,788,780,0,7,443,103,180,1,0,2,2,0,0,7,1,1,9,1,2,2,2,1,2,1,0,3,4,1,2,2,4,5,788
289,"PRA.VI.VRATHALA K.N.2",433,312,0,745,274,167,0,441,188,0,3,275,23,120,2,0,0,2,0,0,0,0,0,1,2,1,1,0,1,2,0,0,0,1,0,2,1,3,1,441
290,PRA.VI.VARPURA,411,288,0,699,269,180,0,449,447,0,5,203,120,111,0,1,0,0,0,1,0,0,0,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,449
291,PRA.VI.SILOKHAR,369,270,0,639,296,173,0,469,469,0,4,252,119,83,0,0,0,0,0,0,0,1,1,1,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,469
292,"PRA.VI.BHARBHUJA PURA",646,526,0,1172,477,347,0,824,22,0,2,152,261,321,4,1,0,0,1,1,2,2,2,4,2,4,1,13,8,21,0,3,3,2,1,2,6,2,3,824
293,PRA.VI.KHEDIYA,744,596,0,1340,485,380,0,865,841,0,1,87,591,143,2,0,0,1,0,0,1,0,2,14,1,4,0,1,2,2,0,0,1,2,0,1,3,2,4,865
294,"KISAN INTER COLLAGE DUNDIPURA K.N.1",228,178,0,406,149,76,0,225,225,0,1,91,72,49,1,0,0,1,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,225
295,"KISAN INTER COLLAGE DUNDIPURA K.N.2",452,299,0,751,289,148,0,437,437,0,2,53,199,170,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,437
296,"KISAN INTER COLLAGE DUNDIPURA K.N.3",525,532,0,1057,357,294,0,651,651,0,0,41,460,138,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,2,0,0,651
297,"PRA.VI.GARHI AHIR",272,212,0,484,179,129,0,308,308,0,1,70,54,168,4,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,1,0,1,1,0,308
298,"PRA.VI.RAHLAI K.N.1",628,457,0,1085,406,222,0,628,628,0,3,402,50,144,0,0,0,3,0,1,1,0,0,5,1,0,0,1,1,1,0,1,2,3,3,2,1,2,1,628
299,"PRA.VI.RAHLAI K.N.2",834,616,0,1450,526,275,0,801,750,0,6,584,48,118,1,0,0,0,0,3,1,0,3,8,3,0,1,5,1,2,2,2,0,1,0,3,5,1,3,801
300,PRA.VI.PACHMORI,573,440,0,1013,433,264,0,697,694,0,18,254,141,225,2,1,0,1,1,0,1,0,2,11,3,3,0,3,6,1,0,3,2,5,0,4,5,2,3,697
301,"SARV.I.KA. IRADATNAGAR K.N.1",748,630,0,1378,524,409,0,933,933,0,15,505,210,168,1,0,0,1,1,1,0,1,5,6,4,3,0,1,0,1,0,1,0,1,0,3,1,2,2,933
302,"SARV.I. KA. IRADATNAGAR K.N.2",724,586,0,1310,384,330,0,714,291,0,9,340,71,243,3,1,1,1,0,0,1,1,2,2,0,0,1,4,2,4,1,3,2,8,0,3,5,3,3,714
303,"PRA.VI.GAUHARRA BAVARPUR",488,397,0,885,312,244,0,556,377,0,2,219,42,254,1,0,0,0,0,0,0,0,4,5,6,2,0,4,0,3,0,0,1,2,0,5,4,0,2,556
304,"PRA.VI.BASAI KALA",544,453,0,997,378,277,0,655,652,0,2,408,39,184,2,2,1,1,0,1,0,0,2,4,2,0,0,2,1,1,0,0,0,0,0,1,1,1,0,655
305,PRA.VI.GUNJANPURA,201,179,0,380,169,120,0,289,105,0,1,124,34,126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,289
306,PRA.VI.SADUPURA,244,204,0,448,157,95,0,252,239,0,0,112,60,62,0,0,1,3,0,1,0,0,2,2,3,1,0,0,1,2,0,0,1,0,1,0,0,0,0,252
307,PRA.VI.THAPAIDA,511,459,0,970,293,232,0,525,492,0,5,244,41,192,1,0,1,1,0,1,1,1,2,5,1,1,1,1,1,4,0,1,4,1,1,4,3,2,5,525
308,PRA.VI.SHERPUR,382,316,0,698,278,220,0,498,498,0,3,266,37,176,1,0,1,2,0,0,0,2,1,1,1,0,0,1,0,0,0,0,1,1,0,2,1,0,1,498
309,"PRA.VI.PUSAINTA K.N.1",676,492,0,1168,466,300,0,766,766,0,3,544,112,78,2,0,1,1,0,0,0,0,1,6,7,2,0,3,3,0,0,0,0,1,0,0,1,1,0,766
310,"PRA.VI.PUSAINTA K.N.2",555,443,2,1000,350,186,0,536,394,0,1,415,29,70,0,1,1,2,0,0,1,2,1,2,3,1,0,0,0,1,0,0,1,1,2,0,1,1,0,536
311,PU.MA.VI.PUSAINTA,337,267,0,604,245,136,0,381,44,0,1,145,5,211,1,1,0,1,0,0,0,0,3,1,3,1,0,1,2,0,0,0,1,1,0,0,1,2,0,381
312,PRA.VI.MOTIYAPURA,320,225,0,545,231,151,0,382,178,0,1,233,8,108,3,0,0,16,0,0,0,0,1,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,382
313,PRA.VI.BHAJJUPURA,571,432,0,1003,320,177,0,497,497,0,5,337,61,60,1,2,0,4,0,0,0,0,0,7,6,1,0,2,1,0,0,1,2,1,0,1,2,0,3,497
314,PRA.VI.BHIDAWALI,534,408,0,942,400,220,0,620,620,0,2,409,54,130,0,0,1,2,0,1,0,0,0,6,0,1,0,1,0,0,0,0,1,2,0,6,1,1,2,620
315,PRA.VI.MOTIPURA,329,232,0,561,199,139,0,338,328,0,1,98,142,75,0,1,0,3,0,0,7,1,1,4,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,338
316,"PRA.VI.MIHAVA .K.N.1",423,266,0,689,265,137,0,402,401,0,0,255,80,55,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,2,0,0,0,1,0,0,0,0,1,402
317,"PRA.VI.MIHAVA .K.N.2",530,454,0,984,380,257,0,637,637,0,1,359,150,108,2,1,0,2,0,1,0,0,1,2,1,1,1,1,0,4,0,1,0,0,0,0,0,0,1,637
318,PRA.VI.CHHATTAPURA,364,232,0,596,216,113,0,329,319,0,6,127,118,49,0,0,0,2,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,4,1,3,2,0,1,329
319,PRA.VI.MAHDEVA,701,614,0,1315,410,357,0,767,52,0,1,308,193,223,4,3,2,3,1,0,0,0,5,10,3,3,1,2,0,1,0,0,1,1,0,0,0,0,2,767
320,PRA.VI.DARHAKI,747,551,0,1298,493,373,0,866,866,0,5,433,201,196,3,0,0,1,1,0,0,0,5,8,1,0,0,1,1,2,0,0,0,2,2,1,2,0,1,866
