"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
229,TAULAKPUR,345,245,0,590,210,157,0,367,367,0,2,290,65,8,0,0,1,0,0,0,0,1,367
230,NAKELPURA,362,257,0,619,208,122,0,330,330,0,7,17,279,21,1,0,0,0,2,1,0,2,330
231,KIRAVAHA,274,221,0,495,201,155,0,356,356,0,14,181,140,16,1,0,0,0,0,3,1,0,356
232,"RAMPURA JALAUN",411,329,0,740,242,169,0,411,411,0,28,168,194,17,1,0,0,1,0,1,0,1,411
233,HAMIDPURA,214,180,0,394,102,110,0,212,212,0,126,83,1,0,0,1,0,0,0,0,1,0,212
234,"ABDULLAPUR KANAAR",833,637,0,1470,213,279,0,492,492,0,203,215,43,16,0,0,1,2,0,2,2,8,492
235,ENTON,578,460,0,1038,387,291,0,678,678,0,129,78,409,35,0,0,2,5,2,4,4,10,678
236,ENTON,358,300,0,658,256,199,0,455,455,0,31,202,195,14,1,2,1,0,0,1,2,6,455
237,KUNNAU,313,206,0,519,216,119,0,335,335,0,35,87,179,28,1,0,1,1,0,1,1,1,335
238,BHAUPURA,291,220,0,511,210,159,0,369,369,0,54,123,165,16,1,0,0,2,1,2,3,2,369
239,AJITAPUR,526,437,0,963,146,217,0,363,363,0,140,186,10,20,0,2,0,1,0,1,2,1,363
240,AJEETAPUR,407,279,0,686,110,143,0,253,253,0,89,117,28,15,0,0,0,0,0,1,1,2,253
241,AJEETAPUR,778,646,0,1424,198,324,0,522,522,0,263,227,9,11,2,1,0,1,0,0,4,4,522
242,AJEETAPUR,790,668,0,1458,168,269,0,437,437,0,236,146,30,15,2,0,0,0,1,3,1,3,437
243,"KUREPURA KANAR",435,319,0,754,220,192,0,412,412,0,15,181,185,13,2,1,0,1,0,5,4,5,412
244,KUTUBPUR,337,247,0,584,159,142,0,301,301,0,42,111,126,7,0,1,0,2,1,6,1,4,301
245,RASULPUR,478,407,0,885,195,237,0,432,432,0,273,45,98,5,0,0,0,2,0,1,1,7,432
246,"ITWAN KANAR",209,177,0,386,137,120,0,257,257,0,133,23,92,6,1,0,0,0,0,1,0,1,257
247,GOHANI,764,621,0,1385,455,385,0,840,832,0,51,513,206,42,1,4,2,3,1,6,4,7,840
248,SARAVAN,699,552,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,SARAVAN,691,537,0,1228,417,298,0,715,715,0,105,92,476,32,0,0,0,2,1,3,4,0,715
250,SARAVAN,825,665,0,1490,433,408,0,841,841,0,186,275,343,19,2,1,1,2,1,2,8,1,841
251,SARAVAN,339,264,0,603,186,159,0,345,345,0,31,80,209,14,0,0,0,2,2,4,2,1,345
252,BADANPURA,441,344,0,785,229,199,0,428,428,0,121,160,123,14,1,0,0,0,1,3,1,4,428
253,NARAYANPURA,163,130,0,293,106,73,0,179,179,0,11,34,121,4,1,0,0,2,1,3,1,1,179
254,DAULATPURA,266,195,0,461,158,114,0,272,272,0,130,65,62,14,0,0,0,0,0,0,0,1,272
255,KHITAULI,494,429,0,923,321,265,0,586,586,0,22,185,116,242,5,2,0,0,4,4,2,4,586
256,PADKULA,627,494,0,1121,339,275,0,614,614,0,22,291,273,19,1,0,0,0,0,3,1,4,614
257,DADANPURA,223,160,0,383,122,109,0,231,231,0,10,100,113,5,0,0,0,0,0,0,1,2,231
258,JAITPURA,573,543,0,1116,207,257,0,464,464,0,374,58,8,16,0,0,0,0,0,0,1,7,464
259,"GORA BHUPKA",451,342,0,793,267,180,0,447,447,0,60,55,307,15,0,0,2,3,0,0,0,5,447
260,"GORA BHOOPKA",542,404,0,946,313,237,0,550,550,0,50,175,294,16,1,1,1,3,3,1,3,2,550
261,RAJPURA,525,424,0,949,294,242,0,536,536,0,21,171,304,8,1,0,0,0,0,25,3,3,536
262,CHAKI,534,446,0,980,259,249,0,508,508,0,35,214,145,99,4,1,0,0,2,2,4,2,508
263,CHAKI,322,249,0,571,165,132,0,297,297,0,47,109,115,17,0,0,1,3,1,0,4,0,297
264,CHAKI,519,412,0,931,285,217,0,502,502,0,93,47,327,16,1,2,1,0,2,2,2,9,502
265,IKAHARA,159,131,0,290,91,73,0,164,164,0,17,49,45,48,0,1,1,1,0,0,1,1,164
266,KAMSERA,448,374,0,822,232,190,0,422,422,0,22,90,245,55,0,0,4,2,1,2,0,1,422
267,PARDHANI,344,294,0,638,248,174,0,422,422,0,29,141,200,36,1,0,1,3,1,4,2,4,422
268,"RURA SIRSA",542,443,0,985,302,227,0,529,529,0,25,98,376,22,0,0,0,3,0,1,1,3,529
269,"RURA SIRSA",600,535,0,1135,297,219,0,516,516,0,82,8,391,15,1,1,1,3,0,4,2,8,516
270,BANGRA,498,410,0,908,282,222,0,504,504,0,29,310,120,30,0,1,2,1,1,1,4,5,504
271,BANGRA,400,299,0,699,196,143,0,339,339,0,31,98,187,7,0,0,0,1,1,4,5,5,339
272,BANGRA,605,452,0,1057,371,240,0,611,611,0,54,168,332,43,2,2,0,1,4,1,1,3,611
273,BANGRA,408,329,0,737,252,208,0,460,460,0,22,55,324,28,0,0,5,4,2,4,5,11,460
274,BANGRA,711,565,0,1276,466,168,0,634,634,0,143,20,435,21,0,1,2,1,0,2,3,6,634
275,BANGRA,594,470,2,1066,310,260,0,570,570,0,47,19,457,33,1,1,4,4,0,0,0,4,570
276,BANGRA,340,269,0,609,199,158,0,357,357,0,98,58,157,26,1,1,4,1,0,4,1,6,357
277,"KUDARI MADHAUGARH",560,438,0,998,306,237,0,543,543,0,19,214,238,43,1,1,1,4,2,4,4,12,543
278,"KUDARI MADHAUGARH",577,481,0,1058,328,356,0,684,684,0,20,283,330,36,0,2,0,1,0,5,2,5,684
279,"ENGUI MADHAUGARH",636,505,0,1141,350,224,0,574,574,0,5,35,480,46,0,0,0,1,2,0,1,4,574
280,ENGUI,171,152,0,323,108,90,0,198,198,0,2,90,77,20,1,1,2,2,2,0,0,1,198
281,BAHVALPURA,228,201,0,429,156,140,0,296,296,0,7,123,147,11,0,0,1,1,0,2,1,3,296
282,BUDHAVLI,344,254,0,598,235,167,0,402,402,0,18,118,235,15,0,0,3,1,1,6,1,4,402
283,KUTHAUNDA,819,623,0,1442,459,345,0,804,804,0,194,83,470,32,1,0,4,2,2,2,5,9,804
284,KUTHAUNDA,420,356,0,776,279,205,0,484,484,0,55,84,317,16,1,0,1,3,1,0,0,6,484
285,KUTHAUNDA,391,316,0,707,240,169,0,409,409,0,79,53,227,31,1,2,1,3,1,6,3,2,409
286,KUTHAUNDA,317,249,0,566,171,110,0,281,281,0,6,103,155,7,0,0,0,1,0,1,6,2,281
287,TORNA,315,259,0,574,146,178,0,324,324,0,43,27,220,13,0,1,3,2,3,4,4,4,324
288,RENDHAR,830,610,0,1440,504,262,0,766,766,0,65,192,304,180,2,2,4,3,0,4,3,7,766
289,RENDHAR,785,607,0,1392,409,234,0,643,643,0,29,227,248,128,1,1,3,0,2,0,1,3,643
290,KANHARPURA,555,479,0,1034,317,264,0,581,581,0,19,130,372,35,3,0,2,3,2,4,6,5,581
291,"KUNVARPURA THAN SINGH",266,205,0,471,144,121,0,265,265,0,2,141,87,22,4,1,0,2,0,1,2,3,265
292,KURRA,242,175,0,417,158,119,0,277,277,0,3,7,260,2,1,0,0,0,0,0,1,3,277
293,"CHHIRIYA KHURD",296,240,0,536,192,152,0,344,344,0,8,62,248,14,2,0,2,3,0,3,1,1,344
294,KUSHMARA,490,392,0,882,311,222,0,533,533,0,8,36,358,106,5,2,1,2,8,2,3,2,533
295,KUSHMARA,414,314,0,728,251,188,0,439,439,0,19,105,271,38,1,0,1,0,1,1,2,0,439
296,NAVLI,752,622,0,1374,394,305,0,699,699,0,33,76,333,193,3,1,5,6,7,8,9,25,699
297,NAVLI,603,502,0,1105,345,282,0,627,627,0,66,63,343,118,1,0,2,7,1,5,3,18,627
298,"BARGUVAN MADHAUGARH",430,377,0,807,279,223,0,502,502,0,134,190,144,25,1,0,1,0,0,2,2,3,502
299,"UMARI MADHAUGARH",490,388,0,878,256,205,0,461,461,0,47,186,195,12,0,1,3,3,3,2,4,5,461
300,DABAR,472,369,0,841,234,181,0,415,415,0,49,178,176,3,1,0,1,2,1,0,3,1,415
301,HASUPURA,271,212,0,483,151,104,0,255,255,0,6,32,107,100,0,2,2,1,1,1,1,2,255
302,"ITAURA MADHAUGARH",406,336,0,742,268,210,0,478,478,0,28,317,65,43,1,0,0,1,1,6,5,11,478
303,GADERNA,578,420,0,998,324,211,0,535,535,0,29,136,346,14,0,0,1,0,1,4,1,3,535
304,GADERNA,518,416,0,934,339,236,0,575,575,0,49,184,307,15,0,2,0,2,1,3,7,5,575
305,RUDAVLI,577,450,0,1027,366,234,0,600,600,0,31,215,321,15,0,0,4,4,1,2,2,5,600
306,RAURA,523,401,0,924,224,180,0,404,404,0,7,94,253,34,0,0,1,3,3,3,3,3,404
307,BARAULI,410,327,0,737,180,134,0,314,314,0,122,70,107,6,0,0,1,5,0,1,0,2,314
308,MANPURA,786,620,0,1406,453,358,0,811,811,0,127,330,253,61,1,1,5,5,4,5,8,11,811
309,PARAVAR,571,500,1,1072,227,146,0,373,373,0,28,71,245,9,1,0,0,4,3,4,5,3,373
310,PARAVAR,256,220,0,476,102,66,0,168,168,0,5,47,97,8,2,1,3,1,0,1,1,2,168
311,ANGHAURA,375,298,0,673,164,114,0,278,278,0,35,10,219,7,0,0,0,2,1,0,1,3,278
312,LAHUDI,388,306,0,694,174,93,0,267,267,0,79,19,130,15,3,1,6,1,1,2,2,8,267
313,LAGAMPURA,192,168,0,360,91,65,0,156,156,0,25,11,98,2,1,2,1,4,3,2,3,4,156
314,PARASNI,560,435,0,995,362,256,0,618,618,0,149,46,375,25,0,1,1,4,3,5,6,3,618
315,ROOPPURA,460,352,0,812,222,153,0,375,375,0,85,12,184,68,2,1,1,5,4,5,0,8,375
316,ARJUNPURA,399,288,0,687,234,142,0,376,376,0,146,50,138,19,3,2,0,6,2,0,4,6,376
317,BHAKRAUL,372,271,0,643,176,112,0,288,288,0,40,16,191,13,0,0,1,3,5,3,4,12,288
318,KAIMRA,130,103,0,233,81,78,0,159,159,0,21,4,110,7,0,0,2,3,2,1,3,6,159
319,KURCHAULI,426,318,0,744,188,106,0,294,294,0,68,95,84,29,0,0,0,3,2,3,1,9,294
320,SAJAIRA,243,165,0,408,3,3,0,6,6,0,1,1,4,0,0,0,0,0,0,0,0,0,6
321,BAAWLI,472,364,0,836,294,235,0,529,529,0,104,156,162,67,3,0,2,3,6,5,9,12,529
322,GIDWASA,640,527,0,1167,359,231,0,590,590,0,158,100,267,17,1,2,2,7,7,9,5,15,590
323,KHAJURI,661,533,0,1194,26,19,0,45,45,0,1,1,37,1,0,0,1,0,0,1,0,3,45
324,NADIGAON,582,449,0,1031,338,239,0,577,577,0,96,29,390,41,4,1,2,2,2,3,2,5,577
325,NADIGAON,649,547,0,1196,387,273,0,660,660,0,72,62,450,46,2,0,1,8,4,1,3,11,660
326,NADIGAON,563,468,0,1031,308,195,0,503,503,0,142,45,296,11,0,1,1,2,0,2,0,3,503
327,NADIGAON,738,587,0,1325,429,318,0,747,747,0,171,15,492,43,0,1,2,2,3,4,3,11,747
328,NADIGAON,706,606,0,1312,384,287,0,671,671,0,155,25,336,144,2,2,0,2,0,1,0,4,671
329,GHILAUR,818,670,0,1488,449,305,0,754,754,0,49,246,392,41,2,3,4,4,2,2,4,5,754
330,SIKANDARPUR,604,500,0,1104,356,239,0,595,595,0,119,45,384,14,1,2,4,7,9,4,1,5,595
331,LOHAI,682,552,0,1234,403,222,0,625,625,0,41,77,370,111,1,2,4,5,2,6,0,6,625
332,KHAKSEES,410,353,0,763,260,177,0,437,437,0,54,39,307,19,1,2,0,5,2,2,0,6,437
333,KHAKSEES,493,398,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,KHAKSEES,736,582,0,1318,423,262,0,685,685,0,57,88,485,33,1,0,0,3,3,6,4,5,685
335,KHAKSEES,625,566,0,1191,391,294,0,685,685,0,144,197,267,62,0,0,1,2,2,7,1,2,685
336,KHAKSEES,520,484,0,1004,324,264,0,588,588,0,102,211,213,44,1,0,0,1,0,3,1,12,588
337,MAHATWANI,548,466,0,1014,344,268,0,612,612,0,15,128,398,47,4,0,3,2,1,2,4,8,612
338,DEEHA,434,357,0,791,215,173,0,388,388,0,7,159,182,22,3,0,0,3,1,3,3,5,388
339,DHANJA,520,458,0,978,339,269,0,608,608,0,64,185,224,113,4,1,0,2,1,2,2,10,608
340,DHANJA,412,338,0,750,264,223,0,487,487,0,36,29,296,108,6,1,2,2,1,5,0,1,487
341,BHAGWANTPURA,280,204,0,484,207,155,0,362,362,0,20,193,136,7,1,0,0,0,0,2,1,2,362
342,JUGRAAJPURA,703,570,0,1273,446,354,0,800,800,0,78,249,421,30,2,1,3,5,2,1,1,7,800
343,SULAKHNA,592,480,0,1072,353,256,0,609,609,0,28,108,278,174,2,0,8,3,1,1,1,5,609
344,LARIYAPURA,275,229,0,504,167,142,0,309,309,0,42,76,139,51,0,0,0,0,0,0,1,0,309
345,KHAIRAWAR,447,382,0,829,267,207,0,474,474,0,36,153,237,34,1,1,4,0,2,3,1,2,474
346,GANGTHARA,325,261,0,586,202,153,0,355,355,0,24,140,164,17,0,1,0,5,0,1,0,3,355
347,KYOLARI,695,560,0,1255,464,347,0,811,811,0,38,330,390,24,0,0,3,3,3,4,4,12,811
348,KYOLARI,766,618,0,1384,496,358,0,854,854,0,50,162,554,51,3,1,3,7,1,4,7,11,854
349,KYOLARI,325,267,0,592,186,143,0,329,329,0,20,87,175,34,1,0,2,3,0,3,2,2,329
350,BIRAURA,182,158,0,340,145,112,0,257,257,0,84,13,143,8,0,0,1,0,1,1,2,4,257
351,HIDOKHRA,233,168,0,401,169,111,0,280,280,0,4,17,238,14,0,0,0,5,0,2,0,0,280
352,BADAUWA,300,237,0,537,233,157,0,390,390,0,49,37,235,62,1,1,1,3,0,1,0,0,390
353,KHOHA,437,371,0,808,283,213,0,496,496,0,6,119,269,73,1,1,0,6,5,4,4,8,496
354,"TEETRAKHALEELPUR KHET",450,404,0,854,306,248,0,554,554,0,23,177,325,19,1,1,1,1,0,1,2,3,554
355,"TEETRAKHALEELPUR KHET",453,394,0,847,310,227,0,537,537,0,7,71,440,11,0,0,3,0,1,3,0,1,537
356,TEETRAKHALEELPUR,445,388,0,833,297,224,0,521,521,0,27,53,388,43,1,0,0,0,0,3,2,4,521
357,GOWARKHANPURA,737,598,0,1335,449,269,0,718,718,0,33,146,488,26,3,2,1,8,2,3,2,4,718
358,"VIYONA RIYASAT",569,481,0,1050,321,219,0,540,540,0,36,163,301,30,0,0,2,3,1,0,2,2,540
359,PAJAUNIYA,416,318,0,734,279,185,0,464,464,0,15,203,232,9,1,0,0,0,1,0,0,3,464
360,"SIKRI BUJURG",199,170,0,369,125,111,0,236,236,0,17,75,134,5,0,0,0,1,1,0,0,3,236
361,AKNEWA,508,398,0,906,332,199,0,531,531,0,19,345,151,9,2,0,0,1,0,2,0,2,531
362,AKNEWA,455,380,0,835,285,228,0,513,513,0,43,30,402,22,3,0,0,3,1,3,1,5,513
363,KANASI,753,610,0,1363,452,356,0,808,808,0,21,94,555,103,4,0,1,14,6,2,0,8,808
364,KANHERI,408,339,0,747,229,181,0,410,410,0,13,69,300,16,0,0,2,1,1,0,1,7,410
365,"KATKARI BUJURJ",280,233,0,513,183,136,0,319,319,0,10,50,235,14,1,1,1,1,1,2,0,3,319
366,JARA,497,421,0,918,313,223,0,536,536,0,226,72,187,32,0,0,0,1,2,4,1,11,536
367,"KAILIYA KHURD",273,219,0,492,170,135,0,305,305,0,4,86,181,21,0,0,0,5,1,0,1,6,305
368,BHADARI,534,453,0,987,370,305,0,675,675,0,19,219,405,15,1,1,1,3,0,4,4,3,675
369,BABUPURA,195,161,0,356,114,96,0,210,210,0,101,66,39,1,1,0,0,0,0,0,1,1,210
370,BASEETH,610,492,0,1102,365,267,0,632,632,0,14,80,448,45,4,2,6,6,3,7,4,13,632
371,RAJIPURA,396,292,0,688,257,188,0,445,445,0,10,188,167,51,2,2,3,2,3,6,2,9,445
372,MAHESHPURA,763,577,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"SALAIYA KHURD",556,439,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,KAKRAULI,456,339,0,795,248,182,0,430,430,0,128,62,213,8,1,1,4,3,3,1,3,3,430
375,GAIDAULI,592,528,0,1120,402,313,0,715,715,0,36,303,281,63,1,2,1,7,2,8,4,7,715
376,DABKAI,162,142,0,304,114,97,0,211,211,0,76,15,109,8,0,0,0,1,1,0,1,0,211
377,"KUDARI KONCH",509,413,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,"CHAMRAUWA BUJURG",254,212,0,466,198,159,0,357,357,0,9,267,72,1,1,0,0,1,0,0,4,2,357
379,"ETAURA KONCH",199,162,0,361,142,113,0,255,255,0,14,76,128,26,0,0,0,1,1,4,3,2,255
380,SADUPURA,612,505,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,KHURD,270,229,0,499,192,145,0,337,337,0,66,11,222,30,1,0,0,5,0,1,0,1,337
382,"KUDRA BUJURG",459,376,0,835,298,207,0,505,505,0,42,120,250,84,2,0,1,2,0,2,2,0,505
383,"SHIVNI BUJURG",463,371,0,834,365,101,0,466,466,0,59,106,239,52,1,2,0,3,2,1,0,1,466
384,"TAJPURA SANI",341,259,0,600,200,163,0,363,363,0,14,75,246,19,1,0,0,2,0,1,1,4,363
385,"SHIVNI KHURD",250,206,0,456,160,109,0,269,269,0,18,15,183,48,2,0,1,0,0,2,0,0,269
386,ATA,609,506,0,1115,390,273,0,663,663,0,40,99,408,96,1,2,2,4,2,0,3,6,663
387,RAMPURSANETA,245,228,0,473,133,140,0,273,273,0,5,92,150,8,0,1,0,2,0,5,2,8,273
388,GORAKARANPUR,558,498,0,1056,342,305,0,647,647,0,52,74,457,30,2,1,1,5,4,6,4,11,647
389,BASTI,347,307,0,654,246,181,0,427,427,0,29,86,283,21,0,1,0,0,0,1,1,5,427
390,TOPOR,224,192,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,DHANAURA,412,397,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,DHANAURA,390,331,0,721,259,204,0,463,463,0,8,205,218,12,0,1,3,5,0,4,4,3,463
393,BHED,702,563,0,1265,415,397,0,812,812,0,100,165,436,65,3,2,5,9,4,3,7,13,812
394,BHED,605,533,0,1138,380,316,0,696,696,0,84,116,392,74,2,0,6,3,1,2,8,8,696
395,BHED,289,247,0,536,185,148,0,333,333,0,26,53,197,46,1,2,3,1,1,0,1,2,333
396,RAWA,441,396,0,837,314,253,0,567,567,0,37,104,273,141,1,2,0,0,1,1,3,4,567
397,DIRAWTI,689,606,0,1295,454,378,0,832,832,0,52,259,476,18,1,1,0,1,3,4,7,10,832
398,DIRAWTI,470,417,0,887,320,261,0,581,581,0,29,90,413,34,3,1,1,2,1,4,1,2,581
399,WARSESI,283,244,0,527,198,167,0,365,365,0,59,110,138,52,1,0,0,0,1,0,1,3,365
400,CHHANI,536,435,0,971,355,271,0,626,626,0,29,117,433,36,1,1,1,0,1,1,2,4,626
401,"PACHIPURA KALA",536,439,0,975,437,279,0,716,716,0,19,213,381,81,2,1,3,5,0,2,3,6,716
402,"SIKRI KONCH",234,196,0,430,174,144,0,318,318,0,4,105,191,12,0,1,0,0,0,2,1,2,318
403,GURAWTI,203,179,0,382,130,103,0,233,233,0,10,36,179,5,0,0,3,0,0,0,0,0,233
404,LAUNA,743,614,0,1357,560,386,0,946,946,0,13,162,671,85,1,2,2,0,1,2,2,5,946
405,"KUWARPURA KONCH",508,441,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,BHADEVRA,473,395,0,868,284,205,0,489,489,0,39,96,301,39,2,0,1,4,1,2,0,4,489
407,BHADEVRA,539,447,0,986,377,267,0,644,644,0,18,278,293,49,0,0,1,1,0,4,0,0,644
408,TOOMRA,483,388,0,871,270,237,0,507,507,0,35,74,345,28,1,0,6,8,3,4,2,1,507
409,KHAKAL,252,219,0,471,202,152,0,354,354,0,29,97,181,42,0,0,2,0,0,3,0,0,354
410,CHAMED,397,337,0,734,283,226,0,509,509,0,63,151,244,36,1,1,2,2,1,0,3,5,509
411,JUJHARPURA,284,260,0,544,232,200,0,432,432,0,24,125,250,21,2,0,2,1,2,3,0,2,432
412,PACHIPURI,391,341,0,732,277,231,0,508,508,0,44,124,260,60,1,1,2,1,0,2,5,8,508
413,"RATANPURA LAHAR",167,144,0,311,120,87,0,207,207,0,78,63,54,5,0,0,1,1,0,1,0,4,207
414,HINGUTA,658,536,0,1194,401,282,0,683,683,0,62,269,298,43,2,1,1,1,2,0,0,4,683
415,SAMI,682,537,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,SAMI,524,434,0,958,325,242,0,567,567,0,109,30,377,13,2,3,0,9,4,4,5,11,567
417,ASUPURA,215,162,0,377,150,105,0,255,255,0,38,48,143,19,0,1,0,1,0,1,0,4,255
418,JAGANPURA,379,331,0,710,247,193,0,440,440,0,18,59,325,24,3,0,3,3,1,2,1,1,440
419,BUDHERA,269,188,0,457,180,130,0,310,310,0,30,17,250,6,3,0,0,0,0,1,0,3,310
420,DHAURPUR,536,434,0,970,334,241,0,575,575,0,152,56,296,27,3,1,4,3,6,8,5,14,575
421,"PACHIPURA KHURD",593,483,0,1076,405,266,0,671,671,0,61,232,293,57,1,0,7,7,1,5,6,1,671
422,MAU,560,434,0,994,346,214,0,560,560,0,257,94,188,6,0,1,5,3,2,0,1,3,560
423,LADUPURA,460,375,0,835,290,187,0,477,477,0,126,110,181,34,2,0,3,4,2,2,1,12,477
424,SEENGPURA,400,292,0,692,234,139,0,373,373,0,20,158,157,21,1,2,1,0,1,2,4,6,373
425,AIBRA,236,174,0,410,121,90,0,211,211,0,41,60,75,7,2,1,3,4,4,4,2,8,211
426,JAITPURA,429,304,0,733,270,187,0,457,457,0,73,90,227,42,5,1,2,8,1,0,4,4,457
427,"BIYONA RAJA",498,408,0,906,316,223,0,539,539,0,120,81,273,31,3,4,1,8,2,6,1,9,539
428,"BIYONA RAJA",539,452,0,991,338,269,0,607,607,0,20,187,320,42,5,2,2,5,2,2,5,15,607
429,BEDA,339,273,0,612,193,137,0,330,330,0,17,49,208,16,0,2,2,7,5,7,10,7,330
430,BARHAL,781,658,0,1439,507,446,0,953,953,0,227,217,414,36,5,0,0,3,9,9,8,25,953
431,KUDAIYA,308,265,0,573,216,175,0,391,391,0,113,110,128,30,1,0,0,3,0,1,3,2,391
432,"CHMRAUWA KHURD",220,184,0,404,141,128,0,269,269,0,5,56,180,20,0,0,0,2,0,1,4,1,269
433,KHUTAILA,587,502,0,1089,393,286,0,679,679,0,160,39,350,101,6,1,4,2,4,3,3,6,679
434,KHUTAILA,575,463,0,1038,358,246,0,604,604,0,78,132,218,139,15,4,3,3,2,3,2,5,604
435,KUDA,594,496,0,1090,414,330,0,744,744,0,91,205,367,52,2,2,1,2,0,3,6,13,744
436,DEVGAON,458,425,0,883,335,264,0,599,599,0,64,29,451,37,1,0,2,2,1,3,7,2,599
437,DEVGAON,332,296,0,628,270,107,0,377,377,0,37,204,84,44,1,1,1,0,0,1,3,1,377
438,PADAURI,167,140,0,307,135,102,0,237,237,0,127,33,69,3,0,0,0,0,0,0,1,4,237
439,"BARAUDA KALA",773,668,0,1441,536,436,0,972,972,0,133,315,405,103,2,0,4,3,2,2,1,2,972
440,GHAMURI,478,398,0,876,295,237,0,532,532,0,29,172,310,11,1,1,1,1,0,2,1,3,532
441,BOHRA,286,259,0,545,200,154,0,354,354,0,19,96,206,19,0,0,0,1,0,3,3,7,354
442,"CHAMDA THAKURPUR",224,183,0,407,145,107,0,252,250,0,7,30,191,15,0,0,0,1,1,1,5,1,252
443,"GANDHI NAGAR KONCH",544,440,0,984,324,262,0,586,586,0,34,127,373,39,1,1,3,1,1,2,2,2,586
444,"GANDHI NAGAR KONCH",398,304,0,702,247,186,0,433,433,0,15,244,106,55,1,0,1,7,0,2,0,2,433
445,"GANDHI NAGAR KONCH",442,363,0,805,278,228,0,506,506,0,23,129,314,24,1,0,1,3,1,1,2,7,506
446,"GANDHI NAGAR KONCH",464,375,0,839,277,229,0,506,506,0,36,77,348,26,2,0,6,3,1,1,2,4,506
447,"GANDHI NAGAR KONCH",671,601,0,1272,465,384,0,849,849,0,72,73,635,50,0,0,6,4,0,4,1,4,849
448,"GANDHI NAGAR KONCH",670,581,0,1251,435,355,0,790,790,0,60,58,616,37,2,0,9,2,1,2,2,1,790
449,"PATEL NAGAR KONCH",433,385,0,818,293,258,0,551,551,0,131,50,321,35,1,0,2,0,0,1,1,9,551
450,"PATEL NAGAR KONCH",483,414,0,897,344,255,0,599,599,0,51,36,486,21,1,0,2,1,0,0,0,1,599
451,"NAYA PATEL NAGAR",703,614,0,1317,395,301,0,696,696,0,51,97,510,23,0,0,1,3,2,0,3,6,696
452,"NAYA PATEL NAGAR",961,734,0,1695,488,303,0,791,791,0,92,66,562,45,1,3,5,2,1,4,3,7,791
453,"JAWAHAR NAGAR",531,444,0,975,309,228,0,537,537,0,128,26,351,15,0,1,0,4,3,5,1,3,537
454,"JAWAHAR NAGAR",461,418,0,879,316,244,0,560,560,0,64,13,435,38,0,0,1,0,3,3,0,3,560
455,"JAWAHAR NAGAR",457,418,0,875,300,221,0,521,521,0,94,39,347,27,2,0,1,2,2,4,0,3,521
456,"JAWAHAR NAGAR",536,494,0,1030,357,277,0,634,634,0,135,55,402,26,0,1,1,0,0,2,3,9,634
457,"AJAD NAGAR",702,573,0,1275,471,325,0,796,795,0,417,241,41,63,1,2,1,2,15,3,4,6,796
458,"AJAD NAGAR",645,562,0,1207,429,339,0,768,768,0,361,184,139,67,0,1,6,1,1,1,1,6,768
459,"AJAD NAGAR",411,340,0,751,268,175,0,443,443,0,240,107,32,46,1,1,4,3,1,1,1,6,443
460,"BHAGAT SINGH NAGAR KONCH",778,608,0,1386,420,383,0,803,803,0,159,94,423,88,4,3,6,3,6,8,3,6,803
461,"BHAGAT SINGH NAGAR KONCH",689,596,0,1285,505,299,0,804,804,0,497,139,98,56,1,0,3,4,1,0,2,3,804
462,"BHAGAT SINGH NAGAR KONCH",693,605,0,1298,395,316,0,711,711,0,237,169,214,74,0,2,7,3,2,0,3,0,711
463,"BHAGAT SINGH NAGAR KONCH",560,480,0,1040,361,259,0,620,620,0,273,136,144,50,0,0,4,2,0,4,1,6,620
464,"JAI PRAKASH NAGAR KONCH",528,422,0,950,303,204,0,507,507,0,98,128,206,65,1,0,0,4,0,0,4,1,507
465,"JAI PRAKASH NAGAR KONCH",490,408,0,898,305,202,0,507,507,0,165,47,257,22,1,1,2,4,1,0,1,6,507
466,"JAI PRAKASH NAGAR KONCH",672,554,0,1226,405,345,0,750,75,0,70,62,550,48,2,0,2,5,1,4,2,4,750
