"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMBIKA SINGH","2 - BRIJ KISHOR SINGH","3 - RAM PRASAD CHAUDHARY","4 - HARISH CHANDRA  ALIAS  HARISH DWIVEDI","5 - ANAND RAJPAL","6 - PURUSHOTTAM PANDEY","7 - BHAGWANDAS","8 - RAM KARAN ALIAS R.K. GAUTAM","9 - SHIVPOOJAN RAJBHAR","10 - SITA RAM","11 - ARUN KUMAR","12 - KRISHNA  KUMAR UPADHYAY ADVOCATE","13 - RAM SHANKAR GUPTA","14 - None of the Above","Total Votes Secured"
190,"J.H.S. HARDI WEST BHAG",490,387,1,878,275,244,0,519,374,0,13,170,114,212,4,0,2,3,1,0,0,0,0,0,519
191,"PANCHAYAT BHAWAN VISHUNPURA",634,490,0,1124,310,308,0,618,618,0,10,200,107,278,4,0,1,1,1,2,3,4,3,4,618
192,"P.S. BAIRI KHALA",188,163,0,351,122,121,0,243,8,0,9,67,85,71,0,1,2,0,1,1,3,1,0,2,243
193,"P.S. KARMIYA SHUKL",206,192,0,398,135,148,0,283,283,0,4,79,49,150,0,0,1,0,0,0,0,0,0,0,283
194,P.S.DUBAULA,642,501,0,1143,329,274,0,603,550,0,17,112,187,261,3,0,1,7,1,1,3,4,2,4,603
195,"P.S. BADOKHARR",502,417,0,919,301,276,0,577,577,0,17,247,205,94,2,0,4,0,1,0,1,3,1,2,577
196,P.S.CHANDAIPUR,691,592,0,1283,365,335,0,700,700,0,32,202,243,187,6,3,6,1,3,1,2,4,4,6,700
197,"P.S. ABHAIPURA",419,356,0,775,271,244,0,515,515,0,16,121,160,204,3,0,1,0,2,2,0,3,0,3,515
198,"P.S. GODHSARA",832,675,0,1507,474,406,0,880,880,0,25,249,270,291,7,6,4,1,1,5,2,5,4,10,880
199,"P.S. MAHADEVA",614,543,0,1157,351,339,0,690,685,0,64,144,103,358,6,1,1,2,0,1,2,2,1,5,690
200,"P.S. BHITA STHIT GRAM BARAHPUR",650,600,0,1250,360,391,0,751,6,0,34,275,179,231,3,1,6,2,2,5,1,2,5,5,751
201,"P.M.V. BHITA",643,581,0,1224,315,400,0,715,712,0,33,161,245,240,8,0,3,1,1,1,7,2,4,9,715
202,"P.S. KALYANPUR",650,563,0,1213,364,345,0,709,630,0,17,170,302,185,2,3,2,3,2,5,1,5,2,10,709
203,"P.S. MANJHARIYA",333,314,0,647,218,235,0,453,265,0,6,240,112,78,1,0,3,2,1,3,0,1,3,3,453
204,"P.S. KARCHOLIYA",413,370,0,783,213,239,0,452,450,0,16,99,165,141,17,0,1,1,1,2,1,4,1,3,452
205,"H.S.S. DUBAULI DUBE",201,187,0,388,123,137,0,260,180,0,3,61,71,121,0,0,0,0,0,0,3,0,1,0,260
206,"P.S.PATKHAULI RAJA",394,345,0,739,253,267,0,520,505,0,5,116,279,105,3,0,1,1,1,0,2,3,1,3,520
207,"P.S. MAJHA",846,614,0,1460,425,360,0,785,710,0,26,80,256,381,7,7,5,2,1,2,6,3,2,7,785
208,"P.S. KATRI",682,610,0,1292,459,403,0,862,650,0,22,291,247,273,5,3,2,1,2,1,4,6,3,2,862
209,"P.S. GADHHA GAUTAM",569,495,0,1064,347,311,0,658,650,0,13,208,84,342,2,0,0,0,0,0,2,1,2,4,658
210,"G.P.S. PILKHAVN",670,544,0,1214,357,364,0,721,417,0,27,222,109,335,6,2,0,5,1,1,4,3,2,4,721
211,"P.S. RANIPUR",892,741,0,1633,534,447,0,981,930,0,23,317,410,203,9,4,1,0,1,3,2,2,4,2,981
212,"P.S. SENTHA",345,311,0,656,197,203,0,400,395,0,4,37,144,197,7,0,1,1,0,0,4,2,1,2,400
213,"J.H.S. DAILAPUR",569,481,0,1050,322,289,0,611,609,0,16,74,242,246,9,1,3,2,6,3,3,2,2,2,611
214,"P.S. BHARTHAPUR",622,526,0,1148,423,317,0,740,647,0,15,82,212,387,10,2,5,1,4,6,7,1,2,6,740
215,"P.S. KHEMRAJPUR",477,403,0,880,292,271,0,563,365,0,14,150,252,133,0,0,2,0,1,1,1,2,4,3,563
216,"P.S. LAKHANPUR MAHUVA",601,489,0,1090,360,322,0,682,682,0,12,126,262,269,2,2,2,1,1,0,2,1,2,0,682
217,"P.S. LAKHANPUR MAHUAA",341,287,0,628,186,160,0,346,335,0,12,113,87,124,6,1,2,0,0,0,0,0,0,1,346
218,"P.S. BAGHAUDA",535,486,0,1021,345,322,0,667,667,0,26,210,331,63,2,2,5,5,2,0,4,6,3,8,667
219,"P.S. KODAI",629,527,2,1158,392,339,0,731,721,0,16,226,263,211,6,0,3,0,1,1,0,0,1,3,731
220,"P.S. CHHAPIYA BUJURGE",805,705,0,1510,538,410,0,948,838,0,36,345,238,289,7,1,4,1,1,0,2,5,6,13,948
221,"P.S. KESHVAPUR SOUTH BHAG",523,463,0,986,276,299,0,575,25,0,33,147,207,170,3,1,2,0,0,1,0,4,4,3,575
222,"P.S.KESHWAPUR NORTH BHAG",324,284,0,608,188,193,0,381,81,0,14,45,123,188,0,2,1,0,0,0,2,4,0,2,381
223,"P.S. NIPANIYA",378,311,0,689,238,197,0,435,400,0,7,80,265,64,5,0,3,1,0,2,2,4,1,1,435
224,"P.S. KHAIRI OJHA",385,326,0,711,267,236,0,503,499,0,7,22,99,353,7,1,1,0,1,4,0,0,0,8,503
225,"P.S. RAJAULI",644,569,0,1213,422,372,0,794,794,0,12,140,182,419,5,0,2,2,18,4,2,3,3,2,794
226,"P.S. NARAYANPUR TIWARI",717,619,0,1336,441,357,0,798,798,0,15,193,136,421,8,1,1,3,5,2,4,2,2,5,798
227,"P.S. BANJARIYA",581,461,0,1042,347,318,0,665,665,0,18,228,240,156,3,1,2,1,5,2,0,6,0,3,665
228,"P.S. FARENDA SENGAR",751,592,0,1343,426,361,0,787,785,0,19,287,246,212,4,4,2,3,1,0,2,3,2,2,787
229,"P.S. HARIHARPUR",436,401,0,837,268,252,0,520,520,0,16,37,129,301,10,3,7,2,2,0,4,3,1,5,520
230,"P.S. KAKUVA RAUT",669,578,0,1247,397,331,0,728,36,0,15,94,421,161,8,1,5,1,2,3,4,4,3,6,728
231,"J.H.S. PIKAURA SANI",270,235,0,505,167,169,0,336,300,0,12,96,140,79,4,0,1,2,0,0,1,0,1,0,336
232,"G.J.H.S. RAJAJOT KALA",587,525,0,1112,380,367,0,747,10,0,7,165,308,211,9,4,4,1,1,1,5,6,9,16,747
233,"P.S. KAPTANGANJ",626,593,0,1219,388,342,0,730,728,0,6,68,304,324,3,2,2,1,2,1,2,4,0,11,730
234,"G.J.H.S. KAPTANGANJ",915,766,0,1681,520,512,0,1032,1017,0,17,467,286,213,4,2,4,5,2,2,3,8,1,18,1032
235,"P.S. NAKTI DAI BUJURGE EAST BHAG",910,781,0,1691,535,481,0,1016,885,0,16,313,301,364,5,1,3,0,1,3,2,2,1,4,1016
236,"P.S. NAKTI DAI BUJURGE WEST BHAG",361,278,0,639,184,139,0,323,320,0,5,66,86,160,1,0,0,0,0,1,1,2,0,1,323
237,"P.S. MAHUAA MISHR",498,360,0,858,301,238,0,539,515,0,10,58,329,128,4,3,1,0,0,0,0,1,1,4,539
238,"P.S. CHAUKHDHA STHIT GRAM BADHYA",492,429,0,921,336,321,0,657,610,0,13,62,341,210,3,3,5,4,1,1,3,3,1,7,657
239,"P.S. SARRAIYA MISHR SOUTH BHAG",552,491,0,1043,345,298,0,643,643,0,24,355,150,96,7,2,4,1,1,1,0,0,1,1,643
240,"P.S. SARRAIYA MISHR NORTH BHAG",695,532,0,1227,428,319,0,747,747,0,17,185,273,251,6,1,1,3,3,0,1,3,1,2,747
241,"P.S. GANGAPUR",257,206,0,463,165,153,0,318,313,0,2,30,90,184,1,0,0,2,0,0,2,1,1,5,318
242,"P.S. BADHNI",290,244,0,534,173,122,0,295,273,0,5,43,105,134,2,0,0,0,0,0,0,1,1,4,295
243,"P.S. BADHNI",616,514,0,1130,388,331,0,719,719,0,12,92,285,316,2,0,1,2,0,1,1,0,1,6,719
244,P.S.TILAKPUR,358,317,0,675,234,220,0,454,454,0,8,41,85,303,5,1,4,2,2,0,1,0,0,2,454
245,"P.S. BATTUPUR",348,306,0,654,224,210,0,434,420,0,16,110,77,218,3,0,0,1,1,1,0,2,2,3,434
246,"P.S. BASUAPAR",270,245,0,515,180,184,0,364,250,0,3,83,142,125,4,0,4,0,0,0,1,2,0,0,364
247,"P.S.KHAJURIYA MISHR SOUTH BHAG",390,328,0,718,215,193,0,408,408,0,4,135,92,155,3,0,2,1,2,2,1,6,3,2,408
248,"P.S.KHAJURIYA MISHR NORTH  BHAG",424,411,0,835,246,281,0,527,527,0,8,167,121,217,3,0,3,1,0,1,1,2,2,1,527
249,P.S.GOPIYAPAR,402,313,0,715,275,214,0,489,489,0,12,272,118,73,1,0,0,2,1,0,1,3,1,5,489
250,"P.S.RAMGARH URF JUNGLE KATHAR",393,338,0,731,277,233,0,510,240,0,13,159,210,104,1,0,1,0,2,1,2,6,3,8,510
251,"P.S. BANKATA MISHR",897,669,0,1566,470,410,0,880,810,0,34,416,159,258,1,1,1,1,2,1,0,0,2,4,880
252,"P.S. KAUDIKOL KHURD",677,620,0,1297,401,390,0,791,747,0,9,47,308,382,5,3,5,4,2,3,10,5,3,5,791
253,"P.S. KHRIHWA",630,519,0,1149,384,323,0,707,700,0,34,202,312,140,2,1,1,2,0,0,3,3,4,3,707
254,"P.S. PAGAR",497,436,0,933,271,269,0,540,540,0,12,107,259,147,2,0,2,2,1,0,2,2,3,1,540
255,"P.S. RAKHIYA NORTH BHAG",724,638,0,1362,445,419,0,864,777,0,61,271,259,221,7,1,6,5,5,4,4,3,6,11,864
256,"P.S. RAKHIYA SOUTH BHAG",542,496,0,1038,323,280,0,603,596,0,15,73,287,211,4,0,5,1,0,1,1,3,0,2,603
257,"P.S. FERSAHAN EAST BHAG",326,279,0,605,224,197,0,421,421,0,12,132,145,111,1,0,0,2,2,0,3,5,1,7,421
258,"P.S. FERSAHAN",519,434,0,953,287,277,0,564,347,0,14,144,80,282,4,1,1,7,5,2,5,6,5,8,564
259,"P.S. BALUA",233,212,0,445,128,162,0,290,290,0,4,38,190,46,1,0,1,0,1,0,0,4,4,1,290
260,P.S.BANHA,693,592,0,1285,376,431,0,807,807,0,25,182,284,262,9,2,6,2,1,3,9,3,7,12,807
261,"P.S. KAKUA URF OJHAGANJ NORTH BHAG",527,454,0,981,282,268,0,550,437,0,28,82,77,338,3,2,2,1,0,0,1,2,3,11,550
262,"P.S.KAKUA URF OJHAGANJ SOUTH BHAG",534,431,0,965,248,279,0,527,484,0,34,284,100,99,2,3,1,0,0,0,1,1,1,1,527
263,"J.H.S. BHARU",511,484,0,995,348,289,0,637,637,0,18,57,320,198,9,1,6,6,2,0,4,5,5,6,637
264,"P.S. TIKRIYA STHIT GRAM CHHAPIYA",404,361,0,765,269,232,0,501,51,0,1,58,223,181,5,1,4,0,2,1,3,7,3,12,501
265,"P.S. KHAUPOKHAR",519,440,0,959,306,281,0,587,140,0,19,137,186,227,4,1,3,3,1,2,2,1,0,1,587
266,P.S.MITASOTI,319,281,0,600,186,184,0,370,250,0,3,44,91,221,2,0,0,2,0,1,1,2,0,3,370
267,"P..S MITASOTI",390,348,0,738,260,201,0,461,220,0,8,64,150,213,6,1,3,1,2,2,3,2,0,6,461
268,"P.S. PARASPURA",456,368,0,824,278,256,0,534,6,0,4,51,328,136,1,0,2,5,1,0,3,1,0,2,534
269,"P.S. MEDHUVA",742,660,3,1405,427,416,0,843,700,0,19,98,266,417,6,0,4,3,0,2,9,7,4,8,843
270,"P.S. KUDHWA",449,379,1,829,275,271,0,546,516,0,16,238,158,120,5,2,1,0,3,0,0,2,0,1,546
271,"J.H.S. POKHRA",668,568,0,1236,361,352,0,713,693,0,9,84,235,336,17,3,2,1,0,5,4,4,4,9,713
272,P.S.POKHRA,638,548,1,1187,369,336,0,705,395,0,21,140,180,342,9,1,1,4,1,1,0,1,2,2,705
273,"J.H.S. SIKTA",846,723,0,1569,480,433,0,913,483,0,15,94,367,389,8,3,5,2,4,0,4,7,5,10,913
274,P.S.BESAURA,679,582,0,1261,367,385,0,752,752,0,18,101,359,250,4,3,3,4,1,2,1,3,2,1,752
275,"J.H.S. KHADRA",567,478,0,1045,310,314,0,624,591,0,8,74,328,193,5,2,1,2,1,1,1,2,0,6,624
276,"P.S. NAYAKPARA",611,545,0,1156,353,353,0,706,300,0,13,120,293,260,3,0,4,1,1,1,2,3,1,4,706
277,"P.S. GUAANV",511,448,0,959,339,332,0,671,71,0,3,217,171,266,4,1,2,1,0,0,1,0,0,5,671
278,"P.S. SARWANPUR PANDEY NORTH BHAG",548,472,0,1020,330,282,0,612,612,0,13,140,255,182,2,1,2,2,2,2,2,1,0,8,612
279,"P.S. SARWANPUR PANDEY SOUTH BHAG",331,287,0,618,201,170,0,371,371,0,5,82,172,71,2,1,0,27,0,0,3,2,2,4,371
280,"P.S. DEAIDEEHA KHURD",434,369,0,803,270,242,0,512,512,0,11,270,90,134,0,0,0,1,0,0,0,2,2,2,512
281,"J.H.S.DEIDIHA BUJURG",468,421,0,889,280,301,0,581,563,0,0,252,193,119,0,0,4,1,1,0,2,3,3,3,581
282,"I.C. BHATPURWA",514,429,0,943,314,252,0,566,325,0,27,80,252,166,3,0,2,33,0,0,0,0,1,2,566
283,"P.S. NARHARPUR",410,362,0,772,268,244,0,512,300,0,15,58,260,142,1,0,1,35,0,0,0,0,0,0,512
284,"P.S. CHILMAPRASAN DVITIYA STHIT ARKHAPUR",484,453,0,937,340,291,0,631,604,0,15,182,157,256,6,3,0,0,0,1,2,3,0,6,631
285,"J.H.S. SIRSIYA NORTH BHAG",273,248,0,521,169,170,0,339,337,0,3,125,119,80,1,0,0,3,0,0,1,2,3,2,339
286,"J.H.S. SIRSIYA SOUTH BHAG",392,333,0,725,220,196,0,416,409,0,14,59,163,158,4,1,0,2,2,1,1,3,1,7,416
287,"P.S. PIPRAULA",383,322,0,705,255,206,0,461,461,0,4,68,241,135,2,1,1,0,1,2,0,1,3,2,461
288,P.S.BHADNA,170,145,0,315,134,111,0,245,245,0,0,45,160,36,3,1,0,0,0,0,0,0,0,0,245
289,"P.S. BHATHA NORTH BHAG",518,422,0,940,276,273,0,549,490,0,14,143,125,249,3,2,0,0,1,0,2,2,0,8,549
290,"P.S. BHATHA SOUTH BHAG",338,296,0,634,171,172,0,343,343,0,7,90,93,138,5,0,0,0,2,1,2,3,0,2,343
291,P.S.MASHA,495,392,0,887,283,277,0,560,560,0,14,149,209,168,3,0,3,1,0,2,1,2,1,7,560
292,"P.S. BASNTPUR",499,437,0,936,304,296,0,600,600,0,4,141,331,102,4,1,1,2,1,0,1,3,7,2,600
293,"P.M.V. VEDPUR",493,414,0,907,278,274,0,552,546,0,8,77,193,264,3,2,2,0,1,0,1,0,1,0,552
294,P.S.EKDEGWA,624,521,0,1145,343,312,0,655,639,0,12,155,250,201,6,3,2,2,2,1,3,3,5,10,655
295,"P.M.V BEDPUR",342,300,0,642,220,196,0,416,411,0,2,117,40,250,3,0,0,0,0,0,0,3,1,0,416
296,"P.S. BHARUKAHWA STHIT GARM AVDHOOT NAGAR",425,350,0,775,238,220,0,458,458,0,3,184,131,103,2,0,3,1,3,1,4,6,6,11,458
297,"P.S. MAJHIYAR",360,273,0,633,226,172,0,398,332,0,13,131,158,83,1,1,1,1,1,0,1,2,1,4,398
298,"P.S. BHARUKAHWA PANDOOL GHAT",446,439,0,885,298,278,0,576,558,0,21,157,183,199,6,0,2,0,1,1,0,1,1,4,576
299,"P.S. BHIURA",634,555,0,1189,407,357,0,764,764,0,28,126,324,235,9,3,4,1,6,3,3,4,5,13,764
300,"P.S. DHARMUPUR",457,380,0,837,247,243,0,490,490,0,16,140,112,192,4,0,3,2,0,1,2,0,4,14,490
301,"P.S. DHARMUPUR",735,575,0,1310,429,357,0,786,786,0,18,343,168,224,5,0,5,1,1,3,2,4,4,8,786
302,P.S.SISAUNI,317,302,0,619,193,178,0,371,370,0,3,69,162,115,7,0,3,1,0,0,2,4,1,4,371
303,P.S.KALYANPUR,772,644,0,1416,381,333,0,714,210,0,13,184,221,263,4,1,5,1,4,1,2,2,2,11,714
304,P.S.BEMHARI,866,764,0,1630,509,384,0,893,889,0,16,210,398,237,2,3,4,1,2,3,3,7,3,4,893
305,"P.S. CHILBILA",728,565,0,1293,401,379,0,780,728,0,9,176,385,167,7,2,3,2,4,1,3,2,6,13,780
306,"P.S. KHUSHALGANJ",665,532,0,1197,311,333,0,644,411,0,6,103,160,346,6,5,1,3,1,0,2,2,2,7,644
307,"J.H.S. KHUSHALGANJ",260,236,0,496,158,142,0,300,26,0,4,16,75,203,0,1,0,0,0,0,0,1,0,0,300
308,P.S.KATRIYA,478,387,0,865,259,233,0,492,492,0,16,112,152,194,2,0,1,1,2,0,1,3,2,6,492
309,"P.M.V BANJATIYA SUBI",490,379,0,869,269,274,0,543,235,0,14,124,119,251,2,0,2,2,13,2,1,2,2,9,543
310,"P.S.A.D.DHARMUPUR MUSTAHKAM",626,515,0,1141,330,297,0,627,597,0,15,110,209,265,2,1,1,2,7,1,1,3,1,9,627
311,"P.S.A.D.DHARMUPUR MUSTAHKAM",533,361,0,894,180,137,0,317,289,0,15,46,70,149,4,3,2,1,21,0,0,3,1,2,317
312,"P.S. GAURA EAST BHAG",309,288,0,597,134,72,0,206,203,0,3,53,21,106,2,0,0,1,8,4,1,0,1,6,206
313,"P.S. GAURA WEST BHAG",175,135,0,310,51,36,0,87,86,0,1,32,9,38,2,1,1,0,0,2,0,0,0,1,87
314,"P.S. GAURA NORTH BHAG",376,329,1,706,173,189,0,362,255,0,5,32,116,194,1,1,2,1,0,0,1,1,1,7,362
315,"P.S. BAIRAGAL",577,480,0,1057,325,313,0,638,628,0,9,239,189,187,2,0,2,1,1,3,1,1,1,2,638
316,P.S.BAIRAGAL,683,564,0,1247,370,342,0,712,642,0,13,339,246,88,4,1,1,2,1,0,3,1,2,11,712
317,"P.S. BAIRAGAL",572,500,0,1072,292,286,0,578,578,0,8,34,173,327,10,2,1,2,0,0,3,7,5,6,578
318,"J.H.S PARA",243,212,0,455,167,144,0,311,21,0,7,96,131,66,1,1,0,2,4,0,0,0,1,2,311
319,P.S.RAMWAPUR,834,633,0,1467,400,404,0,804,761,0,8,196,213,349,9,1,3,0,1,1,3,5,6,9,804
320,"P.S. UNJI SOUTH BHAG",917,755,2,1674,526,443,0,969,470,0,29,355,223,310,5,3,0,1,12,1,3,0,8,19,969
321,"P.S. UNJI NORTH BHAG",458,346,0,804,251,190,0,441,281,0,11,162,171,77,3,0,1,0,1,1,3,1,4,6,441
322,"J.H.S. UNJI",481,353,0,834,245,187,0,432,298,0,11,114,69,216,7,1,0,0,3,0,1,3,0,7,432
323,"P.S. UMRIYA",117,109,0,226,72,62,0,134,76,0,2,44,25,59,1,0,0,1,0,0,1,0,0,1,134
324,"P.S. SEMRA MUSTAHKAM NORTH BHAG",666,562,1,1229,382,314,0,696,425,0,5,373,168,128,3,1,2,4,2,0,1,1,3,5,696
325,"P.S. SEMRA MUSTAHKAM SOUTH BHAG",716,604,0,1320,459,364,0,823,812,0,27,489,146,135,6,1,2,0,1,1,3,4,4,4,823
326,"P.S. KEWADI M0.",765,623,0,1388,407,360,0,767,767,0,22,261,281,170,5,0,4,2,2,1,8,3,2,6,767
327,"P.S.SABAI PARSAN",299,267,0,566,221,164,0,385,250,0,42,65,96,165,5,1,1,6,0,1,0,0,0,3,385
328,"P.S. BADOSAR",587,496,0,1083,320,368,0,688,688,0,10,184,239,228,5,0,1,9,0,0,4,4,2,2,688
329,"P.S. TIGHRA",318,268,0,586,200,189,0,389,389,0,9,69,179,119,2,1,2,2,1,1,1,3,0,0,389
330,"P.S. MAHUA DANDH",523,407,0,930,320,271,0,591,590,0,10,133,257,152,2,3,3,15,1,3,3,3,1,5,591
331,"P.S. DIGRAPUR EAST BHAG",328,284,0,612,150,156,0,306,305,0,16,109,90,70,2,1,2,0,1,0,3,1,2,9,306
332,"P.S. DINGARAPUR WEST BHAG",578,451,1,1030,285,289,0,574,544,0,14,125,76,330,5,0,5,2,1,3,3,2,4,4,574
333,"P.S. AJGAIWA JANGAL BADLUPUR TOLA DHANGATHI",546,433,0,979,297,235,0,532,532,0,16,172,106,213,4,1,1,1,2,2,1,3,2,8,532
334,"P.S. AJGAIWA JANGAL BADLUPUR TOLA DHANGATI",395,342,0,737,246,200,0,446,432,0,18,176,127,103,2,1,2,3,3,1,1,1,6,2,446
335,"P.M.V. AJGAIWA JANGAL BADLUPUR DANGHATA",565,429,0,994,297,236,0,533,486,0,9,75,236,176,3,2,3,4,2,3,5,6,4,5,533
336,"P.M.V. AJGAIWA JANGAL BADLUPUR DANGATHA",553,463,0,1016,287,236,0,523,521,0,13,200,130,149,9,0,0,3,1,4,4,0,4,6,523
337,"P.S. AJGAIWA JANGAL ARGUNBERO SUKRAULI",505,429,0,934,220,194,0,414,14,0,7,142,101,139,3,1,3,1,2,0,4,4,2,5,414
338,"P.S. AJGAIVA JANGAL ARGUN BERO SUKRAULI",648,520,0,1168,360,258,0,618,550,0,11,287,170,106,7,2,2,4,1,2,5,5,6,10,618
339,"P.S. PACHLAURIYA",900,728,0,1628,495,442,0,937,860,0,31,288,181,261,13,15,4,5,87,4,5,11,5,27,937
340,"P.M.V. SHIVPUR",931,755,0,1686,478,398,0,876,875,0,30,297,176,340,5,1,1,2,4,3,1,5,2,9,876
341,"P.S. SULTANPUR",245,206,0,451,119,122,0,241,241,0,13,12,25,185,0,0,1,2,0,0,0,0,0,3,241
342,"P.M.V. TENICH SHUKL",417,352,0,769,279,201,0,480,94,0,13,142,104,203,5,0,1,0,1,0,1,3,3,4,480
343,"P.J.L. NEHRU U.M.V. AAMA TENICH EAST",632,512,0,1144,372,288,0,660,660,0,28,91,192,336,2,0,1,2,1,0,1,1,2,3,660
344,"P.J.L.NEHRU U.M.V. AAMA TENICH WEST",916,790,0,1706,496,429,0,925,774,0,27,508,70,293,3,1,2,4,7,1,2,0,5,2,925
345,"P.J.L NEHRU U.M.V. AAMA TENICH SENTAR",251,201,0,452,130,99,0,229,229,0,8,134,28,52,4,1,2,0,0,0,0,0,0,0,229
346,"P.S. AAMA",263,219,1,483,183,111,0,294,68,0,4,140,73,69,2,0,2,0,0,1,0,0,1,2,294
347,"P.S. BETAUHA",612,499,0,1111,271,302,0,573,229,0,45,196,80,199,7,4,2,5,5,5,4,1,4,16,573
348,"P.S. CHETRA",598,461,0,1059,319,253,0,572,52,0,7,157,239,143,4,0,1,1,1,3,1,4,6,5,572
349,"P.S. BELWADAD",388,345,0,733,242,226,0,468,458,0,13,246,126,71,2,2,0,0,1,1,3,1,1,1,468
