"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
176,"P.S. LALPUR",315,259,0,574,266,213,0,479,400,0,365,2,0,100,2,0,1,1,0,0,0,0,1,1,0,6,479
177,"P.S. ASFABAD R.N.1",575,484,0,1059,282,234,0,516,470,0,82,4,1,409,4,2,1,0,1,0,0,0,2,1,5,4,516
178,"P.S. ASFABAD R.N.2",367,312,0,679,182,131,0,313,300,0,38,1,1,266,2,0,1,1,0,1,1,0,1,0,0,0,313
179,"P.S. ASFABAD R.N.3",675,542,0,1217,344,241,0,585,542,0,68,9,6,477,7,0,1,0,0,1,1,4,4,0,3,4,585
180,"P.S. ASFABAD R.N.4",741,586,0,1327,403,291,0,694,689,0,87,5,10,578,5,0,3,2,0,1,0,0,0,0,3,0,694
181,"PANCHAYATGHAR ASFABAD R.N.1",538,406,1,945,201,124,0,325,274,0,38,2,5,268,1,3,0,0,0,1,0,0,2,0,1,4,325
182,"PANCHAYATGHAR ASFABAD R.N.2",597,443,0,1040,327,180,0,507,391,0,34,6,126,329,1,2,3,1,0,0,0,0,2,2,0,1,507
183,"P.S. NAGLA PACHIYA R.N.1",464,312,0,776,298,182,0,480,440,0,311,0,23,134,0,1,1,3,0,0,0,1,1,0,3,2,480
184,"P.S. NAGLA PACHIYA R.N.2",524,416,0,940,354,273,0,627,622,0,287,3,47,270,3,1,0,4,0,1,1,0,4,0,1,5,627
185,"J.H.S.NAGLA PACHIYA",766,594,0,1360,397,268,0,665,590,0,112,2,23,512,4,1,3,1,0,0,0,1,1,0,3,2,665
186,"P.S. NAGLA MOTI",566,418,0,984,528,363,0,891,254,0,827,5,35,19,0,0,1,0,0,0,0,0,1,0,2,1,891
187,"P.S. RAHNA R.N.1",536,467,0,1003,371,310,0,681,596,0,76,10,102,482,4,1,0,1,1,0,0,0,0,0,3,1,681
188,"P.S. RAHNA R.N.2",932,670,0,1602,544,250,0,794,500,0,116,10,68,562,3,1,4,3,1,0,2,2,4,7,5,6,794
189,"P.S. ITAULI",558,472,0,1030,490,280,0,770,500,0,613,2,11,141,2,0,0,0,0,0,0,0,0,0,1,0,770
190,"P.S. ASDEOMAI NOORPUR",401,333,0,734,305,246,0,551,361,0,51,2,50,435,4,1,0,0,0,0,0,1,2,1,1,3,551
191,"P.S. DIVAYACHI",745,625,0,1370,494,380,0,874,862,0,99,5,37,684,10,1,4,2,3,0,0,6,12,7,1,3,874
192,"P.S. DAKHINARA R.N.1",759,606,0,1365,438,257,0,695,695,0,132,5,96,441,3,0,2,3,1,0,0,0,4,0,3,5,695
193,"P.S. DAKHINARA R.N.2",652,524,0,1176,396,260,0,656,501,0,144,4,205,294,2,0,0,0,0,0,0,1,0,1,3,2,656
194,"P.S. MOHANIPUR",449,348,0,797,334,232,0,566,300,0,47,1,136,366,3,1,0,0,1,1,1,2,2,0,4,1,566
195,"P.S. NAUKTA",290,262,0,552,282,249,0,531,452,0,441,2,2,86,0,0,0,0,0,0,0,0,0,0,0,0,531
196,"P.S. MOHAMMADPUR LABHAUA R. NO.1",488,396,0,884,365,249,0,614,550,0,109,6,116,374,1,1,1,1,0,0,0,0,0,1,0,4,614
197,"P.S. MOHAMMADPUR LABHAUA R. NO.2",293,247,0,540,176,141,0,317,221,0,42,3,51,211,4,0,0,0,0,0,0,1,0,1,2,2,317
198,"P.S. LATUMAI",218,197,0,415,155,122,0,277,263,0,65,2,40,164,0,1,0,0,0,0,0,0,1,1,1,2,277
199,"P.S. NAGLA BALUA",524,452,0,976,494,292,0,786,52,0,689,2,48,46,0,0,0,1,0,0,0,0,0,0,0,0,786
200,"P.S. MAIYAMAI",456,417,0,873,333,270,0,603,329,0,556,5,4,29,1,0,0,0,0,0,0,1,0,1,0,6,603
201,"P.S. NAGLA MAN SINGH",608,554,0,1162,503,442,0,945,561,0,727,8,99,94,2,0,1,0,0,0,0,0,0,1,4,9,945
202,"P.H.C. RUPASPUR",749,629,0,1378,585,417,0,1002,680,0,588,9,66,307,7,1,3,1,2,0,0,1,4,3,1,9,1002
203,"P.S. MOHANIPUR R. NO. 1",609,516,0,1125,603,401,0,1004,807,0,716,6,143,135,0,0,1,0,0,0,1,0,1,0,0,1,1004
204,"P.S. FULRAI",298,222,0,520,289,188,0,477,11,0,418,0,1,54,1,0,0,1,0,0,0,0,1,0,0,1,477
205,"P.S. DARIGAPUR",450,376,0,826,320,255,0,575,240,0,297,1,51,214,3,0,0,1,1,1,0,0,4,0,0,2,575
206,"P.S. NAGLA RAGHOL",302,258,0,560,264,217,0,481,481,0,343,1,5,123,1,0,0,0,0,0,0,0,5,0,0,3,481
207,"PANCHAYATGHAR NAVALI",479,414,0,893,386,333,0,719,718,0,481,2,71,154,1,0,2,0,1,0,0,0,0,0,1,6,719
208,"P.S. INDUMAI",600,509,0,1109,460,362,0,822,620,0,38,6,40,712,9,3,2,1,1,0,1,2,4,1,1,1,822
209,"P.S. ADHAMPUR",204,186,0,390,184,141,0,325,50,0,293,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,325
210,"P.S. GAGAI",556,525,0,1081,446,410,0,856,856,0,659,2,119,68,0,1,0,1,0,0,0,0,1,0,0,5,856
211,"P.S. ANGADPUR",673,543,0,1216,506,426,0,932,233,0,183,0,55,672,5,2,1,0,3,0,2,1,1,0,3,4,932
212,"P.S. GOVINDPUR",522,422,0,944,419,398,0,817,798,0,690,7,2,106,1,0,0,3,1,0,0,1,0,3,1,2,817
213,"GIRLS J.H.S. MAKKHANPUR R. NO.1",543,418,0,961,394,270,0,664,559,0,48,4,297,295,2,0,0,0,0,0,0,1,2,2,4,9,664
214,"GIRLS J.H.S. MAKKHANPUR R. NO.3",531,472,0,1003,368,323,0,691,406,0,228,4,231,205,4,0,1,1,1,0,0,1,1,4,5,5,691
215,"GIRLS J.H.S. MAKKHANPUR R. NO.2",817,691,0,1508,563,445,0,1008,800,0,249,6,30,692,3,1,2,4,1,0,0,1,3,2,3,11,1008
216,"PANCHAYATGHAR MAKKHANPUR R.N.1",424,318,0,742,323,228,0,551,452,0,277,11,6,241,3,0,1,0,0,1,0,0,0,0,5,6,551
217,"PANCHAYATGHAR MAKKHANPUR R.N.2",441,383,1,825,267,205,0,472,432,0,178,2,33,244,4,0,0,1,0,0,2,0,2,3,2,1,472
218,"J.H.S. JIJAULI R. NO. 1",647,520,0,1167,460,342,0,802,702,0,429,11,99,248,2,1,0,0,0,0,0,1,3,0,2,6,802
219,"J.H.S. JIJAULI R. NO. 2",753,595,0,1348,501,417,0,918,843,0,191,4,11,688,4,3,1,1,0,1,0,1,5,0,3,5,918
220,"P.S. MOHAMMADPUR NAVADA R. NO 1",755,628,0,1383,391,343,0,734,28,0,151,3,161,389,10,0,1,4,2,0,1,1,3,2,1,5,734
221,"P.S. MOHAMMADPUR NAVADA R. NO 2",919,688,1,1608,566,381,0,947,912,0,213,5,9,693,9,1,1,1,2,1,0,1,1,1,1,8,947
222,"P.S. RAJPUR VALAI R. NO. 1",588,450,0,1038,408,278,0,686,660,0,136,7,79,453,3,1,0,0,0,0,0,2,1,0,4,0,686
223,"P.S.RAJPUR BALAI R.N.2",392,302,0,694,267,204,0,471,320,0,29,1,432,5,1,0,0,1,0,0,0,0,0,1,1,0,471
224,"P.S. KIRTHARA MOHAMMADPUR",455,358,0,813,338,226,0,564,229,0,290,1,112,157,1,0,1,0,0,0,0,1,0,1,0,0,564
225,"P.S. KISHANPUR ARMARAJAT",341,303,0,644,296,231,0,527,210,0,294,1,0,220,1,0,3,0,0,0,0,0,4,0,0,4,527
226,"P.S. JEVADA R. NO. 1",832,666,0,1498,680,490,0,1170,145,0,1123,3,0,43,0,0,0,1,0,0,0,0,0,0,0,0,1170
227,"P.S. JEVADA R. NO. 2",458,338,0,796,436,295,0,731,727,0,713,0,1,15,0,0,0,1,0,0,0,0,0,1,0,0,731
228,"P.S. JEVADA R. NO. 3",427,390,0,817,427,319,0,746,598,0,731,2,1,11,0,0,0,1,0,0,0,0,0,0,0,0,746
229,"P.S. SADUPUR R. NO. 1",379,322,0,701,266,193,0,459,459,0,80,3,173,195,0,1,0,1,0,0,0,0,0,2,3,1,459
230,"P.S. SADUPUR R. NO. 2",432,354,0,786,281,190,0,471,153,0,209,4,10,233,2,1,0,0,0,1,0,0,4,1,1,5,471
231,"P.S. NIHALPUR",275,226,0,501,233,190,0,423,54,0,281,0,111,26,0,0,0,1,0,0,0,0,0,2,1,1,423
232,"P.V. CHAMRAULI",514,420,0,934,463,346,0,809,22,0,721,4,56,23,0,0,0,1,0,0,0,1,0,0,0,3,809
233,"P.S. JAFARAVAD R. NO. 1",485,383,0,868,448,317,0,765,765,0,692,3,12,44,0,0,0,4,0,0,0,2,1,0,0,7,765
234,"P.S. JAFARAVAD R. NO. 2",482,373,0,855,467,305,0,772,601,0,701,1,41,13,0,0,0,8,0,0,0,0,1,2,3,2,772
235,"P.S. ARMARAJAT",613,532,0,1145,423,311,0,734,734,0,463,2,44,200,3,0,0,0,1,1,2,4,3,4,1,6,734
236,"P.S. NAGLA VAJDAR",379,311,0,690,271,222,0,493,275,0,226,2,24,228,2,1,3,0,1,1,0,1,1,0,0,3,493
237,"P.S. VAHORANPUR",271,219,0,490,210,160,0,370,290,0,214,6,6,136,1,0,0,5,0,0,0,0,0,0,0,2,370
238,"P.S. GALAMAI",658,527,0,1185,503,352,0,855,652,0,613,4,9,217,5,0,0,1,0,0,0,0,1,0,2,3,855
239,"J.H.S. ARONJ R. NO.1",611,460,0,1071,485,322,0,807,807,0,617,2,55,127,3,0,2,0,0,0,0,0,0,0,0,1,807
240,"J.H.S. ARONJ R. NO.2",443,387,0,830,371,249,0,620,620,0,510,7,2,95,1,0,0,0,0,1,0,0,0,1,1,2,620
241,"P.S. NAGLA PRABHU",357,301,0,658,255,190,0,445,283,0,239,1,148,42,1,0,1,1,0,0,0,0,0,1,2,9,445
242,"P.S. GADIYA",249,194,0,443,200,165,0,365,170,0,350,1,1,8,0,0,0,0,0,0,0,0,0,0,1,4,365
243,"P.S. DIKHTAULI",758,616,0,1374,447,390,0,837,520,0,365,13,47,390,6,1,1,1,0,0,0,2,1,1,4,5,837
244,"P.S. RAHACHATI",805,629,0,1434,549,356,0,905,400,0,562,11,26,284,2,1,0,11,2,1,1,1,0,0,0,3,905
245,"P.S. VIDARAKHA",667,516,0,1183,428,284,0,712,641,0,68,5,330,296,2,0,1,0,0,0,0,0,2,2,1,5,712
246,"P.S. SHAHAJALPUR",703,560,0,1263,451,379,0,830,795,0,87,9,451,266,3,0,1,5,0,0,0,0,1,1,5,1,830
247,"M.A.V. SHIKOHABAD R. NO. 1",563,478,0,1041,273,197,0,470,140,0,236,7,7,155,0,1,1,3,0,2,1,0,53,0,1,3,470
248,"M.A.V. SHIKOHABAD R. NO. 2",585,474,0,1059,334,184,0,518,300,0,325,15,12,106,0,0,2,1,0,0,0,0,53,1,1,2,518
249,"M.A.V. SHIKOHABAD R. NO. 3",496,432,0,928,289,172,0,461,448,0,339,7,13,10,1,0,2,7,0,1,0,1,77,0,1,2,461
250,"M.A.V. SHIKOHABAD R. NO. 4",619,557,0,1176,371,227,0,598,19,0,525,15,21,6,0,0,0,2,0,2,0,0,21,0,0,6,598
251,"M.A.V. SHIKOHABAD R. NO. 5",398,391,0,789,250,166,0,416,221,0,325,3,34,21,0,0,0,1,0,0,1,0,25,4,0,2,416
252,"M.A.V. SHIKOHABAD R. NO. 6",464,375,0,839,239,160,0,399,278,0,121,4,9,252,1,1,0,9,0,0,0,1,0,1,0,0,399
253,"M.A.V. SHIKOHABAD R. NO. 14",470,359,0,829,223,158,0,381,284,0,152,1,11,208,1,0,0,1,0,0,0,0,1,0,5,1,381
254,"M.A.V. SHIKOHABAD R. NO. 7",559,484,0,1043,276,208,0,484,170,0,215,13,12,230,1,2,1,2,1,1,1,1,4,0,0,0,484
255,"M.A.V. SHIKOHABAD R. NO. 8",589,492,0,1081,333,205,0,538,37,0,313,12,18,155,0,1,0,5,0,0,0,0,32,0,2,0,538
256,"M.A.V. SHIKOHABAD R. NO. 9",746,615,0,1361,464,269,0,733,707,0,506,11,73,55,5,0,2,6,2,2,0,0,65,2,0,4,733
257,"M.A.V. SHIKOHABAD R. NO. 10",325,249,0,574,177,121,0,298,293,0,205,6,6,57,2,1,0,3,0,1,0,0,16,0,0,1,298
258,"M.A.V. SHIKOHABAD R. NO. 11",538,463,0,1001,316,206,0,522,494,0,368,8,27,71,0,1,1,10,0,2,0,1,27,2,2,2,522
259,"M.A.V. SHIKOHABAD R. NO. 12",708,637,0,1345,319,248,0,567,467,0,172,13,28,338,0,0,4,7,0,0,0,0,5,0,0,0,567
260,"M.A.V. SHIKOHABAD R. NO. 13",702,581,0,1283,414,332,0,746,588,0,157,12,295,260,5,1,3,2,1,2,1,1,0,1,2,3,746
261,"M.A.V. SHIKOHABAD R. NO. 15",687,629,0,1316,365,303,0,668,67,0,284,6,51,301,1,0,0,4,0,0,2,1,9,0,1,8,668
262,"A.J.V. SHIKOHABAD R.NO.1",398,340,0,738,243,139,0,382,380,0,140,7,10,220,1,0,0,1,0,0,0,1,1,0,0,1,382
263,"A.J.V. SHIKOHABAD R.NO.2",432,375,0,807,242,188,0,430,418,0,188,6,6,223,0,0,1,0,0,0,0,0,2,2,2,0,430
264,"A.J.V. SHIKOHABAD R.NO.3",457,379,0,836,296,155,0,451,382,0,202,2,41,198,0,1,0,3,1,0,0,0,0,1,2,0,451
265,"A.J.V. SHIKOHABAD R.NO.8",469,457,0,926,280,220,0,500,491,0,135,10,20,326,1,0,1,1,0,0,0,1,0,1,0,4,500
266,"A.J.V. SHIKOHABAD R.NO.4",432,351,0,783,240,165,0,405,190,0,101,8,8,280,0,0,1,1,0,0,0,0,3,0,1,2,405
267,"A.J.V. SHIKOHABAD R.NO.5",447,399,0,846,302,201,0,503,503,0,215,18,16,239,0,0,0,4,0,1,0,1,4,1,1,3,503
268,"A.J.V. SHIKOHABAD R.NO.6",665,570,0,1235,342,266,0,608,587,0,213,19,11,338,3,2,0,9,1,1,1,0,5,1,1,3,608
269,"A.J.V. SHIKOHABAD R.NO.7",646,518,0,1164,403,248,0,651,636,0,197,15,7,416,2,0,1,4,0,0,0,1,2,1,2,3,651
270,"R.V. BYE PASS ROAD, SHIKOHABAD R. NO. 1",580,558,0,1138,296,224,0,520,465,0,186,4,14,300,3,2,0,2,1,1,0,0,0,2,1,4,520
271,"R.V. BYE PASS ROAD, SHIKOHABAD R. NO. 2",595,462,0,1057,238,160,0,398,300,0,99,5,11,272,4,1,0,1,1,0,1,0,1,0,1,1,398
272,"RASTRIYA VIDHYALAY BY PASS ROAD SHIKOHABAD R.N.3",506,424,0,930,264,201,0,465,408,0,121,4,7,327,0,1,0,3,0,0,1,0,0,0,0,1,465
273,"RASTRIYA VIDHYALAY BY PASS ROAD SHIKOHABAD R.N.4",475,417,1,893,277,220,0,497,371,0,77,5,100,307,1,0,0,1,0,0,0,0,1,0,1,4,497
274,"RASTRIYA VIDHYALAY BY PASS ROAD SHIKOHABAD R.N.5",448,437,0,885,232,188,0,420,380,0,221,3,17,173,1,0,0,4,0,0,0,0,0,0,0,1,420
275,"RASTRIYA VIDHYALAY BY PASS ROAD SHIKOHABAD R.N.6",653,651,0,1304,309,251,0,560,546,0,167,4,18,354,3,0,2,9,0,0,1,0,0,1,0,1,560
276,"RASTRIYA VIDHYALAY BY PASS ROAD SHIKOHABAD R.N.7",769,586,0,1355,412,315,0,727,225,0,131,7,11,555,5,1,0,6,0,1,0,0,4,0,2,4,727
277,"RASTRIYA VIDHYALAY BY PASS ROAD SHIKOHABAD R.N.8",554,531,0,1085,414,251,0,665,660,0,250,3,12,390,2,0,1,3,0,0,1,0,0,0,1,2,665
278,"P.S. SHIKOHABAD R.N.1",596,523,0,1119,411,293,0,704,697,0,117,9,5,559,3,0,0,6,0,0,0,1,0,0,1,3,704
279,"P.S. SHIKOHABAD R.N.2",730,565,0,1295,534,307,0,841,827,0,378,12,11,418,1,1,4,2,1,0,0,0,5,3,1,4,841
280,"GIRLS J.S. MOH.GARHAIYA R.N.1",467,390,0,857,267,184,0,451,41,0,310,6,4,113,1,0,0,2,0,1,1,0,8,1,1,3,451
281,"GIRLS J.S. MOH.GARHAIYA R.N.3",505,442,0,947,292,290,0,582,582,0,444,5,7,116,0,0,0,4,0,0,0,0,2,0,0,4,582
282,"GIRLS J.S. MOH.GARHAIYA R.N.2",479,461,1,941,331,251,0,582,581,0,95,6,10,462,1,0,0,3,0,0,0,0,2,0,0,3,582
283,"B.D.M.INTER COLLEGE,SKB.R.N.1",326,309,0,635,200,147,0,347,247,0,58,7,0,278,1,0,0,2,0,0,0,0,1,0,0,0,347
284,"B.D.M.INTER COLLEGE,SKB.R.N.2",400,359,0,759,256,205,0,461,447,0,91,6,5,352,1,0,0,2,0,0,0,0,2,0,2,0,461
285,"B.D.M.INTER COLLEGE,SKB.R.N.3",409,363,0,772,261,205,0,466,466,0,46,6,5,402,0,0,1,3,0,0,0,1,0,1,1,0,466
286,"B.D.M.INTER COLLEGE,SKB.R.N.4",455,387,0,842,307,241,0,548,538,0,150,10,7,367,3,0,1,0,0,0,0,0,0,1,2,7,548
287,"PALI INTER COLLEGE,SKB.R.N.1",508,447,0,955,336,231,0,567,404,0,84,1,14,457,4,0,0,3,0,0,0,0,1,1,1,1,567
288,"PALI INTER COLLEGE,SKB.R.N.2",366,320,0,686,239,143,0,382,378,0,115,18,2,237,0,1,1,1,0,0,1,0,0,1,2,3,382
289,"PALI INTER COLLEGE,SKB.R.N.3",526,451,0,977,305,221,0,526,525,0,231,9,16,251,3,0,0,9,0,0,0,0,1,0,2,4,526
290,"PALI INTER COLLEGE,SKB.R.N.4",487,419,0,906,346,211,0,557,539,0,220,14,4,302,5,1,0,9,0,0,0,0,0,0,0,2,557
291,"PALI INTER COLLEGE,SKB.R.N.5",813,753,0,1566,494,371,0,865,834,0,249,10,55,523,3,2,0,14,0,0,1,0,1,1,2,4,865
292,"PALI INTER COLLEGE,SKB.R.N.6",741,623,0,1364,504,303,0,807,662,0,309,6,262,214,3,1,1,2,1,0,0,1,0,2,2,3,807
293,"NARAYAN INTER COLLEGE,SKB.R.N.1",402,377,0,779,230,183,0,413,384,0,174,6,9,222,2,0,0,0,0,0,0,0,0,0,0,0,413
294,"NARAYAN INTER COLLEGE,SKB.R.N.2",514,440,0,954,323,207,0,530,105,0,320,5,7,191,1,0,1,2,0,0,0,0,0,0,0,3,530
295,"NARAYAN INTER COLLEGE,SKB.R.N.3",483,431,0,914,270,238,0,508,401,0,261,7,4,221,2,0,1,5,0,0,0,0,0,0,3,4,508
296,"NARAYAN INTER COLLEGE,SKB.R.N.4",657,566,0,1223,364,256,0,620,46,0,153,7,80,357,5,0,1,6,1,0,4,0,1,0,1,4,620
297,"NARAYAN INTER COLLEGE,SKB.R.N.5",491,389,0,880,240,195,0,435,375,0,71,5,102,251,0,0,1,1,0,0,0,0,0,1,1,2,435
298,"NARAYAN INTER COLLEGE,SKB.R.N.6",605,534,0,1139,321,234,0,555,555,0,160,2,97,283,1,0,1,6,0,0,1,0,1,0,1,2,555
299,"NARAYAN INTER COLLEGE,SKB.R.N.7",366,325,0,691,193,157,0,350,350,0,96,8,42,200,3,0,0,0,0,0,0,0,0,1,0,0,350
300,"NARAYAN INTER COLLEGE,SKB.R.N.8",520,446,0,966,239,170,0,409,409,0,166,2,1,224,6,0,0,6,0,0,0,0,0,0,0,4,409
301,"NARAYAN INTER COLLEGE,SKB.R.N.9",613,565,0,1178,293,231,0,524,502,0,332,6,1,177,0,1,0,2,0,0,1,0,0,0,1,3,524
302,"NARAYAN INTER COLLEGE,SKB.R.N.10",823,717,0,1540,388,302,0,690,450,0,442,4,6,228,1,0,1,7,0,0,0,0,0,0,0,1,690
303,"NARAYAN INTER COLLEGE,SKB.R.N.11",359,319,0,678,237,194,0,431,431,0,84,18,2,316,1,1,1,6,0,0,0,0,0,1,1,0,431
304,"NARAYAN INTER COLLEGE,SKB.R.N.12",263,222,0,485,124,97,0,221,203,0,78,4,0,135,1,0,0,2,0,0,0,0,0,0,0,1,221
305,"NARAYAN INTER COLLEGE,SKB.R.N.13",488,451,0,939,251,240,0,491,475,0,102,10,8,355,0,1,0,12,0,0,0,0,1,1,0,1,491
306,"NARAYAN INTER COLLEGE,SKB.R.N.14",541,474,0,1015,342,268,0,610,593,0,291,12,5,278,4,1,2,5,0,0,1,0,7,1,0,3,610
307,"NARAYAN DEGREE COLLEGE,SKB.R.N.1",404,337,0,741,255,182,0,437,400,0,158,8,6,252,2,0,0,4,0,1,0,1,1,1,3,0,437
308,"NARAYAN DEGREE COLLEGE,SKB.R.N.2",478,400,0,878,229,174,0,403,343,0,160,12,65,151,0,0,0,5,0,1,0,1,3,0,2,3,403
309,"NARAYAN DEGREE COLLEGE,SKB.R.N.3",756,633,0,1389,397,283,0,680,645,0,350,11,35,274,0,0,0,2,0,0,1,0,0,0,3,4,680
310,"NARAYAN DEGREE COLLEGE,SKB.R.N.4",643,529,1,1173,351,262,0,613,585,0,335,3,116,143,1,0,0,6,1,0,0,0,1,0,3,4,613
311,"NARAYAN DEGREE COLLEGE,SKB.R.N.7",255,235,0,490,143,132,0,275,224,0,41,4,186,38,2,0,0,1,0,0,0,0,0,1,2,0,275
312,"NARAYAN DEGREE COLLEGE,SKB.R.N.5",612,521,0,1133,362,279,0,641,624,0,156,13,132,324,3,0,0,3,0,1,0,0,0,0,3,6,641
313,"NARAYAN DEGREE COLLEGE,SKB.R.N.6",655,551,0,1206,308,220,0,528,320,0,218,9,47,230,2,1,1,8,0,0,1,1,1,0,3,6,528
314,"ADARSH KRISHNA I.C.,SKB.R.N.1",777,672,1,1450,472,315,0,787,699,0,432,3,23,316,2,0,0,3,0,1,0,1,1,0,2,3,787
315,"ADARSH KRISHNA I.C.,SKB.R.N.2",523,434,0,957,476,280,0,756,425,0,511,12,26,198,3,0,1,3,0,0,0,0,0,1,0,1,756
316,"ADARSH KRISHNA I.C.,SKB.R.N.3",324,289,0,613,190,138,0,328,251,0,214,6,8,96,0,0,0,1,0,0,0,0,1,2,0,0,328
317,"ADARSH KRISHNA I.C.,SKB.R.N.4",460,369,0,829,276,196,0,472,460,0,306,6,6,143,1,0,0,7,0,0,0,0,0,0,2,1,472
318,"ADARSH KRISHNA I.C.,SKB.R.N.5",507,387,0,894,322,210,0,532,410,0,53,3,441,20,1,0,0,0,0,1,0,0,2,6,3,2,532
319,"P.S. MADHOGANJ R.N.1",565,453,0,1018,271,143,0,414,384,0,138,11,36,219,3,0,1,3,0,1,0,0,0,0,1,1,414
320,"P.S. MADHOGANJ R.N.5",404,358,0,762,228,110,0,338,307,0,158,8,18,142,2,1,0,2,0,0,1,0,1,0,0,5,338
321,"P.S. MADHOGANJ R.N.2",376,285,0,661,213,149,0,362,115,0,301,3,4,51,0,0,0,2,0,0,0,0,0,0,0,1,362
322,"P.S. MADHOGANJ R.N.3",355,249,0,604,192,105,0,297,197,0,130,17,8,132,1,0,0,5,0,0,0,0,1,0,1,2,297
323,"P.S. MADHOGANJ R.N.4",819,675,0,1494,468,287,0,755,718,0,619,4,5,119,1,0,0,2,0,0,0,1,0,0,1,3,755
324,"CO-OPERATIVE SOCIETY,NEEVKHERIA",445,365,0,810,347,222,0,569,145,0,216,2,77,260,3,0,1,3,0,0,1,1,2,0,1,2,569
325,"P.S. CHHICHHAMAI",340,272,0,612,231,158,0,389,385,0,64,4,30,273,2,1,7,0,0,0,0,4,3,0,0,1,389
326,"P.S. MUHABBATPUR AHIR",545,504,1,1050,442,431,0,873,137,0,796,2,1,72,0,0,0,0,0,1,0,0,0,0,0,1,873
327,"P.S. UVATI",565,465,0,1030,347,282,0,629,247,0,191,12,258,148,1,0,2,2,0,0,0,1,3,3,4,4,629
328,"P.S. AAVARI R. NO. 1",482,405,0,887,288,213,0,501,449,0,254,0,26,210,1,0,0,0,0,0,0,0,0,0,3,7,501
329,"P.S. AAVARI R. NO. 2",483,384,0,867,264,181,0,445,241,0,102,3,234,91,2,1,0,0,1,0,1,0,5,1,0,4,445
330,"P.S. AAVARI R. NO. 3",122,101,0,223,66,56,0,122,118,0,24,0,96,1,1,0,0,0,0,0,0,0,0,0,0,0,122
331,"P.S. NAGLA JAVAHAR",253,195,0,448,213,157,0,370,366,0,340,0,0,25,0,0,0,2,0,0,0,0,0,0,0,3,370
332,"P.S. NAGLA UMAR",329,266,0,595,300,199,0,499,200,0,488,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,499
333,"P.S. JAHANGIRPUR GAILARAI",687,548,0,1235,521,314,0,835,660,0,796,5,2,31,0,0,0,0,0,0,0,0,0,0,0,1,835
334,"P.S. DHAURAU HIMMATPUR",608,529,0,1137,526,372,0,898,898,0,836,3,21,28,0,0,0,3,0,0,0,0,0,2,2,3,898
335,"P.S. VADANPUR KARKHA",468,380,0,848,394,264,0,658,71,0,569,2,3,69,0,0,0,2,0,1,0,0,0,0,2,10,658
336,"P.S. SALEMPUR VARIYARMAU",319,264,0,583,281,211,0,492,9,0,443,2,1,45,0,0,0,0,0,0,0,0,0,0,0,1,492
337,"P.S. GHAGHAU",625,448,0,1073,518,308,0,826,350,0,702,6,50,50,2,0,1,4,1,1,0,0,1,1,3,4,826
338,"P.S. RASULPUR",536,446,0,982,431,286,0,717,689,0,480,4,178,44,0,1,0,1,0,1,0,0,0,0,5,3,717
339,"P.S. VARIYARMAU KUTUKPUR",351,271,0,622,325,199,0,524,324,0,496,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,524
340,"J.H.S. MEVALI",300,260,0,560,260,201,0,461,300,0,432,2,0,23,0,0,0,1,0,1,0,0,0,0,1,1,461
341,"J.H.S. HARGANPUR R. NO.1",525,364,0,889,406,197,0,603,30,0,539,1,1,55,0,0,0,0,0,1,2,0,0,0,1,3,603
342,"J.H.S. HARGANPUR R. NO.2",557,419,0,976,490,131,0,621,268,0,555,3,9,54,0,0,0,0,0,0,0,0,0,0,0,0,621
343,"P.S. RAJOPURA",263,162,0,425,150,75,0,225,10,0,187,2,13,20,0,0,0,0,0,1,0,0,1,0,0,1,225
344,"P.S. SIKANDARPUR",371,301,0,672,346,247,0,593,405,0,578,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,593
345,"P.S. NAGLA SITARAM",224,162,0,386,162,99,0,261,30,0,225,1,7,27,0,0,0,0,0,0,0,0,0,0,0,1,261
346,"P.S. ABBASPUR R. NO. 1",548,414,0,962,512,338,0,850,811,0,801,6,1,26,2,0,0,1,0,1,0,1,0,1,6,4,850
347,"P.S. ABBASPUR R. NO. 2",476,395,0,871,470,329,0,799,500,0,746,2,0,48,0,0,1,0,0,0,0,0,0,0,1,1,799
348,"J.H.S. HARIHA",596,481,0,1077,488,317,0,805,700,0,759,1,10,32,1,0,0,1,0,0,0,0,0,0,0,1,805
349,"P.S.KADAMKHANDI HARIHA",506,400,0,906,305,159,0,464,464,0,406,4,3,45,0,0,1,0,0,0,0,0,0,0,2,3,464
