"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
122,KATHAURA,529,437,1,967,246,191,0,437,437,0,2,83,306,0,1,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,437
123,BANBHARIYA,845,672,0,1517,405,270,0,675,675,0,57,347,166,7,5,2,1,4,0,3,3,0,3,0,23,10,3,5,3,0,0,2,2,1,2,1,4,8,2,4,1,3,0,3,0,675
124,BANBHARIYA,784,680,0,1464,460,360,0,820,820,0,22,465,187,6,2,1,1,0,0,0,2,0,1,1,97,6,1,0,2,0,1,0,1,3,0,1,0,9,1,3,1,4,1,0,1,820
125,SITHAULI,834,674,0,1508,447,402,0,849,849,0,98,606,110,3,0,0,0,0,1,0,1,0,0,1,8,1,2,1,1,2,0,0,2,2,2,1,1,4,0,0,0,1,0,1,0,849
126,DHUDEHARI,533,500,0,1033,327,236,0,563,563,0,31,213,262,2,4,0,0,0,0,1,0,0,1,0,8,3,3,2,7,1,1,1,4,0,2,0,3,7,0,1,0,5,0,0,1,563
127,DHUDEHARI,497,412,0,909,275,205,0,480,480,0,17,141,264,4,4,1,1,2,1,3,0,0,1,0,3,4,4,1,1,2,1,1,11,1,0,1,0,4,0,0,0,4,0,1,2,480
128,KAMRAULI,686,632,0,1318,414,346,0,760,760,0,11,439,150,1,3,7,2,1,0,1,2,3,3,3,107,4,4,1,0,1,0,0,0,1,0,1,1,7,2,0,0,2,2,0,1,760
129,KAMRAULI,821,692,1,1514,501,483,0,984,984,0,22,530,376,4,4,3,1,0,0,0,0,0,4,0,12,3,2,1,1,2,0,0,2,2,0,0,4,2,1,2,3,1,1,0,1,984
130,UTELAVA,752,607,0,1359,470,400,0,870,870,0,33,212,525,5,3,1,0,1,0,3,3,2,3,1,16,8,8,6,6,1,1,3,7,0,4,0,1,5,2,2,3,4,1,0,0,870
131,UTELAVA,294,181,0,475,127,63,0,190,190,0,1,41,134,0,1,0,0,0,0,1,0,0,0,0,4,2,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,190
132,NIYAWA,555,470,0,1025,370,259,0,629,629,0,21,260,285,5,4,2,2,1,0,5,2,1,1,2,19,3,0,1,1,0,1,1,2,3,0,0,1,1,2,1,1,1,0,0,0,629
133,NIYAWA,513,430,0,943,341,244,0,585,585,0,14,168,298,6,2,3,1,1,0,2,1,1,1,1,12,4,6,3,5,3,2,0,7,5,1,2,5,10,6,9,1,2,3,0,0,585
134,"DAULATPUR NISOORA",534,470,0,1004,233,174,0,407,407,0,17,129,209,3,1,1,0,4,0,1,1,1,0,3,7,5,0,0,2,0,1,0,5,1,0,0,1,3,2,1,1,4,2,0,2,407
135,"DAULATPUR NISOORA",556,506,0,1062,230,232,0,462,462,0,8,289,115,3,2,1,0,1,0,1,1,1,2,0,8,4,1,1,0,0,0,0,3,1,2,1,1,4,0,1,1,6,0,1,3,462
136,"HARPALPUR MEERANPUR",566,471,0,1037,333,246,0,579,579,0,21,174,331,1,5,0,1,1,0,1,1,0,4,7,13,6,1,0,0,0,0,0,4,0,1,1,1,1,0,2,0,2,0,0,0,579
137,LAKHNIPUR,674,555,0,1229,346,315,0,661,661,0,43,361,193,3,4,0,1,1,0,3,1,0,1,1,4,5,5,2,1,1,1,6,2,1,0,1,3,6,0,3,1,5,2,0,0,661
138,KHAIRATPUR,755,692,0,1447,425,335,0,760,760,0,18,673,61,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,760
139,"BUBUPUR MANGAULI",788,728,0,1516,471,389,0,860,860,0,27,272,481,6,4,3,0,2,1,3,0,0,2,1,8,6,4,1,2,3,1,1,2,3,2,1,6,3,2,0,0,4,1,3,5,860
140,"BUBUPUR MANGAULI",212,193,0,405,117,119,0,236,236,0,2,37,182,3,1,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,236
141,KASHIMPUR,386,353,0,739,205,194,0,399,399,0,15,223,111,6,2,0,1,0,0,0,0,0,1,2,6,1,5,2,4,2,0,2,6,0,0,1,1,1,0,1,4,1,0,0,1,399
142,MOHABBATPUR,500,419,0,919,201,213,0,414,414,0,6,225,138,2,3,0,0,3,0,5,0,0,1,1,7,1,0,2,2,0,0,0,5,3,0,1,1,2,0,0,3,2,0,0,1,414
143,DOMADEEH,443,356,0,799,211,216,0,427,427,0,3,178,197,4,2,2,0,0,2,2,0,0,1,1,2,2,2,1,0,0,0,3,3,0,1,0,1,2,3,4,1,5,1,3,1,427
144,"PURE GAUHER KATEHATI",682,521,0,1203,290,276,0,566,566,0,5,244,264,6,2,1,1,0,1,1,0,0,0,0,18,2,2,1,1,0,0,0,3,1,1,1,1,3,0,1,2,3,0,1,0,566
145,"PURE GAUHER KATEHATI",261,268,0,529,96,148,0,244,244,0,1,178,35,0,0,1,3,0,0,0,0,0,1,1,5,4,0,2,0,0,1,0,2,1,0,2,1,2,0,1,0,0,2,1,0,244
146,DEVKALI,302,264,0,566,182,178,0,360,360,0,18,113,178,2,4,1,0,0,0,1,0,0,0,2,15,0,0,1,2,0,0,1,1,0,0,0,3,8,2,2,4,1,0,1,0,360
147,DEVKALI,572,526,0,1098,309,320,0,629,629,0,23,324,203,4,3,0,0,0,1,1,0,0,1,3,20,3,2,4,2,2,1,4,5,0,0,1,1,2,6,3,2,5,3,0,0,629
148,DEVKALI,633,613,0,1246,297,381,0,678,678,0,34,332,208,5,4,0,0,2,0,4,1,2,1,1,10,3,6,4,1,2,4,5,7,5,2,2,1,5,2,4,5,10,3,3,0,678
149,MUHIUDDEENPUR,353,303,0,656,172,191,0,363,363,0,13,182,87,1,4,1,2,0,0,1,0,0,0,2,11,5,3,5,3,0,0,4,4,2,2,3,3,8,2,1,5,7,1,1,0,363
150,NIHALPUR,517,429,0,946,296,267,0,563,563,0,26,412,75,2,2,1,1,0,0,1,0,1,1,2,13,2,0,1,3,0,0,0,4,1,0,1,1,3,0,4,2,1,0,3,0,563
151,PREMGARH,325,294,0,619,226,200,0,426,426,0,16,235,109,2,0,0,1,0,3,0,1,0,1,1,20,5,2,0,2,0,1,3,5,2,0,1,1,6,2,2,0,2,0,0,3,426
152,ATVARA,800,746,0,1546,432,377,0,809,809,0,19,282,351,5,6,0,0,2,1,2,1,2,2,5,15,11,3,7,6,1,1,3,6,4,2,0,6,13,6,8,7,19,3,1,9,809
153,ATVARA,711,602,0,1313,295,265,0,560,560,0,60,222,220,4,1,1,1,1,2,3,1,0,0,3,7,3,4,2,1,1,0,2,4,1,0,0,0,5,1,1,1,4,1,0,3,560
154,KACHNAV,585,525,1,1111,323,311,0,634,634,0,37,384,143,1,5,0,0,0,1,1,1,0,1,4,19,3,0,1,0,0,0,2,3,3,2,0,5,2,1,3,8,3,1,0,0,634
155,KACHNAV,339,282,0,621,192,159,0,351,351,0,12,152,114,0,2,1,0,0,0,1,0,1,0,2,41,5,0,2,0,0,1,0,0,0,1,1,2,3,0,1,4,2,1,0,2,351
156,KACHNAV,487,386,0,873,215,169,0,384,384,0,8,199,68,0,2,0,1,1,0,3,2,0,3,2,72,3,1,0,0,0,0,0,3,1,1,0,1,7,2,1,0,3,0,0,0,384
157,KACHNAV,432,414,0,846,178,200,0,378,378,0,7,227,45,0,2,0,1,1,0,1,0,0,1,0,56,4,6,2,0,0,1,0,1,0,0,0,1,8,2,4,4,1,0,3,0,378
158,NASIRABAD,341,295,0,636,177,154,0,331,331,0,13,127,150,1,4,2,0,3,2,1,1,1,0,1,6,0,1,4,2,0,1,1,3,0,0,0,0,1,1,0,0,0,3,2,0,331
159,PICHHOOTI,818,717,0,1535,368,369,0,737,737,0,32,277,358,9,8,2,0,1,2,2,1,2,4,2,3,6,5,3,4,0,0,3,0,2,0,1,1,3,0,2,1,3,0,0,0,737
160,MATIYARIKALAN,469,407,0,876,254,233,0,487,487,0,38,166,224,2,1,1,3,3,0,1,3,1,0,1,4,2,1,8,3,1,2,1,8,1,0,0,2,1,0,2,3,2,0,1,1,487
161,"P.S. USKAMAU R.NO.1",671,557,0,1228,335,280,0,615,615,0,60,234,243,5,3,3,1,1,0,1,2,0,5,4,15,4,7,0,1,1,0,2,2,2,1,1,3,3,0,5,4,2,0,0,0,615
162,"P.S. FATTEPUR UTTARI BHAG",525,497,0,1022,229,225,0,454,454,0,7,154,244,6,3,0,0,1,1,0,0,0,1,0,3,3,5,1,1,1,0,2,8,2,1,0,1,2,0,2,0,1,2,1,1,454
163,"P.S. FATTEPUR DASCHHIRI BHAG",690,565,0,1255,313,270,0,583,583,0,41,163,288,10,5,1,0,0,0,0,0,1,2,1,11,5,2,4,6,3,2,4,5,2,1,1,4,4,2,7,3,1,1,1,2,583
164,"P.S. PATHKHAULI FATTEPUR",547,502,0,1049,280,278,0,558,558,0,20,172,274,10,6,5,1,1,5,1,3,0,3,4,4,6,2,1,3,6,0,2,4,0,0,1,0,7,1,3,2,10,0,0,1,558
165,"P.S. JARAIKALAN R.NO.1",678,538,0,1216,352,270,0,622,622,0,56,163,325,5,5,1,0,0,1,1,2,0,2,2,20,3,2,2,1,0,0,1,5,1,3,4,1,3,0,4,0,5,0,1,3,622
166,"P.S. JARAIKALAN D0BHAG",583,490,0,1073,339,262,0,601,601,0,15,99,459,0,3,1,0,0,1,0,0,0,1,1,8,0,1,0,0,0,0,1,4,2,0,0,0,2,0,2,1,0,0,0,0,601
167,"P.S. JARAIKALAN ATI0ROOM",539,460,0,999,330,233,0,563,563,0,58,97,328,8,5,0,1,4,1,2,1,2,1,2,17,1,1,4,10,2,0,0,4,1,1,1,3,1,1,0,2,2,0,0,2,563
168,"P.S. SARAYBAGGHA R.NO1",521,472,0,993,304,258,0,562,562,0,53,193,259,1,3,1,0,0,0,2,1,1,0,0,17,1,3,3,0,0,1,3,7,1,2,0,1,0,1,2,1,0,3,1,1,562
169,"P.S. TAUDHIKPUR R.NO1",769,675,0,1444,388,373,0,761,761,0,57,343,268,3,1,1,1,1,0,4,0,0,2,3,13,12,6,8,6,1,1,0,3,3,0,1,5,2,2,4,4,4,1,0,1,761
170,"P.S. DOBHIYARA PU0BHAG",575,483,0,1058,313,275,0,588,588,0,50,147,322,3,2,0,0,0,0,2,2,0,2,5,0,8,5,5,4,1,0,0,3,0,2,2,5,6,1,3,2,2,2,1,1,588
171,"P.S. DOBHIYARA P0BHAG",493,427,0,920,269,212,0,481,481,0,64,134,223,3,6,0,2,4,1,1,1,1,1,1,5,2,3,2,2,1,0,3,7,1,0,0,1,3,3,2,0,2,2,0,0,481
172,"P.S. DOBHIYARA ATI0ROON",596,525,0,1121,305,324,0,629,629,0,28,236,298,6,2,1,0,3,2,1,2,2,1,2,9,1,2,4,2,0,0,0,4,1,1,1,2,2,3,6,1,4,0,0,2,629
173,"P.S. HANSUIMUKUNDPUR R.NO.1",526,502,0,1028,294,266,0,560,560,0,68,193,265,5,2,0,1,2,2,0,0,1,4,2,2,2,2,1,0,0,1,0,1,0,1,0,0,3,0,0,0,0,1,0,1,560
174,"U0MA0VI0BHI0 BHAWANIGARH",449,377,0,826,260,209,0,469,469,0,41,141,178,5,3,0,1,1,1,0,1,0,1,2,49,4,0,2,2,1,2,2,9,1,0,0,0,5,0,5,3,2,5,0,2,469
175,"JUNIOR HIGH SCHOOL PU0BHAG",668,597,0,1265,360,319,0,679,679,0,88,259,254,3,3,1,1,1,0,0,1,1,2,1,3,7,8,9,3,1,0,7,4,1,1,0,3,3,2,3,1,5,1,1,1,679
176,"JUNIOR HIGH SCHOOL SORANW P0BHAG",722,631,0,1353,368,380,0,748,748,0,36,435,198,1,0,2,0,4,4,1,0,0,0,0,5,4,5,3,1,0,5,8,3,1,2,1,2,6,3,6,3,4,1,2,2,748
177,"P.S. MIJHUTI MAHADEWAN R.NO.1",567,488,0,1055,266,240,0,506,506,0,16,214,206,2,2,0,1,1,0,0,1,2,1,1,9,2,11,6,3,0,1,2,1,3,1,1,4,1,1,4,0,8,1,0,0,506
178,"P.S. DAKKHINGAON R.NO.1",661,558,0,1219,302,231,0,533,533,0,22,173,305,1,0,0,1,0,0,0,0,0,3,2,3,6,2,0,0,1,1,0,3,0,0,0,1,3,0,1,1,3,0,0,1,533
179,"P.S. RAICHA PU0BHAG",606,573,0,1179,346,283,0,629,629,0,85,150,331,6,2,0,0,2,0,0,1,3,1,2,8,3,2,1,1,2,1,0,11,1,1,1,1,5,1,0,2,2,1,0,2,629
180,"P.S. RAICHA P0BHAG",664,546,0,1210,325,239,0,564,564,0,34,181,305,7,0,0,0,0,1,0,0,0,0,0,2,8,2,1,3,1,0,1,2,0,0,0,0,5,1,2,1,3,2,0,2,564
181,"JUNIOR HIGH SCHOOL DIH PURBI BHAG",772,681,0,1453,359,317,0,676,676,0,39,229,343,8,3,1,0,1,1,1,0,3,2,3,8,6,4,0,1,1,0,2,2,1,0,1,2,5,0,2,0,3,0,1,3,676
182,"JUNIOR HIGH SCHOOL DIH MADHYA BHAG",655,611,0,1266,301,269,0,570,570,0,79,159,234,4,3,0,0,2,0,0,1,0,0,0,29,3,2,3,2,3,5,4,4,4,0,4,2,8,3,3,2,2,4,1,0,570
183,"JUNIOR HIGH SCHOOL DIH POBHAG",780,656,0,1436,270,291,0,561,561,0,86,114,302,5,5,0,0,0,0,1,2,1,1,4,25,3,0,0,0,0,0,1,2,1,1,0,0,3,1,2,0,1,0,0,0,561
184,"P.S. MEGHMAU U0BHAG",473,408,0,881,251,194,0,445,445,0,89,107,209,5,2,0,3,1,1,1,1,0,1,0,11,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,445
185,"P.S. MEGHMAU D0BHAG",404,372,0,776,221,181,0,402,402,0,62,56,248,2,1,2,0,2,1,1,1,0,2,3,5,2,2,0,2,1,0,0,2,1,0,1,2,0,0,1,0,0,1,0,1,402
186,"P.S. RAMPUR BABUAAN R.NO.1",616,550,0,1166,279,266,0,545,545,0,37,140,318,2,1,0,0,0,0,1,1,1,0,1,11,4,4,0,0,0,0,5,4,1,2,1,0,5,1,1,1,1,2,0,0,545
187,"SU0I0KA0 TIRHUNT PURBI BHAG",732,639,0,1371,375,325,0,700,700,0,52,219,346,8,3,1,1,1,1,1,3,0,1,6,9,8,5,2,3,1,0,2,4,0,0,2,1,6,2,5,3,0,2,2,0,700
188,"SU0I0KA0 TIRHUNT MADHAY BHAG",661,599,0,1260,376,350,0,726,726,0,126,119,428,1,9,1,0,5,3,2,0,2,0,2,10,5,2,0,1,0,1,1,3,1,1,0,0,0,0,0,1,2,0,0,0,726
189,"P.S. DEHRIYAWAN R.NO.1",635,597,0,1232,329,336,0,665,665,0,108,133,350,2,2,2,1,4,2,2,0,1,0,3,12,2,3,3,1,0,0,1,3,5,2,0,0,6,1,1,2,3,3,3,4,665
190,"KA0PRA0PA0 DEHRIYAWAN R.NO.1",711,629,0,1340,380,379,0,759,759,0,94,266,294,5,5,5,1,4,3,1,2,0,1,2,5,4,9,5,2,2,4,1,7,9,2,4,2,6,4,1,2,7,0,0,0,759
191,"NEW P.S. DEHRIYAWAN R.NO.1",197,172,0,369,110,106,0,216,216,0,76,35,70,0,0,1,0,0,0,0,0,0,0,0,9,5,2,0,0,0,0,1,5,0,1,0,1,2,1,1,3,1,0,2,0,216
192,"JUNIOR HIGH SCHOOL KANPA U0BHAG",692,592,0,1284,279,252,0,531,531,0,90,162,160,5,6,1,1,2,1,3,1,1,4,7,53,3,0,3,1,1,0,1,1,4,0,0,2,4,3,2,3,3,0,1,2,531
193,"JUNIOR HIGH SCHOOL KANPA MADHAY BHAG",593,487,0,1080,251,90,0,341,341,0,75,59,180,2,2,0,0,0,0,1,0,0,2,0,13,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,341
194,"JUNIOR HIGH SCHOOL KANPA D0BHAG",669,577,0,1246,279,252,0,531,531,0,106,156,217,6,2,0,0,3,0,0,0,2,1,0,4,3,4,2,3,1,1,2,2,2,1,0,1,6,0,0,0,2,4,0,0,531
195,"P.S. PAULI R.NO.1",629,538,0,1167,279,188,0,467,467,0,23,160,232,4,4,0,3,0,1,1,4,0,0,3,6,4,3,2,1,0,0,0,5,1,1,1,0,2,3,2,1,0,0,0,0,467
196,"P.S. UMARA PURBI BHAG",684,554,0,1238,356,268,0,624,624,0,56,124,369,7,1,0,0,3,3,0,1,0,3,0,5,5,3,8,11,1,1,1,3,2,0,2,3,4,3,1,0,1,1,0,2,624
197,"P.S. UMARA P0BHAG",730,631,0,1361,358,292,0,650,650,0,60,212,313,1,2,2,0,3,3,0,4,2,1,1,6,7,5,2,1,1,0,0,2,3,2,1,1,4,1,3,1,6,0,0,0,650
198,"P.S. PIPARI U0BHAG",718,629,0,1347,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,"P.S. PIPARI D0BHAG",478,454,0,932,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
200,"P.S. PIPARI NEWADA R.NO.1",215,192,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"P.S. GAURA PARANI R.NO.1",359,306,0,665,198,168,0,366,366,0,48,107,146,1,4,0,0,5,0,2,0,1,2,5,20,6,0,0,2,1,0,1,3,0,2,0,0,3,1,3,0,2,1,0,0,366
202,"P.S. KUWANSI R.NO.1",553,445,0,998,270,227,0,497,497,0,21,159,263,6,0,2,0,4,1,1,1,2,2,1,11,3,2,0,3,0,1,1,1,3,1,0,0,1,1,0,1,4,0,0,1,497
203,"P.S. KANKARKOLA R.NO.1",617,502,0,1119,283,278,0,561,561,0,24,293,185,5,2,0,2,2,0,0,1,2,3,3,5,3,3,5,1,2,0,1,1,1,0,0,2,4,1,2,1,4,0,1,2,561
204,"JUNIOR HIGH SCHOOL HALIYAPUR U0BHAG",795,683,0,1478,463,360,0,823,823,0,32,188,492,9,7,1,0,0,1,0,1,0,3,1,24,10,0,2,0,0,0,3,6,3,0,2,5,8,3,2,3,12,1,0,4,823
205,"JUNIOR HIGH SCHOOL HALIYAPUR MADHAY BHAG",730,606,0,1336,404,352,0,756,756,0,104,227,340,1,6,3,0,5,1,2,5,1,4,2,10,6,1,3,2,2,1,2,5,6,0,1,4,1,0,2,2,3,3,1,0,756
206,"JUNIOR HIGH SCHOOL HALIYAPUR MADHAY BHAG",696,555,0,1251,414,326,0,740,740,0,117,170,401,6,3,1,1,3,1,1,0,0,1,2,6,4,1,0,0,0,2,3,5,2,1,1,2,1,0,0,1,1,0,1,2,740
207,"P.S. HALIYAPUR R.NO.1",763,599,0,1362,320,217,0,537,537,0,9,311,136,7,3,0,0,5,7,0,0,1,2,2,10,1,8,2,2,0,3,1,11,4,0,1,0,2,0,1,2,2,0,3,1,537
208,THAURI,657,535,0,1192,344,266,0,610,610,0,52,174,230,5,6,4,1,0,0,2,3,1,4,1,12,5,4,1,2,3,0,7,11,9,1,2,6,9,5,16,3,18,5,3,5,610
209,THAURI,795,717,0,1512,455,381,0,836,836,0,32,244,353,9,9,4,6,3,1,2,2,2,7,4,25,11,8,4,6,3,3,3,9,5,2,7,9,9,6,12,4,14,3,5,10,836
210,THAURI,643,566,0,1209,348,276,0,624,624,0,14,292,224,6,3,0,0,1,2,5,1,5,6,5,25,4,5,3,2,1,0,0,1,1,1,1,0,4,1,2,1,4,1,1,2,624
211,THAURI,674,571,0,1245,263,199,0,462,462,0,31,162,242,2,3,0,0,2,1,0,0,2,3,0,2,0,2,0,0,1,0,0,2,0,0,0,0,1,0,1,1,2,2,0,0,462
212,ALINAGAR,365,354,0,719,194,191,0,385,385,0,24,126,182,2,2,1,0,1,1,0,2,6,0,1,7,2,1,1,0,0,1,2,0,2,0,2,0,7,2,2,3,3,0,1,1,385
213,DICHHAULI,685,633,0,1318,377,348,0,725,725,0,64,237,293,8,7,1,0,4,1,2,0,0,1,2,7,6,12,4,1,2,2,2,5,5,2,3,7,9,3,5,4,15,3,1,7,725
214,DICHHAULI,663,620,0,1283,334,311,0,645,645,0,76,206,312,3,8,3,1,5,0,2,1,0,0,1,5,5,1,1,0,0,0,3,2,0,0,0,1,1,1,0,1,2,2,1,1,645
215,POORABGANWA,569,449,1,1019,233,220,0,453,453,0,19,264,142,1,2,1,0,0,0,0,0,0,1,2,4,3,1,0,0,0,0,0,3,0,0,0,2,1,1,1,1,2,0,1,1,453
216,POORABGANWA,515,428,0,943,277,245,0,522,522,0,38,221,217,5,3,0,1,2,1,2,4,0,2,1,1,0,5,1,0,0,0,0,6,3,0,1,2,0,0,3,1,1,0,1,0,522
217,"JALALPUR MAFEE",322,286,0,608,141,135,0,276,276,0,22,108,105,2,2,0,0,0,1,0,1,0,1,1,18,2,2,1,1,0,0,0,0,0,2,0,1,2,0,2,1,1,0,0,0,276
218,"DAULATPUR LONHAT",665,528,0,1193,300,338,0,638,638,0,25,319,269,2,2,0,0,0,0,1,0,0,0,3,11,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,638
219,"RANI GANJ",691,633,0,1324,348,382,0,730,730,0,23,519,87,1,2,1,0,0,2,0,1,0,0,4,35,9,6,1,1,1,0,2,3,1,0,0,4,6,4,3,4,9,0,0,1,730
220,"RANI GANJ",751,605,0,1356,332,247,0,579,579,0,21,232,248,4,3,2,1,0,0,1,2,1,4,0,15,8,3,1,2,0,1,1,5,2,3,1,1,5,2,2,2,5,1,0,0,579
221,"RANI GANJ",809,671,0,1480,369,239,0,608,608,0,29,248,285,8,4,0,0,1,0,0,0,0,0,0,20,1,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0,1,608
222,"ASHARAF PUR",422,371,0,793,231,267,0,498,498,0,74,223,168,1,4,0,0,2,0,2,0,0,1,1,9,4,1,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,1,0,498
223,MAHEMAU,887,733,0,1620,380,400,0,780,780,0,11,556,185,5,3,0,0,1,1,2,1,1,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,780
224,MAHEMAU,497,394,0,891,225,152,0,377,377,0,18,95,233,3,6,0,0,0,0,2,0,0,3,1,1,1,1,2,0,0,1,1,3,0,0,1,0,0,0,2,1,1,0,0,1,377
225,MAHEMAU,460,367,0,827,238,195,0,433,433,0,6,185,188,5,4,1,1,1,0,0,0,2,0,2,7,5,1,0,0,1,0,1,2,3,1,0,3,4,1,3,2,3,0,0,1,433
226,"HUSAINGANJ KALA",651,571,0,1222,400,318,0,718,718,0,14,290,309,11,9,0,0,1,3,1,2,0,1,1,19,8,4,0,1,3,2,1,6,2,0,1,0,15,3,1,3,6,0,0,1,718
227,"HUSAINGANJ KALA",748,692,0,1440,398,435,0,833,833,0,33,314,398,7,4,0,0,2,1,3,1,2,2,5,21,5,1,0,5,0,0,0,3,2,1,0,2,5,2,3,2,7,0,2,0,833
228,MISHRAULI,841,708,0,1549,417,372,0,789,789,0,42,405,234,2,7,4,0,3,2,1,1,2,1,4,18,4,6,6,4,0,1,1,4,4,2,0,6,7,1,4,6,3,1,0,3,789
229,"RANKA PUR",300,269,0,569,192,175,0,367,367,0,20,103,220,0,1,0,0,2,0,0,1,0,0,1,10,1,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,367
230,SIDHIYAWAN,815,683,0,1498,435,375,0,810,810,0,17,538,197,3,2,1,1,0,0,0,1,0,0,0,6,8,0,2,3,0,1,1,4,1,4,1,2,5,2,4,1,3,1,0,1,810
231,SIDHIYAWAN,817,661,0,1478,425,413,0,838,838,0,4,716,62,2,0,1,1,0,0,0,0,0,0,1,8,7,7,4,1,2,1,0,3,0,1,1,1,2,0,1,4,4,2,1,1,838
232,SIDHIYAWAN,622,473,0,1095,245,213,0,458,458,0,2,311,99,2,2,3,0,1,1,2,1,1,0,2,12,5,3,1,0,1,0,0,0,0,0,1,1,0,0,2,1,3,1,0,0,458
233,SIDHIYAWAN,413,332,0,745,181,207,0,388,388,0,9,317,26,0,2,8,1,0,0,0,1,1,1,1,10,0,0,0,1,0,0,0,2,1,0,0,1,2,0,2,1,0,1,0,0,388
234,PURESOHARATSINGH,408,350,0,758,262,224,0,486,486,0,17,197,217,2,2,0,1,1,0,0,0,0,0,0,11,4,7,0,4,2,0,3,1,1,0,1,0,5,2,0,1,2,2,1,2,486
235,PALPUR,614,491,0,1105,334,242,0,576,576,0,5,252,283,1,2,1,1,0,1,0,0,0,0,0,13,1,1,0,0,0,0,1,2,0,1,1,1,8,0,0,0,0,1,0,0,576
236,PALPUR,494,456,0,950,259,244,0,503,503,0,18,256,201,0,1,4,0,0,0,1,0,0,0,0,12,2,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,503
237,JAGDISHPUR,802,651,0,1453,353,247,0,600,600,0,17,417,118,1,0,1,0,1,0,0,0,0,0,0,19,4,4,1,0,1,0,0,0,0,0,1,1,3,0,2,1,7,0,0,1,600
238,JAGDISHPUR,371,293,0,664,186,149,0,335,335,0,3,278,34,1,0,0,0,1,1,0,0,0,0,0,9,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,335
239,JAGDISHPUR,687,571,0,1258,241,240,0,481,481,0,6,139,254,2,4,0,2,2,0,0,2,1,3,3,6,13,1,1,0,0,0,2,4,0,1,1,3,6,2,2,7,13,0,0,1,481
240,JAGDISHPUR,279,234,0,513,200,132,0,332,332,0,9,101,172,3,4,0,2,1,1,1,0,0,0,2,2,3,3,2,1,2,0,0,1,2,0,0,2,6,1,1,1,4,3,1,1,332
241,JAGDISHPUR,630,576,0,1206,278,246,0,524,524,0,7,374,100,1,0,0,1,0,0,0,1,0,0,1,18,3,3,0,0,0,0,0,0,1,1,1,1,3,0,0,2,1,1,3,1,524
242,JAGDISHPUR,553,468,0,1021,284,218,0,502,502,0,17,346,103,0,0,0,0,0,0,0,1,0,1,0,7,2,4,2,0,0,1,0,3,1,0,1,1,4,0,2,1,2,1,2,0,502
243,JAGDISHPUR,755,703,0,1458,487,419,0,906,906,0,13,612,243,2,1,0,0,0,0,1,1,0,0,0,11,3,5,1,2,2,1,0,2,1,0,0,0,2,0,1,1,0,0,1,0,906
