"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NEERAJ SHEKHAR","2 - BHARAT SINGH","3 - VIRENDRA KUMAR PATHAK","4 - SUDHA RAI","5 - AFZAL ANSARI","6 - AVADHESH VERMA","7 - COL RETD. BHARAT SINGH SHAURYA CHAKRA","8 - MANNU YADAV","9 - RAMJI","10 - RAMROOP","11 - SUCHIT GOND","12 - BHOLA NATH","13 - MANISH","14 - MANOJ","15 - SHESHNATH","16 - None of the Above","Total Votes Secured"
155,"P.P.CHAURA R.N.2",530,437,0,967,318,281,0,599,571,0,62,260,161,5,92,2,2,1,0,1,1,2,6,3,0,1,599
156,"J.H.SCHOOL DUMRAW U.BHATWALIYA",285,230,0,515,186,187,0,373,6,0,172,102,5,1,79,1,1,0,1,7,0,0,0,2,0,2,373
157,"B.P.P.ROHILI (E.WING)",859,763,0,1622,543,427,0,970,970,0,491,196,198,6,65,0,4,0,0,1,0,1,3,5,0,0,970
158,"B.P.P.ROHILI (W.WING)",421,347,0,768,302,221,0,523,67,0,338,142,20,2,14,1,1,0,0,0,1,0,2,1,0,1,523
159,"P.P.MAHESHAPUR KLAN (W.WING)",528,414,0,942,300,254,0,554,2,0,192,212,81,7,35,0,1,0,0,3,1,0,4,8,3,7,554
160,"P.P.MAHESHAPUR KLAN (E.WING)",565,482,0,1047,296,282,0,578,339,0,157,121,165,3,97,0,2,1,1,8,1,3,6,4,0,9,578
161,"P.P.BARAR (E.WING)",779,664,0,1443,483,417,0,900,2,0,114,104,184,9,470,2,3,0,0,4,2,2,2,3,0,1,900
162,"P.P.BARAR (W.WING)",437,343,1,781,244,209,0,453,2,0,95,230,14,3,104,0,0,0,0,0,0,1,1,1,2,2,453
163,P.P.SAMMANPUR,642,540,0,1182,360,331,0,691,3,0,263,142,100,8,160,0,0,0,1,3,3,4,0,3,0,4,691
164,P.P.SIRAWAR,698,597,0,1295,474,393,0,867,201,0,295,198,99,19,214,2,3,1,0,9,3,2,13,5,1,3,867
165,"P.P.SIWARIDIH NAYA BHAWAN",734,623,0,1357,354,451,0,805,2,0,95,117,462,7,94,1,1,1,0,2,2,1,7,8,2,5,805
166,P.P.GATTHIYA,759,631,0,1390,424,369,0,793,783,0,178,244,148,10,147,5,1,0,0,10,1,4,15,6,4,20,793
167,"HARIJAN P.P.SONABARSA",216,202,0,418,152,131,0,283,35,0,24,142,57,3,50,0,4,0,0,0,1,0,0,0,0,2,283
168,P.P.GAURA,433,382,0,815,245,252,0,497,70,0,208,83,5,3,172,0,0,1,0,6,2,1,2,5,2,7,497
169,"P.P.KADIPUR (E.WING)",559,444,0,1003,296,242,0,538,392,0,113,114,220,7,62,1,4,2,0,0,3,0,3,4,0,5,538
170,"P.P.KADIPUR (W.WING)",809,622,0,1431,516,375,0,891,2,0,251,205,191,8,196,1,5,1,0,10,1,2,7,8,0,5,891
171,"P.P.MUHAMMADPUR MANORATH",500,404,0,904,261,226,0,487,132,0,89,122,166,32,62,0,0,0,1,2,1,2,2,2,1,5,487
172,"J.H.SCHOOL ALAWALPUR AFAGA (N.WING)",643,523,0,1166,351,287,0,638,22,0,96,170,40,11,279,2,2,0,2,9,0,6,7,3,2,9,638
173,"J.H.SCHOOL ALAWALPUR AFAGA (S.WING)",760,628,0,1388,455,348,0,803,2,0,160,214,302,12,78,1,8,2,1,5,0,2,2,11,2,3,803
174,P.P.HUNDARAHI,329,274,0,603,189,129,0,318,176,0,34,52,129,9,83,2,1,0,0,0,0,0,2,1,1,4,318
175,P.P.ENAYATAPUR,718,620,0,1338,428,372,0,800,696,0,217,169,222,13,146,3,3,1,0,4,2,1,9,4,3,3,800
176,P.P.RASULPUR,318,273,0,591,274,217,0,491,50,0,451,15,0,0,23,0,0,0,0,0,0,0,1,0,0,1,491
177,"P.P.KAMALPUR BUJURG",337,328,0,665,227,209,0,436,88,0,96,50,235,8,35,0,0,0,3,1,0,2,1,1,0,4,436
178,P.P.DHARAWA,373,300,0,673,231,213,0,444,293,0,55,91,139,3,135,3,2,2,0,4,2,3,3,1,0,1,444
179,P.P.HASANPUR,654,565,0,1219,445,417,0,862,2,0,185,17,603,16,30,1,2,1,0,1,0,2,2,1,0,1,862
180,"J.H.SCHOOL GANGAULI (E.WING)",673,537,0,1210,270,401,0,671,500,0,55,275,5,7,304,2,1,3,0,9,2,1,4,0,0,3,671
181,"J.H.SCHOOL GANGAULI (W.WING)",658,492,0,1150,294,315,0,609,209,0,158,106,11,4,314,1,1,0,0,7,0,2,2,1,1,1,609
182,"P.P.GANGAULI (E.WING)",684,524,0,1208,303,291,0,594,325,0,88,240,24,4,221,2,2,1,0,4,2,1,2,1,0,2,594
183,"P.P.GANGAULI (W.WING)",773,619,1,1393,366,326,0,692,613,0,169,221,91,10,182,0,1,1,1,5,1,0,3,2,0,5,692
184,"J.A.I.C.MUBARAKPUR GANGAULI (E.WING)",809,663,0,1472,478,435,0,913,68,0,177,324,261,20,79,4,6,3,2,7,3,5,7,7,4,4,913
185,"J.A.I.C.MUBARAKPUR GANGAULI (W.WING)",534,488,0,1022,268,280,0,548,285,0,128,228,68,7,91,2,2,3,0,7,4,3,3,1,0,1,548
186,P.P.FATEHAPUR,664,578,0,1242,351,358,0,709,595,0,249,180,125,2,131,2,2,1,0,7,0,1,3,3,1,2,709
187,B.P.P.HABBIPUR,451,366,0,817,262,273,0,535,532,0,17,144,190,7,159,0,3,1,0,5,0,0,4,5,0,0,535
188,B.P.P.BARAPUR,350,284,0,634,195,182,0,377,23,0,70,109,86,18,82,0,0,0,0,3,0,3,1,4,0,1,377
189,B.P.P.KHETABAPUR,832,658,0,1490,461,434,0,895,685,0,191,202,336,9,119,2,3,0,0,3,1,6,7,6,2,8,895
190,"J.H.SCHOOL NASIRIDDINPUR",573,494,0,1067,325,327,0,652,2,0,73,291,35,7,213,6,1,2,0,4,0,1,5,1,4,9,652
191,P.P.RAJAPUR,216,180,0,396,129,132,0,261,242,0,4,5,219,2,29,0,0,0,0,0,0,0,1,1,0,0,261
192,"J.H.SCHOOL HASANPUR GORA",464,395,0,859,265,264,0,529,144,0,116,177,3,4,190,1,1,2,1,12,2,4,8,4,1,3,529
193,P.P.BHAGIPUR,261,229,0,490,152,152,0,304,2,0,87,180,8,5,17,0,1,0,0,1,0,0,2,3,0,0,304
194,P.P.DARIYAPUR,677,571,0,1248,364,362,0,726,10,0,74,215,46,15,330,6,3,1,1,13,3,3,6,4,2,4,726
195,"P.P.KADIPUR (BHAGWAL) E.WING",264,195,0,459,129,116,0,245,210,0,42,128,50,4,20,0,0,0,0,0,1,0,0,0,0,0,245
196,"P.P.KADIPUR (BHAGWAL) W.WING",584,465,0,1049,293,233,0,526,526,0,174,218,74,9,44,0,1,0,0,1,0,0,3,2,0,0,526
197,"P.P.JAYRAMPUR BHAGAWAL",637,605,0,1242,334,335,0,669,669,0,46,290,134,11,153,0,1,1,2,5,6,4,6,8,0,2,669
198,P.P.SAWANA,609,560,0,1169,338,306,0,644,574,0,95,180,228,8,100,4,1,0,2,3,2,1,12,6,2,0,644
199,"P.P.SAHABAJPUR (N.WING)",470,373,0,843,308,281,0,589,2,0,51,200,136,13,154,4,0,0,1,7,2,3,8,3,2,5,589
200,P.P.NADULA,342,305,0,647,221,215,0,436,107,0,239,70,74,4,45,0,0,0,0,1,1,0,1,1,0,0,436
201,"J.H.SCHOOL NADULA",493,442,0,935,299,272,0,571,2,0,164,56,248,5,90,0,1,1,0,3,0,0,0,1,1,1,571
202,"J.H.SCHOOL UREW",241,195,0,436,184,155,0,339,143,0,291,2,0,2,40,1,0,0,0,1,0,0,1,0,0,1,339
203,P.P.RENGA,546,429,0,975,307,229,0,536,85,0,155,110,19,5,200,4,2,0,3,8,3,4,7,4,6,6,536
204,P.P.FATTEHSARAY,391,252,0,643,210,159,0,369,2,0,0,2,1,2,0,0,8,0,0,1,5,43,8,180,88,31,369
205,"P.P.SALEMPUR FATTEHSARAY",620,509,0,1129,336,333,0,669,2,0,95,124,166,9,230,6,3,2,3,14,2,0,1,5,1,8,669
206,P.P.PINDARI,329,277,0,606,179,179,0,358,358,0,150,129,7,15,31,0,3,1,0,3,0,1,3,9,2,4,358
207,"H.S.SCHOO.SHEKHAPUR DHOTARI",528,445,0,973,319,279,0,598,2,0,227,181,28,11,116,3,3,0,1,4,1,2,7,4,2,8,598
208,"P.P.HATWAR MURAR SINGH",355,301,0,656,279,217,0,496,10,0,316,31,68,3,70,1,1,0,0,3,1,0,1,0,0,1,496
209,"P.P.SISAI TAUFIR",333,303,0,636,158,179,0,337,147,0,52,145,39,9,70,2,1,0,0,4,0,1,6,3,2,3,337
210,"P.P.SAGAPALI MURAR SINGH (E.WING)",452,349,0,801,251,224,0,475,250,0,117,123,190,1,32,2,0,0,1,1,0,0,3,2,0,3,475
211,"P.P.SAGAPALI MURAR SINGH (W.WING)",492,391,0,883,242,250,0,492,2,0,51,206,130,5,77,2,2,1,0,3,0,3,5,6,1,0,492
212,"J.H.SCHOOL SHAKKAPUR",720,600,0,1320,431,426,0,857,4,0,74,257,109,11,381,1,4,0,4,6,1,1,5,3,0,0,857
213,"J.H.SCHOOL HATWAR DAYAL SINGH",325,281,0,606,182,183,0,365,365,0,99,86,127,1,49,0,0,1,0,2,0,0,0,0,0,0,365
214,"P.P.DAHENDU (E.WING)",636,554,0,1190,390,338,0,728,686,0,134,230,296,4,29,0,1,0,1,2,0,1,8,12,3,7,728
215,"P.P.DAHENDU (W.WING)",597,493,0,1090,330,245,0,575,544,0,243,242,29,7,19,1,0,1,0,2,3,3,9,6,4,6,575
216,"P.P.BARESAR KHAS",568,483,0,1051,310,324,0,634,20,0,108,270,121,18,96,3,2,1,0,2,1,1,2,6,1,2,634
217,P.M.V.KHANPUR,203,157,0,360,124,122,0,246,2,0,56,158,9,0,12,0,0,0,0,0,0,0,2,3,2,4,246
218,"P.P.HAJIPUR BARESAR",505,390,0,895,286,260,0,546,176,0,105,222,90,5,108,2,0,1,0,3,1,0,2,4,1,2,546
219,"P.P.HORILPUR BARESAR",229,207,0,436,139,149,0,288,272,0,63,63,114,13,33,0,0,0,0,0,0,0,1,1,0,0,288
220,P.P.BATTANA,568,480,0,1048,454,392,0,846,500,0,27,10,766,8,31,0,3,0,0,0,0,0,0,0,1,0,846
221,P.P.LOHAWAN,718,625,0,1343,411,376,0,787,19,0,191,72,391,5,98,1,8,2,1,6,1,0,6,4,0,1,787
222,P.P.SUTIHAR,339,317,0,656,236,223,0,459,459,0,296,15,69,0,68,1,6,0,0,4,0,0,0,0,0,0,459
223,"P.P.BARDARPUR BAHAUDDIN",284,250,0,534,182,194,0,376,2,0,1,1,329,5,40,0,0,0,0,0,0,0,0,0,0,0,376
224,"P.P.SAKKARPUR KLAN",629,504,0,1133,374,340,0,714,2,0,118,199,282,11,92,0,2,0,0,3,2,0,0,1,0,4,714
225,"SURYAVANSI P.M.V. DAHI",650,545,0,1195,426,381,0,807,765,0,187,188,225,10,177,1,1,0,0,4,2,3,3,3,1,2,807
226,"J.H.SCHOOL ZAHOORABAD (E.WING)",499,394,0,893,335,174,0,509,52,0,79,243,33,9,109,1,0,0,0,5,1,3,8,6,3,9,509
227,"ARMAN ALP. P.V.PURANI BASTI ZAHOORABAD",295,239,0,534,186,150,0,336,6,0,95,44,14,2,162,2,1,1,2,2,2,1,3,3,1,1,336
228,"P.P.SURAJI PATTI",292,241,0,533,217,188,0,405,2,0,19,28,7,2,340,2,0,0,0,4,0,1,1,0,0,1,405
229,"PANCHAYAT BHAWAN MALIKAPURA",554,457,0,1011,302,294,0,596,221,0,126,44,188,6,199,3,4,1,2,9,1,1,4,4,0,4,596
230,"J.H.SCHOOL MARIYABAD CHAKJAINAB (W.WING)",409,352,0,761,231,200,0,431,161,0,115,100,98,10,85,4,1,0,1,3,2,1,3,2,4,2,431
231,"J.H.SCHOOL MARIYABAD CHAKJAINAB (E.WING)",682,562,0,1244,372,341,0,713,348,0,40,149,182,9,315,1,1,1,1,3,1,0,4,3,2,1,713
232,"P.P.SIPAH (E.WING)",744,636,0,1380,405,407,0,812,812,0,116,245,156,17,200,9,0,0,4,10,5,6,10,11,9,14,812
233,"P.P.SIPAH  ATIRIKT KAKSH (N.WING)",247,212,0,459,149,133,0,282,282,0,49,107,32,7,62,1,4,2,1,4,0,2,5,5,0,1,282
234,"P.P.SIPAH (W.WING)",440,269,0,709,211,115,0,326,162,0,25,211,13,8,43,0,3,1,1,1,0,1,3,8,3,5,326
235,"P.P.SIPAH ATIRIKAT KAKSH (S.WING)",611,534,0,1145,329,351,0,680,329,0,33,411,54,15,125,0,4,0,0,10,0,0,10,17,0,1,680
236,"J.H.SCHOOL HUSENABAD",684,560,0,1244,390,327,0,717,2,0,162,96,270,23,126,5,2,0,1,4,1,3,3,6,1,14,717
237,P.P.BHOPATPUR,516,430,0,946,220,225,0,445,23,0,47,130,115,5,127,1,1,1,0,5,1,1,1,6,1,3,445
238,"P.P.CHAWANPUR JALAL",217,171,0,388,137,98,0,235,113,0,163,8,22,0,33,0,3,0,0,2,0,0,0,1,1,2,235
239,P.P.BANDHAI,759,653,0,1412,453,384,0,837,680,0,145,238,264,23,140,2,5,2,1,6,2,0,1,6,2,0,837
240,P.P.GAURTIYARA,350,279,0,629,228,172,0,400,184,0,24,80,261,8,14,0,0,0,0,0,1,0,3,4,2,3,400
241,P.P.VIDYAPUR,339,280,0,619,203,210,0,413,407,0,145,43,189,3,19,0,3,0,0,1,1,1,1,3,0,4,413
242,P.P.PARANPUR,794,718,0,1512,526,396,0,922,895,0,193,355,59,9,238,2,2,2,3,9,1,0,12,21,7,9,922
243,"P.P.DHODHA RAMPUR",462,413,0,875,250,254,0,504,2,0,77,206,11,19,165,3,1,1,1,5,1,2,5,1,3,3,504
244,"J.H.SCHOOL MAUJAPUR",450,345,0,795,188,204,0,392,375,0,22,51,255,2,42,2,1,1,1,4,1,1,2,3,0,4,392
245,P.P.BAREJI,615,547,0,1162,346,290,0,636,2,0,264,186,76,24,81,0,0,0,0,1,0,0,2,1,0,1,636
246,P.V.MANIRPUR,350,287,0,637,222,190,0,412,382,0,52,93,29,3,209,2,0,1,1,7,1,3,3,1,5,2,412
247,P.P.KHARA,662,577,0,1239,402,372,0,774,774,0,80,243,351,7,69,1,5,0,0,4,1,1,5,3,1,3,774
248,"KISAN.I.C.JAWAHAR NAGAR LAKHANAULI",422,386,0,808,297,250,0,547,450,0,84,134,286,4,23,1,0,0,0,7,1,1,0,3,0,3,547
249,"P.P.PAHARPUR TAUFIR AHIRAULI",589,554,1,1144,350,336,0,686,650,0,268,150,52,6,176,1,1,0,0,4,2,1,7,5,3,10,686
250,P.P.SEMAUR,553,484,0,1037,290,288,0,578,2,0,106,229,68,14,131,0,1,0,0,7,2,1,7,4,1,7,578
251,"SADHAN SAH.SAM.SEMAUR",493,464,0,957,305,302,0,607,2,0,77,89,357,35,31,2,1,3,1,2,0,0,5,2,0,2,607
252,P.P.TODARAPUR,694,638,0,1332,385,415,0,800,675,0,247,225,132,13,123,3,2,2,3,10,2,6,8,10,4,10,800
253,"NYAJ AHAMAD J.H.SCHOOL MANTA (W.WING)",591,485,0,1076,326,289,0,615,315,0,89,146,82,15,240,2,3,0,2,10,0,4,11,3,2,6,615
254,"NYAJ AHAMAD J.H.SCHOOL MANTA (E.WING)",518,398,0,916,265,245,0,510,484,0,116,200,24,7,145,3,1,0,1,3,1,0,4,1,2,2,510
255,"P.P.MUHAMMADPUR MU.KHARA",612,545,0,1157,300,338,0,638,600,0,316,91,112,12,86,3,1,3,2,2,0,0,1,0,2,7,638
256,P.P.NASIRABAD,441,383,0,824,233,237,0,470,470,0,100,135,45,6,170,1,3,2,1,2,1,0,4,0,0,0,470
257,P.P.CHOTHUBANDH,664,584,0,1248,330,380,0,710,2,0,117,256,244,5,55,0,2,1,0,1,1,1,5,13,1,8,710
258,P.P.DILSHADPUR,422,373,0,795,226,221,0,447,447,0,69,219,96,17,31,0,4,0,2,0,0,0,5,4,0,0,447
259,P.P.ANDHAURA,267,210,0,477,220,148,0,368,168,0,334,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
260,"P.P.BHASAM AMAHAT",423,344,0,767,233,190,0,423,215,0,30,138,152,29,60,0,0,1,0,1,0,1,5,2,1,3,423
261,P.P.ATAULI,166,170,0,336,92,113,0,205,69,0,22,120,7,0,47,1,0,2,0,0,1,1,2,1,0,1,205
262,"P.P.BIRSINGHPUR (S.WING)",732,622,0,1354,406,373,0,779,2,0,139,254,275,9,66,0,1,2,0,2,3,3,3,16,2,4,779
263,P.P.AMAWASINGH,564,491,0,1055,372,285,0,657,2,0,48,269,186,8,126,1,0,0,2,2,2,1,5,4,1,2,657
264,"PRIG. JATI.B.V.MANDIR MAHAMUDPUR",519,442,0,961,313,260,0,573,460,0,216,81,26,8,211,1,1,2,1,14,1,2,5,2,0,2,573
265,"J.H.SCHOOL AMAHAT (E.WING)",605,469,0,1074,320,264,0,584,2,0,159,169,64,10,149,4,7,0,1,7,4,0,4,3,0,3,584
266,"J.H.SCHOOL AMAHAT (C.)",369,286,0,655,217,175,0,392,190,0,65,194,17,6,84,1,1,0,0,6,1,2,3,4,2,6,392
267,"J.H.SCHOOL AMAHAT (W.WING)",506,423,0,929,307,255,0,562,500,0,169,105,78,3,172,4,2,0,0,6,0,1,6,1,2,13,562
268,"J.H.SCHOOL SIWARI",562,474,0,1036,321,288,0,609,409,0,169,171,91,16,111,5,2,0,2,7,1,7,7,10,5,5,609
269,"P.P.MUBARAKPUR JUGANU",315,284,0,599,193,189,0,382,342,0,66,36,212,11,41,1,2,1,1,4,2,0,2,2,0,1,382
270,"P.P.ASAWAR (N.WING)",838,665,0,1503,434,309,0,743,743,0,139,295,67,9,172,4,5,1,1,11,5,4,9,8,4,9,743
271,"P.P.ASAWAR (S.WING)",701,618,0,1319,396,416,0,812,812,0,46,172,420,9,129,1,0,1,0,7,1,2,3,4,4,13,812
272,"DR.BHIMRAW AMBEDKER AD.U.M.C.ASAWAR",847,719,0,1566,403,367,0,770,760,0,163,165,185,6,218,1,2,3,5,5,1,2,3,6,1,4,770
273,"P.P.SALEMPUR LAKHAMI",268,242,0,510,150,150,0,300,299,0,30,75,157,4,27,0,0,0,0,1,0,0,2,3,0,1,300
274,P.P.KAMASADI(E.WING),613,504,0,1117,352,290,0,642,142,0,135,170,29,1,264,3,1,0,2,11,0,3,2,6,4,11,642
275,"P.P.KAMASADI (W.WING)",474,401,0,875,270,258,0,528,472,0,47,82,276,12,66,3,3,2,3,4,3,4,2,7,3,11,528
276,P.P.HARDASPUR,467,362,0,829,247,207,0,454,2,0,36,160,14,30,155,1,2,1,6,14,0,4,14,4,4,9,454
277,P.P.HARDASPUR,430,344,0,774,243,175,0,418,390,0,64,65,38,18,181,3,2,0,2,16,4,8,8,5,1,3,418
278,P.P.KHADAHARA,573,491,0,1064,303,280,0,583,2,0,42,132,8,6,307,3,0,0,3,58,2,2,10,5,1,4,583
279,"J.H.SCHOOL NEWADA",430,381,0,811,239,235,0,474,4,0,109,204,14,7,114,3,2,2,0,5,0,1,7,3,3,0,474
280,"J.H.SCHOOL NEWADA",504,455,0,959,302,265,0,567,567,0,29,202,140,10,118,3,2,2,0,8,4,4,15,13,4,13,567
281,"ESLAMIYA SCHOOL MAURA (N.WING)",445,381,0,826,230,192,0,422,122,0,92,7,25,3,286,0,0,0,0,6,1,1,0,0,1,0,422
282,"ESLAMIYA SCHOOL MAURA (S.WING)",429,377,0,806,241,232,0,473,363,0,121,28,155,2,156,2,1,1,0,1,1,1,2,2,0,0,473
283,"P.V.  MAURA",278,224,0,502,137,166,0,303,13,0,54,30,4,2,187,1,2,0,0,10,2,3,3,3,0,2,303
284,"P.V.BANKI KHURD (N.WING)",662,510,0,1172,315,257,0,572,572,0,141,205,88,12,111,0,0,3,0,8,1,0,1,1,0,1,572
285,"P.V. BANKI KHURD (S.WING)",583,464,0,1047,304,291,0,595,200,0,86,207,261,7,18,0,1,2,1,1,0,3,2,4,0,2,595
286,P.P.RAJAPUR,286,245,0,531,181,149,0,330,2,0,179,71,63,4,6,1,0,1,1,0,0,0,1,2,0,1,330
287,"P.M.V.MAHUARI U.AFALEPUR",639,567,0,1206,402,347,0,749,749,0,222,44,89,8,329,4,6,1,3,8,7,12,6,1,3,6,749
288,P.P.MUHABBATPUR,248,194,1,443,192,139,0,331,300,0,13,19,224,4,46,2,1,0,0,20,1,0,1,0,0,0,331
289,"P.P.CHAKFATMA (W.WING)",633,524,0,1157,335,258,0,593,293,0,90,211,71,9,194,1,5,2,2,2,1,1,1,2,0,1,593
290,"P.P.CHAKFATMA (E.WING)",380,315,0,695,173,226,0,399,273,0,28,251,26,1,56,2,4,0,0,27,0,0,2,0,2,0,399
291,P.P.PAIKAWALI,641,550,0,1191,358,318,0,676,371,0,115,149,146,9,212,2,0,1,2,13,4,3,8,7,2,3,676
292,P.P.PATEPUR,507,438,0,945,276,267,0,543,362,0,37,129,226,12,112,0,2,1,0,3,1,1,5,12,2,0,543
293,P.P.PATEPUR,444,377,0,821,240,222,0,462,406,0,162,138,8,6,122,0,2,0,1,1,4,1,6,2,4,5,462
294,P.P.SADDOPUR,668,551,0,1219,379,280,0,659,659,0,221,140,190,10,67,2,1,0,2,4,1,1,11,6,0,3,659
295,"P.P.NYU U. UCHADIH (E.WING)",541,446,0,987,310,271,0,581,281,0,77,228,195,12,33,0,0,0,0,5,1,0,7,6,2,15,581
296,"P.P.NYU U. UCHADIH (W.WING)",411,318,0,729,254,203,0,457,288,0,226,35,82,11,84,0,1,1,0,3,1,1,6,1,2,3,457
297,"J.H.SCHOOL KAMUPUR N.WING",795,633,0,1428,465,425,0,890,755,0,30,191,155,8,461,5,3,1,2,7,3,7,8,5,1,3,890
298,"J.H.SCHOOL KAMUPUR S.WING",589,507,0,1096,322,287,0,609,107,0,84,210,46,14,211,4,3,2,2,6,0,2,12,9,1,3,609
299,P.P.MAHASANPUR,766,625,0,1391,500,366,0,866,2,0,142,274,279,25,103,1,0,1,0,6,2,3,3,14,4,9,866
300,"P.P.KANDHAURA KHURD",683,528,0,1211,461,245,0,706,706,0,207,280,131,9,48,2,1,2,0,13,0,4,3,1,2,3,706
301,"P.P.NARAYANPUR W.WING",506,422,0,928,260,264,0,524,521,0,72,88,16,2,328,0,2,1,0,1,1,2,6,3,1,1,524
302,"P.P.NARAYANPUR (E.WING)",426,344,0,770,244,183,0,427,2,0,38,64,130,1,172,1,0,0,2,3,1,0,4,6,4,1,427
303,"J.H.SCHOOL BARACHAWAR (W.WING)",633,507,0,1140,379,285,0,664,2,0,106,353,105,5,83,0,1,0,1,0,0,2,2,5,0,1,664
304,"J.H.SCHOOL BARACHAWAR (C.WING)",272,221,0,493,157,140,0,297,190,0,79,95,101,3,5,1,0,0,1,1,1,3,1,3,1,2,297
305,"J.H.SCHOOL BARACHAWAR (E.WING)",680,585,0,1265,455,368,0,823,6,0,118,300,268,8,92,1,2,3,1,3,0,2,6,6,9,4,823
306,"P.P.GANDHAPA (E.WING)",639,541,0,1180,400,310,0,710,2,0,74,279,276,10,33,1,0,0,1,5,1,3,4,10,2,11,710
307,"P.P.GANDHAPA (W.WING)",652,562,0,1214,333,338,0,671,641,0,131,371,27,11,111,1,2,2,0,2,0,0,8,4,0,1,671
308,"P.P.BAGEND (N.WING)",522,476,0,998,268,244,0,512,489,0,100,204,32,46,108,1,1,1,3,4,1,0,7,2,2,0,512
309,"P.P.BAGEND (S.WING)",485,431,0,916,280,266,0,546,544,0,31,172,243,36,42,1,1,0,2,1,1,0,3,8,3,2,546
310,"P.P.NASIRPUR GANDHAPA",367,333,0,700,300,226,0,526,50,0,451,56,2,6,5,1,0,0,1,0,0,0,0,2,1,1,526
311,P.P.PADARAW,407,381,0,788,231,244,0,475,7,0,19,158,42,4,210,1,7,0,2,15,3,1,6,5,1,1,475
312,P.P.BATHOR,509,475,0,984,311,281,0,592,423,0,52,78,245,5,179,2,5,3,1,5,2,4,3,1,2,5,592
313,P.P.BADDHOPUR(E.WING),742,619,0,1361,383,361,0,744,744,0,102,378,17,7,159,5,4,2,0,9,6,4,17,21,7,6,744
314,"P.P.BADDHOPUR (E.WING)",206,190,0,396,112,112,0,224,219,0,16,143,20,6,17,1,0,0,1,1,1,0,4,4,5,5,224
315,"P.P.BADDHOPUR (C.WING)",526,426,0,952,286,275,0,561,500,0,29,224,94,7,166,2,0,0,0,7,0,4,7,13,1,7,561
316,P.P.KADIPUR,525,435,0,960,266,251,0,517,376,0,90,51,296,6,62,1,1,1,0,0,0,2,3,1,2,1,517
317,"J.H.SCHOOL KRIMUDDINPUR (W.WING)",718,588,0,1306,415,337,0,752,635,0,93,128,324,10,163,0,2,1,2,5,4,4,6,7,1,2,752
318,"J.H.SCHOOL KRIMUDDINPUR (E.WING)",499,430,0,929,287,242,0,529,5,0,13,269,68,19,109,1,0,1,0,9,2,5,7,8,5,13,529
319,"J.H.SCHOOL KRIMUDDINPUR (E.WING)",482,389,0,871,276,194,0,470,466,0,7,325,2,15,100,3,2,0,0,2,0,1,5,4,0,4,470
320,P.V.KRIMUDDINPUR,561,449,0,1010,299,238,0,537,2,0,12,398,17,5,82,2,5,0,0,0,0,2,3,5,2,4,537
321,P.V.KRIMUDDINPUR,643,569,0,1212,358,315,0,673,670,0,53,321,79,17,164,3,4,2,1,9,2,1,5,1,4,7,673
322,P.V.KRIMUDDINPUR,441,385,0,826,275,207,0,482,400,0,147,213,7,0,100,0,4,0,0,4,0,1,0,4,2,0,482
323,P.P.SHER,542,441,0,983,264,220,0,484,89,0,165,75,41,12,177,1,3,0,0,4,3,0,2,1,0,0,484
324,P.P.CHANKUR,591,482,0,1073,379,317,0,696,606,0,126,374,11,6,158,1,1,0,0,2,1,3,6,4,0,3,696
325,"P.P.LATTHTHUDIH (E.WING)",579,490,0,1069,314,237,0,551,2,0,27,398,11,29,57,1,6,0,3,4,1,1,4,4,1,4,551
326,"P.P.LATTHTHUDIH (W.WING)",769,667,0,1436,402,468,0,870,400,0,119,320,266,22,68,8,1,4,2,10,0,3,11,17,3,16,870
327,"J.H.SCHOOL UTARAW (E.WING)",667,564,0,1231,358,320,0,678,600,0,252,52,254,6,94,2,3,0,0,1,3,1,1,3,2,4,678
328,"J.H.SCHOOL UTARAW (C.WING)",673,539,0,1212,355,301,0,656,443,0,30,227,181,10,183,1,4,2,1,9,0,0,6,2,0,0,656
329,"J.H.SCHOOL UTARAW (W.WING)",682,568,0,1250,400,370,0,770,735,0,108,365,11,7,235,6,4,1,2,9,3,3,4,5,3,4,770
330,P.P.PAHARAJPUR,743,566,0,1309,429,369,0,798,620,0,39,210,256,11,235,2,2,0,2,4,2,4,10,8,5,8,798
331,P.P.NIHALAPUR,505,428,0,933,262,254,0,516,116,0,92,136,102,34,134,2,2,1,0,6,0,1,3,0,0,3,516
332,P.P.PAKHANPURA,630,513,0,1143,310,319,0,629,629,0,17,118,123,8,326,6,4,1,1,2,1,4,8,3,2,5,629
333,"P.P.WISHAMBHARPUR PANJUM (E.WING)",519,409,1,929,233,192,0,425,415,0,94,176,8,44,74,4,0,1,1,3,1,1,7,5,1,5,425
334,"P.P.WISHAMBHARPUR PANJUM (W.WING)",580,448,0,1028,286,221,0,507,506,0,20,104,260,15,79,1,8,2,4,8,0,0,2,0,2,2,507
335,"P.P.DUBIHA (W.WING)",731,656,0,1387,327,500,0,827,2,0,96,258,197,31,182,4,2,1,2,10,0,3,14,8,7,12,827
