"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
123,BIRIPUR,654,584,0,1238,350,323,0,673,673,0,4,415,217,4,1,1,1,2,0,1,2,0,1,2,1,2,5,1,0,0,1,0,3,0,0,1,1,5,0,1,0,0,1,0,0,673
124,DHANEPUR,398,366,0,764,256,222,0,478,478,0,17,270,174,0,0,0,2,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,1,0,0,1,0,0,0,1,0,2,0,0,478
125,SARAME,581,492,0,1073,269,302,0,571,571,0,9,246,281,7,2,1,1,2,0,1,0,0,2,0,2,3,1,1,2,0,0,3,1,0,0,0,2,1,0,0,0,0,0,1,2,571
126,SARAME,653,554,0,1207,299,264,0,563,563,0,21,251,240,2,2,0,2,3,1,1,1,1,2,4,1,5,2,0,1,0,0,2,5,1,0,0,1,4,4,1,1,2,1,0,1,563
127,PARASHURAMPUR,553,463,1,1017,291,266,0,557,557,0,17,244,259,3,2,0,0,1,0,1,1,0,3,1,3,4,1,1,0,0,0,0,6,0,0,0,1,3,0,1,2,2,0,1,0,557
128,LORIKPUR,429,415,0,844,296,255,0,551,551,0,7,379,142,3,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,1,2,1,0,2,0,1,0,1,0,1,1,1,551
129,JAMON,589,537,0,1126,300,252,0,552,552,0,13,336,151,0,3,0,0,1,1,3,0,1,2,1,13,6,5,1,1,1,0,2,3,0,0,0,1,3,0,1,0,1,1,0,1,552
130,JAMON,748,743,0,1491,359,293,0,652,652,0,58,205,317,5,4,1,0,0,2,1,0,4,3,1,13,7,3,4,5,0,0,1,4,1,0,1,1,3,1,3,0,3,0,1,0,652
131,JAMON,551,471,1,1023,292,245,0,537,537,0,9,380,122,1,1,0,1,0,0,1,1,0,0,0,5,0,3,0,0,1,2,0,1,3,1,1,0,1,1,0,0,2,0,0,0,537
132,JAMON,532,463,0,995,231,209,0,440,440,0,4,269,122,3,0,0,0,0,1,0,0,0,0,0,24,3,0,0,1,0,0,1,1,1,1,2,1,0,1,3,0,2,0,0,0,440
133,DALILPUR,436,354,0,790,271,250,0,521,521,0,6,420,76,1,0,0,1,0,1,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,521
134,RAMSHAHPUR,223,203,0,426,113,128,0,241,241,0,3,125,94,2,2,0,0,0,0,1,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,241
135,"RAMSHAH NAUPUR",460,414,1,875,239,244,0,483,483,0,37,195,192,5,1,2,1,0,0,1,0,1,1,0,7,8,0,0,2,1,1,2,6,0,3,3,4,3,2,0,1,0,0,1,3,483
136,"LALUPUR DHABIA",527,454,0,981,230,240,0,470,470,0,35,182,201,2,4,1,0,1,2,4,3,1,0,2,20,2,2,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,1,0,0,470
137,ALIPUR,564,483,0,1047,296,253,0,549,549,0,20,383,117,2,3,0,0,0,0,0,1,0,0,1,8,2,2,0,0,1,0,3,0,1,0,0,0,0,0,0,1,2,0,2,0,549
138,"SAHPUR JAMON",465,470,0,935,263,240,0,503,503,0,32,107,309,7,8,2,1,0,1,4,0,2,1,3,4,4,2,0,1,1,0,1,5,0,0,0,1,3,1,0,0,1,0,1,1,503
139,GORIYABAD,748,660,0,1408,377,312,0,689,689,0,22,417,177,3,3,1,0,2,0,2,0,0,0,0,12,4,1,1,0,3,1,8,5,2,3,2,3,7,0,2,2,2,0,1,3,689
140,GORIYABAD,652,548,0,1200,293,203,0,496,496,0,9,246,197,3,4,0,1,2,3,1,0,1,1,5,4,2,1,2,1,1,0,0,4,0,0,0,1,2,1,0,3,1,0,0,0,496
141,GORIYABAD,654,583,0,1237,316,264,0,580,580,0,22,170,323,11,6,1,1,2,0,3,1,0,0,2,7,6,3,0,0,0,0,1,4,0,1,1,1,4,1,1,0,6,0,1,1,580
142,DEWASIPUR,282,274,0,556,150,187,0,337,337,0,32,127,154,6,3,1,1,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,0,1,337
143,HARKARANPUR,787,760,0,1547,366,358,0,724,724,0,22,476,113,1,2,0,1,1,0,2,1,1,1,1,26,4,2,1,1,1,1,4,9,4,5,4,5,7,2,3,3,16,2,0,2,724
144,"PURE CHITAI",624,532,1,1157,301,230,0,531,531,0,31,207,234,2,4,2,1,1,0,0,0,2,1,1,7,4,1,0,2,1,3,0,9,2,0,1,1,3,1,1,0,7,1,0,1,531
145,WARRA,721,645,0,1366,391,361,0,752,752,0,10,255,398,7,4,2,1,1,2,3,2,3,6,1,9,9,3,0,1,1,0,3,5,1,0,2,2,1,10,2,2,5,0,0,1,752
146,DURAMAU,499,490,0,989,250,234,0,484,484,0,21,202,210,8,2,0,0,0,0,0,1,0,3,1,7,2,0,1,1,0,0,2,2,5,1,2,1,3,1,4,1,1,0,0,2,484
147,HERUWA,430,404,0,834,233,235,0,468,478,0,6,233,176,2,1,1,0,2,0,3,0,0,0,2,5,8,2,0,1,0,1,1,6,1,4,1,2,0,1,1,3,4,0,1,0,468
148,HARDO,439,471,0,910,247,191,0,438,438,0,4,169,213,5,1,0,0,0,0,2,5,0,1,0,10,1,4,0,1,0,2,1,5,3,1,1,1,2,2,0,1,2,0,0,1,438
149,HARDO,400,357,0,757,181,143,0,324,324,0,12,102,179,4,3,1,1,0,0,1,0,0,1,1,6,3,1,0,0,1,0,0,1,0,1,0,0,1,2,1,2,0,0,0,0,324
150,BAZGARI,569,502,1,1072,290,290,0,580,580,0,33,374,124,2,1,0,0,1,1,0,2,0,1,2,3,4,5,0,1,0,0,0,3,2,0,1,0,5,1,1,1,5,4,2,1,580
151,BAZGARI,314,304,0,618,200,194,0,394,394,0,29,184,145,3,2,0,0,1,1,1,2,1,0,0,7,0,1,2,1,4,0,1,0,0,1,0,0,2,1,1,0,3,0,0,1,394
152,"RAMPUR NAURANGABAD",547,485,0,1032,277,209,0,486,486,0,16,240,205,1,3,2,0,2,0,0,0,0,1,0,5,1,2,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,0,0,0,486
153,"RAMPUR NAURANGABAD",323,275,0,598,201,159,0,360,360,0,7,256,70,0,2,0,0,1,0,0,0,0,0,2,3,1,0,2,0,0,1,0,2,1,0,0,0,5,2,1,0,4,0,0,0,360
154,AINDHI,679,584,0,1263,366,302,0,668,668,0,22,415,185,3,3,1,1,1,3,0,0,1,2,0,4,4,0,3,3,0,0,1,1,1,0,0,1,2,8,0,0,3,0,0,0,668
155,AINDHI,675,595,1,1271,361,313,0,674,674,0,7,451,171,3,1,1,0,0,0,2,0,1,0,2,1,5,1,3,0,0,1,6,1,2,0,2,2,2,0,1,0,8,0,0,0,674
156,AINDHI,544,480,0,1024,302,285,0,587,587,0,10,345,130,4,4,1,0,1,0,0,1,0,1,4,5,3,3,3,1,1,6,2,7,3,1,3,1,11,5,5,1,10,3,3,9,587
157,AINDHI,811,718,0,1529,406,359,0,765,765,0,23,342,290,1,7,0,6,1,0,2,0,0,0,1,11,6,1,5,3,1,1,7,10,1,1,3,5,13,1,2,2,10,4,3,2,765
158,BARAULIYA,581,533,0,1114,343,297,0,640,640,0,7,151,394,10,4,1,0,1,0,1,2,0,2,2,4,6,1,4,4,1,1,3,9,1,2,1,3,1,5,7,2,7,1,2,0,640
159,BARAULIYA,787,683,0,1470,398,339,0,737,737,0,25,312,290,3,1,3,2,1,2,1,3,7,5,2,6,16,3,10,7,0,0,5,4,2,1,0,0,3,7,4,1,6,2,0,3,737
160,RAMBAXGARH,630,657,0,1287,305,290,0,595,595,0,63,116,321,12,3,3,1,1,0,2,0,0,5,1,15,4,1,4,6,1,1,0,3,1,2,3,3,2,4,1,1,12,1,2,0,595
161,RAMBAXGARH,284,265,0,549,130,106,0,236,236,0,14,81,95,4,3,1,0,0,1,0,0,1,0,2,13,1,3,6,1,2,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,236
162,MAWAI,536,440,2,978,238,200,0,438,438,0,47,179,151,4,0,1,1,0,0,0,2,1,1,0,15,5,0,1,1,1,0,0,2,2,0,2,4,3,2,1,2,7,0,2,1,438
163,MAWAI,551,504,0,1055,249,271,0,520,520,0,41,183,209,3,2,1,0,2,0,1,0,1,0,1,19,11,2,1,2,1,1,4,4,2,1,3,3,8,1,3,3,5,0,1,1,520
164,BHIKHIPUR,547,503,0,1050,298,282,0,580,580,0,74,132,305,4,0,1,0,1,1,0,0,2,2,0,13,9,0,2,1,0,0,3,4,3,3,1,2,1,0,4,3,6,2,0,1,580
165,BHAWANIGARH,450,415,0,865,200,210,0,410,410,0,16,90,255,4,2,1,0,0,0,1,2,0,0,0,7,1,1,1,4,0,2,3,4,3,0,1,0,1,2,0,3,5,0,0,1,410
166,UMARADEEH,520,386,0,906,235,200,0,435,435,0,66,138,190,1,0,0,0,4,0,1,1,0,2,0,2,0,3,5,6,1,0,1,1,0,1,0,1,0,4,0,1,2,0,1,3,435
167,UMARADEEH,732,678,0,1410,375,255,0,630,630,0,65,178,336,9,6,0,1,3,1,0,3,1,1,2,2,2,1,1,1,0,0,0,2,5,0,0,1,1,0,1,0,3,1,0,3,630
168,BALBHADRAPUR,681,643,0,1324,326,270,0,596,596,0,14,333,202,4,1,0,0,0,0,2,0,0,0,0,4,4,3,1,1,2,1,2,5,1,0,2,2,3,1,1,0,5,2,0,0,596
169,BALBHADRAPUR,707,674,0,1381,356,305,0,661,661,0,39,233,319,6,8,0,0,3,2,3,1,0,3,1,7,2,0,0,0,0,2,0,1,2,1,2,2,9,5,1,2,6,0,1,0,661
170,"BALBHADRAPUR NEW",759,664,0,1423,345,294,0,639,639,0,20,217,357,5,2,0,4,1,0,0,0,1,1,0,6,7,2,1,0,0,0,2,1,3,0,1,2,2,0,1,0,2,1,0,0,639
171,BHOYE,629,588,0,1217,290,254,0,544,544,0,43,286,137,3,2,3,2,1,1,3,0,0,0,0,14,2,4,2,3,1,1,2,8,0,2,2,1,4,0,3,1,9,3,0,1,544
172,BHOYE,681,593,0,1274,315,254,0,569,569,0,38,200,248,5,1,1,2,1,0,2,1,2,1,1,5,3,4,7,3,0,0,2,4,3,1,2,2,9,4,4,6,5,1,0,1,569
173,GODIPUR,177,154,0,331,110,99,0,209,209,0,13,121,45,0,1,0,1,1,0,0,0,1,0,1,9,1,2,0,0,1,1,1,2,1,1,0,1,1,2,0,0,1,1,0,0,209
174,GOGMAU,538,466,0,1004,273,240,0,513,513,0,39,254,160,1,5,1,0,3,0,1,3,1,1,3,2,6,1,1,2,0,0,1,5,4,0,0,3,5,1,3,2,4,0,0,1,513
175,GOGMAU,369,366,0,735,223,237,0,460,460,0,52,231,116,5,1,0,1,1,0,0,0,0,0,0,8,6,8,6,4,0,1,0,0,0,0,2,2,4,2,1,2,4,2,1,0,460
176,BHATGAWA,712,595,0,1307,337,277,0,614,614,0,35,369,159,4,2,0,1,1,2,0,0,3,1,0,10,5,1,1,1,0,0,0,2,0,0,0,3,5,2,2,3,2,0,0,0,614
177,BHATGAWA,817,719,0,1536,400,358,0,758,758,0,11,252,379,8,3,1,0,0,1,2,0,1,2,4,35,5,6,0,4,1,0,1,7,3,0,3,2,11,0,5,1,6,2,0,2,758
178,MANMATIPUR,308,294,0,602,180,153,0,333,333,0,33,142,123,1,1,0,1,1,0,0,1,0,0,0,1,1,4,7,2,0,0,0,6,2,0,1,1,1,0,1,0,1,0,1,1,333
179,MAJHAWARA,482,387,0,869,169,247,0,416,416,0,12,218,97,3,2,1,0,0,0,0,0,0,0,1,49,2,2,1,1,0,1,1,1,1,0,0,3,4,0,3,2,8,1,0,2,416
180,MAJHAWARA,584,512,0,1096,301,245,0,546,546,0,75,203,191,7,4,3,0,0,2,1,1,0,1,0,31,5,1,1,0,0,0,2,4,1,1,0,1,2,4,1,1,3,0,0,0,546
181,BASTIDEI,733,649,0,1382,443,343,0,786,786,0,58,265,347,6,9,1,2,2,1,2,0,2,6,5,19,6,4,3,2,2,1,4,8,0,3,2,2,5,0,2,5,6,1,3,2,786
182,MAU,715,659,0,1374,403,366,0,769,769,0,7,340,308,2,4,1,0,3,2,3,1,0,2,2,11,12,6,1,4,1,1,1,4,3,2,1,3,10,1,3,6,17,3,1,3,769
183,MAU,552,517,0,1069,301,222,0,523,523,0,22,214,235,6,4,1,0,1,2,1,1,0,0,2,16,4,1,0,0,0,2,0,1,1,0,1,3,1,0,2,1,0,0,0,1,523
184,ORIPUR,706,647,3,1356,347,384,0,731,731,0,59,376,193,1,4,4,2,2,2,1,0,1,1,3,33,1,1,3,4,3,1,7,5,2,1,1,7,3,1,4,2,2,1,0,0,731
185,RAUJA,562,526,0,1088,303,285,0,588,588,0,12,273,187,0,2,0,0,0,1,1,1,2,2,1,35,8,6,13,10,2,0,3,3,0,0,1,3,3,0,4,2,11,1,0,1,588
186,RAUJA,405,400,0,805,270,246,0,516,516,0,43,216,165,2,2,0,0,0,0,2,0,1,0,1,52,4,3,2,0,1,0,1,3,2,1,2,0,6,1,1,1,3,1,0,0,516
187,AFOIYA,577,545,0,1122,315,311,0,626,626,0,42,325,201,8,2,0,2,1,1,0,1,1,0,2,6,4,6,0,2,1,0,1,5,0,1,1,2,0,0,0,4,5,1,0,1,626
188,AFOIYA,310,260,0,570,146,137,0,283,283,0,5,128,117,1,2,1,1,1,0,2,0,0,0,0,2,4,2,0,0,1,0,1,1,0,0,1,2,0,3,1,2,4,1,0,0,283
189,JUTHIPUR,828,729,0,1557,442,391,0,833,833,0,108,461,160,6,4,2,1,0,1,0,0,0,1,1,18,9,3,9,4,1,0,2,10,0,2,1,1,8,2,5,1,6,2,1,3,833
190,"BENIPUR BALDEV",516,481,0,997,257,200,0,457,457,0,21,144,165,7,2,1,1,2,1,0,2,0,3,5,38,5,25,1,1,2,1,3,5,1,0,1,7,5,0,3,0,3,0,1,1,457
191,IBADULLA,551,458,0,1009,329,295,0,624,624,0,22,359,194,6,5,1,1,3,2,3,1,1,0,1,12,1,1,2,0,1,0,0,0,1,1,0,1,1,1,0,0,2,0,1,0,624
192,"SEWAI HEMGARH",731,648,0,1379,410,372,0,782,782,0,36,356,284,5,6,0,3,1,1,2,10,0,1,6,20,9,2,0,2,1,1,5,9,1,5,0,2,5,2,1,1,3,0,1,1,782
193,"SEWAI HEMGARH",527,421,0,948,263,235,0,498,498,0,17,213,205,2,2,1,0,1,1,3,3,0,0,4,2,3,5,0,2,1,1,2,6,0,1,2,3,2,3,1,3,4,1,1,3,498
194,DAKHINGAON,497,480,0,977,273,251,0,524,524,0,9,283,169,2,2,0,1,0,0,0,2,2,1,1,11,5,2,1,0,0,2,0,2,2,0,1,9,3,1,1,3,7,1,1,0,524
195,DAKHINGAON,210,189,0,399,122,127,0,249,249,0,22,131,61,0,1,0,0,0,0,0,0,0,0,2,22,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,249
196,KASRAWA,616,583,0,1199,369,299,0,668,668,0,43,256,330,5,1,1,0,0,0,3,0,2,3,2,7,1,1,2,0,0,1,0,2,0,0,0,1,0,2,1,0,1,0,2,1,668
197,KASRAWA,215,184,0,399,88,98,0,186,186,0,21,75,80,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,186
198,BAHORAKHA,671,579,0,1250,392,374,0,766,766,0,68,346,290,6,2,0,3,1,0,0,1,0,0,3,4,2,7,12,3,1,0,2,0,0,0,0,3,2,1,1,1,5,2,0,0,766
199,HARKARANPUR,292,258,0,550,173,152,0,325,325,0,76,157,60,0,6,1,1,2,0,0,0,0,2,1,8,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,325
200,"NEWADA KISHUNGARH",852,738,0,1590,394,350,0,744,744,0,55,347,224,7,2,1,3,1,1,1,0,3,1,4,6,10,10,5,2,2,1,4,8,5,2,1,3,9,6,4,5,7,1,3,0,744
201,"NEWADA KISHUNGARH",529,448,0,977,253,230,0,483,483,0,38,271,138,2,1,2,0,1,0,0,1,0,1,1,11,2,2,0,3,0,0,1,0,0,0,0,1,0,1,0,1,3,2,0,0,483
202,SHAMSHERIA,581,534,1,1116,322,303,0,625,625,0,44,323,188,5,4,1,2,1,0,3,0,1,2,3,25,0,3,1,1,0,0,1,2,0,2,2,2,1,1,2,1,1,2,0,1,625
203,TEJGARH,404,351,0,755,217,205,0,422,422,0,40,183,143,0,0,2,0,3,0,2,2,1,0,0,28,4,2,1,1,0,0,1,2,0,0,0,0,2,1,1,2,0,0,0,1,422
204,HARDOIA,450,409,0,859,212,222,0,434,434,0,77,205,111,2,1,0,0,0,1,0,0,2,0,0,14,2,3,0,1,0,1,1,2,0,0,0,3,2,0,0,1,3,0,1,1,434
205,HARDOIA,453,399,0,852,242,223,0,465,465,0,23,208,165,4,2,0,1,0,1,0,2,0,1,2,39,4,1,0,0,0,0,1,4,0,0,1,1,1,0,2,0,2,0,0,0,465
206,PICHHAURA,389,323,0,712,229,188,0,417,417,0,52,152,194,5,4,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,417
207,RAMSAHPUR,418,345,0,763,270,224,0,494,494,0,106,157,194,1,1,4,0,1,1,0,0,0,0,0,1,4,3,5,4,1,0,0,1,1,0,1,0,1,0,1,1,2,1,1,1,494
208,CHANDAUKI,705,646,0,1351,332,375,0,707,707,0,38,335,262,3,2,0,0,3,1,2,2,2,0,0,11,2,10,6,6,3,0,0,4,0,1,0,2,4,0,0,2,3,1,0,2,707
209,KARAIYA,390,355,0,745,214,207,0,421,421,0,11,166,181,0,2,1,1,0,1,0,0,0,0,4,27,2,5,0,1,0,0,1,3,0,0,2,0,3,0,3,1,3,0,1,2,421
210,TARSADA,382,356,0,738,197,209,0,406,406,0,14,213,135,0,3,1,1,0,2,1,2,2,0,0,18,0,1,2,1,1,0,0,1,0,0,2,0,0,1,2,0,1,0,0,2,406
211,PANIYAR,645,621,0,1266,329,325,0,654,654,0,45,370,165,2,4,1,1,0,1,2,1,0,3,1,10,5,3,1,4,0,3,3,3,6,0,1,3,2,1,5,1,5,1,0,1,654
212,PANIYAR,411,383,0,794,218,222,0,440,440,0,68,170,162,0,3,2,0,0,0,0,1,0,1,2,10,1,3,1,0,1,1,2,4,0,0,1,3,1,0,1,0,2,0,0,0,440
213,PANIYAR,179,161,1,341,95,94,0,189,189,0,4,112,55,1,0,0,0,0,0,1,1,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,189
214,JALAMA,644,599,0,1243,331,337,0,668,668,0,117,280,196,5,1,1,0,1,0,3,3,0,2,2,19,2,9,3,0,0,1,1,3,2,0,0,2,4,2,2,2,4,0,0,1,668
215,JALAMA,204,175,0,379,94,96,0,190,190,0,50,67,67,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
216,SORANV,600,522,0,1122,297,277,0,574,574,0,33,284,182,2,3,1,1,2,2,2,2,1,1,0,37,3,1,4,2,0,0,2,2,1,1,1,1,2,0,0,0,1,0,0,0,574
217,HARIHARPUR,345,322,0,667,189,185,0,374,374,0,17,155,172,1,2,0,0,0,0,1,1,0,0,0,8,2,3,0,1,1,0,2,0,2,0,0,0,2,0,1,1,0,0,0,2,374
218,SHAHGARH,567,475,0,1042,267,287,0,554,554,0,23,277,172,3,3,0,0,1,0,2,0,0,0,2,30,3,2,1,3,0,1,2,8,0,3,1,1,6,3,3,0,3,0,0,1,554
219,SHAHGARH,624,565,1,1190,296,289,0,585,585,0,16,317,190,7,0,1,0,1,0,1,0,0,2,0,37,1,2,0,0,0,1,0,0,0,2,0,0,1,0,2,2,1,0,1,0,585
220,SHAHGARH,310,261,0,571,129,137,0,266,266,0,1,125,110,3,0,0,1,0,1,0,0,0,0,2,11,2,1,0,0,0,0,2,1,2,0,0,0,1,0,1,0,2,0,0,0,266
221,BIRRAMPUR,391,331,1,723,226,209,0,435,435,0,27,243,108,5,1,0,0,0,0,1,0,0,0,3,15,3,3,9,3,2,0,2,0,0,0,0,0,1,1,1,2,3,1,0,1,435
222,PALIYA,404,391,0,795,213,224,0,437,437,0,42,213,145,2,0,0,0,0,0,0,0,0,2,3,10,5,1,2,0,1,0,1,1,1,1,0,2,2,0,1,1,1,0,0,0,437
223,"DULAPUR KALA",378,316,0,694,165,136,0,301,301,0,24,172,57,1,1,0,0,0,0,0,0,1,0,1,28,1,1,2,0,0,0,0,2,0,0,0,1,5,1,1,0,2,0,0,0,301
224,"DULAPUR KALA",508,458,0,966,265,271,0,536,536,0,51,315,92,5,3,0,0,2,2,2,0,3,1,3,22,4,3,4,1,0,0,2,5,0,0,1,1,3,3,2,1,3,0,1,1,536
225,LOHANGPUR,469,422,0,891,243,213,0,456,456,0,13,298,110,1,0,1,0,0,1,0,2,0,0,2,11,1,0,0,1,0,0,2,1,1,0,0,0,1,1,2,1,5,1,0,0,456
226,PURABGAON,802,668,0,1470,414,391,0,805,805,0,27,364,246,7,2,1,0,0,0,2,0,1,1,1,93,9,2,3,3,0,1,0,7,0,0,2,2,11,6,5,3,5,0,0,1,805
227,NOHAREPUR,601,547,1,1149,351,254,0,605,605,0,26,335,174,3,2,1,1,4,2,1,1,1,1,1,13,0,12,1,3,0,1,3,4,3,1,1,1,2,0,2,0,1,2,1,1,605
228,ULRA,498,458,0,956,284,241,0,525,525,0,44,246,202,3,1,0,2,0,1,0,0,1,0,1,2,3,3,2,2,1,0,0,2,1,3,0,0,1,0,0,0,3,1,0,0,525
229,ULRA,671,583,0,1254,382,339,0,721,721,0,47,374,217,1,3,0,2,0,0,4,2,2,1,1,22,5,3,1,4,0,2,1,4,3,0,1,3,3,3,3,2,4,2,0,1,721
230,UJJAINI,273,255,0,528,144,146,0,290,290,0,37,144,56,1,1,0,0,0,1,1,2,0,2,0,11,6,4,4,0,1,0,0,2,2,1,0,1,2,0,1,1,6,1,0,2,290
231,TANDWA,384,350,0,734,198,186,0,384,384,0,2,215,133,4,2,1,0,0,0,1,0,1,1,2,8,2,0,0,3,0,0,1,2,0,1,0,0,1,0,1,1,1,1,0,0,384
232,GARTHOLIYA,495,447,0,942,257,221,0,478,478,0,32,251,130,5,2,0,1,1,0,1,1,2,0,3,16,1,1,2,3,2,0,2,5,1,0,1,0,3,2,2,0,6,0,1,1,478
233,GARTHOLIYA,606,517,0,1123,260,245,0,505,505,0,8,286,126,1,3,0,1,1,1,2,1,0,0,2,11,4,4,3,2,4,1,4,5,3,1,2,1,5,4,6,2,6,1,1,3,505
234,GADHAMAFI,532,456,0,988,292,257,0,549,549,0,19,268,183,1,4,2,6,2,0,1,10,0,2,1,17,0,3,0,0,2,2,2,2,3,1,1,0,6,2,1,1,5,0,1,1,549
235,JUDIYAPUR,510,420,0,930,264,245,0,509,509,0,7,280,159,4,3,0,12,1,0,0,0,4,0,0,28,2,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,509
236,KAUHAR,695,589,0,1284,411,329,0,740,740,0,28,515,130,2,2,1,1,1,0,0,1,2,0,3,19,4,3,1,1,0,1,2,1,0,1,0,1,6,2,4,2,4,0,1,1,740
237,KAUHAR,483,404,0,887,247,255,0,502,502,0,3,289,175,1,2,0,0,0,0,1,0,1,0,1,8,3,2,2,1,0,1,0,0,0,0,0,2,1,1,2,2,3,0,0,1,502
238,"DEWAR DEVKALI",207,181,0,388,131,131,0,262,262,0,5,128,94,0,1,0,0,0,0,0,2,0,1,2,7,2,2,0,2,0,1,1,2,1,0,0,0,1,1,3,0,6,0,0,0,262
239,"RAJAPUR KAUHAR",524,450,0,974,310,294,0,604,604,0,31,252,276,1,1,2,0,1,0,2,0,0,1,1,21,3,0,0,2,0,0,0,0,0,0,1,3,1,1,2,0,0,0,0,2,604
240,CHILBILI,497,470,0,967,281,292,0,573,573,0,36,299,173,1,0,0,2,2,0,0,0,1,0,2,10,4,4,3,0,1,0,1,6,1,3,2,4,6,2,2,3,3,1,1,0,573
241,KITIYANWA,446,409,0,855,260,211,0,471,471,0,9,233,137,1,4,1,0,0,0,0,1,0,0,2,73,1,0,0,0,0,0,1,2,0,1,0,0,2,1,1,0,1,0,0,0,471
242,KITIYANWA,683,586,0,1269,365,339,0,704,704,0,27,407,204,6,3,0,0,0,1,0,1,1,1,0,11,1,5,0,2,1,0,4,3,1,1,1,1,8,3,3,3,4,0,0,1,704
243,EKSARA,508,445,0,953,250,259,0,509,509,0,22,265,162,2,1,0,0,0,2,1,0,2,3,2,18,3,1,2,0,1,1,1,2,0,0,1,1,5,0,5,1,5,0,0,0,509
244,BHNIYAPUR,457,402,0,859,249,259,0,508,508,0,36,225,169,4,2,1,1,0,0,3,1,0,2,2,15,4,3,0,1,1,0,2,8,2,0,0,0,3,2,1,3,13,1,2,1,508
245,KUSHBAIRA,482,425,0,907,263,258,0,521,521,0,6,249,218,1,2,2,1,0,1,1,1,0,0,2,13,2,3,4,0,2,0,0,2,1,0,1,0,3,2,0,1,1,0,0,2,521
246,"DULAPUR KHURD",475,440,0,915,314,311,0,625,625,0,18,211,318,2,2,0,0,1,1,0,1,2,3,2,11,3,4,1,3,0,0,0,6,1,1,0,0,3,1,2,3,25,0,0,0,625
247,DANDUPUR,615,530,0,1145,320,289,0,609,609,0,17,309,203,0,3,1,0,5,1,1,1,0,0,3,26,5,2,2,0,0,1,1,2,1,0,2,4,4,1,1,4,7,1,1,0,609
248,JETHAUNA,398,374,0,772,221,236,0,457,457,0,5,165,129,2,2,0,0,0,0,0,2,0,0,1,110,3,3,2,2,1,1,1,3,2,0,0,4,10,1,0,2,4,1,0,1,457
249,HARAKHPUR,712,607,0,1319,395,340,0,735,735,0,5,437,169,5,2,0,2,0,0,1,0,1,2,2,42,8,3,2,4,9,4,3,5,2,0,1,5,0,3,6,2,7,0,2,1,735
250,BISUNDASPUR,776,734,1,1511,474,429,0,903,903,0,47,549,218,5,1,1,0,1,0,0,0,1,0,1,26,8,6,1,0,1,0,3,4,2,4,2,4,5,2,1,3,5,0,0,2,903
251,ANAPUR,622,539,2,1163,262,332,0,594,594,0,6,422,97,5,1,0,0,1,0,0,0,1,1,1,19,3,4,10,1,0,0,3,7,1,0,3,0,2,1,2,0,1,2,0,0,594
