"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
133,"N.M. PRIMARY SCHOOL MUMFORDGANJ ROOM NO. 4",830,711,0,1541,357,365,0,722,700,0,167,351,101,70,1,4,0,1,1,11,3,0,6,0,1,5,722
134,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 1",837,865,1,1703,367,328,0,695,690,0,51,348,179,95,1,0,0,1,0,1,12,1,1,0,1,4,695
135,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 2",601,534,0,1135,292,272,0,564,551,0,33,238,187,81,0,1,0,0,1,16,0,0,0,1,1,5,564
136,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 3",614,499,0,1113,257,221,0,478,379,0,50,270,76,60,0,1,0,0,0,14,0,1,0,1,1,4,478
137,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 4",401,330,0,731,169,133,0,302,298,0,38,145,69,39,1,0,0,0,0,4,0,1,0,1,1,3,302
138,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 5",648,435,0,1083,209,156,0,365,338,0,28,219,46,63,0,0,0,0,0,8,0,0,0,0,0,1,365
139,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 6",356,299,0,655,114,100,0,214,148,0,43,103,48,13,0,0,0,0,0,6,0,0,0,0,0,1,214
140,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 7",391,317,0,708,125,118,0,243,208,0,33,149,40,12,0,0,0,0,0,4,0,0,0,1,0,4,243
141,"UMRAW SINGH SMARAK BALIKA HIG SCHOOL MUMFORDGANJ ROOM NO. 8",622,534,0,1156,326,108,0,434,415,0,108,179,115,22,1,1,0,0,0,3,0,0,0,1,0,4,434
142,"PRIMARY SCHOOL NAYAPURWA",979,791,2,1772,365,279,0,644,644,0,213,270,131,19,1,0,1,0,1,3,1,1,0,1,1,1,644
143,"PRIMARY SCHOOL NAYAPURWA",707,606,0,1313,303,216,0,519,419,0,175,211,82,32,0,0,0,0,0,11,0,0,2,3,1,2,519
144,"PRIMARY SCHOOL NAYAPURWA",723,564,0,1287,330,232,0,562,545,0,189,219,96,35,1,0,0,0,0,13,2,1,0,2,2,2,562
145,"PRIMARY SCHOOL NAYAPURWA",529,412,0,941,210,154,0,364,361,0,88,196,51,13,2,0,0,0,0,7,1,0,1,1,0,4,364
146,"MAHBOOB ALI HIGHER SECONDARY SCHOOL",835,670,0,1505,335,243,0,578,565,0,87,206,47,224,5,0,0,0,0,1,3,1,0,2,0,2,578
147,"MAHBOOB ALI HIGHER SECONDARY SCHOOL",576,441,0,1017,228,138,0,366,341,0,47,164,35,109,1,0,0,0,0,2,0,0,3,1,1,3,366
148,"MAHBOOB ALI HIGHER SECONDARY SCHOOL",728,594,1,1323,267,187,0,454,422,0,48,53,81,268,0,0,0,0,0,1,1,0,2,0,0,0,454
149,"MAHBOOB ALI HIGHER SECONDARY SCHOOL",572,464,0,1036,215,195,0,410,385,0,29,109,61,190,0,0,0,1,1,10,0,0,2,3,0,4,410
150,"BOYS HIGHSCHOOL BIOLOGY VIBHAG ROOM NO.1",567,440,0,1007,223,150,0,373,318,0,24,219,73,38,0,0,1,0,0,13,0,0,0,1,0,4,373
151,"BOYS HIGHSCHOOL BIOLOGY VIBHAG ROOM NO.2",487,402,0,889,184,137,0,321,289,0,19,202,54,39,0,0,0,0,0,5,0,0,0,0,0,2,321
152,"BOYS HIGHSCHOOL BIOLOGY VIBHAG ROOM NO.3",406,327,1,734,192,101,0,293,241,0,35,170,42,40,0,0,0,0,0,2,0,1,0,1,1,1,293
153,"BOYS HIGHSCHOOL BIOLOGY VIBHAG ROOM NO.4",661,568,0,1229,324,270,0,594,568,0,46,342,116,75,0,1,0,0,0,7,0,1,0,0,0,6,594
154,"BOYS HIGHSCHOOL LIABRERY  VIBHAG",599,482,0,1081,221,178,0,399,399,0,27,254,48,60,0,0,0,0,0,8,0,1,0,0,1,0,399
155,"BOYS HIGHSCHOOL LIABRERY  VIBHAG",312,286,1,599,101,85,0,186,120,0,25,100,45,11,2,0,0,0,0,1,0,0,0,0,1,1,186
156,"BHARAT BHARTI VIDYALAYA SARKULAR ROAD NEWADA GANGA NAGAR ROOM NO. 1",692,538,0,1230,336,245,0,581,540,0,144,325,60,31,0,0,0,6,3,6,0,0,0,1,1,4,581
157,"BHARAT BHARTI VIDYALAYA SARKULAR ROAD NEWADA GANGA NAGAR ROOM NO. 1",543,398,0,941,197,150,0,347,260,0,91,197,30,15,0,0,0,3,0,8,0,2,0,0,0,1,347
158,"BHARAT BHARTI VIDYALAYA SARKULAR ROAD NEWADA GANGA NAGAR ROOM NO. 3",896,698,1,1595,428,300,0,728,631,0,211,357,65,56,0,1,0,10,1,11,1,2,4,0,1,8,728
159,"BHARAT BHARTI VIDYALAYA SARKULAR ROAD NEWADA GANGA NAGAR ROOM NO. 4",601,445,0,1046,246,173,0,419,370,0,102,218,32,43,2,0,2,2,1,12,3,0,0,0,1,1,419
160,"BHARAT BHARTI VIDYALAYA SARKULAR ROAD NEWADA GANGA NAGAR ROOM NO. 5",790,563,0,1353,392,218,0,610,600,0,184,313,68,21,0,0,0,4,0,9,0,3,0,3,0,5,610
161,"BHARAT BHARTI VIDYALAYA SARKULAR ROAD NEWADA GANGA NAGAR ROOM NO. 6",529,386,0,915,222,178,0,400,385,0,114,182,57,33,0,1,1,1,0,4,1,2,0,0,0,4,400
162,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 1",729,563,0,1292,316,225,0,541,435,0,132,240,84,69,0,0,0,1,0,4,0,1,0,2,2,6,541
163,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 2",698,559,0,1257,293,223,0,516,420,0,99,206,63,122,3,1,0,0,0,7,0,2,6,1,4,2,516
164,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 3",638,467,0,1105,260,192,0,452,404,0,54,109,87,192,2,0,0,1,0,5,0,1,0,0,0,1,452
165,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 4",514,419,0,933,235,155,0,390,350,0,34,119,107,119,0,1,0,0,0,1,2,1,0,1,1,4,390
166,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 5",800,611,0,1411,324,234,0,558,414,0,60,152,172,156,1,1,0,0,0,6,0,2,3,2,0,3,558
167,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 6",598,496,1,1095,249,157,0,406,340,0,74,169,92,60,1,1,0,1,1,5,0,2,0,0,0,0,406
168,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 7",652,506,0,1158,271,210,0,481,475,0,83,292,43,43,1,1,0,0,0,13,0,0,0,0,2,3,481
169,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 8",472,436,0,908,190,163,0,353,342,0,84,157,52,51,0,0,0,0,0,6,0,1,1,0,0,1,353
170,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 9",754,600,1,1355,282,188,0,470,460,0,82,243,66,73,0,0,0,0,0,1,0,0,0,0,0,5,470
171,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 10",662,505,2,1169,264,209,0,473,413,0,76,231,61,90,0,0,1,1,0,10,0,0,0,0,0,3,473
172,"PU.MA.VI. AVAM PRA. VI. RAJAPUR NAGAR ROOM NO. 11",589,450,1,1040,285,210,0,495,347,0,61,224,123,72,1,0,0,1,1,3,0,1,1,0,2,5,495
173,"MERY WARD SCHOOL RAJAPUR ROOM NO. 1",717,578,0,1295,339,272,0,611,602,0,210,248,81,52,1,0,0,3,0,6,3,2,0,0,0,5,611
174,"MERY WARD SCHOOL RAJAPUR ROOM NO. 2",405,337,0,742,134,198,0,332,310,0,61,150,73,40,0,0,0,1,2,4,0,0,0,0,0,1,332
175,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 1",842,628,0,1470,327,248,0,575,566,0,92,306,89,63,0,0,0,0,0,19,0,0,0,0,0,6,575
176,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 2",528,438,1,967,204,153,0,357,323,0,75,209,36,21,0,0,1,3,0,8,0,0,0,0,0,4,357
177,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 3",769,639,0,1408,352,267,0,619,605,0,131,317,97,54,0,0,0,0,0,14,1,0,0,0,0,5,619
178,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 4",534,448,0,982,221,185,0,406,406,0,69,217,67,34,1,0,0,0,0,12,0,1,1,1,0,3,406
179,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 5",685,506,1,1192,272,163,0,435,364,0,94,218,64,46,0,0,2,0,1,7,0,0,1,0,0,2,435
180,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 6",605,471,0,1076,229,168,0,397,393,0,96,220,44,14,0,0,0,2,0,9,1,1,0,2,3,5,397
181,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 7",698,529,0,1227,318,227,0,545,460,0,145,249,96,29,0,0,0,0,1,9,0,2,3,2,1,8,545
182,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 8",629,531,0,1160,270,204,0,474,440,0,140,217,72,38,0,0,0,1,0,3,0,0,0,1,1,1,474
183,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 9",962,740,0,1702,382,268,0,650,650,0,88,408,102,28,1,0,0,1,0,11,0,2,0,2,2,5,650
184,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 10",917,836,0,1753,339,300,0,639,639,0,82,412,80,43,0,0,0,0,0,15,1,0,0,1,2,3,639
185,"RISHIKUL UCHATAR MADHYAMIK VIDYALAY MUEIRROAD ROOM NO. 11",700,606,0,1306,350,300,0,650,608,0,82,420,82,33,0,0,0,1,0,23,1,0,0,1,2,5,650
186,"SWAMI VIVEKANAND VIDYALAYA JUNIAR HIGH SCHOOL ASHOK NAGAR",933,779,0,1712,468,394,0,862,862,0,105,511,150,63,0,1,1,0,1,15,2,2,0,1,0,10,862
187,"SWAMI VIVEKANAND VIDYALAYA JUNIAR HIGH SCHOOL ASHOK NAGAR",369,279,0,648,192,141,0,333,259,0,23,148,95,45,3,0,1,0,2,3,2,1,1,4,1,4,333
188,"CANTOMENT BOARD OFFICE",512,354,0,866,235,139,0,374,300,0,57,208,70,21,0,0,0,0,1,10,1,0,0,1,1,4,374
189,"CANTOMENT BOARD OFFICE",526,433,0,959,222,151,0,373,325,0,72,173,102,13,1,0,0,0,2,4,0,1,0,0,2,3,373
190,"MAHARSHI BALMIK INTER COLLAGE NAWAB YUSUF ROAD ROOM NO. 1",429,311,0,740,152,124,0,276,228,0,18,184,47,19,0,0,0,0,0,5,0,0,0,2,0,1,276
191,"MAHARSHI BALMIK INTER COLLAGE NAWAB YUSUF ROAD ROOM NO. 2",508,399,0,907,211,166,0,377,324,0,22,245,76,20,2,0,0,0,1,7,0,0,0,0,1,3,377
192,"MAHARSHI BALMIK INTER COLLAGE NAWAB YUSUF ROAD ROOM NO. 3",402,361,0,763,171,125,0,296,250,0,43,172,60,14,0,0,0,0,0,3,1,0,0,0,0,3,296
193,"MAHARSHI BALMIK INTER COLLAGE NAWAB YUSUF ROAD ROOM NO. 4",339,260,0,599,143,82,0,225,225,0,27,131,40,16,0,1,0,2,0,4,0,1,0,0,0,3,225
194,"MAHARSHI BALMIK INTER COLLAGE NAWAB YUSUF ROAD ROOM NO. 5",516,406,0,922,166,130,0,296,228,0,29,189,41,19,0,0,0,1,0,13,0,1,0,0,1,2,296
195,"RAJKIYA MAHILA INTER COLLAGE CIVIL LINES HALL PART 1",389,326,0,715,149,112,0,261,207,0,59,121,60,12,1,0,0,0,0,4,0,0,0,1,1,2,261
196,"RAJKIYA MAHILA INTER COLLAGE CIVIL LINES HALL PART 2",434,354,1,789,162,108,0,270,260,0,13,180,36,33,0,0,0,0,0,7,0,1,0,0,0,0,270
197,"RAJKIYA MAHILA INTER COLLAGE CIVIL LINES POORVI BHAG",357,255,0,612,79,51,0,130,57,0,19,76,21,5,0,0,0,1,0,6,0,0,0,1,1,0,130
198,"RAJKIYA MAHILA INTER COLLAGE CIVIL LINES PASCHIMI BHAG",683,515,0,1198,263,178,0,441,390,0,44,258,91,30,1,1,0,0,0,8,2,1,0,0,2,3,441
199,"ANGLO BANGALI INTER COLLAGE KAMLANEHRU ROAD ROOM NO. 1KA PRATHAM BHAG",402,307,1,710,184,125,0,309,252,0,28,174,83,13,0,0,0,0,0,11,0,0,0,0,0,0,309
200,"ANGLO BANGALI INTER COLLAGE KAMLANEHRU ROAD ROOM NO. 1KA DWITIYA BHAG",324,240,0,564,136,96,0,232,230,0,14,141,44,21,0,0,0,0,0,10,0,0,0,0,0,2,232
201,"ANGLO BANGALI INTER COLLAGE KAMLANEHRU ROAD ROOM NO.6",458,335,0,793,156,131,0,287,180,0,25,180,32,41,0,0,0,0,0,7,0,0,0,0,0,2,287
202,"ANGLO BANGALI INTER COLLAGE KAMLANEHRU ROAD ROOM NO.7 KA PRATHAM BHAG",196,145,0,341,68,52,0,120,117,0,12,83,17,6,0,0,0,0,0,2,0,0,0,0,0,0,120
203,"ANGLO BANGALI INTER COLLAGE KAMLANEHRU ROAD ROOM NO.7 KA DWITIYA BHAG",463,361,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"ANGLO BANGALI INTER COLLAGE KAMLANEHRU ROAD ROOM NO.3",360,307,0,667,163,125,0,288,242,0,10,73,71,125,1,0,0,0,0,4,1,0,0,2,0,1,288
205,"KARYALAYA JILA HOMGARD COMANDET T.V. SAPRU ROAD ALLHABAD ROOM NO. 1",613,383,0,996,222,153,0,375,328,0,29,263,55,20,0,1,0,3,1,1,0,1,0,0,1,0,375
206,"KARYALAYA JILA HOMGARD COMANDET T.V. SAPRU ROAD ALLHABAD ROOM NO. 2",634,462,1,1097,274,207,0,481,357,0,22,286,94,60,0,0,0,5,1,7,0,0,0,0,3,3,481
207,"KARYALAYA JILA HOMGARD COMANDET T.V. SAPRU ROAD ALLHABAD ROOM NO. 3",630,483,1,1114,362,244,0,606,572,0,66,394,102,24,2,0,0,0,1,9,2,2,0,0,3,1,606
208,"KARYALAYA JILA HOMGARD COMANDET T.V. SAPRU ROAD ALLHABAD ROOM NO. 4",667,687,0,1354,287,301,0,588,557,0,106,315,125,16,1,1,0,4,0,11,0,1,0,0,2,6,588
209,"KARYALAYA NAGRIK SURAKSHA ALLAHABAD KE BHAWAN ME ROOM NO.1",647,490,0,1137,268,208,0,476,458,0,30,271,82,72,1,0,2,0,2,7,1,0,2,0,0,6,476
210,"KARYALAYA NAGRIK SURAKSHA ALLAHABAD KE BHAWAN ME ROOM NO.2",837,754,0,1591,446,348,0,794,732,0,79,508,139,31,1,0,0,0,2,17,0,1,3,0,2,11,794
211,"KARYALAYA NAGRIK SURAKSHA ALLAHABAD KE BHAWAN ME ROOM NO.3",701,534,0,1235,342,222,0,564,560,0,40,346,106,44,0,0,0,0,0,14,0,1,4,3,3,3,564
212,"KARYALAYA NAGRIK SURAKSHA ALLAHABAD KE BHAWAN ME ROOM NO.4",893,710,0,1603,369,285,0,654,648,0,47,398,135,30,3,1,1,0,2,21,0,3,2,1,4,6,654
213,"JWALA DEVI INTER COLLAGE TASKAND MARG CIVIL LINE ROOM NO. 1",704,598,0,1302,328,271,0,599,596,0,38,410,106,21,1,0,0,0,0,15,1,0,2,0,0,5,599
214,"JWALA DEVI INTER COLLAGE TASKAND MARG CIVIL LINE ROOM NO. 2",376,372,0,748,97,95,0,192,180,0,14,149,16,7,0,0,0,0,0,5,0,0,0,0,0,1,192
215,"JWALA DEVI INTER COLLAGE TASKAND MARG CIVIL LINE ROOM NO. 3",623,503,1,1127,278,222,0,500,480,0,53,331,71,28,0,0,0,1,1,7,1,0,1,0,0,6,500
216,"JWALA DEVI INTER COLLAGE TASKAND MARG CIVIL LINE ROOM NO. 4",587,494,0,1081,223,194,0,417,390,0,25,267,85,31,1,0,0,1,0,7,0,0,0,0,0,0,417
217,"JWALA DEVI INTER COLLAGE TASKAND MARG CIVIL LINE ROOM NO. 5",497,448,0,945,194,180,0,374,345,0,20,278,51,9,0,0,0,0,0,6,0,1,0,0,3,6,374
218,"MATHDIST JUNIAR HIGH SCHOOL ADMASTEN ROAD POORVI BHAG ROOM NO. 6",593,506,0,1099,295,198,0,493,457,0,58,335,65,24,0,1,0,0,0,7,0,0,0,0,0,3,493
219,"MATHDIST JUNIAR HIGH SCHOOL ADMASTEN ROAD POORVI BHAG ROOM NO. 7",699,570,0,1269,336,284,0,620,620,0,69,309,128,91,1,0,0,1,2,9,1,2,0,4,1,2,620
220,"MATHDIST JUNIAR HIGH SCHOOL ADMASTEN ROAD POORVI BHAG ROOM NO. 8",648,557,0,1205,292,243,0,535,528,0,30,354,89,33,0,0,0,0,0,18,1,1,0,1,2,6,535
221,"MATHDIST JUNIAR HIGH SCHOOL ADMASTEN ROAD POORVI BHAG ROOM NO. 9",416,352,0,768,152,126,0,278,218,0,20,162,47,28,0,0,0,0,0,12,1,0,0,0,2,6,278
222,"MATHDIST JUNIAR HIGH SCHOOL ADMASTEN ROAD POORVI BHAG ROOM NO. 10",839,733,0,1572,410,334,0,744,734,0,71,447,144,40,0,1,0,0,1,28,1,1,0,3,0,7,744
223,"N.M.P.K.PA. BAKHTIYARI KATRA MADHYA BHAG",542,508,0,1050,265,219,0,484,434,0,124,168,52,131,0,0,0,0,1,3,0,0,1,0,1,3,484
224,"N.M.P.K.PA. BAKHTIYARI KATRA MADHYA BHAG",641,523,0,1164,316,245,0,561,498,0,11,358,74,109,1,0,0,0,0,4,0,0,1,1,0,2,561
225,"N.M.P.K.PA. BAKHTIYARI KATRA MADHYA BHAG",850,748,0,1598,355,281,0,636,624,0,23,19,212,364,2,0,0,0,1,4,0,0,1,3,1,6,636
226,"MERY LOOKAS SCHOOL DAKSHINI ROOM NO. 1 PRATHAM BHAG",955,741,1,1697,438,297,0,735,735,0,32,404,73,210,1,0,0,0,0,8,0,0,1,1,1,4,735
227,"MERY LOOKAS SCHOOL DAKSHINI ROOM NO. 1 DWITIYA BHAG",844,651,0,1495,358,260,0,618,618,0,15,323,191,73,0,0,0,0,0,6,0,1,0,0,0,9,618
228,"MERY LOOKAS SCHOOL DAKSHINI ROOM NO. 1",874,693,1,1568,410,248,0,658,558,0,52,361,127,100,2,0,0,0,2,9,0,0,1,0,1,3,658
229,"MERY LOOKAS SCHOOL DAKSHINI ROOM NO. 2",936,702,0,1638,417,285,0,702,700,0,76,434,80,82,0,2,0,0,0,15,0,0,3,1,2,7,702
230,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 1",448,378,0,826,175,132,0,307,256,0,23,191,47,35,0,0,0,0,0,6,0,1,1,0,0,3,307
231,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 2",407,257,0,664,176,93,0,269,260,0,13,192,44,13,1,0,0,0,0,2,0,0,0,0,0,4,269
232,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 3",631,477,0,1108,217,145,0,362,340,0,24,261,34,37,0,0,0,1,0,1,0,0,0,2,1,1,362
233,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 4",730,621,0,1351,298,232,0,530,516,0,20,347,75,68,0,0,0,0,1,11,0,1,0,0,1,6,530
234,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 5",518,421,0,939,209,188,0,397,325,0,18,271,44,52,0,0,0,0,0,10,0,0,1,0,0,1,397
235,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 6",921,679,0,1600,381,237,0,618,610,0,37,278,93,196,0,0,0,0,2,5,1,0,2,0,0,4,618
236,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 7",741,592,0,1333,346,232,0,578,578,0,11,398,62,104,0,0,0,0,0,1,0,0,0,0,0,2,578
237,"BISHAP JONSON GIRLS INTER COLLAGE KATRA ROOM NO. 1",819,627,0,1446,382,270,0,652,645,0,28,361,128,126,0,0,0,0,1,3,0,0,1,0,1,3,652
238,"BISHAP JONSON GIRLS INTER COLLAGE KATRA ROOM NO. 2",699,558,0,1257,284,192,0,476,473,0,21,273,48,128,0,0,0,0,0,4,0,0,0,0,0,2,476
239,"BISHAP JONSON GIRLS INTER COLLAGE KATRA ROOM NO. 3",815,616,0,1431,298,211,0,509,505,0,12,311,69,102,1,0,0,1,1,7,0,0,0,0,1,4,509
240,"MERY WANA MEKAR KANYA JUNIAR HIGH SCHOOL ROOM NO. 11",894,675,0,1569,403,261,0,664,660,0,6,464,76,95,1,0,0,0,0,8,0,0,3,0,1,10,664
241,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ ROOM NO. 1",752,593,0,1345,330,229,0,559,545,0,101,311,65,63,1,0,0,0,1,6,2,1,4,1,1,2,559
242,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ ROOM NO. 2",584,560,0,1144,296,263,0,559,534,0,13,442,63,25,0,0,0,0,0,8,0,0,1,0,3,4,559
243,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ PASHCHIMI BHAG PRATHAM ROOM NO. 3",767,617,1,1385,352,214,0,566,543,0,37,286,113,122,1,0,0,0,0,4,0,0,0,0,0,3,566
244,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ PASHCHIMI BHAG DWITIYA ROOM NO. 4",765,604,0,1369,398,276,0,674,650,0,20,492,102,39,0,1,1,1,0,10,0,0,1,0,2,5,674
245,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ PASHCHIMI BHAG DWITIYA ROOM NO. 5",337,280,0,617,170,125,0,295,239,0,16,203,44,23,0,0,0,0,0,4,1,0,0,1,2,1,295
246,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ PASHCHIMI MADHYA BHAG DWITIYA ROOM NO. 6",752,659,0,1411,358,257,0,615,610,0,25,373,128,51,0,0,1,0,1,23,0,0,4,1,2,6,615
247,"SENT ANTHONY SCHOOL PRIMARY SCHOOL KARNALGANJ  ROOM NO. 7",1059,833,0,1892,441,390,0,831,831,0,47,542,108,103,0,0,0,1,1,14,0,1,0,1,10,3,831
248,"SENT ANTHONI CONVENT SCHOOL INTER VIDYALAY KARNELGANJ UTTERI MADHY BHAG PRATHAM KAMRA N.1",858,676,0,1534,378,254,0,632,621,0,29,434,105,38,0,0,0,0,1,14,0,0,1,1,3,6,632
249,"SENT ANTHONI CONVENT SCHOOL INTER VIDYALAY KARNELGANJ UTTERI MADHY BHAG PRATHAM KAMRA N.2",353,318,0,671,173,162,0,335,323,0,20,267,20,13,0,0,1,0,0,7,1,0,0,1,0,5,335
250,"SENT ANTHONI CONVENT SCHOOL INTER VIDYALAY KARNELGANJ UTTERI MADHY BHAG PRATHAM KAMRA N.3",732,497,0,1229,255,130,0,385,355,0,24,278,42,29,0,0,0,0,0,8,0,0,0,0,0,4,385
251,"SENT ANTHONI CONVENT SCHOOL INTER VIDYALAY KARNELGANJ UTTERI MADHY BHAG1 PRATHAM KAMRA N.4",411,266,0,677,182,115,0,297,280,0,7,228,25,27,0,0,0,0,0,5,0,0,0,1,0,4,297
252,"SENT ANTHONI CONVENT SCHOOL INTER VIDYALAY K०००ARNELGANJ SOUTH  MADHY BHAG PRATHAM KAMRA N.5",818,682,1,1501,366,313,0,679,679,0,108,333,165,48,1,0,1,1,1,15,0,0,0,1,0,5,679
253,"N.M.PA SCHOOL BOOCHADKHANA KARNELGANJ",530,428,0,958,165,151,0,316,310,0,10,229,47,18,0,0,0,0,0,7,0,1,0,2,0,2,316
254,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KA UTTER BHAG KAMRA N.1",608,458,0,1066,319,170,0,489,487,0,62,238,87,76,1,0,1,0,0,11,1,1,1,2,3,5,489
255,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KA UTTER BHAG KAMRA N.2",311,262,0,573,150,73,0,223,200,0,34,133,27,19,0,0,0,0,0,4,0,1,0,2,1,2,223
256,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KA PURBI BHAG KAMRA N.1",695,649,0,1344,324,292,0,616,612,0,61,357,82,82,2,1,0,1,0,19,3,1,0,0,1,6,616
257,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KASOUTH  BHAG KAMRA N.4",889,796,0,1685,429,375,0,804,772,0,38,626,75,23,0,0,0,0,0,25,1,1,1,0,1,13,804
258,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KA UTTER BHAG KAMRA N.5",958,818,0,1776,390,371,0,761,761,0,89,520,60,66,0,0,0,1,1,15,1,1,0,0,0,7,761
259,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KASOUTH  BHAG KAMRA N.6",402,334,0,736,162,136,0,298,245,0,18,237,19,13,0,0,0,0,0,8,0,1,0,1,0,1,298
260,"KARNELGANJ INTER COLLEGE TAIGOR TOWN PURVI BHAG KA SOUTH BHAG KAMRA N.7",928,714,1,1643,337,243,0,580,560,0,150,312,52,39,0,0,0,1,0,16,0,1,0,0,4,5,580
261,"JAGAT TARAN GOLDEN JUBALI PRA.SCHOOL GORGE TOWN NORTH BHAG 1 KAMRA N.1",823,577,1,1401,427,285,0,712,702,0,49,452,88,83,1,1,1,1,1,20,0,0,0,1,4,10,712
262,"JAGAT TARAN GOLDEN JUBALI PRA.SCHOOL GORGE TOWN NORTH BHAG 1 KAMRA N.2",593,434,0,1027,243,197,0,440,399,0,23,348,30,20,0,0,0,1,1,14,0,0,0,0,1,2,440
263,"JAGAT TARAN GOLDEN JUBALI PRA.SCHOOL GORGE TOWN NORTH BHAG 1 KAMRA N.3",742,587,0,1329,336,250,0,586,566,0,54,408,45,52,0,0,0,0,0,16,0,0,0,0,3,8,586
264,"JAGAT TARAN GOLDEN JUBALI PRA.SCHOOL GORGE TOWN WEST BHAG 1 KAMRA N.4",1041,818,0,1859,451,378,0,829,829,0,50,601,71,73,1,0,0,0,0,25,0,0,1,0,3,4,829
