"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
156,"PRIMARY SCHOOL ROOM NO.2",712,499,0,1211,357,256,0,613,611,0,126,121,7,349,2,0,0,3,0,1,0,0,1,1,0,2,613
157,"PRIMARY SCHOOL ROOM NO.1",728,612,1,1341,560,439,0,999,990,0,755,172,2,36,0,1,2,0,1,1,0,0,0,0,2,27,999
158,"PRIMARY SCHOOL ROOM NO.2",634,555,0,1189,528,442,0,970,962,0,920,14,1,8,1,0,0,0,1,0,0,0,1,1,3,20,970
159,"PRIMARY SCHOOL",209,207,0,416,199,202,0,401,401,0,0,0,0,400,0,0,0,0,0,0,1,0,0,0,0,0,401
160,"PRIMARY SCHOOL",838,699,0,1537,613,546,0,1159,1149,0,188,129,3,814,5,0,0,1,0,1,5,3,1,2,2,5,1159
161,"PRIMARY SCHOOL",207,179,0,386,181,154,0,335,328,0,30,28,1,276,0,0,0,0,0,0,0,0,0,0,0,0,335
162,"PRIMARY SCHOOL",664,652,0,1316,489,510,0,999,998,0,89,110,8,769,5,0,0,1,0,1,1,1,4,3,3,4,999
163,"JUNIOR HIGH SCHOOL",720,631,0,1351,493,529,0,1022,1022,0,320,245,6,416,2,3,4,0,2,0,2,2,2,4,6,8,1022
164,"PRIMARY SCHOOL",346,316,0,662,295,267,0,562,557,0,447,5,22,84,1,0,0,0,0,1,0,0,0,1,0,1,562
165,"PRIMARY SCHOOL",624,568,0,1192,548,466,0,1014,1014,0,743,197,3,31,0,1,0,0,0,1,0,2,3,2,6,25,1014
166,"PRIMARY SCHOOL",465,452,0,917,400,366,0,766,766,0,702,45,5,8,0,0,0,0,0,0,0,0,1,0,1,4,766
167,"PRIMARY SCHOOL",463,459,0,922,401,384,0,785,785,0,398,364,6,4,0,3,1,0,0,0,0,0,1,0,4,4,785
168,"PRIMARY SCHOOL",643,589,0,1232,615,538,0,1153,1150,0,28,216,3,898,2,0,1,0,0,0,0,1,1,0,2,1,1153
169,"PRIMARY SCHOOL",743,688,0,1431,638,579,0,1217,1214,0,19,16,4,1171,7,0,0,0,0,0,0,0,0,0,0,0,1217
170,"PRIMARY SCHOOL",284,271,0,555,252,228,0,480,460,0,452,22,0,3,0,0,0,0,0,0,1,0,0,0,0,2,480
171,"PRIMARY SCHOOL",494,402,0,896,415,370,0,785,785,0,467,278,3,30,1,0,3,0,0,0,0,0,0,0,2,1,785
172,"PRIMARY SCHOOL",377,346,0,723,323,287,0,610,541,0,338,31,5,221,2,1,1,0,0,1,1,1,2,3,0,3,610
173,"PRIMARY SCHOOL",595,558,0,1153,503,481,0,984,984,0,834,17,7,110,4,0,0,0,1,0,0,1,1,1,0,8,984
174,"PRIMARY SCHOOL",321,293,0,614,268,232,0,500,493,0,439,18,8,32,1,0,0,0,0,0,0,0,0,0,0,2,500
175,"PRIMARY SCHOOL",693,614,0,1307,482,440,0,922,922,0,456,86,19,323,1,1,0,0,0,9,2,3,1,3,5,13,922
176,"KANYA PATHSHALA ROOM NO.1",511,427,0,938,406,321,0,727,724,0,541,118,9,45,1,1,0,1,2,5,1,0,0,0,1,2,727
177,"KANYA PATHSHALA ROOM NO.2",478,411,0,889,392,330,0,722,719,0,257,443,5,2,0,1,1,0,0,2,0,0,0,0,4,7,722
178,"PRIMARY SCHOOL",654,539,0,1193,477,339,0,816,800,0,336,221,6,238,2,1,0,0,1,1,1,0,4,1,1,3,816
179,"PRIMARY SCHOOL",625,569,0,1194,458,447,0,905,866,0,501,252,13,113,3,2,2,0,0,2,1,0,1,2,2,11,905
180,"PRIMARY SCHOOL",186,176,1,363,182,130,0,312,309,0,220,36,18,33,0,0,0,0,0,0,1,0,0,0,0,4,312
181,"PRIMARY SCHOOL",478,435,0,913,391,351,0,742,622,0,358,93,5,282,0,1,0,0,0,1,0,0,1,0,0,1,742
182,"PRIMARY SCHOOL",652,606,0,1258,522,503,0,1025,985,0,839,37,16,125,0,0,0,0,1,0,0,1,1,0,1,4,1025
183,"PRIMARY SCHOOL ROOM NO.1",511,400,0,911,366,281,0,647,643,0,378,156,8,99,1,0,0,1,1,0,0,0,0,0,0,3,647
184,"PRIMARY SCHOOL ROOM NO.2",412,373,0,785,303,260,0,563,560,0,308,32,3,207,0,0,1,0,0,2,0,2,1,1,2,4,563
185,"PRIMARY SCHOOL",798,679,0,1477,570,529,0,1099,1098,0,616,330,17,119,1,3,0,0,0,1,0,0,1,0,2,9,1099
186,"PRIMARY SCHOOL",638,579,0,1217,524,466,0,990,951,0,10,27,4,931,3,0,2,0,0,2,0,1,7,1,1,1,990
187,"PRIMARY SCHOOL",352,320,0,672,315,304,0,619,615,0,202,43,1,362,1,2,1,0,0,0,1,0,2,1,2,1,619
188,"PRIMARY SCHOOL ROOM NO.1",463,431,0,894,392,373,0,765,765,0,0,4,6,749,0,0,0,0,0,0,2,0,1,2,0,1,765
189,"PRIMARY SCHOOL ROOM NO.2",487,432,0,919,421,335,0,756,756,0,3,11,2,729,3,0,3,0,0,0,0,2,1,1,0,1,756
190,"JUNIOR HIGH SCHOOL",622,581,0,1203,462,463,0,925,922,0,28,25,4,860,3,0,0,1,1,0,1,1,0,0,0,1,925
191,"PRIMARY SCHOOL",607,512,0,1119,470,418,0,888,855,0,187,163,10,510,0,0,1,1,1,0,1,0,4,2,3,5,888
192,"PRIMARY SCHOOL",348,289,0,637,237,244,0,481,479,0,99,4,2,361,0,0,3,0,0,0,0,1,2,2,0,7,481
193,"PRIMARY SCHOOL",613,545,0,1158,473,441,0,914,991,0,438,300,3,155,1,0,1,0,0,0,0,1,5,2,1,7,914
194,"PRIMARY SCHOOL",721,620,0,1341,529,502,0,1031,1023,0,243,230,5,530,3,0,0,2,0,1,3,2,1,2,2,7,1031
195,"PRIMARY SCHOOL",420,394,0,814,335,338,0,673,656,0,314,121,4,222,1,0,1,0,0,0,0,0,1,0,0,9,673
196,"PRIMARY SCHOOL",547,475,0,1022,449,373,0,822,822,0,3,1,4,793,7,0,1,1,0,0,1,1,7,1,0,2,822
197,"PRIMARY SCHOOL",599,560,0,1159,483,423,0,906,904,0,7,105,1,771,9,1,1,0,1,0,1,2,2,0,1,4,906
198,"PRIMARY SCHOOL",799,701,0,1500,613,514,0,1127,1122,0,132,170,3,771,14,2,1,0,0,3,3,6,5,1,7,9,1127
199,"PRIMARY SCHOOL ROOM NO.1",516,450,0,966,398,335,0,733,730,0,11,67,2,649,1,0,0,0,0,0,3,0,0,0,0,0,733
200,"PRIMARY SCHOOL ROOM NO.2",556,488,0,1044,478,358,0,836,800,0,77,212,7,524,3,1,2,1,0,0,1,0,3,0,1,4,836
201,"PRIMARY SCHOOL",642,510,1,1153,457,379,0,836,832,0,98,90,8,632,3,1,0,0,0,0,0,0,1,2,0,1,836
202,"PRIMARY SCHOOL",547,432,0,979,402,345,0,747,742,0,251,463,3,11,1,1,1,0,2,0,0,0,1,1,5,7,747
203,"PRIMARY SCHOOL ROOM NO.1",504,432,0,936,334,292,0,626,610,0,395,44,1,177,2,1,0,1,0,0,0,0,0,0,1,4,626
204,"PRIMARY SCHOOL ROOM NO.2",446,370,0,816,335,273,0,608,518,0,437,46,4,99,1,1,2,1,1,0,0,0,2,1,2,11,608
205,"PRIMARY SCHOOL ROOM NO.1",568,496,0,1064,420,446,0,866,866,0,6,14,1,816,12,1,1,1,0,0,2,2,1,0,1,8,866
206,"PRIMARY SCHOOL ROOM NO.2",396,311,0,707,300,251,0,551,547,0,34,20,2,489,3,0,0,0,0,0,0,0,2,0,1,0,551
207,"PRIMARY SCHOOL",675,540,0,1215,538,437,0,975,973,0,470,226,6,252,1,2,0,0,1,0,0,0,3,1,3,10,975
208,"PRIMARY SCHOOL",422,392,0,814,410,352,0,762,760,0,77,3,4,674,2,0,0,0,1,0,0,0,1,0,0,0,762
209,"PRIMARY SCHOOL ROOM NO.1",421,389,0,810,291,246,0,537,535,0,13,112,2,400,3,0,1,1,0,0,0,0,2,0,1,2,537
210,"PRIMARY SCHOOL ROOM NO.2",382,336,0,718,236,234,0,470,450,0,118,29,2,314,1,1,0,0,0,0,0,2,1,0,0,2,470
211,"PRIMARY SCHOOL",719,615,0,1334,513,472,0,985,983,0,189,82,2,693,1,1,2,0,1,2,3,1,1,1,0,6,985
212,"PRIMARY SCHOOL ROOM NO.1",490,425,0,915,393,345,0,738,700,0,42,70,4,602,3,1,0,0,0,0,4,0,7,2,3,0,738
213,"PRIMARY SCHOOL ROOM NO.2",551,479,0,1030,466,397,0,863,863,0,14,15,5,805,5,1,0,0,2,0,4,0,5,1,0,6,863
214,"PRIMARY SCHOOL",891,694,1,1586,591,502,0,1093,1090,0,64,82,4,922,5,0,1,0,1,0,4,0,6,2,0,2,1093
215,"PRIMARY SCHOOL",735,629,0,1364,530,503,0,1033,993,0,9,141,7,856,3,1,1,0,0,0,2,1,2,4,2,4,1033
216,"PRIMARY SCHOOL ROOM NO.1",735,651,0,1386,403,367,0,770,761,0,438,54,8,262,1,0,0,0,0,0,0,0,2,0,1,4,770
217,"PRIMARY SCHOOL ROOM NO.2",424,331,0,755,262,199,0,461,457,0,170,29,3,253,0,0,0,0,0,0,3,0,1,0,1,1,461
218,"PURV MADHYMIK VIDHALY ROOM NO.1",455,399,0,854,266,225,0,491,479,0,29,19,6,423,1,0,1,2,0,0,2,0,5,1,1,1,491
219,"PURV MADHYMIK VIDHALY ROOM NO.2",480,465,0,945,304,303,0,607,604,0,42,163,3,385,2,1,2,0,0,1,4,2,1,0,0,1,607
220,"PURV MADHYMIK VIDHALY ROOM NO.3",530,401,0,931,338,205,0,543,498,0,75,53,2,405,2,0,1,0,1,0,0,0,0,1,0,3,543
221,"PURV MADHYMIK VIDHALY ROOM NO.4",453,394,0,847,291,270,0,561,561,0,70,101,5,377,2,0,0,0,0,0,2,0,0,0,3,1,561
222,"BLOCK OFFICE ROOM NO.1",736,669,0,1405,500,449,0,949,948,0,244,309,4,367,4,1,2,1,0,0,7,0,6,0,1,3,949
223,"BLOCK OFFICE ROOM NO.2",513,453,0,966,298,251,0,549,547,0,28,34,1,480,1,0,0,0,1,0,2,0,0,0,1,1,549
224,"BLOCK OFFICE ROOM NO.3",456,426,0,882,298,273,0,571,565,0,242,17,5,304,0,0,0,0,0,0,1,0,1,0,0,1,571
225,"BLOCK OFFICE ROOM NO.6",583,515,0,1098,340,288,0,628,615,0,119,118,4,371,2,0,0,0,0,1,3,2,1,1,1,5,628
226,"PRIMARY SCHOOL",345,295,0,640,288,238,0,526,522,0,418,6,1,92,0,0,0,1,0,0,0,0,0,1,1,6,526
227,"PRIMARY SCHOOL",554,460,0,1014,461,350,0,811,809,0,472,176,2,150,1,0,0,0,1,0,0,1,2,3,0,3,811
228,"PRIMARY SCHOOL",547,447,0,994,458,383,0,841,839,0,498,116,2,210,2,0,0,0,0,1,0,0,2,2,0,8,841
229,"PRIMARY SCHOOL ROOM NO.1",539,485,0,1024,399,421,0,820,820,0,81,6,5,714,3,1,1,0,0,0,2,2,3,0,0,2,820
230,"PRIMARY SCHOOL ROOM NO.2",489,426,0,915,366,340,0,706,705,0,44,51,18,582,1,0,0,0,0,1,1,0,7,0,0,1,706
231,"PRIMARY SCHOOL ROOM NO.1",559,480,0,1039,423,382,0,805,802,0,677,18,2,58,0,0,2,0,0,30,0,1,1,6,3,7,805
232,"PRIMARY SCHOOL ROOM NO.2",508,455,0,963,411,349,0,760,740,0,456,238,2,41,1,1,0,0,0,10,0,1,1,0,1,8,760
233,"PRIMARY SCHOOL",200,158,0,358,195,142,0,337,334,0,323,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,337
234,"SUSHILA DEVI INTER COLLEGE ROOM NO.1",732,704,0,1436,516,506,0,1022,1020,0,117,448,11,417,8,0,1,1,1,0,2,1,2,1,7,5,1022
235,"SUSHILA DEVI INTER COLLEGE ROOM NO.2",627,598,0,1225,454,429,0,883,729,0,339,523,2,7,1,3,1,0,0,4,0,0,0,0,1,2,883
236,"SUSHILA DEVI INTER COLLEGE ROOM NO.3",786,714,0,1500,548,483,0,1031,1028,0,426,21,1,555,4,2,0,1,1,3,0,0,2,0,0,15,1031
237,"SUSHILA DEVI INTER COLLEGE ROOM NO.4",524,440,0,964,354,275,0,629,625,0,205,54,6,349,1,6,0,1,0,1,0,0,2,0,0,4,629
238,"SUSHILA DEVI INTER COLLEGE ROOM NO.5",387,321,0,708,270,197,0,467,400,0,24,4,3,420,1,1,2,0,0,0,1,0,2,1,3,5,467
239,"PRIMARY SCHOOL",386,285,0,671,339,252,0,591,589,0,484,2,0,105,0,0,0,0,0,0,0,0,0,0,0,0,591
240,"PRIMARY SCHOOL",317,282,0,599,294,240,0,534,531,0,472,33,0,22,0,0,0,0,0,1,1,0,0,1,1,3,534
241,"PRIMARY SCHOOL",808,692,0,1500,624,540,0,1164,1159,0,477,219,7,423,6,2,1,0,0,1,1,3,10,1,4,9,1164
242,"PRIMARY SCHOOL",371,327,0,698,264,250,0,514,444,0,17,125,1,308,0,48,2,2,0,1,1,0,5,1,0,3,514
243,"PRIMARY SCHOOL ROOM NO.1",584,585,0,1169,421,422,0,843,843,0,10,3,5,816,4,0,0,1,1,0,0,0,2,0,1,0,843
244,"PRIMARY SCHOOL ROOM NO.2",598,590,0,1188,456,448,0,904,904,0,314,126,7,440,3,3,0,1,0,0,3,0,2,0,0,5,904
245,"PRIMARY SCHOOL",699,594,0,1293,519,471,0,990,989,0,26,115,4,826,1,3,0,0,0,1,0,2,5,3,1,3,990
246,"PRIMARY SCHOOL",588,483,0,1071,456,388,0,844,843,0,17,39,6,769,2,0,0,0,0,0,4,0,3,1,1,2,844
247,"PRIMARY SCHOOL ROOM NO.1",521,442,0,963,397,339,0,736,736,0,3,11,2,714,3,1,0,1,0,0,0,0,1,0,0,0,736
248,"PRIMARY SCHOOL ROOM NO.2",635,524,0,1159,463,370,0,833,830,0,41,26,3,753,2,0,1,0,2,0,1,1,1,0,2,0,833
249,"PRIMARY SCHOOL ROOM NO.1",781,638,0,1419,571,464,0,1035,1020,0,6,44,9,941,4,3,1,3,1,1,2,3,5,3,1,8,1035
250,"PRIMARY SCHOOL ROOM NO.2",812,701,0,1513,615,526,0,1141,1138,0,3,26,4,1085,5,0,1,0,1,1,5,0,2,2,1,5,1141
251,"PRIMARY SCHOOL ROOM NO.1",580,517,0,1097,460,383,0,843,841,0,83,94,1,659,0,1,0,0,0,0,2,0,1,0,0,2,843
252,"PRIMARY SCHOOL ROOM NO.2",430,385,0,815,327,300,0,627,623,0,19,2,4,592,0,1,0,0,0,0,1,0,7,0,1,0,627
253,"PRIMARY SCHOOL",387,349,0,736,311,287,0,598,598,0,204,103,0,286,1,1,0,1,0,0,0,0,0,0,1,1,598
254,"PRIMARY SCHOOL ROOM NO.1",352,317,0,669,239,241,0,480,476,0,97,75,1,296,0,0,0,0,0,0,2,0,3,2,0,4,480
255,"PRIMARY SCHOOL ROOM NO.2",536,441,0,977,377,327,0,704,701,0,17,162,0,506,4,0,2,1,0,0,1,0,1,0,2,8,704
256,"PRIMARY SCHOOL",413,350,0,763,359,309,0,668,668,0,222,11,3,414,0,0,1,0,0,0,0,0,6,0,0,11,668
257,"JANTA INTER COLLEGE ROOM NO.1",670,572,0,1242,481,370,0,851,850,0,641,187,2,2,0,0,0,0,0,0,1,1,1,0,2,14,851
258,"JANTA INTER COLLEGE ROOM NO.2",586,500,0,1086,423,338,0,761,761,0,725,10,1,8,4,0,2,1,3,0,0,0,1,2,3,1,761
259,"JANTA INTER COLLEGE ROOM NO.3",637,527,0,1164,375,365,0,740,738,0,99,278,2,336,2,2,0,0,0,2,0,2,2,1,6,8,740
260,"JANTA INTER COLLEGE ROOM NO.4",614,462,0,1076,376,301,0,677,614,0,424,4,0,236,3,0,0,0,0,1,0,2,1,0,2,4,677
261,"JANTA INTER COLLEGE ROOM NO.5",467,355,0,822,317,242,0,559,555,0,168,103,2,280,1,2,0,2,0,0,1,0,0,0,0,0,559
262,"JANTA INTER COLLEGE ROOM NO.6",449,346,0,795,293,232,0,525,525,0,168,13,2,327,2,0,0,2,0,1,1,1,1,1,2,4,525
263,"PRIMARY SCHOOL",618,524,0,1142,484,413,0,897,893,0,67,447,6,359,0,0,0,0,1,0,0,2,3,2,6,4,897
264,"PRIMARY SCHOOL",486,455,0,941,342,335,0,677,673,0,28,390,7,228,5,0,2,2,0,0,1,0,2,4,8,0,677
265,"PRIMARY SCHOOL",743,587,0,1330,573,441,0,1014,1013,0,85,583,6,303,2,0,1,1,0,1,4,2,4,3,12,7,1014
266,"PRIMARY SCHOOL",567,529,0,1096,483,438,0,921,920,0,666,68,1,176,2,1,0,0,0,1,2,0,1,0,0,3,921
267,"PRIMARY SCHOOL ROOM NO.1",424,366,0,790,267,258,0,525,512,0,175,64,3,266,3,0,0,1,0,1,0,1,1,0,1,9,525
268,"PRIMARY SCHOOL ROOM NO.3",380,346,0,726,301,250,0,551,548,0,58,1,1,482,3,0,0,1,0,1,2,0,1,0,0,1,551
269,"PRIMARY SCHOOL ROOM NO.2",339,265,0,604,196,109,0,305,303,0,7,1,12,268,0,0,0,16,0,0,0,0,0,0,1,0,305
270,"KANYA JUNIOR HIGH SCHOOL",739,579,0,1318,447,367,0,814,807,0,176,7,7,612,1,0,0,0,1,0,3,0,2,3,1,1,814
