"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
115,"PRIMARY SCHOOL  GARHI THANA R.NO.1",160,144,0,304,130,120,0,250,114,0,0,79,7,158,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,250
116,"PRIMARY SCHOOL  CHITORA R.NO.1",636,538,0,1174,397,271,0,668,10,0,5,275,59,256,5,1,0,2,0,0,0,1,2,7,2,3,2,6,6,10,0,0,5,2,0,5,5,3,6,668
117,"PRIMARY SCHOOL  CHITORA R.NO.2",584,492,0,1076,440,326,0,766,11,0,5,285,97,350,0,0,0,1,2,0,1,6,1,5,2,2,1,1,1,0,0,1,0,3,1,0,1,0,0,766
118,"PURVA MIDDLE SCHOOL  CHITORA R.NO.1",280,236,0,516,189,141,0,330,57,0,1,152,46,108,1,0,0,2,0,0,0,0,0,1,2,1,0,3,0,2,0,0,1,1,0,7,0,1,1,330
119,"PRIMARY SCHOOL  GARHI DHARJEET R.NO.1",166,129,0,295,155,112,0,267,11,0,11,179,68,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,267
120,"PRIMARY SCHOOL  GARHI GUSAIN R.NO.1",270,220,0,490,195,157,0,352,2,0,1,41,27,227,3,1,0,0,0,0,32,3,3,2,0,3,0,1,1,2,1,0,0,1,0,1,1,1,0,352
121,"PRIMARY SCHOOL  SUDRAI R.NO.1",564,490,0,1054,408,267,0,675,57,0,3,278,154,185,1,0,0,1,1,0,2,1,2,7,2,4,0,1,4,3,1,0,0,3,1,8,10,2,1,675
122,"PRIMARY SCHOOL  SHANKAR PUR R.NO.1",246,205,0,451,214,160,0,374,59,0,1,0,0,355,2,1,0,0,0,0,0,1,0,0,0,2,0,0,1,5,0,0,1,0,0,0,1,0,4,374
123,"PRIMARY SCHOOL  MADI (KOULARI)R.NO.1",369,315,0,684,300,233,0,533,2,0,1,154,30,313,1,0,1,4,0,0,0,0,3,3,0,2,1,2,1,5,0,0,2,1,0,3,2,1,3,533
124,"PRIMARY SCHOOL  KAULARI R.NO.1",555,463,0,1018,458,304,0,762,365,0,4,254,130,358,2,1,0,2,0,0,0,3,0,0,0,1,0,2,1,1,0,0,2,0,0,0,1,0,0,762
125,"PURVA MIDDLE SCHOOL  UNCHA R.NO.1",677,503,0,1180,574,200,0,774,25,0,3,556,81,96,0,0,0,1,0,0,0,0,2,4,1,1,1,7,1,2,0,0,3,4,1,2,3,2,3,774
126,"PURVA MIDDLE SCHOOL  UNCHA R.NO.2",609,520,0,1129,431,280,0,711,3,0,7,492,54,124,0,2,1,2,2,0,1,0,1,9,4,2,0,3,0,1,0,0,0,0,0,2,4,0,0,711
127,"PRIMARY SCHOOL  BANGURI R.NO.1",450,391,0,841,324,244,0,568,4,0,2,332,64,129,1,1,0,6,0,1,0,2,1,4,5,7,1,1,0,1,1,1,2,0,2,0,1,1,2,568
128,"PRIMARY SCHOOL  BANGURI R.NO.2",414,329,0,743,321,231,0,552,8,0,0,280,31,219,3,0,0,1,0,1,1,0,0,2,1,1,0,1,3,3,0,0,1,1,0,0,2,1,0,552
129,"PRIMARY SCHOOL  LAKHAN PUR R.NO.1",247,217,0,464,198,158,0,356,10,0,0,294,27,31,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
130,"PRIMARY SCHOOL  PAVSAR R.NO.1",572,482,0,1054,395,269,0,664,18,0,4,401,95,130,2,2,0,3,0,1,0,1,2,5,7,4,0,0,0,1,0,0,0,1,0,0,1,1,3,664
131,"PRIMARY SCHOOL  SEVLA GORVA R.NO.1",530,411,0,941,403,280,0,683,80,0,8,284,56,289,3,0,1,0,1,1,1,2,2,4,6,2,0,2,1,3,0,2,0,3,1,2,5,2,2,683
132,"PRIMARY SCHOOL  GARHI THAKUR DAS R.NO.1",132,105,0,237,94,71,0,165,56,0,1,113,23,19,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,165
133,"PRIMARY SCHOOL  KAULARA KALAN R.NO.1",459,386,0,845,340,180,0,520,3,0,9,266,181,43,1,1,1,2,0,0,0,0,3,4,1,1,0,0,1,0,0,0,0,1,0,0,3,1,1,520
134,"PRIMARY SCHOOL  KAULARA KALAN R.NO.2",350,292,0,642,224,152,0,376,4,0,3,194,130,30,1,0,0,1,0,0,0,1,1,1,1,3,0,1,0,0,0,0,1,0,1,1,2,2,2,376
135,"PURVA MIDDLE SCHOOL KAULARA KALAN R.NO.1",392,310,0,702,209,147,0,356,8,0,2,95,121,115,1,0,0,1,1,0,1,0,1,4,0,0,0,2,2,2,0,0,1,0,2,0,3,1,1,356
136,"PRIMARY SCHOOL  MADHI R.N.1",809,683,0,1492,504,397,0,901,180,0,7,314,310,202,8,2,0,10,1,2,2,3,2,8,3,8,2,1,3,0,0,0,0,1,1,4,4,3,0,901
137,"PRIMARY SCHOOL  NAGRIYA R.NO.1",602,521,0,1123,494,364,0,858,14,0,2,34,763,41,0,0,1,0,0,0,0,0,1,0,2,0,2,0,6,2,0,0,0,0,0,2,1,0,1,858
138,"PRIMARY SCHOOL PUTHA JHEEL KAULARAKALAN R.NO.1",240,210,0,450,178,124,0,302,3,0,3,199,45,35,2,0,0,0,0,0,0,0,0,1,3,1,0,0,4,0,0,0,0,4,0,1,3,0,1,302
139,"PRIMARY SCHOOL  GARHI SHISUPAL R.NO.1",336,237,0,573,237,178,0,415,4,0,4,242,70,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,415
140,"PRIMARY SCHOOL  MUTNAI R.NO.1",564,443,0,1007,401,299,0,700,3,0,6,197,161,311,0,1,1,0,0,0,1,2,2,1,0,2,0,0,1,3,0,0,1,2,0,1,4,1,2,700
141,"PRIMARY SCHOOL  GUDA R.NO.1",414,340,0,754,301,223,0,524,15,0,12,344,106,41,0,0,0,0,0,0,0,1,5,3,0,2,0,0,2,1,1,1,1,1,0,1,0,0,2,524
142,"PRIMARY SCHOOL  GARHI BHAJJE R.NO.1",258,238,0,496,206,134,0,340,2,0,4,221,86,11,0,0,0,2,0,1,0,0,0,3,1,1,0,0,2,0,0,0,1,0,0,1,4,2,0,340
143,"PRIMARY SCHOOL  NARI KANKAR R.NO.1",328,267,0,595,198,137,0,335,2,0,1,171,132,22,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,335
144,"PRIMARY SCHOOL  DAUKI R.NO.1",473,517,0,990,264,169,0,433,183,0,7,243,137,39,0,0,0,1,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,433
145,"PRIMARY SCHOOL  DAUKI R.NO.2",637,561,0,1198,340,312,0,652,1,0,4,351,159,107,4,0,1,4,0,1,1,0,1,3,3,4,0,2,1,0,0,0,0,1,0,2,2,0,1,652
146,"PRIMARY SCHOOL  DAUKI R.NO.3",367,343,0,710,218,152,0,370,8,0,2,243,78,37,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,3,0,0,370
147,"PRIMARY SCHOOL  CHAMARPURA R.NO.1",392,403,0,795,260,255,0,515,7,0,1,192,252,53,0,1,0,3,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,3,515
148,"PRIMARY SCHOOL  NAGLA AMAN R.NO.1",360,313,0,673,223,179,0,402,6,0,2,141,137,100,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,2,0,1,2,0,2,0,3,2,1,402
149,"PRIMARY SCHOOL  JAINAGAR R.NO.1",900,721,0,1621,540,394,0,934,5,0,4,403,240,258,1,0,2,1,0,0,2,2,1,7,1,1,0,3,1,0,0,1,1,1,1,0,2,0,1,934
150,"PRIMARY SCHOOL  VIDRAI R.NO.1",296,242,0,538,211,159,0,370,1,0,6,201,54,83,1,0,0,0,0,0,0,7,0,1,0,0,0,4,1,1,0,0,0,1,1,8,1,0,0,370
151,"PRIMARY SCHOOL  KAULARA KHURD R.NO.1",652,554,0,1206,495,407,0,902,22,0,5,515,60,265,5,0,0,0,0,0,0,0,1,0,2,2,0,7,4,8,3,1,3,4,2,5,5,2,3,902
152,"PRIMARY SCHOOL  GARHI RAMPAL R.NO.1",478,380,0,858,377,255,0,632,4,0,5,361,68,171,2,0,0,1,0,0,0,1,2,4,2,1,0,0,3,1,2,1,1,1,0,2,2,1,0,632
153,"PRIMARY SCHOOL  BADOVRA KHURD R.NO.1",622,442,0,1064,418,274,0,692,210,0,23,419,184,36,0,0,0,0,0,0,0,0,1,2,5,5,2,4,0,0,0,0,0,0,0,2,6,0,3,692
154,"PRIMARY SCHOOL  BADOVRA KHURD R.NO.2",436,325,0,761,301,179,0,480,3,0,4,373,41,52,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,480
155,"PRIMARY SCHOOL  BADOVRA KALAN R.NO.1",713,585,0,1298,434,237,0,671,2,0,11,413,91,122,0,0,2,4,1,0,2,1,0,5,3,3,0,5,0,1,0,0,1,3,0,0,2,0,1,671
156,"PRIMARY SCHOOL  BADOVRA KALAN R.NO.2",286,227,0,513,223,151,0,374,31,0,54,230,34,25,2,0,0,2,0,0,0,0,7,2,8,6,1,0,1,0,0,0,0,0,0,0,1,0,1,374
157,"PRIMARY SCHOOL  NAGLA SHADI R.NO.1",349,295,0,644,306,208,0,514,5,0,2,113,337,53,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,514
158,"PRIMARY SCHOOL  MAJHARA R.NO.1",288,275,0,563,228,167,0,395,3,0,5,158,142,70,1,0,0,0,0,0,0,0,2,5,1,0,0,3,0,2,0,0,2,1,0,1,2,0,0,395
159,"PANCHAYAT GHAR  KUTUK PUR ROHAI",477,379,0,856,333,244,0,577,15,0,5,270,38,233,2,0,1,2,0,1,1,1,2,3,1,2,1,1,1,0,0,0,1,4,0,4,0,2,1,577
160,"PRIMARY SCHOOL  KUTUK PUR ROHAI R.NO.1",613,477,0,1090,365,244,0,609,3,0,3,421,55,96,3,0,0,1,0,1,1,1,2,4,5,9,0,2,0,1,0,0,0,2,0,1,1,0,0,609
161,"PRIMARY SCHOOL  MOHAN PUR R.NO.1",231,216,0,447,180,145,0,325,3,0,0,171,121,9,2,0,0,3,1,2,0,0,0,2,3,2,1,0,0,1,0,1,1,0,1,1,3,0,0,325
162,"PRIMARY SCHOOL  HIMANYUPUR ROHAI R.NO.1",717,629,0,1346,453,340,0,793,2,0,5,188,412,141,3,0,0,3,1,0,1,2,1,3,8,5,0,1,1,0,0,1,3,2,0,3,4,1,4,793
163,"PRIMARY SCHOOL  PURA SHAH R.NO.1",290,225,0,515,243,166,0,409,13,0,2,72,297,21,2,0,0,0,0,1,0,0,0,6,0,0,1,1,2,0,0,0,0,1,0,1,1,0,1,409
164,"PRIMARY SCHOOL  GARHI DHARAM JEET R.NO.1",624,520,0,1144,475,246,0,721,8,0,5,461,184,44,1,2,1,3,0,0,0,0,1,5,3,0,0,0,0,3,1,2,0,0,0,3,1,1,0,721
165,"PRIMARY SCHOOL  LOKAS R.NO.1",500,395,0,895,318,146,0,464,35,0,10,194,139,104,2,1,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,1,1,1,0,0,0,2,464
166,"PRIMARY SCHOOL  PURA PANCHAH R.NO.1",664,529,0,1193,441,219,0,660,3,0,1,267,285,51,2,0,1,1,0,1,2,0,1,4,2,4,2,7,4,0,0,0,3,2,3,4,10,2,1,660
167,"PRIMARY SCHOOL  GARHI GANESH R.NO.1",178,150,0,328,139,103,0,242,33,0,0,139,35,58,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,2,0,0,1,1,0,0,242
168,"PRIMARY SCHOOL  ROHAIKHASHR.NO.1",540,430,0,970,363,229,0,592,3,0,3,261,175,102,3,2,0,4,0,1,1,2,2,7,2,3,0,7,1,0,0,1,1,1,0,2,6,1,4,592
169,"PRIMARY SCHOOL  PALTUA PURA R.NO.1",433,381,0,814,324,243,0,567,161,0,4,205,280,51,3,1,0,3,0,0,2,1,1,4,0,3,0,2,1,1,0,0,2,0,0,0,2,0,1,567
170,"PRIMARY SCHOOL  RAMPUR R.NO.1",401,256,0,657,273,174,0,447,3,0,0,74,5,352,3,1,0,0,1,0,0,1,3,0,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,447
171,"PRIMARY SCHOOL  DHARIAI R.NO.1",270,254,0,524,225,193,0,418,70,0,3,132,211,46,2,0,0,2,0,0,2,0,2,4,5,0,0,1,0,0,0,0,2,1,0,2,2,0,1,418
172,"PRIMARY SCHOOL  DANDANIYA PURA R.NO.1",542,455,0,997,354,300,0,654,3,0,8,306,168,136,1,1,0,4,0,0,0,0,2,3,8,3,0,3,2,1,0,1,1,1,0,1,0,2,2,654
173,"PRIMARY SCHOOL  NAGRIYA R.NO.1",581,469,0,1050,337,242,0,579,160,0,4,190,238,127,0,2,0,0,0,0,0,0,2,2,0,0,1,0,2,1,0,0,4,1,0,0,2,0,3,579
174,"PRIMARY SCHOOL  GADARPURA R.NO.1",275,222,0,497,193,162,0,355,35,0,1,186,11,134,1,1,0,3,0,1,0,0,0,5,1,1,1,2,0,0,0,0,1,1,0,0,1,1,3,355
175,"PRIMARY SCHOOL  HEERAPURA R.NO.1",334,280,0,614,265,202,0,467,3,0,3,146,256,33,0,0,1,1,12,1,0,0,2,2,2,1,0,1,0,1,1,0,0,0,0,2,1,1,0,467
176,"PANCHAYAT GHAR   CHAMRAULI R.NO.1",478,380,0,858,333,234,0,567,5,0,0,256,24,278,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,567
177,"PURVA MIDDLE SCHOOL BILAIPURA R.NO.2",452,398,1,851,289,227,0,516,67,0,4,229,225,15,0,1,0,0,0,0,1,0,1,10,7,1,0,3,2,0,0,0,0,1,1,1,9,3,2,516
178,"PRIMARY SCHOOL  GARHI GUSAIN R.NO.1",484,341,0,825,366,231,0,597,1,0,1,299,60,183,3,2,2,3,0,0,1,1,4,5,6,6,0,0,2,1,1,0,4,0,1,5,4,3,0,597
179,"PRIMARY SCHOOL  GARHI GUSAIN R.NO.2",226,200,0,426,195,115,0,310,1,0,7,95,150,47,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,310
180,"D.A.V. INTER COLLEGE DHIMSHREE R.NO.1",508,397,0,905,334,261,0,595,77,0,3,337,75,146,0,2,0,0,0,0,1,0,3,2,2,3,0,5,1,3,0,0,0,4,0,3,3,1,1,595
181,"D.A.V. INTER COLLEGE DHIMSHREE R.NO.2",581,451,0,1032,371,249,0,620,50,0,13,358,56,174,1,2,0,4,0,1,0,1,2,2,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,620
182,"D.A.V. INTER COLLEGE DHIMSHREE R.NO.3",662,531,0,1193,468,316,0,784,3,0,8,436,80,223,3,1,0,6,0,0,1,0,2,6,2,1,0,2,1,1,1,0,2,4,0,0,1,1,2,784
183,"PRIMARY SCHOOL  NAGLA JAMUNI BHAN R.NO.1",332,275,0,607,285,201,0,486,18,0,1,289,97,84,1,0,2,1,0,0,1,0,1,2,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,486
184,"SARVJANIK MILAN KENDRA PEETAPURA R.NO.1",511,423,0,934,368,267,0,635,15,0,15,332,32,220,1,1,1,2,0,0,0,4,1,3,6,4,0,1,1,1,0,2,2,0,0,1,4,1,0,635
185,"PRIMARY SCHOOL  NAGLA TURSHI  R.NO.1",665,533,0,1198,469,323,0,792,19,0,1,543,92,108,4,2,0,5,3,1,3,1,4,4,4,3,0,0,1,1,0,0,1,1,2,2,3,1,2,792
186,"PRIMARY SCHOOL  VAS BALE R.NO.1",467,367,0,834,309,215,0,524,16,0,5,256,30,194,4,1,0,0,0,1,0,3,3,5,4,1,0,2,2,3,1,1,1,1,0,1,3,0,2,524
187,"PRIMARY SCHOOL  VAS BALE R.NO.2",321,276,0,597,215,176,0,391,73,0,1,266,67,20,2,0,0,2,2,0,1,3,1,5,1,4,0,1,2,1,0,0,0,1,1,2,2,1,5,391
188,"PURVA MIDDLE SCHOOL  PAINTIKHEDA R.NO.1",652,540,0,1192,396,214,0,610,206,0,8,461,47,72,2,1,0,2,0,0,1,1,1,1,2,0,0,0,1,2,0,1,0,0,0,1,0,2,4,610
189,"PURVA MIDDLE SCHOOL  PAINTIKHEDA R.NO.2",670,545,0,1215,315,227,0,542,50,0,19,287,59,157,1,1,0,2,2,1,0,0,0,3,4,1,0,1,0,0,1,0,0,0,0,1,0,0,2,542
190,"PRIMARY SCHOOL  GARHI PARAS RAM R.NO.1",615,546,0,1161,463,346,0,809,57,0,52,548,11,158,3,0,0,1,0,0,0,0,1,2,9,1,3,4,2,2,0,0,1,2,1,4,2,0,2,809
191,"PURVA MIDDLE SCHOOL  NEEVRI GAJIYA R.NO.1",417,307,0,724,331,187,0,518,3,0,85,202,34,176,3,0,0,2,1,0,0,0,0,3,1,0,0,3,0,3,0,1,2,0,0,0,0,1,1,518
192,"PURVA MIDDLE SCHOOL  NEEVRI GAJIYA R.NO.2",418,343,0,761,339,218,0,557,15,0,8,469,20,38,1,0,0,1,0,0,0,0,0,2,2,6,1,4,1,0,0,0,0,0,0,2,1,0,1,557
193,"PRIMARY SCHOOL  NETPURA R.NO.1",339,262,0,601,214,139,0,353,8,0,5,104,111,120,1,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,353
194,"PRIMARY SCHOOL  NAGLA BEHAD (MEVLIKALAN) R.NO.1",587,492,0,1079,419,287,0,706,251,0,20,329,310,10,0,0,0,6,1,2,0,0,1,8,9,1,0,2,1,2,0,0,0,0,1,0,2,1,0,706
195,"PRIMARY SCHOOL RABAR",743,559,0,1302,552,378,0,930,32,0,11,416,360,111,0,1,1,1,1,0,0,1,1,2,5,0,0,2,10,3,0,0,1,0,0,0,2,1,0,930
196,"PRIMARY SCHOOL  NAGLA BADA  R.NO.1",496,367,0,863,272,189,0,461,8,0,3,246,137,51,1,1,1,2,1,0,0,1,0,4,1,0,1,2,1,1,0,0,3,1,0,1,1,0,1,461
197,"PRIMARY SCHOOL  NAGLA BADA  R.NO.2",325,233,0,558,171,173,0,344,90,0,7,195,26,89,2,0,0,1,0,0,0,0,2,2,5,3,1,1,1,1,0,0,0,3,1,0,1,0,3,344
198,"PRIMARY SCHOOL  BAJID PUR  R.NO.1",422,324,0,746,300,238,0,538,3,0,1,240,262,10,1,0,0,0,0,1,1,3,0,4,1,2,0,2,1,0,0,0,1,0,0,3,2,1,2,538
199,"PRIMARY SCHOOL  BAJID PUR  R.NO.2",352,265,0,617,241,158,0,399,12,0,2,182,62,139,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,4,1,1,0,399
200,"PRIMARY SCHOOL  PURA DURJI R.NO.1",475,380,0,855,333,233,0,566,6,0,21,435,30,49,1,1,0,0,0,0,0,0,1,9,4,2,1,0,1,0,0,0,1,3,1,2,0,3,1,566
201,"PRIMARY SCHOOL  PURA DURJI R.NO.2",296,229,0,525,187,101,0,288,7,0,17,181,47,27,1,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,1,1,1,1,0,2,1,288
202,"PURVA MIDDLE SCHOOL  BAJID PUR",162,145,0,307,143,115,0,258,50,0,0,158,90,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,2,0,0,258
203,"PRIMARY SCHOOL  SHALA MANDIR R.NO.1",371,292,0,663,294,172,0,466,5,0,1,186,174,82,1,0,0,1,0,0,0,1,2,2,1,0,0,2,1,3,0,1,1,3,1,0,2,1,0,466
204,"PANCHAYAT GHAR NAGLA MADE R.NO.1",261,197,0,458,186,126,0,312,5,0,1,159,53,85,1,0,0,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,2,1,1,0,312
205,"PRIMARY SCHOOL  KOTRA R.NO.1",142,117,0,259,116,90,0,206,4,0,0,96,94,9,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206
206,"PRIMARY SCHOOL  MUTABAI R.NO.1",495,385,0,880,369,238,0,607,9,0,4,212,106,262,1,1,0,1,1,0,1,1,2,4,0,0,0,2,1,1,0,1,2,1,0,1,1,0,1,607
207,"PRIMARY SCHOOL  BHATA KI PEEPRI R.NO.1",288,280,0,568,232,193,0,425,3,0,1,230,147,33,0,0,0,3,0,0,0,0,1,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,425
208,"PRIMARY SCHOOL  NAGLA DEVHANS R.NO.1",597,566,0,1163,484,446,0,930,64,0,8,190,633,71,2,1,0,0,0,0,1,0,4,6,3,3,0,1,1,1,0,1,1,0,0,1,0,0,2,930
209,"PURVA MIDDLE SCHOOL GARHI KISHAN R.NO.1",299,239,0,538,203,140,0,343,5,0,0,239,82,16,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,343
210,"PURVA MIDDLE SCHOOL GARHI KISHAN R.NO.2",401,330,0,731,273,211,0,484,94,0,3,364,95,8,1,1,0,2,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,484
211,"PRIMARY SCHOOL  NAGLA KADAM (SIKRARA) R.NO.1",162,120,0,282,106,100,0,206,8,0,0,5,25,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,206
212,"PRIMARY SCHOOL  SIKRARA  R.NO.1",494,378,0,872,324,218,0,542,14,0,3,243,132,128,2,0,0,2,0,0,2,5,2,2,2,2,0,2,2,4,0,1,0,3,0,2,0,1,2,542
213,"PRIMARY SCHOOL  VARIPURA R.NO.1",248,194,0,442,238,127,0,365,29,0,1,65,297,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
214,"PRIMARY SCHOOL  NAGLA GADRIYA R.NO.1",362,312,0,674,283,231,0,514,4,0,10,156,287,33,0,1,1,3,0,1,1,1,2,3,2,3,1,2,2,1,0,0,0,0,0,0,3,0,1,514
215,"PRIMARY SCHOOL  MADAYNA R.NO.1",514,398,0,912,348,230,0,578,1,0,1,363,19,180,1,1,0,0,0,1,0,0,1,2,4,0,0,0,2,0,1,0,1,0,0,0,1,0,0,578
216,"PRIMARY SCHOOL  KALYANPUR R.NO.1",364,295,0,659,274,203,0,477,2,0,6,211,113,103,2,0,0,0,1,0,2,1,4,4,3,1,0,6,2,0,2,2,1,1,1,6,1,3,1,477
217,"PRIMARY SCHOOL  PUTHPURA (KALYANPUR)  R.NO.1",363,333,0,696,284,248,0,532,5,0,1,317,162,21,1,1,1,1,1,1,0,0,0,6,0,0,0,9,2,3,0,1,0,1,0,1,1,1,0,532
218,"PRIMARY SCHOOL  JAGRAJPUR  R.NO.1",331,278,0,609,294,205,0,499,101,0,0,42,423,25,0,0,0,1,0,0,1,0,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,499
219,"PRIMARY SCHOOL  JAGRAJPUR  R.NO.2",633,456,0,1089,480,316,0,796,26,0,1,146,398,217,4,0,0,0,0,0,1,1,2,4,3,9,0,0,0,1,0,1,1,3,0,0,0,0,4,796
220,"PRIMARY SCHOOL  RANPURA  R.NO.1",308,269,0,577,218,195,0,413,10,0,1,185,55,143,2,0,0,0,0,0,0,0,1,3,3,3,0,4,0,3,1,1,2,3,0,2,0,0,1,413
221,"PRIMARY SCHOOL  TANSHPURA  R.NO.1",346,254,0,600,222,133,0,355,12,0,8,156,12,165,1,0,0,1,0,0,0,1,1,1,0,2,0,0,0,2,0,1,0,2,2,0,0,0,0,355
222,"PRIMARY SCHOOL  GANGORA  R.NO.1",342,252,0,594,250,178,0,428,12,0,1,160,9,233,0,1,0,2,0,0,0,0,1,2,1,1,0,4,1,1,0,1,2,5,1,1,1,0,0,428
223,"PRIMARY SCHOOL  SALEMPUR MUDIYA  R.NO.1",484,407,0,891,340,234,0,574,6,0,3,206,33,321,2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,3,0,0,0,0,0,574
224,"PRIMARY SCHOOL  GHAGHPURA  R.NO.1",421,310,0,731,270,212,0,482,70,0,2,242,45,159,0,0,0,1,0,0,0,1,3,3,5,1,0,1,1,0,0,1,2,3,0,2,5,1,4,482
225,"PRIMARY SCHOOL  MOHAMMAD PUR  R.NO.1",473,394,0,867,386,267,0,653,17,0,2,291,134,207,2,3,0,1,2,0,0,0,0,4,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,653
226,"PRIMARY SCHOOL  KOOMPURA  R.NO.1",332,300,0,632,254,159,0,413,17,0,8,250,8,138,1,2,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,413
227,"PRIMARY SCHOOL  KANHAPURA  R.NO.1",413,356,0,769,337,238,0,575,10,0,2,494,59,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,575
228,"PRIMARY SCHOOL  PURA BANJARA  R.NO.1",253,221,0,474,93,148,0,241,9,0,2,202,3,3,0,0,0,1,0,0,0,0,0,2,3,0,2,12,1,0,0,1,0,1,0,2,5,0,1,241
229,"PURVA MIDDLE SCHOOL MAHARAJPUR  R.NO.1",799,574,0,1373,547,334,0,881,337,0,1,194,348,300,3,0,1,3,1,1,2,0,1,2,2,4,0,2,3,3,0,0,1,2,0,4,1,1,1,881
230,"PRIMARY SCHOOL  MUSEPUR  R.NO.1",510,353,0,863,369,194,0,563,247,0,6,307,200,23,1,0,2,0,0,0,0,1,1,3,3,0,1,1,2,1,0,1,3,2,2,1,1,1,0,563
231,"PRIMARY SCHOOL  NEECHAKHEDA R.N,1",621,475,0,1096,362,218,0,580,192,0,3,270,172,114,0,0,1,1,0,1,1,0,1,6,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,580
232,"PRIMARY SCHOOL  RAIPURA  R.NO.1",345,266,0,611,210,186,0,396,83,0,5,188,63,122,0,0,0,1,0,0,0,0,1,3,1,1,0,0,3,2,0,2,0,1,1,1,0,1,0,396
233,"PRIMARY SCHOOL  POKHARIYA  R.NO.1",331,267,0,598,237,151,0,388,12,0,6,253,58,59,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,7,0,0,388
