"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
140,"ZILA PARISHAD PRA0 PA0 LALGOPALGANJ NINDURA  U.M. BHAG 1",406,287,0,693,176,126,0,302,147,0,70,48,26,148,2,0,0,0,1,0,2,3,1,0,0,1,302
141,"ZILA PARISHAD PRA0 PA0 LALGOPALGANJ  NINDURA DAKCHIDI BHAG",625,500,0,1125,270,202,0,472,280,0,73,68,65,257,3,1,0,1,1,1,0,0,0,0,1,1,472
142,"ZILA PARISHAD PRA0 PA0 KAMALAPUR UTTARI BHAG",841,706,0,1547,408,355,0,763,1,0,172,419,49,74,2,0,0,3,2,5,6,4,2,4,14,7,763
143,"ZILA PARISHAD PRA0 PA0 KAMALAPUR DAKCHIDI BHAG",299,226,0,525,171,132,0,303,14,0,59,210,10,8,1,0,0,1,0,2,0,0,2,3,4,3,303
144,"ZILA PARISHAD PRA0 PA0 PIYARI URF BIJALIPUR UTTARI BHAG",877,676,0,1553,338,355,0,693,59,0,272,174,26,189,1,1,1,1,2,0,1,1,3,4,6,11,693
145,"ZILA PARISHAD PRA0 PA0 PIYARI URF BIJALIPUR DAKCHADY BHAG",812,598,0,1410,342,280,0,622,48,0,214,338,23,17,1,1,1,2,1,1,3,2,0,3,5,10,622
146,"SADHAN SAHKARI SAMITI BANDHPUR",376,258,0,634,217,162,0,379,42,0,81,237,36,4,0,0,3,3,0,0,1,0,3,5,4,2,379
147,"ZILA PARISHAD PRA0 PA0 DAHARPUR TA0 SINGRAUR",439,323,0,762,229,183,0,412,2,0,75,85,11,224,0,4,0,0,1,1,2,2,1,1,0,5,412
148,"ZILA PARISHAD PRA0 PA0 AKHAYRAJPUR UPARHAR",417,364,0,781,169,209,0,378,3,0,124,235,4,6,0,2,0,0,0,1,0,1,0,1,2,2,378
149,"ZILA PARISHAD PRA0 PA0 PATNA UPARHAR",691,557,0,1248,364,264,0,628,106,0,170,346,8,53,3,1,3,2,1,7,4,4,2,5,8,11,628
150,"SANSKRITI MAHAVIDYALAYA SINGRAUR UTTARI BHAG",935,739,0,1674,391,343,0,734,609,0,241,122,12,317,7,0,2,1,1,2,2,6,0,4,6,11,734
151,"SANSKRITI MAHAVIDYALAYA SINGRAUR UTTARI MADHYABHAG",874,667,0,1541,417,309,0,726,95,0,201,263,38,165,4,0,1,2,1,2,4,9,1,6,11,18,726
152,"SANSKRITI MAHAVIDYALAYA SINGRAUR DAKCHIDI  BHAG",930,653,0,1583,435,291,0,726,6,0,179,252,11,224,4,4,3,3,1,2,3,9,2,11,7,11,726
153,"ZILA PARISHAD PRA0 PA0 BARAIPUR RAMNAGER",595,392,0,987,326,225,0,551,540,0,93,238,65,134,5,3,0,0,2,1,1,2,0,3,3,1,551
154,"ZILA PARISHAD PRA0 PA0 BARAIPUR RAMNAGER BHAG 1",481,357,0,838,262,209,0,471,8,0,26,274,47,113,1,2,1,2,0,1,1,1,0,1,1,0,471
155,"ZILA PARISHAD PRA0 PA0 SARAI DADAN UPARHAR",633,507,0,1140,387,315,0,702,5,0,259,134,4,265,4,3,0,2,0,2,0,5,0,5,3,16,702
156,"JU0 HA0 SCHOOL MANSURABAD UTTARI BHAG",472,400,0,872,330,294,0,624,611,0,68,480,13,51,0,2,1,1,0,2,0,2,1,0,1,2,624
157,"JU0 HA0 SCHOOL MANSURABAD UTTARI MADHYA BHAG",517,402,0,919,292,247,0,539,403,0,64,330,27,101,0,1,0,0,0,0,1,0,4,1,5,5,539
158,"JU0 HA0 SCHOOL MANSURABAD UTTARI MADHYA BHAG 1",492,364,0,856,267,193,0,460,34,0,18,192,24,222,0,0,0,0,0,0,1,0,0,2,1,0,460
159,"JU0 HA0 SCHOOL MANSURABAD DAKCHIDI BHAG",477,360,0,837,214,219,0,433,13,0,108,142,26,146,0,1,0,0,0,1,1,1,0,0,2,5,433
160,"ZILA PARISHAD PRA0 PA0 MENDARA UTTARI BHAG",883,729,0,1612,403,406,0,809,7,0,139,373,17,260,2,1,1,0,0,0,2,3,1,1,4,5,809
161,"ZILA PARISHAD PRA0 PA0 MENDARA UTTARI MADHYA BHAG",754,641,0,1395,349,349,0,698,300,0,139,225,31,270,4,4,0,1,0,1,2,3,2,5,3,8,698
162,"ZILA PARISHAD PRA0 PA0 MENDARA DAKCHI BHAG",567,453,0,1020,341,279,0,620,172,0,270,256,2,55,0,0,1,0,2,2,3,3,2,2,3,19,620
163,"ZILA PARISHAD PRA0 PA0 BELAHA",610,447,0,1057,342,232,0,574,83,0,58,325,13,145,2,3,0,0,3,3,4,2,4,2,10,0,574
164,"ZILA PARISHAD PRA0 PA0 MUNAVERPUR",491,430,0,921,255,200,0,455,20,0,44,333,10,42,3,1,1,1,2,1,0,2,4,1,3,7,455
165,"ZILA PARISHAD PRA0 PA0 IBRAHIMPUR TA0 MENDRA",441,345,0,786,266,235,0,501,1,0,55,187,17,207,3,2,1,1,0,1,1,4,3,4,6,9,501
166,"ZILA PARISHAD UCCH  PRA0 PA0 PURENAKKU",213,185,0,398,135,110,0,245,3,0,13,186,9,27,1,1,1,0,0,0,0,0,5,1,0,1,245
167,"ZILA PARISHAD PRA0 PA0 RAGHUVANCPUR URF RERUVA",422,380,0,802,217,224,0,441,237,0,232,145,25,16,0,0,1,0,2,1,1,2,1,1,6,8,441
168,"ZILA PARISHAD PRA0 PA0 RAGHUVANCPUR URF RERUVA BHAG 1",449,384,0,833,254,248,0,502,13,0,28,40,42,380,4,1,0,0,0,3,0,1,0,0,1,2,502
169,"JANTA INTER COLLEGE ULDA UTTARI BHAG",851,587,0,1438,500,302,0,802,714,0,96,505,20,115,5,1,1,0,1,6,5,9,8,7,13,10,802
170,"JANTA INTER COLLEGE ULDA DAKCHIDI  BHAG",1063,811,0,1874,537,431,0,968,345,0,288,454,47,139,3,0,1,2,1,1,2,4,4,4,6,12,968
171,"ZILA PARISHAD PRA0 PA0 BHIKHPUR URF BHIKHARIPUR",756,601,0,1357,400,349,0,749,34,0,203,330,16,136,8,3,3,2,4,4,5,4,3,6,10,12,749
172,"ZILA PARISHAD PRA0 PA0 PIRDALLU",447,355,0,802,265,214,0,479,1,0,95,194,7,149,6,1,1,1,1,3,0,1,4,3,6,7,479
173,"ZILA PARISHAD PRA0 PA0 SULTANPUR",358,280,0,638,230,196,0,426,423,0,42,204,8,152,3,2,1,1,2,1,0,1,0,0,6,3,426
174,"ZILA PARISHAD PRA0 PA0 PUREGHASI",809,581,0,1390,496,370,0,866,35,0,161,326,8,348,5,2,1,2,1,2,0,3,3,1,2,1,866
175,"ZILA PARISHAD PRA0 PA0 GANIPUR KACHAR",508,395,0,903,305,241,0,546,1,0,76,95,10,333,1,0,1,1,0,4,4,7,2,0,3,9,546
176,"ZILA PARISHAD PRA0 PA0 SINGHAPUR",543,399,0,942,300,237,0,537,7,0,70,162,8,274,1,3,1,1,1,1,2,1,2,5,1,4,537
177,"ZILA PARISHAD PRA0 PA0 DADANPUR",509,361,0,870,341,228,0,569,7,0,90,178,8,277,4,1,2,0,1,1,0,1,1,2,0,3,569
178,"ZILA PARISHAD PRA0 PA0 MUBARAKPUR UPARHAR UTTARI BHAG",458,387,0,845,248,252,0,500,6,0,25,52,12,395,0,1,1,0,0,0,0,2,0,0,3,9,500
179,"ZILA PARISHAD PRA0 PA0 MUBARAKPUR UPARHAR DAKCHIDIBHAG",472,397,0,869,222,169,0,391,12,0,12,16,12,340,2,2,0,0,0,0,0,0,2,0,0,5,391
180,"ZILA PARISHAD PRA0 PA0 SARAI JAIRAM",686,563,0,1249,285,340,0,625,625,0,167,297,7,104,5,3,2,2,2,2,2,3,6,6,5,12,625
181,"ZILA PARISHAD PRA0 PA0 MUBARAKPUR PURAN KACHAR",585,420,0,1005,432,295,0,727,1,0,36,544,5,91,2,0,2,3,2,1,1,1,4,10,13,12,727
182,"ZILA PARISHAD PRA0 PA0 MADHOPUR CHADHAN URF GHATAMPUR UTTARI BHAG",409,329,0,738,240,220,0,460,39,0,156,157,5,95,1,0,1,2,3,6,3,5,2,5,2,17,460
183,"ZILA PARISHAD PRA0 PA0 MADHOPUR CHADHAN URF GHATAMPUR UTTARI BHAG 1",486,415,0,901,320,223,0,543,11,0,123,256,5,131,3,0,1,1,0,3,0,4,1,4,5,6,543
184,"ZILA PARISHAD PRA0 PA0 MADHOPUR CHADHAN URF GHATAMPUR DAKCHIDI  BHAG",311,242,0,553,187,120,0,307,8,0,18,113,3,155,5,0,3,0,1,0,1,0,0,1,4,3,307
185,"JU0 HA0 SCHOOL ATRAMPUR UTTARI BHAG",478,395,0,873,290,191,0,481,275,0,87,306,5,54,0,2,1,0,0,1,2,2,4,5,9,3,481
186,"JU0 HA0 SCHOOL ATRAMPUR UTTARI BHAG 1",524,462,0,986,276,230,0,506,96,0,112,331,6,46,2,1,1,0,0,1,1,1,0,1,1,2,506
187,"JU0 HA0 SCHOOL ATRAMPUR DAKCHIDI BHAG",533,459,0,992,267,216,0,483,267,0,170,242,12,36,2,0,1,0,1,4,0,2,0,5,3,5,483
188,"JU0 HA0 SCHOOL ATRAMPUR DAKCHIDI BHAG 1",388,344,0,732,261,196,0,457,204,0,120,266,16,41,1,1,0,0,0,0,2,1,0,3,2,4,457
189,"ZILA PARISHAD PRA0 PA0 NAVABGANJ PRATHAM",467,385,1,853,257,168,0,425,159,0,121,244,11,20,0,0,1,1,0,0,1,3,1,1,13,8,425
190,"ZILA PARISHAD PRA0 PA0 MALAK BALAU UTTARI BHAG",766,619,0,1385,396,273,0,669,235,0,114,343,4,177,2,0,1,0,2,2,2,5,3,1,7,6,669
191,"ZILA PARISHAD PRA0 PA0 MALAK BALAU DAKCHIDI  BHAG",800,664,0,1464,460,325,0,785,783,0,194,402,7,139,3,2,2,1,1,3,0,5,6,4,7,9,785
192,"ZILA PARISHAD PRA0 PA0 KUDHA UTTARI BHAG",573,433,0,1006,352,270,0,622,420,0,95,473,4,35,0,0,0,0,1,1,0,1,1,4,2,5,622
193,"ZILA PARISHAD PRA0 PA0 KUDHA DAKCHIDI BHAG",510,407,0,917,245,175,0,420,51,0,64,239,15,88,1,1,0,1,1,0,2,0,3,1,3,1,420
194,"SADHAN SAHKARI SAMITI SARAI ISMAIL URF KHAGALPUR (NAVABGANJ)",419,326,0,745,250,215,0,465,165,0,161,247,6,37,1,1,1,1,1,2,3,1,2,1,0,0,465
195,"ADERSH INTER COLLEGE JUDAPUR JHINHAR URF BARI BOJH",502,379,0,881,338,220,0,558,1,0,68,366,3,100,1,0,1,1,1,3,0,1,1,1,5,6,558
196,"ADERSH INTER COLLEGE JUDAPUR JHINHAR URF BARI BOJH BHAG 1",525,435,0,960,272,244,0,516,1,0,181,262,7,61,0,0,0,1,1,1,0,1,0,0,0,1,516
197,"ZILA PARISHAD PRA0 PA0 SERAVA UTTARI BHAG",768,608,0,1376,363,318,0,681,281,0,264,342,23,25,1,0,1,0,1,1,5,7,1,3,4,3,681
198,"ZILA PARISHAD PRA0 PA0 SERAVA DAKCHIDI BHAG",829,674,0,1503,479,340,0,819,320,0,319,376,16,87,0,1,1,1,2,0,1,4,1,3,6,1,819
199,"NYAYA PANCHYAT KENDRA SERAVA",711,584,0,1295,397,300,0,697,21,0,93,545,11,28,1,0,2,1,1,1,0,1,1,1,2,9,697
200,"ZILA PARISHAD PRA. PA. ARJUNPUR",398,314,0,712,242,211,0,453,92,0,187,197,7,32,0,0,1,0,0,1,2,6,2,3,5,10,453
201,"ZILA PARISHAD PRA0 PA0 SARAI CHANDRABHAN URF NANANSAI",523,424,0,947,297,275,0,572,550,0,269,242,21,19,0,2,1,0,0,1,0,3,1,1,2,10,572
202,"JUNIOR HIGH SCHOOL BARAIHARAKH UTTARI BHAG",462,387,0,849,319,270,0,589,9,0,50,407,10,90,4,3,3,1,1,1,4,2,3,2,8,0,589
203,"JUNIOR HIGH SCHOOL BARAIHARAKH UTTARI BHAG 1",547,457,0,1004,305,250,0,555,133,0,67,363,11,92,0,1,1,1,1,1,1,4,1,2,2,7,555
204,"JUNIOR HIGH SCHOOL BARAIHARAKH UTTARI MADHYA BHAG",624,467,0,1091,398,249,0,647,1,0,25,536,2,76,0,0,0,0,0,0,0,0,1,1,2,4,647
205,"ZILA PARISHAD PRA0 PA0 BARAIHARAKH UTTARI MADHYA BHAG 1",273,239,0,512,179,158,0,337,100,0,19,252,2,51,1,0,0,3,0,0,1,0,1,2,3,2,337
206,"ZILA PARISHAD PRA0 PA0 BARAIHARAKH UTTARI MADHYA BHAG 2",210,164,0,374,125,76,0,201,4,0,26,160,6,6,1,0,0,0,0,0,0,0,0,0,2,0,201
207,"PANCHAYAT GHAR JUGDEESPUR SUKALI",443,387,0,830,304,263,0,567,370,0,57,325,7,147,2,1,1,1,0,1,1,3,0,4,10,7,567
208,"ZILA PARISHAD PRA0 PA0 SULEMPUR URF KAMAIPUR UTTARI BHAG",653,530,0,1183,438,298,0,736,105,0,179,486,15,31,0,0,1,0,4,2,2,2,2,2,3,7,736
209,"ZILA PARISHAD PRA0 PA0 SULEMPUR URF KAMAIPUR UTTARI MADHYA BHAG",505,420,0,925,360,305,0,665,15,0,133,445,4,42,2,0,2,0,1,2,3,3,0,5,12,11,665
210,"ZILA PARISHAD PRA0 PA0 SULEMPUR URF KAMAIPUR DAKCHIDI BHAG",466,341,0,807,240,178,0,418,418,0,84,251,12,48,0,2,2,1,2,0,1,5,1,2,5,2,418
211,"ZILA PARISHAD PRA0 PA0 JUGDEESPUR MASNI",720,666,0,1386,517,452,0,969,18,0,185,632,17,111,2,0,1,3,0,1,3,3,0,2,5,4,969
212,"ZILA PARISHAD PRA0 PA0 NIGDILPUR",533,435,0,968,296,241,0,537,1,0,151,290,7,53,1,1,1,1,1,2,0,5,3,6,5,10,537
213,"ZILA PARISHAD PRA0 PA0 NIGDILPUR BHAG 1",457,333,0,790,233,194,0,427,13,0,153,216,15,19,1,1,0,1,0,3,3,0,1,2,1,11,427
214,"ZILA PARISHAD PRA0 PA0 SARAI RAMDAS URF NEWADA",375,301,0,676,244,228,0,472,18,0,173,240,5,38,0,0,1,1,1,1,0,1,0,2,4,5,472
215,"ZILA PARISHAD PRA0 PA0 BAJHA",802,661,0,1463,565,382,0,947,943,0,120,593,25,144,7,1,3,0,2,4,4,3,3,4,16,18,947
216,"ZILA PARISHAD PRA0 PA0 ADAMPUR NAVIN UTTARI BHAG",605,477,0,1082,319,225,0,544,114,0,53,397,10,74,2,0,0,0,0,0,1,1,0,2,2,2,544
217,"ZILA PARISHAD PRA0 PA0 ADAMPUR NAVIN UTTARI BHAG 1",533,441,1,975,270,236,0,506,1,0,195,255,9,21,0,3,2,2,1,2,3,1,0,6,3,3,506
218,"ZILA PARISHAD PRA0 PA0 ADAMPUR NAVIN DAKCHIDI  BHAG",364,308,0,672,192,171,0,363,50,0,32,261,13,40,1,2,0,0,0,4,0,2,2,1,2,3,363
219,"ZILA PARISHAD PRA0 PA0 ADAMPUR DUKHIYAPUR",785,660,0,1445,453,377,0,830,800,0,43,458,46,215,4,3,3,2,6,2,0,4,4,19,14,7,830
220,"ZILA PARISHAD PRA0 PA0 PACHDEVRA UTTARI BHAG",639,539,0,1178,390,312,0,702,19,0,242,381,11,44,1,0,0,1,0,1,1,5,1,2,6,6,702
221,"ZILA PARISHAD PRA0 PA0 PACHDEVRA DAKCHIDI I BHAG",697,566,0,1263,411,332,0,743,743,0,188,346,21,165,5,2,0,1,0,0,2,3,0,1,2,7,743
222,"ZILA PARISHAD PRA0 PA0 KANJIYA UTTARI BHAG",917,700,0,1617,476,382,0,858,1,0,157,461,19,171,3,0,0,5,1,15,1,4,4,4,7,6,858
223,"ZILA PARISHAD PRA0 PA0 KANJIYA DAKCHIDI BHAG",661,503,0,1164,439,224,0,663,77,0,15,452,11,130,3,3,0,3,0,4,0,4,5,10,15,8,663
224,"ZILA PARISHAD PRA0 PA0 PAVNAH",610,451,0,1061,385,298,0,683,100,0,59,440,11,161,0,0,2,0,0,1,1,1,1,3,2,1,683
225,"ZILA PARISHAD PRA0 PA0 JALALPUR CHADHAN URF PITHIPUR",803,645,0,1448,557,416,0,973,13,0,101,606,15,225,6,2,2,4,0,0,1,2,1,0,3,5,973
226,"SARSWATI DEVI PARMANAND SINHA INTER COLLEGE KAUDHIHAR UTTARI BHAG",523,406,0,929,359,292,0,651,150,0,132,365,13,64,0,3,2,2,2,2,2,8,4,15,18,19,651
227,"SARSWATI DEVI PARMANAND SINHA INTER COLLEGE KAUDHIHAR UTTARI BHAG 1",463,428,1,892,293,228,0,521,1,0,68,343,12,73,3,0,0,1,2,4,0,3,0,3,4,5,521
228,"SARSWATI DEVI PARMANAND SINHA INTER COLLEGE KAUDHIHAR DAKCHIDI  BHAG",653,594,0,1247,496,302,0,798,549,0,64,584,24,99,0,0,1,2,0,7,0,2,1,2,5,7,798
229,"ZILA PARISHAD PRA0 PA0 KASARI",526,432,0,958,348,293,0,641,385,0,152,308,12,136,1,1,1,1,1,2,3,3,4,6,3,7,641
230,"ZILA PARISHAD PRA0 PA0 DUBRA JUGDEESPUR",746,606,1,1353,403,292,0,695,52,0,184,387,10,87,4,1,2,1,0,3,1,2,3,6,3,1,695
231,"ZILA PARISHAD PRA0 PA0 DASAPUR",502,415,0,917,297,251,0,548,200,0,129,238,11,151,3,0,2,0,2,0,0,1,3,1,1,6,548
232,"ZILA PARISHAD PRA0 PA0 BUDAUNA",458,360,0,818,310,250,0,560,86,0,84,323,14,122,1,2,1,0,1,2,0,1,0,1,6,2,560
233,"ZILA PARISHAD PRA0 PA0 BUDAUNA BHAG 1",446,390,0,836,230,201,0,431,7,0,81,275,11,47,0,0,0,3,0,0,0,1,0,2,5,6,431
234,"ZILA PARISHAD PRA0 PA0 JUGDEESPUR CHADHAN",778,621,0,1399,419,374,0,793,1,0,67,359,16,299,10,5,4,1,2,3,4,5,4,3,2,9,793
235,"ZILA PARISHAD PRA0 PA0 KARIMUDDENPUR",469,365,0,834,226,221,0,447,447,0,190,176,8,48,3,0,0,3,0,5,0,5,1,3,1,4,447
236,"ZILA PARISHAD PRA0 PA0 KARIMUDDENPUR BHAG 1",500,378,0,878,208,197,0,405,1,0,142,97,4,149,1,1,1,0,0,1,0,2,1,3,0,3,405
237,"ZILA PARISHAD PRA0 PA0 TAJPUR URF BHIKHPUR",327,259,0,586,180,145,0,325,100,0,60,127,4,113,2,1,0,0,2,2,1,4,1,1,3,4,325
238,"ZILA PARISHAD PRA0 PA0 KHIGIRPUR UPARHAR",692,472,0,1164,335,276,0,611,200,0,66,297,16,192,5,1,2,1,1,0,0,6,5,1,11,7,611
239,"ZILA PARISHAD PRA0 PA0 KURESAR UPARHAR",650,437,0,1087,323,205,0,528,368,0,36,368,16,67,4,2,2,0,2,1,3,5,0,2,15,5,528
240,"MANDAKINI U0 MA0 VIDYALAY KURESAR DANDI",570,474,0,1044,344,256,0,600,596,0,105,324,17,118,3,2,5,1,1,1,1,3,2,3,8,6,600
241,"ZILA PARISHAD PRA0 PA0 KAKRA",634,501,1,1136,332,239,0,571,11,0,65,197,13,252,5,1,3,1,2,2,0,9,2,2,2,15,571
242,"JUNIOR HIGH SCHOOL RASULPUR CHANDI",331,265,0,596,193,172,0,365,1,0,11,244,4,78,2,0,1,1,3,1,3,1,1,2,7,6,365
243,"ZILA PARISHAD PRA0 PA0 TEKARI",608,506,0,1114,285,211,0,496,496,0,92,25,13,359,2,0,0,0,1,0,0,4,0,0,0,0,496
244,"ZILA PARISHAD PRA0 PA0 UTHGI UTTARI BHAG",887,665,0,1552,420,340,0,760,103,0,174,448,13,79,4,0,5,6,1,2,2,3,5,4,8,6,760
245,"ZILA PARISHAD PRA0 PA0 UTHGI DAKCHIDI BHAG",267,224,0,491,94,94,0,188,1,0,52,100,9,16,2,1,0,2,0,0,0,2,0,0,1,3,188
246,"ZILA PARISHAD PRA0 PA0 KASIMPUR JUDA URF MUSEYPUR",416,341,0,757,276,226,0,502,31,0,84,370,7,9,2,4,0,1,0,3,0,2,1,3,9,7,502
247,"ZILA PARISHAD PRA0 PA0 CHAPHARI UPARHAR UTTARI BHAG",531,407,1,939,245,195,0,440,245,0,69,258,11,81,2,1,0,1,1,0,1,1,3,2,3,6,440
248,"ZILA PARISHAD PRA0 PA0 CHAPHARI UPARHAR DAKCHIDI BHAG",459,372,0,831,207,148,0,355,18,0,94,38,8,206,0,2,0,0,0,0,1,1,0,2,1,2,355
249,"ZILA PARISHAD PRA0 PA0 PHATUHPUR UPARHAR",550,429,0,979,303,234,0,537,292,0,78,241,30,164,4,0,3,2,0,1,3,3,0,3,1,4,537
250,"ZILA PARISHAD PRA0 PA0 MOHAMMADPUR HATHGA UTTARI BHAG",672,553,0,1225,414,320,0,734,685,0,86,219,6,395,7,1,1,0,1,1,1,2,3,0,2,9,734
251,"ZILA PARISHAD PRA0 PA0 MOHAMMADPUR HATHGA UTTARI BHAG 1",275,204,0,479,191,139,0,330,330,0,5,49,0,271,0,1,0,0,0,1,0,1,1,0,0,1,330
252,"ZILA PARISHAD PRA0 PA0 MOHAMMADPUR HATHGA DAKCHIDI  BHAG",752,616,0,1368,470,337,0,807,18,0,148,102,2,531,4,2,1,0,1,2,2,5,1,2,1,3,807
253,"ZILA PARISHAD PRA0 PA0 AKBARPUR URF GANGAGANJ UTTARI BHAG",578,465,0,1043,289,205,0,494,1,0,113,169,15,174,0,0,0,2,0,6,1,3,1,0,6,4,494
254,"ZILA PARISHAD PRA0 PA0 AKBARPUR URF GANGAGANJ DAKCHIDI  BHAG",559,364,0,923,210,111,0,321,53,0,93,40,12,164,1,0,1,0,0,0,0,0,1,0,1,8,321
255,"ZILA PARISHAD PRA0 PA0 TIKARI UTTARI BHAG",845,637,0,1482,473,322,0,795,20,0,173,473,28,82,2,1,3,2,1,7,0,3,2,4,7,7,795
256,"ZILA PARISHAD PRA0 PA0 TIKARI DAKCHIRI  BHAG",778,535,0,1313,402,283,0,685,59,0,177,406,16,48,1,2,2,3,1,1,3,8,1,1,3,12,685
257,"ZILA PARISHAD PRA0 PA0 HATHIGAHA UTTARI BHAG",474,406,0,880,276,195,0,471,4,0,137,280,7,22,1,1,1,0,1,4,0,5,1,5,2,4,471
258,"ZILA PARISHAD PRA0 PA0 HATHIGAHA UTTARI BHAG 1",467,424,0,891,192,146,0,338,276,0,113,184,4,13,0,1,0,0,0,5,0,3,2,1,3,9,338
259,"ZILA PARISHAD PRA0 PA0 HATHIGAHA UTTARI MADHY BHAG",590,488,0,1078,349,228,0,577,577,0,31,468,16,41,0,1,1,2,0,8,0,2,1,1,3,2,577
260,"ZILA PARISHAD PRA0 PA0 HATHIGAHA UTTARI MADHY BHAG 1",532,387,0,919,306,183,0,489,485,0,28,354,15,72,2,0,0,2,0,1,0,5,0,1,3,6,489
261,"ZILA PARISHAD PRA0 PA0 HATHIGAHA DAKCHIDI BHAG",360,276,0,636,164,109,0,273,73,0,50,201,6,7,0,0,1,0,1,1,0,3,0,1,1,1,273
262,"SHAHUJEE UCCHATAR MADHYAMIK VIDYALAYA MADHAUPUR",334,271,0,605,250,189,0,439,29,0,9,304,9,99,1,1,1,0,0,0,0,0,1,13,1,0,439
263,"ZILA PARISHAD PRA0 PA0 MADHESHA",316,284,0,600,206,191,0,397,26,0,86,265,15,12,0,0,0,0,0,0,0,5,0,1,7,6,397
264,"ZILA PARISHAD PRA0 PA0SARAI PHATTE",620,547,0,1167,321,372,0,693,571,0,138,365,10,148,2,0,1,0,0,8,0,1,4,2,8,6,693
265,"ZILA PARISHAD PRA0 PA0 SHAHAVPUR UTTARY BHAG",558,425,0,983,319,237,0,556,75,0,81,373,8,58,0,0,2,1,1,2,4,2,3,10,7,4,556
266,"ZILA PARISHAD PRA0 PA0 SHAHAVPUR UTTARY BHAG 1",511,420,0,931,312,200,0,512,320,0,82,344,3,52,3,3,0,0,0,0,1,4,1,5,6,8,512
267,"ZILA PARISHAD PRA0 PA0 SHAHAVPUR DAKCHIDI  BHAG",659,466,0,1125,389,222,0,611,32,0,69,394,7,115,2,0,1,0,3,2,2,4,1,1,4,6,611
268,"ZILA PARISHAD PRA0 PA0 SHAHAVPUR PASIYAPUR",266,231,0,497,157,174,0,331,10,0,257,62,0,0,1,0,0,3,0,0,0,2,0,0,3,3,331
269,"ZILA PARISHAD PRA0 PA0 LAKHANPUR KANDU",341,294,0,635,239,201,0,440,64,0,24,280,20,93,2,3,1,1,0,2,0,1,0,0,8,5,440
270,"ZILA PARISHAD PRA0 PA0 BARBOLI",446,369,0,815,306,252,0,558,12,0,226,226,6,72,1,0,0,2,2,0,3,3,2,1,8,6,558
271,"ZILA PARISHAD PRA0 PA0 RAMPUR (V.K. KAUDIHAR)",863,708,0,1571,577,473,0,1050,103,0,358,519,13,117,3,1,1,2,0,1,1,2,0,2,8,22,1050
272,"ZILA PARISHAD PRA0 PA0 BAHORIKPUR",471,395,0,866,330,251,0,581,2,0,98,365,8,76,1,1,1,1,0,3,4,1,4,0,14,4,581
273,"ZILA PARISHAD PRA0 PA0 BRISINGHPUR URF ARAISPUR",297,243,0,540,183,153,0,336,136,0,186,125,2,3,0,0,0,2,1,1,2,2,1,0,5,6,336
274,"ZILA PARISHAD PRA0 PA0 SARAI GOPAL",427,340,0,767,271,236,0,507,234,0,160,257,36,24,1,1,2,0,0,3,0,6,0,4,9,4,507
275,"R. P. RASTOGI INTER COLLEGE SHIOVPUR MAHRUDEEH",530,403,0,933,306,214,0,520,120,0,84,370,9,47,1,0,0,0,1,0,0,3,0,2,2,1,520
276,"ZILA PARISHAD PRA0 PA0 MALAK HARHAR UAPRHAR UTTARI BHAG",754,631,0,1385,481,290,0,771,755,0,62,447,13,222,0,3,1,0,1,6,3,1,0,3,5,4,771
277,"ZILA PARISHAD PRA0 PA0 MALAK HARHAR UAPRHAR UTTARI MADHY BHAG",638,534,0,1172,377,296,0,673,127,0,197,370,20,50,1,1,0,2,1,6,1,6,1,2,4,11,673
278,"ZILA PARISHAD PRA0 PA0 MALAK HARHAR UAPRHAR DAKCHIDI  BHAG",775,643,0,1418,469,340,0,809,11,0,196,513,12,33,3,1,3,5,1,5,1,2,4,3,10,17,809
279,"ZILA PARISHAD PRA0 PA0 MORAHU UPARHAR UTTARI BHAG",739,571,0,1310,428,280,0,708,600,0,148,393,1,124,2,2,0,1,2,0,2,4,1,3,12,13,708
280,"ZILA PARISHAD PRA0 PA0 MORAHU UPARHAR DAKCHIDI  BHAG",718,552,0,1270,473,350,0,823,300,0,78,612,34,53,1,2,2,1,7,0,2,4,3,8,10,6,823
281,"PANCHAYAT GHAR MORAHU UPARHAR",798,595,0,1393,472,262,0,734,311,0,51,309,29,311,5,0,0,1,1,1,1,1,1,3,13,7,734
282,"ZILA PARISHAD PRA0 PA0 BHADARI",476,374,0,850,290,254,0,544,14,0,112,349,7,59,1,0,2,2,0,1,2,2,1,0,5,1,544
