"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
196,"P.P. DADDUPUR",234,189,0,423,134,124,0,258,258,0,13,2,71,146,1,0,0,0,0,0,1,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,3,1,1,2,3,1,0,0,1,1,2,0,0,0,0,0,0,258
197,"P.P.PILORI R.NO.1",546,420,0,966,299,263,0,562,562,0,7,97,272,96,2,4,1,33,1,2,2,0,2,2,1,7,3,2,0,2,2,0,0,0,1,1,1,0,2,4,1,3,1,2,0,0,5,1,0,1,0,0,1,562
198,"P.P.PILORI R.NO.2",522,448,0,970,277,257,0,534,534,0,13,79,351,13,1,1,0,32,1,6,1,0,1,6,1,10,0,1,3,0,0,1,0,1,1,2,0,2,2,0,0,3,0,0,0,0,1,0,0,0,0,1,0,534
199,"P.P. ASHADH",370,261,0,631,215,153,0,368,368,0,28,21,196,49,1,0,0,47,0,0,0,0,0,1,2,3,2,1,2,3,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,368
200,"P.P. RAJPUR",411,345,0,756,305,238,0,543,543,0,16,13,280,202,1,1,0,16,0,2,0,1,0,1,2,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543
201,P.P.BAHERHWA,486,378,1,865,301,261,0,562,562,0,23,6,310,112,1,4,2,29,0,4,1,4,5,3,2,1,1,1,2,0,1,3,3,2,0,2,4,6,1,4,1,7,3,0,0,3,4,1,0,0,1,1,4,562
202,"P.P.KALLIPUR R.NO-1",475,392,0,867,301,261,0,562,562,0,23,6,310,112,1,4,2,29,0,4,1,4,5,3,2,1,1,1,2,0,1,3,3,2,0,2,4,6,1,4,1,7,3,0,0,3,4,1,0,0,1,1,4,562
203,"P.P.KHAJURI R.NO.-2",551,446,1,998,388,300,0,688,688,0,9,27,552,16,3,3,0,17,2,4,1,1,0,2,2,4,1,1,4,0,0,1,0,0,3,0,1,1,3,2,1,6,2,0,1,1,6,2,0,1,2,4,2,688
204,"P.P.KALLIPUR R.NO-3",512,406,0,918,390,236,0,626,626,0,4,12,311,261,2,2,0,14,1,0,0,1,2,1,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,2,626
205,"P.P.KALLIPUR R.NO-4",633,495,0,1128,430,300,0,730,730,0,31,20,501,87,2,1,2,17,2,3,1,0,3,6,2,8,5,1,5,2,1,3,0,0,1,0,1,2,1,6,1,5,1,1,1,0,1,2,0,1,1,2,0,730
206,"B.S.N.N.U.M.V. MUBARAKPUR",595,431,0,1026,389,278,0,667,667,0,13,53,167,159,2,0,2,207,2,2,1,1,2,3,0,4,1,3,4,5,3,3,1,6,2,2,1,3,0,0,2,4,0,0,0,1,4,1,0,0,0,2,1,667
207,P.P.GANESHPUR,632,497,0,1129,444,372,0,816,816,0,13,74,460,5,3,5,1,197,4,2,1,0,5,4,2,7,0,0,1,0,1,3,0,5,0,2,1,1,2,3,0,1,2,0,0,1,0,0,0,0,2,6,2,816
208,"P.M.V.MEHADIGANJ R. NO.-1",577,468,0,1045,402,292,0,694,694,0,44,30,421,7,1,7,3,113,4,5,0,1,1,3,0,7,1,0,1,2,4,3,2,1,0,6,1,5,0,2,2,4,0,0,1,3,1,1,1,1,0,2,3,694
209,"P.M.V.MEHADIGANJ R. NO.-2",546,419,0,965,344,259,0,603,603,0,11,4,469,3,1,0,2,81,1,2,0,0,0,2,1,0,1,0,1,1,0,0,1,2,0,3,2,4,0,2,1,3,0,1,0,0,0,0,0,0,2,1,1,603
210,"P.M.V.MEHADIGANJ R. NO.-3",872,705,1,1578,480,370,0,850,850,0,11,90,625,17,4,4,1,26,0,10,2,2,4,10,3,10,3,1,3,0,1,0,0,0,3,0,1,1,1,3,4,4,1,0,1,0,2,0,0,0,1,0,1,850
211,"P.P.MEHADIGANJ R.NO-1",813,591,0,1404,510,401,0,911,911,0,30,23,707,10,1,3,2,83,0,6,1,2,2,10,1,10,1,0,2,1,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1,0,2,0,1,0,0,2,1,911
212,"P.P.MEHADIGANJ R.NO-2",447,336,1,784,289,215,0,504,504,0,56,3,180,177,11,0,2,57,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,1,0,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,504
213,P.P.NAGEPUR,833,729,0,1562,586,510,0,1096,1096,0,52,127,656,104,2,8,0,70,1,9,4,2,5,4,6,5,3,3,5,2,1,1,1,1,0,2,0,2,3,2,1,2,1,0,4,3,2,0,1,0,1,0,0,1096
214,"JANTA I.C. KHOCHAWA",366,277,0,643,213,184,0,397,397,0,34,4,26,296,1,1,0,16,0,1,0,0,0,1,0,1,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,1,0,2,397
215,"P.P. KHOCHAWA",860,685,0,1545,456,376,0,832,832,0,174,22,556,42,4,3,0,6,0,0,0,2,2,5,1,4,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,832
216,"P.P.RAMSINGHPUR  R. NO-1",435,370,0,805,293,237,0,530,530,0,30,7,467,12,1,1,2,4,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
217,"P.P.RAMSINGHPUR  R. NO-2",645,563,0,1208,395,330,0,725,725,0,52,13,604,19,0,4,1,6,1,6,2,0,3,3,2,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,725
218,P.P.BIRBALPUR,291,206,0,497,204,156,0,360,360,0,15,2,215,91,2,1,0,6,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,2,2,2,0,3,0,1,0,0,6,0,1,0,1,1,1,360
219,"P.P. MOGALAVEER",633,558,0,1191,415,306,0,721,721,0,24,61,541,11,1,2,0,59,1,3,0,2,0,4,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,721
220,I.C.DANGHARIYA,389,338,0,727,234,193,0,427,427,0,34,142,188,29,0,0,1,15,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,2,0,0,1,1,0,1,0,0,1,1,0,427
221,"P.P. RUPAPUR",864,613,0,1477,422,316,0,738,738,0,55,26,518,71,2,4,1,19,3,4,0,1,2,1,2,3,0,0,1,1,1,0,0,0,1,0,3,1,1,1,2,2,3,0,3,2,1,1,0,0,1,0,1,738
222,P.P.MADHUKARSHAHPUR,830,654,1,1485,465,384,0,849,849,0,59,33,433,113,1,0,0,146,3,1,1,2,3,6,0,3,2,0,3,1,2,1,1,1,1,5,3,0,1,3,0,5,1,1,2,0,2,0,1,1,2,3,3,849
223,"P.P. DANGHARIYA",767,629,0,1396,492,419,0,911,911,0,40,23,666,15,28,6,0,49,4,0,0,3,1,6,3,3,1,1,7,5,0,2,1,6,0,6,0,1,5,8,3,3,1,0,2,3,5,0,1,1,1,1,0,911
224,"P.P.NAYAPUR R. NO-1",571,438,0,1009,314,294,0,608,608,0,35,8,432,66,3,3,0,27,1,0,0,0,1,2,0,3,1,0,2,3,0,1,1,0,0,3,1,0,1,1,1,4,0,0,1,0,3,1,0,0,0,1,2,608
225,"P.P.NAYAPUR R. NO-2",453,390,0,843,262,234,0,496,496,0,91,11,345,23,1,2,0,4,0,1,0,0,0,2,0,1,2,0,4,0,1,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,496
226,"P.P. KHARAGRAMPUR",730,548,0,1278,423,371,0,794,794,0,20,64,507,81,1,12,4,25,1,6,1,5,5,2,3,7,2,1,0,2,1,4,1,3,7,2,3,3,4,3,2,5,2,0,0,2,2,0,0,0,0,1,0,794
227,"P.P.RAKHAUNA  R.NO-1",606,523,0,1129,483,379,0,862,862,0,81,9,622,32,5,7,1,31,4,3,1,2,2,1,4,6,1,1,3,2,0,2,4,2,4,3,3,2,3,4,2,5,0,0,0,2,1,1,1,2,1,0,2,862
228,"P.P.RAKHAUNA  R.NO-2",585,507,0,1092,451,344,0,795,795,0,51,95,296,179,12,4,4,63,2,6,0,5,5,9,3,5,2,0,2,3,2,1,5,1,0,1,6,1,1,3,6,1,0,0,0,5,4,1,2,1,1,3,4,795
229,"P.P. BHIKHARIPUR R.NO-1",300,197,0,497,176,106,0,282,282,0,7,71,117,37,1,0,1,36,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,282
230,"P.P.BHIKHARIPUR R.NO_2",782,594,0,1376,492,405,0,897,897,0,46,224,369,80,2,3,3,103,7,2,0,1,4,5,3,6,4,2,1,2,1,2,0,3,1,3,1,1,1,2,3,4,1,0,0,0,2,0,1,0,0,1,3,897
231,P.P.BANGALIPUR,304,252,0,556,265,174,0,439,439,0,6,5,297,75,1,2,1,29,0,1,0,1,1,0,1,1,2,1,1,0,0,1,0,1,2,0,1,0,1,0,0,0,0,1,2,1,2,0,0,0,0,2,0,439
232,"P.P.VERBHANPUR R.NO-2",834,640,0,1474,578,411,0,989,989,0,51,73,675,12,5,5,3,82,7,11,5,2,6,7,2,6,1,2,2,0,5,1,4,0,4,3,2,0,2,2,0,5,1,0,1,0,1,0,0,0,0,1,0,989
233,"P.P.VERBHANPUR R.NO-2",938,765,0,1703,603,447,0,1050,1050,0,54,37,720,9,28,6,1,131,4,2,0,2,2,4,0,1,3,1,2,1,4,3,4,3,2,4,3,2,0,4,0,7,0,0,0,1,0,0,0,0,1,1,3,1050
234,"P.P.VERBHANPUR R.NO-3",456,357,0,813,304,200,0,504,504,0,15,43,282,24,1,2,1,76,4,1,1,0,0,1,0,2,0,0,0,1,1,0,0,2,3,4,2,1,1,2,2,1,1,2,1,3,5,1,0,0,1,11,6,504
235,"P.P.VERBHANPUR R.NO-4",582,483,0,1065,366,297,0,663,663,0,36,76,235,155,4,0,2,96,3,2,2,1,3,1,1,6,4,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,4,1,0,5,0,0,0,1,3,1,663
236,"P.P.HARSOS R. NO-1",705,586,0,1291,500,370,0,870,870,0,8,6,513,13,2,4,1,254,2,1,2,6,1,0,1,6,3,0,3,1,1,2,2,3,0,2,2,2,1,1,3,8,1,0,3,0,1,0,1,1,2,3,4,870
237,"P.P.HARSOS R. NO-2",773,618,0,1391,529,414,0,943,943,0,15,2,624,15,4,2,4,200,3,10,0,3,0,1,3,6,1,0,3,2,2,4,0,2,3,5,0,1,1,5,0,6,2,0,0,5,2,1,0,0,1,3,2,943
238,"P.P.HARSOS R. NO-3",520,430,0,950,360,297,0,657,657,0,7,11,399,155,1,2,1,33,1,1,1,1,1,1,0,5,2,3,3,1,0,2,0,0,1,4,1,2,3,1,2,4,1,0,0,0,4,0,1,1,0,1,0,657
239,"P.P.HARSOS R. NO-4",570,429,0,999,364,263,0,627,627,0,17,10,445,27,0,5,0,71,5,5,0,2,0,2,1,7,0,0,2,0,0,1,0,4,1,3,0,1,5,3,2,4,0,0,1,0,0,0,0,0,0,2,1,627
240,"P.P.HARSOS R. NO-5",876,621,1,1498,518,378,0,896,896,0,14,45,439,8,2,6,2,289,5,10,1,0,2,1,2,5,1,2,3,3,0,1,2,8,3,1,2,1,4,5,1,7,1,2,1,0,1,1,2,1,2,5,5,896
241,"P.P. GANJARI  R. NO.-2",814,618,1,1433,518,409,0,927,927,0,105,35,599,82,1,1,1,40,1,1,0,1,2,5,0,4,0,0,7,1,1,1,0,2,1,4,1,2,0,2,0,5,5,1,4,2,4,1,0,0,1,2,2,927
242,"P.P.GANJARI R.NO-2",579,427,0,1006,338,260,0,598,598,0,52,44,215,207,0,5,2,17,2,2,2,6,4,4,1,6,2,1,1,1,0,2,0,0,0,0,1,3,3,0,1,1,2,2,1,0,4,2,0,1,1,0,0,598
243,"P.P.GANJARI R.NO-3",598,449,0,1047,340,245,0,585,585,0,95,14,320,66,1,2,1,18,0,1,1,0,0,1,1,3,4,1,6,2,1,3,5,2,0,2,1,5,2,5,4,4,0,0,2,2,5,0,0,2,1,1,1,585
244,"P.P.DHADHORPUR  R.NO.1",482,399,0,881,297,266,0,563,563,0,13,4,325,101,1,2,1,79,1,1,0,1,1,1,1,5,0,0,0,0,0,3,1,1,0,2,1,0,2,0,0,4,1,0,0,0,6,2,0,1,0,1,1,563
245,"P.P.DHADHORPUR  R.NO.2",528,406,0,934,276,226,0,502,502,0,48,25,217,15,0,1,1,156,5,3,0,1,1,3,1,3,0,0,0,0,0,0,1,5,1,1,1,0,0,1,3,2,1,1,0,0,1,0,0,0,0,1,3,502
246,"P.P. KSHISHNADATTAPUR R. NO-1",297,264,0,561,192,161,0,353,353,0,15,19,184,36,1,0,0,48,1,1,0,0,2,2,4,4,2,1,0,1,0,2,0,3,0,3,2,0,2,5,2,7,2,1,0,1,0,1,0,0,1,0,0,353
247,"P.P.KRISHANDATTAPUR R. NO-2",470,380,0,850,332,245,0,577,577,0,10,18,446,7,1,1,0,61,1,4,0,0,1,4,0,4,1,0,3,0,1,0,0,0,1,1,1,1,1,2,1,1,1,2,0,1,0,0,1,0,0,0,0,577
248,"P.P. MANGWAR",487,406,0,893,330,256,0,586,586,0,10,312,46,19,3,0,3,149,2,2,0,1,3,4,5,0,1,2,0,2,0,0,4,1,0,4,1,2,1,0,2,2,0,0,0,0,0,0,1,1,1,1,1,586
249,"B.P.P. GAJAPUR  R. NO. 1",564,497,0,1061,404,330,0,734,734,0,14,37,526,6,7,1,0,128,3,3,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,734
250,"B.P.P.GAZAPUR R.N-2",687,554,0,1241,476,394,0,870,870,0,10,16,607,94,1,5,0,78,5,8,1,1,6,2,1,7,0,1,1,1,0,1,0,3,1,3,2,3,1,0,1,1,0,2,0,1,2,0,1,0,2,1,0,870
251,"B.P. P.BELAUDI",570,445,0,1015,467,324,0,791,791,0,86,24,409,2,0,0,1,225,1,6,1,3,1,5,0,5,0,2,1,0,2,0,0,0,1,1,1,1,0,3,0,0,0,0,0,2,0,0,0,1,2,2,3,791
252,"PANCHAYAT BHAWAN MEERAWAN BELAUDI",517,432,0,949,371,289,0,660,660,0,49,10,364,87,1,1,2,102,5,0,2,2,1,3,0,4,1,0,2,0,1,0,1,2,0,0,2,0,1,3,2,4,1,0,2,1,1,2,1,0,0,0,0,660
253,"B.P.P.NARSARA R. NO-1",427,324,0,751,264,212,0,476,476,0,22,41,347,19,0,0,0,20,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,2,2,0,1,2,0,0,1,2,1,3,1,1,1,0,0,0,1,2,476
254,"B.P.P.NARSARA R. NO-2",635,490,0,1125,362,305,0,667,667,0,58,98,270,56,1,5,2,69,2,4,1,1,4,1,3,9,4,2,6,3,1,2,1,5,2,4,5,2,1,4,2,12,6,3,1,0,4,2,0,2,0,3,6,667
255,"CHAMELA DEVI B.V. VEERSINGHPUR R.NO-155",326,297,0,623,174,169,0,343,343,0,35,44,223,0,0,1,0,19,2,3,0,1,1,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,343
256,"CHAMELA DEVI B.V. VEERSINGHPUR R.NO-2",236,180,0,416,136,114,0,250,250,0,23,38,138,17,0,0,2,13,0,0,0,0,1,3,1,3,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,250
257,"B.V.J.H.SCHOOL MILKIPUR",357,302,0,659,239,211,0,450,450,0,20,13,334,37,0,0,0,14,2,4,0,1,1,3,0,2,0,4,1,1,0,1,0,1,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,1,450
258,"B.P.P.MARUEE R.NO-1",611,482,0,1093,364,311,0,675,675,0,6,26,467,101,0,3,1,5,0,0,1,0,7,3,1,7,1,3,5,3,1,2,2,0,1,1,3,2,1,3,1,1,1,1,3,0,7,1,0,1,1,1,1,675
259,"B.P.P.MARUEE R.NO-2",640,499,0,1139,312,240,0,552,552,0,27,188,262,21,0,4,1,20,1,1,1,0,0,3,0,4,1,0,0,2,0,1,0,0,0,0,2,1,0,2,1,0,1,0,0,0,1,2,0,0,1,2,2,552
260,"B.P.P.MARUEE R.NO-3",499,359,0,858,215,185,0,400,400,0,23,66,247,4,0,2,0,14,1,2,1,1,0,1,0,3,0,0,2,4,1,2,1,2,2,1,2,2,0,0,1,3,1,0,2,0,1,2,0,0,1,3,2,400
261,"B.P. P.MARUI R. S.-4",466,366,0,832,242,182,0,424,424,0,27,3,295,78,2,0,1,3,0,3,0,0,2,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,424
262,"RISHI NARYAN J. H.SCHOOL JAMUNIPUR",464,346,0,810,256,202,0,458,458,0,60,28,223,97,0,2,1,10,1,2,0,0,2,2,1,3,1,0,0,0,1,0,0,0,0,0,2,1,0,1,3,1,4,0,0,3,6,0,0,1,0,0,2,458
263,"I.C.JAKKHANI R.NO-1",684,554,0,1238,390,336,0,726,726,0,152,68,385,7,1,4,1,60,3,3,1,5,2,0,2,7,2,0,2,0,0,0,0,0,2,2,2,2,3,0,0,3,2,0,1,1,0,0,0,1,1,0,1,726
264,"I.C.JAKKHANI R.NO-2",715,568,0,1283,401,271,0,672,672,0,89,34,355,102,4,0,1,32,1,7,0,0,5,4,2,7,0,0,1,0,2,2,0,0,1,0,3,2,2,3,1,4,4,0,1,0,1,0,1,0,0,0,1,672
265,"I.C.JAKKHANI R.NO-3",263,217,0,480,194,144,0,338,338,0,54,32,203,5,0,0,0,31,2,2,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
266,"I.C.JAKKHANI R.NO-5",441,324,0,765,208,177,0,385,385,0,16,178,119,5,0,2,0,29,0,0,0,0,0,2,2,0,1,5,0,2,0,1,0,2,1,2,1,2,0,3,1,4,1,0,0,1,0,0,0,0,0,0,5,385
267,"P.P. PACHAI",533,441,1,975,289,270,0,559,559,0,38,160,246,51,3,1,0,16,0,2,0,0,3,6,1,5,2,5,2,2,4,2,0,0,2,1,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,559
268,"P.P.SIHORAWA R.NO-1",556,439,0,995,332,280,0,612,612,0,55,54,367,48,3,3,0,12,2,2,5,2,2,7,5,2,2,3,8,0,3,1,0,0,2,1,3,0,2,3,1,3,0,2,1,2,1,0,0,0,0,0,5,612
269,"P.P.SIHORAWA R.NO-2",542,390,0,932,281,227,0,508,508,0,65,7,225,172,1,0,0,23,1,1,0,0,0,5,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,508
270,"J.H.SCHOOL SHAHANSHAHPUR",432,342,0,774,220,185,0,405,405,0,35,8,287,5,1,0,3,54,0,2,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
271,"J.H.SCHOOL SHAHANSHAHPUR-2",415,411,0,826,232,224,0,456,456,0,14,13,357,4,0,1,1,47,1,1,0,0,0,0,0,0,0,2,4,0,2,3,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,456
272,"J.H.SCHOOL SHAHANSHAHPUR-3",422,339,0,761,234,188,0,422,422,0,9,19,283,6,0,3,3,43,1,6,2,1,1,1,0,4,3,0,4,0,1,0,1,3,5,0,4,1,2,3,3,5,2,0,0,0,0,0,0,1,1,0,1,422
273,"J.H.SCHOOL SHAHANSHAHPUR-4",474,424,0,898,240,215,0,455,455,0,16,16,328,4,0,3,1,37,5,1,0,1,2,3,1,8,0,0,0,5,2,1,2,1,0,2,2,1,0,2,1,2,1,2,0,0,0,0,0,0,1,1,3,455
274,"J.H.SCHOOL SHAHANSHAHPUR-5",530,358,0,888,300,233,0,533,533,0,11,52,186,208,2,1,0,23,0,3,0,0,0,1,2,1,3,0,3,1,0,0,1,1,2,1,2,3,0,2,2,4,0,0,0,1,8,3,0,2,0,0,4,533
275,"J.H.SCHOOL SHAHANSHAHPUR-6",479,399,0,878,297,252,0,549,549,0,7,61,125,270,2,3,1,31,1,3,1,0,3,5,0,5,0,2,1,3,2,0,0,1,1,1,3,0,4,1,0,3,0,0,0,2,3,2,0,0,0,1,1,549
276,"B.P.P.PANIYARA R. NO.1",766,598,0,1364,476,348,0,824,824,0,62,39,548,63,2,1,0,77,1,5,0,2,1,0,2,0,2,1,1,0,0,1,0,2,0,0,4,0,1,2,2,2,0,0,0,0,1,1,0,0,1,0,0,824
277,"B.P.P.PANIYARA R. NO.2",770,623,0,1393,620,319,0,939,939,0,72,22,441,234,3,4,2,107,3,4,0,3,6,4,0,4,2,1,1,2,2,3,2,1,2,0,3,1,2,0,0,1,0,0,0,1,3,0,1,0,0,2,0,939
278,"P.P.SINGHAHI R.NO-1",236,186,0,422,152,121,0,273,273,0,12,88,77,27,0,0,1,53,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,2,273
279,"P.P.SINGHAHI R.NO-2",437,340,0,777,251,220,0,471,471,0,22,43,241,104,1,2,0,23,2,2,0,0,0,2,0,4,0,1,2,2,0,0,3,3,1,2,2,0,1,0,0,2,1,0,1,0,1,2,0,0,0,1,0,471
280,"P.P. CHANDAPUR R.NO-1",598,480,0,1078,374,287,0,661,661,0,22,16,507,15,0,4,1,21,0,7,0,2,4,4,3,11,0,1,3,1,1,1,2,1,0,5,5,1,3,4,1,8,2,1,1,0,0,0,0,1,0,0,2,661
281,"P.P.CHANDAPUR R. NO-3",465,397,0,862,302,271,0,573,573,0,6,13,255,208,7,3,0,27,2,8,0,2,4,0,2,5,0,1,0,0,1,4,0,1,1,1,2,4,0,1,1,1,1,2,0,1,5,0,0,0,1,1,2,573
282,"P.P. CHANDAPUR R.NO-3",661,504,0,1165,358,290,0,648,648,0,11,23,145,158,1,1,2,228,6,2,1,0,1,0,2,4,1,0,0,3,1,1,3,5,2,3,0,7,2,6,2,4,1,1,0,2,3,4,1,1,2,7,1,648
283,"P.P. JAYAPUR R. NO-1",655,525,0,1180,407,330,0,737,737,0,15,4,648,11,0,1,0,23,2,3,2,3,0,3,1,2,1,0,2,0,0,1,0,2,2,1,1,0,0,2,0,3,0,0,1,0,0,0,0,1,1,0,1,737
284,"P.P.JAYAPUR R.NO-2",618,513,0,1131,395,336,0,731,731,0,80,24,503,82,0,1,0,6,1,0,2,2,1,1,0,5,1,1,0,0,1,1,1,0,1,2,1,1,0,1,0,3,1,0,2,0,2,1,0,0,1,0,2,731
285,"P.P. KACHAHARIYA",460,360,0,820,313,246,0,559,559,0,5,5,444,5,2,0,0,34,0,7,0,1,0,11,3,4,0,2,2,0,1,2,1,2,3,5,2,2,0,4,2,2,0,0,1,2,2,1,1,0,0,0,1,559
286,"B.V. HARINAMPUR",410,341,0,751,222,196,0,418,418,0,20,10,95,213,1,2,0,12,2,4,2,1,10,2,2,4,0,1,1,1,1,4,2,3,1,2,3,1,5,1,0,5,0,1,1,0,3,1,0,0,0,1,0,418
287,"P.P. MAHAGAON R.NO.1",918,681,0,1599,582,395,0,977,977,0,17,109,485,140,3,3,3,100,10,10,4,3,5,3,0,19,1,3,5,4,1,1,2,2,1,2,2,6,0,6,5,7,0,0,0,1,3,0,1,1,2,3,4,977
288,"P.P.MAHAGAON R. NO-2",998,782,0,1780,588,449,0,1037,1037,0,27,30,795,58,2,3,0,50,3,4,1,1,1,4,5,7,1,0,1,1,4,3,2,0,1,1,3,1,2,4,4,3,2,1,1,2,4,2,0,2,0,0,1,1037
289,P.P.KANAKPUR,424,333,0,757,252,195,0,447,447,0,26,55,238,41,0,0,1,44,2,3,1,2,3,1,1,1,1,1,3,3,1,2,0,0,2,0,2,0,2,1,1,6,0,0,1,0,0,0,1,0,0,0,1,447
290,"DHARMSHALA BHIMCHANDI R.NO-1",421,343,0,764,296,242,0,538,538,0,58,19,335,49,1,1,0,48,1,0,0,1,2,2,2,3,3,1,0,2,0,1,0,1,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,538
291,"DHARMSHALA BHIMCHANDI R.NO-2",381,320,0,701,287,240,0,527,527,0,9,7,238,203,1,4,0,15,1,2,1,0,3,1,0,5,2,2,2,2,2,2,1,1,3,1,1,3,1,1,0,5,0,1,2,2,1,0,0,0,0,0,2,527
292,"P.P. DEEPAPUR  R. NO-2",737,588,0,1325,526,411,0,937,937,0,93,111,366,7,4,6,2,286,12,8,0,2,3,4,3,11,1,1,0,2,0,1,1,1,2,2,1,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,937
293,"P.P. BUDHAPUR",566,496,0,1062,522,301,0,823,823,0,42,47,566,5,3,5,1,73,6,9,1,1,1,1,1,2,2,3,2,2,1,3,3,1,1,9,4,3,5,3,2,3,1,2,0,1,3,0,0,0,3,0,2,823
294,"P.P. HARPUR",890,701,0,1591,526,495,0,1021,1021,0,69,103,437,42,0,4,2,249,9,2,1,2,3,1,2,7,0,3,6,7,5,3,0,5,6,1,5,2,2,6,3,9,0,1,1,6,1,2,1,2,1,4,6,1021
295,"P.P. ASWARI R. NO-1",619,496,0,1115,452,351,0,803,803,0,39,50,491,84,2,4,1,74,3,7,1,2,7,7,3,5,0,0,1,0,1,3,1,1,0,2,1,2,2,2,0,0,0,3,0,0,3,0,0,0,0,0,1,803
296,"P.P.ASWARI R.NO-2",573,429,0,1002,365,318,0,683,683,0,36,20,326,90,0,3,1,155,4,4,2,2,2,4,1,6,0,0,1,0,0,1,0,1,2,0,2,0,1,0,3,2,0,0,2,0,3,1,0,1,0,5,2,683
