state	constituency	votes	candidate	party
Delhi	MATIA MAHAL	972	ABDUL AZIZ SHAH	Bahujan Samaj Party
Delhi	MATIA MAHAL	284	RAFIULLAH	Independent
Delhi	MATIA MAHAL	279	MOHAMMAD AHMED SAIFI	Independent
Delhi	MATIA MAHAL	144	RAJIV SINGHAL	Poorvanchal Rashtriya Congress
Delhi	MATIA MAHAL	122	GULFAM	Bhartiya Janta Dal (Integrated)
Delhi	MATIA MAHAL	111	MOHD. SUHAIL	Independent
Delhi	MATIA MAHAL	109	ROHIT KUMAR GUPTA	Bhartiya Pragatisheel Congress
Delhi	MATIA MAHAL	85	SATISH	Naya Daur Party
Delhi	MATIA MAHAL	57	AMAR NATH	Independent
Delhi	MATIA MAHAL	55	MANOJ SAXSENA	Lok Jan Shakti Party
Delhi	MATIA MAHAL	55	RAGHU VANSH VERMA	Hindusthan Nirman Dal
Delhi	MATIA MAHAL	54	BASHIRUDDIN	Independent
Delhi	MATIA MAHAL	40	SATISH KUMAR DHAWAN	Independent
Delhi	MATIA MAHAL	37	MOAZAM KHAN	Republican Party of India (A)
Delhi	MATIA MAHAL	296	None of the Above	None of the Above
Delhi	MATIALA	70053	RAJESH GAHLOT	Bharatiya Janata Party
Delhi	MATIALA	66051	GULAB SINGH	Aam Aadmi Party
Delhi	MATIALA	48358	SUMESH SHOKEEN	Indian National Congress
Delhi	MATIALA	2718	SATENDRA SINGH RANA	Independent
Delhi	MATIALA	2411	SRI NIWAS YADAV	Bahujan Samaj Party
Delhi	MATIALA	743	NARENDER YADAV	Samajwadi Party
Delhi	MATIALA	488	RAVINDER KUMAR	Independent
Delhi	MATIALA	469	AJAY KUMAR PANDEY	Peoples Green Party
Delhi	MATIALA	448	RAKESH KUMAR	Independent
Delhi	MATIALA	India	RENU PODDAR	Proutist Bloc
Delhi	MATIALA	271	GIRJANAND SINGH	Republican Party of India (A)
Delhi	MATIALA	194	POORAN SINGH	Independent
Delhi	MATIALA	152	POONAM	Independent
Delhi	MATIALA	135	RANDHIR SINGH	Independent
Delhi	MATIALA	118	SUBHASH TOMAR	Rashtriya Lok Dal
Delhi	MATIALA	116	SUMITRA	Lok Jan Shakti Party
Delhi	MATIALA	115	SHRIPAL	Independent
Delhi	MATIALA	97	KAILASH	Independent
Delhi	MATIALA	92	RAJA KUMAR SINGH	Rashtravadi Janata Party
Delhi	MATIALA	636	None of the Above	None of the Above
Delhi	MEHRAULI	37481	PARVESH SAHIB SINGH	Bharatiya Janata Party
Delhi	MEHRAULI	32917	NARINDER SINGH SEJWAL	Aam Aadmi Party
Delhi	MEHRAULI	21494	DR. YOGANAND SHASTRI	Indian National Congress
Delhi	MEHRAULI	3170	SURENDER PAWAR	Bahujan Samaj Party
Delhi	MEHRAULI	644	PREM DUTT SHARMA	Nationalist Congress Party
Delhi	MEHRAULI	209	NARENDER SINGH	Adarshwaadi Congress Party
Delhi	MEHRAULI	117	BIMLESH KUMAR JHA	Independent
Delhi	MEHRAULI	105	ANUPAM KUMAR SHARMA	Independent
Delhi	MEHRAULI	657	None of the Above	None of the Above
Delhi	MODEL TOWN	38492	AKHILESH PATI TRIPATHI	Aam Aadmi Party
Delhi	MODEL TOWN	30617	ASHOK GOEL	Bharatiya Janata Party
Delhi	MODEL TOWN	23983	KANWAR KARAN SINGH	Indian National Congress
Delhi	MODEL TOWN	1279	CHANDER PAL	Bahujan Samaj Party
Delhi	MODEL TOWN	473	ALIHADI	Janata Dal  (United)
Delhi	MODEL TOWN	314	HARISH ARORA	Independent
Delhi	MODEL TOWN	309	RAM PRAKASH	Independent
Delhi	MODEL TOWN	176	MEENA BEGUM	Peace Party
Delhi	MODEL TOWN	92	LALIT KUMAR	Independent
Delhi	MODEL TOWN	82	RAJU PRASAD	Independent
Delhi	MODEL TOWN	52	DEVI DASS SHARMA	Independent
Delhi	MODEL TOWN	741	None of the Above	None of the Above
Delhi	MOTI NAGAR	42599	SUBHASH SACHDEVA	Bharatiya Janata Party
Delhi	MOTI NAGAR	26578	KULDEEP SINGH CHANNA	Aam Aadmi Party
Delhi	MOTI NAGAR	25393	SUSHIL KUMAR GUPTA	Indian National Congress
Delhi	MOTI NAGAR	2681	SANJEEV GUPTA	Independent
Delhi	MOTI NAGAR	1583	AVINASH GUPTA	Bahujan Samaj Party
Delhi	MOTI NAGAR	334	ABDUL WAHEED	Samajwadi Party
Delhi	MOTI NAGAR	162	SIYA RAM GARG	Independent
Delhi	MOTI NAGAR	148	DAYA NAND SINGH	Rashtravadi Janata Party
Delhi	MOTI NAGAR	102	JAGDISH CHANDRA	Bahujan Samaj Mukti Morcha
Delhi	MOTI NAGAR	92	RAKESH KHANDURI	Independent
Delhi	MOTI NAGAR	65	SANJAY RAI	Naya Daur Party
Delhi	MOTI NAGAR	42	MAHAVEER SHARMA	Independent
Delhi	MOTI NAGAR	37	OM PARKASH	Independent
Delhi	MOTI NAGAR	604	None of the Above	None of the Above
Delhi	MUNDKA	52564	RAMBIR SHOKEEN	Independent
Delhi	MUNDKA	45430	AZAD SINGH	Bharatiya Janata Party
Delhi	MUNDKA	23872	KRISHAN KUMAR	Aam Aadmi Party
Delhi	MUNDKA	19157	NARESH KUMAR	Indian National Congress
Delhi	MUNDKA	2912	RAJ KUMAR PARIHAR	Independent
Delhi	MUNDKA	2830	GURCHARAN SINGH	Bahujan Samaj Party
Delhi	MUNDKA	1397	VIJAY KUMAR GARG	Delhi Janta Party
Delhi	MUNDKA	860	ALAM KHAN	Rashtriya Ulama Council
Delhi	MUNDKA	709	KARAM CHAND LATHWAL	Bhartiya Pragatisheel Congress
Delhi	MUNDKA	552	ARVIND KATARIA	All India Bahujan Samman Party
Delhi	MUNDKA	528	JAGDISH	Independent
Delhi	MUNDKA	454	SATYA NARAYAN	Shivsena
Delhi	MUNDKA	301	REETA	Independent
Delhi	MUNDKA	271	MUKESH SHARMA	Bharatiya Satya Vijayee Party
Delhi	MUNDKA	260	GAURI SHANKAR	Rashtriya Aikta Manch Party
Delhi	MUNDKA	193	RENU BHARTI	Rashtravadi Janata Party
Delhi	MUNDKA	193	MEENU	Bhartiya Janta Dal (Integrated)
Delhi	MUNDKA	175	KAMAL GOYAL	All India Forward Bloc
Delhi	MUNDKA	734	None of the Above	None of the Above
Delhi	MUSTAFABAD	56250	HASAN AHMED	Indian National Congress
Delhi	MUSTAFABAD	54354	JAGDISH PRADHAN	Bharatiya Janata Party
Delhi	MUSTAFABAD	19759	KAPIL KUMAR DHAMA	Aam Aadmi Party
Delhi	MUSTAFABAD	9478	MASTER SHER KHAN	Peace Party
Delhi	MUSTAFABAD	2954	NAAZ MOHAMMAD KHAN	Bahujan Samaj Party
Delhi	MUSTAFABAD	1740	BRIJESH CHAND SHUKLA	Independent
Delhi	MUSTAFABAD	719	UDAY VIR SINGH	Indian Justice Party
Delhi	MUSTAFABAD	234	ROOP SIGH	Independent
Delhi	MUSTAFABAD	210	DEVKI MAURYA	Loktantrik Samajwadi Party
Delhi	MUSTAFABAD	166	BRAHM PAL	Lokpriya Samaj Party
Delhi	MUSTAFABAD	164	SHAQUIB YUSUFZAI KHAN	Janata Dal  (United)
Delhi	MUSTAFABAD	164	KADIR AHMED	Rashtriya Janmorcha
Delhi	MUSTAFABAD	122	MOHD YASEEN	Lok Jan Shakti Party
Delhi	MUSTAFABAD	768	None of the Above	None of the Above
Delhi	NAJAFGARH	54358	AJEET SINGH KHARKHARI	Bharatiya Janata Party
Delhi	NAJAFGARH	44590	BHARAT SINGH	Indian National Lok Dal
Delhi	NAJAFGARH	22798	MUKESH KUMAR DAGAR	Aam Aadmi Party
Delhi	NAJAFGARH	10633	BIJANDER DUTT	Indian National Congress
Delhi	NAJAFGARH	6618	AJIT SINGH	Bahujan Samaj Party
Delhi	NAJAFGARH	2660	NEELAM	Independent
Delhi	NAJAFGARH	513	OM PRAKASH SINGH	Samajwadi Party
Delhi	NAJAFGARH	India	BAIDYANATH SAH	Proutist Bloc
Delhi	NAJAFGARH	237	PANKAJ	Independent
Delhi	NAJAFGARH	232	INDERJIT	Independent
Delhi	NAJAFGARH	138	BIMLA	Rashtriya Bahujan Hitay Party
Delhi	NAJAFGARH	733	None of the Above	None of the Above
Delhi	NANGLOI JAT	57449	MANOJ KUMAR SHOKEEN	Bharatiya Janata Party
Delhi	NANGLOI JAT	46434	DR. BIJENDER SINGH	Indian National Congress
Delhi	NANGLOI JAT	25743	NAVEEN MEHTA	Aam Aadmi Party
Delhi	NANGLOI JAT	3299	MD. SALEEM SAIFY	Bahujan Samaj Party
Delhi	NANGLOI JAT	564	LAL DASS	Independent
Delhi	NANGLOI JAT	216	NARESH KUMAR	Independent
Delhi	NANGLOI JAT	171	RATAN GUPTA (ADVOCATE)	Independent
Delhi	NANGLOI JAT	146	VED PRAKASH	Bhartiya Pragatisheel Congress
Delhi	NANGLOI JAT	130	BIJENDER SINGH	Independent
Delhi	NANGLOI JAT	129	ABHISHEK VERMA	Delhi Janta Party
Delhi	NANGLOI JAT	115	AVTAR SINGH	Jammu & Kashmir National Panthers Party
Delhi	NANGLOI JAT	114	DR. TARUN KUMAR	Vishva Shakti Party
Delhi	NANGLOI JAT	84	SH. ASHOK SINGH	Rashtravadi Janata Party
Delhi	NANGLOI JAT	1171	None of the Above	None of the Above
Delhi	NERELA	54622	NEEL DAMAN KHATRI	Bharatiya Janata Party
Delhi	NERELA	31077	VIRENDER	Bahujan Samaj Party
Delhi	NERELA	26311	JASWANT SINGH	Indian National Congress
Delhi	NERELA	24031	BALJIT SINGH MANN	Aam Aadmi Party
Delhi	NERELA	3426	RAM GOPAL SHARMA	Independent
Delhi	NERELA	643	SANJEEV KUMAR RANA	Communist Party of India
Delhi	NERELA	633	AJAY MUDGIL	Independent
Delhi	NERELA	520	MD YAKUB SIDAKI	Janata Dal  (United)
Delhi	NERELA	481	AJIT SINGH	Indian National Lok Dal
Delhi	NERELA	338	ROHTASH	Communist Party of India  (Marxist-Leninist)  (Liberation)
Delhi	NERELA	285	AJAY KUMAR	Samajwadi Party
Delhi	NERELA	266	SATISH	Lok Jan Shakti Party
Delhi	NERELA	210	PRAVESH	Asankhya Samaj Party
Delhi	NERELA	163	SHAMIM	Peace Party
Delhi	NERELA	931	None of the Above	None of the Above
Delhi	NEW DELHI	44269	ARVIND KEJRIWAL	Aam Aadmi Party
Delhi	NEW DELHI	18405	SHEILA DIKSHIT	Indian National Congress
Delhi	NEW DELHI	17952	VIJENDER KUMAR	Bharatiya Janata Party
Delhi	NEW DELHI	605	RITU SINGH	Bahujan Samaj Party
Delhi	NEW DELHI	260	ANITA	Socialist Party (India)
Delhi	NEW DELHI	208	LAXMI NARAYAN	Independent
Delhi	NEW DELHI	205	G S MANI	Desiya Murpokku Dravida Kazhagam
Delhi	NEW DELHI	83	LILA DEVI	Independent
Delhi	NEW DELHI	82	JAGDISH KUMAR GHAI	Independent
Delhi	NEW DELHI	62	SANJAY KUMAR	Rashtriya Janadhikar Suraksha Party
Delhi	NEW DELHI	58	ASHISH KAPUR	Independent
Delhi	NEW DELHI	39	ASAD MIYAN	Independent
Delhi	NEW DELHI	39	ANAND KUMAR RAI	Independent
Delhi	NEW DELHI	22	RAJ KUMAR PARIHAR	Delhi Janta Party
Delhi	NEW DELHI	21	SHIV KUMAR TIWARI	Akhil Bharat Hindu Mahasabha
Delhi	NEW DELHI	17	SHANKAR SHAH	Rashtravadi Janata Party
Delhi	NEW DELHI	15	K.P. SANKARAN MENON	Rashtriya Bahujan Hitay Party
Delhi	NEW DELHI	460	None of the Above	None of the Above
Delhi	OKHLA	50004	ASIF MOHD KHAN	Indian National Congress
Delhi	OKHLA	23459	IRFANULLAH KHAN	Aam Aadmi Party
Delhi	OKHLA	23358	DHIR SINGH BIDHURI	Bharatiya Janata Party
Delhi	OKHLA	20392	BRAHAM SINGH	Bahujan Samaj Party
Delhi	OKHLA	9735	SHOAB DANISH	Janata Dal  (United)
Delhi	OKHLA	3747	AMANATULLAH KHAN	Lok Jan Shakti Party
Delhi	OKHLA	2395	AMIRUDDIN	Samajwadi Party
Delhi	OKHLA	1081	MUSARRAT ALI KHAN	Peace Party
Delhi	OKHLA	737	SANTOSH KUMAR	Independent
Delhi	OKHLA	660	PRONAB HALDAR	Communist Party of India
Delhi	OKHLA	320	VED PRAKASH	Awami Party
Delhi	OKHLA	278	MOHD SHAMEEM	Independent
Delhi	OKHLA	270	KHORRUM ANIS OMER	Indian Union Muslim League
Delhi	OKHLA	202	A.S. SHAMIM	Independent
Delhi	OKHLA	164	ALAUDDIN	Independent
Delhi	OKHLA	140	ABDUL QAYYUM	Socialist Party (India)
Delhi	OKHLA	108	KALIMULLAH SIDDIQUI	Bahujan Smajwadi Party (Baba Saheb)
Delhi	OKHLA	86	S M NOORULLAH	Rashtriya Ulama Council
Delhi	OKHLA	454	None of the Above	None of the Above
Delhi	PALAM	42833	DHARM DEV SOLANKI	Bharatiya Janata Party
Delhi	PALAM	34461	BHAVNA GAUR	Aam Aadmi Party
Delhi	PALAM	24862	MADAN MOHAN	Bahujan Samaj Party
Delhi	PALAM	19531	VINAY MISHRA	Indian National Congress
Delhi	PALAM	3631	NEERAJ KR SHARMA	National Youth Party
Delhi	PALAM	1063	SUNIL POKHRIYAL	Janata Dal  (United)
Delhi	PALAM	498	SAROJ BALA	Communist Party of India
Delhi	PALAM	273	RAJENDRA PRASAD SINGH	Independent
Delhi	PALAM	230	P. RATHINAM	Desiya Murpokku Dravida Kazhagam
Delhi	PALAM	176	DALIP	Independent
Delhi	PALAM	165	PRAHLAD RANA	Rashtriya Lok Dal
Delhi	PALAM	903	None of the Above	None of the Above
Delhi	PATEL NAGAR	38899	VEENA ANAND	Aam Aadmi Party
Delhi	PATEL NAGAR	32637	POORNIMA VIDYARTHI	Bharatiya Janata Party
Delhi	PATEL NAGAR	25016	RAJESH LILOTHIA	Indian National Congress
Delhi	PATEL NAGAR	5069	MANGAL SAIN	Bahujan Samaj Party
Delhi	PATEL NAGAR	993	None of the Above	None of the Above
Delhi	PATPARGANJ	50211	MANISH SISODIA	Aam Aadmi Party
Delhi	PATPARGANJ	38735	NAKUL BHARDWAJ	Bharatiya Janata Party
Delhi	PATPARGANJ	28067	ANIL KUMAR	Indian National Congress
Delhi	PATPARGANJ	2127	IRSHAD ALI	Bahujan Samaj Party
Delhi	PATPARGANJ	362	KEHAR SINGH	Communist Party of India
Delhi	PATPARGANJ	264	RAJ KISHOR	Awami Party
Delhi	PATPARGANJ	206	SAR VENDRA SINGH PAL	Nationalist Congress Party
Delhi	PATPARGANJ	162	KUNWAR PAL SINGH	Kalyankari Jantantrik Party
Delhi	PATPARGANJ	146	VINOD KUMAR SINGH GAUTAM	Communist Party of India  (Marxist-Leninist)  (Liberation)
Delhi	PATPARGANJ	97	RAJPAL SINGH	Independent
Delhi	PATPARGANJ	54	NAIM KHAN	Independent
Delhi	PATPARGANJ	475	None of the Above	None of the Above
Delhi	R K PURAM	28017	ANIL KUMAR SHARMA	Bharatiya Janata Party
Delhi	R K PURAM	27691	SHAZIA ILMI MALIK	Aam Aadmi Party
Delhi	R K PURAM	19679	BARKHA SHUKLA SINGH	Indian National Congress
Delhi	R K PURAM	7614	DHIRAJ KUMAR TOKAS	Bahujan Samaj Party
Delhi	R K PURAM	222	MAHAVEER SINGH	Peoples Green Party
Delhi	R K PURAM	211	UTTAM KUMAR	Naya Daur Party
Delhi	R K PURAM	165	S.D. PRAKASH	Desiya Murpokku Dravida Kazhagam
Delhi	R K PURAM	109	GIANDEV GUPTA	Adarshwaadi Congress Party
Delhi	R K PURAM	99	RASHID ILMI	Independent
Delhi	R K PURAM	72	KULDEEP SINGH AHLAWAT	Independent
Delhi	R K PURAM	39	GAURAV VERMA	Akhil Bhartiya Vikas Congress Party
Delhi	R K PURAM	22	NEPAL SINGH	Rashtriya Janadhikar Party
Delhi	R K PURAM	528	None of the Above	None of the Above
Delhi	RAJINDER NAGAR	35713	R.P.SINGH	Bharatiya Janata Party
Delhi	RAJINDER NAGAR	33917	VIJENDER GARG VIJAY	Aam Aadmi Party
Delhi	RAJINDER NAGAR	20817	RAMA KANT GOSWAMI	Indian National Congress
Delhi	RAJINDER NAGAR	4794	TRILOK CHAND SHARMA	Bahujan Samaj Party
Delhi	RAJINDER NAGAR	1720	VINOD BHATT	Independent
Delhi	RAJINDER NAGAR	406	RAM KUMAR TANWAR	Independent
Delhi	RAJINDER NAGAR	358	VINOD KUMAR SHRIVASTAVA	Janata Dal  (United)
Delhi	RAJINDER NAGAR	264	VIJAY GUPTA	Independent
Delhi	RAJINDER NAGAR	201	MD. SHOAIB	Socialist Party (India)
Delhi	RAJINDER NAGAR	160	SADHNA	Republican Party of India Ektavadi
Delhi	RAJINDER NAGAR	152	P.D. THANAPPAN	Desiya Murpokku Dravida Kazhagam
Delhi	RAJINDER NAGAR	149	SWADESH OHRI	Atulya Bharat Party
Delhi	RAJINDER NAGAR	142	AJAY KUMAR KALIA	Naya Daur Party
Delhi	RAJINDER NAGAR	134	RAJANI CHAUHAN	Poorvanchal Rashtriya Congress
Delhi	RAJINDER NAGAR	123	SANNO	Rashtravadi Janata Party
Delhi	RAJINDER NAGAR	103	NEELAM MAHAJAN	Independent
Delhi	RAJINDER NAGAR	552	None of the Above	None of the Above
Delhi	RAJOURI GARDEN	41721	MANJINDER SINGH SIRSA	Shiromani Akali Dal
Delhi	RAJOURI GARDEN	30713	A DHANWATI CHANDELA A	Indian National Congress
Delhi	RAJOURI GARDEN	17022	PRIT PAL SINGH	Aam Aadmi Party
Delhi	RAJOURI GARDEN	5752	JAI PRAKASH LOHIA	Nationalist Congress Party
Delhi	RAJOURI GARDEN	2468	RAJENDER	Independent
Delhi	RAJOURI GARDEN	1389	JASVINDRA SINGH	Shivsena
Delhi	RAJOURI GARDEN	565	ANIL KUMAR KHANNA	Bahujan Samaj Party
Delhi	RAJOURI GARDEN	311	MOIN KHAN	Janata Dal  (United)
Delhi	RAJOURI GARDEN	308	GURCHARAN SINGH	Delhi Janta Party
Delhi	RAJOURI GARDEN	188	GIAN SINGH GODPAL	Independent
Delhi	RAJOURI GARDEN	172	HARUN KHAN	Independent
Delhi	RAJOURI GARDEN	122	MANISH CHANDILA	Independent
Delhi	RAJOURI GARDEN	1194	None of the Above	None of the Above
Delhi	RITHALA	73961	KULWANT RANA	Bharatiya Janata Party
Delhi	RITHALA	48135	HARISH AWASTHI	Aam Aadmi Party
Delhi	RITHALA	18107	INDERJEET SINGH	Indian National Congress
Delhi	RITHALA	1671	MUSADDI LAL SAINI	Bahujan Samaj Party
Delhi	RITHALA	385	LEELAWATI DEVI	Independent
Delhi	RITHALA	343	VISHESH JAIN	Shivsena
Delhi	RITHALA	299	BHIM KUMAR GUPTA	Independent
Delhi	RITHALA	129	ASHOK KUMAR	Rashtravadi Janata Party
Delhi	RITHALA	127	RAJENDER KUMAR	Indian Justice Party
Delhi	RITHALA	1023	None of the Above	None of the Above
Delhi	ROHINI	47890	RAJESH GARG	Aam Aadmi Party
Delhi	ROHINI	46018	JAI BHAGWAN AGGARWAL	Bharatiya Janata Party
Delhi	ROHINI	13954	K.K. WADHWA	Indian National Congress
Delhi	ROHINI	1039	ARUN KUMAR CHADHA	Bahujan Samaj Party
Delhi	ROHINI	241	RAHUL KUMAR	Independent
Delhi	ROHINI	838	None of the Above	None of the Above
Delhi	ROHTAS NAGAR	49916	JITENDER KUMAR	Bharatiya Janata Party
Delhi	ROHTAS NAGAR	34973	MUKESH HOODA	Aam Aadmi Party
Delhi	ROHTAS NAGAR	32156	VIPIN SHARMA	Indian National Congress
Delhi	ROHTAS NAGAR	2076	DAYA SHANKAR BHARDWAJ	Bahujan Samaj Party
Delhi	ROHTAS NAGAR	295	NAUSHAD	Lok Jan Shakti Party
Delhi	ROHTAS NAGAR	289	MOHD.  ARIF	Independent
Delhi	ROHTAS NAGAR	173	BHUDEV SHARMA	AARAKSHAN VIRODHI PARTY
Delhi	ROHTAS NAGAR	167	JUGAL KISHORE SHARMA	Independent
Delhi	ROHTAS NAGAR	92	MOHAMMAD UMAR	Independent
Delhi	ROHTAS NAGAR	619	None of the Above	None of the Above
Delhi	SADAR BAZAR	34079	SOM DUTT	Aam Aadmi Party
Delhi	SADAR BAZAR	33283	JAI PARKASH	Bharatiya Janata Party
Delhi	SADAR BAZAR	31094	RAJESH JAIN	Indian National Congress
Delhi	SADAR BAZAR	3496	RAJESH DASS	Independent
Delhi	SADAR BAZAR	2785	JAI PARKASH	Independent
Delhi	SADAR BAZAR	2632	MIRZA ALI RAZA	Bahujan Samaj Party
Delhi	SADAR BAZAR	263	VINOD RANA	Independent
Delhi	SADAR BAZAR	198	JAGMOHAN SINGH	Atulya Bharat Party
Delhi	SADAR BAZAR	160	MOHD GULAB	Lok Jan Shakti Party
Delhi	SADAR BAZAR	159	MAQSOOD AHMED KHAN	Independent
Delhi	SADAR BAZAR	130	DAYA RAM SAINI	Nationalist Congress Party
Delhi	SADAR BAZAR	88	ABDUL KHUBAB	Independent
Delhi	SADAR BAZAR	57	KHURSHID ALAM	Independent
Delhi	SADAR BAZAR	45	ASIF ALI	Independent
Delhi	SADAR BAZAR	607	None of the Above	None of the Above
Delhi	SANGAM VIHAR	24851	DINESH MOHANIYA	Aam Aadmi Party
Delhi	SANGAM VIHAR	24074	SHIV CHARAN LAL GUPTA	Bharatiya Janata Party
Delhi	SANGAM VIHAR	16435	JAG PARVESH	Indian National Congress
Delhi	SANGAM VIHAR	9850	VIR SINGH	Bahujan Samaj Party
Delhi	SANGAM VIHAR	9010	SHISH PAL SINGH	Janata Dal  (United)
Delhi	SANGAM VIHAR	1500	DASHARTH CHOUHAN	Independent
Delhi	SANGAM VIHAR	753	SHAHID	Peace Party
Delhi	SANGAM VIHAR	508	KALPANA JHA	Independent
Delhi	SANGAM VIHAR	India	AMARJEET VERMA	Proutist Bloc
Delhi	SANGAM VIHAR	281	LOKESH KUMAR	Independent
Delhi	SANGAM VIHAR	246	DIWAKAR JHA	Independent
Delhi	SANGAM VIHAR	199	RAMA WATI	Rashtriya Manav samman Party
Delhi	SANGAM VIHAR	193	SHAILENDRA KUMAR	Independent
Delhi	SANGAM VIHAR	172	RITA GILL	Indian Justice Party
Delhi	SANGAM VIHAR	152	DIPANKAR BANERJEE	Rashtriya Janadhikar Suraksha Party
Delhi	SANGAM VIHAR	91	NARESH SHARMA	Samajwadi Party
Delhi	SANGAM VIHAR	70	MOHD. YOUNUS	Lok Jan Shakti Party
Delhi	SANGAM VIHAR	298	None of the Above	None of the Above
Delhi	SEELAMPUR	46452	CHAUDHARY MATEEN AHMAD	Indian National Congress
Delhi	SEELAMPUR	24724	KAUSHAL KUMAR MISHRA	Bharatiya Janata Party
Delhi	SEELAMPUR	13352	ABDUL REHMAN	Bahujan Samaj Party
Delhi	SEELAMPUR	12969	MASOOD ALI KHAN	Aam Aadmi Party
Delhi	SEELAMPUR	635	NAZRIN NAAZ	Peace Party
Delhi	SEELAMPUR	571	MOHD.HASNAIN	Independent
Delhi	SEELAMPUR	472	BASHIRUDDIN	Samajwadi Party
Delhi	SEELAMPUR	120	SARFARAJ	Independent
Delhi	SEELAMPUR	550	None of the Above	None of the Above
Delhi	SEEMA PURI	43199	DHARMENDER SINGH	Aam Aadmi Party
Delhi	SEEMA PURI	31223	VEER SINGH DHINGAN	Indian National Congress
Delhi	SEEMA PURI	24356	RAM PAL SINGH	Bharatiya Janata Party
Delhi	SEEMA PURI	12501	SANTOSH KUMAR	Bahujan Samaj Party
Delhi	SEEMA PURI	699	RAM PRASAD ATRI	Communist Party of India
Delhi	SEEMA PURI	470	RAM MOHAN GAUTAM	Peace Party
Delhi	SEEMA PURI	431	RAM PRAKASH	Samajwadi Party
Delhi	SEEMA PURI	283	SUBHASH BABU	Hindusthan Nirman Dal
Delhi	SEEMA PURI	218	KISHAN PAL VAID	Independent
Delhi	SEEMA PURI	171	DEEP MALA	National Lokmat Party
Delhi	SEEMA PURI	131	ANGAN LAL	Republican Party of India Ektavadi
Delhi	SEEMA PURI	723	None of the Above	None of the Above
Delhi	SHAHDARA	45364	JITENDER SINGH SHUNTY	Bharatiya Janata Party
Delhi	SHAHDARA	30247	NARENDER NATH	Indian National Congress
Delhi	SHAHDARA	23512	BALBIR SINGH	Aam Aadmi Party
Delhi	SHAHDARA	2725	ACHAL SHARMA	Independent
Delhi	SHAHDARA	2239	BHIM SINGH	Bahujan Samaj Party
Delhi	SHAHDARA	230	TASAVVAR	Indian Democratic Party
Delhi	SHAHDARA	229	NIKUNJ SHARMA	Nationalist Congress Party
Delhi	SHAHDARA	132	AKEEL	Samajwadi Party
Delhi	SHAHDARA	124	VANDANA	Independent
Delhi	SHAHDARA	121	RAM KANWAR	Communist Party of India  (Marxist)
Delhi	SHAHDARA	89	ISHWAR DASS	Independent
Delhi	SHAHDARA	595	None of the Above	None of the Above
Delhi	SHAKUR BASTI	40232	SATYENDER KUMAR JAIN	Aam Aadmi Party
Delhi	SHAKUR BASTI	33170	SHYAM LAL GARG	Bharatiya Janata Party
Delhi	SHAKUR BASTI	18799	S C VATS	Indian National Congress
Delhi	SHAKUR BASTI	1321	JAWAHAR LAL LUTHRA	Independent
Delhi	SHAKUR BASTI	201	KUSUM TANDON	Nationalist Congress Party
Delhi	SHAKUR BASTI	196	RAJESH GUPTA	Independent
Delhi	SHAKUR BASTI	151	SENGOTTAIYAN	Desiya Murpokku Dravida Kazhagam
Delhi	SHAKUR BASTI	150	HARISH SAINI	Naya Daur Party
Delhi	SHAKUR BASTI	135	PARVEEN KUMAR	Rashtriya Bahujan Hitay Party
Delhi	SHAKUR BASTI	125	VIJENDER SINGH	SOCIALIST JANTA PARTY
Delhi	SHAKUR BASTI	53	VAKEEL	Rashtravadi Janata Party
Delhi	SHAKUR BASTI	583	None of the Above	None of the Above
Delhi	SHALIMAR BAGH	47235	BANDANA KUMARI	Aam Aadmi Party
Delhi	SHALIMAR BAGH	36584	RAVINDER NATH BANSAL	Bharatiya Janata Party
Delhi	SHALIMAR BAGH	15659	NARESH KUMAR GUPTA	Indian National Congress
Delhi	SHALIMAR BAGH	3751	G.L. KHANNA	Independent
Delhi	SHALIMAR BAGH	2664	RAJ KUMAR	Bahujan Samaj Party
Delhi	SHALIMAR BAGH	315	SURENDER PAL SINGH	Rashtravadi Janata Party
Delhi	SHALIMAR BAGH	192	BILAKSHAN	Bhartiya Janta Dal (Integrated)
Delhi	SHALIMAR BAGH	922	None of the Above	None of the Above
Delhi	SULTANPUR MAJRA	31458	JAI KISHAN	Indian National Congress
Delhi	SULTANPUR MAJRA	30346	SANDEEP KUMAR	Aam Aadmi Party
Delhi	SULTANPUR MAJRA	25424	MUKESH KUMAR AHLAWAT	Bahujan Samaj Party
Delhi	SULTANPUR MAJRA	15866	SUSHILA KUMARI	Bharatiya Janata Party
Delhi	SULTANPUR MAJRA	643	AJAY RAJ	Peoples Green Party
Delhi	SULTANPUR MAJRA	361	BABU SINGH @ DANGI	Lok Jan Shakti Party
Delhi	SULTANPUR MAJRA	252	BHAGAT SINGH	Indian Bahujan Samajwadi Party
Delhi	SULTANPUR MAJRA	1232	None of the Above	None of the Above
Delhi	TILAK NAGAR	34493	JARNAIL SINGH	Aam Aadmi Party
Delhi	TILAK NAGAR	32405	RAJIV BABBER	Bharatiya Janata Party
Delhi	TILAK NAGAR	19117	AMRITA DHAWAN	Indian National Congress
Delhi	TILAK NAGAR	409	JAGDISH CHAND	Bahujan Samaj Party
Delhi	TILAK NAGAR	308	SARWAN SINGH	Independent
Delhi	TILAK NAGAR	147	SAURABH SINGH	Akhil Bhartiya Vikas Congress Party
Delhi	TILAK NAGAR	100	PARAMJIT SINGH SAINI	Independent
