Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
WAGH GANGADHAR RADHAJI,Independent,2874,Maharashtra,Shirdi,S13,38
PAWAR VIJAY BANDERAO,The Lok Party of India,2334,Maharashtra,Shirdi,S13,38
GHOLAP SANDEEP BHASKAR,Independent,2229,Maharashtra,Shirdi,S13,38
UDDHAVRAO BALWANT GAIKWAD,Independent,1499,Maharashtra,Shirdi,S13,38
SARODE POPAT RAMBHAU,Lok Bharati,1429,Maharashtra,Shirdi,S13,38
None of the Above,None of the Above,9879,Maharashtra,Shirdi,S13,38
MUNDE GOPINATHRAO PANDURANG,Bharatiya Janata Party,635426,Maharashtra,Beed,S13,39
DHAS SURESH RAMCHANDRA,Nationalist Congress Party,499387,Maharashtra,Beed,S13,39
ROTHOD DIGAMBAR RAMRAO,Bahujan Samaj Party,14165,Maharashtra,Beed,S13,39
SOLANKE PRKASH BHAGWANRAO,Independent,8631,Maharashtra,Beed,S13,39
ASHOK DHONDIBA SONWANE,Independent,5383,Maharashtra,Beed,S13,39
TEJAS ANKUSH GHUMARE,Independent,5357,Maharashtra,Beed,S13,39
NADU MADHAV,Aam Aadmi Party,4273,Maharashtra,Beed,S13,39
ARJUN HANMANTA NIMBALKAR,Independent,3758,Maharashtra,Beed,S13,39
SAYYED NAVIDUJJAMMA,Independent,3732,Maharashtra,Beed,S13,39
SAYYED MINHAJ ALI SAYYAD WAJED ALI (PENDKHAJURWALE),Independent,3617,Maharashtra,Beed,S13,39
ASHOK BHAGOJI THORAT,Independent,3264,Maharashtra,Beed,S13,39
AGHAV JAYPRAKASH SITARAM,Independent,3247,Maharashtra,Beed,S13,39
KALE KRISHNA BHANUDAS,Bharipa Bahujan Mahasangh,3162,Maharashtra,Beed,S13,39
INAMDAR JABBERMIYA DAGERASA,Independent,3040,Maharashtra,Beed,S13,39
AVINASH NAMDEV WANKHEDE,Independent,2797,Maharashtra,Beed,S13,39
BHAGWAT HARIHAR TAWARE,Independent,2698,Maharashtra,Beed,S13,39
SADULLA ASDULLA INAMDAR,Independent,2482,Maharashtra,Beed,S13,39
DONGARE MILIND KASHINATH,Prabuddha Republican Party,1930,Maharashtra,Beed,S13,39
SHAIKH CHAND SHIAKH MIYA,Independent,1734,Maharashtra,Beed,S13,39
RAHUL PRABHAKAR KAMBLE,Ambedkarite Party of India,1733,Maharashtra,Beed,S13,39
SHAIKH IPTEKHAR ZAKEEBABA,Welfare Party Of India,1628,Maharashtra,Beed,S13,39
MANIKRAO MADHAVRAO BAVNE,Samajwadi Party,1584,Maharashtra,Beed,S13,39
SAKSAMUDRE BHAGWAN KACHRUBA,Bahujan Mukti Party,1532,Maharashtra,Beed,S13,39
JETHLIA SANTOSHBAPU  MITTHULAL,Independent,1270,Maharashtra,Beed,S13,39
HOKE (PATIL)RAJEDRA ACHYUTRAO,Independent,1264,Maharashtra,Beed,S13,39
TATE ASHOK SANTRAM,Ambedkarist Republican Party,1162,Maharashtra,Beed,S13,39
SAYYED MUBIN RAHIMTULLA,Independent,1122,Maharashtra,Beed,S13,39
DR. OWHAL JITENDRA MAHADEV,Independent,1075,Maharashtra,Beed,S13,39
THORAT DHANRAJ VITTHAL,Maharashtra Parivartan Sena (T),1065,Maharashtra,Beed,S13,39
PRASHANT VISHNU SASANE,Independent,1036,Maharashtra,Beed,S13,39
KALE BAJIRAO SHANKAR,Independent,1018,Maharashtra,Beed,S13,39
SHINGARE GOVIND BHARAT,Shivrajya Party,944,Maharashtra,Beed,S13,39
SHRIKANT VISHNU GADALE,Independent,931,Maharashtra,Beed,S13,39
GANGADHAR SITARAM KALKUTE,Independent,848,Maharashtra,Beed,S13,39
SHAIKH SHAFIQ SHABBIR,Independent,846,Maharashtra,Beed,S13,39
VEER SHESHERAO CHOKHOBA,Independent,713,Maharashtra,Beed,S13,39
SOLANKE PARMESHWAR KALYANRAO,Independent,520,Maharashtra,Beed,S13,39
SAYYED SALIM FATTU,Independent,452,Maharashtra,Beed,S13,39
SUMITRABAI DASHRATH PAWAR,Independent,314,Maharashtra,Beed,S13,39
None of the Above,None of the Above,2322,Maharashtra,Beed,S13,39
GAIKWAD RAVINDRA VISHWANATH,Shivsena,607699,Maharashtra,Osmanabad,S13,40
PATIL PADMASINHA BAJIRAO,Nationalist Congress Party,373374,Maharashtra,Osmanabad,S13,40
DHALE PADMASHEEL RAMCHANDRA,Bahujan Samaj Party,28322,Maharashtra,Osmanabad,S13,40
ROHAN SUBHASH DESHMUKH,Independent,26868,Maharashtra,Osmanabad,S13,40
TUKARAM DASRAO GANGAWANE,Independent,10210,Maharashtra,Osmanabad,S13,40
KAKASAHEB BABURAO RATHOD,Independent,7245,Maharashtra,Osmanabad,S13,40
GAIKWAD RAVINDRA VISHWANATH,Independent,7169,Maharashtra,Osmanabad,S13,40
TUPSUNDARE BALAJI BAPURAO,Independent,7038,Maharashtra,Osmanabad,S13,40
VIKRAM ASHOK SAWALE,Aam Aadmi Party,4240,Maharashtra,Osmanabad,S13,40
TARKASE PUSHPA MURLIDHAR,Hindusthan Nirman Dal,4126,Maharashtra,Osmanabad,S13,40
NAVNATH DASHRATH UPLEKAR,Independent,4092,Maharashtra,Osmanabad,S13,40
ROKDE MILIND SOMNATH,Bharipa Bahujan Mahasangh,3725,Maharashtra,Osmanabad,S13,40
SMT. JADHAV UJVALA EKNATH,Independent,3466,Maharashtra,Osmanabad,S13,40
PADMSINH VIJAYSINH MUNDHE,Independent,3361,Maharashtra,Osmanabad,S13,40
GAIKWAD UMAJI PANDURANG,Independent,2355,Maharashtra,Osmanabad,S13,40
ADV. SHAILENDRA RAMESHWAR YAVALKAR,Samajwadi Party,2257,Maharashtra,Osmanabad,S13,40
PATIL MANOHAR ANANDRAO,Independent,2251,Maharashtra,Osmanabad,S13,40
KSHIRSAGAR SHIVAJI JAGANNATH,Independent,1978,Maharashtra,Osmanabad,S13,40
SUSHILKUMAR VINAYAK PADULE,Independent,1963,Maharashtra,Osmanabad,S13,40
DR. RAMESH SUBRAV BANSODE,Republican Party of India,1701,Maharashtra,Osmanabad,S13,40
ALTAF HUSAIN YENEGURE,Independent,1640,Maharashtra,Osmanabad,S13,40
SAYYAD MOHAMD SAYYAD IBRAHIM,Bahujan Mukti Party,1528,Maharashtra,Osmanabad,S13,40
KSHIRSAGAR VIJAY MARUTI,Independent,1482,Maharashtra,Osmanabad,S13,40
SIDDIK IBRAHIM BOUDIWALI,Independent,1429,Maharashtra,Osmanabad,S13,40
SHAIKH MUBARAK MAINODDIN,Independent,1418,Maharashtra,Osmanabad,S13,40
SHINDE RAJENDRA BHAIRAVNATH,Maharashtra Parivartan Sena (T),1313,Maharashtra,Osmanabad,S13,40
BHOSALE REVAN VISHWANATH,Janata Dal  (Secular),1288,Maharashtra,Osmanabad,S13,40
None of the Above,None of the Above,4613,Maharashtra,Osmanabad,S13,40
DR. SUNIL BALIRAM GAIKWAD,Bharatiya Janata Party,616509,Maharashtra,Latur,S13,41
BANSODE DATTATRAY GUNDERAO,Indian National Congress,363114,Maharashtra,Latur,S13,41
KAMBLE DEEPAK ARVIND,Bahujan Samaj Party,20029,Maharashtra,Latur,S13,41
DIPRATNA PRABHAKARRAO NILANGEKAR,Aam Aadmi Party,9829,Maharashtra,Latur,S13,41
SHINDE SUDHIR SHRIPATRAO,Independent,8678,Maharashtra,Latur,S13,41
GAJANAN PANDURANG MANE,Independent,3401,Maharashtra,Latur,S13,41
SURYAWANSI SIDHARTH TUKARAM,Bahujan Mukti Party,2830,Maharashtra,Latur,S13,41
BHARAT MAROTI KADAM,Ambedkarite Party of India,2724,Maharashtra,Latur,S13,41
JARIPATKE DNYANOBA SOPANRAO,Independent,2052,Maharashtra,Latur,S13,41
BHARAT DAMODAR LONDHE,Independent,2035,Maharashtra,Latur,S13,41
PADMAKAR KONDIBA OVHAL,Independent,1941,Maharashtra,Latur,S13,41
BALAJI DNYANOBA KAMBLE,Samajwadi Party,1840,Maharashtra,Latur,S13,41
RAJKUMAR BHIMRAO CHANDANSHIVE,Independent,1765,Maharashtra,Latur,S13,41
UDARE MINAKSHI MAHADEV,Independent,1541,Maharashtra,Latur,S13,41
SHIVKHANDESHWAR NARAYAN DAHGE,Bharatiya Jawala Shakti Paksha,1337,Maharashtra,Latur,S13,41
JOGDAND FAKIRA VAIJNATH,Independent,1306,Maharashtra,Latur,S13,41
GAJENDRA LIMBAJI AVGHADE,Independent,1287,Maharashtra,Latur,S13,41
KAMBLE MILIND HARIBHAU,Independent,942,Maharashtra,Latur,S13,41
None of the Above,None of the Above,13996,Maharashtra,Latur,S13,41
SHARAD BANSODE,Bharatiya Janata Party,517879,Maharashtra,Solapur,S13,42
SHINDE SUSHILKUMAR SAMBHAJIRAO,Indian National Congress,368205,Maharashtra,Solapur,S13,42
ADV. SANJEEV SIDRAM SADAFULE,Bahujan Samaj Party,19041,Maharashtra,Solapur,S13,42
LALIT BABAR,Aam Aadmi Party,9261,Maharashtra,Solapur,S13,42
SONAWANE SHIVAJI CHANDRAKANT,Independent,5487,Maharashtra,Solapur,S13,42
SUNITA VIJAYKUMAR UGHADE,Independent,2706,Maharashtra,Solapur,S13,42
SONKAMBLE GAUTAM VIJAYKUMAR,Bharipa Bahujan Mahasangh,2458,Maharashtra,Solapur,S13,42
SIDRAM KRISHNA DHOBALE,Independent,1683,Maharashtra,Solapur,S13,42
KEWALE CHAYA NAGNATH,Independent,1654,Maharashtra,Solapur,S13,42
BHISE KRISHNA NAGNATH,Independent,1504,Maharashtra,Solapur,S13,42
RAJENDRA DNYANDEO RANDIVE,Independent,1460,Maharashtra,Solapur,S13,42
WAGHMARE PUNDALIK ONKARI,Bahujan Mukti Party,1399,Maharashtra,Solapur,S13,42
VIKRAM UTTAM KASABE,Independent,1333,Maharashtra,Solapur,S13,42
SHINDE RAJKUMAR LAXMANRAO,Independent,1286,Maharashtra,Solapur,S13,42
PAWAR YUVRAJ SIDRAM,Independent,1243,Maharashtra,Solapur,S13,42
DATTATRAYA VITTHAL THORAT,Independent,824,Maharashtra,Solapur,S13,42
None of the Above,None of the Above,13778,Maharashtra,Solapur,S13,42
MOHITE PATIL VIJAYSINH SHANKARRAO,Nationalist Congress Party,489989,Maharashtra,Madha,S13,43
SADABHAU RAMCHANDRA KHOT,Swabhimani Paksha,464645,Maharashtra,Madha,S13,43
MOHITE-PATIL PRATAPSINH SHANKARRAO,Independent,25187,Maharashtra,Madha,S13,43
BANSODE KUNDAN FULCHAND,Bahujan Samaj Party,15790,Maharashtra,Madha,S13,43
NAVANATH BHIMRAO PATIL,Hindusthan Praja Paksha,8853,Maharashtra,Madha,S13,43
NAGAMANI KISAN JAKKAN,Independent,8829,Maharashtra,Madha,S13,43
ADV. SAVITA BALKRISHNA SHINDE,Aam Aadmi Party,7160,Maharashtra,Madha,S13,43
JADHAV SUNIL GUNDA,Independent,7115,Maharashtra,Madha,S13,43
ROHIT RAMRUSHNA MORE,Independent,6886,Maharashtra,Madha,S13,43
BHAJANLAL YASHVANT NIMGAONKAR,Independent,4625,Maharashtra,Madha,S13,43
BALIRAM SUKHDEV MORE,Independent,4139,Maharashtra,Madha,S13,43
SATHI BASHIR AHMED BASHAMIYAN SHAIKH,Independent,3367,Maharashtra,Madha,S13,43
ADV.SUBHASH BALASAHEB PATIL (ANNA),Bahujan Mukti Party,3293,Maharashtra,Madha,S13,43
DR.BHISE INDRAKUMAR DEVRAO,Independent,3094,Maharashtra,Madha,S13,43
POL SUDHIR ARJUN,Independent,2814,Maharashtra,Madha,S13,43
SUNITA MOHAN TUPSOUNDRYA,Independent,2522,Maharashtra,Madha,S13,43
SHAIKH SHAHAJAN PAIGAMBAR,Independent,2336,Maharashtra,Madha,S13,43
PRAFULL SHIVRAO KADAM,Independent,2301,Maharashtra,Madha,S13,43
DEVKATE SOMANATH ALIAS SOMESHWAR CHANDRAKANT,Independent,2275,Maharashtra,Madha,S13,43
JAGTAP NITIN MARUTI,Independent,2189,Maharashtra,Madha,S13,43
DAGADU MANIK PAWAR,Independent,2117,Maharashtra,Madha,S13,43
SURESH SHAMRAO GHADGE,All India Trinamool Congress,1989,Maharashtra,Madha,S13,43
WALKE VIKRAM VASUDEO,Independent,1969,Maharashtra,Madha,S13,43
DR.PRAMOD RAMCHANDRA GAWADE,Independent,1926,Maharashtra,Madha,S13,43
None of the Above,None of the Above,4209,Maharashtra,Madha,S13,43
SANJAYKAKA PATIL,Bharatiya Janata Party,611563,Maharashtra,Sangli,S13,44
PATIL PRATIK PRAKASHBAPU,Indian National Congress,372271,Maharashtra,Sangli,S13,44
BANDGAR NANASO BALASO,Bahujan Samaj Party,11378,Maharashtra,Sangli,S13,44
NITIN GANPATRAO SAVGAVE,Bahujan Mukti Party,8405,Maharashtra,Sangli,S13,44
SURESH PARTH MANE (NANA),Independent,8353,Maharashtra,Sangli,S13,44
SAMINA ABDULMAJID KHAN,Aam Aadmi Party,4699,Maharashtra,Sangli,S13,44
CHOPADE SHRIPRASAD JANARDAN,Independent,4309,Maharashtra,Sangli,S13,44
SIDDHA SHIVAPPA BHOSALE,Independent,4309,Maharashtra,Sangli,S13,44
SHARMILA BABA WAKSHE,Independent,2481,Maharashtra,Sangli,S13,44
ADV. K. D. SHINDE,Janata Dal  (Secular),2460,Maharashtra,Sangli,S13,44
MADHUKAR BABURAO KAMBALE,Independent,1844,Maharashtra,Sangli,S13,44
TANAJIRAO JAGANNATH  JADHAV(CHINCHANIKAR),Independent,1774,Maharashtra,Sangli,S13,44
POURNIMA VILAS KORPALE,Independent,1702,Maharashtra,Sangli,S13,44
SHRIRANG BABURAO PAKHARE,Independent,1661,Maharashtra,Sangli,S13,44
ASHOK DNANU MANE(BHAU),Independent,1494,Maharashtra,Sangli,S13,44
DHATTURE HAFIZBHAI HUSAIN,Independent,997,Maharashtra,Sangli,S13,44
SUREKHA ALIAS SURAIYYA SHAHIN SHAIKH,Maharashtra Vikas Aghadi,849,Maharashtra,Sangli,S13,44
None of the Above,None of the Above,6110,Maharashtra,Sangli,S13,44
SHRIMANT CHH.  UDAYANRAJE PRATAPSINHA BHONSALE,Nationalist Congress Party,522531,Maharashtra,Satara,S13,45
PURUSHOTTAM JADHAV,Independent,155937,Maharashtra,Satara,S13,45
RAJENDRA MADHUKAR CHORAGE,Aam Aadmi Party,82489,Maharashtra,Satara,S13,45
ASHOK WAMAN GAIKWAD,Republican Party of India (A),71808,Maharashtra,Satara,S13,45
SANDIP AMRUTRAO MOZAR,Independent,18215,Maharashtra,Satara,S13,45
SUBHASH NIVRUTTI SHILEWANT,Independent,15073,Maharashtra,Satara,S13,45
PRASHANT VASANT CHAVAN,Bahujan Samaj Party,14523,Maharashtra,Satara,S13,45
ALTAF ABDULGANI SHIKALGAR,Bahujan Mukti Party,13760,Maharashtra,Satara,S13,45
CHANDRAKANT TATU KHANDAIT,Bharipa Bahujan Mahasangh,12270,Maharashtra,Satara,S13,45
SUHAS VISHWASRAO DESHMUKH,Independent,12122,Maharashtra,Satara,S13,45
PANDURANG RAMCHANDRA SHINDE,Independent,11304,Maharashtra,Satara,S13,45
KADAM SAGAR UTTAMRAO,Independent,10047,Maharashtra,Satara,S13,45
ADV. VARSHA  MADGULKAR,Independent,9405,Maharashtra,Satara,S13,45
UMESH MUKUND WAGHMARE,Independent,4711,Maharashtra,Satara,S13,45
DR. VIJAYSINHA  DILIPRAO PATIL,Independent,3654,Maharashtra,Satara,S13,45
BICHUKALE ABHIJIT VAMANRAO,Independent,3644,Maharashtra,Satara,S13,45
GAWDE SUKHDEV BHANUDAS,Independent,2435,Maharashtra,Satara,S13,45
DR. PRAKASH SHAMRAO PAWAR,Independent,2164,Maharashtra,Satara,S13,45
None of the Above,None of the Above,10589,Maharashtra,Satara,S13,45
DHANANJAY BHIMRAO MAHADIK,Nationalist Congress Party,607665,Maharashtra,Kolhapur,S13,47
SANJAY SADASHIV MANDALIK,Shivsena,574406,Maharashtra,Kolhapur,S13,47
SAMPATRAO SHAMRAO PAWAR PATIL,Peasants And Workers Party of India,13162,Maharashtra,Kolhapur,S13,47
SANDEEP GUNDOPANT SANKPAL,Independent,10963,Maharashtra,Kolhapur,S13,47
KURANE AJAY PRAKASH,Bahujan Samaj Party,9291,Maharashtra,Kolhapur,S13,47
KAMBLE DAYANAND VASANT,Bahujan Mukti Party,8635,Maharashtra,Kolhapur,S13,47
ATUL PRASANNAKUMAR DIGHE,Bharipa Bahujan Mahasangh,7067,Maharashtra,Kolhapur,S13,47
SHEREGAR CHETAN VENKATESH,Independent,6114,Maharashtra,Kolhapur,S13,47
PATIL BAJRANG KRISHNA,Independent,5676,Maharashtra,Kolhapur,S13,47
NARAYAN GUNDU POWAR,Aam Aadmi Party,5495,Maharashtra,Kolhapur,S13,47
YASHWANT BALKRUSHNA JOSHI,Independent,1415,Maharashtra,Kolhapur,S13,47
KAMBLE SUKUMAR DATTU,Independent,915,Maharashtra,Kolhapur,S13,47
JEEVAN ALIAS C.A.PATIL,Independent,898,Maharashtra,Kolhapur,S13,47
PANDURANG TUKARAM CHOUGALE,Independent,836,Maharashtra,Kolhapur,S13,47
MHAMANE ANIL SUBHASH,Independent,736,Maharashtra,Kolhapur,S13,47
None of the Above,None of the Above,7015,Maharashtra,Kolhapur,S13,47
RAJU SHETTY,Swabhimani Paksha,640428,Maharashtra,Hatkanangle,S13,48
AWADE KALLAPPA BABURAO,Indian National Congress,462618,Maharashtra,Hatkanangle,S13,48
SURESHDADA PATIL,Independent,25648,Maharashtra,Hatkanangle,S13,48
KAMBLE CHANDRAKANT TUKARAM,Bahujan Samaj Party,11499,Maharashtra,Hatkanangle,S13,48
RAGHUNATHDADA PATIL,Aam Aadmi Party,9015,Maharashtra,Hatkanangle,S13,48
YUVRAJ SHIVAJI KAMBLE,Independent,6585,Maharashtra,Hatkanangle,S13,48
DIGAMBAR ALIAS GABBAR SUDAM SAKAT,Bharipa Bahujan Mahasangh,5186,Maharashtra,Hatkanangle,S13,48
SHAIKH SHABBIR NABI,Maharashtra Parivartan Sena (T),4176,Maharashtra,Hatkanangle,S13,48
PATIL S R TATYA,Independent,3318,Maharashtra,Hatkanangle,S13,48
SUSHANT SANTOSH DIGE,Independent,2999,Maharashtra,Hatkanangle,S13,48
THORAT ANANDRAO TUKARAM,Independent,2637,Maharashtra,Hatkanangle,S13,48
MANE ARVIND BHIVA,Independent,2361,Maharashtra,Hatkanangle,S13,48
KAMBLE SUKUMAR DATTU,Independent,2342,Maharashtra,Hatkanangle,S13,48
None of the Above,None of the Above,10059,Maharashtra,Hatkanangle,S13,48
DR. THOKCHOM MEINYA,Indian National Congress,292102,Manipur,Inner manipur,S14,1
MOIRANGTHEM NARA,Communist Party of India,197428,Manipur,Inner manipur,S14,1
R.K. RANJAN SINGH,Bharatiya Janata Party,92443,Manipur,Inner manipur,S14,1
SARANGTHEM MANAOBI,All India Trinamool Congress,39903,Manipur,Inner manipur,S14,1
INDIRA OINAM,Independent,7014,Manipur,Inner manipur,S14,1
DR. IBOMCHA SINGH,Aam Aadmi Party,3275,Manipur,Inner manipur,S14,1
DR. GURUMAYUM TONSANA SHARMA,Manipur Democratic Peoples's Front,2005,Manipur,Inner manipur,S14,1
OINAM JOTIN SINGH,Jai Maha Bharath Party,1403,Manipur,Inner manipur,S14,1
None of the Above,None of the Above,5298,Manipur,Inner manipur,S14,1
THANGSO BAITE,Indian National Congress,296770,Manipur,Outer manipur,S14,2
SOSO LORHO,Naga Peoples Front,281133,Manipur,Outer manipur,S14,2
GANGMUMEI KAMEI,Bharatiya Janata Party,75828,Manipur,Outer manipur,S14,2
CHUNGKHOKAI DOUNGEL,Nationalist Congress Party,61662,Manipur,Outer manipur,S14,2
MANI CHARENAMEI,Independent,34995,Manipur,Outer manipur,S14,2
KIM GANGTE,All India Trinamool Congress,12752,Manipur,Outer manipur,S14,2
M. KHAMCHINPAU @ K. ZOU,Aam Aadmi Party,4331,Manipur,Outer manipur,S14,2
LAMMINLIEN @ LIEN GANGTE,Janata Dal  (United),1085,Manipur,Outer manipur,S14,2
LAMLALMOI @ MOMOI GANGTE,Independent,603,Manipur,Outer manipur,S14,2
AMARSON SANKHIL,Independent,401,Manipur,Outer manipur,S14,2
None of the Above,None of the Above,2206,Manipur,Outer manipur,S14,2
VINCENT H. PALA,Indian National Congress,209340,Meghalaya,Shillong,S15,1
PRECHARD B. M. BASAIAWMOIT,Independent,168961,Meghalaya,Shillong,S15,1
PAUL LYNGDOH,United Democratic Party,106817,Meghalaya,Shillong,S15,1
SHIBUN LYNGDOH,Bharatiya Janata Party,95979,Meghalaya,Shillong,S15,1
ARMERINGTON KHARSHIING,Aam Aadmi Party,8815,Meghalaya,Shillong,S15,1
RICHARD D. SHABONG,Communist Party of India,7418,Meghalaya,Shillong,S15,1
IVORYNA SHYLLA,Independent,6605,Meghalaya,Shillong,S15,1
DENIS SIANGSHAI,Independent,5092,Meghalaya,Shillong,S15,1
None of the Above,None of the Above,10960,Meghalaya,Shillong,S15,1
PURNO AGITOK SANGMA,National Peoples Party,239301,Meghalaya,Tura,S15,2
DARYL WILLIAM CH MOMIN,Indian National Congress,199585,Meghalaya,Tura,S15,2
None of the Above,None of the Above,19185,Meghalaya,Tura,S15,2
C. L. RUALA,Indian National Congress,210485,Mizoram,MIZORAM,S16,1
ROBERT ROMAWIA ROYTE,Independent,204331,Mizoram,MIZORAM,S16,1
M.LALMANZUALA,Aam Aadmi Party,11890,Mizoram,MIZORAM,S16,1
None of the Above,None of the Above,6495,Mizoram,MIZORAM,S16,1
NEIPHIU RIO,Naga Peoples Front,713372,Nagaland,Nagaland,S17,1
K. V. PUSA,Indian National Congress,313044,Nagaland,Nagaland,S17,1
AKHEI ACHUMI,Socialist Party (India),9688,Nagaland,Nagaland,S17,1
None of the Above,None of the Above,2697,Nagaland,Nagaland,S17,1
PRABHAS KUMAR SINGH,Biju Janata Dal,369597,Odisha,Bargarh,S18,1
SUBASH CHOUHAN,Bharatiya Janata Party,355955,Odisha,Bargarh,S18,1
SANJAY BHOI,Indian National Congress,264566,Odisha,Bargarh,S18,1
KULAMANI URMA,Paschimanchal Vikas Party,25603,Odisha,Bargarh,S18,1
ASHOK BISI,Communist Party of India,20211,Odisha,Bargarh,S18,1
LINGARAJ PRADHAN,Aam Aadmi Party,15181,Odisha,Bargarh,S18,1
GAYAN CHAND,Bahujan Samaj Party,7646,Odisha,Bargarh,S18,1
ASHOK MITTAL,All India Trinamool Congress,7396,Odisha,Bargarh,S18,1
None of the Above,None of the Above,13857,Odisha,Bargarh,S18,1
JUAL @ JUEL ORAM,Bharatiya Janata Party,298649,Odisha,Sundargarh,S18,2
DILIP KUMAR TIRKEY,Biju Janata Dal,286339,Odisha,Sundargarh,S18,2
HEMANAND BISWAL,Indian National Congress,237957,Odisha,Sundargarh,S18,2
BAGI LAKRA,Bahujan Samaj Party,8242,Odisha,Sundargarh,S18,2
JUSTIN LUGUN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),7867,Odisha,Sundargarh,S18,2
LAWRENCIA LAKRA,Independent,7622,Odisha,Sundargarh,S18,2
BASIL EKKA,Aam Aadmi Party,6377,Odisha,Sundargarh,S18,2
MANSID EKKA,Independent,6011,Odisha,Sundargarh,S18,2
SAGAR SINGH MANAKI,Kosal Kranti Dal,5695,Odisha,Sundargarh,S18,2
DAS CHARAN MAJHI,Jharkhand Disom Party,3462,Odisha,Sundargarh,S18,2
SATISH KUMAR MINZ,Independent,3259,Odisha,Sundargarh,S18,2
LILY PREMA KUJUR,Bahujan Mukti Party,3086,Odisha,Sundargarh,S18,2
None of the Above,None of the Above,13071,Odisha,Sundargarh,S18,2
NAGENDRA KUMAR PRADHAN,Biju Janata Dal,358139,Odisha,Sambalpur,S18,3
SURESH PUJARI,Bharatiya Janata Party,325743,Odisha,Sambalpur,S18,3
AMARNATH PRADHAN,Indian National Congress,241757,Odisha,Sambalpur,S18,3
NATHU RAM,Bahujan Samaj Party,12197,Odisha,Sambalpur,S18,3
ANANDA KUMAR SAMAL,Aam Aadmi Party,7000,Odisha,Sambalpur,S18,3
MD. ALI HUSSAIN,Independent,4753,Odisha,Sambalpur,S18,3
PRASADI PRADHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4501,Odisha,Sambalpur,S18,3
ASHOK PANDA,Independent,4016,Odisha,Sambalpur,S18,3
DUSMANTA KAR,Independent,4004,Odisha,Sambalpur,S18,3
SHANKARLAL AGRAWALA,"Proutist Bloc, India",3106,Odisha,Sambalpur,S18,3
TARANI BHOI,Paschimanchal Vikas Party,2557,Odisha,Sambalpur,S18,3
None of the Above,None of the Above,13295,Odisha,Sambalpur,S18,3
SAKUNTALA LAGURI,Biju Janata Dal,434471,Odisha,Keonjhar,S18,4
ANANTA NAYAK,Bharatiya Janata Party,277154,Odisha,Keonjhar,S18,4
MADHABA SARDAR,Indian National Congress,190531,Odisha,Keonjhar,S18,4
BASUDEB NAIK,Independent,101999,Odisha,Keonjhar,S18,4
SUJIT KUMAR LUGUN,Independent,16420,Odisha,Keonjhar,S18,4
SUDARSHAN LOHAR,Rashtriya Indepndent Morcha,16299,Odisha,Keonjhar,S18,4
BISHNUPRIYA NAIK,Odisha Jan Morcha,12236,Odisha,Keonjhar,S18,4
JAGAT MOHAN NAIK,Bahujan Samaj Party,8694,Odisha,Keonjhar,S18,4
None of the Above,None of the Above,26065,Odisha,Keonjhar,S18,4
RAMA CHANDRA HANSDAH,Biju Janata Dal,393779,Odisha,Mayurbhanj,S18,5
NEPOLE RAGHU MURMU,Bharatiya Janata Party,270913,Odisha,Mayurbhanj,S18,5
DEBASHIS MARNDI,Jharkhand Mukti Morcha,172984,Odisha,Mayurbhanj,S18,5
SHYAM SUNDAR HANSDAH,Indian National Congress,142165,Odisha,Mayurbhanj,S18,5
PRABHUDAN MARANDI,Aama Odisha Party,14632,Odisha,Mayurbhanj,S18,5
DASHMAT SOREN,Bahujan Samaj Party,12041,Odisha,Mayurbhanj,S18,5
CHHABI MAHALI,Aam Aadmi Party,8183,Odisha,Mayurbhanj,S18,5
DEVI PRASANNA BESRA,Independent,8133,Odisha,Mayurbhanj,S18,5
ANTA ALOK BASKEY,AJSU Party,7052,Odisha,Mayurbhanj,S18,5
None of the Above,None of the Above,23517,Odisha,Mayurbhanj,S18,5
RABINDRA KUMAR JENA,Biju Janata Dal,365507,Odisha,Balasore,S18,6
PRATAP CHANDRA SARANGI,Bharatiya Janata Party,261057,Odisha,Balasore,S18,6
SHRIKANTA KUMAR JENA,Indian National Congress,224659,Odisha,Balasore,S18,6
PRASANTA KUMAR MISHRA,Communist Party of India,13992,Odisha,Balasore,S18,6
KARTIKESWAR PATRA,All India Trinamool Congress,8597,Odisha,Balasore,S18,6
SAROJ KUMAR PANDA,Independent,4234,Odisha,Balasore,S18,6
BICHITRA NANDA DAS,Bahujan Samaj Party,2785,Odisha,Balasore,S18,6
MAMATA KUNDU,Aam Aadmi Party,2333,Odisha,Balasore,S18,6
BISWAJIT RAY,Independent,1633,Odisha,Balasore,S18,6
JAGANNATH DAS,Independent,1629,Odisha,Balasore,S18,6
None of the Above,None of the Above,6986,Odisha,Balasore,S18,6
ARJUN CHARAN SETHI,Biju Janata Dal,484112,Odisha,Bhadrak,S18,7
SANGRAM KESHARI JENA,Indian National Congress,308515,Odisha,Bhadrak,S18,7
SARAT DAS,Bharatiya Janata Party,210905,Odisha,Bhadrak,S18,7
RAMESH JENA,Communist Party of India,11628,Odisha,Bhadrak,S18,7
ARJUN CHARAN MALLIK,Bahujan Samaj Party,7339,Odisha,Bhadrak,S18,7
NARAYAN CHANDRA JENA,Aam Aadmi Party,5713,Odisha,Bhadrak,S18,7
