"AC Name","State","male 18-19","female 18-19","others 18-19","total 18-19","gender roll ratio","electors with EPIC","EPIC percent","electors with photo","PER Percent","male above 18","female above 18","others above 18","total above 18"
"Rajabala","Meghalaya",649,520,0,1169,"1026 ","26764 ",100.00,"26764 ",100.00,13209,13555,0,26764
"Selsella","Meghalaya",503,400,0,903,"995 ","26694 ",100.00,"26694 ",100.00,13379,13315,0,26694
"Dadenggre","Meghalaya",455,453,0,908,"972 ","25559 ",100.00,"25559 ",100.00,12964,12595,0,25559
"North Tura","Meghalaya",399,413,0,812,"965 ","26555 ",100.00,"26555 ",100.00,13511,13044,0,26555
"South Tura","Meghalaya",398,364,0,762,"1013 ","26530 ",100.00,"26530 ",100.00,13180,13350,0,26530
"Rangsakona","Meghalaya",441,421,0,862,"1006 ","27353 ",100.00,"27353 ",100.00,13639,13714,0,27353
"Ampati","Meghalaya",443,389,0,832,"1021 ","24739 ",100.00,"24739 ",100.00,12241,12498,0,24739
"Mahendraganj","Meghalaya",605,548,0,1153,"1008 ","26555 ",100.00,"26555 ",100.00,13223,13332,0,26555
"Salmanpara","Meghalaya",525,422,0,947,"985 ","22131 ",100.00,"22131 ",100.00,11148,10983,0,22131
"Gambegre","Meghalaya",439,359,0,798,"962 ","22062 ",100.00,"22062 ",100.00,11245,10817,0,22062
"Dalu","Meghalaya",291,258,0,549,"988 ","16436 ",100.00,"16436 ",100.00,8267,8169,0,16436
"Rongara Siju","Meghalaya",443,419,0,862,"923 ","23397 ",100.00,"23397 ",100.00,12170,11227,0,23397
"Chokpot","Meghalaya",345,277,0,622,"927 ","22962 ",100.00,"22962 ",100.00,11913,11049,0,22962
"Baghmara","Meghalaya",441,366,0,807,"954 ","23612 ",100.00,"23612 ",100.00,12081,11531,0,23612
"Hachhek","Mizoram",531,542,0,1073,"971 ","21640 ",100.00,"21640 ",100.00,10982,10658,0,21640
"Dampa","Mizoram",291,263,0,554,"945 ","16442 ",100.00,"16442 ",100.00,8454,7988,0,16442
"Mamit","Mizoram",457,430,0,887,"974 ","20217 ",100.00,"20217 ",100.00,10244,9973,0,20217
"Tuirial","Mizoram",343,309,0,652,"998 ","15742 ",100.00,"15742 ",100.00,7877,7865,0,15742
"Kolasib","Mizoram",324,325,0,649,"1056 ","19191 ",100.00,"19191 ",100.00,9335,9856,0,19191
"Serlui","Mizoram",325,377,0,702,"1004 ","16868 ",100.00,"16868 ",100.00,8416,8452,0,16868
"Tuivawl","Mizoram",363,343,0,706,"1006 ","15141 ",100.00,"15141 ",100.00,7547,7594,0,15141
"Chalfilh","Mizoram",412,407,0,819,"962 ","17205 ",100.00,"17205 ",100.00,8768,8437,0,17205
"Tawi","Mizoram",317,310,0,627,"1073 ","14665 ",100.00,"14665 ",100.00,7075,7590,0,14665
"Aizawl  North - i","Mizoram",422,374,0,796,"1133 ","20471 ",100.00,"20471 ",100.00,9599,10872,0,20471
"Aizawl North - ii","Mizoram",388,353,0,741,"1127 ","20679 ",100.00,"20679 ",100.00,9720,10959,0,20679
"Aizawl North-iii","Mizoram",317,331,0,648,"1148 ","17188 ",100.00,"17188 ",100.00,8001,9187,0,17188
"Aizawl East - i","Mizoram",418,382,0,800,"1039 ","20467 ",100.00,"20467 ",100.00,10036,10431,0,20467
"Aizawl East ii","Mizoram",317,297,0,614,"1139 ","16341 ",100.00,"16341 ",100.00,7640,8701,0,16341
"Aizawl West i","Mizoram",442,402,0,844,"1069 ","21067 ",100.00,"21067 ",100.00,10182,10885,0,21067
"Aizawl West ii","Mizoram",340,388,0,728,"1115 ","18680 ",100.00,"18680 ",100.00,8832,9848,0,18680
"Aizawl West iii","Mizoram",369,372,0,741,"1116 ","19224 ",100.00,"19224 ",100.00,9087,10137,0,19224
"Aizawl South i","Mizoram",388,368,0,756,"1142 ","19994 ",100.00,"19994 ",100.00,9333,10661,0,19994
"Aizawl South ii","Mizoram",451,432,0,883,"1130 ","21342 ",100.00,"21342 ",100.00,10021,11321,0,21342
"Aizawl South-iii","Mizoram",458,407,0,865,"997 ","17963 ",100.00,"17963 ",100.00,8993,8970,0,17963
"Lengteng","Mizoram",387,362,0,749,"980 ","16328 ",100.00,"16328 ",100.00,8248,8080,0,16328
"Tuichang","Mizoram",360,360,0,720,"982 ","15052 ",100.00,"15052 ",100.00,7593,7459,0,15052
"Champhai North","Mizoram",443,418,0,861,"1021 ","17102 ",100.00,"17102 ",100.00,8462,8640,0,17102
"Champhai South","Mizoram",336,355,0,691,"1066 ","15795 ",100.00,"15795 ",100.00,7644,8151,0,15795
"East tuipui","Mizoram",426,383,0,809,"995 ","14070 ",100.00,"14070 ",100.00,7054,7016,0,14070
"Serchhip","Mizoram",754,840,0,1594,"1072 ","16083 ",100.00,"16083 ",100.00,7761,8322,0,16083
"Tuikum","Mizoram",855,804,0,1659,"1010 ","14520 ",100.00,"14520 ",100.00,7224,7296,0,14520
"Hrangturzo","Mizoram",678,664,0,1342,"1006 ","14804 ",100.00,"14804 ",100.00,7380,7424,0,14804
"South tuipui","Mizoram",684,759,0,1443,"1023 ","13779 ",100.00,"13779 ",100.00,6812,6967,0,13779
"Lunglei North","Mizoram",540,759,0,1299,"1018 ","14932 ",100.00,"14932 ",100.00,7398,7534,0,14932
"Lunglei East","Mizoram",412,404,0,816,"1055 ","13210 ",100.00,"13210 ",100.00,6427,6783,0,13210
"Lunglei West","Mizoram",517,473,0,990,"1069 ","13202 ",100.00,"13202 ",100.00,6380,6822,0,13202
"Lunglei South","Mizoram",546,584,0,1130,"1007 ","15260 ",100.00,"15260 ",100.00,7604,7656,0,15260
"Thorang","Mizoram",422,426,0,848,"940 ","12510 ",100.00,"12510 ",100.00,6447,6063,0,12510
"West tuipui","Mizoram",203,171,0,374,"890 ","12804 ",100.00,"12804 ",100.00,6775,6029,0,12804
"Tuichawng","Mizoram",616,543,0,1159,"989 ","26739 ",100.00,"26739 ",100.00,13445,13294,0,26739
"Lawngtlai West","Mizoram",675,624,0,1299,"1000 ","23697 ",100.00,"23697 ",100.00,11846,11851,0,23697
"Lawngtlai East","Mizoram",442,475,0,917,"1072 ","21640 ",100.00,"21640 ",100.00,10442,11198,0,21640
"Saiha","Mizoram",923,1023,0,1946,"1064 ","18645 ",100.00,"18645 ",100.00,9033,9612,0,18645
"Palak","Mizoram",833,811,0,1644,"1015 ","15749 ",100.00,"15749 ",100.00,7817,7932,0,15749
"Dimapur-i","Nagaland",210,150,0,360,"850 ","0 ",0.00,"18520 ",92.00,10841,9215,0,20056
"Dimapur-ii","Nagaland",452,388,0,840,"924 ","0 ",0.00,"42735 ",90.00,24470,22616,0,47086
"Dimapur-iii","Nagaland",409,433,0,842,"970 ","0 ",0.00,"27082 ",96.00,14221,13800,0,28021
"Ghaspani-i","Nagaland",491,453,0,944,"981 ","0 ",0.00,"55699 ",95.00,29594,29023,0,58617
"Ghaspani-ii","Nagaland",198,215,0,413,"984 ","0 ",0.00,"29322 ",97.00,15204,14959,0,30163
"Tenning","Nagaland",432,435,0,867,"971 ","0 ",0.00,"28639 ",99.00,14636,14209,0,28845
"Peren","Nagaland",404,420,0,824,"1029 ","0 ",0.00,"27083 ",99.00,13419,13805,0,27224
"Western angami","Nagaland",165,141,0,306,"1042 ","0 ",0.00,"15910 ",99.00,7803,8134,0,15937
"Kohima town","Nagaland",280,280,0,560,"973 ","0 ",0.00,"28749 ",99.00,14575,14184,0,28759
"Northern angami-i","Nagaland",149,162,0,311,"1088 ","0 ",0.00,"15295 ",99.00,7359,8004,0,15363
"Northern angami-ii","Nagaland",483,542,0,1025,"1022 ","0 ",0.00,"18642 ",99.00,9231,9435,0,18666
"Tseminyu","Nagaland",373,382,0,755,"1065 ","0 ",0.00,"24417 ",99.00,11829,12600,0,24429
"Pughoboto","Nagaland",204,251,0,455,"1020 ","0 ",0.00,"12484 ",98.00,6292,6415,0,12707
"Southern angami-i","Nagaland",188,158,0,346,"1109 ","0 ",0.00,"12942 ",99.00,6142,6813,0,12955
"Southern angami-ii","Nagaland",196,178,0,374,"1166 ","0 ",0.00,"16949 ",99.00,7828,9125,0,16953
"Pfutsero","Nagaland",322,406,0,728,"1071 ","0 ",0.00,"21300 ",99.00,10349,11087,0,21436
"Chizami","Nagaland",381,439,0,820,"1040 ","0 ",0.00,"16954 ",99.00,8367,8703,0,17070
"Chazouba","Nagaland",432,559,0,991,"1080 ","0 ",0.00,"24826 ",98.00,12071,13035,0,25106
"Phek","Nagaland",351,358,0,709,"981 ","0 ",0.00,"21686 ",99.00,11005,10792,0,21797
"Meluri","Nagaland",538,592,0,1130,"990 ","0 ",0.00,"19417 ",99.00,9769,9669,0,19438
"Tuli","Nagaland",280,265,0,545,"899 ","0 ",0.00,"17406 ",99.00,9169,8246,0,17415
"Arkakong","Nagaland",374,290,0,664,"971 ","0 ",0.00,"16442 ",99.00,8344,8099,0,16443
"Impur","Nagaland",309,315,0,624,"994 ","0 ",0.00,"9969 ",99.00,5000,4971,0,9971
"Angetyongpang","Nagaland",258,236,0,494,"945 ","0 ",0.00,"14479 ",99.00,7445,7036,0,14481
"Mongoya","Nagaland",331,314,0,645,"1039 ","0 ",0.00,"14494 ",99.00,7110,7390,0,14500
"Aonglenden","Nagaland",224,170,0,394,"1002 ","0 ",0.00,"11483 ",99.00,5741,5753,0,11494
"Mokokchung town","Nagaland",146,119,0,265,"1015 ","0 ",0.00,"5767 ",99.00,2864,2908,0,5772
"Koridang","Nagaland",313,288,0,601,"971 ","0 ",0.00,"18294 ",99.00,9282,9013,0,18295
"Jangpetkong","Nagaland",232,218,0,450,"972 ","0 ",0.00,"10655 ",99.00,5404,5254,0,10658
"Alongtaki","Nagaland",240,222,0,462,"989 ","0 ",0.00,"13766 ",99.00,6921,6848,0,13769
"Akuluto","Nagaland",163,150,0,313,"968 ","0 ",0.00,"10404 ",99.00,5290,5122,0,10412
"Atoizu","Nagaland",326,335,0,661,"1015 ","0 ",0.00,"15366 ",99.00,7628,7740,0,15368
"Suruhoto","Nagaland",269,272,0,541,"949 ","0 ",0.00,"13900 ",99.00,7136,6772,0,13908
"Aghunato","Nagaland",231,239,0,470,"1051 ","0 ",0.00,"14380 ",99.00,7014,7375,0,14389
"Zunheboto","Nagaland",648,658,0,1306,"1004 ","0 ",0.00,"19412 ",99.00,9748,9786,0,19534
"Satakha","Nagaland",444,461,0,905,"1007 ","0 ",0.00,"15041 ",99.00,7499,7553,0,15052
"Tyui","Nagaland",506,535,0,1041,"1039 ","0 ",0.00,"20843 ",99.00,10253,10653,0,20906
"Wokha","Nagaland",786,861,0,1647,"1016 ","0 ",0.00,"31992 ",98.00,16124,16382,0,32506
"Sanis","Nagaland",422,417,0,839,"1005 ","0 ",0.00,"21667 ",99.00,10847,10903,0,21750
"Bhandari","Nagaland",506,476,0,982,"942 ","0 ",0.00,"24878 ",99.00,12863,12111,0,24974
"Tizit","Nagaland",168,154,0,322,"877 ","0 ",0.00,"18250 ",99.00,9722,8530,0,18252
"Wakching","Nagaland",158,180,0,338,"917 ","0 ",0.00,"17884 ",99.00,9328,8558,0,17886
"Tapi","Nagaland",155,193,0,348,"931 ","0 ",0.00,"14598 ",99.00,7560,7040,0,14600
"Phomching","Nagaland",96,85,0,181,"883 ","0 ",0.00,"19096 ",100.00,10139,8957,0,19096
"Tehok","Nagaland",136,184,0,320,"902 ","0 ",0.00,"15306 ",100.00,8047,7259,0,15306
"Mon town","Nagaland",254,265,0,519,"929 ","0 ",0.00,"18883 ",99.00,9792,9099,0,18891
"Aboi","Nagaland",201,195,0,396,"913 ","0 ",0.00,"11221 ",99.00,5868,5355,0,11223
"Moka","Nagaland",410,381,0,791,"947 ","0 ",0.00,"17119 ",99.00,8794,8329,0,17123
"Tamlu","Nagaland",149,158,0,307,"891 ","0 ",0.00,"14386 ",99.00,7622,6789,0,14411
"Longleng","Nagaland",373,410,0,783,"911 ","0 ",0.00,"22718 ",99.00,11938,10872,0,22810
"Noksen","Nagaland",54,49,0,103,"939 ","0 ",0.00,"12005 ",100.00,6192,5813,0,12005
"Longkhim chare","Nagaland",230,227,0,457,"955 ","0 ",0.00,"20192 ",100.00,10331,9862,0,20193
"Tuensang sadar-i","Nagaland",321,272,0,593,"867 ","0 ",0.00,"21635 ",99.00,11592,10045,0,21637
"Tuensang sadar-ii","Nagaland",160,183,0,343,"981 ","0 ",0.00,"18831 ",99.00,9507,9326,0,18833
"Tobu","Nagaland",144,181,0,325,"947 ","0 ",0.00,"18260 ",99.00,9383,8882,0,18265
"Noklak","Nagaland",209,198,0,407,"923 ","0 ",0.00,"15186 ",99.00,7897,7290,0,15187
"Thonoknyu","Nagaland",185,206,0,391,"926 ","0 ",0.00,"18276 ",99.00,9488,8789,0,18277
"Shamator chessore","Nagaland",221,237,0,458,"1012 ","0 ",0.00,"17144 ",100.00,8521,8623,0,17144
"Seyochung sitimi","Nagaland",280,314,0,594,"1008 ","0 ",0.00,"21834 ",99.00,10921,11003,0,21924
"Pungro kiphire","Nagaland",364,370,0,734,"927 ","0 ",0.00,"29290 ",99.00,15243,14132,0,29375
"NERELA","NCT OF Delhi",2403,1229,0,3632,"794 ","213507 ",100.00,"213507 ",100.00,118972,94520,15,213507
"BURARI","NCT OF Delhi",3249,2041,1,5291,"765 ","247715 ",100.00,"247715 ",100.00,140340,107366,9,247715
"TIMARPUR","NCT OF Delhi",1981,1434,0,3415,"832 ","174728 ",100.00,"174728 ",100.00,95372,79341,15,174728
"ADARSH NAGAR","NCT OF Delhi",1497,1115,0,2612,"800 ","147478 ",100.00,"147478 ",100.00,81919,65551,8,147478
"BADLI","NCT OF Delhi",2482,1496,0,3978,"744 ","200994 ",100.00,"200994 ",100.00,115215,85772,7,200994
"RITHALA","NCT OF Delhi",2602,1723,0,4325,"860 ","225039 ",100.00,"225039 ",100.00,120976,104045,18,225039
"BAWANA","NCT OF Delhi",3510,2180,1,5691,"790 ","276393 ",100.00,"276393 ",100.00,154368,122007,18,276393
"MUNDKA","NCT OF Delhi",3246,1939,2,5187,"841 ","245233 ",100.00,"245233 ",100.00,133211,112001,21,245233
"KIRARI","NCT OF Delhi",3135,1856,1,4992,"736 ","220547 ",100.00,"220547 ",100.00,127063,93468,16,220547
"SULTANPUR MAJRA","NCT OF Delhi",2294,1521,0,3815,"837 ","161067 ",100.00,"161067 ",100.00,87644,73391,32,161067
"NANGLOI JAT","NCT OF Delhi",2644,1465,3,4112,"780 ","220326 ",100.00,"220326 ",100.00,123791,96527,8,220326
"MANGOL PURI","NCT OF Delhi",2108,1386,0,3494,"859 ","165605 ",100.00,"165605 ",100.00,89091,76505,9,165605
"ROHINI","NCT OF Delhi",1818,1186,0,3004,"913 ","165211 ",100.00,"165211 ",100.00,86366,78837,8,165211
"SHALIMAR BAGH","NCT OF Delhi",1619,1009,0,2628,"852 ","162674 ",100.00,"162674 ",100.00,87813,74851,10,162674
"SHAKUR BASTI","NCT OF Delhi",1303,871,0,2174,"934 ","136068 ",100.00,"136068 ",100.00,70350,65717,1,136068
"TRI NAGAR","NCT OF Delhi",1760,1082,0,2842,"816 ","148841 ",100.00,"148841 ",100.00,81981,66857,3,148841
"WAZIRPUR","NCT OF Delhi",1381,967,0,2348,"788 ","151142 ",100.00,"151142 ",100.00,84550,66590,2,151142
"MODEL TOWN","NCT OF Delhi",1428,871,0,2299,"810 ","142786 ",100.00,"142786 ",100.00,78900,63885,1,142786
"SADAR BAZAR","NCT OF Delhi",1647,1252,0,2899,"830 ","153975 ",100.00,"153975 ",100.00,84150,69820,5,153975
"CHANDNI CHOWK","NCT OF Delhi",843,647,0,1490,"815 ","107208 ",100.00,"107208 ",100.00,59067,48137,4,107208
"MATIA MAHAL","NCT OF Delhi",762,702,0,1464,"875 ","109764 ",100.00,"109764 ",100.00,58551,51205,8,109764
"BALLIMARAN","NCT OF Delhi",1165,763,1,1929,"788 ","132459 ",100.00,"132459 ",100.00,74083,58367,9,132459
"KAROL BAGH","NCT OF Delhi",1474,1019,1,2494,"825 ","152965 ",100.00,"152965 ",100.00,83798,69162,5,152965
"PATEL NAGAR","NCT OF Delhi",1398,1103,1,2502,"840 ","156344 ",100.00,"156344 ",100.00,84951,71390,3,156344
"MOTI NAGAR","NCT OF Delhi",1854,1054,1,2909,"776 ","149686 ",100.00,"149686 ",100.00,84293,65386,7,149686
"MADIPUR","NCT OF Delhi",1349,1113,1,2463,"884 ","149477 ",100.00,"149477 ",100.00,79338,70136,3,149477
"RAJOURI GARDEN","NCT OF Delhi",1378,1002,1,2381,"897 ","147323 ",100.00,"147323 ",100.00,77649,69669,5,147323
"HARI NAGAR","NCT OF Delhi",1378,938,0,2316,"864 ","151358 ",100.00,"151358 ",100.00,81211,70143,4,151358
"TILAK NAGAR","NCT OF Delhi",1142,820,0,1962,"936 ","134299 ",100.00,"134299 ",100.00,69369,64923,7,134299
"JANAKPURI","NCT OF Delhi",1555,1232,1,2788,"876 ","158096 ",100.00,"158096 ",100.00,84266,73827,3,158096
"VIKASPURI","NCT OF Delhi",3880,2358,1,6239,"772 ","289593 ",100.00,"289593 ",100.00,163437,126133,23,289593
"UTTAM NAGAR","NCT OF Delhi",2440,1656,1,4097,"833 ","195299 ",100.00,"195299 ",100.00,106559,88732,8,195299
"DWARKA","NCT OF Delhi",2388,1422,0,3810,"766 ","177494 ",100.00,"177494 ",100.00,100480,77010,4,177494
"MATIALA","NCT OF Delhi",4057,2549,3,6609,"826 ","305259 ",100.00,"305259 ",100.00,167182,138051,26,305259
"NAJAFGARH","NCT OF Delhi",2889,1694,0,4583,"862 ","214141 ",100.00,"214141 ",100.00,114989,99147,5,214141
"BIJWASAN","NCT OF Delhi",2225,1373,1,3599,"777 ","167492 ",100.00,"167492 ",100.00,94245,73234,13,167492
"PALAM","NCT OF Delhi",2538,1660,2,4200,"817 ","205886 ",100.00,"205886 ",100.00,113313,92562,11,205886
"DELHI CANTT","NCT OF Delhi",1800,1078,0,2878,"695 ","111668 ",100.00,"111668 ",100.00,65891,45769,8,111668
"RAJINDER NAGAR","NCT OF Delhi",1671,1044,0,2715,"756 ","166401 ",100.00,"166401 ",100.00,94774,71622,5,166401
"NEW DELHI","NCT OF Delhi",1554,1111,0,2665,"812 ","125949 ",100.00,"125949 ",100.00,69514,56432,3,125949
"JANGPURA","NCT OF Delhi",1249,787,1,2037,"814 ","131047 ",100.00,"131047 ",100.00,72240,58800,7,131047
"KASTURBA NAGAR","NCT OF Delhi",1372,853,0,2225,"779 ","137304 ",100.00,"137304 ",100.00,77172,60132,0,137304
"MALVIYA NAGAR","NCT OF Delhi",1426,952,1,2379,"832 ","126951 ",100.00,"126951 ",100.00,69299,57645,7,126951
"R K PURAM","NCT OF Delhi",1522,1092,1,2615,"782 ","134422 ",100.00,"134422 ",100.00,75415,59004,3,134422
"MEHRAULI","NCT OF Delhi",1735,1064,0,2799,"770 ","158706 ",100.00,"158706 ",100.00,89638,69059,9,158706
"CHHATARPUR","NCT OF Delhi",2014,1082,0,3096,"702 ","168665 ",100.00,"168665 ",100.00,99084,69578,3,168665
"DEOLI","NCT OF Delhi",2007,1187,0,3194,"748 ","185870 ",100.00,"185870 ",100.00,106327,79537,6,185870
"AMBEDKAR NAGAR","NCT OF Delhi",1379,888,2,2269,"832 ","125995 ",100.00,"125995 ",100.00,68755,57234,6,125995
"SANGAM VIHAR","NCT OF Delhi",1677,888,0,2565,"681 ","139951 ",100.00,"139951 ",100.00,83268,56674,9,139951
"GREATER KAILASH","NCT OF Delhi",1176,902,0,2078,"859 ","146541 ",100.00,"146541 ",100.00,78827,67707,7,146541
"KALKAJI","NCT OF Delhi",1415,1000,1,2416,"794 ","146482 ",100.00,"146482 ",100.00,81637,64836,9,146482
"TUGHLAKABAD","NCT OF Delhi",1549,871,3,2423,"644 ","133680 ",100.00,"133680 ",100.00,81306,52364,10,133680
"BADARPUR","NCT OF Delhi",2742,1428,1,4171,"705 ","210148 ",100.00,"210148 ",100.00,123228,86904,16,210148
"OKHLA","NCT OF Delhi",2904,1517,0,4421,"656 ","238236 ",100.00,"238236 ",100.00,143863,94353,20,238236
"TRILOKPURI","NCT OF Delhi",2008,1469,0,3477,"807 ","164953 ",100.00,"164953 ",100.00,91281,73656,16,164953
"KONDLI","NCT OF Delhi",2023,1396,0,3419,"806 ","160695 ",100.00,"160695 ",100.00,88989,71694,12,160695
"PATPARGANJ","NCT OF Delhi",2143,1332,0,3475,"773 ","192450 ",100.00,"192450 ",100.00,108512,83930,8,192450
"LAXMI NAGAR","NCT OF Delhi",1924,1209,0,3133,"777 ","185392 ",100.00,"185392 ",100.00,104327,81051,14,185392
"VISHWAS NAGAR","NCT OF Delhi",1988,1202,1,3191,"833 ","173138 ",100.00,"173138 ",100.00,94459,78660,19,173138
"KRISHNA NAGAR","NCT OF Delhi",1589,1063,0,2652,"887 ","176254 ",100.00,"176254 ",100.00,93397,82856,1,176254
"GANDHI NAGAR","NCT OF Delhi",1599,904,0,2503,"771 ","153326 ",100.00,"153326 ",100.00,86579,66735,12,153326
"SHAHDARA","NCT OF Delhi",1741,1198,0,2939,"874 ","158240 ",100.00,"158240 ",100.00,84455,73779,6,158240
"SEEMA PURI","NCT OF Delhi",1955,1456,0,3411,"870 ","159588 ",100.00,"159588 ",100.00,85333,74243,12,159588
"ROHTAS NAGAR","NCT OF Delhi",1904,1284,1,3189,"877 ","177080 ",100.00,"177080 ",100.00,94357,82714,9,177080
"SEELAMPUR","NCT OF Delhi",1391,987,0,2378,"818 ","144453 ",100.00,"144453 ",100.00,79476,64977,0,144453
"GHONDA","NCT OF Delhi",1731,1128,0,2859,"818 ","184655 ",100.00,"184655 ",100.00,101575,83074,6,184655
"BABARPUR","NCT OF Delhi",1792,1177,2,2971,"830 ","175609 ",100.00,"175609 ",100.00,95953,79633,23,175609
"GOKALPUR","NCT OF Delhi",2465,1444,1,3910,"808 ","181001 ",100.00,"181001 ",100.00,100082,80913,6,181001
"MUSTAFABAD","NCT OF Delhi",3130,1752,0,4882,"809 ","209754 ",100.00,"209754 ",100.00,115975,93773,6,209754
"KARAWAL NAGAR","NCT OF Delhi",3087,1838,0,4925,"761 ","212417 ",100.00,"212417 ",100.00,120635,91776,6,212417
"Padampur","Orissa",4123,1929,0,6052,"946 ","221565 ",99.00,"220556 ",98.00,114930,108719,0,223649
"Bijepur","Orissa",3494,1352,0,4846,"900 ","203410 ",98.00,"202744 ",98.00,108653,97783,0,206436
"Bargarh","Orissa",2628,1369,0,3997,"883 ","188491 ",94.00,"185653 ",93.00,105460,93093,1,198554
"Attabira","Orissa",2526,1248,0,3774,"879 ","197930 ",97.00,"196269 ",97.00,107625,94650,2,202277
"Bhatli","Orissa",3615,1320,0,4935,"895 ","202690 ",98.00,"201201 ",97.00,108985,97572,0,206557
"Brajarajnagar","Orissa",3068,1662,7,4737,"883 ","188582 ",99.00,"188010 ",99.00,100337,88637,38,189012
"Jharsuguda","Orissa",3336,2229,7,5572,"939 ","196084 ",99.00,"194927 ",98.00,101645,95455,47,197147
"Talsara","Orissa",2994,2324,0,5318,"1004 ","185815 ",96.00,"182215 ",94.00,96087,96456,2,192545
"Sundargarh","Orissa",3371,2473,0,5844,"966 ","208183 ",96.00,"204163 ",94.00,109921,106230,1,216152
"Biramitrapur","Orissa",4020,3118,0,7138,"989 ","208092 ",99.00,"205612 ",97.00,105604,104470,3,210077
"Raghunathpali","Orissa",2504,2089,0,4593,"905 ","158277 ",98.00,"157048 ",98.00,84055,76082,1,160138
"Rourkela","Orissa",2603,1981,1,4585,"871 ","175817 ",98.00,"170832 ",95.00,95732,83404,4,179140
"Rajgangapur","Orissa",3894,3256,0,7150,"970 ","212848 ",94.00,"208414 ",92.00,114424,110995,1,225420
"Bonai","Orissa",3952,3217,4,7173,"994 ","197681 ",99.00,"197293 ",99.00,99845,99223,12,199080
"Kuchinda","Orissa",3435,2419,0,5854,"979 ","193175 ",100.00,"193175 ",100.00,97612,95555,8,193175
"Rengali","Orissa",2316,1406,0,3722,"946 ","168904 ",100.00,"168903 ",100.00,86789,82109,12,168910
"Sambalpur","Orissa",1854,1353,1,3208,"911 ","172909 ",100.00,"172909 ",100.00,90471,82426,19,172916
"Rairakhol","Orissa",3008,1599,2,4609,"938 ","174514 ",99.00,"174513 ",99.00,90024,84486,16,174526
"Deogarh","Orissa",3185,2190,0,5375,"949 ","208239 ",98.00,"206410 ",97.00,108127,102582,3,210712
"Telkoi","Orissa",4245,3138,6,7389,"970 ","194674 ",98.00,"192040 ",96.00,100573,97549,13,198135
"Ghasipura","Orissa",3516,2124,0,5640,"934 ","194512 ",98.00,"193296 ",98.00,101646,94957,2,196605
"Anandapur","Orissa",3421,2108,0,5529,"929 ","197087 ",99.00,"196597 ",99.00,102837,95491,1,198329
"Patna","Orissa",2558,1720,3,4281,"956 ","182270 ",100.00,"179322 ",98.00,93158,89102,3,182263
"Keonjhar","Orissa",3528,2518,0,6046,"951 ","193633 ",96.00,"191916 ",96.00,102345,97319,9,199673
"Champua","Orissa",3645,2877,1,6523,"912 ","187981 ",96.00,"185259 ",95.00,101910,92983,4,194897
"Jashipur","Orissa",3816,2823,2,6641,"984 ","188387 ",99.00,"187622 ",98.00,95874,94304,4,190182
"Saraskana","Orissa",3354,2485,1,5840,"996 ","181029 ",99.00,"180131 ",98.00,91337,90982,6,182325
"Rairangpur","Orissa",3707,2724,1,6432,"1008 ","204349 ",97.00,"202911 ",97.00,103851,104728,3,208582
"Bangriposi","Orissa",3000,2048,0,5048,"961 ","181451 ",99.00,"181222 ",99.00,92521,88957,1,181479
"Karanjia","Orissa",2905,2230,0,5135,"979 ","163066 ",98.00,"161430 ",97.00,83269,81496,3,164768
"Udala","Orissa",3024,2122,0,5146,"976 ","169198 ",99.00,"168774 ",99.00,86157,84112,0,170269
"Badasahi","Orissa",2677,1857,1,4535,"961 ","166833 ",99.00,"166321 ",98.00,85755,82408,4,168167
"Baripada","Orissa",2985,2383,0,5368,"978 ","187064 ",98.00,"185459 ",97.00,95808,93663,0,189471
"Morada","Orissa",3753,2501,0,6254,"963 ","196543 ",99.00,"195505 ",98.00,100605,96893,2,197500
