Column,State,Field,Value
AC_NAME,Karnataka,KAMPLI,KAMPLI
AC_NAME,Karnataka,KANAKAGIRI,KANAKAGIRI
AC_NAME,Karnataka,KANAKAPURA,KANAKAPURA
AC_NAME,Karnataka,KAPU,KAUP
AC_NAME,Karnataka,KARKAL,KARKAL
AC_NAME,Karnataka,KARWAR,KARWAR
AC_NAME,Karnataka,KAUP,KAUP
AC_NAME,Karnataka,KERAGODU,KERAGODU
AC_NAME,Karnataka,KHANAPUR,KHANAPUR
AC_NAME,Karnataka,KIRAGAVAL,KIRUGAVALU
AC_NAME,Karnataka,KIRUGAVALU,KIRUGAVALU
AC_NAME,Karnataka,KITTUR,KITTUR
AC_NAME,Karnataka,KOLAR,KOLAR
AC_NAME,Karnataka,KOLAR GOLD FIELD,KOLAR GOLD FIELDS
AC_NAME,Karnataka,KOLAR GOLD FIELDS,KOLAR GOLD FIELDS
AC_NAME,Karnataka,KOLLEGAL,KOLLEGAL
AC_NAME,Karnataka,KOPPAL,KOPPAL
AC_NAME,Karnataka,KORATAGERE,KORATAGERE
AC_NAME,Karnataka,KOTTUR,KOTTUR
AC_NAME,Karnataka,KRISHNAARAJPET,KRISHNARAJAPET
AC_NAME,Karnataka,KRISHNARAJ,KRISHNARAJA
AC_NAME,Karnataka,KRISHNARAJA,KRISHNARAJA
AC_NAME,Karnataka,KRISHNARAJANAGAR,KRISHNARAJANAGAR
AC_NAME,Karnataka,KRISHNARAJANAGARA,KRISHNARAJANAGAR
AC_NAME,Karnataka,KRISHNARAJAPET,KRISHNARAJAPET
AC_NAME,Karnataka,KRISHNARAJNAGAR,KRISHNARAJANAGAR
AC_NAME,Karnataka,KRISHNARAJPET,KRISHNARAJAPET
AC_NAME,Karnataka,KUDACHI,KUDACHI
AC_NAME,Karnataka,KUDLIGI,KUDLIGI
AC_NAME,Karnataka,KUDUR,KUDUR
AC_NAME,Karnataka,KUMTA,KUMTA
AC_NAME,Karnataka,KUNDAPURA,KUNDAPURA
AC_NAME,Karnataka,KUNDGOL,KUNDGOL
AC_NAME,Karnataka,KUNIGAL,KUNIGAL
AC_NAME,Karnataka,KUNTA,KUMTA
AC_NAME,Karnataka,KURUGODU,KURUGODU
AC_NAME,Karnataka,KUSHTAGI,KUSHTAGI
AC_NAME,Karnataka,LINGSUGUR,LINGSUGUR
AC_NAME,Karnataka,MADDUR,MADDUR
AC_NAME,Karnataka,MADHUGIRI,MADHUGIRI
AC_NAME,Karnataka,MADIKERE,MADIKERI
AC_NAME,Karnataka,MADIKERI,MADIKERI
AC_NAME,Karnataka,MAGADI,MAGADI
AC_NAME,Karnataka,MAHADEVAPURA,MAHADEVAPURA
AC_NAME,Karnataka,MAHALAKSHMI LAYOUT,MAHALAKSHMI LAYOUT
AC_NAME,Karnataka,MALAVALLI,MALAVALLI
AC_NAME,Karnataka,MALLESHWARAM,MALLESHWARAM
AC_NAME,Karnataka,MALLESWARAM,MALLESHWARAM
AC_NAME,Karnataka,MALUR,MALUR
AC_NAME,Karnataka,MANDYA,MANDYA
AC_NAME,Karnataka,MANGALORE,MANGALORE
AC_NAME,Karnataka,MANGALORE CITY NORTH,MANGALORE CITY NORTH
AC_NAME,Karnataka,MANGALORE CITY SOUTH,MANGALORE CITY SOUTH
AC_NAME,Karnataka,MANGALORE I,MANGALORE I
AC_NAME,Karnataka,MANGALORE I I,MANGALORE II
AC_NAME,Karnataka,MANGALORE II,MANGALORE II
AC_NAME,Karnataka,MANVI,MANVI
AC_NAME,Karnataka,MASKI,MASKI
AC_NAME,Karnataka,MAYAKONDA,MAYAKONDA
AC_NAME,Karnataka,MELUKOTE,MELUKOTE
AC_NAME,Karnataka,MERCARA,MERCARA
AC_NAME,Karnataka,MOLAKALMURU,MOLAKALMURU
AC_NAME,Karnataka,MOODABIDRI,MOODABIDRI
AC_NAME,Karnataka,MUDABIDRI,MOODABIDRI
AC_NAME,Karnataka,MUDDEBIHAL,MUDDEBIHAL
AC_NAME,Karnataka,MUDHOL,MUDHOL
AC_NAME,Karnataka,MUDIGERE,MUDIGERE
AC_NAME,Karnataka,MULBAGAL,MULBAGAL
AC_NAME,Karnataka,MUNDARGI,MUNDARGI
AC_NAME,Karnataka,MYSORE,MYSORE
AC_NAME,Karnataka,MYSORE CITY,MYSORE CITY
AC_NAME,Karnataka,MYSORE CITY NORTH,MYSORE CITY NORTH
AC_NAME,Karnataka,NAGAMANGALA,NAGAMANGALA
AC_NAME,Karnataka,NAGTHAN,NAGTHAN
AC_NAME,Karnataka,NANJANGUD,NANJANGUD
AC_NAME,Karnataka,NARAGUND,NARGUND
AC_NAME,Karnataka,NARASIMHARAJA,NARASIMHARAJA
AC_NAME,Karnataka,NARGUND,NARGUND
AC_NAME,Karnataka,NAVALGUND,NAVALGUND
AC_NAME,Karnataka,NELAMANGALA,NELAMANGALA
AC_NAME,Karnataka,NIPANI,NIPPANI
AC_NAME,Karnataka,NIPPANI,NIPPANI
AC_NAME,Karnataka,PADMANABA NAGAR,PADMANABA NAGAR
AC_NAME,Karnataka,PALAIYAM,PALAIYAM
AC_NAME,Karnataka,PALYA,PALYA
AC_NAME,Karnataka,PANDAVAPURA,PANDAVAPURA
AC_NAME,Karnataka,PANEMANGALORE,PANEMANGALORE
AC_NAME,Karnataka,PARASAGAD,PARASGAD
AC_NAME,Karnataka,PARASGAD,PARASGAD
AC_NAME,Karnataka,PAVAGADA,PAVAGADA
AC_NAME,Karnataka,PERIYAPATNA,PERIYAPATNA
AC_NAME,Karnataka,PIRIYAPATNA,PERIYAPATNA
AC_NAME,Karnataka,PULAKESHINAGAR,PULAKESHINAGAR
AC_NAME,Karnataka,PUTTUR,PUTTUR
AC_NAME,Karnataka,RAIBAG,RAIBAG
AC_NAME,Karnataka,RAICHUR,RAICHUR
AC_NAME,Karnataka,RAICHUR RURAL,RAICHUR RURAL
AC_NAME,Karnataka,RAJAJI NAGAR,RAJAJI NAGAR
AC_NAME,Karnataka,RAJAJINAGAR,RAJAJI NAGAR
AC_NAME,Karnataka,RAJARAJESHWARINAGAR,RAJARAJESHWARINAGAR
AC_NAME,Karnataka,RAMADURG,RAMDURG
AC_NAME,Karnataka,RAMANAGARAM,RAMANAGARAM
AC_NAME,Karnataka,RAMDURG,RAMDURG
AC_NAME,Karnataka,RANEBENNUR,RANIBENNUR
AC_NAME,Karnataka,RANIBENNUR,RANIBENNUR
AC_NAME,Karnataka,RAYBAG,RAIBAG
AC_NAME,Karnataka,ROBERTSONPET,ROBERTSONPET
AC_NAME,Karnataka,RON,RON
AC_NAME,Karnataka,SADALGA,SADALGA
AC_NAME,Karnataka,SAGAR,SAGAR
AC_NAME,Karnataka,SAKLESHPUR,SAKLESHPUR
AC_NAME,Karnataka,SAMPAGAON I,SAMPAGAON I
AC_NAME,Karnataka,SAMPAGAON I I,SAMPGAON II
AC_NAME,Karnataka,SAMPGAON I,SAMPAGAON I
AC_NAME,Karnataka,SAMPGAON II,SAMPGAON II
AC_NAME,Karnataka,SANDUR,SANDUR
AC_NAME,Karnataka,SANKEHWAR,SANKESHWAR
AC_NAME,Karnataka,SANKESHWAR,SANKESHWAR
AC_NAME,Karnataka,SANTHEMARAHALLI,SANTHEMARAHALLI
AC_NAME,Karnataka,SANTPUR,SANTPUR
AC_NAME,Karnataka,SARVAGNANAGAR,SARVAGNANAGAR
AC_NAME,Karnataka,SATHANUR,SATHANUR
AC_NAME,Karnataka,SAUNDATTI YELLAMMA,SAUNDATTI YELLAMMA
AC_NAME,Karnataka,SEDAM,SEDAM
AC_NAME,Karnataka,SERUM,SEDAM
AC_NAME,Karnataka,SHAHABAD,SHAHABAD
AC_NAME,Karnataka,SHAHAPUR,SHAHPUR
AC_NAME,Karnataka,SHAHPUR,SHAHPUR
AC_NAME,Karnataka,SHANTHINAGAR,SHANTHINAGAR
AC_NAME,Karnataka,SHANTI NAGAR,SHANTHINAGAR
AC_NAME,Karnataka,SHANTINAGAR,SHANTHINAGAR
AC_NAME,Karnataka,SHIGGAON,SHIGGAON
AC_NAME,Karnataka,SHIKARIPUR,SHIKARIPURA
AC_NAME,Karnataka,SHIKARIPURA,SHIKARIPURA
AC_NAME,Karnataka,SHIMOGA,SHIMOGA
AC_NAME,Karnataka,SHIMOGA RURAL,SHIMOGA RURAL
AC_NAME,Karnataka,SHIRAHATTI,SHIRHATTI
AC_NAME,Karnataka,SHIRHATTI,SHIRHATTI
AC_NAME,Karnataka,SHIRUGUPPA,SIRUGUPPA
AC_NAME,Karnataka,SHIVAJINAGAR,SHIVAJINAGAR
AC_NAME,Karnataka,SHORAPUR,SHORAPUR
AC_NAME,Karnataka,SHRAVANABELAGOLA,SHRAVANABELAGOLA
AC_NAME,Karnataka,SHRIRANGAPATTANA,SRIRANGAPATNA
AC_NAME,Karnataka,SIDLAGHATTA,SIDLAGHATTA
AC_NAME,Karnataka,SINDAGI,SINDAGI
AC_NAME,Karnataka,SINDGI,SINDAGI
AC_NAME,Karnataka,SINDHANOOR,SINDHANUR
AC_NAME,Karnataka,SINDHANUR,SINDHANUR
AC_NAME,Karnataka,SINDHNOOR,SINDHANUR
AC_NAME,Karnataka,SIRA,SIRA
AC_NAME,Karnataka,SIRSI,SIRSI
AC_NAME,Karnataka,SIRUGUPPA,SIRUGUPPA
AC_NAME,Karnataka,SOLUR,SOLUR
AC_NAME,Karnataka,SOMWARPET,SOMWARPET
AC_NAME,Karnataka,SORAB,SORAB
AC_NAME,Karnataka,SRAVANABELAGOLA,SHRAVANABELAGOLA
AC_NAME,Karnataka,SRINGERI,SRINGERI
AC_NAME,Karnataka,SRINIVASAPUR,SRINIVASPUR
AC_NAME,Karnataka,SRINIVASPUR,SRINIVASPUR
AC_NAME,Karnataka,SRIRANGAPATNA,SRIRANGAPATNA
AC_NAME,Karnataka,SULLIA,SULLIA
AC_NAME,Karnataka,SURATHKAL,SURATHKAL
AC_NAME,Karnataka,T NARASIPUR,T. NARASIPUR
AC_NAME,Karnataka,T NARSIPUR,T. NARASIPUR
AC_NAME,Karnataka,T. NARASIPUR,T. NARASIPUR
AC_NAME,Karnataka,T.NARASIPUR,T. NARASIPUR
AC_NAME,Karnataka,TALIKOT,TALIKOT
AC_NAME,Karnataka,TARIKERE,TARIKERE
AC_NAME,Karnataka,TERDAL,TERDAL
AC_NAME,Karnataka,THIRTHAHALLI,THIRTHAHALLI
AC_NAME,Karnataka,TIKOTA,TIKOTA
AC_NAME,Karnataka,TIPTUR,TIPTUR
AC_NAME,Karnataka,TIRTHAHALLI,THIRTHAHALLI
AC_NAME,Karnataka,TUMKUR,TUMKUR
AC_NAME,Karnataka,TUMKUR CITY,TUMKUR CITY
AC_NAME,Karnataka,TUMKUR RURAL,TUMKUR RURAL
AC_NAME,Karnataka,TURAVEKERE,TURUVEKERE
AC_NAME,Karnataka,TURUVEKERE,TURUVEKERE
AC_NAME,Karnataka,UCHAGAON,UCHAGDAN
AC_NAME,Karnataka,UCHAGDAN,UCHAGDAN
AC_NAME,Karnataka,UDIPI,UDUPI
AC_NAME,Karnataka,UDUPI,UDUPI
AC_NAME,Karnataka,ULLAL,ULLAL
AC_NAME,Karnataka,ULSOOR,ULSOOR
AC_NAME,Karnataka,UTTARAHALLI,UTTARAHALLI
AC_NAME,Karnataka,VARTHUR,VARTHUR
AC_NAME,Karnataka,VARUNA,VARUNA
AC_NAME,Karnataka,VEMAGAL,VEMAGAL
AC_NAME,Karnataka,VEMGAL,VEMAGAL
AC_NAME,Karnataka,VIJAY NAGAR,VIJAY NAGAR
AC_NAME,Karnataka,VIJAYANAGARA,VIJAYANAGARA
AC_NAME,Karnataka,VIRAJPET,VIRAJPET
AC_NAME,Karnataka,VIRUPAKSHIPUR,VIRUPAKSHIPURA
AC_NAME,Karnataka,VIRUPAKSHIPURA,VIRUPAKSHIPURA
AC_NAME,Karnataka,VITTAL,VITTAL
AC_NAME,Karnataka,YADGIR,YADGIR
AC_NAME,Karnataka,YAMKANAMARDI,YEMKANMARDI
AC_NAME,Karnataka,YELABURGA,YELBURGA
AC_NAME,Karnataka,YELAHANKA,YELAHANKA
AC_NAME,Karnataka,YELBURGA,YELBURGA
AC_NAME,Karnataka,YELLAPUR,YELLAPUR
AC_NAME,Karnataka,YEMKANMARDI,YEMKANMARDI
AC_NAME,Karnataka,YESHVANTHAPURA,YESHWANTAPURA
AC_NAME,Karnataka,YESHWANTAPURA,YESHWANTAPURA
