Sno,Candidate ID,ST_CODE,PC_CODE,ST_NAME,PC_NAME,Constituency,Candidate,Party,Criminal Case,Education,Assets,Liabilities
5271,5602,S24,35,UTTAR PRADESH,LUCKNOW,Lucknow,RAJESH KUMAR,IND,1,8th Pass,"16,000",0
6935,5441,S13,29,MAHARASHTRA,MUMBAI NORTH-CENTRAL,Mumbai North Central,SUREKHA PEVEKAR,RSPS,0,10th Pass,"16,000",0
3234,5743,U03,1,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,Dadra & Nagar Haveli,KHULAT BHIKALYA VANSHYA,IND,2,10th Pass,"16,024",0
4115,5439,S13,29,MAHARASHTRA,MUMBAI NORTH-CENTRAL,Mumbai North Central,MOHD. SHAHID,IBSP,0,10th Pass,"16,234",0
4058,6225,S20,7,RAJASTHAN,JAIPUR,Jaipur,MOHAMMAD RAFIQ,IND,0,5th Pass,"16,300",0
32,16,S01,4,ANDHRA PRADESH,NIZAMABAD,Nizamabad,Aaris Mohammed,IND,0,10th Pass,"16,554",0
783,3699,S13,40,MAHARASHTRA,OSMANABAD,Osmanabad,BABA FAIJODDIN SHAIKH,NELU,0,12th Pass,"17,000",0
3614,2250,S10,14,KARNATAKA,SHIMOGA,Shimoga,M.P.SRIDHAR,IND,0,Post Graduate,"17,000","5,000"
3950,4863,S25,8,WEST BENGAL,MALDAHA DAKSHIN,Maldaha Dakshin,Md. Kamal Basirujjaman,IND,0,12th Pass,"17,000",0
5289,1093,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,Rajesh Naik,IND,0,10th Pass,"17,000",0
6809,8727,S22,1,TAMIL NADU,TIRUVALLUR,Tiruvallur,SUDHARSAN.M.S,JD(U),1,10th Pass,"17,000",0
132,1645,S11,18,KERALA,KOLLAM,Kollam,Adv Anu Sasi,IND,0,Graduate Professional,"17,336",0
2953,6458,S10,28,KARNATAKA,KOLAR,Kolar,K.VENKATESH,IND,0,Not Given,"18,000",0
3312,1990,S04,38,BIHAR,GAYA,Gaya,Krishna Chaudhary,IND,0,Literate,"18,000",0
3557,4121,S24,62,UTTAR PRADESH,SANT KABIR NAGAR,Sant Kabir Nagar,LOTAN ALIAS LAUTAN PRASAD,SSD,0,Graduate,"18,000",0
4869,8837,S22,4,TAMIL NADU,CHENNAI CENTRAL,Chennai Central,PRABU.V,IND,0,Post Graduate,"18,000",0
5718,8816,S22,4,TAMIL NADU,CHENNAI CENTRAL,Chennai Central,RANGGANATHAN.V,IND,0,5th Pass,"18,000",0
6874,5608,S24,35,UTTAR PRADESH,LUCKNOW,Lucknow,SUMAN LATA DIXIT,IND,0,Post Graduate,"18,000","2,50,000"
6977,1595,S11,14,KERALA,KOTTAYAM,Kottayam,Suresh N B Kurup,IND,0,8th Pass,"18,000",0
4363,501,S26,6,CHHATTISGARH,RAJNANDGAON,Rajnandgaon,Narad Khothaliya,CGVP,0,5th Pass,"18,300",0
2312,8374,S22,11,TAMIL NADU,TIRUVANNAMALAI,Tiruvannamalai,GURU (A) GURUMOORTHY S,IND,0,12th Pass,"18,500",0
5988,1371,S04,17,BIHAR,GOPALGANJ,Gopalganj,SAMBHU DOM,IND,0,8th Pass,"18,500",0
5103,7443,S25,42,WEST BENGAL,BIRBHUM,Birbhum,RADHESHYAM SINGH,BSP,0,12th Pass,"18,531",0
7111,6134,S20,25,RAJASTHAN,JHALAWAR-BARAN,Jhalawar-Baran,TARA CHAND,IND,0,8th Pass,"18,741",0
5980,3939,S24,51,UTTAR PRADESH,PHULPUR,Phulpur,SAMAR BAHADUR SHARMA,IND,0,Not Given,"19,000",0
6985,9064,S22,21,TAMIL NADU,POLLACHI,Pollachi,SURESH.P,SP,0,10th Pass,"19,000",0
4151,5634,S24,43,UTTAR PRADESH,KANPUR,Kanpur,MOTI LAL SHARMA,IJP,0,8th Pass,"19,650",0
6896,6307,S20,14,RAJASTHAN,NAGAUR,Nagaur,SUNIL,IND,0,8th Pass,"19,808","92,823"
165,3457,S13,3,MAHARASHTRA,JALGAON,Jalgaon,ADV. MATIN AHMED,BSP,1,Graduate Professional,"20,000",0
261,3244,S12,8,MADHYA PRADESH,KHAJURAHO,Khajuraho,AKANCHHA JAIN,IND,0,Literate,"20,000",0
333,939,S04,35,BIHAR,KARAKAT,Karakat,Amavas Ram,IND,1,10th Pass,"20,000",0
383,6061,S20,9,RAJASTHAN,BHARATPUR,Bharatpur,ANAND RAM,IND,0,Literate,"20,000",0
435,5614,S24,36,UTTAR PRADESH,RAE BARELI,Rae bareli,ANIL KUMAR MAURYA,AD,2,Not Given,"20,000",0
465,8514,S22,23,TAMIL NADU,KARUR,Karur,ANNADURAI. V.M,IND,0,Graduate Professional,"20,000",0
612,8074,S24,8,UTTAR PRADESH,SAMBHAL,Sambhal,ASHOK,NBNP,0,10th Pass,"20,000",0
745,2661,S10,18,KARNATAKA,CHITRADURGA,Chitradurga,B SUJATHA,IND,0,Not Given,"20,000","3,00,000"
861,8703,S24,28,UTTAR PRADESH,KHERI,Kheri,BAJRANGI LAL,IND,0,Not Given,"20,000",0
1066,2613,S06,16,GUJARAT,ANAND,Anand,BHARATBHAI BABUBHAI SOLANKI,IND,0,Literate,"20,000",0
1481,1109,S01,15,ANDHRA PRADESH,WARANGAL,Warangal,Damera Mogili,IND,0,10th Pass,"20,000",0
1567,4765,S01,40,ANDHRA PRADESH,TIRUPATI,Tirupati,Degala Suryanarayana,PPOI,0,Others,"20,000",0
1607,6577,S07,4,HARYANA,HISAR,Hisar,DEVENDER,IND,0,Graduate Professional,"20,000",0
1718,4984,S04,24,BIHAR,BEGUSARAI,Begusarai,DILIP KUMAR,IND,0,10th Pass,"20,000","25,000"
1935,7878,S19,2,PUNJAB,AMRITSAR,Amritsar,DR.SURINDER SINGH,DCP,1,Not Given,"20,000",0
1947,8869,S22,5,TAMIL NADU,SRIPERUMBUDUR,Sriperumbudur,DURAIRAJ L,IND,0,10th Pass,"20,000",0
1957,6392,S20,25,RAJASTHAN,JHALAWAR-BARAN,Jhalawar-Baran,DUSHYANT KUMAR,IND,0,Post Graduate,"20,000",0
1990,8370,S22,11,TAMIL NADU,TIRUVANNAMALAI,Tiruvannamalai,ERSHAD B,IND,0,12th Pass,"20,000",0
2038,4682,S01,24,ANDHRA PRADESH,AMALAPURAM,Amalapuram,G Sampada Rao,BSP,0,Graduate Professional,"20,000",0
2251,3341,S12,15,MADHYA PRADESH,BALAGHAT,Balaghat,GOVARDHAN PATLE URF HITLAR,IND,0,5th Pass,"20,000",0
2322,1683,S10,24,KARNATAKA,BANGALORE NORTH,Bangalore North,H A Shivakumar,IND,0,Post Graduate,"20,000",0
2628,2128,S06,3,GUJARAT,PATAN,Patan,JAGATSINH SAMATSANG RAJPUT,IND,0,12th Pass,"20,000",0
2695,3317,S12,14,MADHYA PRADESH,MANDLA,Mandla,JALSO DHURWEY,BSP,0,Not Given,"20,000",0
2768,1748,S10,25,KARNATAKA,BANGALORE CENTRAL,Bangalore Central,Jayarama,IND,0,10th Pass,"20,000",0
2965,3423,S12,29,MADHYA PRADESH,BETUL,Betul,KADMU SINGH KUMARE (K.S.KUMARE),GGP,1,10th Pass,"20,000","3,00,000"
2970,3541,S13,21,MAHARASHTRA,NASHIK,Nashik,KAILAS MADHUKAR CHAVAN,IJP,0,Graduate,"20,000",0
3140,9147,S22,30,TAMIL NADU,THANJAVUR,Thanjavur,KARTHIKEYAN.K,IND,0,Post Graduate,"20,000",0
3206,7006,S24,10,UTTAR PRADESH,MEERUT,Meerut,KHALID AHMAD,IND,0,8th Pass,"20,000",0
3374,8784,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,KUMAR V.A,IND,0,8th Pass,"20,000",0
3541,2491,S06,1,GUJARAT,KACHCHH,Kachchh,LILBAI JIVANBHAI MANGALIYA,IND,0,Not Given,"20,000",0
3888,4690,S01,24,ANDHRA PRADESH,AMALAPURAM,Amalapuram,Masa Ramadasu,RDMP,0,Not Given,"20,000",0
4083,5292,S12,28,MADHYA PRADESH,KHANDWA,Khandwa,MOHAN OJHA PARTE,GMS,0,12th Pass,"20,000","46,000"
4515,4397,S01,37,ANDHRA PRADESH,HINDUPUR,Hindupur,NIRANJAN BABU. K,LSP,0,Graduate Professional,"20,000",0
4539,6768,S09,2,JAMMU & KASHMIR,SRINAGAR,Srinagar,NISSAR AHMAD AHANGAR,BSKRP,0,10th Pass,"20,000",0
4772,764,S13,15,MAHARASHTRA,HINGOLI,Hingoli,PATHAN SATTAR KASIMKHAN,IND,1,12th Pass,"20,000","60,000"
5057,2015,S13,13,MAHARASHTRA,CHANDRAPUR,Chandrapur,QURESHI IKHALAQ MOHD. YUSUF,IND,0,10th Pass,"20,000",0
5084,7321,S25,10,WEST BENGAL,BAHARAMPUR,Baharampur,RABINDRA NATH ROY,RDMP,0,Not Given,"20,000",0
5166,1223,S24,64,UTTAR PRADESH,GORAKHPUR,Gorakhpur,RAJ MANI,BEP,0,Literate,"20,000",0
5211,1345,S04,39,BIHAR,NAWADA,Nawada,Rajendar Singh,IND,0,Literate,"20,000",0
5636,3688,S13,39,MAHARASHTRA,BEED,Beed,RAMESH VISHVANATH KOKATE,IND,0,Literate,"20,000",0
5775,8369,S22,11,TAMIL NADU,TIRUVANNAMALAI,Tiruvannamalai,RAVI R,IND,0,Graduate,"20,000",0
5816,9099,S22,25,TAMIL NADU,PERAMBALUR,Perambalur,"RENGARASU, M.",IND,0,10th Pass,"20,000",0
5885,4704,S01,25,ANDHRA PRADESH,RAJAHMUNDRY,Rajahmundry,S Subhalakshmi,IND,0,10th Pass,"20,000",0
5928,8990,S22,14,TAMIL NADU,KALLAKURICHI,Kallakurichi,SADEESH A,IND,0,12th Pass,"20,000",0
5973,3280,S12,10,MADHYA PRADESH,REWA,Rewa,SALMA,AIFB,0,12th Pass,"20,000","40,000"
6052,7580,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,SANJAY KUMAR,IND,0,10th Pass,"20,000",0
6061,3487,S13,4,MAHARASHTRA,RAVER,Raver,SANJAY PRALADH KANDELKAR,IND,0,Literate,"20,000",0
6094,5894,S10,3,KARNATAKA,BAGALKOT,Bagalkot,SANNAGOUDAR GURURAJ SATTYAPPAGOUDA,IND,0,12th Pass,"20,000",0
6237,2572,S06,13,GUJARAT,JUNAGADH,Junagadh,SAVJIBHAI BHIKHABHAI PARMAR,IND,0,Graduate,"20,000",0
6308,7300,S24,42,UTTAR PRADESH,KANNAUJ,Kannauj,SHAHAN SHAH,IND,0,8th Pass,"20,000",0
6639,1184,S03,1,ASSAM,KARIMGANJ,Karimganj,Sital Prasad Dusad,IND,0,5th Pass,"20,000",0
6664,8525,S22,23,TAMIL NADU,KARUR,Karur,SIVASAMY. P,IND,0,Graduate,"20,000",0
6712,3756,S13,43,MAHARASHTRA,MADHA,Madha,SOU. NAGMANI KISAN JAKKAN,IND,0,Literate,"20,000",0
6853,7642,U05,6,NCT OF DELHI,WEST DELHI,West Delhi,SUKHMENDER SINGH,RPI(A),0,Not Given,"20,000",0
6860,7894,S19,3,PUNJAB,KHADOOR SAHIB,Khadoor Sahib,SUKHWANT SINGH,IND,0,Not Given,"20,000",0
7049,1068,S01,9,ANDHRA PRADESH,HYDERABAD,Hyderabad,Syed Abdul Gaffer,IND,0,8th Pass,"20,000",0
7204,5825,S20,1,RAJASTHAN,GANGANAGAR,Ganganagar,TITAR SINGH,IND,0,Literate,"20,000",0
7220,5732,S24,56,UTTAR PRADESH,BAHRAICH,Bahraich,TULSI RAM,RDMP,0,5th Pass,"20,000",0
7640,8539,S22,23,TAMIL NADU,KARUR,Karur,YOGENDRAN.M,IND,0,Graduate,"20,000",0
5352,7417,S25,38,WEST BENGAL,BARDHAMAN PURBA,Bardhaman Purba,RAJU MALIK,JDP,0,10th Pass,"20,050",0
7506,5880,S20,23,RAJASTHAN,BHILWARA,Bhilwara,VINIT KUMAR MAHESHWARI,JGP,0,10th Pass,"20,097","4,000"
5238,3702,S13,40,MAHARASHTRA,OSMANABAD,Osmanabad,RAJENDRA RANDITRAO HIPPERGEKAR,KKJHS,0,10th Pass,"20,500",0
6341,5104,S12,2,MADHYA PRADESH,BHIND,Bhind,SHAILENDRA SINGH ALIAS KALLU,IND,0,12th Pass,"20,500","1,10,000"
6727,2992,S03,13,ASSAM,DIBRUGARH,Dibrugarh,SRI RATUL GOGOI,CPI,0,Graduate,"20,500",0
7408,7873,S19,1,PUNJAB,GURDASPUR,Gurdaspur,VIDYA BHUSHAN,IND,0,8th Pass,"20,500",0
3803,3267,S12,9,MADHYA PRADESH,SATNA,Satna,MANISH KUMAR JAIN,IND,0,12th Pass,"20,538",0
181,7452,S10,7,KARNATAKA,BIDAR,Bidar,ADVOCATE MOULVI ZAMEERUDDIN,NDEP,0,Not Given,"21,000","3,50,500"
2595,1659,S11,19,KERALA,ATTINGAL,Attingal,J Vijaya Kumar,IND,0,5th Pass,"21,000","50,000"
3673,5772,S06,6,GUJARAT,GANDHINAGAR,Gandhinagar,MAHANT SHRI DHARAMDAS BAPU,IND,0,Literate,"21,000",0
3932,7476,S10,7,KARNATAKA,BIDAR,Bidar,MD ARSHAD AHMED ANSARI,IND,0,12th Pass,"21,000","22,000"
4903,3903,S24,48,UTTAR PRADESH,BANDA,Banda,PRAKASH NARAYAN,IND,0,12th Pass,"21,000",0
5548,5551,S24,33,UTTAR PRADESH,UNNAO,Unnao,RAMAOTAR,BVVP,0,Others,"21,000",0
5261,1853,S24,75,UTTAR PRADESH,GHAZIPUR,Ghazipur,RAJESH,IND,0,12th Pass,"21,149",0
6487,7698,U05,4,NCT OF DELHI,NEW DELHI,New Delhi,SHIV KUMAR SHAH,IND,0,Post Graduate,"21,200",0
6097,7278,S24,41,UTTAR PRADESH,ETAWAH,Etawah,SANT KUMAR,LD,1,Post Graduate,"21,400",0
5053,4528,S06,24,GUJARAT,SURAT,Surat,PYARELAL BUDDHURAM BHARTI,IND,0,12th Pass,"21,500",0
4162,4900,S25,35,WEST BENGAL,PURULIA,Purulia,Mrityunjay Mahato,IND,0,Post Graduate,"21,656","1,50,000"
716,3647,S13,37,MAHARASHTRA,AHMEDNAGAR,Ahmednagar,AVINASH MALHARRAO GHODAKE,IND,0,10th Pass,"21,950",0
440,3464,S13,3,MAHARASHTRA,JALGAON,Jalgaon,ANIL PITAMBAR WAGH (SIR),IND,0,Post Graduate,"22,000",0
2439,7879,S19,2,PUNJAB,AMRITSAR,Amritsar,HARMEET SINGH,LJP,0,10th Pass,"22,000",0
3692,6370,S20,22,RAJASTHAN,RAJSAMAND,Rajsamand,MAHENDRA SINGH,LJP,0,8th Pass,"22,000",0
4564,3344,S12,15,MADHYA PRADESH,BALAGHAT,Balaghat,NYAZMIR KHAN,IND,0,5th Pass,"22,000",0
7483,3746,S13,42,MAHARASHTRA,SOLAPUR,Solapur,VIKRAM UTTAM KASABE,IND,0,Others,"22,000",0
3951,8214,S25,24,WEST BENGAL,KOLKATA UTTAR,Kolkata Uttar,MD. KASIM,MUL,0,Not Given,"22,011",0
2770,9134,S22,28,TAMIL NADU,MAYILADUTHURAI,Mayiladuthurai,JAYARAMAN V,IND,0,Not Given,"22,206",0
3001,3336,S12,15,MADHYA PRADESH,BALAGHAT,Balaghat,KALPANA GOPAL WASNIK,RPI(A),0,Literate,"22,500",0
7120,3142,S04,15,BIHAR,MUZAFFARPUR,Muzaffarpur,TARKESHWAR PASWAN,IND,2,Literate,"22,500",0
6385,5065,S04,28,BIHAR,MUNGER,Munger,SHANKAR LAL CHOKHANI,IND,0,10th Pass,"22,573",0
684,7438,S25,41,WEST BENGAL,BOLPUR,Bolpur,ASIT KUMAR MAL,INC,0,Graduate,"22,610",0
6485,6251,S20,8,RAJASTHAN,ALWAR,Alwar,SHIV KUMAR,JKNPP,0,10th Pass,"22,750",0
1955,7793,S04,31,BIHAR,PATALIPUTRA,Pataliputra,DURGESH NANDAN SINGH,IND,0,Graduate Professional,"23,000",0
2383,5736,S24,56,UTTAR PRADESH,BAHRAICH,Bahraich,HARENDRA KUMAR,JPS,0,Post Graduate,"23,500",0
4791,6539,S07,3,HARYANA,SIRSA,Sirsa,PAWAN KUMAR,IND,0,10th Pass,"23,500",0
3040,5407,S13,27,MAHARASHTRA,MUMBAI NORTH-WEST,Mumbai North West,KAMBLE SATISH KISAN,IND,0,Post Graduate,"23,599","60,000"
5478,3305,S12,12,MADHYA PRADESH,SHAHDOL,Shahdol,RAM RATAN SINGH PAVLE,GGP,0,Post Graduate,"23,800",0
1742,1817,S24,74,UTTAR PRADESH,MACHHLISHAHR,Machhlishahr,DINESH KUMAR,IND,0,Post Graduate,"23,908",0
1728,4237,S27,7,JHARKHAND,DHANBAD,Dhanbad,DIN BANDHU SINGH,SLP(L),0,10th Pass,"24,000",0
6683,913,S04,32,BIHAR,ARRAH,Arrah,Sobh Nath Singh,IND,0,12th Pass,"24,432",0
6251,5492,S13,31,MAHARASHTRA,MUMBAI SOUTH,Mumbai South,SAYYED SALIM SAYYED RAHIM,IND,0,5th Pass,"24,500",0
356,7376,S25,27,WEST BENGAL,SREERAMPUR,Sreerampur,AMITAVA BHATTACHARYA,IND,3,Graduate,"24,766",0
92,3439,S13,1,MAHARASHTRA,NANDURBAR,Nandurbar,ABHIJIT AATYA VASAVE,IND,0,Not Given,"25,000",0
391,9239,S22,38,TAMIL NADU,TIRUNELVELI,Tirunelveli,ANANDARAJ N,IND,0,Literate,"25,000",0
488,8088,S24,23,UTTAR PRADESH,BADAUN,Badaun,ANUPAM SHARMA,IND,0,Not Given,"25,000","3,500"
515,9121,S22,28,TAMIL NADU,MAYILADUTHURAI,Mayiladuthurai,ARIVALAGAN S,IND,0,Not Given,"25,000",0
625,7906,S19,4,PUNJAB,JALANDHAR,Jalandhar,ASHOK KUMAR,BGTD,0,Not Given,"25,000","30,000"
1046,5958,S20,18,RAJASTHAN,JALORE,Jalore,BHANWAR LAL WAGHELA,IND,0,12th Pass,"25,000",0
1059,3930,S24,51,UTTAR PRADESH,PHULPUR,Phulpur,BHARAT LAL,IND,0,12th Pass,"25,000",0
1244,5816,S10,14,KARNATAKA,SHIMOGA,Shimoga,C. MURUGAN,AIJMK,0,12th Pass,"25,000",0
1362,1799,S24,79,UTTAR PRADESH,MIRZAPUR,Mirzapur,CHHABEELE,IND,0,Not Given,"25,000",0
1671,1860,S24,66,UTTAR PRADESH,DEORIA,Deoria,DHARMENDRA KUMAR,SBSP,1,10th Pass,"25,000",0
2127,2490,S06,1,GUJARAT,KACHCHH,Kachchh,GANGJI DAYABHAI MAHESHWARI,IND,0,Literate,"25,000",0
2131,3304,S12,12,MADHYA PRADESH,SHAHDOL,Shahdol,GANPAT GOND,GMS,0,10th Pass,"25,000",0
2156,3451,S13,2,MAHARASHTRA,DHULE,Dhule,GAZI ATEZAD AHMED MUBEEN AHMED KHAN,IND,0,8th Pass,"25,000",0
2471,4494,S06,22,GUJARAT,BHARUCH,Bharuch,HEMANTKUMAR JERAMBHAI GOHIL,IND,1,Literate,"25,000",0
2538,1039,S01,8,ANDHRA PRADESH,SECUNDERABAD,Secunderabad,Indad Jah,ANC,0,Not Given,"25,000",0
2557,2183,S06,12,GUJARAT,JAMNAGAR,Jamnagar,INDRISH ISMAIL DOSANI,IND,0,Literate,"25,000",0
2771,9100,S22,25,TAMIL NADU,PERAMBALUR,Perambalur,"JAYARAMAN, A.",IND,0,Graduate,"25,000",0
2922,1052,S01,8,ANDHRA PRADESH,SECUNDERABAD,Secunderabad,K. Srinivasa Chari,IND,0,Not Given,"25,000","20,000"
3127,4757,S01,39,ANDHRA PRADESH,NELLORE,Nellore,Karimulla,IND,0,12th Pass,"25,000",0
3165,8862,S22,5,TAMIL NADU,SRIPERUMBUDUR,Sriperumbudur,KATTU RAJA N,IND,0,5th Pass,"25,000",0
3175,8569,S22,27,TAMIL NADU,CHIDAMBARAM,Chidambaram,"KAVIYARASAN, N",IND,0,Graduate,"25,000",0
3213,3683,S13,39,MAHARASHTRA,BEED,Beed,KHAN SIKANDAR KHAN HUSSAIN KHAN,IND,0,Not Given,"25,000","60,000"
3281,3501,S13,18,MAHARASHTRA,JALNA,Jalna,KOLTE MANOJ NEMINATH,IND,0,12th Pass,"25,000",0
3403,1922,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,KURESHI SK. MEHBUB SK.FATTU,BBM,0,Literate,"25,000",0
3499,5133,S12,4,MADHYA PRADESH,GUNA,Guna,LALU URF ATAL LAL,BHBP,0,Literate,"25,000",0
3595,1049,S01,8,ANDHRA PRADESH,SECUNDERABAD,Secunderabad,M. Bhagya Matha,IND,0,10th Pass,"25,000","6,50,000"
3635,2451,S10,26,KARNATAKA,BANGALORE SOUTH,Bangalore South,MADESH.C,IND,0,8th Pass,"25,000",0
3903,8357,S22,7,TAMIL NADU,ARAKKONAM,Arakkonam,MATHEW N D,IND,0,8th Pass,"25,000",0
3970,1059,S01,9,ANDHRA PRADESH,HYDERABAD,Hyderabad,Md.Osman,IND,0,Illiterate,"25,000",0
3972,3663,S13,38,MAHARASHTRA,SHIRDI,Shirdi,MEDHE PRAFULLAKUMAR MURLIDHAR,IND,1,Post Graduate,"25,000",0
4002,1935,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,MESHRAM BANDU GANPAT,IND,0,8th Pass,"25,000","50,000"
4426,5059,S04,28,BIHAR,MUNGER,Munger,NARESH MAHTO,IND,0,12th Pass,"25,000",0
4528,7822,S08,1,HIMACHAL PRADESH,KANGRA,Kangra,NIRMLA SHARMA,RWS,0,10th Pass,"25,000",0
4855,2309,S18,17,ORISSA,PURI,Puri,Prabhat Kumar Badapanda,IND,0,12th Pass,"25,000",0
5265,1185,S03,1,ASSAM,KARIMGANJ,Karimganj,Rajesh Chandra Roy,IND,0,8th Pass,"25,000",0
5281,5124,S12,3,MADHYA PRADESH,GWALIOR,Gwalior,RAJESH KUMAR SHARMA,IND,0,Not Given,"25,000",0
5427,3935,S24,51,UTTAR PRADESH,PHULPUR,Phulpur,RAM JANM YADAV,IND,0,Post Graduate,"25,000",0
5477,5125,S12,3,MADHYA PRADESH,GWALIOR,Gwalior,RAM RATAN KUSHWAH,IND,0,Not Given,"25,000",0
5723,1179,S03,1,ASSAM,KARIMGANJ,Karimganj,Ranjan Namasudra,IND,0,12th Pass,"25,000",0
5971,2182,S06,12,GUJARAT,JAMNAGAR,Jamnagar,SALIM OSMAN BHAGAD,IND,0,Literate,"25,000",0
6717,875,S04,36,BIHAR,JAHANABAD,Jahanabad,SRAWAN KUMAR,LM,0,Not Given,"25,000",0
7304,1128,S01,20,ANDHRA PRADESH,VIZIANAGARAM,Vizianagaram,V Maheswar Rao,IND,0,10th Pass,"25,000",0
7549,237,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,VISHNU KASINATH TAWKAR,IND,0,Graduate,"25,000",0
4373,2147,S06,7,GUJARAT,AHMEDABAD EAST,Ahmedabad East,NARANBHAI TULSIDAS SENGAL,LSWP,0,10th Pass,"25,200","20,000"
7445,7508,S04,9,BIHAR,ARARIA,Araria,VIJAY SAH,IND,0,8th Pass,"25,200",0
2275,3946,S24,52,UTTAR PRADESH,ALLAHABAD,Allahabad,GULAB GRAMEEN,LD,0,12th Pass,"25,300",0
4909,2690,S18,18,ORISSA,BHUBANESWAR,Bhubaneswar,Pramila Behera,IND,0,Post Graduate,"25,368",0
297,3781,S13,45,MAHARASHTRA,SATARA,Satara,ALNKRITA ABHIJIT AWADE-BICHUKALE,IND,0,Post Graduate,"25,500",0
5194,1220,S24,64,UTTAR PRADESH,GORAKHPUR,Gorakhpur,RAJAN URF RAJAN YADAV,IND,0,Post Graduate,"25,500",0
1492,2956,S03,9,ASSAM,TEZPUR,Tezpur,DANIEL DAVID JESUDAS,IND,1,Graduate,"25,700",0
1705,3830,S23,2,TRIPURA,TRIPURA EAST,Tripura East,DIBA CHANDRA HRANGKHWAL,INC,0,8th Pass,"25,750","25,200"
1994,8730,S22,1,TAMIL NADU,TIRUVALLUR,Tiruvallur,ETHIRAJ.A,IND,0,Graduate,"26,000",0
1334,3077,S04,5,BIHAR,SITAMARHI,Sitamarhi,CHANDRIKA PRASAD,IND,0,12th Pass,"26,500",0
1335,3063,S04,4,BIHAR,SHEOHAR,Sheohar,CHANDRIKA SAH,IND,0,12th Pass,"26,500",0
4987,9097,S22,25,TAMIL NADU,PERAMBALUR,Perambalur,"PRINCE BUCKTHA SINGH, D.",IND,0,10th Pass,"26,500",0
1144,2657,S18,18,ORISSA,BHUBANESWAR,Bhubaneswar,Bijayananda Mishra,LJP,0,Graduate Professional,"26,800",0
1228,1556,S11,11,KERALA,CHALAKUDY,Chalakudy,C A Haseena,IND,0,10th Pass,"27,000",0
1586,5717,S24,53,UTTAR PRADESH,BARABANKI,Barabanki,DESHRAJ,BSRD,0,10th Pass,"27,000",0
4064,7108,S24,15,UTTAR PRADESH,ALIGARH,Aligarh,MOHAMMAD YUSUF KHAN,MC,0,Graduate,"27,000",0
4542,2409,S06,11,GUJARAT,PORBANDAR,Porbandar,NITINBHAI VRAJLAL BHATT,IND,1,8th Pass,"27,000","27,500"
6032,1948,S13,8,MAHARASHTRA,WARDHA,Wardha,SANGITA SUNIL ALIAS SONU KAMBLE,ARP,0,10th Pass,"27,000",0
6390,4213,S27,3,JHARKHAND,GODDA,Godda,SHANKAR PRASAD KESHARI,IND,0,5th Pass,"27,000",0
7205,3825,S23,1,TRIPURA,TRIPURA WEST,Tripura West,TITU SAHA,RDMP,0,Not Given,"27,070",0
7569,7157,S24,18,UTTAR PRADESH,AGRA,Agra,VIVEK CHAUHAN,RSMD,0,Literate,"27,150",0
5943,3729,S13,41,MAHARASHTRA,LATUR,Latur,SAHEBRAO HARIBHAU WAGHMARE,KKJHS,0,Graduate,"27,500",0
686,5443,S13,29,MAHARASHTRA,MUMBAI NORTH-CENTRAL,Mumbai North Central,ASLAM HANIF KHOT,IND,0,8th Pass,"28,000",0
1417,6414,S10,6,KARNATAKA,RAICHUR,Raichur,COM II. V.H.MASTER,IND,0,5th Pass,"28,000",0
4819,4417,S01,34,ANDHRA PRADESH,NANDYAL,Nandyal,PICHHIKE NARENDRA DEV,RKSP,0,10th Pass,"28,000",0
4835,9098,S22,25,TAMIL NADU,PERAMBALUR,Perambalur,"PONNAMMAL, S.",IND,2,Graduate,"28,000",0
6041,434,S26,8,CHHATTISGARH,RAIPUR,Raipur,Sanjay Baghel,IND,0,Illiterate,"28,000",0
407,8968,S22,13,TAMIL NADU,VILUPPURAM,Viluppuram,ANBALAGAN V,IND,0,10th Pass,"28,550",0
5564,8805,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,RAMASWAMY @ TRAFFIC RAMASWAMY,IND,1,12th Pass,"28,965",0
89,3956,S24,52,UTTAR PRADESH,ALLAHABAD,Allahabad,ABHAY SRIVASTAVA,IND,0,Not Given,"30,000",0
511,8645,S24,7,UTTAR PRADESH,RAMPUR,Rampur,ARIF SIKANDAR URF RAJU MIAN,IND,0,5th Pass,"30,000",0
717,5616,S24,36,UTTAR PRADESH,RAE BARELI,Rae bareli,AVNISH,IND,0,8th Pass,"30,000",0
1150,1186,S03,1,ASSAM,KARIMGANJ,Karimganj,Bijoy Malakar,IND,0,8th Pass,"30,000",0
1408,8783,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,CHRISTHUDASS N,IND,0,10th Pass,"30,000",0
1543,1182,S03,1,ASSAM,KARIMGANJ,Karimganj,Debasish Das,IND,0,Graduate,"30,000",0
2067,3452,S13,2,MAHARASHTRA,DHULE,Dhule,GAIKWAD PATIL BHUSHAN BAJIRAO,IND,0,12th Pass,"30,000",0
