Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
ASHOK KUMAR SINGH,Faizabad,0,Graduate,4247,SP,306,12913570,2531000,2004
ASHOK KUMAR SINGH,Vaishali,0,Not Given,873,IND,307,265000,0,2004
ASHOK KUMAR SINGH CHANDEL,Hamirpur,10,Graduate,4371,BSP,308,11301668,204973,2004
ASHOK KUMAR VERMA,Arrah,2,Doctorate,437,JD(U),309,1902066,0,2004
ASHOK MITTAL,Sambalpur,0,10th Pass,2948,BSP,310,149360,0,2004
ASHOK NAMDEVRAO MOHOL,Khed,0,Graduate,2429,NCP,311,29560892,0,2004
ASHOK PRAJAPATI,Khargone,0,8th Pass,2161,IND,312,35000,0,2004
ASHOK RAM,Siwan,0,Literate,865,IND,313,345000,0,2004
ASHOK RATAN SHAKYA,Etah,0,Post Graduate,4224,BJP,314,2380060,0,2004
ASHOK RAY,Bhagalpur,0,Others,527,PTSS,315,281000,0,2004
ASHOK SAHU ( MAHARAJ),Betul,0,8th Pass,2011,IND,316,98000,0,2004
ASHOK SHAKYA,Mainpuri,0,Graduate,4650,BSP,317,861913,0,2004
ASHOK SINGH,Chandauli,0,Post Graduate,4188,INC,318,1128000,0,2004
ASHOK VIR VIKRAM SINGH ( BHAIYA RAJA ),Khajuraho,3,Graduate,2140,SP,319,4005378,106000,2004
ASHOK YADAV,Sambhal,1,Post Graduate,4911,INC,320,16021574,0,2004
ASHOKA RAO PEECHARA,Rajampet,0,12th Pass,223,TRS,321,488000,0,2004
Ashoke Kumar Singha,Berhampore,0,12th Pass,5151,SP,322,220000,0,2004
Ashrafi Hassan Shahidullah,Basirhat,0,Others,5141,INL,323,34300,0,2004
ASHUTOSH DAS,Silchar,0,Literate,412,IND,324,76000,0,2004
Asim Kumar Saha,Krishnagar,0,Graduate,5332,INC,325,4088341,0,2004
ASIT BARAN DUTTA,Andaman & Nicobar Islands,0,Graduate,10,IND,326,3070000,0,2004
Asit Baran Thakur,Joynagar,0,Others,5313,BJP,327,5020343,0,2004
Asit Kumar Khatua,Midnapore,2,12th Pass,5361,JKP(N),328,1095825,148091,2004
Asok Kumar Das,Hooghly,0,Graduate,5258,INC,329,346355,0,2004
ASWINI DUTT CHALASANI,Vijayawada,0,Others,260,TDP,330,26950458,5935000,2004
ATAHAR JAMAL LARI,Varanasi,0,Graduate,5011,AD,331,1305202,12596,2004
ATAL BIHARI VAJPAYEE,Lucknow,0,Post Graduate,4593,BJP,332,5899232,0,2004
ATALBAHADURSINGH,Nagpur,0,Post Graduate,2536,BJP,333,4388426,411557,2004
ATAM PRAKASH,Hissar,0,Post Graduate,1251,IND,334,2026000,22000,2004
ATAM PRAKASH,Kurukshetra,0,Post Graduate,1286,IND,335,2066000,22000,2004
Atanu Chakravarty,Asansol,0,Graduate,5097,CPI(ML)(L),336,148200,0,2004
ATAUR RAHMAN,Kaliabor,0,10th Pass,365,SAP,337,70000,0,2004
ATENDRA SINGH,Jahanabad,0,10th Pass,620,IND,338,22430000,0,2004
ATHAWALE RAMDAS BANDU,Pandharpur,0,Graduate,2584,RPI(A),339,2656172,0,2004
ATIQUE AHAMAD,Phulpur,36,8th Pass,4764,SP,340,33704071,0,2004
ATMA SINGH GILL,Sirsa,0,5th Pass,1325,INC,341,1302714,280000,2004
Atul Chandra Mandal,Malda,0,Graduate,5347,IND,342,100000,0,2004
AUDA VIEGAS,Mormugao,2,Post Graduate,1017,UGDP,343,12241300,218600,2004
AULAD ALI,Baghpat,0,Literate,4006,BSP,344,6522000,0,2004
AUNKUSHA BAHA,Balia,0,Others,476,IND,345,2125000,0,2004
AVAR PRAMOD DATTATRAYA,Sholapur,0,Literate,2661,IND,346,20000,0,2004
Avash Munshi,Serampore,0,10th Pass,5411,IND,347,362571,46656,2004
AVINASH DATTA KATTI,Chikkodi,0,Post Graduate,1702,IND,348,1104000,0,2004
AVINASH PURI,East Delhi,0,10th Pass,2777,DBP,349,55272,0,2004
AVINASH RAI KHANNA,Hoshiarpur,0,Graduate Professional,3031,BJP,350,1623665,0,2004
AVTAR SINGH BHADANA,Faridabad,0,8th Pass,1222,INC,351,9763648,0,2004
AWADESH KU MANDAL,Purnea,24,Literate,783,IND,352,273000,0,2004
AWADH KISHORE YADAV,Sitamarhi,0,12th Pass,854,IND,353,417000,25000,2004
AWADHRAM BEHARA,Sarangarh,0,Post Graduate,993,IND,354,777000,0,2004
AWARE RADHAKISAN BABU,Ahmednagar,0,10th Pass,2294,IND,355,815000,70000,2004
AYARE RAJENDRA LAHU,Ratnagiri,0,Post Graduate,2641,BSP,356,18000,0,2004
AYUB KHAN,Jhunjhunu,0,8th Pass,3234,BSP,357,1290000,0,2004
AZIZ LALANI,Mumbai South,0,Graduate,2523,BSP,358,5306000,0,2004
B L SHANKAR,Chikmagalur,0,Doctorate,1705,INC,359,67556843,7870595,2004
B PADMAKUMAR,Chirayinkil,0,10th Pass,1863,IND,360,90520,0,2004
B RADHAKRISHNA MENON,Kottayam,0,Others,1898,BJP,361,175383,615437,2004
B RUDRAIAH,Chikmagalur,0,Graduate,1709,IND,362,53000,50000,2004
B S PATIL,Dharwad North,0,Graduate,1724,INC,363,49376141,1295387,2004
B. RAMACHANDRA,Bhubaneswar,0,Post Graduate,2876,IND,364,1610038,263,2004
B. S. AMARNATH,Anantapur,0,Graduate,31,IND,365,33698,0,2004
B. S. YADAV,New Delhi,0,Graduate,2802,JKNPP,366,101000,0,2004
B. SURENDER KUMAR,Hindupur,0,Graduate,87,TRS,367,70000,0,2004
B. SUSHEELA,Jalore,0,Post Graduate,3223,BJP,368,9629204,904335,2004
B.K.PARDHASARATHI,Hindupur,0,Graduate,86,TDP,369,4306482,2196288,2004
B.N.V.SATYANARAYANA,Eluru,0,Post Graduate,70,TRS,370,50000,1050000,2004
B.NARAYANA REDDY,Cuddapah,0,Not Given,59,RPI,371,1507000,27000,2004
B.S.RAO,Machilipatnam,0,Others,134,TRS,372,8200000,0,2004
B.VINOD KUMAR,Hanamkonda,0,Graduate,79,TRS,373,10011716,0,2004
"BAALU, T. R.",Madras South,0,Graduate,3478,DMK,374,27444755,0,2004
BABAN PARASRAM TAYWADE,Ramtek,0,Not Given,2636,ARP,375,0,0,2004
BABAN SINGH KUSHWAHA,Bikramganj,0,10th Pass,538,RSMD,376,870947,50000,2004
BABINGTON,Trivandrum,0,Graduate,1983,IND,377,59795,57091,2004
Bablu Chandra Das,Katwa,0,10th Pass,5329,IND,378,145000,0,2004
BABU KARIMPADY,Calicut,0,Not Given,1842,IND,379,500,0,2004
BABU KHAN,Shahabad,0,Literate,4923,SP,380,8363801,0,2004
BABU LAL KUSHWAHA,Jhansi,0,Graduate Professional,4460,BSP,381,3248050,0,2004
BABU RAM,Hardwar,0,Graduate,5052,IND,382,250000,0,2004
BABUBHAI GALA,Mumbai North,1,8th Pass,2483,IND,383,4945000,61000,2004
BABUL RAM DAS,Karimganj,0,Not Given,372,IND,384,65000,0,2004
BABUL ROY,Karimganj,0,Not Given,376,IND,385,115000,0,2004
BABULAL MARANDI,Kodarma,0,Graduate,1569,BJP,386,500000,460000,2004
BABULAL THAWLIA,Ujjain,0,Graduate,2273,BSP,387,50000,0,2004
BACHCHU PRASAD,Chapra,0,10th Pass,563,SP,388,127519,0,2004
Badan Bairagi,Jadavpur,0,Graduate,5283,IND,389,153500,0,2004
BADER SAYEED ( TMT),Madras South,0,Graduate Professional,3479,ADMK,390,36913221,1849088,2004
BADHRAM RAJGARH,Dibrugarh,0,Not Given,336,IND,391,35000,0,2004
BADIGA RAMAKRISHNA,Machilipatnam,0,12th Pass,129,INC,392,138545000,11559000,2004
BADKURAM DHRUW,Janjgir,0,Literate,932,IND,393,0,0,2004
BADRI NARAYAN ROUTRAY,Bhubaneswar,0,Post Graduate,2878,BSP,394,108000,2195,2004
BADRI RAM JAKHAR,Jodhpur,0,Not Given,3241,INC,395,1448291,0,2004
BADRUL ISLAM,Bulandshahr,0,Graduate,4158,RLD,396,5737676,158216,2004
Badsha Alam,Malda,2,Graduate,5341,BJP,397,4696091,0,2004
BAGDURE VINAYAK VISHWANATHRAO,Latur,0,Graduate Professional,2464,SVRP,398,3359212,300000,2004
BAGUM NOOR BANO ALIAS MEHTAB ZAMANI BEGUM,Rampur,0,Not Given,4836,INC,399,13288946,160000,2004
BAGUN SUMBRAI,Singhbhum,0,10th Pass,1633,INC,400,4532035,200000,2004
Baidya Nath Chowdhury,Uluberia,0,Not Given,5430,IND,401,858538,0,2004
BAIDYA NATH YADAV,Darbhanga,1,Post Graduate,571,CPI(ML)(L),402,0,0,2004
BAIJNATH BHAGAT,Bikramganj,0,Graduate Professional,544,SSD,403,110000,0,2004
BAIJNATH MANJHI,Dumka,1,12th Pass,1496,BSP,404,22244,126,2004
BAISA RAMADASU,Nizamabad,0,12th Pass,194,IND,405,11100,0,2004
BAJANG PRASAD KESARI,Nalanda,0,Post Graduate,737,RSMD,406,507600,0,2004
BAJU BAN RIYAN,Tripura East,0,Graduate,3877,CPM,407,1188586,0,2004
BAKKAI LAXMAN CHANDRAPPA,Dharwad North,0,Post Graduate,1728,BSP,408,30000,0,2004
BAL KRISHNA,Ghosi,0,Post Graduate,4324,BSP,409,1620771,0,2004
BAL RAJ SINGH,East Delhi,0,12th Pass,2757,BSP,410,4025000,0,2004
BAL RAM JAKHAR,Churu,0,Graduate,3186,INC,411,13940583,220008,2004
BALAGANGA N.,Madras Central,1,Graduate,3431,ADMK,412,3751791,0,2004
BALAJI CHANNAIAH,Kolar,0,Graduate,1769,JP,413,1713000,0,2004
BALAKONDAIAH KARUPOTALA,Nellore,0,Graduate,183,BJP,414,461481,0,2004
Balaram Mahato,Bankura,1,Post Graduate,5108,JMM,415,35000,0,2004
BALASAHEB PATIL,Belgaum,0,Post Graduate,1665,SHS,416,76536030,0,2004
BALASHOWRY VALLABHANENI,Tenali,0,Graduate,248,INC,417,103238914,350000,2004
BALASUBRAMANIAM. M,Dharmapuri,0,Graduate Professional,3378,TDK,418,15938348,0,2004
BALBIR CHAND,Gaya,0,Graduate,578,BJP,419,6376167,0,2004
BALBIR SINGH,Jammu,0,Graduate,1406,IND,420,2730000,0,2004
BALBIR SINGH,Sonepat,1,Not Given,1346,RSBP,421,400250,0,2004
BALDEV SINGH,Faridabad,0,Not Given,1232,IND,422,3220000,0,2004
BALDEV SINGH RATHOR,Amritsar,0,Graduate,2981,IND,423,460000,0,2004
BALESHWAR YADAV,Padrauna,0,Graduate,4756,NLP,424,6907100,500000,2004
BALGOPAL MISHRA,Bolangir,2,Post Graduate,2885,IND,425,10324142,3025000,2004
BALIRAM KASHYAP,Bastar,1,8th Pass,900,BJP,426,1865382,177442,2004
BALKAR SINGH,Gurdaspur,0,Post Graduate,3025,IND,427,8730000,0,2004
BALRAM SINGH YADAV,Mainpuri,0,Graduate,4651,BJP,428,18256404,708663,2004
BALRAM SINGH YADAV ALIAS BALLU BHAIYA,Raipur,0,Post Graduate,969,SP,429,350000,34000,2004
BALRAM SUKHRAM  KALYANE,Shajapur,0,Literate,2257,IND,430,60000,0,2004
BALVINDER SINGH,Durg,0,Not Given,920,IND,431,0,86714,2004
BALWAN ARYA,Hissar,0,Post Graduate,1247,IND,432,1231589,1091728,2004
BALWANT SINGH,Ambala,0,Graduate,1195,INLD,433,6981850,381285,2004
BALWANT SINGH PARWANA,East Delhi,0,Others,2778,ABHM,434,8065500,0,2004
BALWANT SINGH RAMOOWALIA,Ludhiana,0,Post Graduate,3052,LBP,435,15299197,0,2004
Banasree Chakraborty,Jadavpur,0,Post Graduate,5278,IND,436,610500,26586,2004
BANBARI RAM,Nawada,0,Not Given,743,IND,437,0,0,2004
Bandana Das,Calcutta South,0,8th Pass,5198,IND,438,12500,0,2004
BANDARU DATTATRAYA,Secunderabad,0,Graduate,226,BJP,439,7363517,0,2004
BANDHU TIRKY,Ranchi,2,Post Graduate,1616,IND,440,50000,0,2004
BANDU SAMPATRAO SANE (BANDYA),Amravati,0,Post Graduate,2309,IND,441,283,0,2004
Bandyopadhyay Sudip,Calcutta North West,0,Not Given,5181,IND,442,0,0,2004
BANOTH SOMLA NAIK,Khammam,0,Others,118,IND,443,4460000,306157,2004
Banshi Lohar,Durgapur,0,Not Given,5254,IND,444,0,0,2004
BANSI LAL,Srinagar,0,Doctorate,1433,BSP,445,12530000,5500000,2004
BANWARILAL BHAGWANDAS PUROHIT,Nagpur,2,Graduate,2539,VRP,446,57129385,0,2004
BARAD JASUBHAI DHANABHAI,Junagadh,2,Graduate,1125,INC,447,18457408,0,2004
BARATI LAL MASRAM,Mandla,0,Others,2169,IND,448,242000,0,2004
BARELAL JATAV,Morena,0,12th Pass,2183,INC,449,2826787,0,2004
Barnali Mukherjee,Calcutta South,2,Post Graduate,5201,IND,450,15000,0,2004
BASANAGOUDA R PATIL(YATNAL),Bijapur,2,Graduate,1681,BJP,451,5603503,1200000,2004
BASANAGOUDA SOMANAGOUDA PATIL (MANAGULI),Bijapur,0,10th Pass,1682,INC,452,5825000,124000,2004
BASANT,Sonepat,0,10th Pass,1341,IND,453,283000,0,2004
BASAVALINGAPPA B,Raichur,0,12th Pass,1797,IND,454,463000,48274,2004
BASAVARAJ DEVARU,Bagalkot,0,Not Given,1645,KNDP,455,160000,0,2004
BASAVARAJ G S,Tumkur,0,Post Graduate,1806,INC,456,21761111,529441,2004
BASAWANTH RAO REVANSIDDAPPA SHEELWANTH,Gulbarga,0,Post Graduate,1745,AIFB,457,402000,0,2004
BASAWARAJ PATIL SEDAM,Gulbarga,0,Graduate,1738,BJP,458,929520,0,2004
BASHIR AHMAD,Srinagar,0,Graduate Professional,1436,JKNPP,459,592000,0,2004
BASHIR AHMED,Chandni Chowk,0,Doctorate,2730,IND,460,943000,0,2004
Basu Dev Bachhar,Nabadwip,0,8th Pass,5377,IND,461,4000,0,2004
Basudeb Barman,Mathurapur,0,Post Graduate,5349,CPM,462,2772156,0,2004
Basudeo,Chail,0,12th Pass,4176,AD,463,2510000,0,2004
BASUDEO HAJARIKA,Bikramganj,0,8th Pass,541,SAP,464,1650000,12323,2004
BATHULA VIJAYA BHARATHI,Ongole,0,Not Given,196,TDP,465,0,0,2004
Bechu Mondal,Diamond Harbour,0,Post Graduate,5237,IND,466,536171,0,2004
BELLAIAH TEJAVATH,Warangal,0,Not Given,291,IND,467,0,0,2004
BELLARMIN. A. V.,Nagercoil,0,Post Graduate,3549,CPM,468,3076650,0,2004
BENI MADHAV BIND,Phulpur,0,Graduate,4766,BJP,469,1912008,0,2004
BENI PRASAD VERMA,Kaiserganj,0,Graduate Professional,4506,SP,470,4112560,0,2004
BENIWALE SALIM GANGUBHAI,Washim,0,Literate,2687,IND,471,250000,0,2004
BENNY BEHANAN,Idukki,0,Graduate,1877,INC,472,2957408,172481,2004
BENU BHUSON NATH,Silchar,0,8th Pass,411,IND,473,48000,0,2004
BHABANI BORO,Gauhati,0,12th Pass,348,IND,474,2269604,0,2004
Bhabotosh Mandal,Bolpur,0,Others,5162,BSP,475,1115000,300000,2004
BHADRAPPA,Bangalore South,0,Graduate Professional,1660,IND,476,725000,0,2004
BHAG SINGH,Ropar,0,Not Given,3092,SAD(M),477,5305176,13955,2004
BHAGAT BAL KISHAN SAINI,Mahendragarh,0,Literate,1298,IND,478,353305,0,2004
BHAGAT RAM MISHRA,Bahraich,0,Post Graduate,4020,BSP,479,3159000,80000,2004
BHAGAVANREDDY B,Gulbarga,0,Graduate,1743,IND,480,245000,0,2004
BHAGIRATHI MAJHI,Mayurbhanj,0,Graduate,2930,BJP,481,1358000,41719,2004
BHAGWAN DAS,Hyderabad,0,Others,97,IND,482,102000,0,2004
BHAGWAN LAL SAH,Motihari,0,Literate,711,IND,483,565000,0,2004
BHAGWAN LAL SAHANI,Muzaffarpur,0,Doctorate,715,RJD,484,1918000,0,2004
BHAGWAN-BADOLE,Khargone,3,Post Graduate,2158,BSP,485,375500,0,2004
BHAGWANT SINGH SAMAON,Bhatinda,0,Others,2991,CPI(ML)(L),486,0,15000,2004
BHAGWATI PRASAD SHUKLA GURUJI,Janjgir,0,Not Given,940,BPSGKD,487,130000,5000,2004
BHAI SHREE NATH GURJAR,Alwar,0,12th Pass,3126,BSP,488,345000,0,2004
BHAIRO PRASAD MISRA,Banda,0,12th Pass,4060,BJP,489,3898356,0,2004
BHAJAMAN BEHERA,Dhenkanal,0,12th Pass,2900,SP,490,2958500,1400850,2004
BHAKTA CHARAN DAS,Kalahandi,1,Graduate Professional,2913,INC,491,3474860,1664692,2004
Bhakti Adhikary,Tamluk,0,Post Graduate,5422,IND,492,187500,0,2004
BHAL SINGH,Bhiwani,0,10th Pass,1217,IND,493,527000,0,2004
BHALCHANDRA YADAVA,Khalilabad,1,Graduate,4543,BSP,494,651000,260630,2004
BHANU PRATAP SINGH VERMA,Jalaun,1,Post Graduate,4423,BJP,495,446550,114460,2004
BHANWAR SINGH DANGAWAS,Nagaur,0,12th Pass,3260,BJP,496,1303714,0,2004
BHANWAR SINGH RATHORE,Nagaur,1,Not Given,3263,IND,497,3025000,0,2004
BHARANIKANA RAMA RAO,Visakhapatnam,0,Post Graduate,275,IND,498,9912102,0,2004
BHARAT BHUSHAN NAGAR,Outer Delhi,0,12th Pass,2812,BSP,499,477500,400000,2004
BHARAT BHUSHAN PANDEY,Durg,6,12th Pass,919,IND,500,1201254,0,2004
Bharat Chandra Manna,Uluberia,0,Post Graduate,5429,IND,501,33577,74000,2004
BHARAT KUMAR YADAV,Khagaria,2,Graduate,645,KVSP,502,20745530,0,2004
BHARAT LAL RAHI KUSHWAHA,Ghosi,0,Not Given,4326,BJP,503,1300000,0,2004
Bharat Singha Sarkar,Cooch Behar,1,12th Pass,5214,IND,504,11280,0,2004
BHARATRAM,Ganganagar,0,Graduate,3204,INC,505,739350,27000,2004
BHARPUR,Rohtak,0,Post Graduate,1312,RLD,506,2727000,288521,2004
BHARTRUHARI MAHTAB,Cuttack,0,Post Graduate,2890,BJD,507,17843407,169357,2004
Bhaskar Chandra Bhadra,Bankura,0,12th Pass,5106,IND,508,1099781,0,2004
BHASKAR GANPAT SIRSAT,Nashik,0,10th Pass,2575,IND,509,310000,0,2004
BHAVANI RAJENTHIRAN. M. S. K.,Ramanathapuram,0,Post Graduate,3636,DMK,510,15150840,500000,2004
BHAWAN SINGH BISHT,Nainital,0,10th Pass,5062,IND,511,55000,0,2004
BHERULAL MEENA,Salumber,0,10th Pass,3277,INC,512,2856314,25000,2004
BHIKA HARISINGH BARDE,Malegaon,0,5th Pass,2470,IND,513,200000,0,2004
BHIKHARI RAM,Muzaffarpur,0,Not Given,726,IND,514,6500,0,2004
Bhim Chandra Roy,Jalpaiguri,0,Graduate,5293,IND,515,720000,2700,2004
BHIM SINGH,Rohtak,0,Graduate,1303,INLD,516,5804973,439167,2004
BHIMA WEL,East Delhi,0,12th Pass,2771,PSJP,517,1638374,0,2004
BHIMRAO SENU JADHAO,Buldhana,0,Graduate,2343,BBM,518,3491725,12000,2004
BHISHMA SHANKAR TIWARI ALIAS KUSHAL TIWARI,Khalilabad,0,12th Pass,4544,SP,519,16150842,0,2004
BHOLA PANDEY,Salempur,0,Doctorate,4893,INC,520,750000,0,2004
BHOLA RAM,Nawada,0,Not Given,744,BSP,521,45000,0,2004
BHOLA SAH,Motihari,0,10th Pass,713,IND,522,130000,7000,2004
BHONSLE DHUMA RAJARAM,Panaji,0,Post Graduate,1030,IND,523,1609500,9780,2004
BHOYAR VINOD NARENDRA,Chimur,0,Graduate,2371,IND,524,0,0,2004
BHRIGU KUMAR PHUKAN,Gauhati,0,Post Graduate,342,AGP,525,3189300,640000,2004
BHUBANESWAR BARMAN,Gauhati,0,8th Pass,349,SP,526,420000,0,2004
BHUBNESHWAR PRASAD MEHTA,Hazaribagh,1,12th Pass,1528,CPI,527,970342,250000,2004
BHUMA SHOBHA NAGI REDDY,Nandyal,0,12th Pass,166,TDP,528,34003688,4819821,2004
BHUPEN CHANDRA MUDOI,Nowgong,0,12th Pass,403,RPI,529,843690,0,2004
BHUPEN HAZARIKA,Gauhati,0,Doctorate,341,BJP,530,4393756,1913212,2004
BHUPENDER SINGH,Kurukshetra,0,Graduate,1282,IND,531,5057500,50000,2004
BHUPENDRA NATH KAKATI,Mangaldoi,0,Post Graduate,395,IND,532,921554,59691,2004
BHUPESH BAGHEL,Durg,0,Post Graduate,916,INC,533,7666901,306050,2004
BHUPINDER PAL,Chandigarh,0,12th Pass,898,IND,534,203000,89385,2004
BHUPINDER SINGH,Rohtak,1,Graduate Professional,1301,INC,535,9486571,457151,2004
Bhusan Mondal,Calcutta South,0,8th Pass,5203,IND,536,38500,0,2004
BHUWAN CHANDRA JOSHI,Nainital,0,Graduate Professional,5059,UKKD,537,74723,26404,2004
Bidyut Raut,Serampore,0,Graduate,5412,IND,538,249634,0,2004
BIJAY KUMAR MALLIK,Jajpur,0,10th Pass,2911,BMVP,539,260000,0,2004
BIJENDRA SINGH,Aligarh,0,Graduate,3917,INC,540,2892600,0,2004
Bijoy Dolui,Bolpur,0,Post Graduate,5163,IND,541,192366,0,2004
BIJOY KRISHNA HANDIQUE,Jorhat,0,Post Graduate,352,INC,542,1356192,0,2004
BIJU NARAH,Lakhimpur,0,Graduate,388,IND,543,390000,0,2004
Bikash Chowdhury,Asansol,0,Not Given,5090,CPM,544,2912206,0,2004
BIKASH TANTI,Kaliabor,0,Post Graduate,364,IND,545,61000,0,2004
BIKRAM KESHARI DEO,Kalahandi,0,Graduate,2912,BJP,546,3237000,10823,2004
BIKRAM KESHARI ROUTRAY,Kendrapara,0,12th Pass,2918,IND,547,0,0,2004
Bimal Dutta,Darjeeling,0,10th Pass,5225,BSP,548,335508,56103,2004
Bimal Mondal,Howrah,0,12th Pass,5269,IND,549,112316,0,2004
BIMALENDU SWAIN,Jagatsinghpur,0,12th Pass,2905,IND,550,0,0,2004
Biman Biswas,Krishnagar,0,12th Pass,5338,CPI(ML)(L),551,450000,0,2004
BIMLA,Rohtak,0,Graduate,1319,BRPP,552,160000,0,2004
BINDIYA DASHRYAMKAR,Betul,0,Others,2008,BSP,553,2740000,0,2004
BINOD GOGOI,Kaliabor,0,Graduate,362,IND,554,20000,0,2004
BINOD KUMAR THAKUR,Katihar,0,Graduate,638,IND,555,136200,0,2004
Binoy Mallick,Balurghat,0,Post Graduate,5101,IND,556,146984,172161,2004
Biplab Mukherjee,Calcutta North West,0,Not Given,5188,IND,557,0,0,2004
Bir Singh Mahato,Purulia,2,Post Graduate,5385,AIFB,558,1474102,314287,2004
BIRAJ ADHIKARI,Sikkim,0,Graduate Professional,3303,INC,559,4585000,11420000,2004
BIRAJDAR SHARNAPPA KALAPPA ALIAS AAPPA BIRAJDAR,Aurangabad,0,Graduate,2321,HJP,560,480500,195200,2004
BIREN CHANDRA DAS,Nowgong,0,8th Pass,404,SAP,561,310000,0,2004
BIREN SINGH ENGTI,Autonomous District,0,Post Graduate,305,INC,562,5389194,0,2004
BIRESH CHAUDHARY,Samastipur,0,10th Pass,819,IND,563,1150000,0,2004
BIRESH KUMAR ALIAS DADUA,Firozabad,0,Graduate,4290,BSP,564,1650000,0,2004
BISHESHWAR PANDEY,Buxar,1,10th Pass,557,IND,565,50570,0,2004
BISHNU PADA RAY,Andaman & Nicobar Islands,0,Graduate,2,BJP,566,1250619,128710,2004
BISHWESHWAR PRASAD CHAURASIA,Khagaria,2,Graduate,646,SP,567,440000,0,2004
BISNU PRASAD,Nowgong,0,Post Graduate,400,INC,568,13199000,74095,2004
BODAKUNTI VENKATESHWARLU,Warangal,0,Graduate,283,TDP,569,6933697,3926747,2004
BOLLA BULLI RAMAIAH,Eluru,0,Others,68,TDP,570,83368069,3470256,2004
BORGAONKAR NIVRUTI VITHALRAO,Nanded,0,Graduate,2554,IND,571,983045,0,2004
"BOSE, A K.",Madurai,1,Post Graduate,3514,ADMK,572,16092600,1908286,2004
BOYALLA RANGANAYAKULU,Ongole,0,Not Given,203,IND,573,1200000,0,2004
BRAHAM SINGH,Sonepat,1,Post Graduate,1345,IND,574,1547000,0,2004
BRAHAMJEET,East Delhi,1,Not Given,2759,IND,575,4017000,0,2004
BRAHMA NAND MANDAL,Monghyr,0,12th Pass,697,SAP,576,2651155,692819,2004
BRAHMANANDA PANDA,Jagatsinghpur,0,Post Graduate,2903,BJD,577,5982315,53760,2004
BRAHMESHWAR NATH SIGH,Arrah,19,12th Pass,436,IND,578,1525000,76000,2004
BRAJ KISHORE KEWAT  ( MANJHI),Jabalpur,0,Literate,2120,BSP,579,180000,0,2004
BRAJ KISHORE SINGH,Vaishali,0,Not Given,881,IND,580,181000,0,2004
BRAJ MOHAN RAM,Palamau,0,Graduate,1593,BJP,581,3250000,1100000,2004
BRAJA KISHORE TRIPATHY,Puri,0,Post Graduate,2943,BJD,582,4197384,0,2004
Braja Mohon Das,Birbhum,0,Others,5155,IND,583,357360,20000,2004
BRAJESH KUMAR,Chapra,0,Post Graduate,562,IND,584,71077,0,2004
BRAJESH PATHAK,Unnao,4,Graduate Professional,4993,BSP,585,2776872,5222,2004
BRAJESH SINGH,Maharajganj,0,12th Pass,693,IND,586,0,0,2004
BRIJ BASI LAL SHARMA,Bhopal,0,Post Graduate,2030,IND,587,2072878,0,2004
BRIJ BHUSHAN SHARAN SINGH,Balrampur,2,Graduate Professional,4044,BJP,588,35810577,0,2004
BRIJ BHUSHAN TIWARI,Domariaganj,0,Not Given,4213,SP,589,30000,0,2004
BRIJ KISHOR KANAUJIYA,Robertsganj,0,Post Graduate,4857,INC,590,0,0,2004
BRIJ LAL KHABRI,Jalaun,0,Graduate Professional,4425,BSP,591,5257971,37000,2004
BRIJ MOHAN JULKA,Gurdaspur,0,10th Pass,3024,BSP,592,11722902,0,2004
BRIJPAL SINGH SHAKYA,Budaun,1,Graduate Professional,4149,BJP,593,2010526,40000,2004
BUDDA REDDY SRINIVASA REDDY,Nandyal,0,Not Given,173,IND,594,6686000,2300000,2004
Budhen Soren,Bolpur,0,Not Given,5161,IND,595,220100,0,2004
Bunde Dhurua,Deogarh,0,12th Pass,2894,IND,596,434000,0,2004
BURRA VENKANNA,Khammam,0,5th Pass,113,IND,597,54000,3000,2004
BUTA SINGH,Jalore,1,Doctorate,3224,INC,598,1869347,0,2004
C K JANU,Idukki,0,Not Given,1879,IND,599,18250,0,2004
C UDAI BHASKER,Palghat,0,Not Given,1948,BJP,600,40539000,21438399,2004
C. H. VIJAYASHANKAR,Mysore,0,Graduate Professional,1789,BJP,601,263999,21750,2004
C. K. CHANDRAPPAN,Trichur,0,Graduate,1967,CPI,602,8812606,0,2004
C. P. THAKUR,Patna,0,Graduate Professional,756,BJP,603,27229546,4991863,2004
C. S. SUJATHA,Mavelikara,4,Graduate Professional,1909,CPM,604,669613,18000,2004
C.BALAVARADA REDDY,Cuddapah,0,Others,58,IND,605,130000,0,2004
C.GOPI NARASIMHA REDDY,Cuddapah,0,Graduate,62,IND,606,20000,20000,2004
CAPT. S. S.  KALMOTIA ( RETD.),Hamirpur,0,Post Graduate,1361,IND,607,179028,75000,2004
CAPTAIN SATISH SHARMA,Sultanpur,0,Graduate Professional,4980,INC,608,43496884,4572701,2004
CH. LAL SINGH,Udhampur,0,Graduate,1439,INC,609,5400000,500000,2004
CH. MOHD. IQBAL,Jammu,0,Graduate,1417,IND,610,0,0,2004
CH. MUNAVVAR SALIM,Vidisha,0,Graduate,2283,SP,611,370000,0,2004
CH. MUNAWWAR HASAN,Muzaffarnagar,1,10th Pass,4741,SP,612,4217051,0,2004
CH. VIJAY PAL SINGH,Nainital,0,Post Graduate,5061,IND,613,635000,0,2004
CH. YASHPAL SINGH,Saharanpur,0,12th Pass,4870,BJP,614,5309037,0,2004
