Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
SUSHMA SWARAJ,Vidisha,0,Graduate Professional,3389,BJP,7026,73582637,58250,2009
Susil Mandi,Jhargram,0,Graduate,4886,IND,7027,0,0,2009
"SUSILA , L",Chidambaram,1,10th Pass,8572,IND,7028,6775000,1723733,2009
Susmita Bauri,Bishnupur,0,Graduate Professional,5904,CPM,7029,1078000,174660,2009
SUTAPA CHAKRABORTY,East Delhi,0,Post Graduate,7592,SHS,7030,370000,0,2009
SUTHA N,Arakkonam,0,Post Graduate,8352,IND,7031,0,0,2009
SUVASH KUMAR CHOUDHARY,West Delhi,0,Graduate,7648,IND,7032,14291460,0,2009
SWADESH CHAKRABORTTY,Howrah,0,Graduate,7352,CPM,7033,2574975,0,2009
SWAMI DAYAL GAUR,Dhaurahra,0,Others,8711,RTKP,7034,1287616,0,2009
SWAMI DR.LAXMI NARAYANACHARYA,Aonla,0,Doctorate,8680,BDBP,7035,400100,0,2009
SWAMI NATH,Amethi,0,Not Given,3852,IND,7036,32227,0,2009
SWAMI PRASAD MAURYA,Kushi Nagar,1,Post Graduate,1377,BSP,7037,6624790,0,2009
SWAMI SACHIDANAND HARI SAKSHI,Farrukhabad,3,Doctorate,7250,RTKP,7038,7148676,0,2009
SWAMI YATINDRANAND GIRI,Hardwar,0,Not Given,8278,BJP,7039,976229,0,2009
SWAMIDURAI K,Viluppuram,0,Graduate Professional,8963,VCK,7040,28847533,0,2009
SWAPAN DAS,Uluberia,0,10th Pass,7374,IND,7041,6000,0,2009
SWAPAN KUMAR DAS,Basirhat,0,Graduate Professional,8156,BJP,7042,5315948,811713,2009
SWAPAN MURMU,Hooghly,0,Graduate,7383,JDP,7043,10719,0,2009
SWARAN SINGH THAKUR,Gurdaspur,0,Graduate Professional,7861,BSP,7044,171067360,10000000,2009
SWARN SINGH,Sirsa,0,10th Pass,6525,RASJP,7045,5471026,0,2009
SWARNASREE P,Sriperumbudur,0,12th Pass,8851,PPOI,7046,1073502,0,2009
SWATANTRA KUMAR PARMANAND ANAND,Thane,0,Graduate,5372,IND,7047,41641000,6250000,2009
SY. BILAL SY. USMAN,Buldhana,0,10th Pass,1416,IND,7048,2098500,1200000,2009
Syed Abdul Gaffer,Hyderabad,0,8th Pass,1068,IND,7049,20000,0,2009
Syed Akbar Basha,Bangalore North,0,10th Pass,1703,IND,7050,50000,0,2009
SYED ALAMDAR HUSSAIN,Muzaffarpur,0,12th Pass,3147,IND,7051,703500,1200,2009
SYED ALI AFZAL CHAND,Bardhaman-Durgapur,0,Graduate,7421,BJP,7052,1820000,0,2009
Syed Hamza Hussainy,Nellore,0,Graduate Professional,4760,IND,7053,2750000,200079,2009
SYED IMMAM S,Tirunelveli,0,8th Pass,9235,SP,7054,70526,0,2009
SYED IRSHAD AKHTER,Paschim Champaran,0,10th Pass,3041,IND,7055,155000,43500,2009
SYED MAHMOOD ASHRAF,Kishanganj,3,Others,4909,JD(U),7056,7917000,2950000,2009
SYED MUJTABA HUSSAIN BUKHARI,Srinagar,0,Not Given,6770,IND,7057,0,0,2009
SYED NIZAM ALI,Mysore,0,Graduate,4605,BSP,7058,7345000,1857207,2009
SYED QUBUL ULLAHUSSIANI (SAJID),Bidar,0,12th Pass,7490,IND,7059,140000,0,2009
Syed Rashid Ali,Raipur,0,12th Pass,433,IND,7060,507200,0,2009
SYED SHAHNAWAZ HUSSAIN,Bhagalpur,0,10th Pass,5015,BJP,7061,7472000,101000,2009
SYED YOUSUF ALI,Zahirabad,1,12th Pass,520,TRS,7062,32900000,0,2009
T B Madwaraja,Bangalore North,0,12th Pass,1704,IND,7063,185000,0,2009
T CHANDRA SEKHAR,Anantapur,0,Not Given,4349,IND,7064,800000,0,2009
T George,Thiruvananthapuram,0,Graduate,1672,IND,7065,333000,0,2009
T K Hamsa,Malappuram,0,Graduate Professional,1502,CPM,7066,11407770,0,2009
T P Chandrasekharan,Vadakara,0,Graduate,1454,IND,7067,620361,74122,2009
T S Narayanan Master,Chalakudy,0,10th Pass,1555,IND,7068,1892468,25000,2009
T Sudhakar Rao,Srikakulam,0,Post Graduate,867,BSP,7069,423273,0,2009
T Venkateswar Rao,Khammam,0,Graduate,1112,BSP,7070,762000,65000,2009
T. Ratnakar,Nagarkurnool,0,Doctorate,388,BJP,7071,2608046,0,2009
T. Srimannarayana,Karimnagar,0,12th Pass,1014,PPOI,7072,2115000,0,2009
T.K.Premkumar,Bangalore Central,0,Graduate,1767,PPOI,7073,7239000,978532,2009
T.M. KAMBLE,Latur,0,Post Graduate,3722,RPI(D),7074,3950000,761946,2009
T.M.MANCHEGOWDA,Bangalore Rural,0,5th Pass,6422,IND,7075,110937,50000,2009
T.MAHESH NAIDU,Nandyal,0,Illiterate,4427,IND,7076,6500,0,2009
T.NAGENDRA,Bellary,0,Graduate,724,BSP,7077,10000,50000,2009
T.R. Chandrahasa,Bangalore North,0,10th Pass,1705,IND,7078,655000,160000,2009
T.SRINUVASULU,Nandyal,0,Illiterate,4432,IND,7079,750000,200000,2009
TABA TAKU,Arunachal West,0,Graduate,466,LB,7080,10000,0,2009
TABASSUM BEGAM,Kairana,0,10th Pass,6918,BSP,7081,11667328,0,2009
TAGADE VISHWESHWAR AWADHUTRAO,Wardha,0,Graduate,1952,IND,7082,630000,0,2009
Taher Kamal Khundmiri,Hyderabad,0,Not Given,1055,JD(S),7083,10000,0,2009
TAKAM SANJOY,Arunachal West,0,Graduate,465,INC,7084,24137021,0,2009
TALAKALLAMATH MAHESH GURUPADAYYA,Dharwad,0,Not Given,5811,NCP,7085,2800000,62000,2009
TALARI MANOHAR,Chittoor,0,Post Graduate,4368,PRAP,7086,4943512,2613277,2009
TAMAJUL ALI,Kishanganj,0,Others,4910,BJJD,7087,0,0,2009
TAMBIDURAI.M,Karur,2,Doctorate,8507,ADMK,7088,93750227,0,2009
TAMBOLI SHABBIR SAJJANBHAI,Pune,0,Literate,3597,IND,7089,324000,150000,2009
TAMIL SELVAN M,Chennai South,0,Not Given,8796,IND,7090,0,0,2009
TAMIL SELVAN.S,Theni,0,10th Pass,8597,IND,7091,0,0,2009
TAMILISAISOUNDARARAJAN,Chennai North,0,Not Given,8740,BJP,7092,0,0,2009
TAMILVENDAN.T,Kancheepuram,3,5th Pass,8883,DMDK,7093,5482353,0,2009
TANDEL GOPALBHAI KALYANBHAI,Daman & Diu,2,Not Given,5745,NCP,7094,70697264,13169373,2009
Tangirala Paramjyothi,Nagarkurnool,0,Post Graduate,1097,BSP,7095,6650000,3000000,2009
TANMAY,Pali,0,Graduate Professional,4821,IND,7096,10745,0,2009
TANMAY,Chennai South,0,Not Given,8795,IND,7097,10745,0,2009
TANTARPALE GOPAL YASHWANTRAO,Maval,0,12th Pass,3567,IND,7098,3099000,0,2009
TANTARPALE GOPAL YESHWANTRAO,Baramati,0,12th Pass,3620,IND,7099,3099000,0,2009
TANUKU SEKHAR,Eluru,0,8th Pass,4379,IND,7100,70600,0,2009
Tapan Kumar Pathak,Bankura,1,Not Given,4897,RDMP,7101,150000,0,2009
TAPAN SIKDAR,Dum Dum,0,Graduate,8140,BJP,7102,3369377,0,2009
TAPANBHAI SHANTIMAY DASGUPTA,Vadodara,0,Graduate,2241,IND,7103,89117,0,2009
Tapas Das,Bishnupur,0,10th Pass,5905,JMM,7104,0,0,2009
TAPAS MUKHERJEE,Birbhum,0,Graduate Professional,7445,BJP,7105,3904539,244635,2009
TAPAS PAUL,Krishnanagar,5,Graduate,7340,AITC,7106,9614227,0,2009
TAPAS SAHA,Jangipur,0,Graduate,7311,IND,7107,137000,0,2009
TAPAS TARAFDAR,Jaynagar,0,10th Pass,8165,RDMP,7108,707500,30000,2009
TAPIR GAO,Arunachal East,0,Post Graduate,470,BJP,7109,18520000,0,2009
Tara chand,Banswara,0,Post Graduate,5938,INC,7110,6518752,1122163,2009
TARA CHAND,Jhalawar-Baran,0,8th Pass,6134,IND,7111,18741,0,2009
TARA CHANDR,Amroha,0,8th Pass,8665,IND,7112,109500,70000,2009
TARA GUPTA,Jahanabad,1,12th Pass,878,RPP,7113,8965000,0,2009
TARA KR. PRADHAN,Sikkim,3,12th Pass,5500,SHRP,7114,620000,200000,2009
"Tarachand Sahu, Bhilai Nagar",Durg,0,Post Graduate,110,IND,7115,17614928,4525246,2009
TARANGA MONDAL,Jaynagar,0,10th Pass,8164,AUDF,7116,3260569,0,2009
TARIQ MIAN DESHMUKH,Rampur,0,12th Pass,8649,IND,7117,417500,0,2009
TARIT BARAN TOPDAR,Barrackpur,0,Graduate,8130,CPM,7118,12434070,0,2009
TARKASE DHANANJAY MURLIDHAR,Osmanabad,0,Graduate,3696,ABHM,7119,120000,0,2009
TARKESHWAR PASWAN,Muzaffarpur,2,Literate,3142,IND,7120,22500,0,2009
Tarkeswar Singh,Maharajganj,7,Graduate,984,INC,7121,4386101,803889,2009
TARSEM JODHAN,Sangrur,0,12th Pass,6860,CPI(ML)(L),7122,14546984,193569,2009
TARSEM LAL,Kurukshetra,0,8th Pass,6511,IND,7123,6966108,444797,2009
TARUNBHAI CHAMPAKBHAI PATEL,Navsari,0,Illiterate,4556,IND,7124,2366000,140000,2009
TASLEEM AHMED REHMANI,Jaunpur,0,Others,4147,IND,7125,5444843,0,2009
TASLEEMUDDIN,Kishanganj,5,Literate,4907,RJD,7126,5553212,237806,2009
TATE ASHOK SANTRAM,Beed,0,12th Pass,3676,ARP,7127,0,0,2009
TATHAGATA ROY,Kolkata Uttar,0,Graduate Professional,8212,BJP,7128,8444907,104220,2009
Tathagata Satpathy,Dhenkanal,13,12th Pass,2072,BJD,7129,5515930,0,2009
TATVASAHEB REVDEKAR,Mumbai North East,1,12th Pass,5425,IND,7130,840000,0,2009
TATYA ALIAS NARAYAN SHANKAR WAMBHIRE,Pune,0,Not Given,3596,IND,7131,0,0,2009
TATYA ALIAS NARAYAN SHANKAR WAMBHIRE,Baramati,0,8th Pass,3619,IND,7132,3120251,0,2009
TAWADE PRAKASH TANAJIRAO,Osmanabad,0,Graduate,3697,KM,7133,1202300,70000,2009
TAWAR KAILAS BHAUSAHEB,Jalna,1,Post Graduate,3494,STBP,7134,2351473,943000,2009
TAWARE SURESH KASHINATH,Bhiwandi,0,Graduate,5307,INC,7135,109039952,1250000,2009
TAWDE DILIP NARAYAN,Mumbai North West,0,8th Pass,5403,AIFB,7136,495036,676000,2009
TAYDE VITTHAL PANDHARI,Buldhana,0,Literate,1415,IND,7137,501259,10000,2009
TEACKRAJ.D,Chennai Central,0,Graduate Professional,8834,IND,7138,220000,0,2009
TEEKA RAM HOODA,Faridabad,2,Graduate Professional,6749,IND,7139,12920595,0,2009
TEHAL SINGH,Ludhiana,0,Others,7965,IND,7140,100000,0,2009
TEJ BAHADUR,Shrawasti,0,10th Pass,4048,IND,7141,410000,0,2009
TEJ BAHADUR YADAV ADVOCATE,Bhadohi,0,Graduate,4160,IND,7142,3000483,0,2009
TEJ SINGH,Nagina,1,Graduate,8042,ASP,7143,18636224,0,2009
TEJASVINI GOWDA,Bangalore Rural,1,Doctorate,1160,INC,7144,7290000,6600000,2009
TEJPAL SINGH,Baghpat,0,Graduate Professional,7032,IND,7145,3996400,495000,2009
TEJVEER,Saharanpur,0,12th Pass,8011,IND,7146,6557990,0,2009
TEJVEER SINGH,Meerut,0,Graduate Professional,6990,RWS,7147,7037400,90000,2009
TEJVIR SINGH,Aligarh,0,5th Pass,7126,IND,7148,3050750,0,2009
TEKLAL MAHTO,Giridih,1,Graduate Professional,4216,JMM,7149,8550119,0,2009
TELI SHAIKH ISMAIL HAJI HASAN,Raver,0,10th Pass,3472,BBM,7150,500000,0,2009
Thaddeus Lakra,Alipurduars,0,Graduate,4790,IND,7151,3175000,0,2009
THAGIR AHAMED,Vellore,0,Doctorate,8907,LJP,7152,683021,100000,2009
THAKARE SHALINI JITENDRA,Mumbai North West,0,Post Graduate,5402,MNS,7153,31786804,0,2009
THAKORBHAI CHANDULAL PATEL,Bharuch,0,Graduate,4504,IND,7154,10510000,0,2009
THAKORBHAI MANEKJIBHAI GAMIT,Bardoli,0,Graduate,4515,IND,7155,165688,0,2009
THAKUR SANTOSH KUMAR,Bhadohi,0,Not Given,4156,RDMP,7156,160000,0,2009
THAKURDAS GOVIND CHOUDHARI,Akola,0,Graduate,750,IND,7157,8950266,4800000,2009
THAMARAISELVAN. R,Dharmapuri,0,Graduate Professional,8940,DMK,7158,3867546,460146,2009
Thampi,Pathanamthitta,0,12th Pass,1629,IND,7159,0,0,2009
THANGA PANDIAN R,Nilgiris,2,Not Given,8485,IND,7160,210000,0,2009
THANGA TAMILSELVAN,Theni,7,Post Graduate,8591,ADMK,7161,11070012,4232445,2009
"THANGAMANI, K.",Perambalur,0,Post Graduate,9096,IND,7162,7700000,200000,2009
THANGAPANDI K,Madurai,0,8th Pass,8584,IND,7163,264000,0,2009
THANGAPANDIAN R,Dindigul,2,Not Given,8499,IND,7164,310000,0,2009
THANGAVEL M,Tiruppur,0,Not Given,8457,LJP,7165,0,0,2009
THANGAVEL.K.P,Pollachi,0,12th Pass,9065,DMDK,7166,22391064,1805170,2009
THANGAVEL.S,Namakkal,0,Others,9021,IND,7167,889212,0,2009
THANGKABALU K V,Salem,0,Post Graduate,8405,INC,7168,108715814,0,2009
THANGKHANGIN,Outer Manipur,0,Post Graduate,2020,LJP,7169,0,0,2009
THANGSO BAITE,Outer Manipur,0,Post Graduate,2016,INC,7170,1778418,880000,2009
THANIYARASU.U,Namakkal,0,Post Graduate,9023,IND,7171,1020000,1400,2009
THANKAMONY C,Kanniyakumari,0,Not Given,8626,IND,7172,2900000,550000,2009
THARMALINGAM.M,Namakkal,0,8th Pass,9022,IND,7173,40000,0,2009
THAVARCHAND GEHLOT,Dewas,0,Graduate,5205,BJP,7174,4387856,2382029,2009
THAVARDAS AMULRAI CHOITHANI,Vadodara,0,10th Pass,2640,IND,7175,7051120,20734,2009
THAVARSINGH,Dewas,0,Illiterate,5212,IND,7176,43000,0,2009
THAYUMANA GURU AYYANAR,Sriperumbudur,0,Post Graduate,8852,AIVP,7177,50000,0,2009
THENKALAM RAJA M,Tirunelveli,0,Graduate Professional,9248,IND,7178,435000,160,2009
Theodor Kido,Khunti,0,Graduate Professional,667,JVM,7179,11350000,50000,2009
THEYAGARAJAN.V,Chennai North,0,12th Pass,8756,IND,7180,127000,0,2009
THINLESS ANGMO,Ladakh,1,Graduate Professional,8721,IND,7181,9683000,0,2009
THIPPESWAMY M,Chittoor,1,Graduate Professional,4364,INC,7182,4014000,500000,2009
"THIRUMAAVALAVAN, THOL",Chidambaram,2,Post Graduate,8568,VCK,7183,2347700,881000,2009
THIRUMAVALAVAN.M,Tiruchirappalli,0,Graduate Professional,8556,IND,7184,0,0,2009
THIRUMOORTHY,Theni,0,Not Given,8598,IND,7185,5300,0,2009
THIRUNNAVUKKARASAR. SU,Ramanathapuram,0,Post Graduate,9193,BJP,7186,22307839,250687,2009
THIRUVENGATAM A,Tirunelveli,0,Graduate Professional,9243,IND,7187,390000,0,2009
THIYAGARAJAN.M,Kancheepuram,0,Graduate,8891,IND,7188,10000,0,2009
THOMAS HASDA,Rajmahal,0,12th Pass,4163,RJD,7189,7252181,0,2009
THOMAS.T.JACOB,Chennai Central,0,Graduate Professional,8814,YSP,7190,1065000,0,2009
THOOTHAI SELVAM M,Sivaganga,0,Not Given,9170,IND,7191,0,0,2009
THORAT ANANDRAO TUKARAM,Hatkanangle,0,Graduate,3809,IND,7192,920000,0,2009
THOTA CHANDRA SEKHAR,Guntur,0,Doctorate,4388,PRAP,7193,39150000,1500000,2009
Thottakkadu Sasi,Attingal,1,10th Pass,1651,BJP,7194,11044294,2000000,2009
THULASI G,Arakkonam,0,8th Pass,8353,IND,7195,290000,75000,2009
Thulla Devender Goud,Malkajgiri,0,Graduate,526,PRAP,7196,352257953,0,2009
TIEROD PASSAH,Shillong,0,Post Graduate,2031,IND,7197,2830000,0,2009
TIKA RAM SAHU,Aonla,0,Graduate,8672,CPI,7198,1061273,86137,2009
TILAK CHANDRA AHIRWAR,Jalaun,0,Graduate,5663,BSP,7199,4443000,500000,2009
TILAKDHARI PD. SINGH,Kodarma,0,Graduate,1258,INC,7200,2315000,0,2009
TIMOTHY T,Mayiladuthurai,0,Illiterate,9125,IND,7201,15000,0,2009
TINABEN MAGANBHAI PARMAR,Kachchh,0,Post Graduate,2496,BNJD,7202,81000,0,2009
TIRO SHARAMA,Madhepura,0,Not Given,4968,IND,7203,159330,0,2009
TITAR SINGH,Ganganagar,0,Literate,5825,IND,7204,20000,0,2009
TITU SAHA,Tripura West,0,Not Given,3825,RDMP,7205,27070,0,2009
TIWARI RAMA BHAGIRAT,Nanded,0,Literate,8,RSP,7206,145000,0,2009
TOFIKHUSAIN GULAMRASUL SHEKH,Kheda,0,Literate,2625,IND,7207,160000,0,2009
TOSHAN SAH,Ujiarpur,0,Post Graduate,3179,RPP,7208,5597977,13030,2009
TOTA RAM,Moradabad,0,8th Pass,8060,IND,7209,196665,0,2009
TRILOK CHAND SHARMA,New Delhi,0,Graduate,7663,BSP,7210,58903384,1133278,2009
TRILOK NATH VERMA,Mirzapur,0,Others,1795,IJP,7211,6701680,700000,2009
TRILOK SINGH RAWAT,Ghaziabad,0,Graduate,7742,IND,7212,2969610,0,2009
TRIPTI KANA MAZUMDAR CHOUDHURY,Dhubri,0,10th Pass,2901,IND,7213,118000,314028,2009
TRIPTI SHAKYA,Mainpuri,1,Graduate,7205,BJP,7214,2814584,0,2009
TRIVENI PRASAD BHEEM,Sultanpur,0,8th Pass,3862,BRPP,7215,60250,0,2009
TRIYOGINATH DUBE,Mumbai South Central,0,Post Graduate,5466,IND,7216,836500,0,2009
TUFANI SAROJ,Machhlishahr,0,Graduate,1808,SP,7217,5336133,0,2009
Tuklal Garg,Bilaspur,0,10th Pass,620,IND,7218,187000,0,2009
TULASI,Chandauli,2,10th Pass,1873,SBSP,7219,45386052,11374668,2009
TULSI RAM,Bahraich,0,5th Pass,5732,RDMP,7220,20000,0,2009
TULSI RAM MISRA,Ludhiana,0,Others,7953,SP,7221,22731159,0,2009
TULSIBHAI RAMJIBHAI YADAV,Bhavnagar,0,Graduate,2238,SP,7222,4747992,0,2009
TULSIDAS KRISHNADAS NAIR,Mumbai North Central,0,Literate,5445,IND,7223,4660000,1600000,2009
TULSIRAM DHANUK THEKEDAR,Bhind,0,Illiterate,5096,IVD,7224,483000,336000,2009
TULSIRAM SURYAWANSHI,Chhindwara,0,Graduate,3364,IND,7225,307000,0,2009
TUMANE KRUPAL BALAJI,Ramtek,0,12th Pass,184,SHS,7226,3415312,6977192,2009
TUSHAR KANTI DAS,Jadavpur,0,Not Given,8193,IND,7227,2039370,0,2009
TUSHARBHAI AMARSINHBHAI CHAUDHARY,Bardoli,0,Post Graduate,2223,INC,7228,2466214,0,2009
U Nahurmiran Peeru Mohammed,Thiruvananthapuram,0,5th Pass,1674,IND,7229,50000,0,2009
U P Jose,Chalakudy,0,5th Pass,1553,IND,7230,235000,50000,2009
U V Krishnam Raju,Rajahmundry,0,Not Given,4696,PRAP,7231,86260434,21428701,2009
UBALE SHRIKRISHNA CHAMPATRAO,Amravati,1,Graduate,166,ARP,7232,233611,20000,2009
UCHIT KUMAR,Munger,2,12th Pass,5057,IND,7233,0,0,2009
UDAI RAJ,Kaiserganj,0,Literate,4029,IND,7234,1145000,0,2009
UDAL SINGH DHURWEY,Mandla,0,Graduate,3320,LKSP,7235,450000,0,2009
UDAY BABU KHALVADEKAR,Uttara Kannada,0,Graduate,6464,IND,7236,6397093,0,2009
UDAY CHAND,Jammu,0,Post Graduate,2088,DGPP,7237,152550,0,2009
Uday Paswan,Aurangabad,0,8th Pass,930,IND,7238,1250000,0,2009
UDAY PRATAP,Misrikh,0,12th Pass,5535,IND,7239,101122,0,2009
UDAY SINGH ALIAS PAPPU SINGH,Purnia,2,12th Pass,4937,BJP,7240,419030669,1410120,2009
UDAY SINGH MACHAR,Ratlam,0,Literate,5240,RPI(A),7241,1100120,0,2009
Udaya Nath Jena,Jajpur,0,Not Given,2293,IND,7242,10000,14000,2009
UDAYAKUMAR,Chennai Central,0,10th Pass,8828,IND,7243,15000,160000,2009
UDHAV RAM,Pratapgarh,0,Graduate,3878,IND,7244,380000,0,2009
UDIT RAJ,Nagina,0,Doctorate,8041,IJP,7245,16502117,131342,2009
UDIT RAJ,Fatehpur,0,Doctorate,5700,IJP,7246,16443257,131342,2009
UGLE SUNIL NAMDEV,Amravati,0,5th Pass,807,PRBP,7247,13500,0,2009
UJAWAL KANT HUNKAR,Nalanda,0,Graduate,6474,MUL,7248,50000,0,2009
UKABHAI AMRABHAI MAKWANA,Surendranagar,0,Post Graduate,2551,IND,7249,269932,0,2009
UKEY CHINDHUJI LAKHAJI,Bhandara-Gondiya,0,Literate,208,IND,7250,610000,0,2009
Uma Charana Mishra,Bhubaneswar,0,Post Graduate,2446,JHKP,7251,10009450,3500,2009
Uma Kanta Bhakat,Bishnupur,0,10th Pass,5906,IND,7252,535000,0,2009
Uma Shanaker Singh,Maharajganj,2,10th Pass,982,RJD,7253,10145601,450000,2009
UMA SHANKAR BHAGAT ALIAS TUNTUN BHAIYA,Munger,0,10th Pass,5058,IND,7254,135100660,36398744,2009
Umacharan Mahato,Purulia,0,Literate,6114,IND,7255,44878,0,2009
UMAK SHRIKRUSHNA SHYAMRAO,Amravati,0,Not Given,804,IND,7256,0,0,2009
Umakant Rahi,Nawada,0,Post Graduate,1343,SSD,7257,100000,0,2009
UMARJI AHMADBHAI UGHARADAR (AZIZ TANKARVI),Bharuch,0,Graduate,2220,INC,7258,1027000,0,2009
Umashankar,Bangalore Central,1,Graduate,1768,IND,7259,256530,0,2009
UMBULAN TOPNO,Khunti,0,Not Given,1256,IND,7260,1075000,0,2009
UMED SINGH,Shahjahanpur,0,12th Pass,8107,INC,7261,56226000,2200000,2009
UMESH,Valmiki Nagar,0,12th Pass,3023,IND,7262,974510,0,2009
UMESH CHANDRA PASI,Kaushambi,0,10th Pass,3911,AD,7263,2954000,5000,2009
UMESH CHANDRA TRIVEDI,Kodarma,0,Graduate Professional,1261,JKP,7264,2628000,0,2009
UMESH KR. SINGH,Purvi Champaran,0,Graduate Professional,3047,SJP(R),7265,735170,0,2009
UMESH KUMAR.S,Shimoga,0,Graduate,2248,IND,7266,6090000,0,2009
Umesh Singh,Bilaspur,0,10th Pass,621,IND,7267,215000,0,2009
Umesh Tiwary,Siwan,0,12th Pass,896,IND,7268,275000,0,2009
UMESHCHANDRA,Unnao,0,Post Graduate,5546,AD,7269,55500,0,2009
UMMAR.E,Pollachi,0,5th Pass,9062,MAMAK,7270,4262000,0,2009
UMRAV SINGH,Hisar,0,10th Pass,6556,IND,7271,1030000,0,2009
UNDIRWADE HEMANT JAGIVAN,Bhandara-Gondiya,0,Not Given,1396,PRBP,7272,0,0,2009
Upendar Kumar Sharma,Karakat,1,Not Given,955,BSP,7273,24486783,25000,2009
UPENDRA CHANDRU GAONKAR,North Goa,0,10th Pass,3208,SHS,7274,874900,0,2009
Upendra Nath Das,Raiganj,2,10th Pass,4808,IND,7275,640340,0,2009
UPENDRA NATH SAGAR,Purnia,0,Graduate,4947,IND,7276,4955038,0,2009
UPENDRA PASWAN,Samastipur,0,12th Pass,3197,LTSD,7277,120000,0,2009
UPENDRA PRASAD,Jahanabad,0,Not Given,879,IND,7278,374000,0,2009
UPENDRA RAVIDAS,Jamui,0,10th Pass,2332,SAP,7279,19315000,0,2009
UPPAR HANUMANTAPPA VEERAPPA KESARAHATTI,Koppal,0,8th Pass,2467,IND,7280,871000,240000,2009
URKHAO GWRA BRAHMA,Kokrajhar,0,Graduate,2906,IND,7281,1998000,0,2009
URMILA BAI,Jhalawar-Baran,0,12th Pass,6163,INC,7282,55861283,2929997,2009
URMILA DEVI,Lalganj,0,Literate,1893,IND,7283,596000,0,2009
URUMAIYAH.N,Tiruchirappalli,0,Illiterate,8552,IND,7284,200000,0,2009
USHA,Hardoi,0,Not Given,5525,IND,7285,46000,0,2009
USHA KIRAN VERMA,Ajmer,0,Post Graduate,6302,IND,7286,2030000,0,2009
USHA RAWAT,Morena,0,8th Pass,5078,IND,7287,1070500,0,2009
USHA SINGH,Varanasi,0,Graduate,1910,RAD,7288,6133000,0,2009
USHA VERMA,Hardoi,0,Post Graduate,5518,SP,7289,10111699,500000,2009
USMAN THIM,Mumbai North,0,Literate,5376,SP,7290,13455765,250000,2009
USMANA FARUQEE,Azamgarh,0,Literate,1157,IND,7291,50000,0,2009
UTHRAPATHI.K,Kancheepuram,0,Post Graduate,8880,BSP,7292,706996,0,2009
UTTAM BHAGAJI KAMBLE,Yavatmal-Washim,0,Literate,244,PRCP,7293,0,0,2009
Uttam Bouri,Bishnupur,0,8th Pass,4905,IND,7294,10000,0,2009
UTTAM KASHIRAM INGALE,Raver,3,12th Pass,3477,IND,7295,100000,5000,2009
UTTAM MANIK KIRTIKAR,Aurangabad,0,Graduate,3516,IND,7296,0,0,2009
Uttam Namasudra,Karimganj,0,12th Pass,1180,IND,7297,42000,0,2009
Uttam Prasad Dansena,Bilaspur,0,Not Given,100,SUSP,7298,70000,250000,2009
UTTAM SINGH MITTAL,Morena,0,8th Pass,5077,IND,7299,147030,0,2009
UTTAMRAO DAGADUJI BHAGAT,Hingoli,0,Graduate Professional,250,PRBP,7300,3515000,41000,2009
UTTAMSINGH RAJDHARSINGH PAWAR,Aurangabad,0,Graduate,3507,INC,7301,26078139,7594090,2009
V Arun Kumar,Rajahmundry,2,Graduate Professional,4692,INC,7302,13073077,979680,2009
V Koteswara Rao,Rajahmundry,0,Graduate Professional,4694,BSP,7303,3147000,0,2009
V Maheswar Rao,Vizianagaram,0,10th Pass,1128,IND,7304,25000,0,2009
V Muraleedharan,Kozhikode,2,Graduate,1485,BJP,7305,1732081,0,2009
V Nageswara Rao,Rajahmundry,0,Graduate Professional,4703,IND,7306,19027716,175000,2009
V Narendra,Kadapa,0,Graduate,4745,IND,7307,174000,0,2009
V Prasanna Kumar,Bangalore North,0,Graduate,1706,IND,7308,2881500,0,2009
V Sathyanarayana Murthy,Nizamabad,0,Doctorate,1021,PPOI,7309,9435000,762315,2009
V Vamsi Mohan,Vijayawada,2,Post Graduate,4713,TDP,7310,344978721,1980716,2009
V Varaprasada Rao,Tirupati,0,Doctorate,4767,PRAP,7311,25242856,0,2009
V Venu Gopala Reddy,Nellore,0,Post Graduate,4753,TDP,7312,40291993,0,2009
V. KALYANI,Srikakulam,0,Post Graduate,573,PRAP,7313,3300000,1800000,2009
V. Kishore Chandra Deo,Araku,0,Post Graduate,566,INC,7314,247410000,0,2009
V. M. SINGH,Pilibhit,8,Graduate,8095,INC,7315,6321566925,3935858,2009
V.G.PATIL,Bhiwandi,1,10th Pass,5309,BSP,7316,8452100,2200000,2009
V.JAYARAMA,Kolar,0,Graduate,6449,IND,7317,0,8900000,2009
V.K. ACHARYA,Latur,0,Post Graduate,3721,PRCP,7318,2853925,0,2009
V.K.KAMPANI,Hardwar,0,Post Graduate,8288,IND,7319,1981863,0,2009
V.N.AWASTHI,Kanpur,0,Not Given,5644,IND,7320,2025500,0,2009
V.SESHI REDDY,Nandyal,0,10th Pass,4433,IND,7321,2235000,550000,2009
V.Venkateshwarlu,Mahbubnagar,0,12th Pass,1095,IND,7322,0,0,2009
VADHVINDE MAHENDRA KERU,Kalyan,0,5th Pass,5339,IND,7323,5360000,0,2009
Vadigala Pentayya,Araku,0,Graduate,570,LSP,7324,1045000,780000,2009
VAGARE MARUTI MURA,Sangli,0,10th Pass,3774,IND,7325,0,0,2009
