Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year,ST_CODE,PC_CODE
Laxman,RAJSAMAND,0,5th Pass,2463,Jai Maha Bharath Party,3582,397073,18000,2014,S20,22
Laxman Bhanudas Sonale,AHMEDNAGAR,0,Graduate,3486,IND,3583,3309077,0,2014,S13,37
Laxman Bhil,UDAIPUR,0,5th Pass,2452,BSP,3584,277900,0,2014,S20,19
Laxman Bukya,MAHABUBABAD,0,5th Pass,7949,IND,3585,2360000,0,2014,S01,16
Laxman Giluwa,SINGHBHUM,4,12th Pass,2887,BJP,3586,8094301,108145,2014,S27,10
Laxman Lal Kaiwart,KORBA,0,12th Pass,4126,Chhattisgarhiya Party,3587,127580,0,2014,S26,4
Laxmanbhai Chhaganbhai Vadia,VALSAD,1,5th Pass,6599,CPI(ML)L,3588,1104125,0,2014,S06,26
Laxmi,FIROZABAD,0,Graduate,4388,Bhartiya Shakti Chetna Party,3589,710078,20000,2014,S24,20
Laxmi Narayan,FIROZABAD,0,Graduate,4393,Rashtriya Janwadi Party (Krantikari),3590,2658630,1571154,2014,S24,20
Laxmi Narayan Yadav,SAGAR,1,Post Graduate,3001,BJP,3591,23962099,956348,2014,S12,5
Laxmikant,KARAULI-DHOLPUR,0,Graduate,5108,IND,3592,51000,0,2014,S20,10
Laxmilal Gameti,UDAIPUR,0,Literate,2454,Socialist Party (India),3593,255700,0,2014,S20,19
Laxminarayan Dehariya,BALAGHAT,1,12th Pass,1583,Bahujan Mukti Party,3594,1710000,0,2014,S12,15
Laxminarayana Borra,MAHABUBABAD,0,5th Pass,7950,IND,3595,10000,0,2014,S01,16
Lekhraj,DHAURAHRA,0,Graduate,5507,AITC,3596,335000,0,2014,S24,29
Lenin M,SIVAGANGA,0,12th Pass,7485,IND,3597,148120,0,2014,S22,31
Lenkala Prabhakar Reddy,KARIMNAGAR,0,Graduate,6219,Pyramid Party of India,3598,60000,0,2014,S01,3
Lily Prema Kujur,SUNDARGARH,0,12th Pass,1137,Bahujan Mukti Party,3599,161000,0,2014,S18,2
Lingala Ravi Kumar,KHAMMAM,0,10th Pass,4532,IND,3600,650000,0,2014,S01,17
Lingam.P,TENKASI,1,Graduate,7566,CPI,3601,1407450,341191,2014,S22,37
Lingaraj Pradhan,BARGARH,0,Post Graduate,786,AAP,3602,2470000,0,2014,S18,1
Lingaraj Sabara@Gomango,KORAPUT,0,Post Graduate,1174,IND,3603,5462041,1123000,2014,S18,21
Lodhi Seema Kaushik,RAJNANDGAON,0,8th Pass,3910,SP,3604,10720000,1240000,2014,S26,6
Loganathan,CHENNAI SOUTH,0,5th Pass,6928,IND,3605,205500,0,2014,S22,3
Loganathan P,TIRUVANNAMALAI,0,10th Pass,5453,IND,3606,180000,0,2014,S22,11
Lokhande Ganesh Haibatrao,RAMTEK,0,Graduate Professional,1436,IND,3607,548000,600,2014,S13,9
Lokhande Sadashiv Kisan,SHIRDI,1,10th Pass,3405,SHS,3608,38294539,1497168,2014,S13,38
Loknath Mahto,HAZARIBAGH,1,12th Pass,3995,AJSUP,3609,23139387,236074,2014,S27,14
Lotan,SANT KABIR NAGAR,0,Graduate,8437,Shoshit Samaj Dal,3610,503000,0,2014,S24,62
Lotan Singh,BAREILLY,5,10th Pass,3095,IND,3611,1470000,0,2014,S24,25
Love Kishor,JALANDHAR,0,Literate,7720,IND,3612,48450,0,2014,S19,4
Lovely Anand,SHEOHAR,1,Graduate,8826,SP,3613,12804755,0,2014,S04,4
Lt Col Sp Singh,GAUTAM BUDHHA NAGAR,0,Graduate,1710,Nav Bharat Democratic Party,3614,17777227,0,2014,S24,13
Lubna Sarwath,HYDERABAD,0,Doctorate,7894,AAP,3615,65500,0,2014,S01,9
Lukman Khan,NEW DELHI,2,5th Pass,1325,IND,3616,3786699,0,2014,U05,4
M .K Raghavan,KOZHIKODE,0,Graduate,961,INC,3617,6164901,1558128,2014,S11,5
M A Habeeb,HYDERABAD,1,10th Pass,7897,IND,3618,141000,0,2014,S01,9
M Ahamed Shahjahan,SALEM,0,Post Graduate,3831,IND,3619,4100000,0,2014,S22,15
M B Rajesh,PALAKKAD,11,Graduate Professional,1889,CPI(M),3620,4676316,700680,2014,S11,8
M C Mittal Jai Gurudeo Tatdhari,BHOPAL,0,12th Pass,3926,IND,3621,8070000,569170,2014,S12,19
M D Mainuddin Khan Alias Asfiya,UDUPI CHIKMAGALUR,0,8th Pass,2234,IND,3622,163000,0,2014,S10,15
M G Purushothaman,CHALAKUDY,0,Others,724,BSP,3623,296000,78000,2014,S11,11
M I Shanavas,WAYANAD,0,Post Graduate,960,INC,3624,27122055,7711000,2014,S11,4
M Khamchinpau Zou,OUTER MANIPUR,0,Post Graduate,1009,AAP,3625,1010616,0,2014,S14,2
M M Paulose,ALAPPUZHA,0,10th Pass,330,IND,3626,7322508,0,2014,S11,15
M Raghavan,KOZHIKODE,0,10th Pass,1867,IND,3627,20493829,0,2014,S11,5
M Ramana Reddy,NANDYAL,0,8th Pass,8954,IND,3628,320000,0,2014,S01,34
M Shivanna,CHAMARAJANAGAR,3,Graduate Professional,1206,JD(S),3629,31402152,7852000,2014,S10,22
M Veerappa Moily,CHIKKBALLAPUR,0,Graduate Professional,402,INC,3630,137366682,39433827,2014,S10,27
M Venkatesan,MADURAI,0,Post Graduate,7487,IND,3631,2213164,620397,2014,S22,32
M. Arumugam,CHENNAI SOUTH,0,8th Pass,6932,IND,3632,374000,0,2014,S22,3
M. Baby,KOLLAM,0,10th Pass,2489,IND,3633,1871596,0,2014,S11,18
M. Chittibabu,PONDICHERRY,0,Graduate,5572,IND,3634,7745000,0,2014,U07,1
M. Hanumantha Reddy,KADAPA,0,12th Pass,8924,BSP,3635,5613000,2000000,2014,S01,38
M. Javed A. Wahab,JALNA,0,12th Pass,5862,IND,3636,10510000,0,2014,S13,18
M. Jayaraman,CHENNAI SOUTH,0,Graduate,6950,IND,3637,634836,0,2014,S22,3
M. Karunakaran,TIRUCHIRAPPALLI,0,Post Graduate,4344,Lok Satta Party,3638,7319600,0,2014,S22,24
M. Kumbhaiah,CHITRADURGA,0,Graduate Professional,2591,JD(U),3639,38291000,4950000,2014,S10,18
M. Marie Uthriyanathan,PONDICHERRY,3,8th Pass,5584,Samata Party,3640,454250,478409,2014,U07,1
M. Mohamed Rasik,CHENNAI CENTRAL,0,Graduate,6859,IND,3641,100000,0,2014,S22,4
M. Murugan,CHENNAI CENTRAL,0,Graduate Professional,6855,IND,3642,954117,0,2014,S22,4
M. N. Kutty,THRISSUR,0,10th Pass,1916,IND,3643,4251600,120000,2014,S11,10
M. Prabakaran,CHENNAI CENTRAL,0,10th Pass,6854,IND,3644,6366720,215000,2014,S22,4
M. Ramadass,PONDICHERRY,0,Doctorate,4063,IND,3645,8094600,604861,2014,U07,1
M. Shahid,MEERUT,0,5th Pass,666,BSP,3646,1989984945,103807610,2014,S24,10
M. Venkatesan,VILUPPURAM,0,Graduate,3830,CPI(ML)L,3647,781450,32500,2014,S22,13
M.A. Baby,KOLLAM,2,Graduate,337,CPI(M),3648,6430619,625000,2014,S11,18
M.Anjan Kumar Yadav,SECUNDERABAD,0,Graduate,6434,INC,3649,18630800,2835000,2014,S01,8
M.Badhusha,TIRUCHIRAPPALLI,0,Literate,4044,IND,3650,815000,0,2014,S22,24
M.Chandrakasi,CHIDAMBARAM,0,Graduate,3958,AIADMK,3651,7243646,2020472,2014,S22,27
M.Durairaj,ARANI,0,Post Graduate,6299,IND,3652,350000,0,2014,S22,12
M.Gopalakrishnan,MADURAI,6,10th Pass,4332,IND,3653,3798200,1040000,2014,S22,32
M.K.Vishnu Prasad,ARANI,1,Graduate Professional,6289,INC,3654,110571761,23691877,2014,S22,12
M.Kamacis,MADURAI,0,Graduate Professional,4328,AAP,3655,4494623,966227,2014,S22,32
M.Kathirvel,VILUPPURAM,0,5th Pass,5477,IND,3656,1501500,0,2014,S22,13
M.Lalmanzuala,MIZORAM,0,Graduate,1043,AAP,3657,63800000,0,2014,S16,1
M.M. Abdul Bari,MURSHIDABAD,0,Others,4849,IUML,3658,444293,0,2014,S25,11
M.Mahesh Alias Harsha,HASSAN,0,10th Pass,1203,IND,3659,37777,0,2014,S10,16
M.Meenakshisundaram,MADURAI,0,Post Graduate,7490,IND,3660,4235311,80000,2014,S22,32
M.Mohammed Ali,MADURAI,0,5th Pass,4331,Samata Party,3661,245086,0,2014,S22,32
M.Mohandass,TIRUCHIRAPPALLI,0,Graduate,3951,IND,3662,21687000,2745000,2014,S22,24
M.Muniyappa,KOLAR,0,8th Pass,3790,IND,3663,2060000,0,2014,S10,28
M.Munusamy,ARANI,0,8th Pass,6302,IND,3664,296000,0,2014,S22,12
M.Nageswara Rao,MALKAJGIRI,0,Post Graduate,7878,IND,3665,6469266,0,2014,S01,7
M.P. Sayed Mohammaed Koya,LAKSHADWEEP,0,Graduate,125,BJP,3666,14073985,0,2014,U06,1
M.P.Mannan,KALLAKURICHI,0,Post Graduate,6370,IND,3667,567061,0,2014,S22,14
M.P.Munawer Shariff,BANGALORE RURAL,0,Others,2519,IND,3668,25000,0,2014,S10,23
M.Palanisamy,TIRUPPUR,0,10th Pass,4306,IND,3669,7050442,1000000,2014,S22,18
M.Pushparayan,THOOTHUKKUDI,380,Literate,3966,AAP,3670,8775806,0,2014,S22,36
M.Rajendran,TIRUPPUR,0,12th Pass,7435,IND,3671,300000,0,2014,S22,18
M.S. Mainuddin,SHIMOGA,0,10th Pass,2227,IND,3672,160000,0,2014,S10,14
M.S.Narayanaswamy,KOLAR,0,10th Pass,3793,IND,3673,1000,0,2014,S10,28
M.Saravanan,SIVAGANGA,0,12th Pass,3837,IND,3674,3870000,0,2014,S22,31
M.Satheesh,VIRUDHUNAGAR,0,Graduate,7537,IND,3675,206911,0,2014,S22,34
M.Senthilnathan,TIRUPPUR,0,Post Graduate,7419,DMK,3676,203278896,127959469,2014,S22,18
M.Sudhakar Naidu,HINDUPUR,0,12th Pass,8493,IND,3677,5883944,597451,2014,S01,37
M.T. Ramesh,PATHANAMTHITTA,0,Graduate,958,BJP,3678,1039808,0,2014,S11,17
M.T.Varughese,MALKAJGIRI,0,8th Pass,7885,IND,3679,11230422,303440,2014,S01,7
M.Umashankar,VILUPPURAM,0,Literate,5476,IND,3680,30000,0,2014,S22,13
M.V. Omalingam,PONDICHERRY,0,Others,4059,AIADMK,3681,26412176,21600000,2014,U07,1
Maadam Poonamben Hematbhai,JAMNAGAR,0,Graduate,5336,BJP,3682,174372249,62824615,2014,S06,12
Machendar,BIDAR,0,Post Graduate,2134,IND,3683,11000000,550000,2014,S10,7
Machindra Kadapure,CHIKKODI,0,Illiterate,1058,BSP,3684,101000,0,2014,S10,1
Madam Vikrambhai Arjanbhai,JAMNAGAR,0,Graduate,5329,INC,3685,25946450,1816432,2014,S06,12
Madan,AZAMGARH,0,10th Pass,9494,AITC,3686,3955000,0,2014,S24,69
Madan Bhatti,SANGRUR,0,10th Pass,7823,BSP,3687,6166306,326000,2014,S19,12
Madan Lal,BADAUN,0,10th Pass,3071,National Party,3688,1447000,0,2014,S24,23
Madan Lal Sahu,RAIPUR,0,Graduate,5403,CPI(ML) Red Star,3689,2176006,460586,2014,S26,8
Madan Lal Sharma,JAMMU,0,10th Pass,575,INC,3690,18843802,384929,2014,S09,6
Madan Mohan Ram,DHANBAD,6,10th Pass,4704,BSP,3691,672000,0,2014,S27,7
Madan Mohan Singh Tomar,GWALIOR,0,12th Pass,2951,Bhartiya Jan Yug Party,3692,4795500,8704,2014,S12,3
Madhab Rajbangshi,MANGALDOI,0,Graduate Professional,4098,AGP,3693,6779962,5480000,2014,S03,8
Madhaba Sardar,KEONJHAR,0,Post Graduate,3218,INC,3694,1757015,99665,2014,S18,4
Madhav,BAHRAICH,0,5th Pass,8668,Lok Dal,3695,58251,0,2014,S24,56
"Madhavan, P.",VIRUDHUNAGAR,0,5th Pass,7551,IND,3696,2105703,0,2014,S22,34
Madhavan.T,THANJAVUR,0,Not Given,7466,IND,3697,441000,106842,2014,S22,30
"Madhavaraj, K.V. Thiru.",SRIPERUMBUDUR,1,12th Pass,7387,IND,3698,95307,2225,2014,S22,5
Madhu Nirupaben Natvarlal,BANASKANTHA,0,Graduate Professional,7296,IND,3699,254630,0,2014,S06,2
"Madhu Sudan Yadav,",BHUBANESWAR,0,Graduate,3709,BSP,3700,2050000,1440,2014,S18,18
Madhu Sudhan Das,SILCHAR,0,12th Pass,2264,IND,3701,72053,0,2014,S03,2
Madhu Yaskhi Goud,NIZAMABAD,0,Post Graduate,6499,INC,3702,298919187,5098943,2014,S01,4
Madhukar Baburao Kambale,SANGLI,0,8th Pass,3863,IND,3703,742800,0,2014,S13,44
Madhur Sheel,MUZAFFARPUR,0,Graduate,9097,Jai Maha Bharath Party,3704,5226000,500000,2014,S04,15
Madhuri,UJIARPUR,0,Graduate Professional,8156,Bahujan Mukti Party,3705,3791100,0,2014,S04,22
Madhuri Pushker,BHARATPUR,0,12th Pass,5098,IND,3706,7863409,0,2014,S20,9
Madhusudan Bag,ARAMBAG,0,Post Graduate,5818,BJP,3707,5472260,1341710,2014,S25,29
Magadum Ismail Magadum,CHIKKODI,1,10th Pass,1816,IND,3708,2027500,600000,2014,S10,1
Magesh.S.,TENKASI,0,Graduate,7577,IND,3709,20000,0,2014,S22,37
Magunta Srinivasulu Reddy,ONGOLE,0,Graduate,8224,TDP,3710,187848488,82578365,2014,S01,33
Mahabal Mishra,WEST DELHI,1,12th Pass,498,INC,3711,388226286,8691614,2014,U05,6
Mahabali Singh,KARAKAT,5,8th Pass,36,JD(U),3712,33437255,0,2014,S04,35
Mahabeer Prasad Kumawat,JHUNJHUNU,0,10th Pass,2337,IND,3713,1516293,0,2014,S20,4
Mahadeo Jagannath Jankar,BARAMATI,0,Others,3383,Rashtriya Samaj Paksha,3714,6874700,0,2014,S13,35
Mahadev Bhimsha,GULBARGA,1,Graduate,2112,BSP,3715,9222545,825000,2014,S10,5
Mahadev Kumar,BHAGALPUR,1,10th Pass,5245,IND,3716,2182100,185000,2014,S04,26
Mahadev Ravinath Pahan,KHUNTI,0,12th Pass,2871,Rashtriya Deshaj Party,3717,2137028,0,2014,S27,11
Mahadeva Swamy. B. M,BANGALORE SOUTH,0,12th Pass,3744,Bharatiya Dr. B.R.Ambedkar Janta Party,3718,812200,586200,2014,S10,26
Mahadik Prahlad Dagadu,BARAMATI,0,12th Pass,3495,IND,3719,20105000,355000,2014,S13,35
Mahalingam,VIRUDHUNAGAR,0,5th Pass,7535,Desiya Forward Bloc,3720,2906722,810000,2014,S22,34
Mahameghabahan Aira Kharabela Swain,CUTTACK,0,Post Graduate,3283,Aama Odisha Party,3721,3225000,0,2014,S18,14
Mahant Chand Nath Yogi,ALWAR,0,Graduate,5070,BJP,3722,199653,0,2014,S20,8
Mahant Gopal Das Baba Shahab,BHOPAL,0,Literate,3923,IND,3723,108000,0,2014,S12,19
Maharaj Singh Dhangar,AGRA,0,5th Pass,4915,SP,3724,25798815,1095365,2014,S24,18
Maharam Singh,MATHURA,0,Post Graduate,5056,Bahujan Mukti Party,3725,24535,0,2014,S24,17
Mahatalal Barkade,MANDLA,0,8th Pass,1576,National Peoples Party,3726,208000,0,2014,S12,14
Mahaveer Parshad Manjhi,SHAHDOL,0,8th Pass,1560,IND,3727,4568000,0,2014,S12,12
Mahavir Singh,BHIWANI-MAHENDRAGARH,0,12th Pass,2069,IND,3728,130100,0,2014,S07,8
Mahboob Alam Ansari,BANKA,0,Post Graduate,3969,Bharatiya Momin Front,3729,8071913,0,2014,S04,27
Mahemood Bhaijaan,DHULE,0,Graduate Professional,5218,Awami Vikas Party,3730,964000,235000,2014,S13,2
Mahender Jat,GURGAON,0,Graduate Professional,2086,IND,3731,10206000,400000,2014,S07,9
Mahendra Gawade,KANKER,0,12th Pass,2794,IND,3732,306413,0,2014,S26,11
Mahendra K. Choudhary,JALORE,0,12th Pass,3435,IND,3733,26113500,0,2014,S20,18
Mahendra Kishor Mehta,HAZARIBAGH,0,10th Pass,3998,IND,3734,1035500,0,2014,S27,14
Mahendra Kumar,GUNA,1,Graduate,2940,IND,3735,1760000,320000,2014,S12,4
Mahendra Kumar,KOTA,0,10th Pass,2405,IND,3736,259127,0,2014,S20,24
Mahendra Kumar,BHARATPUR,0,10th Pass,4223,BSP,3737,21762465,1275000,2014,S20,9
Mahendra Kumar,KAUSHAMBI,0,Post Graduate,8079,INC,3738,6765562,550000,2014,S24,50
Mahendra Kumar,MOHANLALGANJ,0,12th Pass,6723,Awami Samta Party,3739,114000,0,2014,S24,34
Mahendra Kumar,ALLAHABAD,0,Post Graduate,8450,Bahujan Mukti Party,3740,275600,0,2014,S24,52
Mahendra Kumar Choudhary,SAGAR,0,Post Graduate,3006,Bahujan Mukti Party,3741,146079,0,2014,S12,5
Mahendra Kumar Roy,JALPAIGURI,0,Graduate,1788,CPI(M),3742,10695976,0,2014,S25,3
Mahendra Mishra,VARANASI,0,12th Pass,9752,IND,3743,3788275,0,2014,S24,77
Mahendra Murmu,GODDA,0,Post Graduate,4737,Jharkhand Vikas Dal,3744,1658000,0,2014,S27,3
Mahendra Nath,CHANDAULI,0,Doctorate,9227,BJP,3745,26489505,1114000,2014,S24,76
Mahendra Oraon,LOHARDAGA,0,12th Pass,483,IND,3746,2180000,20000,2014,S27,12
Mahendra Prasad,SITAMARHI,0,Graduate,8553,Samajwadi Janata Party (Rashtriya),3747,1606100,0,2014,S04,5
Mahendra Prasad Lama,DARJEELING,0,Doctorate,1795,IND,3748,34438296,3900024,2014,S25,4
Mahendra Pratap Singh,DAMOH,0,Post Graduate,2919,INC,3749,28167705,100395,2014,S12,7
Mahendra Ravidas,KODARMA,0,Graduate,1251,Bahujan Mukti Party,3750,889868,133210,2014,S27,5
Mahendra Tulshiram Bhingardive,MUMBAI SOUTH CENTRAL,0,Graduate,5932,IND,3751,12615000,618747,2014,S13,30
"Mahendran, T.",KARUR,0,12th Pass,7056,IND,3752,584794,0,2014,S22,23
Mahendran. K.P.P.,CHENNAI NORTH,0,10th Pass,6895,IND,3753,481953,0,2014,S22,2
Mahendran. M,POLLACHI,0,Literate,7148,IND,3754,13000,9000,2014,S22,21
Mahendran.C,POLLACHI,0,Post Graduate,7137,AIADMK,3755,231430367,18128825,2014,S22,21
Mahendrapal,BADAUN,0,10th Pass,3078,Bhartiya Shakti Chetna Party,3756,4300000,0,2014,S24,23
Mahesh,GAUTAM BUDHHA NAGAR,0,Graduate Professional,1718,IND,3757,3101000,0,2014,S24,13
Mahesh,AMROHA,0,12th Pass,3048,RPI(A),3758,340000,0,2014,S24,9
Mahesh,BARABANKI,0,Post Graduate,5492,IND,3759,4430000,0,2014,S24,53
Mahesh Basappa Nandihal,BAGALKOT,1,Graduate,3722,Karunaadu Party,3760,2340300,434000,2014,S10,3
Mahesh Bhandari,PALI,0,Post Graduate,3469,AAP,3761,176779000,14241000,2014,S20,15
Mahesh Chandra,KHAJURAHO,0,Others,2965,Rashtriya Samanta Dal,3762,3472884,0,2014,S12,8
Mahesh Chandra Mohanty,ASKA,0,Graduate,98,BJP,3763,2702481,1021000,2014,S18,19
Mahesh Dubey,CHHINDWARA,0,Graduate,769,AAP,3764,500000,0,2014,S12,16
Mahesh Giri,EAST DELHI,1,10th Pass,67,BJP,3765,5216375,400000,2014,U05,3
Mahesh Harpaal,RAIPUR,0,10th Pass,4137,Shakti Sena (Bharat Desh),3766,500000,0,2014,S26,8
Mahesh Jaysing Pawara,NANDURBAR,0,Graduate,7254,IND,3767,300000,0,2014,S13,1
Mahesh Joshi,JAIPUR,0,Doctorate,2375,INC,3768,29252918,4781745,2014,S20,7
Mahesh Kumar,GONDA,0,Post Graduate,8706,Janvadi Party(Socialist),3769,1220997,0,2014,S24,59
Mahesh Kumar,SITAMARHI,3,Post Graduate,8149,BSP,3770,12136000,800000,2014,S04,5
Mahesh Kumar,MOHANLALGANJ,1,Illiterate,5778,IND,3771,788930,0,2014,S24,34
Mahesh Kumar Raniwal,KOTA,0,8th Pass,2407,AARAKSHAN VIRODHI PARTY,3772,281100,0,2014,S20,24
Mahesh Mandal,KATIHAR,3,Doctorate,4107,Bahujan Mukti Party,3773,1821376,0,2014,S04,11
Mahesh Nandan Singh,SITAMARHI,0,Graduate,8150,IND,3774,1701000,0,2014,S04,5
Mahesh Paswan,NALANDA,1,Graduate,2735,Bharat Bhrashtachar Mitao Party,3775,1930000,0,2014,S04,29
Mahesh Paswan,MUZAFFARPUR,0,Graduate,9099,IND,3776,540000,0,2014,S04,15
Mahesh Pratap Sharma,MATHURA,0,Graduate Professional,5057,Rashtriya Vikas Party,3777,18881596,0,2014,S24,17
Mahesh Rai,MUZAFFARPUR,0,8th Pass,9103,Bahujan Mukti Party,3778,39573603,77600,2014,S04,15
Mahesh Sharma,GAUTAM BUDHHA NAGAR,0,Graduate Professional,60,BJP,3779,473797545,40905738,2014,S24,13
Mahesh Singh Yadav,CHATRA,0,Graduate,1232,JD(U),3780,44079939,3281756,2014,S27,4
Mahesh Waman Manjrekar,MUMBAI NORTH WEST,0,12th Pass,5907,MNS,3781,58319993,25240470,2014,S13,27
Maheshwar Hazari,SAMASTIPUR,0,Graduate,6247,JD(U),3782,21464499,6941446,2014,S04,23
Mahgoo,SATNA,0,Graduate,1524,Dalit Vikas Party(Bharat),3783,3027000,0,2014,S12,9
Mahida Mahendrasinh Sahebsinh,ANAND,0,12th Pass,4566,SP,3784,4085000,0,2014,S06,16
Mahima J Patel,DAVANAGERE,0,Graduate Professional,2202,JD(S),3785,29683292,1245000,2014,S10,13
Mahinder Pal,KARNAL,0,5th Pass,442,IND,3786,8401000,8000000,2014,S07,5
Mahinder Singh Hamira,KHADOOR SAHIB,1,5th Pass,7696,IND,3787,2525000,0,2014,S19,3
Mahmad Azam Haiderkhan Pathan,MAHESANA,1,8th Pass,7633,IND,3788,2522354,0,2014,S06,4
Mahmood Ahmed Thind,SANGRUR,0,Graduate Professional,7831,IUML,3789,2930897,400000,2014,S19,12
Mahmood Hassan,KARNAL,0,8th Pass,2037,IND,3790,1622345,640000,2014,S07,5
Mahmood Mohiuddin,ZAHIRABAD,1,8th Pass,6397,Yuvajana Sramika Rythu Congress Party,3791,40351658,11150000,2014,S01,5
Majethiya Samratbhai Jerambhai,SURENDRANAGAR,0,Literate,6577,Hindustan Janta Party,3792,2758000,0,2014,S06,9
Makasud Ali,FAIZABAD,0,8th Pass,8059,Peace Party,3793,2310000,3000000,2014,S24,54
Makhan Lal,BATHINDA,0,8th Pass,7808,Bahujan Samaj Party (Ambedkar),3794,91000,0,2014,S19,11
Makkhan,TONK-SAWAI MADHOPUR,9,10th Pass,4243,IND,3795,45453872,12102619,2014,S20,12
Makkhan Sah,KHAGARIA,0,Graduate,6775,Samajwadi Janata Party (Rashtriya),3796,6470304,0,2014,S04,25
Maksud Iliyas Khan,NASHIK,1,10th Pass,5970,IND,3797,134285,530000,2014,S13,21
Maksud Mirza,NAVSARI,0,10th Pass,7634,INC,3798,570000,0,2014,S06,25
Makwana Ishwarbahi Dhanabhai,AHMEDABAD WEST,1,Graduate,5290,INC,3799,9355477,550000,2014,S06,8
Makwana Ukabhai Amrabhai,SURENDRANAGAR,0,Graduate Professional,6579,IND,3800,690000,0,2014,S06,9
Makwana Vasharambhai Karshanbhai,SURENDRANAGAR,0,Post Graduate,7649,IND,3801,129000,0,2014,S06,9
Mala Devi,DHAURAHRA,0,12th Pass,6649,VANCHITSAMAJ INSAAF PARTY,3802,597500,0,2014,S24,29
Mala Rajya Laxmi Shah,TEHRI GARHWAL,0,12th Pass,73,BJP,3803,1662109875,14900000,2014,S28,1
Mala Roy,KOLKATA DAKSHIN ,0,Graduate,9802,INC,3804,7614468,1700000,2014,S25,23
Malagi Shivakumar Giriyappa,BELLARY,0,Post Graduate,2160,AAP,3805,8580500,0,2014,S10,9
Malam Singh,BARMER,0,Post Graduate,2471,BSP,3806,1752238,530000,2014,S20,17
Malathi Latha Eppa,SECUNDERABAD,0,Post Graduate,6437,Jantantra Party,3807,4227860,2423000,2014,S01,8
Malek Sabirhusen Ismaelbhai,KHEDA,0,8th Pass,4613,IND,3808,75000,0,2014,S06,17
Malek Sadikhusen Mahmadhusen,KHEDA,0,8th Pass,4617,IND,3809,165000,0,2014,S06,17
Malek Yakubmiya Nabimiya,KHEDA,0,10th Pass,7627,IND,3810,1038000,0,2014,S06,17
Mali Sharad Sahebrao,DINDORI,0,12th Pass,5824,BSP,3811,210000,0,2014,S13,20
Malik Mohtasim Ali Khan,NIZAMABAD,0,Post Graduate,6495,Welfare Party Of India,3812,1975000,0,2014,S01,4
Malik Ram Thakur,KANKER,0,10th Pass,2790,Ambedkarite Party of India,3813,2397500,805000,2014,S26,11
Malikhan Singh,FARRUKHABAD,0,Graduate Professional,4977,IND,3814,1322500,0,2014,S24,40
Malkhan Patel,JABALPUR,0,Not Given,1568,IND,3815,1738000,0,2014,S12,13
Mallela Babu Rao,GUNTUR,0,Post Graduate,8487,BSP,3816,6413204,1062915,2014,S01,30
Mallela Venkata Rao,GUNTUR,0,12th Pass,9453,Jai Samaikyandhra Party,3817,6907000,1350000,2014,S01,30
Mallesh Yadav Barla,KARIMNAGAR,0,Graduate,7697,IND,3818,1020000,120000,2014,S01,3
Mallesha,BANGALORE RURAL,0,12th Pass,2517,IND,3819,407000,500000,2014,S10,23
Malli Venkateswarlu,NELLORE,0,12th Pass,9077,IND,3820,5482100,0,2014,S01,39
Mallikal,KURNOOL,0,Graduate,8334,BSP,3821,1454000,18000,2014,S01,35
Mallikarjun Kharge,GULBARGA,0,Graduate Professional,358,INC,3822,102220880,7410154,2014,S10,5
Mallikarjuna Reddy Nossam,NANDYAL,0,Post Graduate,8955,Jai Samaikyandhra Party,3823,3109500,2075000,2014,S01,34
Malook Nagar,BIJNOR,0,Graduate,1763,BSP,3824,2896200000,33733000,2014,S24,4
Malti Devi,KAUSHAMBI,0,Not Given,8316,Rashtriya Samanta Dal,3825,1920000,0,2014,S24,50
Malyadri Ravulakollu,NELLORE,0,Post Graduate,9071,IND,3826,500,0,2014,S01,39
Malyadri Sriram,BAPATLA,0,Post Graduate,8482,TDP,3827,45359744,0,2014,S01,32
Mam Chand,KARNAL,0,Illiterate,441,CPI,3828,37120000,2100000,2014,S07,5
Mamad Haji Bolim,JAMNAGAR,1,Literate,7352,IND,3829,440000,0,2014,S06,12
Mamallan Tha. Kanagamuthu,THENI,0,Doctorate,7518,IND,3830,8341084,0,2014,S22,33
Mamata Bhati,INDORE,0,8th Pass,4772,Rashtriya Ahinsa Manch,3831,251000,0,2014,S12,26
Mamata Kundu,BALASORE,0,Graduate,3237,AAP,3832,15105000,4500000,2014,S18,6
"Mammathan, M.",VIRUDHUNAGAR,0,8th Pass,7549,IND,3833,607100,89100,2014,S22,34
Mamraj,BHARATPUR,0,10th Pass,4228,IND,3834,2274195,505006,2014,S20,9
Mamta Kumari,GAYA,0,12th Pass,387,SP,3835,4195976,5454,2014,S04,38
Mamta Rani,HISAR,0,8th Pass,435,"Rashtrawadi Parivartan Party (L.B,)",3836,3922079,138000,2014,S07,4
Mamtaz Sanghamita,BARDHAMAN-DURGAPUR,0,Post Graduate,6016,AITC,3837,107680000,0,2014,S25,39
Mamun Imdadul Haque Chawdhury,LAKHIMPUR,0,Post Graduate,142,AIUDF,3838,567483,0,2014,S03,14
Man Singh Mardi,RANCHI,0,12th Pass,2880,Jharkhand Party (Naren),3839,40000,0,2014,S27,8
Manak Lal Gontiya,JABALPUR,0,8th Pass,1566,Ambedkarite Party of India,3840,220000,0,2014,S12,13
Mananjay Kumar,JAHANABAD,0,Graduate,2692,IND,3841,3527000,0,2014,S04,36
